den	de	den	de	PRO;DEF;MASC+FEM;SG	DET;DEF
länge	long	länge	long	ADV	N;MASC+FEM;SG
väg	weg	väg	weg	N;NOM;INDF;MASC+FEM;SG	ADV
rum	kamers	rum	kamer	N;NOM;INDF;NEUT;SG	N;PL
djur	dier	djur	dier	N;NOM;INDF;NEUT;PL	N;NEUT;SG
färg	kleuren	färg	kleur	N;NOM;INDF;MASC+FEM;SG	N;PL
färg	schilderen	färg	schilderen	N;NOM;INDF;MASC+FEM;SG	V;NFIN
färg	verven	färg	verven	N;NOM;INDF;MASC+FEM;SG	V;NFIN
regi	geregisseerd	regi	regisseren	N;NOM;INDF;MASC+FEM;SG	V;V.PTCP
regi	gerichte	regi	richten	N;NOM;INDF;MASC+FEM;SG	V;V.PTCP
regi	regisseerde	regi	regisseren	N;NOM;INDF;MASC+FEM;SG	V;SG;PST;FIN
regi	regisseren	regi	regisseren	N;NOM;INDF;MASC+FEM;SG	V;NFIN
regi	auspiciën	regi	auspiciën	N;NOM;INDF;MASC+FEM;SG	N;PL
glest	schaars	gar	schaar	ADV;RL	ADJ
glest	karig	gar	karig	ADV;RL	ADJ
big	groot	big	groot	N;NOM;INDF;NEUT;SG	ADJ
big	grote	big	groot	N;NOM;INDF;NEUT;SG	ADJ
international	internationaal	international	internationaal	N;NOM;INDF;MASC+FEM;SG	ADJ
börjar	begin	börja	begin	V;IND;PRS;FIN;ACT	N;NEUT;SG
avsnitt	afdelingen	avsnitt	afdeling	N;NOM;INDF;NEUT;SG	N;PL
avsnitt	secties	avsnitt	sectie	N;NOM;INDF;NEUT;SG	N;PL
avsnitt	afleveringen	avsnitt	aflevering	N;NOM;INDF;NEUT;SG	N;PL
sankt	heilige	sankt	heilige	N;NOM;INDF;MASC+FEM;SG	ADJ
verkar	lijkt	verka	lijken	V;IND;PRS;FIN;ACT	V;SG;PRS;FIN
verkar	lijkt	verka	lijken	V;IND;PRS;FIN;ACT	V;SG;PRS;FIN
fotboll	voetballen	fotboll	voetballen	N;NOM;INDF;MASC+FEM;SG	V;NFIN
fotboll	voetballen	fotboll	voetballen	N;NOM;INDF;MASC+FEM;SG	V;NFIN
#aaa	#aaa	#aaa	#aaa	N;NOM;INDF;MASC+FEM;SG	PROPN;MASC+FEM;SG
sven	sven	sven	sven	PROPN;NOM	N;MASC+FEM;SG
île	île	île	wle	N;NOM;INDF;MASC+FEM;SG	PROPN;MASC+FEM;SG
white	wit	white	wit	N;NOM;INDF;MASC+FEM;SG	ADJ
white	witte	white	wit	N;NOM;INDF;MASC+FEM;SG	ADJ
ord	woorden	ord	woord	N;NOM;INDF;NEUT;SG	N;PL
tall	dennen	tall	dennen	N;NOM;INDF;MASC+FEM;SG	N;PL
fortsatte	vervolg	fortsätta	vervolg	V;IND;PST;FIN;ACT	N;NEUT;SG
delvis	gedeeltelijk	delvis	gedeeltelijk	ADV	ADJ
delvis	gedeeltelijke	delvis	gedeeltelijk	ADV	ADJ
delvis	partiële	delvis	partiel	ADV	ADJ
delvis	gedeeltelijk	delvis	gedeeltelijk	ADV	ADJ
delvis	deels	delvis	deels	ADV	ADJ
delvis	gedeeltelijk	delvis	gedeeltelijk	ADV	ADJ
delvis	deels	delvis	deels	ADV	ADJ
sju	seven	sju	seven	NUM;NOM	N;MASC+FEM;SG
sju	sju	sju	sju	NUM;NOM	N;MASC+FEM;SG
verksamhet	bewerkingen	verksamhet	bewerking	N;NOM;INDF;MASC+FEM;SG	N;PL
verksamhet	operaties	verksamhet	operatie	N;NOM;INDF;MASC+FEM;SG	N;PL
verksamhet	activiteiten	verksamhet	activiteit	N;NOM;INDF;MASC+FEM;SG	N;PL
lever	lever	leva	lever	V;IND;PRS;FIN;ACT	N;MASC+FEM;SG
minst	minimaal	lite	minimaal	ADV;RL	ADJ
minst	minimum	lite	minimum	ADV;RL	N;NEUT;SG
minst	minste	lite	weinig	ADV;RL	PRO
minst	minst	lite	weinig	ADV;RL	PRO
adolf	adolph	adolf	adolph	PROPN;NOM	N;MASC+FEM;SG
adolf	adolf	adolf	adolf	PROPN;NOM	N;MASC+FEM;SG
albert	albert	albert	albert	PROPN;NOM	N;MASC+FEM;SG
ned	ned	ned	ned	ADV	N;MASC+FEM;SG
belgien	belgie	belgien	belgie	PROPN;NOM	PROPN;NEUT;SG
belgien	belgië	belgien	belgiën	PROPN;NOM	PROPN;NEUT;SG
olof	olof	olof	olof	PROPN;NOM	N;MASC+FEM;SG
texas	texaanse	texa	texaans	PROPN;GEN	ADJ
texas	texas	texa	texas	PROPN;GEN	N;NEUT;SG
victoria	victoria	victoria	victoria	PROPN;NOM	N;MASC+FEM;SG
officiella	ambtenaar	officiell	ambtenaar	ADJ;NOM;PL	N;MASC+FEM;SG
rev	riffen	rev	riff	V;IMP;FIN;ACT	N;PL
rev	rev	rev	rev	V;IMP;FIN;ACT	N;MASC+FEM;SG
rev	rif	rev	rif	V;IMP;FIN;ACT	N;NEUT;SG
långa	ling	lång	lingen	ADJ;NOM;PL	N;MASC+FEM;SG
långa	leng	lång	lengen	ADJ;NOM;PL	N;MASC+FEM;SG
långa	long	lång	long	ADJ;NOM;PL	N;MASC+FEM;SG
respektive	respectieve	respektive	respectief	ADV	ADJ
respektive	respectievelijke	respektive	respectievelijk	ADV	ADJ
heinrich	heinrich	heinrich	heinrich	PROPN;NOM	N;MASC+FEM;SG
fotbollsspelare	voetballer	fotbollsspelare	voetballer	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
fotbollsspelare	profvoetballer	fotbollsspelare	profvoetballer	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
solid	stevig	solid	stevig	N;NOM;INDF;MASC+FEM;SG	ADJ
solid	massief	solid	massief	N;NOM;INDF;MASC+FEM;SG	ADJ
solid	solide	solid	solide	N;NOM;INDF;MASC+FEM;SG	ADJ
solid	vaste	solid	vast	N;NOM;INDF;MASC+FEM;SG	ADJ
magnus	magnus	magnus	magnus	PROPN;NOM	N;MASC+FEM;SG
slott	kastelen	slott	kastelen	N;NOM;INDF;NEUT;SG	N;PL
trummor	drumstel	trummor	drumstel	N;NOM;INDF;MASC+FEM;PL	N;NEUT;SG
trummor	trom	trummor	trom	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
trummor	drums	trummor	drum	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
spel	gokken	spel	gok	N;NOM;INDF;NEUT;SG	V;NFIN
spel	games	spel	game	N;NOM;INDF;NEUT;SG	N;PL
spel	spelletjes	spel	spel	N;NOM;INDF;NEUT;SG	N;PL
spel	spellen	spel	spellen	N;NOM;INDF;NEUT;SG	N;PL
aten	athene	aten	athene	PROPN;NOM	PROPN;NEUT;SG
rad	roei	rad	roei	N;NOM;INDF;MASC+FEM;SG	V;SG;PRS;FIN
rad	roeien	rad	roeien	N;NOM;INDF;MASC+FEM;SG	V;NFIN
sett	gezien	se	zien	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;V.PTCP
johansson	johansson	johansson	johansson	PROPN;NOM	N;MASC+FEM;SG
hus	huizen	hus	huis	N;NOM;INDF;NEUT;SG	N;PL
långt	far	långt	far	ADV	
långt	ver	långt	ver	ADV	ADJ
långt	lang	långt	lang	ADV	ADJ
långt	lange	långt	lang	ADV	ADJ
långt	long	långt	long	ADV	N;MASC+FEM;SG
förlorade	verloren	förlora	verliezen	ADJ;NOM;PL;PST;V.PTCP	V;V.PTCP
förlorade	lost	förlora	lost	ADJ;NOM;PL;PST;V.PTCP	V;SG;PRS;FIN
förlorade	verdwaald	förlora	verdwalen	ADJ;NOM;PL;PST;V.PTCP	V;V.PTCP
tio	tio	tio	tio	NUM;NOM	N;MASC+FEM;SG
par	paren	par	paar	N;NOM;INDF;NEUT;SG	N;PL
par	stellen	par	stellen	N;NOM;INDF;NEUT;SG	V;NFIN
par	paren	par	paar	N;NOM;INDF;NEUT;SG	N;PL
par	stelletjes	par	stelletjes	N;NOM;INDF;NEUT;SG	N;PL
par	echtparen	par	echtpaar	N;NOM;INDF;NEUT;SG	N;PL
par	koppels	par	koppel	N;NOM;INDF;NEUT;SG	N;PL
enbart	enkel	enbart	enkel	ADV	PRO
stefan	stephen	stefan	stephen	PROPN;NOM	N;SG
stefan	stefan	stefan	stefan	PROPN;NOM	N;MASC+FEM;SG
fast	vastzitten	fast	vastzitten	ADV	V;NFIN
fast	vastgelopen	fast	vastlopen	ADV	V;V.PTCP
fast	vaste	fast	vast	ADV	ADJ
fast	gerepareerd	fast	pepareren	ADV	V;V.PTCP
åtta	eight	åtta	eight	NUM;NOM	
arabiska	arabisch	arabisk	arabisch	N;NOM;INDF;MASC+FEM;SG	ADJ
arabiska	arabische	arabisk	arabisch	N;NOM;INDF;MASC+FEM;SG	ADJ
arabiska	arabisch	arabisk	arabisch	N;NOM;INDF;MASC+FEM;SG	ADJ
bern	bern	bern	bern	PROPN;NOM	PROPN;NEUT;SG
bern	bern	bern	bern	PROPN;NOM	PROPN;NEUT;SG
peru	peru	peru	peru	PROPN;NOM	PROPN;NEUT;SG
côte	côte	côte	côte	PROPN;NOM	N;MASC+FEM;SG
system	systemen	system	systeem	N;NOM;INDF;NEUT;SG	N;PL
stöd	ondersteunen	stöd	ondersteunen	N;NOM;INDF;NEUT;SG	V;NFIN
gridcolor	gridcolor	gridcola	gridcolor	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
nilsson	nilsson	nilsson	nilsson	PROPN;NOM	N;MASC+FEM;SG
brukar	meestal	bruka	meestal	V;IND;PRS;FIN;ACT	ADV
brukar	gewoonlijk	bruka	gewoonlijk	V;IND;PRS;FIN;ACT	ADJ
innehåll	content	innehåll	content	N;NOM;INDF;NEUT;SG	N;PL
mellersta	middle	mellersta	middle	ADJ;NOM;DEF;RL	
mellersta	midden	mellersta	midden	ADJ;NOM;DEF;RL	ADV
axel	schouder	axel	schouder	PROPN;NOM	N;MASC+FEM;SG
axel	axel	axel	axel	PROPN;NOM	N;MASC+FEM;SG
axel	as	axel	zijn	PROPN;NOM	
axel	as	axel	zijn	PROPN;NOM	
omfattar	covers	omfatta	cover	V;IND;PRS;FIN;ACT	N;PL
omfattar	omslagen	omfatta	omslaan	V;IND;PRS;FIN;ACT	N;PL
roman	romeinse	roman	romeins	N;NOM;INDF;MASC+FEM;SG	ADJ
roman	romeins	roman	romein	N;NOM;INDF;MASC+FEM;SG	ADJ
dansk	deen	dansk	deen	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC+FEM;SG
dansk	dane	dansk	daan	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC+FEM;SG
företag	bedrijf	företag	bedrijf	N;NOM;INDF;NEUT;PL	N;NEUT;SG
företag	zakelijk	företag	zakelijk	N;NOM;INDF;NEUT;PL	ADJ
företag	gezelschap	företag	gezelschap	N;NOM;INDF;NEUT;PL	N;NEUT;SG
företag	bedrijf	företag	bedrijf	N;NOM;INDF;NEUT;PL	N;NEUT;SG
företag	onderneming	företag	onderneming	N;NOM;INDF;NEUT;PL	N;MASC+FEM;SG
företag	enterprise	företag	enterprise	N;NOM;INDF;NEUT;PL	N;MASC+FEM;SG
företag	onderneming	företag	onderneming	N;NOM;INDF;NEUT;PL	N;MASC+FEM;SG
gunnar	gunnar	gunnar	gunnar	PROPN;NOM	N;MASC+FEM;SG
nere	down	nere	down	ADV	N;MASC+FEM;SG
örebro	örebro	örebro	örebro	PROPN;NOM	N;NEUT;SG
rom	rome	rom	rome	PROPN;NOM	PROPN;NEUT;SG
rom	rom	rom	rom	PROPN;NOM	N;MASC+FEM;SG
rom	rum	rom	rum	PROPN;NOM	N;MASC+FEM;SG
plotarea	plotarea	plotare	plotarea	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
scalemajor	scalemajor	scalemajo	scalemajor	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
starkt	sterk	stark	sterk	ADV	ADJ
starkt	sterke	stark	sterk	ADV	ADJ
starkt	sterken	stark	sterken	ADV	V;NFIN
johann	johann	johan	johann	PROPN;NOM	N;MASC+FEM;SG
insee	insee	insee	insee	V;IMP;FIN;ACT	N;MASC+FEM;SG
textcolor	textcolor	textcola	textcolor	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
alignbars	alignbars	alignbar	alignbar	N;NOM;INDF;MASC+FEM;SG	N;PL
josé	jose	josé	jose	PROPN;NOM	N;MASC+FEM;SG
josé	josé	josé	josé	PROPN;NOM	N;MASC+FEM;SG
finska	fins	finsk	fins	N;NOM;INDF;MASC+FEM;SG	ADJ
finska	finse	finsk	fins	N;NOM;INDF;MASC+FEM;SG	ADJ
köpenhamn	kopenhagen	köpenhamn	kopenhaag	PROPN;NOM	N;PL
musiker	musicus	musik	musicus	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
musiker	muzikant	musik	muzikant	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
sångare	zangers	sång	zanger	N;NOM;INDF;MASC+FEM;SG	N;PL
hem	thuis	hem	thuis	N;NOM;INDF;NEUT;SG	ADV
republika	republika	republik	republika	PROPN;NOM	N;MASC+FEM;SG
polen	polen	pol	polen	PROPN;NOM	PROPN;NEUT;SG
håller	akkoord	hålla	akkoord	V;IND;PRS;FIN;ACT	ADJ
håller	holding	hålla	holding	V;IND;PRS;FIN;ACT	N;MASC+FEM;SG
bulgarien	bulgarije	bulgarien	bulgarije	N;NOM;DEF;MASC+FEM;SG	PROPN;NEUT;SG
ordning	bestellen	ordning	bestellen	N;NOM;INDF;MASC+FEM;SG	V;NFIN
srpska	srpska	srpska	srpska	NUM;NOM	N;MASC+FEM;SG
förslag	voorstel	förslag	voorstel	N;NOM;INDF;NEUT;PL	N;NEUT;SG
förslag	suggestie	förslag	suggestie	N;NOM;INDF;NEUT;PL	N;MASC+FEM;SG
förlag	uitgeverijen	förlag	uitgeverij	N;NOM;INDF;NEUT;SG	N;PL
förlag	publiceren	förlag	publiceren	N;NOM;INDF;NEUT;SG	V;NFIN
förlag	uitgeverijen	förlag	uitgeverij	N;NOM;INDF;NEUT;SG	N;PL
förlag	uitgevers	förlag	uitgever	N;NOM;INDF;NEUT;SG	N;PL
äldsta	oudsten	gammal	oudsten	ADJ;NOM;DEF;RL	ADJ
singel	alleenstaande	singel	alleenstaande	N;NOM;INDF;MASC+FEM;SG	V;V.PTCP
singel	alleenstaand	singel	alleenstaand	N;NOM;INDF;MASC+FEM;SG	ADJ
behöver	nood	behöva	nood	V;IND;PRS;FIN;ACT	N;MASC+FEM;SG
behöver	need	behöva	need	V;IND;PRS;FIN;ACT	
behöver	nodig	behöva	nodig	V;IND;PRS;FIN;ACT	ADJ
behöver	noodzaak	behöva	noodzaak	V;IND;PRS;FIN;ACT	N;MASC+FEM;SG
behöver	behoefte	behöva	behoefte	V;IND;PRS;FIN;ACT	N;MASC+FEM;SG
behöver	behoeften	behöva	behoefte	V;IND;PRS;FIN;ACT	N;PL
behöver	noden	behöva	nood	V;IND;PRS;FIN;ACT	N;PL
alfred	alfred	alfred	alfred	PROPN;NOM	N;MASC+FEM;SG
vanligen	gewoonlijk	vanligen	gewoonlijk	ADV	ADJ
danska	deens	dansk	deens	N;NOM;INDF;MASC+FEM;SG	ADJ
danska	deense	dansk	deens	N;NOM;INDF;MASC+FEM;SG	ADJ
procent	percentages	procent	percentage	N;NOM;INDF;MASC+FEM;SG	N;PL
procent	procenten	procent	procent	N;NOM;INDF;MASC+FEM;SG	N;PL
ernst	ernst	ernst	ernst	PROPN;NOM	N;MASC+FEM;SG
live	leef	live	leven	N;NOM;INDF;NEUT;SG	V;SG;PRS;FIN
sul	sul	sul	sul	V;IMP;FIN;ACT	N;MASC+FEM;SG
vägen	weg	väg	weg	N;NOM;DEF;MASC+FEM;SG	ADV
tryckta	afgedrukt	trycka	afdrukken	ADJ;NOM;PL;PST;V.PTCP	V;V.PTCP
tryckta	gedrukt	trycka	drukken	ADJ;NOM;PL;PST;V.PTCP	V;V.PTCP
tryckta	geprint	trycka	printen	ADJ;NOM;PL;PST;V.PTCP	V;V.PTCP
tryckta	bedrukt	trycka	bedrukken	ADJ;NOM;PL;PST;V.PTCP	V;V.PTCP
tryckta	drukwerk	trycka	drukwerk	ADJ;NOM;PL;PST;V.PTCP	N;NEUT;SG
modern	modern	mor	modern	N;NOM;DEF;MASC+FEM;SG	ADJ
modern	moderne	mor	modern	N;NOM;DEF;MASC+FEM;SG	ADJ
centrum	centreren	centrum	centreren	N;NOM;INDF;NEUT;SG	V;NFIN
centrum	centreren	centrum	centreren	N;NOM;INDF;NEUT;SG	V;NFIN
sådana	dergelijke	sån	dergelijke	PRO;INDF;PL	ADJ
studier	studeer	studie	studeer	N;NOM;INDF;MASC+FEM;PL	V;SG;PRS;FIN
studier	studeren	studie	studeren	N;NOM;INDF;MASC+FEM;PL	V;NFIN
studier	studie	studie	studie	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
studier	bestuderen	studie	bestuderen	N;NOM;INDF;MASC+FEM;PL	V;NFIN
filmer	bioscoop	filma	bioscoop	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
ben	ben	ben	zijn	N;NOM;INDF;NEUT;PL	V;SG;PRS;FIN
ben	bot	ben	bot	N;NOM;INDF;NEUT;PL	ADJ
ben	botje	ben	botje	N;NOM;INDF;NEUT;PL	N;NEUT;SG
ben	bone	ben	bone	N;NOM;INDF;NEUT;PL	
ben	poot	ben	poot	N;NOM;INDF;NEUT;PL	N;MASC+FEM;SG
ben	been	ben	been	N;NOM;INDF;NEUT;PL	N;NEUT;SG
snart	snel	snart	snel	ADV	ADJ
snart	spoedig	snart	spoedig	ADV	ADJ
snart	soon	snart	soon	ADV	N;MASC+FEM;SG
fylke	gouw	fylka	gouw	PROPN;NOM	N;MASC+FEM;SG
fylke	shire	fylka	shire	PROPN;NOM	N;MASC+FEM;SG
roller	roller	roll	roller	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
skopje	skopje	skopje	skopje	PROPN;NOM	N;NEUT;SG
uppdrag	missies	uppdrag	missie	N;NOM;INDF;NEUT;SG	N;PL
uppdrag	opdrachten	uppdrag	opdracht	N;NOM;INDF;NEUT;SG	N;PL
francis	frans	francis	frans	PROPN;NOM	PROPN;MASC+FEM;SG
francis	francis	francis	francis	PROPN;NOM	N;MASC+FEM;SG
francis	franciscus	francis	franciscus	PROPN;NOM	N;MASC+FEM;SG
vita	vita	vit	vita	ADJ;NOM;PL	N;MASC+FEM;SG
emot	tegen	emot	tegen	ADV	ADP
fjärde	fourth	fyra	fourth	ADJ;NOM	
flertal	meerdere	flertal	meerdere	N;NOM;INDF;NEUT;SG	PRO
flertal	meervoudige	flertal	meervoudig	N;NOM;INDF;NEUT;SG	ADJ
flertal	meervoudig	flertal	meervoudig	N;NOM;INDF;NEUT;SG	ADJ
morro	morro	morro	morro	V;IMP;FIN;ACT	N;MASC+FEM;SG
borde	moet	böra	moeten	V;IND;PST;FIN;ACT	V;SG;PRS;FIN
tidigt	early	tidig	early	ADV	
tidigt	vroeg	tidig	vroeg	ADV	ADJ
tidigt	vroege	tidig	vroeg	ADV	ADJ
stil	style	stil	style	N;NOM;INDF;MASC+FEM;SG	
troligen	waarschijnlijk	troligen	waarschijnlijk	ADV	ADJ
troligen	waarschijnlijke	troligen	waarschijnlijk	ADV	ADJ
troligen	waarschijnlijk	troligen	waarschijnlijk	ADV	ADJ
senaste	recente	sen	recent	ADJ;NOM;DEF;RL	ADJ
senaste	recent	sen	recent	ADJ;NOM;DEF;RL	ADJ
kastilien	castilië	kastilien	castilië	PROPN;NOM	N;MASC+FEM;SG
kastilien	castilië	kastilien	castilië	PROPN;NOM	N;MASC+FEM;SG
kastilien	castilla	kastilien	castilla	PROPN;NOM	N;MASC+FEM;SG
die	sterven	du	sterven	N;NOM;INDF;NEUT;SG	V;NFIN
die	sterf	du	sterf	N;NOM;INDF;NEUT;SG	V;SG;PRS;FIN
tidningen	kranten	tidning	krant	N;NOM;DEF;MASC+FEM;SG	N;PL
juan	juan	juan	juan	PROPN;NOM	N;MASC+FEM;SG
mine	mijne	man	mijne	N;NOM;INDF;NEUT;SG	ADV
beirut	beiroet	beirut	beiroet	PROPN;NOM	N;MASC+FEM;SG
ledare	leider	ledare	leider	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
ledare	leader	ledare	leader	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
ledare	redactie	ledare	redactie	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
ledare	hoofdartikel	ledare	hoofdartikel	N;NOM;INDF;MASC+FEM;PL	V;SG;PRS;FIN
ledare	redactionele	ledare	redactioneel	N;NOM;INDF;MASC+FEM;PL	ADJ
dalarna	dalen	dal	dalen	N;NOM;DEF;MASC+FEM;PL	V;NFIN
dalarna	dalarna	dal	dalarna	N;NOM;DEF;MASC+FEM;PL	N;NEUT;SG
material	materialen	material	materiaal	N;NOM;INDF;NEUT;SG	N;PL
norska	noors	norska	noors	N;NOM;INDF;MASC+FEM;SG	ADJ
norska	noorse	norska	noors	N;NOM;INDF;MASC+FEM;SG	ADJ
folk	folk	folk	folk	N;NOM;INDF;NEUT;PL	N;MASC+FEM;SG
nästa	volgende	nästa	volgen	ADJ;NOM	V;V.PTCP
nästa	volgend	nästa	volgen	ADJ;NOM	V;V.PTCP
skogar	bos	skoga	bos	N;NOM;INDF;MASC+FEM;PL	N;NEUT;SG
skottland	schotland	skottland	schotland	PROPN;NOM	PROPN;NEUT;SG
norsk	norsk	norsk	norsk	ADJ;NOM;INDF;MASC+FEM;SG	ADV
längd	duur	längd	duur	N;NOM;INDF;MASC+FEM;SG	ADJ
brown	brown	brown	brown	PROPN;NOM	N;MASC+FEM;SG
brown	bruine	brown	bruin	PROPN;NOM	ADJ
brown	bruin	brown	bruin	PROPN;NOM	ADJ
bgcolor	bgcolor	bgcola	bgcolor	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
skåne	skåne	skåne	skåne	PROPN;NOM	N;NEUT;SG
skåne	scania	skåne	scania	PROPN;NOM	N;MASC+FEM;SG
omfattande	omvattend	omfattande	omvatten	ADJ;NOM;PRS;V.PTCP	V;V.PTCP
omfattande	uitgebreid	omfattande	uitbreiden	ADJ;NOM;PRS;V.PTCP	V;V.PTCP
omfattande	uitgebreide	omfattande	uitbreiden	ADJ;NOM;PRS;V.PTCP	V;V.PTCP
grekiska	griek	grekisk	griek	ADJ;NOM;PL	N;MASC+FEM;SG
snabbt	snel	snabb	snel	ADV	ADJ
snabbt	snelle	snabb	snel	ADV	ADJ
snabbt	vlug	snabb	vlug	ADV	ADJ
snabbt	snel	snabb	snel	ADV	ADJ
snabbt	vasten	snabb	vast	ADV	V;NFIN
snabbt	snelle	snabb	snel	ADV	ADJ
snabbt	fast	snabb	fast	ADV	N;MASC+FEM;SG
snabbt	snel	snabb	snel	ADV	ADJ
snabbt	vlug	snabb	vlug	ADV	ADJ
program	programmeren	program	programmeren	N;NOM;INDF;NEUT;SG	V;NFIN
egentligen	eigenlijk	egentligen	eigenlijk	ADV	ADJ
programmet	programmeren	program	programmeren	N;NOM;DEF;NEUT;SG	V;NFIN
venezuela	venezuela	venezuel	venezuela	PROPN;NOM	N;NEUT;SG
rica	rica	ric	rica	PROPN;NOM	PROPN;NEUT;SG
mera	mera	mycket	mera	ADV;CMPR	N;MASC+FEM;SG
mera	more	mycket	more	ADV;CMPR	
mera	meer	mycket	veel	ADV;CMPR	PRO
larsson	larsson	larsson	larsson	PROPN;NOM	N;MASC+FEM;SG
alaska	alaska	alaska	alaska	PROPN;NOM	N;NEUT;SG
heller	heller	heller	hel	ADV	N;MASC+FEM;SG
green	groen	gre	groen	N;NOM;INDF;NEUT;SG	ADJ
green	groene	gre	groen	N;NOM;INDF;NEUT;SG	ADJ
klippa	cut	klippa	cut	V;IMP;FIN;ACT	N;MASC+FEM;SG
klippa	klif	klippa	klif	V;IMP;FIN;ACT	N;MASC+FEM;SG
klippa	rots	klippa	rots	V;IMP;FIN;ACT	N;MASC+FEM;SG
klippa	klip	klippa	klip	V;IMP;FIN;ACT	N;MASC+FEM;SG
klippa	cliff	klippa	cliff	V;IMP;FIN;ACT	N;MASC+FEM;SG
klippa	rotsen	klippa	rotsen	V;IMP;FIN;ACT	N;PL
klippa	rots	klippa	rots	V;IMP;FIN;ACT	N;MASC+FEM;SG
klippa	steen	klippa	steen	V;IMP;FIN;ACT	N;MASC+FEM;SG
klippa	rock	klippa	rock	V;IMP;FIN;ACT	N;MASC+FEM;SG
röda	roden	röd	rood	ADJ;NOM;PL	V;NFIN
röda	rooien	röd	rooien	ADJ;NOM;PL	V;NFIN
one	one	one	oon	N;NOM;INDF;MASC+FEM;SG	
one	één	one	één	N;NOM;INDF;MASC+FEM;SG	NUM
one	een	one	een	N;NOM;INDF;MASC+FEM;SG	DET;INDF
williams	williams	Pilliam	william	PROPN;NOM	N;PL
aktiva	active	aktiv	active	ADJ;NOM;PL	N;MASC+FEM;SG
list	sluw	list	sluw	N;NOM;INDF;MASC+FEM;SG	ADJ
hösten	vallen	höst	vallen	N;NOM;DEF;MASC+FEM;SG	V;NFIN
lärare	leraar	lärare	leraar	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
lärare	onderwijzer	lärare	onderwijzer	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
lärare	docent	lärare	docent	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
lärare	leerkracht	lärare	leerkracht	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
lärare	lerares	lärare	lerares	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
oregon	oregon	oregon	oregon	PROPN;NOM	N;NEUT;SG
goals	doelstellingen	goal	doelstelling	N;NOM;INDF;MASC+FEM;SG	N;PL
goals	doelpunten	goal	doelpunt	N;NOM;INDF;MASC+FEM;SG	N;PL
goals	goals	goal	goal	N;NOM;INDF;MASC+FEM;SG	N;PL
goals	doelen	goal	doel	N;NOM;INDF;MASC+FEM;SG	N;PL
brons	bronzen	brons	bronzen	N;NOM;INDF;NEUT;SG	V;NFIN
brons	bronze	brons	bronze	N;NOM;INDF;NEUT;SG	
säger	gezegde	säga	zeggen	V;IND;PRS;FIN;ACT	N;MASC+FEM;SG
mary	mary	mary	mary	PROPN;NOM	N;MASC+FEM;SG
mary	maria	mary	maria	PROPN;NOM	N;MASC+FEM;SG
skrivit	geschreven	skriva	schrijven	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;V.PTCP
skrivit	schreven	skriva	schrijven	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PL;PST;FIN
skrivit	schreef	skriva	schrijven	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;SG;PST;FIN
känt	gekend	känd	kennen	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;V.PTCP
känt	gekende	känd	kenen	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;V.PTCP
svart	black	svart	black	ADJ;NOM;INDF;MASC+FEM;SG	
bot	bot	bot	bot	V;IMP;FIN;ACT	ADJ
vapen	wapens	vapen	wapen	N;NOM;INDF;NEUT;SG	N;PL
vapen	armen	vapen	arm	N;NOM;INDF;NEUT;SG	N;PL
vapen	wapens	vapen	wapen	N;NOM;INDF;NEUT;SG	N;PL
vapen	geweren	vapen	geweer	N;NOM;INDF;NEUT;SG	N;PL
vapen	kanonnen	vapen	kanon	N;NOM;INDF;NEUT;SG	N;PL
vapen	wapens	vapen	wapen	N;NOM;INDF;NEUT;SG	N;PL
