और	et	और	et		CONJ
उत्तरी	nordique	उत्तरी	nordique	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
उत्तरी	septentrional	उत्तरी	septentrional	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
उत्तरी	northern	उत्तरी	northern	PROPN;NOM;MASC;SG;3	PROPN
उत्तरी	nord	उत्तरी	nord	PROPN;NOM;MASC;SG;3	N;MASC;SG
सीमा	limites	सीमा	limite	N;NOM;FEM;SG;3	N;FEM;PL
सीमा	limiter	सीमा	limiter	N;NOM;FEM;SG;3	V;NFIN
सीमा	sima	सीमा	sima	N;NOM;FEM;SG;3	PROPN
सीमा	frontalier	सीमा	frontalier	N;NOM;FEM;SG;3	ADJ;MASC;SG
सीमा	frontières	सीमा	frontière	N;NOM;FEM;SG;3	N;FEM;PL
सीमा	portée	सीमा	porter	N;NOM;FEM;SG;3	V;FEM;SG;PST;V.PTCP
सीमा	limites	सीमा	limite	N;NOM;FEM;SG;3	N;FEM;PL
पश्चिमी	ouest	पश्चिमी	ouest	ADJ	N;MASC;SG
पश्चिमी	western	पश्चिमी	western	ADJ	N;MASC;SG
राजधानी	majuscules	राजधानी	majuscule	N;NOM;FEM;SG;3	N;FEM;PL
राजधानी	capitales	राजधानी	capitale	N;NOM;FEM;SG;3	N;FEM;PL
राजधानी	capitaux	राजधानी	capital	N;NOM;FEM;SG;3	N;MASC;PL
दर्शन	philosophique	दर्शन	philosophique	N;NOM;MASC;SG;3	ADJ;MASC;SG
वहाँ	là	वहाँ	là	PRO;NOM	ADV
विधि	méthodes	विधि	méthode	N;NOM;FEM;SG;3	N;FEM;PL
अवधि	périodes	अवधि	période	N;NOM;FEM;SG;3	N;FEM;PL
दृष्टि	visuelle	दृष्टि	visuel	N;NOM;FEM;SG;3	ADJ;FEM;SG
दृष्टि	visuels	दृष्टि	visuel	N;NOM;FEM;SG;3	ADJ;MASC;PL
दृष्टि	visuel	दृष्टि	visuel	N;NOM;FEM;SG;3	ADJ;MASC;SG
दृष्टि	visuelles	दृष्टि	visuel	N;NOM;FEM;SG;3	ADJ;FEM;PL
सिद्धांत	théories	सिद्धान्त	théorie	N;NOM;MASC;SG;3	N;FEM;PL
सिद्धांत	principes	सिद्धान्त	principe	N;NOM;MASC;SG;3	N;MASC;PL
सिद्धांत	tenet	सिद्धान्त	tenet	N;NOM;MASC;SG;3	PROPN
कलाकार	artistes	कलाकार	artiste	N;NOM;MASC;SG;3	N;MASC;PL
कलाकार	artistes	कलाकार	artiste	N;NOM;MASC;SG;3	N;MASC;PL
बैंक	banques	बैंक	banque	N;NOM;MASC;SG;3	N;FEM;PL
बैंक	banques	बैंक	banque	N;NOM;MASC;SG;3	N;FEM;PL
ज्यादा	davantage	ज्यादा	davantage	DET	ADV
ज्यादा	plus	ज्यादा	plus	DET	ADV
अंतिम	finale	अंतिम	finale	ADJ;NOM	N;FEM;SG
विशिष्ट	distinguées	विशिष्ट	distinguer	ADJ	V;FEM;PL;PST;V.PTCP
विशिष्ट	distingués	विशिष्ट	distinguer	ADJ	V;MASC;PL;PST;V.PTCP
विशिष्ट	distinguée	विशिष्ट	distinguer	ADJ	V;FEM;SG;PST;V.PTCP
विशिष्ट	distingué	विशिष्ट	distinguer	ADJ	V;MASC;SG;PST;V.PTCP
हिन्दू	hindou	हिन्दू	hindou		ADJ;MASC;SG
हिन्दू	hindous	हिन्दू	hindou		N;MASC;PL
हिन्दू	hindoue	हिन्दू	hindoue		ADJ;FEM;SG
लाल	rouges	लाल	rouge		ADJ;MASC;PL
लाल	rouges	लाल	rouge		ADJ;MASC;PL
लाल	roux	लाल	roux		ADJ;MASC;SG
लाल	rouge	लाल	rouge		ADJ;MASC;SG
पूर्वी	est	पूर्वी	être	ADJ	V;IND;SG;3;PRS;FIN
पूर्वी	orient	पूर्वी	orier	ADJ	N;MASC;SG
व्यापार	affaires	व्यापार	affaire	N;NOM;MASC;SG;3	N;FEM;PL
व्यापार	entreprise	व्यापार	entreprendre	N;NOM;MASC;SG;3	V;FEM;SG;PST;V.PTCP
व्यापार	entreprises	व्यापार	entreprise	N;NOM;MASC;SG;3	N;FEM;PL
व्यापार	échanges	व्यापार	échange	N;NOM;MASC;SG;3	N;MASC;PL
प्रयास	tentatives	प्रयास	tentative	N;NOM;MASC;SG;3	N;FEM;PL
महिला	femelle	महिला	femelle	N;NOM;FEM;SG;3	ADJ;FEM;SG
महिला	femelles	महिला	femelle	N;NOM;FEM;SG;3	N;FEM;PL
महिला	féminin	महिला	féminin	N;NOM;FEM;SG;3	ADJ;MASC;SG
महिला	femmes	महिला	femme	N;NOM;FEM;SG;3	N;FEM;PL
जीवित	vivante	जीवित	vivant	PROPN;NOM;MASC;SG;3	ADJ;FEM;SG
जीवित	vivants	जीवित	vivant	PROPN;NOM;MASC;SG;3	ADJ;MASC;PL
जीवित	vivant	जीवित	vivre	PROPN;NOM;MASC;SG;3	V;PRS;V.PTCP
जीवित	vivantes	जीवित	vivant	PROPN;NOM;MASC;SG;3	ADJ;FEM;PL
जीवित	alive	जीवित	alive	PROPN;NOM;MASC;SG;3	N;MASC;SG
जीवित	survivent	जीवित	survivre	PROPN;NOM;MASC;SG;3	V;IND;PL;3;PRS;FIN
जीवित	survivre	जीवित	survivre	PROPN;NOM;MASC;SG;3	V;NFIN
अभिनेता	acteurs	अभिनेता	acteur	N;NOM;MASC;SG;3	N;MASC;PL
अभिनेता	comédiens	अभिनेता	comédien	N;NOM;MASC;SG;3	N;MASC;PL
क्षमता	capacités	क्षमता	capacité	N;NOM;FEM;SG;3	N;FEM;PL
क्षमता	capacités	क्षमता	capacité	N;NOM;FEM;SG;3	N;FEM;PL
क्षमता	potentialités	क्षमता	potentialité	N;NOM;FEM;SG;3	N;FEM;PL
क्षमता	potentiels	क्षमता	potentiel	N;NOM;FEM;SG;3	ADJ;MASC;PL
क्षमता	potentielle	क्षमता	potentiel	N;NOM;FEM;SG;3	ADJ;FEM;SG
पाया	trouvées	पा	trouver	V;PFV;MASC;SG;V.PTCP;ACT	V;FEM;PL;PST;V.PTCP
पाया	trouvés	पा	trouver	V;PFV;MASC;SG;V.PTCP;ACT	V;MASC;PL;PST;V.PTCP
स्पष्ट	évidence	स्पष्ट	évidence	ADJ	N;FEM;SG
वो	she	वह	she		PRO
वो	elle	वह	elle		PRO;FEM;SG;3
पृथ्वी	earth	पृथ्वी	earth	PROPN;NOM;FEM;SG;3	N;MASC;SG
पृथ्वी	terre	पृथ्वी	terre	PROPN;NOM;FEM;SG;3	N;FEM;SG
गति	vitesses	गति	vitesse	N;NOM;FEM;SG;3	N;FEM;PL
गति	mouvements	गति	mouvement	N;NOM;FEM;SG;3	N;MASC;PL
परिणाम	résultat	परिणाम	résultat	N;NOM;MASC;PL;3	N;MASC;SG
राजस्थान	rajasthan	राजस्थान	rajasthan	PROPN;NOM;MASC;SG;3	PROPN
होगा	will	हो	will	V;MASC;IND;SG;3;FUT;FIN;ACT	PROPN
होगा	volonté	हो	volonté	V;MASC;IND;SG;3;FUT;FIN;ACT	N;FEM;SG
होगा	sera	हो	être	V;MASC;IND;SG;3;FUT;FIN;ACT	V;IND;SG;3;FUT;FIN
भर	remplies	भर	remplir	PART	V;FEM;PL;PST;V.PTCP
भर	remplis	भर	remplir	PART	V;MASC;PL;PST;V.PTCP
भर	remplie	भर	remplir	PART	V;FEM;SG;PST;V.PTCP
भर	rempli	भर	remplir	PART	V;MASC;SG;PST;V.PTCP
सहित	incluant	सहित	inclure	CONJ	V;PRS;V.PTCP
सहित	comprenant	सहित	comprendre	CONJ	V;PRS;V.PTCP
शासन	régner	शासन	régner	N;NOM;MASC;SG;3	V;NFIN
नियंत्रण	contrôler	नियंत्रण	contrôler	N;NOM;MASC;SG;3	V;NFIN
नियंत्रण	contrôles	नियंत्रण	contrôle	N;NOM;MASC;SG;3	N;MASC;PL
नियंत्रण	commandes	नियंत्रण	commande	N;NOM;MASC;SG;3	N;FEM;PL
प्रभावित	affectée	प्रभावित	affecter	ADJ	V;FEM;SG;PST;V.PTCP
प्रभावित	affectés	प्रभावित	affecter	ADJ	V;MASC;PL;PST;V.PTCP
प्रभावित	touchés	प्रभावित	toucher	ADJ	V;MASC;PL;PST;V.PTCP
प्रभावित	touchée	प्रभावित	toucher	ADJ	V;FEM;SG;PST;V.PTCP
प्रभावित	affecté	प्रभावित	affecter	ADJ	V;MASC;SG;PST;V.PTCP
प्रभावित	touché	प्रभावित	toucher	ADJ	V;MASC;SG;PST;V.PTCP
प्रभावित	impressionné	प्रभावित	impressionner	ADJ	V;MASC;SG;PST;V.PTCP
प्रभावित	impressionnés	प्रभावित	impressionner	ADJ	V;MASC;PL;PST;V.PTCP
प्रभावित	impressionnée	प्रभावित	impressionner	ADJ	V;FEM;SG;PST;V.PTCP
प्रभावित	épater	प्रभावित	épater	ADJ	V;NFIN
प्रभावित	impressionne	प्रभावित	impressionner	ADJ	V;IND;SG;3;PRS;FIN
प्रभावित	impressionner	प्रभावित	impressionner	ADJ	V;NFIN
छत्तीसगढ़	chhattisgarh	छत्तीसगढ़	chhattisgarh	PROPN;NOM;MASC;SG;3	PROPN
वर्णन	descriptif	वर्णन	descriptif	N;NOM;MASC;SG;3	ADJ;MASC;SG
क्रिकेट	criquets	क्रिकेट	criquet	N;NOM;MASC;SG;3	N;MASC;PL
योजना	planifier	योजना	planifier	N;NOM;FEM;SG;3	V;NFIN
एशिया	asie	एशिया	asie	PROPN;NOM;MASC;SG;3	PROPN
एशिया	asiatique	एशिया	asiatique	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
सन	dim	सन	dim	PROPN;NOM;MASC;SG;3	
सन	soleil	सन	soleil	PROPN;NOM;MASC;SG;3	N;MASC;SG
प्राकृतिक	naturel	प्राकृतिक	naturel	PROPN;NOM;SG;3	ADJ;MASC;SG
प्राकृतिक	naturelles	प्राकृतिक	naturel	PROPN;NOM;SG;3	ADJ;FEM;PL
प्राकृतिक	naturels	प्राकृतिक	naturel	PROPN;NOM;SG;3	ADJ;MASC;PL
प्राकृतिक	naturelle	प्राकृतिक	naturel	PROPN;NOM;SG;3	ADJ;FEM;SG
वृद्धि	rise	वृद्धि	rise	N;NOM;FEM;SG;3	PROPN
वृद्धि	augmenter	वृद्धि	augmenter	N;NOM;FEM;SG;3	V;NFIN
वृद्धि	accroître	वृद्धि	accroître	N;NOM;FEM;SG;3	V;NFIN
वृद्धि	soulever	वृद्धि	soulever	N;NOM;FEM;SG;3	V;NFIN
कवि	poètes	कवि	poète	N;NOM;MASC;SG;3	N;MASC;PL
पद	classer	पद	classer	N;NOM;MASC;SG;3	V;NFIN
हाथ	mains	हाथ	main	N;NOM;MASC;SG;3	N;FEM;PL
हाथ	hand	हाथ	hand	N;NOM;MASC;SG;3	PROPN
जनता	publics	जनता	public	N;NOM;FEM;SG;3	ADJ;MASC;PL
जनता	publiques	जनता	public	N;NOM;FEM;SG;3	ADJ;FEM;PL
जनता	public	जनता	public	N;NOM;FEM;SG;3	ADJ;MASC;SG
जनता	publique	जनता	public	N;NOM;FEM;SG;3	ADJ;FEM;SG
विस्तार	rallonges	विस्तार	rallonge	N;NOM;MASC;SG;3	N;FEM;PL
विस्तार	extensions	विस्तार	extension	N;NOM;MASC;SG;3	N;FEM;PL
विस्तार	étendre	विस्तार	étendre	N;NOM;MASC;SG;3	V;NFIN
विस्तार	agrandir	विस्तार	agrandir	N;NOM;MASC;SG;3	V;NFIN
विस्तार	développez	विस्तार	développer	N;NOM;MASC;SG;3	V;IMP;PL;2;PRS;FIN
विस्तार	élargir	विस्तार	élargir	N;NOM;MASC;SG;3	V;NFIN
पूरे	entier	पूरा	entier	ADJ;MASC;PL	ADJ;MASC;SG
युग	yuga	युग	yuga	N;NOM;MASC;SG;3	PROPN
द्वितीय	second	द्वितीय	second	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
द्वितीय	deuxième	द्वितीय	deuxième	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
द्वितीय	deuxieme	द्वितीय	deuxieme	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
द्वितीय	seconde	द्वितीय	second	PROPN;NOM;MASC;SG;3	ADJ;FEM;SG
चुनाव	élections	चुनाव	élection	N;NOM;MASC;SG;3	N;FEM;PL
चुनाव	elections	चुनाव	election	N;NOM;MASC;SG;3	N;FEM;PL
चुनाव	élections	चुनाव	élection	N;NOM;MASC;SG;3	N;FEM;PL
व्यक्तिगत	personnel	व्यक्तिगत	personnel	ADJ	N;MASC;SG
व्यक्तिगत	individualisme	व्यक्तिगत	individualisme	ADJ	N;MASC;SG
प्रवेश	entrée	प्रवेश	entrer	N;NOM;MASC;SG;3	V;FEM;SG;PST;V.PTCP
यूरोप	europe	यूरोप	europe	PROPN;NOM;MASC;SG;3	N;FEM;SG
दूरी	distances	दूरी	distance	N;NOM;FEM;SG;3	N;FEM;PL
निर्मित	construite	निर्मित	construire	ADJ	V;FEM;SG;PST;V.PTCP
निर्मित	construit	निर्मित	construire	ADJ	V;MASC;SG;PST;V.PTCP
निर्मित	bâti	निर्मित	bâtir	ADJ	V;MASC;SG;PST;V.PTCP
निर्मित	construits	निर्मित	construire	ADJ	V;MASC;PL;PST;V.PTCP
निर्मित	créée	निर्मित	créer	ADJ	V;FEM;SG;PST;V.PTCP
निर्मित	créé	निर्मित	créer	ADJ	V;MASC;SG;PST;V.PTCP
निर्मित	crée	निर्मित	créer	ADJ	V;FEM;SG;PST;V.PTCP
निर्मित	crées	निर्मित	créer	ADJ	V;FEM;PL;PST;V.PTCP
निर्मित	créés	निर्मित	créer	ADJ	V;MASC;PL;PST;V.PTCP
सामग्री	contenu	सामग्री	contenir	N;NOM;FEM;SG;3	V;MASC;SG;PST;V.PTCP
सामग्री	contenus	सामग्री	contenu	N;NOM;FEM;SG;3	V;MASC;PL;PST;V.PTCP
सामग्री	matériaux	सामग्री	matériau	N;NOM;FEM;SG;3	N;MASC;PL
सामग्री	sommaire	सामग्री	sommaire	N;NOM;FEM;SG;3	ADJ;MASC;SG
सामग्री	contenus	सामग्री	contenu	N;NOM;FEM;SG;3	V;MASC;PL;PST;V.PTCP
सामग्री	contenu	सामग्री	contenir	N;NOM;FEM;SG;3	V;MASC;SG;PST;V.PTCP
सामग्री	matières	सामग्री	matière	N;NOM;FEM;SG;3	N;FEM;PL
सामग्री	matériaux	सामग्री	matériau	N;NOM;FEM;SG;3	N;MASC;PL
सामग्री	materiaux	सामग्री	materiau	N;NOM;FEM;SG;3	N;MASC;PL
ऊर्जा	énergies	ऊर्जा	énergie	N;NOM;FEM;SG;3	N;FEM;PL
ली	lee	ले	lee	V;PFV;FEM;SG;V.PTCP;ACT	PROPN
वैज्ञानिक	scientifique	वैज्ञानिक	scientifique	N;NOM;MASC;PL;3	ADJ;MASC;SG
वैज्ञानिक	scientifiques	वैज्ञानिक	scientifique	N;NOM;MASC;PL;3	ADJ;MASC;PL
वैज्ञानिक	scientifique	वैज्ञानिक	scientifique	N;NOM;MASC;PL;3	ADJ;MASC;SG
वैज्ञानिक	scientifiques	वैज्ञानिक	scientifique	N;NOM;MASC;PL;3	ADJ;MASC;PL
कुमार	kumar	कुमार	kumar	PROPN;NOM;MASC;SG;3	PROPN
उद्देश्य	objectifs	उद्देश्य	objectif	N;NOM;MASC;SG;3	N;MASC;PL
उद्देश्य	aim	उद्देश्य	aim	N;NOM;MASC;SG;3	
उद्देश्य	viser	उद्देश्य	viser	N;NOM;MASC;SG;3	V;NFIN
प्रस्तुत	présentés	प्रस्तुत	présenter	ADJ	V;MASC;PL;PST;V.PTCP
प्रस्तुत	présentées	प्रस्तुत	présenter	ADJ	V;FEM;PL;PST;V.PTCP
प्रस्तुत	présentée	प्रस्तुत	présenter	ADJ	V;FEM;SG;PST;V.PTCP
प्रस्तुत	présenté	प्रस्तुत	présenter	ADJ	V;MASC;SG;PST;V.PTCP
सर्वश्रेष्ठ	meilleure	सर्वश्रेष्ठ	meilleur	PROPN;NOM;MASC;SG;3	ADJ;FEM;SG
सर्वश्रेष्ठ	meilleures	सर्वश्रेष्ठ	meilleur	PROPN;NOM;MASC;SG;3	ADJ;FEM;PL
सर्वश्रेष्ठ	meilleur	सर्वश्रेष्ठ	meilleur	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
सर्वश्रेष्ठ	best	सर्वश्रेष्ठ	best	PROPN;NOM;MASC;SG;3	PROPN
सर्वश्रेष्ठ	meilleurs	सर्वश्रेष्ठ	meilleur	PROPN;NOM;MASC;SG;3	ADJ;MASC;PL
केंद्र	center	केंद्र	center	PROPN;NOM;MASC;SG;3	N;MASC;SG
केंद्र	centrer	केंद्र	centrer	PROPN;NOM;MASC;SG;3	V;NFIN
केंद्र	centre	केंद्र	centre	PROPN;NOM;MASC;SG;3	N;MASC;SG
केंद्र	centre	केंद्र	centre	PROPN;NOM;MASC;SG;3	N;MASC;SG
जनसंख्या	populations	जनसंख्या	population	N;NOM;FEM;SG;3	N;FEM;PL
यही	précédent	यह	précédent	PRO;NOM;SG;3	ADJ;MASC;SG
सामने	front	सामने	front	ADV;NOM;MASC;SG;3	N;MASC;SG
सामने	avant	सामने	avant	ADV;NOM;MASC;SG;3	ADP
सामने	devant	सामने	devant	ADV;NOM;MASC;SG;3	ADP
ठीक	okay	ठीक	okay	PART	INTJ
ठीक	ok	ठीक	ok	PART	
ठीक	fine	ठीक	fin	PART	ADJ;FEM;SG
ठीक	amende	ठीक	amende	PART	N;FEM;SG
रेल	ferroviaire	रेल	ferroviaire	N;NOM;FEM;SG;3	ADJ;MASC;SG
रेल	ferroviaire	रेल	ferroviaire	N;NOM;FEM;SG;3	ADJ;MASC;SG
रेल	trains	रेल	train	N;NOM;FEM;SG;3	N;MASC;PL
दिए	donné	दे	donner	V;PFV;MASC;PL;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
पदार्थ	matériaux	पदार्थ	matériau	N;NOM;MASC;SG;3	N;MASC;PL
पदार्थ	matières	पदार्थ	matière	N;NOM;MASC;SG;3	N;FEM;PL
पदार्थ	matériaux	पदार्थ	matériau	N;NOM;MASC;SG;3	N;MASC;PL
पदार्थ	materiaux	पदार्थ	materiau	N;NOM;MASC;SG;3	N;MASC;PL
तथ्य	faits	तथ्य	faire	N;NOM;MASC;SG;3	V;MASC;PL;PST;V.PTCP
लाभ	avantages	लाभ	avantage	N;NOM;MASC;SG;3	N;MASC;PL
लाभ	bénéfices	लाभ	bénéfice	N;NOM;MASC;SG;3	N;MASC;PL
लाभ	prestations	लाभ	prestation	N;NOM;MASC;SG;3	N;FEM;PL
लाभ	profits	लाभ	profit	N;NOM;MASC;SG;3	N;MASC;PL
लाभ	bénéfices	लाभ	bénéfice	N;NOM;MASC;SG;3	N;MASC;PL
लाभ	avantages	लाभ	avantage	N;NOM;MASC;SG;3	N;MASC;PL
लाभ	atouts	लाभ	atout	N;NOM;MASC;SG;3	N;MASC;PL
देवी	déesses	देवी	déesse	PROPN;NOM;FEM;SG;3	N;FEM;PL
देवी	déesse	देवी	déesse	PROPN;NOM;FEM;SG;3	N;FEM;SG
देवी	devi	देवी	devoir	PROPN;NOM;FEM;SG;3	PROPN
भूमि	terres	भूमि	terre	N;NOM;FEM;SG;3	N;FEM;PL
व्यापक	élaboré	व्यापक	élaborer	PROPN;NOM;SG;3	V;MASC;SG;PST;V.PTCP
व्यापक	élaborer	व्यापक	élaborer	PROPN;NOM;SG;3	V;NFIN
व्यापक	large	व्यापक	large	PROPN;NOM;SG;3	ADJ;MASC;SG
व्यापक	vaste	व्यापक	vaste	PROPN;NOM;SG;3	ADJ;MASC;SG
व्यापक	large	व्यापक	large	PROPN;NOM;SG;3	ADJ;MASC;SG
किमी	kms	किमी	kilomètre	N;NOM;MASC;SG;3	N;MASC;PL
किमी	mph	किमी	mph	N;NOM;MASC;SG;3	
प्रबंधन	gérer	प्रबंधन	gérer	N;NOM;MASC;SG;3	V;NFIN
परीक्षण	tester	परीक्षण	tester	N;NOM;MASC;SG;3	V;NFIN
परीक्षण	essais	परीक्षण	essai	N;NOM;MASC;SG;3	N;MASC;PL
परीक्षण	tests	परीक्षण	test	N;NOM;MASC;SG;3	N;MASC;PL
परीक्षण	épreuves	परीक्षण	épreuve	N;NOM;MASC;SG;3	N;FEM;PL
परीक्षण	essais	परीक्षण	essai	N;NOM;MASC;SG;3	N;MASC;PL
परीक्षण	tests	परीक्षण	test	N;NOM;MASC;SG;3	N;MASC;PL
परीक्षण	tester	परीक्षण	tester	N;NOM;MASC;SG;3	V;NFIN
अनुसंधान	recherches	अनुसंधान	recherche	N;NOM;MASC;SG;3	N;FEM;PL
आन्ध्र	andhra	आन्ध्र	andhra	PROPN;NOM;MASC;SG;3	PROPN
गीत	chanson	गीत	chanson	N;NOM;MASC;PL;3	N;FEM;SG
गीत	lyrique	गीत	lyrique	N;NOM;MASC;PL;3	ADJ;MASC;SG
गीत	chant	गीत	chant	N;NOM;MASC;PL;3	N;MASC;SG
गीत	chanson	गीत	chanson	N;NOM;MASC;PL;3	N;FEM;SG
गणना	compter	गणना	compter	N;NOM;FEM;SG;3	V;NFIN
गणना	calculs	गणना	calcul	N;NOM;FEM;SG;3	N;MASC;PL
गणना	calculées	गणना	calculer	N;NOM;FEM;SG;3	V;FEM;PL;PST;V.PTCP
गणना	calculé	गणना	calculer	N;NOM;FEM;SG;3	V;MASC;SG;PST;V.PTCP
गणना	calculés	गणना	calculer	N;NOM;FEM;SG;3	V;MASC;PL;PST;V.PTCP
गणना	calculée	गणना	calculer	N;NOM;FEM;SG;3	V;FEM;SG;PST;V.PTCP
गणना	calculer	गणना	calculer	N;NOM;FEM;SG;3	V;NFIN
गणना	calcule	गणना	calculer	N;NOM;FEM;SG;3	V;IND;SG;3;PRS;FIN
निम्न	basses	निम्न	bas		ADJ;FEM;PL
निम्न	basse	निम्न	bas		ADJ;FEM;SG
निम्न	faible	निम्न	faible		ADJ;MASC;SG
निम्न	faibles	निम्न	faible		ADJ;MASC;PL
निम्न	bas	निम्न	bas		ADJ;MASC;SG
खोज	recherches	खोज	recherche	N;NOM;FEM;SG;3	N;FEM;PL
खोज	chercher	खोज	chercher	N;NOM;FEM;SG;3	V;NFIN
खोज	rechercher	खोज	rechercher	N;NOM;FEM;SG;3	V;NFIN
खोज	recherches	खोज	recherche	N;NOM;FEM;SG;3	N;FEM;PL
खोज	recherchez	खोज	rechercher	N;NOM;FEM;SG;3	V;IMP;PL;2;PRS;FIN
खोज	découvrez	खोज	découvrir	N;NOM;FEM;SG;3	V;IMP;PL;2;PRS;FIN
खोज	découverte	खोज	découvrir	N;NOM;FEM;SG;3	V;FEM;SG;PST;V.PTCP
खोज	découvrir	खोज	découvrir	N;NOM;FEM;SG;3	V;NFIN
खोज	découverte	खोज	découvrir	N;NOM;FEM;SG;3	V;FEM;SG;PST;V.PTCP
खोज	découvertes	खोज	découvrir	N;NOM;FEM;SG;3	V;FEM;PL;PST;V.PTCP
खोज	discovery	खोज	discovery	N;NOM;FEM;SG;3	PROPN
जाति	genres	जाति	genre	N;NOM;FEM;SG;3	N;MASC;PL
जाति	castes	जाति	caste	N;NOM;FEM;SG;3	N;FEM;PL
व्यवहार	comportements	व्यवहार	comportement	N;NOM;MASC;SG;3	N;MASC;PL
व्यवहार	comportements	व्यवहार	comportement	N;NOM;MASC;SG;3	N;MASC;PL
योगदान	cotiser	योगदान	cotiser	N;NOM;MASC;SG;3	V;NFIN
योगदान	contribuer	योगदान	contribuer	N;NOM;MASC;SG;3	V;NFIN
योगदान	contributions	योगदान	contribution	N;NOM;MASC;SG;3	N;FEM;PL
योगदान	cotisations	योगदान	cotisation	N;NOM;MASC;SG;3	N;FEM;PL
प्रतिशत	pourcentages	प्रतिशत	pourcentage	N;NOM;MASC;SG;3	N;MASC;PL
इनकी	leurs	यह	son	PRO;FEM;PL;3	DET;MASC;PL
सही	droite	सही	droite	ADJ	N;FEM;SG
सही	droit	सही	droit	ADJ	N;MASC;SG
सही	true	सही	true	ADJ	N;MASC;SG
सही	corriger	सही	corriger	ADJ	V;NFIN
सही	corrigez	सही	corriger	ADJ	V;IMP;PL;2;PRS;FIN
पुरुष	masculins	पुरुष	masculin	N;NOM;MASC;SG;3	ADJ;MASC;PL
पुरुष	hommes	पुरुष	homme	N;NOM;MASC;SG;3	N;MASC;PL
पुरुष	masculin	पुरुष	masculin	N;NOM;MASC;SG;3	ADJ;MASC;SG
मिल	moulin	मिल	moulin	V;ACT	N;MASC;SG
मिल	mill	मिल	mill	V;ACT	PROPN
मिल	laminoir	मिल	laminoir	V;ACT	N;MASC;SG
जनगणना	recensements	जनगणना	recensement	N;NOM;FEM;SG;3	N;MASC;PL
संबंधी	parent	संबंधी	parent	ADJ	N;MASC;SG
अंतर्गत	sous	अंतर्गत	sous	CONJ	ADP
अंतर्गत	under	अंतर्गत	under	CONJ	PROPN
उद्योग	industries	उद्योग	industrie	N;NOM;MASC;SG;3	N;FEM;PL
छोटी	petits	छोटा	petit	ADJ;FEM;SG	ADJ;MASC;PL
छोटी	petites	छोटा	petit	ADJ;FEM;SG	ADJ;FEM;PL
छोटी	peu	छोटा	peu	ADJ;FEM;SG	ADV
छोटी	courts	छोटा	court	ADJ;FEM;SG	ADJ;MASC;PL
छोटी	courtes	छोटा	court	ADJ;FEM;SG	ADJ;FEM;PL
मदद	aidez	मदद	aider	N;NOM;FEM;SG;3	V;IMP;PL;2;PRS;FIN
मदद	aider	मदद	aider	N;NOM;FEM;SG;3	V;NFIN
सूचना	infos	सूचना	info	N;NOM;FEM;SG;3	N;FEM;PL
सूचना	informations	सूचना	information	N;NOM;FEM;SG;3	N;FEM;PL
सूचना	infos	सूचना	info	N;NOM;FEM;SG;3	N;FEM;PL
सूचना	renseignements	सूचना	renseignement	N;NOM;FEM;SG;3	N;MASC;PL
राम	ram	राम	ram	PROPN;NOM;MASC;SG;3	N;MASC;SG
राम	bélier	राम	bélier	PROPN;NOM;MASC;SG;3	N;MASC;SG
राम	rama	राम	rama	PROPN;NOM;MASC;SG;3	PROPN
नवम्बर	novembre	नवंबर	novembre	PROPN;NOM;MASC;SG;3	N;MASC;SG
नवम्बर	novembre	नवंबर	novembre	PROPN;NOM;MASC;SG;3	N;MASC;SG
नवम्बर	nov	नवंबर	novembre	PROPN;NOM;MASC;SG;3	N;MASC;SG
माता	mata	माता	mata	N;NOM;FEM;SG;3	PROPN
पीछे	dos	पीछे	dos	ADV;NOM;MASC;SG;3	N;MASC;SG
पीछे	arrière	पीछे	arrière	ADV;NOM;MASC;SG;3	N;MASC;SG
पीछे	retour	पीछे	retour	ADV;NOM;MASC;SG;3	N;MASC;SG
पीछे	revenir	पीछे	revenir	ADV;NOM;MASC;SG;3	V;NFIN
पीछे	derrière	पीछे	derrière	ADV;NOM;MASC;SG;3	ADP
पीछे	arriéré	पीछे	arriéré	ADV;NOM;MASC;SG;3	V;MASC;SG;PST;V.PTCP
पीछे	reculer	पीछे	reculer	ADV;NOM;MASC;SG;3	V;NFIN
पीछे	arrière	पीछे	arrière	ADV;NOM;MASC;SG;3	N;MASC;SG
पीछे	arriere	पीछे	arriere	ADV;NOM;MASC;SG;3	N;MASC;SG
पीछे	arrières	पीछे	arrière	ADV;NOM;MASC;SG;3	ADJ;MASC;PL
राष्ट्रपति	présidente	राष्ट्रपति	président	PROPN;NOM;MASC;SG;3	N;FEM;SG
राष्ट्रपति	président	राष्ट्रपति	président	PROPN;NOM;MASC;SG;3	N;MASC;SG
दल	parties	दल	partie	N;NOM;MASC;SG;3	N;FEM;PL
दल	cohortes	दल	cohorte	N;NOM;MASC;SG;3	N;FEM;PL
दल	équipages	दल	équipage	N;NOM;MASC;SG;3	N;MASC;PL
