から	from	から	from	CONJ	
姉妹	bacım	姉妹	baç	N	
姉妹	rahibe	姉妹	rahip	N	
姉妹	kardeş	姉妹	kardeş	N	
小さな	ufak	小さな	ufak	ADJ	
小さな	kucuk	小さな	kucuk	ADJ	
テン	marten	テン	marten	N	
テン	on	テン	on	N	
秘密	sırlar	秘密	sır		N;NOM;PL;3
秘密	sırları	秘密	sır		N;ACC;PL;3
操作	işlemler	操作	işlem	V	N;NOM;PL;3
操作	operasyon	操作	operasyon	V	
操作	operasyonlar	操作	operasyon	V	N;NOM;PL;3
操作	ameliyat	操作	ameliyat	V	N;NOM;SG;3
操作	işlem	操作	işlem	V	
操作	operasyonu	操作	operasyon	V	N;ACC;SG;3
操作	operasyon	操作	operasyon	V	
残り	kaldı	残り	kal	N	V;PFV;IND;SG;3;POS;PST
残り	kalan	残り	kal	N	V;PFV;IND;POS;PRS;V.PTCP
一致	eşleşme	一致	eşleş	V	
一致	maçlar	一致	maç	V	N;NOM;PL;3
一致	kibrit	一致	kibrit	V	
一致	eşleşme	一致	eşleş	V	
一致	karşılaşma	一致	karşılaşma	V	
一致	kibrit	一致	kibrit	V	
一致	maç	一致	maç	V	N;NOM;SG;3
適用	geçerli	適用	geçerli	V	
オーストリア	avusturyalı	オーストリア	avusturyalı	PROPN	PROPN;NOM;SG;3
オーストリア	avusturya	オーストリア	avustur	PROPN	PROPN;NOM;SG;3
山梨	yamanashi	山梨	yamanashi	PROPN	PROPN;NOM;SG;3
イオン	iyon	イオン	iyon	N	
仲間	yoldaş	仲間	yoldaş	N	
ジャック	jack	ジャック	jack	N	
ソロ	solo	ソロ	solo	N	
フィールド	field	フィールド	field	N	
フィールド	tarla	フィールド	tarla	N	
フィールド	alan	フィールド	al	N	V;PFV;IND;POS;PRS;V.PTCP
フィールド	saha	フィールド	saha	N	
フィールド	fields	フィールド	fields	N	
フィールド	tarla	フィールド	tarla	N	
キロ	kilometre	キロ	kilometre	N	
キロ	kilo	キロ	kilo	N	
論文	tez	論文	tez	N	
論文	tezi	論文	tez	N	
諸島	adaları	諸島	ada	PROPN	N;ACC;PL;3
諸島	adalar	諸島	ada	PROPN	N;NOM;PL;3
高知	kōchi	高知	kōchi	PROPN	
高知	kochi	高知	kochi	PROPN	PROPN;NOM;SG;3
メキシコ	meksikalı	メキシコ	meksikalı	PROPN	
メキシコ	meksika	メキシコ	meksika	PROPN	PROPN;NOM;SG;3
メキシコ	meksika	メキシコ	meksika	PROPN	PROPN;NOM;SG;3
フォード	ford	フォード	ford	PROPN	PROPN;NOM;SG;3
福祉	refah	福祉	refah	N	
属する	ait	属する	ait	V	
レポート	raporlama	レポート	raporlama	N	
要素	öğe	要素	öğe	N	
要素	eleman	要素	eleman	N	
表明	iddia	表明	iddia	V	
市町村	belediye	市町村	beledi	N	
市町村	belediyesi	市町村	belediye	N	
平日	haftaiçi	平日	haftaiçi	N	
ブラ	sütyen	ブラ	süt	N	
地図	harita	地図	harit	V	N;NOM;SG;3
地図	haritası	地図	harita	V	N;NOM;SG;3
地図	harita	地図	harit	V	N;NOM;SG;3
地図	haritalar	地図	harita	V	N;NOM;PL;3
地図	haritaları	地図	harita	V	N;NOM;PL;3
ブリ	bri	ブリ	bri	N	
違反	ihlal	違反	ihlal	V	
違反	ihlali	違反	ihlali	V	
違反	gedik	違反	gedik	V	
違反	ihlal	違反	ihlal	V	
違反	ihlali	違反	ihlali	V	
違反	ihlal	違反	ihlal	V	
違反	hücum	違反	hücum	V	
性能	gösteri	性能	göster	N	
性能	performans	性能	performans	N	
役割	rolün	役割	rolün	N	
役割	rol	役割	rol	N	
役割	rol	役割	rol	N	
役割	roller	役割	rol	N	
野村	nomura	野村	nomur	PROPN	
十分	yeter	十分	yet	ADJ	
ティー	tee	ティー	tee	N	
参議	sangi	参議	sangi	N	
ワイド	geniş	ワイド	geniş	N	ADJ
講師	okutman	講師	oku	N	V;PFV;IND;SG;2;NEG;PRS;CAUS
講師	eğitmenleri	講師	eğitmen	N	ADJ;ACC;PL;3
講師	eğitmen	講師	eğitmen	N	
講師	eğitmen	講師	eğitmen	N	
ルイ	louis	ルイ	louis	PROPN	
ルイ	rui	ルイ	rui	PROPN	
ルイ	louie	ルイ	loui	PROPN	
曖昧	belirsizlik	曖昧	belirsizlik		N;NOM;SG;3
録音	kaydı	録音	kay	V	
録音	kayıt	録音	kayıt	V	
サブ	alt	サブ	alt	N	
ニッポン	nippon	ニッポン	nippon	PROPN	
読み	oku	読む	oku	V	
指名	adaylığı	指名	adaylık	V	N;NOM;SG;3
冒険	macera	冒険	macera	V	
冒険	maceraları	冒険	macera	V	N;ACC;PL;3
冒険	macera	冒険	macera	V	
冒険	maceralar	冒険	macera	V	N;NOM;PL;3
コレクション	koleksiyon	コレクション	koleksiyon	N	
コレクション	koleksiyon	コレクション	koleksiyon	N	
コレクション	toplama	コレクション	toplama	N	
犯罪	suç	犯罪	suç	N	
大陸	kıta	大陸	kıta	N	
大陸	kıta	大陸	kıta	N	
バイパス	baypas	バイパス	baypas	PROPN	
医師	hekim	医師	hekim	N	
医師	doctor	医師	doctor	N	
医師	doktor	医師	doktor	N	
国会	meclis	国会	meclis	N	
国会	parlamento	国会	parlamento	N	
国会	rejim	国会	rejim	N	
インタビュー	röportaj	インタビュー	röportaj	N	
インタビュー	görüşme	インタビュー	görüşme	N	
インタビュー	röportaj	インタビュー	röportaj	N	
ワシントン	washington	ワシントン	washington	PROPN	PROPN;NOM;SG;3
マガジン	dergi	マガジン	dergi	N	
マガジン	magazin	マガジン	magazin	N	
生命	life	生命	life	N	
生命	hayat	生命	hayat	N	
生命	ömür	生命	ömür	N	
執行	infaz	執行	infaz	V	
執行	idam	執行	idam	V	
コミュニティ	topluluk	コミュニティ	topluluk	N	
コミュニティ	toplum	コミュニティ	toplum	N	
コミュニティ	ümmet	コミュニティ	ümmet	N	
コミュニティ	cemaat	コミュニティ	cemaat	N	
弁護士	avukat	弁護士	avukat	N	
危険	tehlikeli	危険	tehlikeli	ADJ	N;NOM;SG;3
危険	tehlikelidir	危険	tehlikeli	ADJ	V;PFV;IMP;SG;3;POS;PRS
危険	tehlike	危険	tehlike	ADJ	N;NOM;SG;3
健康	sağlıklı	健康	sağlıklı	ADJ	
健康	saglikli	健康	saglikli	ADJ	
健康	sağlıkla	健康	sağlık	ADJ	N;INS;SG;3
健康	sağlık	健康	sağlık	ADJ	N;NOM;SG;3
健康	saglik	健康	saglik	ADJ	
愛媛	ehime	愛媛	eh	PROPN	
設備	tesis	設備	tesis	N	
価格	fiyat	価格	fiyat	N	
価格	fiyat	価格	fiyat	N	
価格	bedel	価格	bedel	N	
価格	ücretlendirme	価格	ücretle	N	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
アニメーション	canlandırma	アニメーション	canlan	N	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
アニメーション	animasyon	アニメーション	animasyon	N	
対立	ihtilaf	対立	ihtilaf	V	
対立	anlaşmazlık	対立	anlaşmazlık	V	N;NOM;SG;3
対立	çelişki	対立	çelişki	V	
参考	referans	参考	referans	N	
参考	gönderme	参考	gönder	N	
香川	kagawa	香川	kaga	PROPN	
カン	kang	カン	kang	N	
タン	tan	タン	tan	N	
母親	ana	母親	ana	N	
ベン	ben	ベン	ben	PROPN	PRO;NOM;SG;1
専攻	majors	専攻	majors	N	
専攻	major	専攻	major	N	
専攻	binbaşı	専攻	binbaşı	N	
ドア	kapi	ドア	kapi	N	
数学	hesap	数学	hesap	N	
信号	sinyal	信号	sinyal	N	
信号	sinyal	信号	sinyal	N	
信号	işaret	信号	işaret	N	
ドン	don	ドン	don	N	
ダイレクト	direk	ダイレクト	direk	N	
ダイレクト	direkt	ダイレクト	direkt	N	
ダイレクト	doğrudan	ダイレクト	doğrudan	N	
あまり	hafifçe	あまり	hafifçe	ADV	
ゴール	hedefi	ゴール	hedef	N	
ゴール	amaç	ゴール	amaç	N	
ゴール	hedef	ゴール	hedef	N	
金融	maliye	金融	maliye	N	
金融	finans	金融	finans	N	
金融	finanse	金融	finanse	N	
スウェーデン	isveç	スウェーデン	isveç	PROPN	
ミス	miss	ミス	miss	N	
ミス	hanım	ミス	hanım	N	
ミス	bayan	ミス	bayan	N	
ミス	özledim	ミス	özle	N	V;PFV;IND;SG;1;POS;PST
ロバート	robert	ロバート	robert	PROPN	
金沢	kanazawa	金沢	kanaza	PROPN	PROPN;DAT;SG;3
動画	videografisi	動画	videografi	N	
動画	görüntülü	動画	görüntülü	N	
動画	video	動画	video	N	
動画	video	動画	video	N	
広告	reklam	広告	reklam	N	
広告	reklam	広告	reklam	N	
広告	reklam	広告	reklam	N	
ユダヤ	judea	ユダヤ	judea	N	
佐賀	saga	佐賀	saga	PROPN	
実行	çalıştır	実行	çalış	V	
実行	idam	実行	idam	V	
実行	infaz	実行	infaz	V	
実行	idam	実行	idam	V	
始める	başla	始める	başla	V	
始める	başlangıç	始める	başlangıç	V	
始める	başlat	始める	başlat	V	
始める	başla	始める	başla	V	
入口	girişi	入口	giriş	N	
チャンピオン	şampiyon	チャンピオン	şampiyon	N	
チャンピオン	şampiyon	チャンピオン	şampiyon	N	
日記	günlükleri	日記	günlük	N	ADJ;ACC;PL;3
日記	günlükler	日記	günlük	N	ADJ;NOM;PL;3
日記	günlük	日記	günlük	N	
日記	günlüğü	日記	günlük	N	ADJ;ACC;SG;3
日記	journal	日記	journal	N	
日記	günlük	日記	günlük	N	
日記	günlüğü	日記	günlük	N	ADJ;ACC;SG;3
日記	günlükleri	日記	günlük	N	ADJ;ACC;PL;3
セル	hücre	セル	hücre	N	
セル	cep	セル	cep	N	
セル	hücre	セル	hücre	N	
有効	etkin	有効	etkin	ADJ	
有効	geçerli	有効	geçerli	ADJ	
有効	geçerlidir	有効	geç	ADJ	
フラン	frangı	フラン	frangı	PROPN	
フラン	fran	フラン	fran	PROPN	
鎌倉	kamakura	鎌倉	kamakura	PROPN	PROPN;NOM;SG;3
パワー	power	パワー	power	N	
パワー	güç	パワー	güç	N	
アーティスト	sanatçı	アーティスト	sanatçı	N	
アーティスト	ressam	アーティスト	ressam	N	
アーティスト	sanatçı	アーティスト	sanatçı	N	
アーティスト	artist	アーティスト	artist	N	
食品	yiyecek	食品	yiyecek	N	
食品	gıda	食品	gıda	N	
サポート	destekle	サポート	destek	V	N;INS;SG;3
サポート	desteği	サポート	destek	V	N;NOM;SG;3
サポート	destek	サポート	destek	V	
午後	öğlen	午後	öğlen	N	
ステーション	karakol	ステーション	karakol	N	
ステーション	istasyon	ステーション	istasyon	N	
戦艦	zırhlı	戦艦	zırhlı	N	
騎士	şövalye	騎士	şövalye	N	
騎士	knight	騎士	knight	N	
音声	sesli	音声	sesli	N	
音声	konusma	音声	konusma	N	
音声	konuşma	音声	konuş	N	
うた	uta	うた	uta	N	
ティン	ting	ティン	ting	N	
遺産	miras	遺産	miras	N	
遺産	mirası	遺産	mira	N	
権利	hak	権利	hak	N	
トロ	toro	トロ	toro	PROPN	
学習	öğrenim	学習	öğren	V	
学習	öğrenme	学習	öğren	V	
学習	öğren	学習	öğren	V	
バンク	bank	バンク	bank	N	
スコア	puan	スコア	pu	N	
スコア	skor	スコア	skor	N	
スコア	sayı	スコア	say	N	
スペース	boşluk	スペース	boşluk	N	
スペース	space	スペース	space	N	
スペース	uzayı	スペース	uza	N	
スペース	uzay	スペース	uzay	N	
四国	shikoku	四国	shikoku	PROPN	
人生	life	人生	life	N	
人生	hayat	人生	hayat	N	
人生	ömür	人生	ömür	N	
大和	yamato	大和	yamato	PROPN	PROPN;NOM;SG;3
コピー	kopya	コピー	kopya	V	
コピー	kopyası	コピー	kopya	V	
コピー	kopyalar	コピー	kopya	V	N;NOM;PL;3
コピー	kopyaları	コピー	kopya	V	N;ACC;PL;3
コピー	kopyalama	コピー	kopyala	V	
ステークス	kazık	ステークス	kazık	N	
エピソード	bölüm	エピソード	bölüm	N	
イラスト	çizimler	イラスト	çizim	N	
イラスト	illüstrasyon	イラスト	illüstrasyon	N	
空軍	airforce	空軍	airforce	N	
中山	nakayama	中山	naka	PROPN	
すでに	çoktan	すでに	çok	ADV	ADJ;AT+ABL;SG;3
収容	kararlılık	収容	kararlılık	N	
収容	gözaltı	収容	gözaltı	N	
希望	umut	希望	umut	V	
希望	umutlar	希望	umut	V	N;NOM;PL;3
希望	umutları	希望	umut	V	N;NOM;PL;3
希望	umut	希望	umut	V	
希望	hope	希望	hope	V	
希望	ümit	希望	ümit	V	
三郎	saburo	三郎	saburo	PROPN	
マリア	maria	マリア	maria	PROPN	PROPN;NOM;SG;3
ジェイ	jay	ジェイ	jay	PROPN	
マシン	makina	マシン	makina	N	
練習	antrenman	練習	antrenman	N	
練習	pratik	練習	pratik	N	
練習	alıştırma	練習	alış	N	V;PFV;IMP;SG;2;NEG;PRS;CAUS
練習	pratik	練習	pratik	N	
燃料	yakıt	燃料	yakıt	N	
燃料	benzin	燃料	benz	N	
再生	çalma	再生	çal	V	
再生	rehabilitasyon	再生	rehabilitasyon	V	N;NOM;SG;3
再生	islah	再生	islah	V	
ウィン	wynn	ウィン	wynn	PROPN	PROPN;NOM;SG;3
古い	eski	古い	eski	ADJ	
古い	old	古い	ol	ADJ	
古い	ihtiyar	古い	ihtiyar	ADJ	
領域	bölge	領域	bölge	N	
領域	alan	領域	al	N	V;PFV;IND;POS;PRS;V.PTCP
司令官	komutan	司令官	komut	N	
防御	savunma	防御	savun	N	
防御	savunma	防御	savun	N	
防御	savunması	防御	savun	N	V;PFV;NOM;IND;POS;PRS;V.MSDR
歴代	ardışık	歴代	ardışık	N	
天使	melek	天使	melek	N	PROPN;NOM;SG;3
無料	bedava	無料	bedava	N	
無料	özgür	無料	özgür	N	
無料	free	無料	free	N	
無料	ücretsiz	無料	ücretsiz	N	ADJ
無料	serbest	無料	serbest	N	
教室	sınıfı	教室	sınıf	N	
ビジネス	işletmeler	ビジネス	işle	N	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
ビジネス	business	ビジネス	business	N	
ビジネス	işletme	ビジネス	işle	N	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
ビジネス	ticaret	ビジネス	ticaret	N	
ジャンプ	atlama	ジャンプ	atla	N	
ジャンプ	atla	ジャンプ	atla	N	
友人	arkadaş	友人	arkadaş	N	
友人	dost	友人	dost	N	
ソウル	seul	ソウル	seul	PROPN	PROPN;NOM;SG;3
ソウル	seoul	ソウル	seoul	PROPN	PROPN;NOM;SG;3
ソウル	ruhu	ソウル	ruh	PROPN	
ソウル	ruh	ソウル	ruh	PROPN	
ソウル	soul	ソウル	soul	PROPN	
滋賀	shiga	滋賀	shiga	PROPN	
期待	beklentiler	期待	beklenti	V	N;NOM;PL;3
期待	beklenti	期待	beklenti	V	
期待	beklentim	期待	bekle	V	N;NOM;SG;3
期待	beklentiler	期待	beklenti	V	N;NOM;PL;3
期待	beklenti	期待	beklenti	V	
期待	beklentileri	期待	beklenti	V	N;NOM;PL;3
期待	umutlar	期待	umut	V	N;NOM;PL;3
傾向	eğilim	傾向	eğ	N	
自転車	motor	自転車	motor	N	
銀河	galaxy	銀河	galaxy	N	
銀河	galaksi	銀河	galaksi	N	
困難	güçlük	困難	güçlük	ADJ	
困難	sıkıntı	困難	sıkıntı	ADJ	
困難	zorluk	困難	zorluk	ADJ	N;NOM;SG;3
困難	zorluklar	困難	zorluk	ADJ	N;NOM;PL;3
困難	zorluklar	困難	zorluk	ADJ	N;NOM;PL;3
困難	zorluk	困難	zorluk	ADJ	N;NOM;SG;3
モンスター	canavar	モンスター	canavar	N	
供給	levazım	供給	levaz	V	
供給	arz	供給	arz	V	
供給	tedarik	供給	tedarik	V	N;NOM;SG;3
アカウント	hesap	アカウント	hesap	N	
アカウント	hesap	アカウント	hesap	N	
記憶	bellek	記憶	bellek	V	N;NOM;SG;3
記憶	hatıra	記憶	hatıra	V	
記憶	anılar	記憶	anı	V	N;NOM;PL;3
記憶	hatıralar	記憶	hatıra	V	N;NOM;PL;3
記憶	hafıza	記憶	hafız	V	N;NOM;SG;3
フィルム	film	フィルム	film	N	
ロケット	roket	ロケット	roket	N	
早稲田	waseda	早稲田	wase	PROPN	
低い	alçak	低い	alçak	ADJ	
低い	düşük	低い	düşük	ADJ	
まとめ	özet	まとめる	özet	V	
まとめ	özeti	まとめる	özet	V	N;ACC;SG;3
まとめ	özet	まとめる	özet	V	
解決	çözüm	解決	çözüm	V	
兵器	silah	兵器	silah	N	
ウェイ	yol	ウェイ	yol	N	
はい	evet	はく	evet	CONJ	N;NOM;SG;3
はい	yes	はく	yes	CONJ	
北京	pekin	北京	pekin	PROPN	PROPN;NOM;SG;3
北京	pekin	北京	pekin	PROPN	PROPN;NOM;SG;3
引用	alıntı	引用	al	V	
引用	alıntılar	引用	alıntı	V	N;NOM;PL;3
引用	alıntı	引用	al	V	
引用	tırnak	引用	tırnak	V	
サイド	taraf	サイド	taraf	N	
サイド	yan	サイド	yan	N	
サイド	side	サイド	sid	N	
サイド	yana	サイド	yan	N	
トリ	tori	トリ	tori	PROPN	
原則	ilkeleri	原則	ilke	V	N;NOM;PL;3
原則	ilke	原則	ilke	V	
ラブ	ask	ラブ	ask	N	
ラブ	sevda	ラブ	sevda	N	
ラブ	sevgi	ラブ	sevgi	N	
株式	stok	株式	stok	N	
信頼	güven	信頼	güven	V	
信頼	özgüven	信頼	özgüven	V	
信頼	güven	信頼	güven	V	
分析	analizi	分析	analiz	V	
分析	analiz	分析	analiz	V	N;NOM;SG;3
分析	analizler	分析	analiz	V	N;NOM;PL;3
収入	gelir	収入	gel	N	
収入	gelir	収入	gel	N	
収入	gelir	収入	gel	N	
ベルリン	berlin	ベルリン	berlin	PROPN	PROPN;NOM;SG;3
流れる	akan	流れる	ak	V	
流れる	akar	流れる	akar	V	
惑星	gezegen	惑星	gezegen	N	
同時	eşzamanlı	同時	eşzamanlı	N	
中野	nakano	中野	nakano	PROPN	PROPN;NOM;SG;3
ルイス	lewis	ルイス	lewis	PROPN	
ルイス	louis	ルイス	louis	PROPN	
しばしば	sıklıkla	しばしば	sıklık	ADV	
しばしば	sıkça	しばしば	sıkça	ADV	
裁判所	saray	裁判所	saray	N	
裁判所	mahkeme	裁判所	mahkem	N	
裁判所	court	裁判所	court	N	
裁判所	mahkeme	裁判所	mahkem	N	
計算	hesap	計算	hesap	V	
計算	hesapla	計算	hesap	V	N;INS;SG;3
バイ	hoşçakalın	バイ	hoşçakalı	N	V;PFV;IMP;PL;2;POS;PRS
バイ	hoşçakal	バイ	hoşçakal	N	
テスト	test	テスト	test	N	
テスト	deneme	テスト	deneme	N	
テスト	test	テスト	test	N	
テスト	test	テスト	test	N	
テスト	deneme	テスト	deneme	N	
意識	bilinç	意識	bilinç	V	
意識	bilincin	意識	bilinç	V	N;GEN;SG;3
意識	bilinci	意識	bilinci	V	N;NOM;SG;3
意識	bilinçli	意識	bilinçli	V	
許可	izni	許可	izin	V	
許可	izin	許可	izin	V	
許可	izinleri	許可	izin	V	N;ACC;PL;3
許可	izinler	許可	izinle	V	N;NOM;PL;3
回復	kurtarma	回復	kurtarma	V	
画家	ressam	画家	ressam	N	
中止	iptal	中止	iptal	V	
拡張	uzun	拡張	uzun	V	ADJ
拡張	eklentileri	拡張	eklenti	V	N;NOM;PL;3
大きい	büyük	大きい	büyük	ADJ	
大きい	big	大きい	big	ADJ	
大きい	buyuk	大きい	buyuk	ADJ	
大きい	büyük	大きい	büyük	ADJ	
大きい	kocaman	大きい	kocaman	ADJ	
ハート	kalp	ハート	kalp	N	
ハート	gönül	ハート	gönül	N	
ハート	kalbi	ハート	kalbi	N	ADJ;NOM;SG;3
ハート	yürek	ハート	yürek	N	
ハート	hart	ハート	hart	N	
メン	erkekler	メン	erkek	N	ADJ;NOM;PL;3
メン	men	メン	men	N	
メン	erkek	メン	erkek	N	
治療	muamele	治療	muamele	N	
固定	saplantısı	固定	saplantı	V	N;NOM;SG;3
固定	tamir	固定	tamir	V	
固定	sabit	固定	sabit	V	
マイケル	michael	マイケル	michael	PROPN	
観客	seyirci	観客	seyirci	N	
観客	audience	観客	audience	N	
観客	izleyici	観客	izleyici	N	
観客	seyirci	観客	seyirci	N	
免許	lisans	免許	lisans	N	
装甲	zırh	装甲	zırh	N	
装甲	zırhlı	装甲	zırhlı	N	
装甲	zırh	装甲	zırh	N	
寺院	temple	寺院	temp	N	PROPN;NOM;SG;3
占領	işgal	占領	işgal	V	
占領	mesleği	占領	meslek	V	N;NOM;SG;3
占領	meslek	占領	meslek	V	
青春	gençler	青春	genç	N	ADJ;NOM;PL;3
青春	gençlik	青春	gençlik	N	
青春	genç	青春	genç	N	
佐々木	sasaki	佐々木	sasaki	PROPN	
背景	geçmişler	背景	geçmiş	N	ADJ;NOM;PL;3
背景	geçmişleri	背景	geç	N	ADJ;ACC;PL;3
背景	geçmişi	背景	geçmiş	N	
背景	arkaplan	背景	arkapla	N	
比較的	nispeten	比較的	nispet	ADV	
比較的	nispeten	比較的	nispet	ADV	
準備	hazırlık	準備	hazırlık	V	
アート	sanat	アート	sanat	N	
アート	art	アート	art	N	
規格	standartları	規格	standart	N	ADJ;NOM;PL;3
規格	standartlara	規格	standart	N	ADJ;DAT;PL;3
規格	standartlar	規格	standart	N	ADJ;NOM;PL;3
スイス	isviçre	スイス	isviçre	PROPN	
スイス	isviçreli	スイス	isviçreli	PROPN	
除去	eleme	除去	el	V	
除去	kaldırma	除去	kaldırma	V	
形状	şekil	形状	şekil	N	
形状	şekil	形状	şekil	N	
形状	biçim	形状	biçim	N	
知事	vali	知事	vali	N	
崩壊	çökme	崩壊	çök	V	
崩壊	çöküş	崩壊	çöküş	V	
崩壊	çürüme	崩壊	çürü	V	
崩壊	çürük	崩壊	çürük	V	
キリスト	christian	キリスト	christian	N	PROPN;NOM;SG;3
交渉	pazarlık	交渉	pazarlık	V	N;NOM;SG;3
交渉	müzakere	交渉	müzakere	V	N;NOM;SG;3
交渉	arabulucu	交渉	arabulucu	V	
交渉	pazarlık	交渉	pazarlık	V	N;NOM;SG;3
交渉	müzakerelerin	交渉	müzakere	V	N;GEN;PL;3
交渉	pazarlık	交渉	pazarlık	V	N;NOM;SG;3
交渉	müzakereler	交渉	müzakere	V	N;NOM;PL;3
交渉	müzakere	交渉	müzakere	V	N;NOM;SG;3
武田	takeda	武田	take	PROPN	PROPN;ESS;SG;3
マスター	usta	マスター	us	N	
マスター	üstad	マスター	üstad	N	
アナ	ana	アナ	ana	PROPN	
アナ	anna	アナ	anna	PROPN	
最近	yakınlardaki	最近	yakınlardaki	N	ADJ;ESS;PL;3
最近	yakınlarda	最近	yakın	N	ADJ;ESS;PL;3
最近	yakınlarda	最近	yakın	N	ADJ;ESS;PL;3
無期	süresiz	無期	süresiz	N	
整理	temizlik	整理	temizlik	V	N;NOM;SG;3
整理	temizleme	整理	temizleme	V	
アウト	dışarı	アウト	dışarı	N	
協定	sözleşme	協定	sözleşme	V	
協定	anlaşma	協定	anlaşma	V	
協定	anlaşmalar	協定	anlaş	V	N;NOM;PL;3
スクール	okul	スクール	okul	N	
スクール	school	スクール	school	N	
推定	tahmini	推定	tahmin	V	N;NOM;SG;3
推定	tahmin	推定	tahmin	V	
山崎	yamasaki	山崎	yamasaki	PROPN	V;PFV;PL;1;NEG;PRS
山崎	yamazaki	山崎	yamazaki	PROPN	V;PFV;IND;NEG;PRS;V.CVB
協議	danışma	協議	danış	V	N;NOM;SG;3
吸収	emme	吸収	em	V	
吸収	emilim	吸収	emilim	V	
ダウン	down	ダウン	down	PROPN	
ダウン	aşağıya	ダウン	aşağı	PROPN	ADJ;DAT;SG;3
ダウン	aşağı	ダウン	aşağ	PROPN	
前田	maeda	前田	maeda	PROPN	
大佐	albay	大佐	albay	N	
大佐	yarbay	大佐	yarbay	N	
高松	takamatsu	高松	tak	PROPN	PROPN;NOM;SG;3
遺跡	harabe	遺跡	harabe	N	
ケイ	kay	ケイ	kay	PROPN	
ケイ	kei	ケイ	kei	PROPN	PROPN;NOM;SG;3
アクション	eylem	アクション	eylem	N	
アクション	motor	アクション	motor	N	
アクション	aksiyon	アクション	aksiyon	N	
検証	doğrulama	検証	doğrulama	V	
検証	doğrula	検証	doğrula	V	
検証	doğrulama	検証	doğrulama	V	
検証	onay	検証	onay	V	
検証	doğrulama	検証	doğrulama	V	
上野	ueno	上野	ueno	PROPN	PROPN;NOM;SG;3
認識	tanıma	認識	tanım	V	
キャラ	chara	キャラ	chara	PROPN	
キャラ	cara	キャラ	cara	PROPN	
大橋	ohashi	大橋	ohashi	PROPN	
金属	metal	金属	metal	N	
金属	metaller	金属	metal	N	ADJ;NOM;PL;3
金属	metal	金属	metal	N	
古墳	kofun	古墳	kofun	N	
トーク	konuş	トーク	konuş	N	
トーク	konuşmak	トーク	konuş	N	V;PFV;NOM;IND;POS;PRS;V.MSDR
トーク	talk	トーク	talk	N	
トーク	konuşma	トーク	konuş	N	
バラ	gül	バラ	gül	N	PROPN;NOM;SG;3
バラ	rose	バラ	rose	N	
バラ	gülüm	バラ	gülüm	N	
バラ	gül	バラ	gül	N	PROPN;NOM;SG;3
バラ	gülü	バラ	gül	N	
松山	matsuyama	松山	matsuy	PROPN	PROPN;NOM;SG;3
拒否	düşüş	拒否	düşüş	V	
拒否	reddetme	拒否	reddet	V	
拒否	reddetme	拒否	reddet	V	
拒否	reddetme	拒否	reddet	V	
拒否	inkar	拒否	inkar	V	
拒否	inkâr	拒否	inkâr	V	
拒否	reddetme	拒否	reddet	V	
ボス	patron	ボス	patron	N	
ゴールデン	altın	ゴールデン	altın	N	
ゴールデン	altin	ゴールデン	altin	N	
トル	toru	トル	toru	PROPN	
クロス	karşıya	クロス	karşı	N	
クロス	haç	クロス	haç	N	
クロス	çapraz	クロス	çapraz	N	
クロス	hacı	クロス	hacı	N	
クロス	cross	クロス	cross	N	
興行	şovmen	興行	şovmen	V	
興行	gösteri	興行	göster	V	
興行	performansı	興行	performans	V	N;NOM;SG;3
興行	performans	興行	performans	V	
スケート	kaykay	スケート	kaykay	N	
解除	iptal	解除	iptal	V	
解除	iptali	解除	iptali	V	
関数	fonksiyon	関数	fonksiyon	N	
関数	işlev	関数	işlev	N	
負傷	yaralılar	負傷	yaralı	V	N;NOM;PL;3
負傷	yaralı	負傷	yaralı	V	
ルス	luz	ルス	liz	PROPN	PROPN;NOM;SG;3
ソビエト	sovyetler	ソビエト	sovyet	PROPN	N;NOM;PL;3
ソビエト	sovyet	ソビエト	sovyet	PROPN	
中島	nakajima	中島	nakajima	PROPN	N;DAT;SG;3
ガール	kız	ガール	kız	N	
ガール	girl	ガール	girl	N	
ガール	kızım	ガール	kız	N	ADJ;NOM;SG;3
ガール	kiz	ガール	kiz	N	
フランク	frank	フランク	frank	PROPN	
ハンガリー	macaristan	ハンガリー	macaristan	PROPN	PROPN;NOM;SG;3
職員	işçi	職員	işçi	N	
職員	çalışan	職員	çalış	N	
職員	personel	職員	personel	N	
職員	resmî	職員	resmî	N	
職員	resmi	職員	resmi	N	
職員	offical	職員	offical	N	
ポート	iskele	ポート	iskel	N	
ポート	port	ポート	port	N	
ポート	liman	ポート	liman	N	
検査	inceleme	検査	incele	N	V;PFV;NOM;IND;POS;PRS;V.MSDR
検査	denetleme	検査	denetle	N	V;PFV;NOM;IND;POS;PRS;V.MSDR
検査	teftiş	検査	teftiş	N	
検査	inceleme	検査	incele	N	V;PFV;NOM;IND;POS;PRS;V.MSDR
検査	denetim	検査	denetim	N	
ホワイト	white	ホワイト	whit	N	PROPN;NOM;SG;3
ホワイト	beyaz	ホワイト	beyaz	N	
中華人民共和国	prc	中華人民共和国	prc	PROPN	
ミックス	karışık	ミックス	karışık	N	
