oli	бе	olema	съм	V;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;SG;3;PST;FIN;ACT
keskmise	средни	keskmine	среден	ADJ;GEN;SG	ADJ;INDF;PL
keskmise	средно	keskmine	средно	ADJ;GEN;SG	ADV
carlos	карлос	carlos	карлос	N;NOM;SG	PROPN;INDF;MASC;SG
holland	нидерландски	holland	нидерландски	N;NOM;SG	ADJ;INDF;MASC;SG
holland	холандия	holland	холандия	N;NOM;SG	PROPN;INDF;FEM;SG
holland	холандия	holland	холандия	N;NOM;SG	PROPN;INDF;FEM;SG
loo	създайте	lugu	създам	N;GEN;SG	V;PFV;IMP;PL;2;FIN
erakond	party	erakond	party	N;NOM;SG	ADJ
zur	zur	zur	zur	N;NOM;SG	PROPN;INDF;MASC;SG
side	комуникации	side	комуникация	N;NOM;SG	N;INDF;FEM;PL
side	комуникации	side	комуникация	N;NOM;SG	N;INDF;FEM;PL
kilomeetrit	километри	kilo_meeter	километър	N;PRT;SG	N;INDF;MASC;PL
kilomeetrit	километри	kilo_meeter	километър	N;PRT;SG	N;INDF;MASC;PL
american	американска	american	американски	N;NOM;SG	ADJ;INDF;FEM;SG
american	американско	american	американски	N;NOM;SG	ADV
american	американски	american	американски	N;NOM;SG	ADJ;INDF;MASC;SG
jacques	жак	jacques	жак	N;NOM;SG	PROPN;INDF;MASC;SG
muutis	променена	muutma	променя-(се)	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
muutis	променени	muutma	променя-(се)	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
muutis	променен	muutma	променя-(се)	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
muutis	променено	muutma	променя-(се)	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
kroonika	хрониките	kroonika	хроника	N;NOM;SG	N;DEF;FEM;PL
albrecht	албрехт	albrecht	албрехт	N;NOM;SG	PROPN;INDF;MASC;SG
juan	хуан	juan	хуан	N;NOM;SG	PROPN;INDF;MASC;SG
kadunud	изгубено	kadunud	изгубя-(се)	ADJ;PST;V.PTCP;ACT	ADV
kadunud	загубен	kadunud	загубен	ADJ;PST;V.PTCP;ACT	N;INDF;MASC;SG
kadunud	загуби	kadunud	загуба	ADJ;PST;V.PTCP;ACT	N;INDF;FEM;PL
kadunud	липсващ	kadunud	липсвам	ADJ;PST;V.PTCP;ACT	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
kadunud	изчезнал	kadunud	изчезна	ADJ;PST;V.PTCP;ACT	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
kadunud	липсва	kadunud	липсвам	ADJ;PST;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
kadunud	липсваща	kadunud	липсвам	ADJ;PST;V.PTCP;ACT	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
kadunud	липсващи	kadunud	липсвам	ADJ;PST;V.PTCP;ACT	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
kadunud	изчезнала	kadunud	изчезна	ADJ;PST;V.PTCP;ACT	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
novgorodi	новгород	novgorod	новгород	ADJ	PROPN;INDF;MASC;SG
till	копър	till	копър	N;NOM;SG	N;INDF;MASC;PL
kiri	опашки	kiri	опашка	N;NOM;SG	N;INDF;FEM;PL
müüdi	мит	müüma	мит	V;IND;PST;FIN;PASS	N;INDF;MASC;SG
müüdi	мита	müüma	мито	V;IND;PST;FIN;PASS	N;INDF;NEUT;PL
kõigepealt	първи	kõige_pealt	първи	ADV	ADJ;INDF;MASC;SG
osariik	държавно	osa_riik	държавен	N;NOM;SG	ADV
kasutatav	използваеми	kasutatav	използваем	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;INDF;PL
kerge	светло	kerge	светло	ADJ;NOM;SG	ADV
kerge	светлина	kerge	светлина	ADJ;NOM;SG	N;INDF;FEM;SG
kerge	светлината	kerge	светлина	ADJ;NOM;SG	N;DEF;FEM;SG
kerge	леки	kerge	лек	ADJ;NOM;SG	ADJ;INDF;PL
kerge	леко	kerge	леко	ADJ;NOM;SG	ADV
kerge	лесно	kerge	лесно	ADJ;NOM;SG	ADV
mass	масов	mass	масов	N;NOM;SG	ADJ;INDF;MASC;SG
mass	меса	mass	месо	N;NOM;SG	N;INDF;NEUT;PL
mass	масово	mass	масово	N;NOM;SG	ADV
koostatud	съставен	koosta=tud	съставя	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
koostatud	съставено	koosta=tud	съставя	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
koostatud	изготвено	koosta=tud	изготвя	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
viies	пети	viies	пети	NUM;NOM;SG	ADJ;INDF;MASC;SG
viies	пето	viies	пети	NUM;NOM;SG	ADJ;INDF;NEUT;SG
viies	пета	viies	пети	NUM;NOM;SG	ADJ;INDF;FEM;SG
tuhat	хиляда	tuhat	хиляда	NUM;NOM;SG	NUM;INDF;PL
man	човече	man	човече	N;NOM;SG	ADV
süüria	сирия	süüria	сир	N;NOM;SG	PROPN;INDF;FEM;SG
süüria	сирийски	süüria	сирийски	N;NOM;SG	ADJ;INDF;MASC;SG
liigub	ходове	liikuma	ход	V;IND;SG;3;PRS;FIN;ACT	N;INDF;MASC;PL
liigub	движения	liikuma	движение	V;IND;SG;3;PRS;FIN;ACT	N;INDF;NEUT;PL
liigub	местене	liikuma	местене	V;IND;SG;3;PRS;FIN;ACT	N;INDF;NEUT;SG
liigub	преместване	liikuma	преместване	V;IND;SG;3;PRS;FIN;ACT	N;INDF;NEUT;SG
tom	том	tom	том	N;NOM;SG	PROPN;INDF;MASC;SG
kohalikud	локална	kohalik	локален	ADJ;NOM;PL	ADJ;INDF;FEM;SG
kohalikud	местна	kohalik	местен	ADJ;NOM;PL	ADJ;INDF;FEM;SG
kohalikud	локално	kohalik	локално	ADJ;NOM;PL	ADV
kohalikud	местно	kohalik	местен	ADJ;NOM;PL	ADV
kohalikud	местен	kohalik	местя-(се)	ADJ;NOM;PL	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
enim	повечето	enim	повече	ADJ;NOM;CMPR;SG	ADV;DEF;PL
vajab	нужди	vajama	нужда	V;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;PL
šoti	шотландски	šott	шотландски	N;NOM;SG	ADJ;INDF;MASC;SG
piir	гранична	piir	граничен	N;NOM;SG	ADJ;INDF;FEM;SG
toodi	доведе	tooma	доведа	V;IND;PST;FIN;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
ministrite	министерски	minister	министерски	N;GEN;PL	ADJ;INDF;MASC;SG
elanikud	пребиваващи	elanik	пребивавам	N;NOM;PL	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
kasutamiseks	използвайте	kasutamine	използвам	N;TRANS;SG	V;IPFV;IMP;PL;2;FIN
pakkus	предложени	pakkuma	предложа	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
pakkus	предложен	pakkuma	предложа	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
pakkus	предложена	pakkuma	предложа	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
pakkus	предложено	pakkuma	предложа	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
kirjeldas	описани	kirjeldama	опиша	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
kirjeldas	описано	kirjeldama	опиша	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
kirjeldas	описана	kirjeldama	опиша	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
kirjeldas	описан	kirjeldama	опиша	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
jugoslaavia	югославия	jugo_slaavia	югославия	ADJ	PROPN;INDF;FEM;SG
väitis	заявено	väitma	заявя	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
väitis	твърдеше	väitma	твърдя	V;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;SG;3;IPFV;FIN;ACT
iseloomulik	характерни	ise_loomulik	характерен	ADJ;NOM;SG	ADJ;INDF;PL
iseloomulik	характеристика	ise_loomulik	характеристика	ADJ;NOM;SG	N;INDF;FEM;SG
tšehhoslovakkia	чехословакия	tšehho_slovakkia	чехословаки	N;NOM;SG	PROPN;INDF;FEM;SG
funktsiooni	функции	funktsioon	функция	N;PRT;SG	N;INDF;FEM;PL
tasuta	свободно	tasu	свободно	N;PRIV;SG	ADV
tasuta	свободни	tasu	свободен	N;PRIV;SG	ADJ;INDF;PL
tasuta	свободен	tasu	свободен	N;PRIV;SG	ADJ;INDF;MASC;SG
tasuta	свободна	tasu	свободен	N;PRIV;SG	ADJ;INDF;FEM;SG
tasuta	безплатни	tasu	безплатен	N;PRIV;SG	ADJ;INDF;PL
tasuta	безплатно	tasu	безплатно	N;PRIV;SG	ADV
noored	младежта	noor	младеж	N;NOM;PL	N;DEF;FEM;SG
noored	младост	noor	младост	N;NOM;PL	N;INDF;FEM;SG
noored	младеж	noor	младеж	N;NOM;PL	N;INDF;MASC;SG
noored	младостта	noor	младост	N;NOM;PL	N;DEF;FEM;SG
noored	млада	noor	млад	N;NOM;PL	ADJ;INDF;FEM;SG
noored	младо	noor	млад	N;NOM;PL	N;INDF;NEUT;SG
noored	млади	noor	млад	N;NOM;PL	ADJ;INDF;PL
noored	йънг	noor	йънг	N;NOM;PL	PROPN;INDF;MASC;SG
noored	млад	noor	млад	N;NOM;PL	ADJ;INDF;MASC;SG
madala	долно	madal	долен	ADJ;GEN;SG	ADV
madala	ниско	madal	ниско	ADJ;GEN;SG	ADV
madala	ниски	madal	нисък	ADJ;GEN;SG	ADJ;INDF;PL
jevgeni	евгений	jevgen	евгений	N;SG	PROPN;INDF;MASC;SG
pikad	дълго	pikk	дълго	ADJ;NOM;PL	ADV
pikad	дълъг	pikk	дълъг	ADJ;NOM;PL	ADJ;INDF;MASC;SG
pikad	лонг	pikk	лонг	ADJ;NOM;PL	PROPN;INDF;MASC;SG
mets	уудс	mets	уудс	N;NOM;SG	PROPN;INDF;MASC;SG
mets	горски	mets	горски	N;NOM;SG	ADJ;INDF;MASC;SG
energiat	energy	energia	energy	N;PRT;SG	INTJ
united	обединени	united	обединя-(се)	N;NOM;SG	V;PFV;INDF;PL;V.PTCP;PASS
united	обединена	united	обединя-(се)	N;NOM;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
united	обединен	united	обединя-(се)	N;NOM;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
united	обединено	united	обединя-(се)	N;NOM;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
pärsia	персия	pärsia	персия	ADJ	N;INDF;FEM;SG
eurot	eur	euro	eur	N;PRT;SG	PROPN;INDF;FEM;SG
sitsiilia	сицилия	sitsiilia	сицилия	ADJ	N;INDF;FEM;SG
siberi	сибирски	siber	сибирски	N;NOM;SG	ADJ;INDF;MASC;SG
juhib	води	juhtima	водя	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IMP;SG;2;FIN
juhib	водачи	juhtima	водач	V;IND;SG;3;PRS;FIN;ACT	N;INDF;MASC;PL
francesco	франческо	francesco	франчески	N;NOM;SG	ADV
carlo	карло	carlo	карло	N;NOM;SG	PROPN;INDF;MASC;SG
xiv	xiv	xiv	xiv	NUM	N;INDF;MASC;SG
uurimine	разследван	uurimine	разследвам	N;NOM;SG	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
uurimine	проверки	uurimine	проверка	N;NOM;SG	N;INDF;FEM;PL
uurimine	запитвания	uurimine	запитване	N;NOM;SG	N;INDF;NEUT;PL
lühike	кратко	lühike	кратко	ADJ;NOM;SG	ADV
lühike	късо	lühike	къс	ADJ;NOM;SG	ADV
põhjustas	причинено	põhjustama	причиня	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
põhjustas	причинени	põhjustama	причиня	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
põhjustas	причинена	põhjustama	причиня	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
esindas	представени	esindama	представя-(се)	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
esindas	представена	esindama	представя-(се)	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
teadlased	учените	teadlane	уча-(се)	N;NOM;PL	ADJ;IPFV;DEF;PL;V.PTCP;PASS
simon	саймън	simon	саймън	N;NOM;SG	PROPN;INDF;MASC;SG
simon	симон	simon	симон	N;NOM;SG	PROPN;INDF;MASC;SG
kanda	носене	kandma	носене	V;NFIN	N;INDF;NEUT;SG
kanda	износване	kandma	износване	V;NFIN	N;INDF;NEUT;SG
online	онлайн	online	онлайн	ADJ;NOM;SG	N;INDF;MASC;SG
metal	метали	meta	метал	N;NOM;SG	N;INDF;MASC;PL
lend	полета	lend	поле	N;NOM;SG	N;INDF;NEUT;PL
läheduses	наблизо	lähedus	наблизо	N;IN+ESS;SG	ADV
üldine	общи	üldine	общ	ADJ;NOM;SG	ADJ;INDF;PL
üldine	общи	üldine	общ	ADJ;NOM;SG	ADJ;INDF;PL
üldine	генерал	üldine	генерал	ADJ;NOM;SG	N;INDF;MASC;SG
koju	домашен	kodu	домашен	N;IN+ALL;LGSPEC1;SG	ADJ;INDF;MASC;SG
koju	вкъщи	kodu	вкъщи	N;IN+ALL;LGSPEC1;SG	ADV
miljardit	милиарда	miljard	милиард	NUM;PRT;SG	N;DEF;MASC;SG
miljardit	милиард	miljard	милиард	NUM;PRT;SG	N;INDF;MASC;SG
miljardit	милиарди	miljard	милиард	NUM;PRT;SG	N;INDF;MASC;PL
tšiili	чилийски	tšiil	чилийски	N;NOM;SG	ADJ;INDF;MASC;SG
tšiili	чили	tšiil	чила	N;NOM;SG	PROPN;INDF;MASC;SG
laevastiku	флотилия	laevastik	флотилия	N;NOM;SG	ADJ;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
asju	неща	asi	някой	N;PRT;PL	DET;INDF;PL
asju	нещата	asi	някой	N;PRT;PL	PRO;NOM;DEF;PL
olga	олга	olema	олга	N;NOM;SG	PROPN;INDF;FEM;SG
baltic	балтийско	baltic	балтийски	N;NOM;SG	ADV
var	var	var	None	N	INTJ
funktsioon	функции	funktsioon	функция	N;NOM;SG	N;INDF;FEM;PL
kala	риби	kala	риба	N;NOM;SG	N;INDF;FEM;PL
süüdi	виновни	süüdi	виновен	ADV	ADJ;INDF;PL
süüdi	виновна	süüdi	виновен	ADV	ADJ;INDF;FEM;SG
süüdi	виновен	süüdi	виновен	ADV	ADJ;INDF;MASC;SG
tunnustatud	признати	tunnusta=tud	призная-(се)	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
tunnustatud	призната	tunnusta=tud	призная-(се)	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
tunnustatud	разпознат	tunnusta=tud	разпозна-(се)	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
tunnustatud	признато	tunnusta=tud	призная-(се)	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
tunnustatud	признат	tunnusta=tud	призная-(се)	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
tunnustatud	призната	tunnusta=tud	призная-(се)	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
tunnustatud	признати	tunnusta=tud	призная-(се)	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
tunnustatud	признато	tunnusta=tud	призная-(се)	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
tunnustatud	признат	tunnusta=tud	призная-(се)	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
tunnustatud	призната	tunnusta=tud	призная-(се)	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
tunnustatud	признати	tunnusta=tud	призная-(се)	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
tunnustatud	разпознат	tunnusta=tud	разпозна-(се)	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
tunnustatud	признат	tunnusta=tud	призная-(се)	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
tähendus	значения	tähendus	значение	N;NOM;SG	N;INDF;NEUT;PL
suletud	затворена	sule=tud	затворя-(се)	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
suletud	затворено	sule=tud	затворя-(се)	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
suletud	затворени	sule=tud	затворя-(се)	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
jürgen	юрген	jürgen	юрген	N;NOM;SG	PROPN;INDF;MASC;SG
sarnased	подобно	sarnane	подобно	ADJ;NOM;PL	ADV
sarnased	подобен	sarnane	подобен	ADJ;NOM;PL	ADJ;INDF;MASC;SG
sarnased	сходен	sarnane	сходен	ADJ;NOM;PL	ADJ;INDF;MASC;SG
sarnased	подобна	sarnane	подобен	ADJ;NOM;PL	ADJ;INDF;FEM;SG
olulised	важно	oluline	важно	ADJ;NOM;PL	ADV
olulised	важен	oluline	важен	ADJ;NOM;PL	ADJ;INDF;MASC;SG
olulised	важна	oluline	важен	ADJ;NOM;PL	ADJ;INDF;FEM;SG
loode	северозападна	loode	северозападен	N;NOM;SG	ADJ;INDF;FEM;SG
seepärast	затуй	see_pärast	затуй	ADV	INTJ
nõus	съгласна	nõus	съгласен	ADV	ADJ;INDF;FEM;SG
nõus	съгласен	nõus	съгласен	ADV	ADJ;INDF;MASC;SG
nõus	приеми	nõus	приема	ADV	N;INDF;FEM;PL
nõus	приемете	nõus	приема	ADV	V;PFV;IMP;PL;2;FIN
nõus	приемам	nõus	приема	ADV	V;IPFV;IND;SG;1;PRS;FIN;ACT
uuringud	разследване	uuring	разследване	N;NOM;PL	N;INDF;NEUT;SG
uuringud	проучване	uuring	проучване	N;NOM;PL	N;INDF;NEUT;SG
uuringud	изследване	uuring	изследване	N;NOM;PL	N;INDF;NEUT;SG
sõltumatu	независими	sõltumatu	независим	ADJ;NOM;SG	ADJ;INDF;PL
sõltumatu	несвързано	sõltumatu	несвързано	ADJ;NOM;SG	ADV
sõltumatu	несвързани	sõltumatu	несвързан	ADJ;NOM;SG	ADJ;INDF;PL
võimeline	способно	võimeline	способно	ADJ;NOM;SG	ADV
võimeline	способни	võimeline	способен	ADJ;NOM;SG	ADJ;INDF;PL
ühine	джойнт	ühine	джойнт	ADJ;NOM;SG	N;INDF;MASC;SG
ühine	съвместни	ühine	съвместен	ADJ;NOM;SG	ADJ;INDF;PL
ühine	съвместно	ühine	съвместно	ADJ;NOM;SG	ADV
ühine	присъединяване	ühine	присъединяване	ADJ;NOM;SG	N;INDF;NEUT;SG
osaline	частични	osaline	частичен	ADJ;NOM;SG	ADJ;INDF;PL
osaline	частично	osaline	частичен	ADJ;NOM;SG	ADV
üheksa	nine	üheksa	nine	NUM;NOM;SG	PROPN;INDF;MASC;SG
üheksa	девет	üheksa	девет	NUM;NOM;SG	NUM;INDF;PL
jones	джонс	jones	джонс	N;NOM;SG	PROPN;INDF;MASC;SG
rio	рио	rio	рио	N;NOM;SG	PROPN;INDF;NEUT;SG
samuel	самюъл	samuel	самюъл	N;NOM;SG	PROPN;INDF;MASC;SG
samuel	самуел	samuel	самуел	N;NOM;SG	PROPN;INDF;MASC;SG
samuel	самюел	samuel	самюел	N;NOM;SG	PROPN;INDF;MASC;SG
tamme	оук	tamm	оук	N;NOM;SG	PROPN;INDF;MASC;SG
vokaal	гласните	vokaal	гласен	N;NOM;SG	N;DEF;FEM;PL
kehtib	валидна	kehtima	валиден	V;IND;SG;3;PRS;FIN;ACT	ADJ;INDF;FEM;SG
kehtib	валидни	kehtima	валиден	V;IND;SG;3;PRS;FIN;ACT	ADJ;INDF;PL
kehtib	валиден	kehtima	валиден	V;IND;SG;3;PRS;FIN;ACT	ADJ;INDF;MASC;SG
kehtib	валидно	kehtima	валиден	V;IND;SG;3;PRS;FIN;ACT	ADV
kuninglik	роял	kuninglik	роя-(се)	ADJ;NOM;SG	N;INDF;MASC;SG
kuninglik	кралско	kuninglik	кралски	ADJ;NOM;SG	ADV
kuninglik	royal	kuninglik	royal	ADJ;NOM;SG	N
pdf	pdf	pdf	pdf	N	INTJ
pariis	париж	pariis	париж	N;NOM;SG	PROPN;INDF;MASC;SG
xvi	xvi	xvi	xvi	N;NOM;SG	ADJ;INDF;MASC;SG
jack	джак	jack	джак	N;NOM;SG	PROPN;INDF;MASC;SG
tähe	звезден	täht	звезден	N;GEN;SG	ADJ;INDF;MASC;SG
seade	апарати	seade	апарат	N;NOM;SG	N;INDF;MASC;PL
varssavi	варшава	varssavi	варшав	ADJ	PROPN;INDF;FEM;SG
puidust	дървен	puidus	дървен	N;PRT;SG	ADJ;INDF;MASC;SG
puidust	дърва	puidus	дърво	N;PRT;SG	N;INDF;NEUT;PL
puidust	дървени	puidus	дървен	N;PRT;SG	ADJ;INDF;PL
sõber	приятелю	sõber	приятел	N;NOM;SG	INTJ
pavel	павел	pavel	павел	N;NOM;SG	PROPN;INDF;MASC;SG
ajutine	временни	ajutine	временен	ADJ;NOM;SG	ADJ;INDF;PL
ajutine	временно	ajutine	временно	ADJ;NOM;SG	ADV
ajutine	временни	ajutine	временен	ADJ;NOM;SG	ADJ;INDF;PL
tapa	убий	tapa	убия	N;NOM;SG	INTJ
looma	животни	loom	животно	N;NOM;SG	N;INDF;NEUT;PL
looma	животинска	loom	животински	N;NOM;SG	ADJ;INDF;FEM;SG
looma	животински	loom	животински	N;NOM;SG	ADJ;INDF;MASC;SG
vasakul	ляв	vasak	ляв	ADV	N;INDF;MASC;SG
per	пер	per	пер	N;NOM;SG	PROPN;INDF;MASC;SG
populaarne	популярно	populaarne	популярен	ADJ;NOM;SG	ADV
populaarne	популярни	populaarne	популярен	ADJ;NOM;SG	ADJ;INDF;PL
king	обувки	king	обувка	N;NOM;SG	N;INDF;FEM;PL
langeb	фолс	langema	фолс	V;IND;SG;3;PRS;FIN;ACT	N;INDF;MASC;SG
täielik	пълно	täielik	пълен	ADJ;NOM;SG	ADV
täielik	завършен	täielik	завърша	ADJ;NOM;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
täielik	завършено	täielik	завърша	ADJ;NOM;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
täielik	пълни	täielik	пълен	ADJ;NOM;SG	ADJ;INDF;PL
täielik	пълно	täielik	пълен	ADJ;NOM;SG	ADV
tähendas	означаваше	tähendama	означавам	V;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;SG;3;IPFV;FIN;ACT
slovakkia	словашки	slovakkia	словашки	N;NOM;SG	ADJ;INDF;MASC;SG
slovakkia	словакия	slovakkia	словакие	N;NOM;SG	PROPN;INDF;FEM;SG
napoli	неапол	napol	неапол	N;NOM;SG	PROPN;INDF;MASC;SG
napoli	неаполитански	napol	неаполитански	N;NOM;SG	ADJ;INDF;MASC;SG
taim	растителна	taim	растителен	N;NOM;SG	ADJ;INDF;FEM;SG
sõjalise	военно	sõjaline	военен	ADJ;GEN;SG	ADV
sõjalise	военни	sõjaline	военен	ADJ;GEN;SG	ADJ;INDF;PL
raku	клетъчно	rakk	клетъчно	N;NOM;SG	ADV
raku	клетъчен	rakk	клетъчен	N;NOM;SG	ADJ;INDF;MASC;SG
raku	клетъчни	rakk	клетъчен	N;NOM;SG	ADJ;INDF;PL
emil	емил	emil	емил	N;NOM;SG	PROPN;INDF;MASC;SG
õhu	въздушно	õhk	въздушен	N;NOM;SG	ADV
teaduslik	научни	teaduslik	научен	ADJ;NOM;SG	ADJ;INDF;PL
teaduslik	научно	teaduslik	научно	ADJ;NOM;SG	ADV
sloveenia	словения	sloveenia	словен	N;NOM;SG	PROPN;INDF;FEM;SG
sloveenia	словенският	sloveenia	словенски	N;NOM;SG	ADJ;DEF;MASC;SG
sloveenia	словенски	sloveenia	словенски	N;NOM;SG	ADJ;INDF;MASC;SG
parandada	подобряване	parandama	подобряване	V;NFIN	N;INDF;NEUT;SG
francisco	франсиско	francisco	франсиско	N;NOM;SG	PROPN;INDF;MASC;SG
ajalooliselt	исторически	aja_looliselt	исторически	ADV	ADJ;INDF;MASC;SG
roma	ромите	roma	ром	N;NOM;SG	N;DEF;MASC;PL
roma	ромски	roma	ромски	N;NOM;SG	ADJ;INDF;MASC;SG
roma	роми	roma	ром	N;NOM;SG	N;INDF;MASC;PL
tiibeti	тибетски	tiibeti	тибетски	N;NOM;SG	ADJ;INDF;MASC;SG
valged	бяла	valge	бял	ADJ;NOM;PL	ADJ;INDF;FEM;SG
valged	бял	valge	бял	ADJ;NOM;PL	ADJ;INDF;MASC;SG
valged	бяло	valge	бял	ADJ;NOM;PL	ADV
sinu	вашият	sina	ваш	PRO;GEN;SG;2	DET;DEF;MASC;SG;2
sinu	твоят	sina	тоя	PRO;GEN;SG;2	DET;DEF;MASC;SG;1
sinu	твоя	sina	твоя	PRO;GEN;SG;2	DET;DEF;FEM;SG;2
sinu	твоята	sina	твой	PRO;GEN;SG;2	DET;DEF;FEM;SG;1
sinu	твой	sina	твой	PRO;GEN;SG;2	DET;INDF;MASC;SG;1
sinu	твоя	sina	твоя	PRO;GEN;SG;2	DET;DEF;FEM;SG;2
sinu	твоята	sina	твой	PRO;GEN;SG;2	DET;DEF;FEM;SG;1
maini	споменете	main	спомена	N;NOM;SG	V;PFV;IMP;PL;2;FIN
kasu	ползи	kasu	ползи	N;PRT;SG	N;INDF;FEM;PL
kasu	предимства	kasu	предимство	N;PRT;SG	N;INDF;NEUT;PL
kasu	ползи	kasu	ползи	N;PRT;SG	N;INDF;FEM;PL
kasu	обезщетения	kasu	обезщетение	N;PRT;SG	N;INDF;NEUT;PL
asustatud	населен	asusta=tud	населен	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
asustatud	населена	asusta=tud	населя	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
asustatud	населени	asusta=tud	населя	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
asustatud	населено	asusta=tud	населя	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
asustatud	населен	asusta=tud	населен	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
asustatud	населена	asusta=tud	населя	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
asustatud	населени	asusta=tud	населя	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
