το	les	ο	le	DET;NOM;DEF;NEUT;SG	DET;DEF;PL
γνωστές	connue	γνωστός	connaître	ADJ;NOM;FEM;PL	V;FEM;SG;PST;V.PTCP
γνωστές	connus	γνωστός	connaître	ADJ;NOM;FEM;PL	V;MASC;PL;PST;V.PTCP
γνωστές	connu	γνωστός	connaître	ADJ;NOM;FEM;PL	V;MASC;SG;PST;V.PTCP
σερβία	serbie	σερβία	serbier	PROPN;ACC;FEM;SG	PROPN
βαν	camionnette	βαν	camionnette		N;FEM;SG
βαν	fourgonnette	βαν	fourgonnette		N;FEM;SG
βαν	fourgon	βαν	fourgon		N;MASC;SG
βαν	van	βαν	van		PROPN
εσσδ	urss	εσσδ	urss	N	PROPN
κώστα	costas	κώστα	costa	PROPN;ACC;MASC;SG	PROPN
κώστα	costa	κώστα	costa	PROPN;ACC;MASC;SG	N;MASC;SG
χρονικά	chroniques	χρονικά	chronique	ADV	N;FEM;PL
δολοφονία	assassinats	δολοφονία	assassinat	N;NOM;FEM;SG	N;MASC;PL
δολοφονία	assassiner	δολοφονία	assassiner	N;NOM;FEM;SG	V;NFIN
δολοφονία	assassiner	δολοφονία	assassiner	N;NOM;FEM;SG	V;NFIN
δολοφονία	meurtres	δολοφονία	meurtre	N;NOM;FEM;SG	N;MASC;PL
αθλητής	athlètes	αθλητής	athlète	N;NOM;MASC;SG	N;MASC;PL
φιλόσοφος	philosophes	φιλόσοφος	philosophe	N;NOM;MASC;SG	N;MASC;PL
απώλειες	perte	απώλεια	perte	N;NOM;FEM;PL	N;FEM;SG
συνεχίζει	continue	συνεχίζω	continu	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;FEM;SG
αποφοίτησε	diplômé	αποφοιτώ	diplômé	V;PFV;IND;SG;3;PST;FIN;ACT	N;MASC;SG
εκπομπή	diffuser	εκπομπή	diffuser	N;ACC;FEM;SG	V;NFIN
αντικαταστάθηκε	remplacées	αντικαθιστώ	remplacer	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;PL;PST;V.PTCP
αντικαταστάθηκε	remplacés	αντικαθιστώ	remplacer	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;PST;V.PTCP
τόμας	thomas	τόμας	thomas	PROPN;NOM;MASC;SG	PROPN
απλό	simples	απλός	simple	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
απλό	plaine	απλός	plaine	ADJ;NOM;NEUT;SG	N;FEM;SG
εβδομάδα	semaines	εβδομάδα	semaine	N;ACC;FEM;SG	N;FEM;PL
επιστήμες	science	επιστήμα	science	N;NOM;FEM;PL	N;FEM;SG
επιστήμες	scientifique	επιστήμα	scientifique	N;NOM;FEM;PL	ADJ;MASC;SG
επαγγελματική	professionnels	επαγγελματικός	professionnel	ADJ;NOM;FEM;SG	ADJ;MASC;PL
επαγγελματική	professionnelles	επαγγελματικός	professionnel	ADJ;NOM;FEM;SG	ADJ;FEM;PL
γαλλικό	françaises	γαλλικός	français	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
φήμη	renommée	φήμη	renommer	N;ACC;FEM;SG	V;FEM;SG;PST;V.PTCP
φήμη	renommée	φήμη	renommer	N;ACC;FEM;SG	V;FEM;SG;PST;V.PTCP
κόλπο	trick	κόλπος	trick	N;ACC;MASC;SG	PROPN
τύμπανα	batterie	τύμπανο	batterie	N;NOM;NEUT;PL	N;FEM;SG
τύμπανα	tambour	τύμπανο	tambour	N;NOM;NEUT;PL	N;MASC;SG
τύμπανα	fût	τύμπανο	être	N;NOM;NEUT;PL	V;IND;SG;3;IPFV;FIN
τύμπανα	batterie	τύμπανο	batterie	N;NOM;NEUT;PL	N;FEM;SG
ανακάλυψη	découvrez	ανακάλυψη	découvrir	N;ACC;FEM;SG	V;IMP;PL;2;PRS;FIN
ανακάλυψη	découverte	ανακάλυψη	découvrir	N;ACC;FEM;SG	V;FEM;SG;PST;V.PTCP
ανακάλυψη	découvrir	ανακάλυψη	découvrir	N;ACC;FEM;SG	V;NFIN
ανακάλυψη	découverte	ανακάλυψη	découvrir	N;ACC;FEM;SG	V;FEM;SG;PST;V.PTCP
ανακάλυψη	découvertes	ανακάλυψη	découvrir	N;ACC;FEM;SG	V;FEM;PL;PST;V.PTCP
ανακάλυψη	discovery	ανακάλυψη	discovery	N;ACC;FEM;SG	PROPN
ιδρυτής	fondatrice	ιδρυτός	fondatrice	N;NOM;MASC;SG	ADJ;FEM;SG
διαφορές	contentieux	διαφορά	contentieux	N;NOM;FEM;PL	N;MASC;SG
ποιος	qui	ποιος	qui	DET;NOM;DEF;MASC;SG	PRO
ποιος	oms	ποιος	om	DET;NOM;DEF;MASC;SG	N;MASC;SG
ποιος	who	ποιος	who	DET;NOM;DEF;MASC;SG	PROPN
κανονική	régulières	κανονικός	régulier	ADJ;NOM;FEM;SG	ADJ;FEM;PL
κανονική	normaux	κανονικός	normal	ADJ;NOM;FEM;SG	ADJ;MASC;PL
κανονική	normales	κανονικός	normal	ADJ;NOM;FEM;SG	ADJ;FEM;PL
αδελφή	sister	αδελφή	sister	N;NOM;FEM;SG	PROPN
βραζιλία	brésil	βραζιλία	brésil	PROPN;ACC;FEM;SG	N;MASC;SG
δύσκολο	difficiles	δύσκολος	difficile	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
δύσκολο	hard	δύσκολος	hard	ADJ;NOM;NEUT;SG	N;MASC;SG
δύσκολο	difficiles	δύσκολος	difficile	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
ιερουσαλήμ	jerusalem	ιερουσαλήμ	jerusalem	PROPN;NOM;FEM;SG	PROPN
ιερουσαλήμ	jérusalem	ιερουσαλήμ	jérusalem	PROPN;NOM;FEM;SG	ADJ;MASC;SG
στρατόπεδο	camps	στρατόπεδο	camp	N;NOM;NEUT;SG	N;MASC;PL
εννέα	nine	εννέα	nine	NUM;NOM;NEUT;PL	N;MASC;SG
διαφορετικό	différentes	διαφορετικός	différent	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
διαφορετικό	différents	διαφορετικός	différent	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
αλήθεια	vrais	αλήθεια	vrai	N;NOM;FEM;SG	ADJ;MASC;PL
αλήθεια	vraie	αλήθεια	vrai	N;NOM;FEM;SG	ADJ;FEM;SG
αλήθεια	vrai	αλήθεια	vrai	N;NOM;FEM;SG	ADJ;MASC;SG
αλήθεια	véritable	αλήθεια	véritable	N;NOM;FEM;SG	ADJ;MASC;SG
αλήθεια	vraiment	αλήθεια	vraiment	N;NOM;FEM;SG	ADV
αλήθεια	réellement	αλήθεια	réellement	N;NOM;FEM;SG	ADV
ποσότητα	quantités	ποσότητα	quantité	N;NOM;FEM;SG	N;FEM;PL
νερά	waters	νερό	water	N;NOM;NEUT;PL	PROPN
σουηδία	suède	σουηδία	suède	PROPN;ACC;FEM;SG	N;FEM;SG
λατινική	latin	λατινικός	latin	ADJ;NOM;FEM;SG	N;MASC;SG
λατινική	latines	λατινικός	latin	ADJ;NOM;FEM;SG	ADJ;FEM;PL
ολόκληρο	entiers	ολόκληρος	entier	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
υπολογιστή	ordinateurs	υπολογιστής	ordinateur	N;ACC;MASC;SG	N;MASC;PL
γνωστοί	connues	γνωστός	connaître	ADJ;NOM;MASC;PL	V;FEM;PL;PST;V.PTCP
γνωστοί	connue	γνωστός	connaître	ADJ;NOM;MASC;PL	V;FEM;SG;PST;V.PTCP
γνωστοί	connus	γνωστός	connaître	ADJ;NOM;MASC;PL	V;MASC;PL;PST;V.PTCP
γνωστοί	connu	γνωστός	connaître	ADJ;NOM;MASC;PL	V;MASC;SG;PST;V.PTCP
γνωστοί	connaissances	γνωστός	connaissance	ADJ;NOM;MASC;PL	N;FEM;PL
προσφορά	bid	προσφορά	bid	N;ACC;FEM;SG	PROPN
προσφορά	offrir	προσφορά	offrir	N;ACC;FEM;SG	V;NFIN
φρούριο	forteresses	φρούριο	forteresse	N;NOM;NEUT;SG	N;FEM;PL
φρούριο	fort	φρούριο	fort	N;NOM;NEUT;SG	ADV
άξονα	essieux	άξονας	essieux	N;ACC;MASC;SG	N;MASC;PL
άξονα	axes	άξονας	axe	N;ACC;MASC;SG	N;MASC;PL
νομική	légales	νομικός	légal	ADJ;NOM;FEM;SG	ADJ;FEM;PL
πνεύμα	spirit	πνεύμα	spirit	N;NOM;NEUT;SG	PROPN
βουνά	montagne	βουνό	montagne	N;NOM;NEUT;PL	N;FEM;SG
παλιό	anciens	παλιός	ancien	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
συμφωνώ	acceptez	συμφωνώ	accepter	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;IMP;PL;2;PRS;FIN
συρία	syrienne	συρία	syrien	PROPN;ACC;FEM;SG	ADJ;FEM;SG
συρία	syrie	συρία	syrie	PROPN;ACC;FEM;SG	N;FEM;SG
γενιά	générations	γενιά	génération	N;NOM;FEM;SG	N;FEM;PL
στίχους	lyrique	στίχος	lyrique	N;ACC;MASC;PL	ADJ;MASC;SG
κλειστό	fermée	κλειστός	fermer	N;NOM;NEUT;SG	V;FEM;SG;PST;V.PTCP
κλειστό	fermé	κλειστός	fermer	N;NOM;NEUT;SG	V;MASC;SG;PST;V.PTCP
κλειστό	fermés	κλειστός	fermer	N;NOM;NEUT;SG	V;MASC;PL;PST;V.PTCP
κλειστό	clos	κλειστός	clore	N;NOM;NEUT;SG	ADJ;MASC;SG
αυτοκίνητο	voitures	αυτοκίνητο	voiture	N;NOM;NEUT;SG	N;FEM;PL
αυτοκίνητο	automobile	αυτοκίνητο	automobile	N;NOM;NEUT;SG	ADJ;MASC;SG
εξαρτάται	dépendra	εξαρτώ	dépendre	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;SG;3;FUT;FIN
κατάταξη	classements	κατάταξη	classement	N;ACC;FEM;SG	N;MASC;PL
μεξικό	mexique	μεξικό	mexique	PROPN;NOM;NEUT;SG	ADJ;MASC;SG
φυσικός	naturelles	φυσικός	naturel	ADJ;NOM;MASC;SG	ADJ;FEM;PL
φυσικός	naturels	φυσικός	naturel	ADJ;NOM;MASC;SG	ADJ;MASC;PL
φυσικός	physicien	φυσικός	physicien	ADJ;NOM;MASC;SG	N;MASC;SG
τουρνουά	tournois	τουρνο	tournoi	N;NOM;NEUT;SG	N;MASC;PL
τουρνουά	tournois	τουρνο	tournoi	N;NOM;NEUT;SG	N;MASC;PL
αντίτυπα	copie	αντίτυπο	copie	N;NOM;NEUT;PL	N;FEM;SG
ημερολόγιο	calendriers	ημερολόγιο	calendrier	N;NOM;NEUT;SG	N;MASC;PL
στατιστικά	statistiques	στατιστικός	statistique	ADV	N;FEM;PL
στατιστικά	statistique	στατιστικός	statistique	ADV	ADJ;MASC;SG
συμβολή	contribuant	συμβολή	contribuer	N;ACC;FEM;SG	V;PRS;V.PTCP
συμβολή	contribuer	συμβολή	contribuer	N;ACC;FEM;SG	V;NFIN
βασικές	élémentaire	βασικός	élémentaire	ADJ;NOM;FEM;PL	ADJ;MASC;SG
βασικές	basique	βασικός	basique	ADJ;NOM;FEM;PL	ADJ;MASC;SG
βασικές	basic	βασικός	basic	ADJ;NOM;FEM;PL	N;MASC;SG
στυλ	styles	στυλ	style	N;NOM;NEUT;SG	N;MASC;PL
τοπικές	locale	τοπικός	local	ADJ;NOM;FEM;PL	ADJ;FEM;SG
τοπικές	local	τοπικός	local	ADJ;NOM;FEM;PL	ADJ;MASC;SG
ρεάλ	réel	ρεάλ	réel		ADJ;MASC;SG
ρεάλ	réelle	ρεάλ	réel		ADJ;FEM;SG
ρεάλ	véritable	ρεάλ	véritable		ADJ;MASC;SG
ρεάλ	vrai	ρεάλ	vrai		ADJ;MASC;SG
ρεάλ	vraie	ρεάλ	vrai		ADJ;FEM;SG
βοήθησε	aidés	βοηθώ	aider	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
γράφτηκε	écrites	γράφτω	écrire	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;PL;PST;V.PTCP
γράφτηκε	écrits	γράφτω	écrit	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;PST;V.PTCP
ελβετία	suisse	ελβετία	suisse	PROPN;ACC;FEM;SG	ADJ;MASC;SG
αναζήτηση	chercher	αναζήτηση	chercher	N;NOM;FEM;SG	V;NFIN
αναζήτηση	rechercher	αναζήτηση	rechercher	N;NOM;FEM;SG	V;NFIN
αναζήτηση	recherches	αναζήτηση	recherche	N;NOM;FEM;SG	N;FEM;PL
αναζήτηση	recherchez	αναζήτηση	rechercher	N;NOM;FEM;SG	V;IMP;PL;2;PRS;FIN
υποστήριξε	supportés	υποστηρίζω	supporter	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
καλλιτεχνικό	artistiques	καλλιτεχνικός	artistique	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
εσύ	vous	εσύ	vous	V;IPFV;IND;SG;1;PRS;FIN;ACT	PRO;PL;2
εσύ	tu	εσύ	il	V;IPFV;IND;SG;1;PRS;FIN;ACT	PRO;SG;2
εσύ	toi	εσύ	soi	V;IPFV;IND;SG;1;PRS;FIN;ACT	PRO;SG;2
εσύ	you	εσύ	you	V;IPFV;IND;SG;1;PRS;FIN;ACT	PRO;SG;2
μπάσκετ	basket	μπάσκετ	basket		N;MASC;SG
μπάσκετ	basketball	μπάσκετ	basketball		N;MASC;SG
επιστρέφει	retours	επιστρέφω	retour	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
μουσικοί	musiciens	μουσικός	musicien	ADJ;NOM;MASC;PL	N;MASC;PL
κοιλάδα	valley	κοιλάδα	valley	N;ACC;FEM;SG	PROPN
προϊόν	produit	προϊόν	produire	N;NOM;NEUT;SG	V;MASC;SG;PST;V.PTCP
προϊόν	produits	προϊόν	produire	N;NOM;NEUT;SG	V;MASC;PL;PST;V.PTCP
συγχώνευση	fusionner	συγχώνευση	fusionner	N;NOM;FEM;SG	V;NFIN
συγχώνευση	fusionne	συγχώνευση	fusionner	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
συγχώνευση	fusionner	συγχώνευση	fusionner	N;NOM;FEM;SG	V;NFIN
εμπειρία	expériences	εμπειρία	expérience	N;ACC;FEM;SG	N;FEM;PL
καθ	kath	καθ	kath	ADP	PROPN
αθλητικά	baskets	αθλητικά	basket	ADV	N;FEM;PL
αθλητικά	sport	αθλητικά	sport	ADV	N;MASC;SG
αθλητικά	sports	αθλητικά	sport	ADV	N;MASC;PL
χρυσός	dorée	χρυσός	doré	N;NOM;MASC;SG	V;FEM;SG;PST;V.PTCP
χρυσός	doré	χρυσός	dorer	N;NOM;MASC;SG	V;MASC;SG;PST;V.PTCP
χρυσός	doré	χρυσός	dorer	N;NOM;MASC;SG	V;MASC;SG;PST;V.PTCP
χρυσός	or	χρυσός	or	N;NOM;MASC;SG	CONJ
χρυσός	gold	χρυσός	gold	N;NOM;MASC;SG	
φίλος	amis	φίλος	ami	N;NOM;MASC;SG	N;MASC;PL
τρίτος	troisieme	τρίτος	troisieme	NUM;NOM;MASC;SG	ADJ;MASC;SG
τρίτος	troisième	τρίτος	troisième	NUM;NOM;MASC;SG	ADJ;MASC;SG
τρίτος	tiers	τρίτος	tiers	NUM;NOM;MASC;SG	N;MASC;SG
τρίτος	third	τρίτος	third	NUM;NOM;MASC;SG	PROPN
τρίτος	troisièmement	τρίτος	troisièmement	NUM;NOM;MASC;SG	ADV
σύγκριση	comparaisons	σύγκριση	comparaison	N;NOM;FEM;SG	N;FEM;PL
ανακοινώθηκε	annoncés	ανακοινώνω	annoncer	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;PST;V.PTCP
ανακοινώθηκε	annoncées	ανακοινώνω	annoncer	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;PL;PST;V.PTCP
επιστήμονες	scientifiques	επιστήμονας	scientifique	N;NOM;MASC;PL	ADJ;MASC;PL
ηττήθηκε	défaite	ηττώμαι	défaite	V;PFV;IND;SG;3;PST;FIN;PASS	N;FEM;SG
ηττήθηκε	vaincus	ηττώμαι	vaincre	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;PST;V.PTCP
δώδεκα	twelve	δώδεκα	twelve	NUM;NOM;MASC;PL	PROPN
έφυγε	partis	φεύγω	partir	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
έφυγε	gone	φεύγω	gone	V;PFV;IND;SG;3;PST;FIN;ACT	PROPN
δρόμος	rues	δρόμος	rue	N;NOM;MASC;SG	N;FEM;PL
δρόμος	street	δρόμος	street	N;NOM;MASC;SG	PROPN
τελικός	finale	τελικός	finale	ADJ;NOM;MASC;SG	N;FEM;SG
πιστεύεται	croyait	πιστεύεται	croire	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;SG;3;IPFV;FIN
τοπικά	locale	τοπικά	local	ADV	ADJ;FEM;SG
τοπικά	local	τοπικά	local	ADV	ADJ;MASC;SG
τοπικά	locales	τοπικά	local	ADV	ADJ;FEM;PL
τοπικά	locaux	τοπικά	local	ADV	ADJ;MASC;PL
πίστη	faith	πίστα	faire	N;NOM;FEM;SG	PROPN
παραδοσιακά	traditionnelles	παραδοσιακός	traditionnel	ADV	ADJ;FEM;PL
παραδοσιακά	traditionnel	παραδοσιακός	traditionnel	ADV	ADJ;MASC;SG
παραδοσιακά	traditionnelle	παραδοσιακός	traditionnel	ADV	ADJ;FEM;SG
παραδοσιακά	traditionnels	παραδοσιακός	traditionnel	ADV	ADJ;MASC;PL
προέλευση	origines	προέλευση	origine	N;ACC;FEM;SG	N;FEM;PL
προέλευση	origines	προέλευση	origine	N;ACC;FEM;SG	N;FEM;PL
ισχυρή	puissants	ισχυρός	puissant	ADJ;NOM;FEM;SG	ADJ;MASC;PL
ισχυρή	puissantes	ισχυρός	puissant	ADJ;NOM;FEM;SG	ADJ;FEM;PL
διαχείριση	gérer	διαχείριση	gérer	N;NOM;FEM;SG	V;NFIN
διαχείριση	gérer	διαχείριση	gérer	N;NOM;FEM;SG	V;NFIN
σταδιοδρομία	carrières	σταδιοδρομία	carrière	N;NOM;FEM;SG	N;FEM;PL
ιράν	iranienne	ιράν	iranien		ADJ;FEM;SG
ιράν	iran	ιράν	iran		PROPN
πιθανό	probablement	πιθανός	probablement	ADJ;NOM;NEUT;SG	ADV
πιθανό	possibles	πιθανός	possible	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
τζορτζ	georges	τζορτζ	george		N;MASC;SG
τζορτζ	george	τζορτζ	george		PROPN
παρουσίασε	présentés	παρουσιάζω	présenter	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
παρουσίασε	présentées	παρουσιάζω	présenter	V;PFV;IND;SG;3;PST;FIN;ACT	V;FEM;PL;PST;V.PTCP
αίμα	sanguin	αίμα	sanguin	N;NOM;NEUT;SG	ADJ;MASC;SG
αίμα	blood	αίμα	blood	N;NOM;NEUT;SG	PROPN
ιστορικές	historique	ιστορικός	historique	ADJ;NOM;FEM;PL	ADJ;MASC;SG
αντίστοιχη	correspondant	αντίστοιχος	correspondre	ADJ;NOM;FEM;SG	V;PRS;V.PTCP
ζωγραφική	peinture	ζωγραφικός	peinture	ADJ;NOM;FEM;SG	N;FEM;SG
ζωγραφική	peintures	ζωγραφικός	peinture	ADJ;NOM;FEM;SG	N;FEM;PL
βελτίωση	améliorer	βελτίωση	améliorer	N;ACC;FEM;SG	V;NFIN
βελτίωση	améliorations	βελτίωση	amélioration	N;ACC;FEM;SG	N;FEM;PL
βελτίωση	améliorez	βελτίωση	améliorer	N;ACC;FEM;SG	V;IMP;PL;2;PRS;FIN
βελτίωση	améliore	βελτίωση	améliorer	N;ACC;FEM;SG	V;IND;SG;3;PRS;FIN
βελτίωση	améliorer	βελτίωση	améliorer	N;ACC;FEM;SG	V;NFIN
βελτίωση	améliorations	βελτίωση	amélioration	N;ACC;FEM;SG	N;FEM;PL
βέλγιο	belgique	βέλγιο	belgique	PROPN;NOM;NEUT;SG	ADJ;MASC;SG
διάμετρος	diamètres	διάμετρος	diamètre	N;GEN;FEM;SG	N;MASC;PL
εξωτερική	extérieurs	εξωτερικός	extérieur	ADJ;NOM;FEM;SG	ADJ;MASC;PL
εξωτερική	extérieur	εξωτερικός	extérieur	ADJ;NOM;FEM;SG	N;MASC;SG
εξωτερική	externes	εξωτερικός	externe	ADJ;NOM;FEM;SG	ADJ;MASC;PL
υπολογίζεται	calculées	υπολογίζω	calculer	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;PL;PST;V.PTCP
υπολογίζεται	calculé	υπολογίζω	calculer	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;PST;V.PTCP
υπολογίζεται	calculés	υπολογίζω	calculer	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;PL;PST;V.PTCP
υπολογίζεται	calculée	υπολογίζω	calculer	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;SG;PST;V.PTCP
αστυνομία	policière	αστυνομία	policier	N;NOM;FEM;SG	ADJ;FEM;SG
αστυνομία	policiers	αστυνομία	policier	N;NOM;FEM;SG	N;MASC;PL
αλεξάνδρεια	alexandrie	αλεξάνδρεια	alexandrie	N;NOM;FEM;SG	PROPN
στίχοι	lyrique	στίχος	lyrique	N;NOM;MASC;PL	ADJ;MASC;SG
απευθείας	directe	απευθείας	direct	ADV	ADJ;FEM;SG
απευθείας	direct	απευθείας	direct	ADV	ADJ;MASC;SG
απευθείας	directs	απευθείας	direct	ADV	ADJ;MASC;PL
ρωσικά	russes	ρωσικός	russe	ADV	ADJ;MASC;PL
ρωσικά	russe	ρωσικός	russe	ADV	ADJ;MASC;SG
ηλίας	ilias	ηλία	ilias	PROPN;NOM;MASC;SG	PROPN
ηλίας	elie	ηλία	elie	PROPN;NOM;MASC;SG	PROPN
ηλίας	elijah	ηλία	elijah	PROPN;NOM;MASC;SG	PROPN
ηλίας	elias	ηλία	elias	PROPN;NOM;MASC;SG	PROPN
βενετία	venise	βενετία	venise	PROPN;NOM;FEM;SG	PROPN
κόστος	coûts	κόστος	coût	N;NOM;NEUT;SG	N;MASC;PL
κόστος	coûts	κόστος	coût	N;NOM;NEUT;SG	N;MASC;PL
σύζυγο	conjoints	σύζυγος	conjoint	N;ACC;FEM;SG	ADJ;MASC;PL
δημοκρατικό	démocrate	δημοκρατικός	démocrate	ADJ;NOM;NEUT;SG	N;MASC;SG
δημοκρατικό	démocratiques	δημοκρατικός	démocratique	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
σκωτίας	écosse	σκωτία	écosse	PROPN;GEN;FEM;SG	PROPN
σκωτίας	ecosse	σκωτία	ecosser	PROPN;GEN;FEM;SG	PROPN
σκωτίας	ecossais	σκωτία	ecossais	PROPN;GEN;FEM;SG	ADJ;MASC;SG
σκωτίας	écossaise	σκωτία	écossais	PROPN;GEN;FEM;SG	ADJ;FEM;SG
σκωτίας	écossais	σκωτία	écossais	PROPN;GEN;FEM;SG	ADJ;MASC;SG
λατινικά	latine	λατινικός	latin	ADV	ADJ;FEM;SG
λατινικά	latin	λατινικός	latin	ADV	N;MASC;SG
λατινικά	latines	λατινικός	latin	ADV	ADJ;FEM;PL
εγκαταστάθηκαν	réglé	εγκαθιστώ	régler	V;PFV;IND;PL;3;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP
δυνατή	forts	δυνατός	fort	ADJ;NOM;FEM;SG	ADJ;MASC;PL
δυνατή	strong	δυνατός	strong	ADJ;NOM;FEM;SG	PROPN
δυνατή	fort	δυνατός	fort	ADJ;NOM;FEM;SG	ADV
μέτρο	mesurer	μέτρο	mesurer	N;NOM;NEUT;SG	V;NFIN
κλασική	classiques	κλασικός	classique	ADJ;NOM;FEM;SG	ADJ;MASC;PL
κλασική	classic	κλασικός	classic	ADJ;NOM;FEM;SG	N;MASC;SG
κλασική	classiques	κλασικός	classique	ADJ;NOM;FEM;SG	ADJ;MASC;PL
διπλό	doubler	διπλός	doubler	NUM;NOM;NEUT;SG	V;NFIN
διπλό	double	διπλός	double	NUM;NOM;NEUT;SG	ADJ;MASC;SG
διπλό	doubles	διπλός	double	NUM;NOM;NEUT;SG	ADJ;MASC;PL
προεδρικές	présidentielle	προεδρικός	présidentiel	ADJ;NOM;FEM;PL	ADJ;FEM;SG
προεδρικές	présidentiel	προεδρικός	présidentiel	ADJ;NOM;FEM;PL	ADJ;MASC;SG
μηχανική	mécano	μηχανικός	mécano	ADJ;NOM;FEM;SG	N;MASC;SG
μηχανική	mécaniciens	μηχανικός	mécanicien	ADJ;NOM;FEM;SG	N;MASC;PL
μηχανική	mécanicien	μηχανικός	mécanicien	ADJ;NOM;FEM;SG	N;MASC;SG
μηχανική	mécaniques	μηχανικός	mécanique	ADJ;NOM;FEM;SG	ADJ;MASC;PL
μηχανική	ingénierie	μηχανικός	ingénierie	ADJ;NOM;FEM;SG	N;FEM;SG
μηχανική	génie	μηχανικός	génie	ADJ;NOM;FEM;SG	N;MASC;SG
απώλεια	pertes	απώλεια	perte	N;ACC;FEM;SG	N;FEM;PL
καν	khan	καν	khan	ADV	PROPN
ψήφους	vote	ψήφος	vote	N;NOM;FEM;PL	N;MASC;SG
ψήφους	voix	ψήφος	voix	N;NOM;FEM;PL	N;FEM;SG
κυριακή	sunday	κυριακή	sunday	N;ACC;FEM;SG	PROPN
κυριακή	dimanches	κυριακή	dimanche	N;ACC;FEM;SG	N;MASC;PL
βουνό	montagnes	βουνό	montagne	N;NOM;NEUT;SG	N;FEM;PL
ανθρώπινη	humains	ανθρώπινος	humain	ADJ;NOM;FEM;SG	ADJ;MASC;PL
πωλήσεις	vente	πώληση	vente	N;NOM;FEM;PL	N;FEM;SG
ηλείας	elis	ηλεία	elis	PROPN;GEN;FEM;SG	PROPN
γεωμετρία	géométrique	γεωμετρία	géométrique	N;NOM;FEM;SG	ADJ;MASC;SG
ερρίκος	henri	ερρίκος	henri	N;NOM;MASC;SG	PROPN
ερρίκος	henry	ερρίκος	henry	N;NOM;MASC;SG	PROPN
φιναλίστ	finaliste	φιναλίστ	finaliste		N;MASC;SG
φιναλίστ	finalistes	φιναλίστ	finaliste		N;MASC;PL
φιναλίστ	finalistes	φιναλίστ	finaliste		N;MASC;PL
σωστά	droite	σωστά	droite	ADV	N;FEM;SG
σωστά	droit	σωστά	droit	ADV	N;MASC;SG
σωστά	exact	σωστά	exact	ADV	ADJ;MASC;SG
σωστά	corriger	σωστά	corriger	ADV	V;NFIN
σωστά	corrigez	σωστά	corriger	ADV	V;IMP;PL;2;PRS;FIN
σωστά	correct	σωστά	correct	ADV	ADJ;MASC;SG
σωστά	correcte	σωστά	correct	ADV	ADJ;FEM;SG
άνοιξε	ouvrez	ανοίγω	ouvrir	V;PFV;IND;SG;3;PST;FIN;ACT	V;IMP;PL;2;PRS;FIN
άνοιξε	ouverture	ανοίγω	ouverture	V;PFV;IND;SG;3;PST;FIN;ACT	N;FEM;SG
κάποτε	once	κάποτε	once	ADV	N;FEM;SG
εμπορικό	mall	εμπορικός	mall	ADJ;NOM;NEUT;SG	PROPN
νικήτρια	gagnants	νικήτριος	gagnant	N;NOM;FEM;SG	ADJ;MASC;PL
νικήτρια	gagnante	νικήτριος	gagnant	N;NOM;FEM;SG	ADJ;FEM;SG
νικήτρια	gagnant	νικήτριος	gagner	N;NOM;FEM;SG	V;PRS;V.PTCP
γιουγκοσλαβίας	yougoslave	γιουγκοσλαβία	yougoslave	PROPN;GEN;FEM;SG	ADJ;MASC;SG
