kristus	kriste	kristus	krist	N;NOM;SG	V;IMP;SG;1;POS;FIN
korvattu	nahrazeno	korvata	nahrazený	V;NOM;SG;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
korvattu	nahrazen	korvata	nahrazený	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;POS;V.PTCP;PASS
korvattu	nahrazen	korvata	nahrazený	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;POS;V.PTCP;PASS
korvattu	nahrazeno	korvata	nahrazený	V;NOM;SG;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
korvattu	nahrazena	korvata	nahrazený	V;NOM;SG;V.PTCP;PASS	ADJ;POS;V.PTCP;PASS
alpha	alpha	alpha	alpha	N;NOM;SG	PROPN;NOM;MASC;SG;POS
alpha	alfa	alpha	alfa	N;NOM;SG	PROPN;NOM;FEM;SG;POS
eagle	eagle	eagle	eagle	N;NOM;SG	ADJ;POS
eagle	orlí	eagle	orlí	N;NOM;SG	ADJ;NOM;NEUT;SG;POS
eagle	orla	eagle	orel	N;NOM;SG	N;ANIM;ACC;MASC;SG;POS
valentin	valentin	valentti	valentina	N;GEN;SG	N;ANIM;NOM;MASC;SG;POS
suu	pusu	suu	pus	N;NOM;SG	N;ACC;FEM;SG;POS
yksinään	samotná	yksinään	samotný	ADV	ADJ;NOM;FEM;SG;POS
yksinään	sama	yksinään	sám	ADV	DET;NOM;FEM;SG
yksinään	sám	yksinään	sám	ADV	DET;NOM;MASC;SG
psykologian	psychologie	psykologia	psychologie	N;GEN;SG	N;NOM;FEM;SG;POS
psykologian	psychologie	psykologia	psychologie	N;GEN;SG	N;NOM;FEM;SG;POS
psykologian	psychologii	psykologia	psychologie	N;GEN;SG	N;ACC;FEM;SG;POS
sabbath	sabbath	sabbath	sabbath		N;MASC;POS
lindgren	lindgren	lindgri	lindgren	PROPN;NOM;SG	PROPN;ANIM;NOM;MASC;SG;POS
puhdas	vyčistit	puhdas	vyčistit	ADJ;NOM;SG	V;PFV;POS;NFIN
milanon	milan	milano	milan	PROPN;GEN;SG	PROPN;ANIM;NOM;MASC;SG;POS
milanon	milán	milano	milán	PROPN;GEN;SG	PROPN;INAN;NOM;MASC;SG;POS
kansalainen	občana	kansalainen	občan	N;NOM;SG	N;ANIM;ACC;MASC;SG;POS
amsterdamin	amsterdam	amsterdami	amsterdam	N;GEN;SG	PROPN;INAN;NOM;MASC;SG;POS
amsterdamin	amsterdamu	amsterdami	amsterdam	N;GEN;SG	PROPN;INAN;GEN;MASC;SG;POS
fis	fis	fis	fis	N;NOM;SG	PROPN;FEM;POS
uhrien	obětí	uhri	oběť	N;GEN;PL	N;INS;FEM;SG;POS
uhrien	obětem	uhri	oběť	N;GEN;PL	N;DAT;FEM;PL;POS
uhrien	oběti	uhri	oběť	N;GEN;PL	N;NOM;FEM;PL;POS
fia	fia	fia	fia	N;NOM;SG	PROPN;FEM;POS
suojella	ochrana	suojella	ochrana	V;SG;NFIN;ACT	N;NOM;FEM;SG;POS
suojella	chraňte	suojella	chránit	V;SG;NFIN;ACT	V;PFV;IMP;PL;2;POS;FIN
kuoron	sbor	kuoro	sbor	N;GEN;SG	N;INAN;NOM;MASC;SG;POS
vuoret	pohoří	vuori	pohoří	N;NOM;PL	N;NOM;NEUT;SG;POS
vuoret	hor	vuori	hora	N;NOM;PL	N;GEN;FEM;PL;POS
turvallisuuden	bezpečnostní	turvallisuus	bezpečnostní	N;GEN;SG	ADJ;NOM;MASC;SG;POS
turvallisuuden	ochranka	turvallisuus	ochranka	N;GEN;SG	N;NOM;FEM;SG;POS
turvallisuuden	jistota	turvallisuus	jistota	N;GEN;SG	N;NOM;FEM;SG;POS
turvallisuuden	bezpečnost	turvallisuus	bezpečnost	N;GEN;SG	N;NOM;FEM;SG;POS
turvallisuuden	zabezpečení	turvallisuus	zabezpečení	N;GEN;SG	N;NOM;NEUT;SG;POS
ajatukset	myšlenek	ajatus	myšlenka	N;NOM;PL	N;GEN;FEM;PL;POS
demokratian	demokracie	demokratia	demokracie	N;GEN;SG	N;NOM;FEM;SG;POS
demokratian	demokracii	demokratia	demokracie	N;GEN;SG	N;ACC;FEM;SG;POS
kerros	vrstvu	kerros	vrstva	N;NOM;SG	N;ACC;FEM;SG;POS
kerros	vrstvy	kerros	vrstva	N;NOM;SG	N;NOM;FEM;PL;POS
villi	divočina	villi	divočina	ADJ;NOM;SG	N;NOM;FEM;SG;POS
luxemburgin	lucembursko	luxemburgi	lucemburský	PROPN;GEN;SG	PROPN;NOM;NEUT;SG;POS
fair	fér	fair	fér		INTJ
fair	spravedlivý	fair	spravedlivý		ADJ;INAN;NOM;MASC;SG;POS
fair	férové	fair	férový		ADJ;NOM;NEUT;SG;POS
fair	spravedlivé	fair	spravedlivý		ADJ;NOM;NEUT;SG;POS
fair	veletrh	fair	veletrh		N;INAN;NOM;MASC;SG;POS
wallace	wallace	wallace	wallace	PROPN;NOM;SG	PROPN;ANIM;NOM;MASC;SG;POS
orlando	orlando	orlando	orlando		N;INAN;NOM;MASC;SG;POS
lokakuu	října	lokakuu	říjen	N;NOM;SG	N;INAN;GEN;MASC;SG;POS
jensen	jensen	jensen	jensen		PROPN;ANIM;NOM;MASC;SG;POS
hirviö	šelmy	hirviö	šelm	N;NOM;SG	N;NOM;FEM;PL;POS
espanjaa	španělsky	espanja	španělsky	N;PRT;SG	ADV;POS
espanjaa	španělština	espanja	španělština	N;PRT;SG	N;NOM;FEM;SG;POS
espanjaa	španělská	espanja	španělský	N;PRT;SG	ADJ;NOM;FEM;SG;POS
espanjaa	španělské	espanja	španělský	N;PRT;SG	ADJ;NOM;FEM;SG;POS
epäselvä	rozmazané	epä#selvä	rozmazaný	ADJ;NOM;SG	ADJ;NOM;NEUT;PL;POS
case	case	case	casa	N;NOM;SG	PROPN;NOM;MASC;SG;POS
case	případě	case	případ	N;NOM;SG	N;INAN;DAT;MASC;SG;POS
luettelot	seznamů	luettelo	seznam	N;NOM;PL	N;INAN;GEN;MASC;PL;POS
luodaan	vytvoření	luoda	vytvoření	V;IND;PRS;FIN;PASS	N;NOM;NEUT;SG;POS
luodaan	vytváření	luoda	vytváření	V;IND;PRS;FIN;PASS	N;NOM;NEUT;SG;POS
kalaa	ryby	kala	ryba	N;PRT;SG	N;NOM;FEM;PL;POS
kalaa	ryba	kala	ryba	N;PRT;SG	N;NOM;FEM;SG;POS
kalaa	fish	kala	fish	N;PRT;SG	PROPN;ANIM;NOM;MASC;SG;POS
kalaa	rybí	kala	rybí	N;PRT;SG	ADJ;NOM;FEM;SG;POS
kalaa	rybičky	kala	rybička	N;PRT;SG	N;NOM;FEM;PL;POS
malin	malin	mali	malina	N;GEN;SG	N;NOM;FEM;SG;POS
malin	mali	mali	mít	N;GEN;SG	PROPN;NOM;FEM;SG;POS
historiallista	historický	historiallinen	historický	ADJ;PRT;SG	ADJ;INAN;NOM;MASC;SG;POS
historiallista	historické	historiallinen	historický	ADJ;PRT;SG	ADJ;NOM;MASC;SG;POS
historiallista	historická	historiallinen	historický	ADJ;PRT;SG	ADJ;NOM;FEM;SG;POS
historiallista	historický	historiallinen	historický	ADJ;PRT;SG	ADJ;INAN;NOM;MASC;SG;POS
historiallista	historické	historiallinen	historický	ADJ;PRT;SG	ADJ;NOM;MASC;SG;POS
historiallista	historická	historiallinen	historický	ADJ;PRT;SG	ADJ;NOM;FEM;SG;POS
heinäkuu	července	heinäkuu	červenec	N;NOM;SG	N;INAN;GEN;MASC;SG;POS
vuorten	hory	vuori	hora	N;GEN;PL	N;NOM;FEM;PL;POS
vuorten	pohoří	vuori	pohoří	N;GEN;PL	N;NOM;NEUT;SG;POS
ajoitettu	naplánovaný	ajoittaa	naplánovaný	V;NOM;SG;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS
ajoitettu	naplánované	ajoittaa	naplánovaný	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS
suojata	chraňte	suojata	chránit	V;SG;NFIN;ACT	V;PFV;IMP;PL;2;POS;FIN
paolo	paolo	paolo	paolo	PROPN;NOM;SG	PROPN;ANIM;NOM;MASC;SG;POS
kiinnostuneita	zájem	kiinnostua	zájem	V;PRT;PL;V.PTCP;ACT	N;INAN;NOM;MASC;SG;POS
kiinnostuneita	zajímá	kiinnostua	zajímat	V;PRT;PL;V.PTCP;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
kiinnostuneita	zajem	kiinnostua	zaj	V;PRT;PL;V.PTCP;ACT	PROPN;ANIM;NOM;MASC;SG;POS
puolustajat	obránce	puolustaja	obránce	N;NOM;PL	N;ANIM;NOM;MASC;SG;POS
sudanin	súdán	sudan	súdaný	N;GEN;SG	N;INAN;NOM;MASC;SG;POS
sudanin	súdánu	sudan	súdán	N;GEN;SG	PROPN;INAN;GEN;MASC;SG;POS
sudanin	súdánské	sudan	súdánský	N;GEN;SG	ADJ;NOM;NEUT;SG;POS
mitat	dimenze	mitta	dimenze	N;NOM;PL	N;NOM;FEM;SG;POS
mitat	dimenzi	mitta	dimenze	N;NOM;PL	N;ACC;FEM;SG;POS
mitat	dimenze	mitta	dimenze	N;NOM;PL	N;NOM;FEM;SG;POS
mitat	rozměr	mitta	rozměr	N;NOM;PL	N;INAN;NOM;MASC;SG;POS
irene	irene	irene	irene	N;NOM;SG	PROPN;NOM;FEM;SG;POS
lääkkeiden	léky	lääke	lék	N;GEN;PL	N;INAN;NOM;MASC;PL;POS
lääkkeiden	léčiva	lääke	léčivo	N;GEN;PL	N;NOM;NEUT;PL;POS
todellisuuden	skutečnost	todellisuus	skutečnost	N;GEN;SG	N;NOM;FEM;SG;POS
todellisuuden	reality	todellisuus	realita	N;GEN;SG	N;NOM;FEM;PL;POS
todellisuuden	realita	todellisuus	realita	N;GEN;SG	N;NOM;FEM;SG;POS
erotettu	oddělené	erottaa	oddělený	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;NEUT;PL;POS
erotettu	oddělená	erottaa	oddělený	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS
erotettu	oddělený	erottaa	oddělený	V;NOM;SG;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS
erotettu	odděleny	erottaa	oddělený	V;NOM;SG;V.PTCP;PASS	ADJ;INAN;PL;POS;V.PTCP;PASS
erotettu	vyloučen	erottaa	vyloučený	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;POS;V.PTCP;PASS
erotettu	vyhazov	erottaa	vyhazov	V;NOM;SG;V.PTCP;PASS	N;INAN;NOM;MASC;SG;POS
erotettu	padáka	erottaa	padák	V;NOM;SG;V.PTCP;PASS	N;ANIM;NOM;MASC;SG;POS
erotettu	vyhozen	erottaa	vyhozený	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;POS;V.PTCP;PASS
prosessin	proces	prosessi	proces	N;GEN;SG	N;INAN;NOM;MASC;SG;POS
prosessin	postup	prosessi	postup	N;GEN;SG	N;INAN;NOM;MASC;SG;POS
prosessin	zpracovat	prosessi	zpracovat	N;GEN;SG	V;PFV;POS;NFIN
kirjoittaminen	píšu	kirjoittaminen	psát	N;NOM;SG	V;IND;SG;1;POS;PRS;FIN;ACT
keltaiset	žlutý	keltainen	žlutý	ADJ;NOM;PL	ADJ;INAN;NOM;MASC;SG;POS
keltaiset	žlutá	keltainen	žlutý	ADJ;NOM;PL	ADJ;NOM;FEM;SG;POS
uskoivat	věřila	uskoa	věřit	V;IND;PL;3;PST;FIN;ACT	V;IPFV;POS;PST;V.PTCP;ACT
uskoivat	věřil	uskoa	věřit	V;IND;PL;3;PST;FIN;ACT	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
dylan	dylana	dyla	dylan	N;NOM;SG	N;ANIM;ACC;MASC;SG;POS
vaihdella	vary	vaihti	vary	V;SG;NFIN;ACT	PROPN;INAN;NOM;MASC;PL;POS
palmer	palmera	palmer	palmera	PROPN;NOM;SG	N;ANIM;ACC;MASC;SG;POS
palmer	palmer	palmer	palmer	PROPN;NOM;SG	PROPN;ANIM;NOM;MASC;SG;POS
käymään	návštěvu	käydä	návštěva	V;IN+ALL;SG;NFIN;ACT	N;ACC;FEM;SG;POS
käymään	návštěva	käydä	návštěva	V;IN+ALL;SG;NFIN;ACT	N;NOM;FEM;SG;POS
käymään	navštivte	käydä	navštivtět	V;IN+ALL;SG;NFIN;ACT	V;IMP;PL;2;POS;FIN
linkkiä	link	linkki	link	N;PRT;SG	N;INAN;NOM;MASC;SG;POS
linkkiä	odkaz	linkki	odkaz	N;PRT;SG	N;INAN;NOM;MASC;SG;POS
linkkiä	souvislost	linkki	souvislost	N;PRT;SG	N;NOM;FEM;SG;POS
joachim	joachim	joachim	joachim	PROPN;NOM;SG	PROPN;ANIM;NOM;MASC;SG;POS
gloria	glorii	gloria	glorie	N;NOM;SG	N;ACC;FEM;SG;POS
asp	asp	asp	asp	N;NOM;SG	PROPN;ANIM;NOM;MASC;SG;POS
silmä	oka	silmä	oko	N;NOM;SG	N;NOM;NEUT;PL;POS
silmä	oční	silmä	oční	N;NOM;SG	ADJ;NOM;MASC;SG;POS
silmä	eye	silmä	eye	N;NOM;SG	PROPN;MASC;SG;POS
kane	kane	kane	kana	PROPN;NOM;SG	PROPN;ANIM;NOM;MASC;SG;POS
karibian	karibiku	karibia	karibika	N;GEN;SG	N;INAN;DAT;MASC;SG;POS
kokemus	zkušenosti	kokemus	zkušenost	N;NOM;SG	N;NOM;FEM;PL;POS
katto	stropu	katto	strop	N;NOM;SG	N;INAN;GEN;MASC;SG;POS
katto	střechy	katto	střecha	N;NOM;SG	N;NOM;FEM;PL;POS
katto	střechu	katto	střecha	N;NOM;SG	N;ACC;FEM;SG;POS
katto	střešní	katto	střešní	N;NOM;SG	ADJ;NOM;MASC;SG;POS
huomattavaa	nevšední	huomattava	všední	ADJ;PRT;SG	ADJ;NOM;MASC;SG;NEG
huomattavaa	pozoruhodný	huomattava	pozoruhodný	ADJ;PRT;SG	ADJ;INAN;NOM;MASC;SG;POS
huomattavaa	pozoruhodná	huomattava	pozoruhodný	ADJ;PRT;SG	ADJ;NOM;FEM;SG;POS
huomattavaa	pozoruhodné	huomattava	pozoruhodný	ADJ;PRT;SG	ADJ;NOM;NEUT;SG;POS
kommune	kommune	kommune	kommune	INTJ	N;INAN;NOM;MASC;SG;POS
petter	petter	petter	petter	PROPN;NOM;SG	PROPN;ANIM;NOM;MASC;SG;POS
kysymyksen	otázka	kysymys	otázka	N;GEN;SG	N;NOM;FEM;SG;POS
kysymyksen	dotaz	kysymys	dotaz	N;GEN;SG	N;INAN;NOM;MASC;SG;POS
maila	bat	maila	bat	N;NOM;SG	PROPN;NOM;MASC;SG;POS
madison	madison	madison	madison	N;NOM;SG	PROPN;NOM;MASC;SG;POS
maastossa	terénní	maasto	terénní	N;IN+ESS;SG	ADJ;NOM;MASC;SG;POS
maastossa	terénu	maasto	terén	N;IN+ESS;SG	N;INAN;GEN;MASC;SG;POS
maastossa	terén	maasto	terén	N;IN+ESS;SG	N;INAN;NOM;MASC;SG;POS
riippumaton	nezávisle	riippumaton	závisle	ADJ;NOM;SG	ADV;NEG
riippumaton	nezávislí	riippumaton	závislý	ADJ;NOM;SG	ADJ;ANIM;NOM;MASC;PL;NEG
asemat	pozic	asema	pozice	N;NOM;PL	N;GEN;FEM;PL;POS
asemat	pozice	asema	pozice	N;NOM;PL	N;NOM;FEM;SG;POS
asemat	nádraží	asema	nádraží	N;NOM;PL	N;NOM;NEUT;SG;POS
asemat	stanice	asema	stanice	N;NOM;PL	N;NOM;FEM;SG;POS
taiteilijoita	umělci	taiteilija	umělec	N;PRT;PL	N;ANIM;NOM;MASC;PL;POS
taiteilijoita	umělců	taiteilija	umělec	N;PRT;PL	N;ANIM;GEN;MASC;PL;POS
taiteilijoita	umělce	taiteilija	umělec	N;PRT;PL	N;ANIM;ACC;MASC;PL;POS
pysähtyi	zastaveno	pysähtyä	zastavený	V;IND;SG;3;PST;FIN;ACT	ADJ;NEUT;SG;POS;V.PTCP;PASS
nalle	medvědí	nalle	medvědí	N;NOM;SG	ADJ;NOM;MASC;SG;POS
nalle	bear	nalle	bear	N;NOM;SG	PROPN;ANIM;NOM;MASC;SG;POS
irma	irma	irma	irma	PROPN;NOM;SG	PROPN;NOM;FEM;SG;POS
laukaisu	spustit	laukaisu	spustit	N;NOM;SG	V;PFV;POS;NFIN
kenian	keni	kenia	ken	N;GEN;SG	PROPN;DAT;FEM;SG;POS
valvoo	monitory	valvoa	monitor	V;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;MASC;PL;POS
wim	wim	wim	wim	PROPN;NOM;SG	PROPN;NOM;MASC;SG;POS
vastuu	odpovědnosti	vastuu	odpovědnost	N;NOM;SG	N;GEN;FEM;SG;POS
vastuu	povinnosti	vastuu	povinnost	N;NOM;SG	N;NOM;FEM;PL;POS
varaa	kniha	vara	kniha	N;PRT;SG	N;NOM;FEM;SG;POS
varaa	knihu	vara	kniha	N;PRT;SG	N;ACC;FEM;SG;POS
varaa	rezervovat	vara	rezervovat	N;PRT;SG	V;POS;NFIN
varaa	knížka	vara	knížka	N;PRT;SG	N;NOM;FEM;SG;POS
varaa	rezervovat	vara	rezervovat	N;PRT;SG	V;POS;NFIN
varaa	rezervy	vara	rezerva	N;PRT;SG	N;NOM;FEM;PL;POS
varaa	rezerva	vara	rezerva	N;PRT;SG	N;NOM;FEM;SG;POS
lane	lane	lane	lane	N;NOM;SG	PROPN;NOM;MASC;SG;POS
vaunun	vozík	vaunu	vozík	N;GEN;SG	N;INAN;NOM;MASC;SG;POS
vaunun	tramvaj	vaunu	tramvaj	N;GEN;SG	N;NOM;FEM;SG;POS
vaunun	vagón	vaunu	vagón	N;GEN;SG	N;INAN;NOM;MASC;SG;POS
vaunun	povoz	vaunu	povoz	N;GEN;SG	N;INAN;NOM;MASC;SG;POS
vaunun	vůz	vaunu	vůz	N;GEN;SG	N;INAN;NOM;MASC;SG;POS
tiettyjen	jistá	tietty	jistý	ADJ;GEN;PL	ADJ;NOM;FEM;SG;POS
tiettyjen	jisté	tietty	jistý	ADJ;GEN;PL	ADJ;NOM;NEUT;SG;POS
tiettyjen	jistý	tietty	jistý	ADJ;GEN;PL	ADJ;INAN;NOM;MASC;SG;POS
googlen	google	google	google	N;GEN;SG	N;INAN;NOM;MASC;SG;POS
kulutus	spotřebu	kulutus	spotřeba	N;NOM;SG	N;ACC;FEM;SG;POS
ski	lyže	ski	lyže	PROPN;NOM;SG	N;NOM;FEM;PL;POS
ski	lyžování	ski	lyžování	PROPN;NOM;SG	N;NOM;NEUT;SG;POS
ski	lyžařská	ski	lyžařský	PROPN;NOM;SG	ADJ;NOM;FEM;SG;POS
ski	lyžařské	ski	lyžařský	PROPN;NOM;SG	ADJ;NOM;MASC;PL;POS
nilsson	nilsson	nilssoan	nilsson	N;NOM;SG	PROPN;ANIM;NOM;MASC;SG;POS
turvallisuus	bezpečnostní	turvallisuus	bezpečnostní	N;NOM;SG	ADJ;NOM;MASC;SG;POS
ihme	divu	ihme	div	N;NOM;SG	N;INAN;GEN;MASC;SG;POS
ihme	wonder	ihme	wonder	N;NOM;SG	PROPN;ANIM;NOM;MASC;SG;POS
alba	alba	alba	album	N;NOM;SG	N;NOM;NEUT;PL;POS
sega	sega	sega	sega	PROPN;NOM;SG	PROPN;NOM;FEM;SG;POS
jimi	jimi	jimi	on	PROPN;NOM;SG	PRO;INS;PL;3
turbo	turbo	turbo	turbo	N;NOM;SG	PROPN;INAN;NOM;MASC;SG;POS
lasku	odmítnout	lasku	odmítnout	N;NOM;SG	V;PFV;POS;NFIN
lasku	zamítnout	lasku	zamítnout	N;NOM;SG	V;PFV;POS;NFIN
lasku	bill	lasku	bill	N;NOM;SG	PROPN;ANIM;NOM;MASC;SG;POS
lasku	bille	lasku	bille	N;NOM;SG	N;DAT;FEM;SG;POS
lasku	snížit	lasku	snížit	N;NOM;SG	V;PFV;POS;NFIN
lasku	fakturu	lasku	faktura	N;NOM;SG	N;ACC;FEM;SG;POS
lasku	faktury	lasku	faktura	N;NOM;SG	N;NOM;FEM;PL;POS
arabia	arábie	arabi	arábie	N;NOM;SG	PROPN;NOM;FEM;SG;POS
arabia	arabský	arabi	arabský	N;NOM;SG	ADJ;INAN;NOM;MASC;SG;POS
arabia	arabské	arabi	arabský	N;NOM;SG	ADJ;NOM;MASC;PL;POS
arabia	arabsky	arabi	arabsky	N;NOM;SG	ADV;POS
lou	lou	lou	lou	PROPN;NOM;SG	PROPN;ANIM;NOM;MASC;SG;POS
bach	bach	bach	být	PROPN;NOM;SG	PROPN;ANIM;NOM;MASC;SG;POS
kalastusta	rybolov	kalastus	rybolov	N;PRT;SG	N;INAN;NOM;MASC;SG;POS
kalastusta	rybolovu	kalastus	rybolov	N;PRT;SG	N;INAN;DAT;MASC;SG;POS
kalastusta	rybaření	kalastus	rybaření	N;PRT;SG	N;NOM;NEUT;SG;POS
lorenzo	lorenzo	lorenzo	lorenzo		PROPN;ANIM;NOM;MASC;SG;POS
värejä	barev	väri	barva	N;PRT;PL	N;GEN;FEM;PL;POS
värejä	barviva	väri	barvivo	N;PRT;PL	N;NOM;NEUT;PL;POS
värejä	barvy	väri	barva	N;PRT;PL	N;NOM;FEM;PL;POS
värejä	barev	väri	barva	N;PRT;PL	N;GEN;FEM;PL;POS
värejä	barvy	väri	barva	N;PRT;PL	N;NOM;FEM;PL;POS
alexandra	alexandra	alexandra	alexandra	PROPN;NOM;SG	N;NOM;FEM;SG;POS
ketju	řetězu	ketju	řetěz	N;NOM;SG	N;INAN;GEN;MASC;SG;POS
rikki	rozbité	rikki	rozbitý	N;NOM;SG	ADJ;NOM;NEUT;SG;POS
rikki	zlomený	rikki	zlomený	N;NOM;SG	ADJ;INAN;NOM;MASC;SG;POS
rikki	rozbitý	rikki	rozbitý	N;NOM;SG	ADJ;INAN;NOM;MASC;SG;POS
rikki	zlomená	rikki	zlomený	N;NOM;SG	ADJ;NOM;FEM;SG;POS
rikki	zlomené	rikki	zlomený	N;NOM;SG	ADJ;NOM;NEUT;SG;POS
rikki	síry	rikki	síra	N;NOM;SG	N;NOM;FEM;PL;POS
rikki	zlomený	rikki	zlomený	N;NOM;SG	ADJ;INAN;NOM;MASC;SG;POS
rikki	zlomil	rikki	zlomit	N;NOM;SG	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
brooks	brooks	brooks	brooks	PROPN;NOM;SG	PROPN;ANIM;NOM;MASC;SG;POS
thor	thor	thor	thor	PROPN;NOM;SG	N;INAN;NOM;MASC;SG;POS
ranger	ranger	ranger	ranger	N;NOM;SG	PROPN;INAN;NOM;MASC;SG;POS
tiedemies	vědce	tiede#mies	vědec	N;NOM;SG	N;ANIM;ACC;MASC;PL;POS
tiedemies	vědci	tiede#mies	vědec	N;NOM;SG	N;ANIM;NOM;MASC;PL;POS
afc	afc	afc	afc	N;NOM;SG	PROPN;MASC;SG;POS
morrison	morrison	mortiso	morrison	N;NOM;SG	PROPN;ANIM;NOM;MASC;SG;POS
vartalo	trupu	vartalo	trup	N;NOM;SG	N;INAN;DAT;MASC;SG;POS
topi	tobyho	topi	tobý	PROPN;NOM;SG	N;NOM;FEM;SG;POS
topi	toby	topi	toby	PROPN;NOM;SG	PROPN;ANIM;NOM;MASC;SG;POS
topi	tod	topi	tod	PROPN;NOM;SG	N;NOM;MASC;SG;POS
topi	topi	topi	top	PROPN;NOM;SG	PROPN;ANIM;NOM;MASC;SG;POS
isäntä	hostitele	isäntä	hostitel	N;NOM;SG	N;ANIM;ACC;MASC;PL;POS
isäntä	hostitelský	isäntä	hostitelský	N;NOM;SG	ADJ;INAN;NOM;MASC;SG;POS
isäntä	mistře	isäntä	mistře	N;NOM;SG	INTJ
rainer	rainer	rainer	rainer	N;NOM;SG	PROPN;ANIM;NOM;MASC;SG;POS
lama	recesi	lama	recese	N;NOM;SG	N;ACC;FEM;SG;POS
lama	depresi	lama	deprese	N;NOM;SG	N;ACC;FEM;SG;POS
piirteet	charakteristika	piirre	charakteristika	N;NOM;PL	N;NOM;FEM;SG;POS
piirteet	funkce	piirre	funkce	N;NOM;PL	N;NOM;FEM;SG;POS
damon	damona	damo	damon	N;NOM;SG	N;ANIM;ACC;MASC;SG;POS
ilmainen	zdarma	ilmainen	zdarma	ADJ;NOM;SG	ADV
kapinallisten	rebel	kapinallinen	rebel	N;GEN;PL	PROPN;ANIM;NOM;MASC;SG;POS
fanien	fanoušci	fanien	fanoušek	N;GEN;PL	N;ANIM;NOM;MASC;PL;POS
fanien	fanoušky	fanien	fanoušek	N;GEN;PL	N;ANIM;ACC;MASC;PL;POS
fanien	ventilátory	fanien	ventilátor	N;GEN;PL	N;INAN;NOM;MASC;PL;POS
kirjailijoita	spisovatelů	kirjailija	spisovatel	N;PRT;PL	N;ANIM;GEN;MASC;PL;POS
kirjailijoita	spisovatelé	kirjailija	spisovatel	N;PRT;PL	N;ANIM;NOM;MASC;PL;POS
kirjailijoita	autoři	kirjailija	autor	N;PRT;PL	N;ANIM;NOM;MASC;PL;POS
palkkaa	půjčování	palkka	půjčování	N;PRT;SG	N;NOM;NEUT;SG;POS
palkkaa	najmout	palkka	najmout	N;PRT;SG	V;POS;NFIN
palkkaa	najmout	palkka	najmout	N;PRT;SG	V;POS;NFIN
hiili	uhlíku	hiili	uhlík	N;NOM;SG	N;INAN;GEN;MASC;SG;POS
hiili	uhlíkové	hiili	uhlíkový	N;NOM;SG	ADJ;NOM;NEUT;SG;POS
vastuuta	odpovědnosti	vastuu	odpovědnost	N;PRT;SG	N;GEN;FEM;SG;POS
vastuuta	zodpovědnost	vastuu	zodpovědnost	N;PRT;SG	N;NOM;FEM;SG;POS
vastuuta	povinnosti	vastuu	povinnost	N;PRT;SG	N;NOM;FEM;PL;POS
vastuuta	odpovědnost	vastuu	odpovědnost	N;PRT;SG	N;NOM;FEM;SG;POS
vastuuta	zodpovědnost	vastuu	zodpovědnost	N;PRT;SG	N;NOM;FEM;SG;POS
vastuuta	odpovědnost	vastuu	odpovědnost	N;PRT;SG	N;NOM;FEM;SG;POS
kööpenhaminassa	kodani	kööpen#hamina	kodan	N;IN+ESS;SG	N;DAT;FEM;SG;POS
kööpenhaminassa	kodaň	kööpen#hamina	kodaň	N;IN+ESS;SG	PROPN;NOM;FEM;SG;POS
viite	referenční	viite	referenční	N;NOM;SG	ADJ;NOM;MASC;SG;POS
viite	reference	viite	reference	N;NOM;SG	N;NOM;FEM;PL;POS
huumeiden	drogy	huume	droga	N;GEN;PL	N;NOM;FEM;PL;POS
huumeiden	droga	huume	droga	N;GEN;PL	N;NOM;FEM;SG;POS
vankien	vězně	vanki	vězeň	N;GEN;PL	N;ANIM;ACC;MASC;PL;POS
vankien	vězni	vanki	vězeň	N;GEN;PL	N;ANIM;NOM;MASC;PL;POS
vankien	zajatci	vanki	zajatek	N;GEN;PL	N;ANIM;NOM;MASC;PL;POS
mao	mao	mao	mao	N;NOM;SG	PROPN;ANIM;NOM;MASC;SG;POS
saavutettu	dosaženo	saavuttaa	dosažený	V;NOM;SG;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
saavutettu	dosažena	saavuttaa	dosažený	V;NOM;SG;V.PTCP;PASS	ADJ;POS;V.PTCP;PASS
saavutettu	dosažen	saavuttaa	dosažený	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;POS;V.PTCP;PASS
saavutettu	dosáhli	saavuttaa	dosáhnout	V;NOM;SG;V.PTCP;PASS	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT
