eagle	kartal	eagle	kartal	ADJ;POS	
vítězný	muzaffer	vítězný	muzaffer	ADJ;INAN;NOM;MASC;SG;POS	
vítězný	galip	vítězný	gal	ADJ;INAN;NOM;MASC;SG;POS	ADV
definovat	tanımla	definovat	tanım	V;POS;NFIN	N;INS;SG;3
nacisty	nazi	nacista	nazi	N;ANIM;INS;MASC;PL;POS	
nacisty	naziler	nacista	nazi	N;ANIM;INS;MASC;PL;POS	N;NOM;PL;3
eddie	eddie	eddie	et	N;ANIM;NOM;MASC;SG;POS	
snadné	easy	snadný	easy	ADJ;NOM;NEUT;SG;POS	
barry	barry	barra	barry	PROPN;ANIM;NOM;MASC;SG;POS	
vizuální	görsel	vizuální	görsel	ADJ;NOM;MASC;SG;POS	
vchod	girişi	vchod	giriş	N;INAN;NOM;MASC;SG;POS	
viditelné	görünür	viditelný	görün	ADJ;NOM;NEUT;SG;POS	
viditelné	görülebilir	viditelný	gör	ADJ;NOM;NEUT;SG;POS	V;IPFV;POT;SG;3;POS;PASS
pochod	mart	pochod	mart	N;INAN;NOM;MASC;SG;POS	
pochod	marş	pochod	marş	N;INAN;NOM;MASC;SG;POS	
pochod	yürüyüş	pochod	yürüyüş	N;INAN;NOM;MASC;SG;POS	
dětská	çocuk	dětský	çocuk	ADJ;NOM;FEM;SG;POS	N;NOM;SG;3
dětská	çocuğum	dětský	çocuk	ADJ;NOM;FEM;SG;POS	N;NOM;SG;3
dětská	cocuk	dětský	cocuk	ADJ;NOM;FEM;SG;POS	
hit	hit	hit	hit	N;INAN;NOM;MASC;SG;POS	
hit	vur	hit	vur	N;INAN;NOM;MASC;SG;POS	V;PFV;IMP;SG;2;POS;PRS
připojen	bağlantılı	připojený	bağlantılı	ADJ;MASC;SG;POS;V.PTCP;PASS	
připojen	bağlı	připojený	bağlı	ADJ;MASC;SG;POS;V.PTCP;PASS	
připojen	bağlandı	připojený	bağla	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
připojen	bağlanmış	připojený	bağla	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
poznal	tanınan	poznat	tanı	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;POS;PRS;V.PTCP;PASS
vždycky	daima	vždycky	daima	ADV	
vždycky	herzaman	vždycky	herzaman	ADV	
sankt	sankt	sankt	sankt	PROPN;NOM;MASC;SG;POS	PROPN;NOM;SG;3
spiknutí	komplo	spiknutí	komplo	N;NOM;NEUT;SG;POS	
spiknutí	komplo	spiknutí	komplo	N;NOM;NEUT;SG;POS	
diskutovat	tartışmak	diskutovat	tartış	V;IPFV;POS;NFIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
naději	umutlu	naděje	umutlu	N;ACC;FEM;SG;POS	ADJ
naději	umut	naděje	umut	N;ACC;FEM;SG;POS	
naději	hope	naděje	hope	N;ACC;FEM;SG;POS	
naději	ümit	naděje	ümit	N;ACC;FEM;SG;POS	
nan	nan	nan	nan	PROPN;NOM;FEM;SG;POS	
stanoví	belirtir	stanovit	belir	V;PFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;CAUS
stanoví	belirler	stanovit	belir	V;PFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS
továrně	fabrikası	továrna	fabrikası	N;DAT;FEM;SG;POS	N;NOM;SG;3
továrně	fabrikada	továrna	fabrika	N;DAT;FEM;SG;POS	N;ESS;SG;3
továrně	fabrika	továrna	fabrika	N;DAT;FEM;SG;POS	
pořady	gösteriyor	pořad	göster	N;INAN;NOM;MASC;PL;POS	V;PROG;IND;SG;3;POS;INFM;PRS
křesťanská	christian	křesťanský	christian	ADJ;NOM;FEM;SG;POS	PROPN;NOM;SG;3
křesťanská	hıristiyan	křesťanský	hıristiyan	ADJ;NOM;FEM;SG;POS	N;NOM;SG;3
křesťanská	hristiyan	křesťanský	hristiyan	ADJ;NOM;FEM;SG;POS	N;NOM;SG;3
nepomuk	nepomuk	nepomuk	nepomuk	PROPN;ANIM;NOM;MASC;SG;POS	
odhalení	vahiy	odhalení	vahiy	N;NOM;NEUT;SG;POS	
odhalení	vahiy	odhalení	vahiy	N;NOM;NEUT;SG;POS	
münchen	münchen	münchen	münchen	PROPN;INAN;MASC;POS	PROPN;NOM;SG;3
pojmenoval	adında	pojmenovat	ad	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	N;ESS;SG;3
cyril	cyril	cyrita	cyril	PROPN;ANIM;NOM;MASC;SG;POS	
keith	keith	keith	keith	PROPN;ANIM;NOM;MASC;SG;POS	
toulouse	toulouse	toulouse	toulouse	PROPN;NOM;FEM;SG;POS	PROPN;NOM;SG;3
terén	arazi	terén	arazi	N;INAN;NOM;MASC;SG;POS	
sociolog	sosyolog	sociolog	sosyolog	N;ANIM;NOM;MASC;SG;POS	
trend	trend	trend	trend	N;INAN;NOM;MASC;SG;POS	
trend	eğilim	trend	eğ	N;INAN;NOM;MASC;SG;POS	
dno	altta	dno	altta	N;NOM;NEUT;SG;POS	
dno	alt	dno	alt	N;NOM;NEUT;SG;POS	
dno	alttaki	dno	alttaki	N;NOM;NEUT;SG;POS	
dno	dibi	dno	dibi	N;NOM;NEUT;SG;POS	
dno	dibe	dno	dibe	N;NOM;NEUT;SG;POS	
aktivista	eylemci	aktivista	eylemci	N;ANIM;NOM;MASC;SG;POS	
zachycuje	yakalar	zachycovat	yaka	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	
souvislost	bağ	souvislost	bağ	N;NOM;FEM;SG;POS	
souvislost	bağlantı	souvislost	bağlantı	N;NOM;FEM;SG;POS	
souvislost	bağ	souvislost	bağ	N;NOM;FEM;SG;POS	
souvislost	link	souvislost	link	N;NOM;FEM;SG;POS	
souvislost	bağlantı	souvislost	bağlantı	N;NOM;FEM;SG;POS	
výuky	öğretme	výuka	öğretme	N;NOM;FEM;SG;POS	
nejoblíbenější	favori	oblíbený	favori	ADJ;NOM;RL;MASC;SG;POS	
nejoblíbenější	gözde	oblíbený	gözde	ADJ;NOM;RL;MASC;SG;POS	
pobočka	dal	pobočka	dal	N;NOM;FEM;SG;POS	
pobočka	dalın	pobočka	dal	N;NOM;FEM;SG;POS	N;GEN;SG;3
pobočka	şube	pobočka	şube	N;NOM;FEM;SG;POS	
irena	irena	iren	iren	N;NOM;FEM;SG;POS	
irena	irene	iren	iren	N;NOM;FEM;SG;POS	
švýcarské	isviçreli	švýcarský	isviçreli	ADJ;NOM;MASC;SG;POS	
ukládání	kurtarmak	ukládání	kurtar	N;NOM;NEUT;SG;POS	V;PFV;NOM;IND;POS;PRS;V.MSDR
ukládání	kaydetme	ukládání	kaydet	N;NOM;NEUT;SG;POS	
dočasné	geçici	dočasný	geçici	ADJ;NOM;NEUT;SG;POS	
chaty	kulübe	chata	kulübe	N;NOM;FEM;PL;POS	
chaty	kabin	chata	kabin	N;NOM;FEM;PL;POS	
fakta	gerçekler	faktum	gerçek	N;NOM;NEUT;PL;POS	ADJ;NOM;PL;3
fakta	gerçekleri	faktum	gerçek	N;NOM;NEUT;PL;POS	ADJ;ACC;PL;3
admirál	amiral	admirál	amiral	N;ANIM;NOM;MASC;SG;POS	
ontario	ontario	ontario	ontario	PROPN;NOM;NEUT;SG;POS	PROPN;NOM;SG;3
řazení	sıralama	řazení	sıralama	N;NOM;NEUT;SG;POS	
řazení	rütbeli	řazení	rütbeli	N;NOM;NEUT;SG;POS	
tkáně	mendil	tkáň	mendil	N;NOM;FEM;PL;POS	
tkáně	doku	tkáň	doku	N;NOM;FEM;PL;POS	
tkáně	mendil	tkáň	mendil	N;NOM;FEM;PL;POS	
orel	kartal	orel	kartal	N;ANIM;NOM;MASC;SG;POS	
jasný	net	jasný	net	ADJ;INAN;NOM;MASC;SG;POS	
jasný	temizle	jasný	temiz	ADJ;INAN;NOM;MASC;SG;POS	V;PFV;IMP;SG;2;POS;PRS
jasný	temiz	jasný	temiz	ADJ;INAN;NOM;MASC;SG;POS	
jasný	berrak	jasný	berrak	ADJ;INAN;NOM;MASC;SG;POS	
ozbrojené	silahlı	ozbrojený	silahlı	ADJ;NOM;MASC;PL;POS	
poskytl	sağlanan	poskytnout	sağla	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;POS;PRS;V.PTCP;PASS
jennifer	jennifer	jennifra	jennifer	PROPN;NOM;FEM;SG;POS	
značek	markalar	značka	marka	N;GEN;FEM;PL;POS	N;NOM;PL;3
podzimní	sonbaharda	podzimní	sonbaharda	ADJ;NOM;MASC;SG;POS	N;ESS;SG;3
podzimní	sonbahar	podzimní	sonbahar	ADJ;NOM;MASC;SG;POS	
patnáct	fifteen	patnáct	fifte	NUM;NOM;SG	
patnáct	onbeş	patnáct	onbeş	NUM;NOM;SG	
tibetu	tibet	tibet	tibet	N;INAN;DAT;MASC;SG;POS	
klíčové	anahtar	klíčový	anahtar	ADJ;NOM;MASC;PL;POS	N;NOM;SG;3
klíčové	key	klíčový	key	ADJ;NOM;MASC;PL;POS	
hity	vuruyor	hit	vur	N;INAN;NOM;MASC;PL;POS	V;PROG;IND;SG;3;POS;INFM;PRS
hity	vurur	hit	vur	N;INAN;NOM;MASC;PL;POS	
hity	hit	hit	hit	N;INAN;NOM;MASC;PL;POS	
tragédie	trajediler	tragedie	traje	N;NOM;FEM;SG;POS	N;NOM;PL;3
tragédie	trajik	tragedie	trajik	N;NOM;FEM;SG;POS	
tragédie	trajedi	tragedie	traje	N;NOM;FEM;SG;POS	
kritické	kritik	kritický	kritik	ADJ;NOM;NEUT;SG;POS	
kritické	eleştirel	kritický	eleştirel	ADJ;NOM;NEUT;SG;POS	
cenné	degerli	cenný	degerli	ADJ;NOM;MASC;PL;POS	
cenné	değerlidir	cenný	değerli	ADJ;NOM;MASC;PL;POS	
cenné	değerli	cenný	değerli	ADJ;NOM;MASC;PL;POS	
faktor	etken	faktor	etken	N;INAN;NOM;MASC;SG;POS	
faktor	faktör	faktor	faktör	N;INAN;NOM;MASC;SG;POS	
faktor	faktörü	faktor	faktörü	N;INAN;NOM;MASC;SG;POS	N;ACC;SG;3
hebrejsky	ibranice	hebrejsky	ibranice	ADV;POS	
soudy	mahkeme	soud	mahkem	N;INAN;NOM;MASC;PL;POS	
příbuzný	akrabalar	příbuzný	akraba	N;ANIM;NOM;MASC;SG;POS	N;NOM;PL;3
příbuzný	akraba	příbuzný	akraba	N;ANIM;NOM;MASC;SG;POS	
příbuzný	göreceli	příbuzný	gör	N;ANIM;NOM;MASC;SG;POS	
chodit	yürüyen	chodit	yürü	V;IPFV;POS;NFIN	V;PFV;IND;POS;PRS;V.PTCP
chodit	yürümek	chodit	yürü	V;IPFV;POS;NFIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
chodit	yürüyorum	chodit	yürü	V;IPFV;POS;NFIN	V;PROG;IND;SG;1;POS;INFM;PRS
chodit	yürüyüş	chodit	yürüyüş	V;IPFV;POS;NFIN	
chodit	yürüme	chodit	yürü	V;IPFV;POS;NFIN	
chodit	yürü	chodit	yürü	V;IPFV;POS;NFIN	V;PFV;IMP;SG;2;POS;PRS
chodit	yürüyüş	chodit	yürüyüş	V;IPFV;POS;NFIN	
nežádoucí	istenmeyen	žádoucí	iste	ADJ;NOM;MASC;SG;NEG	V;PFV;IND;NEG;PRS;V.PTCP;PASS
nežádoucí	istenmeyen	žádoucí	iste	ADJ;NOM;MASC;SG;NEG	V;PFV;IND;NEG;PRS;V.PTCP;PASS
vrah	katil	vrah	katil	N;ANIM;NOM;MASC;SG;POS	
vrah	katil	vrah	katil	N;ANIM;NOM;MASC;SG;POS	
potenciální	potansiyel	potenciální	potansiyel	ADJ;NOM;MASC;SG;POS	
koho	kimler	kdo	kim	PRO;ANIM;ACC;MASC	
koho	who	kdo	who	PRO;ANIM;ACC;MASC	
koho	kim	kdo	kim	PRO;ANIM;ACC;MASC	PRO;NOM;SG;3
souboj	düello	souboj	düello	N;INAN;NOM;MASC;SG;POS	
znečištění	kirliliği	znečištění	kirlilik	N;NOM;NEUT;SG;POS	N;ACC;SG;3
znečištění	kirlilik	znečištění	kirlilik	N;NOM;NEUT;SG;POS	
bytosti	canlılar	bytost	canlı	N;NOM;FEM;PL;POS	ADJ;NOM;PL;3
léčení	şifa	léčení	şifa	N;NOM;NEUT;SG;POS	
léčení	iyileştirici	léčení	iyileştirici	N;NOM;NEUT;SG;POS	V;PFV;IND;SG;2;POS;PRS;CAUS
léčení	iyileşme	léčení	iyileş	N;NOM;NEUT;SG;POS	V;PFV;NOM;IND;POS;PRS;V.MSDR
léčení	iyileştirme	léčení	iyileş	N;NOM;NEUT;SG;POS	V;PFV;IMP;SG;2;NEG;PRS;CAUS
léčení	muamele	léčení	muamele	N;NOM;NEUT;SG;POS	
písničky	şarkı	písnička	şarkı	N;NOM;FEM;PL;POS	
vyžadují	gerektirir	vyžadovat	gerek	V;IPFV;IND;PL;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;CAUS
bolest	acı	bolest	acı	N;NOM;FEM;SG;POS	
bolest	aci	bolest	aci	N;NOM;FEM;SG;POS	
bolest	ağrı	bolest	ağrı	N;NOM;FEM;SG;POS	
ploché	daire	plochý	daire	ADJ;NOM;NEUT;SG;POS	N;NOM;SG;3
ploché	düz	plochý	düz	ADJ;NOM;NEUT;SG;POS	
ploché	yassı	plochý	yass	ADJ;NOM;NEUT;SG;POS	
elitní	elit	elitní	elit	ADJ;NOM;MASC;SG;POS	
elitní	seçkin	elitní	seçkin	ADJ;NOM;MASC;SG;POS	
ali	ali	ali	al	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;NOM;SG;3
opakování	tekrarı	opakování	tekrarı	N;NOM;NEUT;SG;POS	
roviny	plains	rovina	plains	N;NOM;FEM;PL;POS	PROPN;NOM;SG;3
rozvíjí	geliştirir	rozvíjet	geliş	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;CAUS
klasického	klasik	klasický	klasik	ADJ;ANIM;GEN;MASC;SG;POS	
wan	wan	wan	wan	PROPN;INAN;NOM;MASC;SG;POS	
bloků	engeller	blok	engel	N;INAN;GEN;MASC;PL;POS	
bloků	blok	blok	blok	N;INAN;GEN;MASC;PL;POS	
ohně	yangın	oheň	yangın	N;INAN;GEN;MASC;SG;POS	
ohně	yangınlar	oheň	yangın	N;INAN;GEN;MASC;SG;POS	ADJ;NOM;PL;3
ohně	ateşler	oheň	ateş	N;INAN;GEN;MASC;SG;POS	
doporučená	tavsiye	doporučený	tavsiye	ADJ;NOM;FEM;SG;POS	
doporučená	önerilen	doporučený	öner	ADJ;NOM;FEM;SG;POS	V;PFV;IND;POS;PRS;V.PTCP;PASS
sněhu	kar	sníh	kar	N;INAN;GEN;MASC;SG;POS	
sněhu	karlı	sníh	karlı	N;INAN;GEN;MASC;SG;POS	
sněhu	pamuk	sníh	pamuk	N;INAN;GEN;MASC;SG;POS	
sněhu	karlar	sníh	kar	N;INAN;GEN;MASC;SG;POS	N;NOM;PL;3
leonard	leonard	leonard	leonar	N;ANIM;NOM;MASC;SG;POS	
florencie	florence	florencie	florence	PROPN;NOM;FEM;SG;POS	N;NOM;SG;3
florencie	floransa	florencie	floransa	PROPN;NOM;FEM;SG;POS	PROPN;NOM;SG;3
propagaci	tanıtımı	propagace	tanıtım	N;ACC;FEM;SG;POS	N;NOM;SG;3
propagaci	terfi	propagace	terfi	N;ACC;FEM;SG;POS	
propagaci	promosyon	propagace	promosyon	N;ACC;FEM;SG;POS	
propagaci	tanıtım	propagace	tanıtım	N;ACC;FEM;SG;POS	
vegas	vegas	vegas	vegas	PROPN;NOM;MASC;SG;POS	PROPN;NOM;SG;3
stupnice	ölçek	stupnice	ölçek	N;NOM;FEM;SG;POS	
stupnice	ölçekli	stupnice	ölçekli	N;NOM;FEM;SG;POS	
zeleně	yeşillik	zeleň	yeşillik	ADV;POS	N;NOM;SG;3
zeleně	yeşile	zeleň	yeşil	ADV;POS	
zeleně	yeşillik	zeleň	yeşillik	ADV;POS	N;NOM;SG;3
zeleně	yeşil	zeleň	yeşil	ADV;POS	ADJ
zeleně	green	zeleň	gre	ADV;POS	
zeleně	yeşili	zeleň	yeşil	ADV;POS	ADJ;ACC;SG;3
stuart	stuart	stuart	stuart	PROPN;ANIM;NOM;MASC;SG;POS	
přehrada	dam	přehrada	dam	N;NOM;FEM;SG;POS	
přehrada	baraj	přehrada	baraj	N;NOM;FEM;SG;POS	
kristina	kristina	kristina	krist	N;NOM;FEM;SG;POS	N;DAT;SG;3
menšiny	azınlık	menšina	azınlık	N;NOM;FEM;PL;POS	N;NOM;SG;3
menšiny	azınlık	menšina	azınlık	N;NOM;FEM;PL;POS	N;NOM;SG;3
menšiny	azınlıkların	menšina	azınlık	N;NOM;FEM;PL;POS	N;GEN;PL;3
sebastian	sebastian	sebastian	sebastian	N;ANIM;NOM;MASC;SG;POS	
ted	ted	ted	ted	PROPN;NOM;MASC;SG;POS	
prokopa	procopius	prokop	procopius	N;ANIM;ACC;MASC;SG;POS	
odráží	yansıyan	odrážet	yansı	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;PFV;IND;POS;PRS;V.PTCP
odráží	yansıtıyor	odrážet	yansı	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS;CAUS
photo	fotograf	photo	fotograf	PROPN;NOM;MASC;SG;POS	
photo	foto	photo	foto	PROPN;NOM;MASC;SG;POS	
photo	fotoğraf	photo	fotoğraf	PROPN;NOM;MASC;SG;POS	
usnesení	kararları	usnesení	karar	N;NOM;NEUT;SG;POS	N;ACC;PL;3
usnesení	kararlar	usnesení	karar	N;NOM;NEUT;SG;POS	N;NOM;PL;3
usnesení	çözüm	usnesení	çözüm	N;NOM;NEUT;SG;POS	
stěna	duvar	stěna	duvar	N;NOM;FEM;SG;POS	
tendence	eğilimler	tendence	eğilim	N;NOM;FEM;SG;POS	N;NOM;PL;3
tendence	eğilim	tendence	eğ	N;NOM;FEM;SG;POS	
tendence	eğilim	tendence	eğ	N;NOM;FEM;SG;POS	
berdych	berdych	berdy	berdych	N;INAN;NOM;MASC;SG;POS	
tma	karanlık	tma	karanlık	N;NOM;FEM;SG;POS	
tma	karanlıklar	tma	karanlık	N;NOM;FEM;SG;POS	ADJ;NOM;PL;3
tma	karanlığın	tma	karanlık	N;NOM;FEM;SG;POS	ADJ;GEN;SG;3
tma	karanlığı	tma	karanlık	N;NOM;FEM;SG;POS	ADJ;ACC;SG;3
madridu	madrid	madrida	madrid	PROPN;INAN;GEN;MASC;SG;POS	PROPN;NOM;SG;3
počítačová	bilgisayar	počítačový	bilgisayar	ADJ;NOM;FEM;SG;POS	N;NOM;SG;3
prsten	ring	prsten	ring	N;INAN;NOM;MASC;SG;POS	
prsten	halka	prsten	halka	N;INAN;NOM;MASC;SG;POS	
kořist	ganimetler	kořist	ganimet	N;NOM;FEM;SG;POS	N;NOM;PL;3
kořist	ganimetleri	kořist	ganimet	N;NOM;FEM;SG;POS	N;NOM;PL;3
kořist	yağma	kořist	yağ	N;NOM;FEM;SG;POS	
kořist	av	kořist	av	N;NOM;FEM;SG;POS	
skladatelů	besteciler	skladatel	besteci	N;ANIM;GEN;MASC;PL;POS	N;NOM;PL;3
virginie	virginia	virginie	virgini	N;NOM;FEM;SG;POS	
účastníky	katılanlar	účastník	katılan	N;ANIM;ACC;MASC;PL;POS	N;NOM;PL;3
účastníky	katılımcılar	účastník	katılımcı	N;ANIM;ACC;MASC;PL;POS	N;NOM;PL;3
demonstrace	gösteri	demonstrace	göster	N;NOM;FEM;SG;POS	
demonstrace	gösteriler	demonstrace	göster	N;NOM;FEM;SG;POS	N;NOM;PL;3
posílení	güçlendirme	posílení	güçlen	N;NOM;NEUT;SG;POS	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
posílení	güçlendirmek	posílení	güçlen	N;NOM;NEUT;SG;POS	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
posílení	güçlendirme	posílení	güçlen	N;NOM;NEUT;SG;POS	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
posílení	takviye	posílení	takviye	N;NOM;NEUT;SG;POS	
blood	kan	blood	kan	PROPN;NOM;MASC;SG;POS	
blood	blood	blood	blood	PROPN;NOM;MASC;SG;POS	
metoděje	methodius	metoděj	methodius	N;ANIM;NOM;MASC;PL;POS	
interní	dahili	interní	dahil	ADJ;NOM;MASC;SG;POS	
rohy	köşeleri	roh	köşe	N;INAN;NOM;MASC;PL;POS	N;ACC;PL;3
rohy	köşe	roh	köşe	N;INAN;NOM;MASC;PL;POS	
rohy	boynuz	roh	boynuz	N;INAN;NOM;MASC;PL;POS	
rohy	boynuzlu	roh	boynuzlu	N;INAN;NOM;MASC;PL;POS	
odstraněny	çıkarıldı	odstraněný	çıkar	ADJ;INAN;PL;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
odstraněny	kaldırılmış	odstraněný	kal	ADJ;INAN;PL;POS;V.PTCP;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
odstraněny	kaldırıldı	odstraněný	kal	ADJ;INAN;PL;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
tokio	tokyo	tokio	tokyo	PROPN;NOM;NEUT;SG;POS	PROPN;NOM;SG;3
spuštění	başlangıç	spuštění	başlangıç	N;NOM;NEUT;SG;POS	
spuštění	fırlatma	spuštění	fırlatma	N;NOM;NEUT;SG;POS	V;PFV;IMP;SG;2;NEG;PRS;CAUS
spuštění	fırlatma	spuštění	fırlatma	N;NOM;NEUT;SG;POS	V;PFV;IMP;SG;2;NEG;PRS;CAUS
spuštění	başlat	spuštění	başlat	N;NOM;NEUT;SG;POS	
lotus	lotus	lotus	lotus	N;INAN;NOM;MASC;SG;POS	
dodává	ekler	dodávat	ek	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	
dodává	ekleme	dodávat	ekle	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	
dodává	ekliyor	dodávat	ekle	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
váhy	terazi	váha	terazi	N;NOM;FEM;PL;POS	
váhy	ağırlıkları	váha	ağırlık	N;NOM;FEM;PL;POS	N;ACC;PL;3
váhy	ağırlık	váha	ağırlık	N;NOM;FEM;PL;POS	
váhy	ağırlığı	váha	ağırlık	N;NOM;FEM;PL;POS	N;NOM;SG;3
váhy	ağırlık	váha	ağırlık	N;NOM;FEM;PL;POS	
váhy	kilosu	váha	kilo	N;NOM;FEM;PL;POS	N;NOM;SG;3
váhy	kilo	váha	kilo	N;NOM;FEM;PL;POS	
váhy	pul	váha	pul	N;NOM;FEM;PL;POS	
váhy	terazi	váha	terazi	N;NOM;FEM;PL;POS	
závislá	bağımlı	závislý	bağımlı	ADJ;NOM;FEM;SG;POS	
závislá	bağımlı	závislý	bağımlı	ADJ;NOM;FEM;SG;POS	
marseille	marsilya	marseille	marsilya	PROPN;NEUT;POS	N;NOM;SG;3
marseille	marsilya	marseille	marsilya	PROPN;NEUT;POS	N;NOM;SG;3
hnědá	brown	hnědý	brown	ADJ;NOM;FEM;SG;POS	
hnědá	kumral	hnědý	kumral	ADJ;NOM;FEM;SG;POS	
hnědá	kahverengi	hnědý	kahverengi	ADJ;NOM;FEM;SG;POS	
hnědá	esmer	hnědý	esmer	ADJ;NOM;FEM;SG;POS	
potter	potter	potter	potter	N;ANIM;NOM;MASC;SG;POS	
charlotte	charlotte	charlott	charlot	PROPN;FEM;SG;POS	PROPN;NOM;SG;3
roland	roland	roland	roland	PROPN;ANIM;NOM;MASC;SG;POS	
vlajku	bayrağı	vlajka	bayrak	N;ACC;FEM;SG;POS	N;NOM;SG;3
vlajku	bayrak	vlajka	bayrak	N;ACC;FEM;SG;POS	
těsné	sımsıkı	těsný	sımsıkı	ADJ;NOM;NEUT;SG;POS	
těsné	sıkı	těsný	sık	ADJ;NOM;NEUT;SG;POS	
těsné	sıkıca	těsný	sıkı	ADJ;NOM;NEUT;SG;POS	
těsné	dar	těsný	dar	ADJ;NOM;NEUT;SG;POS	
kibucu	kibbutz	kibuce	kibbutz	N;INAN;DAT;MASC;SG;POS	N;NOM;SG;3
náboje	fişek	náboj	fişek	N;INAN;NOM;MASC;PL;POS	N;NOM;SG;3
náboje	kurşunlar	náboj	kurşun	N;INAN;NOM;MASC;PL;POS	ADJ;NOM;PL;3
náboje	kurşun	náboj	kurşun	N;INAN;NOM;MASC;PL;POS	
náboje	mermi	náboj	mermi	N;INAN;NOM;MASC;PL;POS	
náboje	kabuk	náboj	kabuk	N;INAN;NOM;MASC;PL;POS	
indianapolis	indianapolis	indianapolis	indianapolis	PROPN;INAN;NOM;MASC;SG;POS	PROPN;NOM;SG;3
náhradní	yedek	náhradní	yedek	ADJ;NOM;MASC;SG;POS	
náhradní	değiştirme	náhradní	değiş	ADJ;NOM;MASC;SG;POS	V;PFV;IMP;SG;2;NEG;PRS;CAUS
sportovec	sporcu	sportovec	sporcu	N;ANIM;NOM;MASC;SG;POS	
sportovec	sporcu	sportovec	sporcu	N;ANIM;NOM;MASC;SG;POS	
fyzika	fizik	fyzika	fizik	N;NOM;FEM;SG;POS	
warner	uyarıcı	warner	uyarıcı	PROPN;ANIM;NOM;MASC;SG;POS	
warner	warner	warner	warner	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;NOM;SG;3
krk	krk	krk	krk	N;INAN;NOM;MASC;SG;POS	PROPN;NOM;SG;3
krk	boynu	krk	boynu	N;INAN;NOM;MASC;SG;POS	
krk	boyun	krk	boyun	N;INAN;NOM;MASC;SG;POS	
rameno	omuz	rameno	omuz	N;NOM;NEUT;SG;POS	
rameno	omuza	rameno	omuz	N;NOM;NEUT;SG;POS	
edmund	edmund	edmund	ed	PROPN;ANIM;NOM;MASC;SG;POS	
udělení	verilmesi	udělení	ver	N;NOM;NEUT;SG;POS	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
pri	pri	pri	pri	PROPN;FEM;POS	
klein	klein	klein	kle	PROPN;ANIM;NOM;MASC;SG;POS	
automatické	auto	automatický	auto	ADJ;NOM;NEUT;SG;POS	
automatické	otomobil	automatický	otomobil	ADJ;NOM;NEUT;SG;POS	N;NOM;SG;3
automatické	otomatik	automatický	otomatik	ADJ;NOM;NEUT;SG;POS	
automatické	oto	automatický	oto	ADJ;NOM;NEUT;SG;POS	
automatické	otomatik	automatický	otomatik	ADJ;NOM;NEUT;SG;POS	
oskar	oskar	oskar	oskar	PROPN;ANIM;NOM;MASC;SG;POS	
oskar	oscar	oskar	oscar	PROPN;ANIM;NOM;MASC;SG;POS	
oskar	oskar	oskar	oskar	PROPN;ANIM;NOM;MASC;SG;POS	
živá	live	živý	live	ADJ;NOM;FEM;SG;POS	
živá	yaşa	živý	yaşa	ADJ;NOM;FEM;SG;POS	
živá	canlı	živý	canlı	ADJ;NOM;FEM;SG;POS	
živá	canlı	živý	canlı	ADJ;NOM;FEM;SG;POS	
živá	hayatta	živý	hayat	ADJ;NOM;FEM;SG;POS	N;ESS;SG;3
živá	canlı	živý	canlı	ADJ;NOM;FEM;SG;POS	
spektrum	spectra	spektrum	spectra	N;NOM;NEUT;SG;POS	
integrace	bütünleşme	integrace	bütünleş	N;NOM;FEM;SG;POS	V;PFV;NOM;IND;POS;PRS;V.MSDR
integrace	entegrasyonu	integrace	entegrasyon	N;NOM;FEM;SG;POS	N;ACC;SG;3
upozornit	bildir	upozornit	bil	V;PFV;POS;NFIN	
