berkeley	berkeley	berkeley	berkeley	PROPN	PROPN
kelautan	marine	kelautan	marin	N;SG	N;INDF;FEM;PL
bayangan	umbrele	bayangan	umbră	N;SG	N;DEF;FEM;PL
bayangan	umbre	bayangan	umbră	N;SG	N;INDF;FEM;PL
close	inchide	close	inchide	PROPN	V;IND;SG;3;PRS;FIN
close	inchide	close	inchide	PROPN	V;IND;SG;3;PRS;FIN
eddy	eddy	eddy	eddy	PROPN	N;INDF;MASC;SG
ajax	ajax	ajax	ajax	PROPN	N;INDF;MASC;SG
romeo	romeo	romeo	romeo	PROPN	PROPN
justin	justin	justin	justin	PROPN	
waris	waris	waris	waris	N;SG	
dirasakan	perceput	dirasakan	percepe	V;SG;PASS	ADJ;INDF;MASC;SG
dirasakan	perceputa	dirasakan	percepe	V;SG;PASS	N;DEF;FEM;SG
dirasakan	percepute	dirasakan	percepe	V;SG;PASS	ADJ;INDF;FEM;PL
dirasakan	simtit	dirasakan	simți	V;SG;PASS	ADJ;INDF;MASC;SG
dirasakan	simtit	dirasakan	simți	V;SG;PASS	ADJ;INDF;MASC;SG
keterbatasan	limitarile	keterbatasan	limitare	N;SG	N;DEF;FEM;PL
keterbatasan	limitari	keterbatasan	limitar	N;SG	N;INDF;FEM;PL
monica	monica	monica	monică	PROPN	N;DEF;FEM;SG
sendirian	singura	sendirian	singur	N;SG	ADJ;DEF;FEM;SG
sendirian	singur	sendirian	singur	N;SG	ADJ;INDF;MASC;SG
sendirian	singuri	sendirian	singur	N;SG	V;IND;PL;2;IPFV;FIN
bio	bio	bio	bio	PROPN	
bio	biografia	bio	biografie	PROPN	N;DEF;FEM;SG
bio	biografie	bio	biografie	PROPN	N;INDF;FEM;SG
ilegal	ilegale	ilegal	ilegal	N;SG	ADJ;INDF;FEM;PL
ilegal	ilegal	ilegal	ilegal	N;SG	ADV
berbunyi	bip	berbunyi	bip	V;SG;ACT	N;INDF;MASC;SG
busur	arcuri	busur	arc	N;SG	N;INDF;FEM;PL
busur	bow	busur	bow	N;SG	PROPN
linecolor	linecolor	linecolor	linecolor	PROPN	N;INDF;MASC;SG
joo	joo	joo	joo	PROPN	PROPN
kantong	buzunare	kantong	buzunar	N;SG	N;INDF;FEM;PL
kantong	buzunarele	kantong	buzunar	N;SG	N;DEF;FEM;PL
kantong	pungi	kantong	pungă	N;SG	N;INDF;FEM;PL
kantong	bagajele	kantong	bagaj	N;SG	N;DEF;FEM;PL
kantong	saci	kantong	sac	N;SG	N;INDF;MASC;PL
kantong	genti	kantong	genti	N;SG	N;INDF;FEM;PL
kantong	genti	kantong	genti	N;SG	N;INDF;FEM;PL
copy	copia	copy	copie	PROPN	N;DEF;FEM;SG
copy	copiere	copy	copiere	PROPN	N;INDF;FEM;SG
copy	copie	copy	copie	PROPN	N;INDF;FEM;SG
copy	copiaza	copy	copiază	PROPN	V;IND;SG;3;IPFV;FIN
fisikawan	fizicieni	fisikawan	fizician	N;MASC;SG	N;INDF;MASC;PL
fisikawan	fizicienii	fisikawan	fizician	N;MASC;SG	N;DEF;MASC;PL
puasa	repede	puasa	repede	PROPN;SG	ADV
puasa	rapid	puasa	rapid	PROPN;SG	ADV
puasa	rapida	puasa	rapida	PROPN;SG	ADJ;DEF;FEM;SG
dollar	dolari	dollar	dolar	PROPN	N;INDF;MASC;PL
dollar	dolarul	dollar	dolar	PROPN	N;DEF;MASC;SG
dollar	dolar	dollar	dolar	PROPN	N;INDF;MASC;SG
mandala	mandala	mandala	mandala	PROPN	N;DEF;FEM;SG
depresi	deprimata	depresi	deprimat	N;SG	ADJ;DEF;FEM;SG
depresi	depresiva	depresi	depresiva	N;SG	ADJ;DEF;FEM;SG
depresi	deprimat	depresi	deprima	N;SG	ADJ;INDF;MASC;SG
pembaruan	actualizari	penbaruan	actualizare	N;SG	N;INDF;MASC;PL
pembaruan	actualizarile	penbaruan	actualizare	N;SG	N;DEF;FEM;PL
pembaruan	actualizeaza	penbaruan	actualizează	N;SG	V;IND;SG;3;IPFV;FIN
pembaruan	update	penbaruan	upda	N;SG	N;INDF;FEM;PL
evans	evans	evans	evans	PROPN	PROPN
rina	rina	rina	rină	PROPN	N;DEF;FEM;SG
moskow	moscova	moskow	moscova	PROPN	PROPN
moskow	moscovei	moskow	moscovă	PROPN	PROPN;DEF;FEM;SG
pengecualian	exceptii	pengecualian	except	N;SG	N;INDF;FEM;PL
butuh	nevoie	butuh	nevoie	V;SG;ACT	N;INDF;FEM;SG
sandra	sandra	sandra	sandra	PROPN	N;DEF;FEM;SG
keterlibatan	interactiuni	keterlibatan	interactiune	N;SG	N;INDF;FEM;PL
andre	andre	andre	andre	PROPN	PROPN
andre	andré	andre	andré	PROPN	PROPN
halo	halo	halo	halo	PROPN	N;INDF;MASC;SG
tendangan	lovituri	tendangan	lovitură	N;SG	N;INDF;FEM;PL
alexandria	alexandria	alexandria	alexandrie	PROPN;SG	PROPN
akira	akira	akira	akira	PROPN	PROPN
sasuke	sasuke	sasuke	sasuke	PROPN	
collins	collins	collins	collins	PROPN	PROPN
sing	canta	sing	cantă	PROPN	V;IND;SG;3;IPFV;FIN
sing	canta	sing	cantă	PROPN	V;IND;SG;3;IPFV;FIN
sing	canta	sing	cantă	PROPN	V;IND;SG;3;IPFV;FIN
dimasak	gatit	dimasak	gatit	V;SG;PASS	N;INDF;MASC;SG
dimasak	fierte	dimasak	fiertă	V;SG;PASS	N;INDF;FEM;PL
dimasak	gatita	dimasak	gatita	V;SG;PASS	N;DEF;FEM;SG
circle	cercurile	circle	cerc	PROPN	N;DEF;FEM;PL
circle	cercuri	circle	cerc	PROPN	N;INDF;FEM;PL
circle	cercul	circle	cerc	PROPN	N;DEF;MASC;SG
circle	circle	circle	circlu	PROPN	N;INDF;MASC;SG
circle	cerc	circle	cerc	PROPN	N;INDF;MASC;SG
gizi	nutritionale	gizi	nutritional	PROPN;SG	ADJ;INDF;FEM;PL
gizi	nutrienti	gizi	nutrient	PROPN;SG	N;INDF;MASC;PL
sato	sato	sato	sato	PROPN	V;IND;SG;3;PST;FIN
ditangani	manipulate	ditangani	manipulat	V;SG;PASS	ADJ;INDF;FEM;PL
industrial	industriala	industrial	industrial	PROPN	ADJ;DEF;FEM;SG
industrial	industriala	industrial	industrial	PROPN	ADJ;DEF;FEM;SG
industrial	industrial	industrial	industrial	PROPN	ADJ;INDF;MASC;SG
industrial	industriale	industrial	industrial	PROPN	ADJ;INDF;FEM;PL
kesimpulan	concluziile	kesimpulan	concluzie	N;SG	N;DEF;FEM;PL
kesimpulan	concluzii	kesimpulan	concluzie	N;SG	N;INDF;FEM;PL
kesimpulan	concluzii	kesimpulan	concluzie	N;SG	N;INDF;FEM;PL
penggambaran	reprezentari	pengambaran	reprezentar	N;SG	N;INDF;FEM;PL
nuh	noe	nuh	nou	PROPN	PROPN
nuh	noah	nuh	noah	PROPN	PROPN
menyembuhkan	leac	mensembuhkan	leac	V;SG;ACT	N;INDF;MASC;SG
menyembuhkan	cure	mensembuhkan	cur	V;SG;ACT	N;INDF;FEM;PL
menyembuhkan	cura	mensembuhkan	cură	V;SG;ACT	N;INDF;FEM;SG
eye	ochiul	eye	ochi	PROPN	N;DEF;MASC;SG
eye	ochi	eye	ochi	PROPN	N;INDF;MASC
eye	eye	eye	ey	PROPN	
runtuh	prabusit	runtuh	prabusi	;SG	ADJ;INDF;MASC;SG
runtuh	colapsul	runtuh	colaps	;SG	N;DEF;MASC;SG
runtuh	colaps	runtuh	colaps	;SG	N;INDF;MASC;SG
rita	rita	rita	rita	PROPN	N;DEF;FEM;SG
wwe	wwe	wwe	wwe	PROPN	PROPN
maritim	maritima	maritim	maritim	N	ADJ;DEF;FEM;SG
maritim	maritime	maritim	maritim	N	ADJ;INDF;FEM;PL
maritim	maritim	maritim	maritim	N	ADJ;INDF;MASC;SG
biologis	biologice	biologis	biologic	N;SG	ADJ;INDF;FEM;PL
biologis	biologic	biologis	biologic	N;SG	ADJ;INDF;MASC;SG
biologis	biologic	biologis	biologic	N;SG	ADJ;INDF;MASC;SG
inside	interior	inside	interior	PROPN	N;INDF;MASC;SG
inside	inauntru	inside	inauntru	PROPN	
lie	minciuna	lie	minciună	PROPN	N;DEF;FEM;SG
lie	minciuna	lie	minciună	PROPN	N;DEF;FEM;SG
kate	kate	kate	kate	PROPN	
sms	texte	sms	text	PROPN	N;INDF;FEM;PL
sms	sms	sms	sms	PROPN	N;INDF;MASC;SG
sms	text	sms	text	PROPN	N;INDF;MASC;SG
sms	textul	sms	text	PROPN	N;DEF;MASC;SG
kurt	kurt	kurt	kurt	PROPN	PROPN
andré	andré	andré	andré	PROPN	PROPN
dallas	dallas	dallas	dallas	PROPN	PROPN
diperluas	extinse	diperluas	extinde	V;SG;PASS	ADJ;INDF;FEM;PL
diperluas	extins	diperluas	extins	V;SG;PASS	ADJ;INDF;MASC;SG
diperluas	extinsa	diperluas	extinsa	V;SG;PASS	ADJ;DEF;FEM;SG
diperluas	prelungita	diperluas	prelungita	V;SG;PASS	ADJ;DEF;FEM;SG
diperluas	prelungit	diperluas	prelungi	V;SG;PASS	ADJ;INDF;MASC;SG
diperluas	extins	diperluas	extins	V;SG;PASS	ADJ;INDF;MASC;SG
diperluas	extinsa	diperluas	extinsa	V;SG;PASS	ADJ;DEF;FEM;SG
terganggu	distras	terganggu	distrage	V;SG;PASS	ADJ;INDF;MASC;SG
terganggu	distrasa	terganggu	distrasă	V;SG;PASS	N;DEF;FEM;SG
terganggu	intrerupt	terganggu	intrerupt	V;SG;PASS	ADJ;INDF;MASC;SG
terganggu	intrerupta	terganggu	intrerupt	V;SG;PASS	ADJ;DEF;FEM;SG
terganggu	deranjat	terganggu	deranja	V;SG;PASS	ADJ;INDF;MASC;SG
terganggu	deranjat	terganggu	deranja	V;SG;PASS	ADJ;INDF;MASC;SG
terganggu	enervat	terganggu	enervat	V;SG;PASS	ADJ;INDF;MASC;SG
add	adaugare	add	adaugare	PROPN	N;INDF;FEM;SG
add	adauga	add	adauga	PROPN	V;IND;SG;3;IPFV;FIN
add	add	add	add	PROPN	
add	adauga	add	adauga	PROPN	V;IND;SG;3;IPFV;FIN
perundingan	negocieri	penrundingan	negociere	N;SG	N;INDF;FEM;PL
perundingan	negocierile	penrundingan	negociere	N;SG	N;DEF;FEM;PL
temuan	constatari	temuan	constatar	N;SG	N;INDF;FEM;PL
temuan	constatarile	temuan	constatare	N;SG	N;DEF;FEM;PL
temuan	descoperiri	temuan	descoperire	N;SG	N;INDF;FEM;PL
antarmuka	interfetele	antarmuka	interfet	N;SG	N;DEF;FEM;PL
earl	earl	earl	earl	PROPN	PROPN
aditya	amelia	aditya	amelia	PROPN	PROPN
aditya	aditya	aditya	aditya	PROPN	PROPN
diagram	grafic	diagram	grafic	N;SG	ADV
diagram	diagrame	diagram	diagramă	N;SG	N;INDF;FEM;PL
transfermarkt	transfermarkt	transfermarkt	transfermarkt	PROPN	N;INDF;MASC;SG
elektro	elektro	elektro	elektro	N;SG	
elektro	electrice	elektro	electric	N;SG	ADJ;INDF;FEM;PL
elektro	electric	elektro	electric	N;SG	ADJ;INDF;MASC;SG
sandi	parole	sandi	parol	N;SG	N;INDF;FEM;PL
sandi	parolele	sandi	parol	N;SG	N;DEF;FEM;PL
administrator	administratori	administrator	administrator	N;SG	N;INDF;MASC;PL
administrator	administratorii	administrator	administrator	N;SG	N;DEF;MASC;PL
mewarisi	mostenit	menwarisi	mostenit	V;SG;ACT	ADJ;INDF;MASC;SG
mewarisi	mostenit	menwarisi	mostenit	V;SG;ACT	ADJ;INDF;MASC;SG
iucn	iucn	iucn	iucn	PROPN	N
neil	neil	neil	neil	PROPN	PROPN
susah	greu	susah	greu	ADJ;SG	ADV
susah	tare	susah	tare	ADJ;SG	ADV
susah	dificil	susah	dificil	ADJ;SG	ADV
susah	dificile	susah	dificil	ADJ;SG	ADJ;INDF;FEM;PL
defense	apararea	defense	aparare	PROPN	N;DEF;FEM;SG
defense	aparare	defense	aparare	PROPN	N;INDF;FEM;SG
defense	aparare	defense	aparare	PROPN	N;INDF;FEM;SG
pena	pen	pena	pen	PROPN;SG	
pena	stilou	pena	stilou	PROPN;SG	N;INDF;MASC;SG
pena	stilouri	pena	stilou	PROPN;SG	N;INDF;FEM;PL
pena	pixuri	pena	pix	PROPN;SG	N;INDF;FEM;PL
pena	pena	pena	pena	PROPN;SG	PROPN
gaza	gaza	gaza	gază	PROPN	PROPN
dilepaskan	lansat	dilepaskan	lansat	V;SG;PASS	ADJ;INDF;MASC;SG
dilepaskan	eliberat	dilepaskan	elibera	V;SG;PASS	ADJ;INDF;MASC;SG
dilepaskan	eliberata	dilepaskan	eliberat	V;SG;PASS	N;DEF;FEM;SG
colorado	colorado	colorado	colorado	PROPN	N;INDF;MASC;SG
aston	aston	aston	aston	PROPN	PROPN
mediterania	mediteranean	mediterania	mediteranean	N;SG	ADV
amanda	amanda	amanda	amanda	PROPN	PROPN
ketegangan	tensiuni	ketegangan	tensiune	N;SG	N;INDF;FEM;PL
sara	sara	sara	sară	PROPN	N;DEF;FEM;SG
borobudur	borobudur	borobudur	borobudur	PROPN	ADV
buru	buru	buru	buru	PROPN;SG;ACT	PROPN
yuki	yuki	yuki	yuki	PROPN;SG	PROPN
petir	tunete	petir	tunet	N;SG	N;INDF;FEM;PL
petir	fulgere	petir	fulger	N;SG	N;INDF;FEM;PL
petir	fulger	petir	fulger	N;SG	
janeiro	janeiro	janeiro	janeiro	PROPN	N;INDF;MASC;SG
glenn	glenn	glenn	glenn	PROPN	PROPN
movies	filme	movies	film	PROPN	N;INDF;FEM;PL
movies	filmele	movies	filme	PROPN	N;DEF;FEM;PL
eka	eka	eka	eka	PROPN	N;INDF;MASC
menantang	provocare	mentantang	provocare	V;SG;ACT	N;INDF;FEM;SG
menantang	provocarea	mentantang	provocare	V;SG;ACT	N;DEF;FEM;SG
menantang	provocator	mentantang	provocator	V;SG;ACT	ADJ;INDF;MASC;SG
menantang	provocatoare	mentantang	provocator	V;SG;ACT	ADJ;INDF;FEM
menantang	provocat	mentantang	provoca	V;SG;ACT	ADJ;INDF;MASC;SG
menantang	contestat	mentantang	contesta	V;SG;ACT	ADJ;INDF;MASC;SG
alberto	alberto	alberto	alberto	PROPN	PROPN
sex	sexul	sex	sex	PROPN	N;DEF;MASC;SG
sex	sex	sex	sex	PROPN	N;INDF;MASC;SG
edge	marginea	edge	margine	PROPN	N;DEF;FEM;SG
edge	edge	edge	edge	PROPN	N;INDF;MASC;SG
edge	margine	edge	margine	PROPN	N;INDF;FEM;SG
edge	muchie	edge	muchie	PROPN	N;INDF;FEM;SG
wide	larg	wide	larg	PROPN	ADV
wide	larga	wide	larg	PROPN	ADJ;DEF;FEM;SG
beatles	beatles	beatles	beatles	PROPN	PROPN
isaac	isaac	isaac	isaac	PROPN	PROPN
alfonso	alfonso	alfonso	alfonso	PROPN	PROPN
nhk	nhk	nhk	nhk	PROPN	N;INDF;MASC;SG
desainer	designeri	desainer	designere	N;SG	N;INDF;MASC;PL
kecerdasan	inteligent	kecerdasan	inteligent	N;SG	ADJ;INDF;MASC;SG
talang	jgheaburi	talang	jgheab	PROPN;SG;ACT	N;INDF;FEM;PL
modul	modulele	modul	modul	N;SG	N;DEF;FEM;PL
modul	module	modul	modul	N;SG	N;INDF;FEM;PL
redir	redir	redir	redire	PROPN	
kecewa	suparata	kecewa	suparata	ADJ;SG	N;DEF;FEM;SG
kecewa	dezamagita	kecewa	dezamagita	ADJ;SG	N;DEF;FEM;SG
yunus	yunus	yunus	yunus	PROPN	PROPN
yunus	iona	yunus	iona	PROPN	
yunus	jonah	yunus	jonah	PROPN	PROPN
indie	indie	indie	indie	PROPN	
zealand	zeelanda	zealand	zeelanda	PROPN	N;DEF;FEM;SG
bishop	episcop	bishop	episcop	PROPN	N;INDF;MASC;SG
bishop	bishop	bishop	bishop	PROPN	N;INDF;MASC;SG
bishop	episcopul	bishop	episcop	PROPN	N;DEF;MASC;SG
emmy	emmy	emmy	emmy	PROPN	N;INDF;MASC;SG
tinju	pumnii	tinju	pumn	N;SG	N;DEF;MASC;PL
tinju	pumni	tinju	pumn	N;SG	N;INDF;MASC;PL
diwakili	reprezentate	diwakili	reprezentat	V;SG;PASS	ADJ;INDF;FEM;PL
diwakili	reprezentat	diwakili	reprezenta	V;SG;PASS	ADJ;INDF;MASC;SG
diwakili	reprezentata	diwakili	reprezenta	V;SG;PASS	N;DEF;FEM;SG
pns	modesta	pns	modest	N;SG	ADJ;DEF;FEM;SG
pns	modest	pns	modest	N;SG	ADJ;INDF;MASC;SG
pns	modesta	pns	modest	N;SG	ADJ;DEF;FEM;SG
pns	modeste	pns	modest	N;SG	ADJ;INDF;FEM;PL
facto	facto	facto	facto	PROPN	
fortune	fortune	fortune	fortune	PROPN	
fortune	avere	fortune	avere	PROPN	N;INDF;FEM;SG
saudari	surori	saudari	soră		N;INDF;FEM;PL
saudari	surorilor	saudari	soră		N;DEF;MASC;PL
saudari	surorile	saudari	soră		N;DEF;FEM;PL
saudari	sora	saudari	soră		N;DEF;FEM;SG
saudari	sora	saudari	soră		N;DEF;FEM;SG
yamato	yamato	yamato	yamato	PROPN	PROPN
syah	shah	syah	shah	PROPN	PROPN
syah	sah	syah	sah	PROPN	
potret	portretele	potret	portret	N;SG	N;DEF;FEM;PL
potret	portrete	potret	portret	N;SG	N;INDF;FEM;PL
digabung	fuzionat	digabung	fuziona	V;SG;PASS	ADJ;INDF;MASC;SG
sofia	sofia	sofia	sofie	PROPN	N;DEF;FEM;SG
geng	geng	geng	geng	N;SG	
geng	bandele	geng	bandă	N;SG	N;DEF;FEM;PL
geng	bande	geng	bandă	N;SG	N;INDF;FEM;PL
nana	nana	nana	nană	PROPN	N;DEF;FEM;SG
nana	nanna	nana	nanna	PROPN	
meng	meng	meng	meng		N;INDF;MASC;SG
mengejutkan	surprinzatoare	menkejutkan	surprinzator	V;SG;ACT	ADJ;INDF;FEM
mengejutkan	surprinzator	menkejutkan	surprinzator	V;SG;ACT	ADJ;INDF;MASC;SG
mengejutkan	surprinzator	menkejutkan	surprinzator	V;SG;ACT	ADJ;INDF;MASC;SG
mengejutkan	soc	menkejutkan	soc	V;SG;ACT	N;INDF;MASC;SG
mengejutkan	soc	menkejutkan	soc	V;SG;ACT	N;INDF;MASC;SG
memutar	rotativa	menputar	rotativa	V;SG;ACT	N;DEF;FEM;SG
memutar	redarea	menputar	redare	V;SG;ACT	N;DEF;FEM;SG
memutar	redare	menputar	redare	V;SG;ACT	N;INDF;FEM;SG
memutar	rotire	menputar	rotire	V;SG;ACT	N;INDF;FEM;SG
maps	harti	maps	harti	PROPN	N;INDF;FEM;PL
maps	harti	maps	harti	PROPN	N;INDF;FEM;PL
beracun	toxic	berracun	toxic	V;SG;ACT	ADJ;INDF;MASC;SG
beracun	toxica	berracun	toxică	V;SG;ACT	ADJ;DEF;FEM;SG
beracun	toxice	berracun	toxic	V;SG;ACT	ADJ;INDF;FEM;PL
beracun	otravitor	berracun	otravitor	V;SG;ACT	ADJ;INDF;MASC;SG
beracun	otravitoare	berracun	otravitor	V;SG;ACT	ADJ;INDF;FEM
joon	joon	joon	joon	PROPN	PROPN
kelainan	anomalii	kelainan	anomalie	N;SG	N;INDF;FEM;PL
kiev	kiev	kiev	kiev	PROPN	PROPN
kosta	costa	kosta	costa	PROPN	V;IND;SG;3;IPFV;FIN
kosta	kosta	kosta	kosta	PROPN	N;DEF;FEM;SG
diarahkan	dirijat	diarahkan	dirija	V;SG;PASS	ADJ;INDF;MASC;SG
diarahkan	regizat	diarahkan	regiza	V;SG;PASS	ADJ;INDF;MASC;SG
diarahkan	regia	diarahkan	regie	V;SG;PASS	N;DEF;FEM;SG
bibir	buze	bibir	buză	PROPN;SG	N;INDF;FEM;PL
bibir	buzele	bibir	buză	PROPN;SG	N;DEF;FEM;PL
bibir	buza	bibir	buză	PROPN;SG	N;DEF;FEM;SG
bibir	lip	bibir	lip	PROPN;SG	
bibir	buza	bibir	buză	PROPN;SG	N;DEF;FEM;SG
hamburg	hamburg	hamburg	hamburg	PROPN	PROPN
lada	ardei	lada	ardei	N;SG	
direbut	recucerit	direbut	recuceri	V;SG;PASS	ADJ;INDF;MASC;SG
direbut	capturat	direbut	capturat	V;SG;PASS	ADJ;INDF;MASC;SG
direbut	capturata	direbut	capturat	V;SG;PASS	N;DEF;FEM;SG
direbut	capturate	direbut	captura	V;SG;PASS	ADJ;INDF;FEM;PL
agnes	agnes	agnes	agnes	PROPN	PROPN
asyur	asiria	asyur	asiria	PROPN;SG	N;DEF;FEM;SG
ontario	ontario	ontario	ontario	PROPN	PROPN
anggun	eleganta	anggun	elegant	ADJ;SG	N;DEF;FEM;SG
saka	saka	saka	sakă	PROPN	
genetika	genetic	genetika	genetic	N;SG	ADJ;INDF;MASC;SG
genetika	genetice	genetika	genetic	N;SG	ADJ;INDF;FEM;PL
ricardo	ricardo	ricardo	ricardo	PROPN	PROPN
erwin	erwin	erwin	erwin	PROPN	PROPN
spanish	spaniola	spanish	spaniolă	PROPN	N;DEF;FEM;SG
spanish	spanioli	spanish	spaniol	PROPN	ADJ;INDF;MASC;PL
spanish	spaniola	spanish	spaniolă	PROPN	N;DEF;FEM;SG
spanish	spaniol	spanish	spaniol	PROPN	ADJ;INDF;MASC;SG
dec	dec	dec	dec		N;INDF;MASC
somerset	somerset	somerset	somerset	PROPN	PROPN
hugo	hugo	hugo	hugo	PROPN	PROPN
identifikasi	identifica	identifikasi	identifica	N;SG	V;IND;SG;3;IPFV;FIN
identifikasi	identifica	identifikasi	identifica	N;SG	V;IND;SG;3;IPFV;FIN
identifikasi	identificate	identifikasi	identificat	N;SG	ADJ;INDF;FEM;PL
identifikasi	identificat	identifikasi	identifica	N;SG	ADJ;INDF;MASC;SG
identifikasi	identificata	identifikasi	identificat	N;SG	ADJ;DEF;FEM;SG
sahara	sahara	sahara	sahara	PROPN;SG	PROPN
rhin	rhin	rhin	rhin	PROPN	N;INDF;MASC;SG
watanabe	watanabe	watanabe	watanabe	PROPN	PROPN
dilatih	antrenat	dilatih	antrenat	V;SG;PASS	ADJ;INDF;MASC;SG
dilatih	dresat	dilatih	dresa	V;SG;PASS	ADJ;INDF;MASC;SG
dilatih	instruit	dilatih	instruit	V;SG;PASS	ADJ;INDF;MASC;SG
dilatih	antrenata	dilatih	antrenată	V;SG;PASS	N;DEF;FEM;SG
vintage	vintage	vintage	vintag	PROPN	
vintage	epoca	vintage	epocă	PROPN	N;DEF;FEM;SG
peti	lazi	peti	laz	N;SG	N;INDF;FEM;PL
terintegrasi	integrate	terintegrasi	integra	V;SG;PASS	ADJ;INDF;FEM;PL
terintegrasi	integrat	terintegrasi	integrat	V;SG;PASS	ADJ;INDF;MASC;SG
terintegrasi	integrata	terintegrasi	integrat	V;SG;PASS	ADJ;DEF;FEM;SG
lucas	lucas	lucas	lucas	PROPN	PROPN
beauty	frumusete	beauty	frumuset	PROPN	N;INDF;FEM;SG
beauty	frumusete	beauty	frumuset	PROPN	N;INDF;FEM;SG
beauty	frumusetea	beauty	frumusete	PROPN	N;DEF;FEM;SG
kentang	cartofi	kentang	cartof	N;SG	N;INDF;MASC;PL
kentang	cartofii	kentang	cartof	N;SG	N;DEF;MASC;PL
kentang	cartofi	kentang	cartof	N;SG	N;INDF;MASC;PL
meletus	erupe	menletus	erupă	V;SG;ACT	
meletus	erupe	menletus	erupă	V;SG;ACT	
meeting	intalnire	meeting	intalnire	PROPN	N;INDF;FEM;SG
meeting	intalnirea	meeting	intalnire	PROPN	N;DEF;FEM;SG
meeting	intalnire	meeting	intalnire	PROPN	N;INDF;FEM;SG
madonna	madonna	madonna	madonna	PROPN	N;DEF;FEM;SG
chu	chu	chu	chu	PROPN	N;INDF;MASC;SG
lotus	lotus	lotus	lotus	PROPN	N;INDF;MASC;SG
warren	warren	warren	warren	PROPN	PROPN
dai	dai	dai	da	PROPN	V;IND;SG;2;PRS;FIN
jual	vand	jual	vand	N;SG;ACT	
jual	vinde	jual	vinde	N;SG;ACT	V;IND;SG;3;PRS;FIN
jual	vand	jual	vand	N;SG;ACT	
jual	vind	jual	vinde	N;SG;ACT	
jual	vand	jual	vand	N;SG;ACT	
jual	vind	jual	vinde	N;SG;ACT	
jual	vand	jual	vand	N;SG;ACT	
canggih	avansate	canggih	avansat	N;SG	ADJ;INDF;FEM;PL
canggih	avansat	canggih	avansa	N;SG	ADJ;INDF;MASC;SG
canggih	sofisticate	canggih	sofistica	N;SG	ADJ;INDF;FEM;PL
canggih	sofisticat	canggih	sofistica	N;SG	ADJ;INDF;MASC;SG
canggih	sofisticata	canggih	sofisticat	N;SG	ADJ;DEF;FEM;SG
sierra	sierra	sierra	sierră	PROPN	PROPN
mengutip	citand	menutip	citand	V;SG;ACT	
mengutip	citand	menutip	citand	V;SG;ACT	
mengutip	invocand	menutip	invocand	V;SG;ACT	
led	leduri	led	ledură	PROPN	N;INDF;FEM;PL
mao	mao	mao	mao		PROPN
haiti	haiti	haiti	haiti	N	PROPN
resi	rishi	resi	rishi	PROPN	
resi	primire	resi	primire	PROPN	N;INDF;FEM;SG
resi	primirea	resi	primire	PROPN	N;DEF;FEM;SG
olivia	olivia	olivia	olivie	PROPN	N;DEF;FEM;SG
pre	pre	pre	pre	PROPN	
somalia	somalia	somalia	somalie	PROPN	N;DEF;FEM;SG
somalia	somaleze	somalia	somala	PROPN	V;IND;SG;3;PRS;FIN
hasyim	hashim	hasyim	hashim	PROPN	
olympic	olimpice	olympic	olimpic	PROPN	ADJ;INDF;FEM;PL
olympic	olimpic	olympic	olimpic	PROPN	ADJ;INDF;MASC;SG
olympic	olympic	olympic	olympic	PROPN	PROPN
dialihkan	deviat	dialihkan	devia	V;SG;PASS	ADJ;INDF;MASC;SG
ragu	indoielnic	ragu	indoielnic	ADJ;SG	ADV
ragu	ezita	ragu	ezita	ADJ;SG	V;IND;SG;3;IPFV;FIN
ragu	dubii	ragu	dubiu	ADJ;SG	N;INDF;FEM;PL
ragu	indoieli	ragu	indoieală	ADJ;SG	
ragu	indoielile	ragu	indoieală	ADJ;SG	N;DEF;FEM;PL
menghargai	apreciem	menhargai	aprecie	V;SG;ACT	V;IND;PL;1;PRS;FIN
orkestra	orchestre	orkestra	orchestru	N;SG	N;INDF;FEM;PL
suriname	surinam	suriname	surina	N	PROPN
audi	audi	audi	audi	PROPN	N;INDF;MASC
ang	ang	ang	ang	PROPN	N;INDF;MASC;SG
kapel	chapel	kapel	chapel	N	PROPN
baghdad	bagdad	baghdad	bagdad	PROPN	N;INDF;MASC;SG
bae	bae	bae	bane	PROPN	N;INDF;MASC;SG
driver	sofer	driver	sofer	PROPN	N;INDF;MASC;SG
driver	driver	driver	driver	PROPN	N;INDF;MASC;SG
driver	sofer	driver	sofer	PROPN	N;INDF;MASC;SG
sans	sans	sans	sans	PROPN	
look	uite	look	uita	PROPN	
hias	ornamentale	hias	ornamental	N;SG;ACT	ADJ;INDF;FEM;PL
hias	decora	hias	decora	N;SG;ACT	V;IND;SG;3;IPFV;FIN
solar	solare	solar	solar	PROPN	N;INDF;FEM;PL
solar	solara	solar	solară	PROPN	N;DEF;FEM;SG
solar	solar	solar	solar	PROPN	N;INDF;MASC;SG
kotor	murdare	kotor	murdar	ADJ;SG	ADJ;INDF;FEM;PL
kotor	murdari	kotor	murdar	ADJ;SG	ADJ;INDF;MASC;PL
yuri	iuri	yuri	iuri	PROPN	PROPN
yuri	yuri	yuri	yuri	PROPN	PROPN
sunni	sunni	sunni	sunn	PROPN	
tian	tian	tian	tian	PROPN	N;INDF;MASC;SG
crazy	nebunie	crazy	nebunie	PROPN	N;INDF;FEM;SG
crazy	nebuni	crazy	nebun	PROPN	N;INDF;MASC;PL
