守山	moriyama	守山	moriya	PROPN	N;DAT;FEM;DU
ドラキュラ	drakula	ドラキュラ	drakul	PROPN	N;NOM;MASC;SG
ルネ	rené	ルネ	rené	PROPN	PROPN;NOM;MASC;SG
ルネ	rene	ルネ	rena	PROPN	PROPN;NOM;MASC;SG
ルネ	rené	ルネ	rené	PROPN	PROPN;NOM;MASC;SG
ルネ	rene	ルネ	rena	PROPN	PROPN;NOM;MASC;SG
グラハム	graham	グラハム	grahati	PROPN	N;DAT;MASC;SG
正博	masahiro	正博	masahira	PROPN	N;NOM;FEM;SG
デューク	vojvodo	デューク	vojvoda	PROPN	N;ACC;FEM;SG
デューク	duke	デューク	duka	PROPN	N;NOM;MASC;SG
デューク	knez	デューク	knez	PROPN	N;NOM;MASC;SG
デューク	vojvoda	デューク	vojvoda	PROPN	N;NOM;MASC;SG
ソナー	sonar	ソナー	sonar	PROPN	N;NOM;MASC;SG
充電	polnim	充電	poln	N	ADJ;DAT;MASC;PL
グラブ	zagrabi	グラブ	zagrabiti	N	V;PFV;IND;SG;3;PRS;FIN
グラブ	zgrabi	グラブ	zgrabiti	N	V;PFV;IND;SG;3;PRS;FIN
バーミンガム	birminghamu	バーミンガム	birmingham	PROPN	N;DAT;MASC;SG
マイヤー	meyer	マイヤー	meyero	PROPN	
リリー	lili	リリー	liti	PROPN	N;NOM;MASC;SG
リリー	lily	リリー	lily	PROPN	PROPN;NOM;FEM;SG
停泊	privez	停泊	privez	V	N;NOM;MASC;SG
隠岐	oki	隠岐	oki	PROPN	N;NOM;MASC;SG
チャイ	chai	チャイ	chat	PROPN	
デラウェア	delaware	デラウェア	delawar	PROPN	N;NOM;MASC;SG
ペーター	peter	ペーター	peter	PROPN	N;NOM;MASC;SG
ペーター	petra	ペーター	peter	PROPN	N;NOM;MASC;SG
既婚	poročeni	既婚	poročen	N	ADJ;NOM;MASC;PL;V.PTCP
既婚	poročen	既婚	poročen	N	ADJ;NOM;INDF;MASC;SG;V.PTCP
既婚	poročena	既婚	poročen	N	ADJ;NOM;FEM;SG;V.PTCP
陽性	pozitiven	陽性	pozitiven	N	ADJ;NOM;INDF;MASC;SG
陽性	pozitivni	陽性	pozitiven	N	ADJ;NOM;MASC;SG
陽性	pozitivna	陽性	pozitiven	N	ADJ;NOM;FEM;SG
陽性	pozitivno	陽性	pozitiven	N	ADV
陽性	pozitivne	陽性	pozitiven	N	ADJ;NOM;FEM;PL
チョーク	zadavil	チョーク	zadaviti	N	V;PFV;MASC;SG;V.PTCP
四十	forty	四十	forty	NUM	N;NOM;MASC;SG
同	skladnost	同	skladnost	ADJ	N;NOM;FEM;SG
コミュニティー	skupnost	コミュニティー	skupnost	V	N;NOM;FEM;SG
コミュニティー	skupnosti	コミュニティー	skupnost	V	N;GEN;FEM;PL
施策	politik	施策	politik	V	N;NOM;MASC;SG
施策	police	施策	polica	V	N;NOM;FEM;PL
施策	politike	施策	politika	V	N;NOM;FEM;PL
カリスマ	karizmatičen	カリスマ	karizmatičen	N	ADJ;NOM;INDF;MASC;SG
吹く	udarci	吹く	udarec	V	N;NOM;MASC;PL
淡水	sladkovodnih	淡水	sladkovoden	PROPN	ADJ;GEN;MASC;PL
ドキドキ	zanimivo	ドキドキ	zanimiv	PROPN	ADJ;NOM;NEUT;SG
ドキドキ	razburljivo	ドキドキ	razburljiv	PROPN	ADJ;NOM;NEUT;SG
驚き	presenečenje	驚き	presenečenje	V	N;NOM;NEUT;SG
ジェフリー	jeffrey	ジェフリー	jeffrey	PROPN	PROPN;NOM;MASC;SG
廃墟	uniči	廃墟	uničiti	N	V;PFV;IND;SG;3;PRS;FIN
故意	namerno	故意	namerno	N	ADV
故意	namerno	故意	namerno	N	ADV
故意	namenoma	故意	namenoma	N	ADV
故意	namenoma	故意	namenoma	N	ADV
故意	namerno	故意	namerno	N	ADV
ニコ	nico	ニコ	biti	PROPN	N;NOM;MASC;SG
ニコ	niko	ニコ	nik	PROPN	PROPN;NOM;MASC;SG
クロム	krom	クロム	krom	PROPN	N;NOM;MASC;SG
クロム	kroma	クロム	krom	PROPN	N;GEN;MASC;SG
クロム	krom	クロム	krom	PROPN	N;NOM;MASC;SG
掲示	napotitvi	掲示	napotitev	V	N;DAT;FEM;SG
掲示	objavljanje	掲示	objavljanje	V	N;NOM;NEUT;SG
掲示	bilten	掲示	bilten	V	N;NOM;MASC;SG
掲示	biltenu	掲示	bilten	V	N;DAT;MASC;SG
消化	prebavo	消化	prebava	V	N;ACC;FEM;SG
膨張	razširitev	膨張	razširitev	V	N;NOM;FEM;SG
膨張	širjenje	膨張	širjenje	V	N;NOM;NEUT;SG
膨張	širitev	膨張	širitev	V	N;NOM;FEM;SG
残酷	kruto	残酷	krut	ADJ	ADV
フォレスト	gozdni	フォレスト	gozden	N	ADJ;NOM;MASC;SG
見習い	vajenci	見習う	vajenca	V	N;NOM;MASC;PL
見習い	vajenec	見習う	vajenec	V	N;NOM;MASC;SG
見習い	pripravnik	見習う	pripravnik	V	N;NOM;MASC;SG
見習い	vajenec	見習う	vajenec	V	N;NOM;MASC;SG
メソッド	metoda	メソッド	metoda	PROPN	N;NOM;FEM;SG
メソッド	metodo	メソッド	metoda	PROPN	N;ACC;FEM;SG
メソッド	metode	メソッド	metoda	PROPN	N;NOM;FEM;PL
スチュワート	stewart	スチュワート	stewart	PROPN	N;NOM;MASC;SG
スギ	cedar	スギ	cedar	N	
ニッケル	niklja	ニッケル	niklja	PROPN	N;NOM;FEM;SG
ニッケル	nikelj	ニッケル	nikelj	PROPN	N;NOM;MASC;SG
反響	odmeva	反響	odmeva	N	V;IPFV;IND;SG;3;PRS;FIN
プラット	ploščad	プラット	ploščad	PROPN	N;NOM;FEM;SG
プラット	platforma	プラット	platform	PROPN	N;NOM;FEM;SG
プラット	platformo	プラット	platforma	PROPN	N;ACC;FEM;SG
カルチョ	calcio	カルチョ	calci	PROPN	N;NOM;MASC;SG
スーザン	suzana	スーザン	suzan	PROPN	ADJ;NOM;FEM;SG
スーザン	susan	スーザン	susan	PROPN	PROPN;NOM;FEM;SG
ハイチ	haiti	ハイチ	haiti	PROPN	N;NOM;MASC;SG
ハイチ	haitiju	ハイチ	haiti	PROPN	N;DAT;MASC;SG
ハイチ	haitijski	ハイチ	haitijski	PROPN	ADJ;NOM;MASC;PL
委任	delegacija	委任	delegacija	V	N;NOM;FEM;SG
委任	mandat	委任	mandat	V	N;NOM;MASC;SG
委任	mandata	委任	mandat	V	N;NOM;MASC;SG
委任	pooblastila	委任	pooblastilo	V	N;NOM;NEUT;PL
シエラ	sierra	シエラ	sierra	PROPN	N;NOM;FEM;SG
新一	shinichi	新一	shinich	PROPN	N;NOM;FEM;SG
ボローニャ	bologni	ボローニャ	bologen	PROPN	ADJ;NOM;MASC;SG
ワーグナー	wagner	ワーグナー	wagner	PROPN	N;NOM;MASC;SG
金庫	varni	金庫	varen	N	ADJ;NOM;MASC;PL
金庫	varen	金庫	varen	N	ADJ;NOM;INDF;MASC;SG
金庫	varna	金庫	varen	N	ADJ;NOM;FEM;SG
金庫	varno	金庫	varno	N	ADV
被告人	obtožen	被告人	obtožen	N	ADJ;NOM;INDF;MASC;SG;V.PTCP
被告人	obtožena	被告人	obtožen	N	ADJ;NOM;FEM;SG;V.PTCP
被告人	obtoženi	被告人	obtožen	N	ADJ;NOM;MASC;PL;V.PTCP
被告人	obtoženi	被告人	obtožen	N	ADJ;NOM;MASC;PL;V.PTCP
睡眠	spi	睡眠	spati	N	V;IPFV;IND;SG;3;PRS;FIN
睡眠	spati	睡眠	spati	N	V;IPFV;NFIN
モノクロ	enobarvno	モノクロ	enobarvno	N	ADJ;NOM;NEUT;SG
洗濯	pranje	洗濯	pramje	V	N;NOM;NEUT;SG
洗濯	umivanje	洗濯	umivanje	V	N;NOM;NEUT;SG
洗濯	pralnica	洗濯	pralnica	V	N;NOM;FEM;SG
洗濯	perilo	洗濯	perilo	V	N;NOM;NEUT;SG
リヒャルト	richard	リヒャルト	richard	PROPN	N;NOM;MASC;SG
裏側	zadaj	裏側	zadaj	N	
裏側	nazaj	裏側	nazaj	N	ADV
芸者	gejša	芸者	gedeš	N	ADJ;NOM;CMPR;FEM;SG
チャップリン	chaplin	チャップリン	chaplin	PROPN	N;NOM;MASC;SG
祝福	blagoslova	祝福	blagoslov	V	N;NOM;MASC;SG
祝福	blagoslov	祝福	blagosl	V	N;NOM;MASC;SG
祝福	blagoslova	祝福	blagoslov	V	N;NOM;MASC;SG
祝福	blagoslov	祝福	blagosl	V	N;NOM;MASC;SG
祝福	blagoslovljen	祝福	blagoslovljen	V	ADJ;NOM;INDF;MASC;SG
祝福	blagoslovljena	祝福	blagoslovljen	V	ADJ;NOM;FEM;SG
祝福	blagoslovljeno	祝福	blagoslovljen	V	ADJ;NOM;NEUT;SG
祝福	blagoslovljeni	祝福	blagoslovljen	V	ADJ;NOM;MASC;PL
祝福	blagor	祝福	blagor	V	N;NOM;MASC;SG
林	jabolčni	林	jabolčen	N	ADJ;NOM;MASC;PL
ロナルド	ronald	ロナルド	ronald	PROPN	N;NOM;MASC;SG
ランニング	teče	ランニング	teči	N	V;IPFV;IND;SG;3;PRS;FIN
ランニング	teči	ランニング	teči	N	V;IPFV;NFIN
高尾	takao	高尾	tak	PROPN	
届出	obvestilo	届出	obvestiti	V	N;NOM;NEUT;SG
届出	obveščanje	届出	obveščanje	V	N;NOM;NEUT;SG
レスキュー	reševalna	レスキュー	reševalen	N	ADJ;NOM;FEM;SG
土居	doi	土居	doi	PROPN	PROPN;NOM;MASC;SG
委嘱	delegacija	委嘱	delegacija	V	N;NOM;FEM;SG
委嘱	komisija	委嘱	komisija	V	N;NOM;FEM;SG
委嘱	provizija	委嘱	provizija	V	N;NOM;FEM;SG
アンドレア	andrea	アンドレア	andrea	PROPN	PROPN;NOM;MASC;SG
パンダ	panda	パンダ	panda	PROPN	N;NOM;MASC;SG
ハク	haq	ハク	haš	PROPN	PROPN;NOM;MASC;SG
冗談	šala	冗談	šala		N;NOM;FEM;SG
冗談	šalo	冗談	šalo		N;ACC;FEM;SG
冗談	hec	冗談	hec		N;NOM;MASC;SG
お気に入り	priljubljeno	お気に入り	priljubljen	N	ADV
お気に入り	najljubša	お気に入り	uljub	N	ADJ;NOM;RL;FEM;SG
お気に入り	najljubši	お気に入り	ujub	N	ADJ;NOM;DEF;RL;MASC;SG
お気に入り	priljubljene	お気に入り	priljubljen	N	ADJ;NOM;FEM;PL
お気に入り	priljubljeni	お気に入り	priljubljen	N	ADJ;NOM;MASC;PL
お気に入り	priljubljeno	お気に入り	priljubljen	N	ADV
お気に入り	najljubša	お気に入り	uljub	N	ADJ;NOM;RL;FEM;SG
お気に入り	najljubši	お気に入り	ujub	N	ADJ;NOM;DEF;RL;MASC;SG
お気に入り	priljubljene	お気に入り	priljubljen	N	ADJ;NOM;FEM;PL
お気に入り	najljubših	お気に入り	ljub	N	ADJ;GEN;RL;MASC;PL
お気に入り	najljubše	お気に入り	uljub	N	ADJ;NOM;RL;NEUT;SG
トゥルー	res	トゥルー	res	N	ADV
トゥルー	resnično	トゥルー	resnično	N	ADV
トゥルー	resnična	トゥルー	resničen	N	ADJ;NOM;FEM;SG
シェーン	shane	シェーン	shaniti	PROPN	N;NOM;MASC;SG
ダイナミック	dinamika	ダイナミック	dinamik	ADJ	N;NOM;FEM;SG
ダイナミック	dinamično	ダイナミック	dinamično	ADJ	ADV
勝浦	katsuura	勝浦	katsuura	PROPN	N;NOM;MASC;SG
陶芸	pottery	陶芸	pottery	N	
エリオット	elliott	エリオット	elliott	PROPN	N;NOM;MASC;SG
エリオット	eliot	エリオット	eliot	PROPN	N;NOM;MASC;SG
エリオット	elliot	エリオット	elliot	PROPN	N;NOM;MASC;SG
真木	maki	真木	maka	PROPN	N;NOM;MASC;SG
ハンプシャー	hampshire	ハンプシャー	hampshira	PROPN	PROPN;NOM;MASC;SG
粛清	očiščenje	粛清	očiščenje	V	N;NOM;NEUT;SG
セリ	sei	セリ	se	PROPN	
崇拝	čaščenje	崇拝	čaščenje	V	N;NOM;NEUT;SG
ワトソン	watson	ワトソン	watson	PROPN	N;NOM;MASC;SG
藤森	fujimori	藤森	fujimor	PROPN	V;IND;PL;1;PRS;FIN
快適	udobno	快適	udoben	ADJ	ADV
快適	udobno	快適	udoben	ADJ	ADV
ロベール	robert	ロベール	robert	PROPN	N;NOM;MASC;SG
バスケ	košarka	バスケ	košarka	PROPN	N;NOM;FEM;SG
バスケ	košarko	バスケ	košarka	PROPN	N;ACC;FEM;SG
ヴァージン	devica	ヴァージン	devica	PROPN	N;NOM;FEM;SG
帝政	empire	帝政	empira	N	
動揺	razburjena	動揺	razburjen	V	ADJ;NOM;FEM;SG;V.PTCP
動揺	razburjen	動揺	razburjen	V	ADJ;NOM;INDF;MASC;SG;V.PTCP
ジュエル	jewel	ジュエル	jewati	N	
サンチェス	sanchez	サンチェス	sanchez	PROPN	PROPN;NOM;MASC;SG
サンチェス	sánchez	サンチェス	sknchez	PROPN	PROPN;NOM;MASC;SG
文字	dobesedno	文字	dobesedno	N	ADV
マルチメディア	multimedijskih	マルチメディア	multimedijski	N	ADJ;GEN;MASC;PL
オーラ	aura	オーラ	aura	PROPN	N;NOM;FEM;SG
ディープ	globoka	ディープ	globok	N	ADJ;NOM;FEM;SG
ディープ	globoko	ディープ	globoko	N	ADV
ディープ	globok	ディープ	globok	N	ADJ;NOM;INDF;MASC;SG
マリアナ	mariana	マリアナ	marian	PROPN	PROPN;NOM;FEM;SG
アマゾン	amazonki	アマゾン	amazonka	PROPN	N;NOM;FEM;SG
義雄	jošio	義雄	jošio	PROPN	
不自然	nenaravno	不自然	nenaravno	ADJ	ADV
教義	creed	教義	creed	N	PROPN;NOM;MASC;SG
オメガ	omega	オメガ	om	N	
地雷	mine	地雷	miniti	N	V;PFV;IND;SG;3;PRS;FIN
マダガスカル	madagaskar	マダガスカル	madagaskar	PROPN	N;NOM;FEM;SG
上告	pritožba	上告	pritožba	V	N;NOM;FEM;SG
コロンボ	colombo	コロンボ	colomba	PROPN	N;NOM;MASC;SG
ニース	lep	ニース	lep	PROPN	ADJ;NOM;INDF;MASC;SG
ニース	prijetno	ニース	prijeten	PROPN	ADJ;NOM;NEUT;SG
ニース	lepo	ニース	lep	PROPN	ADJ;NOM;NEUT;SG
ステアリング	usmerjevalni	ステアリング	usmerjevalen	N	ADJ;NOM;MASC;PL
アドリア	adria	アドリア	adria	PROPN	N;NOM;MASC;SG
浄化	prečiščevanje	浄化	prečiščevanje	V	N;NOM;NEUT;SG
シダ	fern	シダ	fern	PROPN	
炎	vnetnih	炎	vneten	N	ADJ;GEN;MASC;PL
ダンカン	duncan	ダンカン	duncan	PROPN	N;NOM;MASC;SG
カッパ	kappa	カッパ	kappa	PROPN	N;NOM;MASC;SG
カッパ	kapa	カッパ	kapa	PROPN	N;NOM;FEM;SG
長江	jangce	長江	jangce	PROPN	N;NOM;MASC;SG
ドーン	zoro	ドーン	zora	PROPN	N;ACC;FEM;SG
ドーン	dawn	ドーン	dawn	PROPN	PROPN;NOM;FEM;SG
ドーン	zori	ドーン	zora	PROPN	V;PFV;IND;SG;3;PRS;FIN
ドーン	zora	ドーン	zora	PROPN	N;NOM;FEM;SG
久々	joj	久々	joj	ADJ	
実効	učinkoviti	実効	učinkovit	N	ADJ;NOM;MASC;PL
実効	učinkovita	実効	učinkovit	N	ADJ;NOM;FEM;SG
実効	učinkovit	実効	učinkovit	N	ADJ;NOM;INDF;MASC;SG
実効	učinkovito	実効	učinkovit	N	ADJ;NOM;NEUT;SG
セナ	senna	セナ	senna	PROPN	N;NOM;MASC;SG
アルマ	alma	アルマ	alma	PROPN	N;NOM;FEM;SG
ルナ	luna	ルナ	luna	PROPN	N;NOM;FEM;SG
オリオン	orion	オリオン	orion	PROPN	N;NOM;MASC;SG
ルーシー	lucija	ルーシー	lucija	PROPN	N;NOM;FEM;SG
ルーシー	lucy	ルーシー	lucy	PROPN	PROPN;NOM;FEM;SG
ウィリー	willy	ウィリー	willy	PROPN	
ステータス	status	ステータス	status	PROPN	N;NOM;MASC;SG
ステータス	stanje	ステータス	stanje	PROPN	N;NOM;NEUT;SG
アロン	aaron	アロン	aaron	PROPN	N;NOM;MASC;SG
アロン	aron	アロン	arona	PROPN	N;NOM;MASC;SG
アロン	aron	アロン	arona	PROPN	N;NOM;MASC;SG
柔軟	prožnost	柔軟	prožnost	ADJ	N;NOM;FEM;SG
柔軟	prilagodljivost	柔軟	prilagodljivost	ADJ	N;NOM;FEM;SG
イングリッシュ	angleško	イングリッシュ	angleško	N	ADV
イングリッシュ	angleški	イングリッシュ	angleški	N	ADJ;NOM;MASC;SG
浮気	nezvestobo	浮気	nezvestobo	V	N;ACC;FEM;SG
浮気	afera	浮気	afera	V	N;NOM;FEM;SG
浮気	afero	浮気	afera	V	N;ACC;FEM;SG
劣化	poslabšanje	劣化	poslabšanje	V	N;NOM;NEUT;SG
劣化	poslabšanja	劣化	poslabšanje	V	N;GEN;NEUT;SG
劣化	razgradnjo	劣化	razgradnja	V	N;ACC;FEM;SG
劣化	razgradnje	劣化	razgradnja	V	N;NOM;FEM;PL
劣化	razgradnja	劣化	razgradnja	V	N;NOM;FEM;SG
上海市	šanghaju	上海市	šanghaj	PROPN	N;DAT;MASC;SG
上海市	šanghaj	上海市	šanghaj	PROPN	N;NOM;MASC;SG
クイック	hitro	クイック	hitro	N	ADV
リニア	linearni	リニア	linearen	N	ADJ;NOM;MASC;SG
リニア	linearno	リニア	linearno	N	ADV
リニア	linearna	リニア	linearen	N	ADJ;NOM;FEM;SG
必死	obupno	必死	obupno		ADV
必死	obupano	必死	obupan		ADJ;NOM;NEUT;SG;V.PTCP
必死	obupana	必死	obupan		ADJ;NOM;FEM;SG;V.PTCP
必死	obupan	必死	obupan		ADJ;NOM;INDF;MASC;SG;V.PTCP
失効	potek	失効	potek	V	N;NOM;MASC;SG
ねずみ	miška	ねずみ	miški	N	ADJ;NOM;FEM;SG
ねずみ	miško	ねずみ	miški	N	ADV
ねずみ	miške	ねずみ	miški	N	ADJ;NOM;FEM;PL
オセアニア	oceaniji	オセアニア	oceanija	PROPN	N;NOM;FEM;SG
リサイクル	reciklirati	リサイクル	reciklirati	N	V;NFIN
チェン	cheng	チェン	cheng	PROPN	PROPN;NOM;MASC;SG
マニ	mani	マニ	mani	PROPN	PROPN;NOM;MASC;SG
カモ	rac	カモ	raca	N	PROPN;NOM;MASC;SG
無意味	brezveze	無意味	brezvez	ADJ	
精製	rafinirano	精製	rafinirano	V	ADJ;NOM;NEUT;SG;V.PTCP
精製	prečiščevanje	精製	prečiščevanje	V	N;NOM;NEUT;SG
責め	krivda	責める	krivda	V	N;NOM;FEM;SG
カンパ	campa	カンパ	campa	N	ADV
アレクサンドロス	aleksandra	アレクサンドロス	aleksander	PROPN	N;NOM;MASC;SG
アレクサンドロス	aleksander	アレクサンドロス	aleksander	PROPN	N;NOM;MASC;SG
アレクサンドロス	alexander	アレクサンドロス	alexander	PROPN	N;NOM;MASC;SG
トレス	tres	トレス	tres	PROPN	N;NOM;MASC;SG
ヴァルター	walther	ヴァルター	walther	PROPN	PROPN;NOM;MASC;SG
ヴァルター	walterja	ヴァルター	walter	PROPN	N;ANIM;ACC;MASC;SG
ヴァルター	walter	ヴァルター	walter	PROPN	N;NOM;MASC;SG
強要	prisile	強要	prisiti	V	N;NOM;FEM;PL
強要	prisilo	強要	prisilo	V	N;ACC;FEM;SG
強要	prisile	強要	prisiti	V	N;NOM;FEM;PL
強要	prisilo	強要	prisilo	V	N;ACC;FEM;SG
隙間	vrzeli	隙間	vrzeti	N	V;IPFV;MASC;PL;V.PTCP
オリバー	oliver	オリバー	oliver	PROPN	N;NOM;MASC;SG
オリバー	oliverja	オリバー	oliver	PROPN	N;ACC;MASC;SG
庇護	pokroviteljstvo	庇護	pokroviteljstvo	V	N;NOM;NEUT;SG
長谷	hase	長谷	hasa	PROPN	N;NOM;MASC;SG
ハリソン	harrison	ハリソン	harrison	PROPN	N;NOM;MASC;SG
フリート	ladjevje	フリート	ladjevje	PROPN	N;NOM;NEUT;SG
フリート	floto	フリート	flot	PROPN	N;ACC;FEM;SG
フリート	flota	フリート	flot	PROPN	N;NOM;FEM;SG
フリート	flote	フリート	flot	PROPN	N;NOM;FEM;PL
風力	gale	風力	gala	N	PROPN;NOM;MASC;SG
強姦	posilstva	強姦	posilstvo		N;NOM;NEUT;PL
強姦	posilstvo	強姦	posilstvo		N;NOM;NEUT;SG
リカルド	ricardo	リカルド	ricarda	PROPN	PROPN;NOM;MASC;SG
スルタン	sultan	スルタン	sultan	PROPN	N;NOM;MASC;SG
画質	kakovostno	画質	kakovostno	N	ADJ;NOM;NEUT;SG
飽和	nasičenih	飽和	nasičen	N	ADJ;GEN;MASC;PL;V.PTCP
シャア	sha	シャア	sha	PROPN	N;NOM;MASC;SG
カヤ	kaja	カヤ	kaja	PROPN	N;NOM;FEM;SG
ロブ	rob	ロブ	rob	PROPN	N;NOM;MASC;SG
ロブ	robb	ロブ	robba	PROPN	N;NOM;MASC;SG
ダーウィン	darwin	ダーウィン	darwin	PROPN	N;NOM;MASC;SG
粘土	clay	粘土	clay	N	PROPN;NOM;MASC;SG
幸一	koichi	幸一	koicha	PROPN	N;NOM;MASC;PL
占有	obsedenost	占有	obsedenost	V	N;NOM;FEM;SG
占有	posest	占有	posest	V	N;NOM;FEM;SG
占有	posedovanje	占有	posedovanje	V	N;NOM;NEUT;SG
シュウ	oksalna	シュウ	oksalen	PROPN	ADJ;NOM;FEM;SG
モナ	mona	モナ	mona	PROPN	N;NOM;FEM;SG
アンゴラ	angola	アンゴラ	angol	PROPN	N;NOM;FEM;SG
味噌	mišo	味噌	mišo	N	PROPN;NOM;MASC;SG
ノック	potrkal	ノック	potrkati	N	V;PFV;MASC;SG;V.PTCP
ジェシカ	jess	ジェシカ	jess	PROPN	PROPN;NOM;FEM;SG
ジェシカ	jessico	ジェシカ	jessica	PROPN	N;ACC;FEM;SG
ジェシカ	jessica	ジェシカ	jessica	PROPN	N;NOM;FEM;SG
真ん中	srednji	真ん中	srednji	N	ADJ;NOM;DEF;MASC;SG
真ん中	srednja	真ん中	srednji	N	ADJ;NOM;FEM;SG
滑らか	gladko	滑らか	gladko	ADJ	ADV
ハイランド	highland	ハイランド	highlanda	PROPN	N;NOM;MASC;SG
完備	popolna	完備	popoln	V	ADJ;NOM;FEM;SG
完備	popolno	完備	popoln	V	ADJ;NOM;NEUT;SG
冷たい	mraz	冷たい	mraz	ADJ	N;NOM;MASC;SG
ホノルル	honolulu	ホノルル	honolul	PROPN	N;DAT;MASC;SG
ハンプトン	hampton	ハンプトン	hampton	PROPN	N;NOM;MASC;SG
デーモン	demon	デーモン	demon	PROPN	N;NOM;MASC;SG
除隊	praznjenje	除隊	praznjenje	V	N;NOM;NEUT;SG
ナイス	lep	ナイス	lep	PROPN	ADJ;NOM;INDF;MASC;SG
ナイス	prijetno	ナイス	prijeten	PROPN	ADJ;NOM;NEUT;SG
ナイス	lepo	ナイス	lep	PROPN	ADJ;NOM;NEUT;SG
ケヴィン	kevin	ケヴィン	kevina	PROPN	N;NOM;MASC;SG
信条	creed	信条	creed	N	PROPN;NOM;MASC;SG
入札	ponudba	入札	ponudba	V	N;NOM;FEM;SG
エディンバラ	edinburghu	エディンバラ	edinburgh	PROPN	PROPN;DAT;MASC;SG
パノラマ	panoramski	パノラマ	panoramski	N	ADJ;NOM;MASC;PL
クルト	kurt	クルト	kurt	PROPN	PROPN;NOM;MASC;SG
ネイティブ	domačin	ネイティブ	domačin	PROPN	N;NOM;MASC;SG
ネイティブ	materni	ネイティブ	materen	PROPN	ADJ;NOM;DEF;MASC;SG
ロジャース	rodgers	ロジャース	rodgers	PROPN	N;NOM;MASC;SG
ロジャース	rogers	ロジャース	rogers	PROPN	N;NOM;MASC;SG
バレンタイン	valentin	バレンタイン	valentina	PROPN	N;NOM;MASC;SG
バレンタイン	valentine	バレンタイン	valentina	PROPN	N;NOM;FEM;SG
ボルドー	bordeaux	ボルドー	bordeaux	PROPN	PROPN;NOM;MASC;SG
ヴァンパイア	vampir	ヴァンパイア	vampir	PROPN	N;NOM;MASC;SG
ヴァンパイア	vampirja	ヴァンパイア	vampir	PROPN	N;NOM;MASC;SG
ヴァンパイア	vampirka	ヴァンパイア	vampirka	PROPN	N;NOM;FEM;SG
ヴァンパイア	vampirji	ヴァンパイア	vampir	PROPN	N;NOM;MASC;PL
ヴァンパイア	vampirski	ヴァンパイア	vampirski	PROPN	ADJ;NOM;MASC;SG
受け取り	prejeto	受け取る	prejet	V	ADJ;NOM;NEUT;SG;V.PTCP
受け取り	prejeta	受け取る	prejet	V	ADJ;NOM;FEM;SG;V.PTCP
風刺	satira	風刺	satira	V	N;NOM;FEM;SG
ダイハツ	daihatsu	ダイハツ	daihats	PROPN	N;NOM;MASC;SG
クォーター	četrt	クォーター	četrt	N	
わがまま	sebični	わがまま	sebičen		ADJ;NOM;MASC;PL
わがまま	sebično	わがまま	sebičen		ADJ;NOM;NEUT;SG
アグネス	agnes	アグネス	agnes	PROPN	PROPN;NOM;FEM;SG
フェス	fez	フェス	fez	N	
フェルナンデス	fernández	フェルナンデス	fernández	PROPN	PROPN;NOM;MASC;SG
フェルナンデス	fernandez	フェルナンデス	fernandez	PROPN	N;NOM;MASC;SG
フェルナンデス	fernandes	フェルナンデス	fernandes	PROPN	N;NOM;MASC;SG
パラオ	palau	パラオ	pala	PROPN	N;NOM;MASC;SG
ミナ	mina	ミナ	mina	PROPN	PROPN;NOM;FEM;SG
快楽	užitek	快楽	užitek	ADJ	N;NOM;MASC;SG
快楽	zadovoljstvo	快楽	zadovoljstvo	ADJ	N;NOM;NEUT;SG
ヒール	zaceli	ヒール	zaceti	N	V;PFV;MASC;PL;V.PTCP
ヒール	ozdravi	ヒール	ozdrav	N	V;PFV;IND;SG;3;PRS;FIN
ヒール	peto	ヒール	peti	N	ADJ;ACC;NEUT;SG
ヒール	peta	ヒール	peti	N	ADJ;NOM;FEM;SG
しみ	madeže	しみ	madež	V	N;NOM;FEM;PL
しみ	madeži	しみ	madež	V	N;NOM;MASC;PL
しみ	madež	しみ	madež	V	N;NOM;MASC;SG
均衡	ravnotežje	均衡	ravnotežje	V	N;NOM;NEUT;SG
均衡	ravnovesje	均衡	ravnovesje	V	N;NOM;NEUT;SG
きれい	cist	きれい	cist	ADJ	
きれい	čist	きれい	čist	ADJ	
イケメン	lep	イケメン	lep	N	ADJ;NOM;INDF;MASC;SG
イケメン	čeden	イケメン	čeden	N	ADJ;NOM;INDF;MASC;SG
イケメン	lepi	イケメン	lep	N	ADJ;NOM;MASC;PL
ディラン	dylan	ディラン	dylan	PROPN	N;NOM;MASC;SG
リンパ	limfni	リンパ	limfen	N	ADJ;NOM;MASC;SG
リンパ	limfatičnega	リンパ	limfatičen	N	ADJ;GEN;NEUT;SG
リンパ	limfni	リンパ	limfen	N	ADJ;NOM;MASC;SG
メンフィス	memphisu	メンフィス	memphis	PROPN	N;DAT;MASC;SG
メンフィス	memphis	メンフィス	memphis	PROPN	PROPN;NOM;MASC;SG
ヴォルフガング	wolfgang	ヴォルフガング	wolfgang	PROPN	N;NOM;MASC;SG
チコ	chico	チコ	chica	PROPN	N;NOM;MASC;SG
蒸発	izhlapevanje	蒸発	izhlapevanje	V	N;NOM;NEUT;SG
ココ	coco	ココ	coca	PROPN	PROPN;NOM;MASC;SG
ココ	koko	ココ	koka	PROPN	N;NOM;FEM;SG
オリエント	orient	オリエント	orient	PROPN	N;NOM;MASC;SG
オーランド	orlando	オーランド	orlanda	PROPN	N;NOM;MASC;SG
