바트	bart	바트	bart		N;INDF;MASC;SG
아이오딘	iod	아이오딘	iod		N;INDF;MASC;SG
데이지	daisy	데이지	daisy	N	PROPN
토리	tory	토리	tory		PROPN
실험실	laboratoare	실험실	laborator	N	ADJ;INDF;FEM
홈즈	holmes	홈즈	holmes		PROPN
튀르크	turcice	튀르크	turcic		ADJ;INDF;FEM;PL
페레스	peres	페레스	peres		PROPN
페레스	pérez	페레스	pérez		PROPN
플랑드르	flamand	플랑드르	flama	PROPN	N;INDF;MASC;SG
플랑드르	flamandă	플랑드르	flamandă	PROPN	N;INDF;FEM;SG
지우	clar	지우	clar		ADV
지우	limpede	지우	limpede		ADV
반대편	opus	반대편	opune		ADJ;INDF;MASC;SG
반대편	opusul	반대편	opus		N;DEF;MASC;SG
반대편	opusă	반대편	opus		ADJ;INDF;FEM;SG
프로그래머	programatori	프로그래머	programator		N;INDF;MASC;PL
프로그래머	programator	프로그래머	programator		N;INDF;MASC;SG
관광객	turistice	관광객	turistic	N	ADJ;INDF;FEM;PL
제럴드	gerald	제럴드	gerald	PROPN	PROPN
월리스	wallace	월리스	wallace	PROPN	PROPN
둘레	perimetrul	둘레	perimetru		N;DEF;MASC;SG
둘레	perimetru	둘레	perimetru		N;INDF;MASC;SG
둘레	perimetre	둘레	perimetru		N;INDF;FEM;PL
상업용	comerciale	상업용	comercial	N	ADJ;INDF;FEM;PL
상업용	comercial	상업용	comercial	N	ADJ;INDF;MASC;SG
상업용	comercială	상업용	comercial	N	ADJ;INDF;FEM;SG
데이먼	damon	데이먼	damon	PROPN	PROPN
자발적	voluntare	자발+적	voluntar	N	ADJ;INDF;FEM;PL
자발적	voluntară	자발+적	voluntar	N	ADJ;INDF;FEM;SG
자발적	voluntar	자발+적	voluntar	N	ADJ;INDF;MASC;SG
황소	taur	황소	taur		N;INDF;MASC;SG
황소	taurul	황소	taur		N;DEF;MASC;SG
황소	bull	황소	bull		N;INDF;MASC;SG
안달루시아	andaluz	안달루시아	andaluz	PROPN	ADJ;INDF;MASC;SG
안달루시아	andalucia	안달루시아	andalucie	PROPN	N;DEF;FEM;SG
음악원	conservator	음악원	conservator	N	ADJ;INDF;MASC;SG
화랑	galerie	화랑	galerie		N;INDF;FEM;SG
화랑	galeria	화랑	galerie		N;DEF;FEM;SG
스택	stack	스택	stack	N	
큐슈	kyushu	큐슈	kyushu		PROPN
에픽	epic	에픽	epic		N;INDF;MASC;SG
에픽	epică	에픽	epic		ADJ;INDF;FEM;SG
블로거	blogger	블로거	blogger		N;INDF;MASC;SG
블로거	bloggeri	블로거	blogger		N;INDF;MASC;PL
파인	pine	파인	pine		N;INDF;MASC;SG
파인	pin	파인	pin		N;INDF;MASC;SG
재무	financiară	재무	financiar	N	ADJ;INDF;FEM;SG
재무	financiar	재무	financiar	N	ADV
재무	financiara	재무	financiară	N	ADJ;DEF;FEM;SG
재무	financiare	재무	financiar	N	ADJ;INDF;FEM;PL
치과	dentist	치+과	dentist		N;INDF;MASC;SG
치과	stomatolog	치+과	stomatolog		N;INDF;MASC;SG
치과	dentară	치+과	denta		N;INDF;FEM;SG
치과	dentare	치+과	dentar		N;INDF;FEM;PL
치과	stomatologie	치+과	stomatologie		N;INDF;FEM;SG
알렌	alan	알렌	alan		PROPN
인코딩	codifica	인코딩	codifica	N	V;IND;SG;3;IPFV;FIN
몰리	molly	몰리	molly		PROPN
몰리	morley	몰리	morley		PROPN
화살	săgeată	화살	săgea	N	ADJ;INDF;FEM;SG
햄릿	hamlet	햄릿	hamlet	PROPN	N;INDF;MASC;SG
요시노부	yoshinobu	요시노부	yoshinobu	PROPN	
그린란드	groenlanda	그린란드	groenlanda		N;DEF;FEM;SG
루브르	luvru	루브르	luvru	PROPN	N;INDF;MASC;SG
초원	meadow	초원	meadow	N	PROPN
무시	ignor	무시	ignor		V;IND;SG;1;PRS;FIN
무시	ignora	무시	ignora		V;IND;SG;3;IPFV;FIN
무시	ignoră	무시	ignoră		V;IND;SG;3;PST;FIN
무시	respingerea	무시	respingere		N;DEF;FEM;SG
무시	ignorate	무시	ignora		ADJ;INDF;FEM;PL
무시	ignorat	무시	ignora		ADJ;INDF;MASC;SG
무시	ignorată	무시	ignora		ADJ;INDF;FEM;SG
땅콩	nuts	땅콩	nuts	N	
닐스	nils	닐스	nils	PROPN	PROPN
대표자	reprezentativ	대표자	reprezentativ	N	ADJ;INDF;MASC;SG
대표자	reprezentativă	대표자	reprezentativ	N	ADJ;INDF;FEM;SG
대표자	reprezentative	대표자	reprezentativ	N	ADJ;INDF;FEM;PL
가끔은	uneori	가끔+은	uneori		ADV
가끔은	câteodată	가끔+은	câteodată		ADV
미러	oglinzile	미+러	oglindă		N;DEF;FEM;PL
미러	oglinzi	미+러	oglindă		N;INDF;FEM;PL
미러	oglinda	미+러	oglindă		N;DEF;FEM;SG
미러	oglindă	미+러	oglindă		N;INDF;FEM;SG
결제	plateste	결제	platest	N	V;IND;SG;3;PRS;FIN
트럼프	atu	트럼프	atu		N;INDF;MASC;SG
트럼프	trump	트럼프	trump		PROPN
갈릴레이	galilei	갈릴레이	galilă	PROPN	PROPN;DEF;FEM;SG
브룩	brooke	브룩	brookă	PROPN	PROPN
브룩	brook	브룩	brook	PROPN	PROPN
카이사르	caesar	카이사르	caesar		N;INDF;MASC;SG
카이사르	cezar	카이사르	cezar		N;INDF;MASC;SG
불행한	nefericit	불행+하+ㄴ	nefericit	V	ADJ;INDF;MASC;SG
불행한	nefericita	불행+하+ㄴ	nefericita	V	ADJ;DEF;FEM;SG
불행한	nefericită	불행+하+ㄴ	nefericit	V	ADJ;INDF;FEM;SG
불행한	nefericit	불행+하+ㄴ	nefericit	V	ADJ;INDF;MASC;SG
안도라	andorra	안도+라	andorra	PROPN	PROPN
마리야	marie	말리+아야	marie		N;INDF;FEM;SG
허가서	licență	허가+서	licență		N;INDF;FEM;SG
허가서	licența	허가+서	licență		N;DEF;FEM;SG
허가서	licenta	허가+서	licentă		N;DEF;FEM;SG
호위함	fregată	호위+하+ㅁ	frega	N	ADJ;INDF;FEM;SG
어린시절	copilărie	어린차절	copilărie		N;INDF;FEM;SG
어린시절	copilarie	어린차절	copilarie		N;INDF;FEM;SG
어린시절	copilăria	어린차절	copilărie		N;DEF;FEM;SG
어린시절	copilaria	어린차절	copilarie		N;DEF;FEM;SG
어메이징	uimitor	어메이+징	uimitor		ADJ;INDF;MASC;SG
어메이징	uimitoare	어메이+징	uimitor		ADJ;INDF;FEM
어메이징	uluitor	어메이+징	uluitor		ADJ;INDF;MASC;SG
브렛	brett	브렛	brett	PROPN	PROPN
알토	alto	알토	alt		PROPN
올리비아	olivia	올리비아	olivie	PROPN	N;DEF;FEM;SG
브라질리아	brasilia	브라질리아	brasilie	PROPN	PROPN
브라질리아	brasília	브라질리아	brasglie	PROPN	N;DEF;FEM;SG
칼데라	caldera	칼데라	caldera		N;DEF;FEM;SG
급한	urgent	급하+ㄴ	urgent		N;INDF;MASC;SG
급한	urgentă	급하+ㄴ	urgent		N;INDF;FEM;SG
솔리드	solid	솔리드	solid		ADJ;INDF;MASC;SG
솔리드	solidă	솔리드	solid		ADJ;INDF;FEM;SG
솔리드	solide	솔리드	solid		ADJ;INDF;FEM;PL
외할아버지	bunic	외할아버지	bunic		N;INDF;MASC;SG
외할아버지	bunicul	외할아버지	bunic		N;DEF;MASC;SG
캐머런	cameron	캐머렇+ㄴ	cameron	PROPN	PROPN
의사소통	comunicativ	의사+소통	comunicativ	N	ADJ;INDF;MASC;SG
충전	reîncărca	충전	reîncărca	N	V;IND;SG;3;IPFV;FIN
넓이	larg	넓이	larg		ADV
넓이	largă	넓이	larg		ADJ;INDF;FEM;SG
베스	beth	베스	beth		PROPN
임상	clinic	임상	clinic	N	ADJ;INDF;MASC;SG
임상	clinice	임상	clinic	N	ADJ;INDF;FEM;PL
몽키	maimuta	몽키	maimut		N;DEF;FEM;SG
몽키	maimuță	몽키	maimuță		N;INDF;FEM;SG
시에라	sierra	시+이+라	sierră		PROPN
로건	logan	로건	logan		N;INDF;MASC;SG
소원	doresc	소원	dori		V;IND;PL;3;PRS;FIN
소원	dorește	소원	dori		V;IND;SG;3;PRS;FIN
존경하는	respectate	존경+하+는	respectat	V	ADJ;INDF;FEM;PL
존경하는	respectat	존경+하+는	respecta	V	ADJ;INDF;MASC;SG
존경하는	respectată	존경+하+는	respectat	V	ADJ;INDF;FEM;SG
비례	proporțional	비례	proporțional		ADV
비례	proporțională	비례	proporțional		ADJ;INDF;FEM;SG
비례	proporționale	비례	proporțional		ADJ;INDF;FEM;PL
비례	proporționalității	비례	proporționalitate		N;DEF;FEM;SG
비례	proporția	비례	proporție		N;DEF;FEM;SG
비례	proporție	비례	proporție		N;INDF;FEM;SG
베스트셀러	bestseller	베스트셀러	bestseller		N;INDF;MASC;SG
모니터링	monitorizate	모니터링	monitoriza		ADJ;INDF;FEM;PL
모니터링	monitorizat	모니터링	monitoriza		ADJ;INDF;MASC;SG
모니터링	monitorizată	모니터링	monitorizat		ADJ;INDF;FEM;SG
모니터링	monitorizarea	모니터링	monitorizare		N;DEF;FEM;SG
모니터링	monitorizare	모니터링	monitorizare		N;INDF;FEM;SG
모니터링	monitor	모니터링	monitor		N;INDF;MASC;SG
모니터링	monitoriza	모니터링	monitoriza		V;IND;SG;3;IPFV;FIN
모니터링	monitorul	모니터링	monitor		N;DEF;MASC;SG
모니터링	monitorizează	모니터링	monitoriza		V;IND;3;PRS;FIN
오크	orc	오크	orc		N
엣지	marginea	짙+지	margine		N;DEF;FEM;SG
엣지	edge	짙+지	edge		N;INDF;MASC;SG
엣지	margine	짙+지	margine		N;INDF;FEM;SG
엣지	muchie	짙+지	muchie		N;INDF;FEM;SG
파이썬	python	파이썬	python		N;INDF;MASC;SG
쓸데없는	inutil	쓸데없+는	inutil	ADJ	ADV
난이도	dificultate	난이+도	dificultate	ADV	N;INDF;FEM;SG
난이도	dificultăți	난이+도	dificultate	ADV	N;INDF;FEM;PL
난이도	dificultatea	난이+도	dificultate	ADV	N;DEF;FEM;SG
브룩스	brooke	브룩스	brookă		PROPN
브룩스	brooks	브룩스	brooks		PROPN
현관	veranda	현관	veranda		N;DEF;FEM;SG
현관	verandă	현관	verandă		N;INDF;FEM;SG
미니애폴리스	minneapolis	미니애폴리스	minneapolis	PROPN	PROPN
스바루	subaru	스바루	subaru		N;INDF;MASC;SG
사담	saddam	사담	saddam	PROPN	PROPN
파라	farah	파르+아	farah		PROPN
아이디어	idei	아이디어	idee		N;INDF;FEM;PL
아이디어	ideile	아이디어	idee		N;DEF;FEM;PL
아이디어	idee	아이디어	idee		N;INDF;FEM;SG
아이디어	ideea	아이디어	idee		N;DEF;FEM;SG
아이디어	idea	아이디어	idee		N;DEF;FEM;SG
관습	vamale	관습	vamal	N	ADJ;INDF;FEM;PL
캐롤라이나	carolina	캐롤라이나	carolina		N;DEF;FEM;SG
인터랙티브	interactiv	인터랙티브	interactiv		ADV
인터랙티브	interactive	인터랙티브	interactiv		ADJ;INDF;FEM;PL
부상당한	ranit	부상+당하+ㄴ	ranit	V	ADJ;INDF;MASC;SG
부상당한	rănită	부상+당하+ㄴ	răni	V	ADJ;INDF;FEM;SG
부상당한	rănit	부상+당하+ㄴ	răni	V	ADJ;INDF;MASC;SG
케이시	casey	케이시	casey		PROPN
퍼거슨	ferguson	퍼거슨	ferguson		PROPN
드레이크	drake	드레이크	drakă		PROPN
애니멀	animalul	애니멀	animal		N;DEF;MASC;SG
애니멀	animal	애니멀	animal		N;INDF;MASC;SG
훔볼트	humboldt	훔볼트	humboldt		PROPN
맬컴	malcolm	맬컴	malcolm	N	PROPN
맬컴	malcom	맬컴	malcom	N	PROPN
다카기	takagi	다카기	takag		PROPN
프리덤	libertate	프리덤	libertate		N;INDF;FEM;SG
프리덤	libertatea	프리덤	libertate		N;DEF;FEM;SG
프리덤	freedom	프리덤	freedom		N;INDF;MASC;SG
동지	camarazi	동지	camaraz		N;INDF;MASC;PL
메이슨	mason	메이슨	mason		N;INDF;MASC;SG
침묵	tăcut	침묵	tăcut	N	ADJ;INDF;MASC;SG
중성	neutru	중성	neutru	N	ADJ;INDF;MASC;SG
중성	neutre	중성	neutru	N	ADJ;INDF;FEM;PL
중성	neutră	중성	neutră	N	ADJ;INDF;FEM;SG
헌트	vânătoare	헌트	vânătoare		N;INDF;FEM;SG
헌트	hunt	헌트	fi		PROPN
헌트	vânează	헌트	vâna		V;IND;3;PRS;FIN
괴산	răpit	괴산	răpi	PROPN	ADJ;INDF;MASC;SG
괴산	răpită	괴산	răpit	PROPN	ADJ;INDF;FEM;SG
벵골	bengali	벵골	bengal	PROPN	N;INDF;MASC;SG
벵골	bengal	벵골	bengal	PROPN	N;INDF;MASC;SG
비틀즈	beatles	비틀즈	beatles	N	PROPN
니코	niko	니코	niko		PROPN
니코	nico	니코	nico		N;INDF;MASC;SG
스나이퍼	lunetistul	스나이퍼	lunetist		N;DEF;MASC;SG
스나이퍼	lunetist	스나이퍼	lunetist		N;INDF;MASC;SG
버팔로	bivoli	버팔+로	bivol		N;INDF;MASC;PL
버팔로	bivol	버팔+로	bivol		N;INDF;MASC;SG
버팔로	buffalo	버팔+로	buffalo		N;INDF;MASC;SG
버팔로	bizon	버팔+로	bizon		N;INDF;MASC;SG
버팔로	bizoni	버팔+로	bizon		N;INDF;MASC;PL
커리어	cariera	커리어	carieră		N;DEF;FEM;SG
커리어	carieră	커리어	carieră		N;INDF;FEM;SG
커리어	carierele	커리어	carieră		N;DEF;FEM;PL
커리어	cariere	커리어	carieră		N;INDF;FEM;PL
프로스트	frost	프로스트	frost		N;INDF;MASC;SG
셰인	shane	셰인	shan		PROPN
크릭	crick	크릭	crick		PROPN
둥지	cuib	둥+지	cuib		N;INDF;MASC;SG
둥지	cuibul	둥+지	cuib		N;DEF;MASC;SG
둥지	cuiburi	둥+지	cuib		N;INDF;FEM;PL
둥지	cuiburile	둥+지	cuib		N;DEF;FEM;PL
일시적	temporar	일시+적	temporar	N	ADV
일시적	temporare	일시+적	temporare	N	ADJ;INDF;FEM;PL
일시적	temporar	일시+적	temporar	N	ADV
일시적	temporară	일시+적	temporar	N	ADJ;INDF;FEM;SG
맥도널드	macdonald	맥도널드	macdonald	N	PROPN
절벽	stânci	절벽	stâncă		N;INDF;FEM;PL
절벽	cliff	절벽	cliff		PROPN
박쥐	bat	박쥐	bate		V;IND;PL;3;PRS;FIN
박쥐	liliac	박쥐	liliac		N;INDF;MASC;SG
박쥐	bâte	박쥐	bâte		N;INDF;FEM;PL
박쥐	lilieci	박쥐	liliec		N;INDF;MASC;PL
박쥐	liliecii	박쥐	liliecă		N;DEF;MASC;PL
올림푸스	olimp	올림푸스	olimp		PROPN
올림푸스	olympus	올림푸스	olympus		N;INDF;MASC;SG
푸앵카레	poincaré	푸앵카레	poincaré	PROPN	PROPN
스타킹	ciorapi	스타킹	ciorap		N;INDF;MASC;PL
스타킹	ciorap	스타킹	ciorap		N;INDF;MASC;SG
발광	luminoasă	발광	luminos	N	ADJ;INDF;FEM;SG
발광	luminos	발광	luminos	N	ADJ;INDF;MASC;SG
발광	luminoasa	발광	luminos	N	ADJ;DEF;FEM;SG
콤플렉스	complexe	콤플렉스	complex		ADJ;INDF;FEM;PL
콤플렉스	complex	콤플렉스	complex		ADJ;INDF;MASC;SG
콤플렉스	complexul	콤플렉스	complex		N;DEF;MASC;SG
콤플렉스	complexă	콤플렉스	complex		ADJ;INDF;FEM;SG
럭셔리	lux	럭셔리	lux		N;INDF;MASC;SG
럭셔리	luxul	럭셔리	lux		N;DEF;MASC;SG
어쨌거나	oricum	어찌하+었+거나	oricum		ADV
보츠와나	botswana	보츠+와+나	botswană	CONJ	PROPN
물결	val	물결	val		N;INDF;MASC;SG
물결	valul	물결	val		N;DEF;MASC;SG
스트레이트	drepte	스트레이트	drept		ADJ;INDF;FEM;PL
스트레이트	direct	스트레이트	direct		ADV
이탈리아인	italieni	이탈리아인	italian	V	ADJ;INDF;MASC;PL
이탈리아인	italienii	이탈리아인	italian	V	N;DEF;MASC;PL
이탈리아인	italiana	이탈리아인	italiană	V	N;DEF;FEM;SG
이탈리아인	italiană	이탈리아인	italiană	V	N;INDF;FEM;SG
이탈리아인	italian	이탈리아인	italian	V	ADJ;INDF;MASC;SG
홀리	holly	홀리	holly		PROPN
로체스터	rochester	로체스터	rochester	PROPN	PROPN
무작위	random	무작위	random	N	V;IND;SG;3;PRS;FIN
무작위	aleatoriu	무작위	aleatoriu	N	ADV
무작위	aleator	무작위	aleatoriu	N	ADV
발렌타인	valentin	발렌타인	valentin		PROPN
발렌타인	valentine	발렌타인	valentin		N;INDF;FEM;PL
처칠	churchill	처칠	churchill		PROPN
랜스	lancea	랜스	lance		N;DEF;FEM;SG
보손	bosoni	보손	boson	N	
엑셀	excel	걸+셀	excel		N;INDF;MASC;SG
스킨	piele	스킨	piele		N;INDF;FEM;SG
스킨	pielea	스킨	piele		N;DEF;FEM;SG
지배자	dominante	지배자	dominant	N	ADJ;INDF;FEM;PL
지배자	dominant	지배자	dominant	N	ADJ;INDF;MASC;SG
지배자	dominantă	지배자	dominant	N	ADJ;INDF;FEM;SG
헬레나	helena	헬레+나	helenă	PROPN	N;DEF;FEM;SG
이사벨라	isabella	이사벨+이+라	isabella	PROPN	N;DEF;FEM;SG
도망자	fugar	도망자	fugar		N;INDF;MASC;SG
도망자	fugarul	도망자	fugar		N;DEF;MASC;SG
파이트	bătăi	파이트	bătăi		N;INDF;FEM;PL
파이트	certuri	파이트	cert		N;INDF;FEM;PL
토네이도	tornado	토네이도	tornado		N;INDF;MASC;SG
토네이도	tornadă	토네이도	tornadă		N;INDF;FEM;SG
토네이도	tornada	토네이도	tornadă		N;DEF;FEM;SG
열쇠	keys	열쇠	keys		PROPN
열쇠	taste	열쇠	tast		N;INDF;FEM;PL
열쇠	cheile	열쇠	chel		N;DEF;FEM;PL
열쇠	chei	열쇠	chei		N;INDF;FEM;PL
시리얼	serial	시리얼	serial		N;INDF;MASC;SG
시리얼	cereale	시리얼	cereală		N;INDF;FEM;PL
시리얼	cerealele	시리얼	cereală		N;DEF;FEM;PL
시리얼	cereale	시리얼	cereală		N;INDF;FEM;PL
프레스	presă	프레스	presă		N;INDF;FEM;SG
프레스	press	프레스	press		N;INDF;MASC;SG
프레스	apasa	프레스	apasa		V;IND;SG;3;IPFV;FIN
프레스	apăsați	프레스	apăsa		V;IND;PL;2;IPFV;FIN
프레스	apasă	프레스	apăsa		V;IND;3;PRS;FIN
마스터스	stăpâni	마스터스	stăpâni	N	
마스터스	maestre	마스터스	maestru	N	
레이첼	rachel	레이첼	rachel		PROPN
레이첼	rachael	레이첼	rachael		PROPN
아론	aaron	아론	aaron		PROPN
아론	aron	아론	aron		PROPN
플라즈마	plasma	플라즈마	plasmă		N;DEF;FEM;SG
플라즈마	plasmatice	플라즈마	plasmatic		ADJ;INDF;FEM;PL
플라즈마	plasmă	플라즈마	plasmă		N;INDF;FEM;SG
조앤	joan	조앤	joan	N	PROPN
일본항공	jal	일본+항공	jal	PROPN	N;INDF;MASC;SG
오리온자리	orion	오리온자리	orion		N;INDF;MASC;SG
썬더	thunder	썬더	thunder		N;INDF;MASC;SG
썬더	tunetul	썬더	tunet		N;DEF;MASC;SG
썬더	tunete	썬더	tunet		N;INDF;FEM;PL
썬더	tunet	썬더	tunet		N;INDF;MASC;SG
마샬	marshall	마샬	marshall		PROPN
셰이크	sheikh	셰이크	sheikh	PROPN	N;INDF;MASC;SG
창문	fereastră	창문	fereastră		N;INDF;FEM;SG
창문	fereastra	창문	fereastră		N;DEF;FEM;SG
창문	geam	창문	geam		N;INDF;MASC;SG
댄싱	dans	댄싱	dans		N;INDF;MASC;SG
댄싱	dansul	댄싱	dans		N;DEF;MASC;SG
댄싱	dansând	댄싱	dansa		V;V.MSDR
슈가	zahăr	슈+가	zahăr		N;INDF;MASC;SG
슈가	zahar	슈+가	zahar		N;INDF;MASC;SG
슈가	zahărul	슈+가	zahăr		N;DEF;MASC;SG
슈가	sugar	슈+가	sugar		N;INDF;MASC;SG
불쾌한	neplăcut	불쾌+하+ㄴ	neplăcut	V	ADJ;INDF;MASC;SG
불쾌한	neplăcută	불쾌+하+ㄴ	neplăcut	V	ADJ;INDF;FEM;SG
불쾌한	neplăcute	불쾌+하+ㄴ	neplăcut	V	ADJ;INDF;FEM;PL
버뮤다	bermuda	버티+다	bermudă		PROPN
버뮤다	bermude	버티+다	bermudă		N;INDF;FEM;PL
정보상자	infobox	정보+상자	infobox		N;INDF;MASC;SG
피사	pisa	피사	pisa	PROPN	N;DEF;FEM;SG
체스터	chester	체스터	chester	PROPN	PROPN
리오넬	lionel	리오넬	lionel	PROPN	PROPN
판도라	pandora	판도+라	pandoră		N;DEF;FEM;SG
인터럽트	întrerupe	인터럽트	întrerupe	N	V;IND;SG;3;PRS;FIN
매스	liturghie	매스	liturghie		N;INDF;FEM;SG
매스	mass	매스	mass		N
매스	masă	매스	masă		N;INDF;FEM;SG
매스	masa	매스	masă		N;DEF;FEM;SG
마돈나	madonna	마돈+나	madonna		N;DEF;FEM;SG
반영	reflecta	반영	reflecta	N	V;IND;SG;3;IPFV;FIN
반영	reflectă	반영	reflecta	N	V;IND;SG;3;PST;FIN
미화	usd	미화	usd		N
인플루엔자	gripa	인플루+자자	gripă		N;DEF;FEM;SG
인플루엔자	gripă	인플루+자자	gripă		N;INDF;FEM;SG
인플루엔자	gripei	인플루+자자	gripă		N;DEF;FEM;SG
인플루엔자	gripa	인플루+자자	gripă		N;DEF;FEM;SG
인플루엔자	gripă	인플루+자자	gripă		N;INDF;FEM;SG
자바스크립트	javascript	자바스크립트	javascript		N;INDF;MASC;SG
마르티네스	martinez	마르티네스	martinez	PROPN	PROPN
콜롬보	colombo	콜롬보	colombo		PROPN
알랭	alain	알+이+ㄹ	alain		PROPN
코스모스	cosmos	코스모스	cosmos		N;INDF;MASC;SG
코스모스	cosmosul	코스모스	cosmos		N;DEF;MASC;SG
더럼	durham	더럼	durham		PROPN
시아파	shia	시아파	shia	N	PROPN
궁궐	palatul	궁궐	palat		N;DEF;MASC;SG
궁궐	palat	궁궐	palat		N;INDF;MASC;SG
궁궐	palace	궁궐	palac		N;INDF;MASC;SG
미묘한	subtil	미묘+하+ㄴ	subtil	V	ADJ;INDF;MASC;SG
미묘한	subtile	미묘+하+ㄴ	subte	V	ADJ;INDF;FEM;PL
미묘한	subtilă	미묘+하+ㄴ	subtil	V	ADJ;INDF;FEM;SG
퓨전	fuziune	퓨전	fuziune		N;INDF;FEM;SG
캄차카	kamceatka	캄차카	kamceatka	PROPN	PROPN
랭커스터	lancaster	랭커스터	lancaster	PROPN	PROPN
일하기	muncind	일하+기	munci		V;V.MSDR
일하기	lucrând	일하+기	lucra		V;V.MSDR
프레이저	fraser	프레이저	fraser		PROPN
마커스	marcus	마커스	marcus	PROPN	N;INDF;MASC;SG
슈테판	ștefan	슈테판	ștefan	PROPN	PROPN
슈테판	stefan	슈테판	stefan	PROPN	PROPN
슈테판	ştefan	슈테판	ştefan	PROPN	PROPN
슈테판	stephan	슈테판	stephan	PROPN	PROPN
사보이	savoy	사보+이	savoy		N;INDF;MASC;SG
사보이	savoia	사보+이	savoie		PROPN
애비뉴	avenue	애비뉴	avenue		N;INDF;MASC;SG
바라며	sperând	바라+며	spera		V;V.MSDR
기쁨	joy	기쁘+ㅁ	joy		N;INDF;MASC;SG
기쁨	bucurie	기쁘+ㅁ	bucurie		N;INDF;FEM;SG
기쁨	veselie	기쁘+ㅁ	veselie		N;INDF;FEM;SG
기쁨	bucuria	기쁘+ㅁ	bucurie		N;DEF;FEM;SG
기쁨	plăcerea	기쁘+ㅁ	plăcere		N;DEF;FEM;SG
기쁨	placere	기쁘+ㅁ	placere		N;INDF;FEM;SG
기쁨	placerea	기쁘+ㅁ	placere		N;DEF;FEM;SG
기쁨	plăcere	기쁘+ㅁ	plăcere		N;INDF;FEM;SG
뉴펀들랜드	newfoundland	뉴펀들랜드	newfoundland	N	PROPN
핼리팩스	halifax	핼리팩스	halifax	PROPN	PROPN
첸나이	chennai	첸나이	chennă	PROPN	N;INDF;MASC;SG
프록시	procură	프록시	procura	N	V;IND;SG;3;PST;FIN
바스	baie	바스	baie		N;INDF;FEM;SG
바스	bath	바스	bath		N;INDF;MASC;SG
인피니트	infinit	인피니트	infinit		ADV
인피니트	infinite	인피니트	infinit		ADJ;INDF;FEM;PL
인피니트	infinită	인피니트	infinit		ADJ;INDF;FEM;SG
아무나	oricine	아무나	oricine		PRO;SG;3
스텔라	stella	스텔+이+라	stella		N;DEF;FEM;SG
릴리즈	eliberare	릴리즈	eliberare		N;INDF;FEM;SG
릴리즈	eliberarea	릴리즈	eliberare		N;DEF;FEM;SG
릴리즈	eliberează	릴리즈	elibera		V;IND;3;PRS;FIN
릴리즈	eliberări	릴리즈	eliberare		N;INDF;FEM;PL
제라드	gerrard	제라드	gerrard		PROPN
제라드	gerard	제라드	gerard		N;INDF;MASC;SG
아바스	abbas	아바스	abbas	PROPN	N;INDF;MASC;SG
클레오파트라	cleopatra	클레오파트+라	cleopatră		N;DEF;FEM;SG
카라카스	caracas	카라카스	caracas	PROPN	PROPN
도도	grade	도도	grad		N;INDF;FEM;PL
도도	diplome	도도	diplomă		N;INDF;FEM;PL
산토스	santos	산토스	santos	PROPN	PROPN
크라쿠프	cracovia	크라쿠프	cracovie	PROPN	PROPN
플라잉	zburând	플라잉	zbura		V;V.MSDR
플라잉	zbor	플라잉	zbor		N;INDF;MASC;SG
추첨	desenează	추첨	desena	N	V;IND;3;PRS;FIN
제롬	jerome	제롬	jerom	PROPN	PROPN
패트리어트	patriot	패트리어트	patriot		N;INDF;MASC;SG
미학	estetică	미학	estetic	N	ADJ;INDF;FEM;SG
미학	estetice	미학	estetic	N	ADJ;INDF;FEM;PL
미학	estetică	미학	estetic	N	ADJ;INDF;FEM;SG
미학	estetic	미학	estetic	N	ADV
그리기	remiză	그리+기	remiză	V	N;INDF;FEM;SG
그리기	desenul	그리+기	desen	V	N;DEF;MASC;SG
그리기	desen	그리+기	desen	V	N;INDF;MASC;SG
헤라클레스	hercules	헤라클레스	hercules	PROPN	PROPN
헤라클레스	hercule	헤라클레스	herc	PROPN	
헤라클레스	heracle	헤라클레스	heraclă	PROPN	
쥐라기	jurassic	쥐+이+라기	jurassic		N;INDF;MASC;SG
콘스탄티노스	constantin	콘스탄티노스	constantin	PROPN	PROPN
콘스탄티노스	constantine	콘스탄티노스	constantin	PROPN	
서포터	suporter	서포터	suporter		N;INDF;MASC;SG
하코네	hakone	하코네	hakonă	PROPN	N;INDF;MASC;SG
마술	magice	마술	magic	N	ADJ;INDF;FEM;PL
마술	magic	마술	magic	N	ADJ;INDF;MASC;SG
마술	magică	마술	magic	N	ADJ;INDF;FEM;SG
각색	dramatizat	각색	dramatiza	N	ADJ;INDF;MASC;SG
의인화	antropomorfism	의인화	antropomorfism		N;INDF;MASC;SG
폭력적인	violent	폭력+적+이+ㄴ	violent	V	ADJ;INDF;MASC;SG
폭력적인	violentă	폭력+적+이+ㄴ	violentă	V	ADJ;INDF;FEM;SG
폭력적인	violente	폭력+적+이+ㄴ	violent	V	ADJ;INDF;FEM;PL
그리니치	greenwich	그리니치	greenwich	PROPN	N;INDF;MASC;SG
매운	picante	맵+ㄴ	picant		ADJ;INDF;FEM;PL
매운	picantă	맵+ㄴ	picantă		N;INDF;FEM;SG
매운	picant	맵+ㄴ	picant		N;INDF;MASC;SG
매운	condimentat	맵+ㄴ	condimentat		ADJ;INDF;MASC;SG
허락	permisiune	허락	permisiune		N;INDF;FEM;SG
허락	permisiunea	허락	permisiune		N;DEF;FEM;SG
