din	fra	din	fra	ADP;ACC	ADV
locuitorii	beboere	locuitor	beboer	N;DEF;MASC;PL	N;INDF;MASC+FEM;PL
printesa	prinsesse	printesă	prinsesse	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
printesa	princess	printesă	princess	N;DEF;FEM;SG	
printesa	prinsesse	printesă	prinsesse	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
printesa	princess	printesă	princess	N;DEF;FEM;SG	
printesa	prinsesse	printesă	prinsesse	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
printesa	princess	printesă	princess	N;DEF;FEM;SG	
comunitatea	fællesskab	comunitate	fællesskab	N;DEF;FEM;SG	N;INDF;NEUT;SG
cap	head	cap	head	N;INDF;MASC;SG	
cap	hovedet	cap	hoved	N;INDF;MASC;SG	N;DEF;NEUT;SG
jocurile	kampe	joc	kamp	N;DEF;FEM;PL	N;INDF;MASC+FEM;PL
jocurile	spil	joc	spil	N;DEF;FEM;PL	N;INDF;NEUT;SG
mijlocul	mid	mijloc	mid	N;DEF;MASC;SG	
personal	personlig	personal	personlig	ADV	ADJ;INDF;MASC+FEM;SG
personal	personlige	personal	personlig	ADV	ADJ;PL
personal	personel	personal	personel	ADV	N;INDF;MASC+FEM;SG
personal	personale	personal	personal	ADV	ADJ;PL
personal	personalet	personal	personale	ADV	N;DEF;NEUT;SG
personal	personlig	personal	personlig	ADV	ADJ;INDF;MASC+FEM;SG
personal	medarbejdere	personal	medarbejder	ADV	N;INDF;MASC+FEM;PL
personal	personalet	personal	personale	ADV	N;DEF;NEUT;SG
personal	personale	personal	personal	ADV	ADJ;PL
personal	ansatte	personal	ansætte	ADV	V;PL;PST;V.PTCP
regizor	direktøren	regizor	direktør	N;INDF;MASC;SG	N;DEF;MASC+FEM;SG
star	star	star	star		
star	stjerne	star	stjer		N;INDF;MASC+FEM;SG
star	stjernen	star	stjerne		N;DEF;MASC+FEM;SG
inferioara	lavere	inferiora	lav	ADJ;DEF;FEM;SG	ADJ;CMPR
inferioara	sænk	inferiora	sænk	ADJ;DEF;FEM;SG	V;IMP
inferioara	ringere	inferiora	ringer	ADJ;DEF;FEM;SG	ADJ;CMPR
muzical	musikalske	muzical	musikalsk	ADJ;INDF;MASC;SG	ADJ;PL
muzical	musical	muzical	musical	ADJ;INDF;MASC;SG	N;INDF;MASC+FEM;SG
muzical	musikalsk	muzical	musikalsk	ADJ;INDF;MASC;SG	ADV
muzical	musikalsk	muzical	musikalsk	ADJ;INDF;MASC;SG	ADV
organizat	tilrettelagt	organiza	tilrettelægge	ADJ;INDF;MASC;SG	V;INDF;SG;PST;V.PTCP
organizat	organiseret	organiza	organisere	ADJ;INDF;MASC;SG	V;INDF;SG;PST;V.PTCP
organizat	organiserede	organiza	organisere	ADJ;INDF;MASC;SG	V;PL;PST;V.PTCP
organizat	arrangeret	organiza	arrangere	ADJ;INDF;MASC;SG	V;INDF;SG;PST;V.PTCP
organizat	organiseret	organiza	organisere	ADJ;INDF;MASC;SG	V;INDF;SG;PST;V.PTCP
organizat	organiserede	organiza	organisere	ADJ;INDF;MASC;SG	V;PL;PST;V.PTCP
literar	litterære	literar	litterære	ADJ;INDF;MASC;SG	ADJ;PL
situl	site	sit	site	N;DEF;MASC;SG	N;INDF;NEUT;SG
publicata	offentliggjort	publicat	offentliggjort	ADJ;DEF;FEM;SG	V;INDF;SG;PST;V.PTCP
publicata	udkommet	publicat	udkomme	ADJ;DEF;FEM;SG	V;INDF;SG;PST;V.PTCP
publicata	offentliggjorte	publicat	offentliggøre	ADJ;DEF;FEM;SG	ADJ;PL
publicata	udgivet	publicat	udgive	ADJ;DEF;FEM;SG	V;INDF;SG;PST;V.PTCP
publicata	offentliggøres	publicat	offentliggøre	ADJ;DEF;FEM;SG	V;NFIN;PASS
antrenor	træneren	antrenor	træner	N;INDF;MASC;SG	N;DEF;MASC+FEM;SG
atac	angrebet	atac	angreb	N;INDF;MASC;SG	N;DEF;NEUT;SG
atac	angrib	atac	angrib	N;INDF;MASC;SG	V;IMP
copil	child	copil	child	N;INDF;MASC;SG	
discuri	diske	disc	denke	N;INDF;FEM;PL	V;NFIN;ACT
discuri	records	disc	records	N;INDF;FEM;PL	N;INDF;NEUT;SG
discuri	diske	disc	denke	N;INDF;FEM;PL	V;NFIN;ACT
port	havne	port	havne	N;INDF;MASC;SG	N;INDF;MASC+FEM;PL
port	port	port	port	N;INDF;MASC;SG	
scrise	skriftlig	scrie	skriftlig	V;IND;SG;3;PST;FIN	ADJ;INDF;MASC+FEM;SG
clubul	klub	club	klub	N;DEF;MASC;SG	N;INDF;MASC+FEM;SG
clubul	club	club	club	N;DEF;MASC;SG	N;INDF;MASC+FEM;SG
clubul	natklub	club	natklub	N;DEF;MASC;SG	N;INDF;MASC+FEM;SG
clubul	kølle	club	kølle	N;DEF;MASC;SG	N;INDF;MASC+FEM;SG
romi	romaerne	rom	roma	N;INDF;MASC;PL	N;DEF;MASC+FEM;PL
romi	roma	rom	roma	N;INDF;MASC;PL	
pierre	pierre	pierre	pierre	PROPN	N;INDF;MASC+FEM;SG
considerata	overvejede	considerat	overveje	ADJ;DEF;FEM;SG	V;IND;PST;FIN;ACT
considerata	overvejes	considerat	overveje	ADJ;DEF;FEM;SG	V;PRS;NFIN;PASS
considerata	overvejet	considerat	overveje	ADJ;DEF;FEM;SG	V;INDF;SG;PST;V.PTCP
considerata	betragtede	considerat	betragte	ADJ;DEF;FEM;SG	V;IND;PST;FIN;ACT
considerata	overvejede	considerat	overveje	ADJ;DEF;FEM;SG	V;IND;PST;FIN;ACT
considerata	overvejes	considerat	overveje	ADJ;DEF;FEM;SG	V;PRS;NFIN;PASS
considerata	overvejet	considerat	overveje	ADJ;DEF;FEM;SG	V;INDF;SG;PST;V.PTCP
considerata	betragtede	considerat	betragte	ADJ;DEF;FEM;SG	V;IND;PST;FIN;ACT
xvi	xvi	xvi	xvi		
olimpice	olympic	olimpic	olympic	ADJ;INDF;FEM;PL	
olimpice	olympisk	olimpic	olympisk	ADJ;INDF;FEM;PL	ADJ;INDF;SG
europei	eu	europă	eu	PROPN;DEF;FEM;SG	N;INDF;MASC+FEM;SG
europei	europe	europă	europe	PROPN;DEF;FEM;SG	
europei	europa	europă	europa	PROPN;DEF;FEM;SG	PROPN
voce	voice	voce	voice	N;INDF;FEM;SG	
libera	fri	liber	fri	N;DEF;FEM;SG	ADJ;INDF;MASC+FEM;SG
libera	frit	liber	frit	N;DEF;FEM;SG	ADV
libera	free	liber	free	N;DEF;FEM;SG	
libera	gratis	liber	gratis	N;DEF;FEM;SG	ADV
popescu	popescu	popescu	popescu	PROPN	N;INDF;MASC+FEM;SG
greu	tunge	greu	tung	ADV	ADJ;PL
greu	tungt	greu	tungt	ADV	ADJ;INDF;NEUT;SG
greu	heavy	greu	heavy	ADV	N;INDF;NEUT;SG
greu	tung	greu	tung	ADV	ADJ;INDF;MASC+FEM;SG
greu	kraftig	greu	kraftig	ADV	ADJ;INDF;MASC+FEM;SG
greu	hårde	greu	hård	ADV	ADJ;PL
greu	svært	greu	svær	ADV	ADJ;INDF;NEUT;SG
greu	hard	greu	hard	ADV	
greu	hård	greu	hård	ADV	ADJ;INDF;MASC+FEM;SG
greu	hårdt	greu	hård	ADV	ADJ;INDF;NEUT;SG
greu	svær	greu	svær	ADV	ADJ;INDF;MASC+FEM;SG
greu	hårdt	greu	hård	ADV	ADJ;INDF;NEUT;SG
greu	hårde	greu	hård	ADV	ADJ;PL
greu	barsk	greu	barsk	ADV	ADJ;INDF;SG
greu	sej	greu	sej	ADV	ADJ;INDF;MASC+FEM;SG
greu	hård	greu	hård	ADV	ADJ;INDF;MASC+FEM;SG
crescut	dyrket	crescut	dyrke	ADJ;INDF;MASC;SG	V;INDF;SG;PST;V.PTCP
crescut	vokset	crescut	vokse	ADJ;INDF;MASC;SG	V;INDF;SG;PST;V.PTCP
crescut	dyrkes	crescut	dyrke	ADJ;INDF;MASC;SG	V;IND;PRS;FIN;PASS
crescut	hævet	crescut	hæve	ADJ;INDF;MASC;SG	V;INDF;SG;PST;V.PTCP
crescut	opdraget	crescut	opdrage	ADJ;INDF;MASC;SG	V;INDF;SG;PST;V.PTCP
crescut	opdrættet	crescut	opdrætte	ADJ;INDF;MASC;SG	V;INDF;SG;PST;V.PTCP
crescut	rejst	crescut	rejse	ADJ;INDF;MASC;SG	V;INDF;SG;PST;V.PTCP
proiectul	projekt	proiect	projekt	N;DEF;MASC;SG	N;INDF;NEUT;SG
proiectul	project	proiect	project	N;DEF;MASC;SG	N;INDF;MASC+FEM;SG
olanda	nederlandene	olanda	nederland	PROPN	N;DEF;NEUT;PL
olanda	holland	olanda	holland	PROPN	
olanda	holland	olanda	holland	PROPN	
henry	henrik	henry	henrik	PROPN	PROPN
henry	henry	henry	henry	PROPN	
finala	afsluttende	finală	afslutte	N;DEF;FEM;SG	V;PRS;V.PTCP
finala	endeligt	finală	endelig	N;DEF;FEM;SG	ADV
finala	endelige	finală	endelig	N;DEF;FEM;SG	ADJ;PL
finala	endelig	finală	endelig	N;DEF;FEM;SG	ADV
finala	finale	finală	finale	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
finala	afsluttende	finală	afslutte	N;DEF;FEM;SG	V;PRS;V.PTCP
finala	endeligt	finală	endelig	N;DEF;FEM;SG	ADV
finala	endelige	finală	endelig	N;DEF;FEM;SG	ADJ;PL
finala	endelig	finală	endelig	N;DEF;FEM;SG	ADV
israel	israel	israel	israel	PROPN	
israel	israelsk	israel	israelsk	PROPN	ADJ;INDF;SG
intrarea	indtræden	intrare	indtræden	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
intrarea	indgang	intrare	indgang	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
intrarea	indrejse	intrare	indrejse	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
intrarea	entré	intrare	entré	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
intrarea	indgang	intrare	indgang	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
intrarea	entre	intrare	entre	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
vara	summer	vară	summe	N;DEF;FEM;SG	N;INDF;MASC+FEM;PL
vara	sommer	vară	sommer	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
vara	sommerferie	vară	sommerferie	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
vara	summer	vară	summe	N;DEF;FEM;SG	N;INDF;MASC+FEM;PL
vara	sommer	vară	sommer	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
vara	sommerferie	vară	sommerferie	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
versiunea	version	versiune	version	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
versiunea	udgave	versiune	udgave	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
prezenta	forekomst	prezent	forekomst	ADJ;DEF;FEM;SG	N;INDF;MASC+FEM;SG
prezenta	nærvær	prezent	nærvær	ADJ;DEF;FEM;SG	N;INDF;MASC+FEM;SG
prezenta	tilstedeværelse	prezent	tilstedeværelse	ADJ;DEF;FEM;SG	N;INDF;MASC+FEM;SG
prezenta	nærværelse	prezent	nærværelse	ADJ;DEF;FEM;SG	N;INDF;MASC+FEM;SG
prezenta	overværelse	prezent	overværelse	ADJ;DEF;FEM;SG	V;PST;V.PTCP
prezenta	nutiden	prezent	nutid	ADJ;DEF;FEM;SG	N;DEF;MASC+FEM;SG
prezenta	nutid	prezent	nutid	ADJ;DEF;FEM;SG	N;INDF;MASC+FEM;SG
prezenta	fremmøde	prezent	fremmøde	ADJ;DEF;FEM;SG	N;INDF;NEUT;SG
prezenta	tilstedeværelse	prezent	tilstedeværelse	ADJ;DEF;FEM;SG	N;INDF;MASC+FEM;SG
prezenta	deltagelse	prezent	deltagelse	ADJ;DEF;FEM;SG	N;INDF;MASC+FEM;SG
prezenta	forekomst	prezent	forekomst	ADJ;DEF;FEM;SG	N;INDF;MASC+FEM;SG
prezenta	nærvær	prezent	nærvær	ADJ;DEF;FEM;SG	N;INDF;MASC+FEM;SG
prezenta	tilstedeværelse	prezent	tilstedeværelse	ADJ;DEF;FEM;SG	N;INDF;MASC+FEM;SG
prezenta	nærværelse	prezent	nærværelse	ADJ;DEF;FEM;SG	N;INDF;MASC+FEM;SG
prezenta	overværelse	prezent	overværelse	ADJ;DEF;FEM;SG	V;PST;V.PTCP
prezenta	forekomst	prezent	forekomst	ADJ;DEF;FEM;SG	N;INDF;MASC+FEM;SG
prezenta	nærvær	prezent	nærvær	ADJ;DEF;FEM;SG	N;INDF;MASC+FEM;SG
prezenta	tilstedeværelse	prezent	tilstedeværelse	ADJ;DEF;FEM;SG	N;INDF;MASC+FEM;SG
prezenta	nærværelse	prezent	nærværelse	ADJ;DEF;FEM;SG	N;INDF;MASC+FEM;SG
prezenta	overværelse	prezent	overværelse	ADJ;DEF;FEM;SG	V;PST;V.PTCP
vladimir	vladimir	vladimir	vladimir	PROPN	
motiv	motivet	motiv	motiv	N;INDF;MASC;SG	N;DEF;NEUT;SG
neagra	sort	negru	sort	ADJ;DEF;FEM;SG	ADJ;INDF;SG
neagra	black	negru	black	ADJ;DEF;FEM;SG	
neagra	sorte	negru	sort	ADJ;DEF;FEM;SG	ADJ;PL
neagra	sort	negru	sort	ADJ;DEF;FEM;SG	ADJ;INDF;SG
neagra	black	negru	black	ADJ;DEF;FEM;SG	
neagra	sorte	negru	sort	ADJ;DEF;FEM;SG	ADJ;PL
bihor	bihor	bihor	bihor	PROPN	
uefa	uefa	uefa	uefa	PROPN	N;INDF;MASC+FEM;SG
popular	populære	popular	populær	ADJ;INDF;MASC;SG	ADJ;PL
existenta	eksistens	existent	eksistens	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
existenta	eksistens	existent	eksistens	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
existenta	bestående	existent	bestå	N;DEF;FEM;SG	V;PRS;V.PTCP
existenta	eksisterende	existent	eksistere	N;DEF;FEM;SG	V;PRS;V.PTCP
existenta	eksistens	existent	eksistens	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
papa	farmand	papă	farmand		N;INDF;MASC+FEM;SG
papa	papa	papă	papa		
papa	pappa	papă	pappa		N;INDF;MASC+FEM;SG
papa	pope	papă	pope		
papa	pave	papă	pave		N;INDF;MASC+FEM;SG
papa	paven	papă	pave		N;DEF;MASC+FEM;SG
papa	pope	papă	pope		
papa	pave	papă	pave		N;INDF;MASC+FEM;SG
papa	paven	papă	pave		N;DEF;MASC+FEM;SG
cernigau	tjernihiv	cerniga	tjernihiv	V;IND;PL;3;IPFV;FIN	
sport	sporten	sport	sport	N;INDF;MASC;SG	N;DEF;MASC+FEM;SG
sport	sports	sport	sports	N;INDF;MASC;SG	
sport	sportsgrene	sport	sportsgen	N;INDF;MASC;SG	N;DEF;NEUT;PL
ministrul	minister	ministru	minist	N;DEF;MASC;SG	N;INDF;MASC+FEM;SG
poloniei	polen	polonie	pole	PROPN;DEF;FEM;SG	PROPN
poloniei	polens	polonie	polen	PROPN;DEF;FEM;SG	N;GEN;DEF;MASC+FEM;SG
cresterea	vækstrate	crestere	vækstrate	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
cresterea	vækst	crestere	vækst	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
cresterea	tilvækst	crestere	tilvækst	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
cresterea	vækstrate	crestere	vækstrate	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
cresterea	vækst	crestere	vækst	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
cresterea	tilvækst	crestere	tilvækst	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
studiat	studeret	studiat	studere	ADJ;INDF;MASC;SG	V;INDF;SG;PST;V.PTCP
studiat	undersøgt	studiat	undersøge	ADJ;INDF;MASC;SG	V;INDF;SG;PST;V.PTCP
studiat	studerede	studiat	studere	ADJ;INDF;MASC;SG	V;IND;PST;FIN;ACT
plasa	net	plasa	ne	N;DEF;FEM;SG	N;INDF;NEUT;SG
plasa	netto	plasa	netto	N;DEF;FEM;SG	ADV
plasa	net	plasa	ne	N;DEF;FEM;SG	N;INDF;NEUT;SG
plasa	netto	plasa	netto	N;DEF;FEM;SG	ADV
plasa	mesh	plasa	mesh	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
plasa	masker	plasa	maske	N;DEF;FEM;SG	N;INDF;MASC+FEM;PL
mutat	flyttede	muta	flytte	ADJ;INDF;MASC;SG	V;IND;PST;FIN;ACT
mutat	bevæget	muta	bevæget	ADJ;INDF;MASC;SG	V;INDF;SG;PST;V.PTCP
mutat	flyttet	muta	flytte	ADJ;INDF;MASC;SG	V;INDF;SG;PST;V.PTCP
scrisa	skriftlig	scrisa	skriftlig	ADJ;DEF;FEM;SG	ADJ;INDF;MASC+FEM;SG
scrisa	skrevet	scrisa	skrive	ADJ;DEF;FEM;SG	V;INDF;SG;PST;V.PTCP
scrisa	skriftlig	scrisa	skriftlig	ADJ;DEF;FEM;SG	ADJ;INDF;MASC+FEM;SG
scrisa	skrevet	scrisa	skrive	ADJ;DEF;FEM;SG	V;INDF;SG;PST;V.PTCP
noastre	vor	meu	vores	DET;FEM;PL;1	DET;MASC+FEM;SG;1
noastre	our	meu	our	DET;FEM;PL;1	
generale	generelt	general	generel	ADJ;INDF;FEM;PL	ADV
generale	generel	general	generel	ADJ;INDF;FEM;PL	ADJ;INDF;MASC+FEM;SG
generale	almindelig	general	almindelig	ADJ;INDF;FEM;PL	ADJ;INDF;MASC+FEM;SG
filip	phillip	filip	phillip	PROPN	
filip	philip	filip	philip	PROPN	
filip	filip	filip	filip	PROPN	
filip	filip	filip	filip	PROPN	
subiect	emnet	subiect	emne	N;INDF;MASC;SG	N;DEF;NEUT;SG
subiect	emnet	subiect	emne	N;INDF;MASC;SG	N;DEF;NEUT;SG
comitate	amterne	comitate	amt	N;INDF;FEM;PL	N;DEF;NEUT;PL
zece	ten	zece	ten	NUM;PL	
insulele	øer	insulă	øe	N;DEF;FEM;PL	N;INDF;NEUT;PL
park	parkere	park	park	N;INDF;MASC;SG	V;NFIN;ACT
park	parken	park	park	N;INDF;MASC;SG	N;DEF;MASC+FEM;SG
bgcolor	bgcolor	bgcolor	bgcolor		
pictor	maleren	pictor	maler	N;INDF;MASC;SG	N;DEF;MASC+FEM;SG
gradul	grad	grad	grad	N;DEF;MASC;SG	N;INDF;MASC+FEM;SG
gradul	rang	grad	rang	N;DEF;MASC;SG	N;INDF;MASC+FEM;SG
gradul	rank	grad	rank	N;DEF;MASC;SG	N;INDF;MASC+FEM;SG
autorul	forfatter	autor	forfatter	N;DEF;MASC;SG	N;INDF;MASC+FEM;SG
autorul	forslagsstiller	autor	forslagsstiller	N;DEF;MASC;SG	N;INDF;MASC+FEM;SG
autorul	ophavsmand	autor	ophavsmand	N;DEF;MASC;SG	N;INDF;MASC+FEM;SG
ora	ora	oră	ora	N;DEF;FEM;SG	
ora	time	oră	time	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
ora	tid	oră	tid	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
ora	tidspunkt	oră	tidspunkt	N;DEF;FEM;SG	N;INDF;NEUT;SG
ora	gang	oră	gang	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
ora	klokkeslæt	oră	klokkeslæt	N;DEF;FEM;SG	N;INDF;NEUT;SG
ora	time	oră	time	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
posibil	muligt	posibil	mulig	ADV	ADJ;INDF;NEUT;SG
posibil	mulige	posibil	mulig	ADV	ADJ;PL
posibil	mulig	posibil	mulig	ADV	ADJ;INDF;MASC+FEM;SG
inalt	høje	inalt	høj	ADJ;INDF;MASC;SG	ADJ;PL
inalt	høje	inalt	høj	ADJ;INDF;MASC;SG	ADJ;PL
mii	tusinde	mie	tusinde	NUM;INDF;FEM;PL	N;INDF;NEUT;PL
mii	tusind	mie	tusind	NUM;INDF;FEM;PL	N;INDF;NEUT;SG
mii	tusinde	mie	tusinde	NUM;INDF;FEM;PL	N;INDF;NEUT;PL
mii	tusindvis	mie	tusindvis	NUM;INDF;FEM;PL	ADV
mii	tusinder	mie	tusinde	NUM;INDF;FEM;PL	N;INDF;NEUT;PL
sumi	sumy	sumă	sumy	PROPN	
joaca	play	joacă	play	N;DEF;FEM;SG	
joaca	spille	joacă	spille	N;DEF;FEM;SG	V;NFIN;ACT
joaca	spil	joacă	spil	N;DEF;FEM;SG	N;INDF;NEUT;SG
joaca	leg	joacă	leg	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
joaca	play	joacă	play	N;DEF;FEM;SG	
joaca	spille	joacă	spille	N;DEF;FEM;SG	V;NFIN;ACT
joaca	spil	joacă	spil	N;DEF;FEM;SG	N;INDF;NEUT;SG
joaca	leg	joacă	leg	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
culturale	kulturel	cultural	kulturel	ADJ;INDF;FEM;PL	ADJ;INDF;MASC+FEM;SG
culturale	kulturelt	cultural	kulturelt	ADJ;INDF;FEM;PL	ADV
tom	tom	tom	tom	PROPN	
continuare	fortsættes	continuare	fortsætte	N;INDF;FEM;SG	V;IND;PRS;FIN;PASS
moarte	death	moarte	death	N;INDF;FEM;SG	
moarte	døden	moarte	død	N;INDF;FEM;SG	N;DEF;MASC+FEM;SG
moarte	dødsfald	moarte	dødsfald	N;INDF;FEM;SG	N;INDF;NEUT;PL
vremea	vejr	vreme	vejr	N;DEF;FEM;SG	N;INDF;NEUT;SG
monumentul	monument	monument	monument	N;DEF;MASC;SG	N;INDF;NEUT;SG
program	programmet	program	program	N;INDF;MASC;SG	N;DEF;NEUT;SG
program	tidsplanen	program	tidsplan	N;INDF;MASC;SG	N;DEF;MASC+FEM;SG
sustinut	støttede	sustinut	støtte	ADJ;INDF;MASC;SG	V;IND;PST;FIN;ACT
sustinut	understøttet	sustinut	understøtte	ADJ;INDF;MASC;SG	V;INDF;SG;PST;V.PTCP
sustinut	støttet	sustinut	støtte	ADJ;INDF;MASC;SG	V;INDF;SG;PST;V.PTCP
sustinut	understøttede	sustinut	understøttet	ADJ;INDF;MASC;SG	V;PL;PST;V.PTCP
sustinut	opretholdt	sustinut	opretholde	ADJ;INDF;MASC;SG	V;INDF;SG;PST;V.PTCP
sustinut	opretholdt	sustinut	opretholde	ADJ;INDF;MASC;SG	V;INDF;SG;PST;V.PTCP
sustinut	støttede	sustinut	støtte	ADJ;INDF;MASC;SG	V;IND;PST;FIN;ACT
sustinut	understøttet	sustinut	understøtte	ADJ;INDF;MASC;SG	V;INDF;SG;PST;V.PTCP
sustinut	støttet	sustinut	støtte	ADJ;INDF;MASC;SG	V;INDF;SG;PST;V.PTCP
sustinut	understøttede	sustinut	understøttet	ADJ;INDF;MASC;SG	V;PL;PST;V.PTCP
alegerile	valg	alegere	valg	N;DEF;FEM;PL	N;INDF;NEUT;SG
linie	line	linie	lin	N;INDF;FEM;SG	
lunga	lang	lung	lang	ADJ;DEF;FEM;SG	ADJ;INDF;MASC+FEM;SG
lunga	lange	lung	lang	ADJ;DEF;FEM;SG	ADJ;PL
lunga	længe	lung	længe	ADJ;DEF;FEM;SG	ADV
urban	urban	urban	urban	ADJ;INDF;MASC;SG	
strada	gade	stradă	gade	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
strada	street	stradă	stre	N;DEF;FEM;SG	N;INDF;NEUT;SG
strada	gade	stradă	gade	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
strada	street	stradă	stre	N;DEF;FEM;SG	N;INDF;NEUT;SG
viii	viii	viu	viii	N;DEF;FEM;SG	NUM
drum	vejen	drum	vej	N;INDF;MASC;SG	N;DEF;MASC+FEM;SG
lung	lunge	lung	lunge	ADJ;INDF;MASC;SG	N;INDF;MASC+FEM;SG
lung	lungekræft	lung	lungekræft	ADJ;INDF;MASC;SG	N;INDF;MASC+FEM;SG
lung	lunger	lung	lunge	ADJ;INDF;MASC;SG	N;INDF;MASC+FEM;PL
lung	lung	lung	lung	ADJ;INDF;MASC;SG	
lung	lungerne	lung	lunge	ADJ;INDF;MASC;SG	N;DEF;MASC+FEM;PL
lung	lange	lung	lang	ADJ;INDF;MASC;SG	ADJ;PL
lung	længe	lung	længe	ADJ;INDF;MASC;SG	ADV
festivalul	festival	festival	festival	N;DEF;MASC;SG	N;INDF;MASC+FEM;SG
alta	alta	altul	alta	PRO;FEM;SG;3	N;INDF;MASC+FEM;SG
zonele	områder	zonă	område	N;DEF;FEM;PL	N;INDF;NEUT;PL
zonele	arealer	zonă	areal	N;DEF;FEM;PL	N;INDF;NEUT;PL
tipuri	typerne	tip	type	N;INDF;FEM;PL	N;DEF;MASC+FEM;PL
primii	første	prim	første	NUM;DEF;MASC;PL	ADJ
primii	først	prim	først	NUM;DEF;MASC;PL	ADV
versuri	vers	vers	vers	N;INDF;FEM;PL	N;INDF;NEUT;SG
steaua	star	stea	star	N;DEF;FEM;SG	
steaua	stjerne	stea	stjer	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
steaua	steaua	stea	steaua	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
jucator	player	jucator	play	N;INDF;MASC;SG	N;INDF;MASC+FEM;PL
jucator	spilleren	jucator	spiller	N;INDF;MASC;SG	N;DEF;MASC+FEM;SG
jucator	spiller	jucator	spille	N;INDF;MASC;SG	V;IND;PRS;FIN;ACT
jucator	player	jucator	play	N;INDF;MASC;SG	N;INDF;MASC+FEM;PL
jucator	spilleren	jucator	spiller	N;INDF;MASC;SG	N;DEF;MASC+FEM;SG
jucator	spiller	jucator	spille	N;INDF;MASC;SG	V;IND;PRS;FIN;ACT
familii	familierne	familie	familie	N;INDF;FEM;PL	N;DEF;MASC+FEM;PL
christian	christian	christian	christian	PROPN	
christian	kristen	christian	kristen	PROPN	ADJ;INDF;MASC+FEM;SG
west	west	west	west	PROPN	N;INDF;MASC+FEM;SG
west	vest	west	vest	PROPN	N;INDF
west	vestpå	west	vestpå	PROPN	N;INDF
distanta	distance	distantă	distance	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
distanta	afstand	distantă	afstand	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
distanta	fjernbetjening	distantă	fjernbetjening	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
distanta	fjerntliggende	distantă	fjerntliggende	N;DEF;FEM;SG	ADJ
distanta	fjernt	distantă	fjern	N;DEF;FEM;SG	ADV
distanta	distance	distantă	distance	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
distanta	afstand	distantă	afstand	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
distanta	distance	distantă	distance	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
distanta	afstand	distantă	afstand	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
distanta	distance	distantă	distance	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
distanta	afstand	distantă	afstand	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
biblioteca	bibliotek	bibliotecă	bibliotek	N;DEF;FEM;SG	N;INDF;NEUT;SG
biblioteca	bibliotek	bibliotecă	bibliotek	N;DEF;FEM;SG	N;INDF;NEUT;SG
formate	stiftet	forma	stift	ADJ;INDF;FEM;PL	V;INDF;SG;PST;V.PTCP
formate	dannet	forma	danne	ADJ;INDF;FEM;PL	V;INDF;SG;PST;V.PTCP
formate	formater	forma	format	ADJ;INDF;FEM;PL	N;INDF;MASC+FEM;PL
valoarea	værdi	valoare	værdi	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
miniatura	miniature	miniatură	miniatur	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
