категория	kategorii	категория	kategorie	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG;POS
ворота	bránu	ворота	brána	N;INAN;NOM;NEUT;PL	N;ACC;FEM;SG;POS
ворота	gate	ворота	gate	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;SG;POS
ворота	brána	ворота	braný	N;INAN;NOM;NEUT;PL	ADJ;POS;V.PTCP;PASS
ворота	brána	ворота	braný	N;INAN;NOM;NEUT;PL	ADJ;POS;V.PTCP;PASS
ворота	gates	ворота	gates	N;INAN;NOM;NEUT;PL	PROPN;ANIM;NOM;MASC;SG;POS
ворота	brány	ворота	braný	N;INAN;NOM;NEUT;PL	ADJ;PL;POS;V.PTCP;PASS
британский	britové	британский	britový	ADJ;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;PL;POS
япония	japonsko	япония	japonský	N;INAN;NOM;FEM;SG	PROPN;NOM;NEUT;SG;POS
олимпийские	olympic	олимпийский	olympic	ADJ;NOM;PL	N;INAN;NOM;MASC;SG;POS
олимпийские	olympijský	олимпийский	olympijský	ADJ;NOM;PL	ADJ;ANIM;NOM;MASC;SG;POS
старый	staré	старый	starý	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL;POS
студентов	studentky	студент	studentka	N;ANIM;GEN;MASC;PL	N;NOM;FEM;PL;POS
студентов	studenti	студент	student	N;ANIM;GEN;MASC;PL	N;ANIM;NOM;MASC;PL;POS
студентов	žáci	студент	žák	N;ANIM;GEN;MASC;PL	N;ANIM;NOM;MASC;PL;POS
студентов	studenty	студент	student	N;ANIM;GEN;MASC;PL	N;ANIM;ACC;MASC;PL;POS
задачи	výzev	задача	výzev	N;INAN;NOM;FEM;PL	N;GEN;FEM;PL;POS
задачи	úkolů	задача	úkol	N;INAN;NOM;FEM;PL	N;INAN;GEN;MASC;PL;POS
болезни	nemoc	болезнь	nemoc	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
болезни	nemoc	болезнь	nemoc	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
болезни	onemocnění	болезнь	onemocnění	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG;POS
болезни	onemocnění	болезнь	onemocnění	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG;POS
болезни	nákaza	болезнь	nákaza	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
болезни	nemoc	болезнь	nemoc	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
болезни	onemocnění	болезнь	onemocnění	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG;POS
сторона	párty	сторона	párt	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL;POS
сторона	party	сторона	part	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;PL;POS
сторона	straně	сторона	strana	N;INAN;NOM;FEM;SG	N;DAT;FEM;SG;POS
сторона	boční	сторона	boční	N;INAN;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
основатель	zakladatele	основатель	zakladatel	N;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG;POS
тонн	tuny	тонна	tuna	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL;POS
тонн	tuny	тонна	tuna	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL;POS
компаний	společnosti	компания	společnost	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL;POS
компаний	firmy	компания	firma	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL;POS
подпись	podpisu	подпись	podpis	N;INAN;NOM;FEM;SG	N;INAN;GEN;MASC;SG;POS
подпись	podepsána	подпись	podepsaný	N;INAN;NOM;FEM;SG	ADJ;POS;V.PTCP;PASS
подпись	podepsáno	подпись	podepsaný	N;INAN;NOM;FEM;SG	ADJ;NEUT;SG;POS;V.PTCP;PASS
подпись	podepsaná	подпись	podepsaný	N;INAN;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
подпись	podepsán	подпись	podepsaný	N;INAN;NOM;FEM;SG	ADJ;MASC;SG;POS;V.PTCP;PASS
подпись	podepsané	подпись	podepsaný	N;INAN;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS
англия	england	англия	england	N;INAN;NOM;FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
англия	anglie	англия	anglie	N;INAN;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
исследование	studijní	исследование	studijní	N;INAN;NOM;NEUT;SG	ADJ;NOM;MASC;PL;POS
исследование	studovat	исследование	studovat	N;INAN;NOM;NEUT;SG	V;IPFV;POS;NFIN
исследование	studie	исследование	studie	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL;POS
исследование	výzkumy	исследование	výzkum	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;PL;POS
света	světle	свет	světlo	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG;POS
света	lehké	свет	lehký	N;INAN;GEN;MASC;SG	ADJ;NOM;NEUT;SG;POS
света	světlo	свет	světlo	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG;POS
остаётся	zůstane	оставаться	zůstat	V;IPFV;IND;SG;3;PRS;FIN;MID	V;IND;SG;3;POS;PRS;FIN;ACT
остаётся	zůstává	оставаться	zůstávat	V;IPFV;IND;SG;3;PRS;FIN;MID	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
остаётся	pobyty	оставаться	pobyt	V;IPFV;IND;SG;3;PRS;FIN;MID	N;INAN;NOM;MASC;PL;POS
нижняя	níže	нижний	nízko	ADJ;NOM;FEM;SG	ADV;CMPR;POS
нижняя	níž	нижний	jenž	ADJ;NOM;FEM;SG	PRO;DAT;FEM;SG
нижняя	nižší	нижний	nízký	ADJ;NOM;FEM;SG	ADJ;NOM;CMPR;MASC;SG;POS
зоны	pásmo	зона	pásmo	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG;POS
зоны	zóna	зона	zóna	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
хан	hahn	хан	hahno	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
хан	khan	хан	khan	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
хан	hana	хан	hana	N;ANIM;NOM;MASC;SG	PROPN;NOM;FEM;SG;POS
хан	han	хан	han	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
пространство	prostoru	пространство	prostor	N;INAN;NOM;NEUT;SG	N;INAN;GEN;MASC;SG;POS
пространство	space	пространство	space	N;INAN;NOM;NEUT;SG	PROPN;FEM;SG;POS
поражения	porážka	поражение	porážka	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG;POS
поражения	porazit	поражение	porazit	N;INAN;NOM;NEUT;PL	V;PFV;POS;NFIN
битвы	bitev	битва	bitva	N;INAN;NOM;FEM;PL	N;GEN;FEM;PL;POS
наступление	urážlivý	наступление	urážlivý	N;INAN;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
наступление	urážlivé	наступление	urážlivý	N;INAN;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS
наступление	útočný	наступление	útočný	N;INAN;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
западная	west	западный	west	ADJ;NOM;FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
западная	západ	западный	západ	ADJ;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
западная	západ	западный	západ	ADJ;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
западная	western	западный	western	ADJ;NOM;FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
экспедиции	výprava	экспедиция	výprava	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
экспедиции	expedice	экспедиция	expedice	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
открытие	discovery	открытие	discovery	N;INAN;NOM;NEUT;SG	PROPN;FEM;POS
открытие	úvodní	открытие	úvodní	N;INAN;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
полиции	policie	полиция	policie	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
физики	fyzikální	физика	fyzikální	N;ANIM;NOM;MASC;PL	ADJ;NOM;MASC;SG;POS
физики	fyziku	физика	fyzika	N;ANIM;NOM;MASC;PL	N;ACC;FEM;SG;POS
физики	fyzika	физика	fyzika	N;ANIM;NOM;MASC;PL	N;NOM;FEM;SG;POS
цель	objektivní	цель	objektivní	N;INAN;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
цель	účelu	цель	účel	N;INAN;NOM;FEM;SG	N;INAN;DAT;MASC;SG;POS
цель	branky	цель	branka	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL;POS
цель	zacílit	цель	zacílit	N;INAN;NOM;FEM;SG	V;PFV;POS;NFIN
цель	cílová	цель	cílový	N;INAN;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
альма	alma	альма	alma	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
личности	identity	личность	identita	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
личности	osobností	личность	osobnost	N;INAN;NOM;FEM;PL	N;INS;FEM;SG;POS
личности	osobnost	личность	osobnost	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
персонажи	znaků	персонаж	znak	N;ANIM;NOM;MASC;PL	N;INAN;GEN;MASC;PL;POS
персонажи	znaky	персонаж	znak	N;ANIM;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
южный	jih	южный	jih	ADJ;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
картина	malovat	картина	malovat	N;INAN;NOM;FEM;SG	V;IPFV;POS;NFIN
министерство	ministerstva	министерство	ministerstvo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;PL;POS
женился	manželé	жениться	manžel	V;IPFV;MASC;IND;SG;PST;FIN;MID	N;ANIM;NOM;MASC;PL;POS
женился	vdaná	жениться	vdaný	V;IPFV;MASC;IND;SG;PST;FIN;MID	ADJ;NOM;FEM;SG;POS
женился	ženatý	жениться	ženatý	V;IPFV;MASC;IND;SG;PST;FIN;MID	ADJ;ANIM;NOM;MASC;SG;POS
километров	kilometry	километр	kilometr	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL;POS
километров	kilometry	километр	kilometr	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL;POS
семейство	rodinný	семейство	rodinný	N;INAN;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
семейство	rodinná	семейство	rodinný	N;INAN;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
семейство	rodinné	семейство	rodinný	N;INAN;NOM;NEUT;SG	ADJ;NOM;MASC;PL;POS
андерсон	anderson	андерсон	anderson	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
андерсон	andersonová	андерсон	andersonový	N;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
польский	polák	польский	polák	ADJ;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
польский	polské	польский	polský	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL;POS
положения	ustanovení	положение	ustanovení	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG;POS
круг	kruhu	круг	kruh	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG;POS
круг	klíně	круг	klín	N;INAN;NOM;MASC;SG	N;INAN;DAT;MASC;SG;POS
испания	španělsko	испание	španělský	N;INAN;NOM;NEUT;PL	PROPN;NOM;NEUT;SG;POS
высшего	nadřízený	высший	nadřízený	ADJ;GEN;NEUT;SG	ADJ;ANIM;NOM;MASC;SG;POS
окончательно	definitivní	окончательно	definitivní	ADV	ADJ;NOM;MASC;SG;POS
предприятий	podniky	предприятие	podnik	N;INAN;GEN;NEUT;PL	N;INAN;NOM;MASC;PL;POS
предприятий	podniky	предприятие	podnik	N;INAN;GEN;NEUT;PL	N;INAN;NOM;MASC;PL;POS
победа	win	победа	win	N;INAN;NOM;FEM;SG	PROPN;NOM;MASC;SG;POS
победа	vyhrát	победа	vyhrát	N;INAN;NOM;FEM;SG	V;POS;NFIN
победа	výhry	победа	výhra	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL;POS
крепость	fort	крепость	fort	N;INAN;NOM;FEM;SG	PROPN;NOM;MASC;SG;POS
ежегодно	každoroční	ежегодно	každoroční	ADV	ADJ;NOM;MASC;SG;POS
ежегодно	roční	ежегодно	roční	ADV	ADJ;NOM;MASC;SG;POS
драмы	drama	драма	drama	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG;POS
база	základnu	база	základna	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG;POS
хочу	chcete	хотеть	chtít	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;IND;PL;2;POS;PRS;FIN;ACT
хочу	chceš	хотеть	chtít	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;IND;SG;2;POS;PRS;FIN;ACT
поддержки	podporu	поддержка	podpora	N;INAN;GEN;FEM;SG	N;ACC;FEM;SG;POS
поддержки	podporovat	поддержка	podporovat	N;INAN;GEN;FEM;SG	V;IPFV;POS;NFIN
поддержки	podpořit	поддержка	podpořit	N;INAN;GEN;FEM;SG	V;PFV;POS;NFIN
поддержки	podpory	поддержка	podpora	N;INAN;GEN;FEM;SG	N;NOM;FEM;SG;POS
поддержки	podpora	поддержка	podpora	N;INAN;GEN;FEM;SG	N;NOM;FEM;SG;POS
леса	lesní	лес	lesní	N;INAN;NOM;MASC;PL	ADJ;NOM;MASC;SG;POS
леса	les	лес	les	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;SG;POS
леса	lesa	лес	les	N;INAN;NOM;MASC;PL	N;INAN;GEN;MASC;SG;POS
половины	polovina	половина	polovina	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
половины	půlka	половина	půlka	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
половины	půl	половина	půl	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
половины	polovinu	половина	polovina	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG;POS
половины	napůl	половина	napůl	N;INAN;NOM;FEM;PL	ADV
добавил	přidáno	добавить	přidaný	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NEUT;SG;POS;V.PTCP;PASS
добавил	přidána	добавить	přidaný	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;POS;V.PTCP;PASS
добавил	přidané	добавить	přidaný	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;FEM;SG;POS
добавил	přidán	добавить	přidaný	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;SG;POS;V.PTCP;PASS
добавил	přidány	добавить	přidaný	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;INAN;PL;POS;V.PTCP;PASS
композиции	kompozice	композиция	kompozice	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
энергии	energii	энергия	energie	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG;POS
энергии	energetická	энергия	energetický	N;INAN;NOM;FEM;PL	ADJ;NOM;FEM;SG;POS
энергии	energie	энергия	energie	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
энергии	energetika	энергия	energetika	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
названа	pojmenoval	назвать	pojmenovat	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
мартин	martine	мартина	martina	N;ANIM;NOM;MASC;SG	INTJ
мартин	martin	мартина	martin	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
отставку	rezignace	отставка	rezignace	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG;POS
отставку	odstoupení	отставка	odstoupení	N;INAN;ACC;FEM;SG	N;NOM;NEUT;SG;POS
отставку	rezignace	отставка	rezignace	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG;POS
главная	main	главный	main	ADJ;NOM;FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
крайней	extrémní	крайний	extrémní	ADJ;INS;FEM;SG	ADJ;NOM;MASC;SG;POS
крайней	krajní	крайний	krajní	ADJ;INS;FEM;SG	ADJ;NOM;MASC;SG;POS
помочь	pomoc	помочь	pomoc	V;PFV;NFIN;ACT	N;NOM;FEM;SG;POS
этапе	fáze	этап	fáze	N;INAN;ESS;MASC;SG	N;NOM;FEM;SG;POS
этапе	etapa	этап	etapa	N;INAN;ESS;MASC;SG	N;NOM;FEM;SG;POS
этапе	fázi	этап	fáze	N;INAN;ESS;MASC;SG	N;ACC;FEM;SG;POS
этапе	fáze	этап	fáze	N;INAN;ESS;MASC;SG	N;NOM;FEM;SG;POS
этапе	etapa	этап	etapa	N;INAN;ESS;MASC;SG	N;NOM;FEM;SG;POS
этапе	jeviště	этап	jeviště	N;INAN;ESS;MASC;SG	N;NOM;NEUT;SG;POS
этапе	stage	этап	stát	N;INAN;ESS;MASC;SG	N;NOM;MASC;SG;POS
скорости	speed	скорость	speed	N;INAN;NOM;FEM;PL	PROPN;INAN;NOM;MASC;SG;POS
скорости	rychlost	скорость	rychlost	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
отказался	odmítl	отказаться	odmítnout	V;PFV;MASC;IND;SG;PST;FIN;MID	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
отказался	odmítli	отказаться	odmítnout	V;PFV;MASC;IND;SG;PST;FIN;MID	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP;ACT
отказался	odmítnuta	отказаться	odmítnutý	V;PFV;MASC;IND;SG;PST;FIN;MID	ADJ;POS;V.PTCP;PASS
отказался	odmítnuto	отказаться	odmítnutý	V;PFV;MASC;IND;SG;PST;FIN;MID	ADJ;NEUT;SG;POS;V.PTCP;PASS
отказался	odmítl	отказаться	odmítnout	V;PFV;MASC;IND;SG;PST;FIN;MID	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
отказался	zamítnuto	отказаться	zamítnutý	V;PFV;MASC;IND;SG;PST;FIN;MID	ADJ;NEUT;SG;POS;V.PTCP;PASS
арестован	zatčený	арестовывать	zatčený	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS
арестован	zatčen	арестовывать	zatčený	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;MASC;SG;POS;V.PTCP;PASS
мастера	masters	мастер	master	N;ANIM;NOM;MASC;PL	N;INAN;NOM;MASC;SG;POS
мастера	mistrů	мастер	mistr	N;ANIM;NOM;MASC;PL	N;ANIM;GEN;MASC;PL;POS
мастера	mistry	мастер	mistr	N;ANIM;NOM;MASC;PL	N;ANIM;INS;MASC;PL;POS
абсолютно	uplne	абсолютно	uplnout	ADV	ADJ;NOM;MASC;SG;POS
екатерина	catherine	екатерина	catherine	N;ANIM;NOM;FEM;SG	PROPN;FEM;SG;POS
объединение	sloučit	объединение	sloučit	N;INAN;NOM;NEUT;SG	V;PFV;POS;NFIN
прошли	prošla	пройти	projít	V;PFV;IND;PL;PST;FIN;ACT	V;POS;PST;V.PTCP;ACT
прошли	prošel	пройти	projít	V;PFV;IND;PL;PST;FIN;ACT	V;MASC;SG;POS;PST;V.PTCP;ACT
комментарии	komentář	комментарий	komentář	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;SG;POS
комментарии	komentář	комментарий	komentář	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;SG;POS
оставил	levá	оставить	levý	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;FEM;SG;POS
оставил	vlevo	оставить	vlevo	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADV
оставил	levý	оставить	levý	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;INAN;NOM;MASC;SG;POS
оставил	doleva	оставить	doleva	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADV
поиск	hledej	поиск	hledat	N;INAN;NOM;MASC;SG	V;IMP;SG;2;POS;FIN
поиск	vyhledat	поиск	vyhledat	N;INAN;NOM;MASC;SG	V;PFV;POS;NFIN
поиск	hledat	поиск	hledat	N;INAN;NOM;MASC;SG	V;IPFV;POS;NFIN
закончил	dokončeno	закончить	dokončený	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NEUT;SG;POS;V.PTCP;PASS
закончил	dokončené	закончить	dokončený	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;NEUT;SG;POS
закончил	hotovo	закончить	hotový	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;NOM;NEUT;SG;POS
последняя	posledni	последний	posledný	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;POS
последняя	naposledy	последний	naposledy	ADJ;NOM;FEM;SG	ADV
последняя	naposled	последний	naposled	ADJ;NOM;FEM;SG	ADV
санта	santo	сант	santo	N;INAN;NOM;FEM;SG	PROPN;NOM;NEUT;SG;POS
санта	ježíšek	сант	ježíšek	N;INAN;NOM;FEM;SG	N;ANIM;NOM;MASC;SG;POS
международные	international	международный	international	ADJ;NOM;PL	PROPN;FEM;POS
международные	mezinárodní	международный	mezinárodní	ADJ;NOM;PL	ADJ;NOM;MASC;SG;POS
мои	můj	мой	můj	DET;NOM;PL	DET;NOM;MASC;SG;1
мои	mé	мой	můj	DET;NOM;PL	DET;NOM;SG;1
мои	důl	мой	důl	DET;NOM;PL	N;INAN;NOM;MASC;SG;POS
мои	moje	мой	můj	DET;NOM;PL	DET;NOM;SG;1
способ	metodu	способ	metoda	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG;POS
лондон	londýně	лондон	londýn	N;INAN;NOM;MASC;SG	PROPN;INAN;DAT;MASC;SG;POS
лондон	londýn	лондон	londýn	N;INAN;NOM;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
лондон	london	лондон	london	N;INAN;NOM;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
процесса	proces	процесс	proces	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG;POS
процесса	postup	процесс	postup	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG;POS
процесса	zpracovat	процесс	zpracovat	N;INAN;GEN;MASC;SG	V;PFV;POS;NFIN
север	severní	север	severní	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
фестиваль	slavnosti	фестиваль	slavnost	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL;POS
преподавал	učila	преподавать	učit	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;POS;PST;V.PTCP;ACT
преподавал	naučil	преподавать	naučit	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
польша	polsko	польша	polský	N;INAN;NOM;FEM;SG	PROPN;NOM;NEUT;SG;POS
польша	polskem	польша	polsko	N;INAN;NOM;FEM;SG	PROPN;INS;NEUT;SG;POS
нижний	nižnij	нижний	nižnij	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;POS
нижний	níže	нижний	nízko	ADJ;NOM;MASC;SG	ADV;CMPR;POS
нижний	níž	нижний	jenž	ADJ;NOM;MASC;SG	PRO;DAT;FEM;SG
нижний	nižší	нижний	nízký	ADJ;NOM;MASC;SG	ADJ;NOM;CMPR;MASC;SG;POS
жены	manželku	жена	manželka	N;ANIM;NOM;FEM;PL	N;ACC;FEM;SG;POS
жены	žena	жена	žena	N;ANIM;NOM;FEM;PL	N;NOM;FEM;SG;POS
жены	manželka	жена	manželka	N;ANIM;NOM;FEM;PL	N;NOM;FEM;SG;POS
жены	manželce	жена	manželka	N;ANIM;NOM;FEM;PL	N;DAT;FEM;SG;POS
жены	manželek	жена	manželka	N;ANIM;NOM;FEM;PL	N;GEN;FEM;PL;POS
подробно	detailní	подробно	detailní	ADV	ADJ;NOM;MASC;SG;POS
подробно	podrobný	подробно	podrobný	ADV	ADJ;INAN;NOM;MASC;SG;POS
подробно	podrobná	подробно	podrobný	ADV	ADJ;NOM;FEM;SG;POS
предмет	objektu	предмет	objekt	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG;POS
ричард	richard	ричард	richard	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
губернатор	guvernéra	губернатор	guvernér	N;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG;POS
центральная	centrála	центральный	centrála	ADJ;NOM;FEM;SG	N;NOM;FEM;SG;POS
белые	bílá	белый	bílý	ADJ;NOM;PL	ADJ;NOM;FEM;SG;POS
белые	white	белый	white	ADJ;NOM;PL	PROPN;ANIM;NOM;MASC;SG;POS
белые	bílý	белый	bílý	ADJ;NOM;PL	ADJ;ANIM;NOM;MASC;SG;POS
понятия	koncepce	понятие	koncepce	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG;POS
какая	co	какой	co	DET;NOM;FEM;SG	PRO;INAN;NOM
папа	papa	папа	papa	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG;POS
двигатель	motoru	двигатель	motor	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG;POS
наталья	natalja	наталья	natalja	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
крови	krvi	кровь	krev	N;INAN;NOM;FEM;SG	N;DAT;FEM;SG;POS
крови	blood	кровь	blood	N;INAN;NOM;FEM;SG	PROPN;NOM;MASC;SG;POS
переименован	přejmenoval	переименовать	přejmenovat	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
современные	moderní	современный	moderní	ADJ;NOM;PL	ADJ;NOM;MASC;SG;POS
современные	současná	современный	současný	ADJ;NOM;PL	ADJ;NOM;FEM;SG;POS
современные	moderní	современный	moderní	ADJ;NOM;PL	ADJ;NOM;MASC;SG;POS
современные	současné	современный	současný	ADJ;NOM;PL	ADJ;NOM;NEUT;SG;POS
современные	současný	современный	současný	ADJ;NOM;PL	ADJ;INAN;NOM;MASC;SG;POS
сообщество	komunity	сообщество	komunita	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL;POS
кампании	kampaní	кампания	kampaň	N;INAN;NOM;FEM;PL	N;INS;FEM;SG;POS
кампании	kampaň	кампания	kampaň	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
кампании	tažení	кампания	tažení	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG;POS
граждан	občané	гражданин	občan	N;ANIM;GEN;MASC;PL	N;ANIM;NOM;MASC;PL;POS
граждан	občany	гражданин	občan	N;ANIM;GEN;MASC;PL	N;ANIM;ACC;MASC;PL;POS
нидерландов	nizozemsko	нидерланд	nizozemský	N;INAN;GEN;MASC;PL	PROPN;NOM;NEUT;SG;POS
нидерландов	nizozemí	нидерланд	nizozemí	N;INAN;GEN;MASC;PL	N;NOM;NEUT;SG;POS
рейтинг	ratingy	рейтинг	rating	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;PL;POS
общие	časté	общий	častý	ADJ;NOM;PL	ADJ;NOM;NEUT;SG;POS
общие	společná	общий	společný	ADJ;NOM;PL	ADJ;NOM;FEM;SG;POS
общие	společné	общий	společný	ADJ;NOM;PL	ADJ;NOM;NEUT;SG;POS
общие	obecně	общий	obecně	ADJ;NOM;PL	ADV;POS
общие	všeobecné	общий	všeobecný	ADJ;NOM;PL	ADJ;NOM;MASC;SG;POS
общие	obecné	общий	obecný	ADJ;NOM;PL	ADJ;NOM;MASC;SG;POS
судов	nádoby	суд	nádoba	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL;POS
