les	het	le	het	DET;DEF;PL	PRO;3
latin	latijnse	latin	Latijns	N;MASC;SG	ADJ
latin	latijns	latin	latijn	N;MASC;SG	ADJ
connue	bekende	connaître	bekend	V;FEM;SG;PST;V.PTCP	ADJ
connue	bekend	connaître	bekend	V;FEM;SG;PST;V.PTCP	ADJ
entreprises	bedrijf	entreprise	bedrijf	N;FEM;PL	N;NEUT;SG
entreprises	zakelijk	entreprise	zakelijk	N;FEM;PL	ADJ
lumière	lichte	lumière	licht	N;FEM;SG	ADJ
lumière	lichtjes	lumière	licht	N;FEM;SG	N;PL
lumière	lichten	lumière	lichten	N;FEM;SG	V;NFIN
lumière	lampen	lumière	lamp	N;FEM;SG	N;PL
supérieure	superior	supérieur	superior	ADJ;FEM;SG	
supérieure	upper	supérieur	upper	ADJ;FEM;SG	N;MASC+FEM;SG
supérieure	opper	supérieur	opper	ADJ;FEM;SG	N;MASC+FEM;SG
automobile	automobiel	automobile	automobiel	ADJ;MASC;SG	N;MASC+FEM;SG
automobile	automotive	automobile	automotive	ADJ;MASC;SG	N;MASC+FEM;SG
automobile	automobiel	automobile	automobiel	ADJ;MASC;SG	N;MASC+FEM;SG
soviétique	sovjet	soviétique	sovjet	ADJ;MASC;SG	N;MASC+FEM;SG
textes	tekst	texte	tekst	N;MASC;PL	N;MASC+FEM;SG
royale	royal	royal	royal	ADJ;FEM;SG	N;MASC+FEM;SG
moitié	half	moitié	half	N;FEM;SG	ADJ
josé	jose	josé	jose	PROPN	N;MASC+FEM;SG
josé	josé	josé	josé	PROPN	N;MASC+FEM;SG
josé	jose	josé	jose	PROPN	N;MASC+FEM;SG
josé	josé	josé	josé	PROPN	N;MASC+FEM;SG
réponse	beantwoorden	réponse	beantwoorden	N;FEM;SG	V;NFIN
réponse	beantwoorden	réponse	beantwoorden	N;FEM;SG	V;NFIN
réponse	antwoorden	réponse	antwoord	N;FEM;SG	N;PL
patrick	patrick	patrick	patrick	PROPN	N;MASC+FEM;SG
chacun	elke	chacun	elk	PRO;MASC;SG	DET
physique	natuurkunde	physique	natuurkunde	ADJ;MASC;SG	N;MASC+FEM;SG
physique	fysica	physique	fysica	ADJ;MASC;SG	N;MASC+FEM;SG
compris	inclusief	comprendre	inclusief	V;MASC;SG;PST;V.PTCP	ADJ
californie	california	californie	california	PROPN	N;MASC+FEM;SG
californie	californië	californie	californië	PROPN	N;NEUT;SG
californie	californische	californie	californisch	PROPN	ADJ
militaires	militairen	militaire	militair	ADJ;MASC;PL	N;PL
militaires	krijgsmacht	militaire	krijgsmacht	ADJ;MASC;PL	N;MASC+FEM;SG
questions	vragen	question	vraag	N;FEM;PL	V;NFIN
parle	talk	parler	talk	V;IND;SG;3;PRS;FIN	ADJ
courant	huidig	courir	huidig	V;PRS;V.PTCP	ADJ
courant	huidige	courir	huidig	V;PRS;V.PTCP	ADJ
courant	actueel	courir	actueel	V;PRS;V.PTCP	ADJ
lire	lectuur	lire	lectuur	V;NFIN	N;MASC+FEM;SG
lire	reading	lire	reading	V;NFIN	N;MASC+FEM;SG
lire	lezing	lire	lezing	V;NFIN	N;MASC+FEM;SG
terres	grond	terre	grond	N;FEM;PL	N;MASC+FEM;SG
terres	land	terre	land	N;FEM;PL	N;NEUT;SG
denis	dennis	denis	dennis	PROPN	N;MASC+FEM;SG
denis	denis	denis	denis	PROPN	N;MASC+FEM;SG
brésil	brazilië	brésil	brazilië	N;MASC;SG	PROPN;NEUT;SG
opération	operation	opération	operation	N;FEM;SG	
paix	peace	paix	peace	N;FEM;SG	
vieux	vieux	vieux	vieux	ADJ;MASC;SG	N;MASC+FEM;SG
faible	zwakken	faible	zwak	ADJ;MASC;SG	V;NFIN
faible	low	faible	low	ADJ;MASC;SG	N;MASC+FEM;SG
algérie	algerije	algérie	algerije	ADJ;MASC;SG	PROPN;NEUT;SG
algérie	algérie	algérie	algérie	ADJ;MASC;SG	N;MASC+FEM;SG
final	finale	final	finale	ADJ;MASC;SG	N;MASC+FEM;SG
puisque	sinds	puisque	sinds	CONJ	ADP
puisque	sedert	puisque	sedert	CONJ	ADP
reçu	ontvangst	recevoir	ontvangst	V;MASC;SG;PST;V.PTCP	N;MASC+FEM;SG
reçu	kwitantie	recevoir	kwitantie	V;MASC;SG;PST;V.PTCP	N;MASC+FEM;SG
reçu	ontvangstbewijs	recevoir	ontvangstbewijs	V;MASC;SG;PST;V.PTCP	N;NEUT;SG
reçu	roger	recevoir	roog	V;MASC;SG;PST;V.PTCP	N;MASC+FEM;SG
gros	big	gros	big	ADJ;MASC;SG	N;MASC+FEM;SG
gros	vet	gros	vet	ADJ;MASC;SG	N;NEUT;SG
gros	groothandel	gros	groothandel	ADJ;MASC;SG	N;MASC+FEM;SG
montagne	bergen	montagne	bergen	N;FEM;SG	V;NFIN
diverses	diversen	divers	divers	ADJ;FEM;PL	N;PL
diverses	gevarieerd	divers	variëren	ADJ;FEM;PL	V;V.PTCP
découverte	ontdek	découvrir	ontdek	V;FEM;SG;PST;V.PTCP	V;SG;PRS;FIN
découverte	ontdekking	découvrir	ontdekking	V;FEM;SG;PST;V.PTCP	N;MASC+FEM;SG
découverte	ontdekkingen	découvrir	ontdekking	V;FEM;SG;PST;V.PTCP	N;PL
découverte	discovery	découvrir	discovery	V;FEM;SG;PST;V.PTCP	N;MASC+FEM;SG
front	front	front	front	N;MASC;SG	
poète	dichter	poète	dichter	N;MASC;SG	ADJ;CMPR
val	val	val	vallen	N;MASC;SG	V;SG;PRS;FIN
religieux	religie	religieux	religie	ADJ;MASC;SG	N;MASC+FEM;SG
religieux	godsdienst	religieux	godsdienst	ADJ;MASC;SG	N;MASC+FEM;SG
archives	archief	archive	archief	N;FEM;PL	N;NEUT;SG
archives	archief	archive	archief	N;FEM;PL	N;NEUT;SG
archives	archiveren	archive	archiveren	N;FEM;PL	V;NFIN
vote	stemmen	vote	stem	N;MASC;SG	N;PL
vote	stemmen	vote	stem	N;MASC;SG	N;PL
vote	stemmingen	vote	stemming	N;MASC;SG	N;PL
vote	stemmen	vote	stem	N;MASC;SG	N;PL
formes	vormen	forme	vormen	N;FEM;PL	V;NFIN
formes	vormen	forme	vormen	N;FEM;PL	V;NFIN
proximité	nabijgelegen	proximité	nabijgelegen	N;FEM;SG	ADV
proximité	dichtbij	proximité	dichtbij	N;FEM;SG	ADJ
romaine	romaine	romain	romaine	ADJ;FEM;SG	N;MASC+FEM;SG
romaine	roman	romain	roman	ADJ;FEM;SG	N;MASC+FEM;SG
alt	alt	alt	alt		N;MASC+FEM;SG
obtenir	get	obtenir	get	V;NFIN	
blanche	blanche	blanc	blanch	ADJ;FEM;SG	N;MASC+FEM;SG
angeles	angeles	angele	angel	PROPN	PROPN;NEUT;SG
belle	belle	beau	bellen	ADJ;FEM;SG	N;MASC+FEM;SG
continue	vervolgt	continu	vervolgen	ADJ;FEM;SG	V;SG;PRS;FIN
continue	doorlopend	continu	doorlopen	ADJ;FEM;SG	V;V.PTCP
continue	doorlopende	continu	doorlopen	ADJ;FEM;SG	V;V.PTCP
continue	ononderbroken	continu	ononderbreken	ADJ;FEM;SG	V;V.PTCP
continue	voortzetten	continu	voortzetten	ADJ;FEM;SG	V;NFIN
continue	doorgaan	continu	doorgaan	ADJ;FEM;SG	V;NFIN
continue	doorgaan	continu	doorgaan	ADJ;FEM;SG	V;NFIN
continue	voortzetten	continu	voortzetten	ADJ;FEM;SG	V;NFIN
chant	zingen	chant	zingen	N;MASC;SG	V;NFIN
mondial	wereld	mondial	wereld	ADJ;MASC;SG	N;MASC+FEM;SG
mondial	mondial	mondial	mondial	ADJ;MASC;SG	N;MASC+FEM;SG
mondial	global	mondial	global	ADJ;MASC;SG	N;MASC+FEM;SG
longtemps	lang	longtemps	lang	ADV	ADJ
longtemps	lange	longtemps	lang	ADV	ADJ
longtemps	long	longtemps	long	ADV	N;MASC+FEM;SG
congrès	congressen	congrès	congres	N;MASC;SG	N;PL
chinois	chinezen	chinois	chinees	ADJ;MASC;SG	N;PL
frédéric	friedrich	frédéric	friedrich	PROPN	N;MASC+FEM;SG
frédéric	frédéric	frédéric	frédéric	PROPN	N;MASC+FEM;SG
frédéric	frederik	frédéric	frederik	PROPN	N;MASC+FEM;SG
frédéric	frederick	frédéric	frederick	PROPN	N;MASC+FEM;SG
frédéric	frederic	frédéric	frederic	PROPN	N;MASC+FEM;SG
frédéric	frédéric	frédéric	frédéric	PROPN	N;MASC+FEM;SG
soleil	zonneschijn	soleil	zonneschijn	N;MASC;SG	ADJ
allemands	allemands	allemand	allemands	ADJ;MASC;PL	N;PL
allemands	duitsers	allemand	duitser	ADJ;MASC;PL	N;PL
moscou	moskou	moscou	moskou	PROPN	PROPN;NEUT;SG
sportif	sport	sportif	sport	ADJ;MASC;SG	N;MASC+FEM;SG
amis	friends	ami	friend	N;MASC;PL	N;SG
amis	vriendin	ami	vriendin	N;MASC;PL	N;MASC+FEM;SG
amis	vriend	ami	vriend	N;MASC;PL	N;MASC+FEM;SG
lnh	nhl	lnh	nhl	N;FEM;SG	PROPN;NEUT;SG
peinture	schilderen	peinture	schilderen	N;FEM;SG	V;NFIN
peinture	verven	peinture	verven	N;FEM;SG	V;NFIN
peinture	schilderen	peinture	schilderen	N;FEM;SG	V;NFIN
peinture	verven	peinture	verven	N;FEM;SG	V;NFIN
inclinaison	kantelen	inclinaison	kantelen	N;FEM;SG	V;NFIN
mexique	mexique	mexique	mexique	ADJ;MASC;SG	N;MASC+FEM;SG
mexique	mexico	mexique	mexico	ADJ;MASC;SG	PROPN;NEUT;SG
limite	limieten	limite	limiet	N;FEM;SG	N;PL
limite	grenzen	limite	grens	N;FEM;SG	N;PL
limite	beperken	limite	beperken	N;FEM;SG	V;NFIN
limite	limieten	limite	limiet	N;FEM;SG	N;PL
contenu	content	contenir	content	V;MASC;SG;PST;V.PTCP	N;PL
contenu	inhoud	contenir	inhoud	V;MASC;SG;PST;V.PTCP	N;MASC+FEM;SG
contenu	inhoud	contenir	inhoud	V;MASC;SG;PST;V.PTCP	N;MASC+FEM;SG
contenu	inhoudsopgave	contenir	inhoudsopgave	V;MASC;SG;PST;V.PTCP	N;MASC+FEM;SG
précédente	voorgaande	précédent	voorgaan	ADJ;FEM;SG	V;V.PTCP
précédente	eerdere	précédent	eerder	ADJ;FEM;SG	PRO
polonais	polen	polonais	polen	ADJ;MASC;SG	PROPN;NEUT;SG
polonais	palen	polonais	paal	ADJ;MASC;SG	N;PL
polonais	hengel	polonais	hengel	ADJ;MASC;SG	N;MASC+FEM;SG
polonais	pole	polonais	pole	ADJ;MASC;SG	N;MASC+FEM;SG
polonais	pool	polonais	pool	ADJ;MASC;SG	N;MASC+FEM;SG
polonais	paal	polonais	paal	ADJ;MASC;SG	N;MASC+FEM;SG
analyse	analyses	analyse	analyse	N;FEM;SG	N;PL
noire	noire	noir	noire	ADJ;FEM;SG	N;MASC+FEM;SG
noire	black	noir	black	ADJ;FEM;SG	
recherches	zoektocht	recherche	zoektocht	N;FEM;PL	N;MASC+FEM;SG
recherches	zoeken	recherche	zoeken	N;FEM;PL	V;NFIN
recherches	doorzoeken	recherche	doorzoeken	N;FEM;PL	V;NFIN
recherches	zoek	recherche	zoek	N;FEM;PL	ADJ
recherches	zoekopdracht	recherche	zoekopdracht	N;FEM;PL	N;MASC+FEM;SG
recherches	onderzoek	recherche	onderzoek	N;FEM;PL	N;NEUT;SG
recherches	research	recherche	research	N;FEM;PL	N;MASC+FEM;SG
offre	aanbiedingen	offre	aanbieding	N;FEM;SG	N;PL
offre	biedt	offre	bieden	N;FEM;SG	V;SG;PRS;FIN
offre	bieden	offre	bieden	N;FEM;SG	V;NFIN
offre	aanbieden	offre	aanbieden	N;FEM;SG	V;NFIN
sauf	behalve	sauf	behalve	ADP	CONJ
américains	amerikaan	américain	amerikaan	ADJ;MASC;PL	N;MASC+FEM;SG
américains	amerikaan	américain	amerikaan	ADJ;MASC;PL	N;MASC+FEM;SG
américains	amerikanen	américain	amerikaan	ADJ;MASC;PL	N;PL
existence	bestaan	existence	bestaan	N;FEM;SG	V;NFIN
indépendance	onafhankelijk	indépendance	onafhankelijk	N;FEM;SG	ADJ
eaux	water	eau	water	N;FEM;PL	N;NEUT;SG
love	love	love	love	ADJ;FEM;SG	
love	liefs	love	lief	ADJ;FEM;SG	N;PL
love	liefde	love	liefde	ADJ;FEM;SG	N;MASC+FEM;SG
uniquement	enkel	uniquement	enkel	ADV	PRO
dessous	onder	dessous	onder	N;MASC;SG	ADP
smith	smith	smith	smith	PROPN	N;MASC+FEM;SG
smith	smid	smith	smid	PROPN	N;MASC+FEM;SG
bleu	blauw	bleu	blauw	N;MASC;SG	ADJ
bleu	blauwe	bleu	blauw	N;MASC;SG	ADJ
asie	azië	asie	azië	PROPN	PROPN;NEUT;SG
jack	jaap	jack	jaap	PROPN	N;MASC+FEM;SG
jack	jack	jack	jack	PROPN	N;MASC+FEM;SG
jack	sjaak	jack	sjaak	PROPN	N;MASC+FEM;SG
classé	nominaal	classer	nominaal	V;MASC;SG;PST;V.PTCP	N;NEUT;SG
classé	geheim	classer	geheim	V;MASC;SG;PST;V.PTCP	ADJ
www	www	www	www		N;MASC+FEM;SG
guy	guy	guy	guy	PROPN	N;MASC+FEM;SG
guy	kerel	guy	kerel	PROPN	N;MASC+FEM;SG
faits	feiten	faire	feit	V;MASC;PL;PST;V.PTCP	N;PL
juifs	joodse	juif	joods	N;MASC;PL	ADJ
juifs	jood	juif	jood	N;MASC;PL	N;MASC+FEM;SG
juifs	joods	juif	joods	N;MASC;PL	ADJ
juifs	juifs	juif	juif	N;MASC;PL	N;SG
lance	speer	lance	speer	N;FEM;SG	ADJ
fonds	fondsen	fonds	fonds	N;MASC;SG	N;PL
besoin	nodig	besoin	nodig	N;MASC;SG	ADJ
besoin	benodigd	besoin	benodigd	N;MASC;SG	ADJ
besoin	need	besoin	need	N;MASC;SG	
besoin	nodig	besoin	nodig	N;MASC;SG	ADJ
avance	oprukken	avance	oprukken	N;FEM;SG	V;NFIN
grec	griek	grec	griek	ADJ;MASC;SG	N;MASC+FEM;SG
bordeaux	bordeaux	bordeau	bordeaux	N;MASC;PL	N;MASC+FEM;SG
mark	markeren	mark	markeren	PROPN	V;NFIN
mark	merkteken	mark	merkteken	PROPN	N;NEUT;SG
mark	markeer	mark	markeren	PROPN	N;MASC+FEM;SG
mark	mark	mark	mark	PROPN	N;MASC+FEM;SG
chicago	chicago	chicago	chicago	PROPN	N;MASC+FEM;SG
éviter	vermijding	éviter	vermijding	V;NFIN	N;MASC+FEM;SG
réserve	reserves	réserve	reserve	N;FEM;SG	N;PL
défaite	verslagen	défaite	verslag	N;FEM;SG	N;PL
défaite	verslaan	défaite	verslaan	N;FEM;SG	V;NFIN
sports	sporten	sport	sporten	N;MASC;PL	V;NFIN
épreuve	testen	épreuve	testen	N;FEM;SG	V;NFIN
voies	voies	voie	voies	N;FEM;PL	N;MASC+FEM;SG
résumé	abstracte	résumé	abstract	V;MASC;SG;PST;V.PTCP	ADJ
résumé	abstract	résumé	abstract	V;MASC;SG;PST;V.PTCP	ADJ
résumé	samenvatting	résumé	samenvatting	V;MASC;SG;PST;V.PTCP	N;MASC+FEM;SG
lorraine	lorraine	lorrain	lorrain	ADJ;FEM;SG	N;MASC+FEM;SG
lorraine	lotharingen	lorrain	lotharing	ADJ;FEM;SG	N;PL
lutte	worstel	lutte	worstel	N;FEM;SG	V;SG;PRS;FIN
lutte	worstelen	lutte	worstelen	N;FEM;SG	V;NFIN
lutte	vechten	lutte	vechten	N;FEM;SG	V;NFIN
lutte	vecht	lutte	vechten	N;FEM;SG	V;SG;PRS;FIN
lutte	worstel	lutte	worstel	N;FEM;SG	V;SG;PRS;FIN
parents	ouder	parent	ouder	N;MASC;PL	ADJ;CMPR
parents	moedermaatschappij	parent	moedermaatschappij	N;MASC;PL	N;MASC+FEM;SG
tournée	rondreis	tourner	rondreis	V;FEM;SG;PST;V.PTCP	N;MASC+FEM;SG
tournée	tour	tourner	tour	V;FEM;SG;PST;V.PTCP	N;MASC+FEM;SG
tournée	rondleiding	tourner	rondleiding	V;FEM;SG;PST;V.PTCP	N;MASC+FEM;SG
tournée	tournee	tourner	tournee	V;FEM;SG;PST;V.PTCP	N;MASC+FEM;SG
tournée	touring	tourner	touring	V;FEM;SG;PST;V.PTCP	N;MASC+FEM;SG
tournée	toeren	tourner	toeren	V;FEM;SG;PST;V.PTCP	N;PL
rose	pink	rose	pink	ADJ;FEM;SG	N;MASC+FEM;SG
rose	roze	rose	roze	ADJ;FEM;SG	N;MASC+FEM;SG
rose	rose	rose	rose	ADJ;FEM;SG	N;MASC+FEM;SG
rose	roos	rose	roos	ADJ;FEM;SG	N;MASC+FEM;SG
hôpital	ziekenhuizen	hôpital	ziekenhuis	N;MASC;SG	N;PL
cycliste	fietser	cycliste	fietser	ADJ;MASC;SG	N;MASC+FEM;SG
cycliste	wielrenner	cycliste	wielrenner	ADJ;MASC;SG	N;MASC+FEM;SG
ouvert	open	ouvrir	open	V;MASC;SG;PST;V.PTCP	ADJ
parler	talk	parler	talk	V;NFIN	ADJ
astéroïdes	asteroïde	astéroïde	asteroïde	N;MASC;PL	N;MASC+FEM;SG
nécessaire	vereiste	nécessaire	vereisen	ADJ;MASC;SG	V;V.PTCP
nécessaire	vereist	nécessaire	vereisen	ADJ;MASC;SG	V;V.PTCP
règne	regeert	règne	regeren	N;MASC;SG	V;SG;PRS;FIN
règne	heerst	règne	heersen	N;MASC;SG	V;SG;PRS;FIN
règne	regeren	règne	regeren	N;MASC;SG	V;NFIN
suède	zweden	suède	zweden	N;FEM;SG	PROPN;NEUT;SG
tom	tom	tom	tom	PROPN	N;MASC+FEM;SG
meilleurs	better	meilleur	goed	ADJ;MASC;PL	
animaux	huisdier	animal	huisdier	N;MASC;PL	N;NEUT;SG
cheval	paarden	cheval	paard	N;MASC;SG	N;PL
soutien	ondersteunen	soutien	ondersteunen	N;MASC;SG	V;NFIN
débuts	debuut	début	debuut	N;MASC;PL	N;NEUT;SG
milan	milaan	milan	milaan	PROPN	PROPN;NEUT;SG
milan	milano	milan	milano	PROPN	N;MASC+FEM;SG
raymond	raymond	raymond	raymond	PROPN	N;MASC+FEM;SG
min	min	minute	min	N;MASC;SG	ADV
avion	vliegtuigen	avion	vliegtuig	N;MASC;SG	N;PL
avion	luchtvaartuigen	avion	luchtvaartuig	N;MASC;SG	N;PL
internes	stagiaires	interne	stagiaire	ADJ;MASC;PL	N;PL
portugal	portugal	portugal	portugal	ADJ;MASC;SG	PROPN;NEUT;SG
devint	werden	devenir	worden	V;IND;SG;3;PST;FIN	V;PL;PST;FIN
devint	werd	devenir	worden	V;IND;SG;3;PST;FIN	V;SG;PST;FIN
vert	vert	vert	verl	ADJ;MASC;SG	N;MASC+FEM;SG
strasbourg	straatsburg	strasbourg	straatsburg	PROPN	N;MASC+FEM;SG
personnel	persoonlijke	personnel	persoonlijk	N;MASC;SG	ADJ
personnel	persoonlijk	personnel	persoonlijk	N;MASC;SG	ADJ
personnel	personeelszaken	personnel	personeelszaak	N;MASC;SG	N;PL
frank	frank	frank	frank	PROPN	N;MASC+FEM;SG
olivier	oliver	olivier	oliver	PROPN	N;MASC+FEM;SG
olivier	olivier	olivier	olivier	PROPN	N;MASC+FEM;SG
inde	india	inde	india	PROPN	PROPN;NEUT;SG
crée	creëert	créer	creëren	V;FEM;SG;PST;V.PTCP	V;SG;PRS;FIN
crée	schept	créer	scheppen	V;FEM;SG;PST;V.PTCP	V;SG;PRS;FIN
crée	creëer	créer	creëer	V;FEM;SG;PST;V.PTCP	V;SG;PRS;FIN
étudiants	leerling	étudiant	leerling	N;MASC;PL	N;MASC+FEM;SG
étudiants	student	étudiant	student	N;MASC;PL	N;MASC+FEM;SG
apparition	uiterlijk	apparition	uiterlijk	N;FEM;SG	ADJ
manque	ontbreken	manque	ontbreken	N;MASC;SG	V;NFIN
manque	ontbreken	manque	ontbreken	N;MASC;SG	V;NFIN
manque	vermist	manque	vermissen	N;MASC;SG	V;V.PTCP
manque	missen	manque	missen	N;MASC;SG	V;NFIN
manque	ontbrekend	manque	ontbrekend	N;MASC;SG	V;V.PTCP
manque	ontbrekende	manque	ontbreken	N;MASC;SG	V;V.PTCP
manque	ontbreekt	manque	ontbreken	N;MASC;SG	V;SG;PRS;FIN
plein	full	plein	full	ADJ;MASC;SG	N;MASC+FEM;SG
simplement	gewoon	simplement	gewoon	ADV	ADJ
essentiellement	voornamelijk	essentiellement	voornamelijk	ADV	ADJ
essentiellement	hoofdzakelijk	essentiellement	hoofdzakelijk	ADV	ADJ
essentiellement	voornamelijk	essentiellement	voornamelijk	ADV	ADJ
essentiellement	hoofdzakelijk	essentiellement	hoofdzakelijk	ADV	ADJ
gérard	gérard	gérard	gérard	PROPN	N;MASC+FEM;SG
gérard	gerard	gérard	rarden	PROPN	N;MASC+FEM;SG
semaines	week	semaine	week	N;FEM;PL	N;MASC+FEM;SG
semaines	weekje	semaine	weekje	N;FEM;PL	N;NEUT;SG
semaines	weeks	semaine	weeks	N;FEM;PL	N;MASC+FEM;SG
familles	familie	famille	familie	N;FEM;PL	N;MASC+FEM;SG
familles	gezin	famille	gezin	N;FEM;PL	N;NEUT;SG
expérience	experimenteren	expérience	experimenteren	N;FEM;SG	V;NFIN
expérience	ervaar	expérience	ervaar	N;FEM;SG	V;SG;PRS;FIN
expérience	ervaren	expérience	ervaren	N;FEM;SG	V;V.PTCP
expérience	ervaringen	expérience	ervaring	N;FEM;SG	N;PL
gardien	voogd	gardien	viegen	N;MASC;SG	ADJ
appelle	oproep	appeler	oproep	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
dramatique	dramatique	dramatique	dramatique	ADJ;MASC;SG	N;MASC+FEM;SG
dramatique	drama	dramatique	drama	ADJ;MASC;SG	N;NEUT;SG
extérieur	buiten	extérieur	buiten	N;MASC;SG	ADP
extérieur	buitenkant	extérieur	buitenkant	N;MASC;SG	ADJ
extérieur	buiten	extérieur	buiten	N;MASC;SG	ADP
extérieur	extern	extérieur	extern	N;MASC;SG	ADJ
extérieur	uitwendig	extérieur	uitwendig	N;MASC;SG	ADJ
extérieur	externe	extérieur	extern	N;MASC;SG	ADJ
extérieur	buitenkant	extérieur	buitenkant	N;MASC;SG	ADJ
restauration	restaureren	restauration	restaureren	N;FEM;SG	V;NFIN
médecine	medicijnen	médecine	medicijn	N;FEM;SG	N;PL
tradition	tradities	tradition	traditie	N;FEM;SG	N;PL
marche	wandelen	marche	wandelen	N;FEM;SG	V;NFIN
marche	lopen	marche	lopen	N;FEM;SG	V;NFIN
marche	lopend	marche	lopen	N;FEM;SG	V;V.PTCP
marche	maart	marche	maart	N;FEM;SG	PROPN;MASC+FEM;SG
marche	marcheren	marche	marcheren	N;FEM;SG	V;NFIN
marche	lopen	marche	lopen	N;FEM;SG	V;NFIN
serbie	servië	serbier	servië	PROPN	PROPN;NEUT;SG
traitement	verwerken	traitement	verwerken	N;MASC;SG	V;NFIN
masse	mass	masse	mass	N;FEM;SG	
arc	buigen	arc	buigen	N;MASC;SG	V;NFIN
arc	buig	arc	buig	N;MASC;SG	V;SG;PRS;FIN
tombe	waterval	tomber	waterval	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
tombe	watervallen	tomber	waterval	V;IND;SG;3;PRS;FIN	N;PL
tombe	falls	tomber	falls	V;IND;SG;3;PRS;FIN	N;PL
tombe	tombe	tomber	tombe	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
tombe	graftombe	tomber	graftombe	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
tombe	graf	tomber	graf	V;IND;SG;3;PRS;FIN	N;NEUT;SG
tombe	grave	tomber	grave	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
tombe	graf	tomber	graf	V;IND;SG;3;PRS;FIN	N;NEUT;SG
socialiste	socialist	socialiste	socialist	ADJ;MASC;SG	N;MASC+FEM;SG
réalise	besef	réaliser	beseffen	V;IND;SG;3;PRS;FIN	N;NEUT;SG
notables	notabelen	notable	notabelen	ADJ;MASC;PL	N;PL
vrai	real	vrai	real	ADJ;MASC;SG	N;MASC+FEM;SG
vrai	waar	vrai	waar	ADJ;MASC;SG	ADV
vrai	true	vrai	true	ADJ;MASC;SG	
vrai	klopt	vrai	kloppen	ADJ;MASC;SG	V;SG;PRS;FIN
armées	legers	armer	leger	V;FEM;PL;PST;V.PTCP	N;PL
arabe	arabier	arabe	arabier	ADJ;MASC;SG	N;MASC+FEM;SG
arabe	arabier	arabe	arabier	ADJ;MASC;SG	N;MASC+FEM;SG
acte	handelen	acte	handelen	N;MASC;SG	V;NFIN
live	leef	live	leven	PROPN	V;SG;PRS;FIN
live	live	live	live	PROPN	N;MASC+FEM;SG
live	leven	live	leven	PROPN	N;NEUT;SG
santa	kerstman	santa	kerstman	PROPN	N;MASC+FEM;SG
santa	santa	santa	santa	PROPN	N;SG
essai	tests	essai	tests	N;MASC;SG	N;PL
essai	testen	essai	testen	N;MASC;SG	V;NFIN
essai	testen	essai	testen	N;MASC;SG	V;NFIN
décrit	beschrijft	décrire	beschrijven	V;MASC;SG;PST;V.PTCP	V;SG;PRS;FIN
anglaise	engelsen	anglais	engelsen	ADJ;FEM;SG	N;PL
écosse	schotland	écosse	schotland	PROPN	PROPN;NEUT;SG
héros	helden	héros	helden	N;MASC;SG	N;PL
permis	rijbewijs	permettre	rijbewijs	V;MASC;SG;PST;V.PTCP	N;NEUT;SG
permis	licentie	permettre	licentie	V;MASC;SG;PST;V.PTCP	N;MASC+FEM;SG
permis	vergunning	permettre	vergunning	V;MASC;SG;PST;V.PTCP	N;MASC+FEM;SG
permis	rijbewijs	permettre	rijbewijs	V;MASC;SG;PST;V.PTCP	N;NEUT;SG
permis	licentie	permettre	licentie	V;MASC;SG;PST;V.PTCP	N;MASC+FEM;SG
permis	vergunningen	permettre	vergunning	V;MASC;SG;PST;V.PTCP	N;PL
nantes	nantes	nant	nante	PROPN	N;SG
aura	aura	avoir	aura	V;IND;SG;3;FUT;FIN	N;MASC+FEM;SG
ciel	hemels	ciel	hemel	N;MASC;SG	ADJ
ciel	heaven	ciel	heaven	N;MASC;SG	N;PL
rang	rangschikken	rang	rangschik	N;MASC;SG	V;NFIN
rang	roei	rang	roei	N;MASC;SG	V;SG;PRS;FIN
rang	roeien	rang	roeien	N;MASC;SG	V;NFIN
occidentale	west	occidental	west	ADJ;FEM;SG	N;MASC+FEM;SG
occidentale	westen	occidental	westen	ADJ;FEM;SG	N;NEUT;SG
occidentale	western	occidental	western	ADJ;FEM;SG	N;NEUT;SG
king	konings	king	koning	PROPN	N;SG
king	king	king	kingen	PROPN	N;MASC+FEM;SG
king	koning	king	koning	PROPN	N;MASC+FEM;SG
dictionnaire	dictionnaire	dictionnaire	dictionnair	N;MASC;SG	ADJ
officielle	ambtenaar	officiel	ambtenaar	ADJ;FEM;SG	N;MASC+FEM;SG
futur	toekomst	futur	toekomst	ADJ;MASC;SG	N;MASC+FEM;SG
objectif	objectief	objectif	objectief	N;MASC;SG	ADJ
objectif	objectief	objectif	objectief	N;MASC;SG	ADJ
sorte	sorteren	sorte	sorteren	N;FEM;SG	V;NFIN
ingénieur	ingenieurs	ingénieur	ingenieur	N;MASC;SG	N;PL
ingénieur	technici	ingénieur	technicus	N;MASC;SG	N;PL
irlande	ierland	irlande	ierland	N;MASC;SG	PROPN;NEUT;SG
hongrie	hongarije	hongrie	hongarije	ADJ;FEM;SG	PROPN;NEUT;SG
britanniques	britten	britannique	brit	ADJ;MASC;PL	N;PL
guerres	oorlog	guerre	oorlog	N;FEM;PL	N;MASC+FEM;SG
yves	yves	yve	yves	PROPN	N;MASC+FEM;SG
