филологических	filologiczny	филологический	filologiczny	ADJ;GEN;PL	ADJ;NOM;MASC;SG
заменены	zastąpiony	заменить	zastąpić	V;PFV;PL;PST;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
заменены	zastąpione	заменить	zastąpić	V;PFV;PL;PST;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
заменены	zastąpiony	заменить	zastąpić	V;PFV;PL;PST;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
заменены	zastąpiła	заменить	zastąpić	V;PFV;PL;PST;V.PTCP;PASS	V;PFV;FEM;IND;SG;PST;FIN;ACT
заменены	zastąpił	заменить	zastąpić	V;PFV;PL;PST;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
заменены	zastąpić	заменить	zastąpić	V;PFV;PL;PST;V.PTCP;PASS	V;PFV;NFIN;ACT
заменены	zastąpiona	заменить	zastąpić	V;PFV;PL;PST;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
заменены	zastąpione	заменить	zastąpić	V;PFV;PL;PST;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
процессор	procesora	процессор	procesor	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
процессор	procesora	процессор	procesor	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
эксперименты	eksperymentów	эксперимент	eksperyment	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
монах	mnicha	монах	mnichy	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
монах	monk	монах	monk	N;ANIM;NOM;MASC;SG	
гражданина	obywatele	гражданин	obywatele	N;ANIM;ACC;MASC;SG	N;NOM;MASC;PL
гражданина	obywatel	гражданин	obywatel	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
флоренции	florencja	флоренция	florencja	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
занят	zajęta	занять	zająć	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG
занят	zajęte	занять	zajęty	V;PFV;MASC;SG;PST;V.PTCP;PASS	
занят	zajęty	занять	zająć	V;PFV;MASC;SG;PST;V.PTCP;PASS	
баз	bazy	база	baza	N;INAN;GEN;FEM;PL	N;GEN;FEM;SG
баз	podstawy	база	podstawa	N;INAN;GEN;FEM;PL	N;ACC;FEM;PL
баз	baz	база	baza	N;INAN;GEN;FEM;PL	
добровольцев	chętnych	доброволец	chętny	N;ANIM;ACC;MASC;PL	N;GEN;MASC;PL
добровольцев	ochotnicy	доброволец	ochotnik	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
добровольцев	wolontariuszy	доброволец	wolontariusz	N;ANIM;ACC;MASC;PL	N;GEN;MASC;PL
добровольцев	ochotnika	доброволец	ochotnik	N;ANIM;ACC;MASC;PL	N;ACC;MASC;SG
добровольцев	wolontariat	доброволец	wolontariat	N;ANIM;ACC;MASC;PL	N;NOM;MASC;SG
винтовки	strzelby	винтовка	strzelb	N;INAN;NOM;FEM;PL	
самостоятельный	autonomicznych	самостоятельный	autonomiczny	ADJ;NOM;MASC;SG	ADJ;GEN;MASC;PL
доски	deski	доска	deska	N;INAN;NOM;FEM;PL	N;ACC;FEM;PL
доски	deski	доска	deska	N;INAN;NOM;FEM;PL	N;ACC;FEM;PL
отступить	odwrót	отступить	odwrót	V;PFV;NFIN;ACT	V;IPFV;IND;SG;PRS;FIN;ACT
очевидна	oczywista	очевидный	oczywistać	ADJ;FEM;SG	
очевидна	oczywiste	очевидный	oczywisty	ADJ;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
максимович	maksimović	максимович	maksimović	N;ANIM;NOM;MASC;SG	V;IPFV;NFIN;ACT
вступление	intro	вступление	intro	N;INAN;NOM;NEUT;SG	
открытая	otwórz	открыть	otwórzyć	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS	V;PFV;IMP;SG;2;FIN;ACT
открытая	otwarte	открыть	otworzyć	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
открытая	otwarty	открыть	otworzyć	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
знати	szlachta	знать	szlachta	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
принесли	przyniósł	принести	przynieść	V;PFV;IND;PL;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
единство	jedności	единство	jedność	N;INAN;NOM;NEUT;SG	N;GEN;FEM;SG
восьмой	ośmiu	восьмой	osiem	ADJ;NOM;MASC;SG	
восьмой	ósemka	восьмой	ósemka	ADJ;NOM;MASC;SG	N;NOM;FEM;SG
восьмой	osiem	восьмой	osiem	ADJ;NOM;MASC;SG	
восьмой	ósmego	восьмой	ósmy	ADJ;NOM;MASC;SG	N;GEN;MASC;SG
восьмой	ósma	восьмой	ósma	ADJ;NOM;MASC;SG	
восьмой	ósmej	восьмой	ósmy	ADJ;NOM;MASC;SG	N;GEN;FEM;SG
столкновение	zderzenia	столкновение	zderzyć	N;INAN;NOM;NEUT;SG	N;GEN;NEUT;SG
столкновение	kolizji	столкновение	kolizja	N;INAN;NOM;NEUT;SG	N;GEN;FEM;SG
столкновение	clash	столкновение	clash	N;INAN;NOM;NEUT;SG	
батарея	baterie	батарея	batera	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
батарея	baterii	батарея	bateria	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
батарея	akumulator	батарея	akumulator	N;INAN;NOM;FEM;SG	N;ACC;MASC;SG
оценил	oceniony	оценить	ocenić	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
оценил	ocenione	оценить	ocenić	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
оценил	oceniane	оценить	oceniać	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
оценил	znamionowej	оценить	znamionowy	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;GEN;FEM;SG
оценил	oceniany	оценить	oceniać	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
топливо	paliwa	топливо	paliwy	N;INAN;NOM;NEUT;SG	
топливо	paliw	топливо	paliw	N;INAN;NOM;NEUT;SG	
топливо	paliwa	топливо	paliwy	N;INAN;NOM;NEUT;SG	
зенит	zenith	зенить	zenit	N;INAN;NOM;MASC;SG	
педагогических	pedagogiczne	педагогический	pedagogiczny	ADJ;GEN;PL	ADJ;NOM;NEUT;SG
рико	rico	рико	rico	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
снятие	wypłaty	снятие	wypłata	N;INAN;NOM;NEUT;SG	
снятие	wycofane	снятие	wycofać	N;INAN;NOM;NEUT;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
снятие	podnoszenia	снятие	podnosić	N;INAN;NOM;NEUT;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
купил	kupione	купить	kupić	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
купил	kupiony	купить	kupić	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
купил	zakupione	купить	zakupić	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
купил	kupione	купить	kupić	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
купил	kupiony	купить	kupić	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
срочно	pilne	срочно	pilny	ADV	
петрозаводск	pietrozawodsk	петрозаводск	pietrozawodsk	N;INAN;NOM;MASC;SG	
похожие	podobni	похожий	podobnie	ADJ;NOM;PL	V;IPFV;MASC;IND;PL;PST;FIN;ACT
похожие	podobna	похожий	podobny	ADJ;NOM;PL	ADJ;NOM;FEM;SG
похожие	podobny	похожий	podobny	ADJ;NOM;PL	ADJ;NOM;MASC;SG
похожие	podobne	похожий	podobny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
врачи	lekarzy	врач	lekarz	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
врачи	lekarzy	врач	lekarz	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
глубину	głębokość	глубина	głębokość	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG
глубину	głębokości	глубина	głębokość	N;INAN;ACC;FEM;SG	N;GEN;FEM;SG
галактики	galaktyk	галактика	galaktyk	N;INAN;NOM;FEM;PL	N;GEN;MASC;PL
галактики	galaktyki	галактика	galaktyk	N;INAN;NOM;FEM;PL	N;ACC;FEM;PL
собирать	zebrać	собирать	zebrać	V;IPFV;NFIN;ACT	V;PFV;NFIN;ACT
павловна	pawłowna	павловна	pawłowny	N;ANIM;NOM;FEM;SG	ADJ;NOM;FEM;SG
мюллер	müller	мюллер	müller	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
мюллер	mueller	мюллер	mueller	N;ANIM;NOM;MASC;SG	
мюллер	muller	мюллер	muller	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
мостов	mosty	мост	most	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
миллион	milion	миллион	milion	N;INAN;NOM;MASC;SG	
миллион	mln	миллион	mlna	N;INAN;NOM;MASC;SG	
миллион	miliony	миллион	miliony	N;INAN;NOM;MASC;SG	
экспериментов	eksperymenty	эксперимент	eksperyment	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
ралли	rally	ралли	rall	N;INAN;NOM;NEUT;SG	
сократить	zmniejszenia	сократить	zmniejszyć	V;PFV;NFIN;ACT	N;PFV;GEN;NEUT;SG;POS;V.MSDR
сократить	cięcie	сократить	cięcie	V;PFV;NFIN;ACT	
стрельба	strzelać	стрельба	strzelać	N;INAN;NOM;FEM;SG	V;IPFV;NFIN;ACT
стрельба	strzały	стрельба	strzał	N;INAN;NOM;FEM;SG	N;NOM;MASC;PL
раскопки	wykopalisk	раскопка	wykopalisko	N;INAN;NOM;FEM;PL	
корпорация	corporation	корпорация	corporation	N;INAN;NOM;FEM;SG	
корпорация	korporacji	корпорация	korporacja	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
австрийская	austrii	австрийский	austria	ADJ;NOM;FEM;SG	PROPN;GEN;FEM;SG
вершина	apex	вершина	apex	N;INAN;NOM;FEM;SG	
перестал	zatrzymany	перестать	zatrzymać	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
перестал	zatrzymane	перестать	zatrzymać	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
региональный	regionalnych	региональный	regionalny	ADJ;NOM;MASC;SG	ADJ;GEN;MASC;PL
победителей	wygrane	победитель	wygrany	N;ANIM;ACC;MASC;PL	ADJ;NOM;NEUT;SG
победителей	zwycięzcy	победитель	zwycięzca	N;ANIM;ACC;MASC;PL	N;NOM;MASC;SG
победителей	zwycięzcami	победитель	zwycięzca	N;ANIM;ACC;MASC;PL	N;INS;MASC;PL
пользователи	użytkowników	пользователь	użytkownik	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
пользователи	użytkownikom	пользователь	użytkownik	N;ANIM;NOM;MASC;PL	N;DAT;MASC;PL
борисов	borisow	борис	borisow	N;ANIM;NOM;MASC;SG	
землетрясения	trzęsienia	землетрясение	trzęsień	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
землетрясения	trzęsienie	землетрясение	trzęsień	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
колоний	kolonii	колония	kolonia	N;INAN;GEN;FEM;PL	
колоний	kolonie	колония	kolonie	N;INAN;GEN;FEM;PL	N;NOM;FEM;SG
христиане	chrześcijanin	христианин	chrześcijanin	N;ANIM;NOM;MASC;PL	N;NOM;MASC;SG
христиане	chrześcijański	христианин	chrześcijański	N;ANIM;NOM;MASC;PL	ADJ;NOM;MASC;SG
христиане	christian	христианин	christianin	N;ANIM;NOM;MASC;PL	N;NOM;MASC;SG
христиане	krystian	христианин	krystianin	N;ANIM;NOM;MASC;PL	PROPN;NOM;MASC;SG
христиане	chrześcijan	христианин	chrześcijanin	N;ANIM;NOM;MASC;PL	
рнк	rna	рнк	rnać	N;INAN;NOM;FEM;SG	
тыл	tylny	тыл	tylny	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
тыл	tyły	тыл	tył	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
тыл	tylne	тыл	tylny	N;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
тыл	tył	тыл	tył	N;INAN;NOM;MASC;SG	
тыл	tylna	тыл	tylny	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
кипр	cypr	кипр	cypra	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
судьбу	przeznaczenia	судьба	przeznaczenie	N;INAN;ACC;FEM;SG	N;GEN;NEUT;SG
судьбу	przeznaczeniem	судьба	przeznaczenie	N;INAN;ACC;FEM;SG	N;INS;NEUT;SG
судьбу	przeznaczenie	судьба	przeznaczenie	N;INAN;ACC;FEM;SG	N;NOM;NEUT;SG
судьбу	losy	судьба	los	N;INAN;ACC;FEM;SG	N;NOM;MASC;PL
судьбу	los	судьба	los	N;INAN;ACC;FEM;SG	N;NOM;MASC;SG
судьбу	przeznaczenia	судьба	przeznaczenie	N;INAN;ACC;FEM;SG	N;GEN;NEUT;SG
судьбу	przeznaczenie	судьба	przeznaczenie	N;INAN;ACC;FEM;SG	N;NOM;NEUT;SG
глубины	głębokości	глубина	głębokość	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
глубины	głębokość	глубина	głębokość	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
глубины	głębokości	глубина	głębokość	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
огпу	ogpu	огпа	ogp	N;INAN;NOM;MASC;SG	
ногу	stopy	нога	stopa	N;INAN;ACC;FEM;SG	
ногу	stopa	нога	stopa	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG
ногу	stopie	нога	stopied	N;INAN;ACC;FEM;SG	N;DAT;FEM;SG
ногу	noga	нога	noga	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG
страх	strachu	страх	strach	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
страх	podziw	страх	podziw	N;INAN;NOM;MASC;SG	
интересная	ciekawie	интересный	ciekawie	ADJ;NOM;FEM;SG	ADV
заседания	zebrania	заседание	zebraniać	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
заседания	spotkań	заседание	spotkanie	N;INAN;NOM;NEUT;PL	N;GEN;NEUT;PL
заседания	posiedzenia	заседание	posiedzenie	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
побеждает	wygrane	побеждать	wygrany	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;NEUT;SG
побеждает	wygra	побеждать	wygrać	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;FUT;FIN;ACT
побеждает	wygrywają	побеждать	wygrywać	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
разработчик	twórcy	разработчик	twórca	N;ANIM;NOM;MASC;SG	N;NOM;MASC;PL
активная	aktywni	активный	aktywny	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
медико	medico	медицинский	medico	ADV	
оперативной	operacyjny	оперативный	operacyjny	ADJ;INS;FEM;SG	ADJ;NOM;MASC;SG
оперативной	operacyjnych	оперативный	operacyjny	ADJ;INS;FEM;SG	ADJ;GEN;MASC;PL
оперативной	operacyjne	оперативный	operacyjny	ADJ;INS;FEM;SG	ADJ;NOM;NEUT;SG
оперативной	sprawny	оперативный	sprawny	ADJ;INS;FEM;SG	ADJ;NOM;MASC;SG
начальное	podstawowej	начальный	podstawowy	ADJ;NOM;NEUT;SG	ADJ;GEN;FEM;SG
начальное	podstawowa	начальный	podstawowy	ADJ;NOM;NEUT;SG	
растворяется	rozpuszcza	растворяться	rozpuszczać	V;IPFV;IND;SG;3;PRS;FIN;MID	V;IPFV;IND;SG;3;PRS;FIN;ACT
заметили	zauważył	заметить	zauważyć	V;PFV;IND;PL;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
заметили	zauważył	заметить	zauważyć	V;PFV;IND;PL;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
заметили	zauważyła	заметить	zauważyć	V;PFV;IND;PL;PST;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN;ACT
вмешательства	ingerencji	вмешательство	ingerencja	N;INAN;NOM;NEUT;PL	N;DAT;FEM;SG
вмешательства	interwencja	вмешательство	interwencja	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG
вмешательства	interwencji	вмешательство	interwencja	N;INAN;NOM;NEUT;PL	N;DAT;FEM;SG
корона	koronę	корона	korona	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
корона	crown	корона	crowny	N;INAN;NOM;FEM;SG	
корона	korony	корона	korona	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
корона	corona	корона	corono	N;INAN;NOM;FEM;SG	
политиков	politycy	политик	polityk	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
политиков	polityków	политик	polityk	N;ANIM;GEN;MASC;PL	N;ACC;MASC;PL
посла	a	посол	a	N;ANIM;ACC;MASC;SG	CONJ
регулярного	zwykły	регулярный	zwykły	ADJ;GEN;MASC;SG	ADJ;NOM;MASC;SG
регулярного	regularne	регулярный	regularny	ADJ;GEN;MASC;SG	ADJ;NOM;NEUT;SG
регулярного	regularnie	регулярный	regularnie	ADJ;GEN;MASC;SG	ADV
регулярного	regularny	регулярный	regularny	ADJ;GEN;MASC;SG	ADJ;NOM;MASC;SG
нова	nova	новый	nova	ADJ;FEM;SG	
операторы	operatorów	оператор	operator	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
производственного	produktywne	производственный	produktywny	ADJ;GEN;MASC;SG	ADJ;NOM;NEUT;SG
эмигрировал	wyemigrował	эмигрировать	wyemigrować	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
риа	ria	риа	ria	N;INAN;NOM;NEUT;SG	
традиционный	tradycyjnie	традиционный	tradycyjnie	ADJ;NOM;MASC;SG	ADV
традиционный	tradycja	традиционный	tradycja	ADJ;NOM;MASC;SG	N;NOM;FEM;SG
традиционный	tradycyjnych	традиционный	tradycyjny	ADJ;NOM;MASC;SG	ADJ;GEN;MASC;PL
генералов	generałowie	генерал	generał	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
генералов	generałów	генерал	generał	N;ANIM;GEN;MASC;PL	N;ACC;MASC;PL
фонтан	fontanna	фонтан	fontanny	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
фонтан	fontanny	фонтан	fontanny	N;INAN;NOM;MASC;SG	
ресторан	restauracji	ресторан	restauracja	N;INAN;NOM;MASC;SG	N;GEN;FEM;SG
присутствовали	uczestniczył	присутствовать	uczestniczyć	V;IPFV;IND;PL;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
присутствовали	uczęszczał	присутствовать	uczęszczać	V;IPFV;IND;PL;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
углы	rogach	угол	róg	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
партизаны	partyzantów	партизан	partyzant	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
настоящим	niniejszym	настоящий	niniejszy	ADJ;INS;NEUT;SG	ADJ;INS;CMPR;MASC;SG
отчет	zgłoś	отчет	zgłosić	N;INAN;NOM;MASC;SG	V;PFV;IMP;SG;2;FIN;ACT
антония	antonia	антоний	antonia	N;ANIM;ACC;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
целое	integer	целое	integer	N;INAN;NOM;NEUT;SG	
целое	cały	целое	cały	N;INAN;NOM;NEUT;SG	ADJ;NOM;MASC;SG
целое	cała	целое	cały	N;INAN;NOM;NEUT;SG	ADJ;NOM;FEM;SG
целое	cał	целое	cał	N;INAN;NOM;NEUT;SG	ADV
фёдоровна	fiodorowna	фёдоровна	fiodorowny	N;ANIM;NOM;FEM;SG	ADJ;NOM;FEM;SG
вещь	rzecz	вещь	rzecz	N;INAN;NOM;FEM;SG	
учебников	podręczniki	учебник	podręcznik	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
подтверждено	potwierdzona	подтвердить	potwierdzić	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
подтверждено	potwierdzam	подтвердить	potwierdzać	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;IPFV;IND;SG;1;PRS;FIN;ACT
подтверждено	potwierdzono	подтвердить	potwierdzić	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;PFV;IND;0;PST;FIN;ACT
подтверждено	potwierdzone	подтвердить	potwierdzić	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
враг	wrogowie	враг	wróg	N;ANIM;NOM;MASC;SG	N;NOM;MASC;PL
враг	wroga	враг	wróg	N;ANIM;NOM;MASC;SG	
изменилось	zmieniono	измениться	zmienić	V;PFV;NEUT;IND;SG;PST;FIN;MID	V;PFV;IND;0;PST;FIN;ACT
изменилось	zmienione	измениться	zmienić	V;PFV;NEUT;IND;SG;PST;FIN;MID	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
изменилось	zmienił	измениться	zmienić	V;PFV;NEUT;IND;SG;PST;FIN;MID	V;PFV;MASC;IND;SG;PST;FIN;ACT
изменилось	zmieniony	измениться	zmienić	V;PFV;NEUT;IND;SG;PST;FIN;MID	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
богдана	bohdan	богданин	bohdan	N;ANIM;ACC;MASC;SG	PROPN;NOM;MASC;SG
наследник	dziedzica	наследник	dziedzic	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
наследник	dziedzic	наследник	dziedzica	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
коммунистическая	komunistycznej	коммунистический	komunistyczny	ADJ;NOM;FEM;SG	ADJ;GEN;FEM;SG
коммунистическая	komunistą	коммунистический	komunista	ADJ;NOM;FEM;SG	N;INS;MASC;SG
коммунистическая	komuniści	коммунистический	komunista	ADJ;NOM;FEM;SG	N;NOM;MASC;PL
широкая	szerokiej	широкий	szeroki	ADJ;NOM;FEM;SG	ADJ;GEN;FEM;SG
широкая	szeroko	широкий	szeroko	ADJ;NOM;FEM;SG	ADV
мюзикл	muzyczne	мюзикл	muzyczny	N;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
мюзикл	muzyczny	мюзикл	muzyczny	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
резерв	rezerwy	резерв	rezerwa	N;INAN;NOM;MASC;SG	
резерв	rezerw	резерв	rezerw	N;INAN;NOM;MASC;SG	
резерв	rezerwę	резерв	rezerwa	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
резерв	rezerwy	резерв	rezerwa	N;INAN;NOM;MASC;SG	
репрессий	represji	репрессия	represja	N;INAN;GEN;FEM;PL	N;GEN;FEM;SG
репрессий	represje	репрессия	represja	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL
репрессий	odwecie	репрессия	odwzet	N;INAN;GEN;FEM;PL	
поняли	rozumieć	понять	rozumieć	V;PFV;IND;PL;PST;FIN;ACT	V;IPFV;NFIN;ACT
интересный	ciekawie	интересный	ciekawie	ADJ;NOM;MASC;SG	ADV
реальные	real	реальный	real	ADJ;NOM;PL	
реальные	prawdziwy	реальный	prawdziwy	ADJ;NOM;PL	ADJ;NOM;MASC;SG
реальные	prawdziwe	реальный	prawdziwy	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
сделанные	wykonane	делать	wykonać	V;PFV;NOM;PL;PST;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
сделанные	made	делать	mada	V;PFV;NOM;PL;PST;V.PTCP;PASS	
сделанные	zrobione	делать	zrobić	V;PFV;NOM;PL;PST;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
восприятия	postrzeganie	восприятие	postrzeganie	N;INAN;NOM;NEUT;PL	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
банды	gangów	банда	gang	N;INAN;NOM;FEM;PL	N;GEN;MASC;PL
татарский	tatar	татарский	tatar	ADJ;NOM;MASC;SG	
духовное	duchowego	духовный	duchowy	ADJ;NOM;NEUT;SG	ADJ;ACC;MASC;SG
духовное	duchowym	духовный	duchowy	ADJ;NOM;NEUT;SG	ADJ;INS;MASC;SG
духовное	duchowej	духовный	duchowy	ADJ;NOM;NEUT;SG	ADJ;GEN;FEM;SG
славу	sława	слава	sława	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG
славу	sławy	слава	sława	N;INAN;ACC;FEM;SG	
славу	chwała	слава	chwały	N;INAN;ACC;FEM;SG	V;IPFV;FEM;IND;SG;PST;FIN;ACT
славу	chwały	слава	chwały	N;INAN;ACC;FEM;SG	
славу	glory	слава	glora	N;INAN;ACC;FEM;SG	
поляна	polana	поляна	polany	N;INAN;NOM;FEM;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
таиланд	tajlandii	таиланд	tajlandia	N;INAN;NOM;MASC;SG	N;GEN;FEM;SG
финансирование	fundusze	финансирование	fundusz	N;INAN;NOM;NEUT;SG	N;NOM;MASC;PL
финансирование	finansowania	финансирование	finansowanie	N;INAN;NOM;NEUT;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
финансирование	finanse	финансирование	finans	N;INAN;NOM;NEUT;SG	
младшая	najmłodszych	младший	mody	ADJ;NOM;FEM;SG	ADJ;ACC;CMPR;MASC;PL
младшая	najmłodsza	младший	młody	ADJ;NOM;FEM;SG	ADJ;NOM;CMPR;FEM;SG
младшая	najmłodszy	младший	młody	ADJ;NOM;FEM;SG	ADJ;NOM;CMPR;MASC;SG
младшая	młodsza	младший	młody	ADJ;NOM;FEM;SG	ADJ;NOM;CMPR;FEM;SG
младшая	młodsi	младший	młody	ADJ;NOM;FEM;SG	ADJ;NOM;CMPR;MASC;PL
младшая	młodszy	младший	młody	ADJ;NOM;FEM;SG	ADJ;NOM;CMPR;MASC;SG
младшая	młodsze	младший	młody	ADJ;NOM;FEM;SG	ADJ;NOM;CMPR;NEUT;SG
глазго	glasgow	глазго	glasg	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
пакистан	pakistan	пакистан	pakistan	N;INAN;NOM;MASC;SG	
пакистан	pakistanie	пакистан	pakistać	N;INAN;NOM;MASC;SG	
пакистан	pakistanu	пакистан	pakistan	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
робин	robin	робин	robina	N;ANIM;NOM;MASC;SG	
