van	from	van	from	ADP	PROPN
direct	напрямую	direct	напрямую	ADJ	ADV
direct	непосредственно	direct	непосредственно	ADJ	ADV
direct	моментально	direct	моментально	ADJ	ADV
direct	мгновенно	direct	мгновенно	ADJ	ADV
carrière	карьеры	carrière	карьера	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
carrière	карьеры	carrière	карьера	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
auto	car	auto	car	N;MASC+FEM;SG	PROPN
bestond	существовали	bestaan	существовать	V;SG;PST;FIN	V;IPFV;IND;PL;PST;FIN;ACT
amerika	america	amerika	america	PROPN;NEUT;SG	PROPN
amerika	америка	amerika	америка	PROPN;NEUT;SG	N;INAN;NOM;FEM;SG
amerika	америки	amerika	америка	PROPN;NEUT;SG	N;INAN;NOM;FEM;PL
amerika	америка	amerika	америка	PROPN;NEUT;SG	N;INAN;NOM;FEM;SG
nationaal	national	nationaal	national	ADJ	PROPN
wist	знали	weten	знать	V;SG;PST;FIN	V;IPFV;IND;PL;PST;FIN;ACT
res	res	res	res	N;MASC+FEM;SG	PROPN
oorspronkelijk	изначально	oorspronkelijk	изначально	ADJ	ADV
oorspronkelijk	первоначально	oorspronkelijk	первоначально	ADJ	ADV
katholieke	католик	katholiek	католик	ADJ	N;ANIM;NOM;MASC;SG
katholieke	католики	katholiek	католик	ADJ	N;ANIM;NOM;MASC;PL
java	java	java	java	N;MASC+FEM;SG	PROPN
discussie	обсуждения	discussie	обсуждение	N;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
discussie	дискуссии	discussie	дискуссия	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
discussie	прений	discussie	прение	N;MASC+FEM;SG	N;INAN;GEN;NEUT;PL
discussie	прения	discussie	прения	N;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
discussie	дебаты	discussie	дебаты	N;MASC+FEM;SG	N;INAN;NOM;MASC;PL
spel	game	spel	game	N;NEUT;SG	PROPN
charles	шарль	charles	шарль	N;PL	N;ANIM;NOM;MASC;SG
charles	чарльз	charles	чарльз	N;PL	N;ANIM;NOM;MASC;SG
blijft	останки	blijven	останки	V;SG;PRS;FIN	N;INAN;NOM;MASC;PL
blijft	останется	blijven	остаться	V;SG;PRS;FIN	V;PFV;IND;SG;3;FUT;FIN;MID
grond	почвы	grond	почва	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
grond	земли	grond	земля	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
grond	земельный	grond	земельный	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
grond	land	grond	land	N;MASC+FEM;SG	PROPN
china	china	china	china	PROPN;NEUT;SG	PROPN
china	китай	china	китай	PROPN;NEUT;SG	N;INAN;NOM;MASC;SG
westen	уэст	westen	уэст	N;NEUT;SG	PART
westen	западная	westen	западный	N;NEUT;SG	ADJ;NOM;FEM;SG
westen	западный	westen	западный	N;NEUT;SG	ADJ;NOM;MASC;SG
best	лучшие	best	лучший	ADJ;RL	ADJ;NOM;PL
best	лучшая	best	лучший	ADJ;RL	ADJ;NOM;FEM;SG
best	лучший	best	лучший	ADJ;RL	ADJ;NOM;MASC;SG
best	best	best	best	ADJ;RL	PROPN
best	лучшее	best	лучший	ADJ;RL	ADJ;NOM;NEUT;SG
groningen	гронинген	groning	гронингный	PROPN;NEUT;SG	N;INAN;NOM;MASC;SG
project	project	project	project	N;NEUT;SG	PROPN
lat	лат	lat	латинский	N;MASC+FEM;SG	
michael	michael	michael	michael	N;MASC+FEM;SG	PROPN
echte	real	echt	real	ADJ	PROPN
tien	десятка	tien	десяток	NUM	N;INAN;NOM;MASC;SG
tien	ten	tien	ten	NUM	PROPN
gouden	golden	gouden	golden	ADJ	PROPN
stijl	style	stijl	style	N;MASC+FEM;SG	PROPN
bracht	привезли	brengen	привезти	V;SG;PST;FIN	V;PFV;IND;PL;PST;FIN;ACT
bracht	принесли	brengen	принести	V;SG;PST;FIN	V;PFV;IND;PL;PST;FIN;ACT
unie	union	unie	union	N;MASC+FEM;SG	PROPN
witte	уайт	wit	уайт	ADJ	N;ANIM;NOM;MASC;SG
witte	white	wit	white	ADJ	PROPN
genoeg	хватит	genoeg	хватить	ADV	V;PFV;IND;SG;3;FUT;FIN;ACT
genoeg	достаточно	genoeg	достаточный	ADV	ADJ;NEUT;SG
zeven	seven	zeven	seven	NUM	PROPN
zeven	седьмая	zeven	седьмой	NUM	ADJ;NOM;FEM;SG
schrijven	написание	schrijven	написание	V;NFIN	N;INAN;NOM;NEUT;SG
zin	зин	zin	зина	N;MASC+FEM;SG	INTJ
gekozen	подборка	kiezen	подборка	V;V.PTCP	N;INAN;NOM;FEM;SG
systeem	system	systeem	system	N;NEUT;SG	PROPN
william	уильям	william	уилье	N;MASC+FEM;SG	N;ANIM;DAT;NEUT;PL
william	вильям	william	вилье	N;MASC+FEM;SG	N;ANIM;DAT;MASC;PL
vereniging	ассоциации	vereniging	ассоциация	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
james	джеймс	jame	джеймс	N;PL	N;ANIM;NOM;MASC;SG
lon	лон	lon	лон	N;MASC+FEM;SG	
thomas	тома	thomas	том	N;MASC+FEM;SG	N;INAN;NOM;MASC;PL
juist	правильно	juist	правильный	ADV	ADJ;NEUT;SG
juist	верно	juist	верный	ADV	ADJ;NEUT;SG
graaf	считать	graaf	считать	N;MASC+FEM;SG	V;IPFV;NFIN;ACT
graaf	копать	graaf	копать	N;MASC+FEM;SG	V;IPFV;NFIN;ACT
los	los	los	los	ADJ	PROPN
los	лос	los	лос	ADJ	
recht	прямо	recht	прямо	ADJ	ADV
recht	вправо	recht	вправо	ADJ	ADV
hierbij	настоящим	hierbij	настоящий	ADV	ADJ;INS;NEUT;SG
organisatie	организации	organisatie	организация	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
japan	japan	japan	japan	PROPN;NEUT;SG	PROPN
japan	японии	japan	япония	PROPN;NEUT;SG	N;INAN;NOM;FEM;SG
japan	япония	japan	япония	PROPN;NEUT;SG	N;INAN;NOM;FEM;SG
rusland	россия	rusland	россия	PROPN;NEUT;SG	N;INAN;NOM;FEM;SG
rusland	russia	rusland	russia	PROPN;NEUT;SG	PROPN
iedereen	любой	iedereen	любой	PRO;3	DET;NOM;MASC;SG
iedereen	каждый	iedereen	каждый	PRO;3	DET;NOM;MASC;SG
hoog	high	hoog	high	ADJ	PROPN
hoog	высоко	hoog	высоко	ADJ	ADV
leeft	жизней	leven	жизнь	V;SG;PRS;FIN	N;INAN;GEN;FEM;PL
leeft	жизни	leven	жизнь	V;SG;PRS;FIN	N;INAN;NOM;FEM;PL
heilige	сен	heilige	сен	ADJ	
heilige	сент	heilige	сент	ADJ	N;INAN;NOM;MASC;SG
heilige	святейший	heilige	святой	ADJ	ADJ;NOM;RL;MASC;SG
martin	martin	martin	martin	N;MASC+FEM;SG	PROPN
acht	восьмой	acht	восьмой	NUM	ADJ;NOM;MASC;SG
acht	eight	acht	eight	NUM	PROPN
films	кино	film	кино	N;PL	N;INAN;NOM;NEUT;SG
reeks	серии	reeks	серия	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
kent	кент	kennen	кент	V;SG;PRS;FIN	N;ANIM;NOM;MASC;SG
kent	кента	kennen	кент	V;SG;PRS;FIN	N;ANIM;ACC;MASC;SG
stichting	foundation	stichting	foundation	N;MASC+FEM;SG	PROPN
helft	половины	helft	половина	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
helft	наполовину	helft	наполовину	N;MASC+FEM;SG	ADV
zwarte	black	zwart	black	ADJ	PROPN
afbeelding	изображения	afbeelding	изображение	N;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
wiki	wiki	wiki	wiki	N;MASC+FEM;SG	
wiki	вики	wiki	вик	N;MASC+FEM;SG	V;IPFV;IND;FIN;ACT
grand	гран	grand	гран		
grand	штук	grand	штука		N;INAN;GEN;FEM;PL
grand	гранд	grand	гранд		
grand	grand	grand	grand		PROPN
problemen	беда	probleem	беда	N;PL	N;INAN;NOM;FEM;SG
probleem	проблемы	probleem	проблема	N;NEUT;SG	N;INAN;NOM;FEM;PL
hoofd	head	hoofd	head	N;NEUT;SG	PROPN
oudste	старшая	oud	старший	ADJ;RL	ADJ;NOM;FEM;SG
bleek	бледный	blijken	бледный	V;SG;PST;FIN	ADJ;NOM;MASC;SG
volgt	follow	volgen	follow	V;SG;PRS;FIN	PROPN
aanwezig	подарок	aanwezig	подарок	ADJ	N;INAN;NOM;MASC;SG
macht	power	macht	power	N;MASC+FEM;SG	PROPN
denk	думайте	denken	думать	V;SG;PRS;FIN	V;IPFV;IMP;PL;2;FIN;ACT
denk	подумайте	denken	подумать	V;SG;PRS;FIN	V;PFV;IMP;PL;2;FIN;ACT
republiek	республики	republiek	республика	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
ieder	каждая	ieder	каждый	PRO	DET;NOM;FEM;SG
ieder	каждую	ieder	каждый	PRO	DET;ACC;FEM;SG
ieder	каждый	ieder	каждый	PRO	DET;NOM;MASC;SG
ieder	каждое	ieder	каждый	PRO	DET;NOM;NEUT;SG
ieder	каждая	ieder	каждый	PRO	DET;NOM;FEM;SG
ieder	каждому	ieder	каждый	PRO	DET;DAT;MASC;SG
ieder	каждый	ieder	каждый	PRO	DET;NOM;MASC;SG
ieder	каждое	ieder	каждый	PRO	DET;NOM;NEUT;SG
wit	уайт	wit	уайт	ADJ	N;ANIM;NOM;MASC;SG
wit	white	wit	white	ADJ	PROPN
kant	кружева	kant	кружев	N;MASC+FEM;SG	N;INAN;NOM;MASC;PL
rome	рим	rome	рим	PROPN;NEUT;SG	N;INAN;NOM;MASC;SG
beeld	изображения	beeld	изображение	N;NEUT;SG	N;INAN;NOM;NEUT;PL
beeld	скульптуры	beeld	скульптура	N;NEUT;SG	N;INAN;NOM;FEM;PL
romeinse	роман	romeins	роман	ADJ	N;INAN;NOM;MASC;SG
week	недели	week	неделя	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
universal	universal	universal	universal	N;MASC+FEM;SG	PROPN
universal	универсальные	universal	универсальный	N;MASC+FEM;SG	ADJ;NOM;PL
universal	универсальное	universal	универсальный	N;MASC+FEM;SG	ADJ;NOM;NEUT;SG
universal	универсальный	universal	универсальный	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
universal	всеобщего	universal	всеобщий	N;MASC+FEM;SG	ADJ;GEN;MASC;SG
universal	универсальная	universal	универсальный	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
huwelijk	браки	huwelijk	брак	N;NEUT;SG	N;INAN;NOM;MASC;PL
huwelijk	свадьбы	huwelijk	свадьба	N;NEUT;SG	N;INAN;NOM;FEM;PL
huwelijk	свадебный	huwelijk	свадебный	N;NEUT;SG	ADJ;NOM;MASC;SG
aanvankelijk	изначально	aanvankelijk	изначально	ADJ	ADV
aanvankelijk	первоначально	aanvankelijk	первоначально	ADJ	ADV
zullen	воля	zullen	воля	V;PL;PRS;FIN	N;INAN;NOM;FEM;SG
zullen	будет	zullen	быть	V;PL;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
zullen	уилл	zullen	уилл	V;PL;PRS;FIN	N;ANIM;NOM;MASC;SG
records	records	record	records	N;PL	PROPN
love	любить	love	любить		V;IPFV;NFIN;ACT
love	love	love	love		PROPN
love	люблю	love	любить		V;IPFV;IND;SG;1;PRS;FIN;ACT
love	любовь	love	любовь		N;INAN;NOM;FEM;SG
love	любим	love	любить		V;IPFV;IND;PL;1;PRS;FIN;ACT
beroep	обжаловать	beroep	обжаловать	N;NEUT;SG	V;IPFV;NFIN;ACT
beroep	оккупации	beroep	оккупация	N;NEUT;SG	N;INAN;NOM;FEM;PL
poolse	польши	pools	польша	ADJ	N;INAN;NOM;FEM;SG
hans	ханс	hans	ханс	PROPN;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
hans	ганс	hans	ганс	PROPN;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
belang	проценты	belang	процент	N;NEUT;SG	N;INAN;NOM;MASC;PL
belang	интересы	belang	интерес	N;NEUT;SG	N;INAN;NOM;MASC;PL
koninklijke	royal	koninklijk	royal	ADJ	PROPN
productie	производства	productie	производство	N;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
stellen	пары	stellen	пара	V;NFIN	N;INAN;NOM;FEM;PL
stellen	пар	stellen	пар	V;NFIN	N;INAN;NOM;MASC;SG
stellen	парам	stellen	пар	V;NFIN	N;ANIM;DAT;MASC;PL
https	https	http	https	N;MASC+FEM;SG	PROPN
oorspronkelijke	оригинально	oorspronkelijk	оригинально	ADJ	ADV
oorspronkelijke	оригинал	oorspronkelijk	оригинал	ADJ	N;INAN;NOM;MASC;SG
licht	light	licht	light	N;NEUT;SG	PROPN
licht	светло	licht	светлый	N;NEUT;SG	ADJ;NEUT;SG
licht	огни	licht	огонь	N;NEUT;SG	N;INAN;NOM;MASC;PL
onze	наши	ons	наш	PRO;1	DET;NOM;PL
onze	наше	ons	наш	PRO;1	DET;NOM;NEUT;SG
onze	наш	ons	наш	PRO;1	DET;NOM;MASC;SG
onze	наша	ons	наш	PRO;1	DET;NOM;FEM;SG
onze	наши	ons	наш	PRO;1	DET;NOM;PL
onze	наше	ons	наш	PRO;1	DET;NOM;NEUT;SG
onze	наш	ons	наш	PRO;1	DET;NOM;MASC;SG
onze	наша	ons	наш	PRO;1	DET;NOM;FEM;SG
russisch	русские	russisch	русский	ADJ	N;ANIM;NOM;MASC;PL
grens	границы	grens	граница	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
grens	границы	grens	граница	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
kamer	room	kamer	room	N;MASC+FEM;SG	PROPN
allemaal	всем	allemaal	все	ADV	PRO;ANIM;DAT;PL
allemaal	всех	allemaal	все	ADV	PRO;ANIM;ACC;PL
allemaal	all	allemaal	all	ADV	PROPN
allemaal	все	allemaal	все	ADV	PRO;INAN;NOM;NEUT;SG
opdracht	командования	opdracht	командование	N;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
johannes	иоганн	johanne	иоганн	N;PL	N;ANIM;NOM;MASC;SG
johannes	джон	johanne	джон	N;PL	N;ANIM;NOM;MASC;SG
johannes	иоанн	johanne	иоанный	N;PL	N;ANIM;NOM;MASC;SG
politiek	политики	politiek	политика	N;MASC+FEM;SG	N;ANIM;NOM;MASC;PL
politiek	политически	politiek	политически	N;MASC+FEM;SG	ADV
politiek	политических	politiek	политический	N;MASC+FEM;SG	ADJ;GEN;PL
politiek	политическая	politiek	политический	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
politiek	политический	politiek	политический	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
lag	отставание	liggen	отставание	V;SG;PST;FIN	N;INAN;NOM;NEUT;SG
lag	лаг	liggen	лаг	V;SG;PST;FIN	
algemene	генерал	algemeen	генерал	ADJ	N;ANIM;NOM;MASC;SG
competitie	соревнования	competitie	соревнование	N;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
rest	отдохнуть	rest	отдохнуть	N;MASC+FEM;SG	V;PFV;NFIN;ACT
kunst	arts	kunst	arts	N;MASC+FEM;SG	PROPN
kunst	арт	kunst	арт	N;MASC+FEM;SG	ADV
kunst	art	kunst	art	N;MASC+FEM;SG	PROPN
wide	широкая	wide	широкий		ADJ;NOM;FEM;SG
wide	широкие	wide	широкий		ADJ;NOM;PL
wide	широкого	wide	широкий		ADJ;GEN;MASC;SG
wide	широкий	wide	широкий		ADJ;NOM;MASC;SG
druk	печати	druk	печать	ADJ	N;INAN;NOM;FEM;PL
druk	пресса	druk	пресса	ADJ	N;INAN;NOM;FEM;SG
druk	пресс	druk	пресс	ADJ	N;INAN;NOM;MASC;SG
druk	нажмите	druk	нажмить	ADJ	V;PFV;IMP;PL;2;FIN;ACT
druk	press	druk	press	ADJ	PROPN
druk	нажать	druk	нажать	ADJ	V;PFV;NFIN;ACT
druk	давление	druk	давление	ADJ	N;INAN;NOM;NEUT;SG
druk	занято	druk	занять	ADJ	V;PFV;NEUT;SG;PST;V.PTCP;PASS
druk	занят	druk	занять	ADJ	V;PFV;MASC;SG;PST;V.PTCP;PASS
druk	занята	druk	занять	ADJ	V;PFV;FEM;SG;PST;V.PTCP;PASS
druk	заняты	druk	занять	ADJ	V;PFV;PL;PST;V.PTCP;PASS
stand	стоять	stand	стоять	N;MASC+FEM;SG	V;IPFV;NFIN;ACT
brits	великобритании	brits	великобритание	ADJ	N;INAN;NOM;FEM;SG
brits	британцы	brits	британец	ADJ	N;ANIM;NOM;MASC;PL
bepaald	определено	bepaald	определить	ADJ	V;PFV;NEUT;SG;PST;V.PTCP;PASS
bepaald	определен	bepaald	определить	ADJ	V;PFV;MASC;SG;PST;V.PTCP;PASS
bepaald	определены	bepaald	определить	ADJ	V;PFV;PL;PST;V.PTCP;PASS
zweden	швеции	zweden	швеция	PROPN;NEUT;SG	N;INAN;NOM;FEM;SG
zweden	швеция	zweden	швеция	PROPN;NEUT;SG	N;INAN;NOM;FEM;SG
ruimte	космической	ruimte	космический	N;MASC+FEM;SG	ADJ;INS;FEM;SG
ruimte	space	ruimte	space	N;MASC+FEM;SG	PROPN
nummers	числа	nummer	число	N;PL	N;INAN;GEN;NEUT;SG
nummers	songs	nummer	songs	N;PL	PROPN
geld	money	geld	money	N;NEUT;SG	PROPN
geld	деньги	geld	деньги	N;NEUT;SG	N;INAN;NOM;FEM;PL
kleur	цвета	kleur	цвет	N;MASC+FEM;SG	N;INAN;NOM;MASC;PL
kleur	цвета	kleur	цвет	N;MASC+FEM;SG	N;INAN;NOM;MASC;PL
live	живи	live	жить	N;MASC+FEM;SG	V;IPFV;IMP;SG;2;FIN;ACT
live	живите	live	жить	N;MASC+FEM;SG	V;IPFV;IND;PL;2;PRS;FIN;ACT
live	live	live	live	N;MASC+FEM;SG	PROPN
live	живу	live	жить	N;MASC+FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
live	жить	live	жить	N;MASC+FEM;SG	V;IPFV;NFIN;ACT
gevallen	упал	geval	падать	N;PL	V;PFV;MASC;IND;SG;PST;FIN;ACT
gevallen	пал	geval	пасть	N;PL	V;PFV;MASC;IND;SG;PST;FIN;ACT
middel	талии	middel	талия	N;NEUT;SG	N;INAN;NOM;FEM;PL
roman	римская	roman	римский	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
ons	наши	ons	наш	PRO;ACC;1	DET;NOM;PL
ons	наше	ons	наш	PRO;ACC;1	DET;NOM;NEUT;SG
ons	наш	ons	наш	PRO;ACC;1	DET;NOM;MASC;SG
ons	наша	ons	наш	PRO;ACC;1	DET;NOM;FEM;SG
regelmatig	регулярно	regelmatig	регулярно	ADJ	ADV
regelmatig	часто	regelmatig	часто	ADJ	ADV
aarde	earth	aarde	earth	N;MASC+FEM;SG	PROPN
bezit	хранение	bezitten	хранение	V;SG;PRS;FIN	N;INAN;NOM;NEUT;SG
bezit	владение	bezitten	владение	V;SG;PRS;FIN	N;INAN;NOM;NEUT;SG
bezit	обладание	bezitten	обладание	V;SG;PRS;FIN	N;INAN;NOM;NEUT;SG
mens	человеческое	mens	человеческий	N;MASC+FEM;SG	ADJ;NOM;NEUT;SG
mens	человеческая	mens	человеческий	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
del	дель	del	дель	N;MASC+FEM;SG	PART
del	del	del	del	N;MASC+FEM;SG	PROPN
kind	детский	kind	детский	N;NEUT;SG	ADJ;NOM;MASC;SG
berg	горы	berg	гора	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
berg	горный	berg	горный	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
berg	горных	berg	горный	N;MASC+FEM;SG	ADJ;GEN;PL
vroeger	ранее	vroeger	ранее	ADJ;CMPR	ADV
vroeger	ранее	vroeger	ранее	ADJ;CMPR	ADV
stemmen	проголосовать	stem	голосовать	N;PL	V;PFV;NFIN;ACT
stemmen	голосовать	stem	голосовать	N;PL	V;IPFV;NFIN;ACT
stemmen	голосование	stem	голосование	N;PL	N;INAN;NOM;NEUT;SG
stemmen	голосуйте	stem	голосовать	N;PL	V;IPFV;IMP;PL;2;FIN;ACT
stemmen	голосование	stem	голосование	N;PL	N;INAN;NOM;NEUT;SG
stemmen	voices	stem	voices	N;PL	PROPN
verenigd	united	verenigen	united	V;V.PTCP	PROPN
verenigd	юнайтед	verenigen	юнайтед	V;V.PTCP	N;INAN;NOM;MASC;SG
mogen	мая	mogen	май	V;PL;PRS;FIN	N;INAN;GEN;MASC;SG
mogen	мэй	mogen	мэй	V;PL;PRS;FIN	N;ANIM;NOM;FEM;SG
mogen	май	mogen	май	V;PL;PRS;FIN	
mogen	майские	mogen	майский	V;PL;PRS;FIN	ADJ;NOM;PL
japanse	японцы	japans	японец	ADJ	N;ANIM;NOM;MASC;PL
japanse	японии	japans	япония	ADJ	N;INAN;NOM;FEM;SG
kennis	знакомый	kennis	знакомый	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
kennis	знания	kennis	знание	N;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
officieel	официально	officieel	официально	ADJ	ADV
officieel	формально	officieel	формально	ADJ	ADV
officieel	официально	officieel	официально	ADJ	ADV
bezig	занято	bezig	занять	ADJ	V;PFV;NEUT;SG;PST;V.PTCP;PASS
bezig	занят	bezig	занять	ADJ	V;PFV;MASC;SG;PST;V.PTCP;PASS
bezig	занята	bezig	занять	ADJ	V;PFV;FEM;SG;PST;V.PTCP;PASS
bezig	заняты	bezig	занять	ADJ	V;PFV;PL;PST;V.PTCP;PASS
vallen	падение	vallen	падение	V;NFIN	N;INAN;NOM;NEUT;SG
vallen	фоллс	vallen	фоллс	V;NFIN	N;INAN;NOM;MASC;SG
vallen	ловушки	vallen	ловушка	V;NFIN	N;INAN;NOM;FEM;PL
vallen	осень	vallen	осень	V;NFIN	N;INAN;NOM;FEM;SG
vallen	падение	vallen	падение	V;NFIN	N;INAN;NOM;NEUT;SG
vallen	осенью	vallen	осень	V;NFIN	N;INAN;INS;FEM;SG
brug	бридж	brug	бридж	N;MASC+FEM;SG	
chinese	китайцы	chinees	китаец	ADJ	N;ANIM;NOM;MASC;PL
chinese	китая	chinees	китай	ADJ	N;INAN;GEN;MASC;SG
tom	том	tom	то	N;MASC+FEM;SG	PRO;INAN;NOM;NEUT;SG
voordat	до	voordat	до	CONJ	ADP
voordat	перед	voordat	перед	CONJ	ADP
voordat	прежде	voordat	прежде	CONJ	ADV
vragen	вопросы	vraag	вопрос	V;NFIN	N;INAN;NOM;MASC;PL
com	com	com	com	N;MASC+FEM;SG	PROPN
verkiezingen	избрание	verkiezing	избрание	N;PL	N;INAN;NOM;NEUT;SG
inhoud	материалы	inhoud	материал	N;MASC+FEM;SG	N;INAN;NOM;MASC;PL
polen	польши	polen	польша	PROPN;NEUT;SG	N;INAN;NOM;FEM;SG
polen	польша	polen	польша	PROPN;NEUT;SG	N;INAN;NOM;FEM;SG
polen	польшу	polen	польша	PROPN;NEUT;SG	N;INAN;ACC;FEM;SG
polen	поляки	polen	поляк	PROPN;NEUT;SG	N;ANIM;NOM;MASC;PL
valign	valign	valign	valign	N;SG	PROPN
gemeenschap	общины	gemeenschap	община	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
gemeenschap	сообщества	gemeenschap	сообщество	N;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
toren	tower	toren	tower	N;MASC+FEM;SG	PROPN
straat	улицы	straat	улица	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
straat	улицах	straat	улица	N;MASC+FEM;SG	N;INAN;ESS;FEM;PL
straat	street	straat	street	N;MASC+FEM;SG	PROPN
uitgebreid	обширная	uitbreiden	обширный	V;V.PTCP	ADJ;NOM;FEM;SG
uitgebreid	обширный	uitbreiden	обширный	V;V.PTCP	ADJ;NOM;MASC;SG
uitgebreid	обширные	uitbreiden	обширный	V;V.PTCP	ADJ;NOM;PL
australië	австралия	australië	австралия	PROPN;NEUT;SG	N;INAN;NOM;FEM;SG
australië	австралии	australië	австралия	PROPN;NEUT;SG	N;INAN;NOM;FEM;PL
series	серия	serie	серия	N;PL	N;INAN;NOM;FEM;SG
trad	trad	treden	trad	V;SG;PST;FIN	PROPN
gebruikte	используется	gebruiken	использовать	V;SG;PST;FIN	V;IPFV;IND;SG;3;PRS;FIN;PASS
gebruikte	используемый	gebruiken	использовать	V;SG;PST;FIN	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;PASS
gebruikte	используемые	gebruiken	использовать	V;SG;PST;FIN	V;IPFV;NOM;PL;PRS;V.PTCP;PASS
publiek	аудитории	publiek	аудитория	N;NEUT;SG	N;INAN;NOM;FEM;PL
publiek	зрители	publiek	зритель	N;NEUT;SG	N;ANIM;NOM;MASC;PL
publiek	публичные	publiek	публичный	N;NEUT;SG	ADJ;NOM;PL
resultaten	результат	resultaat	результат	N;PL	N;INAN;NOM;MASC;SG
internationaal	международно	internationaal	международный	ADJ	ADV
mark	mark	mark	mark	N;MASC+FEM;SG	PROPN
mark	отметить	mark	отметить	N;MASC+FEM;SG	V;PFV;NFIN;ACT
model	модели	model	модель	N;NEUT;SG	N;INAN;NOM;FEM;PL
model	model	model	model	N;NEUT;SG	PROPN
wijze	мудрый	wijze	мудрый	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
wijze	мудро	wijze	мудро	N;MASC+FEM;SG	ADV
wijze	мудрое	wijze	мудрый	N;MASC+FEM;SG	ADJ;NOM;NEUT;SG
wijze	мудрые	wijze	мудрый	N;MASC+FEM;SG	ADJ;NOM;PL
stem	голосования	stem	голосование	N;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
stem	проголосовать	stem	голосовать	N;MASC+FEM;SG	V;PFV;NFIN;ACT
stem	голосовать	stem	голосовать	N;MASC+FEM;SG	V;IPFV;NFIN;ACT
stem	голосуйте	stem	голосовать	N;MASC+FEM;SG	V;IPFV;IMP;PL;2;FIN;ACT
dergelijke	такие	dergelijke	такой	ADJ	DET;NOM;PL
markt	markt	markt	markt	N;MASC+FEM;SG	PROPN
molen	милл	molen	миллиолл	N;MASC+FEM;SG	
mede	мид	mede	мид	ADV	N;INAN;NOM;MASC;SG
koningin	queen	koningin	queen	N;MASC+FEM;SG	PROPN
kans	возможности	kans	возможность	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
niveau	level	niveau	level	N;NEUT;SG	PROPN
black	чёрное	black	черный		ADJ;NOM;NEUT;SG
black	черный	black	черный		ADJ;NOM;MASC;SG
black	black	black	black		PROPN
black	чёрные	black	черный		ADJ;NOM;PL
black	чёрный	black	чёрный		ADJ;NOM;MASC;SG
berlijn	берлин	berlijn	берлин	PROPN;NEUT;SG	N;INAN;NOM;MASC;SG
mexico	мексику	mexico	мексика	PROPN;NEUT;SG	N;INAN;ACC;FEM;SG
mexico	мексики	mexico	мексика	PROPN;NEUT;SG	N;INAN;NOM;FEM;PL
mexico	мексика	mexico	мексика	PROPN;NEUT;SG	N;INAN;NOM;FEM;SG
vaste	исправлена	vast	исправить	ADJ	V;PFV;FEM;SG;PST;V.PTCP;PASS
griekse	греки	grieks	грек	ADJ	N;ANIM;NOM;MASC;PL
griekse	греков	grieks	грек	ADJ	N;ANIM;GEN;MASC;PL
oranje	апельсин	oranje	апельсин	ADJ	N;INAN;NOM;MASC;SG
rechten	прав	recht	прав	N;PL	ADJ;MASC;SG
behalve	кроме	behalve	кроме	CONJ	ADP
verzoek	запросить	verzoek	запросить	N;NEUT;SG	V;PFV;NFIN;ACT
golf	волны	golf	волна	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
zomer	summer	zomer	summer	N;MASC+FEM;SG	PROPN
