arsenal	arsenalul	arsenal	arsenal	N;INAN;NOM;MASC;SG;POS	N;DEF;MASC;SG
váhy	greutatea	váha	greutate	N;NOM;FEM;PL;POS	N;DEF;FEM;SG
váhy	cântare	váha	cântare	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
závislá	dependentă	závislý	dependent	ADJ;NOM;FEM;SG;POS	ADJ;INDF;FEM;SG
závislá	dependente	závislý	dependent	ADJ;NOM;FEM;SG;POS	ADJ;INDF;FEM;PL
marseille	marseille	marseille	marseillă	PROPN;NEUT;POS	N;DEF;FEM;SG
marseille	marsilia	marseille	marsilie	PROPN;NEUT;POS	PROPN
marseille	marsilia	marseille	marsilie	PROPN;NEUT;POS	PROPN
bibliografie	bibliografia	bibliografie	bibliografie	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
hnědá	căprui	hnědý	căprui	ADJ;NOM;FEM;SG;POS	
hnědá	brown	hnědý	brown	ADJ;NOM;FEM;SG;POS	PROPN
hnědá	maro	hnědý	maro	ADJ;NOM;FEM;SG;POS	N;INDF;MASC;SG
potter	potter	potter	potter	N;ANIM;NOM;MASC;SG;POS	PROPN
charlotte	charlotte	charlott	charlotte	PROPN;FEM;SG;POS	PROPN
roland	roland	roland	roland	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
vlajku	drapelul	vlajka	drapel	N;ACC;FEM;SG;POS	N;DEF;MASC;SG
vlajku	steagul	vlajka	steag	N;ACC;FEM;SG;POS	N;DEF;MASC;SG
těsné	strans	těsný	strans	ADJ;NOM;NEUT;SG;POS	
těsné	strâns	těsný	strâns	ADJ;NOM;NEUT;SG;POS	ADV
indianapolis	indianapolis	indianapolis	indianapolis	PROPN;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
náhradní	rezervă	náhradní	rezerva	ADJ;NOM;MASC;SG;POS	V;IND;SG;3;PST;FIN
náhradní	înlocuirea	náhradní	înlocuire	ADJ;NOM;MASC;SG;POS	N;DEF;FEM;SG
náhradní	înlocuire	náhradní	înlocuire	ADJ;NOM;MASC;SG;POS	N;INDF;FEM;SG
sportovec	sportiv	sportovec	sportiv	N;ANIM;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
fyzika	fizică	fyzika	fizic	N;NOM;FEM;SG;POS	ADJ;INDF;FEM;SG
fyzika	fizica	fyzika	fizică	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
warner	warner	warner	warner	PROPN;ANIM;NOM;MASC;SG;POS	PROPN
krk	gat	krk	gat	N;INAN;NOM;MASC;SG;POS	
krk	gâtul	krk	gât	N;INAN;NOM;MASC;SG;POS	N;DEF;MASC;SG
rameno	umărul	rameno	umăr	N;NOM;NEUT;SG;POS	N;DEF;MASC;SG
edmund	edmund	edmund	edmunde	PROPN;ANIM;NOM;MASC;SG;POS	PROPN
udělení	acordare	udělení	acordare	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
udělení	acordarea	udělení	acordare	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
pri	pri	pri	pri	PROPN;FEM;POS	
klein	klein	klein	klein	PROPN;ANIM;NOM;MASC;SG;POS	PROPN
automatické	auto	automatický	auto	ADJ;NOM;NEUT;SG;POS	
automatické	automată	automatický	automat	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;FEM;SG
automatické	automatic	automatický	automatic	ADJ;NOM;NEUT;SG;POS	N;INDF;MASC;SG
automatické	automate	automatický	automat	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;FEM;PL
automatické	automat	automatický	automat	ADJ;NOM;NEUT;SG;POS	ADV
oskar	oskar	oskar	oskar	PROPN;ANIM;NOM;MASC;SG;POS	PROPN
oskar	oscar	oskar	oscar	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
živá	trăiască	živý	trăi	ADJ;NOM;FEM;SG;POS	V;SBJV;3;PRS;FIN
živá	live	živý	livă	ADJ;NOM;FEM;SG;POS	
živá	lively	živý	lively	ADJ;NOM;FEM;SG;POS	N;INDF;MASC;SG
živá	vioi	živý	vioi	ADJ;NOM;FEM;SG;POS	
živá	vie	živý	viu	ADJ;NOM;FEM;SG;POS	
spektrum	spectre	spektrum	spectru	N;NOM;NEUT;SG;POS	N;INDF;FEM;PL
spektrum	spectra	spektrum	spectra	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
spektrum	spectrul	spektrum	spectru	N;NOM;NEUT;SG;POS	N;DEF;MASC;SG
integrace	integrare	integrace	integrare	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
integrace	integrarea	integrace	integrare	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
mediawiki	mediawiki	mediawiki	mediawiki	N;NOM;FEM;SG;POS	
kardinála	cardinale	kardinál	cardinal	N;ANIM;ACC;MASC;SG;POS	ADJ;INDF;FEM;PL
kardinála	cardinalul	kardinál	cardinal	N;ANIM;ACC;MASC;SG;POS	N;DEF;MASC;SG
pius	pius	pius	pius	PROPN;ANIM;NOM;MASC;SG;POS	PROPN
vyzval	provocat	vyzvat	provoca	V;MASC;SG;POS;PST;V.PTCP;ACT	ADJ;INDF;MASC;SG
vyzval	contestat	vyzvat	contesta	V;MASC;SG;POS;PST;V.PTCP;ACT	ADJ;INDF;MASC;SG
faktorů	factorii	faktor	factor	N;INAN;GEN;MASC;PL;POS	N;DEF;MASC;PL
disciplíny	disciplina	disciplína	disciplină	N;NOM;FEM;PL;POS	N;DEF;FEM;SG
disciplíny	disciplină	disciplína	disciplină	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
lékařská	medicală	lékařský	medical	ADJ;NOM;FEM;SG;POS	ADJ;INDF;FEM;SG
lékařská	medicale	lékařský	medical	ADJ;NOM;FEM;SG;POS	ADJ;INDF;FEM;PL
arch	arch	arch	arch	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
vražda	omucideri	vražda	omucidere	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
vražda	omucidere	vražda	omucidere	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
vražda	crimă	vražda	crimă	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
vražda	crima	vražda	crimă	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
příjmy	veniturile	příjem	venit	N;INAN;NOM;MASC;PL;POS	N;DEF;FEM;PL
příjmy	venitul	příjem	venit	N;INAN;NOM;MASC;PL;POS	N;DEF;MASC;SG
příjmy	veniturile	příjem	venit	N;INAN;NOM;MASC;PL;POS	N;DEF;FEM;PL
hnízdo	cuibul	hnízdo	cuib	N;NOM;NEUT;SG;POS	N;DEF;MASC;SG
knihovnu	bibliotecă	knihovna	bibliotecă	N;ACC;FEM;SG;POS	N;INDF;FEM;SG
knihovnu	biblioteca	knihovna	bibliotecă	N;ACC;FEM;SG;POS	N;DEF;FEM;SG
knihovnu	librărie	knihovna	librărie	N;ACC;FEM;SG;POS	N;INDF;FEM;SG
argentiny	argentina	argentina	argentina	PROPN;NOM;FEM;SG;POS	N;DEF;FEM;SG
poskytování	furnizarea	poskytování	furnizare	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
poskytování	dispoziție	poskytování	dispoziție	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
spotřeba	consumul	spotřeba	consum	N;NOM;FEM;SG;POS	N;DEF;MASC;SG
spotřeba	consumului	spotřeba	consum	N;NOM;FEM;SG;POS	N;DEF;MASC;SG
vinohrady	vinohrady	vinohrad	vinohrady	N;INAN;NOM;MASC;PL;POS	N;INDF;MASC;SG
herců	actorilor	herec	actor	N;ANIM;GEN;MASC;PL;POS	N;DEF;MASC;PL
herců	actorii	herec	actor	N;ANIM;GEN;MASC;PL;POS	N;DEF;MASC;PL
sofie	sofia	sofie	sofie	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
sofie	sophia	sofie	sophie	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
sofie	sofie	sofie	sofie	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
vítězslav	vítězslav	vítězslav	vítězslav	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
ponechání	păstrarea	ponechání	păstrare	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
bohatý	bogata	bohatý	bogat	ADJ;INAN;NOM;MASC;SG;POS	ADJ;DEF;FEM;SG
bohatý	bogată	bohatý	bogat	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
bohatý	rich	bohatý	rich	ADJ;INAN;NOM;MASC;SG;POS	PROPN
konflikty	conflictele	konflikt	conflict	N;INAN;NOM;MASC;PL;POS	N;DEF;FEM;PL
konflikty	conflictul	konflikt	conflict	N;INAN;NOM;MASC;PL;POS	N;DEF;MASC;SG
konflikty	conflict	konflikt	conflict	N;INAN;NOM;MASC;PL;POS	N;INDF;MASC;SG
main	principala	main	principal	PROPN;INAN;NOM;MASC;SG;POS	ADJ;DEF;FEM;SG
main	main	main	main	PROPN;INAN;NOM;MASC;SG;POS	N
main	principale	main	principal	PROPN;INAN;NOM;MASC;SG;POS	ADJ;INDF;FEM;PL
main	principală	main	principal	PROPN;INAN;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
main	principal	main	principal	PROPN;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
růžové	pink	růžový	pink	ADJ;NOM;NEUT;SG;POS	N;INDF;MASC;SG
růžové	roz	růžový	roz	ADJ;NOM;NEUT;SG;POS	
růžové	rosé	růžový	rosé	ADJ;NOM;NEUT;SG;POS	N;INDF;MASC;SG
creek	creek	creek	creeke	N;INAN;NOM;MASC;SG;POS	PROPN
malba	vopsire	malba	vopsire	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
malba	pictura	malba	pictură	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
malba	pictură	malba	pictură	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
šedé	gray	šedý	gray	ADJ;NOM;NEUT;SG;POS	PROPN
šedé	gri	šedý	gri	ADJ;NOM;NEUT;SG;POS	
šedé	grey	šedý	grey	ADJ;NOM;NEUT;SG;POS	PROPN
šedé	gri	šedý	gri	ADJ;NOM;NEUT;SG;POS	
graham	graham	graham	graham	PROPN;ANIM;NOM;MASC;SG;POS	PROPN
podloží	bedrock	podloží	bedrock	N;NOM;NEUT;SG;POS	
atmosféru	atmosferă	atmosféra	atmosferă	N;ACC;FEM;SG;POS	N;INDF;FEM;SG
atmosféru	atmosfera	atmosféra	atmosferă	N;ACC;FEM;SG;POS	N;DEF;FEM;SG
nalezena	găsită	nalezený	găsi	ADJ;POS;V.PTCP;PASS	ADJ;INDF;FEM;SG
nalezena	gasit	nalezený	gasit	ADJ;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP
nalezena	găsite	nalezený	găsi	ADJ;POS;V.PTCP;PASS	ADJ;INDF;FEM;PL
nalezena	găsit	nalezený	găsi	ADJ;POS;V.PTCP;PASS	ADJ;INDF;MASC;SG
vánoce	crăciunul	vánoce	crăciun	N;NOM;FEM;PL;POS	N;DEF;MASC;SG
vánoce	crăciun	vánoce	crăciun	N;NOM;FEM;PL;POS	N;INDF;MASC;SG
vánoce	craciun	vánoce	craciun	N;NOM;FEM;PL;POS	N;INDF;MASC;SG
vánoce	craciunul	vánoce	craciun	N;NOM;FEM;PL;POS	N;DEF;MASC;SG
byliny	herb	býlina	herb	N;NOM;FEM;PL;POS	PROPN
dánské	daneză	dánský	daneză	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;FEM;SG
pořádání	găzduire	pořádání	găzduire	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
pořádání	găzduirea	pořádání	găzduire	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
sériové	serial	sériový	serial	ADJ;NOM;NEUT;SG;POS	N;INDF;MASC;SG
plavání	înotând	plavání	înota	N;NOM;NEUT;SG;POS	V;V.MSDR
plavání	înotul	plavání	înotul	N;NOM;NEUT;SG;POS	N;DEF;MASC;SG
výrazy	expresiile	výraz	expresie	N;INAN;NOM;MASC;PL;POS	N;DEF;FEM;PL
výrazy	termenii	výraz	termen	N;INAN;NOM;MASC;PL;POS	N;DEF;MASC;PL
stewart	stewart	stewart	stewart	PROPN;ANIM;NOM;MASC;SG;POS	PROPN
těžká	heavy	těžký	heavy	ADJ;NOM;FEM;SG;POS	N;INDF;MASC;SG
těžká	greu	těžký	greu	ADJ;NOM;FEM;SG;POS	ADV
těžká	grele	těžký	greu	ADJ;NOM;FEM;SG;POS	ADJ;INDF;FEM;PL
těžká	grea	těžký	greu	ADJ;NOM;FEM;SG;POS	ADJ;INDF;FEM;SG
těžká	grei	těžký	grei	ADJ;NOM;FEM;SG;POS	ADJ;INDF;MASC;PL
voličů	alegătorii	volič	alegător	N;ANIM;GEN;MASC;PL;POS	N;DEF;MASC;PL
voličů	electoratul	volič	electorat	N;ANIM;GEN;MASC;PL;POS	N;DEF;MASC;SG
voličů	alegătorilor	volič	alegător	N;ANIM;GEN;MASC;PL;POS	N;DEF;MASC;PL
mostů	podurile	most	pod	N;INAN;GEN;MASC;PL;POS	N;DEF;FEM;PL
svazky	volumele	svazek	volum	N;INAN;NOM;MASC;PL;POS	N;DEF;FEM;PL
předsednictva	biroul	předsednictvo	birou	N;NOM;NEUT;PL;POS	N;DEF;MASC;SG
kódování	codare	kódování	codare	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
kódování	codificare	kódování	codificare	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
kódování	codare	kódování	codare	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
kódování	codificare	kódování	codificare	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
výměna	schimbul	výměna	schimb	N;NOM;FEM;SG;POS	N;DEF;MASC;SG
vyjednávání	negocieri	vyjednávání	negociere	N;NOM;NEUT;SG;POS	N;INDF;FEM;PL
vyjednávání	negocierea	vyjednávání	negociere	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
vyjednávání	negociere	vyjednávání	negociere	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
vyjednávání	negocierea	vyjednávání	negociere	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
vyjednávání	negocieri	vyjednávání	negociere	N;NOM;NEUT;SG;POS	N;INDF;FEM;PL
vyjednávání	negocierile	vyjednávání	negociere	N;NOM;NEUT;SG;POS	N;DEF;FEM;PL
smetana	crema	smetana	cremă	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
smetana	smântână	smetana	smântână	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
smetana	cremă	smetana	cremă	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
zaměstnance	salariat	zaměstnanec	salariat	N;ANIM;ACC;MASC;PL;POS	N;INDF;MASC;SG
zaměstnance	angajatul	zaměstnanec	angajat	N;ANIM;ACC;MASC;PL;POS	N;DEF;MASC;SG
zaměstnance	angajat	zaměstnanec	angaja	N;ANIM;ACC;MASC;PL;POS	ADJ;INDF;MASC;SG
zaměstnance	angajată	zaměstnanec	angajat	N;ANIM;ACC;MASC;PL;POS	ADJ;INDF;FEM;SG
zaměstnance	angajații	zaměstnanec	angajație	N;ANIM;ACC;MASC;PL;POS	N;DEF;MASC;PL
zaměstnance	angajați	zaměstnanec	angaja	N;ANIM;ACC;MASC;PL;POS	V;IND;PL;2;IPFV;FIN
zaměstnance	angajati	zaměstnanec	angaja	N;ANIM;ACC;MASC;PL;POS	ADJ;INDF;MASC;PL
alberto	alberta	alberto	albertă	PROPN;ANIM;NOM;MASC;SG;POS	PROPN
alberto	alberto	alberto	alberto	PROPN;ANIM;NOM;MASC;SG;POS	PROPN
příroda	natură	příroda	natură	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
příroda	natura	příroda	natură	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
maďarská	ungară	maďarský	unga	ADJ;NOM;FEM;SG;POS	ADJ;INDF;FEM;SG
maďarská	maghiară	maďarský	maghiar	ADJ;NOM;FEM;SG;POS	N;INDF;FEM;SG
formulace	formularea	formulace	formulare	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
formulace	formularea	formulace	formulare	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
experimenty	experimentele	experiment	experiment	N;INAN;NOM;MASC;PL;POS	N;DEF;FEM;PL
šířku	lățimea	šířka	lățime	N;ACC;FEM;SG;POS	N;DEF;FEM;SG
šířku	lățime	šířka	lățime	N;ACC;FEM;SG;POS	N;INDF;FEM;SG
kultur	culturile	kultura	cultură	N;GEN;FEM;PL;POS	N;DEF;FEM;PL
obtížně	dificile	obtížně	dificil	ADV;POS	ADJ;INDF;FEM;PL
obtížně	dificilă	obtížně	dificil	ADV;POS	ADJ;INDF;FEM;SG
lidský	umane	lidský	uman	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;FEM;PL
lidský	om	lidský	om	ADJ;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
lidský	umană	lidský	uman	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
thompson	thompson	thompson	thompson	PROPN;ANIM;NOM;MASC;SG;POS	PROPN
svatyně	sanctuarul	svatyně	sanctuar	N;NOM;FEM;SG;POS	N;DEF;MASC;SG
svatyně	altarul	svatyně	altar	N;NOM;FEM;SG;POS	N;DEF;MASC;SG
svatyně	templul	svatyně	templu	N;NOM;FEM;SG;POS	N;DEF;MASC;SG
svatyně	temple	svatyně	templu	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
ville	ville	ville	ville	PROPN;NOM;MASC;SG;POS	N;INDF;MASC;SG
jam	yam	jam	yam	N;NOM;MASC;SG;POS	PROPN
jam	jam	jam	jam	N;NOM;MASC;SG;POS	
magnetické	magnetic	magnetický	magnetic	ADJ;NOM;MASC;PL;POS	ADJ;INDF;MASC;SG
magnetické	magnetică	magnetický	magnetic	ADJ;NOM;MASC;PL;POS	ADJ;INDF;FEM;SG
norské	norvegiană	norský	norvegian	ADJ;NOM;MASC;PL;POS	ADJ;INDF;FEM;SG
norské	norvegian	norský	norvegian	ADJ;NOM;MASC;PL;POS	ADJ;INDF;MASC;SG
potlačení	reprimarea	potlačení	reprimare	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
potlačení	represiune	potlačení	represiune	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
potlačení	represiunea	potlačení	represiune	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
potlačení	suprimarea	potlačení	suprimare	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
lou	lou	lou	lou	PROPN;ANIM;NOM;MASC;SG;POS	PROPN
omezit	limita	omezit	limită	V;PFV;POS;NFIN	N;DEF;FEM;SG
omezit	limită	omezit	limită	V;PFV;POS;NFIN	N;INDF;FEM;SG
nehody	accidentele	nehoda	accident	N;NOM;FEM;PL;POS	N;DEF;FEM;PL
úředníků	oficiali	úředník	oficial	N;ANIM;GEN;MASC;PL;POS	ADJ;INDF;MASC;PL
úředníků	funcționarii	úředník	funcționar	N;ANIM;GEN;MASC;PL;POS	N;DEF;MASC;PL
úředníků	oficialii	úředník	oficial	N;ANIM;GEN;MASC;PL;POS	N;DEF;MASC;PL
hrobky	mormant	hrobka	mormant	N;NOM;FEM;PL;POS	N;INDF;MASC;SG
hrobky	mormânt	hrobka	mormânt	N;NOM;FEM;PL;POS	N;INDF;MASC;SG
hrobky	mormântul	hrobka	mormânt	N;NOM;FEM;PL;POS	N;DEF;MASC;SG
referendum	referendumul	referendum	referendum	N;NOM;NEUT;SG;POS	N;DEF;MASC;SG
referendum	referendumuri	referendum	referendum	N;NOM;NEUT;SG;POS	N;INDF;FEM;PL
přepis	transcriere	přepis	transcriere	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
přepis	transcrierea	přepis	transcriere	N;INAN;NOM;MASC;SG;POS	N;DEF;FEM;SG
přepis	transcriere	přepis	transcriere	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
určeno	destinate	určený	destinat	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;INDF;FEM;PL
larvy	larvă	larva	larvă	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
larvy	larvele	larva	larvă	N;NOM;FEM;PL;POS	N;DEF;FEM;PL
reklamy	anunturi	reklama	anunt	N;NOM;FEM;PL;POS	
reklamy	reclamele	reklama	reclam	N;NOM;FEM;PL;POS	N;DEF;FEM;PL
reklamy	reclamele	reklama	reclam	N;NOM;FEM;PL;POS	N;DEF;FEM;PL
reklamy	publicitatea	reklama	publicitate	N;NOM;FEM;PL;POS	N;DEF;FEM;SG
reklamy	reclamă	reklama	reclama	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
reklamy	publicitate	reklama	publicitate	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
vyhnout	evitate	vyhnout	evita	V;POS;NFIN	ADJ;INDF;FEM;PL
vyhnout	evitată	vyhnout	evita	V;POS;NFIN	ADJ;INDF;FEM;SG
vyhnout	evitat	vyhnout	evita	V;POS;NFIN	ADJ;INDF;MASC;SG
emigroval	emigrat	emigrovat	emigra	V;MASC;SG;POS;PST;V.PTCP;ACT	ADJ;INDF;MASC;SG
tenis	tenisul	tenis	tenis	N;INAN;NOM;MASC;SG;POS	N;DEF;MASC;SG
bakterií	bacterie	bakterie	bacterie	N;INS;FEM;SG;POS	N;INDF;FEM;SG
bakterií	bacterii	bakterie	bacterie	N;INS;FEM;SG;POS	N;INDF;FEM;PL
bakterií	bacteriile	bakterie	bacterie	N;INS;FEM;SG;POS	N;DEF;FEM;PL
bakterií	bacteria	bakterie	bacterie	N;INS;FEM;SG;POS	N;DEF;FEM;SG
hostinec	hanul	hostinec	han	N;INAN;NOM;MASC;SG;POS	N;DEF;MASC;SG
léčby	tratamentul	léčba	tratament	N;NOM;FEM;SG;POS	N;DEF;MASC;SG
léčby	tratamentului	léčba	tratament	N;NOM;FEM;SG;POS	N;DEF;MASC;SG
filharmonie	filarmonicii	filharmonie	filarmonic	N;NOM;FEM;SG;POS	N;DEF;MASC;PL
ann	ann	ann	ann	PROPN;NOM;FEM;SG;POS	PROPN
obranné	defensivă	obranný	defensiv	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;FEM;SG
bayern	bayern	bayern	bayern	N;INAN;NOM;MASC;SG;POS	PROPN
návštěva	vizitatorul	návštěva	vizitator	N;NOM;FEM;SG;POS	N;DEF;MASC;SG
návštěva	vizitati	návštěva	vizitati	N;NOM;FEM;SG;POS	V;IND;PL;2;PRS;FIN
návštěva	vizită	návštěva	vizită	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
návštěva	vizita	návštěva	vizita	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
návštěva	vizitează	návštěva	vizita	N;NOM;FEM;SG;POS	V;IND;3;PRS;FIN
návštěva	vizitând	návštěva	vizita	N;NOM;FEM;SG;POS	V;V.MSDR
návštěva	vizită	návštěva	vizită	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
alpes	alpes	alpes	alpes	PROPN;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
limit	limitează	limit	limita	N;INAN;NOM;MASC;SG;POS	V;IND;3;PRS;FIN
limit	limita	limit	limită	N;INAN;NOM;MASC;SG;POS	N;DEF;FEM;SG
limit	limită	limit	limită	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
pevný	solidă	pevný	solid	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
pevný	solide	pevný	solid	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;FEM;PL
pevný	firma	pevný	firmă	ADJ;INAN;NOM;MASC;SG;POS	N;DEF;FEM;SG
pevný	fermi	pevný	ferm	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;MASC;PL
pevný	firmă	pevný	firmă	ADJ;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
pevný	ferm	pevný	ferm	ADJ;INAN;NOM;MASC;SG;POS	ADV
magic	magice	magic	magic	PROPN;INAN;NOM;MASC;SG;POS	ADJ;INDF;FEM;PL
magic	magie	magic	magie	PROPN;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
magic	magic	magic	magic	PROPN;INAN;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
magic	magică	magic	magic	PROPN;INAN;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
magic	magia	magic	magie	PROPN;INAN;NOM;MASC;SG;POS	N;DEF;FEM;SG
přítomen	cadou	přítomný	cadou	ADJ;MASC;SG;POS	N;INDF;MASC;SG
přítomen	prezente	přítomný	prezent	ADJ;MASC;SG;POS	V;IND;PL;3;PRS;FIN
přítomen	prezentul	přítomný	prezent	ADJ;MASC;SG;POS	N;DEF;MASC;SG
přítomen	prezent	přítomný	prezent	ADJ;MASC;SG;POS	N;INDF;MASC;SG
specifický	specifică	specifický	specifica	ADJ;INAN;NOM;MASC;SG;POS	V;IND;SG;3;PST;FIN
specifický	specifice	specifický	specific	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;FEM;PL
stáhnout	descărcare	stáhnout	descărcare	V;POS;NFIN	N;INDF;FEM;SG
stáhnout	descărcarea	stáhnout	descărcare	V;POS;NFIN	N;DEF;FEM;SG
tennessee	tennessee	tennesse	tennessee	PROPN;NEUT;SG;POS	PROPN
kolegové	colegii	kolega	coleg	N;ANIM;NOM;MASC;PL;POS	N;DEF;MASC;PL
hluboká	adanc	hluboký	adanc	ADJ;NOM;FEM;SG;POS	
hluboká	profund	hluboký	profund	ADJ;NOM;FEM;SG;POS	ADV
hluboká	adâncă	hluboký	adânc	ADJ;NOM;FEM;SG;POS	ADJ;INDF;FEM;SG
hluboká	adânc	hluboký	adânc	ADJ;NOM;FEM;SG;POS	ADV
očekávání	anticiparea	očekávání	anticipare	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
očekávání	anticipare	očekávání	anticipare	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
očekávání	așteptări	očekávání	așteptare	N;NOM;NEUT;SG;POS	N;INDF;FEM;PL
očekávání	așteptările	očekávání	așteptare	N;NOM;NEUT;SG;POS	N;DEF;FEM;PL
očekávání	așteptări	očekávání	așteptare	N;NOM;NEUT;SG;POS	N;INDF;FEM;PL
nowrap	nowrap	nowrap	nowrap	N;NOM;MASC;SG;POS	
vyrobené	made	vyrobený	made	ADJ;NOM;NEUT;PL;POS	
vyrobené	făcută	vyrobený	făcut	ADJ;NOM;NEUT;PL;POS	ADJ;INDF;FEM;SG
vyrobené	făcut	vyrobený	face	ADJ;NOM;NEUT;PL;POS	V;MASC;SG;V.PTCP
vyrobené	fabricat	vyrobený	fabrica	ADJ;NOM;NEUT;PL;POS	ADJ;INDF;MASC;SG
vyrobené	fabricată	vyrobený	fabrica	ADJ;NOM;NEUT;PL;POS	ADJ;INDF;FEM;SG
vyrobené	produs	vyrobený	produs	ADJ;NOM;NEUT;PL;POS	N;INDF;MASC;SG
catherine	caterina	catherine	caterină	PROPN;FEM;SG;POS	N;DEF;FEM;SG
catherine	catherine	catherine	catherină	PROPN;FEM;SG;POS	PROPN
catherine	ecaterina	catherine	ecaterină	PROPN;FEM;SG;POS	N;DEF;FEM;SG
potřebují	nevoie	potřebovat	nevoie	V;IPFV;IND;PL;3;POS;PRS;FIN;ACT	N;INDF;FEM;SG
víra	credinta	víra	credintă	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
víra	credința	víra	credință	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
víra	credință	víra	credință	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
víra	credința	víra	credință	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
