oli	ήταν	olla	είμαι	V;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;SG;3;PST;FIN;PASS
seuraa	ακολούθησε	seurata	ακολουθώ	V;IMP;SG;2;PRS;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
seuraa	ακολουθήστε	seurata	ακολουθώ	V;IMP;SG;2;PRS;FIN;ACT	V;PFV;IND;PL;2;FIN;PASS
seuraa	ακολουθείστε	seurata	ακολουθώ	V;IMP;SG;2;PRS;FIN;ACT	V;IPFV;IND;PL;2;FIN;ACT
äiti	μάνα	äiti	μάνας	N;NOM;SG	N;ACC;FEM;SG
suomeksi	φινλανδική	suomi	φινλανδικός	N;TRANS;SG	ADJ;NOM;FEM;SG
näyttää	φαινεται	näyttää	φαίνομαι	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
näyttää	φαίνεται	näyttää	φαίνομαι	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
näyttää	παραστάσεις	näyttää	παράσταση	V;IND;SG;3;PRS;FIN;ACT	N;NOM;FEM;PL
ihmiset	ανθρώπους	ihminen	άνθρωπος	N;NOM;PL	N;ACC;MASC;PL
ihmiset	κόσμος	ihminen	κόσμος	N;NOM;PL	N;NOM;MASC;SG
ihmiset	ανθρώπους	ihminen	άνθρωπος	N;NOM;PL	N;ACC;MASC;PL
linja	line	linja	line	N;NOM;SG	
toi	έφερε	tuo	φέρω	PRO;NOM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
lasten	παιδια	lapsi	παιδί	N;GEN;PL	N;NOM;NEUT;PL
lasten	τέκνα	lapsi	τέκνα	N;GEN;PL	N;NOM;NEUT;PL
lasten	παιδιά	lapsi	παιδί	N;GEN;PL	N;NOM;NEUT;PL
euroa	ευρώ	euro	ευρώ	N;PRT;SG	N;ACC;NEUT;SG
euroa	ευρώ	euro	ευρώ	N;PRT;SG	N;ACC;NEUT;SG
euroa	eur	euro	eur	N;PRT;SG	
euroa	euro	euro	euro	N;PRT;SG	
euroa	ευρώ	euro	ευρώ	N;PRT;SG	N;ACC;NEUT;SG
senttimetriä	εκατοστά	sentti#metri	εκατοστά	N;PRT;SG	N;NOM;NEUT;PL
senttimetriä	εκατοστό	sentti#metri	εκατοστό	N;PRT;SG	N;NOM;NEUT;SG
kaiken	ολα	kaikki	όλος	PRO;GEN;SG	ADV
kaiken	όλα	kaikki	όλος	PRO;GEN;SG	ADJ;NOM;NEUT;PL
korkein	ανώτατο	korkea	ανώτερος	ADJ;NOM;RL;SG	ADJ;NOM;CMPR;NEUT;SG
korkein	ανώτατη	korkea	ανώτερος	ADJ;NOM;RL;SG	ADJ;NOM;CMPR;FEM;SG
korkein	υψηλότερη	korkea	ψηλός	ADJ;NOM;RL;SG	ADJ;NOM;CMPR;FEM;SG
korkein	υψηλότερο	korkea	ψηλός	ADJ;NOM;RL;SG	ADJ;NOM;CMPR;NEUT;SG
joseph	joseph	joseph	joseph	N;NOM;SG	
joseph	τζόσεφ	joseph	τζόσεφ	N;NOM;SG	
joseph	τζόζεφ	joseph	τζόζεφ	N;NOM;SG	PROPN;NOM;MASC;SG
ilta	καλησπέρα	ilta	καλησπέρα	N;NOM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
ilta	βράδυ	ilta	βράδυ	N;NOM;SG	N;ACC;NEUT;SG
ilta	νύχτα	ilta	νύχτα	N;NOM;SG	N;ACC;FEM;SG
ilta	βραδιά	ilta	βραδιά	N;NOM;SG	N;ACC;FEM;SG
valmistunut	απόφοιτος	valmistua	απόφοιτος	V;NOM;SG;V.PTCP;ACT	ADJ;NOM;MASC;SG
valmistunut	πτυχιούχος	valmistua	πτυχιούχος	V;NOM;SG;V.PTCP;ACT	N;NOM;MASC;SG
lasta	τέκνο	lapsi	τέκνο	N;PRT;SG	N;NOM;NEUT;SG
lasta	παιδι	lapsi	παιδι	N;PRT;SG	N;NOM;NEUT;SG
lasta	παιδί	lapsi	παιδί	N;PRT;SG	N;NOM;NEUT;SG
päivä	μέρα	päivä	μέρα	N;NOM;SG	N;ACC;FEM;SG
american	αμερικανική	america	αμερικάνικος		ADJ;NOM;FEM;SG
american	αμερικάνικα	america	αμερικάνικος		ADV
american	αμερικανός	america	Αμερικανός		ADJ;NOM;MASC;SG
american	αμερικάνος	america	αμερικάνος		ADJ;NOM;MASC;SG
american	αμερικάνικο	america	Αμερικάνικος		ADJ;NOM;NEUT;SG
american	αμερικανοί	america	Αμερικανός		PROPN;NOM;MASC;PL
ohjaaja	διευθυντή	ohjaaja	διευθυντής	N;NOM;SG	N;ACC;MASC;SG
arkkitehti	αρχιτέκτονα	arkkitehti	αρχιτέκτονας	N;NOM;SG	N;ACC;MASC;SG
liittyy	σχετική	liittyä	σχετικός	V;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;FEM;SG
liittyy	σχετικές	liittyä	σχετικός	V;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;FEM;PL
liittyy	σχετικό	liittyä	σχετικός	V;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;NEUT;SG
merkittäviä	σημαντική	merkittävä	σημαντικός	ADJ;PRT;PL	ADJ;NOM;FEM;SG
muuttaa	αλλαγή	muuttaa	αλλαγή	V;SG;NFIN;ACT	N;ACC;FEM;SG
muuttaa	μεταβολή	muuttaa	μεταβολή	V;SG;NFIN;ACT	N;NOM;FEM;SG
muuttaa	ρέστα	muuttaa	ρέστα	V;SG;NFIN;ACT	N;NOM;NEUT;PL
osaksi	μερικώς	osa	μερικώς	N;TRANS;SG	ADV
nimetty	ονόματι	nimetä	ονόματι	V;NOM;SG;V.PTCP;PASS	N;SG
till	τιλ	till	τιλ	N;NOM;SG	N;VOC;SG
vähintään	ελάχιστη	vähintään	λίγο	ADV	ADJ;NOM;CMPR;FEM;SG
vähintään	ελάχιστες	vähintään	ελάχιστος	ADV	ADJ;NOM;CMPR;FEM;PL
vähintään	ελάχιστο	vähintään	λίγο	ADV	ADJ;NOM;CMPR;NEUT;SG
vähintään	ελάχιστος	vähintään	ελάχιστος	ADV	ADJ;NOM;CMPR;MASC;SG
muodostaa	σχηματίζεται	muodostaa	σχηματίζω	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
tiedosto	file	tiedosto	file	N;NOM;SG	
tilalle	αντικαταστάθηκε	tilalle	αντικαθιστώ	ADP	V;PFV;IND;SG;3;PST;FIN;PASS
tilalle	αντικαθίσταται	tilalle	αντικάθιστώ	ADP	V;IPFV;IND;SG;3;PRS;FIN;PASS
tilalle	αντικατέστησε	tilalle	αντικαθιστώ	ADP	V;PFV;IND;SG;3;PST;FIN;ACT
tilalle	αντικαθίστανται	tilalle	αντικαθίσταμαι	ADP	V;IPFV;IND;PL;3;PRS;FIN;PASS
henrik	χένρικ	henrik	χένρικ	N;NOM;SG	
henrik	χένρυ	henrik	χένρυ	N;NOM;SG	PROPN;NOM;MASC;SG
henrik	χένρι	henrik	χένρι	N;NOM;SG	
tieto	γνώσεις	tieto	γνώση	N;NOM;SG	N;NOM;FEM;PL
tieto	γνώσει	tieto	γνώσει	N;NOM;SG	N;DAT;FEM;SG
tieto	γνώση	tieto	γνώση	N;NOM;SG	N;ACC;FEM;SG
musiikkia	μουσικη	musiikki	μουσίκη	N;PRT;SG	N;NOM;FEM;SG
musiikkia	μουσική	musiikki	μουσικός	N;PRT;SG	ADJ;NOM;FEM;SG
koulun	σχολείο	koulu	σχολείο	N;GEN;SG	N;NOM;NEUT;SG
koulun	σχολη	koulu	σχολος	N;GEN;SG	N;NOM;FEM;SG
koulun	σχολειο	koulu	σχολειο	N;GEN;SG	N;NOM;NEUT;SG
koulun	σχολή	koulu	σχολή	N;GEN;SG	N;NOM;FEM;SG
antiikin	αντίκα	antiikki	αντίκα	N;GEN;SG	
antiikin	αντίκες	antiikki	αντίκα	N;GEN;SG	N;NOM;FEM;PL
antiikin	αρχαίος	antiikki	αρχαίος	N;GEN;SG	ADJ;NOM;MASC;SG
antiikin	αρχαίο	antiikki	αρχαίος	N;GEN;SG	ADJ;NOM;NEUT;SG
antiikin	αρχαία	antiikki	αρχαίος	N;GEN;SG	ADJ;NOM;FEM;SG
antiikin	αρχαιοτήτων	antiikki	αρχαίοτητα	N;GEN;SG	N;GEN;FEM;PL
antiikin	αντίκες	antiikki	αντίκα	N;GEN;SG	N;NOM;FEM;PL
tarkoituksena	σκοπός	tarkoitus	σκοπός	N;FRML;SG	N;NOM;MASC;SG
tarkoituksena	σκοπό	tarkoitus	σκοπός	N;FRML;SG	N;ACC;MASC;SG
tärkeä	σημαντικο	tärkeä	σημαντικός	ADJ;NOM;SG	N;NOM;SG
elämä	life	elämä	life	N;NOM;SG	
elämä	ζωή	elämä	ζωή	N;NOM;SG	N;ACC;FEM;SG
elämä	ζωη	elämä	ζωη	N;NOM;SG	N;ACC;FEM;SG
lahden	λάχτι	lahti	λάχτι	N;GEN;SG	
neljänneksi	τέταρτος	neljäs	τέταρτος	ADJ;TRANS;SG	NUM;NOM;MASC;SG
neljänneksi	τέταρτο	neljäs	τέταρτος	ADJ;TRANS;SG	NUM;NOM;NEUT;SG
neljänneksi	τέταρτη	neljäs	τέταρτος	ADJ;TRANS;SG	NUM;NOM;FEM;SG
musiikki	μουσική	musiikki	μουσικός	N;NOM;SG	ADJ;NOM;FEM;SG
united	united	united	united	N;NOM;SG	
united	ενωμένη	united	ενώνω	N;NOM;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
united	ενωμένοι	united	ενωμένος	N;NOM;SG	V;PFV;NOM;MASC;PL;V.PTCP;PASS
united	ηνωμένο	united	ηνωμένος	N;NOM;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
kiinni	πιάσε	kiinni	πιάνω	ADV	V;PFV;IND;SG;1;PST;FIN;ACT
kiinni	πιάσουμε	kiinni	πιάνω	ADV	V;PFV;IND;PL;1;FIN;ACT
kiinni	αλιεύματα	kiinni	αλίευμα	ADV	N;NOM;NEUT;PL
kiinni	πιάστηκε	kiinni	πιάνω	ADV	V;PFV;IND;SG;3;PST;FIN;PASS
kiinni	έπιασε	kiinni	πιάζω	ADV	V;PFV;IND;SG;3;PST;FIN;ACT
kiinni	αλιεύονται	kiinni	αλιεύω	ADV	V;IPFV;IND;PL;3;PRS;FIN;PASS
kiinni	κλειστό	kiinni	κλειστός	ADV	N;NOM;NEUT;SG
kiinni	κλειστο	kiinni	κλειστος	ADV	DET;NOM;DEF;MASC;SG
kiinni	κλειστή	kiinni	κλειστής	ADV	ADJ;NOM;FEM;SG
team	ομαδα	team	ομαδα		N;NOM;FEM;SG
team	ομάδα	team	ομάδα		N;ACC;FEM;SG
maata	χωρα	maa	χωρα	N;PRT;SG	N;ACC;FEM;SG
maata	χώρα	maa	χώρα	N;PRT;SG	N;NOM;FEM;SG
maata	ξηρά	maa	ξηρά	N;PRT;SG	N;NOM;NEUT;PL
maata	land	maa	land	N;PRT;SG	
maata	γη	maa	γη	N;PRT;SG	N;NOM;FEM;SG
maata	στεριά	maa	στεριά	N;PRT;SG	N;NOM;FEM;SG
viron	εσθονική	viro	εσθονικός	N;GEN;SG	ADJ;NOM;FEM;SG
viron	εσθονία	viro	εσθονία	N;GEN;SG	PROPN;NOM;FEM;SG
ville	ville	ville	ville	PROPN;NOM;SG	
vähemmän	λιγότεροι	vähemmän	λίγο	ADV	ADJ;NOM;CMPR;MASC;PL
vähemmän	λιγότερες	vähemmän	λίγος	ADV	ADJ;NOM;CMPR;FEM;PL
vähemmän	λιγότερους	vähemmän	λίγος	ADV	ADJ;NOM;CMPR;MASC;PL
vähemmän	λιγότερες	vähemmän	λίγος	ADV	ADJ;NOM;CMPR;FEM;PL
life	life	life	life		
life	ζωή	life	ζωή		N;ACC;FEM;SG
life	ζωη	life	ζωη		N;ACC;FEM;SG
tampere	τάμπερε	tampere	τάμπερ	N;NOM;SG	
kylässä	χωριο	kylä	χωριο	N;IN+ESS;SG	N;NOM;NEUT;SG
kylässä	χωριό	kylä	χωριό	N;IN+ESS;SG	N;NOM;NEUT;SG
lukuisia	πολυάριθμες	lukuinen	πολύαριθμος	ADJ;PRT;PL	ADJ;NOM;FEM;PL
lukuisia	πολυάριθμα	lukuinen	πολυάριθμος	ADJ;PRT;PL	ADJ;NOM;NEUT;PL
välissä	μεταξύ	välissä	μεταξύ	ADV	ADP
välissä	μεταξυ	välissä	μεταξυ	ADV	ADP
min	μιν	min	μιν	N;NOM;SG	
min	min	min	min	N;NOM;SG	
australian	αυστραλός	australia	αυστραλός	N;GEN;SG	ADJ;NOM;MASC;SG
australian	αυστραλία	australia	αυστραλία	N;GEN;SG	PROPN;ACC;FEM;SG
löytää	εύρεση	löytää	εύρεση	V;SG;NFIN;ACT	N;ACC;FEM;SG
löytää	εύρημα	löytää	εύρημα	V;SG;NFIN;ACT	N;NOM;NEUT;SG
löytää	εξεύρεση	löytää	εξεύρεση	V;SG;NFIN;ACT	N;ACC;FEM;SG
löytää	βρείτε	löytää	βρίσκω	V;SG;NFIN;ACT	V;PFV;IMP;PL;2;FIN;ACT
louis	λουδοβίκος	louis	λουδοβίκος	PROPN;NOM;SG	N;NOM;MASC;SG
louis	λούης	louis	λούος	PROPN;NOM;SG	N;NOM;MASC;SG
louis	λούις	louis	λούις	PROPN;NOM;SG	PROPN;NOM;MASC;SG
louis	λουί	louis	λουί	PROPN;NOM;SG	PROPN;NOM;MASC;SG
louis	louis	louis	louis	PROPN;NOM;SG	
vaiheessa	στάδιο	vaihe	στάδιο	N;IN+ESS;SG	N;NOM;NEUT;SG
pääministeri	premier	pää#ministeri	premier	N;NOM;SG	
kuvia	εικόνες	kuva	εικόνα	N;PRT;PL	N;NOM;FEM;PL
kuvia	φωτογραφιες	kuva	φωτογραφιά	N;PRT;PL	N;NOM;FEM;PL
kuvia	φωτογραφίες	kuva	φωτογραφία	N;PRT;PL	N;NOM;FEM;PL
kuvia	φωτογραφιες	kuva	φωτογραφιά	N;PRT;PL	N;NOM;FEM;PL
kuvia	φωτογραφίες	kuva	φωτογραφία	N;PRT;PL	N;NOM;FEM;PL
kuvia	εικόνες	kuva	εικόνα	N;PRT;PL	N;NOM;FEM;PL
kanadan	καναδάς	kanada	καναδάς	N;GEN;SG	PROPN;NOM;FEM;SG
kanadan	καναδά	kanada	καναδός	N;GEN;SG	PROPN;NOM;MASC;SG
kanadan	καναδική	kanada	καναδικός	N;GEN;SG	ADJ;NOM;FEM;SG
kanadan	καναδός	kanada	καναδός	N;GEN;SG	N;NOM;MASC;SG
des	des	des	des	PROPN;NOM;SG	
ilmestynyt	εμφανίστηκε	ilmestyä	εμφανίζω	V;NOM;SG;V.PTCP;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
kanadalainen	καναδός	kanadalainen	καναδός	ADJ;NOM;SG	N;NOM;MASC;SG
armeija	στρατιωτικός	armeija	στρατιωτικός	N;NOM;SG	ADJ;NOM;MASC;SG
armeija	στρατιωτική	armeija	στρατιωτικός	N;NOM;SG	ADJ;NOM;FEM;SG
armeija	στρατιωτικοί	armeija	στρατιωτικός	N;NOM;SG	ADJ;NOM;MASC;PL
armeija	στρατιωτικά	armeija	στρατιωτικά	N;NOM;SG	ADV
armeija	στρατό	armeija	στρατός	N;NOM;SG	N;ACC;MASC;SG
ihmisiä	ατομα	ihminen	ατομα	N;PRT;PL	N;NOM;NEUT;PL
ihmisiä	ανθρωποι	ihminen	ανθρώπος	N;PRT;PL	N;NOM;MASC;PL
ihmisiä	άνθρωποι	ihminen	άνθρωπος	N;PRT;PL	N;NOM;MASC;PL
ihmisiä	κόσμος	ihminen	κόσμος	N;PRT;PL	N;NOM;MASC;SG
ihmisiä	άτομα	ihminen	άτομο	N;PRT;PL	N;NOM;NEUT;PL
ihmisiä	ανθρώπους	ihminen	άνθρωπος	N;PRT;PL	N;ACC;MASC;PL
tuottaa	παράγουν	tuottaa	παράγω	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
vapaa	δωρεάν	vapaa	δωρεάν	ADJ;NOM;SG	
vapaa	free	vapaa	free	ADJ;NOM;SG	
kenraali	γενική	kenraali	γενικός	N;NOM;SG	ADJ;NOM;FEM;SG
kenraali	γενικές	kenraali	γενικός	N;NOM;SG	ADJ;NOM;FEM;PL
kenraali	γενικά	kenraali	γενικά	N;NOM;SG	ADV
kenraali	γενικό	kenraali	γενικός	N;NOM;SG	ADJ;NOM;NEUT;SG
mark	μαρκ	mark	μαρκ	PROPN;NOM;SG	
mark	μάρκ	mark	μάρκ	PROPN;NOM;SG	
mark	mark	mark	mark	PROPN;NOM;SG	
mtv	mtv	mtv	mtv	PROPN;NOM;SG	
oikein	σωστή	oikein	σωστός	ADV	ADJ;NOM;FEM;SG
oikein	σωστό	oikein	σωστός	ADV	ADJ;NOM;NEUT;SG
oikein	σωστός	oikein	σωστός	ADV	ADJ;NOM;MASC;SG
runoilija	ποιητή	runoilija	ποιητής	N;NOM;SG	N;ACC;MASC;SG
vanhin	πρεσβύτερος	vanha	πρεσβύς	ADJ;NOM;RL;SG	ADJ;NOM;CMPR;MASC;SG
vanhin	γέροντας	vanha	γέρω	ADJ;NOM;RL;SG	V;IPFV;V.CVB;ACT
vanhin	γέροντα	vanha	γέρω	ADJ;NOM;RL;SG	N;VOC;MASC;SG
vanhin	παλαιότερη	vanha	παλιός	ADJ;NOM;RL;SG	ADJ;NOM;CMPR;FEM;SG
vanhin	παλαιότερο	vanha	παλιά	ADJ;NOM;RL;SG	ADJ;NOM;CMPR;NEUT;SG
del	ντελ	del	ντελ		
del	del	del	del		
moskovan	μόσχα	moskoa	μόσχα	ADJ;GEN;SG	PROPN;NOM;FEM;SG
harry	χάρι	harry	χάρι	N;NOM;SG	
harry	χάρρυ	harry	χάρρ	N;NOM;SG	PROPN;NOM;MASC;SG
korkeus	ανύψωση	korkeus	ανύψωση	N;NOM;SG	N;ACC;FEM;SG
lopetti	σταμάτησα	lopettaa	σταμάτησα	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;1;PST;FIN;ACT
jatkaa	συνέχιση	jatkaa	συνέχιση	V;IND;SG;3;PRS;FIN;ACT	N;ACC;FEM;SG
jatkaa	συνεχίστε	jatkaa	συνεχίζω	V;IND;SG;3;PRS;FIN;ACT	V;PFV;IMP;PL;2;FIN;ACT
jatkaa	συνέχεια	jatkaa	συνέχεια	V;IND;SG;3;PRS;FIN;ACT	N;ACC;FEM;SG
jatkaa	συνέχισε	jatkaa	συνεχίζω	V;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
version	έκδοση	versio	έκδοση	N;GEN;SG	N;ACC;FEM;SG
version	εκδοχή	versio	εκδοχή	N;GEN;SG	N;ACC;FEM;SG
halusi	καταζητούμενος	haluta	καταζητούμενος	V;IND;SG;3;PST;FIN;ACT	ADJ;NOM;MASC;SG
halusi	καταζητείται	haluta	καταζητώ	V;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
jokainen	ολοι	jokainen	ολος	PRO;NOM;SG	PRO;NOM;MASC;PL;3
jokainen	όλοι	jokainen	όλος	PRO;NOM;SG	ADJ;NOM;MASC;PL
jokainen	κάθε	jokainen	κάθε	PRO;NOM;SG	PRO;ACC;FEM;SG;3
jokainen	καθε	jokainen	καθε	PRO;NOM;SG	N
jokainen	έκαστος	jokainen	έκαστος	PRO;NOM;SG	N;NOM;MASC;PL
jokainen	κάθε	jokainen	κάθε	PRO;NOM;SG	PRO;ACC;FEM;SG;3
puolan	πολωνική	puola	πολωνικός	N;GEN;SG	ADJ;NOM;FEM;SG
puolan	πολωνικό	puola	πολωνικός	N;GEN;SG	ADJ;NOM;NEUT;SG
puolan	πολωνικά	puola	πολωνικός	N;GEN;SG	ADV
puolan	πολωνικές	puola	πολωνικός	N;GEN;SG	ADJ;NOM;FEM;PL
puolan	πολωνοί	puola	πολωνός	N;GEN;SG	ADJ;NOM;MASC;PL
puolan	πολωνός	puola	πολωνός	N;GEN;SG	ADJ;NOM;MASC;SG
puolan	πολωνίας	puola	πολωνία	N;GEN;SG	PROPN;GEN;FEM;SG
puolan	πολωνία	puola	πολωνία	N;GEN;SG	PROPN;ACC;FEM;SG
henry	χένρυ	henry	χένρυ	N;NOM;SG	PROPN;NOM;MASC;SG
henry	χένρι	henry	χένρι	N;NOM;SG	
muodossa	μορφη	muoto	μορφη	N;IN+ESS;SG	N;NOM;FEM;SG
muodossa	μορφή	muoto	μορφή	N;IN+ESS;SG	N;NOM;FEM;SG
muodossa	έντυπο	muoto	έντυπο	N;IN+ESS;SG	N;NOM;NEUT;SG
muodossa	φόρμα	muoto	φόρμα	N;IN+ESS;SG	N;ACC;FEM;SG
muodossa	μορφη	muoto	μορφη	N;IN+ESS;SG	N;NOM;FEM;SG
muodossa	μορφή	muoto	μορφή	N;IN+ESS;SG	N;NOM;FEM;SG
muodossa	μορφότυπο	muoto	μορφότυπο	N;IN+ESS;SG	N;NOM;MASC;SG
perhe	οικογενεια	perhe	οικογενεια	N;NOM;SG	N;ACC;FEM;SG
kuvan	φωτογραφια	kuva	φωτογραφια	N;GEN;SG	N;NOM;FEM;SG
kuvan	φωτογραφία	kuva	φωτογραφία	N;GEN;SG	N;ACC;FEM;SG
kuvan	εικόνα	kuva	εικόνα	N;GEN;SG	N;NOM;FEM;SG
liitto	ομοσπονδίας	liitto	ομοσπονδία	N;NOM;SG	N;GEN;FEM;SG
todennäköisesti	πιθανό	toden#näköisesti	πιθανός	ADV	ADJ;NOM;NEUT;SG
tilanne	κατάσταση	tilanne	κατάσταση	N;NOM;SG	N;ACC;FEM;SG
tilanne	status	tilanne	status	N;NOM;SG	
tilanne	καθεστώς	tilanne	καθεστώς	N;NOM;SG	N;ACC;NEUT;SG
tilanne	κατασταση	tilanne	κατασταση	N;NOM;SG	N;ACC;FEM;SG
tilanne	κατάσταση	tilanne	κατάσταση	N;NOM;SG	N;ACC;FEM;SG
tilanne	κατασταση	tilanne	κατασταση	N;NOM;SG	N;ACC;FEM;SG
lentoasema	αερολιμένας	lento#asema	αερολιμένος	N;NOM;SG	ADJ;NOM;MASC;SG
osuus	αναλογία	osuus	αναλογία	N;NOM;SG	N;ACC;FEM;SG
osuus	share	osuus	share	N;NOM;SG	
pariisin	paris	pariisi	paris	N;GEN;SG	
pariisin	πάρις	pariisi	πάρις	N;GEN;SG	PROPN;NOM;MASC;SG
pariisin	παρίσι	pariisi	παρίσι	N;GEN;SG	PROPN;NOM;NEUT;SG
super	σούπερ	super	σούπερ		N;FEM;SG
super	super	super	super		
super	υπερ	super	υπερ		ADP
super	σουπερ	super	σουπερ		N;NOM;SG
finland	φιλανδία	finland	φιλανδία	N;NOM;SG	PROPN;ACC;FEM;SG
finland	φινλανδία	finland	φινλανδία	N;NOM;SG	PROPN;ACC;FEM;SG
japanissa	ιαπωνίας	japani	ιαπωνία	ADJ;IN+ESS;PL	PROPN;GEN;FEM;SG
japanissa	ιαπωνία	japani	ιαπωνία	ADJ;IN+ESS;PL	PROPN;ACC;FEM;SG
yrjö	γεώργιος	yrjö	γεώργιος	N;NOM;SG	PROPN;NOM;MASC;SG
yrjö	τζωρτζ	yrjö	τζωρτζ	N;NOM;SG	PROPN;NOM;MASC;SG
yrjö	τζορτζ	yrjö	τζορτζ	N;NOM;SG	
yrjö	george	yrjö	george	N;NOM;SG	
tohtori	doc	tohtori	doc	N;NOM;SG	
tohtori	ντοκ	tohtori	ντοκ	N;NOM;SG	
tohtori	δόκτωρ	tohtori	δόκτωρ	N;NOM;SG	
tohtori	γιατρέ	tohtori	γιατρές	N;NOM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
king	βασιλεύς	king	βασιλής		N;NOM;MASC;SG
king	βασιλιάς	king	βασιλιάς		N;NOM;MASC;SG
king	κινγκ	king	κινγκ		
king	βασιλιά	king	βασιλιάς		N;ACC;MASC;SG
king	king	king	king		
maissa	χώρες	maa	χώρα	N;IN+ESS;PL	N;NOM;FEM;PL
maissa	χωρες	maa	χωρα	N;IN+ESS;PL	N;NOM;FEM;PL
ohjelman	πρόγραμμα	ohjelma	πρόγραμμα	N;GEN;SG	N;NOM;NEUT;SG
ohjelman	πρόγραμμα	ohjelma	πρόγραμμα	N;GEN;SG	N;NOM;NEUT;SG
ohjelman	προγραμμα	ohjelma	προγραμμα	N;GEN;SG	N;NOM;NEUT;SG
punainen	κόκκινα	punainen	κόκκινος	ADJ;NOM;SG	ADJ;NOM;NEUT;PL
punainen	κόκκινο	punainen	κόκκινος	ADJ;NOM;SG	N;NOM;NEUT;SG
punainen	κοκκινο	punainen	κοκκινός	ADJ;NOM;SG	N;NOM;NEUT;SG
tom	τόμ	tom	τόμ	PROPN;NOM;SG	N
tom	τομ	tom	τομ	PROPN;NOM;SG	
tom	tom	tom	tom	PROPN;NOM;SG	
net	καθαρή	net	καθερός	N;NOM;SG	ADJ;NOM;FEM;SG
net	καθαρά	net	καθερά	N;NOM;SG	ADV
net	net	net	net	N;NOM;SG	
net	καθαρό	net	καθερός	N;NOM;SG	ADJ;NOM;NEUT;SG
artikkelit	αρθρα	artikkeli	άρθρο	N;NOM;PL	
viikon	βδομάδα	viikko	βδομάδα	N;GEN;SG	N;ACC;FEM;SG
viikon	εβδομάδα	viikko	εβδομάδα	N;GEN;SG	N;ACC;FEM;SG
kuka	ποιος	kuka	ποιος	PRO;NOM;SG	DET;NOM;DEF;MASC;SG
neuvostoliitto	σοβιετικοί	neuvosto#liitto	σοβιετικός	N;NOM;SG	ADJ;NOM;MASC;PL
neuvostoliitto	σοβιετικό	neuvosto#liitto	σοβιετικός	N;NOM;SG	ADJ;NOM;NEUT;SG
neuvostoliitto	σοβιετική	neuvosto#liitto	σοβιετικός	N;NOM;SG	ADJ;NOM;FEM;SG
ihminen	ανθρώπινα	ihminen	ανθρώπινος	N;NOM;SG	ADJ;NOM;NEUT;PL
ihminen	ανθρώπινη	ihminen	ανθρώπινος	N;NOM;SG	ADJ;NOM;FEM;SG
ihminen	ανθρώπινο	ihminen	ανθρώπινος	N;NOM;SG	ADJ;NOM;NEUT;SG
ihminen	ανθρωπίνων	ihminen	ανθρώπινος	N;NOM;SG	ADJ;GEN;NEUT;PL
ihminen	ανθρώπινος	ihminen	ανθρώπινος	N;NOM;SG	ADJ;NOM;MASC;SG
korkea	high	korkea	high	ADJ;NOM;SG	
korkea	ψηλά	korkea	ψηλώ	ADJ;NOM;SG	ADV
puolet	μισό	puoli	μισός	N;NOM;PL	N;NOM;NEUT;SG
puolet	μισά	puoli	μισό	N;NOM;PL	ADV
puolet	μισή	puoli	μισός	N;NOM;PL	N;ACC;FEM;SG
oikeus	δικαιοσύνης	oikeus	δικαιοσύνη	N;NOM;SG	N;GEN;FEM;SG
oikeus	κορτ	oikeus	κορτ	N;NOM;SG	
lee	λι	olla	λι	PROPN;NOM;SG	
lee	λη	olla	λος	PROPN;NOM;SG	
kappaleita	ίχνη	kappale	ίχνος	N;PRT;PL	N;NOM;NEUT;PL
kappaleita	ράγες	kappale	ράγη	N;PRT;PL	N;NOM;FEM;PL
kappaleita	τραγούδια	kappale	τραγούδιο	N;PRT;PL	N;NOM;NEUT;PL
kulttuuri	πολιτισμού	kulttuuri	πολιτισμός	N;NOM;SG	N;GEN;MASC;SG
jalkapallon	φούτμπολ	jalka#pallo	φούτμπολ	N;GEN;SG	
jalkapallon	football	jalka#pallo	football	N;GEN;SG	
jalkapallon	ποδόσφαιρο	jalka#pallo	ποδόσφαιρος	N;GEN;SG	N;NOM;NEUT;SG
