poesie	poesía	poesie	poesía		N
ärger	problemas	ärger	problema	ADJ	N
ärger	problemas	ärger	problema	ADJ	N
ärger	os	ärger	o	ADJ	DET
eingabe	entrar	eingabe	entrar	N;FEM;SG	V
eingabe	entrar	eingabe	entrar	N;FEM;SG	V
anschauen	a	anschauen	o	V;NFIN	DET
anschauen	as	anschauen	o	V;NFIN	DET
anschauen	coidado	anschauen	coidado	V;NFIN	N
verursachte	causa	verursachen	causa	V;IND;SG;3;PST;FIN	N
verwandelt	volta	verwandeln	volta	V;V.PTCP	N
verwandelt	que	verwandeln	que	V;V.PTCP	PRO
verwandelt	volta	verwandeln	volta	V;V.PTCP	N
won	non	won	non		PART
won	vai	won	ir		V
won	vou	won	var		V
getrennte	separar	getrennt	separar	ADJ;NOM;FEM;PL	V
heil	exército	heil	exército		N
heil	de	heil	de		ADP
heil	salvacionista	heil	salvacionista		N
heil	salvación	heil	salvación		N
heil	sarabia	heil	sarabia		N
heil	”	heil	”		PROPN
heil	en	heil	en		ADP
heil	galego	heil	galego		ADJ
heil	saudamos	heil	saudar		V
fressen	desordes	freß	desorde	V;NFIN	N
fressen	coma	freß	coma	V;NFIN	CONJ
fressen	a	freß	o	V;NFIN	DET
fressen	comelo	freß	comelo	V;NFIN	N
auftraggeber	cliente	auftraggeber	cliente	ADJ	N
wirtschaftswissenschaftler	economistas	wirtschaftswissenschaftler	economista	ADJ	N
gerichts	tribunal	gerichts	tribunal		N
sweet	sweet	sween	sweet	PROPN	PROPN
sweet	doces	sween	doce	PROPN	N
sweet	doce	sween	doce	PROPN	N
nirgendwo	onde	nirgendwo	onde	ADV	PRO
nirgendwo	calquera	nirgendwo	calquera	ADV	DET
nirgendwo	lugar	nirgendwo	lugar	ADV	N
nirgendwo	parte	nirgendwo	parte	ADV	N
nirgendwo	a	nirgendwo	o	ADV	DET
nirgendwo	nada	nirgendwo	nada	ADV	PRO
nirgendwo	en	nirgendwo	en	ADV	ADP
nirgendwo	a	nirgendwo	o	ADV	DET
stapel	pila	stapel	pila	ADJ	N
stapel	feixe	stapel	feixe	ADJ	N
stapel	rochas	stapel	rocha	ADJ	N
stapel	de	stapel	de	ADJ	ADP
stapel	da	stapel	da	ADJ	V
beliebtes	popular	beliebt	popular	ADJ;NOM;NEUT;SG	N
beliebtes	frente	beliebt	frente	ADJ;NOM;NEUT;SG	N
beliebtes	cantante	beliebt	cantante	ADJ;NOM;NEUT;SG	N
anhöhe	outeiro	anhöhe	outeiro	ADJ	N
anhöhe	hill	anhöhe	hill	ADJ	PROPN
anhöhe	outeiros	anhöhe	outeiro	ADJ	N
anhöhe	924	anhöhe	924	ADJ	NUM
transfer	transferir	transfer	transferir	PROPN	V
transfer	traslado	transfer	traslado	PROPN	N
rebellion	rebelión	rebellion	rebelión	PROPN	N
rebellion	rebeldes	rebellion	rebelde	PROPN	N
joel	joel	joel	joel	PROPN;NOM;MASC;SG	PROPN
joel	recibiu	joel	recibir	PROPN;NOM;MASC;SG	V
herausforderung	retos	herausforderung	reto	ADJ;NOM;FEM;SG	N
herausforderung	desafíos	herausforderung	desafío	ADJ;NOM;FEM;SG	N
herausforderung	reto	herausforderung	reto	ADJ;NOM;FEM;SG	N
herausforderung	desafío	herausforderung	desafío	ADJ;NOM;FEM;SG	N
herausforderung	desafiar	herausforderung	desafiar	ADJ;NOM;FEM;SG	V
seat	sentar	seat	sentar	PROPN	V
seat	asento	seat	asento	PROPN	N
seat	sitio	seat	sitio	PROPN	N
seat	senta	seat	sentar	PROPN	V
seat	séntese	seat	séntese	PROPN	V
seat	sente	seat	sente	PROPN	V
handy	útil	handy	útil	N;NOM;NEUT;SG	ADJ
binden	unha	binden	un	V;NFIN	DET
binden	os	binden	o	V;NFIN	DET
binden	gravata	binden	gravatar	V;NFIN	N
binden	átenos	binden	átenos	V;NFIN	N
binden	garavata	binden	garavatar	V;NFIN	PROPN
late	tarde	late	tarde	PROPN	N
verehrung	reverencia	verehrung	reverencia		N
jemandem	alguén	jemandem	alguén	ADV	PRO
jemandem	alguén	jemandem	alguén	ADV	PRO
jemandem	que	jemandem	que	ADV	PRO
kontrast	contraste	kontrast	contraste	ADJ	N
next	próxima	next	próximo		ADJ
next	ao	next	ao		PROPN
next	seguinte	next	seguinte		ADJ
next	lado	next	lado		N
next	próximo	next	próximo		ADJ
next	o	next	o		DET
jahrestag	aniversario	jahrestag	aniversario	ADJ	N
buchstabe	carta	buchstabe	carta		N
buchstabe	letra	buchstabe	letra		N
rolling	rolling	rolling	rolling	PROPN	PROPN
schwächen	debilidade	schwächen	debilidade	V;NFIN	N
realismus	realista	realismus	realista	PROPN	ADJ
realismus	realistas	realismus	realista	PROPN	N
realismus	realismo	realismus	realismo	PROPN	N
reduktion	a	Reduktion	o	N;SG	DET
zugeschlagen	de	zuschlagen	de	V;V.PTCP	ADP
stiel	células	stoßen	célula	ADJ	N
stiel	nai	stoßen	nai	ADJ	N
donnerstag	xoves	donnerstag	xove	ADV	N
gras	herba	gras	herba		N
schätze	que	schätzen	que		PRO
schätze	supoño	schätzen	supor		V
schätze	creo	schätzen	creo		V
großherzog	duque	großherzig	duque	PROPN;SG	N
zuordnen	atributo	zuordnen	atributo	V;NFIN	N
batterie	batería	batterie	bater	PROPN	V
sidney	sidney	sidney	sidney	PROPN;NOM;MASC;SG	PROPN
pink	rosas	pink	rosa	PROPN	N
pink	rosa	pink	rosa	PROPN	N
mantel	abrigo	mantel	abrigo		N
mantel	o	mantel	o		DET
mantel	chaqueta	mantel	chaqueta		N
arsenal	arsenal	arsenal	arsenal	PROPN;NOM;SG	N
arsenal	o	arsenal	o	PROPN;NOM;SG	DET
fünfmal	cinco	fünfmal	cinco	ADV	N
fünfmal	5	fünfmal	5	ADV	NUM
eichen	oak	eichen	oak		N
eichen	carballo	eichen	carballo		N
inwiefern	como	inwiefern	como	ADV	PRO
inwiefern	que	inwiefern	que	ADV	PRO
inwiefern	canto	inwiefern	canto	ADV	PRO
getreten	un	treten	un	V;V.PTCP	DET
getreten	couce	treten	couce	V;V.PTCP	N
komisch	divertido	komisch	divertir	ADJ	V
komisch	moi	komisch	moi	ADJ	ADV
delegierter	delegado	delegiert	delegado	ADJ	N
fischen	peixes	fischen	peixe	V;NFIN	N
fischen	peixe	fischen	peixe	V;NFIN	N
fischen	pesca	fischen	pesca	V;NFIN	N
executive	executivo	executive	executivo	ADJ;NOM;FEM;SG	N
executive	ordenanza	executive	ordenanza	ADJ;NOM;FEM;SG	N
schmerzen	dor	schmerz	dor	V;NFIN	N
schmerzen	moito	schmerz	moito	V;NFIN	ADV
käufer	comprador	käuf	comprador	ADJ	N
cent	centavos	cent	centavo		N
cent	cincuenta	cent	cincuenta		NUM
cent	patacóns	cent	patacón		N
cent	céntimos	cent	céntimo		N
cent	a	cent	o		DET
cent	penique	cent	penique		N
cent	penny	cent	penny		PROPN
cent	cento	cent	cento		N
cent	centavos	cent	centavo		N
töne	soa	tönen	só	N;NOM;PL	DET
töne	parece	tönen	parecer	N;NOM;PL	V
töne	en	tönen	en	N;NOM;PL	ADP
technologien	tecnoloxías	technologien	tecnoloxía	V;NFIN	N
technologien	tecnoloxía	technologien	tecnoloxía	V;NFIN	N
living	vivo	living	vivo		ADJ
living	vivir	living	vivir		V
living	vivindo	living	vivir		V
living	vida	living	vida		N
vereinigtes	dos	vereinigt	dos	ADJ;NOM;NEUT;SG	PROPN
vereinigtes	nos	vereinigt	nos	ADJ;NOM;NEUT;SG	PRO
vereinigtes	unidos	vereinigt	unir	ADJ;NOM;NEUT;SG	V
vereinigtes	unidas	vereinigt	unir	ADJ;NOM;NEUT;SG	V
vereinigtes	ficade	vereinigt	ficade	ADJ;NOM;NEUT;SG	PROPN
vereinigtes	ee	vereinigt	ee	ADJ;NOM;NEUT;SG	PROPN
vereinigtes	eua	vereinigt	eua	ADJ;NOM;NEUT;SG	PROPN
weile	tempo	weil	tempo	ADV	N
eiche	oak	eichen	oak		N
eiche	carballo	eichen	carballo		N
blödsinn	parvadas	blödsinn	parvar	ADV	ADJ
blödsinn	parvada	blödsinn	parvada	ADV	N
reichtum	fortuna	reichtum	fortuna	ADJ	N
reichtum	riqueza	reichtum	riqueza	ADJ	N
reichtum	riquezas	reichtum	riqueza	ADJ	N
reichtum	coa	reichtum	coar	ADJ	V
ewige	eterna	ewig	eterno	ADJ;NOM;FEM;SG	N
ketten	cadeas	ketten	cadea	V;NFIN	N
ketten	as	ketten	o	V;NFIN	DET
gesetzgebung	lexislación	gesetzgebung	lexislación	ADJ	N
gesetzgebung	a	gesetzgebung	o	ADJ	DET
gesetzgebung	lei	gesetzgebung	lei	ADJ	N
briefmarken	filatelia	briefmarken	filatelia	ADJ	N
briefmarken	selo	briefmarken	selo	ADJ	N
radikal	radicais	radikal	radical	ADJ	N
guinea	guinea	guinea	guinea	PROPN;NOM;NEUT;SG	N
anderswo	outra	anderswo	outro	ADV	DET
einheimische	onde	einheimisch	onde	ADJ;NOM;FEM;PL	PRO
einheimische	terra	einheimisch	terra	ADJ;NOM;FEM;PL	N
pete	pete	pete	pete	PROPN;NOM;MASC;SG	PROPN
bewaffnung	armas	bewaffnung	arma		N
bewaffnung	as	bewaffnung	o		DET
bewaffnung	armamento	bewaffnung	armamento		N
bewaffnung	arma	bewaffnung	arma		N
konfrontiert	fronte	konfrontieren	fronte	V;V.PTCP	N
bekomme	a	bekommen	o	V;IND;SG;3;PRS;FIN	DET
vorsicht	coidado	vorsichen	coidado	ADJ	N
vorsicht	ten	vorsichen	ter	ADJ	V
vorsicht	con	vorsichen	con	ADJ	ADP
vorsicht	tede	vorsichen	teder	ADJ	ADV
vorsicht	conta	vorsichen	conta	ADJ	N
vorsicht	atento	vorsichen	atento	ADJ	N
kronen	coroa	kron	coroa		N
fahrgäste	pasaxeiros	fahrgast	pasaxeiro		N
schlafen	durme	schlafen	durme	V;NFIN	N
schlafen	dorme	schlafen	dorme	V;NFIN	N
schlafen	durmido	schlafen	durmido	V;NFIN	ADJ
schlafen	sono	schlafen	sono	V;NFIN	N
schlafen	durme	schlafen	durme	V;NFIN	N
schlafen	somníferos	schlafen	somnífer	V;NFIN	N
weine	viño	wein	vir		N
weine	chorar	wein	chorar		V
weine	chores	wein	chores		V
weine	choro	wein	choro		N
weine	berra	wein	berra		N
lions	leóns	lions	león	PROPN;NOM	N
kleinerer	máis	klein	máis	ADJ	ADV
kleinerer	menores	klein	menor	ADJ	N
kleinerer	pegada	klein	pegada	ADJ	N
wasserstoff	de	wasserstoff	de		ADP
wasserstoff	hidróxeno	wasserstoff	hidróxeno		N
revolutionären	revolucionario	revolutionär	revolucionario	ADJ;PL	N
revolutionären	revolucionarios	revolutionär	revolucionario	ADJ;PL	N
verwirklicht	de	verwirklichen	de	V;V.PTCP	ADP
verwirklicht	que	verwirklichen	que	V;V.PTCP	PRO
verwirklicht	conta	verwirklichen	conta	V;V.PTCP	N
verwirklicht	na	verwirklichen	na	V;V.PTCP	N
verwirklicht	conta	verwirklichen	conta	V;V.PTCP	N
aufsichtsrat	xunta	aufsichtsraten	xunta	PROPN	N
aufsichtsrat	de	aufsichtsraten	de	PROPN	ADP
aufsichtsrat	reunión	aufsichtsraten	reunión	PROPN	N
aufsichtsrat	bordo	aufsichtsraten	bordo	PROPN	N
aufsichtsrat	comida	aufsichtsraten	comida	PROPN	N
mythen	mito	mythen	mito	V;NFIN	N
release	liberación	release	liberación	PROPN	N
release	lanzamento	release	lanzamento	PROPN	N
release	en	release	en	PROPN	ADP
release	liberdade	release	liberdade	PROPN	N
release	a	release	o	PROPN	DET
circuit	federal	circuit	federal	PROPN	ADJ
circuit	circuíto	circuit	circuíto	PROPN	N
profis	profesionais	profis	profesional		N
erfassung	a	erfassung	o	ADJ	DET
erfassung	capturar	erfassung	capturar	ADJ	V
erfassung	capturar	erfassung	capturar	ADJ	V
erfassung	alcance	erfassung	alcance	ADJ	N
dreier	tres	dreier	tres		N
dreier	3	dreier	3		NUM
berechtigung	permiso	berechtigung	permiso	ADJ	N
vorderseite	diante	vorderseite	diante		ADV
vorderseite	fronte	vorderseite	fronte		N
propheten	profeta	prophen	profeta	N;NOM;PL	V
psychologe	psicólogos	psycholog	psicólogo		N
psychologe	sicólogos	psycholog	sicólogo		N
psychologe	psicoloxía	psycholog	psicoloxía		N
psychologe	de	psycholog	de		ADP
pisa	pisa	pisa	pisar	PROPN;NOM;SG	PROPN
speed	velocidade	speed	velocidade		N
speed	rapidez	speed	rapidez		N
grundstücke	terra	grundstück	terra	ADJ;NOM;PL	N
grundstücke	país	grundstück	país	ADJ;NOM;PL	N
grundstücke	terras	grundstück	terra	ADJ;NOM;PL	N
artur	arthur	artur	arthur	PROPN;NOM;MASC;SG	PROPN
kommandanten	comandante	kommandant	comandante	V;IND;PL;3;PST;FIN	N
kommandanten	comandante	kommandant	comandante	V;IND;PL;3;PST;FIN	N
privilegien	privilexio	privilegien	privilexio	ADJ	N
schuljahr	instituto	schuljahr	instituto	ADJ	N
schuljahr	escola	schuljahr	escola	ADJ	N
schuljahr	colexio	schuljahr	colexio	ADJ	N
läufer	bispo	lauf	bispo		N
nizza	bonito	nizza	bonito	PROPN;NOM;SG	N
nizza	ben	nizza	ben	PROPN;NOM;SG	ADV
nizza	bonita	nizza	bonita	PROPN;NOM;SG	N
nizza	bo	nizza	bo	PROPN;NOM;SG	ADJ
nizza	boa	nizza	bo	PROPN;NOM;SG	ADJ
glaubte	que	glauben	que	V;IND;SG;3;PST;FIN	PRO
hunger	famentos	hungern	famento		N
hunger	fame	hungern	fame		N
hunger	fame	hungern	fame		N
verhaltens	comportamento	verhaltens	comportamento	ADV	N
verhaltens	conducta	verhaltens	conducta	ADV	N
verhaltens	comportamentos	verhaltens	comportamento	ADV	N
verhaltens	seu	verhaltens	seu	ADV	DET
verhaltens	conduta	verhaltens	conduta	ADV	N
verhaltens	comportamento	verhaltens	comportamento	ADV	N
verhaltens	comportamental	verhaltens	comportamental	ADV	N
lateinamerika	latín	lateinamerika	latín	PROPN;NOM;SG	N
sardinien	sardeña	sardinien	sardeña	PROPN	N
prozessen	procesos	prozeß	proceso	V;NFIN	N
amerikanisch	americanos	amerikanisch	americano	ADJ	N
staub	po	staub	po		N
staub	pó	staub	pó		N
staub	das	staub	das		N
wurzel	orixe	wurzeln	orixe		N
wurzel	raíz	wurzeln	raíz		N
wurzel	as	wurzeln	o		DET
wurzel	raíces	wurzeln	raíz		N
leichnam	cadáver	leichnam	cadáver	ADJ	N
leichnam	corpo	leichnam	corpo	ADJ	N
todesstrafe	a	todesstraf	o	N;NOM;FEM;SG	DET
hilfsmittel	sida	hilfsmittel	sida	ADJ	N
hilfsmittel	ferramentas	hilfsmittel	ferramenta	ADJ	N
hilfsmittel	as	hilfsmittel	o	ADJ	DET
scherz	broma	scherz	broma	ADJ	N
scherz	chiste	scherz	chistir	ADJ	N
scherz	bromas	scherz	broma	ADJ	N
scherz	gracia	scherz	gracia	ADJ	N
scherz	conto	scherz	conto	ADJ	N
scherz	brincar	scherz	brincar	ADJ	V
scherz	serio	scherz	serio	ADJ	N
scherz	enganar	scherz	enganar	ADJ	V
scherz	a	scherz	o	ADJ	DET
scherz	de	scherz	de	ADJ	ADP
scherz	broma	scherz	broma	ADJ	N
scherz	brincar	scherz	brincar	ADJ	V
scherz	bromear	scherz	bromear	ADJ	V
lie	mentiras	lie	mentira		N
lie	mentira	lie	mentira		ADJ
lie	mentir	lie	mentir		V
bildschirm	pantallas	bildschirm	pantalla	ADV	N
bildschirm	pantalla	bildschirm	pantalla	ADV	N
bildschirm	da	bildschirm	da	ADV	V
bildschirm	ecrán	bildschirm	ecrán	ADV	V
bildschirm	monitor	bildschirm	monitor	ADV	N
swing	abaneo	swehen	abaneo		N
swing	xuntas	swehen	xunta		N
bombe	bomba	bombe	bomba		N
columbus	columbus	columbus	columbus	PROPN;NOM;MASC;SG	PROPN
zusammengesetzt	por	zusammensetzen	por	V;V.PTCP	ADP
unseres	noso	unser	noso	PRO;NOM;MASC;SG	DET
unseres	nosas	unser	noso	PRO;NOM;MASC;SG	DET
unseres	nós	unser	nós	PRO;NOM;MASC;SG	ADV
unseres	nosa	unser	noso	PRO;NOM;MASC;SG	DET
unseres	nosos	unser	noso	PRO;NOM;MASC;SG	DET
wünscht	desexo	wünschen	desexo	V;IND;SG;3;PRS;FIN	N
imperial	imperial	imperial	imperial	PROPN	ADJ
nobelpreis	nobel	nobelpreis	nobel		N
session	sesión	session	sesión		N
bleibe	quedar	bleiben	quedar		V
bleibe	aquí	bleiben	aquí		ADV
bleibe	noite	bleiben	noite		N
bleibe	quedará	bleiben	quedar		V
bleibe	na	bleiben	na		N
ain	non	ain	non		PART
ain	é	ain	ser		V
wartet	a	warten	o	V;IND;SG;3;PRS;FIN	DET
frequenzen	espectro	frequenz	espectro	V;NFIN	N
leichen	cadáveres	leichen	cadáveres	V;PL;FIN	N
leichen	cadáver	leichen	cadáver	V;PL;FIN	N
leichen	corpo	leichen	corpo	V;PL;FIN	N
pferden	os	pferden	o	V;NFIN	DET
verurteilte	a	verurteilen	o	V;IND;SG;3;PST;FIN	DET
verurteilte	presidiario	verurteilen	presidiario	V;IND;SG;3;PST;FIN	ADJ
verurteilte	preso	verurteilen	preso	V;IND;SG;3;PST;FIN	N
drücken	prensa	drücken	prensa	V;NFIN	N
drücken	o	drücken	o	V;NFIN	DET
drücken	press	drücken	press	V;NFIN	PROPN
drücken	expremer	drücken	expremer	V;NFIN	PROPN
bart	bart	bart	bart		PROPN
bart	barba	bart	barba		N
bart	home	bart	home		N
hey	ei	hey	ei		PROPN
hey	oe	hey	oe		N
pflegen	a	pflegen	o	V;NFIN	DET
sons	fillos	sons	fillo	PROPN;NOM;SG	N
sons	os	sons	o	PROPN;NOM;SG	DET
sons	mozos	sons	mozo	PROPN;NOM;SG	N
beispielen	exemplos	beispielen	exemplo	V;NFIN	N
radikalen	radicais	radikal	radical	ADJ	N
radikalen	radicais	radikal	radical	ADJ	N
ruhm	gloria	rühmen	gloria		N
ruhm	pola	rühmen	pola		N
bezweifle	dúbida	bezweiflen	dúbida	V;IND;SG;3;FIN	N
bezweifle	dúbidas	bezweiflen	dúbida	V;IND;SG;3;FIN	N
heaven	ceo	heaven	ceo	PROPN;NOM;SG	N
heaven	deus	heaven	daus	PROPN;NOM;SG	N
heaven	ceos	heaven	ceos	PROPN;NOM;SG	N
dünnen	no	dünn	no		V
schlaf	sono	schlafen	sono		N
schlaf	durmir	schlafen	durmir		V
schlaf	durme	schlafen	durme		N
schlaf	durmindo	schlafen	durmindo		V
schlaf	durmir	schlafen	durmir		V
schlaf	somníferos	schlafen	somnífer		N
künstlichen	artifical	künstlich	artifical	ADJ	N
beliebte	popular	beliebt	popular	ADJ;NOM;FEM;PL	N
beliebte	frente	beliebt	frente	ADJ;NOM;FEM;PL	N
beliebte	cantante	beliebt	cantante	ADJ;NOM;FEM;PL	N
reparatur	reparar	Reparatur	reparar	PROPN	V
leder	o	leder	o	N;NOM	DET
teilnehmenden	participación	teilnehmend	participación	ADJ;PL	N
teilnehmenden	participar	teilnehmend	participar	ADJ;PL	V
dokumentieren	documento	dokumentieren	documento	V;NFIN	N
mafia	turba	mafia	turba	PROPN	N
mafia	mafia	mafia	mafia	PROPN	PROPN
mafia	mafia	mafia	mafia	PROPN	PROPN
objektive	lentes	objektiv	lente	ADJ;NOM;FEM;PL	N
objektive	lente	objektiv	lente	ADJ;NOM;FEM;PL	N
objektive	lentes	objektiv	lente	ADJ;NOM;FEM;PL	N
drive	conducir	driv	conducir		V
drive	coche	driv	coche		N
drive	conduzo	driv	conduzo		PROPN
col	coronel	col	coronel	PROPN;NOM;SG	N
psychiater	psiquiatras	psychiat	psiquiatras	ADJ	N
anden	andes	anden	ande		N
ewigen	eterna	ewig	eterno	ADJ;SG	N
lagern	campos	lagern	campo	V;NFIN	N
leber	fígado	leber	fígado		N
fühlte	que	fühlen	que	V;IND;SG;3;PST;FIN	PRO
prototypen	prototipo	prototypen	prototipo	V;NFIN	N
zero	cero	zero	cero		N
cool	ben	cool	ben	ADJ	ADV
cool	fresco	cool	fresco	ADJ	N
begegnen	con	begegnen	con	V;NFIN	ADP
begegnen	encontro	begegnen	encontro	V;NFIN	N
korn	gran	korn	gran		ADJ
korn	millo	korn	millo		N
korn	trigo	korn	trigo		N
riesigen	un	riesig	un	ADJ	DET
prüfungen	exames	prüfung	exame	V;NFIN	N
prüfungen	probas	prüfung	proba	V;NFIN	N
prüfungen	tests	prüfung	test	V;NFIN	N
pension	pensión	pension	pensión		N
break	romper	break	romper	PROPN	V
break	o	break	o	PROPN	DET
gebet	oracións	beten	oración		N
gebet	oración	beten	oración		N
verse	verso	versen	verso		N
gedanke	que	gedank	que	ADJ	PRO
gedanke	pensaba	gedank	pensar	ADJ	V
gedanke	pensei	gedank	pensar	ADJ	V
gesetzen	leis	gesetzen	lei	V;NFIN	N
gesetzen	as	gesetzen	o	V;NFIN	DET
palm	palma	palm	palma		N
palm	da	palm	da		V
palm	palm	palm	palm		PROPN
zeitlichen	lóbulo	zeitlich	lóbulo	ADJ	N
verstorbene	falecido	verstorben	falecer	ADJ;NOM;FEM;SG	V
domenico	domenico	domenico	domenico	PROPN;NOM;SG	N
patient	paciente	patient	paciente		N
patient	doente	patient	doente		N
patient	pacientes	patient	paciente		N
genießen	a	genießen	o	V;NFIN	DET
genießen	que	genießen	que	V;NFIN	PRO
genießen	ben	genießen	ben	V;NFIN	ADV
kid	neno	kid	neno	PROPN;NOM;SG	N
kid	rapaz	kid	rapaz	PROPN;NOM;SG	N
kid	nena	kid	nena	PROPN;NOM;SG	N
kid	mozo	kid	mozo	PROPN;NOM;SG	N
mill	fábrica	mill	fábrica		N
mill	mill	mill	mill		PROPN
mill	muíño	mill	muíño		N
elefanten	elefante	elefant	elefante	ADJ	N
elefanten	elefantes	elefant	elefante	ADJ	N
elefanten	elefante	elefant	elefante	ADJ	N
elefanten	marchar	elefant	marchar	ADJ	V
spekulationen	especulación	spekulation	especulación	V;NFIN	N
ackerbau	cultivos	ackerbau	cultivo	ADJ	N
transparenz	transparentes	transparenz	transparente	ADJ	N
luca	luca	luca	luca	PROPN;NOM;SG	N
chinesen	os	chinese	o		DET
chinesen	chineses	chinese	chinés		N
chinesen	chinés	chinese	chinés		N
chinesen	chinesas	chinese	chinés		ADJ
chinesen	chinesa	chinese	chinés		ADJ
unbekannter	descoñecido	unbekannt	descoñecido	ADJ	N
spiegelt	o	spiegeln	o	V;IND;SG;3;PRS;FIN	DET
präzise	exacto	präzis	exacto	ADJ	N
präzise	precisión	präzis	precisión	ADJ	N
vorsichtig	con	vorsichtig	con	ADJ	ADP
vorsichtig	coidado	vorsichtig	coidado	ADJ	N
vorsichtig	coidado	vorsichtig	coidado	ADJ	N
vorsichtig	ten	vorsichtig	ter	ADJ	V
vorsichtig	con	vorsichtig	con	ADJ	ADP
vorsichtig	tede	vorsichtig	teder	ADJ	ADV
vorsichtig	conta	vorsichtig	conta	ADJ	N
vorsichtig	atento	vorsichtig	atento	ADJ	N
zorn	ira	zorn	ir		N
zorn	rabia	zorn	rabia		N
zorn	odio	zorn	odio		N
ausdrücken	expresións	ausdrücken	expresión	V;NFIN	N
ausdrücken	expresión	ausdrücken	expresión	V;NFIN	N
false	falsa	falsen	falsa	PROPN	ADJ
false	falso	falsen	falso	PROPN	ADJ
tempels	templo	tempels	templo		N
verbleibenden	para	verbleibend	para	ADJ;PL	ADP
späte	tarde	spät	tarde		N
fakt	feito	fakt	feito	ADJ	N
fakt	de	fakt	de	ADJ	ADP
fakt	que	fakt	que	ADJ	PRO
fakt	realidade	fakt	realidade	ADJ	N
übrige	resto	übrig	resto	ADJ;NOM;FEM;PL	N
übrige	descansar	übrig	descansar	ADJ;NOM;FEM;PL	V
übrige	demais	übrig	demais	ADJ;NOM;FEM;PL	DET
übrige	descanso	übrig	descanso	ADJ;NOM;FEM;PL	N
voice	voz	voice	voz	PROPN;NOM;SG	N
voice	a	voice	o	PROPN;NOM;SG	DET
wing	nunha	wingen	nunha	PROPN;NOM;SG	N
wing	á	wingen	á	PROPN;NOM;SG	N
gps	gps	gps	gps	PROPN;SG	PROPN
bedürfnisse	ten	bedürfnis	ter	ADJ	V
bedürfnisse	necesita	bedürfnis	necesitar	ADJ	V
bedürfnisse	necesidades	bedürfnis	necesidade	ADJ	N
wohlstand	prosperidade	wohlstehen	prosperidade		N
wohlstand	riqueza	wohlstehen	riqueza		N
wohlstand	riquezas	wohlstehen	riqueza		N
wohlstand	coa	wohlstehen	coar		V
gelagert	almacénanse	lagern	almacénanse	V;V.PTCP	PROPN
froh	encantado	froh	encantar	ADJ	V
froh	de	froh	de	ADJ	ADP
froh	que	froh	que	ADJ	PRO
froh	alégrame	froh	alégrame	ADJ	ADV
froh	alégrome	froh	alégrome	ADJ	V
erlebnisse	as	erlebnis	o	ADJ;NOM;PL	DET
erlebnisse	experiencias	erlebnis	experiencia	ADJ;NOM;PL	N
erlebnisse	experiencia	erlebnis	experiencia	ADJ;NOM;PL	N
erlebnisse	experimentar	erlebnis	experimentar	ADJ;NOM;PL	V
erlebnisse	experimentan	erlebnis	experimentar	ADJ;NOM;PL	V
originale	os	original	o	ADJ;NOM;FEM;PL	DET
wolken	nube	wolken	nubir		N
proben	mostras	proben	mostra	V;NFIN	N
schuhe	zapato	schah	zapato	ADJ;NOM	N
schuhe	zapatos	schah	zapato	ADJ;NOM	N
schuhe	os	schah	o	ADJ;NOM	DET
schuhe	botas	schah	bota	ADJ;NOM	N
schuhe	tenis	schah	tenis	ADJ;NOM	N
schuhe	botas	schah	bota	ADJ;NOM	N
schuhe	as	schah	o	ADJ;NOM	DET
ibrahim	abraham	ibrahim	abraham	PROPN;NOM;SG	PROPN
dünne	delgado	dünn	delgar	ADJ;NOM;PL	N
dünne	fraca	dünn	fracar	ADJ;NOM;PL	N
dünne	no	dünn	no	ADJ;NOM;PL	V
besiegen	derrota	besiegen	derrota	V;NFIN	N
annie	annie	annie	annie	PROPN;NOM;SG	PROPN
passion	paixón	passion	paixón		N
gift	veleno	gefen	veleno		N
durchgang	noroeste	durchgang	noroeste		N
durchgang	pasaxe	durchgang	pasaxe		N
durchgang	paso	durchgang	paso		N
senden	a	senden	o	V;NFIN	DET
antarktis	antártida	antarktis	antártida	PROPN	V
betrachter	espectador	betrachter	espectador	ADJ	N
betrachter	espectadores	betrachter	espectador	ADJ	N
betrachter	audiencia	betrachter	audiencia	ADJ	N
glanz	brillar	glanz	brillar		V
button	botón	button	botón		N
bulle	poli	bullen	poli	PROPN;SG	PROPN
bulle	policía	bullen	policía	PROPN;SG	N
bulle	touro	bullen	touro	PROPN;SG	N
stop	deter	stopen	deter	PROPN	V
stop	de	stopen	de	PROPN	ADP
stop	parar	stopen	parar	PROPN	V
stop	para	stopen	para	PROPN	ADP
stop	deixa	stopen	deixar	PROPN	V
angeklagten	dos	angeklagt	dos	ADJ	PROPN
angeklagten	acusados	angeklagt	acusar	ADJ	V
angeklagten	acusado	angeklagt	acusar	ADJ	V
angeklagten	os	angeklagt	o	ADJ	DET
angeklagten	imputados	angeklagt	imputar	ADJ	V
augenblick	momento	augenblick	momento		N
augenblick	agora	augenblick	agora		ADV
augenblick	intre	augenblick	intre		N
krater	cráteres	krat	cráteres	ADJ	N
krater	cráter	krat	cráter	ADJ	N
abgaben	cargos	abgeben	cargo	V;FIN	N
abgaben	impostos	abgeben	imposto	V;FIN	N
abgaben	dos	abgeben	dos	V;FIN	PROPN
schifffahrt	despachos	schifffahren	despacho	ADJ	N
niederländer	dutch	niederland	dutch		PROPN
mechanismus	mecanismos	mechanismus	mecanismo	ADV	N
mechanismus	mecanismo	mechanismus	mecanismo	ADV	N
