được	okey	được	okey	V	
trái	esquerra	trái	esquerre		ADJ;FEM;SG
bán	vendre	bán	vendre	V	V;NFIN
bán	venut	bán	vendre	V	ADJ;MASC;SG;V.PTCP
bán	venuda	bán	vendda	V	ADJ;FEM;SG;V.PTCP
bán	sale	bán	sale	V	INTJ
bán	venda	bán	venda	V	N;FEM;SG
bán	vendes	bán	venda	V	N;FEM;PL
rộng	amplada	rộng	amplada	ADJ	N;FEM;SG
thủy	bruixa	thủy	bruixa	V	N;FEM;SG
thủy	shui	thủy	shui	V	
quy	galeta	quy	galeta	N	V;IND;SG;3;PRS;FIN
quy	biscuit	quy	biscuit	N	
giờ	hores	giờ	hora	N	
giờ	ara	giờ	ara	N	ADV
mỗi	cadascú	mỗi	cadascú	NUM	
mỗi	cadascuna	mỗi	cadascun	NUM	PRO;FEM;SG
mỗi	cadascun	mỗi	cadascun	NUM	PRO;MASC;SG
núi	mont	núi	mont	N	
sang	luxós	sang	luxós	V	ADJ;MASC;SG
lấy	take	lấy	take	V	
lấy	aconseguir	lấy	aconseguir	V	V;NFIN
phản	traït	phản	traït	V	ADJ;MASC;SG;V.PTCP
phản	traïció	phản	traïció	V	N;FEM;SG
yêu	estimat	yêu	estimat	V	ADJ;MASC;SG;V.PTCP
yêu	amor	yêu	amor	V	N;MASC;SG
yêu	luv	yêu	luv	V	
yêu	amorosa	yêu	amorós	V	ADJ;FEM;SG
kiện	sue	kiện	sue	V	
biên	bien	biên	bien	N	
biên	vores	biên	vora	N	
biên	vores	biên	vora	N	
biên	vora	biên	vora	N	
align	alinea	align	alinea		V;IND;SG;3;PRS;FIN
hiệp	ronda	hiệp	rondar	N	V;IND;SG;3;PRS;FIN
giúp	auxili	giúp	auxili	V	
giúp	ajut	giúp	ajut	V	
nha	dentista	nha	dentista		N;SG
phá	break	phá	break	V	N;MASC;SG
phá	descans	phá	descans	V	N;MASC;SG
phá	breaking	phá	breaking	V	N;SG
phá	trencant	phá	trencar	V	
phổ	prússia	phổ	prússia	N	ADJ;SG
tay	braços	tay	braç	N	
tay	mà	tay	mà	N	
tay	braç	tay	braç	N	
quảng	kuang	quảng	kuang	N	
quảng	guang	quảng	guang	N	
quảng	quảng	quảng	quảng	N	
hồng	pink	hồng	pink	N	PROPN
hồng	rosa	hồng	rosa	N	
hồng	rosa	hồng	rosa	N	
rồi	aleshores	rồi	aleshores	CONJ	ADV
rồi	llavors	rồi	llavors	CONJ	ADV
chia	compartits	chia	compartit	V	ADJ;MASC;PL;V.PTCP
chia	compartit	chia	compartit	V	ADJ;MASC;SG;V.PTCP
chia	dividits	chia	dividit	V	ADJ;MASC;PL;V.PTCP
chia	dividit	chia	dividit	V	ADJ;MASC;SG;V.PTCP
chia	compartició	chia	compartició	V	N;FEM;SG
chia	split	chia	split	V	PROPN
tiết	xue	tiết	xue	N	PROPN
lời	paraula	lời	paraula	N	V;IND;SG;3;PRS;FIN
ruồi	fly	ruồi	fly	N	PROPN
phạm	criminals	phạm	criminal	N	ADJ;PL
phạm	criminal	phạm	criminal	N	ADJ;SG
phạm	penals	phạm	penal	N	ADJ;PL
phạm	penal	phạm	penal	N	ADJ;SG
phạm	pham	phạm	pham	N	
chọn	selecció	chọn	selecció	V	N;FEM;SG
chọn	tria	chọn	triar	V	
lục	green	lục	grear	N	
lục	verd	lục	verd	N	
bàn	taula	bàn	taula	N	V;IND;SG;3;PRS;FIN
bàn	quadre	bàn	quadre	N	
bàn	escriptori	bàn	escriptori	N	ADJ;MASC;SG
đai	deportats	đai	deportat	N	ADJ;MASC;PL;V.PTCP
trực	directe	trực	directe	V	
trực	directa	trực	directe	V	ADJ;FEM;SG
trực	direct	trực	direct	V	PROPN
trực	directes	trực	directe	V	ADJ;PL
phiên	session	phiên	session	N	
chứng	certificats	chứng	certificat	N	ADJ;MASC;PL;V.PTCP
dung	contingut	dung	contingut		N;MASC;SG
dung	continguts	dung	contingut		N;MASC;PL
bệnh	malalt	bệnh	malalt	N	ADJ;MASC;SG
vòng	ronda	vòng	rondar	N	V;IND;SG;3;PRS;FIN
phái	enviant	phái	enviar	N	V;V.MSDR
phái	transmissor	phái	transmissor	N	
đào	dig	đào	dig	N	
đào	cava	đào	cava	N	
đào	tao	đào	tao	N	
đào	presseguer	đào	presseguer	N	ADJ;MASC;SG
đào	préssec	đào	préssec	N	
khai	reclamacions	khai	reclamació	V	N;FEM;PL
khai	pretensions	khai	pretensió	V	N;FEM;PL
trợ	modificador	trợ	modificador	V	ADJ;MASC;SG
lệnh	encàrrecs	lệnh	encàrrec		N;MASC;PL
lệnh	comandes	lệnh	comanda		N;FEM;PL
chuẩn	estàndard	chuẩn	estàndard	V	
chuẩn	normal	chuẩn	normal	V	ADJ;SG
chuẩn	normals	chuẩn	normal	V	ADJ;PL
gây	aparegut	gây	aparèixer	V	ADJ;MASC;SG;V.PTCP
duy	només	duy	només	N	ADV
thiếu	desaparegut	thiếu	desaparegut	V	ADJ;MASC;SG;V.PTCP
thiếu	desapareguda	thiếu	desaparegut	V	ADJ;FEM;SG;V.PTCP
hết	everything	hết	everything	V	
hết	tot	hết	tot	V	PRO;MASC;SG
hết	tots	hết	tot	V	PRO;MASC;PL
hết	totes	hết	tot	V	PRO;FEM;PL
hán	han	hán	haver	N	V;IND;PL;3;PRS;FIN
hầu	gairebé	hầu	gairebé		ADV
mặc	desgast	mặc	desgast	V	N;MASC;SG
tuyến	libèria	tuyến	libèria	N	ADJ;FEM;SG
tuyến	lineal	tuyến	lineal	N	ADJ;SG
tuyến	glàndula	tuyến	glàndula	N	V;IND;SG;3;PRS;FIN
gốc	original	gốc	original		ADJ;SG
rêu	mose	rêu	mose	N	
rêu	molsa	rêu	molsa	N	
rêu	moss	rêu	moss	N	PROPN
muốn	will	muốn	will	V	PROPN
muốn	voluntat	muốn	voluntat	V	N;FEM;SG
muốn	wanna	muốn	wanna	V	PROPN
ninh	ninh	ninh	ninh	N	
ninh	ning	ninh	ning	N	
trùng	duplicat	trùng	duplicar	V	ADJ;MASC;SG;V.PTCP
thượng	shang	thượng	shang	N	PROPN
giang	giang	giang	giang	N	
giang	jiang	giang	jiang	N	PROPN
đĩa	disc	đĩa	disc		N;MASC;SG
đĩa	placa	đĩa	placa		V;IND;SG;3;PRS;FIN
khỏi	from	khỏi	from	V	
tưởng	pensament	tưởng	pensament	V	N;MASC;SG
lâm	lam	lâm	lam	N	PROPN
lâm	lin	lâm	ell	N	PROPN
vàng	gold	vàng	gold	N	
vàng	groc	vàng	groc	N	
quang	quang	quang	quang	N	PROPN
dòng	línia	dòng	línia	N	
hàn	coreà	hàn	córer	N	ADJ;MASC;SG
hàn	corea	hàn	corea	N	
hàn	korea	hàn	korea	N	PROPN
hàn	han	hàn	haver	N	V;IND;PL;3;PRS;FIN
ngay	immediatament	ngay	immediatament	PART	ADV
ngay	ara	ngay	ara	PART	ADV
cận	cardenal	cận	cardenal	V	N;MASC;SG
đậu	mongetes	đậu	mongeta	V	N;FEM;PL
đậu	precs	đậu	prec	V	
khách	convidat	khách	convidat	N	ADJ;MASC;SG;V.PTCP
khách	convidada	khách	convidat	N	ADJ;FEM;SG;V.PTCP
khách	visitant	khách	visitant	N	V;V.MSDR
khách	visiteu	khách	visiteu	N	V;IND;SG;1;PRS;FIN
khách	visita	khách	visitar	N	V;IND;SG;3;PRS;FIN
địch	enemic	địch	enemic	N	
địch	hostil	địch	hostil	N	ADJ;SG
thánh	saint	thánh	saint	N	
trẻ	young	trẻ	young	N	PROPN
phó	adjunt	phó	adjunt		
phó	vici	phó	vicar		
phó	vice	phó	vice		
linh	ling	linh	ling	N	PROPN
linh	espiritual	linh	espiritual	N	ADJ;SG
linh	linh	linh	linh	N	
cải	bròquil	cải	bròquil	N	
chạy	córrer	chạy	córrer	V	
tuyên	declarat	tuyên	declarat	V	ADJ;MASC;SG;V.PTCP
tuyên	declarada	tuyên	declarar	V	ADJ;FEM;SG;V.PTCP
thuận	shun	thuận	shun	ADJ	PROPN
thuận	reparteix	thuận	repartir	ADJ	V;IND;SG;3;PRS;FIN
thuận	tracte	thuận	tracte	ADJ	N;MASC;SG
tức	immediata	tức	immediat		ADJ;FEM;SG
tức	immediat	tức	immediat		ADJ;MASC;SG
bảng	taula	bảng	taula	N	V;IND;SG;3;PRS;FIN
bảng	quadre	bảng	quadre	N	
bảng	lliura	bảng	lliurar	N	V;IND;SG;3;PRS;FIN
phú	phu	phú	phu	N	
truy	duríssima	truy	duríssim	V	ADJ;FEM;SG
cực	molt	cực	molt		ADV
lương	sou	lương	sou	N	
lương	leung	lương	leung	N	
lương	liang	lương	liang	N	PROPN
mét	mesurador	mét	mesurador	N	ADJ;MASC;SG
mét	peus	mét	peu	N	
lâu	long	lâu	long	ADJ	
gặp	conèixer	gặp	conèixer	V	V;NFIN
bại	derrotat	bại	derrotat	V	ADJ;MASC;SG;V.PTCP
bại	vençut	bại	vèncer	V	ADJ;MASC;SG;V.PTCP
bại	vençuts	bại	vençut	V	ADJ;MASC;PL;V.PTCP
bại	derrota	bại	derrota	V	N;FEM;SG
chu	probablement	chu	probablement		ADV
chu	zhu	chu	zhu		PROPN
chu	chu	chu	chu		PROPN
chu	zhou	chu	zhou		PROPN
ước	desig	ước	desig		N;MASC;SG
ước	desitjant	ước	desitjar		V;V.MSDR
chuyên	especialista	chuyên	especialista	ADJ	N;SG
lai	futur	lai	futur		ADJ;MASC;SG
lai	lai	lai	lai		PROPN
vài	pocs	vài	poc	DET	PRO;MASC;PL
vài	poques	vài	poc	DET	PRO;FEM;PL
nền	antecedents	nền	antecedent		N;MASC;PL
nền	fons	nền	fon		N;MASC;PL
quần	pantaló	quần	pantaló	N	
style	estil	style	estil		N;MASC;SG
song	bessó	song	bessó	CONJ	
song	twin	song	twin	CONJ	
song	pares	song	pare	CONJ	N;MASC;PL
song	cançó	song	cançó	CONJ	N;FEM;SG
song	song	song	song	CONJ	
giai	melodia	giai	melodia		N;FEM;SG
quay	girar	quay	girar	V	
quay	torn	quay	torn	V	
quay	rotació	quay	rotació	V	N;FEM;SG
quay	espín	quay	espín	V	N;MASC;SG
quay	spin	quay	spin	V	
xuân	chun	xuân	chun	N	
xuân	primavera	xuân	primavera	N	
xuân	xuan	xuân	xuan	N	
trúc	panda	trúc	panda	N	
american	american	american	american	N	
american	americà	american	americà	N	ADJ;MASC;SG
rừng	woods	rừng	wood	N	
rừng	jungla	rừng	jungla	N	
thưởng	bonus	thưởng	bonu	V	
thưởng	gratificació	thưởng	gratificació	V	N;FEM;SG
thưởng	bonificació	thưởng	bonificació	V	N;FEM;SG
thưởng	recompensa	thưởng	recompensa	V	N;FEM;SG
thưởng	premiada	thưởng	premiat	V	ADJ;FEM;SG;V.PTCP
thưởng	recompensat	thưởng	recompensar	V	ADJ;MASC;SG;V.PTCP
thưởng	premiades	thưởng	premiat	V	ADJ;FEM;PL;V.PTCP
thưởng	premiat	thưởng	premiat	V	ADJ;MASC;SG;V.PTCP
list	llista	list	llista	ADJ	N;FEM;SG
xuống	down	xuống	down	V	
toán	mates	toán	mata	N	
đứng	stand	đứng	stand	V	
truyện	llegint	truyện	llegir	N	V;V.MSDR
truyện	lectura	truyện	lectura	N	V;IND;SG;3;PRS;FIN
môn	subtil	môn	subtil	N	ADJ;SG
phóng	escala	phóng	escala	V	N;FEM;SG
phóng	llançament	phóng	llançament	V	N;MASC;SG
đốc	governador	đốc	governador		N;MASC;SG
khởi	inici	khởi	inici	V	N;MASC;SG
bầu	votacions	bầu	votació	V	N;FEM;PL
bầu	embarassada	bầu	embarassat	V	ADJ;FEM;SG;V.PTCP
bầu	embarassades	bầu	embarassat	V	ADJ;FEM;PL;V.PTCP
mềm	suaus	mềm	suau	N	ADJ;MASC;PL
mềm	suau	mềm	suau	N	ADJ;SG
cửa	porta	cửa	portar	N	V;IND;SG;3;PRS;FIN
cha	cha	cha	cha	N	
giết	kill	giết	kill	V	
nhanh	ràpidament	nhanh	ràpidament	ADJ	ADV
thấp	baix	thấp	baix	ADJ	
hương	gust	hương	gust	N	
súng	arma	súng	arma	N	V;IND;SG;3;PRS;FIN
nghiệm	experiments	nghiệm	experiment	V	N;MASC;PL
tối	fosc	tối	fosc	N	ADJ;MASC;SG
tối	sopar	tối	sopar	N	
giảm	disminució	giảm	disminució	V	N;FEM;SG
giảm	menys	giảm	menys	V	ADV
bắn	rodatge	bắn	rodatge	V	N;MASC;SG
bắn	tiroteig	bắn	tiroteig	V	N;MASC;SG
bắn	disparat	bắn	disparar	V	ADJ;MASC;SG;V.PTCP
bắn	disparant	bắn	disparar	V	V;V.MSDR
đôi	doble	đôi	doble	NUM	ADJ;SG
đôi	parella	đôi	parella	NUM	N;FEM;SG
lĩnh	conquerit	lĩnh	conquerir	N	ADJ;MASC;SG;V.PTCP
mắt	eyes	mắt	el	N	PROPN
mắt	ull	mắt	ull	N	
cáo	fox	cáo	fox	N	PROPN
tam	tam	tam	tam	N	
tam	triangles	tam	triangla	N	
sai	malament	sai	malament	ADJ	ADV
sai	false	sai	false	ADJ	V;IND;SG;3;PRS;FIN
sai	error	sai	error	ADJ	N;MASC;SG
sửa	correcció	sửa	correcció	V	N;FEM;SG
dựa	basat	dựa	basat	V	ADJ;MASC;SG;V.PTCP
lửa	foc	lửa	foc	N	
lửa	flames	lửa	flama	N	
tuyển	contractacions	tuyển	contractació	V	N;FEM;PL
trương	cheung	trương	cheung	N	
trương	zhang	trương	zhang	N	PROPN
nặng	heavy	nặng	heavy	ADJ	N;MASC;SG
trắng	white	trắng	white	N	PROPN
trắng	blanc	trắng	blanc	N	ADJ;MASC;SG
đọc	llegit	đọc	llegit	V	ADJ;MASC;SG;V.PTCP
đọc	llegint	đọc	llegir	V	V;V.MSDR
đọc	les	đọc	el	V	DET;DEF;FEM;PL
xung	impuls	xung	impuls	V	N;MASC;SG
xung	conflicte	xung	conflicte	V	N;MASC;SG
hại	ferit	hại	ferit	V	ADJ;MASC;SG;V.PTCP
nhìn	look	nhìn	look	V	
luyện	entrenament	luyện	entrenament	V	N;MASC;SG
luyện	formació	luyện	formació	V	N;FEM;SG
tống	soong	tống	soong	N	PROPN
thật	real	thật	real	PART	ADJ;SG
thật	cert	thật	cert	PART	ADJ;MASC;SG
thật	true	thật	true	PART	
thật	veritat	thật	veritat	PART	N;FEM;SG
thật	realment	thật	realment	PART	ADV
kéo	arrossegament	kéo	arrossegament	V	N;MASC;SG
kéo	tisores	kéo	tisora	V	N;FEM;PL
kéo	puff	kéo	puff	V	N;MASC;SG
đen	black	đen	black	ADJ	
đen	negre	đen	negre	ADJ	
trục	shaft	trục	shaft	N	
xin	sisplau	xin	sisplau	V	
mực	calamar	mực	calamar	N	
mực	tinta	mực	tinta	N	
trời	cel	trời	cel	N	
trời	sky	trời	sky	N	PROPN
trả	pagant	trả	pagar	V	V;V.MSDR
niệm	souvenirs	niệm	souvenir	V	N;PL
luôn	sempre	luôn	sempre		ADV
góp	contribuir	góp	contribuir	V	V;NFIN
côn	encara	côn	encara	N	ADV
thạch	challenge	thạch	challenge	N	
thạch	shi	thạch	shi	N	PROPN
phúc	jason	phúc	jason	N	
phúc	jàson	phúc	jàson	N	PRO;SG;2
phúc	feliç	phúc	feliç	N	ADJ;SG
sâu	deep	sâu	deep	ADJ	PROPN
khó	hard	khó	hard	ADJ	N;SG
khó	dur	khó	dur	ADJ	
cục	fbi	cục	fbi		N;MASC;SG
kịch	dramàtica	kịch	dramàtic	N	ADJ;FEM;SG
kịch	disposades	kịch	disposat	N	ADJ;FEM;PL;V.PTCP
kịch	arreglat	kịch	arreglar	N	ADJ;MASC;SG;V.PTCP
phường	ward	phường	ward	N	PROPN
ngọc	jade	ngọc	jade	N	
club	club	club	club		N;MASC;SG
tải	càrrega	tải	càrrega	V	N;FEM;SG
tải	càrrega	tải	càrrega	V	N;FEM;SG
tải	carregant	tải	carregar	V	V;V.MSDR
wikipedia	viquipèdia	wikipedia	viquipèdia	V	
ngô	ngô	ngô	ngô	N	PROPN
bốn	four	bốn	four	NUM	
phật	beat	phật	beat	N	
phật	buda	phật	buda	N	
nghi	sospitosos	nghi	sospitós	V	N;MASC;PL
nghi	sospitós	nghi	sospitós	V	ADJ;MASC;SG
nghi	dubtós	nghi	dubtós	V	ADJ;MASC;SG
thừa	reno	thừa	reno	ADJ	PROPN
hùng	heroi	hùng	heroi	N	
hùng	xiong	hùng	xiong	N	PROPN
buộc	força	buộc	força	V	
đăng	publicació	đăng	publicació	V	N;FEM;SG
đăng	publicat	đăng	publicat	V	ADJ;MASC;SG;V.PTCP
kiếm	espases	kiếm	espasa	V	N;FEM;PL
hiểu	entès	hiểu	entendre	V	ADJ;MASC;SG;V.PTCP
hiểu	entendre	hiểu	entendre	V	V;NFIN
bụng	estómac	bụng	estómac	ADJ	N;MASC;SG
bụng	panxa	bụng	panxa	ADJ	
bụng	belly	bụng	belly	ADJ	
bụng	abdomen	bụng	abdomen	ADJ	N;MASC;SG
nuôi	pet	nuôi	pet	V	
nuôi	adoptats	nuôi	adoptat	V	ADJ;MASC;PL;V.PTCP
nuôi	adoptat	nuôi	adoptat	V	ADJ;MASC;SG;V.PTCP
hỏi	ask	hỏi	ask	V	PROPN
thú	zoològic	thú	zoològic	N	ADJ;MASC;SG
cạnh	vora	cạnh	vora	N	
cạnh	edge	cạnh	edge	N	
vừa	mitjà	vừa	mitjà		ADJ;MASC;SG
vừa	moderat	vừa	moderat		ADJ;MASC;SG;V.PTCP
thử	test	thử	test	V	N;SG
brasil	brasil	brasil	brasil	N	ADJ;MASC;SG
john	john	john	john	N	PROPN
john	joan	john	joan	N	
lược	inv	lược	inv	N	
lược	pentinar	lược	pentinar	N	V;NFIN
tội	culpable	tội	culpable	N	ADJ;SG
tội	innocent	tội	innocent	N	ADJ;SG
liệt	lamb	liệt	lamb	N	PROPN
liệt	xai	liệt	xai	N	
liệt	corder	liệt	corder	N	
liệt	paralitzat	liệt	paralitzar	N	ADJ;MASC;SG;V.PTCP
trưng	lluentor	trưng	lluentor	N	
trưng	brillantor	trưng	brillantor	N	
mua	buy	mua	buy	V	PROPN
mua	comprant	mua	comprar	V	ADJ;PL
mua	comprat	mua	comprar	V	ADJ;MASC;SG;V.PTCP
bật	habilitat	bật	habilitat	V	ADJ;FEM;SG;V.PTCP
tái	reconstruir	tái	reconstruir		V;NFIN
khối	cubs	khối	cub	N	
khối	bloqueja	khối	bloquejar	N	V;IND;SG;3;PRS;FIN
khối	truncat	khối	truncat	N	
dấu	creuat	dấu	creure	N	ADJ;MASC;SG;V.PTCP
hiến	sacrificat	hiến	sacrificar	N	ADJ;MASC;SG;V.PTCP
chiếu	escacs	chiếu	escacs	V	N;MASC;PL
tầm	interval	tầm	interval	N	
york	york	york	york	N	
tháp	tower	tháp	tower	N	
huấn	teòrica	huấn	teòrica	V	ADJ;FEM;SG
huấn	teòric	huấn	teòric	V	ADJ;MASC;SG
group	grup	group	grup		N;MASC;SG
lính	soldat	lính	soldat	N	
tần	qin	tần	qin	N	PROPN
tần	to	tần	to	N	
thao	funcionament	thao	funcionament	N	
loạt	regió	loạt	regió		N;FEM;SG
loạt	àmbit	loạt	àmbit		N;MASC;SG
loạt	àrea	loạt	àrea		N;FEM;SG
team	equip	team	equip		N;MASC;SG
xanh	blau	xanh	blau	N	
khóa	bloqueja	khóa	bloquejar	N	V;IND;SG;3;PRS;FIN
khóa	tecla	khóa	tecla	N	
khóa	clau	khóa	clau	N	
mối	amenaça	mối	amenaçar	N	V;IND;SG;3;PRS;FIN
suy	pensaments	suy	pensament	V	N;MASC;PL
thiệu	thieu	thiệu	thieu	V	
thiệu	shao	thiệu	shao	V	PROPN
đích	destinació	đích	destinació		N;FEM;SG
đúng	dret	đúng	dret	ADJ	
đúng	dreta	đúng	dreta	ADJ	
đúng	true	đúng	true	ADJ	
đúng	corregeix	đúng	corregir	ADJ	V;IND;SG;3;PRS;FIN
đúng	corregir	đúng	corregir	ADJ	V;NFIN
hymenoptera	himenòpter	hymenoptera	himenòpter	N	
ngân	bank	ngân	bank	N	ADJ;MASC;SG
siêu	metadades	siêu	metadada		N;FEM;PL
iucn	uicn	iucn	uicn	N	ADJ;FEM;SG
vây	aleta	vây	aleta	V	N;FEM;SG
vây	resistència	vây	resistència	V	N;FEM;SG
van	van	van	anar	V	V;IND;PL;3;PRS;FIN
van	furgoneta	van	furgoneta	V	N;FEM;SG
van	vàlvules	van	vàlvula	V	N;FEM;PL
cường	hiper	cường	hiper	N	
gray	gray	gray	gray		PROPN
đương	pilars	đương	pilar		N;MASC;PL
bom	bom	bom	bom	N	
nghe	escoltat	nghe	escoltar	V	ADJ;MASC;SG;V.PTCP
nghe	escoltant	nghe	escoltar	V	V;V.MSDR
clubnat	clubnat	clubnat	clubnat	N	ADJ;MASC;SG;V.PTCP
ngựa	cavall	ngựa	cavall	N	
ngựa	pony	ngựa	pony	N	PROPN
chỗ	place	chỗ	place	N	
giác	sentits	giác	sentit	N	ADJ;MASC;PL;V.PTCP
vân	bla	vân	bla	N	PROPN
tai	orella	tai	orella		N;FEM;SG
tai	orelles	tai	orella		N;FEM;PL
tai	espigues	tai	espiga		N;FEM;PL
tai	oïdes	tai	oïda		N;FEM;PL
bước	passes	bước	passa		N;FEM;PL
bước	passos	bước	pas		N;MASC;PL
séc	txeca	séc	txec	N	ADJ;FEM;SG
séc	txec	séc	txec	N	ADJ;MASC;SG
canada	canadà	canada	canadà	N	ADJ;MASC;SG
vinh	vinh	vinh	vinh	N	
vinh	honorat	vinh	honorar	N	ADJ;MASC;SG;V.PTCP
vinh	honrat	vinh	honrar	N	ADJ;MASC;SG;V.PTCP
vinh	honor	vinh	honor	N	
vinh	glory	vinh	glory	N	PROPN
bác	oncle	bác	oncle		N;MASC;SG
dầu	oli	dầu	oli	N	
hôn	besada	hôn	besat	V	ADJ;FEM;SG;V.PTCP
hôn	petons	hôn	petó	V	N;MASC;PL
hôn	kiss	hôn	kis	V	PROPN
hôn	petó	hôn	petó	V	
trừ	excepte	trừ	excepte	V	ADP
ship	nau	ship	nau	V	N;FEM;SG
xương	os	xương	os	N	
california	califòrnia	california	califòrnia		ADJ;FEM;SG
đẹp	niça	đẹp	niça	ADJ	
cai	sobri	cai	sobri	N	ADJ;MASC;SG
cai	cai	cai	cai	N	
hơi	lleugerament	hơi	lleugerament		ADV
phút	mins	phút	mins	N	
phút	minut	phút	minut	N	
phút	min	phút	min	N	
loạn	motí	loạn	motí	V	N;MASC;SG
loạn	aldarull	loạn	aldarull	V	N;MASC;SG
loạn	revolta	loạn	revoltar	V	N;FEM;SG
cấm	ban	cấm	ban	V	
cấm	prohibit	cấm	prohibit	V	ADJ;MASC;SG;V.PTCP
cấm	prohibit	cấm	prohibit	V	ADJ;MASC;SG;V.PTCP
cấm	prohibida	cấm	prohibit	V	ADJ;FEM;SG;V.PTCP
ủng	botes	ủng	bota	V	N;FEM;PL
nâng	aixecament	nâng	aixecament	V	N;MASC;SG
nâng	aixecant	nâng	aixecar	V	V;V.MSDR
mai	mai	mai	mai		ADV
mai	demà	mai	demà		ADV
cảng	harbour	cảng	harbour	N	
tách	cups	tách	cup	V	
tách	tasses	tách	tassa	V	N;FEM;PL
tách	split	tách	split	V	PROPN
tách	tassa	tách	tassa	V	N;FEM;SG
tách	cup	tách	cup	V	N;FEM;SG
bạch	white	bạch	white	N	PROPN
bạch	blanc	bạch	blanc	N	ADJ;MASC;SG
phê	cafè	phê	cafè		N;MASC;SG
phê	phe	phê	phe		PROPN
liền	cobert	liền	cobert		ADJ;MASC;SG;V.PTCP
cắt	tall	cắt	tall	V	
cắt	tallat	cắt	tallat	V	ADJ;MASC;SG;V.PTCP
cắt	retallat	cắt	retallat	V	ADJ;MASC;SG;V.PTCP
cắt	cultiu	cắt	cultiu	V	N;MASC;SG
cắt	conreu	cắt	conreu	V	N;MASC;SG
cắt	talls	cắt	tall	V	N;MASC;PL
cắt	retalls	cắt	retall	V	N;MASC;PL
cắt	retallades	cắt	retallada	V	N;FEM;PL
bạc	plata	bạc	plata	N	
trịnh	zheng	trịnh	zheng	N	PROPN
trịnh	cheng	trịnh	cheng	N	PROPN
bưu	franqueig	bưu	franqueig	N	
web	net	web	net	N	ADJ;MASC;SG
bào	press	bào	pres	N	PROPN
chỉnh	ajust	chỉnh	ajust	V	N;MASC;SG
chỉnh	tuning	chỉnh	tuning	V	N;MASC;SG
đỉnh	top	đỉnh	top	N	
sur	sur	sur	sur	NUM	
bày	pantalla	bày	pantalla	V	N;FEM;SG
voi	elefants	voi	elefant		N;PL
voi	elefant	voi	elefar		ADJ;SG
nghĩ	pensant	nghĩ	pensar	V	V;V.MSDR
nghĩ	pensament	nghĩ	pensament	V	N;MASC;SG
nguy	perill	nguy	perill	V	N;MASC;SG
quyển	llibreta	quyển	llibreta		N;FEM;SG
trichoptera	trichoptera	trichoptera	trichoptera	N	
sắt	ferro	sắt	ferro	N	
thác	abandonat	thác	abandonat	N	ADJ;MASC;SG;V.PTCP
thác	rendit	thác	rendit	N	ADJ;MASC;SG;V.PTCP
thác	cascades	thác	cascada	N	ADJ;FEM;PL;V.PTCP
von	von	von	vo		PROPN
tường	paret	tường	paret	N	
tường	mur	tường	mur	N	
sung	cantada	sung	cantada	V	ADJ;FEM;SG;V.PTCP
sung	cantat	sung	cantat	V	ADJ;MASC;SG;V.PTCP
sung	connector	sung	connector	V	N;MASC;SG
sung	complement	sung	complement	V	N;MASC;SG
gửi	enviament	gửi	enviament	V	N;MASC;SG
gửi	enviant	gửi	enviar	V	V;V.MSDR
ngầm	implícit	ngầm	implícit	N	ADJ;MASC;SG
thụ	energies	thụ	energia	V	N;FEM;PL
thụ	excés	thụ	excés	V	N;MASC;SG
cựu	antiga	cựu	antic	N	ADJ;FEM;SG
com	comu	com	comu	N	
nhớ	miss	nhớ	miss	V	PROPN
nhớ	senyoreta	nhớ	senyoreta	V	N;FEM;SG
nhớ	recordeu	nhớ	recordar	V	
thoát	sortida	thoát	sortida	V	N;FEM;SG
thoát	sortides	thoát	sortida	V	N;FEM;PL
thoát	fugida	thoát	fugida	V	N;FEM;SG
thoát	escape	thoát	escape	V	
đẩy	push	đẩy	push	V	
đẩy	empesos	đẩy	empès	V	ADJ;MASC;PL;V.PTCP
tùy	depèn	tùy	dependre	PART	V;IND;SG;3;PRS;FIN
vạn	origen	vạn	origen	ADJ	N;MASC;SG
lượt	viatge	lượt	viatge		N;MASC;SG
tan	superat	tan	superat	V	ADJ;MASC;SG;V.PTCP
vuông	quadrat	vuông	quadrat	ADJ	
vuông	plaça	vuông	plaça	ADJ	N;FEM;SG
wiki	wiki	wiki	wiki	N	
nửa	meitats	nửa	meitat	NUM	
nửa	meitat	nửa	meitat	NUM	N;FEM;SG
nửa	half	nửa	half	NUM	PROPN
đan	teixir	đan	teixir		V;NFIN
dây	corda	dây	corda	N	
iii	iii	iii	iii	NUM	
hung	hongarès	hung	hongarès	N	ADJ;MASC;SG
ngụy	wei	ngụy	wei	V	PROPN
sài	sai	sài	sai	N	
sài	chai	sài	chai	N	
phan	phan	phan	phan		PROPN
thẳng	recta	thẳng	recta	ADJ	
thẳng	rectes	thẳng	recta	ADJ	
chuồn	trèvol	chuồn	trèvol	N	ADJ;MASC;SG
tiện	torn	tiện	torn	ADJ	
bậc	bottom	bậc	bottom	N	PROPN
mông	cul	mông	cul	N	
ngược	oposat	ngược	oposar	V	ADJ;MASC;SG;V.PTCP
ngược	contrari	ngược	contrari	V	ADJ;MASC;SG
london	london	london	londondre		PROPN
london	alpicat	london	alpicar		ADJ;MASC;SG;V.PTCP
london	londres	london	londre		PROPN
điền	tian	điền	tian	V	PROPN
gắn	monstres	gắn	monstre	V	N;MASC;PL
