philippe	philippe	philippa	phili	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
vybraný	valittu	vybraný	valita	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
vybraný	valittuna	vybraný	valita	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;FRML;SG;V.PTCP;PASS
vybraný	valitut	vybraný	valita	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;NOM;PL;V.PTCP;PASS
vybraný	valittiin	vybraný	valita	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;IND;PST;FIN;PASS
zvon	bell	zvon	bell	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
veží	tornit	veža	torni	N;GEN;FEM;PL	N;NOM;PL
kryštály	kiteitä	kryštál	kiteä	N;INAN;NOM;MASC;PL	N;PRT;PL
unit	yksikön	unit	yksikkö	PROPN;ANIM;NOM;MASC;SG	N;GEN;SG
unit	yksikköä	unit	yksikkö	PROPN;ANIM;NOM;MASC;SG	N;PRT;SG
unit	yksikkö	unit	yksikkö	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
belfort	belfort	belfort	belfort	PROPN;ANIM;NOM;MASC;SG	
riadil	ajoivat	riadiť	ajaa	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;IND;PL;3;PST;FIN;ACT
príbuzných	sukulaiset	príbuzný	suku#lainen	N;ANIM;GEN;MASC;PL	N;NOM;PL
príbuzných	sukulaisia	príbuzný	suku#lainen	N;ANIM;GEN;MASC;PL	N;PRT;PL
nákladné	kalliiksi	nákladný	kallis	ADJ;NOM;NEUT;SG	ADJ;TRANS;SG
nákladné	rahdin	nákladný	rahti	ADJ;NOM;NEUT;SG	N;GEN;SG
nákladné	tavaraliikenteen	nákladný	tavara#liikenne	ADJ;NOM;NEUT;SG	N;GEN;SG
nákladné	rahti	nákladný	rahti	ADJ;NOM;NEUT;SG	N;NOM;SG
nákladné	rahtia	nákladný	rahti	ADJ;NOM;NEUT;SG	N;PRT;SG
nechce	haluu	chcieť	haluta	V;IPFV;IND;SG;3;NEG;PRS;FIN	V;IMP;SG;2;FIN;ACT
nechce	haluaa	chcieť	haluta	V;IPFV;IND;SG;3;NEG;PRS;FIN	V;IND;SG;0;PRS;FIN;ACT
užitočné	hyödyllisiä	užitočný	hyödyllinen	ADJ;NOM;NEUT;SG	ADJ;PRT;PL
užitočné	hyödyllistä	užitočný	hyödyllinen	ADJ;NOM;NEUT;SG	ADJ;PRT;SG
užitočné	hyödyllisiä	užitočný	hyödyllinen	ADJ;NOM;NEUT;SG	ADJ;PRT;PL
užitočné	hyödyllistä	užitočný	hyödyllinen	ADJ;NOM;NEUT;SG	ADJ;PRT;SG
športovcov	urheilijoita	športovec	urheilija	N;ANIM;ACC;MASC;PL	N;PRT;PL
športovcov	urheilijat	športovec	urheilija	N;ANIM;ACC;MASC;PL	N;NOM;PL
dos	dos	dos	dos	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
terénu	maastossa	terén	maasto	N;INAN;GEN;MASC;SG	N;IN+ESS;SG
terénu	maasto	terén	maasto	N;INAN;GEN;MASC;SG	N;NOM;SG
plemena	rotua	plemeno	rottu	N;NOM;NEUT;PL	N;PRT;SG
plemena	rotu	plemeno	rotu	N;NOM;NEUT;PL	N;NOM;SG
otázok	kysymykset	otázka	kysymys	N;GEN;FEM;PL	N;NOM;PL
otázok	kysymyksiä	otázka	kysymys	N;GEN;FEM;PL	N;PRT;PL
širokú	laaja	široký	laaja	N;ACC;FEM;SG	ADJ;NOM;SG
širokú	laaja	široký	laaja	N;ACC;FEM;SG	ADJ;NOM;SG
širokú	leveä	široký	leveä	N;ACC;FEM;SG	ADJ;NOM;SG
buffalo	buffalo	buffať	buffalo	PROPN;ANIM;NOM;MASC;SG	
pripravený	valmiina	pripravený	valmis	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;FRML;SG
chemickej	kemikaali	chemický	kemikaali	ADJ;GEN;FEM;SG	N;NOM;SG
chemickej	kemiallinen	chemický	kemiallinen	ADJ;GEN;FEM;SG	ADJ;NOM;SG
chemickej	kemialliset	chemický	kemiallinen	ADJ;GEN;FEM;SG	ADJ;NOM;PL
obnoviť	nollaa	obnoviť	nolla	V;PFV;POS;NFIN	N;PRT;SG
vodiča	ajaja	vodiča	ajaja	N;ANIM;ACC;MASC;SG	N;NOM;SG
vodiča	kuljettajan	vodiča	kuljettaja	N;ANIM;ACC;MASC;SG	N;GEN;SG
vodiča	kuljettaja	vodiča	kuljettaja	N;ANIM;ACC;MASC;SG	N;NOM;SG
vodiča	kuski	vodiča	kuskea	N;ANIM;ACC;MASC;SG	N;NOM;SG
vajíčka	munien	vajíčko	muna	N;NOM;NEUT;PL	N;GEN;PL
vajíčka	kananmunia	vajíčko	kanan#muna	N;NOM;NEUT;PL	N;PRT;PL
vajíčka	munia	vajíčko	muna	N;NOM;NEUT;PL	N;PRT;PL
zavedené	toteutettu	zavedený	toteuttaa	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
zavedené	toteutettiin	zavedený	toteuttaa	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IND;PST;FIN;PASS
zavedené	täytäntöön	zavedený	täytäntöön	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADV
odborník	asiantuntijaa	odborník	asian#tuntija	N;ANIM;NOM;MASC;SG	N;PRT;SG
odborník	asiantuntijan	odborník	asian#tuntija	N;ANIM;NOM;MASC;SG	N;GEN;SG
odborník	erikoistunut	odborník	erikoistua	N;ANIM;NOM;MASC;SG	V;NOM;SG;V.PTCP;ACT
odborník	erikoistuneet	odborník	erikoistua	N;ANIM;NOM;MASC;SG	V;NOM;PL;V.PTCP;ACT
bordeaux	bordeaux	bordeaux	bordeaux	N;INAN;NOM;MASC;SG	
sietí	verkkoja	sieť	verkko	N;GEN;FEM;PL	N;PRT;PL
sietí	verkot	sieť	verkko	N;GEN;FEM;PL	N;NOM;PL
sietí	verkostot	sieť	verkosto	N;GEN;FEM;PL	N;NOM;PL
sietí	verkot	sieť	verkko	N;GEN;FEM;PL	N;NOM;PL
magazín	lehden	magazina	lehti	N;INAN;NOM;MASC;SG	N;GEN;SG
hrdinovia	sankareita	hrdina	sankari	N;ANIM;NOM;MASC;PL	N;PRT;PL
bloky	korttelia	blok	kortteli	N;INAN;NOM;MASC;PL	N;PRT;SG
táborov	leirit	tábor	leiri	N;INAN;GEN;MASC;PL	N;NOM;PL
guinea	guinean	guinea	guinea	N;NOM;FEM;SG	ADJ;GEN;SG
ralph	ralph	ralp	ralph	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
dáma	lady	dáma	lady	N;NOM;FEM;SG	
populárna	suosittua	populárny	suosittu	ADJ;NOM;FEM;SG	ADJ;PRT;SG
populárna	suosittuja	populárny	suosittu	ADJ;NOM;FEM;SG	ADJ;PRT;PL
populárna	suositut	populárny	suosittu	ADJ;NOM;FEM;SG	ADJ;NOM;PL
drámy	draama	dráma	draama	N;NOM;FEM;PL	N;NOM;SG
drámy	drama	dráma	drama	N;NOM;FEM;PL	
drámy	draamaa	dráma	draama	N;NOM;FEM;PL	N;PRT;SG
hospodárska	taloudelliset	hospodársky	taloudellinen	ADJ;NOM;FEM;SG	ADJ;NOM;PL
hodnotenia	arvostelu	hodnotenie	arvostelu	N;NOM;NEUT;PL	N;NOM;SG
hodnotenia	arviointeja	hodnotenie	arviointi	N;NOM;NEUT;PL	N;PRT;PL
hodnotenia	arviointeja	hodnotenie	arviointi	N;NOM;NEUT;PL	N;PRT;PL
robotník	työntekijää	robotník	työ#tekijä	N;ANIM;NOM;MASC;SG	N;PRT;SG
robotník	työntekijän	robotník	työ#tekijä	N;ANIM;NOM;MASC;SG	N;GEN;SG
robotník	työntekijöiden	robotník	työ#tekijä	N;ANIM;NOM;MASC;SG	N;GEN;PL
mobile	mobile	mobiť	mobile	N;NOM;FEM;SG	
mobile	liikkuva	mobiť	liikkua	N;NOM;FEM;SG	V;NOM;SG;V.PTCP;ACT
mobile	liikkuvat	mobiť	liikkua	N;NOM;FEM;SG	V;IND;PL;3;PRS;FIN;ACT
živí	hengissä	živý	henki	V;IPFV;IND;SG;3;POS;PRS;FIN	N;IN+ESS;PL
živí	elävä	živý	elää	V;IPFV;IND;SG;3;POS;PRS;FIN	ADJ;NOM;SG
živí	elossa	živý	elossa	V;IPFV;IND;SG;3;POS;PRS;FIN	ADV
pietro	pietro	pietro	pietro	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
spracovania	jalostus	spracovanie	jalostus	N;NOM;NEUT;PL	N;NOM;SG
spracovania	käsittelyä	spracovanie	käsittely	N;NOM;NEUT;PL	N;PRT;SG
spracovania	käsittely	spracovanie	käsittely	N;NOM;NEUT;PL	N;NOM;SG
výslovnosť	ääntämistä	výslovnosť	ääntäminen	N;NOM;FEM;SG	N;PRT;SG
priehrady	patojen	priehrad	pata	N;NOM;FEM;PL	N;GEN;PL
vydávanie	liikkeeseen	vydávanie	liike	N;NOM;NEUT;SG	N;IN+ALL;SG
autorka	tekijän	autorka	tekijä	N;NOM;FEM;SG	N;GEN;SG
politikov	poliitikkoja	politik	poliitikko	N;ANIM;ACC;MASC;PL	N;PRT;PL
politikov	poliitikot	politik	poliitikko	N;ANIM;ACC;MASC;PL	N;NOM;PL
uzavretá	ohessa	uzavretý	ohessa	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADV
uzavretá	kiinni	uzavretý	kiinni	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADV
uzavretá	suljettu	uzavretý	sulkea	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
jeruzalem	jerusalemin	jeruzala	jerus#alemin	N;INAN;NOM;MASC;SG	N;GEN;SG
jeruzalem	jerusalemissa	jeruzala	jerus#alema	N;INAN;NOM;MASC;SG	N;IN+ESS;PL
stôp	jalat	stôp	jalka	N;GEN;FEM;PL	N;NOM;PL
stôp	jälkiä	stôp	jälki	N;GEN;FEM;PL	N;PRT;PL
stôp	jäljet	stôp	jälki	N;GEN;FEM;PL	N;NOM;PL
stôp	kappaleet	stôp	kappale	N;GEN;FEM;PL	N;NOM;PL
stôp	rataa	stôp	rata	N;GEN;FEM;PL	N;PRT;SG
stôp	kappaleita	stôp	kappale	N;GEN;FEM;PL	N;PRT;PL
stôp	traces	stôp	traces	N;GEN;FEM;PL	N;NOM;SG
kennedy	kennedyn	kennedy	kennädä	N;ANIM;NOM;MASC;SG	N;GEN;SG
pilotov	lentäjät	pilot	lentäjä	N;INAN;GEN;MASC;PL	N;NOM;PL
pilotov	lentäjiä	pilot	lentäjä	N;INAN;GEN;MASC;PL	N;PRT;PL
značný	huomattavat	značný	huomattava	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;PL
značný	huomattavia	značný	huomattava	ADJ;INAN;NOM;MASC;SG	ADJ;PRT;PL
spoločná	yhteisen	spoločný	yhteinen	ADJ;NOM;FEM;SG	ADJ;GEN;SG
dolu	down	dolu	down	ADV	
progress	edistystä	progress	edistys	INTJ	N;PRT;SG
progress	edistyminen	progress	edistyminen	INTJ	N;NOM;SG
progress	edistys	progress	edistys	INTJ	N;NOM;SG
progress	progress	progress	progress	INTJ	N;NOM;SG
obľúbené	suosikki	obľúbený	suosikki	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	N;NOM;SG
obľúbené	lempi	obľúbený	lempi	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	N;NOM;SG
obľúbené	suosittua	obľúbený	suosittu	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;PRT;SG
obľúbené	suosittuja	obľúbený	suosittu	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;PRT;PL
obľúbené	suositut	obľúbený	suosittu	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;PL
obľúbené	suosikkeja	obľúbený	suosikki	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	N;PRT;PL
obľúbené	suosikki	obľúbený	suosikki	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	N;NOM;SG
obľúbené	lempi	obľúbený	lempi	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	N;NOM;SG
obľúbené	suosikit	obľúbený	suosikki	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	N;NOM;PL
značku	brändin	značka	brändi	N;ACC;FEM;SG	N;GEN;SG
značku	brand	značka	brand	N;ACC;FEM;SG	
značku	merkki	značka	merkki	N;ACC;FEM;SG	N;NOM;SG
aplikácia	hakemuksen	aplikácia	hakemus	N;NOM;FEM;SG	N;GEN;SG
aplikácia	sovelluksen	aplikácia	sovellus	N;NOM;FEM;SG	N;GEN;SG
aplikácia	sovelluksen	aplikácia	sovellus	N;NOM;FEM;SG	N;GEN;SG
aplikácia	sovellusta	aplikácia	soveltus	N;NOM;FEM;SG	N;PRT;SG
ázijské	aasian	ázijský	aasia	ADJ;NOM;NEUT;SG	N;GEN;SG
štandardný	oletus	štandardný	oletus	ADJ;INAN;NOM;MASC;SG	N;NOM;SG
štandardný	standardin	štandardný	standardi	ADJ;INAN;NOM;MASC;SG	N;GEN;SG
štandardný	normi	štandardný	normi	ADJ;INAN;NOM;MASC;SG	N;NOM;SG
štandardný	standard	štandardný	standard	ADJ;INAN;NOM;MASC;SG	N;NOM;SG
štandardný	standardi	štandardný	standardi	ADJ;INAN;NOM;MASC;SG	N;NOM;SG
štandardný	vakio	štandardný	vakio	ADJ;INAN;NOM;MASC;SG	N;NOM;SG
psychológie	psykologian	psychológia	psykologia	N;NOM;FEM;PL	N;GEN;SG
psychológie	psykologiaa	psychológia	psykologia	N;NOM;FEM;PL	N;PRT;SG
zameranie	keskity	zameranie	keskity	N;NOM;NEUT;SG	V;IMP;SG;2;FIN;ACT
zameranie	focus	zameranie	focus	N;NOM;NEUT;SG	
zameranie	keskittyä	zameranie	keskittyä	N;NOM;NEUT;SG	V;SG;NFIN;ACT
príbehov	kertomuksia	príbeh	kertomus	N;INAN;GEN;MASC;PL	N;PRT;PL
príbehov	tarinat	príbeh	tarina	N;INAN;GEN;MASC;PL	N;NOM;PL
príbehov	tarinoita	príbeh	tarina	N;INAN;GEN;MASC;PL	N;PRT;PL
pozor	huomio	pozor	huomio	INTJ	N;NOM;SG
podrobnosti	yksityiskohtia	podrobnosť	yksityis#kohta	N;NOM;FEM;PL	N;PRT;PL
podrobnosti	yksityiskohtainen	podrobnosť	yksityis#kohtainen	N;NOM;FEM;PL	ADJ;NOM;SG
podrobnosti	yksityiskohtaisesti	podrobnosť	yksityis#kohtaisesti	N;NOM;FEM;PL	ADV
podrobnosti	yksityiskohta	podrobnosť	yksityis#kohta	N;NOM;FEM;PL	N;NOM;SG
obnovenie	palauttamista	obnovenie	palauttaminen	N;NOM;NEUT;SG	N;PRT;SG
obnovenie	uusimista	obnovenie	uusiminen	N;NOM;NEUT;SG	N;PRT;SG
metódu	menetelmä	metóda	menetelmä	N;ACC;FEM;SG	N;NOM;SG
metódu	menetelmän	metóda	menetelmä	N;ACC;FEM;SG	N;GEN;SG
malta	kranaatinheittimen	malta	kranaatin#heitin	N;NOM;FEM;SG	N;GEN;SG
malta	maltan	malta	malttaa	N;NOM;FEM;SG	N;GEN;SG
malta	malta	malta	malttaa	N;NOM;FEM;SG	INTJ
malta	maltaa	malta	malta	N;NOM;FEM;SG	N;PRT;SG
uzol	solmun	uzol	solmu	N;INAN;NOM;MASC;SG	N;GEN;SG
prednosť	etusijalla	prednosť	etu#sija	N;NOM;FEM;SG	N;AT+ESS
;SG
prednosť	ensisijainen	prednosť	ensisijainen	N;NOM;FEM;SG	ADJ;NOM;SG
prednosť	suositaan	prednosť	suosia	N;NOM;FEM;SG	V;IND;PRS;FIN;PASS
káder	ajatollah	káder	ajatolla	N;INAN;NOM;MASC;SG	N;AT+ESS
;SG
menšiny	vähemmistöjen	menšina	vähemmistö	N;NOM;FEM;PL	N;GEN;PL
menšiny	vähemmistö	menšina	vähemmistö	N;NOM;FEM;PL	N;NOM;SG
menšiny	vähemmistöjen	menšina	vähemmistö	N;NOM;FEM;PL	N;GEN;PL
menšiny	vähemmistöjä	menšina	vähemmistö	N;NOM;FEM;PL	N;PRT;PL
prietok	virrat	prietok	virra	N;INAN;NOM;MASC;SG	N;NOM;PL
prietok	virtaa	prietok	virta	N;INAN;NOM;MASC;SG	N;PRT;SG
prietok	virtauksen	prietok	virtaus	N;INAN;NOM;MASC;SG	N;GEN;SG
zrušení	kumoamisesta	zrušenie	kumoaminen	N;NOM;NEUT;SG	N;IN+ABL;SG
prevzaté	vietiin	prevziať	viedä	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IND;PST;FIN;PASS
prevzaté	ottaa	prevziať	ottaa	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IND;SG;3;PRS;FIN;ACT
prevzaté	viety	prevziať	viedä	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
prevzaté	otettu	prevziať	ottaa	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
mŕtvy	kuolleet	mŕtvy	kuolla	ADJ;ANIM;NOM;MASC;SG	V;NOM;PL;V.PTCP;ACT
mŕtvy	kuollut	mŕtvy	kuolla	ADJ;ANIM;NOM;MASC;SG	V;NOM;SG;V.PTCP;ACT
vyrábali	valmistettu	vyrábať	valmistaa	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
menšiu	pienempiä	malý	pieni	ADJ;ACC;CMPR;FEM;SG	ADJ;PRT;CMPR;PL
menšiu	pienemmän	malý	pieni	ADJ;ACC;CMPR;FEM;SG	ADJ;GEN;CMPR;SG
menšiu	pienemmät	malý	pieni	ADJ;ACC;CMPR;FEM;SG	ADJ;NOM;CMPR;PL
menšiu	pienempi	malý	pieni	ADJ;ACC;CMPR;FEM;SG	ADJ;NOM;CMPR;SG
ovládanie	hallitse	ovládanie	hallita	N;NOM;NEUT;SG	V;IMP;SG;2;FIN;ACT
ovládanie	tarkastukset	ovládanie	tarkastus	N;NOM;NEUT;SG	N;NOM;PL
ovládanie	valvontaa	ovládanie	valvonta	N;NOM;NEUT;SG	N;PRT;SG
ovládanie	ohjaimet	ovládanie	ohjain	N;NOM;NEUT;SG	N;NOM;PL
strieborná	hopea	strieborný	hopea	ADJ;NOM;FEM;SG	N;NOM;SG
strieborná	hopeaa	strieborný	hopea	ADJ;NOM;FEM;SG	N;PRT;SG
strieborná	silver	strieborný	silver	ADJ;NOM;FEM;SG	
vchod	sisäänkäynnin	vchod	sisään#käynti	N;INAN;NOM;MASC;SG	N;GEN;SG
popravený	toteutettu	popravený	toteuttaa	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
popravený	teloitettiin	popravený	teloittaa	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;IND;PST;FIN;PASS
bel	bel	bel	bel	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
neoficiálne	epävirallinen	neoficiálne	epä#virallinen	ADV	ADJ;NOM;SG
neoficiálne	epävirallista	neoficiálne	epä#virallinen	ADV	ADJ;PRT;SG
neoficiálne	epävirallisia	neoficiálne	epä#virallinen	ADV	ADJ;PRT;PL
neoficiálne	epävirallisen	neoficiálne	epä#virallinen	ADV	ADJ;GEN;SG
chicagu	chicagoon	chicag	chicago	N;INAN;GEN;MASC;SG	N;IN+ALL;SG
chicagu	chicagosta	chicag	chicago	N;INAN;GEN;MASC;SG	N;IN+ABL;SG
chicagu	chicagossa	chicag	chicago	N;INAN;GEN;MASC;SG	PROPN;IN+ESS;SG
chicagu	chicago	chicag	chicago	N;INAN;GEN;MASC;SG	PROPN;NOM;SG
tvoj	sinun	tvoj	sinä	DET;ANIM;NOM;MASC;SG;2	PRO;GEN;SG;2
tvoj	sinun	tvoj	sinä	DET;ANIM;NOM;MASC;SG;2	PRO;GEN;SG;2
skok	hypätä	skok	hypätä	N;INAN;NOM;MASC;SG	V;SG;NFIN;ACT
skok	hyppää	skok	hypätä	N;INAN;NOM;MASC;SG	V;IMP;SG;2;FIN;ACT
obmedzenia	rajoituksia	obmedzenie	rajoitus	N;NOM;NEUT;PL	N;PRT;PL
obmedzenia	rajoituksia	obmedzenie	rajoitus	N;NOM;NEUT;PL	N;PRT;PL
reakciu	reagoi	reakcia	reagoida	N;ACC;FEM;SG	V;IND;SG;2;PRS;FIN;ACT
reakciu	reaktio	reakcia	reaktio	N;ACC;FEM;SG	N;NOM;SG
reakciu	reaktiot	reakcia	reaktio	N;ACC;FEM;SG	N;NOM;PL
reakciu	reaktiota	reakcia	reaktio	N;ACC;FEM;SG	N;PRT;SG
reakciu	reaktion	reakcia	reaktio	N;ACC;FEM;SG	N;GEN;SG
tisíce	tuhansia	tisíc`1000	tuhat	N;NOM;MASC;PL	NUM;PRT;PL
pec	uunin	pec	uuni	N;NOM;FEM;SG	N;GEN;SG
pec	uunissa	pec	uuni	N;NOM;FEM;SG	N;IN+ESS;SG
pec	uuniin	pec	uuni	N;NOM;FEM;SG	N;IN+ALL;SG
testovanie	testaa	testovanie	testata	N;NOM;NEUT;SG	V;IMP;SG;2;PRS;FIN;ACT
železníc	rautatiet	železnica	rauta#tie	N;GEN;FEM;PL	N;NOM;PL
železníc	rautateitä	železnica	rauta#tie	N;GEN;FEM;PL	N;PRT;PL
original	alkuperäinen	originať	alku#peräinen	N;INAN;NOM;MASC;SG	ADJ;NOM;SG
original	alkuperäiset	originať	alku#peräinen	N;INAN;NOM;MASC;SG	ADJ;NOM;PL
ekvivalent	vastaavat	ekvivalent	vastata	N;INAN;NOM;MASC;SG	V;PL;3;FIN;ACT
ekvivalent	vastaava	ekvivalent	vastata	N;INAN;NOM;MASC;SG	V;NOM;SG;V.PTCP;ACT
formáte	muodossa	format	muoto	N;INAN;NOM;MASC;PL	N;IN+ESS;SG
formáte	muoto	format	muoto	N;INAN;NOM;MASC;PL	N;NOM;SG
kapitánom	kapteeni	kapitán	kapteeni	N;ANIM;INS;MASC;SG	N;NOM;SG
belo	belo	belo	belo	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
bejzbal	baseballia	bejzbať	baseball	N;INAN;NOM;MASC;SG	N;PRT;SG
bejzbal	baseballin	bejzbať	baseballi	N;INAN;NOM;MASC;SG	N;GEN;SG
križovatky	risteys	križovatka	risteys	N;NOM;FEM;PL	N;NOM;SG
križovatky	risteyksessä	križovatka	risteys	N;NOM;FEM;PL	N;IN+ESS;SG
križovatky	risteys	križovatka	risteys	N;NOM;FEM;PL	N;NOM;SG
križovatky	risteykseen	križovatka	risteys	N;NOM;FEM;PL	N;IN+ALL;SG
križovatky	risteys	križovatka	risteys	N;NOM;FEM;PL	N;NOM;SG
križovatky	risteyksessä	križovatka	risteys	N;NOM;FEM;PL	N;IN+ESS;SG
križovatky	liittymien	križovatka	liittymä	N;NOM;FEM;PL	N;GEN;PL
hollywood	hollywoodiin	hollywood	hollywoodi	PROPN;ANIM;NOM;MASC;SG	N;IN+ALL;SG
hollywood	hollywood	hollywood	hollywood	PROPN;ANIM;NOM;MASC;SG	
hollywood	hollywoodin	hollywood	hollywoodi	PROPN;ANIM;NOM;MASC;SG	N;GEN;SG
hollywood	hollywoodissa	hollywood	hollywoodi	PROPN;ANIM;NOM;MASC;SG	N;IN+ESS;SG
obchodník	elinkeinonharjoittajan	obchodník	elin#keino#nharjoittaja	N;ANIM;NOM;MASC;SG	N;GEN;SG
vegas	vegasin	vegas	vegata	PROPN;ANIM;NOM;MASC;SG	N;GEN;SG
vegas	vegas	vegas	vegas	PROPN;ANIM;NOM;MASC;SG	
vegas	vegasiin	vegas	vegasi	PROPN;ANIM;NOM;MASC;SG	N;IN+ALL;SG
rekonštrukcie	kunnostus	rekonštrukcia	kunnostus	N;NOM;FEM;PL	N;NOM;SG
rekonštrukcie	jälleenrakennus	rekonštrukcia	jälleen#rakennus	N;NOM;FEM;PL	N;NOM;SG
rekonštrukcie	jälleenrakentamiseen	rekonštrukcia	jälleen#rakentaminen	N;NOM;FEM;PL	N;IN+ALL;SG
ken	ken	ken	ken	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
žiadal	väittivät	žiadať	väittää	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;IND;PL;3;PST;FIN;ACT
chaos	kaaosta	chaos	kaaos	N;INAN;NOM;MASC;SG	N;PRT;SG
viacej	lisää	viaci	lisää	NUM;NOM;NEUT;SG	ADV
viacej	enemmän	viaci	enemmän	NUM;NOM;NEUT;SG	ADV
schneider	schneider	schneider	schneider	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
collins	collins	collins	collins	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
collins	collinsin	collins	collins	PROPN;ANIM;NOM;MASC;SG	N;GEN;SG
vysielač	lähetin	vysielač	lähettää	N;INAN;NOM;MASC;SG	V;IND;SG;1;PST;FIN;ACT
vysielač	lähettimen	vysielač	lähettin	N;INAN;NOM;MASC;SG	N;GEN;SG
symbolizuje	symboloi	symbolizovať	symboloida	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PST;FIN;ACT
chýbajú	kadonnut	chýbať	kadota	V;IPFV;IND;PL;3;POS;PRS;FIN	V;NOM;SG;V.PTCP;ACT
chýbajú	kadoksissa	chýbať	kadoksissa	V;IPFV;IND;PL;3;POS;PRS;FIN	ADV
chýbajú	puuttuu	chýbať	puuttua	V;IPFV;IND;PL;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
alba	alba	alba	alba	PROPN;NOM;FEM;SG	N;NOM;SG
sledovanie	seurata	sledovanie	seurata	N;NOM;NEUT;SG	V;SG;NFIN;ACT
sledovanie	seuraa	sledovanie	seurata	N;NOM;NEUT;SG	V;IMP;SG;2;PRS;FIN;ACT
scénu	kohtaus	scén	kohtaus	N;ACC;FEM;SG	N;NOM;SG
bohatstvo	omaisuuden	bohatstvo	omaisuus	N;NOM;NEUT;SG	N;GEN;SG
bohatstvo	rikkauksia	bohatstvo	rikkaus	N;NOM;NEUT;SG	N;PRT;PL
bohatstvo	rikkaudet	bohatstvo	rikkaus	N;NOM;NEUT;SG	N;NOM;PL
bohatstvo	rikkautta	bohatstvo	rikkaus	N;NOM;NEUT;SG	N;PRT;SG
bohatstvo	rikkaudet	bohatstvo	rikkaus	N;NOM;NEUT;SG	N;NOM;PL
bohatstvo	vaurautta	bohatstvo	vauraus	N;NOM;NEUT;SG	N;PRT;SG
ovocie	hedelmä	ovocie	hedelmä	N;NOM;FEM;PL	N;NOM;SG
ovocie	hedelmiä	ovocie	hedelmä	N;NOM;FEM;PL	N;PRT;PL
ovocie	hedelmistä	ovocie	hedelmä	N;NOM;FEM;PL	N;IN+ABL;PL
ovocie	hedelmiä	ovocie	hedelmä	N;NOM;FEM;PL	N;PRT;PL
kamery	kameroita	kamera	kamera	N;NOM;FEM;PL	N;PRT;PL
proste	vain	prost	vain	PART	ADV
minca	kolikkoa	minca	kolikko	N;NOM;FEM;SG	N;PRT;SG
minca	kolikon	minca	kolikko	N;NOM;FEM;SG	N;GEN;SG
označiť	merkintä	označiť	merkintä	V;PFV;POS;NFIN	N;NOM;SG
označiť	tunniste	označiť	tunniste	V;PFV;POS;NFIN	N;NOM;SG
