категория	kategori	категория	kategori	N;INAN;NOM;FEM;SG	
часов	saatleri	час	saat	N;INAN;GEN;MASC;PL	N;ACC;PL;3
часов	saatlerce	час	saatlerce	N;INAN;GEN;MASC;PL	ADV
часов	saatler	час	saat	N;INAN;GEN;MASC;PL	N;NOM;PL;3
виды	tür	вид	tür	N;INAN;NOM;MASC;PL	
виды	çeşitleri	вид	çeşit	N;INAN;NOM;MASC;PL	N;ACC;PL;3
виды	türleri	вид	tür	N;INAN;NOM;MASC;PL	ADJ;NOM;PL;3
первоначально	başlangıçta	первоначально	başlangıç	ADV	N;ESS;SG;3
первоначально	aslen	первоначально	aslen	ADV	
первоначально	başlangıçta	первоначально	başlangıç	ADV	N;ESS;SG;3
исследований	çalışmalar	исследование	çalış	N;INAN;GEN;NEUT;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
исследований	çalışmaları	исследование	çalış	N;INAN;GEN;NEUT;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
исследований	araştırma	исследование	araştır	N;INAN;GEN;NEUT;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
исследований	araştırmalar	исследование	araştır	N;INAN;GEN;NEUT;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
жил	yaşamış	жить	yaşa	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;NFH;IND;SG;3;POS;PST
жил	yaşadı	жить	yaşa	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;IND;SG;3;POS;PST
жил	yaşardı	жить	yaşa	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;IND;SG;3;POS
начиная	başlamak	начинать	başla	V;IPFV;PRS;V.CVB;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
начиная	başlıyor	начинать	başla	V;IPFV;PRS;V.CVB;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
начиная	başlıyorum	начинать	başla	V;IPFV;PRS;V.CVB;ACT	V;PROG;IND;SG;1;POS;INFM;PRS
начиная	başlangıç	начинать	başlangıç	V;IPFV;PRS;V.CVB;ACT	
номинации	adaylığı	номинация	adaylık	N;INAN;NOM;FEM;PL	N;NOM;SG;3
петрович	petrovich	петрович	petrovich	N;ANIM;NOM;MASC;SG	
международный	international	международный	international	ADJ;NOM;MASC;SG	N;NOM;SG;3
международный	yurtdışı	международный	yurtdışı	ADJ;NOM;MASC;SG	
международный	uluslararası	международный	uluslararası	ADJ;NOM;MASC;SG	
называется	aradı	называться	ara	V;IPFV;IND;SG;3;PRS;FIN;MID	V;PFV;IND;SG;3;POS;PST
происхождения	köken	происхождение	kök	N;INAN;NOM;NEUT;SG	
происхождения	kökeni	происхождение	köken	N;INAN;NOM;NEUT;SG	N;ACC;SG;3
происхождения	köken	происхождение	kök	N;INAN;NOM;NEUT;SG	
происхождения	kökeni	происхождение	köken	N;INAN;NOM;NEUT;SG	N;ACC;SG;3
сами	sami	сам	sami	ADJ;NOM;PL	
министра	bakan	министр	bak	N;ANIM;ACC;MASC;SG	
министра	bakanı	министр	bakan	N;ANIM;ACC;MASC;SG	N;NOM;SG;3
министра	bakanım	министр	bak	N;ANIM;ACC;MASC;SG	N;NOM;SG;3
минимальная	minimum	минимальный	minim	ADJ;NOM;FEM;SG	N;NOM;SG;3
минимальная	asgari	минимальный	asgari	ADJ;NOM;FEM;SG	
минимальная	minimum	минимальный	minim	ADJ;NOM;FEM;SG	N;NOM;SG;3
минимальная	asgari	минимальный	asgari	ADJ;NOM;FEM;SG	
памяти	bellek	память	bellek	N;INAN;GEN;FEM;SG	N;NOM;SG;3
памяти	hatıra	память	hatıra	N;INAN;GEN;FEM;SG	
памяти	anılar	память	anı	N;INAN;GEN;FEM;SG	N;NOM;PL;3
памяти	hatıralar	память	hatıra	N;INAN;GEN;FEM;SG	N;NOM;PL;3
памяти	hafıza	память	hafız	N;INAN;GEN;FEM;SG	N;NOM;SG;3
нарушение	ihlal	нарушение	ihlal	N;INAN;NOM;NEUT;SG	
нарушение	ihlali	нарушение	ihlali	N;INAN;NOM;NEUT;SG	
нарушение	gedik	нарушение	gedik	N;INAN;NOM;NEUT;SG	
нарушение	ihlal	нарушение	ihlal	N;INAN;NOM;NEUT;SG	
нарушение	ihlali	нарушение	ihlali	N;INAN;NOM;NEUT;SG	
нарушение	ihlal	нарушение	ihlal	N;INAN;NOM;NEUT;SG	
нарушение	ihlali	нарушение	ihlali	N;INAN;NOM;NEUT;SG	
куда	nereye	куда	nere	ADV	PRO;DAT;SG;3
куда	nerde	куда	nere	ADV	
куда	nere	куда	nere	ADV	
куда	nerede	куда	nere	ADV	PRO;ESS;SG;3
сделал	yapılmış	делать	yap	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
сделал	yapıldı	делать	yap	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;IND;SG;3;POS;PST;PASS
анатолий	anatoliy	анатолий	anatoliy	N;ANIM;NOM;MASC;SG	
анатолий	anatoli	анатолий	anatoli	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG;3
анатолий	anatoly	анатолий	anatoly	N;ANIM;NOM;MASC;SG	
профиль	profil	профиль	profil	N;INAN;NOM;MASC;SG	
профиль	profili	профиль	profili	N;INAN;NOM;MASC;SG	
пример	örnek	пример	örnek	N;INAN;NOM;MASC;SG	
пример	örneğin	пример	örneğin	N;INAN;NOM;MASC;SG	CONJ
средний	ortası	средний	orta	ADJ;NOM;MASC;SG	
средний	orta	средний	orta	ADJ;NOM;MASC;SG	
средний	ortalama	средний	ortalama	ADJ;NOM;MASC;SG	
средний	medyum	средний	medyu	ADJ;NOM;MASC;SG	N;NOM;SG;3
средний	ortam	средний	ortam	ADJ;NOM;MASC;SG	
средний	orta	средний	orta	ADJ;NOM;MASC;SG	
мастер	sihirbazı	мастер	sihirbazı	N;ANIM;NOM;MASC;SG	
мастер	büyücü	мастер	büyücü	N;ANIM;NOM;MASC;SG	
мастер	sihirbaz	мастер	sihirbaz	N;ANIM;NOM;MASC;SG	
мастер	usta	мастер	us	N;ANIM;NOM;MASC;SG	
мастер	üstad	мастер	üstad	N;ANIM;NOM;MASC;SG	
факты	gerçekler	факт	gerçek	N;INAN;NOM;MASC;PL	ADJ;NOM;PL;3
факты	gerçekleri	факт	gerçek	N;INAN;NOM;MASC;PL	ADJ;ACC;PL;3
промышленности	sektör	промышленность	sektör	N;INAN;NOM;FEM;SG	
промышленности	endüstri	промышленность	endüstri	N;INAN;NOM;FEM;SG	
промышленности	sanayii	промышленность	sanayii	N;INAN;NOM;FEM;SG	
промышленности	sanayi	промышленность	sanayi	N;INAN;NOM;FEM;SG	
уровень	seviyeleri	уровень	seviye	N;INAN;NOM;MASC;SG	N;ACC;PL;3
уровень	seviye	уровень	sev	N;INAN;NOM;MASC;SG	
уровень	düzey	уровень	düzey	N;INAN;NOM;MASC;SG	
уровень	seviye	уровень	sev	N;INAN;NOM;MASC;SG	
русская	rus	русский	rus	ADJ;NOM;FEM;SG	
русская	rusça	русский	rusça	ADJ;NOM;FEM;SG	PROPN;NOM;SG;3
бассейн	leğen	бассейн	leğen	N;INAN;NOM;MASC;SG	
бассейн	bilardo	бассейн	bil	N;INAN;NOM;MASC;SG	
бассейн	havuz	бассейн	havuz	N;INAN;NOM;MASC;SG	
игрок	oyuncu	игрок	oyuncu	N;ANIM;NOM;MASC;SG	
игорь	igor	игорь	igor	N;ANIM;NOM;MASC;SG	
оба	ikisi	оба	iki	NUM;NOM;MASC	
оба	darısı	оба	darı	NUM;NOM;MASC	ADJ;NOM;SG;3
оба	ikiside	оба	iki	NUM;NOM;MASC	NUM;ESS;SG;3
средства	fon	средства	fon	N;INAN;NOM;NEUT;PL	
украина	ukrayna	украина	ukra	N;INAN;NOM;FEM;SG	PROPN;NOM;SG;3
материалы	içeriğe	материал	içerik	N;INAN;NOM;MASC;PL	N;DAT;SG;3
материалы	içerik	материал	içerik	N;INAN;NOM;MASC;PL	
материалы	içeriği	материал	içerik	N;INAN;NOM;MASC;PL	N;NOM;SG;3
материалы	madde	материал	madde	N;INAN;NOM;MASC;PL	N;NOM;SG;3
материалы	materyal	материал	materyal	N;INAN;NOM;MASC;PL	
материалы	malzeme	материал	malzem	N;INAN;NOM;MASC;PL	
материалы	malzeme	материал	malzem	N;INAN;NOM;MASC;PL	
контракт	sözleşme	контракт	sözleşme	N;INAN;NOM;MASC;SG	
контракт	kontrat	контракт	kontrat	N;INAN;NOM;MASC;SG	
объектов	nesneler	объект	nesne	N;INAN;GEN;MASC;PL	N;NOM;PL;3
объектов	nesne	объект	nesne	N;INAN;GEN;MASC;PL	
объектов	nesneleri	объект	nesne	N;INAN;GEN;MASC;PL	N;ACC;PL;3
сегодня	bugün	сегодня	bugün	ADV	N;NOM;SG;3
сегодня	bugünde	сегодня	bugün	ADV	N;ESS;SG;3
сегодня	bügün	сегодня	bügün	ADV	
сегодня	bugun	сегодня	bugun	ADV	
солдат	asker	солдат	asker	N;ANIM;NOM;MASC;SG	
солдат	askerler	солдат	asker	N;ANIM;NOM;MASC;SG	N;NOM;PL;3
линия	çizgi	линия	çizgi	N;INAN;NOM;FEM;SG	
линия	hattı	линия	hat	N;INAN;NOM;FEM;SG	
линия	satır	линия	satır	N;INAN;NOM;FEM;SG	
линия	line	линия	line	N;INAN;NOM;FEM;SG	
линия	hat	линия	hat	N;INAN;NOM;FEM;SG	
официально	resmen	официально	resmen	ADV	
официально	resmen	официально	resmen	ADV	
программа	program	программа	program	N;INAN;NOM;FEM;SG	
программа	programı	программа	program	N;INAN;NOM;FEM;SG	N;ACC;SG;3
программа	program	программа	program	N;INAN;NOM;FEM;SG	
программа	programı	программа	program	N;INAN;NOM;FEM;SG	N;ACC;SG;3
советская	sovyetler	советский	sovyet	ADJ;NOM;FEM;SG	N;NOM;PL;3
советская	sovyet	советский	sovyet	ADJ;NOM;FEM;SG	
территория	bölge	территория	bölge	N;INAN;NOM;FEM;SG	
власть	power	власть	power	N;INAN;NOM;FEM;SG	
власть	güç	власть	güç	N;INAN;NOM;FEM;SG	
славы	şöhret	слава	şöhret	N;INAN;NOM;FEM;PL	
славы	ün	слава	ün	N;INAN;NOM;FEM;PL	
анна	anna	анна	anna	N;ANIM;NOM;FEM;SG	
команд	komut	команда	komut	N;INAN;GEN;FEM;PL	
команд	emrediyor	команда	emret	N;INAN;GEN;FEM;PL	V;PROG;IND;SG;3;POS;INFM;PRS
разные	farkli	разный	farkli	ADJ;NOM;PL	
разные	değişik	разный	değişik	ADJ;NOM;PL	
умершие	rahmetli	умереть	rahmetli	V;PFV;NOM;PL;PST;V.PTCP;ACT	
умершие	vefat	умереть	vefat	V;PFV;NOM;PL;PST;V.PTCP;ACT	
умершие	merhum	умереть	merhum	V;PFV;NOM;PL;PST;V.PTCP;ACT	
умершие	ölmüş	умереть	öl	V;PFV;NOM;PL;PST;V.PTCP;ACT	V;PFV;NFH;IND;SG;3;POS;PST
умершие	ölümlerin	умереть	ölüm	V;PFV;NOM;PL;PST;V.PTCP;ACT	N;GEN;PL;3
умершие	ölümleri	умереть	ölüm	V;PFV;NOM;PL;PST;V.PTCP;ACT	N;ACC;PL;3
умершие	ölümler	умереть	ölüm	V;PFV;NOM;PL;PST;V.PTCP;ACT	N;NOM;PL;3
сборник	compendium	сборник	compendit	N;INAN;NOM;MASC;SG	
месяцев	ay	месяц	ay	N;INAN;GEN;MASC;PL	N;NOM;SG;3
месяцев	aylardır	месяц	ayla	N;INAN;GEN;MASC;PL	V;IPFV;IND;SG;3;POS
месяцев	aylar	месяц	ay	N;INAN;GEN;MASC;PL	
месяцев	aylarca	месяц	aylarca	N;INAN;GEN;MASC;PL	ADV
растений	bitki	растение	bitki	N;INAN;GEN;NEUT;PL	
слева	soldaki	слева	soldaki	ADV	
слева	soldan	слева	sol	ADV	ADJ;AT+ABL;SG;3
слева	sol	слева	sol	ADV	
слева	sola	слева	sola	ADV	
языки	dil	язык	dil	N;INAN;NOM;MASC;PL	
раза	raza	раз	raza	N;INAN;GEN;MASC;SG	
вокал	vokal	вокал	vokal	N;INAN;NOM;MASC;SG	
вокал	vokal	вокал	vokal	N;INAN;NOM;MASC;SG	
содержит	içerdiği	содержать	içer	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;POS;PST;V.PTCP
содержит	içerir	содержать	içeri	V;IPFV;IND;SG;3;PRS;FIN;ACT	
содержит	içeriyor	содержать	içer	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
стать	haline	стать	hal	V;PFV;NFIN;MID	N;DAT;SG;3
озеро	göl	озеро	göl	N;INAN;NOM;NEUT;SG	
озеро	gölü	озеро	göl	N;INAN;NOM;NEUT;SG	N;ACC;SG;3
комиссии	komisyon	комиссия	komisyon	N;INAN;NOM;FEM;PL	
комиссии	komisyonu	комиссия	komisyon	N;INAN;NOM;FEM;PL	N;ACC;SG;3
комиссии	komisyon	комиссия	komisyon	N;INAN;NOM;FEM;PL	
дорога	yol	дорога	yol	N;INAN;NOM;FEM;SG	
монастырь	manastır	монастырь	manas	N;INAN;NOM;MASC;SG	
монастырь	manastırı	монастырь	manastırı	N;INAN;NOM;MASC;SG	N;ACC;SG;3
монастырь	manastır	монастырь	manas	N;INAN;NOM;MASC;SG	
принято	alınan	принять	al	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
принято	alınır	принять	al	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;IPFV;IND;SG;3;POS;PASS
принято	kabul	принять	kabul	V;PFV;NEUT;SG;PST;V.PTCP;PASS	N;NOM;SG;3
принято	evlatlık	принять	evlatlık	V;PFV;NEUT;SG;PST;V.PTCP;PASS	N;NOM;SG;3
газеты	gazete	газета	gazet	N;INAN;NOM;FEM;PL	
газеты	gazete	газета	gazet	N;INAN;NOM;FEM;PL	
переулок	lane	переулок	la	N;INAN;NOM;MASC;SG	PROPN;NOM;SG;3
переулок	şerit	переулок	şerit	N;INAN;NOM;MASC;SG	
написано	yazan	писать	yaz	V;PFV;NEUT;SG;PST;V.PTCP;PASS	
написано	yazılı	писать	yazılı	V;PFV;NEUT;SG;PST;V.PTCP;PASS	
написано	yazılan	писать	yaz	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
немного	hafifçe	немного	hafifçe	ADV	
начали	başladı	начать	başla	V;PFV;IND;PL;PST;FIN;ACT	V;PFV;IND;SG;3;POS;PST
начали	başladım	начать	başla	V;PFV;IND;PL;PST;FIN;ACT	V;PFV;IND;SG;1;POS;PST
форме	şekil	форма	şekil	N;INAN;DAT;FEM;SG	
форме	şekli	форма	şekli	N;INAN;DAT;FEM;SG	N;ACC;SG;3
форме	biçim	форма	biçim	N;INAN;DAT;FEM;SG	
форме	formu	форма	formu	N;INAN;DAT;FEM;SG	
форме	biçim	форма	biçim	N;INAN;DAT;FEM;SG	
форме	form	форма	form	N;INAN;DAT;FEM;SG	
точно	aynen	точно	aynen	ADV	
точно	kesinlikle	точно	kesinlik	ADV	N;INS;SG;3
скончался	rahmetli	скончаться	rahmetli	V;PFV;MASC;IND;SG;PST;FIN;MID	
скончался	vefat	скончаться	vefat	V;PFV;MASC;IND;SG;PST;FIN;MID	
скончался	merhum	скончаться	merhum	V;PFV;MASC;IND;SG;PST;FIN;MID	
чемпионы	şampiyon	чемпион	şampiyon	N;ANIM;NOM;MASC;PL	
чемпионы	champs	чемпион	champs	N;ANIM;NOM;MASC;PL	PROPN;NOM;SG;3
собор	katedral	собор	katedral	N;INAN;NOM;MASC;SG	N;ESS;SG;3
собор	katedrali	собор	katedrali	N;INAN;NOM;MASC;SG	N;ESS;SG;3
итоги	sonuçları	итог	sonuç	N;INAN;NOM;MASC;PL	N;ACC;PL;3
факт	gerçek	факт	gerçek	N;INAN;NOM;MASC;SG	
карьеры	kariyeri	карьера	kariyer	N;INAN;NOM;FEM;PL	
карьеры	kariyer	карьера	kariyer	N;INAN;NOM;FEM;PL	
карьеры	kariyer	карьера	kariyer	N;INAN;NOM;FEM;PL	
константин	constantin	константин	constantin	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG;3
константин	konstantin	константин	konstant	N;ANIM;NOM;MASC;SG	
константин	constantine	константин	constant	N;ANIM;NOM;MASC;SG	N;DAT;SG;3
суд	saray	суд	saray	N;INAN;NOM;MASC;SG	
суд	mahkeme	суд	mahkem	N;INAN;NOM;MASC;SG	
суд	court	суд	court	N;INAN;NOM;MASC;SG	
основных	major	основной	major	ADJ;GEN;PL	
основных	binbaşı	основной	binbaşı	ADJ;GEN;PL	
основных	main	основной	main	ADJ;GEN;PL	
основных	ana	основной	ana	ADJ;GEN;PL	
морской	marine	морской	marin	ADJ;NOM;MASC;SG	
морской	deniz	морской	deniz	ADJ;NOM;MASC;SG	
морской	denizcilik	морской	denizcilik	ADJ;NOM;MASC;SG	N;NOM;SG;3
морской	denizci	морской	denizci	ADJ;NOM;MASC;SG	
морской	denizcilik	морской	denizcilik	ADJ;NOM;MASC;SG	N;NOM;SG;3
германия	almanya	германий	al	N;INAN;NOM;NEUT;SG	PROPN;NOM;SG;3
восток	vostok	восток	vostok	N;INAN;NOM;MASC;SG	PROPN;NOM;SG;3
восток	doğuya	восток	doğu	N;INAN;NOM;MASC;SG	ADJ;DAT;SG;3
восток	doğu	восток	doğu	N;INAN;NOM;MASC;SG	
восток	doğuda	восток	doğu	N;INAN;NOM;MASC;SG	N;ESS;SG;3
помощь	imdat	помощь	imdat	N;INAN;NOM;FEM;SG	
помощь	yardim	помощь	yardim	N;INAN;NOM;FEM;SG	
постоянно	sabit	постоянно	sabit	ADV	
постоянно	kalıcı	постоянно	kalıcı	ADV	
позиция	mevki	позиция	mevki	N;INAN;NOM;FEM;SG	
позиция	pozisyon	позиция	pozisyon	N;INAN;NOM;FEM;SG	
позиция	tutum	позиция	tutum	N;INAN;NOM;FEM;SG	
позиция	tavır	позиция	tavır	N;INAN;NOM;FEM;SG	
позиция	duruş	позиция	duruş	N;INAN;NOM;FEM;SG	
стороне	taraf	сторона	taraf	N;INAN;DAT;FEM;SG	
стороне	yan	сторона	yan	N;INAN;DAT;FEM;SG	
стороне	side	сторона	sid	N;INAN;DAT;FEM;SG	
стороне	yana	сторона	yan	N;INAN;DAT;FEM;SG	
передачи	iletim	передача	iletim	N;INAN;NOM;FEM;PL	
передачи	transfer	передача	transfer	N;INAN;NOM;FEM;PL	
зависимости	bağımlılık	зависимость	bağımlılık	N;INAN;NOM;FEM;PL	N;NOM;SG;3
зависимости	bağımlılığı	зависимость	bağımlılık	N;INAN;NOM;FEM;PL	N;ACC;SG;3
закон	yasa	закон	yasa	N;INAN;NOM;MASC;SG	
закон	law	закон	law	N;INAN;NOM;MASC;SG	
закон	hukuk	закон	hukuk	N;INAN;NOM;MASC;SG	
закон	kanun	закон	kanun	N;INAN;NOM;MASC;SG	
сми	medya	смотреть	medya	N;INAN;NOM;NEUT;PL	
сми	basın	смотреть	basın	N;INAN;NOM;NEUT;PL	
сми	basında	смотреть	bas	N;INAN;NOM;NEUT;PL	N;ESS;SG;3
сми	ortam	смотреть	ortam	N;INAN;NOM;NEUT;PL	
радио	radio	радио	radio	N;INAN;NOM;NEUT;SG	
радио	radyo	радио	radyo	N;INAN;NOM;NEUT;SG	
радио	telsiz	радио	telsiz	N;INAN;NOM;NEUT;SG	ADJ
кантон	canton	кантон	canton	N;INAN;NOM;MASC;SG	PROPN;NOM;SG;3
иностранных	yabancı	иностранный	yabancı	ADJ;GEN;PL	
ответ	yanıt	ответ	yanıt	N;INAN;NOM;MASC;SG	
ответ	yanıt	ответ	yanıt	N;INAN;NOM;MASC;SG	
ответ	yanıt	ответ	yanıt	N;INAN;NOM;MASC;SG	
ответ	ans	ответ	ans	N;INAN;NOM;MASC;SG	
цвет	renk	цвет	renk	N;INAN;NOM;MASC;SG	
цвет	rengi	цвет	renk	N;INAN;NOM;MASC;SG	
цвет	renkli	цвет	renkli	N;INAN;NOM;MASC;SG	
цвет	renk	цвет	renk	N;INAN;NOM;MASC;SG	
цвет	rengi	цвет	renk	N;INAN;NOM;MASC;SG	
списки	liste	список	lis	N;INAN;NOM;MASC;PL	
списки	listeleri	список	liste	N;INAN;NOM;MASC;PL	N;ACC;PL;3
систем	sistemleri	система	sistem	N;INAN;GEN;FEM;PL	N;ACC;PL;3
систем	sistemler	система	sistem	N;INAN;GEN;FEM;PL	N;NOM;PL;3
систем	sistem	система	sistem	N;INAN;GEN;FEM;PL	N;NOM;SG;3
комитет	kurul	комитет	kurul	N;INAN;NOM;MASC;SG	
комитет	komite	комитет	komit	N;INAN;NOM;MASC;SG	
комитет	heyet	комитет	heyet	N;INAN;NOM;MASC;SG	
комплекс	karışık	комплекс	karışık	N;INAN;NOM;MASC;SG	
комплекс	kompleks	комплекс	kompleks	N;INAN;NOM;MASC;SG	
комплекс	karmaşık	комплекс	karmaşık	N;INAN;NOM;MASC;SG	ADJ
функции	işlevi	функция	işlev	N;INAN;NOM;FEM;PL	N;NOM;SG;3
функции	fonksiyon	функция	fonksiyon	N;INAN;NOM;FEM;PL	
функции	işlev	функция	işlev	N;INAN;NOM;FEM;PL	
функции	fonksiyonu	функция	fonksiyon	N;INAN;NOM;FEM;PL	N;NOM;SG;3
состояние	statü	состояние	stat	N;INAN;NOM;NEUT;SG	
состояние	state	состояние	state	N;INAN;NOM;NEUT;SG	
состояние	eyalet	состояние	eyalet	N;INAN;NOM;NEUT;SG	
состояние	condition	состояние	condition	N;INAN;NOM;NEUT;SG	
состояние	şart	состояние	şart	N;INAN;NOM;NEUT;SG	
состояние	koşul	состояние	koşul	N;INAN;NOM;NEUT;SG	
означает	anlamı	означать	anlam	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;ACC;SG;3
означает	demek	означать	de	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
общая	yaygın	общий	yaygın	ADJ;NOM;FEM;SG	
муниципалитет	belediye	муниципалитет	beledi	N;INAN;NOM;MASC;SG	
муниципалитет	belediyesi	муниципалитет	belediye	N;INAN;NOM;MASC;SG	
муниципалитет	belediyeye	муниципалитет	belediye	N;INAN;NOM;MASC;SG	N;DAT;SG;3
представителей	temsilcileri	представитель	temsilci	N;ANIM;ACC;MASC;PL	N;NOM;PL;3
представителей	temsilciler	представитель	temsilci	N;ANIM;ACC;MASC;PL	N;NOM;PL;3
модели	manken	модель	manken	N;INAN;NOM;FEM;PL	
модели	model	модель	model	N;INAN;NOM;FEM;PL	
модели	modeli	модель	model	N;INAN;NOM;FEM;PL	N;NOM;SG;3
меньше	az	мало	az	NUM	ADV
климат	iklim	климат	iklim	N;INAN;NOM;MASC;SG	
минут	dakikalar	минута	dakika	N;INAN;GEN;FEM;PL	N;NOM;PL;3
минут	dakika	минута	dakika	N;INAN;GEN;FEM;PL	
животных	hayvanlar	животное	hayvan	N;ANIM;GEN;NEUT;PL	ADJ;NOM;PL;3
животных	hayvan	животное	hayvan	N;ANIM;GEN;NEUT;PL	
сен	seine	сен	sein		PROPN;NOM;SG;3
сен	saint	сен	saint		PROPN;NOM;SG;3
создать	oluştur	создать	oluş	V;PFV;NFIN;ACT	V;PFV;IMP;SG;2;POS;PRS;CAUS
создать	oluşturun	создать	oluş	V;PFV;NFIN;ACT	V;PFV;IMP;PL;2;POS;PRS;CAUS
создать	oluşturma	создать	oluş	V;PFV;NFIN;ACT	V;PFV;IND;SG;2;POS;PRS;CAUS
создать	oluşturmak	создать	oluş	V;PFV;NFIN;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
красный	kirmizi	красный	kirmiz	ADJ;NOM;MASC;SG	
красный	kızıl	красный	kızıl	ADJ;NOM;MASC;SG	
красный	red	красный	red	ADJ;NOM;MASC;SG	
конец	bitir	конец	bitir	N;INAN;NOM;MASC;SG	V;PFV;IMP;SG;2;POS;PRS
конец	son	конец	son	N;INAN;NOM;MASC;SG	
конец	sonu	конец	son	N;INAN;NOM;MASC;SG	
конец	bitiş	конец	bitiş	N;INAN;NOM;MASC;SG	
конец	bitiş	конец	bitiş	N;INAN;NOM;MASC;SG	
действие	eylem	действие	eylem	N;INAN;NOM;NEUT;SG	
действие	motor	действие	motor	N;INAN;NOM;NEUT;SG	
действие	aksiyon	действие	aksiyon	N;INAN;NOM;NEUT;SG	
правки	düzenlemeler	правка	düzenle	N;INAN;NOM;FEM;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
правки	düzenlemeleri	правка	düzenle	N;INAN;NOM;FEM;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
проблема	problem	проблема	problem	N;INAN;NOM;FEM;SG	
проблема	sorun	проблема	sorun	N;INAN;NOM;FEM;SG	
проблема	sorun	проблема	sorun	N;INAN;NOM;FEM;SG	
проблема	mesele	проблема	mesele	N;INAN;NOM;FEM;SG	
мужчины	erkekler	мужчина	erkek	N;ANIM;NOM;MASC;PL	ADJ;NOM;PL;3
мужчины	erkekler	мужчина	erkek	N;ANIM;NOM;MASC;PL	ADJ;NOM;PL;3
мужчины	men	мужчина	men	N;ANIM;NOM;MASC;PL	
мужчины	erkek	мужчина	erkek	N;ANIM;NOM;MASC;PL	
матери	anneler	мать	anne	N;ANIM;NOM;FEM;SG	N;NOM;PL;3
слов	kelimeler	слово	kelime	N;INAN;GEN;NEUT;PL	N;NOM;PL;3
слов	sözcükler	слово	sözcük	N;INAN;GEN;NEUT;PL	N;NOM;PL;3
слов	sözler	слово	söz	N;INAN;GEN;NEUT;PL	N;NOM;PL;3
слов	kelime	слово	kelim	N;INAN;GEN;NEUT;PL	
бой	savas	бой	savas	N;INAN;NOM;MASC;SG	
бой	dövüş	бой	dövüş	N;INAN;NOM;MASC;SG	
бой	mücadele	бой	mücadele	N;INAN;NOM;MASC;SG	
написать	yazma	писать	yazma	V;PFV;NFIN;ACT	
написать	yazın	писать	yaz	V;PFV;NFIN;ACT	
написать	yaz	писать	yaz	V;PFV;NFIN;ACT	
внутри	içi	внутри	iç	ADV	
внутри	içeride	внутри	içeri	ADV	N;ESS;SG;3
внутри	içerde	внутри	içeri	ADV	N;ESS;SG;3
победу	zafer	победа	zafer	N;INAN;ACC;FEM;SG	
роберт	robert	роберт	robert	N;ANIM;NOM;MASC;SG	
департамент	bölüm	департамент	bölüm	N;INAN;NOM;MASC;SG	
департамент	departmanı	департамент	departman	N;INAN;NOM;MASC;SG	N;ACC;SG;3
отсутствие	yokluğu	отсутствие	yokluk	N;INAN;NOM;NEUT;SG	N;ACC;SG;3
отсутствие	yokluğunda	отсутствие	yokluk	N;INAN;NOM;NEUT;SG	N;ESS;SG;3
австралии	avustralyalı	австралия	avustralyalı	N;INAN;NOM;FEM;PL	PROPN;NOM;SG;3
австралии	avusturalya	австралия	avusturalya	N;INAN;NOM;FEM;PL	PROPN;NOM;SG;3
австралии	avustralya	австралия	avustralya	N;INAN;NOM;FEM;PL	PROPN;NOM;SG;3
император	imparator	император	imparator	N;ANIM;NOM;MASC;SG	
статистика	istatistikleri	статистика	ista	N;INAN;NOM;FEM;SG	N;NOM;PL;3
статистика	istatistik	статистика	istatistik	N;INAN;NOM;FEM;SG	
статистика	istatistikler	статистика	istatistik	N;INAN;NOM;FEM;SG	N;NOM;PL;3
статистика	istatistikleri	статистика	ista	N;INAN;NOM;FEM;SG	N;NOM;PL;3
статистика	istatistik	статистика	istatistik	N;INAN;NOM;FEM;SG	
статистика	istatistikler	статистика	istatistik	N;INAN;NOM;FEM;SG	N;NOM;PL;3
статистика	istatistikleri	статистика	ista	N;INAN;NOM;FEM;SG	N;NOM;PL;3
