hän	انها	hän	انها	PRO;NOM;SG;3	
yhteistyötä	تعاون	yhteis#työ	تَعَاوُن	N;PRT;SG	N;NOM;INDF;SG
yhteistyötä	التعاون	yhteis#työ	تَعَاوُن	N;PRT;SG	N;NOM;DEF;SG
yhteistyötä	تعاون	yhteis#työ	تَعَاوُن	N;PRT;SG	N;NOM;INDF;SG
mario	ماريو	mario	ماريو		
valmistettu	المصنعة	valmistaa	مُصَنَّع	V;NOM;SG;V.PTCP;PASS	N;NOM;DEF;SG
valmistettu	صنع	valmistaa	صَنَع	V;NOM;SG;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
valmistettu	مصنوع	valmistaa	مَصنُوع	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
valmistettu	جعل	valmistaa	جَعَل	V;NOM;SG;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
valmistettu	استعداد	valmistaa	اِستِعدَاد	V;NOM;SG;V.PTCP;PASS	N;NOM;INDF;SG
sata	hundr	sata	أَمِثثَة	NUM;NOM;SG	
sun	صن	sinä	صَن	PRO;GEN;SG;2	
sun	شمس	sinä	شمس	PRO;GEN;SG;2	
sun	الشمس	sinä	شَمس	PRO;GEN;SG;2	N;NOM;DEF;SG
windows	windo	windows	مُثَثَّذ	PROPN;NOM;SG	
windows	النوافذ	windows	نَافِذ	PROPN;NOM;SG	N;NOM;DEF;PL
windows	ويندوز	windows	ويندوز	PROPN;NOM;SG	
windows	نوافذ	windows	نَافِذ	PROPN;NOM;SG	N;NOM;INDF;PL
christian	مسيحية	christian	مَسِيحِيّ	N;NOM;SG	ADJ;NOM;INDF;FEM;SG
christian	مسيحي	christian	مَسِيحِيّ	N;NOM;SG	ADJ;NOM;INDF;MASC;SG
christian	كريستيان	christian	كُرَيستِيّ	N;NOM;SG	
washington	واشنطن	washington	وَاشِنطُن	N;GEN;SG	
washington	واشنطون	washington	وَاشِنطُون	N;GEN;SG	
rumpali	الطبال	rumpali	طَبِيل	N;NOM;SG	
sisälsi	احتواء	sisältää	اِحتِوَاء	V;IND;SG;3;PST;FIN;ACT	N;NOM;INDF;SG
palaa	حرق	palata	حَرق	V;IMP;SG;2;FIN;ACT	
palaa	بحرق	palata	بحرق	V;IMP;SG;2;FIN;ACT	
palaa	احرق	palata	أَحرَق	V;IMP;SG;2;FIN;ACT	V;PFV;MASC;SG;3;ACT
palaa	الحرق	palata	حَرِيق	V;IMP;SG;2;FIN;ACT	N;NOM;DEF;SG
palaa	العودة	palata	عَودَة	V;IMP;SG;2;FIN;ACT	N;NOM;DEF;SG
palaa	عودة	palata	عَودَة	V;IMP;SG;2;FIN;ACT	N;NOM;INDF;SG
alankomaiden	داتش	alan#komaa	داتش	N;GEN;PL	
alankomaiden	الهولندي	alan#komaa	هُولَندِيّ	N;GEN;PL	ADJ;NOM;DEF;MASC;SG
alankomaiden	الهولندية	alan#komaa	هُولَندِيّ	N;GEN;PL	ADJ;NOM;DEF;FEM;SG
perustaja	مؤسس	perustaja	مُؤَسِّس	N;NOM;SG	
jim	جيم	jim	جيم	PROPN;NOM;SG	
omistaa	امتلاك	omistaa	اِمتِلَاك	V;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;SG
omistaa	مملوكة	omistaa	مَملُوك	V;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;INDF;FEM;SG
omistaa	المملوكة	omistaa	مَملُوك	V;IND;SG;3;PRS;FIN;ACT	N;NOM;DEF;SG
playstation	ستيشن	playstatio	ستِيشِن	N;GEN;SG	
turkin	تركيا	turkki	تُركِيَا	N;GEN;SG	
turkin	التركي	turkki	تُركِيّ	N;GEN;SG	N;NOM;DEF;SG
turkin	التركية	turkki	تُركِيّ	N;GEN;SG	ADJ;NOM;DEF;FEM;SG
turkin	تركية	turkki	تُركِيّ	N;GEN;SG	ADJ;NOM;INDF;FEM;SG
turkin	تركي	turkki	تُركِيّ	N;GEN;SG	
pisteet	النتيجة	piste	نَتِيجَة	N;NOM;PL	N;NOM;DEF;SG
maailma	العالمي	maailma	عَالَمِيّ	N;NOM;SG	ADJ;NOM;DEF;MASC;SG
maailma	world	maailma	world	N;NOM;SG	
den	دن	den	دَن	N;NOM;SG	
den	عرين	den	عَرِين	N;NOM;SG	
väestö	الديمغرافية	väestö	دِيمُغرَافِيّ	N;NOM;SG	ADJ;NOM;DEF;FEM;SG
väestö	السكان	väestö	سَاكِن	N;NOM;SG	N;NOM;DEF;PL
muodostettiin	تشكلت	muodostaa	تَشَكَّل	V;IND;PST;FIN;PASS	V;PFV;FEM;SG;3;ACT
stanley	ستانلي	stanley	ستانلي	N;NOM;SG	
otettu	اخذ	ottaa	أَخذ	V;NOM;SG;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
otettu	ماخوذ	ottaa	ماخوذ	V;NOM;SG;V.PTCP;PASS	
otettu	تؤخذ	ottaa	أَخَذ	V;NOM;SG;V.PTCP;PASS	V;IPFV;FEM;IND;SG;3;FIN;ACT
otettu	المتخذة	ottaa	مُتَّخَذ	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG
tukea	دعم	tuki	دَعم	N;PRT;SG	N;NOM;INDF;SG
tukea	الدعم	tuki	دَعم	N;PRT;SG	N;NOM;DEF;SG
jaetaan	مشاركة	jakaa	مُشَارَكَة	V;IND;PRS;FIN;PASS	N;NOM;INDF;SG
jaetaan	المشاركة	jakaa	مُشَارَكَة	V;IND;PRS;FIN;PASS	N;NOM;DEF;SG
jaetaan	تقاسم	jakaa	تَقَاسُم	V;IND;PRS;FIN;PASS	N;NOM;INDF;SG
jaetaan	التشارك	jakaa	تَشَارُك	V;IND;PRS;FIN;PASS	N;NOM;DEF;SG
tähden	نجمة	tähti	نَجمَة	N;GEN;SG	N;NOM;INDF;SG
tähden	النجم	tähti	نَجم	N;GEN;SG	N;NOM;DEF;SG
tähden	النجمة	tähti	نَجمَة	N;GEN;SG	N;NOM;DEF;SG
tähden	نجم	tähti	نجم	N;GEN;SG	
tähden	ستار	tähti	سِتَار	N;GEN;SG	
suhde	العلاقات	suhde	عَلَاقَة	N;NOM;SG	N;NOM;DEF;PL
suhde	علاقه	suhde	علاقه	N;NOM;SG	PRO;NOM;MASC;SG;3
ateenan	اثينا	ateetta	أَثِينَا	N;GEN;SG	
yhteisön	مجتمع	yhteisö	مُجتَمَع	N;GEN;SG	N;NOM;INDF;SG
yhteisön	المجتمع	yhteisö	مُجتَمَع	N;GEN;SG	N;NOM;DEF;SG
yhteisön	الجماعة	yhteisö	جَمَاعَة	N;GEN;SG	N;NOM;DEF;SG
prinssi	برنس	prinssi	برنس	N;NOM;SG	
prinssi	برينس	prinssi	برِينس	N;NOM;SG	
vähitellen	تدريجية	vähitellen	تَدرِيجِيّ	ADV	ADJ;NOM;INDF;FEM;SG
vähitellen	التدريجي	vähitellen	تَدرِيجِيّ	ADV	ADJ;NOM;DEF;MASC;SG
vähitellen	تدريجي	vähitellen	تَدرِيجِيّ	ADV	ADJ;NOM;INDF;MASC;SG
vähitellen	تدريجيا	vähitellen	تَدرِيجِيّ	ADV	ADJ;ACC;INDF;MASC;SG
kuvaus	وصف	kuvaus	وَصَف	N;NOM;SG	V;PFV;MASC;SG;3;ACT
väliin	بين	väliin	بَينَ	ADV	ADP;ACC
kuvattiin	صورت	kuvata	صُورت	V;IND;PST;FIN;PASS	V;PFV;FEM;SG;3;ACT
tappaa	اقتل	tappaa	اِقتَلّ	V;IND;SG;PRS;FIN;ACT	
sisältö	محتويات	sisältö	مُحتَوَى	N;NOM;SG	N;NOM;INDF;PL
sisältö	محتويات	sisältö	مُحتَوَى	N;NOM;SG	N;NOM;INDF;PL
herra	ربي	herra	ربي	N;NOM;SG	
herra	رب	herra	رَبّ	N;NOM;SG	
herra	لورد	herra	لورد	N;NOM;SG	
herra	سيدي	herra	سيدي	N;NOM;SG	
herra	سيدى	herra	سيدى	N;NOM;SG	
televisio	التليفزيون	televisio	التليفزيون	N;NOM;SG	
kuluessa	ضمن	kulua	ضِمنَ	V;IN+ESS;SG;NFIN;ACT	ADP;ACC
dave	دايف	dave	دايف	PROPN;NOM;SG	
dave	ديف	dave	دَيفَ	PROPN;NOM;SG	
eversti	كولونيل	eversti	كُولُونِيل	N;NOM;SG	
unionin	النقابة	unioni	نِقَابَة	N;GEN;SG	N;NOM;DEF;SG
unionin	نقابة	unioni	نِقَابَة	N;GEN;SG	N;NOM;INDF;SG
unionin	يونيون	unioni	يُونِيُون	N;GEN;SG	
unionin	الاتحاد	unioni	اِتِّحَاد	N;GEN;SG	N;NOM;DEF;SG
lapsen	الطفلة	lapsi	طِفلَة	N;GEN;SG	N;NOM;DEF;SG
lapsen	طفل	lapsi	طِفل	N;GEN;SG	N;NOM;INDF;SG
lapsen	طفلة	lapsi	طِفلَة	N;GEN;SG	N;NOM;INDF;SG
lapsen	الطفل	lapsi	طِفل	N;GEN;SG	N;NOM;DEF;SG
tarvitaan	حاجة	tarvita	حَاجَة	V;IND;PRS;FIN;PASS	N;NOM;INDF;SG
tarvitaan	الحاجة	tarvita	حَاجَة	V;IND;PRS;FIN;PASS	N;NOM;DEF;SG
tarvitaan	مطلوب	tarvita	مَطلُوب	V;IND;PRS;FIN;PASS	ADJ;NOM;INDF;MASC;SG
tarinan	ستوري	tarina	ستوري	N;GEN;SG	
tarinan	قصة	tarina	قِصَّة	N;GEN;SG	N;NOM;INDF;SG
tarinan	حكاية	tarina	حِكَايَة	N;GEN;SG	N;NOM;INDF;SG
tarinan	القصة	tarina	قِصَّة	N;GEN;SG	N;NOM;DEF;SG
tarinan	قصه	tarina	قَصه	N;GEN;SG	
hyvää	خير	hyvä	خَير	ADJ;PRT;SG	ADJ;NOM;INDF;MASC;SG
hyvää	الخير	hyvä	خَير	ADJ;PRT;SG	N;NOM;DEF;SG
hyvää	طيب	hyvä	طيب	ADJ;PRT;SG	
hyvää	جيد	hyvä	جَيِّد	ADJ;PRT;SG	ADJ;NOM;INDF;MASC;SG
hyvää	بخير	hyvä	بخير	ADJ;PRT;SG	
hyvää	يسعد	hyvä	سَعِد	ADJ;PRT;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
hyvää	سعيده	hyvä	سعيده	ADJ;PRT;SG	PRO;NOM;FEM;SG;3
hyvää	هابي	hyvä	هابي	ADJ;PRT;SG	
hyvää	سعيد	hyvä	سعيد	ADJ;PRT;SG	
hyvää	سعيدة	hyvä	سَعِيد	ADJ;PRT;SG	ADJ;NOM;INDF;FEM;SG
annettu	نظرا	antaa	نَظَر	V;NOM;SG;V.PTCP;PASS	N;ACC;INDF;SG
varustettu	مجهزة	varustaa	مُجَهَّز	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
varustettu	مجهز	varustaa	مَجهَز	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
rajan	حدود	raja	حَدّ	N;GEN;SG	N;NOM;INDF;PL
rajan	الحدود	raja	حَدّ	N;GEN;SG	N;NOM;DEF;PL
league	دوري	league	دَورِيّ	N;NOM;SG	
jakoi	المشتركة	jakaa	مُشتَرَك	V;IND;SG;3;PST;FIN;ACT	ADJ;NOM;DEF;FEM;SG
jakoi	تقاسم	jakaa	تَقَاسُم	V;IND;SG;3;PST;FIN;ACT	N;NOM;INDF;SG
jakoi	مشترك	jakaa	مُشتَرَك	V;IND;SG;3;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG
norjalainen	النرويجية	norjalainen	نُروِيجِيّ	ADJ;NOM;SG	N;NOM;DEF;SG
norjalainen	النرويج	norjalainen	نُرُويج	ADJ;NOM;SG	
tapauksissa	الحالات	tapaus	حَالَة	N;IN+ESS;PL	N;NOM;DEF;PL
tapauksissa	حالات	tapaus	حَالَة	N;IN+ESS;PL	N;NOM;INDF;PL
tapauksissa	القضايا	tapaus	قَضِيَّة	N;IN+ESS;PL	N;NOM;DEF;PL
tapauksissa	قضايا	tapaus	قَضِيَّة	N;IN+ESS;PL	N;NOM;INDF;PL
julkaisu	بوست	julkaisu	بُوست	N;NOM;SG	
itävalta	نمساوي	itä#valta	نِمسَاوِيّ	N;NOM;SG	ADJ;NOM;INDF;MASC;SG
itävalta	نمساوية	itä#valta	نِمسَاوِيّ	N;NOM;SG	ADJ;NOM;INDF;FEM;SG
itävalta	النمساوية	itä#valta	نِمسَاوِيّ	N;NOM;SG	
itävalta	النمسا	itä#valta	اَلنِّمسَا	N;NOM;SG	
osoittaa	عروض	osoittaa	عَرض	V;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;PL
osoittaa	العروض	osoittaa	عَرض	V;IND;SG;3;PRS;FIN;ACT	N;NOM;DEF;PL
auringon	صن	aurinko	صَن	N;GEN;SG	
auringon	شمس	aurinko	شمس	N;GEN;SG	
auringon	الشمس	aurinko	شَمس	N;GEN;SG	N;NOM;DEF;SG
auringon	شمسية	aurinko	شَمسِيّ	N;GEN;SG	ADJ;NOM;INDF;FEM;SG
auringon	شمسي	aurinko	شمسي	N;GEN;SG	ADJ;NOM;INDF;MASC;SG
auringon	الشمسية	aurinko	شَمسِيّ	N;GEN;SG	ADJ;NOM;DEF;FEM;SG
löydettiin	اكتشفت	löytää	اِكتَشَف	V;IND;PST;FIN;PASS	V;PFV;FEM;SG;3;ACT
löydettiin	وجد	löytää	وَجَد	V;IND;PST;FIN;PASS	V;PFV;MASC;SG;3;ACT
löydettiin	خلصت	löytää	خَلَّص	V;IND;PST;FIN;PASS	V;PFV;FEM;SG;3;ACT
löydettiin	وجدت	löytää	وَجَد	V;IND;PST;FIN;PASS	V;PFV;FEM;SG;3;ACT
mainita	استشهد	mainita	اِستَشهَد	V;SG;NFIN;ACT	
julkaisuja	الوظائف	julkaisu	وَظِيفَة	N;PRT;PL	N;NOM;DEF;PL
julkaisuja	منشورات	julkaisu	مَنشُور	N;PRT;PL	N;NOM;INDF;PL
julkaisuja	المناصب	julkaisu	مُنَاصِب	N;PRT;PL	N;NOM;DEF;PL
julkaisuja	المنشورات	julkaisu	مَنشُور	N;PRT;PL	N;NOM;DEF;PL
julkaisuja	منشورات	julkaisu	مَنشُور	N;PRT;PL	N;NOM;INDF;PL
julkaisuja	المطبوعات	julkaisu	مَطبُوع	N;PRT;PL	N;NOM;DEF;PL
julkaisuja	المنشورات	julkaisu	مَنشُور	N;PRT;PL	N;NOM;DEF;PL
käyttäjien	المستخدمون	käyttäjä	مُستَخدِم	N;GEN;PL	N;NOM;DEF;PL
käyttäjien	مستخدمون	käyttäjä	مُستَخدِم	N;GEN;PL	N;NOM;INDF;PL
käyttäjien	المستخدمين	käyttäjä	مُستَخدِم	N;GEN;PL	N;ACC;DEF;PL
käyttäjien	مستخدمين	käyttäjä	مُستَخدَم	N;GEN;PL	N;ACC;INDF;PL
käyttäjien	مستخدمو	käyttäjä	مُستَخدِم	N;GEN;PL	N;NOM;INDF;PL
tähti	نجم	tähti	نجم	N;NOM;SG	
tähti	ستار	tähti	سِتَار	N;NOM;SG	
suunnitellut	المخطط	suunnitella	مُخَطَّط	V;NOM;PL;V.PTCP;PASS	N;NOM;DEF;SG
suunnitellut	صمم	suunnitella	صَمَّم	V;NOM;PL;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
suunnitellut	صممت	suunnitella	صَمَّم	V;NOM;PL;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
tila	مود	tila	مود	N;NOM;SG	
chicago	شيكاغو	chicago	شِيكَاغُو	PROPN;NOM;SG	
chicago	شيكاجو	chicago	شِيكَاجُو	PROPN;NOM;SG	
tarjoaa	عروض	tarjota	عَرض	V;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;PL
tarjoaa	العروض	tarjota	عَرض	V;IND;SG;3;PRS;FIN;ACT	N;NOM;DEF;PL
tason	مستوى	taso	مُستَوَى	N;GEN;SG	N;NOM;INDF;SG
tason	المستوى	taso	مُستَوَى	N;GEN;SG	N;NOM;DEF;SG
johnson	جونسن	john#son	جُونسُن	N;NOM;SG	
johnson	جونسون	john#son	جُونسُون	N;NOM;SG	
walter	والتر	walter	والتر	N;NOM;SG	
belgian	بلجيكا	belgia	بِلجِيكَا	PROPN;GEN;SG	
belgian	البلجيكية	belgia	بِلجِيكِيّ	PROPN;GEN;SG	ADJ;NOM;DEF;FEM;SG
belgian	البلجيكي	belgia	بِلجِيكِيّ	PROPN;GEN;SG	N;NOM;DEF;SG
belgian	بلجيكا	belgia	بِلجِيكَا	PROPN;GEN;SG	
tapaa	قابل	tapa	قَابَل	N;PRT;SG	ADJ;NOM;INDF;MASC;SG
tapaa	تلبية	tapa	تَلبِيَة	N;PRT;SG	N;NOM;INDF;SG
tapaa	نلتقي	tapa	نلتقي	N;PRT;SG	
tapaa	لقاء	tapa	لِقَاء	N;PRT;SG	N;NOM;INDF;SG
tapahtumat	مناسبات	tapahtuma	مُنَاسَبَة	N;NOM;PL	ADJ;NOM;INDF;FEM;PL
tapahtumat	معاملات	tapahtuma	معاملات	N;NOM;PL	ADJ;NOM;INDF;FEM;PL
pikku	الصغير	pikku	صَغِير	ADJ	
pikku	القليل	pikku	قَلِيل	ADJ	
johnny	جوني	johtaa	جُونِيّ	N;NOM;SG	
johnny	جونى	johtaa	جونى	N;NOM;SG	
rahaa	فلوس	raha	فِلم	N;PRT;SG	
rahaa	نقود	raha	نقود	N;PRT;SG	N;NOM;INDF;PL
rahaa	اموال	raha	مَال	N;PRT;SG	N;NOM;INDF;PL
rahaa	المال	raha	مَال	N;PRT;SG	N;NOM;DEF;SG
rahaa	مال	raha	مَال	N;PRT;SG	
rahaa	النقدية	raha	نَقدِيّ	N;PRT;SG	ADJ;NOM;DEF;FEM;SG
rahaa	نقدية	raha	نقدية	N;PRT;SG	ADJ;NOM;INDF;FEM;SG
rahaa	نقد	raha	نَقد	N;PRT;SG	N;NOM;INDF;SG
rahaa	كاش	raha	كَاش	N;PRT;SG	
rahaa	نقدا	raha	نَقد	N;PRT;SG	N;ACC;INDF;SG
aalto	لوح	aalto	لَوح	N;NOM;SG	
tapahtumia	احداث	tapahtuma	حَدَث	N;PRT;PL	N;NOM;INDF;PL
tapahtumia	الفعاليات	tapahtuma	الفعاليات	N;PRT;PL	N;NOM;DEF;PL
tapahtumia	المناسبات	tapahtuma	مُنَاسَبَة	N;PRT;PL	N;NOM;DEF;PL
tapahtumia	الاحداث	tapahtuma	حَدَث	N;PRT;PL	N;NOM;DEF;PL
tapahtumia	مناسبات	tapahtuma	مُنَاسَبَة	N;PRT;PL	ADJ;NOM;INDF;FEM;PL
brown	اسمر	brown	أَسمَر	PROPN;NOM;SG	
brown	البني	brown	بَنِّيّ	PROPN;NOM;SG	N;NOM;DEF;SG
brown	بنية	brown	بِنيَة	PROPN;NOM;SG	N;NOM;INDF;SG
brown	براون	brown	براون	PROPN;NOM;SG	
ford	فورد	ford	فُورد	PROPN;NOM;SG	
toivo	هوب	toivo	هوب	N;NOM;SG	
toivo	امل	toivo	امل	N;NOM;SG	
kasvatti	اثير	kasvattaa	أَثِير	V;IND;SG;3;PST;FIN;ACT	
apua	المساعدة	apu	مُسَاعَدَة	N;PRT;SG	N;NOM;DEF;SG
apua	مساعدة	apu	مُسَاعَدَة	N;PRT;SG	N;NOM;INDF;SG
apua	ساعد	apu	سَاعَد	N;PRT;SG	V;MASC;IMP;SG
helsinkiin	هلسنكي	helsin	هِلسِنكِي	N;IN+ALL;SG	
hot	حار	hot	حَارّ		N;NOM;INDF;SG
hot	حارة	hot	حَارّ		N;NOM;INDF;SG
hot	ساخنة	hot	سَاخِن		ADJ;NOM;INDF;FEM;SG
hot	ساخن	hot	سَاخِن		ADJ;NOM;INDF;MASC;SG
korean	كوري	korea	كُورِيّ	N;GEN;SG	
korean	الكورية	korea	كُورِيّ	N;GEN;SG	ADJ;NOM;DEF;FEM;SG
korean	كوريا	korea	كُورِيَا	N;GEN;SG	
korean	الكوري	korea	كُورِيّ	N;GEN;SG	ADJ;NOM;DEF;MASC;SG
korean	كوريا	korea	كُورِيَا	N;GEN;SG	
roger	روجر	roger	رُوجِر	PROPN;NOM;SG	
rakenne	نسيج	rakenne	نَسِيج	N;NOM;SG	
luokiteltu	مصنف	luokitella	مَصنَف	V;NOM;SG;V.PTCP;PASS	N;NOM;INDF;SG
lontoo	لندن	lonto	لَندَن	N;NOM;SG	
kielet	لغة	kieli	لُغَة	N;NOM;PL	N;NOM;INDF;SG
kielet	اللغة	kieli	لُغَة	N;NOM;PL	N;NOM;DEF;SG
pojat	اولاد	poika	اولاد	N;NOM;PL	
pojat	ولاد	poika	وَلَد	N;NOM;PL	
kim	كيم	kim	كِيم	PROPN;NOM;SG	
elokuvia	الافلام	elo#kuva	فِيلم	N;PRT;PL	N;NOM;DEF;PL
elokuvia	افلام	elo#kuva	فِيلم	N;PRT;PL	N;NOM;INDF;PL
elokuvia	الافلام	elo#kuva	فِيلم	N;PRT;PL	N;NOM;DEF;PL
elokuvia	افلام	elo#kuva	فِيلم	N;PRT;PL	N;NOM;INDF;PL
pienempi	اخفض	pieni	خَفض	ADJ;NOM;CMPR;SG	
pienempi	ادنى	pieni	أَدنَى	ADJ;NOM;CMPR;SG	
engl	eng	engl	كَثَّم	N;NOM;SG	
tunnin	ساعه	tunti	ساعه	N;GEN;SG	
tunnin	الساعة	tunti	سَاعَة	N;GEN;SG	N;NOM;DEF;SG
tunnin	ساعة	tunti	سَاعَة	N;GEN;SG	N;NOM;INDF;SG
hyökkäyksen	اجتياح	hyökkäys	اِجتِيَاح	N;GEN;SG	N;NOM;INDF;SG
hyökkäyksen	الغزو	hyökkäys	غَزو	N;GEN;SG	N;NOM;DEF;SG
hyökkäyksen	غزو	hyökkäys	غَزو	N;GEN;SG	N;NOM;INDF;SG
brian	براين	brian	برَايِن	PROPN;NOM;SG	
brian	بريان	brian	برِيَان	PROPN;NOM;SG	
pyhä	سانت	pyhä	سَان	N;NOM;SG	
pyhä	المقدسة	pyhä	مُقَدَّس	N;NOM;SG	ADJ;NOM;DEF;FEM;SG
pyhä	مقدس	pyhä	مَقدَس	N;NOM;SG	ADJ;NOM;INDF;MASC;SG
pyhä	المقدسة	pyhä	مُقَدَّس	N;NOM;SG	ADJ;NOM;DEF;FEM;SG
pyhä	مقدسة	pyhä	مُقَدَّس	N;NOM;SG	ADJ;NOM;INDF;FEM;SG
pyhä	مقدس	pyhä	مَقدَس	N;NOM;SG	ADJ;NOM;INDF;MASC;SG
renault	رينو	renault	رينو	N;NOM;SG	
väri	الالوان	väri	لَون	N;NOM;SG	N;NOM;DEF;PL
vladimir	فلاديمير	vladimir	فلَادِيمِير	N;NOM;SG	
tyttö	بنت	tyttö	بَنَى	N;NOM;SG	V;PFV;FEM;SG;3;ACT
mikael	مايكل	mikael	مَايكِل	PROPN;NOM;SG	
rakentaminen	بناء	rakentaminen	بِنَاء	N;NOM;SG	N;ACC;INDF;SG
rakentaminen	بناء	rakentaminen	بِنَاء	N;NOM;SG	N;ACC;INDF;SG
rakentaminen	الانشاءات	rakentaminen	إِنشَاء	N;NOM;SG	N;NOM;DEF;PL
parhaat	اطيب	hyvä	أَطَاب	ADJ;NOM;RL;PL	
parhaat	الافضل	hyvä	أَفضَل	ADJ;NOM;RL;PL	ADJ;NOM;DEF;MASC;SG
parhaat	ضل	hyvä	ضَلّ	ADJ;NOM;RL;PL	V;PFV;MASC;SG;3;ACT
parhaat	افضل	hyvä	أَفضَل	ADJ;NOM;RL;PL	ADJ;NOM;INDF;MASC;SG
merkitty	مشتركا	merkitä	مُشتَرَك	V;NOM;SG;V.PTCP;PASS	ADJ;ACC;INDF;MASC;SG
merkitty	اشتركت	merkitä	اِشتَرَك	V;NOM;SG;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
merkitty	مشترك	merkitä	مُشتَرَك	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
long	لونغ	long	لُونغ		
long	الطويل	long	طَوِيل		
long	طويلا	long	طَوِيل		ADJ;ACC;INDF;MASC;SG
long	طويلة	long	طَوِيل		ADJ;NOM;INDF;FEM;SG
long	طويل	long	طَوِيل		ADJ;NOM;INDF;MASC;SG
juan	خوان	juan	خُوَان	PROPN;NOM;SG	
hengen	الروح	henki	رُوح	N;GEN;SG	N;NOM;DEF;SG
hengen	روح	henki	رُوح	N;GEN;SG	
parlamentin	البرلمان	parlamentti	بَرلَمَان	N;GEN;SG	N;NOM;DEF;SG
parlamentin	برلمان	parlamentti	بَرلَمَان	N;GEN;SG	N;NOM;INDF;SG
lippu	علم	lippu	عَلِم	N;NOM;SG	V;PFV;MASC;SG;3;ACT
pelata	مسرحية	pelata	مَسرَحِيّ	V;SG;NFIN;ACT	N;NOM;INDF;SG
pelata	العب	pelata	العب	V;SG;NFIN;ACT	
pelata	تشغيل	pelata	تَشغِيل	V;SG;NFIN;ACT	N;NOM;INDF;SG
pelata	اللعب	pelata	لَعب	V;SG;NFIN;ACT	N;NOM;DEF;SG
toisena	ثانيا	toinen	ثَانِي	ADJ;FRML;SG	ADJ;ACC;INDF;MASC;SG
toisena	الثانيه	toinen	الثانيه	ADJ;FRML;SG	
toisena	تاني	toinen	تَانِي	ADJ;FRML;SG	
toisena	الثاني	toinen	ثَانِي	ADJ;FRML;SG	ADJ;NOM;DEF;MASC;SG
toisena	الثانية	toinen	ثَانِي	ADJ;FRML;SG	ADJ;NOM;DEF;FEM;SG
toisena	ثاني	toinen	ثاني	ADJ;FRML;SG	
vihreä	اخضر	vihreä	أَخضَر	ADJ;NOM;SG	
vihreä	خضراء	vihreä	خَضِير	ADJ;NOM;SG	
vihreä	خضر	vihreä	خضر	ADJ;NOM;SG	
vihreä	الاخضر	vihreä	الاخضر	ADJ;NOM;SG	N;NOM;DEF;SG
ystävä	صديقي	ystävä	صديقي	N;NOM;SG	
kutsuttu	دعا	kutsua	دَعَا	V;NOM;SG;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
kutsuttu	دعيت	kutsua	دَعَا	V;NOM;SG;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
kutsuttu	مدعو	kutsua	مَدعُوّ	V;NOM;SG;V.PTCP;PASS	N;NOM;INDF;SG
kutsuttu	دعا	kutsua	دَعَا	V;NOM;SG;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
kutsuttu	اتصلت	kutsua	اِتَّصَل	V;NOM;SG;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
space	مساحة	space	مِسَاحَة		N;NOM;INDF;SG
space	الفضاء	space	فَضَاء		N;NOM;DEF;SG
space	فضاء	space	فَضَاء		N;NOM;INDF;SG
space	حيز	space	حَيِّز		N;NOM;INDF;SG
leena	وندي	leena	وندي	N;NOM;SG	
leena	ويندي	leena	ويندي	N;NOM;SG	
kauppa	تسوق	kauppa	سَوَّق	N;NOM;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
kauppa	متجر	kauppa	مَتجَر	N;NOM;SG	
kauppa	محلا	kauppa	مَحَلّ	N;NOM;SG	N;ACC;INDF;SG
kauppa	شوب	kauppa	شَوبَ	N;NOM;SG	
kauppa	متجر	kauppa	مَتجَر	N;NOM;SG	
näkee	بصير	nähdä	بصير	V;IND;SG;3;PRS;FIN;ACT	
adam	ادم	adam	أَدَّم	PROPN;NOM;SG	
adam	ادام	adam	أَدَام	PROPN;NOM;SG	
kanavan	قناة	kanava	قَنَاة	N;GEN;SG	N;NOM;INDF;SG
kanavan	القناة	kanava	قَنَاة	N;GEN;SG	N;NOM;DEF;SG
kanavan	قناة	kanava	قَنَاة	N;GEN;SG	N;NOM;INDF;SG
kanavan	القناة	kanava	قَنَاة	N;GEN;SG	N;NOM;DEF;SG
