emma	emma	emma	emma	PROPN	N;NOM;FEM;SG
ardere	dedzināšanas	ardere	dedzināšana	N;INDF;FEM;SG	N;NOM;FEM;PL
cost	izmaksas	cost	izmaksa	N;INDF;MASC;SG	N;NOM;FEM;PL
modifica	izmaina	modifica	izmainīt	V;IND;SG;3;IPFV;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
boeing	boeing	boeing	boeingt	N;INDF;MASC;SG	
intoarcere	atdeve	intoarcere	atdeve	N;INDF;FEM;SG	N;NOM;FEM;SG
intoarcere	atgriešanas	intoarcere	atgriešana	N;INDF;FEM;SG	N;NOM;FEM;SG
intoarcere	atgriešanās	intoarcere	atgriešanās	N;INDF;FEM;SG	N;NOM;FEM;SG
cercetatorii	pētniekiem	cercetatoriu	pētnieks	N;DEF;MASC;PL	N;DAT;MASC;PL
cercetatorii	pētnieki	cercetatoriu	pētnieks	N;DEF;MASC;PL	N;NOM;MASC;PL
pestera	alas	pestera	ala	N;DEF;FEM;SG	N;NOM;FEM;PL
pestera	alā	pestera	als	N;DEF;FEM;SG	N;ESS;MASC;SG
pestera	ala	pestera	ala	N;DEF;FEM;SG	N;NOM;FEM;SG
pestera	alas	pestera	ala	N;DEF;FEM;SG	N;NOM;FEM;PL
pestera	alā	pestera	als	N;DEF;FEM;SG	N;ESS;MASC;SG
pestera	ala	pestera	ala	N;DEF;FEM;SG	N;NOM;FEM;SG
pestera	alas	pestera	ala	N;DEF;FEM;SG	N;NOM;FEM;PL
pestera	alā	pestera	als	N;DEF;FEM;SG	N;ESS;MASC;SG
pestera	ala	pestera	ala	N;DEF;FEM;SG	N;NOM;FEM;SG
pestera	alas	pestera	ala	N;DEF;FEM;SG	N;NOM;FEM;PL
pestera	alā	pestera	als	N;DEF;FEM;SG	N;ESS;MASC;SG
pestera	ala	pestera	ala	N;DEF;FEM;SG	N;NOM;FEM;SG
gay	gejiem	gay	iejis	N;INDF;MASC;SG	N;DAT;MASC;PL
gay	gejs	gay	gejs	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
creta	krēta	creta	krēts	N;DEF;FEM;SG	N;NOM;FEM;SG
creta	krīts	creta	krīts	N;DEF;FEM;SG	N;NOM;MASC;SG
creta	krīts	creta	krīts	N;DEF;FEM;SG	N;NOM;MASC;SG
creta	krēta	creta	krēts	N;DEF;FEM;SG	N;NOM;FEM;SG
ming	minu	ming	minēt	PROPN	N;NOM;MASC;SG
montgomery	montgomerijs	montgomery	montgomerijs	PROPN	N;NOM;MASC;SG
egiptean	ēģiptes	egiptean	Ēģipte	ADJ;INDF;MASC;SG	PROPN;NOM;FEM;SG
egiptean	ēģiptiešu	egiptean	ēģiptietis	ADJ;INDF;MASC;SG	N;GEN;MASC;PL
variabile	mainīgā	variabilă	mainīgs	N;INDF;FEM;PL	ADJ;NOM;FEM;SG
variabile	mainīgais	variabilă	mainīgs	N;INDF;FEM;PL	ADJ;NOM;MASC;SG
variabile	mainīgs	variabilă	mainīgs	N;INDF;FEM;PL	ADJ;NOM;MASC;SG
variabile	mainīgo	variabilă	mainīga	N;INDF;FEM;PL	ADJ;ACC;MASC;SG
variabile	mainīga	variabilă	mainīga	N;INDF;FEM;PL	ADJ;NOM;FEM;SG
variabile	mainīgie	variabilă	mainīgs	N;INDF;FEM;PL	ADJ;NOM;MASC;PL
mediterana	vidusjūras	mediteran	vidusjūra	N;DEF;FEM;SG	N;NOM;FEM;PL
mediterana	vidusjūra	mediteran	vidusjūra	N;DEF;FEM;SG	N;NOM;FEM;SG
mediterana	vidusjūras	mediteran	vidusjūra	N;DEF;FEM;SG	N;NOM;FEM;PL
mediterana	vidusjūra	mediteran	vidusjūra	N;DEF;FEM;SG	N;NOM;FEM;SG
metale	metāla	metal	metāls	N;INDF;FEM;PL	N;GEN;MASC;SG
metale	metāls	metal	metāls	N;INDF;FEM;PL	N;NOM;MASC;SG
bush	krūmu	bush	krūms	PROPN	N;ACC;MASC;SG
bush	bush	bush	bush	PROPN	
bush	buša	bush	buša	PROPN	PROPN;NOM;FEM;SG
standardele	standartos	standard	standarts	N;DEF;FEM;PL	N;ESS;MASC;PL
standardele	standartus	standard	standarts	N;DEF;FEM;PL	N;ACC;MASC;PL
standardele	standarti	standard	standarts	N;DEF;FEM;PL	N;NOM;MASC;PL
daneza	dāņu	daneza	dāna	ADJ;DEF;FEM;SG	N;GEN;MASC;PL
daneza	dānijas	daneza	dānija	ADJ;DEF;FEM;SG	PROPN;NOM;FEM;SG
verticala	vertikāls	verticală	vertikāls	N;DEF;FEM;SG	N;NOM;MASC;SG
verticala	vertikālais	verticală	vertikāls	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
verticala	vertikāli	verticală	vertikāli	N;DEF;FEM;SG	ADV
verticala	vertikālas	verticală	vertikāla	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
verticala	vertikālā	verticală	vertikāls	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
mitchell	mitchell	mitchell	mitchell	PROPN	
notat	atzīmēja	nota	atzīmēt	ADJ;INDF;MASC;SG	V;FH;IND;3;POS;PST;FIN;ACT
strategica	stratēģisks	strategica	stratēģisks	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
strategica	stratēģiskā	strategica	stratēģisks	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
strategica	stratēģiska	strategica	stratēģiska	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
strategica	stratēģiski	strategica	stratēģiski	ADJ;DEF;FEM;SG	ADV
strategica	stratēģiskais	strategica	stratēģisks	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
cambodgia	kambodžas	cambodgie	kambodža	PROPN	PROPN;NOM;FEM;PL
cambodgia	kambodžas	cambodgie	kambodža	PROPN	PROPN;NOM;FEM;PL
cambodgia	kambodža	cambodgie	kambodžs	PROPN	N;NOM;FEM;SG
pablo	pablo	pablo	pabla	PROPN	PROPN
morris	morris	morri	morris	PROPN	PROPN;NOM;MASC;SG
lent	lēna	lent	lēna	ADV	ADJ;NOM;FEM;SG
lent	lēns	lent	lēns	ADV	ADJ;NOM;MASC;SG
academice	akadēmiskā	academic	akadēmiska	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
academice	akadēmiskais	academic	akadēmisks	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
ice	ledu	ice	ledus		N;ACC;MASC
ice	ice	ice	ice		
ice	ledus	ice	ledus		N;NOM;MASC
kate	keita	kate	keita		N;NOM;FEM;SG
kate	kate	kate	kate		PROPN;NOM;FEM;SG
sinod	sinodes	sinod	sinode	N;INDF;MASC;SG	N;NOM;FEM;PL
rou	rou	rou	ros	N;INDF;MASC;SG	
maría	maría	marga	marss	PROPN	
oregon	oregona	oregon	oregons	PROPN	PROPN;NOM;FEM;SG
afectate	ietekmēts	afectat	ietekmēt	ADJ;INDF;FEM;PL	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
afectate	skartas	afectat	skarta	ADJ;INDF;FEM;PL	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
afectate	ietekmēta	afectat	ietekmēt	ADJ;INDF;FEM;PL	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
afectate	ietekmēti	afectat	ietekmēt	ADJ;INDF;FEM;PL	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
afectate	skarti	afectat	skarts	ADJ;INDF;FEM;PL	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
pavia	pāvijas	pavia	pāvija	N;DEF;FEM;SG	N;NOM;FEM;PL
structurile	konstrukcijas	structură	konstrukcija	N;DEF;FEM;PL	N;NOM;FEM;PL
structurile	struktūras	structură	struktūra	N;DEF;FEM;PL	N;NOM;FEM;PL
silezia	silēzijas	silezie	silēzija	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
silezia	silēzijas	silezie	silēzija	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
urias	milzu	urias	milzu	ADJ;INDF;MASC;SG	N
alma	alma	alm	alma	PROPN	PROPN;NOM;FEM;SG
kentucky	kentuki	kentucky	kentuki	PROPN	PROPN;NOM;MASC;SG
indicat	norādītas	indica	norādīt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
indicat	norādītā	indica	norādīt	ADJ;INDF;MASC;SG	V;PFV;NOM;DEF;FEM;SG;PST;V.PTCP
indicat	norādīts	indica	norādīt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
marfuri	kravai	marfă	krava	N;INDF;FEM;PL	N;DAT;FEM;SG
marfuri	krava	marfă	krava	N;INDF;FEM;PL	N;NOM;FEM;SG
belle	belle	belle	belle	N;INDF;MASC;SG	
grau	kvieši	grau	kvietis		N;NOM;MASC;PL
grau	kviešu	grau	kvietis		N;GEN;MASC;PL
grau	kvieši	grau	kvietis		N;NOM;MASC;PL
grau	kviešu	grau	kvietis		N;GEN;MASC;PL
cuantica	kvantu	cuantică	kvants	N;DEF;FEM;SG	N;ACC;FEM;SG
vazute	redzējusi	vazut	redzēt	ADJ;INDF;FEM;PL	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
vazute	redzēti	vazut	redzēt	ADJ;INDF;FEM;PL	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
vazute	redzējuši	vazut	redzēt	ADJ;INDF;FEM;PL	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
vazute	redzējis	vazut	redzēt	ADJ;INDF;FEM;PL	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
vazute	apskatāma	vazut	apskatīt	ADJ;INDF;FEM;PL	V;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS
dublin	dublinā	dublin	dublināt	PROPN	N;ESS;MASC;SG
dublin	dublin	dublin	dublin	PROPN	
dublin	dublinas	dublin	dublinas	PROPN	PROPN;NOM;FEM;SG
festivaluri	svētki	festival	svētki	N;INDF;FEM;PL	N;NOM;MASC
ball	bumbu	ball	bumba	PROPN	N;ACC;FEM;SG
ball	balle	ball	balle	PROPN	N;NOM;FEM;SG
ball	bumba	ball	bumba	PROPN	N;NOM;FEM;SG
rusesc	krievu	rusesc	krievs	ADV	N;ACC;MASC;SG
rusesc	krievs	rusesc	krievs	ADV	N;NOM;MASC;SG
rusesc	krievijas	rusesc	krievija	ADV	PROPN;NOM;FEM;SG
padova	padujas	padova	paduja	PROPN	N;NOM;FEM;PL
echivalentul	ekvivalents	echivalent	ekvivalents	N;DEF;MASC;SG	N;NOM;MASC;SG
echivalentul	līdzvērtīgs	echivalent	līdzvērtīgs	N;DEF;MASC;SG	ADJ;NOM;MASC;SG
echivalentul	līdzvērtīga	echivalent	līdzvērtīga	N;DEF;MASC;SG	ADJ;NOM;FEM;SG
echivalentul	līdzvērtīgi	echivalent	līdzvērtīgi	N;DEF;MASC;SG	ADV
afirmand	apstiprinot	afirma	apstiprināt	N;INDF;MASC;SG	V;V.CVB
plovdiv	plovdiv	plovdiv	plovdiv	PROPN	
participantii	dalībnieki	participant	dalībnieks	N;DEF;MASC;PL	N;NOM;MASC;PL
colegi	kolēģu	coleg	kolēģis	N;INDF;MASC;PL	N;ACC;FEM;SG
potentialul	potenciāls	potential	potenciāls	N;DEF;MASC;SG	ADJ;NOM;MASC;SG
potentialul	potenciāla	potential	potenciāla	N;DEF;MASC;SG	ADJ;NOM;FEM;SG
exacta	precīzi	exacta	precīzi	ADJ;DEF;FEM;SG	ADV
exacta	precīzs	exacta	precīzs	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
exacta	precīzas	exacta	precīza	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;PL
exacta	precīza	exacta	precīza	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
exacta	precīzi	exacta	precīzi	ADJ;DEF;FEM;SG	ADV
exacta	precīzs	exacta	precīzs	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
exacta	precīzas	exacta	precīza	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;PL
exacta	precīza	exacta	precīza	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
horror	šausmas	horror	šausmas	N;INDF;MASC;SG	N;NOM;FEM
vizibile	redzams	vizibil	redzēt	ADJ;INDF;FEM;PL	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS
vizibile	pamanāma	vizibil	pamanīt	ADJ;INDF;FEM;PL	V;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS
vizibile	redzami	vizibil	redzēt	ADJ;INDF;FEM;PL	V;NOM;INDF;MASC;PL;PRS;V.PTCP;PASS
vizibile	redzamais	vizibil	redzēt	ADJ;INDF;FEM;PL	V;NOM;DEF;MASC;SG;PRS;V.PTCP;PASS
vizibile	redzama	vizibil	redzēt	ADJ;INDF;FEM;PL	V;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS
uss	uss	uss	uss	PROPN	PROPN;NOM;MASC;SG
flash	flash	flash	flash	N;INDF;MASC;SG	
srl	llc	srl	llc		N
srl	srl	srl	srl		
srl	sia	srl	sia		N
srl	ltd	srl	ltd		
impiedicat	novērsta	impiedica	novērst	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
elementare	elementāri	elementar	elementārs	ADJ;INDF;FEM;PL	ADV
elementare	vienkāršā	elementar	vienkārša	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
christina	kristīne	christina	kristīne	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
christina	kristīna	christina	kristīna	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
arhipelagul	arhipelāga	arhipelag	arhipelāga	N;DEF;MASC;SG	ADJ;NOM;FEM;SG
datorat	parādā	datorat	parādāt	ADJ;INDF;MASC;SG	N;ESS;MASC;SG
succesiunea	mantošanas	succesiune	mantošana	N;DEF;FEM;SG	N;NOM;FEM;PL
update	atjaunināt	upda	atjaunināt	N;INDF;FEM;PL	V;POS;NFIN
update	atjauninājums	upda	atjauninājums	N;INDF;FEM;PL	N;NOM;MASC;SG
update	atjaunot	upda	atjaunot	N;INDF;FEM;PL	V;POS;NFIN
update	update	upda	update	N;INDF;FEM;PL	N;NOM;FEM;SG
update	atjaunināšana	upda	atjaunināšana	N;INDF;FEM;PL	N;NOM;FEM;SG
executa	izpilda	executa	izpilst	V;IND;SG;3;IPFV;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
ecuador	ekvadora	ecuador	ekvadors	PROPN	N;NOM;MASC;SG
bull	vērsis	bull	vērsis	N;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
bull	bull	bull	bull	N;INDF;MASC;SG	
kenya	kenijas	kenya	kenija	PROPN	PROPN;NOM;FEM;PL
kenya	kenija	kenya	kenija	PROPN	PROPN;NOM;FEM;SG
kenya	kenijā	kenya	kenija	PROPN	PROPN;ESS;FEM;SG
ntupdate	ntupdate	ntupdate	ntupdate	ADJ;INDF;FEM;PL	
ingropat	aprakts	ingropa	aprakts	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
ingropat	aprakts	ingropa	aprakts	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
biblie	bībele	biblie	bībele	N;INDF;FEM;SG	N;NOM;FEM;SG
fabricat	ražoti	fabrica	ražot	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
fabricat	izgatavota	fabrica	izgatavot	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
fabricat	izgatavots	fabrica	izgatavot	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
fabricat	izgatavo	fabrica	izgatavot	ADJ;INDF;MASC;SG	V;IMP;SG;2;POS;FIN;ACT
fabricat	ražots	fabrica	ražot	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
fabricat	izgatavotas	fabrica	izgatavot	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
durere	sāpes	durere	sāpes	N;INDF;FEM;SG	N;NOM;FEM
intalniri	tikšanās	intalnire	tikšanās	N;INDF;FEM;PL	N;NOM;FEM;SG
intalniri	sastopas	intalnire	sastapties	N;INDF;FEM;PL	V;FH;IND;3;POS;REFL;PRS;FIN;ACT
intalniri	rodas	intalnire	rasties	N;INDF;FEM;PL	V;FH;IND;3;POS;REFL;PRS;FIN;ACT
intalniri	tikšanās	intalnire	tikšanās	N;INDF;FEM;PL	N;NOM;FEM;SG
intalniri	iepazīšanās	intalnire	iepazīšanās	N;INDF;FEM;PL	N;NOM;FEM;SG
recomandat	ieteikts	recomandat	ieteikt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
recomandat	ieteicams	recomandat	ieteikt	ADJ;INDF;MASC;SG	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS
recomandat	ieteikta	recomandat	ieteikt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
recomandat	ieteica	recomandat	ieteikt	ADJ;INDF;MASC;SG	V;FH;IND;3;POS;PST;FIN;ACT
lucrand	strādāt	lucrand	strādāt	N;INDF;MASC;SG	V;POS;NFIN
lucrand	strādājam	lucrand	strādāt	N;INDF;MASC;SG	V;FH;IND;PL;1;POS;PRS;FIN;ACT
lucrand	strādā	lucrand	strādāt	N;INDF;MASC;SG	V;FH;IND;3;POS;PRS;FIN;ACT
taiwan	taivāna	taiwan	taivāna	PROPN	PROPN;NOM;FEM;SG
taiwan	taivānas	taiwan	taivāna	PROPN	PROPN;NOM;FEM;PL
dramatica	dramatiski	dramatică	dramatiski	ADJ;DEF;FEM;SG	ADV
dramatica	dramatiska	dramatică	dramatiska	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
dramatica	krasa	dramatică	krasa	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
populata	apdzīvota	populat	apdzīvot	ADJ;DEF;FEM;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
tereza	terēze	tereza	terēze	N;DEF;FEM;SG	N;NOM;FEM;SG
tereza	terēzas	tereza	terēza	N;DEF;FEM;SG	N;NOM;FEM;PL
culex	culex	culex	culek		N;NOM;FEM;SG
semnata	parakstījis	semnată	parakstīt	N;DEF;FEM;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
semnata	parakstīta	semnată	parakstīt	N;DEF;FEM;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
semnata	parakstīts	semnată	parakstīt	N;DEF;FEM;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
baptiste	batists	baptiste	batists	N;INDF;FEM;PL	N;NOM;MASC;SG
stelele	zvaigznes	stea	zvaigzne	N;DEF;FEM;PL	N;NOM;FEM;PL
emisa	izdota	emis	izdot	ADJ;DEF;FEM;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
emisa	izsniegta	emis	izsniegt	ADJ;DEF;FEM;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
emisa	izdots	emis	izdot	ADJ;DEF;FEM;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
emisa	izsniegts	emis	izsniegt	ADJ;DEF;FEM;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
praf	putekļu	praf	puteklis	N;INDF;MASC;SG	N;GEN;MASC;PL
praf	putekļi	praf	puteklis	N;INDF;MASC;SG	N;NOM;MASC;PL
praf	putekļiem	praf	puteklis	N;INDF;MASC;SG	N;DAT;MASC;PL
haga	hāgas	hagă	hāga	PROPN	N;NOM;FEM;PL
locuita	apdzīvo	locuita	apdzīvot	ADJ;DEF;FEM;SG	V;FH;IND;3;POS;PRS;FIN;ACT
ceas	skatīties	ceas	skatīties	N;INDF;MASC;SG	V;POS;REFL;NFIN
ceas	skaties	ceas	skatīties	N;INDF;MASC;SG	V;IMP;SG;2;POS;REFL;FIN;ACT
democratie	demokrātija	democratie	demokrātija	N;INDF;FEM;SG	N;NOM;FEM;SG
democratie	demokrātija	democratie	demokrātija	N;INDF;FEM;SG	N;NOM;FEM;SG
alfa	alfa	alfa	alfa	N;INDF;MASC	
alfa	alfa	alfa	alfa	N;INDF;MASC	
fantastica	fantastiska	fantastică	fantastiska	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
fantastica	fantastiski	fantastică	fantastiski	ADJ;DEF;FEM;SG	ADV
fantastica	fantastisks	fantastică	fantastisks	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
partener	partneri	partener	partneris	N;INDF;MASC;SG	N;NOM;MASC;PL
cerintele	prasības	cerint	prasība	N;DEF;FEM;PL	N;NOM;FEM;PL
amenintare	drauds	amenintare	drauds	N;INDF;FEM;SG	N;NOM;MASC;SG
amenintare	draudi	amenintare	draude	N;INDF;FEM;SG	N;NOM;MASC
amenintare	drauds	amenintare	drauds	N;INDF;FEM;SG	N;NOM;MASC;SG
amenintare	draudi	amenintare	draude	N;INDF;FEM;SG	N;NOM;MASC
viziteaza	apmeklējuma	vizitează	apmeklējums	V;IND;SG;3;IPFV;FIN	N;GEN;MASC;SG
viziteaza	vizīte	vizitează	vizīte	V;IND;SG;3;IPFV;FIN	N;NOM;FEM;SG
viziteaza	apmeklējums	vizitează	apmeklējums	V;IND;SG;3;IPFV;FIN	N;NOM;MASC;SG
vizibil	redzams	vizibil	redzēt	ADV	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS
vizibil	pamanāma	vizibil	pamanīt	ADV	V;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS
vizibil	redzami	vizibil	redzēt	ADV	V;NOM;INDF;MASC;PL;PRS;V.PTCP;PASS
vizibil	redzamais	vizibil	redzēt	ADV	V;NOM;DEF;MASC;SG;PRS;V.PTCP;PASS
vizibil	redzama	vizibil	redzēt	ADV	V;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS
sporturi	sporta	sport	sports	N;INDF;FEM;PL	N;GEN;MASC;SG
sporturi	sports	sport	sports	N;INDF;FEM;PL	N;NOM;MASC;SG
observatie	novērošana	observatie	novērošana	N;INDF;FEM;SG	N;NOM;FEM;SG
observatie	novērojums	observatie	novērojums	N;INDF;FEM;SG	N;NOM;MASC;SG
observatie	novērojumu	observatie	novērojums	N;INDF;FEM;SG	N;ACC;MASC;SG
observatie	novērojumi	observatie	novērojums	N;INDF;FEM;SG	N;NOM;MASC;PL
zeilor	dievi	zeu	dievs	N;DEF;MASC;PL	N;NOM;MASC;PL
liechtenstein	lihtenšteinā	liechtenstein	lihtenšteina	PROPN	N;ESS;MASC;SG
liechtenstein	lihtenšteina	liechtenstein	lihtenšteins	PROPN	N;NOM;FEM;SG
gasiti	atrodi	gasit	atrast		V;IMP;SG;2;POS;FIN;ACT
gasiti	meklēt	gasit	meklēt		V;POS;NFIN
gasiti	atrast	gasit	atrast		V;POS;NFIN
taiat	griezums	taia	griezums	ADJ;INDF;MASC;SG	N;NOM;MASC;SG
etajul	stāvs	etaj	stāvs	N;DEF;MASC;SG	N;NOM;MASC;SG
etajul	grīdas	etaj	grīda	N;DEF;MASC;SG	N;NOM;FEM;PL
etajul	grīda	etaj	grīda	N;DEF;MASC;SG	N;NOM;FEM;SG
chapelle	chapelle	chapellă	chapelle	N;INDF;FEM;PL	
strategie	stratēģija	strategie	stratēģija	N;INDF;FEM;SG	N;NOM;FEM;SG
peisaj	ainavas	peisaj	ainava	N;INDF;MASC;SG	N;NOM;FEM;PL
finalizata	pabeigti	finalizat	pabeigt	ADJ;DEF;FEM;SG	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
finalizata	pabeigts	finalizat	pabeigt	ADJ;DEF;FEM;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
finalizata	pabeigta	finalizat	pabeigt	ADJ;DEF;FEM;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
vinci	vinci	vinci	vincis	PROPN	
convinge	pārliecinātu	convinge	pārliecināt	V;IND;SG;3;PRS;FIN	V;COND;POS;FIN;ACT
sportul	sport	sport	sport	N;DEF;MASC;SG	
sportul	sporta	sport	sports	N;DEF;MASC;SG	N;GEN;MASC;SG
sportul	sports	sport	sports	N;DEF;MASC;SG	N;NOM;MASC;SG
leul	lauva	leu	lauva	N;DEF;MASC;SG	N;NOM;FEM;SG
personalul	personāls	personal	personāls	N;DEF;MASC;SG	N;NOM;MASC;SG
personalul	personāls	personal	personāls	N;DEF;MASC;SG	N;NOM;MASC;SG
personalul	darbinieki	personal	darbinieks	N;DEF;MASC;SG	N;NOM;MASC;PL
preveni	novērš	preveni	novērst		V;FH;IND;3;POS;PRS;FIN;ACT
preveni	novērstu	preveni	novērst		V;COND;POS;FIN;ACT
preveni	nepieļaut	preveni	nepieļaut		V;NEG;NFIN
preveni	novērst	preveni	novērst		V;POS;NFIN
won	uzvarēja	won	uzvarēt	PROPN	V;FH;IND;3;POS;PST;FIN;ACT
won	uzvarējis	won	uzvarēt	PROPN	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
won	ieguva	won	iegūt	PROPN	V;FH;IND;3;POS;PST;FIN;ACT
integrarea	integrēšana	integrare	integrēšana	N;DEF;FEM;SG	N;NOM;FEM;SG
integrarea	integrācija	integrare	integrācija	N;DEF;FEM;SG	N;NOM;FEM;SG
reci	saaukstēšanās	rece	saaukstēšanās	ADJ;INDF;PL	N;NOM;FEM;SG
reci	auksts	rece	auksts	ADJ;INDF;PL	ADJ;NOM;MASC;SG
reci	auksti	rece	auksti	ADJ;INDF;PL	ADV
reci	aukstā	rece	auksts	ADJ;INDF;PL	ADJ;NOM;FEM;SG
reci	aukstums	rece	aukstums	ADJ;INDF;PL	N;NOM;MASC;SG
integrat	integrētu	integrat	integrēt	ADJ;INDF;MASC;SG	V;PFV;ACC;INDF;MASC;SG;PST;V.PTCP
integrat	integrētas	integrat	integrēta	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
integrat	integrēta	integrat	integrēt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
integrat	integrētā	integrat	integrēt	ADJ;INDF;MASC;SG	V;PFV;NOM;DEF;FEM;SG;PST;V.PTCP
integrat	integrēts	integrat	integrēt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
integrat	integrēti	integrat	integrēt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
fabricate	ražoti	fabrica	ražot	ADJ;INDF;FEM;PL	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
fabricate	izgatavota	fabrica	izgatavot	ADJ;INDF;FEM;PL	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
fabricate	izgatavots	fabrica	izgatavot	ADJ;INDF;FEM;PL	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
fabricate	izgatavo	fabrica	izgatavot	ADJ;INDF;FEM;PL	V;IMP;SG;2;POS;FIN;ACT
fabricate	ražots	fabrica	ražot	ADJ;INDF;FEM;PL	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
fabricate	izgatavotas	fabrica	izgatavot	ADJ;INDF;FEM;PL	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
roosevelt	rūzvelts	roosevelt	rūzvelts	PROPN	PROPN;NOM;MASC;SG
vasili	vasilijs	vasil	vasilijs	PROPN	PROPN;NOM;MASC;SG
aviatie	aviācija	aviatie	aviācija	N;INDF;FEM;SG	N;NOM;FEM;SG
