que	той	que	той	CONJ	DET;NOM;MASC;SG
qué	яка	qué	який	PRO;SG	DET;NOM;FEM;SG
pablo	пол	pablo	поле	N;MASC;SG	
pablo	пауль	pablo	пауль	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
pablo	павло	pablo	павий	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
pablo	пабло	pablo	пабнути	N;MASC;SG	PROPN;ANIM;NOM;FEM;SG
relaciones	взаємини	relación	взаємини	N;FEM;PL	N;INAN;NOM
relaciones	взаємовідношення	relación	взаємовідношення	N;FEM;PL	N;INAN;NOM;NEUT;SG
compuesto	сполуки	compuesto	сполук	ADJ;MASC;SG;V.PTCP	N;INAN;NOM;MASC;PL
text	текстовий	text	текстовий	N	ADJ;NOM;MASC;SG
lengua	мови	lengua	мова	N;FEM;SG	N;INAN;NOM;FEM;PL
diversos	різні	diverso	різний	PRO;MASC;PL	ADJ;NOM;PL
diversos	різне	diverso	різний	PRO;MASC;PL	ADJ;NOM;NEUT;SG
militares	військові	militar	військовий	N;PL	ADJ;NOM;PL
militares	військовий	militar	військовий	N;PL	ADJ;NOM;MASC;SG
torre	торре	torre	торре	N;FEM;SG	
torre	tower	torre	tower	N;FEM;SG	
dado	вказаний	dar	вказаний	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
dado	даного	dar	даний	V;MASC;SG;PST;V.PTCP	ADJ;PFV;GEN;MASC;SG;V.PTCP;PASS
actividades	діяльності	actividad	діяльність	N;FEM;PL	N;INAN;GEN;FEM;SG
actividades	діяльність	actividad	діяльність	N;FEM;PL	N;INAN;NOM;FEM;SG
nacionales	національна	nacional	національний	ADJ;PL	ADJ;NOM;FEM;SG
nacionales	націонал	nacional	націонал	ADJ;PL	
nacionales	національне	nacional	національний	ADJ;PL	ADJ;NOM;NEUT;SG
nacionales	національний	nacional	національний	ADJ;PL	ADJ;NOM;MASC;SG
cantón	гуанчжоу	cantón	гуанчжо	N;MASC;SG	PROPN;INAN;NOM;MASC;SG
nuevas	нове	nuevo	новий	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
nuevas	нова	nuevo	новий	ADJ;FEM;PL	ADJ;NOM;FEM;SG
nuevas	новий	nuevo	новий	ADJ;FEM;PL	ADJ;NOM;MASC;SG
nuevas	створити	nuevo	створити	ADJ;FEM;PL	V;PFV;NFIN
sencillo	прості	sencillo	простий	ADJ;MASC;SG	ADJ;NOM;PL
sencillo	окремі	sencillo	окремий	ADJ;MASC;SG	ADJ;NOM;PL
sencillo	single	sencillo	single	ADJ;MASC;SG	
sencillo	легкі	sencillo	легкий	ADJ;MASC;SG	ADJ;NOM;PL
sencillo	легко	sencillo	легко	ADJ;MASC;SG	ADV
participación	участі	participación	участь	N;FEM;SG	N;INAN;ACC;FEM;PL
fuerte	сильні	fuerte	сильний	ADJ;SG	ADJ;NOM;PL
fuerte	форт	fuerte	форт	ADJ;SG	N;INAN;NOM;MASC;SG
fuerte	fort	fuerte	fort	ADJ;SG	
italiano	італійською	italiano	італійський	N;MASC;SG	ADJ;INS;FEM;SG
italiano	італійський	italiano	італійський	N;MASC;SG	ADJ;NOM;MASC;SG
italiano	італійська	italiano	італійський	N;MASC;SG	ADJ;NOM;FEM;SG
italiano	італійської	italiano	італійський	N;MASC;SG	ADJ;GEN;FEM;SG
primeras	перше	primero	перше	ADJ;FEM;PL	ADV
primeras	перша	primero	перший	ADJ;FEM;PL	ADJ;NOM;FEM;SG
primeras	перший	primero	перший	ADJ;FEM;PL	ADJ;NOM;MASC;SG
seguridad	security	seguridad	security	N;FEM;SG	
administración	адміністрації	administración	адміністрація	N;FEM;SG	N;INAN;NOM;FEM;PL
empresas	бізнесу	empresa	бізнес	N;FEM;PL	N;INAN;GEN;MASC;SG
mercado	меркадо	mercado	меркадо	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
mercado	marketplace	mercado	marketplace	N;MASC;SG	
mercado	маркет	mercado	маркет	N;MASC;SG	
mercado	ринкова	mercado	ринковий	N;MASC;SG	ADJ;NOM;FEM;SG
gonzález	гонсалес	gonzález	гонсалес	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
gonzález	гонсалес	gonzález	гонсалес	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
lucha	бійцівський	lucha	бійцівський	N;FEM;SG	ADJ;NOM;MASC;SG
lucha	боротись	lucha	боротися	N;FEM;SG	V;IPFV;NFIN
lucha	бойовий	lucha	бойовий	N;FEM;SG	ADJ;NOM;MASC;SG
lucha	fight	lucha	fight	N;FEM;SG	
lucha	боротьби	lucha	боротьба	N;FEM;SG	N;INAN;GEN;FEM;PL
estructura	структури	estructura	структура	N;FEM;SG	N;INAN;NOM;FEM;PL
jesús	хесус	jesú	хесус	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
jesús	ісус	jesú	ісус	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
ocupación	окупаційні	ocupación	окупаційний	N;FEM;SG	ADJ;NOM;PL
ocupación	окупації	ocupación	окупація	N;FEM;SG	N;INAN;NOM;FEM;PL
cet	cet	cet	cet	N	
nacido	народження	nacido	народження	ADJ;MASC;SG;V.PTCP	N;INAN;NOM;NEUT;SG
nacido	народився	nacido	народитися	ADJ;MASC;SG;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
nacido	борн	nacido	борно	ADJ;MASC;SG;V.PTCP	PROPN;ANIM;NOM;MASC;SG
nacido	народилась	nacido	народитися	ADJ;MASC;SG;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
nacido	народилася	nacido	народитися	ADJ;MASC;SG;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
enrique	анрі	enrique	анрі	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
enrique	енріке	enrique	енріке	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
enrique	гаррі	enrique	гаррі	N;MASC;SG	
enrique	гарі	enrique	гар	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
enrique	генрі	enrique	генрі	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
enrique	генріх	enrique	генрій	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
enrique	анрі	enrique	анрі	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
armas	зброя	arma	зброя	N;FEM;PL	N;INAN;NOM;FEM;SG
armas	зброю	arma	зброя	N;FEM;PL	N;INAN;ACC;FEM;SG
armas	зброєю	arma	зброя	N;FEM;PL	N;INAN;INS;FEM;SG
armas	зброї	arma	зброя	N;FEM;PL	N;INAN;GEN;FEM;SG
armas	зброя	arma	зброя	N;FEM;PL	N;INAN;NOM;FEM;SG
armas	зброю	arma	зброя	N;FEM;PL	N;INAN;ACC;FEM;SG
idioma	мови	idioma	мова	N;MASC;SG	N;INAN;NOM;FEM;PL
valencia	валенсія	valencia	валенсія	N;FEM;SG	PROPN;INAN;NOM;FEM;SG
valencia	валанс	valencia	валанс	N;FEM;SG	PROPN;INAN;NOM;MASC;SG
cabeza	head	cabeza	head	N;FEM;SG	
cabeza	головах	cabeza	голова	N;FEM;SG	N;INAN;ESS;FEM;PL
cabeza	голів	cabeza	голіти	N;FEM;SG	N;INAN;GEN;MASC;PL
cabeza	голови	cabeza	голова	N;FEM;SG	N;INAN;NOM;FEM;PL
cabeza	головами	cabeza	голова	N;FEM;SG	N;INAN;INS;FEM;PL
gobernador	губернатор	gobernador	губернатор	N;MASC;SG	ADJ;NOM;MASC;SG
cuyo	чиє	cuyo	чий	PRO;MASC;SG	PRO;INAN;NOM;NEUT;SG
cuyo	чиї	cuyo	чий	PRO;MASC;SG	NUM;NOM
cuyo	чия	cuyo	чия	PRO;MASC;SG	DET;NOM;FEM;SG
cuyo	чий	cuyo	чий	PRO;MASC;SG	DET;NOM;MASC;SG
geográfica	географічні	geográfico	географічний	ADJ;FEM;SG	ADJ;NOM;PL
geográfica	географічні	geográfico	географічний	ADJ;FEM;SG	ADJ;NOM;PL
córdoba	кордоба	córdoba	кордоб		N;INAN;NOM;FEM;SG
córdoba	cordoba	córdoba	cordoba		
situado	розташовані	situado	розташований	ADJ;MASC;SG;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
situado	знаходиться	situado	знаходитися	ADJ;MASC;SG;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
situado	розташовано	situado	розташовано	ADJ;MASC;SG;V.PTCP	V;PFV;IND;0;FIN
histórico	історичні	histórico	історичний	ADJ;MASC;SG	ADJ;NOM;PL
histórico	історичні	histórico	історичний	ADJ;MASC;SG	ADJ;NOM;PL
india	індійська	india	індійський	N;FEM;SG	ADJ;NOM;FEM;SG
india	індійський	india	індійський	N;FEM;SG	ADJ;NOM;MASC;SG
india	індію	india	індія	N;FEM;SG	PROPN;INAN;ACC;FEM;SG
india	індія	india	індія	N;FEM;SG	PROPN;INAN;NOM;FEM;SG
india	індії	india	індія	N;FEM;SG	PROPN;INAN;NOM;FEM;SG
flores	квітка	flor	квітка	N;FEM;PL	N;INAN;NOM;FEM;SG
flores	флорес	flor	флорес	N;FEM;PL	PROPN;ANIM;NOM;MASC;SG
visita	відвідати	visita	відвідати	N;FEM;SG	V;PFV;NFIN
visita	завітати	visita	завітати	N;FEM;SG	V;PFV;NFIN
visita	відвідайте	visita	відвідати	N;FEM;SG	V;PFV;IMP;PL;2;FIN
conde	рахувати	conde	рахувати	N;MASC;SG	V;IPFV;NFIN
conde	ерл	conde	ерл	N;MASC;SG	
conde	конде	conde	кондий	N;MASC;SG	
fase	фази	fase	фаза	N;FEM;SG	N;INAN;NOM;FEM;PL
william	вільям	william	вільям	PROPN	PROPN;ANIM;NOM;MASC;SG
tales	такі	tal	такий	PRO;PL	DET;NOM;PL
tales	казки	tal	казка	PRO;PL	N;INAN;NOM;FEM;PL
https	https	http	https	N	
pequeña	малі	pequeño	малий	ADJ;FEM;SG	ADJ;NOM;PL
pequeña	маленькі	pequeño	маленький	ADJ;FEM;SG	ADJ;NOM;PL
pequeña	маленькі	pequeño	маленький	ADJ;FEM;SG	ADJ;NOM;PL
presenta	дарують	presentar	дарувати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN
presenta	подарунки	presentar	подарунок	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;PL
campaña	кампанії	campaña	кампанія	N;FEM;SG	N;INAN;NOM;FEM;PL
dar	дар	dar	дар	V;NFIN	N;INAN;NOM;MASC;SG
fernández	томпсон	fernández	томпсон	PROPN	PROPN;ANIM;NOM;MASC;SG
fernández	фернандес	fernández	фернандес	PROPN	PROPN;ANIM;NOM;FEM;SG
fernández	томсон	fernández	томсон	PROPN	PROPN;ANIM;NOM;MASC;SG
colegio	внз	colegio	внз	N;MASC;SG	
occidental	оксиденталь	occidental	оксиденталь	ADJ;SG	N;ANIM;NOM;MASC;SG
occidental	захід	occidental	захід	ADJ;SG	N;INAN;NOM;MASC;SG
occidental	вест	occidental	вест	ADJ;SG	
occidental	західні	occidental	західний	ADJ;SG	ADJ;NOM;PL
aproximadamente	приблизні	aproximadamente	приблизний	ADV	ADJ;NOM;PL
tropas	поповнення	tropa	поповнення	N;FEM;PL	N;INAN;NOM;NEUT;SG
sección	секції	sección	секція	N;FEM;SG	N;INAN;NOM;FEM;PL
uruguay	уругвай	uruguay	уругвай	PROPN	PROPN;INAN;NOM;MASC;SG
ficha	таб	ficha	таб	N;FEM;SG	
ficha	tab	ficha	tab	N;FEM;SG	
top	згори	top	згори		ADV
top	вгорі	top	вгорі		
top	топ	top	топ		
top	верхній	top	верхній		ADJ;NOM;MASC;SG
top	найпопулярніші	top	найпопулярніший		ADJ;NOM;RL;PL
top	зверху	top	зверху		ADV
siete	сім	siete	сей	NUM;PL	
siete	сімка	siete	сімка	NUM;PL	N;INAN;NOM;FEM;SG
ets	std	ets	std	N;FEM;PL	
animales	тварина	animal	тварина	N;MASC;PL	N;ANIM;NOM;FEM;SG
animales	animal	animal	animal	N;MASC;PL	
animales	домашніх	animal	домашній	N;MASC;PL	ADJ;ACC;PL
ríos	ріос	río	ріос	N;MASC;PL	
ríos	ріос	río	ріос	N;MASC;PL	
catalina	кетрін	catalina	кетрін	N;FEM;SG	PROPN;ANIM;NOM;FEM;SG
may	травнева	maber	травневий		ADJ;NOM;FEM;SG
may	травня	maber	травень		N;INAN;GEN;MASC;SG
may	травневі	maber	травневий		ADJ;NOM;PL
may	травні	maber	травень		ADV
may	травень	maber	травень		N;INAN;NOM;MASC;SG
realizar	виконання	realizar	виконання	V;NFIN	N;INAN;NOM;NEUT;SG
bar	bar	bar	bar	N;MASC;SG	
función	функції	función	функція	N;FEM;SG	N;INAN;NOM;FEM;PL
usuarios	користувача	usuario	користувач	N;MASC;PL	N;ANIM;ACC;MASC;SG
usuarios	користувач	usuario	користувач	N;MASC;PL	N;ANIM;NOM;MASC;SG
des	des	des	des		
des	дез	des	дез		N;INAN;NOM;MASC;SG
artistas	художниця	artista	художниця	N;PL	N;ANIM;NOM;FEM;SG
artistas	митець	artista	митець	N;PL	N;ANIM;NOM;MASC;SG
artistas	виконавець	artista	виконавець	N;PL	N;ANIM;NOM;MASC;SG
artistas	художник	artista	художник	N;PL	N;ANIM;NOM;MASC;SG
similar	схожі	similar	схожий	ADJ;SG	ADJ;NOM;PL
similar	подібні	similar	подібний	ADJ;SG	ADJ;NOM;PL
nuestra	наші	nuestro	наш	DET;FEM;SG;1	DET;NOM;PL;1
nuestra	наші	nuestro	наш	DET;FEM;SG;1	DET;NOM;PL;1
nuestra	нуестра	nuestro	нуестра	DET;FEM;SG;1	
buena	buena	buen	buena	ADJ;FEM;SG	
buena	хороші	buen	хороший	ADJ;FEM;SG	ADJ;NOM;PL
buena	гарні	buen	гарний	ADJ;FEM;SG	ADJ;NOM;PL
buena	добре	buen	добре	ADJ;FEM;SG	ADV
sistemas	systems	sistema	systems	N;MASC;PL	
significa	засоби	significar	засіб	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;PL
paul	пол	paul	поле	PROPN	
paul	пауль	paul	пауль	PROPN	PROPN;ANIM;NOM;MASC;SG
paul	павло	paul	павий	PROPN	PROPN;ANIM;NOM;MASC;SG
virgen	богородиці	virgen	богородика	N;FEM;SG	N;INAN;NOM;FEM;PL
virgen	мадонна	virgen	мадонний	N;FEM;SG	ADJ;NOM;FEM;SG
pueblos	села	pueblo	село	N;MASC;PL	N;INAN;NOM;NEUT;SG
rodríguez	родрігес	rodríguez	родрігес	N;SG	PROPN;ANIM;NOM;MASC;SG
coordenadas	координат	coordenada	координат	N;FEM;PL	N;INAN;NOM;FEM;SG
coordenadas	керував	coordenada	керувати	N;FEM;PL	V;IPFV;MASC;IND;SG;PST;FIN
vol	vol	vol	vol	PROPN	
internacionales	міжнародний	internacional	міжнародний	ADJ;PL	ADJ;NOM;MASC;SG
internacionales	міжнародна	internacional	міжнародний	ADJ;PL	ADJ;NOM;FEM;SG
internacionales	інтернаціонал	internacional	інтернаціонал	ADJ;PL	N;INAN;NOM;MASC;SG
internacionales	міжнародне	internacional	міжнародний	ADJ;PL	ADJ;NOM;NEUT;SG
unidad	одиниці	unidad	одиниця	N;FEM;SG	N;INAN;NOM;FEM;PL
crear	створення	crear	створення	V;NFIN	N;INAN;NOM;NEUT;SG
crear	створення	crear	створення	V;NFIN	N;INAN;NOM;NEUT;SG
imágenes	зображення	imagen	зображення	N;FEM;PL	N;INAN;NOM;NEUT;SG
imágenes	зображення	imagen	зображення	N;FEM;PL	N;INAN;NOM;NEUT;SG
inicio	домашній	inicio	домашній	N;MASC;SG	ADJ;NOM;MASC;SG
inicio	додому	inicio	додому	N;MASC;SG	ADV
inicio	запустити	inicio	запустити	N;MASC;SG	V;PFV;NFIN
inicio	розпочати	inicio	розпочати	N;MASC;SG	V;PFV;NFIN
inicio	запускати	inicio	запускати	N;MASC;SG	V;IPFV;NFIN
inicio	почати	inicio	почати	N;MASC;SG	V;PFV;NFIN
salud	будьмо	salud	бути	N;FEM;SG	
contiene	містяться	contener	міститися	V;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN
idea	idea	idea	idea	N;FEM;SG	
llevó	led	llevar	led	V;IND;SG;3;PST;FIN	
llevó	лампочка	llevar	лампочка	V;IND;SG;3;PST;FIN	N;INAN;NOM;FEM;SG
minutos	мін	minuto	мін.	N;MASC;PL	
minutos	хв	minuto	хв	N;MASC;PL	
diego	дієго	diego	діяти	PROPN	PROPN;ANIM;NOM;MASC;SG
sol	нд	sol	нд	N;MASC;SG	
sol	sun	sol	sun	N;MASC;SG	
sol	sol	sol	sol	N;MASC;SG	
entrada	вхідний	entrada	вхідний	N;FEM;SG	ADJ;NOM;MASC;SG
entrada	вхідні	entrada	вхідний	N;FEM;SG	ADJ;NOM;PL
mejores	краща	mejor	кращий	ADJ;PL	ADJ;NOM;RL;FEM;SG
mejores	better	mejor	better	ADJ;PL	
mejores	краще	mejor	краще	ADJ;PL	ADV;CMPR
mejores	кращий	mejor	кращий	ADJ;PL	ADJ;NOM;CMPR;MASC;SG
mejores	найкраща	mejor	найкращий	ADJ;PL	ADJ;NOM;RL;FEM;SG
mejores	найкращий	mejor	найкращий	ADJ;PL	ADJ;NOM;CMPR;MASC;SG
mejores	найкраще	mejor	найкраще	ADJ;PL	ADV;RL
mando	наказую	mando	наказувати	N;MASC;SG	V;IPFV;IND;SG;1;PRS;FIN
mando	командний	mando	командний	N;MASC;SG	ADJ;NOM;MASC;SG
decidió	вирішили	decidir	вирішити	V;IND;SG;3;PST;FIN	V;PFV;IND;PL;PST;FIN
james	джеймс	jame	джеймс	PROPN	PROPN;ANIM;NOM;MASC;SG
ciencia	науки	ciencia	наука	N;FEM;SG	N;INAN;NOM;FEM;PL
records	records	records	records	N;MASC	
aire	air	aire	air	N;MASC;SG	
aire	повітряна	aire	повітряний	N;MASC;SG	ADJ;NOM;FEM;SG
ataque	атаки	ataque	атаки	N;MASC;SG	N;INAN;NOM;FEM;PL
comunicación	комунікації	comunicación	комунікація	N;FEM;SG	N;INAN;NOM;FEM;PL
comunicación	comm	comunicación	comm	N;FEM;SG	
comunicación	комунікацій	comunicación	комунікація	N;FEM;SG	N;INAN;GEN;FEM;PL
jean	жан	jean	жан	PROPN	PROPN;ANIM;NOM;MASC;SG
jean	джин	jean	джин	PROPN	PROPN;ANIM;NOM;MASC;SG
puente	міст	puente	місто	N;MASC;SG	
material	матеріали	material	матеріал	N;MASC;SG	N;INAN;NOM;MASC;PL
material	матеріали	material	матеріал	N;MASC;SG	N;INAN;NOM;MASC;PL
humanos	людський	humanos	людський	N	ADJ;NOM;MASC;SG
mitad	пів	mitad	пів	N;FEM;SG	
mitad	півтори	mitad	півтори	N;FEM;SG	NUM;NOM
mitad	наполовину	mitad	наполовину	N;FEM;SG	ADV
gente	людей	gente	людина	N;FEM;SG	N;ANIM;ACC;FEM;PL
gente	люди	gente	людина	N;FEM;SG	N;ANIM;NOM;FEM;PL
cámara	палати	cámara	палата	N;FEM;SG	N;INAN;NOM;FEM;PL
cámara	камери	cámara	камера	N;FEM;SG	N;INAN;NOM;FEM;PL
escudo	щити	escudo	щити	N;MASC;SG	N;INAN;NOM;MASC;PL
pérez	перес	pérez	перес	N;MASC;SG	
pérez	перез	pérez	перез	N;MASC;SG	
pérez	перес	pérez	перес	N;MASC;SG	
aguas	aguas	agua	aguas	N;FEM;PL	
mano	mano	mano	mano	N;FEM;SG	
mano	хенд	mano	хенд	N;FEM;SG	
cuya	чиє	cuyo	чий	PRO;FEM;SG	PRO;INAN;NOM;NEUT;SG
cuya	чиї	cuyo	чий	PRO;FEM;SG	NUM;NOM
cuya	чия	cuyo	чия	PRO;FEM;SG	DET;NOM;FEM;SG
cuya	чий	cuyo	чий	PRO;FEM;SG	DET;NOM;MASC;SG
sociales	соціальне	social	соціальний	ADJ;PL	ADJ;NOM;NEUT;SG
sociales	соціальна	social	соціальний	ADJ;PL	ADJ;NOM;FEM;SG
sociales	соціальний	social	соціальний	ADJ;PL	ADJ;NOM;MASC;SG
trabajos	робота	trabajo	робота	N;MASC;PL	N;INAN;NOM;FEM;SG
trabajos	працюю	trabajo	працювати	N;MASC;PL	V;IPFV;IND;SG;1;PRS;FIN
trabajos	працюють	trabajo	працювати	N;MASC;PL	V;IPFV;IND;PL;3;PRS;FIN
trabajos	роботу	trabajo	робота	N;MASC;PL	N;INAN;ACC;FEM;SG
trabajos	робочий	trabajo	робочий	N;MASC;PL	ADJ;NOM;MASC;SG
trabajos	завдання	trabajo	завдання	N;MASC;PL	N;INAN;NOM;NEUT;SG
trabajos	джобс	trabajo	джобс	N;MASC;PL	
trabajos	працює	trabajo	працювати	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN
elegido	вибрано	elegido	вибрати	ADJ;MASC;SG;V.PTCP	V;PFV;IND;0;FIN
elegido	обрання	elegido	обрання	ADJ;MASC;SG;V.PTCP	N;INAN;NOM;NEUT;SG
independiente	незалежні	independiente	незалежний	ADJ;SG	ADJ;NOM;PL
independiente	індепендьєнте	independiente	індепендьєнтий	ADJ;SG	N;INAN;NOM;MASC;SG
comercial	комерційні	comercial	комерційний	ADJ;SG	ADJ;NOM;PL
metal	метали	metal	метати	N;MASC;SG	N;INAN;NOM;MASC;PL
metal	металевий	metal	металевий	N;MASC;SG	ADJ;NOM;MASC;SG
diario	щоденне	diario	щоденний	N;MASC;SG	ADJ;NOM;NEUT;SG
diario	щоденно	diario	щоденно	N;MASC;SG	ADV
diario	щодня	diario	щодня	N;MASC;SG	ADV
diario	щоденні	diario	щодення	N;MASC;SG	ADJ;NOM;PL
diario	journal	diario	journal	N;MASC;SG	
carácter	символів	carácter	символ	N;MASC;SG	N;INAN;GEN;MASC;PL
falta	бракує	falta	бракувати	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN
falta	відсутній	falta	відсутній	N;FEM;SG	ADJ;NOM;MASC;SG
reina	цариці	reina	царика	N;FEM;SG	N;ANIM;NOM;FEM;PL
reina	queen	reina	queen	N;FEM;SG	
reina	рейна	reina	рейна	N;FEM;SG	PROPN;ANIM;NOM;FEM;SG
corte	corte	corte	corte		
corte	вирізання	corte	вирізання		N;INAN;NOM;NEUT;SG
corte	різати	corte	різати		V;IPFV;NFIN
corte	вирізати	corte	вирізати		V;IPFV;NFIN
corte	судові	corte	судовий		ADJ;NOM;PL
corte	суд	corte	суд		N;INAN;NOM;MASC;SG
libertad	libertad	libertad	libertad	N;FEM;SG	
vía	доріжки	vía	доріжка		N;INAN;NOM;FEM;PL
vía	трек	vía	трек		N;INAN;NOM;MASC;SG
vía	композицію	vía	композиція		N;INAN;ACC;FEM;SG
vía	доріжка	vía	доріжка		N;INAN;NOM;FEM;SG
vía	композиція	vía	композиція		N;INAN;NOM;FEM;SG
vía	стежити	vía	стежити		V;IPFV;NFIN
vía	via	vía	via		
vía	віа	vía	віа		
vía	через	vía	через		ADP;ACC
xviii	xviii	xviii	xviii	N	
bgcolor	bgcolor	bgcolor	bgcolor		
políticas	policy	política	policy	N;FEM;PL	
políticas	політика	política	політика	N;FEM;PL	N;INAN;NOM;FEM;SG
políticas	політикою	política	політика	N;FEM;PL	N;INAN;INS;FEM;SG
políticas	політика	política	політика	N;FEM;PL	N;INAN;NOM;FEM;SG
sevilla	севільї	sevilla	севілья	N;FEM;SG	PROPN;INAN;NOM;FEM;SG
jugó	грали	jugar	грати	V;IND;SG;3;PST;FIN	V;IPFV;IND;PL;PST;FIN
video	відео	video	відео	N;MASC;SG	
considerado	вважається	considerado	вважатися	ADJ;MASC;SG;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
considerado	вважаються	considerado	вважатися	ADJ;MASC;SG;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN
considerado	вважають	considerado	вважати	ADJ;MASC;SG;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN
considerado	вважалося	considerado	вважатися	ADJ;MASC;SG;V.PTCP	V;IPFV;NEUT;IND;SG;PST;FIN
considerado	далечінь	considerado	далечінь	ADJ;MASC;SG;V.PTCP	N;INAN;NOM;NEUT;SG
lima	ліма	lima	лім	N;FEM;SG	PROPN;INAN;NOM;FEM;SG
lima	lime	lima	lime	N;FEM;SG	
alberto	альберт	alberto	альберт	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
alberto	альбер	alberto	альбер	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
alberto	альберто	alberto	альберто	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
alberto	стівен	alberto	стівний	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
felipe	феліпе	felipe	феліпе	PROPN	
felipe	філіп	felipe	філіп	PROPN	PROPN;ANIM;NOM;MASC;SG
felipe	phillip	felipe	phillip	PROPN	
felipe	філіп	felipe	філіп	PROPN	PROPN;ANIM;NOM;MASC;SG
creado	створено	creado	створити	ADJ;MASC;SG;V.PTCP	V;PFV;IND;0;FIN
creado	створені	creado	створений	ADJ;MASC;SG;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
xvi	xvi	xvi	xvi	N	
oriental	східних	oriental	східний	ADJ;SG	ADJ;GEN;PL
oriental	східні	oriental	східний	ADJ;SG	ADJ;NOM;PL
tierras	земля	tierra	земля	N;FEM;PL	N;INAN;NOM;FEM;SG
cosas	things	cosa	things	N;FEM;PL	
cosas	всякі	cosa	всякий	N;FEM;PL	PRO;ANIM;NOM
michael	михайло	michael	михайло	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
michael	майкл	michael	майкл	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
michael	michael	michael	michael	N;MASC;SG	
británico	британці	británico	британець	N;MASC;SG	N;ANIM;NOM;MASC;PL
británico	британська	británico	британський	N;MASC;SG	ADJ;NOM;FEM;SG
británico	британські	británico	британський	N;MASC;SG	ADJ;NOM;PL
británico	british	británico	british	N;MASC;SG	
áfrica	африка	áfrico	африка	N;FEM;SG	PROPN;INAN;NOM;FEM;SG
izquierda	ліворуч	izquierda	ліворуч	N;FEM;SG	ADV
izquierda	лівий	izquierda	лівий	N;FEM;SG	ADJ;NOM;MASC;SG
izquierda	зліва	izquierda	злів	N;FEM;SG	ADV
cambios	зміна	cambio	зміна	N;MASC;PL	N;INAN;NOM;FEM;SG
cambios	change	cambio	change	N;MASC;PL	
cambios	змінити	cambio	змінити	N;MASC;PL	V;PFV;NFIN
martínez	мартінес	martínez	мартінес	N;MASC;SG	PROPN;ANIM;NOM;FEM;SG
martínez	мартінес	martínez	мартінес	N;MASC;SG	PROPN;ANIM;NOM;FEM;SG
canadá	канаді	canadá	канада		PROPN;INAN;NOM;FEM;SG
canadá	канади	canadá	канада		PROPN;INAN;NOM;FEM;SG
canadá	канаду	canadá	канада		PROPN;INAN;ACC;FEM;SG
canadá	канада	canadá	канада		PROPN;INAN;NOM;FEM;SG
alfonso	альфонс	alfonso	альфонс	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
alfonso	альфонс	alfonso	альфонс	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
alfonso	альфонсо	alfonso	альфонсо	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
lanzado	випустили	lanzado	випустити	ADJ;MASC;SG;V.PTCP	V;PFV;IND;PL;PST;FIN
lanzado	випущено	lanzado	випустити	ADJ;MASC;SG;V.PTCP	V;PFV;IND;0;FIN
lanzado	запустили	lanzado	запустити	ADJ;MASC;SG;V.PTCP	V;PFV;IND;PL;PST;FIN
lanzado	розпочали	lanzado	розпочати	ADJ;MASC;SG;V.PTCP	V;PFV;IND;PL;PST;FIN
rica	багаті	rico	багатий	ADJ;FEM;SG	ADJ;NOM;PL
