amanda	amanda	amandama	amanda	N;NOM;SG	PROPN;NOM;MASC;SG
ülemineku	übergangsphase	üle_minek	übergangsphase	N;NOM;SG	ADJ
ülemineku	übergang	üle_minek	übergehen	N;NOM;SG	ADV
föderatsioon	verband	föderatsioon	verbinden	N;NOM;SG	
föderatsioon	föderation	föderatsioon	Föderation	N;NOM;SG	ADJ
pronks	bronze	pronks	bronz	N;NOM;SG	
pronks	bronzemedaille	pronks	bronzemedaille	N;NOM;SG	ADJ
laager	lager	laager	lager	N;NOM;SG	ADJ
laager	ferienlager	laager	ferienlager	N;NOM;SG	ADJ
laager	camp	laager	camp	N;NOM;SG	
laager	campingplatz	laager	campingplatz	N;NOM;SG	
laager	campingplätze	laager	campingplatz	N;NOM;SG	
saatja	transmitter	saatja	transmitter	N;NOM;SG	
saatja	sender	saatja	sender	N;NOM;SG	
saatja	absender	saatja	absender	N;NOM;SG	ADJ
saatja	sender	saatja	sender	N;NOM;SG	
saatja	versender	saatja	versender	N;NOM;SG	
price	preisliste	price	preislist	N;NOM;SG	
price	preis	price	preis	N;NOM;SG	PROPN
sõltuv	abhängige	sõltuv	abhängig	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;NOM;FEM;PL
sõltuv	abhängen	sõltuv	abhängen	ADJ;NOM;SG;PRS;V.PTCP;ACT	V;NFIN
index	index	index	index	N;NOM;SG	
index	inhaltsverzeichnis	index	inhaltsverzeichnis	N;NOM;SG	
index	sachregister	index	sachregister	N;NOM;SG	ADJ
tarbija	endverbraucher	tarbija	endverbraucher	N;NOM;SG	ADJ
tarbija	verbraucherschutz	tarbija	verbraucherschutz	N;NOM;SG	ADJ
tarbija	verbraucher	tarbija	verbraucher	N;NOM;SG	ADJ
kolmkümmend	thirty	kolm_kümmend	thirty	NUM;NOM;SG	PROPN
mündid	münzen	münt	münzen	N;NOM;PL	V;NFIN
mündid	münze	münt	münze	N;NOM;PL	
vastutus	steuerschuld	vastutus	steuerschuld	N;NOM;SG	ADJ
vastutus	verantwortung	vastutus	verantwortung	N;NOM;SG	ADJ
vastutus	haftpflicht	vastutus	haftpflichen	N;NOM;SG	ADJ
vastutus	verbindlichkeit	vastutus	verbindlichkeit	N;NOM;SG	ADJ
vastutus	pflichten	vastutus	pflicht	N;NOM;SG	V;FIN
vastutus	verantwortung	vastutus	verantwortung	N;NOM;SG	ADJ
vastutus	verantwortlichkeiten	vastutus	verantwortlichkeiten	N;NOM;SG	N;NOM;FEM;PL
vastutus	zuständigkeiten	vastutus	zuständigkeiten	N;NOM;SG	V;NFIN
vastutus	verantwortung	vastutus	verantwortung	N;NOM;SG	ADJ
vastutus	verantwortlichkeit	vastutus	verantwortlichkeit	N;NOM;SG	ADJ;SG
apostel	apostel	apostel	apostel	N;NOM;SG	
apostel	gesandter	apostel	gesandter	N;NOM;SG	ADJ
arusaadav	verstanden	aru_saadav	verstehen	ADJ;NOM;SG;PRS;V.PTCP;ACT	V;V.PTCP
arusaadav	verständliche	aru_saadav	verständlich	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;NOM;FEM;PL
lõpmatu	endlos	lõpmatu	endlos	ADJ;NOM;SG	ADV
lõpmatu	unendliche	lõpmatu	unendlich	ADJ;NOM;SG	ADJ;NOM;FEM;PL
struve	struve	struve	struve	N;NOM;SG	PROPN;NOM;MASC;SG
osatähtsus	lichtstärke	osa_tähtsus	lichtstärk	N;NOM;SG	
osatähtsus	intensität	osa_tähtsus	intensitäen	N;NOM;SG	ADJ
osatähtsus	intensitäten	osa_tähtsus	intensität	N;NOM;SG	N;PL
dean	dean	deadma	dean	N;NOM;SG	PROPN;NOM;MASC;SG
seisukohad	ansichten	seisu_koht	ansichten	N;NOM;PL	V;PL;FIN
seisukohad	aufrufe	seisu_koht	aufrufen	N;NOM;PL	
seisukohad	aussicht	seisu_koht	aussechen	N;NOM;PL	PROPN
seisukohad	meinungen	seisu_koht	meinungen	N;NOM;PL	V;NFIN
seisukohad	ansichten	seisu_koht	ansichten	N;NOM;PL	V;PL;FIN
seisukohad	standpunkte	seisu_koht	standpunkt	N;NOM;PL	V;IND;PL;3;PST;FIN
britid	briten	britt	breten	N;NOM;PL	
britid	briten	britt	breten	N;NOM;PL	
sakslane	deutschen	sakslane	deutsch	N;NOM;SG	ADJ
sakslane	deutscher	sakslane	deutsch	N;NOM;SG	ADJ
sakslane	deutsche	sakslane	deutsch	N;NOM;SG	ADJ;NOM;FEM;PL
sakslane	deutsch	sakslane	deutsch	N;NOM;SG	ADJ
sergio	sergio	sergio	sergio	N;NOM;SG	PROPN;NOM;SG
liikuva	mobile	liikuv	mobil	ADJ;GEN;SG;PRS;V.PTCP;ACT	ADJ;NOM;FEM;PL
liikuva	mobilfunk	liikuv	mobilfunk	ADJ;GEN;SG;PRS;V.PTCP;ACT	PROPN
liikuva	handys	liikuv	handys	ADJ;GEN;SG;PRS;V.PTCP;ACT	
põõsas	bush	põõsas	bush	N;IN+ESS;SG	PROPN;NOM;MASC;SG
põõsas	gebüsch	põõsas	gebüsch	N;IN+ESS;SG	ADJ
põõsas	bushs	põõsas	bushs	N;IN+ESS;SG	PROPN;NOM;MASC;SG
põõsas	busch	põõsas	busch	N;IN+ESS;SG	PROPN
põõsas	strauch	põõsas	strauch	N;IN+ESS;SG	PROPN
mozart	mozarts	mozart	mozarts	N;NOM;SG	PROPN;NOM;MASC;SG
mozart	mozart	mozart	mozart	N;NOM;SG	PROPN
puudel	pudel	puue	pudel	N;AT+ESS
;PL	
presley	presley	presley	presley	N;NOM;SG	PROPN;NOM;SG
karlova	karlova	karlov	karlova	N;NOM;SG	
mehitatud	besetzt	mehitama	besetzen	ADJ;PST;V.PTCP;PASS	V;V.PTCP
raad	raad	raad	raaden	N;NOM;SG	PROPN;NOM;MASC;SG
vaidlused	streitsachen	vaidlus	streitsach	N;NOM;PL	V;NFIN
vaidlused	streit	vaidlus	streit	N;NOM;PL	ADJ
vaidlused	streitfälle	vaidlus	streitfall	N;NOM;PL	
lugemine	read	lugemine	read	N;NOM;SG	PROPN;SG
lugemine	lies	lugemine	lesen	N;NOM;SG	
lugemine	lesen	lugemine	lesen	N;NOM;SG	V;NFIN
lugemine	gelesen	lugemine	lesen	N;NOM;SG	V;V.PTCP
lugemine	lese	lugemine	lese	N;NOM;SG	V;IND;SG;3;PRS;FIN
lugemine	lektüre	lugemine	lektür	N;NOM;SG	
lugemine	lesen	lugemine	lesen	N;NOM;SG	V;NFIN
lugemine	lese	lugemine	lese	N;NOM;SG	V;IND;SG;3;PRS;FIN
vertikaalselt	senkrecht	vertikaalselt	senkrecht	ADV	ADJ
vertikaalselt	vertikal	vertikaalselt	vertikal	ADV	ADJ
henning	henning	henning	hennengen	N;NOM;SG	PROPN;NOM;MASC;SG
parimat	schönste	parim	schön	ADJ;PRT;CMPR;SG	ADJ;NOM;FEM;SG
parimat	bestes	parim	gut	ADJ;PRT;CMPR;SG	ADJ;NOM;NEUT;SG
parimat	best	parim	best	ADJ;PRT;CMPR;SG	PROPN
parimat	beste	parim	gut	ADJ;PRT;CMPR;SG	ADJ;NOM;FEM;PL
marin	marin	marin	marin	N;NOM;SG	PROPN;NOM;SG
marin	marín	marin	marín	N;NOM;SG	PROPN
alonso	alonso	alonso	alonso	N;NOM;SG	PROPN;NOM;MASC;SG
peidetud	verborgene	peitma	verborgen	V;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG
peidetud	verborgen	peitma	verborgen	V;PST;V.PTCP;PASS	ADJ
peidetud	versteckt	peitma	verstecken	V;PST;V.PTCP;PASS	ADJ
dünaamika	dynamik	dünaamika	dynamik	N;NOM;SG	
dünaamika	dynamischen	dünaamika	dynamisch	N;NOM;SG	ADJ
dünaamika	dynamischer	dünaamika	dynamisch	N;NOM;SG	ADJ
dünaamika	dynamik	dünaamika	dynamik	N;NOM;SG	
dünaamika	dynamische	dünaamika	dynamisch	N;NOM;SG	ADJ;NOM;FEM;PL
dünaamika	dynamisch	dünaamika	dynamisch	N;NOM;SG	ADJ
domeeni	domäne	domeen	domän	N;PRT;SG	
domeeni	domain	domeen	domain	N;PRT;SG	PROPN;SG
domeeni	bereich	domeen	bereich	N;PRT;SG	ADV
domeeni	domänen	domeen	domän	N;PRT;SG	V;FIN
muhammad	muhammad	muhamm	muhammad	N;NOM;SG	PROPN;NOM;SG
muhammad	mohammed	muhamm	mohammed	N;NOM;SG	
kinnine	abgeschlossen	kinnine	abschließen	ADJ;NOM;SG	V;V.PTCP
kinnine	geschlossene	kinnine	geschlossen	ADJ;NOM;SG	ADJ;NOM;FEM;PL
kinnine	geschlossen	kinnine	schließen	ADJ;NOM;SG	V;V.PTCP
federico	federico	federico	federico	N;NOM;SG	PROPN;NOM;MASC;SG
lászló	lászló	lászló	lászló	N;NOM;SG	PROPN;NOM;MASC;SG
kirjuta	schreibe	kirjutama	schreibe	V;IMP;SG;2;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
kirjuta	schreib	kirjutama	schreib	V;IMP;SG;2;PRS;FIN;ACT	V;IND;SG;2;FIN
tüüringi	thüringen	tüüring	thüringen	N;NOM;SG	PROPN;NOM;NEUT;SG
täpsus	pünktlichkeit	täpsus	pünktlichkeit	N;NOM;SG	ADJ
täpsus	präzises	täpsus	präzis	N;NOM;SG	ADJ;NOM;NEUT;SG
täpsus	präzise	täpsus	präzis	N;NOM;SG	ADJ
täpsus	präzision	täpsus	präzision	N;NOM;SG	ADJ
täpsus	richtigkeit	täpsus	richtigkeit	N;NOM;SG	ADJ
täpsus	präzision	täpsus	präzision	N;NOM;SG	ADJ
kombinatsioon	kombi	kombinatsioon	kombi	N;NOM;SG	
kombinatsioon	kombinationen	kombinatsioon	kombination	N;NOM;SG	N;NOM;FEM;PL
christie	christie	christie	christie	N;NOM;SG	PROPN
üliõpilane	schüler	üli_õpilane	schüler	N;NOM;SG	ADJ
üliõpilane	studentin	üli_õpilane	studentin	N;NOM;SG	ADJ
üliõpilane	studenten	üli_õpilane	student	N;NOM;SG	ADJ
üliõpilane	kursteilnehmer	üli_õpilane	kursteilnehmer	N;NOM;SG	ADJ
üliõpilane	studierende	üli_õpilane	studierend	N;NOM;SG	ADJ;NOM;FEM;PL
hapnikku	sauerstoff	hapnik	sauerstoff	N;PRT;SG	PROPN;SG
vöö	gürtel	vöö	gürtel	N;NOM;SG	
vöö	gurt	vöö	guren	N;NOM;SG	ADJ
vöö	riemen	vöö	riemen	N;NOM;SG	V;NFIN
vöö	belt	vöö	belt	N;NOM;SG	PROPN
maalitud	gemalt	maali=tud	malen	ADJ;PST;V.PTCP;PASS	V;V.PTCP
maalitud	gestrichen	maali=tud	gestrechen	ADJ;PST;V.PTCP;PASS	V;V.PTCP
maalitud	malte	maali=tud	malen	ADJ;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN
maalitud	bemalt	maali=tud	bemalen	ADJ;PST;V.PTCP;PASS	V;V.PTCP
maalitud	lackiert	maali=tud	lackieren	ADJ;PST;V.PTCP;PASS	V;V.PTCP
arizona	arizona	arizona	arizona	N;NOM;SG	PROPN;NOM;SG
komi	komi	komi	komi		
segatud	mixed	segama	mixed	V;PST;V.PTCP;PASS	PROPN
segatud	gemischte	segama	gemischt	V;PST;V.PTCP;PASS	ADJ;NOM;FEM;PL
segatud	gemischtes	segama	gemischt	V;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG
segatud	gemischt	segama	mischen	V;PST;V.PTCP;PASS	ADJ
segatud	gemischten	segama	gemischt	V;PST;V.PTCP;PASS	ADJ
segatud	gemischt	segama	mischen	V;PST;V.PTCP;PASS	ADJ
kadi	kadi	kadi	kadi	N;NOM;SG	
valley	valley	valley	valley	N;NOM;SG	PROPN;NOM;SG
juhani	juhani	juhani	juhani	N;NOM;SG	PROPN;NOM;MASC;SG
armin	armin	armima	armin	N;NOM;SG	PROPN;NOM;MASC;SG
tunnis	stündliche	tund	stündlich	N;IN+ESS;SG	ADJ;NOM;FEM;PL
tunnis	stunden	tund	stehen	N;IN+ESS;SG	V;NFIN
tunnis	stündlich	tund	stündlich	N;IN+ESS;SG	ADJ
tunnis	stunde	tund	stund	N;IN+ESS;SG	ADV
mars	mars	mars	mars	N;NOM;SG	PROPN;NOM;SG
vennaskonna	bruderschaft	vennaskond	bruderschaft	N;GEN;SG	ADJ
vennaskonna	brüderlichkeit	vennaskond	brüderlichkeit	N;GEN;SG	ADJ
väljuvad	ausgehende	väljuma	ausgehend	V;IND;PL;3;PRS;FIN;ACT	ADJ;NOM;FEM;PL
väljuvad	ausgang	väljuma	ausgang	V;IND;PL;3;PRS;FIN;ACT	
kõrgused	höhen	kõrgune	höhen	N;NOM;PL	V;NFIN
kõrgused	höhe	kõrgune	höch	N;NOM;PL	
kõrgused	heights	kõrgune	heights	N;NOM;PL	PROPN
lõigatud	ausschneiden	lõikama	ausschneiden	ADJ;PST;V.PTCP;PASS	V;NFIN
lõigatud	cut	lõikama	cut	ADJ;PST;V.PTCP;PASS	PROPN
lõigatud	schneiden	lõikama	schneiden	ADJ;PST;V.PTCP;PASS	V;NFIN
lõigatud	abschneiden	lõikama	abschneiden	ADJ;PST;V.PTCP;PASS	V;NFIN
põhjendatud	begründet	põhjenda=tud	begründen	ADJ;PST;V.PTCP;PASS	V;V.PTCP
põhjendatud	begründete	põhjenda=tud	begründen	ADJ;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN
epitsenter	epizentrum	epitsenter	epizentrum	N;NOM;SG	ADJ
epitsenter	epizentrum	epitsenter	epizentrum	N;NOM;SG	ADJ
samoa	samoanischer	samo	samoanisch	N;NOM;SG	ADJ
samoa	samoa	samo	samoa	N;NOM;SG	PROPN;NOM;MASC;SG
seksuaalne	sexuelle	seksuaalne	sexuell	ADJ;NOM;SG	ADJ;NOM;FEM;PL
juurdepääs	zufahrt	juurde_pääs	zufahren	N;NOM;SG	V;IND;SG;3;PRS;FIN
juurdepääs	zutritt	juurde_pääs	zutreten	N;NOM;SG	ADJ
juurdepääs	erreichbarkeit	juurde_pääs	erreichbarkeit	N;NOM;SG	ADJ;NOM;SG
juurdepääs	barrierefreiheit	juurde_pääs	barrierefreiheit	N;NOM;SG	ADJ;NOM
igavene	ewig	igavene	ewig	ADJ;NOM;SG	
ootamatu	unerwartete	ootamatu	unerwartet	ADJ;NOM;SG	ADJ;NOM;FEM;PL
bayern	bayern	bayern	bayern	N;NOM;SG	PROPN;NOM;SG
rääkides	sprechend	rääkima	sprechend	V;V.CVB	ADJ
madu	schlange	madu	schlange	N;NOM;SG	ADJ;NOM
madu	snake	madu	snak	N;NOM;SG	PROPN;SG
madu	schlangen	madu	schlangen	N;NOM;SG	N;NOM;FEM;PL
madu	schlange	madu	schlange	N;NOM;SG	ADJ;NOM
madu	schlangen	madu	schlangen	N;NOM;SG	N;NOM;FEM;PL
tükk	stück	tükk	stück	N;NOM;SG	ADJ
tasakaal	waage	tasa_kaal	waage	N;NOM;SG	
tasakaal	bilanz	tasa_kaal	bilanz	N;NOM;SG	
tasakaal	balance	tasa_kaal	balance	N;NOM;SG	PROPN;NOM;FEM;SG
tasakaal	gleichgewicht	tasa_kaal	leichwechen	N;NOM;SG	ADJ
tasakaal	ausgewogenheit	tasa_kaal	ausgewogenheit	N;NOM;SG	ADJ
tasakaal	gleichgewicht	tasa_kaal	leichwechen	N;NOM;SG	ADJ
mateeria	angelegenheit	mateeria	anlegegenheit	N;NOM;SG	ADJ
mateeria	materie	mateeria	materie	N;NOM;SG	PROPN
ühised	gemeinsamen	ühine	gemeinsam	ADJ;NOM;PL	ADJ;SG
ühised	gemeinsames	ühine	gemeinsam	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
olend	kreatur	olend	kreatur	N;NOM;SG	
olend	kreaturen	olend	kreatur	N;NOM;SG	N;NOM;PL
olend	geschöpf	olend	geschöpfen	N;NOM;SG	
neutraalne	neutrale	neutraalne	neutral	ADJ;NOM;SG	ADJ;NOM;FEM;PL
inspiratsiooni	anregungen	inspiratsioon	anregiegen	N;PRT;SG	V;NFIN
inspiratsiooni	inspirieren	inspiratsioon	inspirieren	N;PRT;SG	V;NFIN
inspiratsiooni	inspiration	inspiratsioon	inspiration	N;PRT;SG	N;NOM;FEM;SG
discovery	entdecken	discovery	entdecken	N;NOM;SG	V;NFIN
discovery	entdeckungen	discovery	entdeckingen	N;NOM;SG	V;NFIN
discovery	entdeckungsreise	discovery	entdeckungsreise	N;NOM;SG	;SG
discovery	discovery	discovery	discovery	N;NOM;SG	
omavalitsused	gemeinde	oma_valitsus	gemeinde	N;NOM;PL	N;NOM;FEM;SG
petri	petri	peter	petri	N;NOM;SG	PROPN;NOM;MASC;SG
sööt	füttern	sööt	füttern	N;NOM;SG	V;NFIN
sööt	futter	sööt	futter	N;NOM;SG	
sööt	futtermittel	sööt	futtermittel	N;NOM;SG	
sööt	köder	sööt	koder	N;NOM;SG	
piero	piero	piero	piero	N;NOM;SG	PROPN;NOM;MASC;SG
tüür	ruder	tüür	ruder	N;NOM;SG	ADV
liitrit	litern	liiter	litern	N;PRT;SG	
liitrit	liter	liiter	liter	N;PRT;SG	
liitrit	litre	liiter	litr	N;PRT;SG	PROPN
liitrit	liter	liiter	liter	N;PRT;SG	
mootorid	motors	mootor	motors	N;NOM;PL	PROPN;NOM;SG
mootorid	elektromotoren	mootor	elektromotoren	N;NOM;PL	ADJ
mootorid	antrieb	mootor	antreiben	N;NOM;PL	V;IND;SG;3;PST;FIN
läbipaistev	durchscheinende	läbi_paistev	durchscheinend	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;NOM;FEM;PL
läbipaistev	transparente	läbi_paistev	transparent	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;NOM;FEM;PL
potentsiaali	mögliche	potentsiaal	möglich	N;PRT;SG	ADJ;NOM;FEM;PL
potentsiaali	potential	potentsiaal	potential	N;PRT;SG	ADJ
potentsiaali	potentielle	potentsiaal	potentiell	N;PRT;SG	ADJ;NOM;FEM;PL
potentsiaali	potenzial	potentsiaal	potenzial	N;PRT;SG	ADJ
leslie	leslie	lesli	leslie	N;NOM;SG	PROPN;SG
keiserlik	kaiserlichen	keiserlik	kaiserlich	ADJ;NOM;SG	ADJ;NOM;MASC;PL
keiserlik	kaiserreich	keiserlik	kaiserreich	ADJ;NOM;SG	PROPN
keiserlik	kaiserliche	keiserlik	kaiserlich	ADJ;NOM;SG	ADJ;NOM;FEM;PL
keiserlik	imperial	keiserlik	imperial	ADJ;NOM;SG	PROPN
lineaarne	lineare	lineaarne	linear	ADJ;NOM;SG	ADJ;NOM;FEM;PL
illustratsioonid	abbildungen	illustratsioon	abbildung	N;NOM;PL	V;NFIN
traadita	wireless	traat	wireless	N;NOM;SG	
traadita	drahtlose	traat	drahtlos	N;NOM;SG	ADJ;NOM;FEM;PL
traadita	drahtlosen	traat	drahtlos	N;NOM;SG	ADJ
traadita	wlan	traat	wlan	N;NOM;SG	
muda	schlamm	muda	schlamm	N;NOM;SG	ADJ
muda	klärschlamm	muda	klärschlamm	N;NOM;SG	ADJ
muda	dreck	muda	dreck	N;NOM;SG	ADV
muda	schlamm	muda	schlamm	N;NOM;SG	ADJ
mõõtmine	messen	mõõtmine	messen	N;NOM;SG	V;NFIN
mõõtmine	vermessen	mõõtmine	vermessen	N;NOM;SG	V;V.PTCP
mõõtmine	messgeräte	mõõtmine	meßgerät	N;NOM;SG	N;NOM;FEM;PL
mõõtmine	messungen	mõõtmine	messungen	N;NOM;SG	V;NFIN
mõõtmine	messwerte	mõõtmine	messwert	N;NOM;SG	ADJ
mõõtmine	maße	mõõtmine	massen	N;NOM;SG	ADV
mõõtmine	messen	mõõtmine	messen	N;NOM;SG	V;NFIN
mõõtmine	messtechnik	mõõtmine	messtechnik	N;NOM;SG	ADJ
mõõtmine	maßeinheit	mõõtmine	maßeinheit	N;NOM;SG	ADJ
krull	krull	krull	krull	N;NOM;SG	PROPN;NOM;MASC;SG
lõhna	rieche	lõhn	riechen	N;PRT;SG	V;IND;SG;3;PRS;FIN
lõhna	riechen	lõhn	riechen	N;PRT;SG	V;NFIN
lõhna	düfte	lõhn	düfen	N;PRT;SG	
lõhna	parfüm	lõhn	parfüm	N;PRT;SG	
õnnetus	zufall	õnnetus	zufall	N;NOM;SG	
õnnetus	unfallversicherung	õnnetus	unfallversicherung	N;NOM;SG	ADJ;NOM;FEM;SG
suurused	größe	suurune	groß	ADJ;NOM;PL	N;NOM;FEM;SG
suurused	grösse	suurune	groß	ADJ;NOM;PL	
suurused	größen	suurune	groß	ADJ;NOM;PL	V;NFIN
suurused	maße	suurune	massen	ADJ;NOM;PL	ADV
suurused	grössen	suurune	grössen	ADJ;NOM;PL	V;FIN
kommunismi	kommunismus	kommunism	kommunismus	N;PRT;SG	PROPN
babüloonia	babylonischen	babüloonia	babylonisch	N;NOM;SG	ADJ
semper	semper	semper	semper	N;NOM;SG	PROPN;NOM;SG
tragöödia	tragödien	tragöödia	tragödien	N;NOM;SG	N;NOM;PL
tragöödia	tragödie	tragöödia	tragödie	N;NOM;SG	
tragöödia	tragisch	tragöödia	tragisch	N;NOM;SG	ADJ
meeli	spürt	meel	spüren	N;NOM;SG	V;IND;SG;3;PRS;FIN
meeli	sinnen	meel	sinnen	N;NOM;SG	
meeli	besinnung	meel	besinnung	N;NOM;SG	
eeldused	voraussetzung	eeldus	voraussetzung	N;NOM;PL	
eeldused	voraussetzungen	eeldus	voraussetzehen	N;NOM;PL	V;NFIN
eeldused	bedingungen	eeldus	bedingung	N;NOM;PL	V;NFIN
eeldused	grundvoraussetzungen	eeldus	grundvoraussetzung	N;NOM;PL	V;NFIN
eeldused	vermutung	eeldus	vermutung	N;NOM;PL	ADV
eeldused	hypothesen	eeldus	hypothesen	N;NOM;PL	V;NFIN
eeldused	annahmen	eeldus	annehmen	N;NOM;PL	V;NFIN
eeldused	vermutungen	eeldus	vermutungen	N;NOM;PL	V;NFIN
václav	václav	václav	václav	N;NOM;SG	PROPN;NOM;MASC;SG
valdkond	domäne	valdkond	domän	N;NOM;SG	
valdkond	domain	valdkond	domain	N;NOM;SG	PROPN;SG
valdkond	bereich	valdkond	bereich	N;NOM;SG	ADV
valdkond	domänen	valdkond	domän	N;NOM;SG	V;FIN
valdkond	gebiet	valdkond	gebieten	N;NOM;SG	ADJ
valdkond	bereich	valdkond	bereich	N;NOM;SG	ADV
konkurentsi	wettbewerb	konkurents	wettbewerb	N;PRT;SG	ADV
vulgaris	vulgaris	vulgar	vulgaris	N;NOM;SG	PROPN;NOM;SG
vicente	vicente	vicente	vicent	N;NOM;SG	PROPN;NOM;SG
liu	liu	liu	liu	N;NOM;SG	PROPN;NOM;MASC;SG
johansson	johansson	johansson	johansson	N;NOM;SG	PROPN;NOM;SG
jälgib	monitore	jälgima	monitore	V;IND;SG;3;PRS;FIN;ACT	
jälgib	bildschirme	jälgima	bildschirm	V;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;FEM;PL
jälgib	beobachter	jälgima	beobachter	V;IND;SG;3;PRS;FIN;ACT	ADJ
marge	marge	marg	margen	N;NOM;SG	PROPN;NOM;SG
stein	stein	stein	stein	N;NOM;SG	PROPN;NOM;MASC;SG
pen	pen	pen	pen	N;NOM;SG	
pen	kugelschreiber	pen	kugelschreiber	N;NOM;SG	ADJ
pen	stift	pen	stefen	N;NOM;SG	
pen	feder	pen	feder	N;NOM;SG	
germain	germain	germain	germain	N;NOM;SG	PROPN;NOM;SG
kommentaar	kommentieren	kommentaar	kommentieren	N;NOM;SG	V;NFIN
kommentaar	anmerkung	kommentaar	anmerkung	N;NOM;SG	
kommentaar	bemerkung	kommentaar	bemerkung	N;NOM;SG	
kommentaar	kommentare	kommentaar	kommentar	N;NOM;SG	ADJ;NOM;FEM;SG
kommentaar	kommentar	kommentaar	kommentar	N;NOM;SG	ADJ
sean	sean	sean	sean	N;NOM;SG	PROPN;NOM;MASC;SG
shanghai	shanghai	shanghai	shanghai	N;NOM;SG	PROPN;NOM;MASC;SG
armastaja	geliebter	armastaja	geliebt	N;NOM;SG	ADJ
armastaja	geliebte	armastaja	geliebt	N;NOM;SG	ADJ;NOM;FEM;SG
armastaja	liebhaber	armastaja	liebhaber	N;NOM;SG	ADJ
armastaja	lover	armastaja	lover	N;NOM;SG	PROPN
orange	orange	orang	orange	N;NOM;SG	
orange	orangensaft	orang	orangensaft	N;NOM;SG	
orange	orangen	orang	orangen	N;NOM;SG	V;NFIN
sõnaraamat	wörterbuch	sõna_raamat	wörterbuch	N;NOM;SG	ADJ
tuld	feuer	tuli	feuer	N;PRT;SG	
tuld	brandschutz	tuli	brandschutz	N;PRT;SG	ADJ
tuld	fire	tuli	fein	N;PRT;SG	
tuld	feuerwehr	tuli	feuerwehr	N;PRT;SG	ADJ
tuld	brände	tuli	brinden	N;PRT;SG	N;NOM;PL
viimasena	letzte	viimane	letzt	ADJ;FRML;SG	ADJ;NOM;FEM;SG
viimasena	letzter	viimane	letzt	ADJ;FRML;SG	ADJ;NOM;MASC;SG
viimasena	letzten	viimane	letzt	ADJ;FRML;SG	ADJ;PL
viimasena	letztes	viimane	letzt	ADJ;FRML;SG	ADJ;NOM;NEUT;SG
viimasena	zuletzt	viimane	zuletzt	ADJ;FRML;SG	ADV
ilmaliku	weltliche	ilmalik	weltlich	ADJ;GEN;SG	ADJ;NOM;FEM;PL
odavam	billigste	odavam	billig	ADJ;NOM;CMPR;SG	ADJ;NOM;FEM;PL
odavam	günstigste	odavam	günstig	ADJ;NOM;CMPR;SG	ADJ;NOM;FEM;PL
odavam	billigsten	odavam	billig	ADJ;NOM;CMPR;SG	ADJ;PL
odavam	günstigsten	odavam	günstig	ADJ;NOM;CMPR;SG	ADJ;PL
odavam	günstigere	odavam	günstig	ADJ;NOM;CMPR;SG	ADJ;NOM;FEM;PL
odavam	billigere	odavam	billig	ADJ;NOM;CMPR;SG	ADJ;NOM;FEM;PL
edge	rand	edge	rinden	N;NOM;SG	ADV
edge	kante	edge	kanten	N;NOM;SG	ADJ
edge	edge	edge	edg	N;NOM;SG	
edge	kanten	edge	kanten	N;NOM;SG	V;NFIN
kiili	libelle	kiil	libelle	N;NOM;SG	ADJ;NOM;FEM;SG
individuaalne	individuelle	individuaalne	individuell	ADJ;NOM;SG	ADJ;NOM;FEM;PL
individuaalne	einzel	individuaalne	einzel	ADJ;NOM;SG	
individuaalne	individuum	individuaalne	individuum	ADJ;NOM;SG	N;SG
myspace	myspace	myspace	myspace	N;NOM;SG	PROPN;NOM;SG
robot	roboter	robot	robot	N;NOM;SG	ADJ
robot	robot	robot	robot	N;NOM;SG	PROPN
geneetiliselt	gentechnisch	geneetiliselt	gentechnisch	ADV	ADJ
geneetiliselt	genetisch	geneetiliselt	genetisch	ADV	ADJ
pilv	cloud	pilv	cloud	N;NOM;SG	PROPN;NOM;SG
pilv	wolken	pilv	wolken	N;NOM;SG	
pilv	wolke	pilv	wolk	N;NOM;SG	
autosid	autos	auto	autos	N;PRT;PL	
autosid	fahrzeuge	auto	fahrzeug	N;PRT;PL	N;NOM;PL
autosid	kraftfahrzeuge	auto	kraftfahrzeuge	N;PRT;PL	ADJ;NOM
autosid	pkw	auto	pkw	N;PRT;PL	
autosid	pkws	auto	pkws	N;PRT;PL	
litsents	führerschein	litsents	führerschein	N;NOM;SG	ADJ
litsents	lizenz	litsents	lizenz	N;NOM;SG	
litsents	lizenzen	litsents	lizenzen	N;NOM;SG	V;NFIN
litsents	fahrerlaubnis	litsents	fahrerlaubnis	N;NOM;SG	ADJ
litsents	führerschein	litsents	führerschein	N;NOM;SG	ADJ
litsents	lizenz	litsents	lizenz	N;NOM;SG	
litsents	lizenzen	litsents	lizenzen	N;NOM;SG	V;NFIN
