von	from	von	from	ADP	
james	james	james	james	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
james	jakub	james	jakub	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
james	jamesa	james	jamesa	PROPN;NOM;MASC;SG	
james	jakuba	james	jakub	PROPN;NOM;MASC;SG	
top	top	top	top	ADV	
top	szczyt	top	szczyt	ADV	N;NOM;MASC;SG
top	góra	top	góra	ADV	
bruder	bro	bruder	bro	ADJ	
bruder	bracie	bruder	brat	ADJ	N;VOC;MASC;SG
bruder	bracie	bruder	brat	ADJ	N;VOC;MASC;SG
bruder	brat	bruder	brat	ADJ	N;NOM;MASC;SG
künstler	artystka	künstler	artystka		N;NOM;FEM;SG
künstler	artyści	künstler	artysta		N;NOM;MASC;PL
künstler	artysta	künstler	artysta		N;NOM;MASC;SG
künstler	wykonawca	künstler	wykonawca		N;NOM;MASC;SG
künstler	wykonawcy	künstler	wykonawca		N;NOM;MASC;PL
künstler	wykonawców	künstler	wykonawca		N;ACC;MASC;PL
künstler	artystów	künstler	artysta		N;ACC;MASC;PL
künstler	artyści	künstler	artysta		N;NOM;MASC;PL
künstler	wykonawcy	künstler	wykonawca		N;NOM;MASC;PL
england	anglia	england	anglia	PROPN;NOM;NEUT;SG	
england	anglii	england	anglia	PROPN;NOM;NEUT;SG	
england	england	england	england	PROPN;NOM;NEUT;SG	
dargestellt	przedstawiony	darstellen	przedstawić	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
erfolg	sukcesów	erfolg	sukces	ADJ	N;GEN;MASC;PL
erfolg	sukcesy	erfolg	sukces	ADJ	N;NOM;MASC;PL
erfolg	sukces	erfolg	sukces	ADJ	N;NOM;MASC;SG
erfolg	sukcesu	erfolg	sukces	ADJ	N;GEN;MASC;SG
erfolg	sukcesów	erfolg	sukces	ADJ	N;GEN;MASC;PL
erfolg	sukcesy	erfolg	sukces	ADJ	N;NOM;MASC;PL
erfolg	powodzenie	erfolg	powodzenie	ADJ	N;NOM;NEUT;SG
politische	polityczny	politisch	polityczny	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
politische	politycznych	politisch	polityczny	ADJ;NOM;FEM;PL	ADJ;GEN;MASC;PL
politische	polityczne	politisch	polityczny	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
politische	polityczna	politisch	polityczny	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
früher	wcześniej	früher	wcześnie	ADJ	ADV;CMPR
früher	poprzednio	früher	poprzednio	ADJ	ADV
früher	wczesna	früher	wczesny	ADJ	
früher	wcześnie	früher	wcześnie	ADJ	ADV
früher	wczesne	früher	wczesny	ADJ	
früher	wczesniej	früher	wczesnie	ADJ	V;PFV;IND;SG;3;NFIN;ACT
früher	wcześniej	früher	wcześnie	ADJ	ADV;CMPR
früher	dawniej	früher	dawno	ADJ	ADV;CMPR
wissen	wiedzy	wissen	wiedza	V;NFIN	N;GEN;FEM;SG
wissen	wiedza	wissen	wiedza	V;NFIN	N;NOM;FEM;SG
wissen	znajomość	wissen	znajomość	V;NFIN	N;NOM;FEM;SG
wissen	wiedzę	wissen	wiedza	V;NFIN	N;ACC;FEM;SG
wissen	know	wissen	know	V;NFIN	
länge	długość	länge	długość	ADJ	N;NOM;FEM;SG
länge	długości	länge	długość	ADJ	N;GEN;FEM;SG
groß	big	groß	big	ADJ	
groß	świetnie	groß	świetnie	ADJ	ADV
groß	super	groß	super	ADJ	
groß	wspaniale	groß	wspaniale	ADJ	
groß	groß	groß	groß	ADJ	PROPN;NOM;MASC;SG
groß	wysoka	groß	wysoki	ADJ	
groß	wysoki	groß	wysoki	ADJ	
groß	wysokie	groß	wysoki	ADJ	V;PFV;IND;SG;FIN;ACT
ganze	całość	ganz	całość	ADJ;NOM;FEM;PL	N;NOM;FEM;SG
ganze	cały	ganz	cały	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
ganze	cała	ganz	cały	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
ganze	cał	ganz	cał	ADJ;NOM;FEM;PL	ADV
geschrieben	napisane	schreiben	napisać	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
geschrieben	pisemne	schreiben	pisemny	V;V.PTCP	ADJ;NOM;NEUT;SG
geschrieben	zapisane	schreiben	zapisać	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
geschrieben	wysłany	schreiben	wysłać	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
geschrieben	opublikowane	schreiben	opublikować	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
geschrieben	zamieszczone	schreiben	zamieścić	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
beiträge	składki	beitragen	składka	ADJ	N;NOM;FEM;PL
beiträge	składek	beitragen	składka	ADJ	N;ACC;FEM;PL
beiträge	wkłady	beitragen	wkład	ADJ	N;NOM;MASC;PL
beiträge	postów	beitragen	post	ADJ	N;GEN;MASC;PL
beiträge	stanowiska	beitragen	stanowisko	ADJ	N;NOM;NEUT;PL
beiträge	posty	beitragen	post	ADJ	N;NOM;MASC;PL
beiträge	wyroby	beitragen	wyrób	ADJ	N;NOM;MASC;PL
beiträge	artykułów	beitragen	artykuł	ADJ	N;GEN;MASC;PL
beiträge	artykuły	beitragen	artykuł	ADJ	N;NOM;MASC;PL
abschnitt	sekcję	abschneiden	sekcja	ADV	N;ACC;FEM;SG
abschnitt	sekcji	abschneiden	sekcja	ADV	N;GEN;FEM;SG
abschnitt	dział	abschneiden	dziać	ADV	N;NOM;MASC;SG
abschnitt	sekcja	abschneiden	sekcja	ADV	N;NOM;FEM;SG
möchte	chce	mögen	chcieć	V;SBJV;SG;3;PST;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
rechts	prawo	rechts	prawo	ADV	N;NOM;NEUT;SG
trainer	trener	Trainer	trener	ADJ	N;NOM;MASC;SG
trainer	trenerem	Trainer	trener	ADJ	N;INS;MASC;SG
trainer	trenerów	Trainer	trener	ADJ	N;ACC;MASC;PL
trainer	trener	Trainer	trener	ADJ	N;NOM;MASC;SG
trainer	trenerów	Trainer	trener	ADJ	N;ACC;MASC;PL
gerne	zadowolona	gerne	zadowolony	ADV	ADJ;NOM;FEM;SG
gerne	szczęśliwi	gerne	szczęśliwy	ADV	ADJ;NOM;MASC;PL
gerne	wszystkiego	gerne	wszystko	ADV	PRO;GEN;NEUT;SG
gerne	szczęśliwa	gerne	szczęśliwy	ADV	ADJ;NOM;FEM;SG
gerne	szczęśliwy	gerne	szczęśliwy	ADV	ADJ;NOM;MASC;SG
gerne	zadowolony	gerne	zadowolony	ADV	ADJ;NOM;MASC;SG
see	patrz	see	patrzeć		V;IPFV;IMP;SG;2;FIN;ACT
see	zobacz	see	zobaczyć		V;PFV;IMP;SG;2;FIN;ACT
see	jeziora	see	jezioro		N;ACC;NEUT;SG
see	jezioro	see	jezioro		N;NOM;NEUT;SG
see	lake	see	raka		V;IPFV;IND;SG;PRS;FIN;ACT
französische	francuski	französisch	francuski	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
französische	francuska	französisch	francuski	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
französische	french	französisch	fren	ADJ;NOM;FEM;PL	
französische	francuskie	französisch	francuski	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
hohen	wysoka	hoch	wysoki	ADJ;PL	
hohen	wysokie	hoch	wysoki	ADJ;PL	V;PFV;IND;SG;FIN;ACT
hohen	high	hoch	high	ADJ;PL	
hohen	wysoki	hoch	wysoki	ADJ;PL	
hohen	wysoko	hoch	wysoko	ADJ;PL	ADV
hohen	hoher	hoch	hoher	ADJ;PL	
hohen	hohe	hoch	hoh	ADJ;PL	
südlich	południe	südlich	południe	ADJ	N;NOM;NEUT;SG
zeitschrift	dziennik	zeitschrefen	dziennik	ADJ	N;NOM;MASC;SG
zeitschrift	czasopismo	zeitschrefen	czasopismo	ADJ	N;NOM;NEUT;SG
zeitschrift	journal	zeitschrefen	journal	ADJ	
zeitschrift	pamiętnik	zeitschrefen	pamiętnik	ADJ	N;ACC;MASC;SG
zeitschrift	czasopismo	zeitschrefen	czasopismo	ADJ	N;NOM;NEUT;SG
zeitschrift	magazyn	zeitschrefen	magazyn	ADJ	N;NOM;MASC;SG
zeitschrift	magazynek	zeitschrefen	magazynka	ADJ	N;NOM;MASC;SG
zeitschrift	czasopisma	zeitschrefen	czasopismo	ADJ	N;ACC;MASC;SG
finde	znajdź	finden	znaleźć	V;IND;SG;2;PRS;FIN	V;PFV;IMP;SG;2;FIN;ACT
führen	ołów	führen	ołowa	V;NFIN	N;NOM;MASC;SG
führen	ołowiu	führen	ołowiek	V;NFIN	
etc	etc	etc	etc		
etc	itd	etc	itd		
etc	itp	etc	itp		
studium	studium	studium	studium	N;NOM;NEUT;SG	N;ACC;NEUT;SG
studium	badania	studium	badanie	N;NOM;NEUT;SG	N;NOM;NEUT;PL
studium	studia	studium	studia	N;NOM;NEUT;SG	N;NOM;NEUT;PL
studium	badania	studium	badanie	N;NOM;NEUT;SG	N;NOM;NEUT;PL
studium	studiów	studium	studia	N;NOM;NEUT;SG	N;GEN;NEUT;PL
ausbildung	treningi	ausbildung	trening	N;FEM;SG	N;NOM;MASC;PL
park	parki	park	park	PROPN;NOM;SG	N;NOM;MASC;PL
park	parka	park	parka	PROPN;NOM;SG	
park	park	park	park	PROPN;NOM;SG	N;NOM;MASC;SG
george	jerzego	george	jerć	PROPN;NOM;MASC;SG	PROPN;GEN;MASC;SG
george	jerzy	george	jerzy	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
george	grzegorz	george	grzegorz	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
george	george	george	george	PROPN;NOM;MASC;SG	
wappen	kurtka	wappen	kurtka		N;NOM;FEM;SG
wappen	płaszcz	wappen	płaszcz		N;NOM;MASC;SG
wappen	godło	wappen	godć		N;NOM;NEUT;SG
wappen	ramiona	wappen	ramię		N;NOM;NEUT;PL
wappen	broń	wappen	broń		V;IPFV;IMP;SG;2;FIN;ACT
wappen	ręce	wappen	ręka		N;NOM;FEM;PL
zürich	zürich	zürich	zürich	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
zürich	zurychu	zürich	zurych	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
wort	slowo	wort	slowo	N;NOM;NEUT;SG	V;IPFV;IND;SG;FIN;ACT
landes	landes	land	landes	N;NOM;NEUT;PL	
bahn	bahn	bahnen	bahny		V;IPFV;IMP;SG;2;FIN;ACT
bahn	pociągiem	bahnen	pociąg		N;INS;MASC;SG
bahn	pociągu	bahnen	pociąg		N;GEN;MASC;SG
bahn	pociąg	bahnen	pociąg		N;NOM;MASC;SG
bahn	pociągi	bahnen	pociąg		N;NOM;MASC;PL
bahn	kolej	bahnen	kolej		N;NOM;FEM;SG
bahn	kolej	bahnen	kolej		N;NOM;FEM;SG
bahn	kolejowe	bahnen	kolejowy		ADJ;NOM;NEUT;SG
komponist	kompozytor	komponist	kompozytor	ADJ	N;NOM;MASC;SG
komponist	edytor	komponist	edytor	ADJ	N;NOM;MASC;SG
mindestens	minimalna	mindestens	minimalny	ADV	ADJ;NOM;FEM;SG
mindestens	minimum	mindestens	minimum	ADV	
mindestens	minimalny	mindestens	minimalny	ADV	ADJ;NOM;MASC;SG
award	wyróżnienie	award	wyróżnienie	PROPN;NOM;MASC;SG	N;NOM;NEUT;SG
award	nagrodę	award	nagroda	PROPN;NOM;MASC;SG	N;ACC;FEM;SG
award	nagroda	award	nagroda	PROPN;NOM;MASC;SG	N;NOM;FEM;SG
award	nagrody	award	nagroda	PROPN;NOM;MASC;SG	N;NOM;FEM;PL
zahl	integer	zahl	integer	N;NOM;FEM;SG	
internationale	international	international	international	ADJ;NOM;FEM;PL	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
internationale	międzynarodowe	international	międzynarodowy	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
internationale	międzynarodowy	international	międzynarodowy	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
internationale	międzynarodowych	international	międzynarodowy	ADJ;NOM;FEM;PL	ADJ;GEN;MASC;PL
internationale	międzynarodowa	international	międzynarodowy	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
internationale	internationale	international	internationale	ADJ;NOM;FEM;PL	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
zusätzlich	dodatkowo	zusätzlich	dodatkowo	ADJ	ADV
dresden	dresden	dresden	dresden	PROPN;NOM;NEUT;SG	
schreiben	list	schreiben	list	V;NFIN	N;NOM;MASC;SG
schreiben	pismo	schreiben	pismo	V;NFIN	N;NOM;NEUT;SG
schreiben	litera	schreiben	liter	V;NFIN	N;NOM;FEM;SG
schreiben	pisanie	schreiben	pisać	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
schreiben	pismo	schreiben	pismo	V;NFIN	N;NOM;NEUT;SG
darstellung	reprezentacji	darstellung	reprezentacja	N;NOM;FEM;SG	N;DAT;FEM;SG
darstellung	prezentacji	darstellung	prezentacja	N;NOM;FEM;SG	N;GEN;FEM;SG
darstellung	prezentacje	darstellung	prezentacja	N;NOM;FEM;SG	N;NOM;FEM;PL
darstellung	wyświetlania	darstellung	wyświetlanie	N;NOM;FEM;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
darstellung	wizualizacji	darstellung	wizualizacja	N;NOM;FEM;SG	N;GEN;FEM;SG
rudolf	rudolph	rudolf	rudoli	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
rudolf	rudolf	rudolf	rudolf	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
rudolf	rudolf	rudolf	rudolf	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
tatsächlich	rzeczywiście	tatsächlich	rzeczywiście	ADJ	ADV
tatsächlich	właściwie	tatsächlich	właściwie	ADJ	ADV
firma	firmy	firma	firma	N;NOM;FEM;SG	N;NOM;FEM;PL
firma	spółka	firma	spółka	N;NOM;FEM;SG	
nahe	zamknij	nahe	zamknąć		V;PFV;IMP;SG;2;FIN;ACT
nahe	pobliżu	nahe	pobliże		N;ACC;NEUT;SG
größten	największym	groß	duży	ADJ;NOM;MASC;SG	ADJ;INS;CMPR;MASC;SG
größten	najwięksi	groß	wielki	ADJ;NOM;MASC;SG	ADJ;NOM;CMPR;MASC;PL
größten	największych	groß	duży	ADJ;NOM;MASC;SG	ADJ;GEN;CMPR;MASC;PL
league	league	league	leagu	PROPN;SG	
league	liga	league	liga	PROPN;SG	N;NOM;FEM;SG
league	lidze	league	liga	PROPN;SG	N;DAT;FEM;SG
league	ligi	league	liga	PROPN;SG	N;ACC;FEM;SG
tore	tore	tor	tor	N;NOM;NEUT;PL	
tore	gates	tor	gates	N;NOM;NEUT;PL	
tore	bramy	tor	brama	N;NOM;NEUT;PL	
tore	bram	tor	brama	N;NOM;NEUT;PL	
tore	bramki	tor	bramka	N;NOM;NEUT;PL	N;ACC;FEM;PL
tore	celów	tor	cel	N;NOM;NEUT;PL	N;GEN;MASC;PL
tore	bramek	tor	bramek	N;NOM;NEUT;PL	N;GEN;FEM;PL
politischen	polityczny	politisch	polityczny	ADJ;NOM;MASC;PL	ADJ;NOM;MASC;SG
politischen	politycznych	politisch	polityczny	ADJ;NOM;MASC;PL	ADJ;GEN;MASC;PL
politischen	polityczne	politisch	polityczny	ADJ;NOM;MASC;PL	ADJ;NOM;NEUT;SG
politischen	polityczna	politisch	polityczny	ADJ;NOM;MASC;PL	ADJ;NOM;FEM;SG
wahl	wybory	wahl	wybory		N;NOM;NEUT;PL
wahl	wybór	wahl	wybór		N;NOM;MASC;SG
darf	majowe	dürfen	majowy	V;IND;SG;3;PRS;FIN	ADJ;NOM;NEUT;SG
darf	maja	dürfen	mieć	V;IND;SG;3;PRS;FIN	
darf	może	dürfen	móc	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
darf	majowy	dürfen	majowy	V;IND;SG;3;PRS;FIN	ADJ;NOM;MASC;SG
darf	maj	dürfen	maj	V;IND;SG;3;PRS;FIN	
männer	samców	männer	samc	N;NOM;MASC;PL	
männer	mężczyzn	männer	mężczyzna	N;NOM;MASC;PL	N;ACC;MASC;PL
männer	samce	männer	samka	N;NOM;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
männer	męskie	männer	męski	N;NOM;MASC;PL	ADJ;NOM;NEUT;SG
männer	men	männer	men	N;NOM;MASC;PL	
männer	samiec	männer	samiec	N;NOM;MASC;PL	N;NOM;MASC;SG
männer	męskie	männer	męski	N;NOM;MASC;PL	ADJ;NOM;NEUT;SG
männer	męska	männer	męski	N;NOM;MASC;PL	
männer	męski	männer	męski	N;NOM;MASC;PL	ADJ;NOM;MASC;SG
männer	mężczyzna	männer	mężczyzna	N;NOM;MASC;PL	N;NOM;MASC;SG
männer	męskie	männer	męski	N;NOM;MASC;PL	ADJ;NOM;NEUT;SG
männer	mens	männer	mens	N;NOM;MASC;PL	
schauspielerin	aktorka	schauspielerin	aktorka	ADJ	N;NOM;FEM;SG
schauspielerin	aktorki	schauspielerin	aktorka	ADJ	N;ACC;FEM;SG
schauspielerin	aktorką	schauspielerin	aktorka	ADJ	N;INS;FEM;SG
wiener	wiedeński	wiener	wiedeński		ADJ;NOM;MASC;SG
wiener	wiener	wiener	wiener		N;NOM;MASC;SG
hannover	hanover	hannover	hanover	PROPN;NOM;NEUT;SG	N;NOM;MASC;SG
hannover	hannover	hannover	hannover	PROPN;NOM;NEUT;SG	PROPN;NOM;MASC;SG
hannover	newport	hannover	newport	PROPN;NOM;NEUT;SG	V;IPFV;IND;SG;PRS;FIN;ACT
werde	will	werden	will	V;SBJV;SG;3;PRS;FIN	V;PFV;IND;SG;2;PRS;FIN;ACT
werde	willa	werden	willa	V;SBJV;SG;3;PRS;FIN	N;NOM;FEM;SG
werde	będzie	werden	być	V;SBJV;SG;3;PRS;FIN	V;IPFV;IND;SG;3;FUT;FIN
gründung	podstawa	gründung	podstawa	ADJ	N;NOM;FEM;SG
gründung	fundacja	gründung	fundacja	ADJ	N;NOM;FEM;SG
gründung	fundacji	gründung	fundacja	ADJ	N;GEN;FEM;SG
gründung	podkład	gründung	podkład	ADJ	N;NOM;MASC;SG
gründung	foundation	gründung	foundation	ADJ	
gründung	tworzenie	gründung	tworzyć	ADJ	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
gründung	tworzenia	gründung	tworzyć	ADJ	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
gründung	utworzenie	gründung	utworzenie	ADJ	N;PFV;NOM;NEUT;SG;POS;V.MSDR
gründung	stworzenie	gründung	stworzenie	ADJ	N;PFV;NOM;NEUT;SG;POS;V.MSDR
gründung	formacja	gründung	formacja	ADJ	N;NOM;FEM;SG
gründung	szyk	gründung	szyk	ADJ	N;NOM;MASC;SG
gründung	formacji	gründung	formacja	ADJ	N;GEN;FEM;SG
gründung	ustanowienie	gründung	ustanowienie	ADJ	N;NOM;NEUT;SG
gründete	założone	gründen	założyć	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
gründete	założony	gründen	założyć	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
gründete	założona	gründen	założyć	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
dar	dar	dar	dar	ADV	N;NOM;MASC;SG
beste	najlepsza	gut	dobry	ADJ;NOM;FEM;PL	ADJ;NOM;CMPR;FEM;SG
beste	najlepszy	gut	dobry	ADJ;NOM;FEM;PL	ADJ;NOM;CMPR;MASC;SG
beste	najlepiej	gut	dobrze	ADJ;NOM;FEM;PL	ADV;RL
beste	best	gut	best	ADJ;NOM;FEM;PL	
beste	najlepsze	gut	dobry	ADJ;NOM;FEM;PL	ADJ;NOM;CMPR;NEUT;SG
zeitung	gazety	zeitung	gazeta		N;ACC;FEM;PL
zeitung	gazeta	zeitung	gazeta		N;NOM;FEM;SG
zeitung	gazetę	zeitung	gazeta		N;ACC;FEM;SG
zeitung	gazet	zeitung	gazeta		N;GEN;FEM;PL
zeitung	gazety	zeitung	gazeta		N;ACC;FEM;PL
zeitung	papier	zeitung	papier		N;NOM;MASC;SG
zeitung	zeitung	zeitung	zeitung		V;IPFV;IND;SG;PRS;FIN;ACT
spd	spd	spd	spd	PROPN;NOM;SG	
schlacht	bitwa	schlacht	bitwo	N;NOM;FEM;SG	
schlacht	battle	schlacht	battla	N;NOM;FEM;SG	
schlacht	bitwie	schlacht	bitwo	N;NOM;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
schlacht	bitwy	schlacht	bitwa	N;NOM;FEM;SG	
schlacht	bitwy	schlacht	bitwa	N;NOM;FEM;SG	
richtig	prawo	richtig	prawo	ADV	N;NOM;NEUT;SG
richtig	prawda	richtig	prawda	ADV	N;NOM;FEM;SG
richtig	prawdziwe	richtig	prawdziwy	ADV	ADJ;NOM;NEUT;SG
richtig	true	richtig	true	ADV	
richtig	poprawna	richtig	poprawny	ADV	ADJ;NOM;FEM;SG
richtig	poprawny	richtig	poprawny	ADV	ADJ;NOM;MASC;SG
richtig	poprawne	richtig	poprawny	ADV	ADJ;NOM;NEUT;SG
akademie	academy	akademie	academ	N;NOM;FEM;SG	
akademie	akademii	akademie	akademia	N;NOM;FEM;SG	N;GEN;FEM;SG
gehen	spacer	gehen	spacer	V;NFIN	N;ACC;MASC;SG
gehen	walk	gehen	walk	V;NFIN	
division	podział	division	podziać		V;PFV;MASC;IND;SG;PST;FIN;ACT
division	wydział	division	wydział		N;NOM;MASC;SG
division	dywizji	division	dywizja		N;GEN;FEM;SG
anzahl	num	anzahl	num	N;SG	
olympischen	olimpijski	olympisch	olimpijski	ADJ;NOM;MASC;PL	ADJ;NOM;MASC;SG
olympischen	olympic	olympisch	olympic	ADJ;NOM;MASC;PL	
olympischen	olimpijskie	olympisch	olimpijski	ADJ;NOM;MASC;PL	ADJ;NOM;NEUT;SG
olympischen	olimpijskich	olympisch	olimpijski	ADJ;NOM;MASC;PL	ADJ;GEN;MASC;PL
olympischen	olimpiada	olympisch	olimpiadać	ADJ;NOM;MASC;PL	N;NOM;FEM;SG
olympischen	olimpiady	olympisch	olimpiada	ADJ;NOM;MASC;PL	N;ACC;FEM;SG
stil	style	stil	style	ADJ	
stil	styl	stil	styl	ADJ	N;NOM;MASC;SG
stil	style	stil	style	ADJ	
stil	stil	stil	stil	ADJ	
deine	twoje	dein	twój	PRO;NOM;MASC;SG	DET;NOM;MASC;SG;2
deine	twój	dein	twój	PRO;NOM;MASC;SG	DET;NOM;MASC;SG;2
deine	twoja	dein	twój	PRO;NOM;MASC;SG	DET;NOM;FEM;SG;2
deine	twoje	dein	twój	PRO;NOM;MASC;SG	DET;NOM;MASC;SG;2
deine	twój	dein	twój	PRO;NOM;MASC;SG	DET;NOM;MASC;SG;2
deine	twoja	dein	twój	PRO;NOM;MASC;SG	DET;NOM;FEM;SG;2
deine	twojego	dein	twój	PRO;NOM;MASC;SG	DET;GEN;MASC;SG;1
deine	twoim	dein	twój	PRO;NOM;MASC;SG	DET;INS;MASC;SG;2
sagen	powiedzenie	sagen	powiedzenie	V;NFIN	N;NOM;NEUT;SG
charles	karol	charles	karol	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
charles	charles	charles	charles	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
charles	karola	charles	karol	PROPN;NOM;MASC;SG	
gebaut	zbudowany	bauen	zbudować	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
gebaut	wybudowany	bauen	wybudować	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
gebaut	zbudowane	bauen	zbudować	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
gebaut	zbudowana	bauen	zbudować	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
gebaut	zbudowany	bauen	zbudować	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
gebaut	skonstruowane	bauen	skonstruować	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
gebaut	zbudowane	bauen	zbudować	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
größte	największym	groß	duży	ADJ;NOM;FEM;SG	ADJ;INS;CMPR;MASC;SG
größte	najwięksi	groß	wielki	ADJ;NOM;FEM;SG	ADJ;NOM;CMPR;MASC;PL
größte	największych	groß	duży	ADJ;NOM;FEM;SG	ADJ;GEN;CMPR;MASC;PL
funktion	funkcje	Funktion	funkcja	N;SG	N;NOM;FEM;PL
funktion	funkcje	Funktion	funkcja	N;SG	N;NOM;FEM;PL
funktion	funkcje	Funktion	funkcja	N;SG	N;NOM;FEM;PL
wahrscheinlich	pewnie	wahrscheinlich	pewnie	ADJ	PART
wahrscheinlich	prawdopodobnie	wahrscheinlich	prawdopodobnie	ADJ	ADV
wahrscheinlich	prawdopodobnie	wahrscheinlich	prawdopodobnie	ADJ	ADV
erreichen	zasięg	erreichen	zasięg	V;NFIN	N;NOM;MASC;SG
erreichen	reach	erreichen	reach	V;NFIN	
erreichen	dotarcie	erreichen	dotarcie	V;NFIN	
herzog	herzog	herziehen	herzog	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
herzog	duke	herziehen	duky	PROPN;NOM;MASC;SG	
herzog	książę	herziehen	książę	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
zentrum	zentrum	zentrum	zentrum	PROPN;NOM;SG	PROPN;NOM;MASC;SG
zentrum	środek	zentrum	środek	PROPN;NOM;SG	N;NOM;MASC;SG
zentrum	centrum	zentrum	centrum	PROPN;NOM;SG	N;ACC;NEUT;SG
zentrum	center	zentrum	center	PROPN;NOM;SG	
zentrum	ośrodek	zentrum	ośrodek	PROPN;NOM;SG	N;NOM;MASC;SG
zentrum	centrum	zentrum	centrum	PROPN;NOM;SG	N;ACC;NEUT;SG
zentrum	ośrodek	zentrum	ośrodek	PROPN;NOM;SG	N;NOM;MASC;SG
zentrum	centre	zentrum	centry	PROPN;NOM;SG	
jede	każda	jed	każdy	PRO;NOM;INDF;FEM;SG	DET;NOM;FEM;SG
jede	każdy	jed	każdy	PRO;NOM;INDF;FEM;SG	DET;NOM;MASC;SG
jede	jakikolwiek	jed	jakikolwiek	PRO;NOM;INDF;FEM;SG	DET;NOM;MASC;SG
jede	dowolny	jed	dowolny	PRO;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
jede	jakiekolwiek	jed	jakiekolwiek	PRO;NOM;INDF;FEM;SG	DET;NOM;MASC;SG
jede	każda	jed	każdy	PRO;NOM;INDF;FEM;SG	DET;NOM;FEM;SG
jede	każdy	jed	każdy	PRO;NOM;INDF;FEM;SG	DET;NOM;MASC;SG
dagegen	przeciwko	dagegen	przeciwko	ADV	ADP
dagegen	przeciw	dagegen	przeciw	ADV	
liebe	drogi	lieb	droga	PROPN;NOM;SG	
liebe	kochany	lieb	kochany	PROPN;NOM;SG	ADJ;NOM;MASC;SG
liebe	droga	lieb	droga	PROPN;NOM;SG	N;NOM;FEM;SG
liebe	kochana	lieb	kochać	PROPN;NOM;SG	ADJ;NOM;FEM;SG
liebe	kochani	lieb	kochany	PROPN;NOM;SG	V;IPFV;IMP;PL;2;FIN;ACT
