nikjer	nicaieri	nikjer	nicaieri	ADV	
vrhovno	supremă	vrhoven	suprem	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
vrhovno	suprema	vrhoven	suprem	ADJ;NOM;NEUT;SG	ADJ;DEF;FEM;SG
inšpektor	inspectorul	inšpektor	inspector	N;NOM;MASC;SG	N;DEF;MASC;SG
siriji	siria	sirija	sirie	N;DAT;FEM;SG	N;DEF;FEM;SG
gledalci	spectatorii	gledalec	spectator	N;NOM;MASC;PL	N;DEF;MASC;PL
gledalci	audiență	gledalec	audiență	N;NOM;MASC;PL	N;INDF;FEM;SG
gledalci	audiența	gledalec	audiență	N;NOM;MASC;PL	N;DEF;FEM;SG
gledalci	telespectatorii	gledalec	telespectator	N;NOM;MASC;PL	N;DEF;MASC;PL
primerjalno	comparativ	primerjalno	comparativ	ADJ;NOM;NEUT;SG	ADV
primerjalno	comparative	primerjalno	comparativ	ADJ;NOM;NEUT;SG	N;INDF;FEM;PL
primerjalno	comparativă	primerjalno	comparativ	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
andrews	andrews	andrews	andrews	PROPN;NOM;MASC;SG	PROPN
keith	keith	keith	keith	PROPN;NOM;MASC;SG	PROPN
garcía	garcía	garcma	garcha	N;NOM;MASC;SG	PROPN
src	inimi	srce	inimă	N;NOM;MASC;SG	N;INDF;FEM;PL
src	inimile	srce	inimă	N;NOM;MASC;SG	N;DEF;FEM;PL
čaj	tea	čaj	teu	N;NOM;MASC;SG	
čaj	ceaiul	čaj	ceai	N;NOM;MASC;SG	N;DEF;MASC;SG
odpoved	demisia	odpoved	demisie	N;NOM;MASC;SG	N;DEF;FEM;SG
odpoved	demisie	odpoved	demisie	N;NOM;MASC;SG	N;INDF;FEM;SG
spominskega	votivă	spominski	votivă	ADJ;GEN;NEUT;SG	N;INDF;FEM;SG
divji	wild	divji	wild	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;SG
divji	salbatic	divji	salbatic	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;MASC;SG
divji	sălbatică	divji	sălbatic	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;FEM;SG
divji	sălbatic	divji	sălbatic	ADJ;NOM;DEF;MASC;SG	ADV
divji	sălbatice	divji	sălbatic	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;FEM;PL
beach	plajă	beach	plajă	N;NOM;MASC;SG	N;INDF;FEM;SG
beach	plaja	beach	plajă	N;NOM;MASC;SG	N;DEF;FEM;SG
upokojeni	pensionat	upokojen	pensiona	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;MASC;SG
upokojeni	pensionar	upokojen	pensionar	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;SG
upokojeni	retras	upokojen	retrage	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;MASC;SG
odgovorna	responsabili	odgovoren	responsabil	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;PL
odgovorna	responsabilă	odgovoren	responsabil	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
stanovanje	plate	stanovanje	plat	N;NOM;NEUT;SG	ADJ;INDF;FEM;PL
stanovanje	apartamentul	stanovanje	apartament	N;NOM;NEUT;SG	N;DEF;MASC;SG
posode	vesela	posoda	vesel	N;NOM;FEM;PL	ADJ;DEF;FEM;SG
posode	containerele	posoda	containere	N;NOM;FEM;PL	N;DEF;FEM;PL
piero	piero	piero	piero	PROPN;NOM;MASC;SG	PROPN
načrti	planurile	načrt	plan	N;NOM;MASC;PL	N;DEF;FEM;PL
jeff	jeff	jeff	jeff	PROPN;NOM;MASC;SG	PROPN
baz	bazele	baza	bază	N;GEN;FEM;PL	N;DEF;FEM;PL
baz	baz	baza	baz	N;GEN;FEM;PL	
murphy	murphy	murphy	murphy	N;NOM;MASC;SG	PROPN
vesel	merry	vesel	merry	ADJ;NOM;INDF;MASC;SG	N;INDF;MASC;SG
omembe	menționează	omemba	menționa	N;NOM;FEM;PL	V;IND;3;PRS;FIN
dostopen	accesibile	dostopen	accesibil	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;PL
dostopen	accesibil	dostopen	accesibil	ADJ;NOM;INDF;MASC;SG	ADV
dostopen	accesibilă	dostopen	accesibil	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
suhi	usca	suh	usca	ADJ;NOM;DEF;MASC;SG	V;IND;SG;3;IPFV;FIN
suhi	uscate	suh	uscat	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;FEM;PL
suhi	uscat	suh	uscat	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;MASC;SG
suhi	uscată	suh	uscat	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;FEM;SG
suhi	skinny	suh	skinny	ADJ;NOM;DEF;MASC;SG	
suhi	slab	suh	slab	ADJ;NOM;DEF;MASC;SG	ADV
suhi	slăbănog	suh	slab	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;SG
spredaj	față	spredaj	față	N;NOM;MASC;SG	N;INDF;FEM;SG
sašo	grayson	sašo	grayson	PROPN;NOM;MASC;SG	PROPN
luca	luca	luca	luca	N;NOM;MASC;SG	N;DEF;FEM;SG
lepe	frumoasă	lep	frumos	ADJ;NOM;FEM;PL	ADJ;INDF;FEM;SG
lepe	frumos	lep	frumos	ADJ;NOM;FEM;PL	ADJ;INDF;MASC;SG
lepe	frumoasa	lep	frumos	ADJ;NOM;FEM;PL	ADJ;DEF;FEM;SG
uspehov	succes	uspeh	succes	N;GEN;MASC;PL	N;INDF;MASC;SG
uspehov	succesul	uspeh	succes	N;GEN;MASC;PL	N;DEF;MASC;SG
smiles	zâmbete	smiles	zâmbet	N;NOM;MASC;SG	N;INDF;FEM;PL
razdeli	împărțit	razdeti	împărți	V;PFV;IND;SG;3;PRS;FIN	ADJ;INDF;MASC;SG
razdeli	divizat	razdeti	diviza	V;PFV;IND;SG;3;PRS;FIN	ADJ;INDF;MASC;SG
razdeli	split	razdeti	split	V;PFV;IND;SG;3;PRS;FIN	N;INDF;MASC;SG
pozdrav	salutări	pozdrav	salutare	N;NOM;MASC;SG	N;INDF;FEM;PL
pozdrav	salutari	pozdrav	salutar	N;NOM;MASC;SG	N;INDF;MASC;PL
pozdrav	saluta	pozdrav	saluta	N;NOM;MASC;SG	V;IND;SG;3;IPFV;FIN
pozdrav	urare	pozdrav	urare	N;NOM;MASC;SG	N;INDF;FEM;SG
suverenosti	suveranitatea	suverenost	suveranitate	N;GEN;FEM;SG	N;DEF;FEM;SG
suverenosti	suveranitate	suverenost	suveranitate	N;GEN;FEM;SG	N;INDF;FEM;SG
isaac	isaac	isaac	isaac	N;NOM;MASC;SG	PROPN
dem	dem	dem	dem		N;INDF;MASC;SG
siva	gray	siv	gray	ADJ;NOM;FEM;SG	PROPN
siva	gri	siv	gri	ADJ;NOM;FEM;SG	
siva	grey	siv	grey	ADJ;NOM;FEM;SG	PROPN
siva	gri	siv	gri	ADJ;NOM;FEM;SG	
izdelava	fabricare	izdelava	fabricare	N;NOM;FEM;SG	N;INDF;FEM;SG
izdelava	fabricarea	izdelava	fabricare	N;NOM;FEM;SG	N;DEF;FEM;SG
izdelava	fabricație	izdelava	fabricație	N;NOM;FEM;SG	N;INDF;FEM;SG
izdelava	fabricare	izdelava	fabricare	N;NOM;FEM;SG	N;INDF;FEM;SG
izdelava	fabricarea	izdelava	fabricare	N;NOM;FEM;SG	N;DEF;FEM;SG
izdelava	fabricație	izdelava	fabricație	N;NOM;FEM;SG	N;INDF;FEM;SG
trenutek	momentul	trenutek	moment	N;NOM;MASC;SG	N;DEF;MASC;SG
oltarja	altarul	oltar	altar	N;NOM;MASC;SG	N;DEF;MASC;SG
obrobju	periferie	obrobje	periferie	N;DAT;NEUT;SG	N;INDF;FEM;SG
obrobju	periferia	obrobje	periferie	N;DAT;NEUT;SG	N;DEF;FEM;SG
obrobju	periferia	obrobje	periferie	N;DAT;NEUT;SG	N;DEF;FEM;SG
gaj	gaius	gaj	gaius	N;NOM;MASC;SG	PROPN
gaj	caius	gaj	caies	N;NOM;MASC;SG	PROPN
bank	bancă	banka	bancă	N;GEN;FEM;PL	N;INDF;FEM;SG
bank	banca	banka	bancă	N;GEN;FEM;PL	N;DEF;FEM;SG
bank	bank	banka	bank	N;GEN;FEM;PL	N;INDF;MASC;SG
sestri	surori	sestra	soră	N;NOM;FEM;DU	N;INDF;FEM;PL
sestri	surorilor	sestra	soră	N;NOM;FEM;DU	N;DEF;MASC;PL
sestri	surorile	sestra	soră	N;NOM;FEM;DU	N;DEF;FEM;PL
prid	favoare	prid	favoare	N;INAN;ACC;MASC;SG	N;INDF;FEM;SG
prid	favoare	prid	favoare	N;INAN;ACC;MASC;SG	N;INDF;FEM;SG
delce	particulele	delce	particulă	N;ACC;MASC;PL	N;DEF;FEM;PL
kupola	cupola	kupola	cupola	N;NOM;FEM;SG	N;DEF;FEM;SG
kupola	domul	kupola	dom	N;NOM;FEM;SG	N;DEF;MASC;SG
rossi	rossi	rossi	rossi	N;NOM;MASC;SG	PROPN
rona	ron	rona	ron	N;NOM;FEM;SG	
psihologijo	psihologia	psihologija	psihologie	N;ACC;FEM;SG	N;DEF;FEM;SG
psihologijo	psihologie	psihologija	psihologie	N;ACC;FEM;SG	N;INDF;FEM;SG
charlie	charlie	charlet	charlie		PROPN
državljani	cetățenii	državljan	cetățean	N;NOM;MASC;PL	N;DEF;MASC;PL
državljani	cetateni	državljan	cetaten	N;NOM;MASC;PL	ADJ;INDF;MASC;PL
državljani	naţionale	državljan	nagional	N;NOM;MASC;PL	ADJ;INDF;FEM;PL
walther	walther	walther	walther	PROPN;NOM;MASC;SG	PROPN
weber	weber	weber	weber	N;NOM;MASC;SG	PROPN
leonardo	leonardo	leonardo	leonardo	N;NOM;MASC;SG	PROPN
prepovedano	interzisă	prepovedan	interzice	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;INDF;FEM;SG
prepovedano	interzise	prepovedan	interzice	ADJ;NOM;NEUT;SG;V.PTCP	V;IND;SG;3;PST;FIN
prepovedano	interzisă	prepovedan	interzice	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;INDF;FEM;SG
prepovedano	interzise	prepovedan	interzice	ADJ;NOM;NEUT;SG;V.PTCP	V;IND;SG;3;PST;FIN
kritiko	critică	kritika	critica	N;ACC;FEM;SG	V;IND;SG;3;PST;FIN
kritiko	critici	kritika	critică	N;ACC;FEM;SG	N;INDF;MASC;PL
kritiko	critica	kritika	critică	N;ACC;FEM;SG	N;DEF;FEM;SG
kritiko	criticile	kritika	critică	N;ACC;FEM;SG	N;DEF;FEM;PL
razlogi	motivele	razlog	motiv	N;NOM;MASC;PL	N;DEF;FEM;PL
razlogi	motivul	razlog	motiv	N;NOM;MASC;PL	N;DEF;MASC;SG
razlogi	motiv	razlog	motiv	N;NOM;MASC;PL	N;INDF;MASC;SG
moderno	moderni	moderno	modern	ADV	ADJ;INDF;MASC;PL
moderno	moderna	moderno	moderna	ADV	ADJ;DEF;FEM;SG
moderno	modern	moderno	modern	ADV	ADJ;INDF;MASC;SG
moderno	moderne	moderno	modern	ADV	ADJ;INDF;FEM;PL
moderno	modernă	moderno	modern	ADV	ADJ;INDF;FEM;SG
bolečino	durerea	bolečina	durere	N;ACC;FEM;SG	N;DEF;FEM;SG
bolečino	durere	bolečina	durere	N;ACC;FEM;SG	N;INDF;FEM;SG
bolečino	dureri	bolečina	durere	N;ACC;FEM;SG	N;INDF;FEM;PL
voditelji	liderii	voditelj	lider	N;NOM;MASC;PL	N;DEF;MASC;PL
jedrski	nucleare	jedrski	nuclear	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;PL
jedrski	nucleara	jedrski	nucleară	ADJ;NOM;MASC;SG	N;DEF;FEM;SG
jedrski	nucleară	jedrski	nuclear	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
hamburg	hamburg	hamburg	hamburg	PROPN;NOM;MASC;SG	PROPN
cruz	cruz	cruz	cruz	PROPN;NOM;MASC;SG	PROPN
vožnjo	plimbare	vožnja	plimbare	N;ACC;FEM;SG	N;INDF;FEM;SG
vožnjo	ride	vožnja	rid	N;ACC;FEM;SG	
vožnjo	conducând	vožnja	conduce	N;ACC;FEM;SG	V;V.MSDR
vožnjo	conducere	vožnja	conducere	N;ACC;FEM;SG	N;INDF;FEM;SG
poln	plina	poln	plină	ADJ;NOM;INDF;MASC;SG	ADJ;DEF;FEM;SG
poln	full	poln	full	ADJ;NOM;INDF;MASC;SG	
poln	plin	poln	plin	ADJ;NOM;INDF;MASC;SG	ADV
poln	plină	poln	plin	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
div	div	div	div	N;NOM;MASC;SG	
iranu	iran	iran	iran	N;DAT;MASC;SG	PROPN
iranu	iranul	iran	iran	N;DAT;MASC;SG	N;DEF;MASC;SG
mitologija	mitologia	mitologija	mitologie	N;NOM;FEM;SG	N;DEF;FEM;SG
mitologija	mitologie	mitologija	mitologie	N;NOM;FEM;SG	N;INDF;FEM;SG
drugačna	diferite	drugačen	diferit	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
drugačna	diferită	drugačen	diferit	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
drugačna	diferita	drugačen	diferita	ADJ;NOM;FEM;SG	ADJ;DEF;FEM;SG
oddaj	arată	oddaj	arăta	N;GEN;FEM;PL	V;IND;3;PRS;FIN
teologijo	teologie	teologija	teologie	N;ACC;FEM;SG	N;INDF;FEM;SG
alma	alma	alma	alm	N;NOM;FEM;SG	PROPN
verjeli	crezut	verjeti	crede	V;MASC;PL;V.PTCP	ADJ;INDF;MASC;SG
odhod	plecare	odhod	plecare	N;NOM;MASC;SG	N;INDF;FEM;SG
odhod	plecarea	odhod	plecare	N;NOM;MASC;SG	N;DEF;FEM;SG
odhod	plecări	odhod	plecare	N;NOM;MASC;SG	N;INDF;FEM;PL
odhod	plecarea	odhod	plecare	N;NOM;MASC;SG	N;DEF;FEM;SG
koža	piele	koža	piele	N;NOM;FEM;SG	N;INDF;FEM;SG
koža	pielea	koža	piele	N;NOM;FEM;SG	N;DEF;FEM;SG
proizvajalci	producătorii	proizvajalec	producător	N;NOM;MASC;PL	N;DEF;MASC;PL
proizvajalci	producătorii	proizvajalec	producător	N;NOM;MASC;PL	N;DEF;MASC;PL
odvisnost	dependența	odvisnost	dependență	N;NOM;FEM;SG	N;DEF;FEM;SG
odvisnost	dependenta	odvisnost	dependenta	N;NOM;FEM;SG	N;DEF;FEM;SG
odvisnost	dependența	odvisnost	dependență	N;NOM;FEM;SG	N;DEF;FEM;SG
odvisnost	dependenta	odvisnost	dependenta	N;NOM;FEM;SG	N;DEF;FEM;SG
dick	sculă	dick	sculă	N;NOM;MASC;SG	N;INDF;FEM;SG
dick	dick	dick	dick	N;NOM;MASC;SG	PROPN
dick	pula	dick	pula	N;NOM;MASC;SG	N;DEF;FEM;SG
dick	pulă	dick	pulă	N;NOM;MASC;SG	N;INDF;FEM;SG
theodore	theodore	theodor	theodore	N;NOM;MASC;SG	PROPN
theodore	teodor	theodor	teodor	N;NOM;MASC;SG	PROPN
theodore	theodor	theodor	theodor	N;NOM;MASC;SG	PROPN
wade	wade	wada	wadă	N;NOM;MASC;SG	PROPN
krogla	sferă	krogel	sferă	N;NOM;FEM;SG	N;INDF;FEM;SG
krogla	sfera	krogel	sferă	N;NOM;FEM;SG	N;DEF;FEM;SG
prepričal	convins	prepričati	convinge	V;PFV;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
prepričal	convinsă	prepričati	convinge	V;PFV;MASC;SG;V.PTCP	ADJ;INDF;FEM;SG
aero	aero	aera	aero	N;NOM;MASC;SG	ADJ
klopi	banci	klop	bancă	N;NOM;FEM;SG	N;INDF;FEM;PL
klopi	bănci	klop	bancă	N;NOM;FEM;SG	N;INDF;FEM;PL
klopi	bancă	klop	bancă	N;NOM;FEM;SG	N;INDF;FEM;SG
vredno	worth	vreden	worth	ADJ;NOM;NEUT;SG	PROPN
konvencija	convenția	konvencija	convenție	N;NOM;FEM;SG	N;DEF;FEM;SG
konvencija	convenție	konvencija	convenție	N;NOM;FEM;SG	N;INDF;FEM;SG
mad	mad	mada	mad		N;INDF;MASC;SG
delitve	diviziile	delitev	divizie	N;NOM;FEM;PL	N;DEF;FEM;PL
absolutno	absolută	absolutno	absolut	ADV	ADJ;INDF;FEM;SG
poraba	consumul	poraba	consum	N;NOM;FEM;SG	N;DEF;MASC;SG
poraba	consumului	poraba	consum	N;NOM;FEM;SG	N;DEF;MASC;SG
žleze	glandele	žleza	glandă	N;NOM;FEM;PL	N;DEF;FEM;PL
žleze	glanda	žleza	glandă	N;NOM;FEM;PL	N;DEF;FEM;SG
zadetkov	lovește	zadetek	lovi	N;GEN;MASC;PL	V;IND;SG;3;PRS;FIN
merila	criteriu	meriti	criteriu	N;NOM;NEUT;PL	N;INDF;MASC;SG
merila	criteriile	meriti	criteriu	N;NOM;NEUT;PL	N;DEF;FEM;PL
desetletju	decadă	desetletje	decădea	N;DAT;NEUT;SG	N;INDF;FEM;SG
jajca	oua	jajce	ou	N;NOM;NEUT;PL	N;DEF;FEM;PL
jajca	ouăle	jajce	ou	N;NOM;NEUT;PL	N;DEF;FEM;PL
pretirano	exagerate	pretirano	exagera	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;INDF;FEM;PL
pretirano	exagerată	pretirano	exagera	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;INDF;FEM;SG
pretirano	excesiv	pretirano	excesiv	ADJ;NOM;NEUT;SG;V.PTCP	ADV
pretirano	excesiv	pretirano	excesiv	ADJ;NOM;NEUT;SG;V.PTCP	ADV
pretirano	excesive	pretirano	excesiv	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;INDF;FEM;PL
pretirano	excesivă	pretirano	excesiv	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;INDF;FEM;SG
nord	nord	nord	nord	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
zemljišča	teren	zemljišče	teren	N;NOM;NEUT;PL	N;INDF;MASC;SG
zemljišča	land	zemljišče	land	N;NOM;NEUT;PL	N;INDF;MASC;SG
zemljišča	pământ	zemljišče	pământ	N;NOM;NEUT;PL	N;INDF;MASC;SG
povezovanje	integrare	povezovanje	integrare	N;NOM;NEUT;SG	N;INDF;FEM;SG
povezovanje	integrarea	povezovanje	integrare	N;NOM;NEUT;SG	N;DEF;FEM;SG
povezovanje	conectare	povezovanje	conectare	N;NOM;NEUT;SG	N;INDF;FEM;SG
povezovanje	conectarea	povezovanje	conectare	N;NOM;NEUT;SG	N;DEF;FEM;SG
prizori	scenele	prizor	scenă	N;NOM;MASC;PL	N;DEF;FEM;PL
odkrit	descoperite	odkrit	descoperi	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;INDF;FEM;PL
odkrit	descoperită	odkrit	descoperi	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;INDF;FEM;SG
koles	bicicletele	kolo	bicicletă	N;GEN;NEUT;SG	N;DEF;FEM;PL
koles	biciclete	kolo	bicicletă	N;GEN;NEUT;SG	N;INDF;FEM;PL
flote	flotei	flot	flotă	N;NOM;FEM;PL	N;DEF;FEM;SG
flote	flota	flot	flotă	N;NOM;FEM;PL	N;DEF;FEM;SG
flote	flotă	flot	flotă	N;NOM;FEM;PL	N;INDF;FEM;SG
nationalcaps	nationalcaps	nationalcaps	nationalcaps	N;NOM;MASC;SG	ADJ;INDF;MASC;SG
kandidata	candidati	kandidat	candidat	N;NOM;MASC;SG	N;INDF;MASC;PL
kandidata	candidați	kandidat	candidat	N;NOM;MASC;SG	N;INDF;MASC;PL
kandidata	candidate	kandidat	candidat	N;NOM;MASC;SG	ADJ;INDF;FEM;PL
kandidata	candidată	kandidat	candidată	N;NOM;MASC;SG	ADJ;INDF;FEM;SG
kandidata	candidatul	kandidat	candidat	N;NOM;MASC;SG	N;DEF;MASC;SG
venec	coroană	venec	coroană	N;NOM;MASC;SG	N;INDF;FEM;SG
dvojna	dubla	dvojen	dublu	NUM;NOM;FEM;SG	ADJ;DEF;FEM;SG
dvojna	dublă	dvojen	dublu	NUM;NOM;FEM;SG	ADJ;INDF;FEM;SG
dvojna	dublu	dvojen	dublu	NUM;NOM;FEM;SG	ADJ;INDF;MASC;SG
dvojna	duble	dvojen	dublu	NUM;NOM;FEM;SG	N;INDF;FEM;PL
križišče	intersecţia	križišče	intersechie	N;NOM;NEUT;SG	N;DEF;FEM;SG
križišče	intersectie	križišče	intersectie	N;NOM;NEUT;SG	N;INDF;FEM;SG
križišče	răscruce	križišče	răscruce	N;NOM;NEUT;SG	N;INDF;FEM;SG
igralce	jucătorii	igralec	jucător	N;ACC;MASC;PL	N;DEF;MASC;PL
england	anglia	england	anglie	PROPN;NOM;MASC;SG	PROPN
england	england	england	england	PROPN;NOM;MASC;SG	PROPN
palice	gratii	palica	gratie	N;NOM;FEM;PL	N;DEF;MASC;PL
palice	cluburile	palica	club	N;NOM;FEM;PL	N;DEF;FEM;PL
moška	barbatii	moški	barbat	ADJ;NOM;FEM;SG	N;DEF;MASC;PL
moška	bărbați	moški	bărbat	ADJ;NOM;FEM;SG	N;INDF;MASC;PL
moška	barbati	moški	barba	ADJ;NOM;FEM;SG	
moška	bărbat	moški	bărbat	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
moška	mascul	moški	masc	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
moška	barbat	moški	barbat	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
puščava	deşertul	puščava	decert	N;NOM;FEM;SG	N;DEF;MASC;SG
zmožnost	abilitate	zmožnost	abilitate	N;NOM;FEM;SG	N;INDF;FEM;SG
zmožnost	capacitatea	zmožnost	capacitate	N;NOM;FEM;SG	N;DEF;FEM;SG
zmožnost	abilitatea	zmožnost	abilitate	N;NOM;FEM;SG	N;DEF;FEM;SG
zmožnost	capacitate	zmožnost	capacitate	N;NOM;FEM;SG	N;INDF;FEM;SG
harvey	harvey	harvey	harvey	N;NOM;MASC;SG	PROPN
metka	gretel	metek	gretel	ADJ;NOM;FEM;SG	PROPN
metka	glonț	metek	glonț	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
metka	bullet	metek	bullet	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
podpis	semnare	podpis	semnare	N;NOM;MASC;SG	N;INDF;FEM;SG
podpis	semnarea	podpis	semnare	N;NOM;MASC;SG	N;DEF;FEM;SG
podpis	semnătură	podpis	semnătură	N;NOM;MASC;SG	N;INDF;FEM;SG
podpis	semnatura	podpis	semnatură	N;NOM;MASC;SG	N;DEF;FEM;SG
podpis	semnătura	podpis	semnătură	N;NOM;MASC;SG	N;DEF;FEM;SG
neapelj	neapole	neapelj	neapol	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
neapelj	napoli	neapelj	napoli	PROPN;NOM;MASC;SG	PROPN
vzorca	probe	vzorec	probă	N;NOM;MASC;SG	N;INDF;FEM;PL
vzorca	mostre	vzorec	mostru	N;NOM;MASC;SG	N;INDF;FEM;PL
vzorca	eșantioane	vzorec	eșantion	N;NOM;MASC;SG	N;INDF;FEM;PL
larry	larry	larry	larry	PROPN;NOM;MASC;SG	PROPN
obrambno	defensivă	obramben	defensiv	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
termin	termenul	termin	termen	N;NOM;MASC;SG	N;DEF;MASC;SG
termin	mențiune	termin	mențiune	N;NOM;MASC;SG	N;INDF;FEM;SG
termin	programare	termin	programare	N;NOM;MASC;SG	N;INDF;FEM;SG
termin	numire	termin	numire	N;NOM;MASC;SG	N;INDF;FEM;SG
termin	numirea	termin	numire	N;NOM;MASC;SG	N;DEF;FEM;SG
robin	robin	robina	robin	N;NOM;MASC;SG	PROPN
lesena	lemn	lesen	lemn	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
lesena	lemnul	lesen	lemn	ADJ;NOM;FEM;SG	N;DEF;MASC;SG
lesena	wood	lesen	wood	ADJ;NOM;FEM;SG	PROPN
lesena	lemne	lesen	lemn	ADJ;NOM;FEM;SG	N;INDF;FEM;PL
samodejno	auto	samodejno	auto	ADV	
samodejno	automată	samodejno	automat	ADV	ADJ;INDF;FEM;SG
samodejno	automatic	samodejno	automatic	ADV	N;INDF;MASC;SG
samodejno	automate	samodejno	automat	ADV	ADJ;INDF;FEM;PL
wallace	wallace	wallace	wallace	N;NOM;MASC;SG	PROPN
preprečili	evitat	preprečiti	evita	V;PFV;MASC;PL;V.PTCP	ADJ;INDF;MASC;SG
posebnosti	particularitățile	posebnost	particularitate	N;NOM;FEM;PL	N;DEF;FEM;PL
posebnosti	specificitate	posebnost	specificitate	N;NOM;FEM;PL	N;INDF;FEM;SG
pozitivni	pozitivă	pozitiven	pozitiv	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
pozitivni	pozitive	pozitiven	pozitiv	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;PL
antike	antichitate	antika	antichitate	N;NOM;FEM;PL	N;INDF;FEM;SG
nedavno	recente	nedavno	recent	ADV	ADJ;INDF;FEM;PL
nedavno	recenta	nedavno	recent	ADV	ADJ;DEF;FEM;SG
nedavno	recentă	nedavno	recent	ADV	ADJ;INDF;FEM;SG
piramida	piramida	piramid	piramidă	N;NOM;FEM;SG	N;DEF;FEM;SG
piramida	piramidă	piramid	piramidă	N;NOM;FEM;SG	N;INDF;FEM;SG
vesoljska	spaţiul	vesoljski	spagiu	ADJ;NOM;FEM;SG	N;DEF;MASC;SG
vesoljska	spațiu	vesoljski	spațiu	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
vesoljska	spațiul	vesoljski	spațiu	ADJ;NOM;FEM;SG	N;DEF;MASC;SG
vesoljska	spatiu	vesoljski	spatiu	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
vesoljska	spaţiu	vesoljski	spaţiu	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
ricardo	ricardo	ricarda	ricardo	PROPN;NOM;MASC;SG	PROPN
eur	eur	eura	eur	N;NOM;MASC;SG	
žagar	jigsaw	žagar	jigsaw	N;NOM;MASC;SG	PROPN
zvočni	sonoră	zvočen	sonor	ADJ;NOM;MASC;SG	N;INDF;FEM;SG
slava	faimă	slava	faimă	N;NOM;FEM;SG	N;INDF;FEM;SG
slava	faima	slava	faimă	N;NOM;FEM;SG	N;DEF;FEM;SG
slava	glorie	slava	glorie	N;NOM;FEM;SG	N;INDF;FEM;SG
tolmin	tolmin	tolmina	tolmin	N;NOM;MASC;SG	
sočasno	simultane	sočasno	simultan	ADV	ADJ;INDF;FEM;PL
sočasno	simultană	sočasno	simultan	ADV	ADJ;INDF;FEM;SG
moto	motto	moto	motto	N;NOM;MASC;SG	
duševno	mintală	duševno	mintal	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
duševno	mentale	duševno	mental	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;PL
duševno	mentală	duševno	mental	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
allan	allan	allan	allan	PROPN;NOM;MASC;SG	PROPN
ekip	echipele	ekipa	echipă	N;GEN;FEM;PL	N;DEF;FEM;PL
lokacijo	localizare	lokacija	localizare	N;ACC;FEM;SG	N;INDF;FEM;SG
lokacijo	locație	lokacija	locație	N;ACC;FEM;SG	N;INDF;FEM;SG
lokacijo	locația	lokacija	locație	N;ACC;FEM;SG	N;DEF;FEM;SG
lokacijo	locaţia	lokacija	locahie	N;ACC;FEM;SG	N;DEF;FEM;SG
valovi	valurile	val	val	N;NOM;MASC;PL	N;DEF;FEM;PL
