van	from	van	from	ADP	
moeilijk	zor	moeilijk	zor	ADJ	
moeilijk	zoru	moeilijk	zoru	ADJ	
moeilijk	sert	moeilijk	sert	ADJ	
moeilijk	zor	moeilijk	zor	ADJ	
moeilijk	zordur	moeilijk	zor	ADJ	
moeilijk	zordu	moeilijk	zor	ADJ	
don	don	don	don	N;MASC+FEM;SG	
prix	prix	prix	prix	N;MASC+FEM;SG	
jij	seni	jij	sen	PRO;NOM;2	PRO;ACC;SG;2
verleden	geçmiş	verleden	geç	N;NEUT;SG	
zware	ağır	zwaar	ağır	ADJ	
zware	agir	zwaar	agir	ADJ	
zangeres	singer	zangeres	i	N;MASC+FEM;SG	
euro	avro	euro	avro	N;MASC+FEM;SG	
euro	euro	euro	euro	N;MASC+FEM;SG	
euro	avro	euro	avro	N;MASC+FEM;SG	
euro	euro	euro	euro	N;MASC+FEM;SG	
bank	bank	bank	bank	N;MASC+FEM;SG	
uitgeverij	yayıncı	uitgeverij	yayıncı	N;MASC+FEM;SG	
uitgeverij	yayınlama	uitgeverij	yayınla	N;MASC+FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
uitgeverij	yayın	uitgeverij	yayın	N;MASC+FEM;SG	
uitgeverij	yayıncılar	uitgeverij	yayıncı	N;MASC+FEM;SG	N;NOM;PL;3
bergen	dağları	bergen	dağ	V;NFIN	N;NOM;PL;3
bergen	dağlar	bergen	dağ	V;NFIN	N;NOM;PL;3
bergen	dağ	bergen	dağ	V;NFIN	
bergen	dağlara	bergen	dağ	V;NFIN	N;DAT;PL;3
bergen	bergen	bergen	bergen	V;NFIN	
winnen	kazanın	winnen	kaza	V;NFIN	N;GEN;SG;3
winnen	galibiyet	winnen	galibiyet	V;NFIN	N;NOM;SG;3
winnen	kazan	winnen	kazan	V;NFIN	
winnen	kazanma	winnen	kazan	V;NFIN	
naties	uluslar	naties	ulus	N;PL	
sterke	güçlü	sterk	güçlü	ADJ	
sterke	kuvvetli	sterk	kuvvetli	ADJ	
zwitserland	isviçre	zwitserland	isviçre	N;NEUT;SG	
optreden	eylem	optreden	eylem	V;NFIN	
optreden	motor	optreden	motor	V;NFIN	
optreden	aksiyon	optreden	aksiyon	V;NFIN	
royal	kraliyet	royal	kraliyet	N;MASC+FEM;SG	
royal	royal	royal	royal	N;MASC+FEM;SG	
volledige	tam	volledig	tam	ADJ	
volledige	ful	volledig	ful	ADJ	
volledige	full	volledig	full	ADJ	
volledige	dolu	volledig	dolu	ADJ	
bos	orman	bos	orman	N;NEUT;SG	
bos	woods	bos	woods	N;NEUT;SG	
bos	orman	bos	orman	N;NEUT;SG	
zoeken	ara	zoeken	ara	V;NFIN	
zoeken	arama	zoeken	ara	V;NFIN	
combinatie	kombine	combinatie	kombine	N;MASC+FEM;SG	
combinatie	kombinasyon	combinatie	kombinasyon	N;MASC+FEM;SG	
combinatie	combo	combinatie	combo	N;MASC+FEM;SG	
bedrijven	işletmeler	bedrijf	işle	N;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
gemiddelde	ortalama	gemiddeld	ortalama	ADJ	
zweedse	isveçli	zweeds	isveçli	ADJ	
beschikbaar	mevcuttur	beschikbaar	mevcut	ADJ	
beschikbaar	müsait	beschikbaar	müsait	ADJ	
beschikbaar	mevcut	beschikbaar	mevcut	ADJ	
beschikbaar	kullanılabilir	beschikbaar	kullan	ADJ	V;IPFV;POT;SG;3;POS;PASS
lezen	oku	lezen	oku	V;NFIN	
spaans	ispanyollar	spaans	ispanyol	ADJ	N;NOM;PL;3
spaans	ispanyol	spaans	ispanyol	ADJ	
spaans	ispanyolca	spaans	ispanyolca	ADJ	
haven	iskele	haven	iskel	N;MASC+FEM;SG	
haven	port	haven	port	N;MASC+FEM;SG	
haven	liman	haven	liman	N;MASC+FEM;SG	
haven	haven	haven	haven	N;MASC+FEM;SG	PROPN;NOM;SG;3
ngc	ngc	ngc	ngc	N;MASC+FEM;SG	PROPN;NOM;SG;3
behouden	koru	behouden	koru	V;V.PTCP	
behouden	muhafaza	behouden	muhafaza	V;V.PTCP	
jaarlijks	yıllık	jaarlijks	yıllık	ADJ	
jaarlijks	senelik	jaarlijks	senelik	ADJ	
jaarlijks	yıllık	jaarlijks	yıllık	ADJ	
jaarlijks	senelik	jaarlijks	senelik	ADJ	
rock	taş	rock	taş	N;MASC+FEM;SG	
rock	kaya	rock	kay	N;MASC+FEM;SG	
rock	rock	rock	rock	N;MASC+FEM;SG	
grenst	sınırlar	grenzen	sınır	V;SG;PRS;FIN	N;NOM;PL;3
grenst	sınırları	grenzen	sınır	V;SG;PRS;FIN	N;NOM;PL;3
vroege	erken	vroeg	erken	ADJ	
klassieke	klasik	klassiek	klasik	ADJ	
klassieke	klasik	klassiek	klasik	ADJ	
tijdschrift	dergi	tijdschrift	dergi	N;NEUT;SG	
tijdschrift	magazin	tijdschrift	magazin	N;NEUT;SG	
tijdschrift	günlük	tijdschrift	günlük	N;NEUT;SG	
tijdschrift	günlüğü	tijdschrift	günlük	N;NEUT;SG	ADJ;ACC;SG;3
tijdschrift	journal	tijdschrift	journal	N;NEUT;SG	
mond	ağız	mond	ağız	N;MASC+FEM;SG	
mond	mouth	mond	mouth	N;MASC+FEM;SG	
planten	bitki	plant	bitki	N;PL	
materiaal	donatım	materiaal	donatım	N;NEUT;SG	
materiaal	ekipman	materiaal	ekipman	N;NEUT;SG	
materiaal	donanım	materiaal	don	N;NEUT;SG	
materiaal	materyal	materiaal	materyal	N;NEUT;SG	
materiaal	malzeme	materiaal	malzem	N;NEUT;SG	
materiaal	malzeme	materiaal	malzem	N;NEUT;SG	
materiaal	malzemeler	materiaal	malzeme	N;NEUT;SG	N;NOM;PL;3
standaard	öntanımlı	standaard	öntanımlı	ADJ	
standaard	varsayılan	standaard	varsa	ADJ	
standaard	standard	standaard	standar	ADJ	
standaard	standart	standaard	standart	ADJ	
val	val	vallen	val	V;SG;PRS;FIN	INTJ
joodse	yahudi	joods	yahudi	ADJ	
joodse	musevi	joods	musevi	ADJ	
deense	poğaça	deens	poğaç	ADJ	N;NOM;SG;3
deense	danimarka	deens	danim	ADJ	
tegenover	karşıt	tegenover	karşıt	ADP	
tegenover	zıt	tegenover	zıt	ADP	
allen	allen	al	allen	PRO	PROPN;NOM;SG;3
allen	all	al	all	PRO	
allen	tamamı	al	tamam	PRO	
allen	tümü	al	tümü	PRO	
beginnen	başla	beginnen	başla	V;NFIN	
beginnen	başlangıç	beginnen	başlangıç	V;NFIN	
beginnen	başlat	beginnen	başlat	V;NFIN	
beginnen	başla	beginnen	başla	V;NFIN	
hoogleraar	profesör	hoogleraar	profesör	N;MASC+FEM;SG	
henry	henry	henry	henry	N;MASC+FEM;SG	
limburg	limburg	limburg	limburg	PROPN;NEUT;SG	PROPN;NOM;SG;3
steun	destek	steun	destek	N;MASC+FEM;SG	
denemarken	danimarka	denemarken	danim	PROPN;NEUT;SG	
google	google	goog	google	N;MASC+FEM;SG	
verlaten	terk	verlaten	terk	V;V.PTCP	N;NOM;SG;3
negen	dokuzu	negen	dokuz	NUM	
negen	dokuz	negen	dokuz	NUM	
orgel	orgel	orgel	orgel	N;NEUT;SG	
orgel	org	orgel	org	N;NEUT;SG	
orgel	organ	orgel	organ	N;NEUT;SG	
life	life	life	life		
life	hayat	life	hayat		
life	yaşam	life	yaşam		N;NOM;SG;3
life	ömür	life	ömür		
precies	aynen	precies	aynen	ADJ	
precies	kesinlikle	precies	kesinlik	ADJ	N;INS;SG;3
bereikte	elde	bereiken	el	V;SG;PST;FIN	N;ESS;SG;3
luik	liege	luik	liege	N;NEUT;SG	PROPN;NOM;SG;3
luik	liège	luik	liège	N;NEUT;SG	PROPN;NOM;SG;3
luik	kapak	luik	kapak	N;NEUT;SG	
luik	hatch	luik	hatch	N;NEUT;SG	
hoort	aittir	horen	ait	V;SG;PRS;FIN	
hoort	ait	horen	ait	V;SG;PRS;FIN	
hoort	duyar	horen	duy	V;SG;PRS;FIN	
christelijke	christian	christelijk	christian	ADJ	PROPN;NOM;SG;3
christelijke	hıristiyan	christelijk	hıristiyan	ADJ	N;NOM;SG;3
christelijke	hristiyan	christelijk	hristiyan	ADJ	N;NOM;SG;3
zang	vokal	zang	vokal	N;MASC+FEM;SG	
zang	şarkı	zang	şarkı	N;MASC+FEM;SG	
zang	song	zang	song	N;MASC+FEM;SG	
zang	sarki	zang	sarki	N;MASC+FEM;SG	
zang	şarkı	zang	şarkı	N;MASC+FEM;SG	
genre	tür	genre	tür	N;NEUT;SG	
genre	türü	genre	tür	N;NEUT;SG	
genre	tarz	genre	tarz	N;NEUT;SG	
verbinding	bağ	verbinding	bağ	N;MASC+FEM;SG	
verbinding	bağlantı	verbinding	bağlantı	N;MASC+FEM;SG	
jack	jack	jack	jack	N;MASC+FEM;SG	
dragen	giy	dragen	giy	V;NFIN	
getrouwd	evli	trouwen	evli	V;V.PTCP	
kritiek	eleştiri	kritiek	eleştiri	N;MASC+FEM;SG	
kritiek	eleştiriler	kritiek	eleştiri	N;MASC+FEM;SG	N;NOM;PL;3
kritiek	eleştiri	kritiek	eleştiri	N;MASC+FEM;SG	
kritiek	eleştiriler	kritiek	eleştiri	N;MASC+FEM;SG	N;NOM;PL;3
kritiek	kritik	kritiek	kritik	N;MASC+FEM;SG	
kritiek	eleştirel	kritiek	eleştirel	N;MASC+FEM;SG	
kritiek	eleştirmek	kritiek	eleş	N;MASC+FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
daniel	daniel	daniel	daniel	N;MASC+FEM;SG	
oorsprong	köken	oorsprong	kök	N;MASC+FEM;SG	
oorsprong	köken	oorsprong	kök	N;MASC+FEM;SG	
divisie	bölüm	divisie	bölüm	N;MASC+FEM;SG	
divisie	division	divisie	divi	N;MASC+FEM;SG	
divisie	bölünme	divisie	böl	N;MASC+FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
geproduceerd	imal	produceren	imal	V;V.PTCP	
jacob	jacob	jacob	jacob	N;MASC+FEM;SG	
jacob	yakup	jacob	yakup	N;MASC+FEM;SG	
hieronder	aşağıda	hieronder	aşağı	N;MASC+FEM;SG	ADJ;ESS;SG;3
hieronder	aşağı	hieronder	aşağ	N;MASC+FEM;SG	
hieronder	aşağıya	hieronder	aşağı	N;MASC+FEM;SG	ADJ;DAT;SG;3
hieronder	aşağıdan	hieronder	aşağı	N;MASC+FEM;SG	ADJ;AT+ABL;SG;3
zwaar	ağır	zwaar	ağır	ADJ	
zwaar	agir	zwaar	agir	ADJ	
vrienden	dostlar	vriend	dost	N;PL	ADJ;NOM;PL;3
vrienden	arkadaş	vriend	arkadaş	N;PL	
spons	sünger	spons	sünger	N;MASC+FEM;SG	
lage	lage	laag	lage	ADJ	N;NOM;SG;3
lage	alçak	laag	alçak	ADJ	
lage	düşük	laag	düşük	ADJ	
kunt	can	kunnen	can	V;SG;PRS;FIN	
half	yarı	half	yarı	ADJ	
half	yarim	half	yarim	ADJ	
half	yarım	half	yarım	ADJ	
kijken	izle	kijken	izle	V;NFIN	
opera	opera	opera	opera	N;MASC+FEM;SG	
originele	orijinal	origineel	orijinal	ADJ	
originele	özgün	origineel	özgün	ADJ	
originele	orjinal	origineel	orjinal	ADJ	
originele	aslı	origineel	aslı	ADJ	
zat	uydu	zitten	uy	V;SG;PST;FIN	N;NOM;SG;3
thema	tema	thema	tema	N;NEUT;SG	
rechts	doğru	rechts	doğru	ADJ	
rechts	sağa	rechts	sağ	ADJ	
rechts	sağ	rechts	sağ	ADJ	
rechts	dogru	rechts	dogru	ADJ	
politie	polis	politie	polis	N;MASC+FEM;SG	
provinciale	taşra	provinciaal	taşra	ADJ	
provinciale	taşralı	provinciaal	taşralı	ADJ	
show	şov	show	şov	N;MASC+FEM;SG	
show	gösteri	show	göster	N;MASC+FEM;SG	
show	göster	show	göster	N;MASC+FEM;SG	V;PFV;IMP;PL;2;POS;PRS
show	gösterin	show	göster	N;MASC+FEM;SG	V;PFV;IMP;PL;2;POS;PRS
show	show	show	show	N;MASC+FEM;SG	
begrip	anlama	begrip	anla	N;NEUT;SG	
begrip	anlamak	begrip	anla	N;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
begrip	anlayışlı	begrip	anlayışlı	N;NEUT;SG	ADJ
begrip	anlayış	begrip	anlayış	N;NEUT;SG	
dingen	seyler	dingen	seyle	N;PL	
thuis	yuva	thuis	yuva	ADV	
thuis	ev	thuis	ev	ADV	N;NOM;SG;3
thuis	evde	thuis	ev	ADV	N;ESS;SG;3
thuis	eve	thuis	ev	ADV	N;DAT;SG;3
thuis	evim	thuis	ev	ADV	N;NOM;SG;3
kust	kıyı	kust	kıy	N;MASC+FEM;SG	
kust	sahil	kust	sahil	N;MASC+FEM;SG	
dirigent	iletken	dirigent	iletken	N;MASC+FEM;SG	
dirigent	kondüktör	dirigent	kondüktör	N;MASC+FEM;SG	
last	yük	last	yük	N;MASC+FEM;SG	
voorkeur	tercih	voorkeur	tercih	N;MASC+FEM;SG	
voorkeur	tercihi	voorkeur	tercihi	N;MASC+FEM;SG	
voorkeur	tercih	voorkeur	tercih	N;MASC+FEM;SG	
santa	santa	santa	san	N;SG	PROPN;NOM;SG;3
azië	anadolu	azië	anadolu	PROPN;NEUT;SG	
azië	asya	azië	asya	PROPN;NEUT;SG	
historisch	tarihi	historisch	tarih	ADJ	
historisch	tarihsel	historisch	tarihsel	ADJ	
lee	lee	lee	None	N;MASC+FEM;SG	
head	kafa	head	kafa	N;MASC+FEM;SG	
plannen	planlama	plan	planla	N;PL	
plannen	planlamak	plan	planla	N;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
plannen	plân	plan	pl	N;PL	
plannen	planla	plan	plan	N;PL	
plannen	plan	plan	plan	N;PL	
plannen	planı	plan	plan	N;PL	N;ACC;SG;3
plannen	plan	plan	plan	N;PL	
max	maksimum	max	maksi	N;MASC+FEM;SG	
max	max	max	max	N;MASC+FEM;SG	
max	azami	max	azami	N;MASC+FEM;SG	
hierboven	yukarıdaki	hierboven	yukarıdakiki	N;PL	
hierboven	yukarıda	hierboven	yukarı	N;PL	ADJ;ESS;SG;3
hierboven	üzeri	hierboven	üzer	N;PL	
hierboven	üstünde	hierboven	üst	N;PL	ADJ;ESS;SG;3
hierboven	üstü	hierboven	üst	N;PL	
hierboven	yukarda	hierboven	yukar	N;PL	
rood	kirmizi	rood	kirmiz	ADJ	
rood	kızıl	rood	kızıl	ADJ	
rood	red	rood	red	ADJ	
slecht	bad	slecht	bad	ADJ	INTJ
slecht	kötü	slecht	kötü	ADJ	
overlijden	olum	overlijden	ol	V;NFIN	
overlijden	ölüm	overlijden	ölüm	V;NFIN	
overlijden	death	overlijden	death	V;NFIN	
leggen	yatan	leggen	yat	V;NFIN	
regisseur	müdür	regisseur	müdür	N;MASC+FEM;SG	
regisseur	yönetmen	regisseur	yönetmen	N;MASC+FEM;SG	
regisseur	yönetici	regisseur	yönetici	N;MASC+FEM;SG	
maatschappij	topluluk	maatschappij	topluluk	N;MASC+FEM;SG	
maatschappij	toplum	maatschappij	toplum	N;MASC+FEM;SG	
etc	vb	etc	vb	ADV	
etc	vesaire	etc	vesaire	ADV	
begraven	gömülü	begraven	göm	V;V.PTCP	
afhankelijk	bağımlı	afhankelijk	bağımlı	ADJ	
onbekend	bilinmiyor	onbekend	bil	ADJ	V;PROG;IND;SG;3;NEG;INFM;PRS;PASS
onbekend	bilinmeyen	onbekend	bil	ADJ	V;PFV;IND;NEG;PRS;V.PTCP;PASS
oplossing	çözüm	oplossing	çözüm	N;MASC+FEM;SG	
gewicht	ağırlıkları	gewicht	ağırlık	N;NEUT;SG	N;ACC;PL;3
gewicht	ağırlık	gewicht	ağırlık	N;NEUT;SG	
gewicht	ağırlık	gewicht	ağırlık	N;NEUT;SG	
gewicht	kilo	gewicht	kilo	N;NEUT;SG	
bereikt	elde	bereiken	el	V;V.PTCP	N;ESS;SG;3
helpen	yardım	helpen	yardım	V;NFIN	N;NOM;SG;3
helpen	imdat	helpen	imdat	V;NFIN	
helpen	yardim	helpen	yardim	V;NFIN	
rijden	drive	rijden	driv	V;NFIN	
rijden	sür	rijden	sür	V;NFIN	
rijden	sürüş	rijden	sürüş	V;NFIN	
star	yıldız	star	yıldız	N;MASC+FEM;SG	
star	star	star	star	N;MASC+FEM;SG	
beschrijving	tanım	beschrijving	tanım	N;MASC+FEM;SG	
beschrijving	açıklama	beschrijving	açıkla	N;MASC+FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
beschrijving	tanımlama	beschrijving	tanımla	N;MASC+FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
beschrijving	tarif	beschrijving	tarif	N;MASC+FEM;SG	
beschrijving	açıklaması	beschrijving	açıkla	N;MASC+FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
beschrijving	ediniz	beschrijving	et	N;MASC+FEM;SG	V;PFV;IMP;PL;2;POS;PRS
info	bilgileri	info	bilgi	N;MASC+FEM;SG	N;ACC;PL;3
info	bilgiler	info	bilgi	N;MASC+FEM;SG	N;NOM;PL;3
actie	eylem	actie	eylem	N;MASC+FEM;SG	
actie	motor	actie	motor	N;MASC+FEM;SG	
actie	aksiyon	actie	aksiyon	N;MASC+FEM;SG	
veranderd	değişen	veranderen	değiş	V;V.PTCP	
trekken	çek	trekken	çek	V;NFIN	
wielrenner	bisikletli	wielrenner	bisikletli	N;MASC+FEM;SG	
vriend	arkadaş	vriend	arkadaş	N;MASC+FEM;SG	
vriend	dost	vriend	dost	N;MASC+FEM;SG	
professor	profesör	professor	profesör	N;MASC+FEM;SG	
bewaard	muhafaza	bewaren	muhafaza	V;V.PTCP	
vogel	kuş	vogel	kuş	N;MASC+FEM;SG	
vogel	kus	vogel	kus	N;MASC+FEM;SG	
vogel	bird	vogel	bird	N;MASC+FEM;SG	
vogel	vogel	vogel	vogel	N;MASC+FEM;SG	
zilveren	gümüş	zilveren	gümüş	V;V.PTCP	
zilveren	silver	zilveren	silve	V;V.PTCP	PROPN;NOM;SG;3
mogelijkheid	olasılıklar	mogelijkheid	olasılık	N;MASC+FEM;SG	N;NOM;PL;3
mogelijkheid	ihtimal	mogelijkheid	ihtimal	N;MASC+FEM;SG	
route	rota	route	rota	N;MASC+FEM;SG	
route	yol	route	yol	N;MASC+FEM;SG	
list	ruse	list	rus		PROPN;NOM;SG;3
lucht	gökyüzü	lucht	gökyüzü	N;MASC+FEM;SG	
lucht	gök	lucht	gök	N;MASC+FEM;SG	
lucht	sky	lucht	sky	N;MASC+FEM;SG	
lucht	hava	lucht	hava	N;MASC+FEM;SG	
afbeeldingen	görseller	afbeelding	görsel	N;PL	V;PFV;PL;3;POS;PRS
laag	tabaka	laag	tabaka	ADJ	
laag	katmanı	laag	kat	ADJ	V;PFV;NOM;IND;POS;PRS;V.MSDR
laag	katman	laag	kat	ADJ	
laag	alçak	laag	alçak	ADJ	
laag	düşük	laag	düşük	ADJ	
vrouwelijke	dişi	vrouwelijk	dişi	ADJ	
vrouwelijke	kadınsı	vrouwelijk	kadınsı	ADJ	
vrouwelijke	kadın	vrouwelijk	kadın	ADJ	
vrouwelijke	dişi	vrouwelijk	dişi	ADJ	
afdeling	bölüm	afdeling	bölüm	N;MASC+FEM;SG	
afdeling	bölüm	afdeling	bölüm	N;MASC+FEM;SG	
afdeling	division	afdeling	divi	N;MASC+FEM;SG	
afdeling	bölünme	afdeling	böl	N;MASC+FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
afdeling	bölüm	afdeling	bölüm	N;MASC+FEM;SG	
afdeling	kısım	afdeling	kısım	N;MASC+FEM;SG	
studio	stüdyo	studio	stü	N;MASC+FEM;SG	
studio	studio	studio	stu	N;MASC+FEM;SG	
proces	süreç	proces	süreç	N;NEUT;SG	
proces	işlem	proces	işlem	N;NEUT;SG	
proces	duruşma	proces	duruş	N;NEUT;SG	
wta	wta	wij	wta	PROPN;NEUT;SG	
josé	jose	josé	jose	N;MASC+FEM;SG	PROPN;NOM;SG;3
josé	josé	josé	josé	N;MASC+FEM;SG	PROPN;NOM;SG;3
josé	jose	josé	jose	N;MASC+FEM;SG	PROPN;NOM;SG;3
josé	josé	josé	josé	N;MASC+FEM;SG	PROPN;NOM;SG;3
doden	öldürmek	dood	öl	ADJ	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
doden	öldür	dood	öl	ADJ	
doden	öldürün	dood	öl	ADJ	V;PFV;IMP;PL;2;POS;PRS
doden	öldürün	dood	öl	ADJ	V;PFV;IMP;PL;2;POS;PRS
doden	öldür	dood	öl	ADJ	
leuven	leuven	leuven	leuven	V;NFIN	PROPN;NOM;SG;3
leuven	louvain	leuven	louvain	V;NFIN	
behoren	ait	behoren	ait	V;NFIN	
hart	kalp	hart	kalp	N;NEUT;SG	
hart	gönül	hart	gönül	N;NEUT;SG	
hart	kalbi	hart	kalbi	N;NEUT;SG	ADJ;NOM;SG;3
hart	yürek	hart	yürek	N;NEUT;SG	
hart	hart	hart	hart	N;NEUT;SG	
houten	ahşap	houten	ahşap	ADJ	N;NOM;SG;3
houten	tahta	houten	tahta	ADJ	
houten	houten	houten	hou	ADJ	
relevant	alakalı	relevant	alakalı	ADJ	
relevant	ilişkilendirilebilir	relevant	ilişkilendirilir	ADJ	V;IPFV;POT;SG;3;POS;PASS
televisie	tv	televisie	tv	N;MASC+FEM;SG	
jacques	jacques	jacque	jacques	N;PL	
elementen	element	element	element	N;PL	N;NOM;SG;3
françois	francois	françois	francois	N;MASC+FEM;SG	PROPN;NOM;SG;3
françois	françois	françois	françois	N;MASC+FEM;SG	PROPN;NOM;SG;3
françois	francois	françois	francois	N;MASC+FEM;SG	PROPN;NOM;SG;3
françois	françois	françois	françois	N;MASC+FEM;SG	PROPN;NOM;SG;3
lijnen	satır	lijn	satır	N;PL	
onderscheiden	seçkin	onderscheiden	seçkin	V;NFIN	
beker	kupa	beker	kupa	N;MASC+FEM;SG	
beker	kupa	beker	kupa	N;MASC+FEM;SG	
beker	cup	beker	cup	N;MASC+FEM;SG	
baron	baron	baron	baron	N;MASC+FEM;SG	
jones	jones	jone	jones	N;PL	
braziliaanse	brezilyalı	braziliaans	brezilyalı	ADJ	PROPN;NOM;SG;3
braziliaanse	brezilya	braziliaans	brezilya	ADJ	PROPN;NOM;SG;3
landschap	yatay	landschap	yatay	N;NEUT;SG	
voorkomt	önler	voorkomen	ön	V;SG;PRS;FIN	V;IPFV;IND;PL;3;POS
zesde	sixth	zes	sis	ADJ	PROPN;NOM;SG;3
zesde	altıncı	zes	altıncı	ADJ	
afrikaanse	afrika	afrikaans	afrika	ADJ	
afrikaanse	afrikalı	afrikaans	afrikalı	ADJ	
adel	adel	adel	adel	N;MASC+FEM;SG	
adel	asalet	adel	asalet	N;MASC+FEM;SG	
toegepast	uygulamalı	toepassen	uygulamalı	V;V.PTCP	
groene	yeşile	groen	yeşil	ADJ	
groene	yeşillik	groen	yeşillik	ADJ	N;NOM;SG;3
groene	green	groen	gre	ADJ	
brand	ateşle	brand	ateş	N;MASC+FEM;SG	
brand	ateş	brand	ateş	N;MASC+FEM;SG	
brand	yangın	brand	yangın	N;MASC+FEM;SG	
brand	ates	brand	ates	N;MASC+FEM;SG	
brand	brand	brand	brand	N;MASC+FEM;SG	
brand	marka	brand	marka	N;MASC+FEM;SG	
brand	yansın	brand	yan	N;MASC+FEM;SG	V;PFV;IMP;SG;3;POS;PRS
brand	yan	brand	yan	N;MASC+FEM;SG	
brand	yanar	brand	yan	N;MASC+FEM;SG	V;IPFV;IND;SG;3;POS
brand	yanık	brand	yanık	N;MASC+FEM;SG	
brand	yak	brand	yak	N;MASC+FEM;SG	
andré	andre	andré	andre	N;MASC+FEM;SG	
andré	andré	andré	andré	N;MASC+FEM;SG	
andré	andre	andré	andre	N;MASC+FEM;SG	
andré	andré	andré	andré	N;MASC+FEM;SG	
kampioenschappen	şampiyonası	kampioenschap	şampiyon	N;PL	N;NOM;SG;3
kampioenschappen	şampiyonluk	kampioenschap	şampiyonluk	N;PL	N;NOM;SG;3
kampioenschappen	şampiyona	kampioenschap	şampiyon	N;PL	N;DAT;SG;3
vandaag	bugün	vandaag	bugün	ADV	N;NOM;SG;3
vandaag	bugünde	vandaag	bugün	ADV	N;ESS;SG;3
vandaag	bügün	vandaag	bügün	ADV	
vandaag	bugun	vandaag	bugun	ADV	
principe	ilke	principe	ilke	N;NEUT;SG	
principe	prensip	principe	prens	N;NEUT;SG	
verantwoordelijk	sorumlu	verantwoordelijk	sorumlu	ADJ	
rechter	yargıç	rechter	yargıç	N;MASC+FEM;SG	
rechter	hâkim	rechter	hâkim	N;MASC+FEM;SG	
rechter	hakim	rechter	hakim	N;MASC+FEM;SG	
kleuren	renk	kleur	renk	N;PL	
kleuren	rengi	kleur	renk	N;PL	
kleuren	renkli	kleur	renkli	N;PL	
kleuren	renk	kleur	renk	N;PL	
prijzen	fiyat	prijs	fiyat	N;PL	
prijzen	fiyat	prijs	fiyat	N;PL	
prijzen	fiyatı	prijs	fiyat	N;PL	N;ACC;SG;3
prijzen	bedel	prijs	bedel	N;PL	
prijzen	ücretlendirme	prijs	ücretle	N;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
carl	carl	carl	carl	N;MASC+FEM;SG	
niemand	kimse	niemand	kimse	PRO;3	N;NOM;SG;3
vervoer	ulaştırma	vervoer	ulaş	N;NEUT;SG	V;PFV;IMP;SG;2;NEG;PRS;CAUS
vervoer	taşıma	vervoer	taşı	N;NEUT;SG	
vervoer	taşıt	vervoer	taşıt	N;NEUT;SG	
vervoer	ulaştırma	vervoer	ulaş	N;NEUT;SG	V;PFV;IMP;SG;2;NEG;PRS;CAUS
vervoer	taşıma	vervoer	taşı	N;NEUT;SG	
vervoer	nakliye	vervoer	nakil	N;NEUT;SG	
verdrag	kongre	verdrag	kongre	N;NEUT;SG	
verdrag	anlaşma	verdrag	anlaşma	N;NEUT;SG	
verdrag	antlaşma	verdrag	antlaşma	N;NEUT;SG	
personage	karakter	personage	karak	N;NEUT;SG	
beperkt	sınırlı	beperken	sınırlı	V;V.PTCP	
beperkt	kısıtlı	beperken	kısıtlı	V;V.PTCP	
beperkt	sınırlıdır	beperken	sınırlı	V;V.PTCP	
beperkt	kısıtlı	beperken	kısıtlı	V;V.PTCP	
californië	california	californië	california	N;NEUT;SG	
vermoedelijk	güya	vermoedelijk	güya	ADJ	
vermoedelijk	sözde	vermoedelijk	söz	ADJ	
vermoedelijk	tahminen	vermoedelijk	tahmin	ADJ	
biografie	biyografi	biografie	biyografi	N;MASC+FEM;SG	
aangenomen	evlatlık	aannemen	evlatlık	V;V.PTCP	N;NOM;SG;3
record	plak	record	plak	N;NEUT;SG	
record	rekor	record	rekor	N;NEUT;SG	
record	kayıt	record	kayıt	N;NEUT;SG	
profiel	profil	profiel	profil	N;NEUT;SG	
profiel	profili	profiel	profili	N;NEUT;SG	
verdere	devamı	ver	devam	ADJ;CMPR	
kun	kun	kunnen	kun	V;SG;PRS;FIN	
zeeland	zelanda	zeeland	zelan	N;MASC+FEM;SG	PROPN;NOM;SG;3
zeeland	zeeland	zeeland	zeeland	N;MASC+FEM;SG	PROPN;NOM;SG;3
opstand	isyan	opstand	isyan	N;MASC+FEM;SG	
opstand	ayaklanma	opstand	ayaklan	N;MASC+FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
opstand	ayaklanması	opstand	ayakla	N;MASC+FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
opstand	ayaklanma	opstand	ayaklan	N;MASC+FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
