que	że	que	że	CONJ	PART
pequeños	niewielkie	pequeño	niewielki	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
pequeños	mała	pequeño	mały	ADJ;MASC;PL	
pequeños	male	pequeño	male	ADJ;MASC;PL	
europeo	european	europeo	european	ADJ;MASC;SG	
cataluña	catalunya	cataluña	catalunya	N;FEM;SG	
cataluña	katalonii	cataluña	katalonia	N;FEM;SG	
extremo	ekstremalnie	extremo	ekstremalnie	N;MASC;SG	ADV
extremo	ekstremalne	extremo	ekstremalny	N;MASC;SG	ADJ;NOM;NEUT;SG
tradicional	tradycyjnie	tradicional	tradycyjnie	ADJ;SG	ADV
tradicional	tradycja	tradicional	tradycja	ADJ;SG	N;NOM;FEM;SG
tradicional	tradycyjnych	tradicional	tradycyjny	ADJ;SG	ADJ;GEN;MASC;PL
niño	boy	niño	boy	N;MASC;SG	
niño	maluch	niño	maluch	N;MASC;SG	
niño	kid	niño	kid	N;MASC;SG	
niño	child	niño	child	N;MASC;SG	
votos	głosowania	voto	głosować	N;MASC;PL	N;GEN;NEUT;SG
votos	przysięgi	voto	przysiąg	N;MASC;PL	
votos	przysięga	voto	przysięgać	N;MASC;PL	N;NOM;FEM;SG
banco	banco	banco	banco	N;MASC;SG	
banco	bankowe	banco	bankowy	N;MASC;SG	ADJ;NOM;NEUT;SG
banco	ławki	banco	ławka	N;MASC;SG	N;ACC;FEM;PL
consiguió	got	conseguir	gotować	V;IND;SG;3;PST;FIN	
consiguió	mam	conseguir	mieć	V;IND;SG;3;PST;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
contrato	umowy	contrato	umowa	N;MASC;SG	
pintura	farby	pintura	farba	N;FEM;SG	N;ACC;FEM;PL
ruso	rosjanin	ruso	rosjanin	ADJ;MASC;SG	N;NOM;MASC;SG
cuenca	basin	cuenca	basina	N;FEM;SG	
cuenca	cuenca	cuenca	cueniec	N;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
batería	baterie	batería	batera	N;FEM;SG	N;NOM;FEM;PL
batería	beczki	batería	beczka	N;FEM;SG	N;ACC;FEM;PL
batería	bębny	batería	bębny	N;FEM;SG	N;NOM;MASC;PL
diputados	mps	diputado	mps	N;MASC;PL	
pasa	przepustki	pasar	przepustka	V;IND;SG;3;PRS;FIN	N;ACC;FEM;PL
pasa	wejściówki	pasar	wejściówka	V;IND;SG;3;PRS;FIN	N;ACC;FEM;PL
pasa	podanie	pasar	podanie	V;IND;SG;3;PRS;FIN	N;PFV;NOM;NEUT;SG;POS;V.MSDR
pasa	pass	pasar	pass	V;IND;SG;3;PRS;FIN	
pasa	przepustka	pasar	przepustka	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
pasa	przełęcz	pasar	przełęcz	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
pasa	podaj	pasar	podać	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN;ACT
andrés	andrei	andrés	andrej	PROPN	
andrés	andriej	andrés	andriej	PROPN	PROPN;NOM;MASC;SG
andrés	andrzej	andrés	andrzej	PROPN	PROPN;NOM;MASC;SG
andrés	andrzeja	andrés	andrzej	PROPN	
andrés	andrew	andrés	andrew	PROPN	PROPN;NOM;MASC;SG
andrés	andrés	andrés	andrés	PROPN	PROPN;NOM;MASC;SG
máximo	max	máximo	max	ADJ;MASC;SG	
máximo	maks	máximo	maks	ADJ;MASC;SG	
máximo	maximus	máximo	maximus	ADJ;MASC;SG	
máximo	maksimum	máximo	maksimum	ADJ;MASC;SG	
máximo	maksymalnie	máximo	maksymalnie	ADJ;MASC;SG	ADV
deportes	sport	deporte	sport	N;MASC;PL	
deportes	sport	deporte	sport	N;MASC;PL	
deportes	sportowe	deporte	sportowy	N;MASC;PL	ADJ;NOM;NEUT;SG
representa	reprezentują	representar	reprezentować	V;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
recursos	zasób	recurso	zasób	N;MASC;PL	N;NOM;MASC;SG
misión	misje	misión	misja	N;FEM;SG	N;NOM;FEM;PL
futuro	przyszł	futuro	przyjść	N;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
vicente	vicente	vicente	vicente	N;SG	PROPN;NOM;MASC;SG
vicente	vincent	vicente	vincent	N;SG	PROPN;NOM;MASC;SG
vicente	val	vicente	val	N;SG	V;IPFV;IND;SG;PRS;FIN;ACT
tecnología	tech	tecnología	ten	N;FEM;SG	
tecnología	technologie	tecnología	technologia	N;FEM;SG	N;NOM;FEM;PL
tecnología	technologie	tecnología	technologia	N;FEM;SG	N;NOM;FEM;PL
trabajar	prace	trabajar	praca	V;NFIN	N;NOM;FEM;PL
trabajar	pracy	trabajar	praca	V;NFIN	N;GEN;FEM;SG
trabajar	praca	trabajar	praca	V;NFIN	N;NOM;FEM;SG
trabajar	roboty	trabajar	robota	V;NFIN	N;ACC;FEM;PL
trabajar	pracujący	trabajar	pracować	V;NFIN	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
distintos	inna	distinto	inny	PRO;MASC;PL	ADJ;NOM;FEM;SG
distintos	różne	distinto	różny	PRO;MASC;PL	ADJ;NOM;NEUT;SG
distintos	inny	distinto	inny	PRO;MASC;PL	ADJ;NOM;MASC;SG
distintos	różnych	distinto	różny	PRO;MASC;PL	ADJ;GEN;MASC;PL
tiempos	times	tiempo	times	N;MASC;PL	
ramón	ramón	ramón	ramón	N;MASC;SG	PROPN;NOM;MASC;SG
ramón	ramon	ramón	ramon	N;MASC;SG	PROPN;NOM;MASC;SG
ramón	ramone	ramón	ramon	N;MASC;SG	PROPN;NOM;MASC;SG
ramón	raymond	ramón	raymond	N;MASC;SG	PROPN;NOM;MASC;SG
ramón	ramon	ramón	ramon	N;MASC;SG	PROPN;NOM;MASC;SG
fiesta	fiesta	fiesta	fiesta	N;FEM;SG	
fiesta	imprezy	fiesta	impreza	N;FEM;SG	
smith	smitha	smith	smith	PROPN	N;ACC;MASC;SG
smith	smith	smith	smith	PROPN	PROPN;NOM;MASC;SG
jardín	ogrody	jardín	ogród	N;MASC;SG	N;NOM;MASC;PL
jardín	ogrodów	jardín	ogród	N;MASC;SG	N;GEN;MASC;PL
madera	drewniany	madera	drewniany	N;FEM;SG	ADJ;NOM;MASC;SG
madera	drewniana	madera	drewniany	N;FEM;SG	ADJ;NOM;FEM;SG
madera	drewniane	madera	drewniany	N;FEM;SG	ADJ;NOM;NEUT;SG
madera	wood	madera	wood	N;FEM;SG	
madera	drewna	madera	drewna	N;FEM;SG	
madera	drewna	madera	drewna	N;FEM;SG	
inferior	niżej	inferior	nisko	ADJ;SG	ADV;CMPR
inferior	lower	inferior	lower	ADJ;SG	N;NOM;MASC;SG
inferior	dolna	inferior	dolny	ADJ;SG	
inferior	dół	inferior	dół	ADJ;SG	N;NOM;MASC;SG
inferior	dno	inferior	dno	ADJ;SG	
inferior	dnie	inferior	dzień	ADJ;SG	
inferior	dole	inferior	dół	ADJ;SG	V;PFV;IND;SG;PRS;FIN;ACT
inferior	dolna	inferior	dolny	ADJ;SG	
clubes	trefl	club	trefl	N;MASC;PL	
mexicana	meksykanie	mexicano	meksykanin	ADJ;FEM;SG	N;NOM;MASC;PL
incluyen	dołącz	incluir	dołączyć	V;IND;PL;3;PRS;FIN	V;PFV;IMP;SG;2;FIN;ACT
alcanzar	dotarcie	alcanzar	dotarcie	V;NFIN	
frontera	granice	frontera	granica	N;FEM;SG	N;NOM;FEM;PL
frontera	granice	frontera	granica	N;FEM;SG	N;NOM;FEM;PL
atención	uwaga	atención	uwaga	N;FEM;SG	
digital	cyfrowy	digital	cyfrowy	ADJ;SG	N;ACC;MASC;SG
digital	cyfrowa	digital	cyfrowy	ADJ;SG	
digital	digital	digital	digital	ADJ;SG	
torres	torres	torre	torres	N;FEM;PL	PROPN;NOM;MASC;SG
doble	podwójnie	doble	podwójnie	ADJ;SG	ADV
corazón	heart	corazón	heart	N;MASC;SG	
corazón	corazón	corazón	corazón	N;MASC;SG	
esos	tych	ese	ten	PRO;MASC;PL	DET;GEN;MASC;PL
esos	te	ese	ten	PRO;MASC;PL	DET;NOM;MASC;PL
secretario	sekretarki	secretario	sekretarka	N;MASC;SG	N;NOM;FEM;PL
letras	pisma	letra	pismo	N;FEM;PL	N;NOM;NEUT;SG
letras	listy	letra	list	N;FEM;PL	
vivo	vivo	vivo	vivo	ADJ;MASC;SG	
vivo	żywe	vivo	żywy	ADJ;MASC;SG	
vivo	żywy	vivo	żywy	ADJ;MASC;SG	
vivo	żyje	vivo	żyć	ADJ;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
xvii	siedemnastego	xvii	siedemnasty	N;SG	ADJ;ACC;MASC;SG
xvii	xvii	xvii	xvii	N;SG	
encuentro	spotkania	encuentro	spotkanie	N;MASC;SG	N;NOM;NEUT;PL
obtener	uzyskania	obtener	uzyskać	V;NFIN	N;PFV;GEN;NEUT;SG;POS;V.MSDR
obtener	uzyskanie	obtener	uzyskać	V;NFIN	N;PFV;NOM;NEUT;SG;POS;V.MSDR
naturaleza	natura	naturaleza	natura	N;FEM;SG	
naturaleza	natury	naturaleza	natura	N;FEM;SG	
claro	czysto	claro	czysto	ADV	
man	man	man	mana	N	
guatemala	gwatemali	guatemala	gwatemać	N;FEM;SG	V;IPFV;MASC;IND;PL;PST;FIN;ACT
guatemala	gwatemali	guatemala	gwatemać	N;FEM;SG	V;IPFV;MASC;IND;PL;PST;FIN;ACT
bajos	niska	bajo	niska	ADJ;MASC;PL	
bajos	niskie	bajo	niski	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
bajos	niski	bajo	niski	ADJ;MASC;PL	ADJ;NOM;MASC;SG
bajos	low	bajo	low	ADJ;MASC;PL	
bajos	nisko	bajo	nisko	ADJ;MASC;PL	ADV
bajos	bass	bajo	bass	ADJ;MASC;PL	
bajos	bas	bajo	bas	ADJ;MASC;PL	
aragón	aragón	aragón	aragón	N;MASC;SG	
aragón	aragon	aragón	aragon	N;MASC;SG	
juega	graj	jugar	graj	V;IND;SG;3;PRS;FIN	V;IPFV;IMP;SG;2;FIN;ACT
juega	zagraj	jugar	zagrać	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN;ACT
juega	play	jugar	pla	V;IND;SG;3;PRS;FIN	
rico	rico	rico	rico	ADJ;MASC;SG	PROPN;NOM;MASC;SG
rico	pycha	rico	pychać	ADJ;MASC;SG	
rico	mniam	rico	mniać	ADJ;MASC;SG	
rico	rich	rico	richy	ADJ;MASC;SG	
sonido	dźwięki	sonido	dźwięk	N;MASC;SG	N;NOM;MASC;PL
sonido	sound	sonido	sounda	N;MASC;SG	
usar	wykorzystanie	usar	wykorzystać	V;NFIN	N;PFV;NOM;NEUT;SG;POS;V.MSDR
mensajes	komunikat	mensaje	komunikat	N;MASC;PL	N;NOM;MASC;SG
mensajes	wiadomość	mensaje	wiadomość	N;MASC;PL	N;NOM;FEM;SG
firme	firma	firmar	firma	V;SBJV;SG;3;PRS;FIN	N;NOM;FEM;SG
firme	kancelaria	firmar	kancelaria	V;SBJV;SG;3;PRS;FIN	N;NOM;FEM;SG
firme	podpisz	firmar	podpić	V;SBJV;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN;ACT
firme	znak	firmar	znak	V;SBJV;SG;3;PRS;FIN	N;NOM;MASC;SG
mesa	tabeli	mesa	tabel	N;FEM;SG	
mesa	tabela	mesa	tabel	N;FEM;SG	
mesa	mesa	mesa	mesa	N;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
mesa	moja	mesa	mój	N;FEM;SG	DET;NOM;FEM;SG;1
granada	grenada	granada	grenadać	N;FEM;SG	
granada	granada	granada	granada	N;FEM;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
antiguos	starożytny	antiguo	starożytny	ADJ;MASC;PL	ADJ;NOM;MASC;SG
antiguos	starożytni	antiguo	starożytnia	ADJ;MASC;PL	N;NOM;MASC;PL
antiguos	starożytna	antiguo	starożytny	ADJ;MASC;PL	ADJ;NOM;FEM;SG
antiguos	starożytne	antiguo	starożytny	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
antiguos	starożytni	antiguo	starożytnia	ADJ;MASC;PL	N;NOM;MASC;PL
pasar	podanie	pasar	podanie	V;NFIN	N;PFV;NOM;NEUT;SG;POS;V.MSDR
pasar	pass	pasar	pass	V;NFIN	
pasar	przepustka	pasar	przepustka	V;NFIN	N;NOM;FEM;SG
pasar	przełęcz	pasar	przełęcz	V;NFIN	N;NOM;FEM;SG
objeto	obiekty	objeto	obiekt	N;MASC;SG	N;NOM;MASC;PL
generales	generał	general	generał	N;MASC;PL	N;NOM;MASC;SG
generales	ogólny	general	ogólny	N;MASC;PL	ADJ;NOM;MASC;SG
generales	ogólnie	general	ogólnie	N;MASC;PL	ADV
generales	ogólna	general	ogólny	N;MASC;PL	ADJ;NOM;FEM;SG
generales	ogólne	general	ogólny	N;MASC;PL	ADJ;NOM;NEUT;SG
apertura	otwierające	apertura	otwierać	N;FEM;SG	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
análisis	analiz	análisis	analiz	N;MASC	
análisis	analizy	análisis	analiza	N;MASC	
análisis	analizy	análisis	analiza	N;MASC	
protección	ochronny	protección	ochronny	N;FEM;SG	ADJ;NOM;MASC;SG
protección	ochronna	protección	ochronny	N;FEM;SG	ADJ;NOM;FEM;SG
protección	ochronnych	protección	ochronny	N;FEM;SG	ADJ;GEN;MASC;PL
protección	ochronne	protección	ochronny	N;FEM;SG	ADJ;NOM;NEUT;SG
protección	ochrony	protección	ochrona	N;FEM;SG	
familias	rodzin	familia	rodzina	N;FEM;PL	
ferrocarril	kolei	ferrocarril	kolej	N;MASC;SG	
ferrocarril	kolei	ferrocarril	kolej	N;MASC;SG	
ferrocarril	kolejowe	ferrocarril	kolejowy	N;MASC;SG	ADJ;NOM;NEUT;SG
notas	nuty	nota	nuta	N;FEM;PL	
notas	zauważa	nota	zauważać	N;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
american	amerykańska	americar	amerykański	N;FEM;SG	ADJ;NOM;FEM;SG
american	american	americar	american	N;FEM;SG	
american	amerykański	americar	amerykański	N;FEM;SG	ADJ;NOM;MASC;SG
american	amerykańskie	americar	amerykański	N;FEM;SG	ADJ;NOM;NEUT;SG
white	biel	white	biel	N	
white	biał	white	biać	N	PROPN;NOM;MASC;SG
white	white	white	whita	N	
white	biała	white	biały	N	ADJ;NOM;FEM;SG
white	biały	white	biały	N	
funciones	funkcji	función	funkcja	N;FEM;PL	N;GEN;FEM;SG
corona	crown	corona	crowny	N;FEM;SG	
corona	corona	corona	corono	N;FEM;SG	
guillermo	william	guillermo	williać	N;MASC;SG	PROPN;NOM;MASC;SG
guillermo	wilhelm	guillermo	wilhelm	N;MASC;SG	PROPN;NOM;MASC;SG
guillermo	wilhelm	guillermo	wilhelm	N;MASC;SG	PROPN;NOM;MASC;SG
prensa	naciśnij	prensa	naciśnąć	N;FEM;SG	V;PFV;IMP;SG;2;FIN;ACT
prensa	prasy	prensa	prasa	N;FEM;SG	
prensa	gazet	prensa	gazeta	N;FEM;SG	N;GEN;FEM;PL
prensa	gazety	prensa	gazeta	N;FEM;SG	N;ACC;FEM;PL
haya	hadze	haber	haga	V;SBJV;SG;3;PRS;FIN	
haya	beech	haber	beech	V;SBJV;SG;3;PRS;FIN	
provincial	prowincji	provincial	prowincja	ADJ;SG	N;GEN;FEM;SG
versiones	wersji	versión	wersja	N;FEM;PL	N;GEN;FEM;SG
www	www	www	www	INTJ	
isabel	izabela	isabel	izabel	N;FEM;SG	PROPN;NOM;FEM;SG
isabel	isabella	isabel	isabell	N;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
isabel	elżbieta	isabel	elżbieta	N;FEM;SG	PROPN;NOM;FEM;SG
isabel	elizabeth	isabel	elizabeth	N;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
isabel	isabelle	isabel	isabelle	N;FEM;SG	
isabel	elżbieta	isabel	elżbieta	N;FEM;SG	PROPN;NOM;FEM;SG
isabel	isabel	isabel	isabel	N;FEM;SG	PROPN;NOM;MASC;SG
isabel	izabela	isabel	izabel	N;FEM;SG	PROPN;NOM;FEM;SG
isabel	isobel	isabel	isobel	N;FEM;SG	
gómez	gomez	gómez	gomez	PROPN	
gómez	gómez	gómez	góm	PROPN	PROPN;NOM;MASC;SG
numerosas	liczne	numeroso	liczny	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
puerta	bramy	puerta	brama	N;FEM;SG	
puerta	gate	puerta	gatek	N;FEM;SG	
puerta	drzwi	puerta	drzwi	N;FEM;SG	N;NOM;NEUT;PL
mario	mariusz	mario	mariusz		PROPN;NOM;MASC;SG
mario	marius	mario	marius		PROPN;NOM;MASC;SG
romano	roman	romano	roman	ADJ;MASC;SG	PROPN;NOM;MASC;SG
romano	romano	romano	romano	ADJ;MASC;SG	N;NOM;NEUT;SG
griego	grecki	griego	grecki	N;MASC;SG	ADJ;NOM;MASC;SG
griego	grecka	griego	grecki	N;MASC;SG	ADJ;NOM;FEM;SG
griego	greckie	griego	grecki	N;MASC;SG	ADJ;NOM;NEUT;SG
thomas	tomasz	thoma	tomasz	PROPN	PROPN;NOM;MASC;SG
thomas	tomaszu	thoma	tomasz	PROPN	N;VOC;MASC;SG
thomas	thomas	thoma	thomas	PROPN	PROPN;NOM;MASC;SG
thomas	tomek	thoma	tomek	PROPN	N;NOM;MASC;SG
all	wszystkie	all	wszystek	N	DET;NOM;MASC;PL
all	wszystko	all	wszystko	N	PRO;NOM;NEUT;SG
all	all	all	all	N	
all	wszyscy	all	wszyscy	N	PRO;NOM;MASC;PL
habla	mów	hablar	mówić	V;IND;SG;3;PRS;FIN	V;IPFV;IMP;SG;2;FIN;ACT
cierto	prawda	cierto	prawda	ADJ;MASC;SG	N;NOM;FEM;SG
cierto	true	cierto	true	ADJ;MASC;SG	
memoria	wspomnienia	memoria	wspomnienie	N;FEM;SG	N;NOM;NEUT;PL
memoria	pamięci	memoria	pamięć	N;FEM;SG	
creó	utworzona	crear	utworzyć	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
creó	utworzony	crear	utworzyć	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
creó	utworzono	crear	utworzyć	V;IND;SG;3;PST;FIN	V;PFV;IND;0;PST;FIN;ACT
creó	utworzone	crear	utworzyć	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
siglos	stulecia	siglo	stulecie	N;MASC;PL	N;NOM;NEUT;SG
montaña	górski	montaña	górski	N;FEM;SG	ADJ;NOM;MASC;SG
montaña	mountain	montaña	mountain	N;FEM;SG	
montaña	góra	montaña	góra	N;FEM;SG	
montaña	góry	montaña	góra	N;FEM;SG	N;NOM;FEM;PL
montaña	gór	montaña	gór	N;FEM;SG	
montaña	góry	montaña	góra	N;FEM;SG	N;NOM;FEM;PL
mantener	trzymanie	mantener	trzymać	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
austria	austrię	austria	austroa	N;MASC;SG	PROPN;ACC;FEM;SG
austria	austria	austria	austria	N;MASC;SG	PROPN;NOM;FEM;SG
austria	austrii	austria	austria	N;MASC;SG	PROPN;GEN;FEM;SG
construido	zbudowano	construido	zbudować	ADJ;MASC;SG;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
martin	marcin	martin	marcin	PROPN	PROPN;NOM;MASC;SG
martin	martin	martin	martin	PROPN	PROPN;NOM;MASC;SG
berlín	berlin	berlín	berlin	N;MASC;SG	PROPN;NOM;MASC;SG
llama	płomienie	llamar	płomić	V;IND;SG;3;PRS;FIN	N;NOM;MASC;PL
llama	płomień	llamar	płomień	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG
directamente	prosto	directamente	prosto	ADV	
directamente	bezpośrednia	directamente	bezpośredni	ADV	ADJ;NOM;FEM;SG
directamente	bezpośredni	directamente	bezpośredni	ADV	
directamente	bezpośrednie	directamente	bezpośrednie	ADV	ADJ;NOM;NEUT;SG
directamente	direct	directamente	direct	ADV	
lanzamiento	startów	lanzamiento	start	N;MASC;SG	N;GEN;MASC;PL
lanzamiento	uruchamia	lanzamiento	uruchamiać	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
lanzamiento	start	lanzamiento	start	N;MASC;SG	
javier	xavier	javier	xavier		N;NOM;MASC;SG
javier	javier	javier	javier		PROPN;NOM;MASC;SG
probablemente	pewnie	probablemente	pewnie	ADV	PART
probablemente	prawdopodobne	probablemente	prawdopodobny	ADV	ADJ;NOM;NEUT;SG
probablemente	prawdopodobny	probablemente	prawdopodobny	ADV	ADJ;NOM;MASC;SG
larga	długi	largo	długi	ADJ;FEM;SG	
larga	długo	largo	długo	ADJ;FEM;SG	ADV
larga	long	largo	long	ADJ;FEM;SG	
bolivia	boliwii	bolivia	boliwia	N;FEM;SG	
bolivia	boliwii	bolivia	boliwia	N;FEM;SG	
tradición	tradycje	tradición	tradycja	N;FEM;SG	N;NOM;FEM;PL
podía	mógł	poder	móc	V;IND;SG;3;IPFV;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
autónoma	autonomicznych	autónomo	autonomiczny	ADJ;FEM;SG	ADJ;GEN;MASC;PL
hojas	li	hoja	lić	N;FEM;PL	PROPN;NOM;MASC;SG
hojas	liście	hoja	liść	N;FEM;PL	
hojas	li	hoja	lić	N;FEM;PL	PROPN;NOM;MASC;SG
hojas	liść	hoja	liść	N;FEM;PL	
hojas	pościel	hoja	pościel	N;FEM;PL	
hojas	ostrza	hoja	ostrzać	N;FEM;PL	V;IPFV;IND;SG;1;PRS;FIN;ACT
ricardo	ricardo	ricardo	ricardo	N;MASC;SG	PROPN;NOM;MASC;SG
texas	teksasu	texa	teksas	N;FEM;PL	N;GEN;MASC;SG
texas	teksas	texa	teksas	N;FEM;PL	N;NOM;MASC;SG
texas	texas	texa	texas	N;FEM;PL	
jugar	play	jugar	pla	V;NFIN	
jugar	odtwarzanie	jugar	odtwarzać	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
jugar	granie	jugar	grana	V;NFIN	
operación	operacje	operación	operacja	N;FEM;SG	N;NOM;FEM;PL
papa	tato	papa	tato	N;MASC;SG	
papa	pope	papa	pope	N;MASC;SG	
papa	ziemniaka	papa	ziemniak	N;MASC;SG	
papa	ziemniaki	papa	ziemniak	N;MASC;SG	
papa	papa	papa	papa	N;MASC;SG	
latinos	latino	latino	latino	N;MASC;PL	
firma	podpisz	firma	podpić	N;FEM;SG	V;PFV;IMP;SG;2;FIN;ACT
poesía	poezji	poesía	poezja	N;FEM;SG	
poesía	poezja	poesía	poezja	N;FEM;SG	
poesía	wiersze	poesía	wiersz	N;FEM;SG	N;NOM;MASC;PL
hermana	siostro	hermana	siostro	N;FEM;SG	V;IPFV;IMP;SG;2;FIN;ACT
alianza	przymierze	alianza	przymierz	N;FEM;SG	
alianza	alianza	alianza	alianz	N;FEM;SG	PROPN;NOM;MASC;SG
respuesta	odpowiedz	respuesta	odpowiedzieć	N;FEM;SG	
respuesta	odpowiedz	respuesta	odpowiedzieć	N;FEM;SG	
respuesta	odpowiedzi	respuesta	odpowiedź	N;FEM;SG	N;ACC;FEM;PL
google	google	google	googl	N;MASC;SG	
pruebas	próby	prueba	próba	N;FEM;PL	
pruebas	badanie	prueba	badanie	N;FEM;PL	N;NOM;NEUT;SG
pruebas	testowanie	prueba	testować	N;FEM;PL	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
pruebas	próba	prueba	próba	N;FEM;PL	N;NOM;FEM;SG
pruebas	dowód	prueba	dowód	N;FEM;PL	N;ACC;MASC;SG
pruebas	dowód	prueba	dowód	N;FEM;PL	N;ACC;MASC;SG
richard	ryszard	richard	ryszard	PROPN	N;NOM;MASC;SG
richard	ryszarda	richard	ryszardać	PROPN	N;ACC;MASC;SG
richard	richard	richard	richard	PROPN	N;NOM;MASC;SG
médico	medyk	médico	medyk	N;MASC;SG	
médico	doktorze	médico	doktor	N;MASC;SG	
médico	medyczna	médico	medyczny	N;MASC;SG	ADJ;NOM;FEM;SG
médico	medyczny	médico	medyczny	N;MASC;SG	ADJ;NOM;MASC;SG
médico	medyczne	médico	medyczny	N;MASC;SG	ADJ;NOM;NEUT;SG
metro	metro	metro	metro	N;MASC;SG	
metro	metro	metro	metro	N;MASC;SG	
marina	marina	marina	marina	N;FEM;SG	
marina	przystań	marina	przystać	N;FEM;SG	
marina	navy	marina	navy	N;FEM;SG	
marina	marines	marina	marines	N;FEM;SG	
marina	morski	marina	morski	N;FEM;SG	ADJ;NOM;MASC;SG
marina	marine	marina	mariny	N;FEM;SG	
marina	morskie	marina	morski	N;FEM;SG	ADJ;NOM;NEUT;SG
eventos	zdarzenia	evento	zdarzenie	N;MASC;PL	N;NOM;NEUT;SG
eventos	imprezy	evento	impreza	N;MASC;PL	
eventos	imprez	evento	impreza	N;MASC;PL	
británica	british	británico	british	ADJ;FEM;SG	N;NOM;MASC;SG
visto	zauważył	visto	zauważyć	ADJ;MASC;SG;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
visto	zauważyli	visto	zauważyć	ADJ;MASC;SG;V.PTCP	V;PFV;MASC;IND;PL;PST;FIN;ACT
visto	zauważono	visto	zauważyć	ADJ;MASC;SG;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
visto	obejrzał	visto	obejrzeć	ADJ;MASC;SG;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
visto	obserwował	visto	obserwować	ADJ;MASC;SG;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
visto	widział	visto	widzieć	ADJ;MASC;SG;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
estudió	zbadane	estudiar	zbadać	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
estudió	badano	estudiar	badać	V;IND;SG;3;PST;FIN	V;IPFV;IND;0;PST;FIN;ACT
estudió	badane	estudiar	badać	V;IND;SG;3;PST;FIN	ADJ;NOM;NEUT;SG
estudió	badany	estudiar	badany	V;IND;SG;3;PST;FIN	ADJ;NOM;MASC;SG
aquellos	tych	aquel	ten	PRO;MASC;PL	DET;GEN;MASC;PL
aquellos	te	aquel	ten	PRO;MASC;PL	DET;NOM;MASC;PL
suiza	szwajcarii	suiza	szwajcaria	N;FEM;SG	
suiza	szwajcarski	suiza	szwajcarski	N;FEM;SG	ADJ;NOM;MASC;SG
suiza	szwajcarską	suiza	szwajcarski	N;FEM;SG	ADJ;ACC;FEM;SG
coronel	coronel	coronel	coronel	N;MASC;SG	PROPN;NOM;MASC;SG
parroquia	parafia	parroquia	parafia	N;FEM;SG	
física	fizyki	físico	fizyka	ADJ;FEM;SG	
física	fizyka	físico	fizyk	ADJ;FEM;SG	
dan	dan	dar	dana	V;IND;PL;3;PRS;FIN	
presentó	wniesione	presentar	wnieść	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
anteriormente	wczesniej	anteriormente	wczesnie	ADV	V;PFV;IND;SG;3;NFIN;ACT
anteriormente	wcześniejszy	anteriormente	wczesny	ADV	ADJ;NOM;CMPR;MASC;SG
anteriormente	wcześniejsza	anteriormente	wczesny	ADV	ADJ;NOM;CMPR;FEM;SG
anteriormente	wcześniejsze	anteriormente	wczesny	ADV	ADJ;NOM;CMPR;NEUT;SG
práctica	praktyki	práctica	praktyka	N;FEM;SG	N;ACC;FEM;PL
