que	että	que	että	PRO	CONJ
bonita	kauniit	bonita	kaunis	N	ADJ;NOM;PL
bonita	mukavaa	bonita	mukava	N	ADJ;PRT;SG
bonita	hienot	bonita	hieno	N	ADJ;NOM;PL
bonita	hieno	bonita	hieno	N	ADJ;NOM;SG
bonita	kiva	bonita	kiva	N	ADJ;NOM;SG
tés	sinä	tés	sinä	PROPN	PRO;NOM;SG;2
tés	sai	tés	saada	PROPN	V;IND;SG;0;PST;FIN;ACT
tés	sain	tés	saada	PROPN	V;IND;SG;1;PST;FIN;ACT
maldito	kirottu	maldito	kirota	N	ADJ;NOM;SG
maldito	kirottu	maldito	kirota	N	ADJ;NOM;SG
maldito	verinen	maldito	verinen	N	ADJ;NOM;SG
maldito	vittu	maldito	vittu	N	INTJ
maldito	vitun	maldito	vitun	N	INTJ
áfrica	afrikka	áfrica	afrikka	PROPN	N;NOM;SG
áfrica	afrikan	áfrica	afrikka	PROPN	N;GEN;SG
chegamos	tuolla	chegar	tuolla	V	ADV
chegamos	siellä	chegar	siellä	V	ADV
principal	main	principal	main	ADJ	N;NOM;SG
principal	edessä	principal	edessä	ADJ	ADV
principal	edestä	principal	edestä	ADJ	ADV
principal	rintama	principal	rintama	ADJ	N;NOM;SG
principal	etu	principal	etu	ADJ	N;NOM;SG
principal	rehtori	principal	rehtori	ADJ	N;NOM;SG
deber	velvollisuus	deber	velvollisuus	V	N;NOM;SG
deber	tulli	deber	tulli	V	N;NOM;SG
costa	shore	costa	shore	N	
présa	rush	présa	rush	N	
cárcere	vankila	cárcere	vankila	V	N;NOM;SG
cárcere	vankilassa	cárcere	vankila	V	N;IN+ESS;SG
cárcere	vankila	cárcere	vankila	V	N;NOM;SG
cárcere	vankilaan	cárcere	vankila	V	N;IN+ALL;SG
comezamos	alku	comezar	alku	V	N;NOM;SG
comezamos	käynnistä	comezar	käynti	V	N;IN+ABL;SG
segura	turvassa	seguro	turva	ADJ	N;IN+ESS;SG
segura	kassakaappi	seguro	kassa#kaappi	ADJ	N;NOM;SG
segura	tietää	seguro	tietää	ADJ	V;IND;SG;PRS;FIN;ACT
segura	tiedä	seguro	tietää	ADJ	V;IMP;SG;2;FIN;ACT
varios	useita	varios	usea	DET	ADJ;PRT;PL
varios	useat	varios	usea	DET	ADJ;NOM;PL
varios	monet	varios	moni	DET	PRO;NOM;PL
varios	monia	varios	moni	DET	PRO;PRT;PL
varios	monta	varios	moni	DET	PRO;PRT;SG
varios	moni	varios	moni	DET	PRO;NOM;SG
cales	ovat	cal	olla	PRO	V;IND;PL;3;PRS;FIN;ACT
cales	ovatko	cal	olla	PRO	V;IND;PL;3;PRS;FIN;ACT
veño	alkaen	ver	alkaen	V	ADV
veño	from	ver	from	V	
veño	vain	ver	vain	V	ADV
veño	täällä	ver	täällä	V	ADV
veño	tässä	ver	tämä	V	PRO;IN+ESS;SG
programa	näytä	programa	näyttää	N	V;IMP;SG;2;FIN;ACT
cidadáns	kansalaisena	cidadán	kansalainen	N	ADJ;FRML;SG
cidadáns	hyvää	cidadán	hyvä	N	ADJ;PRT;SG
cidadáns	hyvä	cidadán	hyvä	N	ADJ;NOM;SG
falla	tarvitaan	falla	tarvita	N	V;IND;PRS;FIN;PASS
falla	tarpeen	falla	tarpeen	N	ADV
falla	tarvita	falla	tarvita	N	V;IMP;SG;2;FIN;ACT
paga	palkka	pagar	palkka	V	N;NOM;SG
paga	arvoinen	pagar	arvoinen	V	ADJ;NOM;SG
haxa	tuolla	haber	tuolla	V	ADV
haxa	siellä	haber	siellä	V	ADV
haxa	will	haber	will	V	
haxa	tahto	haber	tahto	V	N;NOM;SG
necesario	tarvita	necesario	tarvita	ADJ	V;IMP;SG;2;FIN;ACT
necesario	tarvittiin	necesario	tarvita	ADJ	V;IND;PST;FIN;PASS
necesario	tarvitaan	necesario	tarvita	ADJ	V;IND;PRS;FIN;PASS
necesario	tarvittu	necesario	tarvita	ADJ	V;NOM;SG;V.PTCP;PASS
necesario	tarve	necesario	tarve	ADJ	N;NOM;SG
necesario	tarvitaan	necesario	tarvita	ADJ	V;IND;PRS;FIN;PASS
necesario	tarpeen	necesario	tarpeen	ADJ	ADV
necesario	tarvita	necesario	tarvita	ADJ	V;IMP;SG;2;FIN;ACT
necesario	tarvetta	necesario	tarve	ADJ	N;PRT;SG
necesario	tarpeen	necesario	tarpeen	ADJ	ADV
mundial	global	mundial	global	ADJ	
mundial	maailmassa	mundial	maailma	ADJ	N;IN+ESS;SG
mundial	maailma	mundial	maailma	ADJ	N;NOM;SG
mundial	maailmaa	mundial	maailma	ADJ	N;PRT;SG
mundial	maailman	mundial	maailma	ADJ	N;GEN;SG
mundial	world	mundial	world	ADJ	PROPN;NOM;SG
mundial	maailmaan	mundial	maailma	ADJ	N;IN+ALL;SG
miúdo	usein	miúdo	usein	N	ADV
permiso	salli	permiso	salli	N	V;IMP;SG;2;FIN;ACT
permiso	sallia	permiso	sallia	N	V;SG;NFIN;ACT
permiso	sinä	permiso	sinä	N	PRO;NOM;SG;2
permiso	poistu	permiso	poistua	N	V;IMP;SG;2;FIN;ACT
permiso	jätä	permiso	jättää	N	V;IMP;SG;2;FIN;ACT
permiso	sallitaan	permiso	sallia	N	V;IND;PRS;FIN;PASS
permiso	sallittua	permiso	sallittu	N	ADJ;PRT;SG
permiso	sallitut	permiso	sallia	N	V;NOM;PL;V.PTCP;PASS
francés	ranska	francés	ranska	N	PROPN;NOM;SG
francés	ranskalainen	francés	ranskalainen	N	ADJ;NOM;SG
paul	paul	paul	paul	PROPN	PROPN;NOM;SG
paul	paavali	paul	paavali	PROPN	N;NOM;SG
paul	pauli	paul	pauli	PROPN	N;NOM;SG
7	seiska	7	seiska	NUM	N;NOM;SG
ama	rakastaa	ama	rakastaa	N	V;IND;SG;3;PRS;FIN;ACT
ama	rakastaa	ama	rakastaa	N	V;IND;SG;3;PRS;FIN;ACT
ama	love	ama	love	N	
pesar	huolimatta	pesar	huolimatta	V	ADP
pesar	vaikka	pesar	vaikka	V	CONJ
pesar	tosin	pesar	tosin	V	ADV
pesar	vaik	pesar	vaikka	V	ADV
pesar	vaikka	pesar	vaikka	V	CONJ
pesar	tosin	pesar	tosin	V	ADV
pesar	vaikkakin	pesar	vaikka	V	CONJ
pesar	kaikille	pesar	kaikki	V	PRO;AT+ALL;PL
pesar	kaikki	pesar	kaikki	V	PRO;NOM;SG
puidese	vois	poder	voida	V	V;COND;SG;3;FIN;ACT
puidese	voisi	poder	voida	V	V;COND;SG;3;FIN;ACT
partir	alkaen	partir	alkaen	V	ADV
partir	from	partir	from	V	
partir	lähde	partir	lähde	V	N;NOM;SG
segredo	salaista	segredo	salainen	N	ADJ;PRT;SG
segredo	salainen	segredo	salainen	N	ADJ;NOM;SG
segredo	salaa	segredo	salaa	N	ADV
desas	nämä	dese	tämä	DET	PRO;NOM;PL
desas	näitä	dese	tämä	DET	PRO;PRT;PL
desas	nuo	dese	tuo	DET	PRO;NOM;PL
desas	noi	dese	tuo	DET	PRO;NOM;PL
absoluto	kaikille	absoluto	kaikki	ADJ	PRO;AT+ALL;PL
absoluto	kaikki	absoluto	kaikki	ADJ	PRO;NOM;SG
absoluto	ei	absoluto	ei	ADJ	V;SG;3;NEG;FIN;ACT
obxectivo	tähtää	obxectivo	tähdätä	N	V;IND;SG;3;PRS;FIN;ACT
obxectivo	tähdätä	obxectivo	tähdätä	N	V;SG;NFIN;ACT
cheguei	täällä	chegar	täällä	V	ADV
cheguei	tässä	chegar	tämä	V	PRO;IN+ESS;SG
cheguei	tuolla	chegar	tuolla	V	ADV
cheguei	siellä	chegar	siellä	V	ADV
centos	satoja	cento	sata	N	NUM;PRT;PL
centos	sata	cento	sata	N	NUM;NOM;SG
centos	hundred	cento	hundred	N	
chorar	itku	chorar	itku	V	N;NOM;SG
chorar	huuto	chorar	huuto	V	N;NOM;SG
chorar	itku	chorar	itku	V	N;NOM;SG
felicidade	lohduttaa	felicidade	lohduttaa	N	V;IND;SG;3;PRS;FIN;ACT
verde	vihreä	verde	vihreä	N	ADJ;NOM;SG
verde	vihreät	verde	vihreä	N	ADJ;NOM;PL
verde	vihreää	verde	vihreä	N	ADJ;PRT;SG
vexamos	nää	vexar	tämä	V	PRO;NOM;PL
dan	ne	dar	se	V	PRO;NOM;PL
dan	he	dar	hän	V	PRO;NOM;PL;3
construír	rakennuksessa	construír	rakennus	V	N;IN+ESS;SG
construír	rakentaminen	construír	rakentaminen	V	N;NOM;SG
construír	rakennus	construír	rakennus	V	N;NOM;SG
construír	rakennuksen	construír	rakennus	V	N;GEN;SG
construír	make	construír	make	V	
40	forty	40	forty	NUM	
vela	nää	velar	tämä	N	PRO;NOM;PL
vela	katso	velar	katsoa	N	V;IMP;SG;2;FIN;ACT
vela	hänen	velar	hän	N	PRO;GEN;SG;3
vela	sinä	velar	sinä	N	PRO;NOM;SG;2
podían	vois	poder	voida	V	V;COND;SG;3;FIN;ACT
podían	voisi	poder	voida	V	V;COND;SG;3;FIN;ACT
podían	ne	poder	se	V	PRO;NOM;PL
podían	he	poder	hän	V	PRO;NOM;PL;3
cidades	city	cidade	city	N	PROPN;NOM;SG
abre	sinun	abre	sinä	V	PRO;GEN;SG;2
moral	moraalinen	moral	moraalinen	N	ADJ;NOM;SG
moral	moraalista	moral	moraali	N	ADJ;PRT;SG
ocorreu	oliko	ocorrer	olla	V	V;IND;SG;3;PST;FIN;ACT
caer	syksy	caer	syksy	V	N;NOM;SG
caer	into	caer	into	V	N;NOM;SG
caer	pudotus	caer	pudotus	V	N;NOM;SG
caer	down	caer	down	V	
caer	alas	caer	alas	V	ADV
caer	alaspäin	caer	alaspäin	V	ADV
alemáns	saksalainen	alemán	saksalainen	N	ADJ;NOM;SG
alemáns	saksa	alemán	saksa	N	PROPN;NOM;SG
fagan	make	facer	make	V	
fagan	ne	facer	se	V	PRO;NOM;PL
fagan	he	facer	hän	V	PRO;NOM;PL;3
perigo	vaarallista	perigo	vaarallinen	N	ADJ;PRT;SG
perigo	vaarallinen	perigo	vaarallinen	N	ADJ;NOM;SG
perigo	vaaralliset	perigo	vaarallinen	N	ADJ;NOM;PL
banco	seistä	banco	seistä	N	V;SG;NFIN;ACT
banco	seiso	banco	seiso	N	V;IMP;SG;2;FIN;ACT
cu	vittu	cu	vittu	N	INTJ
debía	pitäisi	deber	pitää	V	V;COND;SG;3;FIN;ACT
debía	pitäis	deber	pitää	V	V;COND;SG;3;FIN;ACT
debía	pitäisikö	deber	pitää	V	V;COND;SG;3;FIN;ACT
debía	täytyy	deber	täytyä	V	V;IND;SG;3;PRS;FIN;ACT
debía	oliko	deber	olla	V	V;IND;SG;3;PST;FIN;ACT
debía	ollut	deber	olla	V	V;NOM;SG;V.PTCP;ACT
debía	ollu	deber	olla	V	V;NOM;SG;V.PTCP;ACT
debía	oltu	deber	olla	V	V;NOM;SG;V.PTCP;ACT
cría	uskoa	cría	uskoa	N	V;SG;NFIN;ACT
cría	uskoo	cría	uskoa	N	V;IND;SG;3;PRS;FIN;ACT
cría	usko	cría	uskoa	N	V;IMP;SG;2;FIN;ACT
cría	uskoivat	cría	uskoa	N	V;IND;PL;3;PST;FIN;ACT
cría	uskoi	cría	uskoa	N	V;IND;SG;3;PST;FIN;ACT
cría	luulin	cría	luulla	N	V;IND;SG;1;PST;FIN;ACT
cría	luuli	cría	luulla	N	V;IND;SG;3;PST;FIN;ACT
pensamos	ajatus	pensar	ajatus	V	N;NOM;SG
pensamos	noin	pensar	noin	V	ADV
pór	setti	pór	setti	V	N;NOM;SG
conto	noin	conto	noin	N	ADV
conto	tuo	conto	tuo	N	PRO;NOM;SG
conto	että	conto	että	N	CONJ
conto	laskee	conto	laskea	N	V;IND;SG;3;PRS;FIN;ACT
fiestra	ulos	fiestra	ulos	N	ADV
franceses	ranska	francese	ranska	N	PROPN;NOM;SG
franceses	ranskalainen	francese	ranskalainen	N	ADJ;NOM;SG
sabelo	tietää	sabelo	tietää	ADV	V;IND;SG;PRS;FIN;ACT
sabelo	tiedä	sabelo	tietää	ADV	V;IMP;SG;2;FIN;ACT
so	ainoastaan	so	ainoastaan	PROPN	ADV
so	vain	so	vain	PROPN	ADV
so	vain	so	vain	PROPN	ADV
so	yksistään	so	yksistään	PROPN	ADV
so	yksin	so	yksin	PROPN	ADV
so	yksinään	so	yksinään	PROPN	ADV
so	alta	so	alta	PROPN	ADV
so	alle	so	alle	PROPN	ADV
so	alla	so	alla	PROPN	ADV
paréceme	tuo	paréceme	tuo	V	PRO;NOM;SG
paréceme	että	paréceme	että	V	CONJ
paréceme	ulkonäkö	paréceme	ulko#näkö	V	N;NOM;SG
vergoña	hävettää	vergoña	hävettää	N	V;IND;SG;3;PRS;FIN;ACT
vergoña	hävetä	vergoña	hävetä	N	V;SG;NFIN;ACT
falas	sinä	fala	sinä	N	PRO;NOM;SG;2
falas	puhua	fala	puhua	N	V;SG;NFIN;ACT
falas	puhu	fala	puhua	N	V;IMP;SG;2;FIN;ACT
falas	puhuu	fala	puhua	N	V;IND;SG;3;PRS;FIN;ACT
falas	puhuva	fala	puhua	N	V;NOM;SG;V.PTCP;ACT
falas	ovat	fala	olla	N	V;IND;PL;3;PRS;FIN;ACT
falas	ovatko	fala	olla	N	V;IND;PL;3;PRS;FIN;ACT
falas	noin	fala	noin	N	ADV
falas	puhua	fala	puhua	N	V;SG;NFIN;ACT
falas	puhu	fala	puhua	N	V;IMP;SG;2;FIN;ACT
subir	yläkerrassa	subir	ylä#kerta	V	N;IN+ESS;SG
subir	yläkertaan	subir	ylä#kerta	V	N;IN+ALL;SG
azul	sininen	azul	sininen	N	ADJ;NOM;SG
azul	siniset	azul	sininen	N	ADJ;NOM;PL
azul	sinistä	azul	sininen	N	ADJ;PRT;SG
decisión	make	decisión	make	N	
decisión	tee	decisión	tehdä	N	V;IMP;SG;2;FIN;ACT
decisión	tehdä	decisión	tehdä	N	V;SG;NFIN;ACT
cómo	mitä	cómo	mikä	ADV	PRO;PRT;SG
cómo	mikä	cómo	mikä	ADV	PRO;NOM;SG
cómo	voi	cómo	voi	ADV	INTJ
cómo	sinä	cómo	sinä	ADV	PRO;NOM;SG;2
tódolos	jokainen	tódolo	jokainen	N	PRO;NOM;SG
tódolos	kaikille	tódolo	kaikki	N	PRO;AT+ALL;PL
tódolos	kaikki	tódolo	kaikki	N	PRO;NOM;SG
dabondo	hyvää	dabor	hyvä	V	ADJ;PRT;SG
dabondo	hyvä	dabor	hyvä	V	ADJ;NOM;SG
estarei	will	estar	will	V	
estarei	tahto	estar	tahto	V	N;NOM;SG
levas	sinä	leva	sinä	N	PRO;NOM;SG;2
levas	ollut	leva	olla	N	V;NOM;SG;V.PTCP;ACT
levas	ollu	leva	olla	N	V;NOM;SG;V.PTCP;ACT
levas	oltu	leva	olla	N	V;NOM;SG;V.PTCP;ACT
levas	ovat	leva	olla	N	V;IND;PL;3;PRS;FIN;ACT
levas	ovatko	leva	olla	N	V;IND;PL;3;PRS;FIN;ACT
levas	kanna	leva	kanna	N	V;IMP;SG;2;FIN;ACT
levas	sinun	leva	sinä	N	PRO;GEN;SG;2
levas	ottaa	leva	ottaa	N	V;IND;SG;3;PRS;FIN;ACT
levas	ota	leva	ottaa	N	V;IMP;SG;2;FIN;ACT
levas	otetaan	leva	ottaa	N	V;IND;PRS;FIN;PASS
levas	mukaan	leva	mukaan	N	ADV
levas	mukana	leva	mukana	N	ADV
levas	kanssa	leva	kanssa	N	ADV
jim	jim	jim	jim	PROPN	PROPN;NOM;SG
jim	jukka	jim	jukka	PROPN	PROPN;NOM;SG
sinxelo	helpommin	sinxelo	helposti	ADJ	ADV;CMPR
sinxelo	helpottaa	sinxelo	helpottaa	ADJ	V;IND;SG;3;PRS;FIN;ACT
médicos	lääketieteelliset	médico	lääke#tieteellinen	N	ADJ;NOM;PL
médicos	lääketieteellinen	médico	lääke#tieteellinen	N	ADJ;NOM;SG
levou	led	levar	led	V	N;NOM;SG
levou	toi	levar	tuo	V	PRO;NOM;SG
estivese	oliko	estar	olla	V	V;IND;SG;3;PST;FIN;ACT
estivese	ollut	estar	olla	V	V;NOM;SG;V.PTCP;ACT
estivese	ollu	estar	olla	V	V;NOM;SG;V.PTCP;ACT
estivese	oltu	estar	olla	V	V;NOM;SG;V.PTCP;ACT
estivese	olivat	estar	olla	V	V;IND;PL;3;PST;FIN;ACT
estivese	olivatko	estar	olla	V	V;IND;PL;3;PST;FIN;ACT
estivese	olemisen	estar	oleminen	V	N;GEN;SG
estivese	oleminen	estar	oleminen	V	N;NOM;SG
voume	menossa	voume	meno	V	N;IN+ESS;SG
voume	ulos	voume	ulos	V	ADV
voume	lähdössä	voume	lähtö	V	N;IN+ESS;SG
coñecín	met	coñecín	metni	V	INTJ
longa	kauan	longo	kauan	ADJ	ADV
longa	pitkään	longo	pitkään	ADJ	ADV
longa	long	longo	long	ADJ	
longa	aika	longo	aika	ADJ	N;NOM;SG
longa	ajan	longo	aika	ADJ	N;GEN;SG
longa	aikaa	longo	aika	ADJ	N;PRT;SG
longa	live	longo	live	ADJ	N;NOM;SG
longa	livenä	longo	livi	ADJ	N;FRML;SG
longa	elä	longo	elää	ADJ	V;IMP;SG;2;FIN;ACT
longa	elää	longo	elää	ADJ	V;IND;SG;3;PRS;FIN;ACT
total	täydelliset	total	täydellinen	N	ADJ;NOM;PL
total	täydellinen	total	täydellinen	N	ADJ;NOM;SG
total	täytetään	total	täyttää	N	V;IND;PRS;FIN;PASS
total	yhteensä	total	yhteensä	N	ADV
tentar	ja	tentar	ja	V	CONJ
conducir	lyijyä	conducir	lyijyä	V	N;PRT;SG
conducir	lyijy	conducir	lyijy	V	N;NOM;SG
conducir	ajaminen	conducir	ajaminen	V	N;NOM;SG
conducir	ajo	conducir	ajo	V	N;NOM;SG
verme	nää	verme	tämä	N	PRO;NOM;PL
verme	katso	verme	katsoa	N	V;IMP;SG;2;FIN;ACT
excelente	hyvin	excelente	hyvin	ADJ	ADV
excelente	erittäin	excelente	erittäin	ADJ	ADV
parecía	kuten	parecer	kuten	V	CONJ
parecía	kuin	parecer	kuin	V	CONJ
parecía	oliko	parecer	olla	V	V;IND;SG;3;PST;FIN;ACT
sensación	tuntea	sensación	tuntea	N	V;SG;NFIN;ACT
sensación	tuntuu	sensación	tuntua	N	V;IND;SG;0;PRS;FIN;ACT
sensación	aistia	sensación	aisti	N	V;SG;NFIN;ACT
sensación	hanki	sensación	hankkia	N	V;IMP;SG;2;FIN;ACT
sensación	saada	sensación	saada	N	V;SG;NFIN;ACT
sensación	saa	sensación	saada	N	V;IND;SG;0;PRS;FIN;ACT
sensación	hae	sensación	hakea	N	V;IMP;SG;2;FIN;ACT
intelixente	älykkäät	intelixente	älykäs	ADJ	N;NOM;PL
intelixente	älykästä	intelixente	älykäs	ADJ	N;PRT;SG
gustan	kuten	gustar	kuten	V	CONJ
gustan	kuin	gustar	kuin	V	CONJ
gustan	don	gustar	don	V	PROPN;NOM;SG
gustan	vihaa	gustar	vihata	V	N;PRT;SG
gustan	viha	gustar	viha	V	N;NOM;SG
gustan	vihan	gustar	vihka	V	N;GEN;SG
azuis	sininen	azuis	sininen	N	ADJ;NOM;SG
azuis	siniset	azuis	sininen	N	ADJ;NOM;PL
azuis	sinistä	azuis	sininen	N	ADJ;PRT;SG
próximo	seuraavaksi	próximo	seuraavaksi	ADJ	ADV
próximo	läheltä	próximo	läheltä	ADJ	ADV
próximo	lähellä	próximo	lähellä	ADJ	ADV
próximo	lähelle	próximo	lähelle	ADJ	ADV
xeo	jää	xeo	jäädä	N	V;IND;SG;3;PRS;FIN;ACT
eras	sinä	ser	sinä	N	PRO;NOM;SG;2
eras	olivat	ser	olla	N	V;IND;PL;3;PST;FIN;ACT
eras	olivatko	ser	olla	N	V;IND;PL;3;PST;FIN;ACT
eras	oli	ser	olla	N	V;IND;SG;3;PST;FIN;ACT
eras	oliko	ser	olla	N	V;IND;SG;3;PST;FIN;ACT
monte	woods	monte	woods	N	PROPN;NOM;SG
joffrey	joffrey	joffrey	joff#reydä	PROPN	PROPN;NOM;SG
nela	hänen	nela	hän	ADV	PRO;GEN;SG;3
cabalos	hevosia	cabalo	hevonen	V	N;PRT;PL
cabalos	hevoset	cabalo	hevonen	V	N;NOM;PL
cabalos	hevosvoimaa	cabalo	hevos#voima	V	N;PRT;SG
cabalos	hevonen	cabalo	hevonen	V	N;NOM;SG
cabalos	hevosella	cabalo	hevonen	V	N;AT+ESS
;SG
cabalos	hevosen	cabalo	hevonen	V	N;GEN;SG
interese	kiinnostuneita	interese	kiinnostua	N	V;PRT;PL;V.PTCP;ACT
interese	kiinnostunut	interese	kiinnostua	N	V;NOM;SG;V.PTCP;ACT
interese	kiinnostaa	interese	kiinnostaa	N	V;IND;SG;3;PRS;FIN;ACT
interese	kiinnostuneet	interese	kiinnostua	N	V;NOM;PL;V.PTCP;ACT
compañeiros	kamut	compañeiro	kamuta	N	INTJ
depende	tuo	depender	tuo	V	PRO;NOM;SG
depende	että	depender	että	V	CONJ
levamos	ollut	levar	olla	V	V;NOM;SG;V.PTCP;ACT
levamos	ollu	levar	olla	V	V;NOM;SG;V.PTCP;ACT
levamos	oltu	levar	olla	V	V;NOM;SG;V.PTCP;ACT
levamos	kantaa	levar	kanta	V	N;PRT;SG
solución	vastaa	solución	vastata	N	V;IMP;SG;2;FIN;ACT
solución	vastata	solución	vastata	N	V;SG;NFIN;ACT
xapón	japanista	xapón	japani	PROPN	N;IN+ABL;SG
xapón	japani	xapón	japani	PROPN	N;NOM;SG
xapón	japanissa	xapón	japani	PROPN	ADJ;IN+ESS;PL
xapón	japanin	xapón	japani	PROPN	N;GEN;SG
prensa	paina	prensa	painaa	N	V;IMP;SG;2;FIN;ACT
aquilo	että	aquilo	että	PRO	CONJ
edificio	bradbury	edificio	bradbury	N	PROPN;NOM;SG
divertido	hauska	divertir	hauska	V	ADJ;NOM;SG
divertido	hauskaa	divertir	hauska	V	ADJ;PRT;SG
divertido	kivaa	divertir	kiva	V	ADJ;PRT;SG
divertido	hassu	divertir	hassu	V	ADJ;NOM;SG
divertido	hassua	divertir	hassu	V	ADJ;PRT;SG
divertido	hauskaa	divertir	hauska	V	ADJ;PRT;SG
divertido	hauska	divertir	hauska	V	ADJ;NOM;SG
divertido	mukavaa	divertir	mukava	V	ADJ;PRT;SG
divertido	hienot	divertir	hieno	V	ADJ;NOM;PL
divertido	hieno	divertir	hieno	V	ADJ;NOM;SG
divertido	kiva	divertir	kiva	V	ADJ;NOM;SG
divertido	huvittava	divertir	huvittava	V	ADJ;NOM;SG
divertido	huvittavaa	divertir	huvittava	V	ADJ;PRT;SG
calma	rauhallinen	calma	rauhallinen	N	ADJ;NOM;SG
calma	hiljainen	calma	hiljainen	N	ADJ;NOM;SG
calma	down	calma	down	N	
calma	alas	calma	alas	N	ADV
calma	alaspäin	calma	alaspäin	N	ADV
calma	helppo	calma	helppo	N	ADJ;NOM;SG
calma	helppoa	calma	helppo	N	ADJ;PRT;SG
calma	ottaa	calma	ottaa	N	V;IND;SG;3;PRS;FIN;ACT
calma	ota	calma	ottaa	N	V;IMP;SG;2;FIN;ACT
calma	otetaan	calma	ottaa	N	V;IND;PRS;FIN;PASS
william	william	william	william	PROPN	N;NOM;SG
william	williamin	william	williami	PROPN	N;GEN;SG
vontade	will	vontade	will	N	
vontade	tehty	vontade	tehdä	N	V;NOM;SG;V.PTCP;PASS
vontade	done	vontade	done	N	
chamou	nimeltään	chamar	nimi	V	N;AT+ABL;SG
chamou	kutsu	chamar	kutsu	V	N;NOM;SG
chamou	puhelu	chamar	puhelu	V	N;NOM;SG
val	valley	val	valley	N	
val	vale	val	vale	N	INTJ
dura	kova	durar	kova	V	ADJ;NOM;SG
dura	kovaa	durar	kova	V	ADJ;PRT;SG
dura	rankkaa	durar	rankka	V	ADJ;PRT;SG
dura	kova	durar	kova	V	ADJ;NOM;SG
dura	kovaa	durar	kova	V	ADJ;PRT;SG
dura	rankkaa	durar	rankka	V	ADJ;PRT;SG
matrimonio	naimisiin	matrimonio	naimisiin	N	ADV
tv	tv	tv	tv	PROPN	N;NOM;SG
tv	televisio	tv	televisio	PROPN	N;NOM;SG
bailar	dance	bailar	dance	V	N;NOM;SG
bailar	tanssit	bailar	tanssi	V	N;NOM;PL
bailar	tanssi	bailar	tanssi	V	N;NOM;SG
bailar	tanssin	bailar	tanssi	V	N;GEN;SG
bailar	tanssiminen	bailar	tanssiminen	V	N;NOM;SG
bailar	tanssi	bailar	tanssi	V	N;NOM;SG
bailar	sinä	bailar	sinä	V	PRO;NOM;SG;2
distancia	väliin	distancia	väliin	N	ADV
distancia	välillä	distancia	välillä	N	ADV
distancia	välissä	distancia	välissä	N	ADV
distancia	pois	distancia	pois	N	ADV
distancia	alkaen	distancia	alkaen	N	ADV
distancia	from	distancia	from	N	
distancia	kauas	distancia	kauas	N	ADV
distancia	kaukana	distancia	kaukana	N	ADV
distancia	pitkälle	distancia	pitkälle	N	ADV
maiores	suurimmat	maior	suuri	N	ADJ;NOM;RL;PL
maiores	suurin	maior	suuri	N	ADJ;NOM;RL;SG
maiores	isoin	maior	iso#i	N	ADJ;NOM;RL;SG
maiores	suurimpia	maior	suuri	N	ADJ;PRT;RL;PL
maiores	suurimmat	maior	suuri	N	ADJ;NOM;RL;PL
maiores	suurinta	maior	suuri	N	ADJ;PRT;RL;SG
maiores	suurin	maior	suuri	N	ADJ;NOM;RL;SG
maiores	isommat	maior	iso	N	ADJ;NOM;CMPR;PL
maiores	isompia	maior	iso	N	ADJ;PRT;CMPR;PL
maiores	suurempi	maior	suuri	N	ADJ;NOM;CMPR;SG
maiores	isompi	maior	iso	N	ADJ;NOM;CMPR;SG
maiores	vanhat	maior	vanha	N	ADJ;NOM;PL
maiores	vanhoja	maior	vanha	N	ADJ;PRT;PL
maiores	vanha	maior	vanha	N	ADJ;NOM;SG
maiores	vanhaa	maior	vanha	N	ADJ;PRT;SG
maiores	vanhempia	maior	vanha	N	ADJ;PRT;CMPR;PL
maiores	vanhempi	maior	vanha	N	ADJ;NOM;CMPR;SG
maiores	vanhempaa	maior	vanha	N	ADJ;PRT;CMPR;SG
maiores	suuremmat	maior	suuri	N	ADJ;NOM;CMPR;PL
maiores	suurempi	maior	suuri	N	ADJ;NOM;CMPR;SG
xustiza	justice	xustiza	justice	N	
tiñas	sinä	ter	sinä	V	PRO;NOM;SG;2
tiñas	olivat	ter	olla	V	V;IND;PL;3;PST;FIN;ACT
tiñas	olivatko	ter	olla	V	V;IND;PL;3;PST;FIN;ACT
tiñas	pitäisi	ter	pitää	V	V;COND;SG;3;FIN;ACT
tiñas	pitäis	ter	pitää	V	V;COND;SG;3;FIN;ACT
tiñas	pitäisikö	ter	pitää	V	V;COND;SG;3;FIN;ACT
morreron	olivat	morrer	olla	V	V;IND;PL;3;PST;FIN;ACT
morreron	olivatko	morrer	olla	V	V;IND;PL;3;PST;FIN;ACT
morreron	ne	morrer	se	V	PRO;NOM;PL
morreron	he	morrer	hän	V	PRO;NOM;PL;3
interesa	edut	interesar	etu	V	N;NOM;PL
interesa	etua	interesar	etu	V	N;PRT;SG
interesa	korko	interesar	korko	V	N;NOM;SG
interesa	korot	interesar	korko	V	N;NOM;PL
interesa	kiinnostus	interesar	kiinnostus	V	N;NOM;SG
interesa	arvoinen	interesar	arvoinen	V	ADJ;NOM;SG
evitalo	hän	evitalo	hän	N	PRO;NOM;SG;3
obra	soita	obra	soittaa	N	V;IMP;SG;2;FIN;ACT
obra	pelata	obra	pelata	N	V;SG;NFIN;ACT
obra	pelaa	obra	pelata	N	V;IMP;SG;2;FIN;ACT
obra	play	obra	play	N	
has	sinä	haber	sinä	V	PRO;NOM;SG;2
has	will	haber	will	V	
