اتھاہ	derinden	اتھاہ	derin		ADJ;AT+ABL;SG;3
اِمتیاز	onur	اِمتیاز	onur	PROPN;NOM;MASC;SG;3	
اِمتیاز	şeref	اِمتیاز	şeref	PROPN;NOM;MASC;SG;3	
اِمتیاز	saygı	اِمتیاز	saygı	PROPN;NOM;MASC;SG;3	
اِمتیاز	saygılar	اِمتیاز	saygı	PROPN;NOM;MASC;SG;3	N;NOM;PL;3
اِمتیاز	saygi	اِمتیاز	saygi	PROPN;NOM;MASC;SG;3	
اِمتیاز	hüküm	اِمتیاز	hüküm	PROPN;NOM;MASC;SG;3	
اِمتیاز	yargı	اِمتیاز	yargı	PROPN;NOM;MASC;SG;3	
اِمتیاز	ayrılma	اِمتیاز	ayrıl	PROPN;NOM;MASC;SG;3	
اِمتیاز	ayrılık	اِمتیاز	ayrılık	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
اِمتیاز	ayırma	اِمتیاز	ayır	PROPN;NOM;MASC;SG;3	
اِمتیاز	ayrımcılık	اِمتیاز	ayrımcılık	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
اِمتیاز	ayrım	اِمتیاز	ayrım	PROPN;NOM;MASC;SG;3	
اِمتیاز	tercih	اِمتیاز	tercih	PROPN;NOM;MASC;SG;3	
اِمتیاز	tercihi	اِمتیاز	tercihi	PROPN;NOM;MASC;SG;3	
اِمتیازی	tercihli	اِمتیازی	tercihli	ADJ;NOM	
اِمتیازی	belirgin	اِمتیازی	belirgin	ADJ;NOM	
اِمتیازی	seçkin	اِمتیازی	seçkin	ADJ;NOM	
امِٹ	değişmez	امِٹ	değişmez	PROPN;NOM;MASC;SG;3	
امثال	görüntüler	امثال	görüntü		N;NOM;PL;3
امثال	resimler	امثال	resim		N;NOM;PL;3
امثال	görseller	امثال	görsel		V;PFV;PL;3;POS;PRS
امثال	atasözleri	امثال	atasöz		N;NOM;PL;3
امثال	yüzleri	امثال	yüz		N;ACC;PL;3
امثِلہ	örnekleri	امثِلہ	örnek	PROPN;NOM;MASC;SG;3	N;ACC;PL;3
امثِلہ	örnekler	امثِلہ	örnek	PROPN;NOM;MASC;SG;3	N;NOM;PL;3
امجاد	elit	امجاد	elit	PROPN;NOM;MASC;SG;3	
امجاد	seçkin	امجاد	seçkin	PROPN;NOM;MASC;SG;3	
امجاد	soylular	امجاد	soylu	PROPN;NOM;MASC;SG;3	ADJ;NOM;PL;3
اِمداد	rahatlık	اِمداد	rahatlık	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
اِمداد	rahatlama	اِمداد	rahatla	PROPN;NOM;MASC;SG;3	
اِمداد	iyilik	اِمداد	iyilik	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
اِمداد	yardım	اِمداد	yardım	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
اِمداد	bağışta	اِمداد	bağış	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
اِمداد	bağış	اِمداد	bağış	PROPN;NOM;MASC;SG;3	
اِمداد	yardım	اِمداد	yardım	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
اِمداد	imdat	اِمداد	imdat	PROPN;NOM;MASC;SG;3	
اِمداد	yardim	اِمداد	yardim	PROPN;NOM;MASC;SG;3	
اِمداد	sübvansiyon	اِمداد	sübvansiyon	PROPN;NOM;MASC;SG;3	
اِمداد	nezaket	اِمداد	nezaket	PROPN;NOM;MASC;SG;3	
اِمداد	iyilik	اِمداد	iyilik	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
اِمداد	kibarlık	اِمداد	kibarlık	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
امَر	ölümsüz	امَر	ölümsüz	PROPN;NOM;MASC;SG;3	ADJ
امَر	ebedi	امَر	ebe	PROPN;NOM;MASC;SG;3	
امَر	sonsuz	امَر	sonsuz	PROPN;NOM;MASC;SG;3	
امر	düzen	امر	düz	PROPN;NOM;MASC;SG;3	
امر	emir	امر	imir	PROPN;NOM;MASC;SG;3	
امر	sipariş	امر	sipariş	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
امر	aktarım	امر	aktarım	PROPN;NOM;MASC;SG;3	
امر	işlem	امر	işlem	PROPN;NOM;MASC;SG;3	
امر	harçlık	امر	harçlık	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
امر	izni	امر	izin	PROPN;NOM;MASC;SG;3	
امر	izin	امر	izin	PROPN;NOM;MASC;SG;3	
امر	komut	امر	komut	PROPN;NOM;MASC;SG;3	
امر	komuta	امر	komut	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
امر	case	امر	case	PROPN;NOM;MASC;SG;3	
امر	vaka	امر	vaka	PROPN;NOM;MASC;SG;3	
امر	dava	امر	dava	PROPN;NOM;MASC;SG;3	
امر	madde	امر	madde	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
امر	gerçek	امر	gerçek	PROPN;NOM;MASC;SG;3	
امر	etkinlik	امر	etkinlik	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
امر	olay	امر	olay	PROPN;NOM;MASC;SG;3	
امر	etkinliği	امر	etkinlik	PROPN;NOM;MASC;SG;3	N;ACC;SG;3
امر	şey	امر	şey	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
امر	puan	امر	pu	PROPN;NOM;MASC;SG;3	
امر	point	امر	point	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
امر	nokta	امر	nokta	PROPN;NOM;MASC;SG;3	
امر	düzen	امر	düz	PROPN;NOM;MASC;SG;3	
امر	emir	امر	imir	PROPN;NOM;MASC;SG;3	
امر	sipariş	امر	sipariş	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
امر	aktarım	امر	aktarım	PROPN;NOM;MASC;SG;3	
امر	işlem	امر	işlem	PROPN;NOM;MASC;SG;3	
امر	harçlık	امر	harçlık	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
امر	izni	امر	izin	PROPN;NOM;MASC;SG;3	
امر	izin	امر	izin	PROPN;NOM;MASC;SG;3	
امر	business	امر	business	PROPN;NOM;MASC;SG;3	
امر	işletme	امر	işle	PROPN;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
امر	iş	امر	iş	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
امر	ticaret	امر	ticaret	PROPN;NOM;MASC;SG;3	
امر	komut	امر	komut	PROPN;NOM;MASC;SG;3	
امر	komuta	امر	komut	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
امر	case	امر	case	PROPN;NOM;MASC;SG;3	
امر	vaka	امر	vaka	PROPN;NOM;MASC;SG;3	
امر	dava	امر	dava	PROPN;NOM;MASC;SG;3	
امر	madde	امر	madde	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
امر	gerçek	امر	gerçek	PROPN;NOM;MASC;SG;3	
امر	etkinlik	امر	etkinlik	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
امر	olay	امر	olay	PROPN;NOM;MASC;SG;3	
امر	etkinliği	امر	etkinlik	PROPN;NOM;MASC;SG;3	N;ACC;SG;3
امر	şey	امر	şey	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
اُمرا	soylular	اُمرا	soylu	PROPN;NOM;MASC;SG;3	ADJ;NOM;PL;3
امراض	hastalık	مرض	hastalık	N;NOM;MASC;PL;3	N;NOM;SG;3
امراض	hastalıklara	مرض	hastalık	N;NOM;MASC;PL;3	N;DAT;PL;3
اُمَرائی	bolluk	اُمَرائی	bolluk	PROPN;NOM;MASC;SG;3	
اُمَرائی	zenginlik	اُمَرائی	zenginlik	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
اُمَرائی	zenginliği	اُمَرائی	zenginlik	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
امرِت	ambrosia	امرِت	ambrosia	PROPN;NOM;MASC;SG;3	
امرُود	guava	امرُود	guava	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
اِمروز	bugün	اِمروز	bugün	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
اِمروز	bugünde	اِمروز	bugün	PROPN;NOM;MASC;SG;3	N;ESS;SG;3
اِمروز	bügün	اِمروز	bügün	PROPN;NOM;MASC;SG;3	
اِمروز	bugun	اِمروز	bugun	PROPN;NOM;MASC;SG;3	
امریکی	amerikalı	امریکی	amerikalı	ADJ	
امریکی	amerikan	امریکی	amerikan	ADJ	
امریکی	american	امریکی	american	ADJ	N;NOM;SG;3
اِمساک	tutma	اِمساک	tut	PROPN;NOM;MASC;SG;3	V;PFV;IMP;SG;2;NEG;PRS
اُمسنا	çürümeye	اُمسنا	çürü	PROPN;NOM;MASC;SG;3	V;PFV;DAT;IND;POS;PRS;V.MSDR
امشاسپند	melekler	امشاسپند	melek	N;NOM;MASC;SG;3	N;NOM;PL;3
امصار	ülkeler	امصار	ülke	N;NOM;MASC;SG;3	N;NOM;PL;3
امصار	ülkelere	امصار	ülke	N;NOM;MASC;SG;3	N;DAT;PL;3
امصار	ülkeleri	امصار	ülke	N;NOM;MASC;SG;3	N;ACC;PL;3
اِمضا	sevk	اِمضا	sevk	PROPN;NOM;MASC;SG;3	
اِمضا	iletim	اِمضا	iletim	PROPN;NOM;MASC;SG;3	
امعا	bağırsakları	امعا	bağırsak	PROPN;NOM;MASC;SG;3	V;PFV;IND;PL;3;POS;PRS
امعا	bağırsak	امعا	bağır	PROPN;NOM;MASC;SG;3	V;PFV;PL;1;POS;PRS
امعا	cesaret	امعا	cesaret	PROPN;NOM;MASC;SG;3	
امک	kimse	امک	kimse		N;NOM;SG;3
اِمکان	tutun	اِمکان	tut	PROPN;NOM;MASC;SG;3	V;PFV;IMP;PL;2;POS;PRS
اِمکان	tut	اِمکان	tut	PROPN;NOM;MASC;SG;3	V;PFV;IMP;SG;2;POS;PRS
اِمکان	power	اِمکان	power	PROPN;NOM;MASC;SG;3	
اِمکان	güç	اِمکان	güç	PROPN;NOM;MASC;SG;3	
اِمکان	varoluş	اِمکان	varoluş	PROPN;NOM;MASC;SG;3	
اِمکان	olasılık	اِمکان	olasılık	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
اِمکان	olasılıklar	اِمکان	olasılık	PROPN;NOM;MASC;SG;3	N;NOM;PL;3
اِمکان	ihtimal	اِمکان	ihtimal	PROPN;NOM;MASC;SG;3	
اِمکان	olasılık	اِمکان	olasılık	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
اِمکان	kontrol	اِمکان	kontrol	PROPN;NOM;MASC;SG;3	
اِمکان	control	اِمکان	control	PROPN;NOM;MASC;SG;3	
اِمکان	kumanda	اِمکان	kumanda	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
اِمکان	denetim	اِمکان	denetim	PROPN;NOM;MASC;SG;3	
اِمکان	yetkili	اِمکان	yetkili	PROPN;NOM;MASC;SG;3	
اِمکان	otorite	اِمکان	otorite	PROPN;NOM;MASC;SG;3	
اِمکان	yetki	اِمکان	yetki	PROPN;NOM;MASC;SG;3	
اِمکانی	muhtemel	اِمکانی	muhtemel	PROPN;NOM;MASC;SG;3	
اِمکانی	mümkün	اِمکانی	mümkün	PROPN;NOM;MASC;SG;3	
اِمکانی	olası	اِمکانی	olası	PROPN;NOM;MASC;SG;3	
اِمکانی	potansiyel	اِمکانی	potansiyel	PROPN;NOM;MASC;SG;3	
امکنہ	evleri	امکنہ	ev	PROPN;NOM;MASC;SG;3	N;ACC;PL;3
امکنہ	evler	امکنہ	ev	PROPN;NOM;MASC;SG;3	N;NOM;PL;3
امکنہ	mekanlar	امکنہ	mekan	PROPN;NOM;MASC;SG;3	N;NOM;PL;3
امکنہ	yerleri	امکنہ	yer	PROPN;NOM;MASC;SG;3	N;ACC;PL;3
امکنہ	yerler	امکنہ	yer	PROPN;NOM;MASC;SG;3	N;NOM;PL;3
امل	tertemiz	امل	tertemiz	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
امل	lekesiz	امل	lekesiz	PROPN;NOM;MASC;SG;3	ADJ
امل	sarhoşluk	امل	sarhoşluk	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
امل	beklentiler	امل	beklenti	PROPN;NOM;MASC;SG;3	N;NOM;PL;3
امل	beklenti	امل	beklenti	PROPN;NOM;MASC;SG;3	
امل	beklentim	امل	bekle	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
امل	tertemiz	امل	tertemiz	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
امل	temizle	امل	temiz	PROPN;NOM;MASC;SG;3	V;PFV;IMP;SG;2;POS;PRS
امل	temiz	امل	temiz	PROPN;NOM;MASC;SG;3	
امل	umut	امل	umut	PROPN;NOM;MASC;SG;3	
امل	hope	امل	hope	PROPN;NOM;MASC;SG;3	
امل	ümit	امل	ümit	PROPN;NOM;MASC;SG;3	
امل	ekşi	امل	ekşi	PROPN;NOM;MASC;SG;3	
املا	boya	املا	boy	N;NOM;MASC;SG;3	
املا	boyama	املا	boya	N;NOM;MASC;SG;3	
املا	tuğla	املا	tuğ	N;NOM;MASC;SG;3	
اِملاص	kürtaj	اِملاص	kürtaj	PROPN;NOM;MASC;SG;3	
اِملاق	yoksulluk	اِملاق	yoksulluk	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
اِملاق	sefalet	اِملاق	sefalet	PROPN;NOM;MASC;SG;3	
اِملاق	yoksulluk	اِملاق	yoksulluk	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
اِملاق	fakirlik	اِملاق	fakirlik	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
املاک	ürünler	ملک	ürün	N;NOM;MASC;SG;3	N;NOM;PL;3
املاک	mallar	ملک	mal	N;NOM;MASC;SG;3	
املاک	mal	ملک	mal	N;NOM;MASC;SG;3	
املاک	topraklar	ملک	toprak	N;NOM;MASC;SG;3	N;NOM;PL;3
املاک	toprakları	ملک	toprak	N;NOM;MASC;SG;3	N;ACC;PL;3
املاک	estates	ملک	estates	N;NOM;MASC;SG;3	PROPN;NOM;SG;3
املس	parlayan	املس	parla	PROPN;NOM;MASC;SG;3	V;PFV;IND;POS;PRS;V.PTCP
املس	yumuşak	املس	yumuşak	PROPN;NOM;MASC;SG;3	
املس	pürüzsüz	املس	pürüzsüz	PROPN;NOM;MASC;SG;3	ADJ
املس	sorunsuz	املس	sorunsuz	PROPN;NOM;MASC;SG;3	ADJ
املق	yumuşak	املق	yumuşak	PROPN;NOM;MASC;SG;3	
املق	pürüzsüz	املق	pürüzsüz	PROPN;NOM;MASC;SG;3	ADJ
املق	sorunsuz	املق	sorunsuz	PROPN;NOM;MASC;SG;3	ADJ
املق	sade	املق	sade	PROPN;NOM;MASC;SG;3	
املق	düz	املق	düz	PROPN;NOM;MASC;SG;3	
املق	apaçık	املق	apaçık	PROPN;NOM;MASC;SG;3	
املق	yalın	املق	yalın	PROPN;NOM;MASC;SG;3	
املق	bile	املق	bile	PROPN;NOM;MASC;SG;3	ADV
املق	hatta	املق	hatta	PROPN;NOM;MASC;SG;3	CONJ
املوک	hurma	املوک	hur	PROPN;NOM;MASC;SG;3	
اُمم	ülkeler	اُمم	ülke		N;NOM;PL;3
اُمم	milletler	اُمم	millet		N;NOM;PL;3
اُمم	halkları	اُمم	halk		N;ACC;PL;3
اُمم	kabileler	اُمم	kabile		N;NOM;PL;3
امن	sakin	امن	sakin	N;NOM;MASC;SG;3	
امن	huzur	امن	huzur	N;NOM;MASC;SG;3	
امن	barış	امن	barış	N;NOM;MASC;SG;3	
امن	emniyeti	امن	emniyet	N;NOM;MASC;SG;3	N;ACC;SG;3
اُمنڈنا	yüksel	اُمنڈنا	yüksel	V;MASC;SG;NFIN;ACT	
اُمنڈنا	kalkın	اُمنڈنا	kalk	V;MASC;SG;NFIN;ACT	V;PFV;IMP;PL;2;POS;PRS
اُمنڈنا	yükseliş	اُمنڈنا	yükseliş	V;MASC;SG;NFIN;ACT	
اُمنڈنا	dalgası	اُمنڈنا	dalga	V;MASC;SG;NFIN;ACT	N;NOM;SG;3
اُمنگ	arzu	اُمنگ	arzu	PROPN;NOM;MASC;SG;3	
اُمنگ	özlem	اُمنگ	özlem	PROPN;NOM;MASC;SG;3	
اُمنگ	gururu	اُمنگ	gurur	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
اُمنگ	gurur	اُمنگ	gurur	PROPN;NOM;MASC;SG;3	
اُمنگ	ecstasy	اُمنگ	ecstasy	PROPN;NOM;MASC;SG;3	
اُمنگ	coşku	اُمنگ	coşku	PROPN;NOM;MASC;SG;3	
اُمنگ	tutku	اُمنگ	tutku	PROPN;NOM;MASC;SG;3	
اُمنگ	tutkun	اُمنگ	tutkun	PROPN;NOM;MASC;SG;3	
اُمنگ	ihtiras	اُمنگ	ihtiras	PROPN;NOM;MASC;SG;3	
اُمنگ	hasret	اُمنگ	hasret	PROPN;NOM;MASC;SG;3	
اُمنگ	özlem	اُمنگ	özlem	PROPN;NOM;MASC;SG;3	
اُمنگ	hırs	اُمنگ	hırs	PROPN;NOM;MASC;SG;3	
اُمنگ	rapture	اُمنگ	rapture	PROPN;NOM;MASC;SG;3	
امنگل	uğursuz	امنگل	uğursuz	PROPN;NOM;MASC;SG;3	
امنگل	facia	امنگل	facia	PROPN;NOM;MASC;SG;3	
امنگل	felâket	امنگل	felâket	PROPN;NOM;MASC;SG;3	
امنگل	felaket	امنگل	felaket	PROPN;NOM;MASC;SG;3	
امنگل	afet	امنگل	afet	PROPN;NOM;MASC;SG;3	
اُمنگنا	dalgası	اُمنگ	dalga	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
اُمنگنا	dalgalanma	اُمنگ	dalgalanma	PROPN;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
اُمنگنا	artış	اُمنگ	artış	PROPN;NOM;MASC;SG;3	
اُمنگنا	artırma	اُمنگ	artırma	PROPN;NOM;MASC;SG;3	
امنیت	bağışıklık	امنیت	bağışıklık	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
امنیت	dokunulmazlık	امنیت	dokunulmazlık	PROPN;NOM;MASC;SG;3	V;IPFV;IND;SG;3;NEG;PASS
امنیت	güvenliği	امنیت	güvenlik	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
امنیت	emniyet	امنیت	emniyet	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
امنیت	güvenlik	امنیت	güvenlik	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
امنیت	emniyeti	امنیت	emniyet	PROPN;NOM;MASC;SG;3	N;ACC;SG;3
اموا	mango	اموا	mango	PROPN;NOM;MASC;SG;3	
اموات	ölümlerin	موت	ölüm	N;NOM;MASC;PL;3	N;GEN;PL;3
اموات	ölümleri	موت	ölüm	N;NOM;MASC;PL;3	N;ACC;PL;3
امواج	dalgalar	امواج	dalga	PROPN;NOM;MASC;SG;3	N;NOM;PL;3
امواج	dalga	امواج	dalga	PROPN;NOM;MASC;SG;3	
اموال	mallar	اموال	mal	N;NOM;MASC;PL;3	
اموال	mal	اموال	mal	N;NOM;MASC;PL;3	
اموال	zenginlik	اموال	zenginlik	N;NOM;MASC;PL;3	N;NOM;SG;3
اموال	servet	اموال	servet	N;NOM;MASC;PL;3	
اموال	mülk	اموال	mülk	N;NOM;MASC;PL;3	
اموال	mülkiyet	اموال	mülkiyet	N;NOM;MASC;PL;3	N;NOM;SG;3
اموال	emlak	اموال	emlak	N;NOM;MASC;PL;3	N;NOM;SG;3
اموال	gayrimenkul	اموال	gayrimenkul	N;NOM;MASC;PL;3	N;NOM;SG;3
اموال	özellik	اموال	özellik	N;NOM;MASC;PL;3	
اموال	zenginlik	اموال	zenginlik	N;NOM;MASC;PL;3	N;NOM;SG;3
اموال	servet	اموال	servet	N;NOM;MASC;PL;3	
اُمُور	sorunları	اُمُور	sorun	PROPN;NOM;MASC;SG;3	N;ACC;PL;3
اُمُور	meseleler	اُمُور	mesele	PROPN;NOM;MASC;SG;3	N;NOM;PL;3
اُمُور	sorunlar	اُمُور	sorun	PROPN;NOM;MASC;SG;3	N;NOM;PL;3
اُمُور	işlemleri	اُمُور	işlem	PROPN;NOM;MASC;SG;3	N;ACC;PL;3
اُمُور	işlemler	اُمُور	işlem	PROPN;NOM;MASC;SG;3	N;NOM;PL;3
اُمُور	eylemler	اُمُور	eylem	PROPN;NOM;MASC;SG;3	N;NOM;PL;3
اُمُور	eylemleri	اُمُور	eylem	PROPN;NOM;MASC;SG;3	N;ACC;PL;3
اُمُور	hareketler	اُمُور	hareket	PROPN;NOM;MASC;SG;3	N;NOM;PL;3
امُورت	çirkin	امُورت	çirkin	PROPN;NOM;MASC;SG;3	
امُورت	şekilsiz	امُورت	şekilsiz	PROPN;NOM;MASC;SG;3	ADJ
امُورت	yüzsüz	امُورت	yüzsüz	PROPN;NOM;MASC;SG;3	
امول	biçilmez	امول	biç	PROPN;NOM;MASC;SG;3	V;IPFV;IND;NEG;V.PTCP;PASS
اُمُومت	annelik	اُمُومت	annelik	PROPN;NOM;MASC;SG;3	
اُمُومت	doğum	اُمُومت	doğum	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
امُونیا	amonyak	امُونیا	amonyak	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
اُمَوی	emevi	اُمَوی	emevi	PROPN;NOM;MASC;SG;3	
اُمّہ	ümmet	اُمّہ	ümmet	PROPN;NOM;MASC;SG;3	
اُمّہ	umma	اُمّہ	umma	PROPN;NOM;MASC;SG;3	
اُمّہ	halk	اُمّہ	halk	PROPN;NOM;MASC;SG;3	
اُمّہ	kişiler	اُمّہ	kişi	PROPN;NOM;MASC;SG;3	N;NOM;PL;3
اُمّہ	insanlar	اُمّہ	insan	PROPN;NOM;MASC;SG;3	N;NOM;PL;3
اُمّہ	millet	اُمّہ	millet	PROPN;NOM;MASC;SG;3	
اُمّہ	ulus	اُمّہ	ulus	PROPN;NOM;MASC;SG;3	
اُمّہات	anneler	اُمقہ	anne	PROPN;NOM;MASC;SG;3	N;NOM;PL;3
اِمہال	erteleme	اِمہال	ertele	PROPN;NOM;MASC;SG;3	
اِمہال	gecikme	اِمہال	gecik	PROPN;NOM;MASC;SG;3	
اِمہال	erteleme	اِمہال	ertele	PROPN;NOM;MASC;SG;3	
امّی	anne	امّی	anne	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
امّی	annesi	امّی	anne	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
امّی	ana	امّی	ana	PROPN;NOM;MASC;SG;3	
امیبا	amip	امیبا	amip	PROPN;NOM;MASC;SG;3	
اُمِّیّت	annelik	اُمِّیّت	annelik	PROPN;NOM;MASC;SG;3	
اُمِّیّت	doğum	اُمِّیّت	doğum	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
اُمیٹھنا	twist	اُمیٹھنا	twist	V;NFIN	
اُمِّید	arzu	اُمِّید	arzu	PROPN;NOM;MASC;SG;3	
اُمِّید	gebelik	اُمِّید	gebelik	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
اُمِّید	hamilelik	اُمِّید	hamilelik	PROPN;NOM;MASC;SG;3	
اُمِّید	beklentiler	اُمِّید	beklenti	PROPN;NOM;MASC;SG;3	N;NOM;PL;3
اُمِّید	beklenti	اُمِّید	beklenti	PROPN;NOM;MASC;SG;3	
اُمِّید	beklentim	اُمِّید	bekle	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
اُمِّید	umut	اُمِّید	umut	PROPN;NOM;MASC;SG;3	
اُمِّید	hope	اُمِّید	hope	PROPN;NOM;MASC;SG;3	
اُمِّید	ümit	اُمِّید	ümit	PROPN;NOM;MASC;SG;3	
اُمِّید	hasret	اُمِّید	hasret	PROPN;NOM;MASC;SG;3	
اُمِّید	özlem	اُمِّید	özlem	PROPN;NOM;MASC;SG;3	
امیدوار	umutlu	امیدوار	umutlu	N;NOM;MASC;SG;3	ADJ
امیدوار	aday	امیدوار	aday	N;NOM;MASC;SG;3	
امیدوار	umutlu	امیدوار	umutlu	N;NOM;MASC;SG;3	ADJ
امیدوار	aday	امیدوار	aday	N;NOM;MASC;SG;3	
امیدوار	aday	امیدوار	aday	N;NOM;MASC;SG;3	
امیدواری	adaylığını	امیدواری	adaylık	N;NOM;MASC;SG;3	N;ACC;SG;3
امیر	kumandan	امیر	kumandan	ADJ	N;NOM;SG;3
امیر	komutan	امیر	komut	ADJ	
امیر	emir	امیر	imir	ADJ	
امیر	amir	امیر	amir	ADJ	
امیر	emir	امیر	imir	ADJ	
امیر	reis	امیر	reis	ADJ	
امیر	vali	امیر	vali	ADJ	
امیر	valilik	امیر	valilik	ADJ	N;NOM;SG;3
امیر	hükümdar	امیر	hüküm	ADJ	
امیر	varlıklı	امیر	varlıklı	ADJ	
امیر	zengin	امیر	zengin	ADJ	
امیرانہ	görkemli	امیرانہ	görkemli	ADJ	
امیرانہ	lüks	امیرانہ	lüks	ADJ	
امیرانہ	görkemli	امیرانہ	görkemli	ADJ	
امیرانہ	binlik	امیرانہ	binlik	ADJ	
امیرانہ	grand	امیرانہ	grand	ADJ	N;NOM;SG;3
امیرانہ	lüks	امیرانہ	lüks	ADJ	
امیری	zenginlik	امیری	zenginlik	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
امیری	servet	امیری	servet	PROPN;NOM;MASC;SG;3	
امیری	egemenlik	امیری	egemenlik	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
امیری	zenginlik	امیری	zenginlik	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
امیری	servet	امیری	servet	PROPN;NOM;MASC;SG;3	
امیل	saf	امیل	saf	PROPN;NOM;MASC;SG;3	
امیل	katıksız	امیل	katıksız	PROPN;NOM;MASC;SG;3	ADJ
امین	sadık	امین	sadık	PROPN;NOM;MASC;SG;3	
امین	komiser	امین	komiser	PROPN;NOM;MASC;SG;3	
امین	güvenilir	امین	güven	PROPN;NOM;MASC;SG;3	V;IPFV;IND;SG;3;POS;V.PTCP;PASS
امین	mübaşir	امین	mübaşir	PROPN;NOM;MASC;SG;3	
امین	müfettiş	امین	müfettiş	PROPN;NOM;MASC;SG;3	
امین	alıcı	امین	alıcı	PROPN;NOM;MASC;SG;3	
امین	sadık	امین	sadık	PROPN;NOM;MASC;SG;3	
امین	komiser	امین	komiser	PROPN;NOM;MASC;SG;3	
امین	güvenilir	امین	güven	PROPN;NOM;MASC;SG;3	V;IPFV;IND;SG;3;POS;V.PTCP;PASS
امین	mübaşir	امین	mübaşir	PROPN;NOM;MASC;SG;3	
امین	müfettiş	امین	müfettiş	PROPN;NOM;MASC;SG;3	
امین	alıcı	امین	alıcı	PROPN;NOM;MASC;SG;3	
امینی	güven	امینی	güven	PROPN;NOM;MASC;SG;3	
امینی	velayet	امینی	velayet	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
امینی	güvenlik	امینی	güvenlik	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
ان	yiyecek	یہ	yiyecek	PRO;ACC;PL;3	
ان	yemekler	یہ	yemek	PRO;ACC;PL;3	N;NOM;PL;3
ان	gıda	یہ	gıda	PRO;ACC;PL;3	
ان	yemek	یہ	yemek	PRO;ACC;PL;3	N;NOM;SG;3
ان	mısır	یہ	mısır	PRO;ACC;PL;3	
ان	rızık	یہ	rızık	PRO;ACC;PL;3	N;NOM;SG;3
ان	olmaz	یہ	ol	PRO;ACC;PL;3	V;IPFV;IND;SG;3;NEG
ان	değil	یہ	değil	PRO;ACC;PL;3	
ان	rızık	یہ	rızık	PRO;ACC;PL;3	N;NOM;SG;3
ان	olmadan	یہ	ol	PRO;ACC;PL;3	V;PFV;IND;NEG;PRS;V.CVB
ان	onsuz	یہ	onsuz	PRO;ACC;PL;3	
ان	tahıl	یہ	tahıl	PRO;ACC;PL;3	
ان	buğday	یہ	buğday	PRO;ACC;PL;3	
