리카르도	ricardo	리카르+도	ricardo	PROPN	N;MASC;SG
잔혹한	crueldade	잔혹+하+ㄴ	crueldade	V	N;FEM;SG
잔혹한	cruéis	잔혹+하+ㄴ	cruel	V	ADJ;MASC;PL
얼라이언스	aliança	얼라이언스	aliança		N;FEM;SG
얼라이언스	alliance	얼라이언스	alliance		N;MASC;SG
하이드	hyde	하이드	hyde		N;MASC;SG
벨라	bella	벨라	bella		N;FEM;SG
인사이드	dentro	인사이드	dentro		ADV
인사이드	inside	인사이드	insidir		N;MASC;SG
네번째	quarta	네+번+째	quarto	N	ADJ;FEM;SG
제네시스	gênesis	제네시스	gênesis		N;MASC;SG
제네시스	génesis	제네시스	génesis		N;MASC;SG
제네시스	genesis	제네시스	genesi		N;MASC;SG
제네시스	génese	제네시스	génese		N;FEM;SG
브릿	brit	브릿	brit	PROPN	N;MASC;SG
잉글리시	ingles	잉글리시	ingle		N;MASC;SG
잉글리시	inglês	잉글리시	inglês		N;MASC;SG
포클랜드	falkland	포클랜드	falkland	PROPN	N;MASC;SG
포클랜드	malvinas	포클랜드	malvina	PROPN	N;FEM;PL
새크라멘토	sacramento	새크라멘토	sacramento	PROPN	N;MASC;SG
힉스	hicks	힉스	hicks	PROPN	N;MASC;SG
힉스	higgs	힉스	higg	PROPN	N;MASC;SG
깨진	quebrada	깨+어+지+ㄴ	quebrar	V	V;FEM;SG;V.PTCP
깨진	quebrado	깨+어+지+ㄴ	quebrar	V	V;MASC;SG;V.PTCP
깨진	broken	깨+어+지+ㄴ	broken	V	N;MASC;SG
풀기	extracto	풀+기	acto	V	N;MASC;SG
풀기	extrato	풀+기	extrato	V	N;MASC;SG
아카사카	akasaka	아카사카	akasako	PROPN	N;MASC;SG
딜런	dillon	디런	dillon		N;MASC;SG
딜런	dylan	디런	dylan		N;MASC;SG
선샤인	sunshine	선샤인	sunshine		N;MASC;SG
선샤인	sol	선샤인	sol		N;MASC;SG
폴란드어	polonês	폴란드어	polonês		N;MASC;SG
폴란드어	polaco	폴란드어	polaco		N;MASC;SG
폴란드어	polonesa	폴란드어	polonesa		N;FEM;SG
회상	retrocesso	회상	retrocesso		N;MASC;SG
체류	habita	체류	habitar	N	V;IND;SG;3;PRS;FIN
체류	habitam	체류	habitar	N	V;IND;PL;3;PRS;FIN
보내기	envio	보내+기	envio	V	N;MASC;SG
위조	forjado	위조	forjar	N	V;MASC;SG;V.PTCP
위조	forjada	위조	forjar	N	V;FEM;SG;V.PTCP
위조	forjadas	위조	forjar	N	V;FEM;PL;V.PTCP
위조	falsificado	위조	falsificar	N	V;MASC;SG;V.PTCP
마사시	masashi	마사시	masashi		N;MASC;SG
모가미	mogami	모가미	mogami	PROPN	V;IND;PL;3;PRS;FIN
게오르기	georgy	게오르+기	georgy	PROPN	N;MASC;SG
모모코	momoko	모모코	momoko		N;FEM;SG
고추	chilli	고추	chilli		N;MASC;SG
고추	chili	고추	chili		N;MASC;SG
고추	pimenta	고추	pimenta		N;FEM;SG
고추	pepper	고추	pepper		N;MASC;SG
고추	chili	고추	chili		N;MASC;SG
오리엔트	oriente	오리엔트	oriente		N;MASC;SG
아나톨리아	anatólia	아나톨리아	anatólia	PROPN	N;FEM;SG
스탠더드	estandarte	스탠더드	estandarte		N;MASC;SG
스탠더드	norma	스탠더드	norma		N;FEM;SG
스탠더드	padrão	스탠더드	padrão		N;MASC;SG
스탠더드	standard	스탠더드	standard		N;MASC;SG
스토어	lojas	스토어	loja		N;FEM;PL
스토어	conservar	스토어	conservar		V;NFIN
스토어	loja	스토어	loja		N;FEM;SG
스토어	armazenar	스토어	armazenar		V;NFIN
포트리스	fortaleza	포트리스	fortaleza	PROPN	N;FEM;SG
탐험	explorar	탐험	explorar	N	V;NFIN
탐험	explorando	탐험	explorar	N	V;V.MSDR
탐험	explorar	탐험	explorar	N	V;NFIN
탐험	explore	탐험	explore	N	V;SBJV;PL;3;PRS;FIN
탐험	explora	탐험	explorar	N	V;IND;SG;3;PRS;FIN
터치스톤	touchstone	터치스톤	touchstone		N;MASC;SG
대처	lidar	대처	lidar		V;NFIN
대처	thatcher	대처	thatcher		N;FEM;SG
덕이	doug	덕+이	doug		N;MASC;SG
클라리넷	clarinete	클라리넷	clarinete		N;MASC;SG
제레미	jeremy	제레미	jeremy		N;MASC;SG
강아지	cachorrinhos	강아지	cachorrinho		N;MASC;PL
강아지	filhotes	강아지	filhote		N;MASC;PL
강아지	cachorros	강아지	cachorro		N;MASC;PL
강아지	cachorrinho	강아지	cachorrinho		N;MASC;SG
강아지	filhote	강아지	filhote		N;MASC;SG
강아지	cãozinho	강아지	cãozinho		N;MASC;SG
버터	manteiga	버터	manteiga		N;FEM;SG
캐피탈	capitol	캐피탈	capitol		N;MASC;SG
캐피탈	capitólio	캐피탈	capitólio		N;MASC;SG
캐피탈	capitais	캐피탈	capital		N;MASC;PL
캐피탈	capital	캐피탈	capital		N;MASC;SG
제곱	quadrada	제곱	quadrada		N;FEM;SG
제곱	praça	제곱	praça		N;FEM;SG
제곱	square	제곱	square		N;MASC;SG
제곱	quadrado	제곱	quadrado		N;MASC;SG
제곱	quadrados	제곱	quadrados		N;MASC;PL
마트	mart	마트	mart		N;MASC;SG
면책	imunidade	면책	imunidade		N;FEM;SG
면책	imunidades	면책	imunidade		N;FEM;PL
앨리슨	allison	앨리슨	allison		N;MASC;SG
앨리슨	alison	앨리슨	alison		N;FEM;SG
앨리슨	alison	앨리슨	alison		N;FEM;SG
쇼팽	chopin	쇼팽	chopin	PROPN	N;MASC;SG
애너하임	anaheim	애너하+이+ㄹ	analar	PROPN	N;MASC;SG
자동화	automatiza	자동화	automatizar	N	V;IND;SG;3;PRS;FIN
자동화	automatizados	자동화	automatizar	N	V;MASC;PL;V.PTCP
자동화	automatizado	자동화	automatizar	N	V;MASC;SG;V.PTCP
자동화	automatizada	자동화	automatizar	N	V;FEM;SG;V.PTCP
자동화	automatizar	자동화	automatizar	N	V;NFIN
나카이	nakai	나카이	nakai		N;MASC;SG
매력적인	encantador	매력+적+이+ㄴ	encantador	V	ADJ;MASC;SG
매력적인	charmoso	매력+적+이+ㄴ	charmoso	V	ADJ;MASC;SG
매력적인	encantadora	매력+적+이+ㄴ	encantador	V	ADJ;FEM;SG
매력적인	charmosa	매력+적+이+ㄴ	charmoso	V	ADJ;FEM;SG
매력적인	charming	매력+적+이+ㄴ	charming	V	N;MASC;SG
샤프	afiada	샤프	afiar		V;FEM;SG;V.PTCP
샤프	sharp	샤프	sharp		N;MASC;SG
샤프	afiados	샤프	afiado		V;MASC;PL;V.PTCP
샤프	afiado	샤프	afiar		V;MASC;SG;V.PTCP
신타로	shintaro	신타+로	shintaro		N;MASC;SG
채워	preenche	채우+어	preencher		V;IND;SG;3;PRS;FIN
채워	preenchimento	채우+어	preenchimento		N;MASC;SG
채워	preencher	채우+어	preencher		V;NFIN
채워	preencha	채우+어	preencher		V;SBJV;SG;3;PRS;FIN
채워	encher	채우+어	encher		V;NFIN
양곤	yangon	양곤	yangon	PROPN	N;MASC;SG
마나	mana	말+나	mana		N;FEM;SG
폴로	polo	폴+로	polo		N;MASC;SG
폴로	pólo	폴+로	pólo		N;MASC;SG
포츠머스	portsmouth	포츠머스	portsmouth	PROPN	V;IND;SG;3;PST;FIN
기차	treinar	기차	treinar		V;NFIN
기차	trem	기차	trem		N;MASC;SG
기차	comboio	기차	comboio		N;MASC;SG
기차	comboios	기차	comboio		N;MASC;PL
기차	comboios	기차	comboio		N;MASC;PL
기차	trens	기차	trem		N;MASC;PL
이오니아	jónico	이오니아	jónico	PROPN	N;MASC;SG
발명	inventar	발명	inventar	N	V;NFIN
발명	invente	발명	invente	N	V;SBJV;SG;3;PRS;FIN
발명	inventa	발명	invento	N	V;IND;SG;3;PRS;FIN
발명	inventar	발명	inventar	N	V;NFIN
발명	inventando	발명	inventar	N	V;V.MSDR
발명	inventou	발명	inventar	N	V;IND;SG;3;PST;FIN
발명	inventado	발명	inventar	N	V;MASC;SG;V.PTCP
발명	inventada	발명	inventar	N	V;FEM;SG;V.PTCP
발명	inventei	발명	inventar	N	V;IND;SG;1;PST;FIN
편견	preconceituoso	편견	preconceituoso	N	ADJ;MASC;SG
조지타운	georgetown	조지럽+ㄴ	georgetown		N;MASC;SG
증인	testemunhar	증인	testemunhar	N	V;NFIN
모니카	monica	모니카	monicar		N;FEM;SG
모니카	mônica	모니카	mônica		N;FEM;SG
모니카	mónica	모니카	mónico		N;FEM;SG
클라인	klein	클라인	klein		N;MASC;SG
평화로운	pacífico	평화+롭+ㄴ	pacífico		N;MASC;SG
평화로운	pacífica	평화+롭+ㄴ	pacífico		ADJ;FEM;SG
끝없는	infinito	끝없+는	infinito		N;MASC;SG
끝없는	interminável	끝없+는	interminável		ADJ;MASC;SG
끝없는	infinitas	끝없+는	infinito		ADJ;FEM;PL
더러운	desagradável	더럽+ㄴ	desagradável		ADJ;MASC;SG
더러운	sórdido	더럽+ㄴ	sórdido		ADJ;MASC;SG
더러운	imunda	더럽+ㄴ	imundo		ADJ;FEM;SG
더러운	imundos	더럽+ㄴ	imundo		N;MASC;PL
더러운	imundo	더럽+ㄴ	imundo		ADJ;MASC;SG
더러운	sacanagem	더럽+ㄴ	sacanagem		N;FEM;SG
더러운	suja	더럽+ㄴ	sujo		N;FEM;SG
더러운	dirty	더럽+ㄴ	dirty		N;MASC;SG
더러운	sujo	더럽+ㄴ	sujo		ADJ;MASC;SG
스프링필드	springfield	스프링필드	springfield	PROPN	N;MASC;SG
바흐	bach	바흐	bach	PROPN	N;MASC;SG
다무라	tamura	다무라	tamura		N;MASC;SG
트라이앵글	triângulo	트라이앵글	triângulo		N;MASC;SG
선포	declaradas	선포	declarar	N	V;FEM;PL;V.PTCP
선포	declarada	선포	declarar	N	V;FEM;SG;V.PTCP
선포	declarado	선포	declarar	N	V;MASC;SG;V.PTCP
선포	declarou	선포	declarar	N	V;IND;SG;3;PST;FIN
선포	declarados	선포	declarar	N	V;MASC;PL;V.PTCP
선포	declarar	선포	declarar	N	V;NFIN
선포	declara	선포	declarar	N	V;IND;SG;3;PRS;FIN
선포	declaram	선포	declarar	N	V;IND;PL;3;PRS;FIN
선포	declare	선포	declare	N	V;SBJV;SG;3;PRS;FIN
선포	declaro	선포	declaro	N	V;IND;SG;1;PRS;FIN
바벨	babel	바벨	babel		N;FEM;SG
타지키스탄	tajique	타지키스탄	tajique	PROPN	N;MASC;SG
타지키스탄	tajiquistão	타지키스탄	tajiquistão	PROPN	N;MASC;SG
스웨덴어	suecos	스웨덴어	sueco		N;MASC;PL
스웨덴어	sueco	스웨덴어	sueco		N;MASC;SG
스웨덴어	sueca	스웨덴어	suecar		N;FEM;SG
잠비아	zâmbia	잠비아	zâmbia	PROPN	N;FEM;SG
길거리	rua	길거리	rua		N;FEM;SG
길거리	street	길거리	street		N;MASC;SG
길거리	ruas	길거리	rua		N;FEM;PL
글로리아	glória	글로리아	glória		N;FEM;SG
글로리아	gloria	글로리아	gloria		N;FEM;SG
레이아웃	layouts	레이아웃	layouts		N;MASC;PL
레이아웃	disposição	레이아웃	disposição		N;FEM;SG
레이아웃	layout	레이아웃	layout		N;MASC;SG
자극	estimulou	자극	estimular	N	V;IND;SG;3;PST;FIN
자극	estimulado	자극	estimular	N	V;MASC;SG;V.PTCP
자극	estimulada	자극	estimular	N	V;FEM;SG;V.PTCP
자극	estimulando	자극	estimular	N	V;V.MSDR
자극	estimulante	자극	estimulante	N	ADJ;MASC;SG
자극	estimular	자극	estimular	N	V;NFIN
갑옷	blindagem	갑옷	blindagem		N;FEM;SG
갑옷	armadura	갑옷	armadura		N;FEM;SG
갑옷	armaduras	갑옷	armadura		N;FEM;PL
갑옷	blindagem	갑옷	blindagem		N;FEM;SG
갑옷	armadura	갑옷	armadura		N;FEM;SG
갑옷	armaduras	갑옷	armadura		N;FEM;PL
미드웨이	midway	미드웨이	midway		N;MASC;SG
슈트	naipe	슈트	naipe		N;MASC;SG
슈트	traje	슈트	traje		N;MASC;SG
슈트	fato	슈트	fato		N;MASC;SG
슈트	terno	슈트	terno		N;MASC;SG
현명한	sábia	현명+하+ㄴ	sábio	V	ADJ;FEM;SG
현명한	sábios	현명+하+ㄴ	sábio	V	N;MASC;PL
현명한	wise	현명+하+ㄴ	wise	V	N;MASC;SG
현명한	sábias	현명+하+ㄴ	sábio	V	N;FEM;PL
현명한	sábio	현명+하+ㄴ	sábio	V	N;MASC;SG
김치	kimchi	김치	kimchi		N;MASC;SG
시온	sião	시온	sião		N;MASC;SG
시온	zion	시온	zion		N;MASC;SG
나카하라	nakahara	나카하+라	nakahar		N;MASC;SG
아스타나	astana	아스타+나	astana	PROPN	N;MASC;SG
노부유키	nobuyuki	노부유키	nobuyuki	PROPN	N;MASC;SG
수잔	susana	수잔	susano		N;FEM;SG
수잔	susan	수잔	susan		N;FEM;SG
아라키	araki	아라키	araki		N;MASC;SG
프라이부르크	freiburg	프라이부르크	freiburg	PROPN	N;MASC;SG
프라이부르크	friburgo	프라이부르크	friburgo	PROPN	N;MASC;SG
그리스인	gregos	그리스인	grego		N;MASC;PL
열기	abre	열+기	abrir		V;IND;SG;3;PRS;FIN
열기	aberto	열+기	abrir		V;MASC;SG;V.PTCP
열기	abra	열+기	abrir		V;SBJV;SG;3;PRS;FIN
열기	abrir	열+기	abrir		V;NFIN
열기	aberta	열+기	abrir		V;FEM;SG;V.PTCP
열기	open	열+기	open		N;MASC;SG
열기	abre	열+기	abrir		V;IND;SG;3;PRS;FIN
피스	paz	피스	paz		N;FEM;SG
같음	iguais	같+ㅁ	igual		ADJ;MASC;PL
같음	igual	같+ㅁ	igual		N;MASC;SG
샌드위치	sandes	샌드위치	sandes		N;FEM;PL
샌드위치	sandwich	샌드위치	sandwich		N;MASC;SG
샌드위치	sanduiche	샌드위치	sanduiche		N;MASC;SG
샌드위치	sanduíches	샌드위치	sanduíche		N;MASC;PL
샌드위치	sanduíche	샌드위치	sanduíche		N;MASC;SG
샌드위치	sandes	샌드위치	sandes		N;FEM;PL
샌드위치	sanduíches	샌드위치	sanduíche		N;MASC;PL
모의	esboço	모의	esboço		N;MASC;SG
모의	maquete	모의	maquete		N;FEM;SG
모의	gozar	모의	gozar		V;NFIN
모의	zombar	모의	zombar		V;NFIN
센타우루스자리	centaurus	센타우루스자리	centauru	PROPN	N;FEM;SG
센타우루스자리	centauro	센타우루스자리	centauro	PROPN	N;MASC;SG
센타우루스자리	centauri	센타우루스자리	centauri	PROPN	N;FEM;SG
바리	bari	바리	bari		N;MASC;SG
아토스	athos	아토스	atho		N;MASC;SG
떨어지지	fall	떨어지+지	fall	V	N;MASC;SG
떨어지지	outono	떨어지+지	outono	V	N;MASC;SG
떨어지지	queda	떨어지+지	queda	V	N;FEM;SG
리어	lear	리+어	lear		N;MASC;SG
열정	entusiasmado	열정	entusiasmar	N	V;MASC;SG;V.PTCP
열정	entusiasta	열정	entusiasta	N	ADJ;MASC;SG
열정	apaixonada	열정	apaixonado	N	V;FEM;SG;V.PTCP
열정	apaixonante	열정	apaixonante	N	ADJ;MASC;SG
열정	apaixonado	열정	apaixonar	N	V;MASC;SG;V.PTCP
열정	apaixonados	열정	apaixonar	N	V;MASC;PL;V.PTCP
이동식	removível	이동식	removível	N	ADJ;MASC;SG
예배	adorar	예배	adorar	N	V;NFIN
수백만	milhões	수백만	milhão		N;MASC;PL
수백만	milhoes	수백만	milho		N;MASC;PL
미즈호	mizuho	미즈호	mizuho		N;MASC;SG
글로브	globo	글로브	globo		N;MASC;SG
글로브	globe	글로브	globe		N;MASC;SG
기린	girafa	기리+ㄴ	girafa		N;FEM;SG
기린	kirin	기리+ㄴ	kirin		N;MASC;SG
기린	girafas	기리+ㄴ	girafa		N;FEM;PL
수년	years	수년	years		N;MASC;SG
수년	anos	수년	ano		N;MASC;PL
파산	falidos	파산	falido		V;MASC;PL;V.PTCP
파산	falido	파산	falido		V;MASC;SG;V.PTCP
파산	falida	파산	falidar		V;FEM;SG;V.PTCP
파산	falência	파산	falência		N;FEM;SG
파산	falências	파산	falência		N;FEM;PL
파산	bancarrota	파산	bancarrota		N;FEM;SG
버펄로	búfalos	버티+로	búfalo	ADV	N;MASC;PL
버펄로	búfalo	버티+로	búfalo	ADV	N;MASC;SG
버펄로	buffalo	버티+로	buffalo	ADV	N;MASC;SG
이시바시	ishibashi	이시바시	ishibashi		N;FEM;PL
무작위로	random	무작위+로	randar	ADV	N;MASC;SG
무작위로	aleatório	무작위+로	aleatório	ADV	N;MASC;SG
무작위로	aleatória	무작위+로	aleatório	ADV	ADJ;FEM;SG
무작위로	aleatórios	무작위+로	aleatório	ADV	ADJ;MASC;PL
이겨	beat	이기+어	beat		N;MASC;SG
이겨	batida	이기+어	bater		V;FEM;SG;V.PTCP
이겨	bater	이기+어	bater		V;NFIN
우울	depressivo	우울	depressivo	N	ADJ;MASC;SG
우울	deprimida	우울	deprimido	N	ADJ;FEM;SG
우울	deprimido	우울	deprimir	N	ADJ;MASC;SG
우울	depressivo	우울	depressivo	N	ADJ;MASC;SG
우울	deprimente	우울	deprimente	N	ADJ;MASC;SG
우울	melancólico	우울	melancólico	N	ADJ;MASC;SG
낙하산	paraquedas	낙하산	paraqueda		N;MASC;SG
홀로코스트	holocausto	홀로코스트	holocausto	PROPN	N;MASC;SG
클론	clonar	클론	clonar	N	V;NFIN
디스커버리	descobertas	디스크리리	descobrir		V;FEM;PL;V.PTCP
디스커버리	descoberta	디스크리리	descoberta		N;FEM;SG
디스커버리	discovery	디스크리리	discovery		N;MASC;SG
우지	uji	우+지	uji		N;MASC;SG
테크	tech	테크	tech		N;MASC;SG
절약	salvando	절약	salvar		V;V.MSDR
절약	salvar	절약	salvar		V;NFIN
절약	poupança	절약	poupança		N;FEM;SG
알마티	almaty	알마티	almaty	PROPN	N;MASC;SG
곱셈	multiplicação	곱+과	multiplicação		N;FEM;SG
곱셈	multiplicar	곱+과	multiplicar		V;NFIN
곱셈	multiplica	곱+과	multiplica		V;IND;SG;3;PRS;FIN
스와	suwa	스+와	suwa		N;MASC;SG
투르	passeios	투르	passeio		N;MASC;PL
투르	tours	투르	tour		N;MASC;PL
교정	corrigiu	교정	corrigir	N	V;IND;SG;3;PST;FIN
교정	corrigida	교정	corrigir	N	V;FEM;SG;V.PTCP
교정	corrigido	교정	corrigir	N	V;MASC;SG;V.PTCP
교정	corrigidos	교정	corrigir	N	V;MASC;PL;V.PTCP
앙투안	antoine	앙투안	antoine	PROPN	N;MASC;SG
리히텐슈타인	liechtenstein	리히+정레타인	liechtenstein	PROPN	N;MASC;SG
리히텐슈타인	listenstaine	리히+정레타인	listenstaine	PROPN	N;MASC;SG
리히텐슈타인	lichtenstein	리히+정레타인	lichtenstein	PROPN	N;MASC;SG
오데사	odessa	오데사	odessa	PROPN	N;FEM;SG
사모아	samoa	사모아	samoa		N;MASC;SG
사모아	samoa	사모아	samoa		N;MASC;SG
레이먼드	raymond	레이먼드	raymond	PROPN	N;MASC;SG
레이먼드	raimundo	레이먼드	raimundo	PROPN	N;MASC;SG
저널리스트	jornalista	저널리스트	jornalista		N;MASC;SG
저널리스트	jornalistas	저널리스트	jornalista		N;MASC;PL
차드	chad	차드	chad	PROPN	N;MASC;SG
차드	chade	차드	chade	PROPN	N;MASC;SG
무하마드	muhammad	무하마드	muhammad	PROPN	N;MASC;SG
무하마드	maomé	무하마드	maomé	PROPN	N;MASC;SG
강력	poderosas	강력	poderoso		ADJ;FEM;PL
강력	poderosa	강력	poderoso		ADJ;FEM;SG
강력	poderoso	강력	poderoso		ADJ;MASC;SG
강력	poderosos	강력	poderoso		ADJ;MASC;PL
해석학	analítico	해석학	analítico	N	ADJ;MASC;SG
카사블랑카	casablanca	카사블랑카	casablanca	PROPN	N;MASC;SG
커먼즈	commons	커먼즈	commom		N;FEM;SG
커먼즈	comuns	커먼즈	comum		ADJ;MASC;PL
레지던트	residente	레지던트	residente		ADJ;MASC;SG
레지던트	residentes	레지던트	residente		N;MASC;PL
레지던트	morador	레지던트	morador		N;MASC;SG
레지던트	residentes	레지던트	residente		N;MASC;PL
레지던트	moradores	레지던트	morador		N;MASC;PL
레지던트	residência	레지던트	residência		N;FEM;SG
파라오	faraós	파라오	faraó		N;MASC;PL
파라오	faraó	파라오	faraó		N;MASC;SG
갇힌	presos	갇히+ㄴ	preso	V	N;MASC;PL
레슬리	lesley	레슬리	lesley		N;FEM;SG
레슬리	leslie	레슬리	leslie		N;MASC;SG
응원	animar	응원	animar	N	V;NFIN
올림포스	olimpo	올림포스	olimpo	PROPN	N;MASC;SG
올림포스	olympus	올림포스	olympus	PROPN	N;FEM;SG
먹이	presas	먹이	prender	N	V;FEM;PL;V.PTCP
먹이	presa	먹이	presa	N	V;FEM;SG;V.PTCP
에리크	erik	에리크	erik	PROPN	N;MASC;SG
에리크	eric	에리크	eric	PROPN	N;MASC;SG
퍼레이드	parada	퍼레이드	parada		N;FEM;SG
퍼레이드	desfile	퍼레이드	desfilar		N;MASC;SG
퍼레이드	parade	퍼레이드	parade		N;MASC;SG
퍼레이드	paradas	퍼레이드	parada		N;FEM;PL
퍼레이드	desfiles	퍼레이드	desfile		N;MASC;PL
리버티	liberdade	리버티	liberdade		N;FEM;SG
리버티	liberty	리버티	liberty		N;MASC;SG
로크	locke	로크	locke		N;MASC;SG
투르크메니스탄	turquemenistão	투르크메니스탄	turquemenistão	PROPN	N;MASC;SG
코카콜라	cocaína	코카콜라	cocaína		N;FEM;SG
코카콜라	coque	코카콜라	coque		N;MASC;SG
코카콜라	coca	코카콜라	coca		N;FEM;SG
오스트레일리아인	australianos	오스트레일리아인	australiano	V	N;MASC;PL
화합	harmony	화합	harmony		N;MASC;SG
화합	harmonia	화합	harmonia		N;FEM;SG
포탈	portais	포탈	portal		N;MASC;PL
포탈	portal	포탈	portal		N;MASC;SG
히브리	hebraico	히브리	hebraico		N;MASC;SG
히브리	hebraica	히브리	hebraica		N;FEM;SG
히브리	hebreu	히브리	hebreu		N;MASC;SG
히브리	hebreus	히브리	hebreu		N;MASC;PL
맥도날드	mcdonald	맥도날드	mcdonald		N;MASC;SG
맥도날드	mcdonalds	맥도날드	mcdonald		N;MASC;SG
맥도날드	macdonald	맥도날드	macdonald		N;MASC;SG
맥도날드	mcdonalds	맥도날드	mcdonald		N;MASC;SG
브레스트	brest	브레스트	brest	PROPN	N;MASC;SG
낚시	pescar	낚시	pescar	N	V;NFIN
밀리미터	milímetros	밀리미터	milímetro		N;MASC;PL
밀리미터	milímetro	밀리미터	milímetro		N;MASC;SG
밀리미터	milímetro	밀리미터	milímetro		N;MASC;SG
밀리미터	centímetro	밀리미터	centímetro		N;MASC;SG
밀리미터	milímetros	밀리미터	milímetro		N;MASC;PL
노퍽	norfolk	노퍽	norfolk		N;MASC;SG
기울여	inclinação	기울이+어	inclinação	V	N;FEM;SG
커스텀	personalizadas	커스텀	personalizar		V;FEM;PL;V.PTCP
커스텀	personalizada	커스텀	personalizar		V;FEM;SG;V.PTCP
커스텀	personalizado	커스텀	personalizar		V;MASC;SG;V.PTCP
커스텀	costume	커스텀	costume		N;MASC;SG
커스텀	personalizados	커스텀	personalizar		V;MASC;PL;V.PTCP
비참한	miserável	비참+하+ㄴ	miserável	V	ADJ;MASC;SG
비참한	miseráveis	비참+하+ㄴ	miserável	V	ADJ;MASC;PL
디랙	dirac	디랙	dirac		N;FEM;SG
수마트라	sumatra	수마트+이+라	sumatra		N;FEM;SG
전망	perspectiva	전망	perspectiva		N;FEM;SG
전망	perspectivas	전망	perspectiva		N;FEM;PL
전망	perspectivas	전망	perspectiva		N;FEM;PL
전망	outlook	전망	outlook		N;MASC;SG
전망	prospectiva	전망	prospectivo		ADJ;FEM;SG
메콩	mekong	메콩	mekong	PROPN	N;MASC;SG
앨릭스	alex	앨릭스	alex		N;MASC;SG
보나파르트	bonaparte	보나파르트	bonaparte		N;MASC;SG
선덜랜드	sunderland	선덜랜드	sunderland	PROPN	N;MASC;SG
동정	simpatia	동정	simpatia		N;FEM;SG
동정	compaixão	동정	compaixão		N;FEM;SG
칼리아리	cagliari	칼리아리	cagliari	PROPN	N;MASC;SG
검토하기	resenha	검토+하+기	resenha	V	N;FEM;SG
검토하기	revisão	검토+하+기	revisão	V	N;FEM;SG
검토하기	reexame	검토+하+기	reexame	V	N;MASC;SG
랠프	ralph	랠프	ralph	PROPN	N;MASC;SG
아이오딘	iodo	아이오딘	iodo		N;MASC;SG
마크로스	macross	마크로스	macros		N;MASC;SG
토리	tory	토리	tory		N;MASC;SG
토리	tori	토리	tori		N;MASC;SG
무신론	ateu	무신론	ateu	N	ADJ;MASC;SG
홈즈	holmes	홈즈	holme		N;MASC;SG
페레스	peres	페레스	per		N;MASC;SG
페레스	pérez	페레스	pérez		PROPN;MASC;SG
간지	kanji	간지	kanji		N;MASC;SG
플랑드르	flamenga	플랑드르	flamenga	PROPN	N;FEM;SG
플랑드르	flamengos	플랑드르	flamengo	PROPN	N;MASC;PL
플랑드르	flamengo	플랑드르	flamengo	PROPN	N;MASC;SG
지우	limpo	지우	limpo		ADJ;MASC;SG
지우	clear	지우	clear		N;MASC;SG
지우	limpar	지우	limpar		V;NFIN
지우	apagar	지우	apagar		V;NFIN
지우	apaga	지우	apagar		V;IND;SG;3;PRS;FIN
지우	apague	지우	apagar		V;SBJV;SG;3;PRS;FIN
지우	apaguem	지우	apagar		V;SBJV;PL;3;PRS;FIN
지우	apago	지우	apago		V;IND;SG;1;PRS;FIN
반대편	oposta	반대편	oposto		ADJ;FEM;SG
반대편	opostos	반대편	oposto		N;MASC;PL
반대편	oposto	반대편	oposto		ADJ;MASC;SG
프로그래머	programadores	프로그래머	programador		N;MASC;PL
프로그래머	programador	프로그래머	programador		N;MASC;SG
제럴드	gerald	제럴드	gerald	PROPN	N;MASC;SG
제럴드	geraldo	제럴드	geraldo	PROPN	N;MASC;SG
제럴드	jerald	제럴드	jerald	PROPN	N;MASC;SG
습작	húmido	습작	húmido	N	ADJ;MASC;SG
습작	úmido	습작	úmido	N	ADJ;MASC;SG
월리스	wallace	월리스	wallace	PROPN	N;MASC;SG
둘레	perímetro	둘레	perímetro		N;MASC;SG
둘레	perímetros	둘레	perímetro		N;MASC;PL
상업용	comercial	상업용	comercial	N	ADJ;MASC;SG
데이먼	damon	데이먼	damon	PROPN	N;MASC;SG
자발적	voluntária	자발+적	voluntário	N	ADJ;FEM;SG
황소	touro	황소	touro		N;MASC;SG
황소	boi	황소	boi		N;MASC;SG
황소	bull	황소	bull		N;MASC;SG
안달루시아	andaluz	안달루시아	andaluz	PROPN	N;MASC;SG
화랑	galeria	화랑	galeria		N;FEM;SG
스택	empilhar	스택	empilhar	N	V;NFIN
큐슈	kyushu	큐슈	kyushu		N;MASC;SG
에픽	épico	에픽	épico		N;MASC;SG
에픽	epic	에픽	epic		N;MASC;SG
에픽	épica	에픽	épica		N;FEM;SG
에픽	epik	에픽	epik		N;MASC;SG
블로거	blogueira	블로거	blogueiro		N;FEM;SG
블로거	blogger	블로거	blogger		N;MASC;SG
블로거	blogueiro	블로거	blogueiro		N;MASC;SG
블로거	blogueiros	블로거	blogueiro		N;MASC;PL
파인	pinheiro	파인	pinheiro		N;MASC;SG
파인	pine	파인	pine		N;MASC;SG
파인	pinho	파인	pinho		N;MASC;SG
재무	financeiro	재무	financeiro	N	ADJ;MASC;SG
치과	dentistas	치+과	dentista		N;MASC;PL
치과	dentista	치+과	dentista		N;MASC;SG
치과	dentistas	치+과	dentista		N;MASC;PL
치과	dentários	치+과	dentário		N;MASC;PL
치과	dental	치+과	dental		N;MASC;SG
치과	odontologia	치+과	odontologia		N;FEM;SG
치과	odontologia	치+과	odontologia		N;FEM;SG
