το	را	ο	را	DET;NOM;DEF;NEUT;SG	PART
βέλγιο	بلژیک	βέλγιο	بلژیک	PROPN;NOM;NEUT;SG	N;SG
στίχοι	شعر	στίχος	شعر	N;NOM;MASC;PL	N;SG
απευθείας	دایرکت	απευθείας	دایرکت	ADV	N;SG
απευθείας	direct	απευθείας	None	ADV	N;SG
ρωσικά	روس	ρωσικός	روس	ADV	N;SG
ρωσικά	روسیه	ρωσικός	روسیه	ADV	N;SG
ρωσικά	روسی	ρωσικός	روسی	ADV	N;SG
ηλίας	الیاس	ηλία	الیاس	PROPN;NOM;MASC;SG	N;SG
ηλίας	الایژا	ηλία	الایژا	PROPN;NOM;MASC;SG	N;SG
ηλίας	الیاس	ηλία	الیاس	PROPN;NOM;MASC;SG	N;SG
βενετία	ونیز	βενετία	ونیز	PROPN;NOM;FEM;SG	
δέχεται	پذیرد	δέχομαι	پذیرفت#پذیر	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;SBJV;SG;3;PRS
σύζυγο	wife	σύζυγος	wife	N;ACC;FEM;SG	
δημοκρατικό	دمکراتیک	δημοκρατικός	None	ADJ;NOM;NEUT;SG	N;SG
δημοκρατικό	دموکراتیک	δημοκρατικός	دموکراتیک	ADJ;NOM;NEUT;SG	N;SG
δημοκρατικό	دموکرات	δημοκρατικός	دموکر	ADJ;NOM;NEUT;SG	N;SG
σκωτίας	اسکاتلند	σκωτία	اسکاتلند	PROPN;GEN;FEM;SG	N;SG
σκωτίας	اسکاتلند	σκωτία	اسکاتلند	PROPN;GEN;FEM;SG	N;SG
σκωτίας	اسکاتلندی	σκωτία	اسکاتلندی	PROPN;GEN;FEM;SG	N;SG
λατινικά	لاتین	λατινικός	لاتین	ADV	N;SG
κλασική	کلاسیک	κλασικός	کلاسیک	ADJ;NOM;FEM;SG	N;SG
κλασική	کلاسیک	κλασικός	کلاسیک	ADJ;NOM;FEM;SG	N;SG
κλασική	classic	κλασικός	classic	ADJ;NOM;FEM;SG	N;SG
διπλό	دابل	διπλός	دابل	NUM;NOM;NEUT;SG	N;SG
μηχανική	مکانیک	μηχανικός	مکانیک	ADJ;NOM;FEM;SG	N;SG
μηχανική	مهندسی	μηχανικός	مهندسی	ADJ;NOM;FEM;SG	N;SG
υπέστη	وارده	υφίσταμαι	وارده	V;PFV;IND;SG;3;PST;FIN;PASS	N;SG
καν	khan	καν	khan	ADV	N;SG
καν	خان	καν	خان	ADV	N;SG
καν	هانگ	καν	هانگ	ADV	N;SG
ψήφους	رای	ψήφος	None	N;NOM;FEM;PL	N;SG
ψήφους	رأی	ψήφος	رأی	N;NOM;FEM;PL	N;SG
ανθρώπινη	انسان	ανθρώπινος	انسان	ADJ;NOM;FEM;SG	N;SG
ανθρώπινη	انسانی	ανθρώπινος	انسانی	ADJ;NOM;FEM;SG	N;SG
ανθρώπινη	بشر	ανθρώπινος	بشر	ADJ;NOM;FEM;SG	N;SG
πωλήσεις	فروش	πώληση	فروش	N;NOM;FEM;PL	N;SG
φιναλίστ	فینالیست	φιναλίστ	فینالیست		N;SG
φιναλίστ	finalist	φιναλίστ	finalist		N;SG
άνοιξε	باز	ανοίγω	باز	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ
τρόπους	ادب	τρόπος	ادب	N;ACC;MASC;PL	N;SG
εμπορικό	فروشگاه	εμπορικός	فروشگاه	ADJ;NOM;NEUT;SG	N;SG
γιουγκοσλαβίας	یوگسلاوی	γιουγκοσλαβία	یوگسلاوی	PROPN;GEN;FEM;SG	N;SG
προσωρινά	موقت	προσωρινά	None	ADV	N;SG
προσωρινά	موقتی	προσωρινά	موقتی	ADV	N;SG
προσωρινά	موقتا	προσωρινά	موقتا	ADV	N;SG
προσωρινά	موقت	προσωρινά	None	ADV	N;SG
προσωρινά	موقتی	προσωρινά	موقتی	ADV	N;SG
προσωρινά	موقت	προσωρινά	None	ADV	N;SG
εντούτοις	هرچند	εντούτοις	هرچند	ADV	CONJ
κύτταρα	سلول	κύτταρα	سلول	N;NOM;NEUT;PL	N;SG
ρουμανία	رومانی	ρουμανία	رومانی	PROPN;ACC;FEM;SG	N;SG
αντ	اده	αντ	اده	N	
ανακάλυψε	کشف	ανακαλύπτω	کشف	V;PFV;IND;SG;3;PST;FIN;ACT	N;SG
ενέργειες	کنش	ενέργεια	None	N;NOM;FEM;PL	N;SG
πολωνίας	لهستان	πολωνία	لهستان	PROPN;GEN;FEM;SG	N;SG
μαδρίτης	مادرید	μαδρίτης	مادرید	PROPN;GEN;FEM;SG	N;SG
παρόν	حاضر	παρόν	حاضر	N;NOM;NEUT;SG	ADJ
νομίσματα	سکه	νόμισμα	سکه	N;NOM;NEUT;PL	N;SG
πρακτικά	عملی	πρακτικά	عملی	ADV	ADJ
σημαντικός	مهمند	σημαντικός	مهمند	ADJ;NOM;MASC;SG	N;SG
ενεργό	فعال	ενεργός	فعال	N;NOM;NEUT;SG	ADJ
προβολή	نما	προβολή	نما	N;NOM;FEM;SG	
ρυθμό	نواخت	ρυθμός	نواخت#نواز	N;ACC;MASC;SG	V;SG;3;PST
άντζελες	آنجلس	άντζελος	آنجلس	PROPN;NOM;FEM;PL	N;SG
μαύρη	مشکی	μαύρος	مشکی	ADJ;NOM;FEM;SG	N;SG
μαύρη	سیاهی	μαύρος	سیاهی	ADJ;NOM;FEM;SG	N;SG
μαύρη	بلک	μαύρος	بلک	ADJ;NOM;FEM;SG	N;SG
αξιωματικός	افسر	αξιωματικός	None	ADJ;NOM;MASC;SG	N;SG
αξιωματικός	سرکار	αξιωματικός	سرکار	ADJ;NOM;MASC;SG	N;SG
δημιουργώντας	ایجاد	δημιουργώ	ایجاد	V;IPFV;V.CVB;ACT	N;SG
καθαρά	روشن	καθερά	روشن	ADV	ADJ
καθαρά	تمیز	καθερά	تمیز	ADV	ADJ
καθαρά	پاکم	καθερά	پاکم	ADV	N;SG
καθαρά	پاک	καθερά	پاک	ADV	ADJ
καθαρά	تور	καθερά	تور	ADV	N;SG
καθαρά	net	καθερά	net	ADV	N;SG
τέταρτο	چهارمی	τέταρτος	چهارمی	NUM;NOM;NEUT;SG	N;SG
τέταρτο	چهارم	τέταρτος	چهارم	NUM;NOM;NEUT;SG	ADJ
παρουσιάστηκε	عرضه	παρουσιάζω	عرضه	V;PFV;IND;SG;3;PST;FIN;PASS	N;SG
θεωρίες	نظریه	θεωρία	نظریه	N;NOM;FEM;PL	N;SG
αντικατέστησε	جایگزین	αντικαθιστώ	جایگزین	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ
αντικατέστησε	جایگزینی	αντικαθιστώ	جایگزینی	V;PFV;IND;SG;3;PST;FIN;ACT	N;SG
αντικατέστησε	جایگزین	αντικαθιστώ	جایگزین	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ
πληροφορία	اطلاعات	πληροφορία	اطلاع	N;ACC;FEM;SG	N;PL
πληροφορία	معلومات	πληροφορία	معلوم	N;ACC;FEM;SG	N;PL
ιστορικοί	مورخان	ιστορικός	مورخ	ADJ;NOM;MASC;PL	N;PL
πού	کجای	πού	کجا	ADV	CONJ
ονομασίες	designations	ονομασία	designations	N;NOM;FEM;PL	N;SG
παραμονή	بمان	παραμονή	None	N;ACC;FEM;SG	V;IMP;SG;2
παραμονή	بمانی	παραμονή	بمانی	N;ACC;FEM;SG	V;IMP;2
παραμονή	بمانم	παραμονή	ممتم	N;ACC;FEM;SG	V;SBJV;SG;1;PRS
παραμονή	بمانید	παραμονή	None	N;ACC;FEM;SG	V;SBJV;PL;2;PRS
εμμανουήλ	امانوئل	εμμανουήλ	امانوئل	PROPN;NOM;MASC;SG	N;SG
βάσεις	پایه	βάση	پایه	N;NOM;FEM;PL	N;SG
βάσεις	پادگان	βάση	پاده	N;NOM;FEM;PL	N;SG
ελάχιστα	کمترین	λίγο	کم	ADV;CMPR	ADJ;RL
ελάχιστα	کمینه	λίγο	کمینه	ADV;CMPR	
ελάχιστα	کمترین	λίγο	کم	ADV;CMPR	ADJ;RL
ελάχιστα	کمینه	λίγο	کمینه	ADV;CMPR	
απαιτείται	لازم	απαιτώ	لازم	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ
απαιτείται	نیاز	απαιτώ	نیاز	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;SG
νομικά	قانونا	νομικά	قانونا	ADV	N;SG
νομικά	مجاز	νομικά	مجاز	ADV	ADJ
νομικά	قانونی	νομικά	قانونی	ADV	N;SG
νομικά	حقوقی	νομικά	حقوقی	ADV	N;PL
ιαπωνίας	ژاپن	ιαπωνία	ژاپن	PROPN;GEN;FEM;SG	N;SG
άρτας	arta	άρτα	arta	PROPN;GEN;FEM;SG	N;SG
άρτας	آرتا	άρτα	آرتا	PROPN;GEN;FEM;SG	N;SG
δημήτρη	دیمیتریس	δημήτρης	دیمیتریس	PROPN;ACC;MASC;SG	ADJ;CMPR
προηγούμενο	سابقه	προηγούμενος	سابقه	ADJ;NOM;NEUT;SG	N;SG
προηγούμενο	پیشین	προηγούμενος	پیشین	ADJ;NOM;NEUT;SG	N;SG
μέσος	متوسط	μέσος	متوسط	N;NOM;MASC;SG	ADJ
αγωνιστής	مبارزان	αγωνιστής	None	N;NOM;MASC;SG	N;PL
ιράκ	عراق	ιράκ	عراق		N;SG
μηχανικός	مکانیک	μηχανικός	مکانیک	ADJ;NOM;MASC;SG	N;SG
μηχανικός	مهندس	μηχανικός	مهندس	ADJ;NOM;MASC;SG	N;SG
μηχανικός	engineer	μηχανικός	engineer	ADJ;NOM;MASC;SG	N;SG
αριθμοί	شکلی	αριθμός	شکل	N;NOM;MASC;PL	N;SG
αριθμοί	عدد	αριθμός	عدد	N;NOM;MASC;PL	N;SG
οπτικά	دیداری	οπτικός	دیدار	ADV	N;SG
οπτικά	بصری	οπτικός	بصری	ADV	N;SG
οπτικά	تصویری	οπτικός	تصویر	ADV	N;SG
οπτικά	نوری	οπτικός	نوری	ADV	N;SG
απαιτεί	تقاضای	απαιτώ	تقاضا	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;SG
βραζιλίας	برزیلی	βραζιλία	برزیلی	PROPN;GEN;FEM;SG	N;SG
βραζιλίας	برزیل	βραζιλία	برزیل	PROPN;GEN;FEM;SG	N;SG
ειδικές	خاص	ειδικός	خاص	ADJ;NOM;FEM;PL	N;SG
πότε	وقتی	πότε	وقتی	ADV	CONJ
πότε	چون	πότε	چون	ADV	CONJ
εγχώρια	اهلی	εγχώριο	اهلی	N;NOM;NEUT;PL	N;SG
ισπανική	اسپانیا	ισπανικός	اسپانیا	ADJ;NOM;FEM;SG	N;SG
ισπανική	اسپانیایی	ισπανικός	اسپانیایی	ADJ;NOM;FEM;SG	N;SG
βασιλεία	حکمرانی	βασίλεια	حکمرانی	N;ACC;FEM;SG	N;PL
νήσοι	جزایر	νήσος	جزایر		N;PL
συγκέντρωσε	جمع	συγκεντρώνω	جمع	V;PFV;IND;SG;3;PST;FIN;ACT	N;SG
όψη	نما	όψο	نما	N;NOM;FEM;SG	
εργαλεία	ابزار	εργαλείο	ابزار	N;NOM;NEUT;PL	N;SG
δίδαξε	تدریس	διδάζω	تدریس	V;PFV;IND;SG;3;PST;FIN;ACT	N;SG
μα	ولی	μα	ولی	ADV	CONJ
μα	اما	μα	اما	ADV	CONJ
οδηγήσει	تقدم	οδηγώ	تقدم	V;PFV;NFIN;ACT	N;SG
οδηγήσει	سرب	οδηγώ	سرب	V;PFV;NFIN;ACT	N;SG
οδηγήσει	لید	οδηγώ	لید	V;PFV;NFIN;ACT	N;SG
αποφάσεις	تصمیم	απόφαση	تصمیم	N;NOM;FEM;PL	N;SG
βρετανός	بریتانیایی	βρετανός	بریتانی	ADJ;NOM;MASC;SG	N;SG
βρετανός	بریتانیا	βρετανός	None	ADJ;NOM;MASC;SG	N;SG
κωνσταντίνο	کنستانتینو	κωνσταντίνος	کنستانتینو	PROPN;ACC;MASC;SG	N;SG
κέρκυρα	کورفو	κέρκυρα	کورفو	PROPN;ACC;FEM;SG	N;SG
σχετικό	نسبی	σχετικός	نسبی	ADJ;NOM;NEUT;SG	N;SG
σχετικό	مرتبط	σχετικός	مرتبط	ADJ;NOM;NEUT;SG	N;SG
τέχνες	arts	τέχνα	arts	N;NOM;FEM;PL	N;SG
τέχνες	هنر	τέχνα	هنر	N;NOM;FEM;PL	N;SG
παντρεμένος	married	παντρεμένος	married	V;PFV;NOM;MASC;SG;V.PTCP;PASS	N;SG
παντρεμένος	متاهل	παντρεμένος	متاهل	V;PFV;NOM;MASC;SG;V.PTCP;PASS	N;SG
παντρεμένος	ازدواج	παντρεμένος	ازدواج	V;PFV;NOM;MASC;SG;V.PTCP;PASS	N;SG
τελετή	مراسم	τελετός	مراسم	N;ACC;FEM;SG	N;PL
παρουσιάζεται	عرضه	παρουσιάζω	عرضه	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;SG
καθιερώθηκε	معرفی	καθιερώνω	معرفی	V;PFV;IND;SG;3;PST;FIN;PASS	N;SG
ήττες	ضرر	ήττα	None	N;NOM;FEM;PL	N;SG
αφήνοντας	ترک	αφήνω	ترک	V;IPFV;V.CVB;ACT	N;SG
ασθενείς	بیمارها	ασθενής	بیمار	ADJ;NOM;MASC;PL	N;PL
ασθενείς	بیماران	ασθενής	بیمار	ADJ;NOM;MASC;PL	N;PL
τάξεις	کلاس	τάξη	کلاس	N;NOM;FEM;PL	N;SG
νέοι	جوانی	νέος	جوانی	ADJ;NOM;MASC;PL	N;SG
νέοι	جوانان	νέος	جوان	ADJ;NOM;MASC;PL	N;PL
κοινά	تماشاگران	κοινός	تماشاگر	ADV	N;PL
κοινά	مخاطبین	κοινός	مخاطب	ADV	N;PL
λεπτό	لاغر	λεπτό	لاغر	N;NOM;NEUT;SG	ADJ
παράγοντας	فاکتور	παράγοντας	فاکتور	V;IPFV;V.CVB;ACT	N;SG
παράγοντας	عامل	παράγοντας	عامل	V;IPFV;V.CVB;ACT	N;SG
βρίσκει	بفهمد	βρίσκω	فهمید#فهم	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SBJV;SG;3;PRS
βρίσκει	بیابد	βρίσκω	آمد#آ	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SBJV;SG;3;PRS
ηχογραφήσεις	رکوردینگز	ηχογράφηση	رکوردینگز	N;NOM;FEM;PL	N;SG
εκατοστά	سانتیمتر	εκατοστά	سانتیمتر	N;NOM;NEUT;PL	N;SG
εκατοστά	اینچ	εκατοστά	اینچ	N;NOM;NEUT;PL	N;SG
ορχήστρα	b	ορχήστρα	b	N;NOM;FEM;SG	INTJ
ορχήστρα	نوازندگان	ορχήστρα	None	N;NOM;FEM;SG	N;PL
άνοιγμα	باز	άνοιγμα	باز	N;NOM;NEUT;SG	ADJ
ιρλανδία	ایرلند	ιρλανδία	ایرلند	PROPN;ACC;FEM;SG	N;SG
δεκάδες	چندین	δεκάδα	چندین	NUM;NOM;FEM;PL	ADJ
δεκάδες	دوجین	δεκάδα	جین	NUM;NOM;FEM;PL	N;SG
υγρό	خیس	υγρό	None	N;NOM;NEUT;SG	ADJ
αργεντινή	آرژانتین	αργεντινή	آرژانتین	PROPN;ACC;FEM;SG	N;SG
αλβανία	آلبانی	αλβανία	آلبانی	PROPN;ACC;FEM;SG	N;SG
λι	لی	λι	None		
παρόμοιο	مشابه	παρόμοιος	مشابه	N;NOM;NEUT;SG	ADJ
αθλητικός	اتلتیک	αθλητικός	اتلتیک	ADJ;NOM;MASC;SG	N;SG
αθλητικός	ورزشی	αθλητικός	ورزشی	ADJ;NOM;MASC;SG	N;SG
αθλητικός	ورزشکار	αθλητικός	ورزشکار	ADJ;NOM;MASC;SG	N;SG
δημοψήφισμα	رفراندم	δημοψήφισμα	رفراند#رفران	N;NOM;NEUT;SG	V;SG;1;PST
σύντομη	کوتاه	σύντομος	کوتاه	N;NOM;FEM;SG	ADJ
διοικητικές	اداری	διοικητικός	None	ADJ;NOM;FEM;PL	N;SG
ρώσος	روس	ρώσος	روس	PROPN;NOM;MASC;SG	N;SG
ρώσος	روسیه	ρώσος	روسیه	PROPN;NOM;MASC;SG	N;SG
ρώσος	روسی	ρώσος	روسی	PROPN;NOM;MASC;SG	N;SG
διοικητικό	اداری	διοικητικός	None	ADJ;NOM;NEUT;SG	N;SG
συνδέονται	متصل	συνδέω	متصل	V;IPFV;IND;PL;3;PRS;FIN;PASS	ADJ
παλαιό	پیر	παλιός	پیر	ADJ;NOM;NEUT;SG	N;SG
παλαιό	قدیمی	παλιός	قدیمی	ADJ;NOM;NEUT;SG	N;SG
παλαιό	قدمت	παλιός	قدمت	ADJ;NOM;NEUT;SG	N;SG
ινδίας	هند	ινδία	هند	PROPN;GEN;FEM;SG	N;SG
ινδίας	هندوستان	ινδία	هندوستان	PROPN;GEN;FEM;SG	N;SG
τείχη	دیوار	τείχος	دیوار	N;NOM;NEUT;PL	N;SG
σύγχρονο	مدرن	σύγχρονο	مدرن	ADJ;NOM;NEUT;SG	N;SG
σύγχρονο	امروزی	σύγχρονο	امروزی	ADJ;NOM;NEUT;SG	N;SG
σύγχρονο	modern	σύγχρονο	modern	ADJ;NOM;NEUT;SG	N;SG
σύγχρονο	معاصر	σύγχρονο	معاصر	ADJ;NOM;NEUT;SG	N;SG
υπεύθυνος	مسئول	υπεύθυνος	مسئول	ADJ;NOM;MASC;SG	N;SG
υπεύθυνος	مسول	υπεύθυνος	مسول	ADJ;NOM;MASC;SG	N;SG
υπεύθυνος	مسئولیت	υπεύθυνος	مسئولیت	ADJ;NOM;MASC;SG	N;SG
οδηγίες	دستورالعمل	οδηγία	دستورالعمل	N;NOM;FEM;PL	N;SG
ρίτσαρντ	ریچارد	ρίτσαρντ	ریچارد	PROPN;NOM;MASC;SG	N;SG
θράκη	تراکیه	θράκη	تراکیه	PROPN;ACC;FEM;SG	N;SG
δύση	غربی	δύση	غربی	N;ACC;FEM;SG	ADJ
ρώσοι	روسها	Ρώσος	روس	PROPN;NOM;MASC;PL	N;PL
πρόσφυγες	مهاجر	πρόσφυγας	مهاجر	N;NOM;MASC;PL	N;SG
πρόσφυγες	پناهنده	πρόσφυγας	پناهنده	N;NOM;MASC;PL	N;SG
βασικός	پایه	βασικός	پایه	ADJ;NOM;MASC;SG	N;SG
βασικός	پکیج	βασικός	پکیج	ADJ;NOM;MASC;SG	N;SG
βασικός	بیسیک	βασικός	بیسیک	ADJ;NOM;MASC;SG	N;SG
οριστικά	قطعی	οριστικά	قطعی	ADV	N;SG
αλλάζει	تغییر	αλλάζω	تغییر	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;SG
μηδέν	صفر	μηδέν	صفر	N;NOM;NEUT;SG	NUM
πανιώνιος	panionios	πανιώνιος	panionios	ADJ;NOM;MASC;SG	N;SG
δρόμους	خیابان	δρόμος	خیابان	N;ACC;MASC;PL	N;SG
σπύρος	اسپیروس	σπύρος	اسپیروس	PROPN;NOM;MASC;SG	N;SG
σπύρος	اسپیرو	σπύρος	اسپیرو	PROPN;NOM;MASC;SG	N;SG
ρωμαίοι	رومیها	ρωμαίος	رومی	PROPN;NOM;MASC;PL	N;PL
χάρι	هری	χάρι	هری		N;SG
ανασκαφές	excavations	ανασκαφή	excavations	N;NOM;FEM;PL	N;SG
ουγγαρίας	مجارستان	ουγγαρία	مجارستان	PROPN;GEN;FEM;SG	N;SG
βαθμός	زینه	βαθμός	زینه	N;NOM;MASC;SG	INTJ
σταθερή	معین	σταθερός	معین	ADJ;NOM;FEM;SG	N;SG
σταθερή	یکنواخت	σταθερός	یکنواخت	ADJ;NOM;FEM;SG	ADV
σταθερή	پایدار	σταθερός	پایدار	ADJ;NOM;FEM;SG	N;SG
κοινωνικές	سوسیال	κοινωνικός	سوسیال	ADJ;NOM;FEM;PL	N;SG
δάση	جنگلداری	δάσος	جنگلداری	N;NOM;NEUT;PL	N;SG
δάση	فارست	δάσος	فارست	N;NOM;NEUT;PL	N;SG
δάση	جنگل	δάσος	جنگل	N;NOM;NEUT;PL	N;SG
δάση	جنگلی	δάσος	جنگلی	N;NOM;NEUT;PL	N;SG
ουγγαρία	مجارستان	ουγγαρία	مجارستان	PROPN;ACC;FEM;SG	N;SG
πελοποννήσου	پلوپونز	πελοποννώ	پلوپونز	PROPN;GEN;FEM;SG	N;SG
κρίσιμη	بحرانی	κρίσιμος	بحرانی	ADJ;NOM;FEM;SG	N;SG
κρίσιμη	انتقادی	κρίσιμος	انتقاد	ADJ;NOM;FEM;SG	N;SG
κρίσιμη	حیاتی	κρίσιμος	حیاتی	ADJ;NOM;FEM;SG	N;SG
κρίσιμη	crucial	κρίσιμος	crucial	ADJ;NOM;FEM;SG	N;SG
ηράκλειο	هراکلیون	ηράκλειο	هراکلیون	PROPN;NOM;NEUT;SG	
κωδικός	گذرواژه	κωδικός	گذرواژه	ADJ;NOM;MASC;SG	N;SG
κωδικός	پسورد	κωδικός	پسورد	ADJ;NOM;MASC;SG	N;SG
κωδικός	کد	κωδικός	کرد#کن	ADJ;NOM;MASC;SG	N;SG
επικοινωνία	ارتباطات	επικοινωνία	ارتباط	N;NOM;FEM;SG	N;PL
επικοινωνία	آشنا	επικοινωνία	آشنا	N;NOM;FEM;SG	ADJ
επικοινωνία	ارتباطات	επικοινωνία	ارتباط	N;NOM;FEM;SG	N;PL
επικοινωνία	آیات	επικοινωνία	None	N;NOM;FEM;SG	N;PL
γεωγραφική	جغرافیایی	γεωγραφικός	None	ADJ;NOM;FEM;SG	N;SG
είδε	دید	βλέπω	دید#بین	V;PFV;IND;SG;3;PST;FIN;ACT	N;SG
κέρκυρας	کورفو	κέρκυρα	کورفو	PROPN;GEN;FEM;SG	N;SG
πέμπτη	پنجم	πέμπτη	پنجم	N;ACC;FEM;SG	ADJ
πέμπτη	پنجمین	πέμπτη	پنجمین	N;ACC;FEM;SG	ADJ;RL
ποσότητες	کمیت	ποσότητα	کمیت	N;NOM;FEM;PL	N;SG
καθολική	کاتولیک	καθολικός	کاتولیک	ADJ;NOM;FEM;SG	N;SG
καθολική	جهانی	καθολικός	جهانی	ADJ;NOM;FEM;SG	N;SG
καθολική	یونیورسال	καθολικός	یونیورسال	ADJ;NOM;FEM;SG	N;SG
αραβικά	عربی	αραβικά	عربی		N;SG
αραβικά	تازی	αραβικά	تازی		N;SG
αρχαίος	کهن	αρχαίος	کهن	ADJ;NOM;MASC;SG	N;SG
αρχαίος	باستانی	αρχαίος	باستانی	ADJ;NOM;MASC;SG	N;SG
αρχαίος	باستان	αρχαίος	باستان	ADJ;NOM;MASC;SG	N;SG
πλήρης	پر	πλήρης	پر	ADJ;NOM;FEM;SG	N;SG
πλήρης	کاملش	πλήρης	کاملش	ADJ;NOM;FEM;SG	N;SG
πλήρης	فول	πλήρης	فول	ADJ;NOM;FEM;SG	N;SG
πλήρης	پره	πλήρης	پره	ADJ;NOM;FEM;SG	N;SG
πλήρης	تکمیل	πλήρης	تکمیل	ADJ;NOM;FEM;SG	N;SG
στρατιωτικοί	ارتش	στρατιωτικός	ارتش	ADJ;NOM;MASC;PL	N;SG
στρατιωτικοί	نظامی	στρατιωτικός	نظام	ADJ;NOM;MASC;PL	N;SG
στρατιωτικοί	ارتشی	στρατιωτικός	ارتشی	ADJ;NOM;MASC;PL	N;SG
αποσύρθηκε	بازنشست	αποσύρω	بازنشست	V;PFV;IND;SG;3;PST;FIN;PASS	N;SG
αποσύρθηκε	بازنشسته	αποσύρω	بازنشسته	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;SG;3;V.PTCP
αποσύρθηκε	کناره	αποσύρω	کناره	V;PFV;IND;SG;3;PST;FIN;PASS	N;SG
αγγλικό	انگلیسی	αγγλικός	انگلیسی	ADJ;NOM;NEUT;SG	N;SG
αγγλικό	english	αγγλικός	english	ADJ;NOM;NEUT;SG	N;SG
περιουσία	املاک	περιουσία	None	N;ACC;FEM;SG	N;PL
αθλητικό	اتلتیک	αθλητικό	اتلتیک	ADJ;NOM;NEUT;SG	N;SG
αθλητικό	ورزشی	αθλητικό	ورزشی	ADJ;NOM;NEUT;SG	N;SG
αθλητικό	ورزشکار	αθλητικό	ورزشکار	ADJ;NOM;NEUT;SG	N;SG
αθλητικό	اسپورتینگ	αθλητικό	اسپورتینگ	ADJ;NOM;NEUT;SG	N;SG
αθλητικό	ورزشی	αθλητικό	ورزشی	ADJ;NOM;NEUT;SG	N;SG
ιβάν	ایوان	ιβάν	ایوان		N;SG
βαθμοί	نمره	βαθμός	نمره	N;NOM;MASC;PL	N;SG
βαθμοί	امتیاز	βαθμός	امتیاز	N;NOM;MASC;PL	N;SG
βαθμοί	درجه	βαθμός	درجه	N;NOM;MASC;PL	N;SG
σάντα	سانتا	σάντα	سانتا		N;SG
σάντα	بابانوئل	σάντα	بابانوئل		N;SG
σάντα	santa	σάντα	santa		N;SG
παπαδόπουλος	پاپادوپولوس	παπαδόπουλος	پاپادوپولوس	PROPN;NOM;MASC;SG	N;SG
σμύρνη	ازمیر	σμύρνη	ازمیر	PROPN;ACC;FEM;SG	N;SG
σμύρνη	izmir	σμύρνη	izmir	PROPN;ACC;FEM;SG	N;SG
λαμβάνοντας	گرفتن	λαμβάνω	گرفتن	V;IPFV;V.CVB;ACT	N;SG
σχετικές	مرتبط	σχετικός	مرتبط	ADJ;NOM;FEM;PL	N;SG
μοριακή	مولکولی	μοριακή	مولکولی	ADJ;NOM;FEM;SG	N;SG
συνεχή	مداوم	συνεχής	مداوم	ADJ;NOM;FEM;SG	N;SG
συνεχή	پیوسته	συνεχής	پیوسته	ADJ;NOM;FEM;SG	N;SG
ευαισθησία	حساس	ευαισθησία	حساس	N;ACC;FEM;SG	ADJ
ευαισθησία	حساسی	ευαισθησία	حساسی	N;ACC;FEM;SG	ADJ
κόρες	مردمک	κόρα	مردمک	N;NOM;FEM;PL	N;SG
οργανική	آلی	οργανικός	آلی	ADJ;NOM;FEM;SG	N;SG
οργανική	ارگانیک	οργανικός	ارگانیک	ADJ;NOM;FEM;SG	N;SG
θερμοκρασίες	دما	θερμοκρασία	دما	N;NOM;FEM;PL	N;SG
προσωρινή	موقت	προσωρινός	None	ADJ;NOM;FEM;SG	N;SG
προσωρινή	موقتی	προσωρινός	موقتی	ADJ;NOM;FEM;SG	N;SG
προσωρινή	موقت	προσωρινός	None	ADJ;NOM;FEM;SG	N;SG
προσωρινή	موقت	προσωρινός	None	ADJ;NOM;FEM;SG	N;SG
προσωρινή	موقتی	προσωρινός	موقتی	ADJ;NOM;FEM;SG	N;SG
συρίας	سوریه	συρία	سوریه	PROPN;GEN;FEM;SG	N;SG
συρίας	سوریه	συρία	سوریه	PROPN;GEN;FEM;SG	N;SG
συρίας	سوری	συρία	سوری	PROPN;GEN;FEM;SG	N;SG
φυλές	قبیله	φυλή	None	N;NOM;FEM;PL	N;SG
φυλές	پشتون	φυλή	پشتون	N;NOM;FEM;PL	N;SG
κύπρος	قبرس	κύπρος	قبرس	PROPN;NOM;FEM;SG	N;SG
πίτερ	پتر	πίτερ	پتر		N;SG
πίτερ	پیتر	πίτερ	پیتر		N;SG
πίτερ	پطرس	πίτερ	پطرس		N;SG
αποφασίζει	اراده	αποφασίζω	اراده	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;SG
βλέπει	بیند	βλέπω	دید#بین	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SBJV;SG;3;PRS
κατασκευές	ساخت	κατασκευή	ساخت	N;NOM;FEM;PL	N;SG
κατασκευές	سازندگی	κατασκευή	سازندگی	N;NOM;FEM;PL	N;SG
κατασκευές	ساختمان	κατασκευή	ساختمان	N;NOM;FEM;PL	N;SG
γέννηση	b	γέννηση	b	N;ACC;FEM;SG	INTJ
