algeriet	algeria	algeri	algeria	N;DEF;NEUT;SG	PROPN
sevilla	sevilla	sevilla	sevilla	PROPN	PROPN
sevilla	sevilla	sevilla	sevilla	PROPN	PROPN
kavaleri	cavaleria	kavaleri	cavalerie	N;INDF;NEUT;SG	N;DEF;FEM;SG
mel	faina	mel	faină	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
mel	mel	mel	mel	N;INDF;MASC+FEM;SG	
ronnie	ronnie	ronnie	ronnie		N;INDF;MASC;SG
køb	cumpără	køb	cumpăra	N;INDF;NEUT;SG	V;IND;SG;3;PST;FIN
køb	cumpara	køb	cumpară	N;INDF;NEUT;SG	V;IND;SG;3;IPFV;FIN
køb	cumpăr	køb	cumpăr	N;INDF;NEUT;SG	V;IND;SG;1;PRS;FIN
køb	cumpăra	køb	cumpăra	N;INDF;NEUT;SG	V;IND;SG;3;IPFV;FIN
køb	achizițiile	køb	achiziție	N;INDF;NEUT;SG	N;DEF;FEM;PL
køb	achiziții	køb	achiziție	N;INDF;NEUT;SG	N;INDF;FEM;PL
køb	cumpăr	køb	cumpăr	N;INDF;NEUT;SG	V;IND;SG;1;PRS;FIN
walker	walker	walke	walker	N;INDF;MASC+FEM;SG	PROPN
statistisk	statistice	statistisk	statistic	ADV	ADJ;INDF;FEM;PL
statistisk	statistică	statistisk	statistică	ADV	N;INDF;FEM;SG
afslørede	dezvaluit	afsløre	dezvalui	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
afslørede	dezvăluită	afsløre	dezvăluit	V;IND;PST;FIN;ACT	ADJ;INDF;FEM;SG
afslørede	dezvăluit	afsløre	dezvăluit	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
sporten	sport	sport	sport	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
ruth	ruth	ruth	ruth	N;INDF;MASC+FEM;SG	PROPN
ruth	rut	ruth	rut	N;INDF;MASC+FEM;SG	
domstol	curtea	domstol	curte	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
grænserne	frontiere	grænse	frontiere	N;DEF;MASC+FEM;PL	N;INDF;FEM;PL
grænserne	frontiere	grænse	frontiere	N;DEF;MASC+FEM;PL	N;INDF;FEM;PL
separat	separat	separat	separat	ADV	ADJ;INDF;MASC;SG
separat	separat	separat	separat	ADV	ADJ;INDF;MASC;SG
separat	separă	separat	separa	ADV	V;IND;SG;3;PST;FIN
separat	separată	separat	separa	ADV	ADJ;INDF;FEM;SG
separat	separate	separat	separat	ADV	ADJ;INDF;FEM;PL
wikidata	wikidata	wikidata	wikidata		N;DEF;FEM;SG
komponenter	componentele	komponent	componentă	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
skulptur	sculptura	skulptur	sculptură	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
pearl	pearl	pearl	pearl	N;INDF;MASC+FEM;SG	PROPN
pearl	perla	pearl	perlă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
trykte	tipărit	trykte	tipări	V;PL;PST;V.PTCP	ADJ;INDF;MASC;SG
trykte	printat	trykte	printa	V;PL;PST;V.PTCP	ADJ;INDF;MASC;SG
trykte	tipărite	trykte	tipări	V;PL;PST;V.PTCP	ADJ;INDF;FEM;PL
trykte	tipărită	trykte	tipărit	V;PL;PST;V.PTCP	ADJ;INDF;FEM;SG
trykte	imprimate	trykte	imprima	V;PL;PST;V.PTCP	ADJ;INDF;FEM;PL
godkendte	aprobat	godkende	aproba	V;PL;PST;V.PTCP	ADJ;INDF;MASC;SG
godkendte	aprobate	godkende	aprobat	V;PL;PST;V.PTCP	ADJ;INDF;FEM;PL
godkendte	omologat	godkende	omologat	V;PL;PST;V.PTCP	ADJ;INDF;MASC;SG
godkendte	aprobată	godkende	aproba	V;PL;PST;V.PTCP	ADJ;INDF;FEM;SG
permanente	permanent	permanent	permanent	ADJ;PL	ADV
permanente	permanenta	permanent	permanent	ADJ;PL	ADJ;DEF;FEM;SG
permanente	permanentă	permanent	permanent	ADJ;PL	ADJ;INDF;FEM;SG
winston	winston	winston	winston	N;INDF;MASC+FEM;SG	PROPN
fisker	pescarul	fisker	pescar	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
fisker	pescuiesc	fisker	pescui	N;INDF;MASC+FEM;SG	V;IND;PL;3;PRS;FIN
fisker	pescuitul	fisker	pescuit	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
dygtige	talentat	dygtig	talentat	ADJ;PL	ADJ;INDF;MASC;SG
dygtige	talentata	dygtig	talentat	ADJ;PL	ADJ;DEF;FEM;SG
dygtige	talentată	dygtig	talentat	ADJ;PL	ADJ;INDF;FEM;SG
oldenburg	oldenburg	oldenburg	oldenburg		PROPN
beton	concret	beton	concret	N;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
beton	concrete	beton	concret	N;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
mandat	mandatului	mandat	mandat	N;INDF;NEUT;SG	N;DEF;MASC;SG
mandat	mandatul	mandat	mandat	N;INDF;NEUT;SG	N;DEF;MASC;SG
dortmund	dortmund	dortmund	dortmunde	PROPN	PROPN
kæde	lanțul	kæde	lanț	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
bureau	agenția	bureau	agenție	N;INDF;NEUT;SG	N;DEF;FEM;SG
bureau	agentia	bureau	agentie	N;INDF;NEUT;SG	N;DEF;FEM;SG
bureau	biroul	bureau	birou	N;INDF;NEUT;SG	N;DEF;MASC;SG
police	politia	police	politie	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
police	poliția	police	poliție	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
dragon	balaur	dragon	balaur		N;INDF;MASC;SG
dragon	dragonul	dragon	dragon		N;DEF;MASC;SG
dragon	dragon	dragon	dragon		N;INDF;MASC;SG
göttingen	göttingen	gytting	göttingen	N;DEF;MASC+FEM;SG	PROPN
rede	pregătit	rede	pregăti	N	ADJ;INDF;MASC;SG
rede	pregătită	rede	pregătit	N	ADJ;INDF;FEM;SG
chopin	chopin	chopin	chopin		PROPN
drab	omucideri	drab	omucidere	N;INDF;NEUT;SG	N;INDF;FEM;PL
drab	omoruri	drab	omor	N;INDF;NEUT;SG	N;INDF;FEM;PL
drab	uciderea	drab	ucidere	N;INDF;NEUT;SG	N;DEF;FEM;SG
gad	gad	gide	gad	V;IND;PST;FIN;ACT	PROPN
dale	dale	dal	dale	N;INDF;MASC+FEM;PL	
pedro	pedro	pedro	pedro		PROPN
barry	barry	barry	barry		PROPN
barry	florin	barry	florin		PROPN
allieret	aliate	alliere	alia	V;INDF;SG;PST;V.PTCP	N;INDF;FEM;PL
allieret	aliată	alliere	alia	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
allieret	aliat	alliere	aliat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
allieret	aliat	alliere	aliat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
allieret	ally	alliere	ally	V;INDF;SG;PST;V.PTCP	PROPN
allieret	aliatul	alliere	aliat	V;INDF;SG;PST;V.PTCP	N;DEF;MASC;SG
judas	iuda	judas	iuda		N;DEF;FEM;SG
humor	umorul	humor	umor	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
humor	umorul	humor	umor	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
lufthavne	aeroport	lufthavne	aeroport	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
lufthavne	aeroportul	lufthavne	aeroport	N;INDF;MASC+FEM;PL	N;DEF;MASC;SG
lufthavne	aeroporturile	lufthavne	aeroport	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
small	mic	small	mic		ADJ;INDF;MASC;SG
small	mică	small	mic		ADJ;INDF;FEM;SG
small	micii	small	mic		N;DEF;MASC;PL
small	mici	small	mic		ADJ;INDF;PL
kentucky	kentucky	kentucky	kentucky		PROPN
afløser	înlocuind	afløser	înlocui	N;INDF;MASC+FEM;SG	V;V.MSDR
afløser	înlocuirea	afløser	înlocuire	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
afløser	înlocuirea	afløser	înlocuire	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
afløser	înlocuitor	afløser	înlocuitor	N;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
fuldmægtig	administratorul	fuldmægtig	administrator	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
nassau	nassau	nassau	nassa	N;INDF;MASC+FEM;SG	PROPN
proteiner	proteinele	protein	proteină	N;INDF;NEUT;PL	N;DEF;FEM;PL
proteiner	proteină	protein	proteină	N;INDF;NEUT;PL	N;INDF;FEM;SG
proteiner	proteina	protein	proteină	N;INDF;NEUT;PL	N;DEF;FEM;SG
proteiner	proteinele	protein	proteină	N;INDF;NEUT;PL	N;DEF;FEM;PL
simpson	simpson	simpson	simpson		N;INDF;MASC;SG
nepal	nepal	nepal	nepal	PROPN	PROPN
koncentreret	concentrate	koncentrere	concentrat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
koncentreret	concentrat	koncentrere	concentrat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
koncentreret	concentrată	koncentrere	concentrat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
koncentreret	concentrarea	koncentrere	concentrare	V;INDF;SG;PST;V.PTCP	N;DEF;FEM;SG
påstand	revendică	påstand	revendic	N;INDF;MASC+FEM;SG	V;IND;SG;3;PST;FIN
westfalen	westfalia	westfale	westfalia	N;DEF;MASC+FEM;SG	PROPN
amy	amy	amy	amy	N;INDF;MASC+FEM;SG	PROPN
factor	factorul	factor	factor	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
walk	plimbare	walk	plimbare		N;INDF;FEM;SG
walk	walk	walk	walk		N;INDF;MASC;SG
opdagelsesrejsende	explorer	opdagelsesrejsende	explorer	ADJ	N;INDF;MASC;SG
opdagelsesrejsende	explorator	opdagelsesrejsende	explorator	ADJ	N;INDF;MASC;SG
opdagelsesrejsende	exploratori	opdagelsesrejsende	explorator	ADJ	N;INDF;MASC;PL
molekyler	moleculele	molekyle	moleculă	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
møbler	mobilier	møbel	mobilier	N;INDF;NEUT;PL	N;INDF;MASC;SG
møbler	mobila	møbel	mobilă	N;INDF;NEUT;PL	N;DEF;FEM;SG
møbler	mobilă	møbel	mobilă	N;INDF;NEUT;PL	N;INDF;FEM;SG
rick	rick	rick	rick		PROPN
neutrale	neutru	neutral	neutru	ADJ;PL	ADJ;INDF;MASC;SG
neutrale	neutră	neutral	neutră	ADJ;PL	ADJ;INDF;FEM;SG
rob	rob	rob	rob		N;INDF;MASC;SG
omfattet	inclusă	omfatte	include	N;DEF;NEUT;SG	ADJ;INDF;FEM;SG
omfattet	inclus	omfatte	include	N;DEF;NEUT;SG	ADJ;INDF;MASC;SG
omfattet	incluse	omfatte	inclus	N;DEF;NEUT;SG	ADJ;INDF;FEM;PL
omfattet	acoperit	omfatte	acoperi	N;DEF;NEUT;SG	ADJ;INDF;MASC;SG
omfattet	acoperită	omfatte	acoperi	N;DEF;NEUT;SG	ADJ;INDF;FEM;SG
omfattet	acoperite	omfatte	acoperit	N;DEF;NEUT;SG	ADJ;INDF;FEM;PL
terror	teroarea	terror	teroare	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
terror	terorismul	terror	terorism	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
kriminelle	infractor	kriminel	infractor	ADJ;PL	N;INDF;MASC;SG
kriminelle	criminală	kriminel	criminal	ADJ;PL	ADJ;INDF;FEM;SG
kriminelle	criminal	kriminel	criminal	ADJ;PL	N;INDF;MASC;SG
kriminelle	penal	kriminel	penal	ADJ;PL	N;INDF;MASC;SG
kriminelle	criminali	kriminel	criminal	ADJ;PL	N;INDF;MASC;PL
kriminelle	infractorii	kriminel	infractor	ADJ;PL	N;DEF;MASC;PL
kriminelle	criminalii	kriminel	criminal	ADJ;PL	N;DEF;MASC;PL
kriminelle	infractori	kriminel	infractor	ADJ;PL	N;INDF;MASC;PL
kriminelle	criminalilor	kriminel	criminal	ADJ;PL	N;DEF;MASC;PL
leftarm	leftarm	leftarm	leftarm		N;INDF;MASC;SG
forøget	crescută	forøge	crescut	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
forøget	majorat	forøge	majorat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
regelmæssige	regulată	regelmæssig	regulat	ADJ;PL	ADJ;INDF;FEM;SG
regelmæssige	regulat	regelmæssig	regulat	ADJ;PL	ADV
regelmæssige	obișnuit	regelmæssig	obișnuit	ADJ;PL	ADJ;INDF;MASC;SG
cypern	ciprul	cypern	cipru	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
cypern	cipru	cypern	cipru	N;INDF;MASC+FEM;SG	PROPN
mitsubishi	mitsubishi	mitsubishi	mitsubish		N;INDF;MASC;SG
skarpe	sharp	skarp	sharp	ADJ;PL	N;INDF;MASC;SG
kriminalitet	infractiuni	kriminalitet	infractiune	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
kriminalitet	delicte	kriminalitet	delict	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
kriminalitet	infracțiuni	kriminalitet	infracțiune	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
kriminalitet	crime	kriminalitet	crimă	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
kriminalitet	crima	kriminalitet	crimă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
undervist	predat	undervist	preda	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
undervist	învățat	undervist	învăța	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
batteri	bateria	batteri	baterie	N;INDF;NEUT;SG	N;DEF;FEM;SG
batteri	bateriile	batteri	baterie	N;INDF;NEUT;SG	N;DEF;FEM;PL
batteri	baterii	batteri	baterie	N;INDF;NEUT;SG	N;INDF;FEM;PL
omkostninger	costurile	omkostning	cost	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
omkostninger	costul	omkostning	cost	N;INDF;MASC+FEM;PL	N;DEF;MASC;SG
omkostninger	cost	omkostning	cost	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
afdelingen	departament	afdeling	departament	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
mur	peretele	mur	perete	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
mur	wall	mur	wall	N;INDF;MASC+FEM;SG	PROPN
mur	zidul	mur	zid	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
motors	motors	motors	motors		PROPN
motors	motoare	motors	motor		N;INDF;FEM;PL
cia	cia	cia	cil		N
cia	cia	cia	cil		N
cia	cla	cia	cla		
forberede	pregătirea	forbere	pregătire	V;NFIN;ACT	N;DEF;FEM;SG
richmond	richmond	richmond	richmond	N;INDF;NEUT;SG	PROPN
lissabon	lisabona	lissabon	lisabonă		PROPN
lissabon	lisbon	lissabon	lisbon		N;INDF;MASC;SG
grace	har	grace	har		N;INDF;MASC;SG
grace	harul	grace	har		N;DEF;MASC;SG
grace	grace	grace	grac		PROPN
grace	grație	grace	grație		N;INDF;FEM;SG
skandinavisk	scandinave	skandinavisk	scandinavă	ADJ;INDF;SG	ADJ;INDF;FEM;PL
brugerne	utilizatori	bruger	utilizator	N;DEF;MASC+FEM;PL	N;INDF;MASC;PL
sct	sct	sct	sct	N;INDF;MASC+FEM;SG	
tusind	mii	tusind	mie	N;INDF;NEUT;SG	NUM;INDF;FEM;PL
templet	templu	temple	templu	N;DEF;NEUT;SG	N;INDF;MASC;SG
templet	temple	temple	templu	N;DEF;NEUT;SG	N;INDF;FEM;PL
håbet	sperând	håb	spera	N;DEF;NEUT;SG	V;V.MSDR
håbet	sper	håb	spera	N;DEF;NEUT;SG	V;IND;SG;1;PRS;FIN
håbet	speranță	håb	speranță	N;DEF;NEUT;SG	N;INDF;FEM;SG
håbet	sperat	håb	spera	N;DEF;NEUT;SG	ADJ;INDF;MASC;SG
indlagt	spitalizat	indlægge	spitaliza	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
indlagt	încrustat	indlægge	încrusta	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
indlagt	spitalizat	indlægge	spitaliza	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
indlagt	admisă	indlægge	admis	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
indlagt	admis	indlægge	admite	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
reform	reformarea	reform	reformare	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
reform	reformei	reform	reformă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
reform	reforma	reform	reformă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
videnskabeligt	științifică	videnskabelig	științific	ADV	ADJ;INDF;FEM;SG
videnskabeligt	stiintific	videnskabelig	stiintific	ADV	ADJ;INDF;MASC;SG
grenaa	grenaa	grenaa	grena	PROPN	N;DEF;FEM;SG
missioner	misiunile	mission	misiune	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
tidsrum	perioada	tidsrum	perioadă	N;INDF;NEUT;SG	N;DEF;FEM;SG
psykisk	psihologice	psykisk	psihologic	ADJ;INDF;SG	ADJ;INDF;FEM;PL
psykisk	clarvăzător	psykisk	clarvăzător	ADJ;INDF;SG	N;INDF;MASC;SG
psykisk	medium	psykisk	medium	ADJ;INDF;SG	N;INDF;MASC;SG
psykisk	psihiatrie	psykisk	psihiatrie	ADJ;INDF;SG	N;INDF;FEM;SG
psykisk	psihiatrice	psykisk	psihiatric	ADJ;INDF;SG	ADJ;INDF;FEM;PL
psykisk	mentale	psykisk	mental	ADJ;INDF;SG	ADJ;INDF;FEM;PL
clara	clara	clara	clar		ADJ;DEF;FEM;SG
clara	clară	clara	clar		ADJ;INDF;FEM;SG
beskadiget	deteriorat	beskadige	deteriora	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
beskadiget	deteriorată	beskadige	deteriora	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
beskadiget	avariate	beskadige	avaria	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
beskadiget	avariat	beskadige	avariat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
beskadiget	deteriorate	beskadige	deteriorat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
rudolph	rudolph	rudolph	rudolph	N;INDF;MASC+FEM;SG	PROPN
rudolph	rudolf	rudolph	rudolf	N;INDF;MASC+FEM;SG	PROPN
ward	ward	ward	ward		PROPN
modtagelse	primirea	modtagelse	primire	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
modtagelse	primirea	modtagelse	primire	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
modtagelse	primind	modtagelse	primi	N;INDF;MASC+FEM;SG	V;V.MSDR
support	sprijinul	support	sprijin	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
sandhed	adevarul	sandhed	adevar	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
sandhed	adevărul	sandhed	adevăr	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
hævet	crescută	hæve	crescut	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
hævet	ridicată	hæve	ridicat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
hævet	crescut	hæve	crescut	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
hævet	umflate	hæve	umfla	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
hævet	umflat	hæve	umfla	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
hævet	umflată	hæve	umfla	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
manuelt	manual	manuel	manual	ADJ;INDF;SG	N;INDF;MASC;SG
manuelt	manualul	manuel	manual	ADJ;INDF;SG	N;DEF;MASC;SG
inn	inn	inn	inn		N;INDF;MASC;SG
inn	hanul	inn	han		N;DEF;MASC;SG
inn	hanuri	inn	han		N;INDF;FEM;PL
præstation	performanțe	præstation	performanță	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
præstation	performanta	præstation	performant	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
præstation	performanța	præstation	performanță	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
atmosfæren	atmosferă	atmosfær	atmosferă	N;DEF;MASC+FEM;SG	N;INDF;FEM;SG
magic	magice	magic	magic		ADJ;INDF;FEM;PL
magic	magie	magic	magie		N;INDF;FEM;SG
magic	magic	magic	magic		ADJ;INDF;MASC;SG
magic	magică	magic	magic		ADJ;INDF;FEM;SG
magic	magia	magic	magie		N;DEF;FEM;SG
betragtede	considerata	betragte	considerat	V;IND;PST;FIN;ACT	ADJ;DEF;FEM;SG
betragtede	considerate	betragte	considerat	V;IND;PST;FIN;ACT	ADJ;INDF;FEM;PL
betragtede	considerată	betragte	considerat	V;IND;PST;FIN;ACT	ADJ;INDF;FEM;SG
betragtede	considerat	betragte	considerat	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
racer	racer	race	racer	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
boksning	boxul	boksning	box	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
augustus	augustus	augustus	augustus	N;INDF;MASC+FEM;SG	PROPN
iau	uai	iau	uai		
specialiseret	specializat	specialisere	specializat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
specialiseret	specializate	specialisere	specializat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
specialiseret	specializată	specialisere	specializat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
specialiseret	specializat	specialisere	specializat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
specialiseret	specializate	specialisere	specializat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
specialiseret	specializată	specialisere	specializat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
voice	glas	voice	glas		N;INDF;MASC;SG
voice	voice	voice	voic		N;INDF;MASC;SG
voice	voce	voice	voce		N;INDF;FEM;SG
voice	vocea	voice	voce		N;DEF;FEM;SG
cameron	cameron	cameron	cameron	N;INDF;MASC+FEM;SG	PROPN
holberg	holberg	holberg	holberg	N;INDF;MASC+FEM;SG	
fastholdt	menținut	fastholde	menține	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
fastholdt	reținut	fastholde	reține	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
øre	urechea	øre	ureche	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
øre	urechi	øre	urechi	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
øre	urechile	øre	ureche	N;INDF;MASC+FEM;SG	N;DEF;FEM;PL
walt	walt	walt	walt		PROPN
katalog	catalogul	katalog	catalog	N;INDF;NEUT;SG	N;DEF;MASC;SG
katalog	catalogul	katalog	catalog	N;INDF;NEUT;SG	N;DEF;MASC;SG
hudson	hudson	hudson	hudson		PROPN
schwerin	schwerin	schwerin	schwerin	N;INDF;MASC+FEM;SG	PROPN
rapporterede	raportat	rapportere	raporta	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
rapporterede	raportată	rapportere	raporta	V;IND;PST;FIN;ACT	ADJ;INDF;FEM;SG
rapporterede	raportate	rapportere	raportat	V;IND;PST;FIN;ACT	ADJ;INDF;FEM;PL
elben	elba	elben	elbă	PROPN	PROPN
karsten	karsten	karsten	karsten	N;DEF;MASC+FEM;SG	PROPN
triple	triplă	triple	triplă		ADJ;INDF;FEM;SG
triple	tripla	triple	triplă		ADJ;DEF;FEM;SG
triple	triple	triple	triplu		
triple	triplu	triple	triplu		ADJ;INDF;MASC;SG
klassificeret	clasificate	klassificere	clasificat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
klassificeret	clasificat	klassificere	clasifica	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
klassificeret	clasificată	klassificere	clasificat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
produktet	produse	produkt	produs	N;DEF;NEUT;SG	N;INDF;FEM;PL
produktet	produs	produkt	produs	N;DEF;NEUT;SG	N;INDF;MASC;SG
taber	ratat	tabe	ratat	V;IND;PRS;FIN;ACT	ADJ;INDF;MASC;SG
broadway	broadway	broadway	broadway	N;INDF;MASC+FEM;SG	PROPN
armenien	armean	armenie	armean	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
armenien	armeni	armenie	armen	N;DEF;MASC+FEM;SG	N;INDF;MASC;PL
armenien	armenia	armenie	armenia	N;DEF;MASC+FEM;SG	PROPN
tropiske	tropical	tropisk	tropical	ADJ;PL	ADJ;INDF;MASC;SG
tropiske	tropicală	tropisk	tropical	ADJ;PL	ADJ;INDF;FEM;SG
hand	mînă	hand	mînă		N;INDF;FEM;SG
hand	mana	hand	mană		N;DEF;FEM;SG
hand	mână	hand	mână		N;INDF;FEM;SG
hand	mâna	hand	mână		N;DEF;FEM;SG
indstilling	opțiunea	indstilling	opțiune	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
indstilling	atitudinea	indstilling	atitudine	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
indstilling	setarea	indstilling	setare	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
indstilling	configurația	indstilling	configurație	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
taastrup	taastrup	taastrup	taastrup		
munch	munch	munch	munch		N;INDF;MASC;SG
busk	busk	busk	busk	N;INDF;MASC+FEM;SG	PROPN
busk	bush	busk	bush	N;INDF;MASC+FEM;SG	PROPN
rapporter	raport	rapport	raport	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
rapporter	raportul	rapport	raport	N;INDF;MASC+FEM;PL	N;DEF;MASC;SG
rapporter	raportează	rapport	raporta	N;INDF;MASC+FEM;PL	V;IND;3;PRS;FIN
rapporter	rapoartele	rapport	raport	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
kompleks	complexe	kompleks	complex	ADJ;INDF;SG	ADJ;INDF;FEM;PL
kompleks	complexul	kompleks	complex	ADJ;INDF;SG	N;DEF;MASC;SG
lauritz	lauritz	lauritz	lauritz		
jespersen	jespersen	jespers	jespersen	N;DEF;MASC+FEM;SG	
fænomener	fenomen	fænomene	fenomen	N;INDF;NEUT;PL	N;INDF;MASC;SG
fænomener	fenomenele	fænomene	fenomen	N;INDF;NEUT;PL	N;DEF;FEM;PL
koncept	conceptul	koncept	concept	N;INDF;NEUT;SG	N;DEF;MASC;SG
wallace	wallace	wallace	wallace	N;INDF;MASC+FEM;SG	PROPN
redigere	editare	redig	editare	V;NFIN;ACT	N;INDF;FEM;SG
glenn	glenn	glenn	glenn		PROPN
eksport	exporturi	eksport	export	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
eksport	exporturile	eksport	export	N;INDF;MASC+FEM;SG	N;DEF;FEM;PL
eksport	exportă	eksport	exporta	N;INDF;MASC+FEM;SG	V;IND;SG;3;PST;FIN
eksport	exportul	eksport	export	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
lært	învățat	lære	învăța	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
lært	invatat	lære	invata	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
lært	predat	lære	preda	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
lært	învățat	lære	învăța	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
