một	one	một	one	NUM	N;NOM;INDF;MASC+FEM;SG
gồm	inklusive	gồm	inklusive	V	ADP
gồm	inkluderade	gồm	inkludera	V	ADJ;NOM;PL;PST;V.PTCP
gồm	inkluderat	gồm	inkludera	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
gồm	inkluderad	gồm	inkludera	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
gồm	bestående	gồm	bestående	V	ADJ;NOM;PRS;V.PTCP
kinh	sutra	kinh	sutra	V	N;NOM;INDF;NEUT;SG
kinh	beijing	kinh	beijing	V	PROPN;NOM
kinh	peking	kinh	peking	V	PROPN;NOM
kinh	peking	kinh	peking	V	PROPN;NOM
cứng	hårt	cứng	hård	ADJ	ADV
tiếp	nästa	tiếp	nästa	V	ADJ;NOM
tiếp	härnäst	tiếp	härnäst	V	ADV
rằng	att	rằng	att	CONJ	PART
đánh	beat	đánh	bea	V	N;NOM;INDF;NEUT;SG
đánh	påkörd	đánh	påkörd	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
đánh	träffad	đánh	träffa	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
đánh	träff	đánh	träff	V	N;NOM;INDF;MASC+FEM;SG
nhạc	music	nhạc	music	V	N;NOM;INDF;MASC+FEM;SG
nhạc	musikåret	nhạc	musikår	V	N;NOM;DEF;NEUT;SG
nhạc	musik	nhạc	musik	V	N;NOM;INDF;MASC+FEM;SG
nhạc	musikaliska	nhạc	musikalisk	V	ADJ;NOM;PL
nhạc	musikalisk	nhạc	musikalisk	V	ADJ;NOM;INDF;MASC+FEM;SG
nhạc	musikal	nhạc	musikal	V	N;NOM;INDF;MASC+FEM;SG
hóa	kemisk	hóa	kemisk		ADJ;NOM;INDF;MASC+FEM;SG
hóa	kemikalie	hóa	kemikalie		N;NOM;INDF;MASC+FEM;SG
hóa	kemiskt	hóa	kemisk		ADJ;NOM;INDF;NEUT;SG
hóa	kemi	hóa	kemi		N;NOM;INDF;MASC+FEM;SG
tranh	målar	tranh	måla	N	V;IND;PRS;FIN;ACT
tranh	kriga	tranh	krig	N	V;IMP;FIN;ACT
tranh	war	tranh	war	N	V;IMP;FIN;ACT
gọi	call	gọi	call	V	N;NOM;INDF;NEUT;SG
gọi	samtal	gọi	samtal	V	N;NOM;INDF;NEUT;SG
trang	zhuang	trang	zhuang	N	PROPN;NOM
trang	side	trang	side	N	PROPN;NOM
trang	page	trang	page	N	V;IMP;FIN;ACT
nguyên	materiellt	nguyên	materiell	N	ADJ;NOM;INDF;NEUT;SG
nguyên	yuan	nguyên	yuan	N	PROPN;NOM
tạo	skapad	tạo	skapa	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
tạo	skapat	tạo	skapa	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
tạo	skapande	tạo	skapande	V	ADJ;NOM;PRS;V.PTCP
tạo	skapelsen	tạo	skapelse	V	N;NOM;DEF;MASC+FEM;SG
tạo	skapelse	tạo	skapelse	V	N;NOM;INDF;MASC+FEM;SG
tạo	skapandet	tạo	skapande	V	N;NOM;DEF;NEUT;SG
tạo	laget	tạo	lag	V	N;NOM;DEF;NEUT;SG
tạo	lag	tạo	lag	V	N;NOM;INDF;MASC+FEM;SG
tạo	team	tạo	team	V	N;NOM;INDF;NEUT;SG
cầu	bridges	cầu	bridg	N	PROPN;NOM
đặc	solitt	đặc	solitt	N	ADJ;NOM;INDF;NEUT;SG
đặc	somalia	đặc	somali	N	PROPN;NOM
nên	bör	nên	böra	CONJ	V;IND;PRS;FIN;ACT
nên	ska	nên	skola	CONJ	V;IND;PRS;FIN;ACT
nên	borde	nên	böra	CONJ	V;IND;PST;FIN;ACT
phương	zoe	phương	zoe	N	PROPN;NOM
mới	ny	mới	ny		ADJ;NOM;INDF;MASC+FEM;SG
mới	nyhet	mới	nyhet		N;NOM;INDF;MASC+FEM;SG
mới	nya	mới	ny		ADJ;NOM;PL
mới	nytt	mới	ny		ADJ;NOM;INDF;NEUT;SG
đạo	moraliskt	đạo	moralisk	N	ADJ;NOM;INDF;NEUT;SG
đạo	moralisk	đạo	moralisk	N	ADJ;NOM;INDF;MASC+FEM;SG
đạo	moraliska	đạo	moralisk	N	ADJ;NOM;PL
bắt	catch	bắt	catch	V	N;NOM;INDF;NEUT;SG
bắt	fångst	bắt	fångst	V	N;NOM;INDF;MASC+FEM;SG
bắt	tagen	bắt	tagen	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
bắt	tagna	bắt	ta	V	ADJ;NOM;PL;PST;V.PTCP
bắt	take	bắt	take	V	N;NOM;INDF;MASC+FEM;SG
bắt	tagning	bắt	tagning	V	N;NOM;INDF;MASC+FEM;SG
bắt	grip	bắt	grip	V	N;NOM;INDF;MASC+FEM;SG
rất	mycket	rất	mycket		ADV
thức	recept	thức	recept	V	N;NOM;INDF;NEUT;SG
thức	receptet	thức	recept	V	N;NOM;DEF;NEUT;SG
tới	anlänt	tới	anlända	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
tới	framme	tới	framme	V	ADV
luận	kommentera	luận	kommentera	N	V;IMP;FIN;ACT
luận	logiska	luận	logisk	N	ADJ;NOM;PL
luận	logisk	luận	logisk	N	ADJ;NOM;INDF;MASC+FEM;SG
luận	logiskt	luận	logisk	N	ADJ;NOM;INDF;NEUT;SG
khoảng	ungefär	khoảng	ungefär	ADJ	ADV
khoảng	mellanslag	khoảng	mellanslag	ADJ	N;NOM;INDF;NEUT;PL
khoảng	blanksteg	khoảng	blanksteg	ADJ	N;NOM;INDF;NEUT;PL
khoảng	utrymmen	khoảng	utrymme	ADJ	N;NOM;INDF;NEUT;PL
khoảng	kring	khoảng	kring	ADJ	ADP
khoảng	omkring	khoảng	omkring	ADJ	ADV
khoảng	runt	khoảng	runt	ADJ	ADV
khoảng	ca	khoảng	ca	ADJ	ADV
khoảng	ungefär	khoảng	ungefär	ADJ	ADV
lần	times	lần	tim	N	PROPN;NOM
vương	crown	vương	crown	N	PROPN;NOM
vương	wang	vương	wang	N	PROPN;NOM
vương	rikt	vương	rik	N	ADJ;NOM;INDF;NEUT;SG
vương	rik	vương	rik	N	ADJ;NOM;INDF;MASC+FEM;SG
vương	rich	vương	rich	N	PROPN;NOM
vương	rika	vương	rik	N	ADJ;NOM;PL
toàn	hel	toàn	hel	N	ADJ;NOM;INDF;MASC+FEM;SG
toàn	hela	toàn	hel	N	ADJ;NOM;DEF;SG
nhật	japansk	nhật	japansk		ADJ;NOM;INDF;MASC+FEM;SG
nhật	japanska	nhật	japansk		N;NOM;INDF;MASC+FEM;SG
nhật	japaner	nhật	japan		N;NOM;INDF;MASC+FEM;PL
nhật	japanskt	nhật	japansk		ADJ;NOM;INDF;NEUT;SG
viết	skrivare	viết	skrivare	V	N;NOM;INDF;MASC+FEM;PL
viết	skrivaren	viết	skrivare	V	N;NOM;DEF;MASC+FEM;SG
viết	skrivit	viết	skriva	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
viết	skrivande	viết	skrivande	V	ADJ;NOM;PRS;V.PTCP
viết	skrift	viết	skrift	V	N;NOM;INDF;MASC+FEM;SG
viết	skrivning	viết	skrivning	V	N;NOM;INDF;MASC+FEM;SG
lan	ian	lan	ian	N	PROPN;NOM
bảo	ask	bảo	ask	V	N;NOM;INDF;MASC+FEM;SG
bảo	fråga	bảo	fråga	V	N;NOM;INDF;MASC+FEM;SG
bảo	sagda	bảo	sagda	V	ADJ;NOM;PL;PST;V.PTCP
bảo	tell	bảo	tell	V	N;NOM;INDF;NEUT;SG
bảo	bao	bảo	bao	V	PROPN;NOM
đơn	enda	đơn	enda	N	ADJ;NOM
đơn	ensamstående	đơn	ensamstående	N	ADJ;NOM
đơn	enstaka	đơn	enstaka	N	ADJ;NOM
điện	elektriskt	điện	elektrisk	N	ADJ;NOM;INDF;NEUT;SG
điện	elektrisk	điện	elektrisk	N	ADJ;NOM;INDF;MASC+FEM;SG
điện	elektriska	điện	elektrisk	N	ADJ;NOM;PL
điện	elektriskt	điện	elektrisk	N	ADJ;NOM;INDF;NEUT;SG
điện	elektrisk	điện	elektrisk	N	ADJ;NOM;INDF;MASC+FEM;SG
điện	elektriska	điện	elektrisk	N	ADJ;NOM;PL
thấy	sett	thấy	se	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
thấy	sedd	thấy	sedd	V	ADJ;NOM;INDF;MASC+FEM;SG
thấy	sedda	thấy	sedda	V	ADJ;NOM;PL;PST;V.PTCP
bao	bao	bao	bao		PROPN;NOM
bao	aldrig	bao	aldrig		ADV;NEG
bao	säck	bao	säck		N;NOM;INDF;MASC+FEM;SG
bao	hur	bao	hur		ADV
truyền	transfer	truyền	transfer	V	N;NOM;INDF;MASC+FEM;SG
truyền	överlåtelse	truyền	överlåtelse	V	N;NOM;INDF;MASC+FEM;SG
truyền	överföring	truyền	överföring	V	N;NOM;INDF;MASC+FEM;SG
truyền	infusion	truyền	infusion	V	N;NOM;INDF;MASC+FEM;SG
truyền	överföringar	truyền	överföring	V	N;NOM;INDF;MASC+FEM;PL
nghiệp	stackars	nghiệp	stack	ADJ	N;GEN;INDF;MASC+FEM;PL
nghiệp	karriären	nghiệp	karriär	ADJ	N;NOM;DEF;MASC+FEM;SG
nghiệp	karriär	nghiệp	karriär	ADJ	N;NOM;INDF;MASC+FEM;SG
nội	interna	nội	intern	N	ADJ;NOM;PL
nội	intern	nội	intern	N	ADJ;NOM;INDF;MASC+FEM;SG
nội	inre	nội	inre	N	ADJ;NOM;CMPR
nội	inre	nội	inre	N	ADJ;NOM;CMPR
thuật	magiskt	thuật	magisk	N	ADJ;NOM;INDF;NEUT;SG
thuật	magisk	thuật	magisk	N	ADJ;NOM;INDF;MASC+FEM;SG
thuật	magiska	thuật	magisk	N	ADJ;NOM;PL
gian	gian	gian	gian	N	PROPN;NOM
tướng	allmän	tướng	allmän	N	ADJ;NOM;INDF;MASC+FEM;SG
tướng	allmänna	tướng	allmän	N	ADJ;NOM;PL
tướng	allmänt	tướng	allmän	N	ADV
utc	gmt	utc	gmt	N	V;IMP;FIN;ACT
tâm	centrum	tâm	centrum		N;NOM;INDF;NEUT;SG
tâm	center	tâm	cent		N;NOM;INDF;NEUT;SG
tâm	mitten	tâm	mitt		N;NOM;DEF;MASC+FEM;SG
thanh	högljudd	thanh	högljudd		ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
thanh	stång	thanh	stång		N;NOM;INDF;MASC+FEM;SG
thanh	galler	thanh	galler		N;NOM;INDF;NEUT;SG
thanh	bars	thanh	bars		N;NOM;INDF;NEUT;SG
thanh	barer	thanh	bar		N;NOM;INDF;MASC+FEM;PL
thanh	thanh	thanh	thanh		V;IMP;FIN;ACT
dùng	användning	dùng	användning	V	N;NOM;INDF;MASC+FEM;SG
dùng	användaren	dùng	användare	V	N;NOM;DEF;MASC+FEM;SG
dùng	användare	dùng	användare	V	N;NOM;INDF;MASC+FEM;PL
nói	sagda	nói	sagda	V	ADJ;NOM;PL;PST;V.PTCP
nói	say	nói	say	V	N;NOM;INDF;NEUT;SG
nói	tell	nói	tell	V	N;NOM;INDF;NEUT;SG
nói	föredrag	nói	föredrag	V	N;NOM;INDF;NEUT;SG
nói	prat	nói	prat	V	N;NOM;INDF;NEUT;SG
nói	talk	nói	talk	V	N;NOM;INDF;MASC+FEM;SG
sông	rivers	sông	rivars	N	PROPN;GEN
hoạt	animationer	hoạt	animation	V	N;NOM;INDF;MASC+FEM;PL
shift	skifta	shift	skifta	N	V;IMP;FIN;ACT
đang	är	đang	vara		V;IND;PRS;FIN;ACT
đang	are	đang	are		N;NOM;INDF;MASC+FEM;SG
giữa	centrerat	giữa	centrerad	ADP	ADJ;NOM;INDF;NEUT;SG
giữa	centrerad	giữa	centrerad	ADP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
giữa	medelväg	giữa	medelväg	ADP	N;NOM;INDF;MASC+FEM;SG
giữa	mitten	giữa	mitt	ADP	N;NOM;DEF;MASC+FEM;SG
giữa	mellersta	giữa	mellersta	ADP	ADJ;NOM;DEF;RL
giữa	middle	giữa	middle	ADP	N;NOM;INDF;MASC+FEM;SG
giữa	centrerat	giữa	centrerad	ADP	ADJ;NOM;INDF;NEUT;SG
giữa	centrerad	giữa	centrerad	ADP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
phòng	rome	phòng	rome	N	PROPN;NOM
phòng	rom	phòng	rom	N	PROPN;NOM
đổi	ändring	đổi	ändring	V	N;NOM;INDF;MASC+FEM;SG
đổi	förändring	đổi	förändring	V	N;NOM;INDF;MASC+FEM;SG
chuyển	transfer	chuyển	transfer	V	N;NOM;INDF;MASC+FEM;SG
chuyển	överlåtelse	chuyển	överlåtelse	V	N;NOM;INDF;MASC+FEM;SG
chuyển	överföring	chuyển	överföring	V	N;NOM;INDF;MASC+FEM;SG
chuyển	strömbrytare	chuyển	strömbrytare	V	N;NOM;INDF;MASC+FEM;PL
chuyển	drag	chuyển	drag	V	N;NOM;INDF;NEUT;SG
nay	idag	nay	idag	PROPN	ADV
trọng	viktiga	trọng	viktig		ADJ;NOM;PL
trọng	viktig	trọng	viktig		ADJ;NOM;INDF;MASC+FEM;SG
trọng	viktigt	trọng	viktig		ADJ;NOM;INDF;NEUT;SG
dịch	översätter	dịch	översätta		V;IND;PRS;FIN;ACT
dịch	översätta	dịch	översätta		V;IMP;FIN;ACT
dịch	översättningar	dịch	översättning		N;NOM;INDF;MASC+FEM;PL
dịch	översättare	dịch	översättare		N;NOM;INDF;MASC+FEM;SG
dịch	översättning	dịch	översättning		N;NOM;INDF;MASC+FEM;SG
dịch	översätta	dịch	översätta		V;IMP;FIN;ACT
dịch	översätt	dịch	översätt		V;IMP;FIN;ACT
tài	begåvade	tài	begåva	N	ADJ;NOM;PL;PST;V.PTCP
tài	begåvad	tài	begåvad	N	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
tài	talangfull	tài	talangfull	N	ADJ;NOM;INDF;MASC+FEM;SG
tài	duktiga	tài	duktig	N	ADJ;NOM;PL
chế	tillverkad	chế	tillverkad	N	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
chế	tillverkade	chế	tillverkad	N	ADJ;NOM;PL;PST;V.PTCP
chế	tillverkat	chế	tillverkad	N	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
chế	gjorda	chế	göra	N	ADJ;NOM;PL;PST;V.PTCP
biết	know	biết	know	V	N;NOM;INDF;MASC+FEM;SG
nằm	lokaliserad	nằm	lokaliserad	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
nằm	belägen	nằm	belägen	V	ADJ;NOM;INDF;MASC+FEM;SG
nằm	lokaliserat	nằm	lokalisera	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
nằm	lögner	nằm	lögn	V	N;NOM;INDF;MASC+FEM;PL
chất	specificerat	chất	specificerad	N	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
chất	specificerade	chất	specificerad	N	ADJ;NOM;PL;PST;V.PTCP
chất	angiven	chất	ange	N	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
chất	specificerad	chất	specificerad	N	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
chất	angivet	chất	ange	N	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
sáng	ljust	sáng	ljust	N	ADJ;NOM;INDF;NEUT;SG
sáng	ljusa	sáng	ljus	N	ADJ;NOM;PL
thân	body	thân	body		N
thân	kropp	thân	kropp		N;NOM;INDF;MASC+FEM;SG
thân	kroppen	thân	kropp		N;NOM;DEF;MASC+FEM;SG
thân	kropps	thân	kropp		N;NOM;INDF;MASC+FEM;SG
nơi	placera	nơi	placera	N	V;IMP;FIN;ACT
cuối	senast	cuối	senast	N	ADV;RL
cuối	senaste	cuối	sen	N	ADJ;NOM;DEF;RL
cuối	sista	cuối	sista	N	ADJ;NOM;DEF;RL
cuối	sist	cuối	sist	N	ADV;RL
tăng	ökning	tăng	ökning	V	N;NOM;INDF;MASC+FEM;SG
tăng	höjning	tăng	höjning	V	N;NOM;INDF;MASC+FEM;SG
tăng	stridsvagn	tăng	stridsvagn	V	N;NOM;INDF;NEUT;SG
tăng	tank	tăng	tank	V	N;NOM;INDF;MASC+FEM;SG
tăng	stridsvagnar	tăng	stridsvagen	V	N;NOM;INDF;MASC+FEM;PL
tăng	tanks	tăng	tank	V	N;NOM;INDF;MASC+FEM;SG
tăng	tankar	tăng	tanka	V	N;NOM;INDF;MASC+FEM;PL
tăng	zeng	tăng	zeng	V	PROPN;NOM
tăng	ökade	tăng	öka	V	ADJ;NOM;PL;PST;V.PTCP
tăng	ökad	tăng	öka	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
tăng	ökat	tăng	öka	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
tăng	förhöjt	tăng	förhöja	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
trưởng	kaptenen	trưởng	kapt		N;NOM;DEF;MASC+FEM;SG
trưởng	captain	trưởng	captain		N;NOM;INDF;MASC+FEM;SG
trưởng	kommendör	trưởng	kommendör		N;NOM;INDF;MASC+FEM;SG
trưởng	kapten	trưởng	kapt		N;NOM;DEF;MASC+FEM;SG
nguyễn	nguyen	nguyễn	nguy	N	PROPN;NOM
lưu	liu	lưu	liu	V	PROPN;NOM
lưu	save	lưu	säve	V	N;NOM;INDF;NEUT;SG
nổi	berömt	nổi	beröma		ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
nổi	kända	nổi	känd		ADJ;NOM;PL;PST;V.PTCP
nổi	berömd	nổi	berömd		ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
nổi	känd	nổi	känd		ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
nổi	berömda	nổi	berömma		ADJ;NOM;PL;PST;V.PTCP
nổi	kändis	nổi	kändis		N;NOM;INDF;MASC+FEM;SG
nổi	kändisar	nổi	kändis		N;NOM;INDF;MASC+FEM;PL
nổi	flyter	nổi	flyta		V;IND;PRS;FIN;ACT
nổi	flyta	nổi	flyta		V;IMP;FIN;ACT
nổi	svävar	nổi	sväv		V;IND;PRS;FIN;ACT
đặt	uppsättning	đặt	uppsättning	V	N;NOM;INDF;MASC+FEM;SG
đặt	set	đặt	se	V	N;NOM;INDF;NEUT;SG
dài	långt	dài	långt	ADJ	ADV
dài	long	dài	long	ADJ	N;NOM;INDF;MASC+FEM;SG
dài	länge	dài	länge	ADJ	ADV
vua	kings	vua	kinga	N	PROPN;NOM
phi	phi	phi	phi	N	V;IMP;FIN;ACT
phi	afrika	phi	afrika	N	PROPN;NOM
biệt	luftburen	biệt	luftbur		N;NOM;DEF;MASC+FEM;SG
biệt	luftburna	biệt	luftburna		N;NOM;DEF;MASC+FEM;PL
tuy	tuy	tuy	tuy	CONJ	V;IMP;FIN;ACT
biến	rörlig	biến	rörlig	V	ADJ;NOM;INDF;MASC+FEM;SG
biến	variabeln	biến	variabel	V	N;NOM;DEF;MASC+FEM;SG
biến	variabel	biến	variabel	V	ADJ;NOM;INDF;MASC+FEM;SG
biến	varierande	biến	variera	V	ADJ;NOM;PRS;V.PTCP
hậu	queen	hậu	queen		N;NOM;INDF;NEUT;SG
hậu	drottningen	hậu	drottning		N;NOM;DEF;MASC+FEM;SG
hậu	drottning	hậu	drottning		N;NOM;INDF;MASC+FEM;SG
chương	programmera	chương	programmera	N	V;IMP;FIN;ACT
chưa	nix	chưa	nix		N;NOM;INDF;NEUT;SG
chưa	nope	chưa	nope		N;NOM;INDF;MASC+FEM;SG
chưa	ännu	chưa	ännu		ADV
chưa	ändå	chưa	ändå		ADV
thu	tors	thu	tors	V	N;NOM;INDF;MASC+FEM;SG
bên	side	bên	side	N	PROPN;NOM
vẫn	fortfarande	vẫn	fortfarande		ADV
vẫn	ändå	vẫn	ändå		ADV
nghệ	konstnärliga	nghệ	konstnrlig	N	ADJ;NOM;PL
nghệ	konstnärlig	nghệ	konstnärlig	N	ADJ;NOM;INDF;MASC+FEM;SG
nghệ	konstnärligt	nghệ	konstnärlig	N	ADJ;NOM;INDF;NEUT;SG
mất	förlorat	mất	förlora	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
mất	förlorad	mất	förlorad	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
mất	vilse	mất	vilse	V	ADV
mất	lost	mất	lost	V	N;NOM;INDF;MASC+FEM;SG
mất	förlorade	mất	förlora	V	ADJ;NOM;PL;PST;V.PTCP
liệu	dokumentet	liệu	dokument	V	N;NOM;DEF;NEUT;SG
liệu	dokument	liệu	dokument	V	N;NOM;INDF;NEUT;SG
liệu	handling	liệu	handling	V	N;NOM;INDF;MASC+FEM;SG
sơn	målade	sơn	måla	N	V;PST;V.PTCP;ACT
sơn	målad	sơn	målad	N	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
sơn	målas	sơn	målas	N	V;NFIN;PASS
sơn	målat	sơn	måla	N	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
sơn	måla	sơn	måla	N	V;IMP;FIN;ACT
sơn	målar	sơn	måla	N	V;IND;PRS;FIN;ACT
tìm	sökning	tìm	sökning	V	N;NOM;INDF;MASC+FEM;SG
tìm	finn	tìm	finna	V	N;NOM;INDF;MASC+FEM;SG
giao	gränssnitt	giao	gränssnitt	V	N;NOM;INDF;NEUT;SG
giao	gränssnittet	giao	gränssnitt	V	N;NOM;DEF;NEUT;SG
tương	xiang	tương	xiang		N;NOM;INDF;MASC+FEM;SG
bạn	ni	bạn	ni	N	PRO;NOM;DEF;MASC+FEM;SG
bạn	dig	bạn	du	N	PRO;ACC;DEF;MASC+FEM;SG
bạn	du	bạn	du	N	PRO;NOM;DEF;MASC+FEM;SG
hữu	ägaren	hữu	ägare		N;NOM;DEF;MASC+FEM;SG
hữu	ägare	hữu	gg		N;NOM;INDF;MASC+FEM;PL
hữu	äger	hữu	äga		V;IND;PRS;FIN;ACT
thay	ändring	thay	ändring	V	N;NOM;INDF;MASC+FEM;SG
thay	förändring	thay	förändring	V	N;NOM;INDF;MASC+FEM;SG
nhóm	gruppera	nhóm	gruppera	N	V;IMP;FIN;ACT
giá	price	giá	price	N	PROPN;NOM
giá	värt	giá	värd	N	ADJ;NOM;INDF;MASC+FEM;SG
giá	värd	giá	värd	N	ADJ;NOM;INDF;MASC+FEM;SG
giá	worth	giá	worth	N	PROPN;NOM
nhiệt	termisk	nhiệt	termisk	N	ADJ;NOM;INDF;MASC+FEM;SG
nhiệt	termiskt	nhiệt	termisk	N	ADJ;NOM;INDF;NEUT;SG
nhiệt	termiska	nhiệt	termisk	N	ADJ;NOM;PL
vai	axel	vai	axel	N	PROPN;NOM
vai	vai	vai	vai	N	PROPN;NOM
gần	nästan	gần	nästan	ADJ	ADV
gần	stänga	gần	stänga	ADJ	V;IMP;NFIN;ACT
gần	nära	gần	nära	ADJ	ADV
gần	stäng	gần	stäng	ADJ	V;IMP;FIN;ACT
gần	nära	gần	nära	ADJ	ADV
cứu	save	cứu	säve	V	N;NOM;INDF;NEUT;SG
cứu	hjälp	cứu	hjälp	V	N;NOM;INDF;MASC+FEM;SG
cứu	räddning	cứu	räddning	V	N;NOM;INDF;MASC+FEM;SG
cứu	undsättning	cứu	undsättning	V	N;NOM;INDF;MASC+FEM;SG
quyết	beslutsam	quyết	beslutsam	N	ADJ;NOM;INDF;MASC+FEM;SG
quyết	fastställd	quyết	fastställd	N	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
quyết	bestämd	quyết	bestämd	N	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
quyết	bestämde	quyết	bestämde	N	V;IND;PST;FIN;ACT
quyết	beslutade	quyết	besluta	N	V;IND;PST;FIN;ACT
quyết	beslutat	quyết	besluta	N	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
quyết	beslöt	quyết	besluta	N	V;IND;PST;FIN;ACT
thương	skadade	thương	skada	V	ADJ;NOM;PL;PST;V.PTCP
thương	skadad	thương	skada	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
thương	söt	thương	söta	V	ADJ;NOM;INDF;MASC+FEM;SG
thương	söta	thương	söta	V	ADJ;NOM;PL
thương	sårad	thương	såra	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
thương	skadad	thương	skada	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
thương	skadade	thương	skada	V	ADJ;NOM;PL;PST;V.PTCP
thương	sårade	thương	såra	V	ADJ;NOM;PL;PST;V.PTCP
thương	skadad	thương	skada	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
thương	sårad	thương	såra	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
thương	ont	thương	ond	V	ADJ;NOM;INDF;NEUT;SG
hát	sing	hát	singa	V	N;NOM;INDF;NEUT;SG
hát	sjung	hát	sjung	V	N;NOM;INDF;MASC+FEM;SG
hát	sjungande	hát	sjunga	V	ADJ;NOM;PRS;V.PTCP
hát	sång	hát	sång	V	N;NOM;INDF;MASC+FEM;SG
triều	court	triều	court	N	PROPN;NOM
phục	servern	phục	servern	V	N;NOM;DEF;MASC+FEM;SG
phục	server	phục	serv	V	N;NOM;INDF;MASC+FEM;SG
tuổi	gamla	tuổi	gammal	N	ADJ;NOM;PL
tuổi	gammal	tuổi	gammal	N	ADJ;NOM;INDF;MASC+FEM;SG
tuổi	gammalt	tuổi	gammal	N	ADJ;NOM;INDF;NEUT;SG
cần	behov	cần	behov	V	N;NOM;INDF;NEUT;SG
hoàn	hjälten	hoàn	hjält		N;NOM;DEF;MASC+FEM;SG
hoàn	hero	hoàn	hero		N;NOM;INDF;MASC+FEM;SG
hoàn	hjälte	hoàn	hjälte		N;NOM;INDF;MASC+FEM;SG
hoàn	huan	hoàn	huan		N;NOM;INDF;MASC+FEM;SG
chơi	pjäs	chơi	pjäs	V	N;NOM;INDF;MASC+FEM;SG
chơi	play	chơi	play	V	N;NOM;INDF;MASC+FEM;SG
chơi	spel	chơi	spel	V	N;NOM;INDF;NEUT;SG
chơi	spelet	chơi	spel	V	N;NOM;DEF;NEUT;SG
chơi	game	chơi	game	V	N;NOM;INDF;NEUT;SG
chơi	match	chơi	match	V	N;NOM;INDF;MASC+FEM;SG
chơi	vilt	chơi	vilja	V	N;NOM;INDF;NEUT;SG
kim	kim	kim	kimma	N	PROPN;NOM
long	långa	long	lång	N	ADJ;NOM;PL
long	långt	long	långt	N	ADV
long	lång	long	lång	N	ADJ;NOM;INDF;MASC+FEM;SG
long	länge	long	länge	N	ADV
đưa	give	đưa	give	V	N;NOM;INDF;MASC+FEM;SG
đóng	nära	đóng	nära	V	ADV
đóng	stängning	đóng	stängning	V	N;NOM;INDF;MASC+FEM;SG
đóng	avslutande	đóng	avslutande	V	ADJ;NOM;PRS;V.PTCP
đóng	stängda	đóng	stänga	V	ADJ;NOM;PL;PST;V.PTCP
đóng	stängd	đóng	stänga	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
đóng	sluten	đóng	slut	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
đóng	stängt	đóng	stänga	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
dẫn	leads	dẫn	lead	V	N;NOM;INDF;NEUT;SG
dẫn	bly	dẫn	bly	V	N;NOM;INDF;NEUT;SG
dẫn	lead	dẫn	lead	V	N;NOM;INDF;MASC+FEM;SG
quá	också	quá	också		ADV
