que	cela	que	cela	CONJ	PRO;SG
blancos	blanc	blanco	blanc	N;MASC;PL	N;MASC;SG
diez	diez	diez	dire	NUM;PL	PROPN
diez	rte	diez	rte	NUM;PL	N;MASC;SG
diez	ten	diez	ten	NUM;PL	
ángel	ángel	ángel	ángel	N;MASC;SG	PROPN
ángel	angélique	ángel	angélique	N;MASC;SG	ADJ;MASC;SG
ángel	angel	ángel	angel	N;MASC;SG	PROPN
ángel	anges	ángel	ange	N;MASC;SG	N;MASC;PL
señor	messire	señor	messire	INTJ	N;MASC;SG
señor	monsieur	señor	Monsieur	INTJ	N;MASC;SG
señor	mister	señor	mister	INTJ	N;MASC;SG
señor	monsieur	señor	Monsieur	INTJ	N;MASC;SG
señor	lord	señor	lord	INTJ	PROPN
señor	seigneur	señor	seigneur	INTJ	N;MASC;SG
productos	produits	producto	produire	N;MASC;PL	V;MASC;PL;PST;V.PTCP
carretera	autoroutes	carretera	autoroute	N;FEM;SG	N;FEM;PL
escrito	ecrit	escrito	ecrire	ADJ;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
escrito	écrite	escrito	écrire	ADJ;MASC;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
escrito	écrit	escrito	écrire	ADJ;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
escrito	écrites	escrito	écrire	ADJ;MASC;SG;V.PTCP	V;FEM;PL;PST;V.PTCP
escrito	écrits	escrito	écrit	ADJ;MASC;SG;V.PTCP	V;MASC;PL;PST;V.PTCP
industria	industries	industria	industrie	N;FEM;SG	N;FEM;PL
padres	parent	padre	parent	N;MASC;PL	N;MASC;SG
sánchez	sanchez	sánchez	sanc	PROPN	PROPN
sánchez	sánchez	sánchez	sánc	PROPN	PROPN
sánchez	sánchez	sánchez	sánc	PROPN	PROPN
policía	policière	policía	policier	N;SG	ADJ;FEM;SG
policía	policiers	policía	policier	N;SG	N;MASC;PL
productor	producteurs	productor	producteur	N;MASC;SG	N;MASC;PL
gira	tournée	gira	tourner	N;FEM;SG	V;FEM;SG;PST;V.PTCP
técnica	technique	técnica	technique	N;FEM;SG	ADJ;MASC;SG
técnica	techniques	técnica	technique	N;FEM;SG	ADJ;MASC;PL
técnica	technicienne	técnica	technicien	N;FEM;SG	ADJ;FEM;SG
técnica	technique	técnica	technique	N;FEM;SG	ADJ;MASC;SG
ninguna	néant	ninguno	néant	PRO;FEM;SG	N;MASC;SG
ninguna	aucune	ninguno	aucun	PRO;FEM;SG	DET;FEM;SG;NEG
plan	planifier	plan	planifier	N;MASC;SG	V;NFIN
artista	artistes	artista	artiste	N;SG	N;MASC;PL
von	von	von	von	PROPN	PROPN
rafael	raphael	rafael	raphael	N;MASC;SG	PROPN
rafael	raphaël	rafael	raphaël	N;MASC;SG	PROPN
rafael	rafael	rafael	rafael	N;MASC;SG	PROPN
rafael	raphaël	rafael	raphaël	N;MASC;SG	PROPN
atlético	athlétique	atlético	athlétique	N;MASC;SG	ADJ;MASC;SG
jun	juin	jun	juin		N;MASC;SG
jun	jun	jun	jun		PROPN
catedral	cathédrales	catedral	cathédrale	N;FEM;SG	N;FEM;PL
cuarto	salle	cuarto	salle	ADJ;MASC;SG	N;FEM;SG
cuarto	chambre	cuarto	chambre	ADJ;MASC;SG	N;FEM;SG
cuarto	chambres	cuarto	chambre	ADJ;MASC;SG	N;FEM;PL
cuarto	fourth	cuarto	fourth	ADJ;MASC;SG	PROPN
cuarto	quatrièmement	cuarto	quatrièmement	ADJ;MASC;SG	ADV
ambas	both	ambos	both	NUM;FEM;PL	PROPN
cadena	cadena	cadena	cadena	N;FEM;SG	PROPN
cadena	cordes	cadena	corde	N;FEM;SG	N;FEM;PL
cadena	enchaîner	cadena	enchaîner	N;FEM;SG	V;NFIN
reyes	reyes	rey	rey	N;MASC;PL	PROPN
combate	combattre	combate	combattre	N;MASC;SG	V;NFIN
mayores	aînés	mayor	aîné	ADJ;PL	N;MASC;PL
mayores	aîné	mayor	aîné	ADJ;PL	ADJ;MASC;SG
azul	bleu	azul	bleu	ADJ;SG	N;MASC;SG
azul	bleus	azul	bleu	ADJ;SG	ADJ;MASC;PL
azul	bleues	azul	bleu	ADJ;SG	ADJ;FEM;PL
motivo	raisons	motivo	raison	N;MASC;SG	N;FEM;PL
pasado	passées	pasado	passer	ADJ;MASC;SG;V.PTCP	V;FEM;PL;PST;V.PTCP
pasado	passée	pasado	passer	ADJ;MASC;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
pasado	passé	pasado	passer	ADJ;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
pasado	passés	pasado	passer	ADJ;MASC;SG;V.PTCP	V;MASC;PL;PST;V.PTCP
españoles	espagnols	español	espagnol	N;MASC;PL	ADJ;MASC;PL
medida	mesurer	medida	mesurer	N;FEM;SG	V;NFIN
medida	mesures	medida	mesure	N;FEM;SG	N;FEM;PL
medida	mesurer	medida	mesurer	N;FEM;SG	V;NFIN
medida	mesurés	medida	mesurer	N;FEM;SG	V;MASC;PL;PST;V.PTCP
medida	mesuré	medida	mesurer	N;FEM;SG	V;MASC;SG;PST;V.PTCP
medida	mesurée	medida	mesurer	N;FEM;SG	V;FEM;SG;PST;V.PTCP
medida	mesurées	medida	mesuré	N;FEM;SG	V;FEM;PL;PST;V.PTCP
influencia	influencer	influencia	influencer	N;FEM;SG	V;NFIN
influencia	influencer	influencia	influencer	N;FEM;SG	V;NFIN
oficiales	fonctionnaires	oficial	fonctionnaire	ADJ;PL	N;MASC;PL
oficiales	officiers	oficial	officier	ADJ;PL	N;MASC;PL
hospital	hôpitaux	hospital	hôpital	N;MASC;SG	N;MASC;PL
ocho	eight	ocho	eight	NUM;PL	PROPN
ocho	ocho	ocho	ocho	NUM;PL	PROPN
fuego	incendies	fuego	incendie	N;MASC;SG	N;MASC;PL
piedra	stone	piedra	stone	N;FEM;SG	PROPN
piedra	pierres	piedra	pierre	N;FEM;SG	N;FEM;PL
piedra	rocheux	piedra	rocheux	N;FEM;SG	ADJ;MASC;SG
sub	sub	sub	sub	N;SG	
black	noire	black	noir	N	ADJ;FEM;SG
black	black	black	black	N	ADJ;MASC;SG
black	noires	black	noir	N	ADJ;FEM;PL
black	noirs	black	noir	N	ADJ;MASC;PL
tratado	traité	tratar	traiter	ADJ;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
tratado	traité	tratar	traiter	ADJ;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
razón	raisons	razón	raison	N;FEM;SG	N;FEM;PL
mil	millier	mil	millier	NUM;PL	N;MASC;SG
mil	milliers	mil	millier	NUM;PL	N;MASC;PL
mil	mil	mil	mil	NUM;PL	
comercio	échanges	comercio	échange	N;MASC;SG	N;MASC;PL
distancia	distances	distancia	distance	N;FEM;SG	N;FEM;PL
estudiantes	étudiant	estudiante	étudiant	N;PL	N;MASC;SG
estudiantes	étudiante	estudiante	étudiant	N;PL	ADJ;FEM;SG
estudiantes	etudiant	estudiante	etudiant	N;PL	N;MASC;SG
propiedad	biens	propiedad	bien	N;FEM;SG	N;MASC;PL
económica	economiques	económico	economique	ADJ;FEM;SG	ADJ;MASC;PL
económica	économie	económico	économie	ADJ;FEM;SG	N;FEM;SG
económica	economie	económico	économie	ADJ;FEM;SG	N;FEM;SG
marca	marquer	marca	marquer	N;FEM;SG	V;NFIN
marca	mark	marca	mark	N;FEM;SG	PROPN
ene	jan	ene	jan		N;MASC;SG
ene	yann	ene	yann		PROPN
contenido	contenu	contenido	contenir	N;MASC;SG	V;MASC;SG;PST;V.PTCP
contenido	contenus	contenido	contenu	N;MASC;SG	V;MASC;PL;PST;V.PTCP
contenido	sommaire	contenido	sommaire	N;MASC;SG	ADJ;MASC;SG
contenido	contenus	contenido	contenu	N;MASC;SG	V;MASC;PL;PST;V.PTCP
contenido	contenu	contenido	contenir	N;MASC;SG	V;MASC;SG;PST;V.PTCP
todavía	still	todavía	still	ADV	PROPN
anteriores	précédente	anterior	précédent	ADJ;PL	ADJ;FEM;SG
anteriores	précédent	anterior	précédent	ADJ;PL	ADJ;MASC;SG
sala	sala	sala	sala	N;FEM;SG	PROPN
sala	chambres	sala	chambre	N;FEM;SG	N;FEM;PL
estrella	estrella	estrella	estreller	N;FEM;SG	PROPN
estrella	etoiles	estrella	etoile	N;FEM;SG	N;FEM;PL
estrella	étoiles	estrella	étoile	N;FEM;SG	N;FEM;PL
viaje	voyages	viaje	voyage	N;MASC;SG	N;MASC;PL
rosa	rose	rosa	rose	N;FEM;SG	ADJ;FEM;SG
rosa	rosé	rosa	rosé	N;FEM;SG	V;MASC;SG;PST;V.PTCP
rosa	rose	rosa	rose	N;FEM;SG	ADJ;FEM;SG
rosa	rosé	rosa	rosé	N;FEM;SG	V;MASC;SG;PST;V.PTCP
rosa	rosa	rosa	rosa	N;FEM;SG	PROPN
jóvenes	jeunesse	joven	jeunesse	N;PL	N;FEM;SG
jóvenes	jeunes	joven	jeune	N;PL	ADJ;MASC;PL
jóvenes	jeunes	joven	jeune	N;PL	ADJ;MASC;PL
jóvenes	jeune	joven	jeune	N;PL	ADJ;MASC;SG
realizado	effectué	realizado	effectuer	ADJ;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
formato	formater	formato	formater	N;MASC;SG	V;NFIN
formato	formater	formato	formater	N;MASC;SG	V;NFIN
tour	tournée	tour	tourner	N;MASC;SG	V;FEM;SG;PST;V.PTCP
prueba	essaie	prueba	essayer	N;FEM;SG	V;IND;SG;3;PRS;FIN
prueba	essayez	prueba	essayer	N;FEM;SG	V;IMP;PL;2;PRS;FIN
prueba	essayer	prueba	essayer	N;FEM;SG	V;NFIN
prueba	essaye	prueba	essayer	N;FEM;SG	V;IND;SG;3;PRS;FIN
prueba	tester	prueba	tester	N;FEM;SG	V;NFIN
prueba	justificatif	prueba	justificatif	N;FEM;SG	ADJ;MASC;SG
prueba	preuves	prueba	preuve	N;FEM;SG	N;FEM;PL
peso	pesos	peso	pesos	N;MASC;SG	N;MASC;PL
cómo	comment	cómo	comment	PRO	ADV
washington	washington	washington	washington	PROPN	N;MASC;SG
mal	faux	mal	faux	ADV	ADJ;MASC;SG
mal	tort	mal	tort	ADV	N;MASC;SG
mal	erroné	mal	erroné	ADV	V;MASC;SG;PST;V.PTCP
mal	méchant	mal	méchant	ADV	ADJ;MASC;SG
mal	bad	mal	bad	ADV	N;MASC;SG
mal	mauvaise	mal	mauvais	ADV	ADJ;FEM;SG
mal	mauvais	mal	mauvais	ADV	ADJ;MASC;SG
mal	lta	mal	lta	ADV	N;MASC;SG
mal	diaboliques	mal	diabolique	ADV	ADJ;MASC;PL
mal	evil	mal	evil	ADV	PROPN
mal	diabolique	mal	diabolique	ADV	ADJ;MASC;SG
jersey	pulls	jersey	pull	N;MASC;SG	N;MASC;PL
locales	locale	local	local	ADJ;PL	ADJ;FEM;SG
locales	local	local	local	ADJ;PL	ADJ;MASC;SG
der	der	der	der	PROPN	PROPN
marco	marcus	marco	marcus	N;MASC;SG	PROPN
marco	marco	marco	marco	N;MASC;SG	PROPN
sep	pmi	sep	pmi		N;MASC;SG
sep	sep	sep	sep		N;MASC;SG
daniel	daniel	daniel	daniel	PROPN	PROPN
musicales	musicale	musical	musical	N;MASC;PL	ADJ;FEM;SG
musicales	musical	musical	musical	N;MASC;PL	ADJ;MASC;SG
eduardo	eduardo	eduardo	eduardo	N;MASC;SG	PROPN
oct	octobre	oct	octobre		N;MASC;SG
oct	oct	oct	oct		N;MASC;SG
duque	duke	duque	duke	N;MASC;SG	PROPN
duque	duque	duque	duque	N;MASC;SG	PROPN
amigo	amis	amigo	ami	N;MASC;SG	N;MASC;PL
evitar	évitement	evitar	évitement	V;NFIN	N;MASC;SG
emperador	empereurs	emperador	empereur	N;MASC;SG	N;MASC;PL
restos	demeure	resto	demeure	N;MASC;PL	N;FEM;SG
ingresos	revenu	ingreso	revenir	N;MASC;PL	V;MASC;SG;PST;V.PTCP
ingresos	salaire	ingreso	salaire	N;MASC;PL	N;MASC;SG
ingresos	revenu	ingreso	revenir	N;MASC;PL	V;MASC;SG;PST;V.PTCP
ingresos	reçus	ingreso	recevoir	N;MASC;PL	V;MASC;PL;PST;V.PTCP
santos	santos	santo	santo	N;MASC;PL	PROPN
santos	saintes	santo	saint	N;MASC;PL	ADJ;FEM;PL
santos	saints	santo	saint	N;MASC;PL	ADJ;MASC;PL
obispo	évêques	obispo	évêque	N;MASC;SG	N;MASC;PL
obispo	bishop	obispo	bishop	N;MASC;SG	PROPN
menudo	souvent	menudo	souvent	N	ADV
pocos	peu	poco	peu	PRO;MASC;PL	ADV
mediados	mid	mediados	mid	N;MASC;PL	
toma	toma	tomar	toma	V;IND;SG;3;PRS;FIN	PROPN
toma	prenez	tomar	prendre	V;IND;SG;3;PRS;FIN	V;IMP;PL;2;PRS;FIN
toma	prends	tomar	prendre	V;IND;SG;3;PRS;FIN	V;IND;SG;1;PRS;FIN
campos	campos	campo	campos	N;MASC;PL	PROPN
nov	novembre	nov	novembre		N;MASC;SG
nov	nov	nov	novembre		N;MASC;SG
mexicano	mexicaines	mexicano	mexicain	N;MASC;SG	ADJ;FEM;PL
mexicano	mexicaine	mexicano	mexicain	N;MASC;SG	ADJ;FEM;SG
mexicano	mexicains	mexicano	mexicain	N;MASC;SG	ADJ;MASC;PL
mexicano	mexicain	mexicano	mexicain	N;MASC;SG	ADJ;MASC;SG
europea	européens	europeo	européen	ADJ;FEM;SG	ADJ;MASC;PL
europea	européennes	europeo	européen	ADJ;FEM;SG	ADJ;FEM;PL
kilómetros	kilométrage	kilómetro	kilométrage	N;MASC;PL	N;MASC;SG
kilómetros	kilomètre	kilómetro	kilomètre	N;MASC;PL	N;MASC;SG
kilómetros	kilométrage	kilómetro	kilométrage	N;MASC;PL	N;MASC;SG
ago	aout	ago	août		N;MASC;SG
ago	août	ago	août		N;MASC;SG
ago	aug	ago	aug		
bastante	joli	bastante	joli	ADV	ADJ;MASC;SG
bastante	jolie	bastante	joli	ADV	ADJ;FEM;SG
bastante	jolies	bastante	joli	ADV	ADJ;FEM;PL
love	aime	love	aimer	N	V;IND;SG;3;PRS;FIN
love	aimer	love	aimer	N	V;NFIN
love	love	love	love	N	ADJ;FEM;SG
deben	doit	deber	devoir	V;IND;PL;3;PRS;FIN	V;IND;SG;3;PRS;FIN
deben	moût	deber	moût	V;IND;PL;3;PRS;FIN	N;MASC;SG
deben	devez	deber	devoir	V;IND;PL;3;PRS;FIN	V;IMP;PL;2;PRS;FIN
dic	dec	decir	dec		N;MASC;SG
dic	déc	decir	déc		N;MASC;SG
dic	cid	decir	cid		N;MASC;SG
dic	dic	decir	dic		PROPN
ana	ana	ana	ana	N;FEM;SG	PROPN
ana	anna	ana	anna	N;FEM;SG	PROPN
naturales	naturel	natural	naturel	ADJ;PL	ADJ;MASC;SG
naturales	naturelle	natural	naturel	ADJ;PL	ADJ;FEM;SG
alejandro	alejandro	alejandro	alejandro		PROPN
alejandro	aleksandr	alejandro	aleksandr		PROPN
alejandro	alexandre	alejandro	alexandre		N;MASC;SG
alejandro	alexander	alejandro	alexander		PROPN
publicación	publier	publicación	publier	N;FEM;SG	V;NFIN
publicación	publier	publicación	publier	N;FEM;SG	V;NFIN
soldados	soudés	soldado	soudé	N;MASC;PL	V;MASC;PL;PST;V.PTCP
soldados	soudée	soldado	soudée	N;MASC;PL	V;FEM;SG;PST;V.PTCP
soldados	soudées	soldado	soudée	N;MASC;PL	V;FEM;PL;PST;V.PTCP
soldados	soudé	soldado	soudé	N;MASC;PL	V;MASC;SG;PST;V.PTCP
soldados	soldat	soldado	soldat	N;MASC;PL	N;MASC;SG
blanca	blanca	blanco	blancer	ADJ;FEM;SG	PROPN
blanca	blancs	blanco	blanc	ADJ;FEM;SG	ADJ;MASC;PL
blanca	blanches	blanco	blanc	ADJ;FEM;SG	ADJ;FEM;PL
blanca	blanc	blanco	blanc	ADJ;FEM;SG	N;MASC;SG
aves	volaille	ave	volailler	N;FEM;PL	N;FEM;SG
aves	oiseau	ave	oiseau	N;FEM;PL	N;MASC;SG
aves	bird	ave	bird	N;FEM;PL	PROPN
peter	peter	peter	peter	N;MASC;SG	PROPN
pie	pieds	pie	pied	N;MASC;SG	N;MASC;PL
pie	tartes	pie	tarte	N;MASC;SG	N;FEM;PL
particular	particulière	particular	particulier	N	ADJ;FEM;SG
particular	particulier	particular	particulier	N	ADJ;MASC;SG
crítica	critique	crítica	critique	N;FEM;SG	ADJ;MASC;SG
crítica	critiques	crítica	critique	N;FEM;SG	N;MASC;PL
crítica	critiques	crítica	critique	N;FEM;SG	N;MASC;PL
crítica	critique	crítica	critique	N;FEM;SG	ADJ;MASC;SG
crítica	critique	crítica	critique	N;FEM;SG	ADJ;MASC;SG
crítica	critiques	crítica	critique	N;FEM;SG	N;MASC;PL
maestro	enseignante	maestro	enseignant	N;MASC;SG	ADJ;FEM;SG
cuba	cubain	cuba	cubain	N;FEM;SG	ADJ;MASC;SG
cuba	cubaine	cuba	cubain	N;FEM;SG	ADJ;FEM;SG
cuba	cubains	cuba	cubain	N;FEM;SG	ADJ;MASC;PL
cuba	cubaines	cuba	cubain	N;FEM;SG	ADJ;FEM;PL
cuba	cuba	cuba	cuba	N;FEM;SG	PROPN
asia	asiatiques	asia	asiatique	N;FEM;SG	ADJ;MASC;PL
asia	asiatique	asia	asiatique	N;FEM;SG	ADJ;MASC;SG
asia	asie	asia	asie	N;FEM;SG	PROPN
asia	asiatique	asia	asiatique	N;FEM;SG	ADJ;MASC;SG
casas	casas	casa	casas	N;FEM;PL	PROPN
efecto	effets	efecto	effet	N;MASC;SG	N;MASC;PL
completo	complets	completo	complet	ADJ;MASC;SG	ADJ;MASC;PL
completo	complètes	completo	complet	ADJ;MASC;SG	ADJ;FEM;PL
sencillos	célibataire	sencillo	célibataire	ADJ;MASC;PL	ADJ;MASC;SG
sencillos	simple	sencillo	simple	ADJ;MASC;PL	ADJ;MASC;SG
pequeños	petit	pequeño	petit	ADJ;MASC;PL	ADJ;MASC;SG
pequeños	petite	pequeño	petit	ADJ;MASC;PL	ADJ;FEM;SG
junta	joint	junta	joindre	N;FEM;SG	V;MASC;SG;PST;V.PTCP
europeo	européens	europeo	européen	ADJ;MASC;SG	ADJ;MASC;PL
europeo	européennes	europeo	européen	ADJ;MASC;SG	ADJ;FEM;PL
nuevamente	again	nuevamente	again	ADV	V
facultad	professeurs	facultad	professeur	N;FEM;SG	N;MASC;PL
cataluña	catalunya	cataluña	catalunya	N;FEM;SG	PROPN
extremo	extrême	extremo	extrême	N;MASC;SG	ADJ;MASC;SG
extremo	extrêmes	extremo	extrême	N;MASC;SG	ADJ;MASC;PL
tradicional	traditionnelles	tradicional	traditionnel	ADJ;SG	ADJ;FEM;PL
tradicional	traditionnels	tradicional	traditionnel	ADJ;SG	ADJ;MASC;PL
plantilla	effectifs	plantilla	effectif	N;FEM;SG	N;MASC;PL
votos	vote	voto	vote	N;MASC;PL	N;MASC;SG
votos	voix	voto	voix	N;MASC;PL	N;FEM;SG
banco	banco	banco	banco	N;MASC;SG	PROPN
banco	banques	banco	banque	N;MASC;SG	N;FEM;PL
consiguió	got	conseguir	got	V;IND;SG;3;PST;FIN	
pintura	peindre	pintura	peindre	N;FEM;SG	V;NFIN
pintura	peintures	pintura	peinture	N;FEM;SG	N;FEM;PL
ruso	russes	ruso	russe	ADJ;MASC;SG	ADJ;MASC;PL
cuenca	cuenca	cuenca	cuenca	N;FEM;SG	PROPN
batería	tambours	batería	tambour	N;FEM;SG	N;MASC;PL
batería	fûts	batería	fût	N;FEM;SG	N;MASC;PL
diputados	parlementaires	diputado	parlementaire	N;MASC;PL	ADJ;MASC;PL
pasa	passes	pasar	passe	V;IND;SG;3;PRS;FIN	N;FEM;PL
pasa	passent	pasar	passer	V;IND;SG;3;PRS;FIN	V;IND;PL;3;PRS;FIN
pasa	pass	pasar	pass	V;IND;SG;3;PRS;FIN	N;MASC;SG
andrés	andrei	andrés	andrei	PROPN	PROPN
andrés	andreï	andrés	andreï	PROPN	PROPN
andrés	andrew	andrés	andrew	PROPN	PROPN
andrés	andré	andrés	andré	PROPN	PROPN
andrés	andres	andrés	andre	PROPN	PROPN
andrés	andrés	andrés	andré	PROPN	PROPN
máximo	max	máximo	max	ADJ;MASC;SG	N;MASC;SG
máximo	maxi	máximo	maxi	ADJ;MASC;SG	N;MASC;SG
máximo	maxime	máximo	maxime	ADJ;MASC;SG	PROPN
máximo	maximus	máximo	maximus	ADJ;MASC;SG	PROPN
máximo	maximales	máximo	maximal	ADJ;MASC;SG	ADJ;FEM;PL
deportes	sportif	deporte	sportif	N;MASC;PL	ADJ;MASC;SG
deportes	sportive	deporte	sportif	N;MASC;PL	ADJ;FEM;SG
deportes	sport	deporte	sport	N;MASC;PL	N;MASC;SG
deportes	sport	deporte	sport	N;MASC;PL	N;MASC;SG
representa	dépeint	representar	dépeindre	V;IND;SG;3;PRS;FIN	V;MASC;SG;PST;V.PTCP
representa	représentent	representar	représenter	V;IND;SG;3;PRS;FIN	V;IND;PL;3;PRS;FIN
recursos	ressource	recurso	ressource	N;MASC;PL	N;FEM;SG
futuro	future	futuro	futur	N;MASC;SG	ADJ;FEM;SG
futuro	futures	futuro	futur	N;MASC;SG	ADJ;FEM;PL
futuro	futur	futuro	futur	N;MASC;SG	ADJ;MASC;SG
futuro	futurs	futuro	futur	N;MASC;SG	ADJ;MASC;PL
futuro	futures	futuro	futur	N;MASC;SG	ADJ;FEM;PL
futuro	futurs	futuro	futur	N;MASC;SG	ADJ;MASC;PL
utilizado	utilisées	utilizado	utiliser	ADJ;MASC;SG;V.PTCP	V;FEM;PL;PST;V.PTCP
utilizado	utilisé	utilizado	utiliser	ADJ;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
utilizado	utilisés	utilizado	utiliser	ADJ;MASC;SG;V.PTCP	V;MASC;PL;PST;V.PTCP
utilizado	utilisée	utilizado	utiliser	ADJ;MASC;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
vicente	vicente	vicente	vicente	N;SG	PROPN
tecnología	tech	tecnología	tech	N;FEM;SG	PROPN
tecnología	technologies	tecnología	technologie	N;FEM;SG	N;FEM;PL
tecnología	technologique	tecnología	technologique	N;FEM;SG	ADJ;MASC;SG
tecnología	technologies	tecnología	technologie	N;FEM;SG	N;FEM;PL
trabajar	travaux	trabajar	travail	V;NFIN	N;MASC;PL
trabajar	travail	trabajar	travail	V;NFIN	N;MASC;SG
distintos	différentes	distinto	différent	PRO;MASC;PL	ADJ;FEM;PL
distintos	différente	distinto	différent	PRO;MASC;PL	ADJ;FEM;SG
distintos	différents	distinto	différent	PRO;MASC;PL	ADJ;MASC;PL
distintos	différent	distinto	différent	PRO;MASC;PL	ADJ;MASC;SG
tiempos	fois	tiempo	fois	N;MASC;PL	N;FEM;SG
ramón	ramón	ramón	ramón	N;MASC;SG	PROPN
ramón	raymond	ramón	raymond	N;MASC;SG	PROPN
ramón	ramón	ramón	ramón	N;MASC;SG	PROPN
ramón	ramon	ramón	ramon	N;MASC;SG	PROPN
fiesta	parti	fiesta	partir	N;FEM;SG	V;MASC;SG;PST;V.PTCP
smith	smith	smith	smith	PROPN	PROPN
smith	forgeron	smith	forgeron	PROPN	N;MASC;SG
jardín	jardins	jardín	jardin	N;MASC;SG	N;MASC;PL
jardín	jardins	jardín	jardin	N;MASC;SG	N;MASC;PL
inferior	abaisser	inferior	abaisser	ADJ;SG	V;NFIN
inferior	inférieurs	inferior	inférieur	ADJ;SG	ADJ;MASC;PL
inferior	infériorité	inferior	infériorité	ADJ;SG	N;FEM;SG
inferior	inférieures	inferior	inférieur	ADJ;SG	ADJ;FEM;PL
inferior	fond	inferior	fond	ADJ;SG	N;MASC;SG
mexicana	mexicana	mexicano	mexicana	ADJ;FEM;SG	PROPN
mexicana	mexicaines	mexicano	mexicain	ADJ;FEM;SG	ADJ;FEM;PL
mexicana	mexicains	mexicano	mexicain	ADJ;FEM;SG	ADJ;MASC;PL
incluyen	incluent	incluir	inclure	V;IND;PL;3;PRS;FIN	V;IMP;PL;1;PRS;FIN
incluyen	inclut	incluir	inclure	V;IND;PL;3;PRS;FIN	V;IND;SG;3;PRS;FIN
frontera	frontalier	frontera	frontalier	N;FEM;SG	ADJ;MASC;SG
frontera	frontières	frontera	frontière	N;FEM;SG	N;FEM;PL
frontera	frontier	frontera	frontier	N;FEM;SG	PROPN
hab	hab	haber	hab		N;MASC;SG
digital	numériques	digital	numérique	ADJ;SG	ADJ;MASC;PL
torres	torres	torre	torre	N;FEM;PL	PROPN
doble	doubler	doble	doubler	ADJ;SG	V;NFIN
doble	doubles	doble	double	ADJ;SG	ADJ;MASC;PL
comandante	majeur	comandante	majeur	N;SG	ADJ;MASC;SG
corazón	corazón	corazón	corazón	N;MASC;SG	PROPN
letras	lyrique	letra	lyrique	N;FEM;PL	ADJ;MASC;SG
vivo	vivo	vivo	vivo	ADJ;MASC;SG	PROPN
vivo	vivants	vivo	vivant	ADJ;MASC;SG	ADJ;MASC;PL
vivo	vivant	vivo	vivre	ADJ;MASC;SG	V;PRS;V.PTCP
vivo	vivantes	vivo	vivant	ADJ;MASC;SG	ADJ;FEM;PL
vivo	alive	vivo	alive	ADJ;MASC;SG	N;MASC;SG
xvii	xvii	xvii	xvii	N;SG	NUM
xvii	xviième	xvii	xviième	N;SG	ADJ;MASC;SG
claro	limpide	claro	limpide	ADV	ADJ;MASC;SG
claro	clair	claro	clair	ADV	ADJ;MASC;SG
claro	effacer	claro	effacer	ADV	V;NFIN
claro	sure	claro	sur	ADV	ADJ;MASC;SG
claro	sûre	claro	sûr	ADV	ADJ;FEM;SG
claro	sûr	claro	sûr	ADV	ADJ;MASC;SG
claro	claro	claro	claro	ADV	PROPN
guatemala	guatémaltèque	guatemala	guatémaltèque	N;FEM;SG	ADJ;MASC;SG
guatemala	guatémaltèque	guatemala	guatémaltèque	N;FEM;SG	ADJ;MASC;SG
guatemala	guatémaltèques	guatemala	guatémaltèque	N;FEM;SG	ADJ;MASC;PL
bajos	basse	bajo	bas	ADJ;MASC;PL	ADJ;FEM;SG
bajos	faible	bajo	faible	ADJ;MASC;PL	ADJ;MASC;SG
bajos	bas	bajo	bas	ADJ;MASC;PL	ADJ;MASC;SG
bajos	contrebasse	bajo	contrebasse	ADJ;MASC;PL	N;FEM;SG
bajos	basse	bajo	bas	ADJ;MASC;PL	ADJ;FEM;SG
bajos	bassiste	bajo	bassiste	ADJ;MASC;PL	N;MASC;SG
bajos	bass	bajo	bass	ADJ;MASC;PL	PROPN
aragón	aragón	aragón	aragón	N;MASC;SG	PROPN
aragón	aragon	aragón	aragon	N;MASC;SG	PROPN
aragón	aragon	aragón	aragon	N;MASC;SG	PROPN
juega	jouez	jugar	jouer	V;IND;SG;3;PRS;FIN	V;IMP;PL;2;PRS;FIN
rico	rico	rico	rico	ADJ;MASC;SG	PROPN
rico	miam	rico	miam	ADJ;MASC;SG	N;MASC;SG
rico	riches	rico	riche	ADJ;MASC;SG	ADJ;MASC;PL
rico	rich	rico	rich	ADJ;MASC;SG	PROPN
sonido	sound	sonido	sound	N;MASC;SG	PROPN
sonido	sonore	sonido	sonore	N;MASC;SG	ADJ;MASC;SG
sonido	son	sonido	son	N;MASC;SG	DET;MASC;SG
usar	utilisation	usar	utilisation	V;NFIN	N;FEM;SG
mensajes	messagerie	mensaje	messagerie	N;MASC;PL	N;FEM;SG
mensajes	message	mensaje	message	N;MASC;PL	N;MASC;SG
firme	signe	firmar	signe	V;SBJV;SG;3;PRS;FIN	N;MASC;SG
firme	panneau	firmar	panneau	V;SBJV;SG;3;PRS;FIN	N;MASC;SG
