cuadrado	quadrados	cuadrado	quadrados	N;MASC;SG	N;MASC;PL
derivado	derivadas	derivado	derivar	ADJ;MASC;SG;V.PTCP	V;FEM;PL;V.PTCP
rodaje	filmando	rodaje	filmar	N;MASC;SG	V;V.MSDR
rodaje	filmar	rodaje	filmar	N;MASC;SG	V;NFIN
rodaje	filmagens	rodaje	filmagem	N;MASC;SG	N;FEM;PL
rodaje	atirando	rodaje	atirar	N;MASC;SG	V;V.MSDR
escalera	degraus	escalera	degrau	N;FEM;SG	N;MASC;PL
escalera	escadarias	escalera	escadaria	N;FEM;SG	N;FEM;PL
escalera	escadas	escalera	escada	N;FEM;SG	N;FEM;PL
reglamento	regulamentações	reglamento	regulamentação	N;MASC;SG	N;FEM;PL
reglamento	regulamentos	reglamento	regulamento	N;MASC;SG	N;MASC;PL
reglamento	regras	reglamento	regra	N;MASC;SG	N;FEM;PL
gigantes	giants	gigante	giant	N;PL	N;MASC;SG
gigantes	gigante	gigante	gigante	N;PL	N;MASC;SG
gigantes	giant	gigante	giant	N;PL	N;MASC;SG
experimentos	experimentação	experimento	experimentação	N;MASC;PL	N;FEM;SG
experimentos	experimentação	experimento	experimentação	N;MASC;PL	N;FEM;SG
paisajes	paisagem	paisaje	paisagem	N;MASC;PL	N;FEM;SG
paisajes	cenário	paisaje	cenário	N;MASC;PL	N;MASC;SG
paisajes	paisagem	paisaje	paisagem	N;MASC;PL	N;FEM;SG
cuesta	cuesta	costar	cuesta	V;IND;SG;3;PRS;FIN	N;FEM;SG
mito	mitos	mito	mito	N;MASC;SG	N;MASC;PL
dispuesto	disposto	dispuesto	disposto	ADJ;MASC;SG;V.PTCP	N;MASC;SG
dispuesto	dispostos	dispuesto	disposto	ADJ;MASC;SG;V.PTCP	ADJ;MASC;PL
dei	dei	dei	dar	N;MASC	V;IND;SG;1;PST;FIN
grabados	gravação	grabado	gravação	ADJ;MASC;PL;V.PTCP	N;FEM;SG
grabados	gravura	grabado	gravura	ADJ;MASC;PL;V.PTCP	N;FEM;SG
grabados	gravuras	grabado	gravura	ADJ;MASC;PL;V.PTCP	N;FEM;PL
grabados	gravou	grabado	gravar	ADJ;MASC;PL;V.PTCP	V;IND;SG;3;PST;FIN
grabados	gravado	grabado	gravar	ADJ;MASC;PL;V.PTCP	V;MASC;SG;V.PTCP
grabados	registrado	grabado	registrar	ADJ;MASC;PL;V.PTCP	V;MASC;SG;V.PTCP
grabados	gravados	grabado	gravado	ADJ;MASC;PL;V.PTCP	V;MASC;PL;V.PTCP
grabados	prints	grabado	prints	ADJ;MASC;PL;V.PTCP	N;MASC;PL
grabados	estampas	grabado	estampa	ADJ;MASC;PL;V.PTCP	N;FEM;PL
efectivo	dinheiro	efectivo	dinheiro	ADJ;MASC;SG	N;MASC;SG
efectivo	grana	efectivo	grana	ADJ;MASC;SG	N;FEM;SG
efectivo	numerário	efectivo	numerário	ADJ;MASC;SG	N;MASC;SG
efectivo	cash	efectivo	cash	ADJ;MASC;SG	N;MASC;SG
cárdenas	cárdenas	cárdena	cárdena	N;FEM;PL	N;FEM;SG
cuota	honorários	cuota	honorários	N;FEM;SG	N;MASC;PL
cuota	quotas	cuota	quota	N;FEM;SG	N;FEM;PL
roland	roland	roland	roland	PROPN	N;MASC;SG
roland	rolando	roland	rolando	PROPN	V;V.MSDR
sagrada	sagrado	sagrado	sagrado	ADJ;FEM;SG	N;MASC;SG
sagrada	sagrados	sagrado	sagrado	ADJ;FEM;SG	N;MASC;PL
sagrada	sagrada	sagrado	sagrada	ADJ;FEM;SG	N;FEM;SG
primarias	primária	primaria	primária	N;FEM;PL	N;FEM;SG
primarias	primário	primaria	primário	N;FEM;PL	N;MASC;SG
hembra	feminino	hembra	feminino	N;FEM;SG	ADJ;MASC;SG
diseñada	concebidos	diseñado	conceber	ADJ;FEM;SG;V.PTCP	V;MASC;PL;V.PTCP
diseñada	projetado	diseñado	projetar	ADJ;FEM;SG;V.PTCP	V;MASC;SG;V.PTCP
diseñada	desenhado	diseñado	desenhar	ADJ;FEM;SG;V.PTCP	V;MASC;SG;V.PTCP
diseñada	concebido	diseñado	conceber	ADJ;FEM;SG;V.PTCP	V;MASC;SG;V.PTCP
diseñada	projetada	diseñado	projetar	ADJ;FEM;SG;V.PTCP	V;FEM;SG;V.PTCP
empresarial	corporativa	empresarial	corporativo	ADJ;SG	N;FEM;SG
añadió	adicionados	añadir	adicionar	V;IND;SG;3;PST;FIN	V;MASC;PL;V.PTCP
añadió	adicionadas	añadir	adicionar	V;IND;SG;3;PST;FIN	V;FEM;PL;V.PTCP
gold	dourado	gold	dourar	N	V;MASC;SG;V.PTCP
dominante	dominando	dominante	dominar	ADJ;SG	V;V.MSDR
dominante	dominantes	dominante	dominante	ADJ;SG	N;MASC;PL
fred	fred	fred	fred	PROPN	N;MASC;SG
rob	rob	rob	rob	PROPN	N;MASC;SG
rob	roubar	rob	roubar	PROPN	V;NFIN
ligera	light	ligero	light	ADJ;FEM;SG	N;MASC;SG
ligera	luz	ligero	luz	ADJ;FEM;SG	N;FEM;SG
ligera	leve	ligero	levar	ADJ;FEM;SG	V;SBJV;SG;3;PRS;FIN
ligera	ligeira	ligero	ligeira	ADJ;FEM;SG	N;FEM;SG
ligera	leves	ligero	leve	ADJ;FEM;SG	ADJ;MASC;PL
ligera	leve	ligero	levar	ADJ;FEM;SG	V;SBJV;SG;3;PRS;FIN
tocando	comovente	tocar	comovente	V;V.MSDR	ADJ;MASC;SG
tocando	tocante	tocar	tocante	V;V.MSDR	ADV
recuerdos	memória	recuerdo	memória	N;MASC;PL	N;FEM;SG
recuerdos	lembrança	recuerdo	lembrança	N;MASC;PL	N;FEM;SG
recuerdos	memoria	recuerdo	memoria	N;MASC;PL	N;FEM;SG
mantenido	mantidas	mantener	manter	ADJ;MASC;SG;V.PTCP	V;FEM;PL;V.PTCP
mantenido	mantida	mantener	manter	ADJ;MASC;SG;V.PTCP	V;FEM;SG;V.PTCP
mantenido	mantido	mantener	manter	ADJ;MASC;SG;V.PTCP	V;MASC;SG;V.PTCP
mantenido	mantidos	mantener	manter	ADJ;MASC;SG;V.PTCP	V;MASC;PL;V.PTCP
mantenido	manteve	mantener	manter	ADJ;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
mantenido	mantidos	mantener	manter	ADJ;MASC;SG;V.PTCP	V;MASC;PL;V.PTCP
mantenido	mantidas	mantener	manter	ADJ;MASC;SG;V.PTCP	V;FEM;PL;V.PTCP
mantenido	mantido	mantener	manter	ADJ;MASC;SG;V.PTCP	V;MASC;SG;V.PTCP
mantenido	mantida	mantener	manter	ADJ;MASC;SG;V.PTCP	V;FEM;SG;V.PTCP
específicos	específica	específico	específico	ADJ;MASC;PL	ADJ;FEM;SG
específicos	especifico	específico	especifico	ADJ;MASC;PL	N;MASC;SG
específicos	específico	específico	específico	ADJ;MASC;PL	ADJ;MASC;SG
wright	wright	wright	wright	PROPN	N;MASC;SG
falla	reprovado	fallar	reprovar	N;FEM;SG	V;MASC;SG;V.PTCP
falla	falhar	fallar	falhar	N;FEM;SG	V;NFIN
falla	erra	fallar	errar	N;FEM;SG	V;IND;SG;3;PRS;FIN
llano	llano	llano	llano	ADJ;MASC;SG	N;MASC;SG
llano	plain	llano	plain	ADJ;MASC;SG	N;MASC;SG
llano	planície	llano	planície	ADJ;MASC;SG	N;FEM;SG
romper	break	romper	break	V;NFIN	N;MASC;SG
romper	quebra	romper	quebra	V;NFIN	N;FEM;SG
romper	pausa	romper	pausa	V;NFIN	N;FEM;SG
romper	breaking	romper	breaking	V;NFIN	N;MASC;SG
septentrional	norte	septentrional	norte	ADJ;SG	N;MASC;SG
septentrional	northern	septentrional	northern	ADJ;SG	N;MASC;SG
difíciles	dificil	difícil	dificil	ADJ;PL	ADJ;MASC;SG
difíciles	difícil	difícil	difícil	ADJ;PL	ADJ;MASC;SG
cerveza	cervejas	cerveza	cerveja	N;FEM;SG	N;FEM;PL
neerlandés	holandeses	neerlandés	holandês	N;MASC;SG	N;MASC;PL
chiapas	chiapas	chiapa	chiapa	N;FEM;PL	N;MASC;SG
compuestas	composto	compuesto	compor	ADJ;FEM;PL;V.PTCP	V;MASC;SG;V.PTCP
compuestas	compósitos	compuesto	compósito	ADJ;FEM;PL;V.PTCP	N;MASC;PL
compuestas	composto	compuesto	compor	ADJ;FEM;PL;V.PTCP	V;MASC;SG;V.PTCP
compuestas	compostos	compuesto	compor	ADJ;FEM;PL;V.PTCP	V;MASC;PL;V.PTCP
bloqueado	trancado	bloqueado	trancar	ADJ;MASC;SG;V.PTCP	V;MASC;SG;V.PTCP
bloqueado	fechado	bloqueado	fechar	ADJ;MASC;SG;V.PTCP	V;MASC;SG;V.PTCP
bloqueado	trancada	bloqueado	trancar	ADJ;MASC;SG;V.PTCP	V;FEM;SG;V.PTCP
bloqueado	bloqueada	bloqueado	bloquear	ADJ;MASC;SG;V.PTCP	V;FEM;SG;V.PTCP
bloqueado	bloqueados	bloqueado	bloqueado	ADJ;MASC;SG;V.PTCP	V;MASC;PL;V.PTCP
bloqueado	bloqueou	bloqueado	bloquear	ADJ;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
bloqueado	bloqueado	bloqueado	bloqueado	ADJ;MASC;SG;V.PTCP	V;MASC;SG;V.PTCP
tocó	tocados	tocar	tocar	V;IND;SG;3;PST;FIN	V;MASC;PL;V.PTCP
tocó	tocadas	tocar	tocar	V;IND;SG;3;PST;FIN	V;FEM;PL;V.PTCP
infierno	diabos	infierno	diabo	N;MASC;SG	N;MASC;PL
infierno	raios	infierno	raio	N;MASC;SG	N;MASC;PL
gastos	despesa	gasto	despesa	N;MASC;PL	N;FEM;SG
gastos	despesa	gasto	despesa	N;MASC;PL	N;FEM;SG
gastos	gasto	gasto	gastar	N;MASC;PL	V;MASC;SG;V.PTCP
africana	africana	africano	africano	ADJ;FEM;SG	N;FEM;SG
africana	africanos	africano	africano	ADJ;FEM;SG	N;MASC;PL
africana	africano	africano	africano	ADJ;FEM;SG	N;MASC;SG
depósito	depositar	depósito	depositar	N;MASC;SG	V;NFIN
avanzada	avançados	avanzado	avançar	ADJ;FEM;SG;V.PTCP	V;MASC;PL;V.PTCP
avanzada	avançado	avanzado	avançar	ADJ;FEM;SG;V.PTCP	V;MASC;SG;V.PTCP
avanzada	avançada	avanzado	avançar	ADJ;FEM;SG;V.PTCP	V;FEM;SG;V.PTCP
avanzada	advanced	avanzado	advanced	ADJ;FEM;SG;V.PTCP	N;MASC;SG
avanzada	avançadas	avanzado	avançar	ADJ;FEM;SG;V.PTCP	V;FEM;PL;V.PTCP
nucleares	nuclear	nuclear	nuclear	ADJ;PL	N;MASC;SG
nucleares	nucleares	nuclear	nuclear	ADJ;PL	N;MASC;PL
terry	terry	terry	terry	PROPN	N;MASC;SG
situados	situado	situado	situar	ADJ;MASC;PL;V.PTCP	V;MASC;SG;V.PTCP
lobos	loba	lobo	loba	N;MASC;PL	N;FEM;SG
lobos	lobo	lobo	lobo	N;MASC;PL	N;MASC;SG
lobos	wolf	lobo	wolf	N;MASC;PL	N;MASC;SG
especialista	especializado	especialista	especializar	N;SG	V;MASC;SG;V.PTCP
octava	oitava	octavo	oitavo	ADJ;FEM;SG	N;FEM;SG
octava	oitava	octavo	oitavo	ADJ;FEM;SG	N;FEM;SG
pendiente	ladeira	pendiente	ladeira	ADJ;SG	N;FEM;SG
pendiente	encosta	pendiente	encosta	ADJ;SG	N;FEM;SG
pendiente	inclinação	pendiente	inclinação	ADJ;SG	N;FEM;SG
pendiente	declive	pendiente	declive	ADJ;SG	N;MASC;SG
pendiente	brinco	pendiente	brinco	ADJ;SG	N;MASC;SG
pendiente	brincos	pendiente	brinco	ADJ;SG	N;MASC;PL
pendiente	pendentes	pendiente	pendente	ADJ;SG	N;MASC;PL
pendiente	pendentes	pendiente	pendente	ADJ;SG	N;MASC;PL
realista	realistas	realista	realista	ADJ;SG	ADJ;MASC;PL
century	século	century	século	PROPN	N;MASC;SG
century	century	century	century	PROPN	N;MASC;SG
definitivo	finais	definitivo	final	ADJ;MASC;SG	N;MASC;PL
definitivo	final	definitivo	final	ADJ;MASC;SG	N;MASC;SG
definitivo	definitivas	definitivo	definitivo	ADJ;MASC;SG	ADJ;FEM;PL
definitivo	definitivos	definitivo	definitivo	ADJ;MASC;SG	ADJ;MASC;PL
comenzando	início	comenzar	início	V;V.MSDR	N;MASC;SG
comenzando	começo	comenzar	começo	V;V.MSDR	N;MASC;SG
testimonio	testemunhar	testimonio	testemunhar	N;MASC;SG	V;NFIN
testimonio	testemunhos	testimonio	testemunho	N;MASC;SG	N;MASC;PL
aerolíneas	airlines	aerolínea	airline	N;FEM;PL	N;MASC;SG
positiva	positivos	positivo	positivo	ADJ;FEM;SG	N;MASC;PL
positiva	positivas	positivo	positivo	ADJ;FEM;SG	ADJ;FEM;PL
vidal	vidal	vidal	vidal	PROPN	N;MASC;SG
polvo	poeiras	polvo	poeira	N;MASC;SG	N;FEM;PL
tomada	tirada	tomado	tirar	ADJ;FEM;SG;V.PTCP	V;FEM;SG;V.PTCP
tomada	tomado	tomado	tomar	ADJ;FEM;SG;V.PTCP	V;MASC;SG;V.PTCP
tomada	levado	tomado	levar	ADJ;FEM;SG;V.PTCP	V;MASC;SG;V.PTCP
tomada	tomadas	tomado	tomar	ADJ;FEM;SG;V.PTCP	V;FEM;PL;V.PTCP
tomada	tiradas	tomado	tirar	ADJ;FEM;SG;V.PTCP	V;FEM;PL;V.PTCP
fija	correções	fijo	correção	ADJ;FEM;SG	N;FEM;PL
fija	correcções	fijo	correcção	ADJ;FEM;SG	N;FEM;PL
declara	declaram	declarar	declarar	V;IND;SG;3;PRS;FIN	V;IND;PL;3;PRS;FIN
declara	declare	declarar	declare	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
declara	declaro	declarar	declaro	V;IND;SG;3;PRS;FIN	V;IND;SG;1;PRS;FIN
alegría	alegrias	alegría	alegria	N;FEM;SG	N;FEM;PL
alegría	animar	alegría	animar	N;FEM;SG	V;NFIN
reconoció	reconhecidos	reconocer	reconhecer	V;IND;SG;3;PST;FIN	V;MASC;PL;V.PTCP
cría	reprodutores	cría	reprodutor	N;FEM;SG	N;MASC;PL
singular	singulares	singular	singular	ADJ;SG	ADJ;MASC;PL
vital	vitais	vital	vital	ADJ;SG	ADJ;MASC;PL
comenzado	começaram	comenzar	começar	V;MASC;SG;PST;V.PTCP	V;IND;PL;3;FIN
semi	semi	semi	semir		N;MASC;SG
vinos	vinho	vino	vinho	N;MASC;PL	N;MASC;SG
nominada	nomeada	nominado	nomear	ADJ;FEM;SG;V.PTCP	V;FEM;SG;V.PTCP
nominada	nomeados	nominado	nomear	ADJ;FEM;SG;V.PTCP	V;MASC;PL;V.PTCP
nominada	indicado	nominado	indicar	ADJ;FEM;SG;V.PTCP	V;MASC;SG;V.PTCP
nominada	nomeado	nominado	nomear	ADJ;FEM;SG;V.PTCP	V;MASC;SG;V.PTCP
nominada	nomeada	nominado	nomear	ADJ;FEM;SG;V.PTCP	V;FEM;SG;V.PTCP
denuncia	denunciar	denuncia	denunciar	N;FEM;SG	V;NFIN
denuncia	relatar	denuncia	relatar	N;FEM;SG	V;NFIN
frutas	fruto	fruta	fruto	N;FEM;PL	N;MASC;SG
frutas	fruta	fruta	fruta	N;FEM;PL	N;FEM;SG
obtenidos	obtida	obtenido	obter	ADJ;MASC;PL;V.PTCP	V;FEM;SG;V.PTCP
obtenidos	obtidos	obtenido	obter	ADJ;MASC;PL;V.PTCP	V;MASC;PL;V.PTCP
obtenidos	obtidas	obtenido	obter	ADJ;MASC;PL;V.PTCP	V;FEM;PL;V.PTCP
obtenidos	obtido	obtenido	obter	ADJ;MASC;PL;V.PTCP	V;MASC;SG;V.PTCP
graham	graham	graham	grahar	PROPN	N;MASC;SG
preocupación	preocupações	preocupación	preocupação	N;FEM;SG	N;FEM;PL
metales	metal	metal	metal	N;MASC;PL	N;MASC;SG
asistencias	auxilia	asistencia	auxiliar	N;FEM;PL	V;IND;SG;3;PRS;FIN
creencias	crença	creencia	crença	N;FEM;PL	N;FEM;SG
norman	normandos	normar	normando	N;MASC;SG	N;MASC;PL
humberto	humberto	humberto	humberto	PROPN	N;MASC;SG
humberto	humbert	humberto	humbert	PROPN	N;MASC;SG
humberto	humberto	humberto	humberto	PROPN	N;MASC;SG
humberto	humberto	humberto	humberto	PROPN	N;MASC;SG
humberto	umberto	humberto	umber	PROPN	N;MASC;SG
humberto	humberto	humberto	humberto	PROPN	N;MASC;SG
humberto	hubert	humberto	hubert	PROPN	N;MASC;SG
htm	htm	htm	hôm		N;MASC;SG
australiana	australiana	australiano	australiano	ADJ;FEM;SG	N;FEM;SG
australiana	australianos	australiano	australiano	ADJ;FEM;SG	N;MASC;PL
australiana	austrália	australiano	austrália	ADJ;FEM;SG	N;FEM;SG
australiana	australiano	australiano	australiano	ADJ;FEM;SG	N;MASC;SG
australiana	australian	australiano	australian	ADJ;FEM;SG	N;MASC;SG
ámsterdam	amsterdam	ámsterdam	amsterdar	N;MASC;SG	N;MASC;PL
ilustración	ilustrações	ilustración	ilustração	N;FEM;SG	N;FEM;PL
efectiva	eficazes	efectivo	eficaz	ADJ;FEM;SG	ADJ;FEM;PL
constituyente	constituinte	constituyente	constituinte	ADJ;SG	N;MASC;SG
convertir	conversão	convertir	conversão	V;NFIN	N;FEM;SG
llanura	simples	llanura	simples	N;FEM;SG	ADJ;MASC;SG
llanura	planícies	llanura	planície	N;FEM;SG	N;FEM;PL
levantamiento	levantar	levantamiento	levantar	N;MASC;SG	V;NFIN
levantamiento	levantando	levantamiento	levantar	N;MASC;SG	V;V.MSDR
hebreo	hebreus	hebreo	hebreu	N;MASC;SG	N;MASC;PL
desea	wish	desear	wish	V;IND;SG;3;PRS;FIN	N;MASC;SG
desea	deseje	desear	desejar	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
desea	desejo	desear	desejo	V;IND;SG;3;PRS;FIN	N;MASC;SG
desea	desejos	desear	desejo	V;IND;SG;3;PRS;FIN	N;MASC;PL
jay	jay	jayto	jay	PROPN	N;MASC;SG
tributo	tributos	tributo	tributo	N;MASC;SG	N;MASC;PL
placas	placa	placa	placa	N;FEM;PL	N;FEM;SG
placas	prato	placa	prato	N;FEM;PL	N;MASC;SG
placas	chapa	placa	chapa	N;FEM;PL	N;FEM;SG
estructural	estruturais	estructural	estrutural	ADJ;SG	N;MASC;PL
culpa	culpe	culpa	culpe	N;FEM;SG	V;SBJV;SG;3;PRS;FIN
culpa	culpas	culpa	culpa	N;FEM;SG	N;FEM;PL
culpa	culpar	culpa	culpar	N;FEM;SG	V;NFIN
secreta	segredo	secreto	segredo	ADJ;FEM;SG	N;MASC;SG
secreta	secret	secreto	secret	ADJ;FEM;SG	N;MASC;SG
secreta	secreto	secreto	secreto	ADJ;FEM;SG	N;MASC;SG
secreta	secreta	secreto	secreto	ADJ;FEM;SG	N;FEM;SG
ordenado	ordenados	ordenado	ordenado	ADJ;MASC;SG;V.PTCP	V;MASC;PL;V.PTCP
ordenado	ordenado	ordenado	ordenado	ADJ;MASC;SG;V.PTCP	V;MASC;SG;V.PTCP
ordenado	ordenados	ordenado	ordenado	ADJ;MASC;SG;V.PTCP	V;MASC;PL;V.PTCP
ordenado	ordenou	ordenado	ordenar	ADJ;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
ordenado	ordenado	ordenado	ordenado	ADJ;MASC;SG;V.PTCP	V;MASC;SG;V.PTCP
ordenado	ordenada	ordenado	ordenada	ADJ;MASC;SG;V.PTCP	V;FEM;SG;V.PTCP
proporción	proporções	proporción	proporção	N;FEM;SG	N;FEM;PL
asociada	associadas	asociado	associar	ADJ;FEM;SG;V.PTCP	V;FEM;PL;V.PTCP
asociada	associada	asociado	associar	ADJ;FEM;SG;V.PTCP	V;FEM;SG;V.PTCP
asociada	associados	asociado	associado	ADJ;FEM;SG;V.PTCP	V;MASC;PL;V.PTCP
asociada	associado	asociado	associar	ADJ;FEM;SG;V.PTCP	V;MASC;SG;V.PTCP
asociada	associada	asociado	associar	ADJ;FEM;SG;V.PTCP	V;FEM;SG;V.PTCP
asociada	associado	asociado	associar	ADJ;FEM;SG;V.PTCP	V;MASC;SG;V.PTCP
asociada	associados	asociado	associado	ADJ;FEM;SG;V.PTCP	V;MASC;PL;V.PTCP
asociada	associar	asociado	associar	ADJ;FEM;SG;V.PTCP	V;NFIN
estimada	estimado	estimar	estimado	ADJ;FEM;SG;V.PTCP	V;MASC;SG;V.PTCP
estimada	estimados	estimar	estimar	ADJ;FEM;SG;V.PTCP	V;MASC;PL;V.PTCP
estimada	estimada	estimar	estimar	ADJ;FEM;SG;V.PTCP	V;FEM;SG;V.PTCP
estimada	estimativa	estimar	estimativa	ADJ;FEM;SG;V.PTCP	N;FEM;SG
interfaz	interfaces	interfaz	interface	N;FEM;SG	N;FEM;PL
colaborar	colaboração	colaborar	colaboração	V;NFIN	N;FEM;SG
episcopal	episcopal	episcopal	episcopal	ADJ;SG	N;MASC;SG
circuitos	circuito	circuito	circuito	N;MASC;PL	N;MASC;SG
magallanes	magalhães	magallan	magalhão	N;MASC;PL	N;MASC;SG
auxiliar	assistente	auxiliar	assistente	V;NFIN	N;MASC;SG
auxiliar	auxiliares	auxiliar	auxiliar	V;NFIN	N;MASC;PL
verso	versos	verso	verso	N;MASC;SG	N;MASC;PL
anónimo	anónimo	anónimo	anónimo	ADJ;MASC;SG	N;MASC;SG
auge	florescente	auge	florescente	N;MASC;SG	ADJ;MASC;SG
encargo	encomendou	encargo	encomendar	N;MASC;SG	V;IND;SG;3;PST;FIN
encargo	encomendada	encargo	encomendar	N;MASC;SG	V;FEM;SG;V.PTCP
encargo	encomendado	encargo	encomendar	N;MASC;SG	V;MASC;SG;V.PTCP
encargo	encomendar	encargo	encomendar	N;MASC;SG	V;NFIN
sensación	sentindo	sensación	sentir	N;FEM;SG	V;V.MSDR
suave	suaves	suave	suave	ADJ;SG	ADJ;MASC;PL
suave	liso	suave	liso	ADJ;SG	N;MASC;SG
suave	soft	suave	soft	ADJ;SG	N;MASC;SG
suave	suaves	suave	suave	ADJ;SG	ADJ;MASC;PL
suave	ligeira	suave	ligeira	ADJ;SG	N;FEM;SG
constantes	constante	constante	constante	ADJ;PL	ADJ;MASC;SG
viaja	viagens	viajar	viagem	V;IND;SG;3;PRS;FIN	N;FEM;PL
suizo	suíços	suizo	suíço	N;MASC;SG	N;MASC;PL
suizo	suíço	suizo	suíço	N;MASC;SG	ADJ;MASC;SG
jamaica	jamaicanos	jamaica	jamaicano	N;FEM;SG	N;MASC;PL
sencilla	simple	sencillo	simple	ADJ;FEM;SG	N;MASC;SG
sencilla	easy	sencillo	easy	ADJ;FEM;SG	N;MASC;SG
sencilla	calma	sencillo	calma	ADJ;FEM;SG	N;FEM;SG
censura	censores	censura	censor	N;FEM;SG	N;MASC;PL
censura	censurar	censura	censurar	N;FEM;SG	V;NFIN
rebelde	rebeldes	rebelde	rebelde	ADJ;SG	N;MASC;PL
rebelde	rebelde	rebelde	rebelde	ADJ;SG	N;MASC;SG
rebelde	rebelde	rebelde	rebelde	ADJ;SG	N;MASC;SG
roll	rolar	roll	rolar	N;MASC;SG	V;NFIN
paco	paco	paco	paco	PROPN	N;MASC;SG
matías	mathias	matía	mathia	PROPN	N;MASC;SG
matías	matias	matía	matia	PROPN	N;MASC;SG
matías	matías	matía	matía	PROPN	N;MASC;SG
matías	matias	matía	matia	PROPN	N;MASC;SG
matías	matthias	matía	matthia	PROPN	N;MASC;SG
marítima	marítimo	marítimo	marítimo	ADJ;FEM;SG	N;MASC;SG
marítima	maritime	marítimo	maritime	ADJ;FEM;SG	N;MASC;SG
marítima	marítima	marítimo	marítimo	ADJ;FEM;SG	N;FEM;SG
crimea	crimeia	crimea	crimeio	ADJ;SG	N;FEM;SG
crimea	crimeia	crimea	crimeio	ADJ;SG	N;FEM;SG
liberado	lançado	liberado	lançar	ADJ;MASC;SG;V.PTCP	V;MASC;SG;V.PTCP
liberado	libertado	liberado	libertar	ADJ;MASC;SG;V.PTCP	V;MASC;SG;V.PTCP
liberado	liberado	liberado	liberar	ADJ;MASC;SG;V.PTCP	V;MASC;SG;V.PTCP
liberado	liberada	liberado	liberar	ADJ;MASC;SG;V.PTCP	V;FEM;SG;V.PTCP
liberado	divulgado	liberado	divulgar	ADJ;MASC;SG;V.PTCP	V;MASC;SG;V.PTCP
liberado	solto	liberado	solto	ADJ;MASC;SG;V.PTCP	V;MASC;SG;V.PTCP
liberado	libertou	liberado	libertar	ADJ;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
liberado	libertado	liberado	libertar	ADJ;MASC;SG;V.PTCP	V;MASC;SG;V.PTCP
liberado	libertados	liberado	libertar	ADJ;MASC;SG;V.PTCP	V;MASC;PL;V.PTCP
liberado	liberada	liberado	liberar	ADJ;MASC;SG;V.PTCP	V;FEM;SG;V.PTCP
liberado	libertado	liberado	libertar	ADJ;MASC;SG;V.PTCP	V;MASC;SG;V.PTCP
liberado	libertada	liberado	libertar	ADJ;MASC;SG;V.PTCP	V;FEM;SG;V.PTCP
liberado	liberado	liberado	liberar	ADJ;MASC;SG;V.PTCP	V;MASC;SG;V.PTCP
liberado	libertados	liberado	libertar	ADJ;MASC;SG;V.PTCP	V;MASC;PL;V.PTCP
narrativa	narrativas	narrativa	narrativa	N;FEM;SG	N;FEM;PL
afecta	afetam	afectar	afetar	V;IND;SG;3;PRS;FIN	V;IND;PL;3;PRS;FIN
enciclopédico	enciclopédico	enciclopédico	enciclopédico	ADJ;MASC;SG	N;MASC;SG
seca	seca	seco	seca	ADJ;FEM;SG	N;FEM;SG
seca	secos	seco	seco	ADJ;FEM;SG	N;MASC;PL
seca	secas	seco	seca	ADJ;FEM;SG	N;FEM;PL
seca	secar	seco	secar	ADJ;FEM;SG	V;NFIN
seca	seca	seco	seca	ADJ;FEM;SG	N;FEM;SG
seca	secos	seco	seco	ADJ;FEM;SG	N;MASC;PL
seca	secas	seco	seca	ADJ;FEM;SG	N;FEM;PL
marchó	marcharam	marchar	marchar	V;IND;SG;3;PST;FIN	V;IND;PL;3;FIN
medir	medição	medir	medição	V;NFIN	N;FEM;SG
medir	medida	medir	medida	V;NFIN	N;FEM;SG
asume	assumam	asumir	assumir	V;IND;SG;3;PRS;FIN	V;SBJV;PL;3;PRS;FIN
asume	assuma	asumir	assumir	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
dieta	dietas	dieta	dieta	N;FEM;SG	N;FEM;PL
aparente	aparentes	aparente	aparente	ADJ;SG	ADJ;MASC;PL
discusiones	discussão	discusión	discussão	N;FEM;PL	N;FEM;SG
discusiones	argumentação	discusión	argumentação	N;FEM;PL	N;FEM;SG
stanley	stanley	stanley	stanley	PROPN	N;MASC;SG
realistas	realista	realista	realista	N;PL	ADJ;MASC;SG
realistas	realistas	realista	realista	N;PL	ADJ;MASC;PL
realistas	realista	realista	realista	N;PL	ADJ;MASC;SG
animada	animado	animado	animar	ADJ;FEM;SG;V.PTCP	V;MASC;SG;V.PTCP
animada	animação	animado	animação	ADJ;FEM;SG;V.PTCP	N;FEM;SG
animada	animados	animado	animar	ADJ;FEM;SG;V.PTCP	N;MASC;PL
animada	animada	animado	animar	ADJ;FEM;SG;V.PTCP	V;FEM;SG;V.PTCP
animada	animadas	animado	animar	ADJ;FEM;SG;V.PTCP	V;FEM;PL;V.PTCP
animada	animada	animado	animar	ADJ;FEM;SG;V.PTCP	V;FEM;SG;V.PTCP
nativa	nativas	nativo	nativa	ADJ;FEM;SG	N;FEM;PL
nativa	nativo	nativo	nativo	ADJ;FEM;SG	N;MASC;SG
