les	az	le	az	DET;DEF;PL	
politiques	szabályzat	politique	szabályzat	ADJ;MASC;PL	N;NOM;SG
politiques	politika	politique	politika	ADJ;MASC;PL	N;NOM;SG
politiques	politika	politique	politika	ADJ;MASC;PL	N;NOM;SG
com	com	com	com		
tours	tours	tour	tours	N;MASC;PL	N;NOM;SG
joueurs	lejátszó	joueur	lejátszó	N;MASC;PL	N;NOM;SG
joueurs	játékos	joueur	játékos	N;MASC;PL	N;NOM;SG
lyon	lyon	lyon	lyon	PROPN	
généralement	általában	généralement	általában	ADV	
généralement	rendszerint	généralement	rendszerint	ADV	
généralement	általában	généralement	általában	ADV	
généralement	tipikusan	généralement	tipikus	ADV	ADJ;FRML;SG
généralement	általánosságban	généralement	általánosság	ADV	N;IN+ESS;SG
généralement	általában	généralement	általában	ADV	
von	von	von	von	PROPN	
amérique	amerika	amérique	amerika	ADJ;MASC;SG	N;NOM;SG
amérique	america	amérique	america	ADJ;MASC;SG	
mal	rossz	mal	rossz	ADV	
mal	helytelen	mal	helytelen	ADV	
mal	bad	mal	bad	ADV	
mal	rosz	mal	rosz	ADV	
mal	rossz	mal	rossz	ADV	
mal	mal	mal	mal	ADV	
mal	gonoszság	mal	gonoszság	ADV	N;NOM;SG
mal	gonosz	mal	gonosz	ADV	
rock	rock	rock	rock	N;MASC;SG	
abbaye	abbey	abbaye	abbey	N;FEM;SG	
nuit	éj	nuit	éj	N;FEM;SG	
nuit	este	nuit	este	N;FEM;SG	ADV
nuit	éjjel	nuit	éjjel	N;FEM;SG	
principalement	főleg	principalement	főleg	ADV	
principalement	főként	principalement	főként	ADV	
principalement	többnyire	principalement	többnyir	ADV	
principalement	főként	principalement	főként	ADV	
principalement	főleg	principalement	főleg	ADV	
principalement	túlnyomórészt	principalement	túlnyomórész	ADV	
principalement	elsődlegesen	principalement	elsődlegesen	ADV	ADJ;FRML;SG
prise	foglalt	prendre	foglal	V;FEM;SG;PST;V.PTCP	
bretagne	bretagne	bretagne	bretag	PROPN	
bretagne	brittany	bretagne	brittany	PROPN	
avaient	volt	avoir	van	V;IND;PL;3;IPFV;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
générale	általános	général	általános	ADJ;FEM;SG	
générale	tábornok	général	tábornok	ADJ;FEM;SG	N;NOM;SG
scénario	forgatókönyv	scénario	forgatókönyv	N;MASC;SG	N;NOM;PL
scénario	forgatókönyvet	scénario	forgatókönyv	N;MASC;SG	N;NOM;PL
scénario	forgatókönyv	scénario	forgatókönyv	N;MASC;SG	N;NOM;PL
scénario	forgatókönyv	scénario	forgatókönyv	N;MASC;SG	N;NOM;PL
scénario	forgatókönyvet	scénario	forgatókönyv	N;MASC;SG	N;NOM;PL
chemin	uton	chemin	ut	N;MASC;SG	
avis	hirdetmények	avis	hirdetmény	N;MASC;SG	N;NOM;PL
avis	vélemény	avis	vélemény	N;MASC;SG	
avis	vélemények	avis	vélemény	N;MASC;SG	N;NOM;PL
avis	hirdetmény	avis	hirdetmény	N;MASC;SG	
avis	avis	avis	avis	N;MASC;SG	
carte	térkép	carte	térkép	N;FEM;SG	
sociale	szociális	social	szociális	ADJ;FEM;SG	N;NOM;SG
travers	travers	travers	travers	N;MASC;SG	PROPN;NOM;SG
utilisation	használni	utilisation	használ	N;FEM;SG	V;NFIN;ACT
allemande	németül	allemand	németül	ADJ;FEM;SG	
palais	palace	palais	palace	N;MASC;SG	
émission	kibocsátási	émission	kibocsátási	N;FEM;SG	ADJ;NOM;SG
composé	vegyület	composer	vegyület	V;MASC;SG;PST;V.PTCP	N;NOM;SG
court	rövid	court	rövid	ADJ;MASC;SG	
court	röviden	court	röviden	ADJ;MASC;SG	
vallée	valley	vallée	valley	N;FEM;SG	
vallée	vallée	vallée	vallée	N;FEM;SG	
anciens	ősi	ancien	ősi	ADJ;MASC;PL	
anciens	ős	ancien	ős	ADJ;MASC;PL	
anciens	ókori	ancien	ókori	ADJ;MASC;PL	
anciens	idős	ancien	idős	ADJ;MASC;PL	
anciens	régit	ancien	régit	ADJ;MASC;PL	N;ACC;SG
anciens	régi	ancien	régi	ADJ;MASC;PL	
anciens	öreg	ancien	öreg	ADJ;MASC;PL	
anciens	régiek	ancien	régiek	ADJ;MASC;PL	N;NOM;PL
anciens	öregdiák	ancien	öregdia	ADJ;MASC;PL	N;NOM;PL
cité	cité	citer	cité	V;MASC;SG;PST;V.PTCP	
basse	bass	bas	bass	ADJ;FEM;SG	
basse	basszus	bas	basszus	ADJ;FEM;SG	N;NOM;SG
pro	pro	pro	pro	N;MASC;SG	
pro	profi	pro	profi	N;MASC;SG	
total	teljes	total	teljes	N;MASC;SG	
total	összesen	total	összesen	N;MASC;SG	
nouveaux	újdonság	nouveau	újdonság	ADJ;MASC;PL	N;NOM;SG
nouveaux	új	nouveau	új	ADJ;MASC;PL	ADJ;NOM;SG
savoir	tudás	savoir	tudás	V;NFIN	N;NOM;SG
savoir	ismeretek	savoir	ismeret	V;NFIN	N;NOM;PL
glace	ice	glace	ice	N;FEM;SG	
originale	eredeti	original	eredeti	ADJ;FEM;SG	N;NOM;SG
proche	szoros	proche	szoros	ADJ;MASC;SG	
proche	közel	proche	közel	ADJ;MASC;SG	
proche	bezárása	proche	bezárás	ADJ;MASC;SG	N;NOM;SG
proche	közeli	proche	közeli	ADJ;MASC;SG	
proche	közel	proche	közel	ADJ;MASC;SG	
proche	közelben	proche	közel	ADJ;MASC;SG	N;IN+ESS;SG
proche	közeli	proche	közeli	ADJ;MASC;SG	
main	fő	main	fő	N;FEM;SG	
main	main	main	main	N;FEM;SG	
main	főbb	main	fő	N;FEM;SG	ADJ;NOM;CMPR;SG
huit	nyolc	huit	nyolc	NUM	
populaire	népszerű	populaire	népszerű	ADJ;MASC;SG	
populaire	népszerűek	populaire	népszerű	ADJ;MASC;SG	ADJ;NOM;PL
critique	kritika	critique	kritika	ADJ;MASC;SG	N;NOM;SG
critique	kritikát	critique	kritika	ADJ;MASC;SG	N;ACC;SG
critique	kritika	critique	kritika	ADJ;MASC;SG	N;NOM;SG
critique	kritikát	critique	kritika	ADJ;MASC;SG	N;ACC;SG
critique	kritikus	critique	kritikus	ADJ;MASC;SG	
critique	kritikus	critique	kritikus	ADJ;MASC;SG	
del	del	del	del	PROPN	
publication	posta	publication	posta	N;FEM;SG	
publication	post	publication	post	N;FEM;SG	
uni	uni	uni	uni	V;MASC;SG;PST;V.PTCP	
japonais	japán	japonais	japán	ADJ;MASC;SG	
japonais	japánok	japonais	japán	ADJ;MASC;SG	N;NOM;PL
hôtel	szálloda	hôtel	szálloda	N;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
hôtel	hotel	hôtel	hotel	N;MASC;SG	
australie	ausztrál	australie	ausztrál	PROPN	
australie	ausztrália	australie	ausztrália	PROPN	N;NOM;SG
australie	ausztrália	australie	ausztrália	PROPN	N;NOM;SG
catholique	katolikus	catholique	katolikus	ADJ;MASC;SG	
catholique	katolikusok	catholique	katolikus	ADJ;MASC;SG	N;NOM;PL
accord	accord	accord	accord	N;MASC;SG	
accord	egyetértés	accord	egyetértés	N;MASC;SG	
accord	megegyezés	accord	megegyezés	N;MASC;SG	
accord	egyezség	accord	egyezség	N;MASC;SG	
rapidement	gyorsan	rapidement	gyors	ADV	ADJ;FRML;SG
rapidement	gyors	rapidement	gyors	ADV	
rapidement	gyorsan	rapidement	gyors	ADV	ADJ;FRML;SG
rapidement	gyors	rapidement	gyors	ADV	
rapidement	gyorsan	rapidement	gyors	ADV	ADJ;FRML;SG
traduction	fordítások	traduction	fordítás	N;FEM;SG	N;NOM;PL
anne	anne	anne	az	N;FEM;SG	
anne	ann	anne	ann	N;FEM;SG	
étude	tanulmányok	étude	tanulmány	N;FEM;SG	N;NOM;PL
montréal	montreali	montréal	montreali	N;MASC;SG	ADJ;NOM;SG
choix	kiválasztási	choix	kiválasztási	N;MASC;SG	ADJ;NOM;SG
choix	döntések	choix	döntés	N;MASC;SG	N;NOM;PL
choix	választás	choix	választás	N;MASC;SG	
coup	robbantani	coup	robbant	N;MASC;SG	V;NFIN;ACT
coup	lőtt	coup	lőtt	N;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
coup	lelőtték	coup	lelőt	N;MASC;SG	V;DEF;IND;PL;3;PST;FIN;ACT
enfant	gyerekek	enfant	gyerek	N;MASC;SG	N;NOM;PL
enfant	gyermekeknek	enfant	gyermek	N;MASC;SG	N;DAT;PL
enfant	gyermekek	enfant	gyermek	N;MASC;SG	N;NOM;PL
information	információk	information	információ	N;FEM;SG	N;NOM;PL
mieux	jobb	mieux	jó	ADV	ADJ;NOM;CMPR;SG
maurice	mauritius	maurice	mauritius	N;MASC;SG	
maurice	maurice	maurice	maurice	N;MASC;SG	
défense	védelmi	défense	védelmi	N;FEM;SG	
défense	védelmi	défense	védelmi	N;FEM;SG	
contrôle	vezérlő	contrôle	vezérlő	N;MASC;SG	ADJ;NOM;SG
contrôle	ellenőrzési	contrôle	ellenőrzési	N;MASC;SG	ADJ;NOM;SG
noms	neve	nom	név	N;MASC;PL	N;NOM;SG
noms	név	nom	név	N;MASC;PL	N;NOM;SG
produits	termék	produire	termék	V;MASC;PL;PST;V.PTCP	N;NOM;SG
produits	termékek	produire	termék	V;MASC;PL;PST;V.PTCP	N;NOM;PL
produits	termék	produire	termék	V;MASC;PL;PST;V.PTCP	N;NOM;SG
produits	termékeket	produire	termék	V;MASC;PL;PST;V.PTCP	N;ACC;PL
label	címke	label	cím	N;MASC;SG	
hiver	téli	hiver	téli	N;MASC;SG	
hiver	télen	hiver	tél	N;MASC;SG	
fondation	alap	fondation	alap	N;FEM;SG	
file	sor	file	sor	N;FEM;SG	
antoine	anthony	antoine	anthony	N;MASC;SG	
antoine	antal	antoine	antal	N;MASC;SG	
antoine	antonius	antoine	antonius	N;MASC;SG	
antoine	antoine	antoine	antoi	N;MASC;SG	
daniel	dániel	daniel	dániel	PROPN	
daniel	daniel	daniel	daniel	PROPN	
cœur	szívem	cœur	szívem	N;MASC;SG	V;DEF;IND;SG;1;PRS;FIN;ACT
cœur	szívvel	cœur	szív	N;MASC;SG	
cœur	mag	cœur	mag	N;MASC;SG	
cœur	szívek	cœur	szív	N;MASC;SG	N;NOM;PL
pris	kifogott	prendre	kifogott	V;MASC;SG;PST;V.PTCP	
pris	foglalt	prendre	foglal	V;MASC;SG;PST;V.PTCP	
marine	tengeri	marine	tengeri	N;FEM;SG	
peter	peter	peter	peter	PROPN	PROPN;NOM;SG
peter	péter	peter	péter	PROPN	
fondé	alapították	fonder	alapít	V;MASC;SG;PST;V.PTCP	V;DEF;IND;PL;3;PST;FIN;ACT
der	der	der	der	PROPN	
seine	seine	seine	seine	N;FEM;SG	
amour	love	amour	love	N;MASC;SG	
mont	mont	mont	mont	N;MASC;SG	
statistiques	statisztika	statistique	statisztika	N;FEM;PL	N;NOM;SG
statistiques	statisztika	statistique	statisztika	N;FEM;PL	N;NOM;SG
bonjour	helló	bonjour	helló	INTJ	
bonjour	hello	bonjour	héll	INTJ	
marc	marc	marc	marc	N;MASC;SG	
altitude	magasság	altitude	magasság	N;FEM;SG	
unité	unit	unité	únit	N;FEM;SG	
particulièrement	különösen	particulièrement	különös	ADV	ADJ;FRML;SG
particulièrement	különösen	particulièrement	különös	ADV	ADJ;FRML;SG
particulièrement	főleg	particulièrement	főleg	ADV	
traité	szerződéssel	traiter	szerződés	V;MASC;SG;PST;V.PTCP	N;INS;SG
traité	szerződés	traiter	szerződés	V;MASC;SG;PST;V.PTCP	
montre	óra	montrer	óra	V;IND;SG;3;PRS;FIN	N;NOM;SG
montre	vigyázz	montrer	vigyázz	V;IND;SG;3;PRS;FIN	V;DEF;IND;SG;1;PRS;FIN;ACT
montre	show	montrer	show	V;IND;SG;3;PRS;FIN	
idée	elképzelés	idée	elképzelés	N;FEM;SG	
records	records	record	records	N;MASC;PL	N;NOM;SG
records	nyilvántartás	record	nyilvántartás	N;MASC;PL	N;NOM;SG
principaux	fő	principal	fő	ADJ;MASC;PL	
principaux	main	principal	main	ADJ;MASC;PL	
principaux	főbb	principal	fő	ADJ;MASC;PL	ADJ;NOM;CMPR;SG
sol	sol	sol	sol	N;MASC;SG	
chaîne	lánc	chaîne	lánc	N;FEM;SG	
fondée	alapították	fonder	alapít	V;FEM;SG;PST;V.PTCP	V;DEF;IND;PL;3;PST;FIN;ACT
pourrait	lehetne	pouvoir	lesz	V;COND;SG;3;PRS;FIN	V;INDF;SG;3;PRS;FIN;ACT
fond	alul	fond	alul	N;MASC;SG	
fond	alsó	fond	alsó	N;MASC;SG	
mode	mode	mode	mode	N;FEM;SG	
original	eredeti	original	eredeti	ADJ;MASC;SG	N;NOM;SG
espagnol	spanyolul	espagnol	spanyolul	ADJ;MASC;SG	
espagnol	spanyolok	espagnol	spanyol	ADJ;MASC;SG	N;NOM;PL
espagnol	spanyol	espagnol	spanyol	ADJ;MASC;SG	
producteur	gyártó	producteur	gyártó	N;MASC;SG	ADJ;NOM;SG
producteur	termelő	producteur	termelő	N;MASC;SG	
producteur	termelői	producteur	termelő	N;MASC;SG	N;NOM;PL
créer	létrehozása	créer	létrehozás	V;NFIN	N;NOM;SG
créer	létrehozása	créer	létrehozás	V;NFIN	N;NOM;SG
créer	létrehozva	créer	létrehozva	V;NFIN	N;NOM;SG
los	los	el	los	PROPN	
garde	garde	garde	garde	N;FEM;SG	
sécurité	biztonsági	sécurité	biztonsági	N;FEM;SG	ADJ;NOM;SG
sécurité	biztonsági	sécurité	biztonsági	N;FEM;SG	ADJ;NOM;SG
quatrième	negyedszer	quatrième	negyedszer	ADJ;MASC;SG	
quatrième	negyedik	quatrième	negyed	ADJ;MASC;SG	
junior	junior	junior	junior	ADJ;MASC;SG	
albert	albert	albert	albert	N;MASC;SG	
bruxelles	brüsszelben	bruxelle	brüsszel	ADJ;MASC;PL	N;IN+ESS;SG
bruxelles	brüsszeli	bruxelle	brüsszeli	ADJ;MASC;PL	ADJ;NOM;SG
bruxelles	brüsszel	bruxelle	brüsszel	ADJ;MASC;PL	N;NOM;SG
empereur	császár	empereur	császár	N;MASC;SG	
xxe	huszadik	xxe	huszadik	ADJ;MASC;SG	
rejoint	csatlakozik	rejoindre	csatlakozik	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PRS;FIN;ACT
chevalier	chevalier	chevalier	chevalier	N;MASC;SG	
armes	fegyvert	arme	fegyver	N;FEM;PL	N;ACC;SG
armes	kar	arme	kar	N;FEM;PL	N;NOM;SG
armes	fegyver	arme	fegyver	N;FEM;PL	N;NOM;SG
armes	lőfegyver	arme	lőfegyver	N;FEM;PL	N;NOM;SG
livres	könyv	livre	könyv	N;MASC;PL	N;NOM;SG
principales	fő	principal	fő	ADJ;FEM;PL	
principales	main	principal	main	ADJ;FEM;PL	
principales	főbb	principal	fő	ADJ;FEM;PL	ADJ;NOM;CMPR;SG
unique	egyedülálló	unique	egyedülálló	ADJ;MASC;SG	
unique	single	unique	single	ADJ;MASC;SG	
unique	egyetlen	unique	egyetlen	ADJ;MASC;SG	
unique	szingli	unique	szingli	ADJ;MASC;SG	N;NOM;SG
unique	egyedülálló	unique	egyedülálló	ADJ;MASC;SG	
unique	páratlan	unique	páratlan	ADJ;MASC;SG	
unique	egyedi	unique	egyedi	ADJ;MASC;SG	
large	széles	large	széles	ADJ;MASC;SG	N;NOM;SG
large	tág	large	tág	ADJ;MASC;SG	
large	széles	large	széles	ADJ;MASC;SG	N;NOM;SG
guillaume	william	guillaume	william	PROPN	
guillaume	vilmos	guillaume	vilmos	PROPN	
guillaume	guillaume	guillaume	guillaum	PROPN	
tel	ilyen	tel	ilyen	ADJ;MASC;SG	
tel	tel	tel	tel	ADJ;MASC;SG	
parce	mert	parce	mert	ADV	CONJ
divers	többféle	divers	többfél	ADJ;MASC;PL	
divers	különféle	divers	különféle	ADJ;MASC;PL	
divers	különböző	divers	különböző	ADJ;MASC;PL	
divers	egyéb	divers	egyéb	ADJ;MASC;PL	
divers	egyebek	divers	egyéb	ADJ;MASC;PL	
divers	különféle	divers	különféle	ADJ;MASC;PL	
divers	vegyes	divers	vegyes	ADJ;MASC;PL	
tels	ilyen	tel	ilyen	ADJ;MASC;PL	
actuelle	áramlat	actuel	áramlat	ADJ;FEM;SG	N;NOM;SG
actuelle	jelenlegi	actuel	jelenlegi	ADJ;FEM;SG	
classique	klasszikus	classique	klasszikus	ADJ;MASC;SG	
classique	klasszikus	classique	klasszikus	ADJ;MASC;SG	
classique	classic	classique	classic	ADJ;MASC;SG	
présent	ajándék	présent	ajándék	ADJ;MASC;SG	N;NOM;SG
présent	jelen	présent	jelen	ADJ;MASC;SG	
fit	fit	faire	fi	V;IND;SG;3;PST;FIN	
fit	fitt	faire	fitt	V;IND;SG;3;PST;FIN	
passé	múlt	passer	múlt	V;MASC;SG;PST;V.PTCP	N;NOM;SG
passé	múltbeli	passer	múltbeli	V;MASC;SG;PST;V.PTCP	ADJ;NOM;SG
mandat	végzés	mandat	végzés	N;MASC;SG	
berlin	berlin	berlin	berlin	PROPN	PROPN;NOM;SG
berlin	berlinben	berlin	berlin	PROPN	
berlin	berlini	berlin	berlini	PROPN	
isbn	isbn	isbn	isbn		
taux	mérték	taux	mér	N;MASC;SG	
taux	arányok	taux	arány	N;MASC;SG	N;NOM;PL
taux	árfolyamok	taux	árfolyam	N;MASC;SG	N;NOM;PL
astéroïde	aszteroidák	astéroïde	aszteroida	N;MASC;SG	N;NOM;PL
transport	közlekedési	transport	közlekedési	N;MASC;SG	ADJ;NOM;SG
rené	rené	rendre	rené	PROPN	
alexandre	sándor	alexandre	sándor	N;MASC;SG	
alexandre	alexander	alexandre	alexander	N;MASC;SG	
oui	igen	oui	igen		
oui	igen	oui	igen		
annonce	hirdetés	annonce	hirdetés	N;FEM;SG	
pratique	gyakorlás	pratique	gyakorlás	ADJ;FEM;SG	N;NOM;SG
pratique	edzés	pratique	edzés	ADJ;FEM;SG	N;NOM;SG
pratique	gyakorlat	pratique	gyakorlat	ADJ;FEM;SG	N;NOM;SG
conseiller	tanácsadó	conseiller	tanácsadó	N;MASC;SG	ADJ;NOM;SG
conseiller	tanácsadó	conseiller	tanácsadó	N;MASC;SG	ADJ;NOM;SG
conseiller	tanácsadó	conseiller	tanácsadó	N;MASC;SG	ADJ;NOM;SG
conseiller	tanácsadó	conseiller	tanácsadó	N;MASC;SG	ADJ;NOM;SG
terrain	földterületek	terrain	földterület	N;MASC;SG	N;NOM;PL
comprend	megért	comprendre	meg+ér	V;IND;SG;3;PRS;FIN	
donner	donner	donner	donner	V;NFIN	
chose	izé	chose	izé	N;FEM;SG	
pièces	érme	pièce	érer	N;FEM;PL	N;NOM;SG
pièces	alkatrész	pièce	alkatrész	N;FEM;PL	N;NOM;SG
fonctions	függvény	fonction	függvény	N;FEM;PL	N;NOM;SG
fonctions	funkció	fonction	funkció	N;FEM;PL	N;NOM;SG
accès	belépés	accès	belépés	N;MASC;SG	
informations	információ	information	információ	N;FEM;PL	N;NOM;SG
informations	tájékoztatás	information	tájékoztatás	N;FEM;PL	N;NOM;SG
marché	piac	marcher	piac	V;MASC;SG;PST;V.PTCP	N;NOM;SG
marché	piaci	marcher	piaci	V;MASC;SG;PST;V.PTCP	N;NOM;SG
marché	market	marcher	mark	V;MASC;SG;PST;V.PTCP	N;NOM;SG
alpes	alpok	alpe	alp	N;FEM;PL	N;NOM;SG
alpes	alpes	alpe	alpes	N;FEM;PL	
basket	kosár	basket	kosár	N;MASC;SG	
basket	kosár	basket	kosár	N;MASC;SG	
utiliser	használatával	utiliser	használat	V;NFIN	N;INS;SG
utiliser	használata	utiliser	használat	V;NFIN	N;NOM;SG
utiliser	felhasználva	utiliser	felhasználva	V;NFIN	ADV;V.CVB
utiliser	használat	utiliser	használat	V;NFIN	N;NOM;SG
utiliser	használata	utiliser	használat	V;NFIN	N;NOM;SG
utiliser	felhasználás	utiliser	felhasználás	V;NFIN	N;NOM;SG
économie	közgazdasági	économie	közgazdasági	N;FEM;SG	ADJ;NOM;SG
économie	gazdaságos	économie	gazdaságos	N;FEM;SG	ADJ;NOM;SG
longueur	hossz	longueur	hossz	N;FEM;SG	
légende	legendák	légende	legenda	N;FEM;SG	N;NOM;PL
légende	legenda	légende	legenda	N;FEM;SG	
vingt	twenty	vingt	twenty	NUM	
arrivée	érkezés	arriver	érkezés	V;FEM;SG;PST;V.PTCP	
élection	választási	élection	választási	N;FEM;SG	ADJ;NOM;SG
élection	választás	élection	választás	N;FEM;SG	
élection	választások	élection	választás	N;FEM;SG	N;NOM;PL
protection	oltalom	protection	oltalom	N;FEM;SG	
commerce	kereskedelmi	commerce	kereskedelmi	N;MASC;SG	ADJ;NOM;SG
commerce	kereskedelmi	commerce	kereskedelmi	N;MASC;SG	ADJ;NOM;SG
publique	nyilvánosság	public	nyilvánosság	ADJ;FEM;SG	N;NOM;SG
publique	publikus	public	publikus	ADJ;FEM;SG	
petits	kis	petit	kis	ADJ;MASC;PL	ADJ;NOM;SG
petits	kicsik	petit	kicsik	ADJ;MASC;PL	
petits	kicsi	petit	kicsi	ADJ;MASC;PL	
parties	alkatrész	partie	alkatrész	N;FEM;PL	N;NOM;SG
intérêt	érd	intérêt	érd	N;MASC;SG	
intérêt	kamatok	intérêt	kamat	N;MASC;SG	N;NOM;PL
laurent	laurence	laurer	laurence	PROPN	
laurent	david	laurer	david	PROPN	
laurent	dávid	laurer	dávid	PROPN	
laurent	laurent	laurer	laurent	PROPN	
laurent	lawrence	laurer	lawrence	PROPN	
kilomètres	miles	kilomètre	miles	N;MASC;PL	
kilomètres	mérföld	kilomètre	mérföld	N;MASC;PL	N;NOM;SG
kilomètres	kilométer	kilomètre	kilométer	N;MASC;PL	N;NOM;SG
jeunesse	fiatalok	jeunesse	fiatal	N;FEM;SG	N;NOM;PL
jeunesse	ifjúsági	jeunesse	ifjúsági	N;FEM;SG	ADJ;NOM;SG
régions	régiói	région	régiói	N;FEM;PL	N;NOM;SG
majorité	többségi	majorité	többségi	N;FEM;SG	ADJ;NOM;SG
majorité	többség	majorité	többség	N;FEM;SG	
passer	múló	passer	múló	V;NFIN	
passer	passz	passer	passz	V;NFIN	N;NOM;SG
enseignement	tanít	enseignement	tanít	N;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
enseignement	tanítani	enseignement	tanít	N;MASC;SG	V;NFIN;ACT
enseignement	tanítás	enseignement	tanítás	N;MASC;SG	
enseignement	oktatási	enseignement	oktatási	N;MASC;SG	ADJ;NOM;SG
exposition	bemutató	exposition	bemutató	N;FEM;SG	
poids	súlyokat	poids	súly	N;MASC;SG	N;ACC;PL
santé	egészségügyi	santé	egészségügyi	N;FEM;SG	ADJ;NOM;SG
feu	tűz	feu	tűz	N;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
italienne	olasz	italien	olasz	ADJ;FEM;SG	
italienne	olaszország	italien	olaszország	ADJ;FEM;SG	
atteint	elért	atteindre	elért	V;MASC;SG;PST;V.PTCP	
atteint	elért	atteindre	elért	V;MASC;SG;PST;V.PTCP	
trouver	megállapítás	trouver	megállapítás	V;NFIN	N;NOM;SG
voyage	utazások	voyage	utazás	N;MASC;SG	N;NOM;PL
voyage	trip	voyage	trip	N;MASC;SG	
supérieur	felső	supérieur	felső	ADJ;MASC;SG	
supérieur	superior	supérieur	superior	ADJ;MASC;SG	N;NOM;SG
supérieur	feljebb	supérieur	fől	ADJ;MASC;SG	ADV
gestion	irányítási	gestion	irányítási	N;FEM;SG	ADJ;NOM;SG
permettant	lehetővé	permettre	lehető	V;PRS;V.PTCP	ADJ;TRANS;SG
derniers	utoljára	dernier	utoljára	ADJ;MASC;PL	ADV
derniers	utolsónak	dernier	utolsó	ADJ;MASC;PL	ADV
derniers	last	dernier	last	ADJ;MASC;PL	
derniers	utolsó	dernier	utolsó	ADJ;MASC;PL	
derniers	legújabb	dernier	legújabb	ADJ;MASC;PL	ADJ;NOM;RL;SG
derniers	legutóbbi	dernier	legutóbbi	ADJ;MASC;PL	
derniers	legfrissebb	dernier	fons	ADJ;MASC;PL	ADJ;NOM;RL;SG
arrière	vissza	arrière	vissza	N;MASC;SG	ADV
arrière	hátsó	arrière	hátsó	N;MASC;SG	
black	fekete	black	feket	ADJ;MASC;SG	
black	black	black	black	ADJ;MASC;SG	
henry	henrik	henry	henrik	PROPN	N;NOM;SG
henry	henry	henry	henry	PROPN	
autriche	ausztria	autriche	ausztria	ADJ;MASC;SG	N;NOM;SG
couleurs	színes	couleur	színes	N;FEM;PL	N;NOM;SG
couleurs	színe	couleur	színe	N;FEM;PL	N;NOM;SG
couleurs	szín	couleur	szín	N;FEM;PL	N;NOM;SG
couleurs	színes	couleur	színes	N;FEM;PL	N;NOM;SG
couleurs	színe	couleur	színe	N;FEM;PL	N;NOM;SG
couleurs	szín	couleur	szín	N;FEM;PL	N;NOM;SG
orchestre	band	orchestre	band	N;MASC;SG	
orchestre	banda	orchestre	banda	N;MASC;SG	
orchestre	együttes	orchestre	együttes	N;MASC;SG	
concours	versenyek	concours	verseny	N;MASC;SG	N;NOM;PL
concours	versenyek	concours	verseny	N;MASC;SG	N;NOM;PL
moderne	modern	moderne	modern	ADJ;MASC;SG	
moderne	korszerű	moderne	korszerű	ADJ;MASC;SG	
moderne	modem	moderne	modem	ADJ;MASC;SG	N;NOM;SG
longue	hosszú	long	hosszú	ADJ;FEM;SG	
termine	befejezés	terminer	befejezés	V;IND;SG;3;PRS;FIN	N;NOM;SG
liées	döntetlen	lier	döntetlen	V;FEM;PL;PST;V.PTCP	N;NOM;SG
liées	kötve	lier	kötve	V;FEM;PL;PST;V.PTCP	
problèmes	probléma	problème	probléma	N;MASC;PL	N;NOM;SG
record	rekord	record	rekord	N;MASC;SG	
célèbre	híres	célèbre	híres	ADJ;MASC;SG	
célèbre	híresség	célèbre	híresség	ADJ;MASC;SG	N;NOM;SG
doivent	kell	devoir	kell	V;IND;PL;3;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
musical	zenés	musical	zenés	ADJ;MASC;SG	N;NOM;SG
musical	musical	musical	musical	ADJ;MASC;SG	N;NOM;SG
architecte	építészek	architecte	építész	N;MASC;SG	N;NOM;PL
mêmes	ugyanez	même	ugyanez	ADJ;MASC;PL	
mêmes	ugyanaz	même	ugyanaz	ADJ;MASC;PL	
artistes	művész	artiste	művész	N;MASC;PL	N;NOM;SG
artistes	előadó	artiste	előadó	N;MASC;PL	N;NOM;SG
roger	roger	roger	roger	N;MASC;SG	
presque	majdnem	presque	majdnem	ADV	
presque	majdnem	presque	majdnem	ADV	
certain	bizonyos	certain	bizonyos	ADJ;MASC;SG	
affaire	case	affaire	case	N;FEM;SG	
esprit	esprit	esprit	espri	N;MASC;SG	
suivi	kövesd	suivre	kövesd	V;MASC;SG;PST;V.PTCP	V;DEF;IMP;PL;1;PRS;FIN;ACT
suivi	nyomkövető	suivre	nyomkövető	V;MASC;SG;PST;V.PTCP	
suivi	követés	suivre	követés	V;MASC;SG;PST;V.PTCP	N;NOM;SG
suivi	monitoring	suivre	monitoring	V;MASC;SG;PST;V.PTCP	
suivi	megfigyelés	suivre	megfigyelés	V;MASC;SG;PST;V.PTCP	N;NOM;SG
suivi	ellenőrzés	suivre	ellenőrzés	V;MASC;SG;PST;V.PTCP	N;NOM;SG
ouverture	nyitó	ouverture	nyitó	N;FEM;SG	
ouverture	nyitva	ouverture	nyitva	N;FEM;SG	ADV;V.CVB
alain	michael	alain	michael	PROPN	
alain	mihály	alain	mihály	PROPN	
alain	alain	alain	alain	PROPN	N;NOM;SG
alain	alan	alain	alan	PROPN	
alain	david	alain	david	PROPN	
alain	dávid	alain	dávid	PROPN	
