ve	si	ve	sine	CONJ	
üretim	productie	üretim	productie		N;INDF;FEM;SG
üretim	fabricare	üretim	fabricare		N;INDF;FEM;SG
üretim	fabricarea	üretim	fabricare		N;DEF;FEM;SG
üretim	fabricație	üretim	fabricație		N;INDF;FEM;SG
adında	numit	ad	numit	N;ESS;SG;3	ADJ;INDF;MASC;SG
etkisi	impactul	etki	impact	N;NOM;SG;3	N;DEF;MASC;SG
etkisi	influența	etki	influență	N;NOM;SG;3	N;DEF;FEM;SG
etkisi	influență	etki	influență	N;NOM;SG;3	N;INDF;FEM;SG
etkisi	influenta	etki	influenta	N;NOM;SG;3	N;DEF;FEM;SG
etkisi	efectul	etki	efect	N;NOM;SG;3	N;DEF;MASC;SG
stüdyo	studio	stü	studio		N;INDF;MASC;SG
stüdyo	studioul	stü	studio		N;DEF;MASC;SG
yeşil	verde	yeşil	verde	ADJ	
yeşil	green	yeşil	green	ADJ	N;INDF;MASC;SG
ailesi	familie	aile	familie	N;NOM;SG;3	N;INDF;FEM;SG
ailesi	familia	aile	familie	N;NOM;SG;3	N;DEF;FEM;SG
ortalama	medii	ortalama	medie		N;INDF;FEM;PL
ortalama	medie	ortalama	medie		N;INDF;FEM;SG
ortalama	mediu	ortalama	mediu		ADJ;INDF;MASC;SG
sahne	scena	sahne	scenă		N;DEF;FEM;SG
sahne	scenă	sahne	scenă		N;INDF;FEM;SG
sahne	etapa	sahne	etapă		N;DEF;FEM;SG
sahne	etapă	sahne	etapă		N;INDF;FEM;SG
sahne	stadiul	sahne	stadiu		N;DEF;MASC;SG
insanlar	oamenii	insan	om	N;NOM;PL;3	N;DEF;MASC;PL
insanlar	oamenii	insan	om	N;NOM;PL;3	N;DEF;MASC;PL
ermeni	armean	ermen	armean		N;INDF;MASC;SG
ermeni	armeni	ermen	armen		N;INDF;MASC;PL
thomas	toma	thomas	toma		PROPN
thomas	thomas	thomas	thomas		PROPN
tanrı	dumnezeu	tanrı	dumnezeu		PROPN
parçası	parte	parça	parte	N;NOM;SG;3	N;INDF;FEM;SG
parçası	partea	parça	parte	N;NOM;SG;3	N;DEF;FEM;SG
din	religie	din	religie		N;INDF;FEM;SG
din	religia	din	religie		N;DEF;FEM;SG
etkin	eficientă	etkin	eficient		ADJ;INDF;FEM;SG
etkin	eficace	etkin	eficace		ADJ
etkin	eficient	etkin	eficient		ADV
etkin	efectivă	etkin	efectiv		ADJ;INDF;FEM;SG
etkin	activate	etkin	activa		ADJ;INDF;FEM;PL
etkin	activat	etkin	activat		ADJ;INDF;MASC;SG
etkin	activată	etkin	activa		ADJ;INDF;FEM;SG
etkin	active	etkin	activ		ADJ;INDF;FEM;PL
etkin	activi	etkin	activ		ADJ;INDF;MASC;PL
etkin	activ	etkin	activ		ADJ;INDF;MASC;SG
etkin	activă	etkin	activ		ADJ;INDF;FEM;SG
samsun	samsun	samsun	samsun		N;INDF;MASC;SG
mümkün	posibile	mümkün	posibil		ADJ;INDF;FEM;PL
mümkün	posibil	mümkün	posibil		ADV
mümkün	posibila	mümkün	posibil		ADJ;DEF;FEM;SG
mümkün	posibilă	mümkün	posibil		ADJ;INDF;FEM;SG
metin	text	metin	text		N;INDF;MASC;SG
metin	textul	metin	text		N;DEF;MASC;SG
ilgi	interesate	ilgi	interesat		ADJ;INDF;FEM;PL
ilgi	interesat	ilgi	interesat		ADJ;INDF;MASC;SG
ilgi	interesați	ilgi	interesat		V;IND;PL;2;IPFV;FIN
ilgi	interesată	ilgi	interesat		ADJ;INDF;FEM;SG
ilgi	dobânzi	ilgi	dobândă		N;INDF;FEM;PL
ilgi	interese	ilgi	interes		N;INDF;FEM;PL
ilgi	interes	ilgi	interes		N;INDF;MASC;SG
ilgi	dobânda	ilgi	dobândă		N;DEF;FEM;SG
ilgi	dobândă	ilgi	dobândă		N;INDF;FEM;SG
ilgi	interesul	ilgi	interes		N;DEF;MASC;SG
eğitimi	antrenamente	eğitim	antrenament	N;ACC;SG;3	N;INDF;FEM;PL
eğitimi	pregătire	eğitim	pregătire	N;ACC;SG;3	N;INDF;FEM;SG
eğitimi	formare	eğitim	formare	N;ACC;SG;3	N;INDF;FEM;SG
bilgisayar	calculatorul	bilgisayar	calculator	N;NOM;SG;3	N;DEF;MASC;SG
bilgisayar	calculatoare	bilgisayar	calculator	N;NOM;SG;3	N;INDF;FEM;PL
bilgisayar	calculatoarele	bilgisayar	calculatoare	N;NOM;SG;3	N;DEF;FEM;PL
bilgisayar	computere	bilgisayar	computere	N;NOM;SG;3	N;INDF;FEM;PL
sınırları	limitele	sınır	limită	N;NOM;PL;3	N;DEF;FEM;PL
sınırları	frontierele	sınır	frontieră	N;NOM;PL;3	N;DEF;FEM;PL
sınırları	graniţele	sınır	granig	N;NOM;PL;3	N;DEF;FEM;PL
sınırları	limitele	sınır	limită	N;NOM;PL;3	N;DEF;FEM;PL
özgür	libertate	özgür	libertate		N;INDF;FEM;SG
özgür	libertatea	özgür	libertate		N;DEF;FEM;SG
özgür	freedom	özgür	freedom		N;INDF;MASC;SG
özgür	liberă	özgür	liber		ADJ;INDF;FEM;SG
özgür	liber	özgür	liber		ADV
özgür	liberi	özgür	liber		ADJ;INDF;MASC;PL
özgür	gratuit	özgür	gratuit		ADJ;INDF;MASC;SG
parlaklık	strălucire	parlaklık	strălucire	N;NOM;SG;3	N;INDF;FEM;SG
parlaklık	luminozitate	parlaklık	luminozitate	N;NOM;SG;3	N;INDF;FEM;SG
vokal	vocal	vokal	vocal		ADJ;INDF;MASC;SG
vokal	vocale	vokal	vocal		N;INDF;FEM;PL
vokal	vocal	vokal	vocal		ADJ;INDF;MASC;SG
demokratik	democrat	demokratik	democrat	ADJ	N;INDF;MASC;SG
svg	svg	svg	svg		N
seçim	selecție	seçim	selecție		N;INDF;FEM;SG
seçim	selecția	seçim	selecție		N;DEF;FEM;SG
seçim	alegeri	seçim	alegere		N;INDF;FEM;PL
seçim	alegerile	seçim	alegere		N;DEF;FEM;PL
seçim	alegerea	seçim	alegere		N;DEF;FEM;SG
seçim	alegere	seçim	alegere		N;INDF;FEM;SG
seçim	alegeti	seçim	alegeti		V;IND;PL;2;PRS;FIN
seçim	alegeri	seçim	alegere		N;INDF;FEM;PL
amerikalı	american	amerikalı	american		ADJ;INDF;MASC;SG
amerikalı	americană	amerikalı	american		ADJ;INDF;FEM;SG
amerikalı	americancă	amerikalı	americanc		ADJ;INDF;FEM;SG
sistem	sistemul	sistem	sistem	N;NOM;SG;3	N;DEF;MASC;SG
sistem	sisteme	sistem	sistem	N;NOM;SG;3	N;INDF;FEM;PL
league	league	league	league		N;INDF;MASC;SG
league	ligii	league	ligă		N;DEF;FEM;SG
league	liga	league	ligă		N;DEF;FEM;SG
league	ligă	league	ligă		N;INDF;FEM;SG
eyaleti	eyaletul	eyalet	eyalet	N;NOM;SG;3	N;DEF;MASC;SG
amacı	scopul	amaç	scop	N;NOM;SG;3	N;DEF;MASC;SG
özellikleri	caracteristicile	özellik	caracteristică	N;NOM;PL;3	N;DEF;FEM;PL
kg	kilograme	kg	kilogram		N;INDF;FEM;PL
britanya	britanic	britanya	britanic	PROPN;NOM;SG;3	ADJ;INDF;MASC;SG
britanya	britanică	britanya	britanic	PROPN;NOM;SG;3	ADJ;INDF;FEM;SG
britanya	british	britanya	british	PROPN;NOM;SG;3	N;INDF;MASC;SG
britanya	britanici	britanya	britanic	PROPN;NOM;SG;3	ADJ;INDF;MASC;PL
britanya	britania	britanya	britanie	PROPN;NOM;SG;3	N;DEF;FEM;SG
britanya	britannia	britanya	britannia	PROPN;NOM;SG;3	N;DEF;FEM;SG
yılmaz	yilmaz	yıl	yilmaz	V;IPFV;IND;SG;3;NEG	PROPN
sosyalist	socialistă	sosyalist	socialist		ADJ;INDF;FEM;SG
sosyalist	socialist	sosyalist	socialist		ADJ;INDF;MASC;SG
sosyalist	socialiste	sosyalist	socialist		ADJ;INDF;FEM;PL
seçkin	elita	seçkin	elita		N;DEF;FEM;SG
seçkin	elită	seçkin	elită		N;INDF;FEM;SG
seçkin	elite	seçkin	elită		N;INDF;FEM;PL
seçkin	distins	seçkin	distins		ADJ;INDF;MASC;SG
seçkin	distinsă	seçkin	distinge		ADJ;INDF;FEM;SG
mavi	albastră	mavi	albastru		ADJ;INDF;FEM;SG
mavi	albastru	mavi	albastru		ADJ;INDF;MASC;SG
sovyetler	sovietici	sovyet	sovietic	N;NOM;PL;3	ADJ;INDF;MASC;PL
sovyetler	sovieticii	sovyet	sovietică	N;NOM;PL;3	N;DEF;MASC;PL
sovyetler	sovietică	sovyet	sovietic	N;NOM;PL;3	ADJ;INDF;FEM;SG
sovyetler	sovietici	sovyet	sovietic	N;NOM;PL;3	ADJ;INDF;MASC;PL
sovyetler	sovietice	sovyet	sovietic	N;NOM;PL;3	ADJ;INDF;FEM;PL
sovyetler	sovietic	sovyet	sovietic	N;NOM;PL;3	ADJ;INDF;MASC;SG
işçi	salariat	işçi	salariat		N;INDF;MASC;SG
işçi	angajatul	işçi	angajat		N;DEF;MASC;SG
işçi	angajat	işçi	angaja		ADJ;INDF;MASC;SG
işçi	angajată	işçi	angajat		ADJ;INDF;FEM;SG
işçi	lucrători	işçi	lucrător		N;INDF;MASC;PL
işçi	muncitori	işçi	muncitor		N;INDF;MASC;PL
işçi	muncitorii	işçi	muncitor		N;DEF;MASC;PL
işçi	lucrătorii	işçi	lucrător		N;DEF;MASC;PL
işçi	lucrătorilor	işçi	lucrător		N;DEF;MASC;PL
işçi	lucrător	işçi	lucrător		N;INDF;MASC;SG
işçi	muncitor	işçi	muncitor		N;INDF;MASC;SG
işçi	travaliu	işçi	travaliu		N;INDF;MASC;SG
canlı	vibrantă	canlı	vibrantă		ADJ;INDF;FEM;SG
canlı	trăiască	canlı	trăi		V;SBJV;3;PRS;FIN
canlı	lively	canlı	lively		N;INDF;MASC;SG
canlı	viu	canlı	viu		ADJ;INDF;MASC;SG
fatih	cuceritorul	fatih	cuceritor	PROPN;NOM;SG;3	N;DEF;MASC;SG
fatih	cuceritor	fatih	cuceritor	PROPN;NOM;SG;3	ADJ;INDF;MASC;SG
fatih	conchistador	fatih	conchistador	PROPN;NOM;SG;3	N;INDF;MASC;SG
fatih	fatih	fatih	fatih	PROPN;NOM;SG;3	PROPN
tercih	preferat	tercih	preferat		ADJ;INDF;MASC;SG
tercih	alegerea	tercih	alegere		N;DEF;FEM;SG
tercih	alegere	tercih	alegere		N;INDF;FEM;SG
tercih	preferințe	tercih	preferință		N;INDF;FEM;PL
tercih	preferință	tercih	preferință		N;INDF;FEM;SG
kişilik	personalitate	kişilik	personalitate	N;NOM;SG;3	N;INDF;FEM;SG
kişilik	personalitatea	kişilik	personalitate	N;NOM;SG;3	N;DEF;FEM;SG
olası	posibile	olası	posibil		ADJ;INDF;FEM;PL
olası	posibil	olası	posibil		ADV
olası	posibila	olası	posibil		ADJ;DEF;FEM;SG
olası	posibilă	olası	posibil		ADJ;INDF;FEM;SG
boş	gol	boş	gol	ADJ	N;INDF;MASC;SG
boş	goala	boş	gol	ADJ	N;DEF;FEM;SG
kadınlar	femele	kadın	femelă	ADJ;NOM;PL;3	N;INDF;FEM;PL
kadınlar	femelele	kadın	femelă	ADJ;NOM;PL;3	N;DEF;FEM;PL
kadınlar	femeile	kadın	femeie	ADJ;NOM;PL;3	N;DEF;FEM;PL
kadınlar	femei	kadın	femeie	ADJ;NOM;PL;3	N;INDF;FEM;PL
kadınlar	femeilor	kadın	femeie	ADJ;NOM;PL;3	N;DEF;FEM;PL
madrid	madrid	madrid	madrid	PROPN;NOM;SG;3	N;INDF;MASC;SG
diyarbakır	diyarbakır	diyarbakır	diyarbakır	PROPN;NOM;SG;3	N;INDF;MASC;SG
diyarbakır	diyarbakir	diyarbakır	diyarbakir	PROPN;NOM;SG;3	N;INDF;MASC;SG
ara	căutare	ara	căutare		N;INDF;FEM;SG
ara	cautare	ara	cautare		N;INDF;FEM;SG
ara	cauta	ara	cauta		V;IND;SG;3;IPFV;FIN
ara	caută	ara	căuta		V;IND;3;PRS;FIN
ara	sună	ara	suna		V;IND;SG;3;PST;FIN
ara	suna	ara	suna		V;IND;SG;3;IPFV;FIN
ara	apel	ara	apel		N;INDF;MASC;SG
ara	call	ara	call		N;INDF;MASC;SG
kullanarak	folosirea	kullan	folosire	V;PFV;IND;POS;PRS;V.CVB	N;DEF;FEM;SG
kullanarak	utilizarea	kullan	utilizare	V;PFV;IND;POS;PRS;V.CVB	N;DEF;FEM;SG
çıkar	elimină	çıkar	elimina		V;IND;SG;3;PST;FIN
çıkar	scoate	çıkar	scoate		V;IND;SG;3;PRS;FIN
doğrudan	directa	doğrudan	directa		ADJ;DEF;FEM;SG
doğrudan	directe	doğrudan	direct		ADJ;INDF;FEM;PL
doğrudan	directă	doğrudan	direct		ADJ;INDF;FEM;SG
doğrudan	direct	doğrudan	direct		ADV
doğrudan	direct	doğrudan	direct		ADV
birlik	league	birlik	league		N;INDF;MASC;SG
birlik	ligii	birlik	ligă		N;DEF;FEM;SG
birlik	liga	birlik	ligă		N;DEF;FEM;SG
birlik	ligă	birlik	ligă		N;INDF;FEM;SG
birlik	unită	birlik	unit		ADJ;INDF;FEM;SG
birlik	united	birlik	united		N;INDF;MASC;SG
birlik	unite	birlik	unit		ADJ;INDF;FEM;PL
birlik	unit	birlik	unit		ADJ;INDF;MASC;SG
birlik	uniunea	birlik	uniune		N;DEF;FEM;SG
birlik	sindicat	birlik	sindica		N;INDF;MASC;SG
birlik	uniunii	birlik	uniune		N;DEF;FEM;SG
birlik	uniune	birlik	uniune		N;INDF;FEM;SG
birlik	unitate	birlik	unitate		N;INDF;FEM;SG
birlik	unitatea	birlik	unitate		N;DEF;FEM;SG
birlik	unitate	birlik	unitate		N;INDF;FEM;SG
birlik	unitatea	birlik	unitate		N;DEF;FEM;SG
adası	insulă	ada	insulă	N;NOM;SG;3	N;INDF;FEM;SG
adası	insula	ada	insulă	N;NOM;SG;3	N;DEF;FEM;SG
üniversite	facultate	üniversite	facultate		N;INDF;FEM;SG
üniversite	university	üniversite	university		N;INDF;MASC;SG
üniversite	universitate	üniversite	universitate		N;INDF;FEM;SG
üniversite	universitatea	üniversite	universitate		N;DEF;FEM;SG
üniversite	facultate	üniversite	facultate		N;INDF;FEM;SG
üniversite	facultatea	üniversite	facultate		N;DEF;FEM;SG
üniversite	colegiul	üniversite	colegiu		N;DEF;MASC;SG
üniversite	colegiu	üniversite	colegiu		N;INDF;MASC;SG
ismail	ismail	ismail	ismail		PROPN
ismail	ismael	ismail	ismael		PROPN
kopyaları	copiile	kopya	copie	N;ACC;PL;3	N;DEF;FEM;PL
sıcak	cald	sıcak	cald		ADJ;INDF;MASC;SG
sıcak	calde	sıcak	cald		ADJ;INDF;FEM;PL
sıcak	cald	sıcak	cald		ADJ;INDF;MASC;SG
sıcak	caldă	sıcak	cald		ADJ;INDF;FEM;SG
kayseri	kayseri	kayser	kayseri		PROPN
kim	cine	kim	cine	PRO;NOM;SG;3	PRO;3
kim	care	kim	care	PRO;NOM;SG;3	PRO;3
kim	kim	kim	kim	PRO;NOM;SG;3	PROPN
fransızca	franceză	fransızca	francez		ADJ;INDF;FEM;SG
fransızca	franceza	fransızca	franceza		N;DEF;FEM;SG
fransızca	francezi	fransızca	francez		ADJ;INDF;MASC;PL
fransızca	francez	fransızca	francez		ADJ;INDF;MASC;SG
alınan	primite	al	primit	V;PFV;IND;POS;PRS;V.PTCP;PASS	ADJ;INDF;FEM;PL
alınan	primită	al	primi	V;PFV;IND;POS;PRS;V.PTCP;PASS	ADJ;INDF;FEM;SG
alınan	luată	al	lua	V;PFV;IND;POS;PRS;V.PTCP;PASS	ADJ;INDF;FEM;SG
alınan	luat	al	lua	V;PFV;IND;POS;PRS;V.PTCP;PASS	ADJ;INDF;MASC;SG
alınan	luate	al	luat	V;PFV;IND;POS;PRS;V.PTCP;PASS	ADJ;INDF;FEM;PL
man	bărbat	man	bărbat		N;INDF;MASC;SG
man	om	man	om		N;INDF;MASC;SG
man	omul	man	om		N;DEF;MASC;SG
man	barbat	man	barbat		N;INDF;MASC;SG
federasyonu	federaţiei	federasyon	federahie	N;NOM;SG;3	N;DEF;FEM;SG
federasyonu	federația	federasyon	federație	N;NOM;SG;3	N;DEF;FEM;SG
federasyonu	federatia	federasyon	federatie	N;NOM;SG;3	N;DEF;FEM;SG
bulgaristan	bulgaria	bulgaristan	bulgarie	PROPN;NOM;SG;3	PROPN
saint	sfânt	saint	sfânt	PROPN;NOM;SG;3	N;INDF;MASC;SG
saint	sfantul	saint	sfant	PROPN;NOM;SG;3	N;DEF;MASC;SG
saint	sfântul	saint	sfânt	PROPN;NOM;SG;3	N;DEF;MASC;SG
saint	saint	saint	saint	PROPN;NOM;SG;3	N;INDF;MASC;SG
uyum	conformitatea	uyum	conformitate	N;NOM;SG;3	N;DEF;FEM;SG
uyum	conformitate	uyum	conformitate	N;NOM;SG;3	N;INDF;FEM;SG
uyum	respectarea	uyum	respectare	N;NOM;SG;3	N;DEF;FEM;SG
uyum	armonia	uyum	armonie	N;NOM;SG;3	N;DEF;FEM;SG
uyum	armonie	uyum	armonie	N;NOM;SG;3	N;INDF;FEM;SG
sağlar	prevede	sağ	prevedea	V;IPFV;IND;SG;3;POS	V;IND;SG;3;PRS;FIN
sağlar	furnizează	sağ	furniza	V;IPFV;IND;SG;3;POS	V;IND;3;PRS;FIN
kutsal	sacre	kutsal	sacru		ADJ;INDF;FEM;PL
kutsal	sacru	kutsal	sacru		ADJ;INDF;MASC;SG
kutsal	sacra	kutsal	sacră		ADJ;DEF;FEM;SG
kutsal	sacră	kutsal	sacră		ADJ;INDF;FEM;SG
kutsal	sfânt	kutsal	sfânt		N;INDF;MASC;SG
kutsal	sfântă	kutsal	sfânt		ADJ;INDF;FEM;SG
meclisi	adunare	mecli	adunare		N;INDF;FEM;SG
meclisi	asamblare	mecli	asamblare		N;INDF;FEM;SG
meclisi	adunarea	mecli	adunare		N;DEF;FEM;SG
öncesi	pre	önce	pre	N;NOM;SG;3	
öncesi	inainte	önce	inainte	N;NOM;SG;3	
öncesi	înainte	önce	înainte	N;NOM;SG;3	ADV
programı	programul	program	program	N;ACC;SG;3	N;DEF;MASC;SG
programı	programul	program	program	N;ACC;SG;3	N;DEF;MASC;SG
programı	orar	program	orar	N;ACC;SG;3	ADV
programı	programează	program	programa	N;ACC;SG;3	V;IND;3;PRS;FIN
programı	programul	program	program	N;ACC;SG;3	N;DEF;MASC;SG
dağı	mount	dağı	mount		PROPN
dağı	muntele	dağı	munte		N;DEF;MASC;SG
ödül	recompense	ödül	recompens		N;INDF;FEM;PL
ödül	premiu	ödül	premiu		N;INDF;MASC;SG
ödül	premiul	ödül	premiu		N;DEF;MASC;SG
ödül	premiu	ödül	premiu		N;INDF;MASC;SG
ödül	premiul	ödül	premiu		N;DEF;MASC;SG
ödül	premii	ödül	premiu		N;INDF;FEM;PL
ödül	premiile	ödül	premiu		N;DEF;FEM;PL
ödül	premii	ödül	premiu		N;INDF;FEM;PL
ödül	premiile	ödül	premiu		N;DEF;FEM;PL
ödül	recompensa	ödül	recompensa		N;DEF;FEM;SG
ödül	recompensă	ödül	recompensă		N;INDF;FEM;SG
ödül	răsplată	ödül	răsplată		N;INDF;FEM;SG
komünist	comunist	komünist	comunist		ADJ;INDF;MASC;SG
komünist	comunistă	komünist	comunist		ADJ;INDF;FEM;SG
komünist	comuniste	komünist	comunist		ADJ;INDF;FEM;PL
hayat	viaţa	hayat	viapă		N;DEF;FEM;SG
hayat	viaţă	hayat	viaţă		N;INDF;FEM;SG
hayat	viața	hayat	viață		N;DEF;FEM;SG
hayat	viață	hayat	viață		N;INDF;FEM;SG
hayat	viata	hayat	viată		N;DEF;FEM;SG
hayat	hayat	hayat	haya		N;INDF;MASC;SG
martin	martin	martin	martin		PROPN
üye	membru	üye	membru		N;INDF;MASC;SG
üye	membră	üye	membră		N;INDF;FEM;SG
üye	membrul	üye	membru		N;DEF;MASC;SG
üye	membrii	üye	membru		N;DEF;MASC;PL
üye	membri	üye	membru		N;INDF;MASC;PL
yapısı	structură	yapı	structură	N;NOM;SG;3	N;INDF;FEM;SG
yapısı	structura	yapı	structură	N;NOM;SG;3	N;DEF;FEM;SG
yapısı	structurii	yapı	structură	N;NOM;SG;3	N;DEF;FEM;SG
sebep	motivul	sebep	motiv		N;DEF;MASC;SG
sebep	motiv	sebep	motiv		N;INDF;MASC;SG
sebep	motivul	sebep	motiv		N;DEF;MASC;SG
sebep	motiv	sebep	motiv		N;INDF;MASC;SG
öne	înainte	ön	înainte		ADV
öne	front	ön	front		N;INDF;MASC;SG
öne	față	ön	față		N;INDF;FEM;SG
öne	promovează	ön	promova		V;IND;3;PRS;FIN
öne	impuls	ön	impuls		N;INDF;MASC;SG
evli	căsătorită	evli	căsătorit		ADJ;INDF;FEM;SG
evli	măritată	evli	măritată		ADJ;INDF;FEM;SG
evli	casatorit	evli	casatori		ADJ;INDF;MASC;SG
evli	căsătorit	evli	căsători		ADJ;INDF;MASC;SG
doktor	doctor	doktor	doctor		N;INDF;MASC;SG
popüler	popular	popü	popular		ADJ;INDF;MASC;SG
popüler	populare	popü	popular		ADJ;INDF;FEM;PL
popüler	populara	popü	populară		N;DEF;FEM;SG
popüler	populară	popü	popular		ADJ;INDF;FEM;SG
çıkış	ieșire	çıkış	ieșire		N;INDF;FEM;SG
çıkış	iesire	çıkış	iesire		N;INDF;FEM;SG
çıkış	ieşirea	çıkış	ieșire		N;DEF;FEM;SG
çıkış	ieşire	çıkış	ieşire		N;INDF;FEM;SG
çıkış	ieșire	çıkış	ieșire		N;INDF;FEM;SG
çıkış	iesire	çıkış	iesire		N;INDF;FEM;SG
kış	iarnă	kış	iarnă		N;INDF;FEM;SG
kış	iarna	kış	iarnă		N;DEF;FEM;SG
macaristan	ungaria	macaristan	ungaria	PROPN;NOM;SG;3	PROPN
macaristan	ungară	macaristan	unga	PROPN;NOM;SG;3	ADJ;INDF;FEM;SG
macaristan	maghiară	macaristan	maghiar	PROPN;NOM;SG;3	N;INDF;FEM;SG
macaristan	maghiar	macaristan	maghiar	PROPN;NOM;SG;3	ADJ;INDF;MASC;SG
taş	pietre	taş	piatră		N;INDF;FEM;PL
taş	pietrele	taş	pietru		N;DEF;FEM;PL
taş	piatră	taş	piatră		N;INDF;FEM;SG
taş	stone	taş	stonă		PROPN
taş	piatra	taş	piatră		N;DEF;FEM;SG
taş	pietre	taş	piatră		N;INDF;FEM;PL
taş	roci	taş	rocă		N;INDF;FEM;PL
taş	stânci	taş	stâncă		N;INDF;FEM;PL
taş	piatră	taş	piatră		N;INDF;FEM;SG
taş	piatra	taş	piatră		N;DEF;FEM;SG
taş	stânca	taş	stâncă		N;DEF;FEM;SG
taş	stâncă	taş	stâncă		N;INDF;FEM;SG
taş	rock	taş	rock		N;INDF;MASC;SG
music	muzică	music	muzică		N;INDF;FEM;SG
music	muzica	music	muzică		N;DEF;FEM;SG
iletişim	comunicare	iletiş	comunicare	N;NOM;SG;3	N;INDF;FEM;SG
iletişim	comunicări	iletiş	comunicare	N;NOM;SG;3	N;INDF;FEM;PL
iletişim	comunicarea	iletiş	comunicare	N;NOM;SG;3	N;DEF;FEM;SG
iletişim	contactează	iletiş	contacta	N;NOM;SG;3	V;IND;3;PRS;FIN
iletişim	contactul	iletiş	contact	N;NOM;SG;3	N;DEF;MASC;SG
iletişim	comunicații	iletiş	comunicație	N;NOM;SG;3	N;INDF;FEM;PL
iletişim	comunicări	iletiş	comunicare	N;NOM;SG;3	N;INDF;FEM;PL
şirket	companie	şirket	companie		N;INDF;FEM;SG
şirket	compania	şirket	companie		N;DEF;FEM;SG
şirket	corporative	şirket	corporativ		ADJ;INDF;FEM;PL
şirket	corporativ	şirket	corporativ		ADJ;INDF;MASC;SG
özgün	originala	özgün	original		ADJ;DEF;FEM;SG
özgün	originale	özgün	original		ADJ;INDF;FEM;PL
özgün	original	özgün	original		ADJ;INDF;MASC;SG
özgün	originală	özgün	original		ADJ;INDF;FEM;SG
net	plasa	net	plasa		N;DEF;FEM;SG
net	net	net	net		N;INDF;MASC;SG
net	plasă	net	plasă		N;INDF;FEM;SG
net	fileu	net	fileu		N;INDF;MASC;SG
net	clar	net	clar		ADV
net	limpede	net	limpede		ADV
model	model	model	model		N;INDF;MASC;SG
model	modelul	model	model		N;DEF;MASC;SG
model	fotomodel	model	fotomodel		N;INDF;MASC;SG
model	machetei	model	machetă		N;DEF;FEM;SG
model	machetă	model	machetă		N;INDF;FEM;SG
model	macheta	model	machetă		N;DEF;FEM;SG
louis	louis	louis	louis		PROPN
louis	ludovic	louis	ludovic		N;INDF;MASC;SG
şiir	poem	şiir	poem		N;INDF;MASC;SG
şiir	poezie	şiir	poezie		N;INDF;FEM;SG
şiir	poezia	şiir	poezie		N;DEF;FEM;SG
şiir	poezii	şiir	poezie		N;INDF;FEM;PL
şiir	poezie	şiir	poezie		N;INDF;FEM;SG
şiir	poezii	şiir	poezie		N;INDF;FEM;PL
şiir	poemele	şiir	poem		N;DEF;FEM;PL
şiir	poeziile	şiir	poezie		N;DEF;FEM;PL
şiir	poeme	şiir	poem		N;INDF;FEM;PL
öğrenci	studentă	öğrenci	studentă	N;NOM;SG;3	N;INDF;FEM;SG
öğrenci	elevă	öğrenci	elevă	N;NOM;SG;3	N;INDF;FEM;SG
katılım	prezență	katılım	prezență		N;INDF;FEM;SG
katılım	aderarea	katılım	aderare		N;DEF;FEM;SG
katılım	aderării	katılım	aderare		N;DEF;FEM;SG
katılım	aderare	katılım	aderare		N;INDF;FEM;SG
katılım	participare	katılım	participare		N;INDF;FEM;SG
katılım	participarea	katılım	participare		N;DEF;FEM;SG
katılım	participări	katılım	participare		N;INDF;FEM;PL
üyeleri	membrii	üye	membru	N;NOM;PL;3	N;DEF;MASC;PL
plak	vinil	plak	vinil		N;INDF;MASC;SG
plak	record	plak	record		N;INDF;MASC;SG
plak	înregistrare	plak	înregistrare		N;INDF;FEM;SG
plak	înregistrează	plak	înregistra		V;IND;3;PRS;FIN
ateş	focul	ateş	foc		N;DEF;MASC;SG
ateş	incendiu	ateş	incendiu		N;INDF;MASC;SG
ateş	foc	ateş	foc		N;INDF;MASC;SG
ateş	febra	ateş	febră		N;DEF;FEM;SG
ateş	febră	ateş	febră		N;INDF;FEM;SG
kolay	ușor	kolay	ușor	ADJ	ADV
kolay	usor	kolay	usor	ADJ	ADV
etiket	eticheta	etiket	etichetă		N;DEF;FEM;SG
etiket	etichetă	etiket	etichetă		N;INDF;FEM;SG
etiket	etichetează	etiket	eticheta		V;IND;3;PRS;FIN
etiket	marcaj	etiket	marcaj		N;INDF;MASC;SG
etiket	etichetă	etiket	etichetă		N;INDF;FEM;SG
etiket	eticheta	etiket	etichetă		N;DEF;FEM;SG
yayınlandı	difuzat	yayınla	difuza	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;INDF;MASC;SG
yayınlandı	publicate	yayınla	publica	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;INDF;FEM;PL
yayınlandı	publicat	yayınla	publica	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;INDF;MASC;SG
yayınlandı	publicată	yayınla	publicat	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;INDF;FEM;SG
marmara	marmara	marmar	marmara		N;DEF;FEM;SG
tarz	gen	tarz	gen		N;INDF;MASC;SG
tarz	stil	tarz	stil		N;INDF;MASC;SG
tarz	stilul	tarz	stil		N;DEF;MASC;SG
angeles	angeles	angeles	angeles	PROPN;NOM;SG;3	PROPN
don	don	don	don		PROPN
onların	lor	o	lui	PRO;GEN;PL;3	DET;3
baba	tata	baba	tată	N;NOM;SG;3	N;DEF;MASC;SG
