que	귀하	que	귀하	PRO	
6	여섯	6	여섯	NUM	
calor	덥다	calor	덥+다	N	
calor	hot	calor	hot	N	
calor	뜨겁다	calor	뜨겁+다	N	
calor	뜨거운	calor	뜨겁+ㄴ	N	ADJ
calor	히트	calor	히트	N	
doce	달콤한	doce	달콤+하+ㄴ	N	V
doce	twelve	doce	twelve	N	
mesa	탁자	mesa	탁자	N	
mesa	식탁	mesa	식탁	N	
mesa	테이블	mesa	테이블	N	
destes	하나	dar	하나	V	
lembro	remember	lembro	remember	V	
lembro	기억	lembro	기억	V	N
lembro	리콜	lembro	리콜	V	N
comunista	붉은	comunista	붉+ㄴ	N	ADJ
comunista	붉은색	comunista	붉은색	N	
comunista	레드	comunista	레드	N	
comunista	빨간색	comunista	빨간색	N	
comunista	빨강	comunista	빨강	N	
soldado	군인	soldar	군인	V	N
soldado	병사	soldar	병사	V	N
soldado	비공개	soldar	비공개	V	N
ren	아무것도	ren	아무것+도	PROPN	ADV
ren	무엇이든	ren	무엇+이든	PROPN	
ren	뭐든	ren	뭐+든	PROPN	
ren	아무거나	ren	아무+거나	PROPN	
liña	라인	liña	라인	N	
alma	소울	alma	소울	N	
viches	당신은	viche	당신+은	V	PRO
viches	귀하	viche	귀하	V	
viches	당신	viche	당신	V	PRO
viches	읽음	viche	읽+ㅁ	V	
viches	쏘우	viche	쏘우	V	
cho	당신은	cho	당신+은		PRO
cho	당신	cho	당신		PRO
entender	이해	entender	이해	V	N
posible	가능한	posible	가능+하+ㄴ	ADJ	V
posible	가능	posible	가능	ADJ	N
posible	최고	posible	최고	ADJ	N
posible	베스트	posible	베스트	ADJ	N
enriba	인기	enriba	인기	ADV	N
enriba	top	enriba	top	ADV	
aquel	하나	aquel	하나	DET	
aquel	who	aquel	who	DET	
carson	카슨	carson	카슨	PROPN	PROPN
inglés	영어	inglés	영어	N	
inglés	잉글리시	inglés	잉글리시	N	
oito	여덟	oito	여덟	N	
oito	eight	oito	eight	N	
fagas	make	facer	make	V	
fagas	don	facer	don	V	
arte	아트	arte	아트	N	
ficar	숙박	ficar	숙박	V	N
sendo	아직도	ser	아직도	V	ADV
sendo	여전히	ser	여전+히	V	ADV
preguntas	당신은	pregunta	당신+은	N	PRO
preguntas	귀하	pregunta	귀하	N	
preguntas	당신	pregunta	당신	N	PRO
1	하나	1	하나	NUM	
novos	영영	novo	영영	ADJ	
mercar	사기	mercar	사기	V	
mercar	get	mercar	get	V	
dirección	주소	dirección	주소	N	
dirección	웨이팅	dirección	웨이팅	N	
dirección	way	dirección	way	N	
dirección	웨이	dirección	웨+이	N	
éxito	히트	éxito	히트	N	
éxito	hit	éxito	hit	N	
éxito	성공적으로	éxito	성공+적+으로	N	ADV
éxito	성공함	éxito	성공함	N	V
éxito	성공적인	éxito	성공+적+이+ㄴ	N	V
éxito	성공함	éxito	성공함	N	V
funciona	웍스	funcionar	웍스	V	
funciona	작동	funcionar	작동	V	N
funciona	작품	funcionar	작품	V	N
funciona	퇴근	funcionar	퇴근	V	
funciona	직장	funcionar	직장	V	N
funciona	작업	funcionar	작업	V	N
funciona	일하기	funcionar	일하+기	V	
crear	만듭니다	crear	만들+ㅂ니다	V	
crear	생성	crear	생성	V	N
crear	만드세요	crear	만들+세요	V	
crear	빌드	crear	빌드	V	N
crear	make	crear	make	V	
desculpe	미안	desculpe	미안	PROPN	
desculpe	용서	desculpe	용서	PROPN	
desculpe	beg	desculpe	beg	PROPN	
posíbel	가능한	posíbel	가능+하+ㄴ	ADJ	V
posíbel	가능	posíbel	가능	ADJ	N
pobres	불쌍한	pobre	불쌍+하+ㄴ	N	V
preocupes	걱정	preocupe	걱정	ADV	
preocupes	소개	preocupe	소개	ADV	N
preocupes	대략	preocupe	대략	ADV	
preocupes	마음	preocupe	마음	ADV	N
nenas	아동	neno	아동	N	
senta	좌석	sentar	좌석	V	N
senta	자리	sentar	자리	V	
senta	다운	sentar	다우+ㄴ	V	
senta	아래로	sentar	아래+로	V	
miles	수천만	mil	수천만	N	
miles	수천	mil	수천	N	NUM
miles	십억	mil	십억	N	
miles	수십억	mil	수십억	N	
movemento	움직임	movemento	움직이+ㅁ	N	
movemento	움직임	movemento	움직이+ㅁ	N	
movemento	움직여	movemento	움직이+어	N	
movemento	움직임	movemento	움직이+ㅁ	N	
segunda	둘째	segundo	둘째	ADJ	NUM
segunda	두번째	segundo	두번+째	ADJ	N
dálle	give	dálle	give	V	
dálle	get	dálle	get	V	
dálle	그를	dálle	그+를	V	PRO
mo	당신은	mo	당신+은		PRO
mo	당신	mo	당신		PRO
tenda	가게	tenda	가게	N	
tenda	가게	tenda	가게	N	
tenda	스토어	tenda	스토어	N	
comeza	시작	comezar	시작	V	N
comeza	시작	comezar	시작	V	N
comeza	시작	comezar	시작	V	N
aqueles	who	aquel	who	DET	
cantas	어떻게	canto	어떻+게	DET	CONJ
cantas	많은	canto	많+ㄴ	DET	ADJ
cantas	몇몇	canto	몇몇	DET	ADJ
cantas	당신은	canto	당신+은	DET	PRO
cantas	귀하	canto	귀하	DET	
cantas	당신	canto	당신	DET	PRO
baixa	다운	baixa	다우+ㄴ	N	
baixa	아래로	baixa	아래+로	N	
baixa	낮은	baixa	낮+ㄴ	N	ADJ
baixa	낮음	baixa	낮+ㅁ	N	ADJ
baixa	low	baixa	low	N	
baixa	get	baixa	get	N	
baixa	받기	baixa	받+기	N	V
baixa	아웃	baixa	아웃	N	
viu	쏘우	ver	쏘우	V	
viu	읽음	ver	읽+ㅁ	V	
viu	당신은	ver	당신+은	V	PRO
viu	귀하	ver	귀하	V	
viu	당신	ver	당신	V	PRO
proxecto	프로젝트	proxecto	프로젝트	N	
público	공공	público	공공	ADJ	N
público	공개	público	공개	ADJ	N
público	공중	público	공중	ADJ	N
público	타겟	público	타산	ADJ	N
público	관객	público	관객	ADJ	N
americanos	아메리칸	americano	아메리칸	N	
cabrón	병신	cabrón	병신	N	
cabrón	당신은	cabrón	당신+은	N	PRO
cabrón	귀하	cabrón	귀하	N	
cabrón	당신	cabrón	당신	N	PRO
presente	현재	presente	현재	ADJ	N
presente	선물	presente	선물	ADJ	N
presente	여기	presente	여기	ADJ	PRO
presente	여기에	presente	여기+에	ADJ	ADV
deberías	당신은	deber	당신+은	V	PRO
deberías	귀하	deber	귀하	V	
deberías	당신	deber	당신	V	PRO
cativos	아동	cativo	아동	ADJ	
cativos	어린이들	cativo	어린이+들	ADJ	N
cativos	자녀	cativo	자녀	ADJ	N
cativos	어린이	cativo	어린이	ADJ	N
cativos	아이들	cativo	아이+들	ADJ	N
cativos	키즈	cativo	키즈	ADJ	
cativos	애들	cativo	애+들	ADJ	N
cativos	아이들	cativo	아이+들	ADJ	N
cativos	어린이	cativo	어린이	ADJ	N
marabilloso	경이	marabilloso	경+이	ADJ	
tema	대략	tema	대략	N	
tema	이슈	tema	이슈	N	
tema	지점	tema	지점	N	
tema	포인트	tema	포인트	N	
tema	테마	tema	테마	N	
cabo	아웃	cabo	아웃	N	
cabo	케이프	cabo	케이프	N	PROPN
rúas	길거리	rúa	길거리	N	
rúas	스트리트	rúa	스트리트	N	
rúas	길거리	rúa	길거리	N	
sabedes	당신은	sabede	당신+은	N	PRO
sabedes	귀하	sabede	귀하	N	
sabedes	당신	sabede	당신	N	PRO
produción	프로덕션	produción	프로덕션	N	
chamada	통화	chamar	통화	V	N
chamada	전화	chamar	전화	V	N
chamada	호출	chamar	호출	V	N
chamada	전화	chamar	전화	V	N
chamada	전화기	chamar	전화기	V	N
chamada	전화번호	chamar	전화번호	V	N
chamada	휴대폰	chamar	휴대폰	V	N
tía	숙모	tía	숙모	N	
tía	이모	tía	이모	N	
tía	이모가	tía	이모+가	N	
tía	이모	tía	이모	N	
triste	슬픔	triste	슬픔	ADJ	N
triste	슬픈	triste	슬프+ㄴ	ADJ	
triste	슬프다	triste	슬프다	ADJ	
trata	소개	tratar	소개	V	N
trata	대략	tratar	대략	V	
trata	아님	tratar	아니+ㅁ	V	
trata	이거	tratar	이거	V	
xeitos	어쨌든	xeito	어쨌든	N	CONJ
xeitos	어쨌거나	xeito	어찌하+었+거나	N	
xeitos	웨이팅	xeito	웨이팅	N	
xeitos	way	xeito	way	N	
xeitos	웨이	xeito	웨+이	N	
vinte	쏘우	vinte	쏘우	N	
vinte	당신은	vinte	당신+은	N	PRO
vinte	귀하	vinte	귀하	N	
vinte	당신	vinte	당신	N	PRO
vinte	스물	vinte	스물	N	
vinte	스무	vinte	스무	N	
digas	say	dicir	say	V	
digas	당신은	dicir	당신+은	V	PRO
digas	귀하	dicir	귀하	V	
digas	당신	dicir	당신	V	PRO
digas	don	dicir	don	V	
señores	숙녀	señor	숙녀	N	
manter	유지	manter	유지	V	N
desa	이거	dase	이거	PROPN	
desa	출신	dase	출신	PROPN	N
sexan	그들이	ser	그+들+이	V	PRO
sexan	그들은	ser	그+들+은	V	PRO
queira	당신은	queira	당신+은	V	PRO
queira	귀하	queira	귀하	V	
queira	당신	queira	당신	V	PRO
cantidade	어떻게	cantidade	어떻+게	N	CONJ
compañía	컴퍼니	compañía	컴퍼니	N	
beber	음료	beber	음료	V	N
beber	음료수	beber	음료수	V	N
beber	음주	beber	음주	V	
beber	마시기	beber	말+시+기	V	
listo	준비	listo	준비	N	
listo	스마트	listo	스마트	N	
facía	그녀	facer	그녀	V	
facía	그녀는	facer	그녀+는	V	PRO
facía	made	facer	made	V	
facía	만든	facer	만들+ㄴ	V	
risos	웃음	riso	웃음	N	
probablemente	가능성	probable	가능성	ADV	N
ordes	커맨드	orde	커맨드	N	
ordes	지휘	orde	지휘	N	
pequenos	리틀	pequeno	리틀	ADJ	
pequenos	작아	pequeno	작+아	ADJ	
pequenos	소작	pequeno	소작	ADJ	
pequenos	아동	pequeno	아동	ADJ	
pequenos	어린이들	pequeno	어린이+들	ADJ	N
pequenos	자녀	pequeno	자녀	ADJ	N
pequenos	어린이	pequeno	어린이	ADJ	N
pequenos	아이들	pequeno	아이+들	ADJ	N
mala	bad	mal	bad	ADJ	
cedo	초기	cedo	초기	ADV	N
farei	make	facer	make	V	
veñen	출시	vir	출시	V	N
veñen	coming	vir	coming	V	
veñen	그들이	vir	그+들+이	V	PRO
veñen	그들은	vir	그+들+은	V	PRO
veñen	출신	vir	출신	V	N
falo	말하기	falar	말하+기	N	V
falo	대략	falar	대략	N	
falo	talk	falar	talk	N	
falo	말하기	falar	말하+기	N	V
banda	측면	banda	측면	N	
banda	사이드	banda	사이드	N	
principio	시작하기	principio	시작+하+기	N	V
principio	우선	principio	우선	N	ADV
principio	퍼스트	principio	퍼스트	N	
principio	먼저	principio	먼저	N	ADV
tedes	당신은	tede	당신+은	V	PRO
tedes	귀하	tede	귀하	V	
tedes	당신	tede	당신	V	PRO
tedes	got	tede	got	V	
mire	표정	mirar	표정	V	N
proceso	절차	proceso	절차	N	
déixao	떠나	déixao	떠나+아	PROPN	CONJ
déixao	떠나기	déixao	떠나+기	PROPN	V
déixao	중지	déixao	중지	PROPN	N
déixao	멈추기	déixao	멈추+기	PROPN	V
déixao	중단	déixao	중단	PROPN	N
déixao	정지	déixao	정지	PROPN	N
déixao	그를	déixao	그+를	PROPN	PRO
espectáculo	표시	espectáculo	표시	N	
espectáculo	보이기	espectáculo	보이+기	N	V
viva	alive	vivo	alive	ADJ	
viva	생활	vivo	생활	ADJ	N
viva	생방송	vivo	생방송	ADJ	N
viva	라이브	vivo	라이브	ADJ	
preguntar	질문	preguntar	질문	V	N
preguntar	당신은	preguntar	당신+은	V	PRO
preguntar	귀하	preguntar	귀하	V	
preguntar	당신	preguntar	당신	V	PRO
haber	거기	haber	거기	V	
haber	거기에	haber	거기+에	V	ADV
fácil	쉽게	fácil	쉽+게	ADJ	CONJ
sí	예스	sí	예스	ADV	
fermosa	아름다워	fermosa	아름답+어	ADJ	
fermosa	나이스	fermosa	나이스	ADJ	
fermosa	예뻐	fermosa	예+어	ADJ	
traballa	웍스	traballar	웍스	V	
traballa	작동	traballar	작동	V	N
traballa	작품	traballar	작품	V	N
traballa	퇴근	traballar	퇴근	V	
traballa	직장	traballar	직장	V	N
traballa	작업	traballar	작업	V	N
traballa	그녀	traballar	그녀	V	
traballa	그녀는	traballar	그녀+는	V	PRO
traballa	일하기	traballar	일하+기	V	
sexas	당신은	ser	당신+은		PRO
sexas	당신	ser	당신		PRO
sexas	don	ser	don		
esposa	마누라	esposa	마누라	N	
esposa	와이프	esposa	와이프	N	
falando	소개	falar	소개	V	N
falando	대략	falar	대략	V	
falando	talk	falar	talk	V	
xeral	장군	xeral	장군	ADJ	N
xeral	일반	xeral	일반	ADJ	N
xeral	일반인	xeral	일반+이+ㄴ	ADJ	
xeral	일반적으로	xeral	일반+적+으로	ADJ	ADV
poucos	몇몇	pouco	몇몇	DET	ADJ
río	리오	río	리오	N	
pensando	생각	pensar	생각	V	
pensando	소개	pensar	소개	V	N
pensando	대략	pensar	대략	V	
pensando	마음	pensar	마음	V	N
volveu	다시	volver	다시	V	ADV
volveu	뒤로	volver	뒤+로	V	ADV
volveu	다시	volver	다시	V	ADV
volveu	또다시	volver	또다시	V	ADV
volveu	집에	volver	집+에	V	ADV
volveu	고향	volver	고향	V	
volveu	집으로	volver	집+으로	V	ADV
volveu	가정	volver	가정	V	
pase	발생	pase	발생	V	N
coñeces	당신은	coñecer	당신+은	V	PRO
coñeces	귀하	coñecer	귀하	V	
coñeces	당신	coñecer	당신	V	PRO
especial	특수	especial	특수	ADJ	
especial	특별한	especial	특별+하+ㄴ	ADJ	V
especial	스페셜	especial	스페셜	ADJ	
especial	특별	especial	특별	ADJ	
12	twelve	12	twelve	NUM	
connosco	우리의	connosco	우리+의	ADV	PRO
busca	추구	buscar	추구	V	N
busca	추적	buscar	추적	V	N
busca	검색	buscar	검색	V	N
príncipe	프린스	príncipe	프린스	N	
datos	데이터베이스	dato	데이터베이스	N	
imaxes	이미지	imaxe	이미지	N	
xenial	정말로	xenial	정말로	ADJ	ADV
xenial	정말	xenial	정말	ADJ	ADV
andar	워킹	andar	워킹	V	
andar	산책	andar	산책	V	N
andar	바닥	andar	바닥	V	
parar	중지	parar	중지	V	N
parar	중단	parar	중단	V	N
parar	정지	parar	정지	V	N
darlle	give	darlle	give	ADJ	
darlle	그를	darlle	그+를	ADJ	PRO
humana	인간	humano	인간	ADJ	N
humana	인체	humano	인체	ADJ	N
humana	인간인	humano	인간인	ADJ	V
equipo	team	equipo	team	N	
equipo	크루	equipo	크루	N	
control	제어하기	control	제어+하+기	N	V
control	컨트롤	control	컨트롤	N	
pracer	즐거움	pracer	즐거움	V	
pracer	기쁨	pracer	기쁘+ㅁ	V	
pracer	쾌락	pracer	쾌락	V	N
pracer	당신은	pracer	당신+은	V	PRO
pracer	귀하	pracer	귀하	V	
pracer	당신	pracer	당신	V	PRO
pracer	나이스	pracer	나이스	V	
consello	충고	consello	충+고	N	
europa	유럽	europa	유럽	PROPN	PROPN
poderías	당신은	poder	당신+은	V	PRO
poderías	귀하	poder	귀하	V	
poderías	당신	poder	당신	V	PRO
aldea	빌리지	aldea	빌리+지	N	
aldea	타운	aldea	타우+ㄴ	N	
negocios	비즈니스	negocio	비즈니스	N	
dúbida	의심	dúbida	의심	N	
dúbida	확실히	dúbida	확실+히	N	ADV
dúbida	대략	dúbida	대략	N	
animal	애니멀	animal	애니멀	N	
entendes	이해	entender	이해	V	N
entendes	당신은	entender	당신+은	V	PRO
entendes	귀하	entender	귀하	V	
entendes	당신	entender	당신	V	PRO
entendes	평균	entender	평균	V	N
costas	뒤에	costa	뒤+에	N	ADV
costas	다시	costa	다시	N	ADV
costas	뒤로	costa	뒤+로	N	ADV
costas	그의	costa	그+의	N	PRO
cea	만찬	cear	만찬	N	
avoa	할머니	avoa	할머니	N	
avoa	할머니	avoa	할머니	N	
avoa	외할머니	avoa	외할머니	N	
avoa	할머니	avoa	할머니	N	
comezo	우선	comezo	우선	N	ADV
comezo	퍼스트	comezo	퍼스트	N	
comezo	먼저	comezo	먼저	N	ADV
comezo	시작하기	comezo	시작+하+기	N	V
doado	쉽게	doado	쉽+게	ADJ	CONJ
doado	쉽게	doado	쉽+게	ADJ	CONJ
doado	열심히	doado	열심히	ADJ	ADV
doado	하드	doado	하드	ADJ	
doado	어려워	doado	어렵+어	ADJ	
falamos	소개	falar	소개	V	N
falamos	대략	falar	대략	V	
falamos	talk	falar	talk	V	
reino	킹덤	reino	킹덤	N	
tempos	타임스	tempo	타임스	N	
tempos	타임즈	tempo	타임즈	N	
tempos	타임	tempo	타임	N	
tempos	time	tempo	time	N	
tempos	데이즈	tempo	데이즈	N	
planeta	플래닛	planeta	플래닛	N	
sentir	feel	sentir	feel	V	
sentir	기분	sentir	기분	V	
sentir	느낌	sentir	느끼+ㅁ	V	
sentir	느낌이	sentir	느끼+ㅁ+이	V	N
sentir	기분	sentir	기분	V	
sentir	느낌	sentir	느끼+ㅁ	V	
sentir	당신은	sentir	당신+은	V	PRO
sentir	귀하	sentir	귀하	V	
sentir	당신	sentir	당신	V	PRO
coñece	당신은	coñecer	당신+은	V	PRO
coñece	귀하	coñecer	귀하	V	
coñece	당신	coñecer	당신	V	PRO
niso	생각	niso	생각	ADV	
niso	소개	niso	소개	ADV	N
niso	대략	niso	대략	ADV	
fogar	집에	fogar	집+에	N	ADV
fogar	고향	fogar	고향	N	
fogar	집으로	fogar	집+으로	N	ADV
fogar	가정	fogar	가정	N	
tratar	거래	tratar	거래	V	N
8	여덟	8	여덟	NUM	
8	eight	8	eight	NUM	
vimos	쏘우	ver	쏘우	V	
vimos	읽음	ver	읽+ㅁ	V	
serán	그들이	ser	그+들+이	V	PRO
serán	그들은	ser	그+들+은	V	PRO
serán	저녁	ser	저녁	V	N
vellos	늙은	vello	늙+ㄴ	N	
vellos	오래된	vello	오래+되+ㄴ	N	V
rematar	종료	rematar	종료	V	N
rematar	완료	rematar	완료	V	N
rematar	마무리	rematar	마무리	V	
rematar	마침	rematar	마침	V	ADV
tola	미쳐	tola	미치+어	PROPN	CONJ
tola	미친	tola	미치+ㄴ	PROPN	
tola	여인	tola	여인	PROPN	
tola	여자	tola	여자	PROPN	N
tola	여성	tola	여성	PROPN	N
tola	mad	tola	mad	PROPN	
tola	소개	tola	소개	PROPN	N
tola	대략	tola	대략	PROPN	
fermoso	아름다워	fermoso	아름답+어	ADJ	
fermoso	사랑스러운	fermoso	사랑+스럽+ㄴ	ADJ	V
fermoso	러블리	fermoso	러블리	ADJ	
fermoso	나이스	fermoso	나이스	ADJ	
esperar	기대	esperar	기대	V	
esperar	기다림	esperar	기다리+ㄹ	V	
esperar	기다린다	esperar	기다리+ㄴ다	V	
esperar	기다림	esperar	기다리+ㄹ	V	
esperar	기다렸다	esperar	기다리+었+다	V	
espírito	스피릿	espírito	스피릿	N	
espírito	귀신	espírito	귀신	N	
espírito	고스트	espírito	고스트	N	
américa	아메리카	américar	아메리카	PROPN	PROPN
posición	위치	posición	위치	N	
vidas	그들의	vida	그+들+의	N	PRO
vidas	라이프	vida	라이프	N	
mirade	표정	mirade	표정	V	N
mirade	시계	mirade	시계	V	N
últimos	마지막	último	마지막	ADJ	N
últimos	라스트	último	라스트	ADJ	
últimos	과거	último	과거	ADJ	N
últimos	최근	último	최근	ADJ	N
traballando	일하기	traballar	일하+기	V	
traballando	퇴근	traballar	퇴근	V	
traballando	직장	traballar	직장	V	N
traballando	작업	traballar	작업	V	N
faino	make	faino	make	N	
agardo	희망	agardo	희망	V	N
agardo	기다린다	agardo	기다리+ㄴ다	V	
agardo	기다림	agardo	기다리+ㄹ	V	
agardo	기다렸다	agardo	기다리+었+다	V	
agardo	기대	agardo	기대	V	
quente	덥다	quente	덥+다	N	
quente	hot	quente	hot	N	
quente	뜨겁다	quente	뜨겁+다	N	
quente	뜨거운	quente	뜨겁+ㄴ	N	ADJ
quente	따뜻하다	quente	따뜻+하+다	N	V
zona	면적	zona	면적	N	
zona	zone	zona	zone	N	
síntome	feel	síntome	feel	V	
síntome	기분	síntome	기분	V	
síntome	느낌	síntome	느끼+ㅁ	V	
síntome	느낌이	síntome	느끼+ㅁ+이	V	N
síntome	기분	síntome	기분	V	
síntome	느낌	síntome	느끼+ㅁ	V	
radio	라디오	radio	라디오	N	
cabaleiros	신사	cabaleiro	신사	ADJ	N
cabaleiros	나이트	cabaleiro	나이트	ADJ	
bastardo	당신은	bastardo	당신+은	N	PRO
bastardo	귀하	bastardo	귀하	N	
bastardo	당신	bastardo	당신	N	PRO
iuáns	위안	iuán	위안	PROPN	
portas	게이츠	porta	게이츠	N	
baño	바스	baño	바스	N	
baño	욕조	baño	욕조	N	
soños	드림	soño	드리+ㅁ	N	
soños	드림	soño	드리+ㅁ	N	
verte	당신은	verte	당신+은	V	PRO
verte	귀하	verte	귀하	V	
verte	당신	verte	당신	V	PRO
nove	아홉	nove	아홉	N	
puido	그녀	poder	그녀	V	
puido	그녀는	poder	그녀+는	V	PRO
nivel	레벨	nivel	레벨	N	
nivel	수준	nivel	수준	N	
empresa	컴퍼니	empresa	컴퍼니	N	
empresa	비즈니스	empresa	비즈니스	N	
oe	헤이	oe	헤+이	N	
oe	say	oe	say	N	
oe	이제	oe	이제	N	
prezo	프라이스	prezo	프라이스	N	
inverno	윈터	inverno	윈터	N	
inverno	coming	inverno	coming	N	
mercado	마켓	mercado	마켓	N	
militar	군사	militar	군사	ADJ	N
teñas	당신은	ter	당신+은	V	PRO
teñas	귀하	ter	귀하	V	
teñas	당신	ter	당신	V	PRO
teñas	don	ter	don	V	
poderían	그들이	poder	그+들+이	V	PRO
poderían	그들은	poder	그+들+은	V	PRO
canción	송송	canción	송송	N	
canción	이거	canción	이거	N	
nesa	이거	neso	이거	PROPN	
vermello	붉은	vermello	붉+ㄴ	N	ADJ
vermello	붉은색	vermello	붉은색	N	
vermello	레드	vermello	레드	N	
vermello	빨간색	vermello	빨간색	N	
vermello	빨강	vermello	빨강	N	
deixou	좌파	deixar	좌파	V	N
deixou	왼쪽	deixar	왼쪽	V	
deixou	그녀	deixar	그녀	V	
deixou	그녀는	deixar	그녀+는	V	PRO
sente	feel	sente	feel	V	
sente	기분	sente	기분	V	
sente	느낌	sente	느끼+ㅁ	V	
sente	느낌	sente	느끼+ㅁ	V	
sente	다운	sente	다우+ㄴ	V	
sente	아래로	sente	아래+로	V	
sente	좌석	sente	좌석	V	N
sente	자리	sente	자리	V	
traballadores	일하기	traballador	일하+기	N	
oficial	공식	oficial	공식	ADJ	N
oficial	official	oficial	official	ADJ	
oficial	짝꿍	oficial	짝꿍	ADJ	
oficial	메이트	oficial	메이트	ADJ	
oficial	책임자	oficial	책임자	ADJ	N
oficial	경관	oficial	경관	ADJ	N
oficial	경찰관	oficial	경찰관	ADJ	N
oficial	장교	oficial	장교	ADJ	N
frankie	프랑키	frankie	프랑키	N	
frankie	프랭키	frankie	프랭키	N	
carreira	커리어	carreira	커리어	N	
carreira	레이스	carreira	레이스	N	
carreira	경주	carreira	경주	N	PROPN
carreira	달려	carreira	달리+어	N	
carreira	달리기	carreira	달리+기	N	
carreira	런닝	carreira	런닝	N	
finalmente	궁극	final	궁극	ADV	
finalmente	마지막	final	마지막	ADV	N
finalmente	라스트	final	라스트	ADV	
dereitos	윌리엄	dereito	윌리엄	N	PROPN
próxima	다음	próximo	다음	ADJ	N
próxima	넥스트	próximo	넥스트	ADJ	
próxima	시간	próximo	시간	ADJ	N
próxima	타임	próximo	타임	ADJ	
próxima	time	próximo	time	ADJ	
próxima	당신은	próximo	당신+은	ADJ	PRO
próxima	귀하	próximo	귀하	ADJ	
próxima	당신	próximo	당신	ADJ	PRO
evitar	방지	evitar	방지	V	N
evitar	예방	evitar	예방	V	N
evitar	유지	evitar	유지	V	N
evitar	중지	evitar	중지	V	N
evitar	중단	evitar	중단	V	N
evitar	정지	evitar	정지	V	N
evitar	도움	evitar	도움	V	
evitar	도움말	evitar	도움말	V	
posto	언제부터	posto	언제+부터	N	
posto	이후부터	posto	이후+부터	N	ADV
posto	욥기	posto	욥기	N	
posto	게시글	posto	게시글	N	
posto	포스트	posto	포스트	N	
posto	위치	posto	위치	N	
nel	그를	nel	그+를	PROPN	PRO
rematou	완료	rematar	완료	V	N
brancos	하얀	branco	하얗+ㄴ	N	
brancos	화이트	branco	화이트	N	
brancos	흰색	branco	흰+색	N	
brancos	하얀색	branco	하얀색	N	
brancos	하얗게	branco	하얗+게	N	ADJ
brancos	워커	branco	워크+ㄴ	N	
odio	미움	odio	미움	N	
deberiamos	생각	deberir	생각	V	
milady	숙녀	milady	숙녀	PROPN	
milady	레이디	milady	레이디	PROPN	
milady	아줌마	milady	아줌마	PROPN	
cento	퍼센트	cento	퍼센트	N	
cento	센트	cento	센트	N	
diría	say	dir	say	V	
coñecer	만나	coñecer	만나+아	V	
pedir	당신은	pedir	당신+은	V	PRO
pedir	귀하	pedir	귀하	V	
pedir	당신	pedir	당신	V	PRO
pequenas	리틀	pequeno	리틀	ADJ	
pequenas	작아	pequeno	작+아	ADJ	
pequenas	소작	pequeno	소작	ADJ	
cans	개그	can	개그	N	
idiota	멍청이	idiota	멍청이	N	
idiota	바보	idiota	바보	N	
idiota	당신은	idiota	당신+은	N	PRO
idiota	귀하	idiota	귀하	N	
idiota	당신	idiota	당신	N	PRO
idiota	바보	idiota	바보	N	
violencia	폭력적인	violencia	폭력+적+이+ㄴ	N	V
negros	검은색	negro	검은색	N	
negros	검정	negro	검정	N	
negros	검정색	negro	검정색	N	
negros	블랙	negro	블랙	N	
telo	유지	telo	유지	ADV	N
telo	got	telo	got	ADV	
telo	당신은	telo	당신+은	ADV	PRO
telo	귀하	telo	귀하	ADV	
telo	당신	telo	당신	ADV	PRO
telo	그를	telo	그+를	ADV	PRO
queiras	당신은	queira	당신+은	V	PRO
queiras	귀하	queira	귀하	V	
queiras	당신	queira	당신	V	PRO
queiras	무엇이든	queira	무엇+이든	V	
queiras	뭐든	queira	뭐+든	V	
queiras	아무거나	queira	아무+거나	V	
queiras	무엇이든	queira	무엇+이든	V	
queiras	whatever	queira	whatever	V	
gusto	당신은	gusto	당신+은	N	PRO
gusto	귀하	gusto	귀하	N	
gusto	당신	gusto	당신	N	PRO
bates	베이츠	bate	베이츠	N	PROPN
saíu	아웃	saíu	아웃	V	
saíu	좌파	saíu	좌파	V	N
saíu	왼쪽	saíu	왼쪽	V	
saíu	거기	saíu	거기	V	
saíu	거기에	saíu	거기+에	V	ADV
corte	법원	corte	법원	N	
corte	잘라	corte	자르+아	N	
mestre	선생님	mestre	선생님	N	
mestre	마스터	mestre	마스터	N	
botar	take	botar	take	V	
botar	아웃	botar	아웃	V	
carro	마차	carro	마차	N	
tren	기차	tren	기차	N	
tren	트레인	tren	트레인	N	
tren	철도	tren	철도	N	
material	소재	material	소재	N	
material	물건	material	물건	N	
base	기반으로	base	기반+으로	N	ADV
base	데이터베이스	base	데이터베이스	N	
base	베이스	base	베이스	N	
metros	미터	metro	미터	N	
metros	야드	metro	야드	N	
metros	미터	metro	미터	N	
capitán	캡틴	capitán	캡틴	N	
gato	고양이	gato	고양+이	N	
gato	키티	gato	키티	N	
fuches	당신은	fuches	당신+은	V	PRO
fuches	귀하	fuches	귀하	V	
fuches	당신	fuches	당신	V	PRO
tocar	놀기	tocar	놀+기	V	ADJ
tocar	재생	tocar	재생	V	N
tocar	연주	tocar	연주	V	N
tocar	플레이	tocar	플레이	V	
tocar	touch	tocar	touch	V	
tocar	터치	tocar	터치	V	N
chámase	이름	chámase	이름	V	N
chámase	그녀	chámase	그녀	V	
chámase	그녀의	chámase	그녀+의	V	PRO
chea	가득	chea	가득	N	ADV
chea	함께	chea	함께	N	ADV
avó	할아버지	avó	할아버지	N	
avó	외할아버지	avó	외할아버지	N	
