sovi	fit	sovi	faire	V;IMP;SG;2;FIN;ACT	V;IND;SG;3;PST;FIN
ptolemaios	ptolémée	prolemaios	ptolémer	N;NOM;SG	V;FEM;SG;PST;V.PTCP
rikki	brisé	rikki	briser	N;NOM;SG	V;MASC;SG;PST;V.PTCP
rikki	cassé	rikki	cassé	N;NOM;SG	V;MASC;SG;PST;V.PTCP
rikki	brisée	rikki	briser	N;NOM;SG	V;FEM;SG;PST;V.PTCP
rikki	cassée	rikki	casser	N;NOM;SG	V;FEM;SG;PST;V.PTCP
rikki	brisé	rikki	briser	N;NOM;SG	V;MASC;SG;PST;V.PTCP
rikki	fauché	rikki	faucher	N;NOM;SG	V;MASC;SG;PST;V.PTCP
rikki	cassé	rikki	cassé	N;NOM;SG	V;MASC;SG;PST;V.PTCP
rikki	rompu	rikki	rompre	N;NOM;SG	V;MASC;SG;PST;V.PTCP
rikki	cassée	rikki	casser	N;NOM;SG	V;FEM;SG;PST;V.PTCP
brooks	ruisseaux	brooks	ruisseau	PROPN;NOM;SG	N;MASC;PL
brooks	brooks	brooks	brook	PROPN;NOM;SG	PROPN
thor	thors	thor	thor	PROPN;NOM;SG	PROPN
thor	thor	thor	thor	PROPN;NOM;SG	N;MASC;SG
ranger	ranger	ranger	ranger	N;NOM;SG	V;NFIN
tiedemies	scientifique	tiede#mies	scientifique	N;NOM;SG	ADJ;MASC;SG
afc	afc	afc	afc	N;NOM;SG	PROPN
morrison	morrison	mortiso	morrison	N;NOM;SG	PROPN
topi	toby	topi	toby	PROPN;NOM;SG	PROPN
topi	tod	topi	tod	PROPN;NOM;SG	N;MASC;SG
topi	topi	topi	topi	PROPN;NOM;SG	
laajuus	portée	laajuus	porter	N;NOM;SG	V;FEM;SG;PST;V.PTCP
laajuus	étendue	laajuus	étendre	N;NOM;SG	V;FEM;SG;PST;V.PTCP
rainer	rainer	rainer	rainer	N;NOM;SG	PROPN
lama	dépressions	lama	dépression	N;NOM;SG	N;FEM;PL
piirteet	caractéristiques	piirre	caractéristique	N;NOM;PL	ADJ;FEM;PL
piirteet	caractéristiques	piirre	caractéristique	N;NOM;PL	ADJ;FEM;PL
damon	damon	damo	damon	N;NOM;SG	PROPN
sokrates	socrates	sokrates	socrate	N;NOM;SG	PROPN
sokrates	socrate	sokrates	socrate	N;NOM;SG	PROPN
ilmainen	gratuits	ilmainen	gratuit	ADJ;NOM;SG	V;MASC;PL;PST;V.PTCP
ilmainen	free	ilmainen	free	ADJ;NOM;SG	N;MASC;SG
ilmainen	gratuitement	ilmainen	gratuitement	ADJ;NOM;SG	ADV
kapinallisten	rebel	kapinallinen	rebel	N;GEN;PL	
kapinallisten	rebelle	kapinallinen	rebelle	N;GEN;PL	ADJ;MASC;SG
palkkaa	engager	palkka	engager	N;PRT;SG	V;NFIN
palkkaa	embaucher	palkka	embaucher	N;PRT;SG	V;NFIN
vastuuta	responsabilités	vastuu	responsabilité	N;PRT;SG	N;FEM;PL
vastuuta	responsabilités	vastuu	responsabilité	N;PRT;SG	N;FEM;PL
kööpenhaminassa	copenhague	kööpen#hamina	copenhague	N;IN+ESS;SG	PROPN
viite	réf	viite	réf	N;NOM;SG	
huumeiden	drogue	huume	drogue	N;GEN;PL	N;FEM;SG
huumeiden	médicament	huume	médicament	N;GEN;PL	N;MASC;SG
vankien	prisonnières	vanki	prisonnier	N;GEN;PL	ADJ;FEM;PL
vankien	détenus	vanki	détenir	N;GEN;PL	V;MASC;PL;PST;V.PTCP
mao	mao	mao	mao	N;NOM;SG	PROPN
saavutettu	atteints	saavuttaa	atteindre	V;NOM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
saavutettu	accomplis	saavuttaa	accomplir	V;NOM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
#ei	#non	#ei	#non	N;NOM;SG	
#ei	#pas	#ei	#pas	N;NOM;SG	
#ei	#non	#ei	#non	N;NOM;SG	
ska	ska	ska	ska	PROPN;NOM;SG	N;MASC;SG
hevoset	cheval	hevonen	cheval	N;NOM;PL	N;MASC;SG
läpimurto	percée	läpi#murto	percer	N;NOM;SG	V;FEM;SG;PST;V.PTCP
myönnetään	accordées	myöntää	accorder	V;IND;PRS;FIN;PASS	V;FEM;PL;PST;V.PTCP
myönnetään	accordé	myöntää	accorder	V;IND;PRS;FIN;PASS	V;MASC;SG;PST;V.PTCP
myönnetään	octroyé	myöntää	octroyer	V;IND;PRS;FIN;PASS	V;MASC;SG;PST;V.PTCP
myönnetään	accordée	myöntää	accorder	V;IND;PRS;FIN;PASS	V;FEM;SG;PST;V.PTCP
tuotettu	produites	tuottaa	produire	V;NOM;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
tuotettu	générés	tuottaa	générer	V;NOM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
tuotettu	générées	tuottaa	générer	V;NOM;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
dokumentin	documentaires	dokumentti	documentaire	N;GEN;SG	ADJ;MASC;PL
pysyvän	standing	pysyvä	standing	ADJ;GEN;SG	N;MASC;SG
pistää	piqûre	pistää	piqûre	V;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
pistää	sting	pistää	sting	V;IND;SG;3;PRS;FIN;ACT	PROPN
pistää	dard	pistää	dard	V;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
pelko	fear	pelko	fear	N;NOM;SG	PROPN
pelko	craintes	pelko	crainte	N;NOM;SG	N;FEM;PL
horn	horn	horn	horn	N;NOM;SG	PROPN
sankarit	héros	sankari	héros	N;NOM;PL	N;MASC;SG
sankarit	heroes	sankari	heroe	N;NOM;PL	PROPN
erin	erin	erin	erin	N;NOM;SG	PROPN
yksityisen	privée	yksityinen	priver	ADJ;GEN;SG	V;FEM;SG;PST;V.PTCP
yksityisen	privés	yksityinen	priver	ADJ;GEN;SG	V;MASC;PL;PST;V.PTCP
lucy	lucie	lucy	lucie	PROPN;NOM;SG	PROPN
lucy	lucy	lucy	lucy	PROPN;NOM;SG	PROPN
uno	uno	uno	uno	N;NOM;SG	PROPN
akselin	essieux	akseli	essieux	N;GEN;SG	N;MASC;PL
akselin	axes	akseli	axe	N;GEN;SG	N;MASC;PL
venezuelan	vénézuéliens	vene#zuela	vénézuélien	N;GEN;SG	ADJ;MASC;PL
venezuelan	vénézuélienne	vene#zuela	vénézuélien	N;GEN;SG	ADJ;FEM;SG
venezuelan	vénézuélien	vene#zuela	vénézuélien	N;GEN;SG	ADJ;MASC;SG
venezuelan	venezuela	vene#zuela	venezuela	N;GEN;SG	PROPN
donner	donner	donner	donner	N;NOM;SG	V;NFIN
keskeyttää	interruptions	keskeyttää	interruption	V;IND;SG;PRS;FIN;ACT	N;FEM;PL
erilliset	distinct	erillinen	distinct	ADJ;NOM;PL	ADJ;MASC;SG
erilliset	séparés	erillinen	séparer	ADJ;NOM;PL	V;MASC;PL;PST;V.PTCP
erilliset	séparé	erillinen	séparer	ADJ;NOM;PL	V;MASC;SG;PST;V.PTCP
erilliset	séparées	erillinen	séparer	ADJ;NOM;PL	V;FEM;PL;PST;V.PTCP
erilliset	séparer	erillinen	séparer	ADJ;NOM;PL	V;NFIN
tulevaisuuteen	future	tulevaisuus	futur	N;IN+ALL;SG	ADJ;FEM;SG
tulevaisuuteen	futures	tulevaisuus	futur	N;IN+ALL;SG	ADJ;FEM;PL
tulevaisuuteen	futur	tulevaisuus	futur	N;IN+ALL;SG	ADJ;MASC;SG
tulevaisuuteen	futurs	tulevaisuus	futur	N;IN+ALL;SG	ADJ;MASC;PL
mitata	mesure	mitata	mesure	V;SG;NFIN;ACT	N;FEM;SG
davies	davies	davies	davie	N;NOM;SG	PROPN
kunnia	honorées	kunnia	honorer	N;NOM;SG	V;FEM;PL;PST;V.PTCP
kunnia	honorée	kunnia	honorer	N;NOM;SG	V;FEM;SG;PST;V.PTCP
kunnia	honorés	kunnia	honorer	N;NOM;SG	V;MASC;PL;PST;V.PTCP
kunnia	honoré	kunnia	honorer	N;NOM;SG	V;MASC;SG;PST;V.PTCP
kunnia	honorer	kunnia	honorer	N;NOM;SG	V;NFIN
kunnia	glorieux	kunnia	glorieux	N;NOM;SG	ADJ;MASC;SG
kunnia	glory	kunnia	glory	N;NOM;SG	PROPN
konrad	konrad	konrad	konrad	N;NOM;SG	PROPN
vaikuttava	impressionnante	vaikuttaa	impressionnant	V;NOM;SG;V.PTCP;ACT	ADJ;FEM;SG
vaikuttava	impressionnantes	vaikuttaa	impressionnant	V;NOM;SG;V.PTCP;ACT	ADJ;FEM;PL
vaikuttava	impressionnant	vaikuttaa	impressionnant	V;NOM;SG;V.PTCP;ACT	ADJ;MASC;SG
vaikuttava	impressionnants	vaikuttaa	impressionnant	V;NOM;SG;V.PTCP;ACT	ADJ;MASC;PL
ansaitsi	méritait	ansaita	mériter	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
ansaitsi	gagnés	ansaita	gagner	V;IND;SG;3;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
ansaitsi	gagnées	ansaita	gagnée	V;IND;SG;3;PST;FIN;ACT	V;FEM;PL;PST;V.PTCP
lucius	lucius	lucius	lucius	N;NOM;SG	PROPN
työllistää	emploient	työllistää	employer	V;IND;SG;3;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
burton	burton	burto	burton	N;NOM;SG	PROPN
atlantis	atlantis	atlantis	atlantir	N;NOM;SG	PROPN
osuu	hits	osua	hit	V;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
osuu	touché	osua	toucher	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;PST;V.PTCP
osuu	frappé	osua	frapper	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;PST;V.PTCP
pjotr	piotr	pjotr	piotr	N;NOM;SG	PROPN
ramsay	ramsay	ramsaa	ramsay	N;NOM;SG	PROPN
vastapäätä	opposé	vasta#pää	opposer	N;PRT;SG	V;MASC;SG;PST;V.PTCP
vastapäätä	opposée	vasta#pää	opposer	N;PRT;SG	V;FEM;SG;PST;V.PTCP
vastapäätä	contraire	vasta#pää	contraire	N;PRT;SG	ADJ;MASC;SG
vastapäätä	opposés	vasta#pää	opposer	N;PRT;SG	V;MASC;PL;PST;V.PTCP
lainasi	empruntées	lainata	emprunter	V;IND;SG;3;PST;FIN;ACT	V;FEM;PL;PST;V.PTCP
jeanne	jeanne	jeanne	jeanne		N;FEM;SG
veri	sanguin	veri	sanguin	N;NOM;SG	ADJ;MASC;SG
veri	blood	veri	blood	N;NOM;SG	PROPN
kitaran	guitares	kitara	guitare	N;GEN;SG	N;FEM;PL
luna	luna	luna	luna	N;NOM;SG	PROPN
spartan	spartiate	sparta	spartiate	N;GEN;SG	ADJ;MASC;SG
spartan	sparte	sparta	sparte	N;GEN;SG	PROPN
rannan	plages	ranta	plage	N;GEN;SG	N;FEM;PL
nimitetty	désignés	nimittää	désigner	V;NOM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
nimitetty	nommés	nimittää	nommer	V;NOM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
nikita	nikita	nikita	nikiter	N;NOM;SG	PROPN
tehtaat	mills	tehdas	mill	N;NOM;PL	PROPN
duncan	duncan	duncan	duncan	PROPN;NOM;SG	PROPN
gerhard	gerhard	gerhard	gerhard	PROPN;NOM;SG	PROPN
harva	peu	harva	peu	PRO;NOM;SG	ADV
kaappasi	détournés	kaapata	détourner	V;IND;SG;3;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
felipe	felipe	felipe	felipe	PROPN;NOM;SG	PROPN
suunnitteilla	prévu	suunnitteilla	prévoir	ADV	V;MASC;SG;PST;V.PTCP
suunnitteilla	planifié	suunnitteilla	planifier	ADV	V;MASC;SG;PST;V.PTCP
suunnitteilla	planifiés	suunnitteilla	planifié	ADV	V;MASC;PL;PST;V.PTCP
suunnitteilla	planifiée	suunnitteilla	planifier	ADV	V;FEM;SG;PST;V.PTCP
suunnitteilla	prévue	suunnitteilla	prévoir	ADV	V;FEM;SG;PST;V.PTCP
rajattu	limitées	rajata	limiter	V;NOM;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
rajattu	limités	rajata	limiter	V;NOM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
rajattu	délimités	rajata	délimiter	V;NOM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
rajattu	délimitées	rajata	délimiter	V;NOM;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
rajattu	restreint	rajata	restreint	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG
rajattu	délimitées	rajata	délimiter	V;NOM;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
citroën	citroën	citroën	citroën		N;FEM;SG
julkaistut	publiée	julkaista	publier	V;NOM;PL;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
julkaistut	publié	julkaista	publier	V;NOM;PL;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
matkustaja	passagère	matkustaja	passager	N;NOM;SG	ADJ;FEM;SG
matkustaja	passagers	matkustaja	passager	N;NOM;SG	N;MASC;PL
romanttinen	romantisme	romanttinen	romantisme	ADJ;NOM;SG	N;MASC;SG
romanttinen	romantiques	romanttinen	romantique	ADJ;NOM;SG	ADJ;MASC;PL
tulevaisuus	future	tulevaisuus	futur	N;NOM;SG	ADJ;FEM;SG
tulevaisuus	futures	tulevaisuus	futur	N;NOM;SG	ADJ;FEM;PL
tulevaisuus	futur	tulevaisuus	futur	N;NOM;SG	ADJ;MASC;SG
tulevaisuus	futurs	tulevaisuus	futur	N;NOM;SG	ADJ;MASC;PL
madridissa	madrid	madridi	madrid	N;IN+ESS;SG	PROPN
pyyntö	demander	pyyntö	demander	N;NOM;SG	V;NFIN
pyyntö	demandez	pyyntö	demander	N;NOM;SG	V;IMP;PL;2;PRS;FIN
rinta	thoracique	rinta	thoracique	N;NOM;SG	ADJ;MASC;SG
rinta	mammaire	rinta	mammaire	N;NOM;SG	ADJ;FEM;SG
rinta	seins	rinta	sein	N;NOM;SG	N;MASC;PL
balkanin	balkans	balkan	Balkans	N;GEN;SG	N;MASC;PL
balkanin	balkans	balkan	Balkans	N;GEN;SG	N;MASC;PL
spider	spider	spider	spider		PROPN
spider	araignée	spider	araignée		V;FEM;SG;PST;V.PTCP
riippuvainen	dépendant	riippuvainen	dépendre	ADJ;NOM;SG	V;PRS;V.PTCP
riippuvainen	dépendantes	riippuvainen	dépendant	ADJ;NOM;SG	ADJ;FEM;PL
riippuvainen	dépendants	riippuvainen	dépendant	ADJ;NOM;SG	ADJ;MASC;PL
riippuvainen	accros	riippuvainen	accroître	ADJ;NOM;SG	ADJ;MASC;PL
sieni	champignons	sieni	champignon	N;NOM;SG	N;MASC;PL
sieni	éponges	sieni	éponge	N;NOM;SG	N;FEM;PL
sieni	fongiques	sieni	fongique	N;NOM;SG	ADJ;MASC;PL
sieni	champignons	sieni	champignon	N;NOM;SG	N;MASC;PL
alkoholia	alcools	alkoholi	alcool	N;PRT;SG	N;MASC;PL
syvyys	profondeurs	syvyys	profondeur	N;NOM;SG	N;FEM;PL
leirin	camps	leiri	camp	N;GEN;SG	N;MASC;PL
valtiomies	statesman	valtio#mies	statesman	N;NOM;SG	PROPN
omega	omega	omega	omega	N;NOM;SG	PROPN
työkaluja	outillage	työ#kalu	outillage	N;PRT;PL	N;MASC;SG
kuuli	entendues	kuulla	entendre	V;IND;SG;3;PST;FIN;ACT	V;FEM;PL;PST;V.PTCP
kuuli	entendus	kuulla	entendre	V;IND;SG;3;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
näkymä	afficher	näkymä	afficher	N;NOM;SG	V;NFIN
näkymä	vue	näkymä	voir	N;NOM;SG	V;FEM;SG;PST;V.PTCP
näkymä	voir	näkymä	voir	N;NOM;SG	V;NFIN
näkymä	visualiser	näkymä	visualiser	N;NOM;SG	V;NFIN
simpson	simpson	simpso	simpson	N;NOM;SG	PROPN
heinz	heinz	heinz	heinz	PROPN;NOM;SG	PROPN
vaihtoehtoja	alternatives	vaihto#ehto	alternatif	N;PRT;PL	ADJ;FEM;PL
ylimääräinen	excès	yli#määräinen	excès	ADJ;NOM;SG	N;MASC;SG
ylimääräinen	excédentaires	yli#määräinen	excédentaire	ADJ;NOM;SG	ADJ;MASC;PL
ylimääräinen	excédent	yli#määräinen	excédent	ADJ;NOM;SG	N;MASC;SG
ylimääräinen	supplémentaires	yli#määräinen	supplémentaire	ADJ;NOM;SG	ADJ;MASC;PL
ylimääräinen	extra	yli#määräinen	extra	ADJ;NOM;SG	N;MASC;SG
sisu	sisu	sisu	sisu	N;NOM;SG	PROPN
saku	saku	saku	saku	N;NOM;SG	PROPN
mahdoton	impossibles	mahdoton	impossible	ADJ;NOM;SG	ADJ;MASC;PL
willie	willie	willie	willie	PROPN;NOM;SG	PROPN
lohikäärme	dragons	lohi#käärme	dragon	N;NOM;SG	N;MASC;PL
audi	audi	audi	audi	PROPN;NOM;SG	N;FEM;SG
katja	katia	katja	katia	PROPN;NOM;SG	PROPN
katja	katya	katja	katya	PROPN;NOM;SG	PROPN
katja	katja	katja	katja	PROPN;NOM;SG	PROPN
verrata	comparez	verrata	comparer	V;SG;NFIN;ACT	V;IMP;PL;2;PRS;FIN
verrata	comparons	verrata	comparon	V;SG;NFIN;ACT	V;IMP;PL;1;PRS;FIN
verrata	comparaison	verrata	comparaison	V;SG;NFIN;ACT	N;FEM;SG
menossa	aller	meno	aller	N;IN+ESS;SG	V;NFIN
ajax	ajax	ajax	ajax		PROPN
rannikko	côtes	rannikko	côte	N;NOM;SG	N;FEM;PL
rannikko	côtières	rannikko	côtier	N;NOM;SG	ADJ;FEM;PL
rannikko	côtière	rannikko	côtier	N;NOM;SG	ADJ;FEM;SG
som	som	som	som	INTJ	
ladata	téléchargements	ladata	téléchargement	V;SG;NFIN;ACT	N;MASC;PL
ladata	téléchargement	ladata	téléchargement	V;SG;NFIN;ACT	N;MASC;SG
pelkäsi	craignait	pelätä	craindre	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
kaksikymmentä	twenty	kaksi#kymmenen	twenty	NUM;PRT;SG	PROPN
metsään	woods	metsä	wood	N;IN+ALL;SG	PROPN
piirretty	cartoon	piirtää	cartoon	V;NOM;SG;V.PTCP;PASS	N;MASC;SG
ricardo	ricardo	ricardo	ricardo	N;NOM;SG	PROPN
ruusu	rose	ruusu	rose	N;NOM;SG	ADJ;FEM;SG
ruusu	rosé	ruusu	rosé	N;NOM;SG	V;MASC;SG;PST;V.PTCP
silja	silja	silja	silja	PROPN;NOM;SG	PROPN
harryn	harry	harry	harry	N;GEN;SG	PROPN
bergman	bergman	bergma	bergman	N;NOM;SG	PROPN
lähtö	départs	lähtö	départ	N;NOM;SG	N;MASC;PL
quest	quest	quest	quest		N;MASC;SG
quest	quête	quest	quête		N;FEM;SG
islamilaisen	islamiste	islamilainen	islamiste	N;GEN;SG	ADJ;MASC;SG
islamilaisen	musulman	islamilainen	musulman	N;GEN;SG	ADJ;MASC;SG
islamilaisen	islamique	islamilainen	islamique	N;GEN;SG	ADJ;MASC;SG
ikuisesti	forever	ikuisesti	forever	ADV	PROPN
vatsa	abdominale	vatsa	abdominal	N;NOM;SG	ADJ;FEM;SG
vatsa	abdominale	vatsa	abdominal	N;NOM;SG	ADJ;FEM;SG
aukko	hole	aukko	hole	N;NOM;SG	PROPN
aukko	gap	aukko	gap	N;NOM;SG	PROPN
päätä	head	pää	head	N;PRT;SG	PROPN
päätä	têtes	pää	tête	N;PRT;SG	N;FEM;PL
päätä	décider	pää	décider	N;PRT;SG	V;NFIN
päätä	décide	pää	décider	N;PRT;SG	V;IND;SG;3;PRS;FIN
päätä	décident	pää	décider	N;PRT;SG	V;IND;PL;3;PRS;FIN
päätä	décidez	pää	décider	N;PRT;SG	V;IMP;PL;2;PRS;FIN
ohjataan	redirection	ohjata	redirection	V;IND;PRS;FIN;PASS	N;FEM;SG
tasainen	plats	tasainen	plat	ADJ;NOM;SG	N;MASC;PL
tasainen	plat	tasainen	plat	ADJ;NOM;SG	N;MASC;SG
curtis	curtis	curtis	curtis	PROPN;NOM;SG	PROPN
tykit	guns	tykki	gun	N;NOM;PL	N;MASC;SG
tykit	cannon	tykki	cannon	N;NOM;PL	PROPN
tykit	canon	tykki	canon	N;NOM;PL	N;MASC;SG
jyp	jyp	jyp	jyp	PROPN;NOM;SG	PROPN
kiinteää	solides	kiinteä	solide	ADJ;PRT;SG	ADJ;MASC;PL
kiinteää	massif	kiinteä	massif	ADJ;PRT;SG	N;MASC;SG
bosnian	bosniaques	bosnia	bosniaque	N;GEN;SG	ADJ;MASC;PL
bosnian	bosniaque	bosnia	bosniaque	N;GEN;SG	ADJ;MASC;SG
huomautus	notez	huomautus	noter	N;NOM;SG	V;IMP;PL;2;PRS;FIN
halo	halo	halo	halo		N;MASC;SG
lewisin	lewis	lewisin	lewi	ADJ;GEN;SG	PROPN
montana	montana	monta	montana	PRO;NOM;SG	PROPN
pelaamisen	jeux	pelaaminen	jeu	N;GEN;SG	N;MASC;PL
dei	dei	dei	dei		PROPN
temple	temple	temple	temple		N;MASC;SG
temple	tempe	temple	tempe		N;FEM;SG
jalkaa	pieds	jalka	pied	N;PRT;SG	N;MASC;PL
jalkaa	jambes	jalka	jambe	N;PRT;SG	N;FEM;PL
today	hui	today	hui		
today	aujourdhui	today	aujourdhui		PROPN
ohjelmiston	logiciels	ohjelmisto	logiciel	N;GEN;SG	N;MASC;PL
norjalaiset	norvégiens	norjalainen	norvégien	N;NOM;PL	ADJ;MASC;PL
opel	opel	opel	opel	PROPN;NOM;SG	N;MASC;SG
tuodaan	importation	tuoda	importation	V;IND;PRS;FIN;PASS	N;FEM;SG
tuodaan	importateur	tuoda	importateur	V;IND;PRS;FIN;PASS	N;MASC;SG
tuodaan	importée	tuoda	importer	V;IND;PRS;FIN;PASS	V;FEM;SG;PST;V.PTCP
tuodaan	importé	tuoda	importer	V;IND;PRS;FIN;PASS	V;MASC;SG;PST;V.PTCP
tuodaan	importées	tuoda	importer	V;IND;PRS;FIN;PASS	V;FEM;PL;PST;V.PTCP
tuodaan	importés	tuoda	importé	V;IND;PRS;FIN;PASS	V;MASC;PL;PST;V.PTCP
mongolian	mongols	mongolia	mongol	N;GEN;SG	N;MASC;PL
mongolian	mongole	mongolia	mongol	N;GEN;SG	ADJ;FEM;SG
mccartney	mccartney	mccartney	mccartney	PROPN;NOM;SG	PROPN
karen	karen	karen	karen	N;NOM;SG	PROPN
milton	milton	milton	milton	PROPN;NOM;SG	PROPN
brysselin	bruxelles	brysseli	bruxelle	N;GEN;SG	ADJ;MASC;PL
ella	ella	ella	ella	N;NOM;SG	PROPN
toukokuu	may	toukokuu	may	N;NOM;SG	PROPN
toukokuu	peut	toukokuu	pouvoir	N;NOM;SG	V;IND;SG;3;PRS;FIN
eugene	eugène	eugene	eugène	N;NOM;SG	PROPN
virginian	virginia	virginia	virginia	N;GEN;SG	PROPN
versailles	versailles	versas	versailles	N;NOM;SG	PROPN
lukko	verrouiller	lukko	verrouiller	N;NOM;SG	V;NFIN
morsian	épouse	morsia	épouse	N;PRT;PL	N;FEM;SG
morsian	epouse	morsia	epouse	N;PRT;PL	N;FEM;SG
morsian	fiancée	morsia	fiancée	N;PRT;PL	V;FEM;SG;PST;V.PTCP
morsian	mariée	morsia	marier	N;PRT;PL	V;FEM;SG;PST;V.PTCP
jumalatar	déesses	jumalatar	déesse	N;NOM;SG	N;FEM;PL
syyttää	blâme	syyttää	blâme	V;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
syyttää	blâme	syyttää	blâme	V;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
syyttää	accusez	syyttää	accuser	V;IND;SG;3;PRS;FIN;ACT	V;IMP;PL;2;PRS;FIN
kuula	ball	kuula	ball	N;NOM;SG	PROPN
puhdasta	nettoient	puhdas	nettoyer	ADJ;PRT;SG	V;IND;PL;3;PRS;FIN
puhdasta	nettoyer	puhdas	nettoyer	ADJ;PRT;SG	V;NFIN
puhdasta	pures	puhdas	pur	ADJ;PRT;SG	ADJ;FEM;PL
puhdasta	purs	puhdas	pur	ADJ;PRT;SG	ADJ;MASC;PL
vahvistettu	confirmées	vahvistaa	confirmé	V;NOM;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
vahvistettu	confirmés	vahvistaa	confirmer	V;NOM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
vahvistettu	vérifiés	vahvistaa	vérifier	V;NOM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
vahvistettu	vérifiées	vahvistaa	vérifier	V;NOM;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
vahvistettu	renforcés	vahvistaa	renforcer	V;NOM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
vahvistettu	renforcées	vahvistaa	renforcer	V;NOM;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
suvi	eté	suvi	être	PROPN;NOM;SG	PROPN
suvi	été	suvi	être	PROPN;NOM;SG	V;MASC;SG;PST;V.PTCP
suvi	suvi	suvi	suvir	PROPN;NOM;SG	
täytä	remplissage	täyttää	remplissage	V;IMP;SG;2;FIN;ACT	N;MASC;SG
täytä	remplissez	täyttää	remplir	V;IMP;SG;2;FIN;ACT	V;IMP;PL;2;PRS;FIN
kaliforniaan	californie	kalifornia	californie	N;IN+ALL;SG	PROPN
kaliforniaan	californienne	kalifornia	californien	N;IN+ALL;SG	ADJ;FEM;SG
prahassa	prague	praha	prague	N;IN+ESS;SG	PROPN
muslimien	musulmane	muslimi	musulman	N;GEN;PL	ADJ;FEM;SG
muslimien	musulman	muslimi	musulman	N;GEN;PL	ADJ;MASC;SG
muslimien	musulman	muslimi	musulman	N;GEN;PL	ADJ;MASC;SG
benny	benny	benny	benny	PROPN;NOM;SG	PROPN
petra	petra	petra	petra	N;NOM;SG	PROPN
fyysinen	physiques	fyysinen	physique	ADJ;NOM;SG	ADJ;MASC;PL
hullu	fous	hullu	fou	ADJ;NOM;SG	ADJ;MASC;PL
hullu	mad	hullu	mad	ADJ;NOM;SG	PROPN
vaihteli	variée	vaihdella	varié	V;IND;SG;3;PST;FIN;ACT	ADJ;FEM;SG
vaihteli	variées	vaihdella	varié	V;IND;SG;3;PST;FIN;ACT	ADJ;FEM;PL
vaihteli	variés	vaihdella	varié	V;IND;SG;3;PST;FIN;ACT	ADJ;MASC;PL
lyon	lyonnais	lyoda	lyonnais		N;MASC;SG
lyon	lyon	lyoda	lyon		PROPN
neuvoa	consultatif	neuvo	consultatif	N;PRT;SG	ADJ;MASC;SG
neuvoa	conseillez	neuvo	conseiller	N;PRT;SG	V;IMP;PL;2;PRS;FIN
yhdistyvät	combine	yhdistyä	combine	V;IND;PL;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
helge	helge	helge	helge	PROPN;NOM;SG	PROPN
foster	foster	foster	foster	PROPN;NOM;SG	PROPN
sotilaallinen	armée	sotilaallinen	armée	ADJ;NOM;SG	N;FEM;SG
sotilaallinen	militaires	sotilaallinen	militaire	ADJ;NOM;SG	ADJ;MASC;PL
kokonainen	entiers	kokonainen	entier	ADJ;NOM;SG	ADJ;MASC;PL
kuori	éplucher	kuori	éplucher	N;NOM;SG	V;NFIN
kuori	peel	kuori	peel	N;NOM;SG	PROPN
muokattu	modifiées	muokata	modifier	V;NOM;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
muokattu	modifiés	muokata	modifier	V;NOM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
