que	זה	que	זה	CONJ	PRO;MASC;SG;3
recursos	משאב	recurso	משאב	N;MASC;PL	N;MASC;SG
compositor	מלחין	compositor	מלחין	N;MASC;SG	PROPN
compositor	המלחין	compositor	המלחין	N;MASC;SG	PROPN
futuro	עתידי	futuro	עתידי	N;MASC;SG	ADJ;MASC;SG
futuro	העתיד	futuro	העתיד	N;MASC;SG	ADV
utilizado	משומש	utilizado	משומש	ADJ;MASC;SG;V.PTCP	V;MASC;SG;V.PTCP;PASS
utilizado	בשימוש	utilizado	בשימוש	ADJ;MASC;SG;V.PTCP	PROPN
vicente	ויסנטה	vicente	ויסנטה	N;SG	PROPN
vicente	וינסנט	vicente	וינסנט	N;SG	PROPN
vicente	ואל	vicente	ואל	N;SG	
terminó	הסתיימו	terminar	הסתיים	V;IND;SG;3;PST;FIN	V;PL;3;PST
tecnología	טק	tecnología	טק	N;FEM;SG	
tecnología	טכנולוגיות	tecnología	טכנולוגיה	N;FEM;SG	N;FEM;PL
trabajar	עבודה	trabajar	עבודה	V;NFIN	N;FEM;SG
trabajar	עובדת	trabajar	עובדה	V;NFIN	N;FEM;SG
trabajar	עובד	trabajar	עובד	V;NFIN	PROPN
distintos	שונות	distinto	שונה	PRO;MASC;PL	ADJ;FEM;PL
distintos	שונה	distinto	שונה	PRO;MASC;PL	
distintos	שונים	distinto	שונה	PRO;MASC;PL	ADJ;MASC;PL
considera	מחשיב	considerar	מחשיב	V;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
tiempos	הטיימס	tiempo	הטיימס	N;MASC;PL	PROPN
tiempos	טיימס	tiempo	טיימס	N;MASC;PL	PROPN
ramón	רמון	ramón	רמון	N;MASC;SG	PROPN
ramón	רמון	ramón	רמון	N;MASC;SG	PROPN
ramón	ראמון	ramón	ראמון	N;MASC;SG	PROPN
ramón	ריימונד	ramón	ריימונד	N;MASC;SG	PROPN
ramón	רמון	ramón	רמון	N;MASC;SG	PROPN
ramón	ראמון	ramón	ראמון	N;MASC;SG	PROPN
fiesta	פיאסטה	fiesta	פיאסטה	N;FEM;SG	PROPN
fiesta	מסיבה	fiesta	מסיבה	N;FEM;SG	
fiesta	המפלגה	fiesta	המפלג	N;FEM;SG	PROPN
smith	סמית	smith	סמית	PROPN	PROPN
jardín	הגן	jardín	הגן	N;MASC;SG	
jardín	גנים	jardín	גן	N;MASC;SG	N;MASC;PL
jardín	גני	jardín	גני	N;MASC;SG	PROPN
madera	מעץ	madera	מעץ	N;FEM;SG	
madera	ווד	madera	ווד	N;FEM;SG	PROPN
madera	קרשים	madera	קרש	N;FEM;SG	N;MASC;PL
inferior	נחותים	inferior	נחות	ADJ;SG	ADJ;MASC;PL
inferior	נחות	inferior	נחות	ADJ;SG	
inferior	תחתית	inferior	תחתית	ADJ;SG	N;FEM;SG
clubes	תלתן	club	תלתן	N;MASC;PL	PROPN
mexicana	מקסיקני	mexicano	מקסיקני	ADJ;FEM;SG	PROPN
mexicana	מקסיקנית	mexicano	מקסיקני	ADJ;FEM;SG	PROPN
incluyen	כלול	incluir	כלול	V;IND;PL;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
digital	דיגיטלית	digital	דיגיטלי	ADJ;SG	PROPN
digital	דיגיטלי	digital	דיגיטלי	ADJ;SG	PROPN
torres	טורס	torre	טורס	N;FEM;PL	PROPN
doble	מכפיל	doble	הכפיל	ADJ;SG	
doble	כפול	doble	כפול	ADJ;SG	
doble	דאבל	doble	דאבל	ADJ;SG	PROPN
referirse	התייחס	referir	התייחס	V;SBJV;SG;3;IPFV;FIN	V;MASC;SG;3;PST
referirse	מתייחס	referir	התייחס	V;SBJV;SG;3;IPFV;FIN	V;MASC;SG;V.PTCP
comandante	קומנדר	comandante	קומנדר	N;SG	PROPN
corazón	הלב	corazón	הלב	N;MASC;SG	
corazón	לב	corazón	לב	N;MASC;SG	PROPN
secretario	המזכירה	secretario	המזכירה	N;MASC;SG	V;FEM;SG;3;PST;ACT
secretario	המזכיר	secretario	המזכיר	N;MASC;SG	PROPN
secretario	מזכירה	secretario	הזכיר	N;MASC;SG	V;FEM;SG;V.PTCP;ACT
vivo	vivo	vivo	vivo	ADJ;MASC;SG	
vivo	בחיים	vivo	בחיים	ADJ;MASC;SG	
vivo	חי	vivo	חי	ADJ;MASC;SG	
xvii	seventeenth	xvii	seventeenth	N;SG	
xvii	xvii	xvii	xvii	N;SG	NUM
obtener	השג	obtener	השג	V;NFIN	PROPN
obtener	קבל	obtener	קבל	V;NFIN	PROPN
originalmente	במקור	originalmente	במקור	ADV	
naturaleza	הטבע	naturaleza	הטבע	N;FEM;SG	
naturaleza	טבע	naturaleza	טבע	N;FEM;SG	
claro	ברור	claro	ברור	ADV	ADJ;MASC;SG
claro	נקה	claro	נקה	ADV	
claro	נקי	claro	נקי	ADV	ADJ;MASC;SG
claro	בטח	claro	בטח	ADV	
claro	בטוח	claro	None	ADV	
existencia	הקיום	existencia	הקיום	N;FEM;SG	PROPN
man	בנאדם	man	בנאדם	N	ADV
guatemala	גואטמלה	guatemala	גואטמלה	N;FEM;SG	PROPN
guatemala	גואטמלה	guatemala	גואטמלה	N;FEM;SG	PROPN
bajos	שפל	bajo	שפל	ADJ;MASC;PL	N;MASC;SG
bajos	נמוך	bajo	נמוך	ADJ;MASC;PL	ADJ;MASC;SG
bajos	נמוכה	bajo	נמוך	ADJ;MASC;PL	ADJ;FEM;SG
bajos	בס	bajo	בס	ADJ;MASC;PL	
bajos	באס	bajo	None	ADJ;MASC;PL	PROPN
aragón	אראגון	aragón	אראגון	N;MASC;SG	PROPN
juega	שחק	jugar	שחק	V;IND;SG;3;PRS;FIN	
juega	נגן	jugar	נגן	V;IND;SG;3;PRS;FIN	
juega	שחקי	jugar	שחק	V;IND;SG;3;PRS;FIN	PROPN
juega	מנגן	jugar	מנגן	V;IND;SG;3;PRS;FIN	N;MASC;SG
juega	הפעלות	jugar	הפעלה	V;IND;SG;3;PRS;FIN	N;FEM;PL
juega	מחזות	jugar	מחזה	V;IND;SG;3;PRS;FIN	N;MASC;PL
rico	ריקו	rico	ריקו	ADJ;MASC;SG	PROPN
rico	יאמי	rico	יאמי	ADJ;MASC;SG	PROPN
rico	טעים	rico	טעים	ADJ;MASC;SG	PROPN
rico	עשירים	rico	עשיר	ADJ;MASC;SG	ADJ;MASC;PL
rico	עושר	rico	עושר	ADJ;MASC;SG	N;MASC;SG
sonido	סאונד	sonido	סאונד	N;MASC;SG	PROPN
sonido	קול	sonido	קול	N;MASC;SG	
usar	שימוש	usar	שימוש	V;NFIN	N;MASC;SG
mensajes	ההודעה	mensaje	ההודעה	N;MASC;PL	N;FEM;SG
mensajes	מסר	mensaje	מסר	N;MASC;PL	N;MASC;SG
mensajes	הודעה	mensaje	הודעה	N;MASC;PL	N;FEM;SG
firme	תקיף	firmar	תקיף	V;SBJV;SG;3;PRS;FIN	
firme	חתום	firmar	חתום	V;SBJV;SG;3;PRS;FIN	PROPN
firme	סימן	firmar	סימן	V;SBJV;SG;3;PRS;FIN	N;MASC;SG
firme	שלט	firmar	שלט	V;SBJV;SG;3;PRS;FIN	
mesa	השולחן	mesa	השולחן	N;FEM;SG	PROPN
granada	גרנדה	granada	גרנדה	N;FEM;SG	PROPN
granada	רימון	granada	רימון	N;FEM;SG	PROPN
granada	גרנדה	granada	גרנדה	N;FEM;SG	PROPN
granada	רימון	granada	רימון	N;FEM;SG	PROPN
antiguos	עתיקים	antiguo	עתיק	ADJ;MASC;PL	N;MASC;PL
antiguos	עתיקה	antiguo	עתיק	ADJ;MASC;PL	N;FEM;SG
antiguos	עתיקות	antiguo	עתיקות	ADJ;MASC;PL	
antiguos	עתיק	antiguo	עתיק	ADJ;MASC;PL	
antiguos	העתיקה	antiguo	העתיק	ADJ;MASC;PL	V;FEM;SG;3;PST;ACT
antiguos	הקדמונים	antiguo	הקדמון	ADJ;MASC;PL	N;MASC;PL
pasar	מסירה	pasar	מסירה	V;NFIN	N;FEM;SG
objeto	האובייקט	objeto	האובייקט	N;MASC;SG	PROPN
generales	גנרל	general	גנרל	N;MASC;PL	N;MASC;SG
formado	נוצרו	formado	נוצר	ADJ;MASC;SG;V.PTCP	V;PL;3;PST;MID
formado	נוצר	formado	נוצר	ADJ;MASC;SG;V.PTCP	V;MASC;SG;3;PST;MID
protección	מגן	protección	מגן	N;FEM;SG	PROPN
protección	מגינה	protección	הגין	N;FEM;SG	V;FEM;SG;V.PTCP;ACT
protección	מגנה	protección	גינה	N;FEM;SG	
protección	מגונן	protección	הגונן	N;FEM;SG	PROPN
ferrocarril	רכבות	ferrocarril	רכבה	N;MASC;SG	N;FEM;PL
american	אמריקאים	americar	אמריקני	N;FEM;SG	N;MASC;PL
american	אמריקני	americar	אמריקני	N;FEM;SG	PROPN
american	אמריקאית	americar	אמריקני	N;FEM;SG	ADV
american	אמריקאי	americar	אמריקני	N;FEM;SG	ADJ;MASC;SG
white	לבן	white	לבן	N	
white	לבנה	white	לבן	N	
funciones	פונקציה	función	פונקציה	N;FEM;PL	N;FEM;SG
funciones	מאפיינים	función	אפיין	N;FEM;PL	V;MASC;PL;V.PTCP;ACT
corona	הכתר	corona	הכתר	N;FEM;SG	
corona	קראון	corona	קראון	N;FEM;SG	PROPN
corona	קורונה	corona	קורונה	N;FEM;SG	PROPN
apareció	הופיעו	aparecer	הופיע	V;IND;SG;3;PST;FIN	V;PL;3;PST;ACT
clima	האקלים	clima	האקלים	N;MASC;SG	N;MASC;PL
guillermo	ויליאם	guillermo	ויליאם	N;MASC;SG	PROPN
guillermo	וויליאם	guillermo	ויליאם	N;MASC;SG	PROPN
guillermo	גיירמו	guillermo	גיירמו	N;MASC;SG	PROPN
guillermo	וילהלם	guillermo	וילהלם	N;MASC;SG	PROPN
prensa	עיתונים	prensa	עיתון	N;FEM;SG	N;MASC;PL
haya	הייג	haber	הייג	V;SBJV;SG;3;PRS;FIN	PROPN
haya	האג	haber	האג	V;SBJV;SG;3;PRS;FIN	PROPN
escena	זירת	escena	זירה	N;FEM;SG	ADV
www	www	www	www	INTJ	PROPN
isabel	איזבלה	isabel	איזבל	N;FEM;SG	PROPN
isabel	אליזבט	isabel	אליזבט	N;FEM;SG	PROPN
isabel	אליזבת	isabel	אליזבת	N;FEM;SG	PROPN
isabel	איזבל	isabel	איזבל	N;FEM;SG	PROPN
isabel	אליזבט	isabel	אליזבט	N;FEM;SG	PROPN
isabel	אליזבת	isabel	אליזבת	N;FEM;SG	PROPN
isabel	איזבל	isabel	איזבל	N;FEM;SG	PROPN
isabel	איזבל	isabel	איזבל	N;FEM;SG	PROPN
gómez	גומז	gómez	גומז	PROPN	PROPN
puerta	הדלת	puerta	הדלה	N;FEM;SG	PROPN
mario	מריו	mario	מריו		PROPN
mario	מריוס	mario	מריוס		PROPN
romano	רומן	romano	רומן	ADJ;MASC;SG	PROPN
romano	רומי	romano	רומי	ADJ;MASC;SG	PROPN
romano	רומנו	romano	רומנו	ADJ;MASC;SG	PROPN
griego	יוונים	griego	יוון	N;MASC;SG	N;MASC;PL
griego	יווני	griego	יווני	N;MASC;SG	PROPN
griego	יוונית	griego	יוונית	N;MASC;SG	PROPN
thomas	תומאס	thoma	תומאס	PROPN	PROPN
all	כל	all	כול	N	DET;PSSD
habla	דבר	hablar	דבר	V;IND;SG;3;PRS;FIN	N;MASC;SG
habla	דברי	hablar	דבר	V;IND;SG;3;PRS;FIN	N;PSSD;MASC;PL
habla	דבר	hablar	דבר	V;IND;SG;3;PRS;FIN	N;MASC;SG
habla	דברי	hablar	דבר	V;IND;SG;3;PRS;FIN	N;PSSD;MASC;PL
cierto	נכונות	cierto	נכונות	ADJ;MASC;SG	N;FEM;SG
cierto	אמת	cierto	אמת	ADJ;MASC;SG	N;FEM;SG
crisis	המשבר	crisis	המשבר	N;FEM	PROPN
memoria	הזיכרון	memoria	הזיכרון	N;FEM;SG	PROPN
memoria	זכרון	memoria	זיכרון	N;FEM;SG	PROPN
creó	נוצרו	crear	נוצר	V;IND;SG;3;PST;FIN	V;PL;3;PST;MID
creó	יצרת	crear	יצרת	V;IND;SG;3;PST;FIN	N;FEM;SG
creó	יצר	crear	יצר	V;IND;SG;3;PST;FIN	N;MASC;SG
siglos	מאות	siglo	מאות	N;MASC;PL	NUM;FEM;PL
montaña	ההר	montaña	ההר	N;FEM;SG	
montaña	הר	montaña	הר	N;FEM;SG	PROPN
montaña	ההרים	montaña	ההרים	N;FEM;SG	ADV
montaña	הרים	montaña	None	N;FEM;SG	PROPN
mantener	שמירת	mantener	שמירה	V;NFIN	N;FEM;SG
mantener	שמור	mantener	שמור	V;NFIN	
austria	אוסטריה	austria	אוסטריה	N;MASC;SG	PROPN
construido	נבנתה	construido	נבנה	ADJ;MASC;SG;V.PTCP	V;FEM;SG;3;PST;MID
construido	נבנה	construido	נבנה	ADJ;MASC;SG;V.PTCP	V;MASC;SG;3;PST;MID
construido	בנה	construido	בנה	ADJ;MASC;SG;V.PTCP	
construido	בנוי	construido	בנה	ADJ;MASC;SG;V.PTCP	V;MASC;SG;V.PTCP;ACT
construido	נבנתה	construido	נבנה	ADJ;MASC;SG;V.PTCP	V;FEM;SG;3;PST;MID
construido	נבנה	construido	נבנה	ADJ;MASC;SG;V.PTCP	V;MASC;SG;3;PST;MID
construido	בנוי	construido	בנה	ADJ;MASC;SG;V.PTCP	V;MASC;SG;V.PTCP;ACT
martin	מרטן	martin	מרטן	PROPN	PROPN
martin	מרטין	martin	מרטין	PROPN	PROPN
berlín	ברלין	berlín	ברלין	N;MASC;SG	PROPN
llama	להבה	llamar	להבה	V;IND;SG;3;PRS;FIN	N;FEM;SG
llama	הלהבה	llamar	הלהבה	V;IND;SG;3;PRS;FIN	PROPN
llama	שיחה	llamar	שיחה	V;IND;SG;3;PRS;FIN	N;FEM;SG
llama	תתקשר	llamar	התקשר	V;IND;SG;3;PRS;FIN	V;FEM;SG;3;FUT
llama	התקשר	llamar	התקשר	V;IND;SG;3;PRS;FIN	V;MASC;SG;3;PST
directamente	סטרייט	directamente	סטרייט	ADV	PROPN
directamente	ישר	directamente	ישר	ADV	
directamente	ישיר	directamente	ישיר	ADV	
directamente	ישירות	directamente	ישירות	ADV	
directamente	ישירות	directamente	ישירות	ADV	
lanzamiento	שחרר	lanzamiento	שחרר	N;MASC;SG	PROPN
lanzamiento	שחררו	lanzamiento	שחרר	N;MASC;SG	V;PL;3;PST;ACT
lanzamiento	משיקה	lanzamiento	משיקה	N;MASC;SG	V;FEM;SG;V.PTCP;ACT
lanzamiento	השקה	lanzamiento	השקה	N;MASC;SG	PROPN
comité	הוועדה	comité	הוועד	N;MASC;SG	PROPN
comité	הוועד	comité	הוועד	N;MASC;SG	
javier	אקסבייר	javier	אקסבייר		PROPN
javier	חוויאר	javier	חוויאר		PROPN
javier	חבייר	javier	חבייר		PROPN
probablemente	סביר	probablemente	סביר	ADV	ADJ;MASC;SG
probablemente	סבירות	probablemente	סבירה	ADV	N;FEM;SG
larga	לונג	largo	לונג	ADJ;FEM;SG	PROPN
colspan	colspan	colspar	colspan		PRO;MASC;SG;3
bolivia	בוליביה	bolivia	בוליביה	N;FEM;SG	PROPN
bolivia	בוליביה	bolivia	בוליביה	N;FEM;SG	PROPN
poeta	המשורר	poeta	המשורר	N;MASC;SG	PROPN
tradición	המסורת	tradición	המסורה	N;FEM;SG	PROPN
podía	יכולת	poder	יכולת	V;IND;SG;3;IPFV;FIN	N;FEM;SG
podía	יכול	poder	None	V;IND;SG;3;IPFV;FIN	V;MASC;SG;V.PTCP
produce	מייצרת	producir	ייצר	V;IND;SG;3;PRS;FIN	V;FEM;SG;V.PTCP;ACT
autónoma	האוטונומית	autónomo	האוטונומי	ADJ;FEM;SG	ADV
hojas	משאיר	hoja	השאיר	N;FEM;PL	V;MASC;SG;V.PTCP;ACT
hojas	עלה	hoja	עלה	N;FEM;PL	V;MASC;SG;3;PST;ACT
hojas	העלה	hoja	העלה	N;FEM;PL	V;MASC;SG;3;PST;ACT
hojas	סדין	hoja	סדין	N;FEM;PL	PROPN
hojas	להבים	hoja	הבים	N;FEM;PL	V;NFIN;ACT
ricardo	ריקרדו	ricardo	ריקרדו	N;MASC;SG	PROPN
soviética	הסובייטי	soviético	הסובייטי	ADJ;FEM;SG	PROPN
soviética	סובייטי	soviético	סובייטי	ADJ;FEM;SG	PROPN
tomar	קח	tomar	קח	V;NFIN	PROPN
necesario	צורך	necesario	צורך	ADJ;MASC;SG	N;MASC;SG
periodista	כתבת	periodista	כתב	N;SG	PROPN
texas	טקסס	texa	טקסס	N;FEM;PL	PROPN
jugar	שחק	jugar	שחק	V;NFIN	
jugar	נגן	jugar	נגן	V;NFIN	
jugar	שחקי	jugar	שחק	V;NFIN	PROPN
jugar	משחק	jugar	משחק	V;NFIN	N;MASC;SG
jugar	מנגן	jugar	מנגן	V;NFIN	N;MASC;SG
operación	המבצע	operación	המבצע	N;FEM;SG	PROPN
papa	אבא	papa	אבא	N;MASC;SG	
papa	אפיפיור	papa	אפיפיור	N;MASC;SG	PROPN
papa	פופ	papa	פופ	N;MASC;SG	PROPN
papa	פאפא	papa	פאפא	N;MASC;SG	PROPN
latinos	לטיני	latino	לטיני	N;MASC;PL	PROPN
firma	החתימה	firma	החתים	N;FEM;SG	V;FEM;SG;3;PST;ACT
firma	חתום	firma	חתום	N;FEM;SG	PROPN
firma	שלט	firma	שלט	N;FEM;SG	
nacionalidad	לאום	nacionalidad	לאום	N;FEM;SG	
patrimonio	מקרקעין	patrimonio	מקרקעין	N;MASC;SG	N;MASC;PL
poesía	שירה	poesía	שירה	N;FEM;SG	
hermana	אחותי	hermana	אחותי	N;FEM;SG	V;SG;1;PST;ACT
decide	מחליטה	decidir	החליט	V;IND;SG;3;PRS;FIN	V;FEM;SG;V.PTCP;ACT
decide	מחליט	decidir	מחליט	V;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
decide	תחליט	decidir	החליט	V;IND;SG;3;PRS;FIN	V;FEM;SG;3;FUT;ACT
alianza	הברית	alianza	הברית	N;FEM;SG	PROPN
alianza	אליאנסה	alianza	אליאנסה	N;FEM;SG	PROPN
respuesta	תענה	respuesta	תענה	N;FEM;SG	V;FEM;SG;3;FUT
respuesta	ענה	respuesta	ענה	N;FEM;SG	V;MASC;SG;3;PST;ACT
respuesta	התשובה	respuesta	התשובה	N;FEM;SG	V;MASC;SG;3;PST
respuesta	השב	respuesta	השב	N;FEM;SG	
google	גוגל	google	גוגל	N;MASC;SG	PROPN
google	google	google	google	N;MASC;SG	
pruebas	בדיקה	prueba	בדיקה	N;FEM;PL	N;FEM;SG
pruebas	הוכחה	prueba	הוכחה	N;FEM;PL	N;FEM;SG
pruebas	ראיה	prueba	ראייה	N;FEM;PL	N;FEM;SG
pruebas	ראייה	prueba	ראייה	N;FEM;PL	N;FEM;SG
médico	רופאה	médico	רופא	N;MASC;SG	PROPN
médico	דוקטור	médico	None	N;MASC;SG	PROPN
médico	רפואי	médico	רפואי	N;MASC;SG	ADJ;MASC;SG
metro	התחתית	metro	התחתית	N;MASC;SG	V;MASC;SG;3;PST
metro	מטרו	metro	מטרה	N;MASC;SG	PROPN
marina	מרינה	marina	מרינה	N;FEM;SG	PROPN
marina	מארינס	marina	הארינס	N;FEM;SG	PROPN
marina	נחתים	marina	נחתים	N;FEM;SG	N;MASC;PL
marina	ימית	marina	ימית	N;FEM;SG	PROPN
marina	נחת	marina	נחת	N;FEM;SG	
exterior	בחוץ	exterior	בחוץ	ADJ;SG	
exterior	מחוץ	exterior	מחוץ	ADJ;SG	
exterior	חיצוניים	exterior	חיצוני	ADJ;SG	ADJ;MASC;PL
exterior	חיצוניות	exterior	חיצוני	ADJ;SG	ADJ;FEM;PL
exterior	חיצונית	exterior	חיצוני	ADJ;SG	ADV
británica	בריטים	británico	בריטי	ADJ;FEM;SG	N;MASC;PL
británica	בריטי	británico	בריטי	ADJ;FEM;SG	N;MASC;SG
británica	בריטית	británico	בריטי	ADJ;FEM;SG	PROPN
visto	הבחין	visto	הבחין	ADJ;MASC;SG;V.PTCP	V;MASC;SG;3;PST;ACT
visto	זוהתה	visto	זוהה	ADJ;MASC;SG;V.PTCP	
visto	זוהה	visto	זוהה	ADJ;MASC;SG;V.PTCP	V;MASC;SG;3;PST;PASS
visto	אותר	visto	אותר	ADJ;MASC;SG;V.PTCP	PROPN
visto	זוהו	visto	זוהו	ADJ;MASC;SG;V.PTCP	V;PL;3;PST;PASS
visto	צפתה	visto	צפה	ADJ;MASC;SG;V.PTCP	V;FEM;SG;3;PST;ACT
visto	צפיתי	visto	צפיתי	ADJ;MASC;SG;V.PTCP	V;SG;1;PST;ACT
visto	צפו	visto	צפה	ADJ;MASC;SG;V.PTCP	PROPN
visto	צפה	visto	צפה	ADJ;MASC;SG;V.PTCP	PROPN
visto	צפית	visto	צפית	ADJ;MASC;SG;V.PTCP	
visto	נצפה	visto	צפה	ADJ;MASC;SG;V.PTCP	V;PL;1;PST
visto	נצפו	visto	נצפה	ADJ;MASC;SG;V.PTCP	V;PL;3;PST
visto	צפו	visto	צפה	ADJ;MASC;SG;V.PTCP	PROPN
visto	נראתה	visto	נראה	ADJ;MASC;SG;V.PTCP	V;FEM;SG;3;PST;MID
suiza	שוויץ	suiza	שווייץ	N;FEM;SG	PROPN
suiza	שווייץ	suiza	שווייץ	N;FEM;SG	PROPN
suiza	שוויצרי	suiza	שוויצרי	N;FEM;SG	PROPN
coronel	קולונל	coronel	קולונל	N;MASC;SG	PROPN
parroquia	פאריש	parroquia	פריש	N;FEM;SG	PROPN
física	פיסיקה	físico	פיסיקה	ADJ;FEM;SG	N;FEM;SG
física	פיזיקה	físico	פיזיקה	ADJ;FEM;SG	N;FEM;SG
física	גופני	físico	גופני	ADJ;FEM;SG	N;MASC;SG
física	פיזית	físico	פיזי	ADJ;FEM;SG	ADV
física	פיזי	físico	פיזי	ADJ;FEM;SG	N;MASC;SG
dan	דן	dar	דן	V;IND;PL;3;PRS;FIN	PROPN
anteriormente	בעבר	anteriormente	בעבר	ADV	
práctica	להתאמן	práctica	התאמן	N;FEM;SG	V;NFIN
práctica	מעשית	práctica	מעשי	N;FEM;SG	ADJ;FEM;SG
práctica	מעשי	práctica	מעשה	N;FEM;SG	N;PSSD;MASC;PL
grecia	יוון	grecia	יוון	N;FEM;SG	PROPN
zaragoza	סרגוסה	zaragoza	סרגוסה	N;MASC;SG	PROPN
exposición	מוצג	exposición	הוצג	N;FEM;SG	V;MASC;SG;V.PTCP;PASS
exposición	התערוכה	exposición	התערוכה	N;FEM;SG	V;FEM;SG;3;PST
industrial	תעשייתית	industrial	תעשייתי	ADJ;SG	ADV
industrial	תעשיין	industrial	תעשיין	ADJ;SG	N;MASC;SG
asiáticos	אסייתית	asiático	אסייתי	ADJ;MASC;PL	ADV
asiáticos	אסייתית	asiático	אסייתי	ADJ;MASC;PL	ADV
asiáticos	אסייתי	asiático	אסייתי	ADJ;MASC;PL	PROPN
asiáticos	אסיאתית	asiático	אסיאתי	ADJ;MASC;PL	PROPN
asiáticos	אסיה	asiático	אסיה	ADJ;MASC;PL	PROPN
asiáticos	אסיאתי	asiático	אסיאתי	ADJ;MASC;PL	PROPN
asiáticos	אסיאתים	asiático	אסיאתי	ADJ;MASC;PL	N;MASC;PL
cuadro	השולחן	cuadro	השולחן	N;MASC;SG	PROPN
fundada	נוסדה	fundado	נוסד	ADJ;FEM;SG;V.PTCP	V;FEM;SG;3;PST;MID
fundada	נוסד	fundado	נוסד	ADJ;FEM;SG;V.PTCP	V;MASC;SG;3;PST;MID
fundada	ייסד	fundado	ייסד	ADJ;FEM;SG;V.PTCP	N;MASC;SG
enfermedad	מחלות	enfermedad	מחלה	N;FEM;SG	N;FEM;PL
enfermedad	חולי	enfermedad	חולי	N;FEM;SG	PROPN
nba	nba	nba	nba	N;FEM;SG	PROPN
colonia	בושם	colonia	בושם	N;FEM;SG	PROPN
colonia	קולון	colonia	קולון	N;FEM;SG	PROPN
colonia	קלן	colonia	בקלן	N;FEM;SG	PROPN
colonia	מושבת	colonia	מושבת	N;FEM;SG	PROPN
colonia	המושבה	colonia	המושבה	N;FEM;SG	PROPN
díaz	ויין	díaz	ויין	PROPN	PROPN
díaz	ווין	díaz	ווין	PROPN	PROPN
díaz	וויין	díaz	מוויין	PROPN	PROPN
díaz	דיאז	díaz	דיאז	PROPN	PROPN
pequeñas	קטן	pequeño	קטן	ADJ;FEM;PL	ADJ;MASC;SG
pequeñas	קטנה	pequeño	קטן	ADJ;FEM;PL	ADJ;FEM;SG
pequeñas	סמול	pequeño	סמול	ADJ;FEM;PL	
nación	אומה	nación	אומה	N;FEM;SG	
nación	האומה	nación	האום	N;FEM;SG	PROPN
show	הראה	show	הראה	N;MASC;SG	V;MASC;SG;3;PST;ACT
show	הצג	show	הצג	N;MASC;SG	
national	לאומי	national	לאומי	ADJ;SG	PROPN
national	לאומית	national	לאומי	ADJ;SG	ADV
extensión	שלוחה	extensión	שלוחה	N;FEM;SG	ADV
régimen	המשטר	régimen	המשטר	N;MASC;SG	PROPN
dinero	קאש	dinero	קאש	N;MASC;SG	
dinero	מזומן	dinero	זומן	N;MASC;SG	V;MASC;SG;V.PTCP;PASS
dinero	מזומנים	dinero	מזומן	N;MASC;SG	V;MASC;PL;V.PTCP;PASS
dinero	במזומן	dinero	במזומן	N;MASC;SG	ADV
aparición	הופעתה	aparición	הופעה	N;FEM;SG	V;FEM;SG;3;PST;PASS
calles	רחובות	calle	רחובות	N;FEM;PL	PROPN
calles	סטריט	calle	סטריט	N;FEM;PL	PROPN
calles	רחוב	calle	רחוב	N;FEM;PL	N;MASC;SG
ambiente	הסביבה	ambiente	הסביב	N;MASC;SG	V;FEM;SG;3;PST;ACT
hall	הול	hall	הול	N;MASC;SG	PROPN
salida	פלט	salida	פלט	N;FEM;SG	
italiana	איטלקית	italiano	איטלקית	ADJ;FEM;SG	PROPN
italiana	איטלקי	italiano	איטלקי	ADJ;FEM;SG	PROPN
acciones	סטוק	acción	סטוק	N;FEM;PL	PROPN
acciones	מניה	acción	מניה	N;FEM;PL	
acciones	מלאי	acción	מלאי	N;FEM;PL	
pertenece	שייך	pertenecer	שייך	V;IND;SG;3;PRS;FIN	ADJ;MASC;SG
pertenece	שייכת	pertenecer	שייך	V;IND;SG;3;PRS;FIN	ADJ;FEM;SG
cristo	ישו	cristo	ישו	N;MASC;SG	
cristo	המשיח	cristo	המשיח	N;MASC;SG	V;MASC;SG;3;PST;ACT
cristo	קריסטו	cristo	קריסטו	N;MASC;SG	PROPN
medicina	רפואי	medicina	רפואי	N;FEM;SG	ADJ;MASC;SG
evolución	אבולוציה	evolución	אבולוציה	N;FEM;SG	PROPN
evolución	התפתחויות	evolución	התפתחות	N;FEM;SG	N;FEM;PL
modelos	דוגמנית	modelo	דוגמנית	N;MASC;PL	ADV
modelos	מודל	modelo	מודל	N;MASC;PL	N;MASC;SG
modelos	דוגמנית	modelo	דוגמנית	N;MASC;PL	ADV
modelos	דוגמן	modelo	דוגמן	N;MASC;PL	PROPN
modelos	דגם	modelo	דגם	N;MASC;PL	N;MASC;SG
venta	למכור	venta	מכר	N;FEM;SG	V;NFIN;ACT
venta	מכור	venta	מכור	N;FEM;SG	
venta	מוכרת	venta	מוכר	N;FEM;SG	ADJ;FEM;SG
venta	מוכר	venta	מוכר	N;FEM;SG	
venta	המכירה	venta	המכיר	N;FEM;SG	V;FEM;SG;3;PST;ACT
venta	מכירות	venta	מכירה	N;FEM;SG	N;FEM;PL
tomó	לקח	tomar	לקח	V;IND;SG;3;PST;FIN	N;MASC;SG
tomó	צילם	tomar	צילם	V;IND;SG;3;PST;FIN	PROPN
