από	from	από	from	ADP	
αποκλειστικά	wyłączność	αποκλειστικά	wyłączność	ADV	N;ACC;FEM;SG
αποκλειστικά	ekskluzywne	αποκλειστικά	ekskluzywny	ADV	ADJ;NOM;NEUT;SG
αποκλειστικά	ekskluzywny	αποκλειστικά	ekskluzywny	ADV	ADJ;NOM;MASC;SG
αποκλειστικά	wyłączne	αποκλειστικά	wyłączny	ADV	ADJ;NOM;NEUT;SG
νότιο	południowej	νότιος	południowy	ADJ;NOM;NEUT;SG	ADJ;GEN;FEM;SG
νότιο	southern	νότιος	southerny	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
νότιο	południe	νότιος	południe	ADJ;NOM;NEUT;SG	N;NOM;NEUT;SG
πολιτικές	polityki	πολιτική	polityka	N;NOM;FEM;PL	N;GEN;FEM;SG
ανήκε	należał	ανήκω	należeć	V;PFV;IND;SG;3;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
νόμος	prawa	νόμος	prawo	N;NOM;MASC;SG	
πράγματα	rzeczy	πράγμα	rzecz	N;NOM;NEUT;PL	N;ACC;FEM;PL
πράγματα	rzeczy	πράγμα	rzecz	N;NOM;NEUT;PL	N;ACC;FEM;PL
οποιαδήποτε	jakikolwiek	οποιοσδήποτε	jakikolwiek	PRO;NOM;FEM;SG;3	DET;NOM;MASC;SG
οποιαδήποτε	dowolny	οποιοσδήποτε	dowolny	PRO;NOM;FEM;SG;3	ADJ;NOM;MASC;SG
οποιαδήποτε	jakiekolwiek	οποιοσδήποτε	jakiekolwiek	PRO;NOM;FEM;SG;3	DET;NOM;MASC;SG
άννα	anna	άννος	anna	PROPN;NOM;FEM;SG	PROPN;NOM;FEM;SG
άννα	ania	άννος	ania	PROPN;NOM;FEM;SG	PROPN;NOM;FEM;SG
απλώς	tylko	απλά	tylko	ADV	PART
έζησε	mieszkał	φήνω	mieszkać	V;PFV;IND;SG;3;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
έζησε	żyła	φήνω	żyć	V;PFV;IND;SG;3;PST;FIN;ACT	V;IPFV;FEM;IND;SG;PST;FIN;ACT
έζησε	żył	φήνω	żyć	V;PFV;IND;SG;3;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
έζησε	żył	φήνω	żyć	V;PFV;IND;SG;3;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
σκηνοθέτης	dyrektora	σκηνόθετος	dyrektor	N;NOM;MASC;SG	N;ACC;MASC;SG
ιαπωνία	japonii	ιαπωνία	japonia	PROPN;ACC;FEM;SG	
ιαπωνία	japonia	ιαπωνία	japonie	PROPN;ACC;FEM;SG	
σειρές	szeregi	σειρός	szereg	N;NOM;FEM;PL	N;ACC;MASC;SG
σειρές	serie	σειρός	serie	N;NOM;FEM;PL	
σειρές	series	σειρός	series	N;NOM;FEM;PL	
σειρές	seria	σειρός	seria	N;NOM;FEM;PL	N;NOM;FEM;SG
σειρές	serii	σειρός	seria	N;NOM;FEM;PL	
σειρές	wierszy	σειρός	wierszyć	N;NOM;FEM;PL	N;GEN;MASC;PL
φον	von	φον	von	N	
ολυμπιακό	olimpijski	ολυμπιακός	olimpijski		ADJ;NOM;MASC;SG
ολυμπιακό	olympic	ολυμπιακός	olympic		
ολυμπιακό	olimpijskie	ολυμπιακός	olimpijski		ADJ;NOM;NEUT;SG
λίγες	kilka	λίγος	kilka	ADJ;NOM;FEM;PL	DET;ACC;MASC;PL
λίγες	niewielu	λίγος	niewiele	ADJ;NOM;FEM;PL	
τρόπος	way	τρόπος	wy	N;NOM;MASC;SG	
τρόπος	sposób	τρόπος	sposób	N;NOM;MASC;SG	V;IND;PRS;FIN
κεντρικό	centralnego	κεντρικός	centralny	ADJ;NOM;NEUT;SG	ADJ;ACC;MASC;SG
κεντρικό	central	κεντρικός	centrala	ADJ;NOM;NEUT;SG	
ακαδημίας	academy	ακαδημία	academ	N;GEN;FEM;SG	
ακαδημίας	akademia	ακαδημία	akademia	N;GEN;FEM;SG	N;NOM;FEM;SG
βαθμούς	stopnie	βαθμός	stopień	N;ACC;MASC;PL	N;NOM;MASC;PL
καταστροφή	katastrofy	καταστροφή	katastrofa	N;ACC;FEM;SG	N;GEN;FEM;SG
καταστροφή	katastrofa	καταστροφή	katastrofa	N;ACC;FEM;SG	N;NOM;FEM;SG
καταστροφή	klęska	καταστροφή	klęski	N;ACC;FEM;SG	N;NOM;FEM;SG
καταστροφή	katastrofa	καταστροφή	katastrofa	N;ACC;FEM;SG	N;NOM;FEM;SG
καταστροφή	zniszczenia	καταστροφή	zniszczyć	N;ACC;FEM;SG	N;NOM;NEUT;SG
καταστροφή	zniszczenie	καταστροφή	zniszczyć	N;ACC;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
καταστροφή	niszczenie	καταστροφή	niszczenie	N;ACC;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
φύση	natura	φύση	natura	N;NOM;FEM;SG	
φύση	natury	φύση	natura	N;NOM;FEM;SG	
όργανα	instytucji	όργανο	instytucja	N;NOM;NEUT;PL	N;GEN;FEM;SG
τιμές	cennik	τιμή	cennik	N;NOM;FEM;PL	N;NOM;MASC;SG
τιμές	wartości	τιμή	wartość	N;NOM;FEM;PL	N;GEN;FEM;SG
πίεση	presja	πίεση	presja	N;ACC;FEM;SG	N;NOM;FEM;SG
πίεση	ciśnienie	πίεση	ciśnienie	N;ACC;FEM;SG	N;NOM;NEUT;SG
πίεση	nacisk	πίεση	nacisk	N;ACC;FEM;SG	N;NOM;MASC;SG
βασίλισσα	królowej	βασίλισσα	królowa	N;NOM;FEM;SG	N;GEN;FEM;SG
βασίλισσα	queen	βασίλισσα	queen	N;NOM;FEM;SG	
βασίλισσα	królowo	βασίλισσα	królowa	N;NOM;FEM;SG	V;IPFV;IMP;SG;2;FIN;ACT
βασίλισσα	królową	βασίλισσα	królowa	N;NOM;FEM;SG	N;INS;FEM;SG
κόμματα	przecinkami	κόμμα	przecinka	N;NOM;NEUT;PL	N;INS;FEM;PL
κόμματα	imprezy	κόμμα	impreza	N;NOM;NEUT;PL	
κόμματα	przyjęcia	κόμμα	przyjęcie	N;NOM;NEUT;PL	N;NOM;NEUT;SG
χαρακτήρες	znaków	χαρακτήρας	znak	N;NOM;FEM;PL	N;GEN;MASC;PL
χαρακτήρες	postaci	χαρακτήρας	postać	N;NOM;FEM;PL	
χαρακτήρες	postać	χαρακτήρας	postać	N;NOM;FEM;PL	N;NOM;FEM;SG
πολιτικό	polityk	πολιτικός	polityk	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
πολιτικό	polityka	πολιτικός	polityka	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG
πολιτικό	politycy	πολιτικός	polityk	ADJ;NOM;NEUT;SG	N;NOM;MASC;PL
πολιτικό	politycznych	πολιτικός	polityczny	ADJ;NOM;NEUT;SG	ADJ;GEN;MASC;PL
φιλοσοφία	filozofii	φιλοσοφία	filozofia	N;NOM;FEM;SG	N;GEN;FEM;SG
χημική	chemikalia	χημικός	chemikalia	ADJ;NOM;FEM;SG	N;NOM;NEUT;PL
βίντεο	video	βίντεο	video	N;NEUT;SG	
βίντεο	wideo	βίντεο	wideo	N;NEUT;SG	
βίντεο	filmy	βίντεο	film	N;NEUT;SG	N;NOM;MASC;PL
βίντεο	filmiki	βίντεο	filmika	N;NEUT;SG	N;NOM;MASC;PL
βίντεο	wideo	βίντεο	wideo	N;NEUT;SG	
ασίας	azja	ασία	azja	PROPN;GEN;FEM;SG	
ίδρυσε	założone	ιδρύω	założyć	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
ίδρυσε	założony	ιδρύω	założyć	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
ίδρυσε	założona	ιδρύω	założyć	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
παλιά	stare	παλιός	stary	ADV	
παλιά	stary	παλιός	stary	ADV	ADJ;NOM;MASC;SG
παλιά	old	παλιός	old	ADV	
παλιά	stara	παλιός	stary	ADV	
μονάδα	jednostki	μονάδα	jednostka	N;NOM;FEM;SG	N;NOM;FEM;PL
μονάδα	unit	μονάδα	unit	N;NOM;FEM;SG	
στρατηγός	ogólny	στρατηγός	ogólny	N;NOM;MASC;SG	ADJ;NOM;MASC;SG
στρατηγός	ogólnie	στρατηγός	ogólnie	N;NOM;MASC;SG	ADV
στρατηγός	ogólna	στρατηγός	ogólny	N;NOM;MASC;SG	ADJ;NOM;FEM;SG
στρατηγός	ogólne	στρατηγός	ogólny	N;NOM;MASC;SG	ADJ;NOM;NEUT;SG
εξαιρετικά	doskonała	εξαιρετικά	doskonały	ADV	ADJ;NOM;FEM;SG
οικονομικά	ekonomia	οικονομικά	ekonomia	ADV	N;NOM;FEM;SG
οικονομικά	ekonomii	οικονομικά	ekonomia	ADV	N;GEN;FEM;SG
οικονομικά	ekonomiczny	οικονομικά	ekonomiczny	ADV	ADJ;NOM;MASC;SG
ίδρυμα	fundacji	ίδρυμα	fundacja	N;NOM;NEUT;SG	N;GEN;FEM;SG
ίδρυμα	foundation	ίδρυμα	foundation	N;NOM;NEUT;SG	
ίδρυμα	instytucji	ίδρυμα	instytucja	N;NOM;NEUT;SG	N;GEN;FEM;SG
ίδρυμα	instytucje	ίδρυμα	instytucja	N;NOM;NEUT;SG	N;NOM;FEM;PL
κάποιον	ktoś	κάποιος	ktoś	PRO;ACC;MASC;SG;3	PRO;NOM;MASC;SG
διεύθυνση	adres	διεύθυνση	adres	N;NOM;FEM;SG	N;ACC;MASC;SG
υπόλοιπα	wypoczynek	υπόλοιπος	wypoczynek	ADV	N;ACC;FEM;SG
υπόλοιπα	odpoczynek	υπόλοιπος	odpoczynek	ADV	N;ACC;MASC;SG
υπόλοιπα	salda	υπόλοιπος	salda	ADV	
πάπας	pope	πάπας	pope	N;NOM;MASC;SG	
πάπας	papieża	πάπας	papież	N;NOM;MASC;SG	N;GEN;MASC;SG
σταθμό	posterunek	σταθμός	posterunek	N;ACC;MASC;SG	N;NOM;MASC;SG
σταθμό	stacji	σταθμός	stacja	N;ACC;MASC;SG	N;GEN;FEM;SG
σταθμό	stacja	σταθμός	stacja	N;ACC;MASC;SG	N;NOM;FEM;SG
σταθμό	dworzec	σταθμός	dworzec	N;ACC;MASC;SG	N;NOM;MASC;SG
σχετική	krewni	σχετικός	krewnić	ADJ;NOM;FEM;SG	N;NOM;MASC;PL
σχετική	krewny	σχετικός	krewny	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
σχετική	istotne	σχετικός	istotny	ADJ;NOM;FEM;SG	
σχετική	odpowiednich	σχετικός	odpowiedni	ADJ;NOM;FEM;SG	ADJ;GEN;MASC;PL
σχετική	powiązanych	σχετικός	powiązać	ADJ;NOM;FEM;SG	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
σχετική	pokrewne	σχετικός	pokrewny	ADJ;NOM;FEM;SG	
αρχιτεκτονική	architektura	αρχιτεκτονικός	architektura	ADJ;NOM;FEM;SG	N;NOM;FEM;SG
αρχιτεκτονική	architektury	αρχιτεκτονικός	architektura	ADJ;NOM;FEM;SG	N;GEN;FEM;SG
προπονητές	trenerów	προπονητής	trener	N;NOM;MASC;PL	N;ACC;MASC;PL
δραστηριότητα	aktywność	δραστηριότητα	aktywność	N;ACC;FEM;SG	N;NOM;FEM;SG
δραστηριότητα	działalności	δραστηριότητα	działalność	N;ACC;FEM;SG	N;GEN;FEM;SG
δραστηριότητα	czynność	δραστηριότητα	czynność	N;ACC;FEM;SG	N;NOM;FEM;SG
δραστηριότητα	działalność	δραστηριότητα	działalność	N;ACC;FEM;SG	N;NOM;FEM;SG
δραστηριότητα	aktywności	δραστηριότητα	aktywność	N;ACC;FEM;SG	N;GEN;FEM;SG
τεχνική	techniki	τεχνικός	technika	ADJ;NOM;FEM;SG	N;ACC;FEM;SG
τεχνική	technika	τεχνικός	technika	ADJ;NOM;FEM;SG	N;NOM;FEM;SG
γράμματα	reszka	γράμμα	reszka	N;NOM;NEUT;PL	N;NOM;MASC;SG
γράμματα	pisma	γράμμα	pismo	N;NOM;NEUT;PL	N;NOM;NEUT;SG
γράμματα	liter	γράμμα	liter	N;NOM;NEUT;PL	N;GEN;FEM;PL
γράμματα	listy	γράμμα	list	N;NOM;NEUT;PL	
γράμματα	litery	γράμμα	litera	N;NOM;NEUT;PL	N;ACC;FEM;PL
μακεδονία	macedonii	μακεδονία	macedonia	PROPN;ACC;FEM;SG	
μακεδονία	macedonia	μακεδονία	macedonia	PROPN;ACC;FEM;SG	N;NOM;FEM;SG
πιθανώς	pewnie	πιθανώς	pewnie	ADV	PART
ανδρέας	andreas	ανδρέα	andreas	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
κάποιοι	niektóre	κάποιος	niektóry	PRO;NOM;MASC;PL;3	DET;NOM;MASC;SG
κάποιοι	niektórzy	κάποιος	niektóry	PRO;NOM;MASC;PL;3	DET;NOM;MASC;PL
κάποιοι	trochę	κάποιος	trochę	PRO;NOM;MASC;PL;3	ADV
εθνικός	krajowych	εθνικός	krajowy	ADJ;NOM;MASC;SG	ADJ;GEN;MASC;PL
υόρκη	jorku	υόρκη	jorek	PROPN;NOM;FEM;SG	N;GEN;MASC;SG
υόρκη	jork	υόρκη	jork	PROPN;NOM;FEM;SG	N;NOM;MASC;SG
υόρκη	york	υόρκη	york	PROPN;NOM;FEM;SG	
βασιλική	bazylika	βασιλικός	bazylika	ADJ;NOM;FEM;SG	N;NOM;FEM;SG
βασιλική	royal	βασιλικός	royal	ADJ;NOM;FEM;SG	
μνημείο	landmark	μνημείο	landmark	N;NOM;NEUT;SG	
μνημείο	pomnik	μνημείο	pomnik	N;NOM;NEUT;SG	N;ACC;MASC;SG
μνημείο	pomnik	μνημείο	pomnik	N;NOM;NEUT;SG	N;ACC;MASC;SG
τζέιμς	james	τζέιμα	james		PROPN;NOM;MASC;SG
τζέιμς	jakub	τζέιμα	jakub		PROPN;NOM;MASC;SG
τζέιμς	jamesa	τζέιμα	jamesa		
τζέιμς	jakuba	τζέιμα	jakub		
μονάδες	jednostek	μονάδα	jednostka	N;NOM;FEM;PL	N;GEN;FEM;PL
μονάδες	agregaty	μονάδα	agregat	N;NOM;FEM;PL	N;NOM;MASC;SG
είπε	said	λέγω	said	V;PFV;IND;SG;3;PST;FIN;ACT	PROPN;NOM;MASC;SG
γονείς	rodzicami	γονέας	rodzic	N;NOM;MASC;PL	N;INS;MASC;PL
γονείς	rodziców	γονέας	rodzic	N;NOM;MASC;PL	N;ACC;MASC;PL
δημοτική	komunalnych	δημοτικός	komunalny	ADJ;NOM;FEM;SG	ADJ;GEN;MASC;PL
μάχες	bójki	μάχη	bójka	N;NOM;FEM;PL	
μάχες	walki	μάχη	walka	N;NOM;FEM;PL	N;ACC;FEM;SG
μάχες	walk	μάχη	walk	N;NOM;FEM;PL	
μάχες	walka	μάχη	walka	N;NOM;FEM;PL	N;NOM;FEM;SG
μάχες	walki	μάχη	walka	N;NOM;FEM;PL	N;ACC;FEM;SG
μάχες	bitwy	μάχη	bitwa	N;NOM;FEM;PL	
πολιτικά	polityka	πολιτικός	polityka	ADV	N;NOM;FEM;SG
πολιτικά	politycy	πολιτικός	polityk	ADV	N;NOM;MASC;PL
πολιτικά	polityki	πολιτικός	polityka	ADV	N;GEN;FEM;SG
καθεστώς	status	καθεστώς	status	N;ACC;NEUT;SG	N;NOM;MASC;SG
καθεστώς	statusu	καθεστώς	status	N;ACC;NEUT;SG	N;GEN;MASC;SG
καθεστώς	reżim	καθεστώς	reżić	N;ACC;NEUT;SG	N;NOM;MASC;SG
ρωμαϊκή	roman	ρωμαϊκός	roman	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG
λογική	przesłanki	λογικός	przesłanka	ADJ;NOM;FEM;SG	N;NOM;FEM;PL
λογική	uzasadnienie	λογικός	uzasadnić	ADJ;NOM;FEM;SG	N;NOM;NEUT;SG
λογική	logika	λογικός	logika	ADJ;NOM;FEM;SG	N;NOM;FEM;SG
λογική	logicznie	λογικός	logicznie	ADJ;NOM;FEM;SG	ADV
λογική	logika	λογικός	logika	ADJ;NOM;FEM;SG	N;NOM;FEM;SG
λογική	logikę	λογικός	logika	ADJ;NOM;FEM;SG	N;ACC;FEM;SG
λογική	logiki	λογικός	logika	ADJ;NOM;FEM;SG	N;GEN;FEM;SG
ερτ	ert	ερτ	ert	N	
αφρικής	afrykańskie	αφρικός	afrykański	ADJ;GEN;FEM;SG	ADJ;NOM;NEUT;SG
αφρικής	afryki	αφρικός	afryka	ADJ;GEN;FEM;SG	
αφρικής	afrykański	αφρικός	afrykański	ADJ;GEN;FEM;SG	ADJ;NOM;MASC;SG
αφρικής	afryka	αφρικός	afryka	ADJ;GEN;FEM;SG	
αφρικής	afrykańska	αφρικός	afrykański	ADJ;GEN;FEM;SG	ADJ;NOM;FEM;SG
κριτήρια	kryterium	κριτήριο	kryterium	N;NOM;NEUT;PL	N;NOM;NEUT;SG
ολυμπιακούς	olimpijskich	ολυμπιακός	olimpijski	ADJ;ACC;MASC;PL	ADJ;GEN;MASC;PL
ολυμπιακούς	olimpiada	ολυμπιακός	olimpiadać	ADJ;ACC;MASC;PL	N;NOM;FEM;SG
ολυμπιακούς	olimpiady	ολυμπιακός	olimpiada	ADJ;ACC;MASC;PL	N;ACC;FEM;SG
δικαιωμάτων	prawa	δικαίωμα	prawo	N;GEN;NEUT;PL	
δικαιωμάτων	praw	δικαίωμα	prawo	N;GEN;NEUT;PL	
εσωτερικών	wnętrze	εσωτερικός	wnętrze	N;GEN;FEM;PL	N;NOM;NEUT;SG
εσωτερικών	wnętrz	εσωτερικός	wnętrz	N;GEN;FEM;PL	
εσωτερικών	wnętrza	εσωτερικός	wnętrze	N;GEN;FEM;PL	N;NOM;NEUT;SG
εσωτερικών	wewnętrzne	εσωτερικός	wewnętrzny	N;GEN;FEM;PL	ADJ;NOM;NEUT;SG
όρια	granic	όριο	granica	N;NOM;NEUT;PL	N;GEN;FEM;PL
όρια	granica	όριο	granica	N;NOM;NEUT;PL	N;NOM;FEM;SG
όρια	ograniczenie	όριο	ograniczenie	N;NOM;NEUT;PL	N;NOM;NEUT;SG
όρια	limit	όριο	limit	N;NOM;NEUT;PL	N;NOM;MASC;SG
όρια	ograniczenia	όριο	ograniczenie	N;NOM;NEUT;PL	N;NOM;NEUT;SG
λύση	rozwiązania	λύση	rozwiązanie	N;NOM;FEM;SG	N;NOM;NEUT;PL
φυσικό	naturalnych	φυσικός	naturalny	ADJ;NOM;NEUT;SG	ADJ;GEN;MASC;PL
αίγυπτο	egipt	αίγυπτος	egipt	PROPN;ACC;FEM;SG	PROPN;NOM;MASC;SG
αίγυπτο	egiptu	αίγυπτος	egipt	PROPN;ACC;FEM;SG	N;GEN;MASC;SG
αίγυπτο	egipcie	αίγυπτος	egipt	PROPN;ACC;FEM;SG	
τρέχουσα	prąd	τρέχων	prąd	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
κώδικα	code	κώδικας	cod	N	
αέρα	powietrza	αέρας	powietrze	N;ACC;MASC;SG	N;GEN;NEUT;SG
αέρα	powietrze	αέρας	powietrze	N;ACC;MASC;SG	N;NOM;NEUT;SG
αέρα	air	αέρας	air	N;ACC;MASC;SG	
ακαδημία	academy	ακαδημία	academ	N;NOM;FEM;SG	
ακαδημία	akademii	ακαδημία	akademia	N;NOM;FEM;SG	N;GEN;FEM;SG
πτώση	odrzucić	πτώση	odrzucić	N;ACC;FEM;SG	V;PFV;NFIN;ACT
πτώση	spadek	πτώση	spadka	N;ACC;FEM;SG	N;NOM;MASC;SG
πτώση	spadające	πτώση	spadać	N;ACC;FEM;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
πτώση	rzuć	πτώση	rzuć	N;ACC;FEM;SG	V;PFV;IMP;SG;2;FIN;ACT
πτώση	zrzut	πτώση	zrzut	N;ACC;FEM;SG	N;NOM;MASC;SG
πτώση	kropla	πτώση	kropel	N;ACC;FEM;SG	N;NOM;FEM;SG
πτώση	upadek	πτώση	upadek	N;ACC;FEM;SG	N;NOM;MASC;SG
πτώση	jesień	πτώση	jesień	N;ACC;FEM;SG	
ζαν	jean	ζαν	jean	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
ζαν	jeana	ζαν	jeany	PROPN;NOM;MASC;SG	
ζαν	jeanne	ζαν	jeanny	PROPN;NOM;MASC;SG	PROPN;NOM;FEM;SG
προσωπικό	osobiste	προσωπικό	osobisty	N;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
προσωπικό	osobista	προσωπικό	osobisty	N;NOM;NEUT;SG	ADJ;NOM;FEM;SG
προσωπικό	osobisty	προσωπικό	osobisty	N;NOM;NEUT;SG	ADJ;NOM;MASC;SG
προσωπικό	personelu	προσωπικό	personel	N;NOM;NEUT;SG	N;GEN;MASC;SG
προσωπικό	personelu	προσωπικό	personel	N;NOM;NEUT;SG	N;GEN;MASC;SG
προσωπικό	pracownicy	προσωπικό	pracownik	N;NOM;NEUT;SG	N;NOM;MASC;PL
προσωπικό	kadry	προσωπικό	kadry	N;NOM;NEUT;SG	N;ACC;MASC;SG
αυστραλία	australii	αυστραλία	australia	PROPN;ACC;FEM;SG	PROPN;GEN;FEM;SG
αυστραλία	australia	αυστραλία	australia	PROPN;ACC;FEM;SG	PROPN;NOM;FEM;SG
κίνα	china	κίνα	chiny	PROPN;ACC;FEM;SG	
κίνα	chin	κίνα	chuna	PROPN;ACC;FEM;SG	PROPN;NOM;MASC;SG
κίνα	chiny	κίνα	chiny	PROPN;ACC;FEM;SG	
παίκτης	player	παίκτης	player	N;NOM;MASC;SG	
παίκτης	gracza	παίκτης	gracza	N;NOM;MASC;SG	N;ACC;MASC;SG
κοινωνική	społecznego	κοινωνικός	społeczny	ADJ;NOM;FEM;SG	ADJ;ACC;MASC;SG
θητεία	kadencji	θητεία	kadencja	N;NOM;FEM;SG	N;GEN;FEM;SG
φεβρουάριο	luty	φεβρουάριο	luty	N	
φεβρουάριο	lutego	φεβρουάριο	luty	N	
πολιτεία	stan	πολιτεία	stan	N;ACC;FEM;SG	N;NOM;MASC;SG
πολιτεία	state	πολιτεία	staty	N;ACC;FEM;SG	
πολιτεία	państwo	πολιτεία	państwo	N;ACC;FEM;SG	N;NOM;NEUT;SG
μυθιστόρημα	powieść	μυθιστόρημα	powieść	N;NOM;NEUT;SG	V;PFV;NFIN;ACT
μυθιστόρημα	powieści	μυθιστόρημα	powieść	N;NOM;NEUT;SG	N;GEN;FEM;SG
μυθιστόρημα	fiction	μυθιστόρημα	fiction	N;NOM;NEUT;SG	
κατοχή	posiadanie	κατοχή	posiadać	N;ACC;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
κατοχή	posiadania	κατοχή	posiadać	N;ACC;FEM;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
κατοχή	zajęcie	κατοχή	zająć	N;ACC;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
κατοχή	zawód	κατοχή	zawód	N;ACC;FEM;SG	N;NOM;MASC;SG
αμερικανική	american	αμερικάνικος	american	ADJ;NOM;FEM;SG	
αμερικανική	amerykanin	αμερικάνικος	amerykanin	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
πιθανόν	pewnie	πιθανώς	pewnie	ADV	PART
λειτουργίας	operacyjny	λειτουργία	operacyjny	N;GEN;FEM;SG	ADJ;NOM;MASC;SG
λειτουργίας	operacyjnych	λειτουργία	operacyjny	N;GEN;FEM;SG	ADJ;GEN;MASC;PL
λεξικό	słownika	λεξικός	słownik	N;NOM;NEUT;SG	N;GEN;MASC;SG
πλειοψηφία	większości	πλειοψηφία	większość	N;NOM;FEM;SG	N;GEN;FEM;SG
νόμο	prawa	νόμος	prawo	N;ACC;MASC;SG	
νόμο	prawo	νόμος	prawo	N;ACC;MASC;SG	N;NOM;NEUT;SG
ζώα	zwierząt	ζώο	zwierzę	N;NOM;NEUT;PL	N;GEN;NEUT;PL
ζώα	inwentarz	ζώο	inwentarz	N;NOM;NEUT;PL	N;ACC;MASC;SG
συμβόλαιο	kontrakt	συμβόλαιο	kontrakt	N;NOM;NEUT;SG	N;ACC;MASC;SG
συμβόλαιο	umowy	συμβόλαιο	umowa	N;NOM;NEUT;SG	
σενάριο	scenariusz	σενάριο	scenariusz	N;NOM;NEUT;SG	N;ACC;MASC;SG
σενάριο	scenariusz	σενάριο	scenariusz	N;NOM;NEUT;SG	N;ACC;MASC;SG
σενάριο	scenariusz	σενάριο	scenariusz	N;NOM;NEUT;SG	N;ACC;MASC;SG
ενάντια	przeciwko	ενάντια	przeciwko	ADV	ADP
ενάντια	przeciw	ενάντια	przeciw	ADV	
περαιτέρω	dalszy	περαιτέρω	daleki	ADV	ADJ;NOM;CMPR;MASC;SG
περαιτέρω	dalsze	περαιτέρω	daleki	ADV	ADJ;NOM;CMPR;NEUT;SG
επαφή	kontakt	επαφή	kontakt	N;ACC;FEM;SG	N;NOM;MASC;SG
επαφή	kontakty	επαφή	kontakt	N;ACC;FEM;SG	N;NOM;MASC;PL
μπλε	blue	μπλε	blue	N	
μπλε	niebieski	μπλε	niebieski	N	ADJ;NOM;MASC;SG
μπλε	niebieska	μπλε	niebieski	N	ADJ;NOM;FEM;SG
μπλε	niebieskie	μπλε	niebieski	N	ADJ;NOM;NEUT;SG
εργασίες	pracuj	εργασία	pracować	N;NOM;FEM;PL	V;IPFV;IMP;SG;2;FIN;ACT
εργασίες	pracy	εργασία	praca	N;NOM;FEM;PL	N;GEN;FEM;SG
εργασίες	praca	εργασία	praca	N;NOM;FEM;PL	N;NOM;FEM;SG
εργασίες	roboty	εργασία	robota	N;NOM;FEM;PL	N;ACC;FEM;PL
ολόκληρη	całość	ολόκληρος	całość	ADJ;NOM;FEM;SG	N;NOM;FEM;SG
ολόκληρη	cał	ολόκληρος	cał	ADJ;NOM;FEM;SG	ADV
δήμαρχος	burmistrza	δήμαρχος	burmistrz	N;NOM;MASC;SG	N;ACC;MASC;SG
κινδύνου	ryzyka	κίνδυνος	ryzyka	N;GEN;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
κινδύνου	ryzyko	κίνδυνος	ryzyko	N;GEN;MASC;SG	N;NOM;NEUT;SG
κινδύνου	zagrożenia	κίνδυνος	zagrożenie	N;GEN;MASC;SG	N;NOM;NEUT;SG
κινδύνου	zagrożenie	κίνδυνος	zagrożenie	N;GEN;MASC;SG	N;NOM;NEUT;SG
κινδύνου	ryzyko	κίνδυνος	ryzyko	N;GEN;MASC;SG	N;NOM;NEUT;SG
ρόμπερτ	robert	ρόμπερτ	robert		N;NOM;MASC;SG
ρόμπερτ	robercie	ρόμπερτ	robercie		N;VOC;MASC;SG
επίσημο	urzędnik	επίσημος	urzędnik	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
επίσημο	urzędowym	επίσημος	urzędowy	ADJ;NOM;NEUT;SG	ADJ;INS;MASC;SG
επίσημο	oficjalnie	επίσημος	oficjalnie	ADJ;NOM;NEUT;SG	ADV
επίσημο	formalnie	επίσημος	formalnie	ADJ;NOM;NEUT;SG	ADV
οικονομία	ekonomii	οικονομία	ekonomia	N;NOM;FEM;SG	N;GEN;FEM;SG
οικονομία	ekonomiczny	οικονομία	ekonomiczny	N;NOM;FEM;SG	ADJ;NOM;MASC;SG
οικονομία	gospodarki	οικονομία	gospodarka	N;NOM;FEM;SG	N;GEN;FEM;SG
