din	from	din	from	ADP;ACC	N
ocupat	ocupadas	ocupa	ocupado	ADJ;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
ocupat	ocupadas	ocupa	ocupado	ADJ;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
ocupat	ocupados	ocupa	ocupado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
adesea	menudo	adesea	menudo	ADV	N
louis	luis	louis	luis	PROPN	N;MASC;SG
australia	australia	australia	australia	PROPN	N;FEM;SG
continua	continúe	continua	continuar	V;IND;SG;3;IPFV;FIN	V;SBJV;SG;3;PRS;FIN
continua	continúa	continua	continuar	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
continua	continúe	continua	continuar	V;IND;SG;3;IPFV;FIN	V;SBJV;SG;3;PRS;FIN
continua	continúa	continua	continuar	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
referinte	referencias	referint	referencia		N;FEM;PL
referinte	referencias	referint	referencia		N;FEM;PL
online	online	online	online	ADJ	
media	medios	medie	medio	N;DEF;FEM;SG	N;MASC;PL
nimic	nothing	nimic	nothing	PRO;SG;3	N
nimic	nada	nimic	nada	PRO;SG;3	PRO;SG
incercat	intentado	incerca	intentar	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
incercat	probado	incerca	probado	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
literara	literaria	literar	literario	N;DEF;FEM;SG	ADJ;FEM;SG
literara	literarios	literar	literario	N;DEF;FEM;SG	N;MASC;PL
literara	literario	literar	literario	N;DEF;FEM;SG	ADJ;MASC;SG
simplu	simple	simplu	simple	ADV	ADJ;SG
simplu	sencilla	simplu	sencillo	ADV	ADJ;FEM;SG
simplu	sencillo	simplu	sencillo	ADV	ADJ;MASC;SG
simplu	simples	simplu	simple	ADV	ADJ;PL
imediat	inmediato	imediat	inmediato	ADV	ADJ;MASC;SG
canada	canadá	canadă	canadá	PROPN	
superioara	superior	superiora	superior		ADJ;SG
superioara	superiores	superiora	superior		ADJ;PL
wilhelm	william	wilhelm	william	PROPN	PROPN
wilhelm	guillermo	wilhelm	guillermo	PROPN	N;MASC;SG
wilhelm	guillermo	wilhelm	guillermo	PROPN	N;MASC;SG
wilhelm	wilhelm	wilhelm	wilhelm	PROPN	N;MASC;SG
sociale	social	social	social	ADJ;INDF;FEM;PL	ADJ;SG
grigore	grigore	grigore	grigore	PROPN	
grigore	gregorio	grigore	gregorio	PROPN	N;MASC;SG
stiintifica	científicas	stiintifica	científico	ADJ;DEF;FEM;SG	ADJ;FEM;PL
stiintifica	científicos	stiintifica	científico	ADJ;DEF;FEM;SG	N;MASC;PL
deasupra	arriba	deasupra	arriba	ADP;GEN	ADV
deasupra	supra	deasupra	supro	ADP;GEN	
joseph	josé	joseph	josé	PROPN	PROPN
arheologice	arqueológica	arheologic	arqueológico	ADJ;INDF;FEM;PL	ADJ;FEM;SG
arheologice	arqueológico	arheologic	arqueológico	ADJ;INDF;FEM;PL	ADJ;MASC;SG
case	caso	casă	caso	N;INDF;FEM;PL	N;MASC;SG
case	estuche	casă	estuche	N;INDF;FEM;PL	N;MASC;SG
stabilit	establecidos	stabili	establecido	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
politician	político	politician	político	N;INDF;MASC;SG	ADJ;MASC;SG
politician	politico	politician	politico	N;INDF;MASC;SG	ADJ;MASC;SG
scurta	short	scurta	short	ADJ;DEF;FEM;SG	N
scurta	cortos	scurta	corto	ADJ;DEF;FEM;SG	ADJ;MASC;PL
scurta	breves	scurta	breve	ADJ;DEF;FEM;SG	ADJ;PL
scurta	short	scurta	short	ADJ;DEF;FEM;SG	N
scurta	cortos	scurta	corto	ADJ;DEF;FEM;SG	ADJ;MASC;PL
ortodoxa	ortodoxo	ortodox	ortodoxo	N;DEF;FEM;SG	ADJ;MASC;SG
ortodoxa	ortodoxas	ortodox	ortodoxo	N;DEF;FEM;SG	ADJ;FEM;PL
ortodoxa	ortodoxos	ortodox	ortodoxo	N;DEF;FEM;SG	N;MASC;PL
ortodoxa	ortodoxa	ortodox	ortodoxo	N;DEF;FEM;SG	ADJ;FEM;SG
detalii	detalle	detaliu	detalle	N;INDF;FEM;PL	N;MASC;SG
detalii	detalle	detaliu	detalle	N;INDF;FEM;PL	N;MASC;SG
trupele	tropa	trupă	tropa	N;DEF;FEM;PL	N;FEM;SG
real	reales	real	real	ADJ;INDF;MASC;SG	ADJ;PL
urss	urss	urss	urss	PROPN	N;FEM;SG
problema	problemas	problemă	problema	N;DEF;FEM;SG	N;MASC;PL
problema	problemas	problemă	problema	N;DEF;FEM;SG	N;MASC;PL
americana	americano	americană	americano	N;DEF;FEM;SG	ADJ;MASC;SG
americana	estadounidense	americană	estadounidense	N;DEF;FEM;SG	ADJ;SG
americana	americanos	americană	americano	N;DEF;FEM;SG	N;MASC;PL
americana	americana	americană	americana	N;DEF;FEM;SG	ADJ;FEM;SG
americana	americana	americană	americana	N;DEF;FEM;SG	ADJ;FEM;SG
mesaj	mensajes	mesaj	mensaje	N;INDF;MASC;SG	N;MASC;PL
internationala	internacionales	international	internacional	ADJ;DEF;FEM;SG	ADJ;PL
internationala	internacionales	international	internacional	ADJ;DEF;FEM;SG	ADJ;PL
legate	vinculado	legat	vinculado	ADJ;INDF;FEM;PL	ADJ;MASC;SG;V.PTCP
legate	vinculada	legat	vinculado	ADJ;INDF;FEM;PL	ADJ;FEM;SG;V.PTCP
legate	relacionada	legat	relacionado	ADJ;INDF;FEM;PL	ADJ;FEM;SG;V.PTCP
legate	conexo	legat	conexo	ADJ;INDF;FEM;PL	ADJ;MASC;SG
legate	conexas	legat	conexa	ADJ;INDF;FEM;PL	N;FEM;PL
legate	relacionado	legat	relacionado	ADJ;INDF;FEM;PL	ADJ;MASC;SG;V.PTCP
complet	completado	complet	completado	ADV	ADJ;MASC;SG;V.PTCP
complet	completa	complet	completo	ADV	ADJ;FEM;SG
complet	completar	complet	completar	ADV	V;NFIN
complet	completas	complet	completo	ADV	ADJ;FEM;PL
complet	completo	complet	completo	ADV	ADJ;MASC;SG
major	comandante	major	comandante	ADJ;INDF;MASC;SG	N;SG
major	major	major	major	ADJ;INDF;MASC;SG	N
totala	totales	total	total	ADJ;DEF;FEM;SG	ADJ;PL
obiective	blanco	obiectiv	blanco	N;INDF;FEM;PL	ADJ;MASC;SG
masura	mide	masură	medir	N;DEF;FEM;SG	V;IND;SG;3;PRS;FIN
masura	medir	masură	medir	N;DEF;FEM;SG	V;NFIN
masura	mide	masură	medir	N;DEF;FEM;SG	V;IND;SG;3;PRS;FIN
masura	medir	masură	medir	N;DEF;FEM;SG	V;NFIN
masura	mide	masură	medir	N;DEF;FEM;SG	V;IND;SG;3;PRS;FIN
masura	medir	masură	medir	N;DEF;FEM;SG	V;NFIN
existat	existido	exista	existir	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
existat	existieron	exista	existir	V;MASC;SG;V.PTCP	V;IND;PL;3;PST;FIN
existat	existían	exista	existir	V;MASC;SG;V.PTCP	V;IND;PL;3;IPFV;FIN
abu	abu	abu	abu	PROPN	N;MASC;SG
catolica	católico	catolică	católico	N;DEF;FEM;SG	ADJ;MASC;SG
catolica	católicos	catolică	católico	N;DEF;FEM;SG	N;MASC;PL
catolica	católica	catolică	católico	N;DEF;FEM;SG	ADJ;FEM;SG
catolica	católico	catolică	católico	N;DEF;FEM;SG	ADJ;MASC;SG
catolica	católicos	catolică	católico	N;DEF;FEM;SG	N;MASC;PL
catolica	católica	catolică	católico	N;DEF;FEM;SG	ADJ;FEM;SG
superior	superiores	superior	superior	ADJ;INDF;CMPR;MASC;SG	ADJ;PL
deschis	abrir	deschis	abrir	ADJ;INDF;MASC;SG	V;NFIN
deschis	abre	deschis	abrir	ADJ;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
deschis	abra	deschis	abrir	ADJ;INDF;MASC;SG	V;IMP;SG;3;FIN
parcul	parques	parc	parque	N;DEF;MASC;SG	N;MASC;PL
parcul	park	parc	park	N;DEF;MASC;SG	PROPN
ferdinand	fernando	ferdinand	fernar	N;INDF;MASC;SG	V;V.MSDR
fizica	física	fizică	físico	N;DEF;FEM;SG	ADJ;FEM;SG
fizica	físicas	fizică	físico	N;DEF;FEM;SG	ADJ;FEM;PL
fizica	física	fizică	físico	N;DEF;FEM;SG	ADJ;FEM;SG
fizica	físicas	fizică	físico	N;DEF;FEM;SG	ADJ;FEM;PL
fizica	fisico	fizică	fisico	N;DEF;FEM;SG	ADJ;MASC;SG
fizica	físicos	fizică	físico	N;DEF;FEM;SG	ADJ;MASC;PL
fizica	físico	fizică	físico	N;DEF;FEM;SG	ADJ;MASC;SG
fizica	física	fizică	físico	N;DEF;FEM;SG	ADJ;FEM;SG
fizica	físicas	fizică	físico	N;DEF;FEM;SG	ADJ;FEM;PL
man	man	man	man		N
man	hombre	man	hombre		N;MASC;SG
procesul	procesos	proces	proceso	N;DEF;MASC;SG	N;MASC;PL
procesul	procesar	proces	procesar	N;DEF;MASC;SG	V;NFIN
procesul	trial	proces	trial	N;DEF;MASC;SG	
cale	cale	cale	cale	N;INDF;FEM;SG	
ramane	restos	raman	resto		N;MASC;PL
ramane	estancias	raman	estancia		N;FEM;PL
ministerul	ministerios	minister	ministerio	N;DEF;MASC;SG	N;MASC;PL
clasa	clases	clasă	clase	N;DEF;FEM;SG	N;FEM;PL
clasa	clases	clasă	clase	N;DEF;FEM;SG	N;FEM;PL
lipsa	desaparecido	lipsă	desaparecido	N;DEF;FEM;SG	ADJ;MASC;SG;V.PTCP
lipsa	desaparecidos	lipsă	desaparecido	N;DEF;FEM;SG	ADJ;MASC;PL;V.PTCP
lipsa	ausente	lipsă	ausente	N;DEF;FEM;SG	ADJ;SG
lipsa	desaparecida	lipsă	desaparecido	N;DEF;FEM;SG	ADJ;FEM;SG;V.PTCP
proiect	proyectar	proiect	proyectar	N;INDF;MASC;SG	V;NFIN
formeaza	dial	formează	dial	V;IND;SG;3;IPFV;FIN	N;MASC;SG
formeaza	dial	formează	dial	V;IND;SG;3;IPFV;FIN	N;MASC;SG
santa	santa	santă	santo	N	ADJ;FEM;SG
administrativ	administrativos	administrativ	administrativo	ADJ;INDF;MASC;SG	ADJ;MASC;PL
administrativ	administrativas	administrativ	administrativo	ADJ;INDF;MASC;SG	ADJ;FEM;PL
pune	pon	pune	pon	V;IND;SG;3;PRS;FIN	V;IND;SG;2;PRS;FIN
pune	ponga	pune	poner	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
nastere	nacimientos	nastere	nacimiento		N;MASC;PL
nastere	natalidad	nastere	natalidad		N;FEM;SG
nastere	nacimiento	nastere	nacimiento		N;MASC;SG
nastere	parto	nastere	parto		N;MASC;SG
nastere	nacimientos	nastere	nacimiento		N;MASC;PL
nastere	natalidad	nastere	natalidad		N;FEM;SG
nastere	nacimiento	nastere	nacimiento		N;MASC;SG
nastere	parto	nastere	parto		N;MASC;SG
departe	away	departe	away	ADV	N
semnat	firmados	semna	firmado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
greaca	griega	greacă	griego	N;DEF;FEM;SG	ADJ;FEM;SG
greaca	griegos	greacă	griego	N;DEF;FEM;SG	N;MASC;PL
greaca	griega	greacă	griego	N;DEF;FEM;SG	ADJ;FEM;SG
greaca	griegos	greacă	griego	N;DEF;FEM;SG	N;MASC;PL
rosu	rojas	rosu	rojo	N;INDF;MASC;SG	ADJ;FEM;PL
rosu	roja	rosu	rojo	N;INDF;MASC;SG	ADJ;FEM;SG
rosu	rojas	rosu	rojo	N;INDF;MASC;SG	ADJ;FEM;PL
rosu	roja	rosu	rojo	N;INDF;MASC;SG	ADJ;FEM;SG
rosu	rojas	rosu	rojo	N;INDF;MASC;SG	ADJ;FEM;PL
rosu	roja	rosu	rojo	N;INDF;MASC;SG	ADJ;FEM;SG
vazut	vi	vaz	ver	ADJ;INDF;MASC;SG	V;IND;SG;1;PST;FIN
vazut	vio	vaz	ver	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
vazut	vieron	vaz	ver	ADJ;INDF;MASC;SG	V;IND;PL;3;PST;FIN
niciodata	nunca	niciodata	nunca		ADV
niciodata	never	niciodata	never		N
niciodata	jamás	niciodata	jamás		ADV
niciodata	nunca	niciodata	nunca		ADV
niciodata	never	niciodata	never		N
niciodata	jamás	niciodata	jamás		ADV
economice	económico	economic	económico	ADJ;INDF;FEM;PL	ADJ;MASC;SG
economice	economico	economic	economico	ADJ;INDF;FEM;PL	ADJ;MASC;SG
economice	económica	economic	económico	ADJ;INDF;FEM;PL	ADJ;FEM;SG
otoman	otomanos	otoman	otomano	N;INDF;MASC;SG	N;MASC;PL
otoman	otomana	otoman	otomana	N;INDF;MASC;SG	ADJ;FEM;SG
metal	metálico	metal	metálico	N;INDF;MASC;SG	ADJ;MASC;SG
metal	metálicos	metal	metálico	N;INDF;MASC;SG	ADJ;MASC;PL
metal	metales	metal	metal	N;INDF;MASC;SG	N;MASC;PL
monumente	monumento	monument	monumento	N;INDF;FEM;PL	N;MASC;SG
muhammad	muhammad	muhammad	muhammad	PROPN	N;MASC;SG
muhammad	mahoma	muhammad	mahomo	PROPN	N;MASC;SG
constructie	construcciones	constructie	construcción	N;INDF;FEM;SG	N;FEM;PL
constructie	construcciones	constructie	construcción	N;INDF;FEM;SG	N;FEM;PL
alb	blancas	alb	blanco	ADJ;INDF;MASC;SG	ADJ;FEM;PL
alb	white	alb	white	ADJ;INDF;MASC;SG	N
alb	blancos	alb	blanco	ADJ;INDF;MASC;SG	N;MASC;PL
bulgari	búlgaros	bulgar	búlgaros	ADJ;INDF;MASC;PL	N;MASC;PL
bulgari	búlgara	bulgar	búlgaro	ADJ;INDF;MASC;PL	ADJ;FEM;SG
bulgari	búlgaro	bulgar	búlgaro	ADJ;INDF;MASC;PL	N;MASC;SG
bulgari	búlgaros	bulgar	búlgaros	ADJ;INDF;MASC;PL	N;MASC;PL
verde	verde	verde	verde		ADJ;SG
verde	green	verde	green		N;SG
verde	verdes	verde	verde		ADJ;PL
urmeaza	sigue	urmează	seguir	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
urmeaza	siga	urmează	seguir	V;IND;SG;3;IPFV;FIN	V;SBJV;SG;3;PRS;FIN
urmeaza	sigan	urmează	seguir	V;IND;SG;3;IPFV;FIN	V;SBJV;PL;3;PRS;FIN
urmeaza	follow	urmează	follow	V;IND;SG;3;IPFV;FIN	
urmeaza	sigue	urmează	seguir	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
urmeaza	siga	urmează	seguir	V;IND;SG;3;IPFV;FIN	V;SBJV;SG;3;PRS;FIN
urmeaza	sigan	urmează	seguir	V;IND;SG;3;IPFV;FIN	V;SBJV;PL;3;PRS;FIN
urmeaza	follow	urmează	follow	V;IND;SG;3;IPFV;FIN	
debit	fluir	debit	fluir	N;INDF;MASC;SG	V;NFIN
hunedoara	hunedoara	hunedoară	hunedoar	PROPN	V;SBJV;SG;3;IPFV;FIN
arata	espectáculos	arata	espectáculo	V;IND;SG;3;IPFV;FIN	N;MASC;PL
arata	muestra	arata	mostrar	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
arata	shows	arata	show	V;IND;SG;3;IPFV;FIN	N;MASC;PL
arata	espectáculo	arata	espectáculo	V;IND;SG;3;IPFV;FIN	N;MASC;SG
arata	show	arata	show	V;IND;SG;3;IPFV;FIN	N;MASC;SG
arata	espectáculo	arata	espectáculo	V;IND;SG;3;IPFV;FIN	N;MASC;SG
arata	show	arata	show	V;IND;SG;3;IPFV;FIN	N;MASC;SG
saxonia	sajonia	saxonie	sajonia	PROPN	N;FEM;SG
include	incluyen	include	incluir	V;IND;SG;3;PRS;FIN	V;IND;PL;3;PRS;FIN
include	incluya	include	incluir	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;FIN
include	incluyan	include	incluir	V;IND;SG;3;PRS;FIN	V;IMP;PL;3;FIN
obtine	obtenga	obtin	obtener	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
league	ligas	league	liga	N;INDF;MASC;SG	N;FEM;PL
daniel	daniel	daniel	daniel	PROPN	PROPN
destul	suficiente	destul	suficiente	ADV	ADJ;SG
destul	basta	destul	bastar	ADV	V;IND;SG;3;PRS;FIN
destul	suficientes	destul	suficiente	ADV	ADJ;PL
turistice	turístico	turistic	turístico	ADJ;INDF;FEM;PL	ADJ;MASC;SG
turistice	turistas	turistic	turista	ADJ;INDF;FEM;PL	N;PL
turistice	turística	turistic	turístico	ADJ;INDF;FEM;PL	ADJ;FEM;SG
turistice	turismo	turistic	turismo	ADJ;INDF;FEM;PL	N;MASC;SG
turistice	turista	turistic	turista	ADJ;INDF;FEM;PL	N;SG
live	viva	livă	viva		N;FEM;SG
live	live	livă	live		N
live	vivir	livă	vivir		V;NFIN
live	vive	livă	vivir		V;IND;SG;3;PRS;FIN
publicate	publicada	publica	publicado	ADJ;INDF;FEM;PL	ADJ;FEM;SG;V.PTCP
publicate	publicado	publica	publicado	ADJ;INDF;FEM;PL	ADJ;MASC;SG;V.PTCP
maghiara	húngaros	maghiară	húngaro	N;DEF;FEM;SG	N;MASC;PL
maghiara	húngara	maghiară	húngaro	N;DEF;FEM;SG	ADJ;FEM;SG
negru	black	negru	black	ADJ;INDF;MASC;SG	N
negru	negras	negru	negro	ADJ;INDF;MASC;SG	ADJ;FEM;PL
negru	negros	negru	negro	ADJ;INDF;MASC;SG	N;MASC;PL
interes	intereses	interes	interés	N;INDF;MASC;SG	N;MASC;PL
stiinta	ciencias	stiintă	ciencia	N;DEF;FEM;SG	N;FEM;PL
stiinta	ciencias	stiintă	ciencia	N;DEF;FEM;SG	N;FEM;PL
acordat	concedidos	acordat	concedido	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
acordat	atentos	acordat	atento	ADJ;INDF;MASC;SG	ADJ;MASC;PL
altii	otras	altul	otro		PRO;FEM;PL
altii	otros	altul	otro		PRO;MASC;PL
altii	otras	altul	otro		PRO;FEM;PL
altii	otros	altul	otro		PRO;MASC;PL
karl	karl	karl	karl	PROPN	PROPN
karl	carlos	karl	carlo	PROPN	N;MASC;SG
rand	remar	rand	remar		V;NFIN
rand	hilera	rand	haler		N;FEM;SG
rand	fila	rand	fila		N;FEM;SG
rand	rand	rand	rand		N;SG
foloseste	uso	folosest	uso	V;IND;SG;3;PRS;FIN	N;MASC;SG
foloseste	utilización	folosest	utilización	V;IND;SG;3;PRS;FIN	N;FEM;SG
valoare	valorar	valoare	valorar	N;INDF;FEM;SG	V;NFIN
civil	civiles	civil	civil	ADJ;INDF;MASC;SG	ADJ;PL
tudor	tudor	tudor	tudor	PROPN	N;MASC;SG
modul	módulos	mod	módulo	N;DEF;MASC;SG	N;MASC;PL
albert	albert	albert	albert	PROPN	N;SG
albert	alberto	albert	alberto	PROPN	N;MASC;SG
lacul	lagos	lac	lago	N;DEF;MASC;SG	N;MASC;PL
ocupa	occupy	ocupa	occupy	V;IND;SG;3;IPFV;FIN	N;MASC;SG
ocupa	ocupen	ocupa	ocupar	V;IND;SG;3;IPFV;FIN	V;IMP;PL;3;FIN
ocupa	occupy	ocupa	occupy	V;IND;SG;3;IPFV;FIN	N;MASC;SG
ocupa	ocupen	ocupa	ocupar	V;IND;SG;3;IPFV;FIN	V;IMP;PL;3;FIN
per	per	per	per		ADP
italian	italianos	italian	italiano	ADJ;INDF;MASC;SG	N;MASC;PL
italian	italiano	italian	italiano	ADJ;INDF;MASC;SG	N;MASC;SG
schimb	intercambiar	schimb	intercambiar	N;INDF;MASC;SG	V;NFIN
singura	alone	singur	alone	ADJ;DEF;FEM;SG	INTJ
singura	solo	singur	solo	ADJ;DEF;FEM;SG	ADV
singura	solos	singur	solo	ADJ;DEF;FEM;SG	ADJ;MASC;PL
singura	soltero	singur	soltero	ADJ;DEF;FEM;SG	N;MASC;SG
singura	soltera	singur	soltera	ADJ;DEF;FEM;SG	N;FEM;SG
singura	single	singur	single	ADJ;DEF;FEM;SG	N;MASC;SG
confesional	confesionario	confesional	confesionario	ADV	N;MASC;SG
confesional	confesionales	confesional	confesional	ADV	ADJ;PL
craiova	craiova	craiova	craiovar	PROPN	N;FEM;SG
munca	trabajos	muncă	trabajo	N;DEF;FEM;SG	N;MASC;PL
munca	trabaje	muncă	trabaje	N;DEF;FEM;SG	V;SBJV;SG;3;PRS;FIN
munca	trabajar	muncă	trabajar	N;DEF;FEM;SG	V;NFIN
munca	trabajos	muncă	trabajo	N;DEF;FEM;SG	N;MASC;PL
munca	trabaje	muncă	trabaje	N;DEF;FEM;SG	V;SBJV;SG;3;PRS;FIN
munca	trabajar	muncă	trabajar	N;DEF;FEM;SG	V;NFIN
model	modelos	model	modelo	N;INDF;MASC;SG	N;MASC;PL
trece	pases	trece	pase	V;IND;SG;3;PRS;FIN	N;MASC;PL
trece	pase	trece	pasar	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
trece	paso	trece	paso	V;IND;SG;3;PRS;FIN	N;MASC;SG
trece	pasen	trece	pasar	V;IND;SG;3;PRS;FIN	V;IMP;PL;3;FIN
literare	literaria	literar	literario	ADJ;INDF;FEM;PL	ADJ;FEM;SG
literare	literarios	literar	literario	ADJ;INDF;FEM;PL	N;MASC;PL
literare	literario	literar	literario	ADJ;INDF;FEM;PL	ADJ;MASC;SG
gaseste	encuentre	gaseste	encontrar	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
gaseste	hallazgo	gaseste	hallazgo	V;IND;SG;3;PRS;FIN	N;MASC;SG
gaseste	encuentre	gaseste	encontrar	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
gaseste	hallazgo	gaseste	hallazgo	V;IND;SG;3;PRS;FIN	N;MASC;SG
materiale	material	material	material	N;INDF;FEM;PL	N;MASC;SG
materiale	material	material	material	N;INDF;FEM;PL	N;MASC;SG
dezvoltat	desarrollados	dezvolta	desarrollado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
dezvoltat	desarrolladas	dezvolta	desarrollado	ADJ;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
populara	popular	populară	popular	N;DEF;FEM;SG	ADJ;SG
populara	populares	populară	popular	N;DEF;FEM;SG	N;PL
populara	popular	populară	popular	N;DEF;FEM;SG	ADJ;SG
populara	populares	populară	popular	N;DEF;FEM;SG	N;PL
frederic	frederic	frederic	frederic	N;INDF;MASC;SG	PROPN
frederic	federico	frederic	federico	N;INDF;MASC;SG	ADJ;MASC;SG
frederic	federico	frederic	federico	N;INDF;MASC;SG	ADJ;MASC;SG
corpul	corporal	corp	corporal	N;DEF;MASC;SG	ADJ;SG
corpul	carrocería	corp	carrocería	N;DEF;MASC;SG	V;COND;SG;3;FIN
elena	helénica	elena	helénico	N;DEF;FEM;SG	ADJ;FEM;SG
populare	popular	popular	popular	ADJ;INDF;FEM;PL	ADJ;SG
populare	populares	popular	popular	ADJ;INDF;FEM;PL	N;PL
diagrama	gráfico	diagramă	gráfico	N;DEF;FEM;SG	ADJ;MASC;SG
diagrama	gráfica	diagramă	gráfico	N;DEF;FEM;SG	ADJ;FEM;SG
cercetare	investigaciones	cercetare	investigación	N;INDF;FEM;SG	N;FEM;PL
actual	actualidad	actual	actualidad	ADJ;INDF;MASC;SG	N;FEM;SG
actual	corriente	actual	corriente	ADJ;INDF;MASC;SG	N;MASC;SG
crimeea	crimea	crimee	crimea	N;DEF;FEM;SG	ADJ;SG
crimeea	crimea	crimee	crimea	N;DEF;FEM;SG	ADJ;SG
controlul	controlar	control	controlar	N;DEF;MASC;SG	V;NFIN
artist	artistas	artist	artista	N;INDF;MASC;SG	N;PL
meci	coincidir	meci	coincidir	N;INDF;MASC;SG	V;NFIN
contra	contra	contra	contra		ADP
contra	contras	contra	contra		N;MASC;PL
contra	contrarrestar	contra	contrarrestar		V;NFIN
contra	contra	contra	contra		ADP
contra	contador	contra	contador		N;MASC;SG
contra	mostrador	contra	mostrador		N;MASC;SG
contra	contra	contra	contra		ADP
contra	against	contra	against		N
utilizator	usuarios	utilizator	usuario	N;INDF;MASC;SG	N;MASC;PL
suedia	suecia	suedia	suecia	PROPN	N;FEM;SG
printesa	princesas	printesă	princesa	N;DEF;FEM;SG	N;FEM;PL
printesa	princesas	printesă	princesa	N;DEF;FEM;SG	N;FEM;PL
printesa	princesas	printesă	princesa	N;DEF;FEM;SG	N;FEM;PL
cap	cap	cap	cap	N;INDF;MASC;SG	
cap	capi	cap	capi	N;INDF;MASC;SG	
colaborare	colaborar	colaborare	colaborar	N;INDF;FEM;SG	V;NFIN
colaborare	colaborativo	colaborare	colaborativo	N;INDF;FEM;SG	ADJ;MASC;SG
mijlocul	mediados	mijloc	mediados	N;DEF;MASC;SG	N;MASC;PL
personal	personal	personal	personal	ADV	ADJ;SG
personal	personales	personal	personal	ADV	ADJ;PL
personal	personal	personal	personal	ADV	ADJ;SG
personal	personal	personal	personal	ADV	ADJ;SG
personal	staff	personal	staff	ADV	N;MASC;SG
cine	oms	cine	oms	PRO;3	N;FEM;SG
cine	quiénes	cine	quién	PRO;3	PRO;PL
cine	quién	cine	quién	PRO;3	PRO;SG
cine	quien	cine	quien	PRO;3	PRO;SG
star	estrella	star	estrella		N;FEM;SG
star	star	star	star		N
star	estelar	star	estelar		ADJ;SG
inferioara	bajar	inferiora	bajar	ADJ;DEF;FEM;SG	V;NFIN
inferioara	inferiores	inferiora	inferior	ADJ;DEF;FEM;SG	ADJ;PL
muzical	musicales	muzical	musical	ADJ;INDF;MASC;SG	N;MASC;PL
muzical	musicalmente	muzical	musicalmente	ADJ;INDF;MASC;SG	ADV
organizat	organizados	organiza	organizado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
organizat	organizadas	organiza	organizado	ADJ;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
organizat	organizados	organiza	organizado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
organizat	organizadas	organiza	organizado	ADJ;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
literar	literarios	literar	literario	ADJ;INDF;MASC;SG	N;MASC;PL
publicata	publicados	publicat	publicado	ADJ;DEF;FEM;SG	ADJ;MASC;PL;V.PTCP
publicata	publicadas	publicat	publicado	ADJ;DEF;FEM;SG	ADJ;FEM;PL;V.PTCP
antrenor	formadores	antrenor	formador	N;INDF;MASC;SG	N;MASC;PL
atac	atacar	atac	atacar	N;INDF;MASC;SG	V;NFIN
atac	ataquen	atac	ataquen	N;INDF;MASC;SG	V;IMP;PL;3;FIN
atac	ataca	atac	atacar	N;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
port	puertos	port	puerto	N;INDF;MASC;SG	N;MASC;PL
scrise	escrito	scrie	escrito	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
scrise	escritas	scrie	escrito	V;IND;SG;3;PST;FIN	ADJ;FEM;PL;V.PTCP
scrise	escrita	scrie	escrito	V;IND;SG;3;PST;FIN	ADJ;FEM;SG;V.PTCP
scrise	escritos	scrie	escrito	V;IND;SG;3;PST;FIN	N;MASC;PL
romi	romaní	rom	romaní	N;INDF;MASC;PL	N;MASC;SG
romi	roma	rom	roma	N;INDF;MASC;PL	N;SG
romi	romi	rom	romi	N;INDF;MASC;PL	N;FEM;SG
pierre	pierre	pierre	perre	PROPN	PROPN
considerata	considerados	considerat	considerado	ADJ;DEF;FEM;SG	ADJ;MASC;PL;V.PTCP
considerata	consideradas	considerat	considerar	ADJ;DEF;FEM;SG	ADJ;FEM;PL;V.PTCP
