loại	kirjoita	loại	kirja	N	V;IMP;SG;2;FIN;ACT
viết	kirjoittaminen	viết	kirjoittaminen	V	N;NOM;SG
viết	kirjoitus	viết	kirjoitus	V	N;NOM;SG
viết	kirjoitusta	viết	kirjoitus	V	N;PRT;SG
lan	ian	lan	ika	N	PROPN;NOM;SG
bảo	bảo	bảo	bảo	V	N;NOM;SG
bảo	bao	bảo	bao	V	N;NOM;SG
đơn	naimaton	đơn	naimaton	N	ADJ;NOM;SG
đơn	yksittäinen	đơn	yksittäinen	N	ADJ;NOM;SG
điện	sähköinen	điện	sähköinen	N	ADJ;NOM;SG
điện	sähköiset	điện	sähköinen	N	ADJ;NOM;PL
điện	sähköinen	điện	sähköinen	N	ADJ;NOM;SG
điện	sähköiset	điện	sähköinen	N	ADJ;NOM;PL
bao	bao	bao	bao		N;NOM;SG
bao	säkki	bao	säkki		N;NOM;SG
bao	säkin	bao	säkki		N;GEN;SG
bao	miten	bao	miten		ADV
bao	kuinka	bao	kuinka		ADV
truyền	siirto	truyền	siirto	V	N;NOM;SG
truyền	siirrot	truyền	siirto	V	N;NOM;PL
truyền	tulonsiirrot	truyền	tulo#siirto	V	N;NOM;PL
truyền	siirtoja	truyền	siirto	V	N;PRT;PL
truyền	siirrot	truyền	siirto	V	N;NOM;PL
nghiệp	uran	nghiệp	ura	ADJ	N;GEN;SG
nghiệp	ura	nghiệp	ura	ADJ	N;NOM;SG
nội	sisäistä	nội	sisäinen	N	ADJ;PRT;SG
nội	sisäisen	nội	sisäinen	N	ADJ;GEN;SG
nội	sisäinen	nội	sisäinen	N	ADJ;NOM;SG
nội	sisäiset	nội	sisäinen	N	ADJ;NOM;PL
nội	sisäinen	nội	sisäinen	N	ADJ;NOM;SG
thuật	magic	thuật	magic	N	
tiêu	pepper	tiêu	pepper	N	PROPN;NOM;SG
tiêu	xiao	tiêu	xiao	N	PROPN;NOM;SG
gian	gian	gian	gian	N	PROPN;NOM;SG
tướng	yleinen	tướng	yleinen	N	ADJ;NOM;SG
tướng	yleiset	tướng	yleinen	N	ADJ;NOM;PL
tướng	yleistä	tướng	yleinen	N	ADJ;PRT;SG
phong	phong	phong	phong	N	
tâm	keskus	tâm	keskus		N;NOM;SG
tâm	keskelle	tâm	keskelle		ADV
tâm	keskusta	tâm	keskusta		N;NOM;SG
tâm	center	tâm	center		N;NOM;SG
thanh	tangot	thanh	tankko		N;NOM;PL
thanh	baareissa	thanh	baari		N;IN+ESS;PL
thanh	baarit	thanh	baari		N;NOM;PL
thanh	baareja	thanh	baari		N;PRT;PL
dùng	käyttö	dùng	käyttö	V	N;NOM;SG
dùng	käyttäjää	dùng	käyttäjä	V	N;PRT;SG
dùng	käyttäjän	dùng	käyttäjä	V	N;GEN;SG
dùng	käyttäjä	dùng	käyttäjä	V	N;NOM;SG
dùng	käyttäjät	dùng	käyttäjä	V	N;NOM;PL
nói	puhetta	nói	puhe	V	N;PRT;SG
sông	rivers	sông	rivers	N	PROPN;NOM;SG
hoạt	animaatiot	hoạt	animaatio	V	N;NOM;PL
đang	ovat	đang	olla		V;IND;PL;3;PRS;FIN;ACT
đang	ovatko	đang	olla		V;IND;PL;3;PRS;FIN;ACT
giữa	keskitetty	giữa	keskitetty	ADP	V;NOM;SG;V.PTCP;PASS
giữa	keskimmäinen	giữa	keskimmäinen	ADP	ADJ;NOM;SG
giữa	lähi	giữa	lähi	ADP	INTJ
giữa	keski	giữa	keski	ADP	N;NOM;SG
giữa	keskitetty	giữa	keskitetty	ADP	V;NOM;SG;V.PTCP;PASS
giữa	väliin	giữa	väliin	ADP	ADV
giữa	välillä	giữa	välillä	ADP	ADV
giữa	välissä	giữa	välissä	ADP	ADV
phòng	rooma	phòng	rooma	N	PROPN;NOM;SG
đổi	muuta	đổi	muu	V	PRO;PRT;SG
đổi	muutos	đổi	muutos	V	N;NOM;SG
chuyển	siirto	chuyển	siirto	V	N;NOM;SG
chuyển	siirrot	chuyển	siirto	V	N;NOM;PL
nay	tänään	nay	tänään	PROPN	ADV
nay	today	nay	today	PROPN	
trọng	tärkeä	trọng	tärkeä		ADJ;NOM;SG
trọng	tärkeää	trọng	tärkeä		ADJ;PRT;SG
trọng	tärkeät	trọng	tärkeä		ADJ;NOM;PL
trọng	tärkeitä	trọng	tärkeä		ADJ;PRT;PL
dịch	kääntäminen	dịch	kääntäminen		N;NOM;SG
dịch	käännetään	dịch	kääntää		V;IND;PRS;FIN;PASS
dịch	kääntää	dịch	kääntää		V;IND;SG;PRS;FIN;ACT
dịch	käännöksiä	dịch	käännös		N;PRT;PL
dịch	käännökset	dịch	käännös		N;NOM;PL
dịch	kääntäjä	dịch	kääntäjä		N;NOM;SG
dịch	tulkki	dịch	tulkki		N;NOM;SG
dịch	käännös	dịch	käännös		N;NOM;SG
dịch	kääntäminen	dịch	kääntäminen		N;NOM;SG
dịch	käännökset	dịch	käännös		N;NOM;PL
dịch	käännöstä	dịch	kääntö		N;IN+ABL;SG
dịch	käännä	dịch	kääntää		V;IMP;SG;2;FIN;ACT
dịch	kääntää	dịch	kääntää		V;IND;SG;PRS;FIN;ACT
tài	taitava	tài	taitava	N	ADJ;NOM;SG
tài	lahjakas	tài	lahjakas	N	ADJ;NOM;SG
chế	tehdyt	chế	tehdä	N	V;NOM;PL;V.PTCP;PASS
chế	tehty	chế	tehdä	N	V;NOM;SG;V.PTCP;PASS
chế	valmistettu	chế	valmistaa	N	V;NOM;SG;V.PTCP;PASS
chế	made	chế	made	N	
nằm	valheet	nằm	valhe	V	N;NOM;PL
nằm	valheita	nằm	valhea	V	N;PRT;PL
chất	täsmennetty	chất	täsmentää	N	V;NOM;SG;V.PTCP;PASS
chất	määritetyt	chất	määrittää	N	V;NOM;PL;V.PTCP;PASS
chất	määritellyt	chất	määritellä	N	V;NOM;SG;V.PTCP;ACT
chất	määritetty	chất	määrittää	N	V;NOM;SG;V.PTCP;PASS
chất	määritelty	chất	määritellä	N	V;NOM;SG;V.PTCP;PASS
sáng	valoisaa	sáng	valoisa	N	ADJ;PRT;SG
sáng	kirkasta	sáng	kirkas	N	ADJ;PRT;SG
sáng	valoisa	sáng	valoisa	N	ADJ;NOM;SG
sáng	kirkas	sáng	kirkas	N	ADJ;NOM;SG
sáng	morning	sáng	morning	N	
thân	elin	thân	elin		N;NOM;SG
thân	vartalo	thân	vartalo		N;NOM;SG
thân	ruumis	thân	ruumis		N;NOM;SG
thân	kehon	thân	keho		N;GEN;SG
thân	keho	thân	keho		N;NOM;SG
nơi	place	nơi	place	N	
cuối	last	cuối	last	N	
cuối	viimeisenä	cuối	viimeinen	N	ADJ;FRML;SG
cuối	viimeksi	cuối	viimeksi	N	ADV
cuối	viimeisin	cuối	viimeinen	N	ADJ;NOM;RL;SG
cuối	viimeinen	cuối	viimeinen	N	ADJ;NOM;SG
cuối	viime	cuối	viime	N	ADJ
tăng	lisäys	tăng	lisäys	V	N;NOM;SG
tăng	kasvu	tăng	kasvu	V	N;NOM;SG
tăng	korotus	tăng	korotus	V	N;NOM;SG
tăng	säiliö	tăng	säiliö	V	N;NOM;SG
tăng	tank	tăng	tank	V	N;NOM;SG
tăng	tankki	tăng	tankki	V	N;NOM;SG
tăng	tankit	tăng	tankki	V	N;NOM;PL
tăng	säiliöt	tăng	säiliö	V	N;NOM;PL
tăng	zeng	tăng	zeng	V	N;NOM;SG
trưởng	kapteeni	trưởng	kapteeni		N;NOM;SG
lưu	liu	lưu	liu	V	N;NOM;SG
lưu	säästä	lưu	sää	V	N;IN+ABL;SG
nổi	kuuluisa	nổi	kuuluisa		ADJ;NOM;SG
nổi	kuuluisia	nổi	kuuluisa		ADJ;PRT;PL
nổi	kuuluisat	nổi	kuuluisa		ADJ;NOM;PL
nổi	tunnettu	nổi	tunnettu		ADJ;NOM;SG
nổi	julkkis	nổi	julkkis		N;NOM;SG
đặt	setti	đặt	setti	V	N;NOM;SG
đình	ting	đình	ting	N	PROPN;NOM;SG
tấn	ton	tấn	tuo	N	PRO;GEN;SG
chim	bird	chim	bird	N	
dài	kauan	dài	kauan	ADJ	ADV
dài	pitkään	dài	pitkään	ADJ	ADV
dài	long	dài	long	ADJ	
vua	king	vua	king	N	
phi	phi	phi	phi	N	
biệt	ilmassa	biệt	ilma		N;IN+ESS;SG
biến	muuttujaa	biến	muuttuja	V	N;PRT;SG
biến	muuttuja	biến	muuttuja	V	N;NOM;SG
biến	muuttujan	biến	muuttuja	V	N;GEN;SG
biến	muunnos	biến	muunnos	V	N;NOM;SG
hậu	kuningatar	hậu	kuningatar		N;NOM;SG
hậu	queen	hậu	queki		
chưa	vielä	chưa	vielä		ADV
chưa	silti	chưa	silti		ADV
bên	puoli	bên	puoli	N	NUM;NOM;SG
vẫn	vielä	vẫn	vielä		ADV
vẫn	vieläkin	vẫn	vieläkin		ADV
vẫn	edelleen	vẫn	edelleen		ADV
vẫn	yhä	vẫn	yhä		ADV
nghệ	taiteellinen	nghệ	taiteellinen	N	ADJ;NOM;SG
mất	hukassa	mất	hukassa	V	ADV
liệu	asiakirjan	liệu	asia#kirja	V	N;GEN;SG
liệu	dokumentti	liệu	dokumentti	V	N;NOM;SG
liệu	asiakirja	liệu	asia#kirja	V	N;NOM;SG
sơn	maalasi	sơn	maalata	N	V;IND;SG;3;PST;FIN;ACT
sơn	maalattu	sơn	maalata	N	V;NOM;SG;V.PTCP;PASS
sơn	maalaa	sơn	maalata	N	V;IMP;SG;2;FIN;ACT
tìm	haun	tìm	haun	V	N;GEN;SG
tìm	haku	tìm	haku	V	N;NOM;SG
tìm	etsintä	tìm	etsintä	V	N;NOM;SG
tìm	suomalainen	tìm	suomalainen	V	ADJ;NOM;SG
tìm	finn	tìm	finn	V	PROPN;NOM;SG
kiến	muurahainen	kiến	muurahainen	N	ADJ;NOM;SG
giao	liittymä	giao	liittyä	V	N;NOM;SG
giao	käyttöliittymä	giao	käyttö#liittymä	V	N;NOM;SG
giao	liitäntä	giao	liitän	V	N;NOM;SG
tương	xiang	tương	xiang		PROPN;NOM;SG
bạn	sinä	bạn	sinä	N	PRO;NOM;SG;2
hữu	omistajan	hữu	omistaja		N;GEN;SG
hữu	omistaja	hữu	omistaja		N;NOM;SG
hữu	omistaa	hữu	omistaa		V;IND;SG;3;PRS;FIN;ACT
thay	muuta	thay	muu	V	PRO;PRT;SG
thay	muutos	thay	muutos	V	N;NOM;SG
giá	arvoinen	giá	arvoinen	N	ADJ;NOM;SG
giá	kannattaa	giá	kannattaa	N	V;IND;SG;0;PRS;FIN;ACT
chí	solstice	chí	solstice	N	
nhiệt	terminen	nhiệt	terminen	N	ADJ;NOM;SG
gần	lähes	gần	lähes	ADJ	ADV
gần	melkein	gần	melkein	ADJ	ADV
gần	lähellä	gần	lähellä	ADJ	ADV
gần	sulje	gần	sulkea	ADJ	V;IMP;SG;2;FIN;ACT
gần	läheltä	gần	läheltä	ADJ	ADV
gần	lähellä	gần	lähellä	ADJ	ADV
gần	lähelle	gần	lähelle	ADJ	ADV
cứu	säästä	cứu	sää	V	N;IN+ABL;SG
cứu	apua	cứu	apu	V	N;PRT;SG
cứu	ohje	cứu	ohje	V	N;NOM;SG
cứu	pelastus	cứu	pelastus	V	N;NOM;SG
cứu	pelastaminen	cứu	pelastaminen	V	N;NOM;SG
lớp	team	lớp	team	N	
quyết	määritetty	quyết	määrittää	N	V;NOM;SG;V.PTCP;PASS
quyết	määrätietoinen	quyết	määrä#tietoinen	N	ADJ;NOM;SG
quyết	määritetyt	quyết	määrittää	N	V;NOM;PL;V.PTCP;PASS
quyết	päättäväinen	quyết	päättäväinen	N	ADJ;NOM;SG
quyết	määritetään	quyết	määrittää	N	V;IND;PRS;FIN;PASS
quyết	päättänyt	quyết	päättää	N	V;NOM;SG;V.PTCP;ACT
quyết	päätettiin	quyết	päättää	N	V;IND;PST;FIN;PASS
quyết	päätetty	quyết	päättää	N	V;NOM;SG;V.PTCP;PASS
quyết	päätti	quyết	päättää	N	V;IND;SG;3;PST;FIN;ACT
thương	söpö	thương	söpö	V	ADJ;NOM;SG
hát	laulu	hát	laulu	V	N;NOM;SG
hát	laulua	hát	laulu	V	N;PRT;SG
phục	palvelimen	phục	palvelin	V	N;GEN;SG
phục	palvelin	phục	palvella	V	N;NOM;SG
tuổi	vanhat	tuổi	vanha	N	ADJ;NOM;PL
tuổi	vanhoja	tuổi	vanha	N	ADJ;PRT;PL
tuổi	vanha	tuổi	vanha	N	ADJ;NOM;SG
tuổi	vanhaa	tuổi	vanha	N	ADJ;PRT;SG
tân	neitsyen	tân	neitsyä	N	V;INS;SG;NFIN;ACT
đời	life	đời	life	N	
cần	tarve	cần	tarve	V	N;NOM;SG
cần	tarpeen	cần	tarpeen	V	ADV
cần	tarvetta	cần	tarve	V	N;PRT;SG
hoàn	sankari	hoàn	sankari		N;NOM;SG
hoàn	huan	hoàn	huan		N;NOM;SG
chơi	play	chơi	play	V	
chơi	peliä	chơi	peli	V	N;PRT;SG
chơi	pelin	chơi	peli	V	N;GEN;SG
chơi	peli	chơi	peli	V	N;NOM;SG
kim	jin	kim	jin	N	PROPN;NOM;SG
kim	kimi	kim	kimi	N	PROPN;NOM;SG
kim	kim	kim	kim	N	PROPN;NOM;SG
long	pitkät	long	pitkä	N	ADJ;NOM;PL
long	kauan	long	kauan	N	ADV
long	pitkä	long	pitkä	N	ADJ;NOM;SG
long	pitkään	long	pitkään	N	ADV
long	long	long	long	N	
long	dragon	long	dragon	N	
đóng	lähellä	đóng	lähellä	V	ADV
đóng	sulkeminen	đóng	sulkeminen	V	N;NOM;SG
đóng	kiinni	đóng	kiinni	V	ADV
dẫn	lyijyä	dẫn	lyijyä	V	N;PRT;SG
dẫn	lyijy	dẫn	lyijy	V	N;NOM;SG
quá	liian	quá	liian		ADV
quá	too	quá	too		
thắng	voita	thắng	voittaa	N	V;IMP;SG;2;FIN;ACT
thắng	voittaa	thắng	voittaa	N	V;IND;SG;3;PRS;FIN;ACT
thắng	voittaa	thắng	voittaa	N	V;IND;SG;3;PRS;FIN;ACT
thắng	voitin	thắng	voida	N	V;IND;SG;1;PST;FIN;ACT
thắng	voitti	thắng	voittaa	N	V;IND;SG;3;PST;FIN;ACT
thắng	voittanut	thắng	voittaa	N	V;NOM;SG;V.PTCP;ACT
thắng	voittaa	thắng	voittaa	N	V;IND;SG;3;PRS;FIN;ACT
mang	kantaa	mang	kanta	V	N;PRT;SG
mang	tuo	mang	tuo	V	PRO;NOM;SG
mang	mang	mang	mang	V	PROPN;NOM;SG
giáp	haarniska	giáp	haarniska	V	N;NOM;SG
giáp	haarniska	giáp	haarniska	V	N;NOM;SG
huy	huy	huy	huy	N	PROPN;NOM;SG
huy	hui	huy	hui	N	INTJ
tra	tra	tra	tra	V	
tra	tarkistus	tra	tarkistus	V	N;NOM;SG
tra	check	tra	check	V	N;NOM;SG
nga	venäjä	nga	venäjä	N	PROPN;NOM;SG
nga	venäläinen	nga	venäläinen	N	ADJ;NOM;SG
nga	venäjä	nga	venäjä	N	PROPN;NOM;SG
nga	nga	nga	nga	N	PROPN;NOM;SG
triệu	zhao	triệu	zhao	NUM	PROPN;NOM;SG
triệu	miljoonat	triệu	miljoona	NUM	N;NOM;PL
thi	koe	thi	kokea	N	V;IMP;SG;2;FIN;ACT
phép	sallitaan	phép	sallia	N	V;IND;PRS;FIN;PASS
phép	sallittua	phép	sallittu	N	ADJ;PRT;SG
phép	sallitut	phép	sallia	N	V;NOM;PL;V.PTCP;PASS
new	uudet	new	uusi		ADJ;NOM;PL
new	uusi	new	uusi		ADJ;NOM;SG
new	uutta	new	uusi		ADJ;PRT;SG
new	uusia	new	uusi		ADJ;PRT;PL
yếu	heikko	yếu	heikko	N	ADJ;NOM;SG
yếu	heikkoa	yếu	heikko	N	ADJ;PRT;SG
yếu	heikot	yếu	heikko	N	ADJ;NOM;PL
mật	salaista	mật	salainen	N	ADJ;PRT;SG
mật	salainen	mật	salainen	N	ADJ;NOM;SG
ghi	kirjoittaminen	ghi	kirjoittaminen	V	N;NOM;SG
ghi	kirjoitus	ghi	kirjoitus	V	N;NOM;SG
ghi	kirjoitusta	ghi	kirjoitus	V	N;PRT;SG
sao	miks	sao	miksi	PROPN	ADV
sao	miksi	sao	miksi	PROPN	ADV
giả	jia	giả	jia		PROPN;NOM;SG
giả	väärä	giả	väärä		ADJ;NOM;SG
giả	väärät	giả	väärä		ADJ;NOM;PL
giả	väärennös	giả	väärennös		N;NOM;SG
giả	teko	giả	teko		N;NOM;SG
giả	väärennetty	giả	väärentää		V;NOM;SG;V.PTCP;PASS
giả	tekaistu	giả	tekaista		V;NOM;SG;V.PTCP;PASS
kích	rangers	kích	rangers	N	
cung	keula	cung	keula	V	N;NOM;SG
cung	jousi	cung	jousi	V	N;NOM;SG
chống	rohkeus	chống	rohkeus	V	N;NOM;SG
chống	rohkeutta	chống	rohkeus	V	N;PRT;SG
chống	vastoin	chống	vastoin	V	ADV
chống	vastaan	chống	vastaan	V	ADV
nhập	syöte	nhập	syöte	V	N;NOM;SG
nhập	syöttö	nhập	syöttö	V	N;NOM;SG
nhập	panos	nhập	panos	V	N;NOM;SG
nhập	tuonti	nhập	tuonti	V	N;NOM;SG
nhập	tuonnin	nhập	tuonti	V	N;GEN;SG
chết	kuolemaa	chết	kuolema	V	N;PRT;SG
chết	death	chết	death	V	
chết	kuoleman	chết	kuolema	V	N;GEN;SG
chết	kuolema	chết	kuolema	V	N;NOM;SG
chung	chung	chung	chung	ADJ	PROPN;NOM;SG
chung	kenraali	chung	kenraali	ADJ	N;NOM;SG
trần	chen	trần	chen	N	PROPN;NOM;SG
trần	tran	trần	tran	N	PROPN;NOM;SG
trần	chan	trần	chan	N	PROPN;NOM;SG
mẫu	muodosta	mẫu	muoto	N	V;IMP;SG;2;FIN;ACT
mẫu	mal	mẫu	mal	N	INTJ
tất	sukka	tất	sukka		N;NOM;SG
mạnh	meng	mạnh	meng	ADJ	N;NOM;SG
trái	vasemmalle	trái	vasen		ADJ;AT+ALL;SG
trái	vasen	trái	vasen		N;NOM;SG
trái	vasemmalla	trái	vasen		ADJ;AT+ESS
;SG
từng	ikinä	từng	ikinä	PROPN	ADV
từng	koskaan	từng	koskaan	PROPN	ADV
bán	myyminen	bán	myyminen	V	N;NOM;SG
bán	myyntiin	bán	myynti	V	N;IN+ALL;SG
bán	myynti	bán	myynti	V	N;NOM;SG
bán	myynnin	bán	myynti	V	N;GEN;SG
bán	myynti	bán	myynti	V	N;NOM;SG
bán	myyntiä	bán	myynti	V	N;PRT;SG
rộng	leveys	rộng	leveys	ADJ	N;NOM;SG
thủy	noita	thủy	tuo	V	PRO;PRT;PL
thủy	shui	thủy	shui	V	N;NOM;SG
album	kirjataan	album	kirjata	N	V;IND;PRS;FIN;PASS
giờ	nyt	giờ	nyt	N	ADV
mỗi	jokainen	mỗi	jokainen	NUM	PRO;NOM;SG
mỗi	jokainen	mỗi	jokainen	NUM	PRO;NOM;SG
mỗi	kunkin	mỗi	kukin	NUM	PRO;GEN;SG
mỗi	kumpikin	mỗi	kumpikin	NUM	PRO;NOM;SG
mỗi	kukin	mỗi	kukin	NUM	PRO;NOM;SG
sang	ylellinen	sang	ylellinen	V	ADJ;NOM;SG
phản	maanpetos	phản	maan#petos	V	N;NOM;SG
yêu	rakasta	yêu	rakas	V	N;PRT;SG
yêu	rakkautta	yêu	rakkaus	V	N;PRT;SG
yêu	love	yêu	love	V	
yêu	rakkaus	yêu	rakkaus	V	N;NOM;SG
yêu	luv	yêu	luv	V	N;NOM;SG
môi	lip	môi	lip	N	
biên	bien	biên	bien	N	
align	yhdenmukaistaa	align	yhdenmukaistaa		ADJ;PRT;SG
nhện	spider	nhện	spider	N	
độc	yksistään	độc	yksistään	ADJ	ADV
độc	yksin	độc	yksin	ADJ	ADV
độc	yksinään	độc	yksinään	ADJ	ADV
độc	myrkytetty	độc	myrkyttää	ADJ	V;NOM;SG;V.PTCP;PASS
độc	myrkytti	độc	myrkyttää	ADJ	V;IND;SG;3;PST;FIN;ACT
độc	myrkytettiin	độc	myrkyttää	ADJ	V;IND;PST;FIN;PASS
hiệp	pyöreä	hiệp	pyöreä	N	ADJ;NOM;SG
giúp	apua	giúp	apu	V	N;PRT;SG
giúp	ohje	giúp	ohje	V	N;NOM;SG
sắc	terävämpi	sắc	terävä	N	ADJ;NOM;CMPR;SG
nha	hammaslääkäri	nha	hammas#lääkäri		N;NOM;SG
nha	hammaslääkäri	nha	hammas#lääkäri		N;NOM;SG
nha	hammas	nha	hammas		N;NOM;SG
phá	tauko	phá	tauko	V	N;NOM;SG
hồng	pink	hồng	pinkki	N	
hồng	vaaleanpunainen	hồng	vaalea#punainen	N	ADJ;NOM;SG
hồng	hong	hồng	hong	N	PROPN;NOM;SG
rồi	sitten	rồi	sitten	CONJ	ADV
chia	osuus	chia	osuus	V	N;NOM;SG
chia	jako	chia	jako	V	N;NOM;SG
ruồi	lennä	ruồi	lennä	N	V;IMP;SG;2;FIN;ACT
ruồi	lentää	ruồi	lentää	N	V;IND;SG;3;PRS;FIN;ACT
ruồi	lentää	ruồi	lentää	N	V;IND;SG;3;PRS;FIN;ACT
phạm	rikolliset	phạm	rikollinen	N	ADJ;NOM;PL
phạm	rikollisia	phạm	rikollinen	N	ADJ;PRT;PL
phạm	rikolliset	phạm	rikollinen	N	ADJ;NOM;PL
phạm	rikollista	phạm	rikollinen	N	ADJ;PRT;SG
phạm	rikollinen	phạm	rikollinen	N	ADJ;NOM;SG
phạm	pham	phạm	pham	N	PROPN;NOM;SG
chọn	valikoima	chọn	valikoima	V	N;NOM;SG
chọn	valinta	chọn	valinta	V	N;NOM;SG
lục	vihreä	lục	vihreä	N	ADJ;NOM;SG
lục	vihreät	lục	vihreä	N	ADJ;NOM;PL
lục	vihreää	lục	vihreä	N	ADJ;PRT;SG
đai	karkotettu	đai	karkottaa	N	V;NOM;SG;V.PTCP;PASS
tông	konkreettinen	tông	konkreettinen	N	ADJ;NOM;SG
tông	konkreettista	tông	konkreettinen	N	ADJ;PRT;SG
tông	konkreettisia	tông	konkreettinen	N	ADJ;PRT;PL
tông	konkreettiset	tông	konkreettinen	N	ADJ;NOM;PL
tông	ajoi	tông	ajaa	N	V;IND;SG;3;PST;FIN;ACT
tông	ajoivat	tông	ajaa	N	V;IND;PL;3;PST;FIN;ACT
trực	suoraan	trực	suoraan	V	ADV
trực	suorat	trực	suora	V	ADJ;NOM;PL
trực	suoraa	trực	suora	V	ADJ;PRT;SG
trực	suora	trực	suora	V	ADJ;NOM;SG
trực	direct	trực	direct	V	N;NOM;SG
dung	sisältö	dung	sisältö		N;NOM;SG
dung	sisältöä	dung	sisältö		N;PRT;SG
dung	lantaa	dung	lanta		N;PRT;SG
dung	sisältö	dung	sisältö		N;NOM;SG
bệnh	sairasta	bệnh	sairas	N	ADJ;PRT;SG
bệnh	sairas	bệnh	sairas	N	ADJ;NOM;SG
bệnh	sairaat	bệnh	sairas	N	ADJ;NOM;PL
vòng	ympärillä	vòng	ympärillä	N	ADV
vòng	ympäri	vòng	ympäri	N	ADV
vòng	pyöreä	vòng	pyöreä	N	ADJ;NOM;SG
phái	lähetetään	phái	lähettää	N	V;IND;PRS;FIN;PASS
phái	lähettää	phái	lähettää	N	V;SG;NFIN;ACT
phái	lähetän	phái	lähettää	N	V;IND;SG;2;PRS;FIN;ACT
phái	lähetin	phái	lähettää	N	V;IND;SG;1;PST;FIN;ACT
đào	kaivetaan	đào	kaivaa	N	V;IND;PRS;FIN;PASS
đào	kaivaa	đào	kaivata	N	V;SG;NFIN;ACT
đào	graves	đào	graves	N	PROPN;NOM;SG
đào	peach	đào	peach	N	
khai	väitteet	khai	väite	V	N;NOM;PL
lệnh	käskee	lệnh	käskeä		V;IND;SG;3;PRS;FIN;ACT
lệnh	komento	lệnh	komento		N;NOM;SG
lệnh	komentoa	lệnh	komento		N;PRT;SG
lệnh	komennon	lệnh	komento		N;GEN;SG
lệnh	käsky	lệnh	käsky		N;NOM;SG
lệnh	määräys	lệnh	määräys		N;NOM;SG
lệnh	tilaukset	lệnh	tilaus		N;NOM;PL
lệnh	määräykset	lệnh	määräys		N;NOM;PL
lệnh	käskyjä	lệnh	käsky		N;PRT;PL
lệnh	tilauksia	lệnh	tilaus		N;PRT;PL
chuẩn	standardin	chuẩn	standardi	V	N;GEN;SG
chuẩn	normi	chuẩn	normi	V	N;NOM;SG
chuẩn	standard	chuẩn	standard	V	N;NOM;SG
chuẩn	standardi	chuẩn	standardi	V	N;NOM;SG
chuẩn	vakio	chuẩn	vakio	V	N;NOM;SG
chuẩn	tavallinen	chuẩn	tavallinen	V	ADJ;NOM;SG
chuẩn	normaali	chuẩn	normaali	V	ADJ;NOM;SG
chuẩn	normaalia	chuẩn	normaali	V	ADJ;PRT;SG
chuẩn	tavanomainen	chuẩn	tavan#omainen	V	ADJ;NOM;SG
duy	ainoastaan	duy	ainoastaan	N	ADV
duy	vain	duy	vain	N	ADV
thiếu	kadoksissa	thiếu	kadoksissa	V	ADV
hết	kaikki	hết	kaikki	V	PRO;NOM;SG
hết	kaiken	hết	kaikki	V	PRO;GEN;SG
hết	kaikille	hết	kaikki	V	PRO;AT+ALL;PL
hết	kaikki	hết	kaikki	V	PRO;NOM;SG
hết	ohi	hết	ohi	V	ADV
hết	yli	hết	yli	V	ADV
hầu	lähes	hầu	lähes		ADV
hầu	melkein	hầu	melkein		ADV
hầu	hou	hầu	hou		PROPN;NOM;SG
tuyến	liberian	tuyến	liberi	N	PROPN;GEN;SG
tuyến	lineaarinen	tuyến	lineaarinen	N	ADJ;NOM;SG
hạn	rajoita	hạn	rajoittaa	N	V;IMP;SG;2;FIN;ACT
gốc	alkuperäinen	gốc	alku#peräinen		ADJ;NOM;SG
gốc	alkuperäiset	gốc	alku#peräinen		ADJ;NOM;PL
rêu	mose	rêu	mose	N	PROPN;NOM;SG
rêu	moss	rêu	moss	N	PROPN;NOM;SG
muốn	will	muốn	will	V	
muốn	tahto	muốn	tahto	V	N;NOM;SG
ninh	ninh	ninh	ninh	N	
trùng	kopio	trùng	kopio	V	N;NOM;SG
thượng	shang	thượng	shang	N	PROPN;NOM;SG
đĩa	levyn	đĩa	levy		N;GEN;SG
đĩa	levy	đĩa	levy		N;NOM;SG
đĩa	levyä	đĩa	levy		N;PRT;SG
đĩa	kilpi	đĩa	kilpi		N;NOM;SG
đĩa	lautanen	đĩa	lautanen		N;NOM;SG
đĩa	lautasen	đĩa	lautanen		N;GEN;SG
đĩa	laatta	đĩa	laatta		N;NOM;SG
đĩa	levyn	đĩa	levy		N;GEN;SG
đĩa	levy	đĩa	levy		N;NOM;SG
đĩa	levyä	đĩa	levy		N;PRT;SG
đĩa	lautanen	đĩa	lautanen		N;NOM;SG
đĩa	lautasen	đĩa	lautanen		N;GEN;SG
khỏi	alkaen	khỏi	alkaen	V	ADV
khỏi	from	khỏi	from	V	
tưởng	ajatus	tưởng	ajatus	V	N;NOM;SG
vàng	keltainen	vàng	keltainen	N	ADJ;NOM;SG
vàng	keltaisia	vàng	keltainen	N	ADJ;PRT;PL
vàng	keltaiset	vàng	keltainen	N	ADJ;NOM;PL
dòng	line	dòng	line	N	
hàn	korealainen	hàn	korealainen	N	ADJ;NOM;SG
ngay	heti	ngay	heti	PART	ADV
ngay	välittömästi	ngay	välittömästi	PART	ADV
ngay	nyt	ngay	nyt	PART	ADV
cận	sulkeminen	cận	sulkeminen	V	N;NOM;SG
cận	kardinaali	cận	kardinaali	V	N;NOM;SG
đậu	papua	đậu	papu	V	N;PRT;SG
đậu	bean	đậu	bea	V	
đậu	papuja	đậu	papu	V	N;PRT;PL
đậu	pavut	đậu	papu	V	N;NOM;PL
đậu	rukoukset	đậu	rukous	V	N;NOM;PL
