der	do	der	do	DET;NOM;DEF;MASC;SG	PROPN
ganze	toda	ganz	todo	ADJ;NOM;FEM;PL	DET
ganze	todo	ganz	todo	ADJ;NOM;FEM;PL	DET
ganze	enteiro	ganz	enteiro	ADJ;NOM;FEM;PL	N
ganze	a	ganz	o	ADJ;NOM;FEM;PL	DET
geschrieben	escrito	schreiben	escrito	V;V.PTCP	N
geschrieben	o	schreiben	o	V;V.PTCP	DET
geschrieben	escribiume	schreiben	escribiume	V;V.PTCP	PROPN
geschrieben	a	schreiben	o	V;V.PTCP	DET
beiträge	artigos	beitragen	artigo	ADJ	N
abschnitt	sección	abschneiden	sección	ADV	N
möchte	quere	mögen	querer	V;SBJV;SG;3;PST;FIN	V
trainer	educadores	Trainer	educadores	ADJ	N
gerne	con	gerne	con	ADV	ADP
gerne	gusto	gerne	gusto	ADV	N
gerne	feliz	gerne	feliz	ADV	N
gerne	felices	gerne	felice	ADV	N
gerne	contenta	gerne	contentar	ADV	V
see	ver	see	ver		V
see	vexo	see	vexo		V
französische	franceses	französisch	francese	ADJ;NOM;FEM;PL	N
französische	francés	französisch	francés	ADJ;NOM;FEM;PL	N
hohen	instituto	hoch	instituto	ADJ;PL	N
hohen	altos	hoch	alto	ADJ;PL	N
südlich	sur	südlich	sur	ADJ	N
südlich	do	südlich	do	ADJ	PROPN
zeitschrift	revista	zeitschrefen	revista	ADJ	N
zeitschrift	revistas	zeitschrefen	revista	ADJ	N
zeitschrift	revista	zeitschrefen	revista	ADJ	N
zeitschrift	time	zeitschrefen	timir	ADJ	PROPN
führen	a	führen	o	V;NFIN	DET
führen	até	führen	até	V;NFIN	ADV
etc	etc	etc	etc		N
studium	estudar	studium	estudar	N;NOM;NEUT;SG	V
studium	estudamos	studium	estudar	N;NOM;NEUT;SG	V
ausbildung	estudan	ausbildung	estudar	N;FEM;SG	V
ausbildung	a	ausbildung	o	N;FEM;SG	DET
park	parque	park	parque	PROPN;NOM;SG	N
park	park	park	park	PROPN;NOM;SG	PROPN
george	george	george	george	PROPN;NOM;MASC;SG	PROPN
george	xurxo	george	xurxo	PROPN;NOM;MASC;SG	N
wappen	abrigo	wappen	abrigo		N
wappen	o	wappen	o		DET
wappen	chaqueta	wappen	chaqueta		N
wappen	brazos	wappen	brazo		N
wappen	armas	wappen	arma		N
bahn	tren	bahnen	tren		N
bahn	entreno	bahnen	entreno		PROPN
bahn	metro	bahnen	metro		N
bahn	tren	bahnen	tren		N
award	premio	award	premio	PROPN;NOM;MASC;SG	N
internationale	international	international	international	ADJ;NOM;FEM;PL	PROPN
internationale	o	international	o	ADJ;NOM;FEM;PL	DET
internationale	xénero	international	xénero	ADJ;NOM;FEM;PL	N
schreiben	carta	schreiben	carta	V;NFIN	N
schreiben	letra	schreiben	letra	V;NFIN	N
schreiben	a	schreiben	o	V;NFIN	DET
schreiben	súas	schreiben	seu	V;NFIN	DET
tatsächlich	de	tatsächlich	de	ADJ	ADP
tatsächlich	verdade	tatsächlich	verdade	ADJ	N
tatsächlich	o	tatsächlich	o	ADJ	DET
tatsächlich	feito	tatsächlich	feito	ADJ	N
tatsächlich	grazas	tatsächlich	graza	ADJ	N
tatsächlich	en	tatsächlich	en	ADJ	ADP
tatsächlich	realidade	tatsächlich	realidade	ADJ	N
tatsächlich	a	tatsächlich	o	ADJ	DET
tatsächlich	de	tatsächlich	de	ADJ	ADP
tatsächlich	feito	tatsächlich	feito	ADJ	N
tatsächlich	realmente	tatsächlich	real	ADJ	ADV
nahe	preto	nahe	preto		ADV
nahe	preto	nahe	preto		ADV
nahe	do	nahe	do		PROPN
nahe	da	nahe	da		V
nahe	de	nahe	de		ADP
nahe	preto	nahe	preto		ADV
größten	máis	groß	máis	ADJ;NOM;MASC;SG	ADV
größten	maiores	groß	maior	ADJ;NOM;MASC;SG	N
größten	duns	groß	dun	ADJ;NOM;MASC;SG	ADV
größten	máis	groß	máis	ADJ;NOM;MASC;SG	ADV
größten	máis	groß	máis	ADJ;NOM;MASC;SG	ADV
tore	gates	tor	gate	N;NOM;NEUT;PL	PROPN
politischen	políticas	politisch	política	ADJ;NOM;MASC;PL	N
politischen	políticos	politisch	político	ADJ;NOM;MASC;PL	N
politischen	política	politisch	política	ADJ;NOM;MASC;PL	N
wahl	elección	wahl	elección		N
wahl	eleccións	wahl	elección		N
wahl	electoral	wahl	electoral		ADJ
wahl	opción	wahl	opción		N
wahl	elección	wahl	elección		N
wahl	escolla	wahl	escolla		N
wahl	alternativa	wahl	alternativa		N
wahl	outra	wahl	outro		DET
wahl	escoller	wahl	escoller		V
darf	poden	dürfen	poder	V;IND;SG;3;PRS;FIN	V
darf	pode	dürfen	poder	V;IND;SG;3;PRS;FIN	V
darf	maio	dürfen	maio	V;IND;SG;3;PRS;FIN	N
darf	que	dürfen	que	V;IND;SG;3;PRS;FIN	PRO
darf	podo	dürfen	podar	V;IND;SG;3;PRS;FIN	V
männer	os	männer	o	N;NOM;MASC;PL	DET
schauspielerin	actriz	schauspielerin	actriz	ADJ	N
werde	vai	werden	ir	V;SBJV;SG;3;PRS;FIN	V
werde	nunha	werden	nunha	V;SBJV;SG;3;PRS;FIN	N
werde	ser	werden	ser	V;SBJV;SG;3;PRS;FIN	V
werde	en	werden	en	V;SBJV;SG;3;PRS;FIN	ADP
werde	se	werden	se	V;SBJV;SG;3;PRS;FIN	CONJ
gründung	fundación	gründung	fundación	ADJ	N
gründung	alicerce	gründung	alicerce	ADJ	N
gründung	alicerces	gründung	alicerze	ADJ	N
gründung	base	gründung	base	ADJ	N
gründung	foundation	gründung	foundation	ADJ	PROPN
gründung	cimentos	gründung	cimento	ADJ	N
gründung	transformado	gründung	transformar	ADJ	V
gründung	creación	gründung	creación	ADJ	N
beste	bos	gut	bo	ADJ;NOM;FEM;PL	N
zeitung	xornais	zeitung	xornal		N
zeitung	xornal	zeitung	xornal		N
zeitung	xornais	zeitung	xornal		N
zeitung	prensa	zeitung	prensa		N
zeitung	papel	zeitung	papel		N
zeitung	xornal	zeitung	xornal		N
zeitung	artigo	zeitung	artigo		N
zeitung	zeitung	zeitung	zeitung		PROPN
richtig	verdade	richtig	verdade	ADV	N
richtig	certo	richtig	certo	ADV	DET
division	división	division	división		N
stil	estilo	stil	estilo	ADJ	N
deine	teu	dein	teu	PRO;NOM;MASC;SG	DET
deine	seu	dein	seu	PRO;NOM;MASC;SG	DET
deine	a	dein	o	PRO;NOM;MASC;SG	DET
deine	teu	dein	teu	PRO;NOM;MASC;SG	DET
deine	o	dein	o	PRO;NOM;MASC;SG	DET
deine	seu	dein	seu	PRO;NOM;MASC;SG	DET
deine	súa	dein	seu	PRO;NOM;MASC;SG	DET
sagen	que	sagen	que	V;NFIN	PRO
sagen	que	sagen	que	V;NFIN	PRO
charles	charles	charles	charles	PROPN;NOM;MASC;SG	N
charles	carlos	charles	carlo	PROPN;NOM;MASC;SG	PROPN
gebaut	de	bauen	de	V;V.PTCP	ADP
größte	máis	groß	máis	ADJ;NOM;FEM;SG	ADV
größte	maiores	groß	maior	ADJ;NOM;FEM;SG	N
größte	duns	groß	dun	ADJ;NOM;FEM;SG	ADV
größte	máis	groß	máis	ADJ;NOM;FEM;SG	ADV
größte	máis	groß	máis	ADJ;NOM;FEM;SG	ADV
größte	máis	groß	máis	ADJ;NOM;FEM;SG	ADV
funktion	funcionar	Funktion	funcionar	N;SG	V
funktion	a	Funktion	o	N;SG	DET
funktion	a	Funktion	o	N;SG	DET
wahrscheinlich	probablemente	wahrscheinlich	probable	ADJ	ADV
wahrscheinlich	que	wahrscheinlich	que	ADJ	PRO
wahrscheinlich	que	wahrscheinlich	que	ADJ	PRO
wahrscheinlich	probablemente	wahrscheinlich	probable	ADJ	ADV
wahrscheinlich	risco	wahrscheinlich	risco	ADJ	N
erreichen	ao	erreichen	ao	V;NFIN	PROPN
erreichen	a	erreichen	o	V;NFIN	DET
till	ata	till	ata	PROPN;SG	ADP
till	que	till	que	PROPN;SG	PRO
till	até	till	até	PROPN;SG	ADV
till	a	till	o	PROPN;SG	DET
herzog	duque	herziehen	duque	PROPN;NOM;MASC;SG	N
zentrum	centro	zentrum	centro	PROPN;NOM;SG	N
zentrum	center	zentrum	center	PROPN;NOM;SG	PROPN
zentrum	de	zentrum	de	PROPN;NOM;SG	ADP
zentrum	centro	zentrum	centro	PROPN;NOM;SG	N
zentrum	cerne	zentrum	cerne	PROPN;NOM;SG	N
jede	os	jed	o	PRO;NOM;INDF;FEM;SG	DET
jede	as	jed	o	PRO;NOM;INDF;FEM;SG	DET
jede	todos	jed	todo	PRO;NOM;INDF;FEM;SG	DET
jede	cada	jed	cada	PRO;NOM;INDF;FEM;SG	DET
jede	todas	jed	todo	PRO;NOM;INDF;FEM;SG	DET
jede	calquera	jed	calquera	PRO;NOM;INDF;FEM;SG	DET
jede	máis	jed	máis	PRO;NOM;INDF;FEM;SG	ADV
jede	ningún	jed	ningún	PRO;NOM;INDF;FEM;SG	DET
jede	entre	jed	entre	PRO;NOM;INDF;FEM;SG	ADP
jede	cada	jed	cada	PRO;NOM;INDF;FEM;SG	DET
jede	uns	jed	un	PRO;NOM;INDF;FEM;SG	DET
jede	un	jed	un	PRO;NOM;INDF;FEM;SG	DET
dagegen	en	dagegen	en	ADV	ADP
dagegen	contra	dagegen	contra	ADV	ADP
dagegen	os	dagegen	o	ADV	DET
liebe	querido	lieb	querer	PROPN;NOM;SG	V
liebe	querida	lieb	querer	PROPN;NOM;SG	V
liebe	amor	lieb	amor	PROPN;NOM;SG	N
liebe	o	lieb	o	PROPN;NOM;SG	DET
rom	roma	rom	roma	PROPN;NOM;NEUT;SG	PROPN
wenige	poucos	wenig	pouco	ADJ;NOM;INDF;PL	DET
wenige	poucas	wenig	pouco	ADJ;NOM;INDF;PL	DET
wenige	uns	wenig	un	ADJ;NOM;INDF;PL	DET
wenige	algunhas	wenig	algún	ADJ;NOM;INDF;PL	DET
wenige	algúns	wenig	algún	ADJ;NOM;INDF;PL	DET
wenige	unhas	wenig	un	ADJ;NOM;INDF;PL	DET
grenze	límite	grenze	límite	ADJ	N
grenze	fronteira	grenze	fronteira	ADJ	N
grenze	fronteira	grenze	fronteira	ADJ	N
nächsten	ao	nah	ao	ADJ;PL	PROPN
nächsten	lado	nah	lado	ADJ;PL	N
nächsten	o	nah	o	ADJ;PL	DET
truppen	tropas	truppen	tropa	V;NFIN	N
truppen	as	truppen	o	V;NFIN	DET
mitarbeiter	empregados	Mitarbeiter	empregado	ADJ	N
mitarbeiter	os	Mitarbeiter	o	ADJ	DET
mitarbeiter	persoal	Mitarbeiter	persoal	ADJ	N
mitarbeiter	bastón	Mitarbeiter	bastón	ADJ	N
mitarbeiter	de	Mitarbeiter	de	ADJ	ADP
mitarbeiter	plantilla	Mitarbeiter	plantilla	ADJ	N
britischen	a	britisch	o	ADJ;NOM;MASC;PL	DET
verwendung	usamos	verwendung	usar	N;SG	V
verwendung	usar	verwendung	usar	N;SG	V
verwendung	usan	verwendung	usar	N;SG	V
verwendung	usa	verwendung	usar	N;SG	V
sieg	gañar	seigen	gañar	N;NOM;SG	V
sieg	da	seigen	da	N;NOM;SG	V
sieg	a	seigen	o	N;NOM;SG	DET
entwickelt	o	entwickeln	o	V;V.PTCP	DET
china	china	china	china	PROPN;NOM;MASC;SG	N
hohe	instituto	hoch	instituto	ADJ;NOM;FEM;PL	N
hohe	altos	hoch	alto	ADJ;NOM;FEM;PL	N
falls	cae	falls	caer	CONJ	V
leicht	facilmente	leicht	facilmente	ADJ	ADV
leicht	luz	leicht	luz	ADJ	N
leicht	calma	leicht	calma	ADJ	N
leicht	acouguen	leicht	acougar	ADJ	PROPN
leicht	lixeiramente	leicht	lixeiramente	ADJ	ADV
verbunden	asociados	verbinden	asociar	ADJ;V.PTCP	V
verbunden	coa	verbinden	coar	ADJ;V.PTCP	V
verbunden	asociado	verbinden	asociar	ADJ;V.PTCP	V
verbunden	pegados	verbinden	pegar	ADJ;V.PTCP	V
verbunden	conectados	verbinden	conectar	ADJ;V.PTCP	V
verbunden	conectada	verbinden	conectar	ADJ;V.PTCP	V
verbunden	conectado	verbinden	conectar	ADJ;V.PTCP	V
verbunden	con	verbinden	con	ADJ;V.PTCP	ADP
verbunden	conectadas	verbinden	conectar	ADJ;V.PTCP	V
verbunden	conectan	verbinden	conectar	ADJ;V.PTCP	V
verbunden	conectadas	verbinden	conectar	ADJ;V.PTCP	V
bald	en	bald	en	ADV	ADP
bald	canto	bald	canto	ADV	PRO
autoren	escritores	autor	escritor		N
all	todo	all	todo	ADV	DET
all	todos	all	todo	ADV	DET
all	todas	all	todo	ADV	DET
tiefe	interior	tief	interior		ADJ
tiefe	no	tief	no		V
tiefe	fondo	tief	fondo		N
tiefe	profundo	tief	profundo		ADJ
tiefe	profundidade	tief	profundidade		N
tiefe	de	tief	de		ADP
press	prensa	press	prensa	PROPN	N
press	o	press	o	PROPN	DET
press	press	press	press	PROPN	PROPN
gattung	especie	gattung	especie	ADJ	N
gattung	especies	gattung	especie	ADJ	N
allein	soa	allein	só	ADV	DET
allein	sós	allein	só	ADV	PROPN
allein	soas	allein	so	ADV	N
allein	en	allein	en	ADV	ADP
allein	paz	allein	paz	ADV	N
bürgermeister	alcalde	bürgermeister	alcalde	ADJ	N
bürgermeister	o	bürgermeister	o	ADJ	DET
bürgermeister	alcaldesa	bürgermeister	alcaldesa	ADJ	N
nord	ao	nord	ao	ADJ	PROPN
nord	norte	nord	norte	ADJ	N
nord	do	nord	do	ADJ	PROPN
bestehen	en	bestehen	en	V;NFIN	ADP
bestehen	existencia	bestehen	existencia	V;NFIN	N
bestehen	vida	bestehen	vida	V;NFIN	N
zuletzt	último	zuletzt	último	ADV	ADJ
zuletzt	últimos	zuletzt	último	ADV	ADJ
zuletzt	pasado	zuletzt	pasado	ADV	ADJ
zuletzt	última	zuletzt	último	ADV	ADJ
zuletzt	o	zuletzt	o	ADV	DET
verheiratet	casou	verheiraten	casar	ADJ;V.PTCP	V
verheiratet	casar	verheiraten	casar	ADJ;V.PTCP	V
verheiratet	casado	verheiraten	casado	ADJ;V.PTCP	V
entwickelte	o	entwickeln	o	V;IND;SG;3;PST;FIN	DET
produktion	produción	produktion	produción		N
produktion	de	produktion	de		ADP
produktion	producción	produktion	producción		N
berg	montaña	berg	montaña	PROPN;NOM;MASC;SG	N
berg	montañosa	berg	montañoso	PROPN;NOM;MASC;SG	ADJ
berg	outeiro	berg	outeiro	PROPN;NOM;MASC;SG	N
berg	hill	berg	hill	PROPN;NOM;MASC;SG	PROPN
berg	outeiros	berg	outeiro	PROPN;NOM;MASC;SG	N
berg	924	berg	924	PROPN;NOM;MASC;SG	NUM
alt	anos	alt	ano	ADJ	N
alt	vellos	alt	vello	ADJ	N
alt	vello	alt	vello	ADJ	N
alt	vella	alt	vella	ADJ	N
punkt	momento	punken	momento		N
punkt	punto	punken	punto		N
andreas	andrew	andreas	andrew	PROPN;NOM;MASC;SG	PROPN
stiftung	foundation	stiftung	foundation	N;NOM;FEM;SG	PROPN
stiftung	transformado	stiftung	transformar	N;NOM;FEM;SG	V
aktiv	activa	aktiv	activo	ADJ	N
aktiv	a	aktiv	o	ADJ	DET
aktiv	activo	aktiv	activo	ADJ	N
aktiv	activos	aktiv	activo	ADJ	N
aktiv	militante	aktiv	militante	ADJ	N
gute	ben	gut	ben	ADJ;NOM;SG	ADV
gute	bos	gut	bo	ADJ;NOM;SG	N
sinne	que	sinnen	que	N	PRO
sinne	significa	sinnen	significar	N	V
sinne	explican	sinnen	explicar	N	V
sinne	o	sinnen	o	N	DET
gegensatz	contraste	gegensatz	contraste	ADJ	N
minuten	minutos	minuten	minuto	V;NFIN	N
minuten	minutos	minuten	minuto	V;NFIN	N
bleiben	aquí	bleiben	aquí	V;NFIN	ADV
bleiben	noite	bleiben	noite	V;NFIN	N
bleiben	na	bleiben	na	V;NFIN	N
frühen	cedo	früh	cedo	ADJ	ADV
rang	última	rang	último	N;SG	ADJ
ähnlich	parecido	ähnlich	parecer	ADJ	N
finale	derradeira	final	derradeiro	N;NOM;NEUT;SG	ADJ
finale	último	final	último	N;NOM;NEUT;SG	ADJ
finale	axuntémonos	final	axuntémonos	N;NOM;NEUT;SG	V
finale	todos	final	todo	N;NOM;NEUT;SG	DET
finale	definitivo	final	definitivo	N;NOM;NEUT;SG	ADJ
jeden	os	jed	o	PRO;ACC;INDF;MASC;SG	DET
jeden	as	jed	o	PRO;ACC;INDF;MASC;SG	DET
jeden	todos	jed	todo	PRO;ACC;INDF;MASC;SG	DET
jeden	cada	jed	cada	PRO;ACC;INDF;MASC;SG	DET
jeden	todas	jed	todo	PRO;ACC;INDF;MASC;SG	DET
jeden	entre	jed	entre	PRO;ACC;INDF;MASC;SG	ADP
jeden	cada	jed	cada	PRO;ACC;INDF;MASC;SG	DET
jeden	uns	jed	un	PRO;ACC;INDF;MASC;SG	DET
jeden	un	jed	un	PRO;ACC;INDF;MASC;SG	DET
jeden	calquera	jed	calquera	PRO;ACC;INDF;MASC;SG	DET
jeden	máis	jed	máis	PRO;ACC;INDF;MASC;SG	ADV
jeden	ningún	jed	ningún	PRO;ACC;INDF;MASC;SG	DET
verfahren	proceso	verfahren	proceso	V;NFIN	N
verfahren	método	verfahren	método	V;NFIN	N
verfahren	procedemento	verfahren	procedemento	V;NFIN	N
tour	xira	tour	xira		N
wollen	quero	wollen	quero	V;IND;PL;3;PRS;FIN	V
wollen	queres	wollen	quere	V;IND;PL;3;PRS;FIN	V
wollen	quere	wollen	querer	V;IND;PL;3;PRS;FIN	V
wollen	quero	wollen	quero	V;IND;PL;3;PRS;FIN	V
wollen	queremos	wollen	querer	V;IND;PL;3;PRS;FIN	V
wollen	quere	wollen	querer	V;IND;PL;3;PRS;FIN	V
wollen	queren	wollen	querer	V;IND;PL;3;PRS;FIN	V
wollen	queres	wollen	quere	V;IND;PL;3;PRS;FIN	V
ergebnis	resultados	ergebnis	resultado	ADJ	N
ergebnis	resultado	ergebnis	resultado	ADJ	N
ergebnis	consecuencia	ergebnis	consecuencia	ADJ	N
ergebnis	resultado	ergebnis	resultado	ADJ	N
ergebnis	resultados	ergebnis	resultado	ADJ	N
mark	mark	mark	mark	PROPN	PROPN
mark	marca	mark	marca	PROPN	N
mark	a	mark	o	PROPN	DET
mark	marcos	mark	marco	PROPN	N
leitung	dirección	leitung	dirección	ADJ	N
leitung	de	leitung	de	ADJ	ADP
leitung	liderado	leitung	liderado	ADJ	V
falsch	mal	falsch	mal	ADJ	ADV
falsch	malo	falsch	malo	ADJ	PROPN
artikeln	artigos	artikeln	artigo	ADJ	N
gold	ouro	gold	ouro		N
gold	de	gold	de		ADP
weise	sensata	weis	sensatar	ADJ	N
weise	sabia	weis	sabia	ADJ	V
weise	sabio	weis	sabio	ADJ	N
weise	así	weis	así	ADJ	ADV
weise	xeito	weis	xeito	ADJ	N
weise	como	weis	como	ADJ	PRO
weise	maneira	weis	maneira	ADJ	N
weise	forma	weis	forma	ADJ	N
weise	camiño	weis	camiño	ADJ	N
außer	excepto	außer	excepto	ADP	ADV
außer	só	außer	só	ADP	ADV
außer	pero	außer	pero	ADP	CONJ
außer	menos	außer	menos	ADP	ADV
außer	parte	außer	parte	ADP	N
außer	abaixo	außer	abaixo	ADP	ADV
außer	separados	außer	separar	ADP	ADJ
heiligen	santos	heilig	santo	ADJ	N
heiligen	santos	heilig	santo	ADJ	N
heiligen	sagrada	heilig	sagrar	ADJ	V
heiligen	sagrados	heilig	sagrar	ADJ	V
möglichkeit	oportunidade	möglichkeit	oportunidade	ADJ	N
möglichkeit	de	möglichkeit	de	ADJ	ADP
möglichkeit	oportunidades	möglichkeit	oportunidade	ADJ	N
möglichkeit	a	möglichkeit	o	ADJ	DET
möglichkeit	opción	möglichkeit	opción	ADJ	N
möglichkeit	esta	möglichkeit	este	ADJ	DET
möglichkeit	posibilidade	möglichkeit	posibilidade	ADJ	N
leiter	cabeza	leiter	cabeza	ADJ	N
leiter	a	leiter	o	ADJ	DET
leiter	líder	leiter	líder	ADJ	N
los	ángeles	los	ángele	ADV	N
los	los	los	lo	ADV	N
los	angeles	los	angel	ADV	N
los	ánxeles	los	ánxele	ADV	N
river	río	river	río	PROPN;NOM;SG	N
rennen	razas	rennen	raza	V;NFIN	N
rennen	carreira	rennen	carreira	V;NFIN	N
rennen	raza	rennen	raza	V;NFIN	N
rennen	a	rennen	o	V;NFIN	DET
rennen	internacional	rennen	internacional	V;NFIN	ADJ
rennen	de	rennen	de	V;NFIN	ADP
rennen	carreiras	rennen	carreira	V;NFIN	N
union	unión	union	unión	PROPN;NOM;SG	N
union	sindicato	union	sindicato	PROPN;NOM;SG	N
union	sindicalista	union	sindicalista	PROPN;NOM;SG	N
union	sindical	union	sindical	PROPN;NOM;SG	N
union	do	union	do	PROPN;NOM;SG	PROPN
japan	xapón	japan	xapón	PROPN;NOM;NEUT;SG	PROPN
belegt	moi	belegen	moi	ADJ;V.PTCP	ADV
belegt	negocios	belegen	negocio	ADJ;V.PTCP	N
belegt	ocupada	belegen	ocupado	ADJ;V.PTCP	V
belegt	ocupada	belegen	ocupado	ADJ;V.PTCP	V
belegt	a	belegen	o	ADJ;V.PTCP	DET
belegt	demostrou	belegen	demostrar	ADJ;V.PTCP	V
webseite	sitio	webseite	sitio		N
webseite	web	webseite	web		N
webseite	páxina	webseite	páxina		N
webseite	zona	webseite	zona		N
webseite	lugar	webseite	lugar		N
webseite	web	webseite	web		N
müller	miller	müll	miller	PROPN;NOM;MASC;SG	PROPN
angaben	datos	angeben	dato	V;NFIN	N
angaben	puntos	angeben	punto	V;NFIN	N
angaben	información	angeben	información	V;NFIN	N
vorsitzender	presidente	vorsitzend	presidente	ADJ	N
vorsitzender	vicepresidente	vorsitzend	vicepresidente	ADJ	N
vorsitzender	o	vorsitzend	o	ADJ	DET
vorsitzender	cadeira	vorsitzend	cadeira	ADJ	N
vorsitzender	presidente	vorsitzend	presidente	ADJ	N
albert	albert	albern	albert	PROPN;SG	PROPN
fest	sólida	fest	sólida	ADV	ADJ
dank	grazas	dank	graza	ADV	N
dank	moitas	dank	moito	ADV	DET
entsprechend	segundo	entsprechend	segundo	ADJ	ADP
entsprechend	acordo	entsprechend	acordo	ADJ	N
entsprechend	de	entsprechend	de	ADJ	ADP
entsprechend	as	entsprechend	o	ADJ	DET
entsprechend	acorde	entsprechend	acorde	ADJ	N
entsprechend	coas	entsprechend	coar	ADJ	V
entsprechend	atendendo	entsprechend	atender	ADJ	V
entsprechend	home	entsprechend	home	ADJ	N
versucht	intento	versuchen	intento	V;V.PTCP	N
versucht	de	versuchen	de	V;V.PTCP	ADP
erkennen	te	erkennen	te	V;NFIN	PRO
erkennen	que	erkennen	que	V;NFIN	PRO
erkennen	os	erkennen	o	V;NFIN	DET
politik	política	politik	política	ADJ	N
politik	a	politik	o	ADJ	DET
politik	de	politik	de	ADJ	ADP
politik	póliza	politik	póliza	ADJ	N
politik	política	politik	política	ADJ	N
politik	a	politik	o	ADJ	DET
politik	políticas	politik	política	ADJ	N
anna	anne	anna	anne	PROPN;NOM;FEM;SG	PROPN
anna	anna	anna	anna	PROPN;NOM;FEM;SG	PROPN
katholischen	catholic	katholisch	catholic	ADJ;NOM;MASC;SG	PROPN
zeitpunkt	cita	zeitpunkt	cita	ADJ	N
zeitpunkt	a	zeitpunkt	o	ADJ	DET
zeitpunkt	día	zeitpunkt	día	ADJ	N
zeitpunkt	data	zeitpunkt	data	ADJ	N
zeitpunkt	momento	zeitpunkt	momento	ADJ	N
zeitpunkt	tempo	zeitpunkt	tempo	ADJ	N
zeitpunkt	vez	zeitpunkt	vez	ADJ	N
zeitpunkt	hora	zeitpunkt	hora	ADJ	N
hochschule	de	hochschule	de	N;NOM;FEM;SG	ADP
hochschule	da	hochschule	da	N;NOM;FEM;SG	V
hochschule	universitaria	hochschule	universitario	N;NOM;FEM;SG	ADJ
hochschule	que	hochschule	que	N;NOM;FEM;SG	PRO
hochschule	college	hochschule	collegar	N;NOM;FEM;SG	PROPN
position	posición	position	posición		N
dennoch	non	dennoch	non	ADV	PART
dennoch	con	dennoch	con	ADV	ADP
dennoch	todo	dennoch	todo	ADV	DET
dennoch	sen	dennoch	sen	ADV	ADP
dennoch	embargo	dennoch	embargo	ADV	N
dennoch	pero	dennoch	pero	ADV	CONJ
schwer	pesados	schwer	pesar	ADJ	V
schwer	pesa	schwer	pesar	ADJ	V
schwer	moito	schwer	moito	ADJ	ADV
schwer	peso	schwer	peso	ADJ	N
schwer	dura	schwer	durar	ADJ	V
schwer	por	schwer	por	ADJ	ADP
hinweis	nota	hinweis	nota	ADV	N
hinweis	a	hinweis	o	ADV	DET
hinweis	conta	hinweis	conta	ADV	N
hinweis	que	hinweis	que	ADV	PRO
hinweis	vin	hinweis	ver	ADV	V
hinweis	aviso	hinweis	aviso	ADV	N
hinweis	pista	hinweis	pistar	ADV	N
hinweis	idea	hinweis	idea	ADV	N
gruppen	de	grappen	de	N;NOM;FEM;PL	ADP
cup	cunca	cup	cunca	PROPN;NOM;MASC;SG	N
cup	café	cup	café	PROPN;NOM;MASC;SG	N
weder	tampouco	weder	tampouco	CONJ	ADV
weder	habemos	weder	haber	CONJ	V
weder	ningún	weder	ningún	CONJ	DET
weder	non	weder	non	CONJ	PART
weder	eu	weder	eu	CONJ	PRO
satz	frase	satz	frase		N
satz	de	satz	de		ADP
satz	taxa	satz	taxa		N
satz	conxunto	satz	conxunto		N
satz	oración	satz	oración		N
satz	frase	satz	frase		N
satz	sentenza	satz	sentenza		N
satz	sentencia	satz	sentencia		N
satz	punto	satz	punto		N
satz	e	satz	e		CONJ
satz	seguido	satz	seguir		V
hauptsächlich	principalmente	hauptsächlich	principal	ADJ	ADV
hauptsächlich	maioría	hauptsächlich	maioría	ADJ	N
hauptsächlich	sobre	hauptsächlich	sobre	ADJ	ADP
hauptsächlich	todo	hauptsächlich	todo	ADJ	DET
hauptsächlich	maiormente	hauptsächlich	maiormente	ADJ	ADV
hauptsächlich	maioritariamente	hauptsächlich	maioritariamente	ADJ	ADV
derzeit	estamos	derzeit	estar	ADV	V
derzeit	neste	derzeit	neste	ADV	PROPN
derzeit	momento	derzeit	momento	ADV	N
reicht	suficiente	reichen	suficiente	V;IND;SG;3;PRS;FIN	ADJ
reicht	para	reichen	para	V;IND;SG;3;PRS;FIN	ADP
reicht	abondo	reichen	abondo	V;IND;SG;3;PRS;FIN	ADV
stimmen	voto	stimmen	voto	V;NFIN	N
stimmen	votos	stimmen	voto	V;NFIN	N
stimmen	votos	stimmen	voto	V;NFIN	N
stimmen	votación	stimmen	votación	V;NFIN	N
stimmen	voces	stimmen	voz	V;NFIN	N
geführt	á	führen	á	V;V.PTCP	N
stadtteil	distrito	stadtteil	distrito	ADJ	N
stadtteil	do	stadtteil	do	ADJ	PROPN
wert	ser	wert	ser	ADJ	V
wert	a	wert	o	ADJ	DET
wert	pena	wert	pena	ADJ	N
wert	paga	wert	pagar	ADJ	V
wert	valor	wert	valor	ADJ	N
wert	vale	wert	valar	ADJ	V
wert	valor	wert	valor	ADJ	N
wert	canto	wert	canto	ADJ	PRO
wert	revenda	wert	revenda	ADJ	N
späteren	despois	spät	despois	ADJ	ADV
späteren	máis	spät	máis	ADJ	ADV
späteren	tarde	spät	tarde	ADJ	N
späteren	logo	spät	logo	ADJ	ADV
frei	balde	frei	balde	ADJ	N
frank	frank	frank	frank	PROPN;NOM;MASC;SG	N
frank	franco	frank	franco	PROPN;NOM;MASC;SG	N
inhalt	contido	inhalt	contido		N
inhalt	dóeme	inhalt	dóeme		V
bekannte	coñecido	bekannt	coñecer	ADJ;NOM;PL	V
bekannte	coñecidos	bekannt	coñecer	ADJ;NOM;PL	V
