que	że	que	że	PRO;MASC;SG	PART
verão	summer	ver	summer	V;IND;PL;3;FUT;FIN	
verão	letnie	ver	letni	V;IND;PL;3;FUT;FIN	ADJ;NOM;NEUT;SG
verão	letni	ver	letni	V;IND;PL;3;FUT;FIN	ADJ;NOM;MASC;SG
verão	lato	ver	lato	V;IND;PL;3;FUT;FIN	
manter	trzymanie	manter	trzymać	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
fosse	fosse	ser	foss	V;SBJV;SG;3;IPFV;FIN	
interior	wnętrz	interior	wnętrz	N;MASC;SG	
interior	wewnętrzne	interior	wewnętrzny	N;MASC;SG	ADJ;NOM;NEUT;SG
interior	wewnętrzny	interior	wewnętrzny	N;MASC;SG	ADJ;NOM;MASC;SG
interior	wewnętrzna	interior	wewnętrzny	N;MASC;SG	ADJ;NOM;FEM;SG
dar	dawanie	dar	dawan	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
dar	dar	dar	dar	V;NFIN	N;NOM;MASC;SG
livros	książkę	livro	książka	N;MASC;PL	N;ACC;FEM;SG
livros	książka	livro	książka	N;MASC;PL	N;NOM;FEM;SG
livros	księga	livro	ksiągać	N;MASC;PL	
love	love	love	lova	N;MASC;SG	
love	kocham	love	kochać	N;MASC;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
asteróide	asteroid	asteróide	asteroid	N;MASC;SG	
olímpicos	olimpijski	olímpico	olimpijski	N;MASC;PL	ADJ;NOM;MASC;SG
olímpicos	olympic	olímpico	olympic	N;MASC;PL	
olímpicos	olimpijskie	olímpico	olimpijski	N;MASC;PL	ADJ;NOM;NEUT;SG
londres	london	londre	london	N;FEM;SG	
londres	londyn	londre	londyn	N;FEM;SG	
anterior	przedni	anterior	przednia	ADJ;MASC;SG	N;NOM;MASC;SG
anterior	poprzednia	anterior	poprzedniać	ADJ;MASC;SG	
anterior	poprzednie	anterior	poprzednie	ADJ;MASC;SG	
classe	zajęcia	classe	zajęcia	N;FEM;SG	N;NOM;NEUT;PL
classe	klasa	classe	klasa	N;FEM;SG	V;IPFV;IND;SG;2;FIN;ACT
fazendo	robienie	fazer	robić	V;V.MSDR	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
fazendo	robienie	fazer	robić	V;V.MSDR	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
fazendo	zrobienie	fazer	zrobienie	V;V.MSDR	N;PFV;NOM;NEUT;SG;POS;V.MSDR
importantes	ważne	importante	ważny	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
importantes	wazne	importante	wazny	ADJ;MASC;PL	
importantes	ważny	importante	ważny	ADJ;MASC;PL	ADJ;NOM;MASC;SG
importantes	ważna	importante	ważny	ADJ;MASC;PL	ADJ;NOM;FEM;SG
evento	wydarzenia	evento	wydarzenie	N;MASC;SG	N;NOM;NEUT;PL
companhia	firmy	companhia	firma	N;FEM;SG	N;NOM;FEM;PL
companhia	spółka	companhia	spółka	N;FEM;SG	
united	zjednoczone	united	zjednoczyć	N;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
united	united	united	united	N;MASC;SG	
united	zjednoczona	united	zjednoczyć	N;MASC;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
united	zjednoczeni	united	zjednoczyć	N;MASC;SG	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
united	zjednoczonych	united	zjednoczyć	N;MASC;SG	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
novas	nowości	novo	nowość	ADJ;FEM;PL	N;ACC;FEM;PL
novas	nowe	novo	nowy	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
novas	nowość	novo	nowość	ADJ;FEM;PL	N;NOM;FEM;SG
novas	nowy	novo	nowy	ADJ;FEM;PL	ADJ;NOM;MASC;SG
novas	nowa	novo	nowy	ADJ;FEM;PL	
leste	wschodnie	leste	wschodni	N;MASC;SG	ADJ;NOM;NEUT;SG
leste	east	leste	east	N;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
leste	wschodni	leste	wschodni	N;MASC;SG	ADJ;NOM;MASC;SG
leste	wschodnia	leste	wschodnia	N;MASC;SG	ADJ;NOM;FEM;SG
leste	wschodnie	leste	wschodni	N;MASC;SG	ADJ;NOM;NEUT;SG
leste	wschodni	leste	wschodni	N;MASC;SG	ADJ;NOM;MASC;SG
leste	wschodniej	leste	wschodni	N;MASC;SG	ADJ;GEN;FEM;SG
leste	wschodnia	leste	wschodnia	N;MASC;SG	ADJ;NOM;FEM;SG
noite	wieczorny	noite	wieczorny	N;FEM;SG	ADJ;NOM;MASC;SG
noite	nocny	noite	nocny	N;FEM;SG	ADJ;NOM;MASC;SG
noite	night	noite	night	N;FEM;SG	
energia	energii	energia	energia	N;FEM;SG	
energia	energy	energia	energy	N;FEM;SG	
energia	moc	energia	moc	N;FEM;SG	
energia	power	energia	power	N;FEM;SG	
wikipedia	wikipedia	wikipedia	wikipediać	N;FEM;SG	
senhora	dama	senhora	dam	N;FEM;SG	
aproximadamente	około	aproximadamente	około	ADV	PART
nomes	nazwy	nome	nazwa	N;MASC;PL	
ministro	ministrze	ministro	minister	N;MASC;SG	
ministro	ministrowie	ministro	minister	N;MASC;SG	N;NOM;MASC;PL
simples	prosta	simples	prosty	ADJ;MASC;SG	
simples	proste	simples	prosty	ADJ;MASC;SG	
simples	plain	simples	plain	ADJ;MASC;SG	
fala	mów	falar	mówić	V;IND;SG;3;PRS;FIN	V;IPFV;IMP;SG;2;FIN;ACT
luz	light	luz	light	N;FEM;SG	
luz	lekka	luz	lekki	N;FEM;SG	ADJ;NOM;FEM;SG
luz	lekki	luz	lekki	N;FEM;SG	ADJ;NOM;MASC;SG
luz	luz	luz	luz	N;FEM;SG	
gerais	generał	geral	generał	N;MASC;PL	N;NOM;MASC;SG
gerais	ogólny	geral	ogólny	N;MASC;PL	ADJ;NOM;MASC;SG
gerais	ogólnie	geral	ogólnie	N;MASC;PL	ADV
gerais	ogólna	geral	ogólny	N;MASC;PL	ADJ;NOM;FEM;SG
gerais	ogólne	geral	ogólny	N;MASC;PL	ADJ;NOM;NEUT;SG
freguesia	parafia	freguesia	parafia	N;FEM;SG	
competição	zawody	competição	zawód	N;FEM;SG	N;NOM;MASC;PL
competição	zawody	competição	zawód	N;FEM;SG	N;NOM;MASC;PL
príncipe	prince	príncipe	prinka	N;MASC;SG	
william	william	williar	williać	N;MASC;SG	PROPN;NOM;MASC;SG
william	wilhelm	williar	wilhelm	N;MASC;SG	PROPN;NOM;MASC;SG
civil	cywilne	civil	cywilny	N;MASC;SG	ADJ;NOM;NEUT;SG
civil	obywatelskiego	civil	obywatelski	N;MASC;SG	ADJ;ACC;MASC;SG
civil	cywilny	civil	cywilny	N;MASC;SG	ADJ;NOM;MASC;SG
civil	cywilne	civil	cywilny	N;MASC;SG	ADJ;NOM;NEUT;SG
civil	cywile	civil	cywile	N;MASC;SG	N;NOM;MASC;PL
civil	cywilny	civil	cywilny	N;MASC;SG	ADJ;NOM;MASC;SG
civil	cywilnej	civil	cywilny	N;MASC;SG	ADJ;GEN;FEM;SG
serviços	usług	serviço	usługa	N;MASC;PL	V;IPFV;IND;PL;FIN;ACT
vale	doliny	valer	dolina	V;IND;SG;3;PRS;FIN	
vale	valley	valer	valley	V;IND;SG;3;PRS;FIN	
vale	dolina	valer	dolinać	V;IND;SG;3;PRS;FIN	
vale	dolinie	valer	dolin	V;IND;SG;3;PRS;FIN	
vale	vale	valer	vale	V;IND;SG;3;PRS;FIN	
nasceu	urodzony	nascer	urodzić	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
nasceu	urodzona	nascer	urodzić	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
nasceu	urodzone	nascer	urodzić	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
escreveu	napisali	escrever	napisać	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;PL;PST;FIN;ACT
apresenta	prezentów	apresentar	prezent	V;IND;SG;3;PRS;FIN	N;GEN;MASC;PL
apresenta	prezenty	apresentar	prezent	V;IND;SG;3;PRS;FIN	N;NOM;MASC;PL
paul	pawel	paul	pawel	N;MASC;SG	V;IPFV;IND;SG;PST;FIN;ACT
paul	paweł	paul	paweł	N;MASC;SG	PROPN;NOM;MASC;SG
michael	michael	michael	michael	N;MASC;SG	PROPN;NOM;MASC;SG
michael	michał	michael	michać	N;MASC;SG	PROPN;NOM;MASC;SG
escrito	napisane	escrever	napisać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
escrito	pisemne	escrever	pisemny	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG
escrito	zapisane	escrever	zapisać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
controle	control	controle	control	N;MASC;SG	
vídeo	video	vídeo	video	N;MASC;SG	
vídeo	wideo	vídeo	wideo	N;MASC;SG	
estavam	były	estar	być	V;IND;PL;3;IPFV;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
estavam	byli	estar	być	V;IND;PL;3;IPFV;FIN	V;IPFV;MASC;IND;PL;PST;FIN;ACT
produtor	producent	produtor	producent	N;MASC;SG	
produtor	producenta	produtor	producent	N;MASC;SG	
conseguiu	zarządzane	conseguir	zarządzać	V;IND;SG;3;PST;FIN	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
conseguiu	zarządzany	conseguir	zarządzać	V;IND;SG;3;PST;FIN	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
feita	wykonane	fazer	wykonać	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
feita	made	fazer	mada	V;FEM;SG;V.PTCP	
feita	zrobione	fazer	zrobić	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
fundação	foundation	fundação	foundation	N;FEM;SG	
verdade	prawdziwe	verdade	prawdziwy	N;FEM;SG	ADJ;NOM;NEUT;SG
verdade	true	verdade	true	N;FEM;SG	
verdade	prawdy	verdade	prawda	N;FEM;SG	
estas	tych	este	ten	PRO;FEM;PL	DET;GEN;MASC;PL
estas	te	este	ten	PRO;FEM;PL	DET;NOM;MASC;PL
criada	utworzona	criar	utworzyć	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
criada	utworzony	criar	utworzyć	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
criada	utworzone	criar	utworzyć	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
melhores	lepsza	bom	dobry	ADJ;MASC;PL	ADJ;NOM;CMPR;FEM;SG
melhores	lepiej	bom	dobrze	ADJ;MASC;PL	ADV;CMPR
melhores	lepsze	bom	dobry	ADJ;MASC;PL	ADJ;NOM;CMPR;MASC;SG
melhores	najlepsza	bom	dobry	ADJ;MASC;PL	ADJ;NOM;CMPR;FEM;SG
melhores	najlepszy	bom	dobry	ADJ;MASC;PL	ADJ;NOM;CMPR;MASC;SG
melhores	najlepiej	bom	dobrze	ADJ;MASC;PL	ADV;RL
melhores	best	bom	best	ADJ;MASC;PL	
melhores	najlepsze	bom	dobry	ADJ;MASC;PL	ADJ;NOM;CMPR;NEUT;SG
menor	nieletni	pequeno	nieletni	ADJ;MASC;SG	N;NOM;MASC;SG
menor	nieletnich	pequeno	nieletni	ADJ;MASC;SG	N;GEN;MASC;PL
menor	najmniejszych	pequeno	mały	ADJ;MASC;SG	ADJ;ACC;CMPR;MASC;PL
antônio	anthony	antônio	anthon	N;MASC;SG	PROPN;NOM;MASC;SG
antônio	antoni	antônio	antoni	N;MASC;SG	PROPN;NOM;MASC;SG
antônio	antoniusz	antônio	antoniusz	N;MASC;SG	PROPN;NOM;MASC;SG
antônio	antônio	antônio	antônio	N;MASC;SG	PROPN;NOM;MASC;SG
antônio	antonia	antônio	antonia	N;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
antônio	antonio	antônio	antonio	N;MASC;SG	PROPN;NOM;MASC;SG
decisão	decyzje	decisão	decyzja	N;FEM;SG	N;NOM;FEM;PL
estrutura	struktury	estrutura	struktura	N;FEM;SG	N;ACC;FEM;PL
abaixo	poniżej	abaixo	poniżej	ADV	
der	der	dar	der	V;SBJV;SG;3;FUT;FIN	
conde	liczyć	conde	liczyć	N;MASC;SG	V;IPFV;NFIN;ACT
conde	licz	conde	liczyć	N;MASC;SG	V;IPFV;IMP;SG;2;FIN;ACT
conde	earl	conde	earl	N;MASC;SG	
conde	comte	conde	comt	N;MASC;SG	
conde	conde	conde	condy	N;MASC;SG	
ajuda	pomoc	ajuda	pomoc	N;FEM;SG	V;IPFV;IND;SG;2;FIN;ACT
ajuda	pomoc	ajuda	pomoc	N;FEM;SG	V;IPFV;IND;SG;2;FIN;ACT
bandeira	flag	bandeira	flag	N;FEM;SG	
ensino	uczenie	ensino	uczenie	N;MASC;SG	
inclinação	tilt	inclinação	tilt	N;FEM;SG	
coisa	rzecz	coisa	rzecz	N;FEM;SG	
music	music	music	musieć	N;MASC;SG	
music	muzyki	music	muzyka	N;MASC;SG	
escritor	autor	escritor	autor	N;MASC;SG	V;IPFV;IND;SG;PST;FIN;ACT
falta	brak	falta	brak	N;FEM;SG	V;IND;PRS;FIN
falta	brak	falta	brak	N;FEM;SG	V;IND;PRS;FIN
falta	brakuje	falta	brakować	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
falta	brakujące	falta	brakować	N;FEM;SG	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
falta	zaginiony	falta	zaginić	N;FEM;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
falta	zaginął	falta	zaginąć	N;FEM;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
ngc	ngc	ngc	ngc	N;FEM;SG	PROPN;NOM;FEM;SG
pesquisa	szukaj	pesquisa	szukać	N;FEM;SG	V;IPFV;IMP;SG;2;FIN;ACT
pesquisa	badania	pesquisa	badanie	N;FEM;SG	N;NOM;NEUT;PL
teoria	teorie	teoria	teoria	N;FEM;SG	N;NOM;FEM;PL
jesus	jezu	jesus	jezus	N;MASC;SG	
locais	miejscowi	local	miejscowy	N;MASC;PL	ADJ;NOM;MASC;PL
locais	miejscowych	local	miejscowy	N;MASC;PL	ADJ;GEN;MASC;PL
locais	miejscowa	local	miejscowy	N;MASC;PL	ADJ;NOM;FEM;SG
locais	lokalny	local	lokalny	N;MASC;PL	ADJ;NOM;MASC;SG
locais	lokalna	local	lokalny	N;MASC;PL	ADJ;NOM;FEM;SG
locais	lokalne	local	lokalny	N;MASC;PL	ADJ;NOM;NEUT;SG
locais	miejscowy	local	miejscowy	N;MASC;PL	ADJ;NOM;MASC;SG
locais	lokalnych	local	lokalny	N;MASC;PL	ADJ;GEN;MASC;PL
locais	lokalizacji	local	lokalizacja	N;MASC;PL	N;GEN;FEM;SG
bloqueio	zablokuj	bloqueio	zablokować	N;MASC;SG	V;PFV;IMP;SG;2;FIN;ACT
bloqueio	zablokować	bloqueio	zablokować	N;MASC;SG	V;PFV;NFIN;ACT
oliveira	olive	oliveira	oliv	N;MASC;SG	
oliveira	oliwki	oliveira	oliwka	N;MASC;SG	
oliveira	oliwek	oliveira	oliwek	N;MASC;SG	N;GEN;FEM;PL
oliveira	oliveira	oliveira	oliveira	N;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
black	czarna	black	czarny	N;MASC;SG	ADJ;NOM;FEM;SG
black	czarne	black	czarny	N;MASC;SG	ADJ;NOM;NEUT;SG
black	black	black	black	N;MASC;SG	
black	czerń	black	czerń	N;MASC;SG	
black	czarny	black	czarny	N;MASC;SG	ADJ;NOM;MASC;SG
top	top	top	top	N;MASC;SG	
top	góra	top	góra	N;MASC;SG	
madeira	wood	madeira	wood	N;FEM;SG	
madeira	drewna	madeira	drewna	N;FEM;SG	
madeira	madery	madeira	mader	N;FEM;SG	
solo	solo	solo	solo	N;MASC;SG	
solo	gleby	solo	gleba	N;MASC;SG	
trabalhos	pracuj	trabalho	pracować	N;MASC;PL	V;IPFV;IMP;SG;2;FIN;ACT
trabalhos	pracy	trabalho	praca	N;MASC;PL	N;GEN;FEM;SG
trabalhos	praca	trabalho	praca	N;MASC;PL	N;NOM;FEM;SG
trabalhos	działa	trabalho	działać	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
trabalhos	dziala	trabalho	dzialać	N;MASC;PL	V;IPFV;IND;SG;PST;FIN;ACT
china	china	china	chiny	N;FEM;SG	
china	chin	china	chuna	N;FEM;SG	PROPN;NOM;MASC;SG
china	chiny	china	chiny	N;FEM;SG	
músicas	muzyka	música	muzyka	N;FEM;PL	N;NOM;FEM;SG
músicas	music	música	musieć	N;FEM;PL	
músicas	muzyki	música	muzyka	N;FEM;PL	
músicas	pieśni	música	pieśń	N;FEM;PL	
passa	przepustki	passar	przepustka	V;IND;SG;3;PRS;FIN	N;ACC;FEM;PL
passa	wejściówki	passar	wejściówka	V;IND;SG;3;PRS;FIN	N;ACC;FEM;PL
passa	podanie	passar	podanie	V;IND;SG;3;PRS;FIN	N;PFV;NOM;NEUT;SG;POS;V.MSDR
passa	pass	passar	pass	V;IND;SG;3;PRS;FIN	
passa	przepustka	passar	przepustka	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
passa	przełęcz	passar	przełęcz	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
passa	podaj	passar	podać	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN;ACT
mulheres	samice	mulher	samica	N;FEM;PL	V;IPFV;IND;SG;1;PRS;FIN;ACT
mulheres	kobiet	mulher	kobieta	N;FEM;PL	
mulheres	damskie	mulher	damski	N;FEM;PL	ADJ;NOM;NEUT;SG
questão	pytania	questão	pytanie	N;FEM;SG	N;NOM;NEUT;PL
globo	globo	globo	globo	N;MASC;SG	
globo	globe	globo	globy	N;MASC;SG	
campos	fields	campo	fields	N;MASC;PL	V;IPFV;IND;SG;2;PRS;FIN;ACT
campos	pola	campo	pole	N;MASC;PL	
campos	campos	campo	campos	N;MASC;PL	PROPN;NOM;MASC;SG
demais	tez	demais	tez	ADV	
demais	też	demais	też	ADV	PART
demais	too	demais	too	ADV	
demais	zbyt	demais	zbyt	ADV	PART
cultural	kultury	cultural	kultura	ADJ;MASC;SG	N;GEN;FEM;SG
alguém	ktokolwiek	alguém	ktokolwiek	PRO;MASC;SG	PRO;NOM;MASC;SG
alguém	każdy	alguém	każdy	PRO;MASC;SG	DET;NOM;MASC;SG
wiki	wiki	wiki	wik	N;MASC;SG	
verde	zieleń	verde	zieleń	ADJ;MASC;SG	
verde	zielony	verde	zielony	ADJ;MASC;SG	
verde	zielono	verde	zielono	ADJ;MASC;SG	
verde	zielona	verde	zielony	ADJ;MASC;SG	
verde	zielone	verde	zielony	ADJ;MASC;SG	
luiz	luiz	luiz	luiz	PROPN;MASC;SG	PROPN;NOM;MASC;SG
luiz	ludwik	luiz	ludwik	PROPN;MASC;SG	N;NOM;MASC;SG
luiz	louis	luiz	louis	PROPN;MASC;SG	PROPN;NOM;MASC;SG
luiz	ludwika	luiz	ludwik	PROPN;MASC;SG	
luiz	luis	luiz	luis	PROPN;MASC;SG	PROPN;NOM;MASC;SG
destaque	podkreślić	destaque	podkreślić	N;MASC;SG	V;PFV;NFIN;ACT
destaque	wyróżnić	destaque	wyróżnić	N;MASC;SG	V;PFV;NFIN;ACT
destaque	wyświetlane	destaque	wyświetlać	N;MASC;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
destaque	prezentowane	destaque	prezentować	N;MASC;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
destaque	polecane	destaque	polecać	N;MASC;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
destaque	rekomendowane	destaque	rekomendować	N;MASC;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
destaque	podkreślając	destaque	podkreślać	N;MASC;SG	V;IPFV;PRS;V.CVB;ACT
destaque	reflektory	destaque	reflektor	N;MASC;SG	N;NOM;MASC;PL
eua	stany	eua	stany	PROPN;MASC;PL	N;NOM;MASC;PL
eua	ameryka	eua	ameryka	PROPN;MASC;PL	
eua	usa	eua	usać	PROPN;MASC;PL	PROPN;NOM;NEUT;PL
pessoal	osobiste	pessoal	osobisty	N;MASC;SG	ADJ;NOM;NEUT;SG
pessoal	osobista	pessoal	osobisty	N;MASC;SG	ADJ;NOM;FEM;SG
pessoal	osobisty	pessoal	osobisty	N;MASC;SG	ADJ;NOM;MASC;SG
pessoal	pracownicy	pessoal	pracownik	N;MASC;SG	N;NOM;MASC;PL
pessoal	faceci	pessoal	facet	N;MASC;SG	N;NOM;MASC;PL
pessoal	chłopaki	pessoal	chłopak	N;MASC;SG	N;NOM;MASC;PL
sub	sub	sub	sub	N;MASC;SG	
técnico	techniczne	técnico	techniczny	N;MASC;SG	ADJ;NOM;NEUT;SG
técnico	techniczny	técnico	techniczny	N;MASC;SG	ADJ;NOM;MASC;SG
técnico	techniczna	técnico	techniczny	N;MASC;SG	ADJ;NOM;FEM;SG
técnico	technik	técnico	technik	N;MASC;SG	V;IPFV;IMP;SG;2;FIN;ACT
club	club	club	club	N;MASC;SG	
pequena	małych	pequeno	mały	ADJ;FEM;SG	N;GEN;MASC;PL
pequena	mał	pequeno	mała	ADJ;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
pequena	mała	pequeno	mały	ADJ;FEM;SG	
pequena	male	pequeno	male	ADJ;FEM;SG	
pequena	mał	pequeno	mała	ADJ;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
pequena	little	pequeno	littl	ADJ;FEM;SG	
pequena	mało	pequeno	mało	ADJ;FEM;SG	ADV
pequena	mała	pequeno	mały	ADJ;FEM;SG	
direitos	prawa	direito	prawo	N;MASC;PL	
direitos	praw	direito	prawo	N;MASC;PL	
eventos	zdarzenia	evento	zdarzenie	N;MASC;PL	N;NOM;NEUT;SG
eventos	imprezy	evento	impreza	N;MASC;PL	
eventos	imprez	evento	impreza	N;MASC;PL	
argentina	argentyna	argentino	argentyna	N;FEM;SG	
argentina	argentyński	argentino	argentyński	N;FEM;SG	ADJ;NOM;MASC;SG
argentina	argentyna	argentino	argentyna	N;FEM;SG	
argentina	argentyny	argentino	argentyna	N;FEM;SG	
usar	używanie	usar	używać	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
usar	użycie	usar	użyć	V;NFIN	N;PFV;NOM;NEUT;SG;POS;V.MSDR
usar	wykorzystanie	usar	wykorzystać	V;NFIN	N;PFV;NOM;NEUT;SG;POS;V.MSDR
áfrica	afryka	áfrico	afryka	N;FEM;SG	
chefe	szefie	chefe	szefa	N;MASC;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
flora	flory	flora	flor	N;FEM;SG	
flora	flora	flora	flor	N;FEM;SG	
set	ustaw	set	ustawa	N;MASC;SG	V;IPFV;IMP;SG;2;FIN;ACT
set	set	set	set	N;MASC;SG	
quer	chcesz	querer	chcieć	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;2;PRS;FIN;ACT
qualidade	jakości	qualidade	jakość	N;FEM;SG	
referências	odniesienia	referência	odnieść	N;FEM;PL	N;GEN;NEUT;SG
referências	referencji	referência	referencja	N;FEM;PL	N;GEN;FEM;SG
regras	reguły	regra	reguła	N;FEM;PL	
metal	metale	metal	metal	N;MASC;SG	N;NOM;MASC;PL
metal	metalowe	metal	metalowy	N;MASC;SG	ADJ;NOM;NEUT;SG
metal	metalowy	metal	metalowy	N;MASC;SG	ADJ;NOM;MASC;SG
proposta	propozycje	proposta	propozycja	N;FEM;SG	N;NOM;FEM;PL
proposta	oświadczyny	proposta	oświadczyna	N;FEM;SG	N;NOM;FEM;PL
proposta	proponowane	proposta	proponować	N;FEM;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
proposta	proponowana	proposta	proponować	N;FEM;SG	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
proposta	proponowany	proposta	proponować	N;FEM;SG	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
vocal	vocal	vocal	vocal	N;MASC;SG	
mercado	market	mercado	market	N;MASC;SG	
referência	referencyjne	referência	referencyjny	N;FEM;SG	ADJ;NOM;NEUT;SG
via	via	via	via	N;FEM;SG	
voz	glos	voz	glos	N;FEM;SG	V;IPFV;IND;SG;PST;FIN;ACT
canções	pieśni	canção	pieśń	N;FEM;PL	
bateria	baterie	bateria	batera	N;FEM;SG	N;NOM;FEM;PL
bateria	beczki	bateria	beczka	N;FEM;SG	N;ACC;FEM;PL
bateria	bębny	bateria	bębny	N;FEM;SG	N;NOM;MASC;PL
empresas	spółki	empresa	spółka	N;FEM;PL	
empresas	przedsiębiorstw	empresa	przedsiębiorstwo	N;FEM;PL	
empresas	przedsiębiorstwa	empresa	przedsiębiorstwa	N;FEM;PL	N;NOM;NEUT;SG
empresas	firm	empresa	firma	N;FEM;PL	
empresas	przedsiębiorstw	empresa	przedsiębiorstwo	N;FEM;PL	
empresas	przedsiębiorstwa	empresa	przedsiębiorstwa	N;FEM;PL	N;NOM;NEUT;SG
records	records	record	records	N;MASC;SG	
records	rekordy	record	rekorda	N;MASC;SG	N;NOM;MASC;PL
records	zapisy	record	zapis	N;MASC;SG	N;NOM;MASC;PL
letras	pisma	letra	pismo	N;FEM;PL	N;NOM;NEUT;SG
letras	listy	letra	list	N;FEM;PL	
george	jerzego	george	jerć	PROPN;MASC;SG	PROPN;GEN;MASC;SG
george	jerzy	george	jerzy	PROPN;MASC;SG	PROPN;NOM;MASC;SG
george	grzegorz	george	grzegorz	PROPN;MASC;SG	PROPN;NOM;MASC;SG
george	george	george	george	PROPN;MASC;SG	
feminino	kobiece	feminino	kobiece	ADJ;MASC;SG	
feminino	kobieca	feminino	kobieca	ADJ;MASC;SG	N;NOM;FEM;SG
feminino	samica	feminino	samica	ADJ;MASC;SG	N;NOM;FEM;SG
feminino	kobieta	feminino	kobieta	ADJ;MASC;SG	N;NOM;FEM;SG
feminino	kobiety	feminino	kobieta	ADJ;MASC;SG	N;NOM;FEM;PL
feminino	suczka	feminino	suczka	ADJ;MASC;SG	N;NOM;FEM;SG
padrão	domyślną	padrão	domyślny	N;MASC;SG	ADJ;ACC;FEM;SG
padrão	domyślny	padrão	domyślny	N;MASC;SG	ADJ;NOM;MASC;SG
padrão	domyślnie	padrão	domyślnie	N;MASC;SG	ADV
padrão	domyślne	padrão	domyślny	N;MASC;SG	ADJ;NOM;NEUT;SG
padrão	standardowy	padrão	standardowy	N;MASC;SG	ADJ;NOM;MASC;SG
padrão	standardowa	padrão	standardowy	N;MASC;SG	ADJ;NOM;FEM;SG
padrão	norma	padrão	norma	N;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
padrão	standardowe	padrão	standardowy	N;MASC;SG	ADJ;NOM;NEUT;SG
padrão	standard	padrão	standard	N;MASC;SG	
dez	dez	dez	dez	NUM	PROPN;NOM;MASC;SG
dez	dziesięć	dez	dziesięć	NUM	
dez	dziesiątka	dez	dziesiątka	NUM	N;NOM;FEM;SG
miguel	miguel	miguel	miguel	N;MASC;SG	PROPN;NOM;MASC;SG
miguel	michael	miguel	michael	N;MASC;SG	PROPN;NOM;MASC;SG
