של	shel	של	shel	PART;GEN	N;INDF;MASC;SG
רד	rosu	רד	rosu	PROPN	N;INDF;MASC;SG
רד	rosu	רד	rosu	PROPN	N;INDF;MASC;SG
רד	red	רד	red	PROPN	N;INDF;MASC;SG
רד	rosu	רד	rosu	PROPN	N;INDF;MASC;SG
ההצבעה	votez	ההצבעה	vota	PROPN	V;IND;SG;1;PRS;FIN
ההצבעה	votare	ההצבעה	votare	PROPN	N;INDF;FEM;SG
ההצבעה	votul	ההצבעה	vot	PROPN	N;DEF;MASC;SG
ההצבעה	votarea	ההצבעה	votare	PROPN	N;DEF;FEM;SG
עניין	dobanzi	עניין	doband	N;MASC;SG	N;INDF;FEM;PL
עניין	interese	עניין	interes	N;MASC;SG	N;INDF;FEM;PL
דם	sange	דם	sange	N;MASC;SG	
דם	sange	דם	sange	N;MASC;SG	
הכפר	satul	הכפר	sat		N;DEF;MASC;SG
הכפר	village	הכפר	villag		PROPN
הכפר	satului	הכפר	sat		N;DEF;MASC;SG
הכפר	sat	הכפר	sat		N;INDF;MASC;SG
יפן	japonia	יפן	japonie	PROPN	N;DEF;FEM;SG
נשק	armele	נשק	armă	N;MASC;SG	N;DEF;FEM;PL
נשק	arme	נשק	armă	N;MASC;SG	N;INDF;FEM;PL
נשק	brate	נשק	brate	N;MASC;SG	
נשק	bratele	נשק	brate	N;MASC;SG	N;DEF;FEM;PL
נשק	brate	נשק	brate	N;MASC;SG	
מיני	sexuala	מין	sexual		N;DEF;FEM;SG
מיני	sexuale	מין	sexual		ADJ;INDF;FEM;PL
מיני	sexuala	מין	sexual		N;DEF;FEM;SG
מיני	sexual	מין	sexual		ADJ;INDF;MASC;SG
מיני	minnie	מין	minnie		N;INDF;FEM;SG
מיני	sexual	מין	sexual		ADJ;INDF;MASC;SG
המשנה	vicerege	המשנה	vicerege	ADV	N;INDF;MASC;SG
המועדון	club	המועדון	club	PROPN	N;INDF;MASC;SG
המועדון	clubul	המועדון	club	PROPN	N;DEF;MASC;SG
מלבד	exceptand	מלבד	excepta		ADV
הממלכה	regat	הממלך	regat	PROPN	N;INDF;MASC;SG
הממלכה	kingdom	הממלך	kingdom	PROPN	N;INDF;MASC;SG
הממלכה	regatul	הממלך	regat	PROPN	N;DEF;MASC;SG
יפה	frumoase	יפה	frumos		ADJ;INDF;FEM;PL
יפה	frumoasa	יפה	frumos		ADJ;DEF;FEM;SG
יפה	frumos	יפה	frumos		ADJ;INDF;MASC;SG
יפה	frumoasa	יפה	frumos		ADJ;DEF;FEM;SG
דיון	discutii	דיון	discut	N;MASC;SG	N;INDF;FEM;PL
דיון	discutii	דיון	discut	N;MASC;SG	N;INDF;FEM;PL
דיון	dezbateri	דיון	dezbatere	N;MASC;SG	N;INDF;FEM;PL
בשימוש	folosit	בשימוש	folosit	PROPN	ADJ;INDF;MASC;SG
בשימוש	utilizate	בשימוש	utilizat	PROPN	ADJ;INDF;FEM;PL
בשימוש	folosite	בשימוש	folosit	PROPN	ADJ;INDF;FEM;PL
בשימוש	folosita	בשימוש	folosit	PROPN	ADJ;DEF;FEM;SG
בשימוש	utilizata	בשימוש	utiliza	PROPN	ADJ;DEF;FEM;SG
בשימוש	utilizat	בשימוש	utilizat	PROPN	ADJ;INDF;MASC;SG
מרדכי	mordechai	מרדכי	mordechai	PROPN	PROPN
מרדכי	mordecai	מרדכי	mordeca	PROPN	
אילן	ilan	אילן	ilan	PROPN	PROPN
מרכזי	centrale	מרכזי	centrală	ADJ;MASC;SG	N;INDF;FEM;PL
מרכזי	centre	מרכזי	centru	ADJ;MASC;SG	N;INDF;FEM;PL
עשרות	duzini	עשרות	duzin	NUM;FEM;PL	N;INDF;FEM;PL
משמעות	insemnand	משמעות	insemna	N;FEM;SG	
רוברט	robert	רוברט	robert	PROPN	PROPN
אישי	personal	אישי	personal	ADJ;MASC;SG	ADV
אישי	personale	אישי	personal	ADJ;MASC;SG	ADJ;INDF;FEM;PL
קרוב	inchide	קרוב	inchide		V;IND;SG;3;PRS;FIN
קרוב	inchide	קרוב	inchide		V;IND;SG;3;PRS;FIN
שמונה	opt	שמונה	opt	NUM;FEM;SG	NUM;PL
שמונה	eight	שמונה	eight	NUM;FEM;SG	N;INDF;MASC;SG
הקיבוץ	kibbutz	הקיבוץ	kibbutz	PROPN	N;INDF;MASC;SG
רשמי	oficiale	רשמי	oficial	ADJ;MASC;SG	ADJ;INDF;FEM;PL
רשמי	formale	רשמי	formal	ADJ;MASC;SG	ADJ;INDF;FEM;PL
רשמי	formal	רשמי	formal	ADJ;MASC;SG	ADV
אורי	uri	אורי	uri	PROPN	
אורי	ori	אורי	ori	PROPN	CONJ;POS
מאי	may	מאי	may	PROPN	
מאי	mai	מאי	mai	PROPN	ADV
שירת	servit	שירת	servi	PROPN	ADJ;INDF;MASC;SG
שירת	servita	שירת	servita	PROPN	N;DEF;FEM;SG
חנה	hannah	חנה	hannah	PROPN	N;DEF;FEM;SG
חנה	hana	חנה	hană	PROPN	N;DEF;FEM;SG
חנה	hanna	חנה	hannă	PROPN	N;DEF;FEM;SG
הקיסר	imparat	הקיסר	impara	PROPN	N;INDF;MASC;SG
הקיסר	imparatul	הקיסר	imparat	PROPN	N;DEF;MASC;SG
הקיסר	imparat	הקיסר	impara	PROPN	N;INDF;MASC;SG
הכי	majoritatea	הכי	majoritate		N;DEF;FEM;SG
גבי	gabi	גבי	gabi	PROPN	N;INDF;MASC;SG
גבי	gabby	גבי	gabby	PROPN	PROPN
גבי	gaby	גבי	gaby	PROPN	PROPN
גבי	gaby	גבי	gaby	PROPN	PROPN
השאלה	intrebare	השאלה	intrebare	PROPN	N;INDF;FEM;SG
השאלה	intrebarea	השאלה	intrebare	PROPN	N;DEF;FEM;SG
השאלה	intrebare	השאלה	intrebare	PROPN	N;INDF;FEM;SG
הטבע	natura	הטבע	natură		N;DEF;FEM;SG
הטבע	natura	הטבע	natură		N;DEF;FEM;SG
חלקים	parti	חלק	parti	N;MASC;PL	
חלקים	parti	חלק	parti	N;MASC;PL	
חלקים	bucati	חלק	bucată	N;MASC;PL	
שלך	ta	שלך	tău		DET;FEM;SG;1
חמש	five	חמש	fiv	NUM;FEM;SG	N;INDF;MASC;SG
חמש	cinci	חמש	cinci	NUM;FEM;SG	NUM;PL
סדרה	serii	סדרה	serie	N;FEM;SG	N;INDF;FEM;PL
הופיעה	aparut	הופיע	aparut	V;FEM;SG;3;PST;ACT	ADJ;INDF;MASC;SG
ייתכן	posibil	ייתכן	posibil	V	ADV
סיימה	terminat	סיים	termina	V;FEM;SG;3;PST;ACT	ADJ;INDF;MASC;SG
אבי	parinte	אבי	parinte	PROPN	
אבי	tata	אבי	tată	PROPN	N;DEF;MASC;SG
אבי	tata	אבי	tată	PROPN	N;DEF;MASC;SG
אבי	avi	אבי	avea	PROPN	
אבי	abby	אבי	abby	PROPN	N;INDF;MASC;SG
קישור	legatura	קישור	legatură		N;DEF;FEM;SG
קישור	legatura	קישור	legatură		N;DEF;FEM;SG
קישור	link	קישור	link		N;INDF;MASC;SG
קישור	linkul	קישור	link		N;DEF;MASC;SG
לקרוא	citire	קרא	citire	V;NFIN;ACT	N;INDF;FEM;SG
תומר	tomer	תומר	tomer	PROPN	
ערוץ	canal	ערוץ	canal		N;INDF;MASC;SG
ערוץ	canalul	ערוץ	canal		N;DEF;MASC;SG
ערוץ	channel	ערוץ	channel		N;INDF;MASC;SG
חמישה	five	חמישה	fiv	NUM;MASC;SG	N;INDF;MASC;SG
חמישה	cinci	חמישה	cinci	NUM;MASC;SG	NUM;PL
במקור	initial	במקור	initial		ADJ;INDF;MASC;SG
במקור	initial	במקור	initial		ADJ;INDF;MASC;SG
במקור	initial	במקור	initial		ADJ;INDF;MASC;SG
הקדוש	sfant	הקדוש	sfant	PROPN	
הקדוש	sfantul	הקדוש	sfant	PROPN	N;DEF;MASC;SG
הקדוש	sfantul	הקדוש	sfant	PROPN	N;DEF;MASC;SG
הקדוש	saint	הקדוש	saint	PROPN	N;INDF;MASC;SG
המכונה	masina	המכון	masină		N;DEF;FEM;SG
אוסטרליה	australiei	אוסטרליה	australie	PROPN	PROPN;DEF;FEM;SG
אוסטרליה	australia	אוסטרליה	australia	PROPN	PROPN
ידע	stia	ידע	sti	N;MASC;SG	V;IND;SG;3;IPFV;FIN
ידע	stiut	ידע	sti	N;MASC;SG	ADJ;INDF;MASC;SG
ידע	stiam	ידע	sti	N;MASC;SG	V;IND;1;IPFV;FIN
ידע	cunostinte	ידע	cunoaște	N;MASC;SG	
ידע	cunostinte	ידע	cunoaște	N;MASC;SG	
זאב	lup	זאב	lup	PROPN	N;INDF;MASC;SG
זאב	wolf	זאב	wolf	PROPN	PROPN
זאב	lupul	זאב	lup	PROPN	N;DEF;MASC;SG
זאב	zeev	זאב	zeev	PROPN	PROPN
זוכה	victorii	זכה	victorie	V;MASC;SG;V.PTCP;ACT	N;INDF;FEM;PL
זוכה	castigator	זכה	castigator	V;MASC;SG;V.PTCP;ACT	N;INDF;MASC;SG
זוכה	invingator	זכה	invingator	V;MASC;SG;V.PTCP;ACT	N;INDF;MASC;SG
זוכה	castigator	זכה	castigator	V;MASC;SG;V.PTCP;ACT	N;INDF;MASC;SG
משני	secundar	משני	secundar		ADJ;INDF;MASC;SG
משני	secundara	משני	secundar		ADJ;DEF;FEM;SG
משני	secundare	משני	secundar		ADJ;INDF;FEM;PL
הוועדה	comitetul	הוועד	comitet	PROPN	N;DEF;MASC;SG
הוועדה	comitet	הוועד	comitet	PROPN	N;INDF;MASC;SG
מנחם	menachem	מנחם	menachem	PROPN	PROPN
מנחם	menahem	מנחם	menahem	PROPN	PROPN
יחיד	single	יחיד	single	ADJ;MASC;SG	N;INDF;MASC;SG
כוכב	stea	כוכב	sta	N;MASC;SG	V;IND;3;PRS;FIN
כוכב	star	כוכב	star	N;MASC;SG	
פרופ	recuzita	פרופסור	recuzita	PROPN	N;DEF;FEM;SG
פרופ	prop	פרופסור	prop	PROPN	
ראשית	primii	ראשית	prim	ADV	NUM;DEF;MASC;PL
ראשית	prima	ראשית	prim	ADV	NUM;DEF;FEM;SG
ראשית	primul	ראשית	prim	ADV	NUM;DEF;MASC;SG
הנרי	henric	הנרי	henric	PROPN	N;INDF;MASC;SG
הנרי	henry	הנרי	henry	PROPN	PROPN
המערבי	occidental	המערבי	occidental	PROPN	ADJ;INDF;MASC;SG
המערבי	vest	המערבי	vest	PROPN	N;INDF;MASC;SG
המערבי	western	המערבי	western	PROPN	PROPN
בנימין	benjamin	בנימין	benjamin	PROPN	N;INDF;MASC;SG
פול	paul	פול	paul	PROPN	PROPN
פול	pavel	פול	pavel	PROPN	PROPN
כבש	mielul	כבש	miel	PROPN	N;DEF;MASC;SG
כבש	lamb	כבש	lamb	PROPN	PROPN
כבש	miel	כבש	miel	PROPN	N;INDF;MASC;SG
כבש	cucerita	כבש	cucerita	PROPN	ADJ;DEF;FEM;SG
כבש	cucerit	כבש	cuceri	PROPN	ADJ;INDF;MASC;SG
דעת	parere	דעה	parere	N;FEM;SG	
דעת	parere	דעה	parere	N;FEM;SG	
שחור	black	שחור	black	ADJ;MASC;SG	N;INDF;MASC;SG
לבנון	libanez	לבנון	libanez	PROPN	ADJ;INDF;MASC;SG
לבנון	liban	לבנון	liban	PROPN	PROPN
האלה	zeita	האלה	zeita		N;DEF;FEM;SG
האלה	zeita	האלה	zeita		N;DEF;FEM;SG
ארד	arad	ארד	arad	PROPN	PROPN
ארד	bronz	ארד	bronz	PROPN	N;INDF;MASC;SG
בסמוך	adiacente	בסמוך	adiacent		ADJ;INDF;FEM;PL
שכתב	suprascrie	שכתב	suprascrie		V;IND;SG;3;PRS;FIN
חוקי	juridic	חוקי	juridic	ADJ;MASC;PL	ADJ;INDF;MASC;SG
חוקי	legala	חוקי	legală	ADJ;MASC;PL	ADJ;DEF;FEM;SG
חוקי	legal	חוקי	legal	ADJ;MASC;PL	ADJ;INDF;MASC;SG
בתחילה	initial	בתחילה	initial	ADV	ADJ;INDF;MASC;SG
בתחילה	initial	בתחילה	initial	ADV	ADJ;INDF;MASC;SG
בתחילה	initial	בתחילה	initial	ADV	ADJ;INDF;MASC;SG
עלי	ali	עלי	al	PROPN	PROPN
לאומי	nationala	לאומי	national	PROPN	N;DEF;FEM;SG
לאומי	national	לאומי	national	PROPN	ADJ;INDF;MASC;SG
לאומי	national	לאומי	national	PROPN	ADJ;INDF;MASC;SG
לאומי	nationala	לאומי	national	PROPN	N;DEF;FEM;SG
לאומי	national	לאומי	national	PROPN	ADJ;INDF;MASC;SG
שמעון	shimon	שמעון	shimon	PROPN	PROPN
שמעון	simon	שמעון	simon	PROPN	PROPN
שמעון	simeon	שמעון	simeon	PROPN	
הכולל	total	הכולל	total	PROPN	ADV
הכולל	totalul	הכולל	total	PROPN	N;DEF;MASC;SG
הכולל	totala	הכולל	total	PROPN	ADJ;DEF;FEM;SG
הטובה	tuba	הטוב	tuba		N;DEF;FEM;SG
להביא	aport	הביא	aport	V;NFIN;ACT	N;INDF;MASC;SG
שינויים	modificari	שינוי	modificare	N;MASC;PL	
שינויים	modificari	שינוי	modificare	N;MASC;PL	
הבעיה	problema	הבעיה	problemă	ADV	N;DEF;FEM;SG
הבעיה	problema	הבעיה	problemă	ADV	N;DEF;FEM;SG
נתונים	data	נתון	dată	N;MASC;PL	N;DEF;FEM;SG
יולי	iulie	יולי	iulie	PROPN	N;INDF;MASC;SG
מזון	alimente	מזון	aliment	N;MASC;SG	N;INDF;FEM;PL
מזון	mancaruri	מזון	mancar	N;MASC;SG	N;INDF;FEM;PL
מזון	alimente	מזון	aliment	N;MASC;SG	N;INDF;FEM;PL
ואן	duba	ואן	duba	PROPN	N;DEF;FEM;SG
ואן	van	ואן	van	PROPN	PROPN
ואן	duba	ואן	duba	PROPN	N;DEF;FEM;SG
ואן	van	ואן	van	PROPN	PROPN
בא	vin	בא	veni	V;MASC;SG;3;PST;ACT	V;IND;PL;3;PRS;FIN
חבל	funie	חבל	funie	ADV	N;INDF;FEM;SG
חבל	coarda	חבל	coardă	ADV	N;DEF;FEM;SG
חבל	sfoara	חבל	sfoară	ADV	N;DEF;FEM;SG
חבל	franghie	חבל	franghie	ADV	N;INDF;FEM;SG
חבל	mila	חבל	milă	ADV	N;DEF;FEM;SG
עומד	standuri	עמד	stand	V;MASC;SG;V.PTCP;ACT	N;INDF;FEM;PL
עזרה	ajuta	עזרה	ajuta	N;FEM;SG	V;IND;SG;3;IPFV;FIN
השתתפה	participat	השתתף	participa	V;FEM;SG;3;PST	ADJ;INDF;MASC;SG
מקובל	acceptabile	מקובל	acceptabil	ADJ;MASC;SG	ADJ;INDF;FEM;PL
מקובל	acceptate	מקובל	accepta	ADJ;MASC;SG	ADJ;INDF;FEM;PL
השמש	soare	השמש	soare		N;INDF;MASC;SG
השמש	soarele	השמש	soare		N;DEF;MASC;SG
גורם	provocand	גורם	provoca	N;MASC;SG	
גורם	cauzele	גורם	cauză	N;MASC;SG	N;DEF;FEM;PL
גורם	cauze	גורם	cauză	N;MASC;SG	N;INDF;FEM;PL
שבת	sabat	שבת	sabat	PROPN	N;INDF;MASC;SG
שבת	sambata	שבת	sambata	PROPN	N;DEF;FEM;SG
שבת	sambata	שבת	sambata	PROPN	N;DEF;FEM;SG
שבת	sambata	שבת	sambata	PROPN	N;DEF;FEM;SG
שבת	sambata	שבת	sambata	PROPN	N;DEF;FEM;SG
שבת	sabatul	שבת	sabat	PROPN	N;DEF;MASC;SG
שבת	sabat	שבת	sabat	PROPN	N;INDF;MASC;SG
שבת	sabbath	שבת	sabbath	PROPN	N;INDF;MASC;SG
עדכון	actualizeaza	עדכון	actualizează	N;MASC;SG	V;IND;SG;3;IPFV;FIN
עדכון	update	עדכון	upda	N;MASC;SG	N;INDF;FEM;PL
מנסה	incerc	ניסה	incerc	V;MASC;SG;V.PTCP;ACT	V;IND;SG;1;PRS;FIN
מנסה	incercand	ניסה	incercand	V;MASC;SG;V.PTCP;ACT	
מעולם	niciodata	מעולם	niciodata	ADV	
מעולם	niciodata	מעולם	niciodata	ADV	
קל	usor	קל	usor	ADJ;MASC;SG	ADV
קל	usor	קל	usor	ADJ;MASC;SG	ADV
אלפי	alfie	אלפי	alfiu	NUM;PSSD;MASC;PL	
גובה	inaltime	גובה	inaltim	N;MASC;SG	
גובה	inaltime	גובה	inaltim	N;MASC;SG	
גובה	inaltime	גובה	inaltim	N;MASC;SG	
זוג	perechea	זוג	pereche		N;DEF;FEM;SG
זוג	pereche	זוג	pereche		N;INDF;FEM;SG
זוג	cuplu	זוג	cuplu		N;INDF;MASC;SG
זוג	cuplul	זוג	cuplu		N;DEF;MASC;SG
מיכאל	mihai	מיכאל	mihai	PROPN	PROPN
מיכאל	michael	מיכאל	michael	PROPN	PROPN
מיכאל	mihail	מיכאל	mihail	PROPN	PROPN
תקשורת	comunicari	תקשורת	comunicar	N;FEM;SG	N;INDF;FEM;PL
תקשורת	comunicatii	תקשורת	comunicat	N;FEM;SG	
תקשורת	comunicari	תקשורת	comunicar	N;FEM;SG	N;INDF;FEM;PL
לס	les	לס	les	PROPN	N;INDF;MASC;SG
המזרח	east	המזרח	east	PROPN	PROPN
המזרח	est	המזרח	est	PROPN	N;INDF;MASC;SG
המזרח	estul	המזרח	est	PROPN	N;DEF;MASC;SG
חולים	pacienti	חלה	pacient	V;MASC;PL;V.PTCP;ACT	N;INDF;MASC;PL
חולים	pacientii	חלה	pacient	V;MASC;PL;V.PTCP;ACT	N;DEF;MASC;PL
לשמור	tine	שמר	tu	V;NFIN;ACT	PRO;ACC;SG;2
לשמור	pastrati	שמר	pastra	V;NFIN;ACT	
אלי	ellie	אלי	ellie	PROPN	PROPN
אלי	eli	אלי	eli	PROPN	PROPN
אלי	aliat	אלי	aliat	PROPN	ADJ;INDF;MASC;SG
אלי	ally	אלי	ally	PROPN	PROPN
אלי	aliatul	אלי	aliat	PROPN	N;DEF;MASC;SG
אלי	ali	אלי	al	PROPN	PROPN
השפעה	influente	השפעה	influent	N;FEM;SG	N;INDF;FEM;PL
השפעה	influent	השפעה	influent	N;FEM;SG	ADJ;INDF;MASC;SG
יצירות	functioneaza	יצירה	functiona	N;FEM;PL	V;IND;SG;3;IPFV;FIN
המחוז	judetul	המחוז	judet		N;DEF;MASC;SG
המחוז	comitatul	המחוז	comitat		N;DEF;MASC;SG
המחוז	judetul	המחוז	judet		N;DEF;MASC;SG
חטיבת	brigada	חטיבה	brigadă	N;PSSD;FEM;SG	N;DEF;FEM;SG
חטיבת	brigada	חטיבה	brigadă	N;PSSD;FEM;SG	N;DEF;FEM;SG
טען	sarcina	טען	sarcină	V;MASC;SG;3;PST;ACT	N;DEF;FEM;SG
טען	incarca	טען	incarca	V;MASC;SG;3;PST;ACT	V;IND;SG;3;IPFV;FIN
טען	pretins	טען	pretinge	V;MASC;SG;3;PST;ACT	ADJ;INDF;MASC;SG
טען	revendicat	טען	revendica	V;MASC;SG;3;PST;ACT	ADJ;INDF;MASC;SG
תחילה	primii	תחילה	prim	ADV	NUM;DEF;MASC;PL
תחילה	prima	תחילה	prim	ADV	NUM;DEF;FEM;SG
תחילה	primul	תחילה	prim	ADV	NUM;DEF;MASC;SG
נבנה	construite	נבנה	construit	V;MASC;SG;3;PST;MID	ADJ;INDF;FEM;PL
נבנה	construita	נבנה	construita	V;MASC;SG;3;PST;MID	N;DEF;FEM;SG
נבנה	construite	נבנה	construit	V;MASC;SG;3;PST;MID	ADJ;INDF;FEM;PL
נבנה	construita	נבנה	construita	V;MASC;SG;3;PST;MID	N;DEF;FEM;SG
נבנה	construit	נבנה	construi	V;MASC;SG;3;PST;MID	ADJ;INDF;MASC;SG
נבנה	construita	נבנה	construita	V;MASC;SG;3;PST;MID	N;DEF;FEM;SG
נערך	editat	נערך	edita	V;MASC;SG;3;PST;MID	ADJ;INDF;MASC;SG
נערך	editata	נערך	editată	V;MASC;SG;3;PST;MID	N;DEF;FEM;SG
שווה	cald	שווה	cald	PROPN	ADJ;INDF;MASC;SG
שווה	fierbinte	שווה	fierbinte	PROPN	
שווה	egali	שווה	egal	PROPN	ADJ;INDF;MASC;PL
שווה	egal	שווה	egal	PROPN	ADJ;INDF;MASC;SG
שווה	egali	שווה	egal	PROPN	ADJ;INDF;MASC;PL
שווה	egal	שווה	egal	PROPN	ADJ;INDF;MASC;SG
שווה	egala	שווה	egală	PROPN	ADJ;DEF;FEM;SG
שווה	egale	שווה	egal	PROPN	ADJ;INDF;FEM;PL
שווה	egala	שווה	egală	PROPN	ADJ;DEF;FEM;SG
שווה	worth	שווה	worth	PROPN	PROPN
כוללת	include	כלל	include	V;FEM;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
כוכבים	stars	כוכב	stars	N;MASC;PL	N;INDF;MASC;SG
תוצאות	rezultatul	תוצאה	rezultat	N;FEM;PL	N;DEF;MASC;SG
תוצאות	rezultat	תוצאה	rezultat	N;FEM;PL	N;INDF;MASC;SG
פארק	park	פארק	park	PROPN	N;INDF;MASC;SG
פארק	parc	פארק	parc	PROPN	N;INDF;MASC;SG
פארק	parcul	פארק	parc	PROPN	N;DEF;MASC;SG
החוף	plaja	החוף	plajă	PROPN	N;DEF;FEM;SG
החוף	plaja	החוף	plajă	PROPN	N;DEF;FEM;SG
החוף	beach	החוף	beach	PROPN	N;INDF;MASC;SG
באי	bae	None	bane		N;INDF;MASC;SG
המשטרה	politie	המשטר	politie	PROPN	N;INDF;FEM;SG
המשטרה	politia	המשטר	politie	PROPN	N;DEF;FEM;SG
המשטרה	politia	המשטר	politie	PROPN	N;DEF;FEM;SG
כותב	scriitorul	כתב	scriitor	V;MASC;SG;V.PTCP;ACT	N;DEF;MASC;SG
כותב	scriitor	כתב	scriitor	V;MASC;SG;V.PTCP;ACT	N;INDF;MASC;SG
כותב	scriitoare	כתב	scriitor	V;MASC;SG;V.PTCP;ACT	ADJ;INDF;FEM
כותב	scrierea	כתב	scriere	V;MASC;SG;V.PTCP;ACT	N;DEF;FEM;SG
כותב	scriere	כתב	scriere	V;MASC;SG;V.PTCP;ACT	N;INDF;FEM;SG
כותב	scriu	כתב	scrie	V;MASC;SG;V.PTCP;ACT	V;IND;PL;3;PRS;FIN
להורג	executate	להורג	executa		ADJ;INDF;FEM;PL
להורג	executata	להורג	executat		N;DEF;FEM;SG
להורג	executat	להורג	executa		ADJ;INDF;MASC;SG
סמוך	adiacente	None	adiacent	ADV	ADJ;INDF;FEM;PL
שירה	vocal	שירה	vocal		ADJ;INDF;MASC;SG
שירה	canto	שירה	canto		N;INDF;MASC;SG
שירה	poezia	שירה	poezie		N;DEF;FEM;SG
שירה	poezii	שירה	poezie		N;INDF;FEM;PL
שירה	poezie	שירה	poezie		N;INDF;FEM;SG
גוריון	gurion	גוריון	gurion	PROPN	PROPN
נובל	nobil	נובל	nobil	N;MASC;SG	ADJ;INDF;MASC;SG
נובל	nobila	נובל	nobil	N;MASC;SG	ADJ;DEF;FEM;SG
נובל	nobili	נובל	nobil	N;MASC;SG	N;INDF;MASC;PL
נובל	nobile	נובל	nobil	N;MASC;SG	ADJ;INDF;FEM;PL
רשמית	oficial	רשמית	oficial	ADV	ADJ;INDF;MASC;SG
חסר	lipsa	חסר	lipsă	ADJ;MASC;SG	N;DEF;FEM;SG
חסר	lipseste	חסר	lipsi	ADJ;MASC;SG	V;IND;SG;3;PRS;FIN
חסר	lipsesc	חסר	lipsi	ADJ;MASC;SG	V;IND;PL;3;PRS;FIN
חסר	lipseste	חסר	lipsi	ADJ;MASC;SG	V;IND;SG;3;PRS;FIN
חתם	semnat	חתם	semna	PROPN	ADJ;INDF;MASC;SG
חתם	semnate	חתם	semnat	PROPN	ADJ;INDF;FEM;PL
חתם	semnata	חתם	semnată	PROPN	N;DEF;FEM;SG
ארוך	long	ארוך	long	ADJ;MASC;SG	
עסק	afaceri	עסק	afacere	N;MASC;SG	N;INDF;FEM;PL
המשתמש	utilizatorul	המשתמש	utilizator	V;MASC;SG;3;PST;ACT	N;DEF;MASC;SG
המשתמש	utilizator	המשתמש	utilizator	V;MASC;SG;3;PST;ACT	N;INDF;MASC;SG
מכונה	masina	כונה	masină	V;MASC;SG;V.PTCP;PASS	N;DEF;FEM;SG
מכונה	masini	כונה	masină	V;MASC;SG;V.PTCP;PASS	N;INDF;FEM;PL
מכונה	masini	כונה	masină	V;MASC;SG;V.PTCP;PASS	N;INDF;FEM;PL
חג	sarbatori	חג	sarbator	N;MASC;SG	N;INDF;FEM;PL
חג	sarbatoare	חג	sarbator	N;MASC;SG	ADJ;INDF;FEM
אסיה	asiatic	אסיה	asiatic	PROPN	ADJ;INDF;MASC;SG
אסיה	asiatice	אסיה	asiatic	PROPN	ADJ;INDF;FEM;PL
אסיה	asiatici	אסיה	asiatic	PROPN	ADJ;INDF;MASC;PL
אסיה	asiatica	אסיה	asiatică	PROPN	N;DEF;FEM;SG
אסיה	asia	אסיה	asia	PROPN	PROPN
לפעול	actul	פעל	act	V;NFIN;ACT	N;DEF;MASC;SG
לפעול	act	פעל	act	V;NFIN;ACT	N;INDF;MASC;SG
דת	religioasa	דת	religios	N;FEM;SG	ADJ;DEF;FEM;SG
דת	religioase	דת	religios	N;FEM;SG	ADJ;INDF;FEM;PL
דת	religioasa	דת	religios	N;FEM;SG	ADJ;DEF;FEM;SG
דת	religios	דת	religios	N;FEM;SG	ADJ;INDF;MASC;SG
מראה	arata	מראה	arata	N;MASC;SG	V;IND;SG;3;IPFV;FIN
מראה	spectacole	מראה	spectacol	N;MASC;SG	N;INDF;FEM;PL
מראה	emisiuni	מראה	emisiune	N;MASC;SG	N;INDF;FEM;PL
יפו	jaffa	יפו	jaffa	PROPN	PROPN
עריכה	editeaza	עריכה	editează	N;FEM;SG	V;IND;SG;3;IPFV;FIN
משמעותי	semnificativ	משמעותי	semnificativ	ADJ;MASC;SG	ADV
משמעותי	semnificative	משמעותי	semnificativ	ADJ;MASC;SG	ADJ;INDF;FEM;PL
משמעותי	semnificativ	משמעותי	semnificativ	ADJ;MASC;SG	ADV
עין	eye	עין	ey	N;FEM;SG	
עשה	facute	עשה	face	V;MASC;SG;3;PST;ACT	ADJ;INDF;FEM;PL
עשה	made	עשה	made	V;MASC;SG;3;PST;ACT	
עשה	facuta	עשה	facuta	V;MASC;SG;3;PST;ACT	ADJ;DEF;FEM;SG
עשה	facut	עשה	face	V;MASC;SG;3;PST;ACT	ADJ;INDF;MASC;SG
נוער	tinerete	נוער	tânera	N;MASC;SG	
נוער	adolescenti	נוער	adolescenti	N;MASC;SG	N;INDF;MASC;PL
נוער	adolescenti	נוער	adolescenti	N;MASC;SG	N;INDF;MASC;PL
ין	yin	ין	yin		N;INDF;MASC;SG
ין	yeni	ין	yeni		N;INDF;MASC;SG
ין	yen	ין	yen		N;INDF;MASC;SG
המקור	origine	המקור	origine		N;INDF;FEM;SG
המקור	originea	המקור	origine		N;DEF;FEM;SG
המקור	sursa	המקור	sursă		N;DEF;FEM;SG
המקור	sursa	המקור	sursă		N;DEF;FEM;SG
המכון	institut	המכון	institut		N;INDF;MASC;SG
המכון	institutul	המכון	institut		N;DEF;MASC;SG
שלטון	shelton	שלטון	shelton	N;MASC;SG	PROPN
המשך	continuati	המשך	continua	N;MASC;SG	V;IND;SG;2;FIN
המשך	continua	המשך	continua	N;MASC;SG	V;IND;SG;3;IPFV;FIN
המשך	continua	המשך	continua	N;MASC;SG	V;IND;SG;3;IPFV;FIN
גל	gal	גל	gal	PROPN	
גל	undei	גל	undei	PROPN	
גל	val	גל	val	PROPN	N;INDF;MASC;SG
גל	valul	גל	val	PROPN	N;DEF;MASC;SG
צעיר	tanara	צעיר	tanară	N;MASC;SG	ADJ;DEF;FEM;SG
