til	för	til	för	ADV	ADP
møder	sammanträde	møde	sammanträde	V;IND;PRS;FIN;ACT	N;NOM;INDF;NEUT;SG
møder	möte	møde	möte	V;IND;PRS;FIN;ACT	N;NOM;INDF;NEUT;SG
møder	mötet	møde	möte	V;IND;PRS;FIN;ACT	N;NOM;DEF;NEUT;SG
washington	washington	washington	washington	N;INDF;MASC+FEM;SG	PROPN;NOM
afgørende	väsentligt	afgørende	väsentlig	ADJ	ADV
ernst	ernst	ernst	ernst	N;INDF;MASC+FEM;SG	PROPN;NOM
standard	standarden	standard	standard	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
musiker	musiker	musiker	musik	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
dækker	omslag	dække	omslag	V;IND;PRS;FIN;ACT	N;NOM;INDF;NEUT;SG
dækker	överdrag	dække	överdrag	V;IND;PRS;FIN;ACT	N;NOM;INDF;NEUT;SG
dækker	täckande	dække	täckande	V;IND;PRS;FIN;ACT	ADJ;NOM;PRS;V.PTCP
dækker	täcka	dække	täcka	V;IND;PRS;FIN;ACT	V;IMP;FIN;ACT
populære	populärt	populær	populär	ADJ;PL	ADJ;NOM;INDF;NEUT;SG
populære	popular	populær	popul	ADJ;PL	N;NOM;INDF;MASC+FEM;SG
populære	populär	populær	populär	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG
populære	populärt	populær	populär	ADJ;PL	ADJ;NOM;INDF;NEUT;SG
uefa	uefa	uefa	uefa	N;INDF;MASC+FEM;SG	PROPN;NOM
ven	vännen	ven	vänne	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
pris	price	pris	price	N;INDF;MASC+FEM;SG	PROPN;NOM
pris	priset	pris	pris	N;INDF;MASC+FEM;SG	N;NOM;DEF;NEUT;SG
pris	kostnader	pris	kostnad	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
pris	kosta	pris	kosta	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
school	skolan	school	skola	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
nomineret	nominerade	nominere	nominera	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
nomineret	nominerad	nominere	nominera	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
nomineret	utsedda	nominere	utse	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
ægteskab	äktenskapet	ægteskab	äktenskap	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
ungarn	ungern	ungarn	unge		PROPN;NOM
stærk	starkt	stærk	stark	ADJ;INDF;MASC+FEM;SG	ADV
stærk	strong	stærk	strong	ADJ;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
stærk	starka	stærk	stark	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
albert	albert	albert	albert		PROPN;NOM
bibliotek	biblioteket	bibliotek	bibliotek	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
harald	harald	harald	harald		PROPN;NOM
harald	jon	harald	jon		PROPN;NOM
uger	veckorna	uge	vecka	N;INDF;MASC+FEM;PL	N;NOM;DEF;MASC+FEM;PL
ændringer	ändringsförslag	ændringe	ändringsförslag	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;SG
sjælland	zeeland	sjælland	zeeland		PROPN;NOM
problem	problem	problem	problem	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;PL
problem	problemet	problem	problem	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
problem	problematiskt	problem	problematisk	N;INDF;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
institut	institutet	institut	institutet	N;INDF;MASC+FEM;SG	N;NOM;DEF;NEUT;SG
institut	grundande	institut	grunda	N;INDF;MASC+FEM;SG	ADJ;NOM;PRS;V.PTCP
institut	stiftelsen	institut	stiftelse	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
profil	profilen	profil	profil	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
hotel	hotellet	hotel	hotell	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
skib	fartygets	skib	fartyg	N;INDF;NEUT;SG	N;GEN;DEF;NEUT;SG
skib	fartygets	skib	fartyg	N;INDF;NEUT;SG	N;GEN;DEF;NEUT;SG
mester	mästaren	mester	mästare	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
mester	husse	mester	husse	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
mester	mäster	mester	mästa	N;INDF;MASC+FEM;SG	PROPN;NOM
tilknyttet	associerade	tilknytte	associera	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
tilknyttet	associerat	tilknytte	associerad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
tilknyttet	associerad	tilknytte	associerad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
tilknyttet	bifogas	tilknytte	bifoga	V;INDF;SG;PST;V.PTCP	V;IND;PRS;FIN;PASS
tilknyttet	bifogade	tilknytte	bifoga	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
tilknyttet	ansluten	tilknytte	ansluta	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
tilknyttet	anslutna	tilknytte	ansluta	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
tilknyttet	dotterbolag	tilknytte	dotterbolag	V;INDF;SG;PST;V.PTCP	N;NOM;INDF;NEUT;SG
søen	sjöar	søe	sjö	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
søen	sjö	søe	sjö	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
søen	lake	søe	lake	N;DEF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
post	posta	post	posta	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
post	publicera	post	publicera	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
post	inlägget	post	inlägg	N;INDF;MASC+FEM;SG	N;NOM;DEF;NEUT;SG
will	will	will	will		V;IMP;FIN;ACT
will	kommer	will	komma		V;IND;PRS;FIN;ACT
afrika	afrika	afrika	afrika		PROPN;NOM
afrika	sydafrika	afrika	sydafrika		N;NOM;INDF;MASC+FEM;SG
afrika	afrikanskt	afrika	afrikansk		ADJ;NOM;INDF;NEUT;SG
afrika	afrikaner	afrika	afrikan		N;NOM;INDF;MASC+FEM;PL
afrika	afrikansk	afrika	afrikansk		ADJ;NOM;INDF;MASC+FEM;SG
afrika	afrikanska	afrika	afrikansk		ADJ;NOM;PL
greve	greve	grev	grev	N;INDF;MASC+FEM;SG	PROPN;NOM
greve	räkna	grev	räkna	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
emnet	ämne	emne	ämne	N;DEF;NEUT;SG	N;NOM;INDF;NEUT;SG
emnet	föremål	emne	föremål	N;DEF;NEUT;SG	N;NOM;INDF;NEUT;SG
emnet	ämne	emne	ämne	N;DEF;NEUT;SG	N;NOM;INDF;NEUT;SG
nævnt	nämnt	nævnt	nämna	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
nævnt	nämns	nævnt	nämna	V;INDF;SG;PST;V.PTCP	V;IND;PRS;FIN;PASS
trommer	trummande	tromme	trummande	N;INDF;MASC+FEM;PL	ADJ;NOM;PRS;V.PTCP
uge	veckan	uge	vecka	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
adam	adam	adam	adam	N;INDF;MASC+FEM;SG	PROPN;NOM
program	programmera	program	programmera	N;INDF;NEUT;SG	V;IMP;FIN;ACT
program	programmet	program	program	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
program	programmet	program	program	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
oscar	oscar	oscar	oscar	N;INDF;MASC+FEM;SG	PROPN;NOM
sendte	skickas	sende	skicka	V;IND;PST;FIN;ACT	V;IND;PRS;FIN;PASS
sendte	skickat	sende	skicka	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
sendte	skickad	sende	skicka	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
landsby	byn	landsby	byn	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
svend	svend	svend	svend		PROPN;NOM
museet	museum	museum	museum	N;DEF;NEUT;SG	N;NOM;INDF;NEUT;SG
grækenland	grekland	grækenland	grekland	PROPN	PROPN;NOM
japansk	japanska	japansk	japansk	ADJ;INDF;SG	N;NOM;INDF;MASC+FEM;SG
japansk	japaner	japansk	japan	ADJ;INDF;SG	N;NOM;INDF;MASC+FEM;PL
modstand	motståndsrörelsen	modstand	motståndsrörelse	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
modstand	oppositionen	modstand	opposition	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
projekt	projicera	projekt	projicera	N;INDF;NEUT;SG	V;IMP;FIN;ACT
projekt	projektet	projekt	projekt	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
projekt	projektets	projekt	projekt	N;INDF;NEUT;SG	N;GEN;DEF;NEUT;SG
militær	militära	militær	militär	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
militær	militären	militær	militär	ADJ;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
militær	militär	militær	militär	ADJ;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
militær	militärer	militær	militär	ADJ;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
søgte	sökt	søge	söka	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
søgte	inhämtade	søge	inhämtad	V;IND;PST;FIN;ACT	ADJ;NOM;PL;PST;V.PTCP
søgte	sökt	søge	söka	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
søgte	sökta	søge	sökta	V;IND;PST;FIN;ACT	ADJ;NOM;PL;PST;V.PTCP
knyttet	knutna	knytte	knyta	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
knyttet	knutet	knytte	knyta	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
knyttet	bifogas	knytte	bifoga	V;INDF;SG;PST;V.PTCP	V;IND;PRS;FIN;PASS
knyttet	bifogade	knytte	bifoga	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
knyttet	länkade	knytte	länka	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
knyttet	kopplade	knytte	koppla	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
knyttet	länkat	knytte	länka	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
knyttet	länkad	knytte	länkad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
nærheden	närliggande	nærhed	närliggande	N;DEF;MASC+FEM;SG	ADJ;NOM;PRS;V.PTCP
udenfor	utomhus	udenfor	utomhus	ADV	N;NOM;INDF;MASC+FEM;SG
udenfor	utanför	udenfor	utanför	ADV	ADP
udenfor	utsidan	udenfor	utsida	ADV	N;NOM;DEF;MASC+FEM;SG
tror	tänk	tro	tänka	V;IND;PRS;FIN;ACT	V;IMP;FIN;ACT
tror	tänka	tro	tänka	V;IND;PRS;FIN;ACT	V;IMP;FIN;ACT
can	kan	cinke	kunna		V;IND;PRS;FIN;ACT
can	can	cinke	can		N;NOM;INDF;MASC+FEM;SG
måned	månaden	måned	månad	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
beskæftigelse	sysselsättningen	beskæftigelse	sysselsättning	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
digte	poesi	digte	poesi	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
beskrevet	beskrivet	beskrive	beskriva	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
beskrevet	beskrivna	beskrive	beskriva	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
beskrevet	beskrivs	beskrive	beskriva	V;INDF;SG;PST;V.PTCP	V;IND;PRS;FIN;PASS
kolding	kolding	kolding	kolding		PROPN;NOM
bevægelse	yrkande	bevægelse	yrkande	N;INDF;MASC+FEM;SG	ADJ;NOM;PRS;V.PTCP
bevægelse	rörelser	bevægelse	rörelse	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
bevægelse	rörelsen	bevægelse	rörelse	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
grundlag	grunder	grundlag	grund	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
grundlag	stiftelser	grundlag	stiftelse	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
tider	tiderna	tid	tid	N;INDF;MASC+FEM;PL	N;NOM;DEF;MASC+FEM;PL
tider	times	tid	tim	N;INDF;MASC+FEM;PL	PROPN;NOM
tider	ggr	tid	gå	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;SG
fred	freden	fred	fred	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
fred	fridens	fred	frid	N;INDF;MASC+FEM;SG	N;GEN;DEF;MASC+FEM;SG
hæren	arméns	hær	arm	N;DEF;MASC+FEM;SG	N;GEN;INDF;MASC+FEM;SG
hæren	arme	hær	arm	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
hæren	army	hær	army	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
hæren	armé	hær	arm	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
forskning	forska	forskning	forsk	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
partier	parterna	parti	part	N;INDF;NEUT;PL	N;NOM;DEF;MASC+FEM;PL
kaldte	kallas	kalde	kalla	V;IND;PST;FIN;ACT	V;NFIN;PASS
kaldte	kallad	kalde	kalla	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
resultatet	resultat	resultat	resultat	N;DEF;NEUT;SG	N;NOM;INDF;NEUT;SG
spansk	spansk	spansk	spansk	N;INDF;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
spansk	spanskt	spansk	spanskt	N;INDF;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
korps	kåren	korps	kåre	N;INDF;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
handel	handeln	handel	handel	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
handel	handeln	handel	handel	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
river	river	rive	riva	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;SG
river	floden	rive	flyd	N;INDF;MASC+FEM;PL	N;NOM;DEF;MASC+FEM;SG
river	flod	rive	flod	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
aktive	aktiv	aktiv	aktiv	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG
aktive	aktivt	aktiv	aktiv	ADJ;PL	ADV
rent	rena	ren	rena	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
rent	städa	ren	städ	ADJ;INDF;NEUT;SG	V;IMP;FIN;ACT
rent	rent	ren	ren	ADJ;INDF;NEUT;SG	ADV
rent	clean	ren	clea	ADJ;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
rent	rena	ren	rena	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
rent	rent	ren	ren	ADJ;INDF;NEUT;SG	ADV
slottet	castle	slotte	castle	N;DEF;NEUT;SG	N;NOM;INDF;NEUT;SG
slottet	slott	slotte	slott	N;DEF;NEUT;SG	N;NOM;INDF;NEUT;SG
lufthavn	flygplatsen	lufthavn	flygplats	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
sandsynligvis	troligt	sandsynligvis	trolig	ADV	ADJ;NOM;INDF;NEUT;SG
sandsynligvis	sannolik	sandsynligvis	sannolik	ADV	ADJ;NOM;INDF;MASC+FEM;SG
page	sida	page	sida		N;NOM;INDF;MASC+FEM;SG
page	sidan	page	sida		N;NOM;DEF;MASC+FEM;SG
page	page	page	page		V;IMP;FIN;ACT
kor	kören	kor	köra	N;INDF;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
kor	körer	kor	köra	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
priser	priserna	pris	pris	N;INDF;MASC+FEM;PL	N;NOM;DEF;NEUT;PL
opera	operan	opera	operan	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
eksemplarer	kopiorna	eksemplar	kopia	N;INDF;NEUT;PL	N;NOM;DEF;MASC+FEM;PL
eksemplarer	exemplar	eksemplar	exempel	N;INDF;NEUT;PL	N;NOM;INDF;NEUT;SG
eksemplarer	kopierar	eksemplar	kopiera	N;INDF;NEUT;PL	V;IND;PRS;FIN;ACT
viden	kunskaper	viden	kunskap	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
skotland	scotland	skotland	scotland	PROPN	N;NOM;INDF;MASC+FEM;SG
skotland	skottland	skotland	skottland	PROPN	PROPN;NOM
skotland	skottlands	skotland	skottland	PROPN	PROPN;GEN
råd	råd	råd	råd	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;PL
horsens	horsens	horsens	hors	PROPN	PROPN;GEN
sad	sat	sidde	sit	V;IND;PST;FIN;ACT	V;IMP;FIN;ACT
sad	satt	sidde	sitta	V;IND;PST;FIN;ACT	V;IMP;FIN;ACT
sad	lör	sidde	löra	V;IND;PST;FIN;ACT	N
hall	salen	hall	sal		N;NOM;DEF;MASC+FEM;SG
hall	hallen	hall	hall		N;NOM;DEF;MASC+FEM;SG
hall	hall	hall	hall		N;NOM;INDF;MASC+FEM;SG
nordøst	nordost	nordøst	nordost	N;INDF;SG	ADV
nordøst	nordöstra	nordøst	nordöstra	N;INDF;SG	ADJ;NOM;DEF;SG
organisation	organisationen	organisation	organisation	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
organisation	organisationen	organisation	organisation	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
angeles	angeles	angeles	angeles	N;INDF;MASC+FEM;SG	PROPN;NOM
købte	inköpt	købe	inköpt	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
købte	inköpta	købe	inköpta	V;IND;PST;FIN;ACT	ADJ;NOM;PL;PST;V.PTCP
købte	köpta	købe	köpa	V;IND;PST;FIN;ACT	ADJ;NOM;PL;PST;V.PTCP
købte	köpt	købe	köpa	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
købte	köptes	købe	köpa	V;IND;PST;FIN;ACT	V;IND;PST;FIN;PASS
købte	köpta	købe	köpa	V;IND;PST;FIN;ACT	ADJ;NOM;PL;PST;V.PTCP
købte	köpt	købe	köpa	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
modtaget	mottaget	modtage	mottagen	V;INDF;SG;PST;V.PTCP	N;NOM;DEF;NEUT;SG
modtaget	mottagen	modtage	mottag	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
modtaget	mottagna	modtage	motta	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
tegn	dra	tegn	dra	N;INDF;NEUT;SG	V;IMP;FIN;ACT
tegn	rita	tegn	rita	N;INDF;NEUT;SG	V;IMP;FIN;ACT
tegn	underteckna	tegn	undertecken	N;INDF;NEUT;SG	V;IMP;FIN;ACT
tegn	signera	tegn	signera	N;INDF;NEUT;SG	V;IMP;FIN;ACT
tegn	figurer	tegn	figur	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
tegn	karaktärer	tegn	karaktär	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
tegn	skyltar	tegn	skylta	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
nordvest	nordvästra	nordvest	nordvästra	N;INDF	ADJ;NOM;DEF;SG
nordvest	nordväst	nordvest	nordväst	N;INDF	ADV
fremstillet	producerad	fremstille	producerad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
fremstillet	framställt	fremstille	framställa	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
fremstillet	producerat	fremstille	producerad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
fremstillet	tillverkas	fremstille	tillverka	V;INDF;SG;PST;V.PTCP	V;IND;PRS;FIN;PASS
fremstillet	tillverkade	fremstille	tillverkad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
fremstillet	tillverkat	fremstille	tillverkad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
fremstillet	tillverkad	fremstille	tillverkad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
fremstillet	framställt	fremstille	framställa	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
simon	simon	simon	simon		N;NOM;INDF;MASC+FEM;SG
bevaret	bevarade	bevare	bevara	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
bevaret	konserverade	bevare	konservera	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
bevaret	bevarat	bevare	bevara	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
bevaret	bevarad	bevare	bevara	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
bevaret	konserverad	bevare	konserverad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
sydvest	sydvästra	sydvest	sydvästra	N;INDF	ADJ;NOM;DEF;SG
sydvest	sydväst	sydvest	sydväst	N;INDF	ADV
erstattet	ersatt	erstatte	ersatt	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
erstattet	ersatta	erstatte	ersätta	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
erstattet	ersätts	erstatte	ersätta	V;INDF;SG;PST;V.PTCP	V;IND;PRS;FIN;PASS
erstattet	ersatt	erstatte	ersatt	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
erstattet	utbytt	erstatte	utbytt	V;INDF;SG;PST;V.PTCP	N;NOM;INDF;MASC+FEM;SG
undgå	undvikande	undgå	undvikande	V;NFIN;ACT	ADJ;NOM;PRS;V.PTCP
øverste	upper	øvre	upper	ADJ;DEF;RL	N;NOM;MASC+FEM;SG
øverste	övre	øvre	övre	ADJ;DEF;RL	ADJ;NOM;CMPR
øverste	överst	øvre	överst	ADJ;DEF;RL	ADV;RL
øverste	toppen	øvre	topp	ADJ;DEF;RL	N;NOM;DEF;MASC+FEM;SG
øverste	topp	øvre	topp	ADJ;DEF;RL	N;NOM;INDF;MASC+FEM;SG
jakob	jakob	jakob	jakob		PROPN;NOM
jakob	jakob	jakob	jakob		PROPN;NOM
jakob	jacob	jakob	jacob		PROPN;NOM
brasilien	brasilien	brasilie	brasili	N;DEF;MASC+FEM;SG	PROPN;NOM
brasilien	brasilianska	brasilie	brasiliansk	N;DEF;MASC+FEM;SG	ADJ;NOM;PL
kræver	kräva	kræve	kräva	V;IND;PRS;FIN;ACT	V;IMP;NFIN;ACT
elisabeth	elisabet	elisabeth	elisabet	N;INDF;MASC+FEM;SG	PROPN;NOM
elisabeth	elisabeth	elisabeth	elisabeth	N;INDF;MASC+FEM;SG	PROPN;NOM
elisabeth	elizabeth	elisabeth	elizabeth	N;INDF;MASC+FEM;SG	PROPN;NOM
elisabeth	elisabet	elisabeth	elisabet	N;INDF;MASC+FEM;SG	PROPN;NOM
elisabeth	elisabeth	elisabeth	elisabeth	N;INDF;MASC+FEM;SG	PROPN;NOM
behandling	behandlingen	behandling	behandling	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
ansatte	anställda	ansætte	anställd	V;PL;PST;V.PTCP	N;NOM;INDF;MASC+FEM;PL
ansatte	medarbetare	ansætte	medarbetare	V;PL;PST;V.PTCP	N;NOM;INDF;MASC+FEM;PL
ansatte	personal	ansætte	personal	V;PL;PST;V.PTCP	N;NOM;INDF;MASC+FEM;SG
ansatte	personalen	ansætte	personal	V;PL;PST;V.PTCP	N;NOM;DEF;MASC+FEM;SG
blade	löv	blad	löv	N;INDF;NEUT;PL	N;NOM;INDF;NEUT;SG
blade	löven	blad	löv	N;INDF;NEUT;PL	N;NOM;DEF;NEUT;PL
blade	blad	blad	blad	N;INDF;NEUT;PL	N;NOM;INDF;NEUT;SG
blade	blade	blad	blad	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
blade	klinga	blad	klinga	N;INDF;NEUT;PL	V;IMP;FIN;ACT
blade	löv	blad	löv	N;INDF;NEUT;PL	N;NOM;INDF;NEUT;SG
blade	blad	blad	blad	N;INDF;NEUT;PL	N;NOM;INDF;NEUT;SG
levende	living	levende	living	ADJ	N;NOM;INDF;MASC+FEM;SG
levende	leva	levende	leva	ADJ	V;IMP;FIN;ACT
levende	live	levende	live	ADJ	N;NOM;INDF;NEUT;SG
rød	röda	rød	röd	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
kvindelige	hona	kvindelig	hona	ADJ;PL	N;NOM;INDF;MASC+FEM;SG
kvindelige	kvinnligt	kvindelig	kvinnlig	ADJ;PL	ADJ;NOM;INDF;NEUT;SG
kvindelige	kvinna	kvindelig	kvinna	ADJ;PL	N;NOM;INDF;MASC+FEM;SG
kører	köra	køre	köra	V;IND;PRS;FIN;ACT	V;IMP;FIN;ACT
kører	bilkörning	køre	bilkörning	V;IND;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;SG
kører	körning	køre	körning	V;IND;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;SG
kører	kör	køre	köra	V;IND;PRS;FIN;ACT	V;IMP;FIN;ACT
kører	springa	køre	springa	V;IND;PRS;FIN;ACT	V;IMP;FIN;ACT
kører	running	køre	running	V;IND;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;SG
kører	löpning	køre	löpning	V;IND;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;SG
kører	kör	køre	köra	V;IND;PRS;FIN;ACT	V;IMP;FIN;ACT
kører	rinnande	køre	rinnande	V;IND;PRS;FIN;ACT	ADJ;NOM;PRS;V.PTCP
beskriver	beskrivs	beskrive	beskriva	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;PASS
madsen	madsen	mads	mads	N;DEF;MASC+FEM;SG	PROPN;NOM
