til	लिये	til	ले	ADV	V;PFV;MASC;SG;V.PTCP;ACT
emnet	टॉपिक	emne	टॉपिक	N;DEF;NEUT;SG	
nævnt	उल्लेखित	nævnt	उल्लेखित	V;INDF;SG;PST;V.PTCP	PROPN;NOM;SG;3
trommer	ड्रम	tromme	ड्रम	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
regler	नियम	regel	नियम	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
adam	एडम	adam	एडम	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
adam	आदम	adam	आदम	N;INDF;MASC+FEM;SG	
sendte	प्रेषित	sende	प्रेषित	V;IND;PST;FIN;ACT	ADJ
landsby	गाँव	landsby	गाँव	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL;3
grækenland	यूनानी	grækenland	यूनानी	PROPN	PROPN;NOM;MASC;SG;3
grækenland	ग्रीस	grækenland	ग्रीस	PROPN	PROPN;NOM;MASC;SG;3
grækenland	यूनान	grækenland	यूनान	PROPN	PROPN;NOM;MASC;SG;3
grækenland	यूनानियों	grækenland	यूनानी	PROPN	N;ACC;MASC;PL;3
typer	प्रकार	type	प्रकार	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
japansk	जापानी	japansk	जापानी	ADJ;INDF;SG	N;NOM;MASC;SG;3
wiki	विकी	wiki	विकी	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
wiki	विकिपीडिया	wiki	विकिपीडिया	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
wiki	विकि	wiki	विकि	N;INDF;MASC+FEM;SG	
wiki	विक	wiki	विक	N;INDF;MASC+FEM;SG	
militær	मिलिट्री	militær	मिलिट्री	ADJ;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
militær	सैनिक	militær	सैनिक	ADJ;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
militær	फौजी	militær	फौजी	ADJ;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
militær	सैन्य	militær	सैन्य	ADJ;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
knyttet	संलग्न	knytte	संलग्न	V;INDF;SG;PST;V.PTCP	
nærheden	आसपास	nærhed	आसपास	N;DEF;MASC+FEM;SG	ADV;NOM;MASC;SG;3
tror	सोचो	tro	सोच	V;IND;PRS;FIN;ACT	
digte	कविता	digte	कविता	N;INDF;MASC+FEM;PL	PROPN;NOM;FEM;SG;3
digte	शायरी	digte	शायरी	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG;3
digte	काव्य	digte	काव्य	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
mængde	वाल्यूम	mængde	वाल्यूम	N;INDF;MASC+FEM;SG	
beskrevet	वर्णित	beskrive	वर्णित	V;INDF;SG;PST;V.PTCP	ADJ
tider	बार	tid	बार	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG;3
tider	टाइम्स	tid	टाइम्स	N;INDF;MASC+FEM;PL	PROPN;NOM;MASC;SG;3
fred	सलाम	fred	सलाम	N;INDF;MASC+FEM;SG	
fred	फ्रेड	fred	फ्रेड	N;INDF;MASC+FEM;SG	
partier	दल	parti	दल	N;INDF;NEUT;PL	N;NOM;MASC;SG;3
resultatet	परिणाम	resultat	परिणाम	N;DEF;NEUT;SG	N;NOM;MASC;PL;3
spansk	स्पैनिश	spansk	स्पैनिश	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
spansk	स्पेनिश	spansk	स्पेनिश	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
spansk	स्पेनी	spansk	स्पेनी	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
river	नदी	rive	नदी	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG;3
aktive	क्रियाशील	aktiv	क्रियाशील	ADJ;PL	
biografi	जीवनी	biografi	जीवनी	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG;3
rent	शुद्ध	ren	शुद्ध	ADJ;INDF;NEUT;SG	
rent	प्योर	ren	प्योर	ADJ;INDF;NEUT;SG	
rent	pure	ren	pure	ADJ;INDF;NEUT;SG	
sandsynligvis	संभावना	sandsynligvis	संभावना	ADV	N;NOM;FEM;SG;3
sandsynligvis	संभावित	sandsynligvis	संभावित	ADV	PROPN;NOM;SG;3
page	पृष्ठ	page	पृष्ठ		N;NOM;MASC;SG;3
page	पेज	page	पेज		N;NOM;MASC;SG;3
kor	कोरस	kor	कोरस	N;INDF;NEUT;SG	
kor	कोर	kor	कोर	N;INDF;NEUT;SG	
kor	कोरस	kor	कोरस	N;INDF;NEUT;SG	
kor	choirs	kor	choirs	N;INDF;NEUT;SG	
opera	ओपेरा	opera	ओपेरा	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
eksemplarer	कॉपी	eksemplar	कॉपी	N;INDF;NEUT;PL	
eksemplarer	नक़ल	eksemplar	नक़ल	N;INDF;NEUT;PL	N;NOM;FEM;SG;3
skotland	स्कॉटलैंड	skotland	स्कॉटलैंड	PROPN	PROPN;NOM;MASC;SG;3
sad	शनि	sidde	शनि	V;IND;PST;FIN;ACT	PROPN;NOM;MASC;SG;3
sad	शनिवार	sidde	शनिवार	V;IND;PST;FIN;ACT	PROPN;NOM;MASC;SG;3
sad	सत	sidde	सत	V;IND;PST;FIN;ACT	
hall	हॉल	hall	हॉल		N;NOM;MASC;SG;3
modtaget	प्राप्त	modtage	प्राप्त	V;INDF;SG;PST;V.PTCP	ADJ
tegn	खींचें	tegn	खींच	N;INDF;NEUT;SG	V;SBJV;PL;FIN;ACT
tegn	चिह्न	tegn	चिह्न	N;INDF;NEUT;SG	
fremstillet	उत्पादित	fremstille	उत्पादित	V;INDF;SG;PST;V.PTCP	PROPN;NOM;SG;3
simon	साइमन	simon	साइमन		PROPN;NOM;MASC;SG;3
øverste	upper	øvre	upper	ADJ;DEF;RL	N;NOM;MASC;SG;3
øverste	अपर	øvre	अपर	ADJ;DEF;RL	
øverste	उपर	øvre	उपर	ADJ;DEF;RL	
øverste	ऊपर	øvre	ऊपर	ADJ;DEF;RL	ADV;NOM;MASC;SG;3
øverste	टॉप	øvre	टॉप	ADJ;DEF;RL	
øverste	शीर्ष	øvre	शीर्ष	ADJ;DEF;RL	N;NOM;MASC;SG;3
jakob	जैकब	jakob	जैकब		PROPN;NOM;MASC;SG;3
jakob	याकूब	jakob	याकूब		PROPN;NOM;MASC;SG;3
jakob	जेकब	jakob	जेकब		PROPN;NOM;MASC;SG;3
jakob	याक़ूब	jakob	याक़ूब		PROPN;NOM;MASC;SG;3
brasilien	ब्राजील	brasilie	ब्राजील	N;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
brasilien	ब्राज़ील	brasilie	ब्राज़ील	N;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
kræver	आवश्यकता	kræve	आवश्यकता	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG;3
elisabeth	एलिजाबेथ	elisabeth	एलिजाबेथ	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
elisabeth	एलिज़ाबेथ	elisabeth	एलिज़ाबेथ	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG;3
elisabeth	एलिज़ाबेथ	elisabeth	एलिज़ाबेथ	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG;3
ansatte	कर्मचारियों	ansætte	कर्मचारी	V;PL;PST;V.PTCP	N;ACC;MASC;PL;3
ansatte	कर्मचारी	ansætte	कर्मचारी	V;PL;PST;V.PTCP	N;NOM;MASC;PL;3
ansatte	स्टाफ़	ansætte	स्टाफ़	V;PL;PST;V.PTCP	N;NOM;MASC;SG;3
ansatte	स्टाफ	ansætte	स्टाफ	V;PL;PST;V.PTCP	N;NOM;MASC;SG;3
blade	मैगज़ीन	blad	मैगज़ीन	N;INDF;NEUT;PL	PROPN;NOM;MASC;SG;3
blade	पत्तो	blad	पत्तो	N;INDF;NEUT;PL	
blade	ब्लेड	blad	ब्लेड	N;INDF;NEUT;PL	N;NOM;MASC;SG;3
blade	पत्ती	blad	पत्ती	N;INDF;NEUT;PL	N;NOM;FEM;SG;3
blade	पत्ता	blad	पत्ता	N;INDF;NEUT;PL	N;NOM;MASC;SG;3
blade	ब्लेड	blad	ब्लेड	N;INDF;NEUT;PL	N;NOM;MASC;SG;3
levende	सजीव	levende	सजीव	ADJ	
levende	जीना	levende	जी	ADJ	V;MASC;SG;NFIN;ACT
levende	लाइव	levende	लाइव	ADJ	N;NOM;MASC;SG;3
levende	सजीव	levende	सजीव	ADJ	
rød	लाल	rød	लाल	ADJ;INDF;MASC+FEM;SG	
rød	रेड	rød	रेड	ADJ;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
kvindelige	स्त्री	kvindelig	स्त्री	ADJ;PL	N;NOM;FEM;SG;3
kvindelige	महिला	kvindelig	महिला	ADJ;PL	N;NOM;FEM;SG;3
kvindelige	मादा	kvindelig	मादा	ADJ;PL	N;NOM;MASC;SG;3
kører	ड्राइविंग	køre	ड्राइविंग	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG;3
kører	ड्राइव	køre	ड्राइव	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG;3
kører	कार्यशील	køre	कार्यशील	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG;3
bygge	बिल्ड	bygge	बिल्ड	V;NFIN;ACT	
bygge	निर्माण	bygge	निर्माण	V;NFIN;ACT	N;NOM;MASC;SG;3
ukendt	अनजान	ukendt	अनजान	ADJ;INDF;SG	ADP
louise	लुईस	louis	लुईस	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
jones	जोन्स	jone	जोन्स	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
stille	खामोश	stille	खामोश	ADJ	
stille	चुप	stille	चुप	ADJ	
stille	मूक	stille	मूक	ADJ	
elever	विद्यार्थी	elev	विद्यार्थी	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
fader	चचा	fade	चचा	N;INDF;MASC+FEM;SG	
fader	father	fade	father	N;INDF;MASC+FEM;SG	
stater	राज्यो	stat	राज्य	N;INDF;MASC+FEM;PL	PROPN;NOM;MASC;SG;3
stater	राज्य	stat	राज्य	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
trække	खींचो	trække	खींचो	V;NFIN;ACT	
traditionelle	पारम्परिक	traditionel	पारम्परिक	ADJ;PL	PROPN;NOM;MASC;SG;3
traditionelle	पारंपरिक	traditionel	पारंपरिक	ADJ;PL	PROPN;NOM;SG;3
kunstnere	कलाकार	kunstner	कलाकार	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
korte	छोटा	kort	छोटा	ADJ;PL	ADJ;NOM;MASC;SG
korte	छोटी	kort	छोटा	ADJ;PL	ADJ;FEM;SG
læge	चिकित्सीय	læge	चिकित्सीय	N;INDF;MASC+FEM;SG	PROPN;NOM
læge	doctor	læge	doctor	N;INDF;MASC+FEM;SG	
kanal	नहरों	kanal	नहर	N;INDF;MASC+FEM;SG	N;ACC;FEM;PL;3
kanal	नहरें	kanal	नहर	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;3
kanal	कनाल	kanal	कनाल	N;INDF;MASC+FEM;SG	
out	बाहर	out	बाहर		ADV;NOM;MASC;SG;3
out	आउट	out	आउट		N;NOM;MASC;SG;3
indspillet	दर्ज	indspille	दर्ज	V;INDF;SG;PST;V.PTCP	ADJ
indspillet	अंकित	indspille	अंकित	V;INDF;SG;PST;V.PTCP	ADJ
mangler	अनुपलब्ध	mangle	अनुपलब्ध	V;IND;PRS;FIN;ACT	
mangler	अनुपस्थित	mangle	अनुपस्थित	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG;3
mangler	लापता	mangle	लापता	V;IND;PRS;FIN;ACT	ADJ
irland	आयरलैंड	irland	आयरलैंड	PROPN	PROPN;NOM;MASC;SG;3
bærer	तुमको	bære	तुमको	V;IND;PRS;FIN;ACT	
big	बड़े	big	बडा		ADJ;NOM;MASC;PL
big	बड़ा	big	बड़ा		ADJ;NOM;MASC;SG
big	बड़ी	big	बडा		ADJ;NOM;FEM;SG
big	बिग	big	बिग		
rejser	यात्रा	rejse	यात्रा	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG;3
rejser	सफर	rejse	सफर	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
mary	मैरी	mary	मैरी	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG;3
mary	मरियम	mary	मरियम	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
straks	तुरन्त	straks	तुरन्त	ADV	
jesus	यीशु	jesus	यीशु	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
elementer	तत्व	element	तत्व	N;INDF;NEUT;PL	N;NOM;MASC;SG;3
lære	सीख	lære	सीख	N;INDF;MASC+FEM;SG	V;FIN;ACT
lære	सीखना	lære	सीखना	N;INDF;MASC+FEM;SG	V;MASC;NFIN;ACT
lære	जानें	lære	जान	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;3
lære	सीखें	lære	सीख	N;INDF;MASC+FEM;SG	V;SBJV;PL;FIN;ACT
lære	सीख	lære	सीख	N;INDF;MASC+FEM;SG	V;FIN;ACT
arthur	आर्थर	arthur	आर्थर	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
havn	बंदरगाहों	havn	बंदरगाह	N;INDF;MASC+FEM;SG	N;ACC;MASC;PL;3
nærmest	निकटतम	nærmest	निकटतम	ADV;RL	N;NOM;MASC;SG;3
festival	फ़ेस्टिवल	festival	फ़ेस्टिवल	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
republik	गणराज्य	republik	गणराज्य	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
awards	पुरस्कार	award	पुरस्कार		N;NOM;MASC;SG;3
org	org	org	org		
katolske	कैथोलिक	katolsk	कैथोलिक	ADJ;PL	N;NOM;MASC;SG;3
song	गीत	song	गीत		N;NOM;MASC;PL;3
song	गाना	song	गाना		N;NOM;MASC;SG;3
song	सोंग	song	सोंग		
skrifter	लेखन	skrift	लेखन	N;INDF;MASC+FEM;PL	
begrænset	प्रतिबंधित	begrænse	प्रतिबंधित	V;INDF;SG;PST;V.PTCP	ADJ
begrænset	limited	begrænse	limited	V;INDF;SG;PST;V.PTCP	PROPN;NOM
begrænset	सीमित	begrænse	सीमित	V;INDF;SG;PST;V.PTCP	ADJ
manchester	मैनचेस्टर	manchester	मैनचेस्टर	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
hjemme	मुखपृष्ठ	hjemme	मुखपृष्ठ	ADV	N;NOM;MASC;SG;3
hjemme	गृह	hjemme	गृह	ADV	N;NOM;MASC;SG;3
hjemme	होम	hjemme	होम	ADV	
hjemme	घर	hjemme	घर	ADV	N;NOM;MASC;SG;3
social	सामाजिक	social	सामाजिक	N;INDF;MASC+FEM;SG	PROPN;NOM;SG;3
social	सोशल	social	सोशल	N;INDF;MASC+FEM;SG	
chris	क्रिस	chris	क्रिस		PROPN;NOM;MASC;SG;3
ray	रे	ray	रे		PROPN;NOM;MASC;SG;3
sjældent	दुर्लभ	sjældent	दुर्लभ	ADV	
sjældent	विरल	sjældent	विरल	ADV	CONJ
bas	बास	bas	बास	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
hill	पहाड़ी	hill	पहाडी		N;NOM;FEM;SG;3
hill	हिल	hill	हिल		
enhed	उपकरण	enhed	उपकरण	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL;3
enhed	एंटिटी	enhed	एंटिटी	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG;3
fuld	फुल	fuld	फुल	ADJ;INDF;MASC+FEM;SG	
fuld	पूर्ण	fuld	पूर्ण	ADJ;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
fuld	शराबी	fuld	शराबी	ADJ;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
fuld	नशे	fuld	नशा	ADJ;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
holger	वाल्डो	holge	वाल्डो	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
gods	कार्गो	gods	कार्ग	N;INDF;NEUT;SG	N;NOM;MASC;PL;3
ført	led	føre	led	V;INDF;SG;PST;V.PTCP	
fokus	फोकस	fokus	फोकस	N;INDF;NEUT;SG	
byggede	निर्मित	bygge	निर्मित	V;IND;PST;FIN;ACT	ADJ
indviet	उदघाटन	indvie	उदघाटन	V;INDF;SG;PST;V.PTCP	N;NOM;MASC;SG;3
edward	एडवर्ड	edward	एडवर्ड		PROPN;NOM;MASC;SG;3
slå	बीट	slå	बीट	V;NFIN;ACT	
slå	धड़कन	slå	धड़कन	V;NFIN;ACT	N;NOM;FEM;SG;3
slå	ताल	slå	ताल	V;NFIN;ACT	
slå	हिट	slå	हिट	V;NFIN;ACT	
slå	hit	slå	hit	V;NFIN;ACT	
privat	प्राइवेट	privat	प्राइवेट	ADJ;INDF;SG	N;NOM;MASC;SG;3
white	सफेद	white	सफेद		
white	सफ़ेद	white	सफ़ेद		N;NOM;MASC;SG;3
white	श्वेत	white	श्वेत		
manglende	कमी	mangle	कमी	V;PRS;V.PTCP	N;NOM;FEM;SG;3
manglende	अनुपलब्ध	mangle	अनुपलब्ध	V;PRS;V.PTCP	
manglende	अनुपस्थित	mangle	अनुपस्थित	V;PRS;V.PTCP	N;NOM;MASC;SG;3
manglende	लापता	mangle	लापता	V;PRS;V.PTCP	ADJ
klassiske	क्लासिक	klassisk	क्लासिक	ADJ;PL	PROPN;NOM;MASC;SG;3
konservative	रूढ़िवादी	konservativ	रूढ़िवादी	ADJ;PL	N;NOM;MASC;SG;3
vor	हमारा	vores	हम	DET;MASC+FEM;SG;1	PRO;MASC;PL;1
vor	हमारे	vores	हम	DET;MASC+FEM;SG;1	PRO;MASC;PL;1
vor	हमारी	vores	हम	DET;MASC+FEM;SG;1	PRO;FEM;PL;1
scott	स्कॉट	scott	स्कॉट		PROPN;NOM;MASC;SG;3
super	सूपर	supe	सूपर	N;INDF;MASC+FEM;SG	
super	super	supe	super	N;INDF;MASC+FEM;SG	
føre	लीड	føre	लीड	V;NFIN;ACT	
føre	सीसा	føre	सीसा	V;NFIN;ACT	N;NOM;MASC;SG;3
føre	सीसे	føre	सीसे	V;NFIN;ACT	N;NOM;MASC;SG;3
grænse	बार्डर	grænse	बार्डर	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
forenede	यूनाइटेड	forene	यूनाइटेड	V;PL;PST;V.PTCP	PROPN;NOM;MASC;SG;3
forenede	संयुक्त	forene	संयुक्त	V;PL;PST;V.PTCP	PROPN;NOM;MASC;SG;3
liga	liga	liga	liga	N;INDF;MASC+FEM;SG	
adolf	एडोल्फ	adolf	एडोल्फ	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
sport	स्पोर्ट्स	sport	स्पोर्ट	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL;3
angriber	हमलों	angriber	हमला	N;INDF;MASC+FEM;SG	N;ACC;MASC;PL;3
angriber	हमले	angriber	हमला	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL;3
angriber	हमले	angriber	हमला	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL;3
axel	एक्सेल	axel	एक्सेल		N;NOM;MASC;SG;3
værdi	मान	værdi	मान	N;INDF;MASC+FEM;SG	V;SG;FIN;ACT
lukket	बन्द	lukke	बंद	V;INDF;SG;PST;V.PTCP	
lukket	बंद	lukke	बंद	V;INDF;SG;PST;V.PTCP	ADJ
fordelt	वितरित	fordele	वितरित	V;INDF;SG;PST;V.PTCP	ADJ
falder	प्रपात	falde	प्रपात	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG;3
falder	झरना	falde	झरना	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG;3
falder	जलप्रपात	falde	जलप्रपात	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG;3
falder	पतझड़	falde	पतझड़	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG;3
falder	पतन	falde	पतन	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG;3
kender	जानिये	kende	जानिया	V;IND;PRS;FIN;ACT	PROPN;NOM;MASC;SG;3
kender	जानिए	kende	जानिए	V;IND;PRS;FIN;ACT	PROPN;NOM;MASC;SG;3
kender	जान	kende	जान	V;IND;PRS;FIN;ACT	PROPN;NOM;MASC;SG;3
major	मेजर	major	मेजर		N;NOM;MASC;SG;3
major	प्रमुख	major	प्रमुख		N;NOM;MASC;SG;3
romersk	रोमन	romersk	रोमन	N;INDF;MASC+FEM;SG	
madrid	madrid	madrid	madrid	PROPN	PROPN;NOM;MASC;SG;3
madrid	मैड्रिड	madrid	मैड्रिड	PROPN	PROPN;NOM;MASC;SG;3
video	video	video	video	N;INDF;MASC+FEM;SG	
finske	फिनिश	finsk	फिनिश	ADJ;PL	PROPN;NOM;MASC;SG;3
finske	फ़िनिश	finsk	फ़िनिश	ADJ;PL	PROPN;NOM;MASC;SG;3
rum	कक्ष	rum	कक्ष	N;INDF;NEUT;SG	
rum	कक्ष	rum	कक्ष	N;INDF;NEUT;SG	
rum	कमरा	rum	कमरा	N;INDF;NEUT;SG	V;PFV;MASC;SG;V.PTCP;ACT
rum	समष्टि	rum	समष्टि	N;INDF;NEUT;SG	
omfattede	शामिल	omfatte	शामिल	V;IND;PST;FIN;ACT	ADJ
øerne	द्वीपसमूह	øerne	द्वीपसमूह	N;DEF;NEUT;PL	N;NOM;MASC;SG;3
øerne	आइलैंड्स	øerne	आइलैंड	N;DEF;NEUT;PL	PROPN;NOM;MASC;SG;3
aftale	डील	aftale	डील	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
aftale	सौदे	aftale	सौदा	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL;3
generation	जेनरेशन	generation	जेनरेशन	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
generation	पीढी	generation	पीढी	N;INDF;MASC+FEM;SG	
sønner	बेटे	søn	बेटा	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
hitler	हिटलर	hitle	हिटलर	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
johann	योहान	johann	योहान		PROPN;NOM;MASC;SG;3
farver	रंग	farve	रंग	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
farver	रंग	farve	रंग	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
farver	रंग	farve	रंग	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
farver	रंग	farve	रंग	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
stærke	मज़बूत	stærk	मज़बूत	ADJ;PL	CONJ
stærke	बलवान	stærk	बलवान	ADJ;PL	PROPN;NOM;MASC;SG;3
stærke	दमदार	stærk	दमदार	ADJ;PL	PROPN;NOM;MASC;SG;3
emil	एमिल	emil	एमिल		PROPN;NOM;MASC;SG;3
udgjorde	गठित	udgjorde	गठित	V;IND;PST;FIN;ACT	ADJ
bredde	शर	bredde	शर	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
bredde	अक्षांश	bredde	अक्षांश	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
bredde	चौडाई	bredde	चौडाई	N;INDF;MASC+FEM;SG	
arena	एरिना	arena	एरिना	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
karen	करेन	kar	करेन	N;DEF;MASC+FEM;SG	
karen	karen	kar	karen	N;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
toppen	उपर	top	उपर	N;DEF;MASC+FEM;SG	
toppen	ऊपर	top	ऊपर	N;DEF;MASC+FEM;SG	ADV;NOM;MASC;SG;3
toppen	टॉप	top	टॉप	N;DEF;MASC+FEM;SG	
indledende	परिचयात्मक	indlede	परिचयात्मक	V;PRS;V.PTCP	N;NOM;MASC;SG;3
indledende	प्रारंभिक	indlede	प्रारंभिक	V;PRS;V.PTCP	ADJ;NOM
indledende	आरंभिक	indlede	आरंभिक	V;PRS;V.PTCP	PROPN;NOM;MASC;SG;3
indledende	प्राथमिक	indlede	प्राथमिक	V;PRS;V.PTCP	N;NOM
indledende	प्रारंभिक	indlede	प्रारंभिक	V;PRS;V.PTCP	ADJ;NOM
udvalg	समितियां	udvalg	समिति	N;INDF;NEUT;SG	N;NOM;FEM;PL;3
udvalg	समितियों	udvalg	समिति	N;INDF;NEUT;SG	N;ACC;FEM;PL;3
opgaver	कार्य	opgave	कार्य	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
opgaver	कर्तव्य	opgave	कर्तव्य	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
internationalt	अंतर्राष्ट्रीय	international	अंतर्राष्ट्रीय	ADJ;INDF;NEUT;SG	PROPN;NOM;SG;3
internationalt	अन्तर्राष्ट्रीय	international	अन्तर्राष्ट्रीय	ADJ;INDF;NEUT;SG	PROPN;NOM;SG;3
internationalt	अंतरराष्ट्रीय	international	अंतरराष्ट्रीय	ADJ;INDF;NEUT;SG	PROPN;NOM;SG;3
opfattelse	बोध	opfattelse	बोध	N;INDF;MASC+FEM;SG	
ringe	काल	ringe	काल	V;NFIN;ACT	N;NOM;MASC;SG;3
ringe	कॉल	ringe	कॉल	V;NFIN;ACT	N;NOM;FEM;SG;3
ringe	अंगूठी	ringe	अंगूठी	V;NFIN;ACT	ADJ;NOM;FEM;SG
ringe	रिंग	ringe	रिंग	V;NFIN;ACT	N;NOM;FEM;SG;3
ringe	छल्ले	ringe	छल्ले	V;NFIN;ACT	N;NOM;MASC;PL;3
portugal	पुर्तगाल	portugal	पुर्तगाल		PROPN;NOM;MASC;SG;3
professionelle	पेशेवरों	professionel	पेशेवर	ADJ;PL	N;ACC;MASC;PL;3
professionelle	पेशेवर	professionel	पेशेवर	ADJ;PL	N;NOM;MASC;SG;3
professionelle	फायदे	professionel	फायदा	ADJ;PL	N;NOM;MASC;PL;3
professionelle	पेशेवर	professionel	पेशेवर	ADJ;PL	N;NOM;MASC;SG;3
koncerter	कॉन्सर्ट	koncert	कॉन्सर्ट	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
ødelagt	दूषित	ødelægge	दूषित	V;INDF;SG;PST;V.PTCP	ADP
ødelagt	भ्रष्ट	ødelægge	भ्रष्ट	V;INDF;SG;PST;V.PTCP	PROPN;NOM;MASC;SG;3
ødelagt	नष्ट	ødelægge	नष्ट	V;INDF;SG;PST;V.PTCP	PROPN;NOM;MASC;SG;3
jøder	यहूदी	jøde	यहूदी	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
jøder	यहूदी	jøde	यहूदी	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
etc	आदि	etc	आदि		PART
etc	etc	etc	etc		
etc	इत्यादि	etc	इत्यादि		
pladser	स्थान	plads	स्थान	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
pladser	सीटे	plads	सीटे	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
varer	उत्पाद	vare	उत्पाद	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
politiet	पुलिसवाले	politi	पुलिसवाले	N;DEF;NEUT;SG	N;NOM;MASC;PL;3
grønne	हरित	grøn	हरित	ADJ;PL	PROPN;NOM;MASC;SG;3
grønne	हरी	grøn	हरा	ADJ;PL	ADJ;NOM;FEM;SG
grønne	हरा	grøn	हरा	ADJ;PL	V;MASC;SG;V.PTCP;ACT
grønne	ग्रीन	grøn	ग्रीन	ADJ;PL	
