berkeley	berkeley	berkeley	berkeley	PROPN;NOM;SG;3	N;MASC+FEM;SG
dimitri	dimitri	dimitri	dimitrin		N;MASC+FEM;SG
dimitri	dmitri	dimitri	dmitri		N;MASC+FEM;SG
dimitri	dimitri	dimitri	dimitrin		N;MASC+FEM;SG
malmö	malmö	malmö	malmö	PROPN;NOM;SG;3	N;NEUT;SG
sözde	zogenaamd	söz	zogenaamd		ADJ
sözde	vermeend	söz	vermenen		ADJ
sözde	vermoedelijk	söz	vermoedelijk		ADJ
sözde	vermeende	söz	vermeend		ADJ
sözde	beweerde	söz	beweren		V;SG;PST;FIN
sözde	vermeend	söz	vermenen		ADJ
sözde	beweerd	söz	beweren		V;V.PTCP
sözde	zogenaamd	söz	zogenaamd		ADJ
sözde	vermeend	söz	vermenen		ADJ
şiddetle	fel	şiddet	fel	N;INS;SG;3	ADJ
ajan	agenten	aj	agent		N;PL
ajan	agent	aj	agent		N;MASC+FEM;SG
harrison	harrison	harrison	harrison	PROPN;NOM;SG;3	N;MASC+FEM;SG
yasin	yasin	yasin	yasin		N;MASC+FEM;SG
yasin	yassin	yasin	yassin		N;MASC+FEM;SG
kaçak	runner	kaçak	runner		N;MASC+FEM;SG
kaçak	renner	kaçak	renner		N;MASC+FEM;SG
kaçak	loper	kaçak	loper		N;MASC+FEM;SG
kaçak	vluchteling	kaçak	vluchteling		N;MASC+FEM;SG
kaçak	voortvluchtige	kaçak	voortvluchtig		ADJ
kaçak	weggelopen	kaçak	weglopen		V;V.PTCP
çevirmen	tolk	çevir	tolk		N;MASC+FEM;SG
çevirmen	vertaler	çevir	vertaler		N;MASC+FEM;SG
çevirmen	tolk	çevir	tolk		N;MASC+FEM;SG
çevirmen	vertaler	çevir	vertaler		N;MASC+FEM;SG
çevirmen	vertalingen	çevir	vertaling		N;PL
çevirmen	vertalen	çevir	vertalen		V;NFIN
çevirmen	vertaling	çevir	vertaling		N;MASC+FEM;SG
korunma	bescherming	korun	bescherming		N;MASC+FEM;SG
işçiler	werkenden	işçi	werken	N;NOM;PL;3	V;V.PTCP
devil	duivel	devil	duivel		N;MASC+FEM;SG
devil	duivels	devil	duivel		N;PL
connecticut	connecticut	connecticut	connecticut		N;MASC+FEM;SG
uyku	nap	uyku	nap		N;MASC+FEM;SG
uyku	dutje	uyku	dut		N;NEUT;SG
uyku	slapen	uyku	slapen		V;NFIN
uyku	slaap	uyku	slapen		V;SG;PRS;FIN
uyku	slapen	uyku	slapen		V;NFIN
uyku	slapend	uyku	slapen		V;V.PTCP
meksikalı	mexicaanse	meksikalı	mexicaans		ADJ
meksikalı	mexicaan	meksikalı	mexicaan		N;MASC+FEM;SG
meksikalı	mexicaans	meksikalı	mexicaans		ADJ
tanıma	herkenning	tanım	herkenning		N;MASC+FEM;SG
tanıma	erkenning	tanım	erkenning		N;MASC+FEM;SG
colin	collin	colin	collin		N;MASC+FEM;SG
colin	colin	colin	colin		N;MASC+FEM;SG
golcü	topscoorder	golcü	topscoorder		N;MASC+FEM;SG
kubbe	koepel	kubbe	koepel		N;MASC+FEM;SG
kubbe	dome	kubbe	dome		N;MASC+FEM;SG
rakam	cijfer	rakam	cijfer		N;NEUT;SG
rakam	nummer	rakam	nummer		N;MASC+FEM;SG
rakam	aantal	rakam	aantal		N;NEUT;SG
rakam	getal	rakam	getal		N;NEUT;SG
jules	jules	jules	jules		N;MASC+FEM;SG
imal	vervaardigde	imal	vervaardigen		V;SG;PST;FIN
imal	gefabriceerd	imal	fabriceren		V;V.PTCP
imal	geproduceerd	imal	produceren		V;V.PTCP
imal	vervaardigd	imal	vervaardigen		V;V.PTCP
patrik	patriarch	patrik	patriarch		N;MASC+FEM;SG
asil	edele	asil	edeel		ADJ
asil	noble	asil	noble		N;MASC+FEM;SG
asil	edel	asil	edel		ADJ
asil	nobele	asil	nobel		ADJ
asil	nobel	asil	nobel		ADJ
sürpriz	verrassing	sürpriz	verrassing		N;MASC+FEM;SG
sürpriz	surprise	sürpriz	surprise		N;MASC+FEM;SG
hotspur	hotspur	hotspur	hotspur	PROPN;NOM;SG;3	N;NEUT;SG
biter	uiteinden	bit	uiteinde	V;IPFV;IND;SG;3;POS	N;PL
biter	eindigt	bit	eindigen	V;IPFV;IND;SG;3;POS	V;SG;PRS;FIN
esnek	soepel	esnek	soepel		ADJ
esnek	flexibel	esnek	flexibel		ADJ
esnek	flexibele	esnek	flexibel		ADJ
esnek	soepelheid	esnek	soepelheid		N;MASC+FEM;SG
esnek	flexibiliteit	esnek	flexibiliteit		N;MASC+FEM;SG
esnek	elastisch	esnek	elastisch		ADJ
esnek	elastiek	esnek	elastiek		N;MASC+FEM;SG
esnek	elastische	esnek	elastisch		ADJ
esnek	flex	esnek	flex		N;MASC+FEM;SG
cameron	cameron	cameron	cameron	PROPN;NOM;SG;3	N;MASC+FEM;SG
lopez	lópez	lopez	lópez		N;MASC+FEM;SG
lopez	lopez	lopez	lopez		N;MASC+FEM;SG
rıfat	rifat	rıfat	rifat	PROPN;NOM;SG;3	N;MASC+FEM;SG
şikâyet	klachten	şikâyet	klacht		N;PL
şikâyet	klacht	şikâyet	klacht		N;MASC+FEM;SG
kalıntılar	blijft	kalıntı	blijven	N;NOM;PL;3	V;SG;PRS;FIN
kalıntılar	residu	kalıntı	residu	N;NOM;PL;3	N;NEUT;SG
kalıntılar	ruïne	kalıntı	ruïne	N;NOM;PL;3	N;MASC+FEM;SG
kalıntılar	afvallen	kalıntı	afval	N;NOM;PL;3	V;NFIN
günah	zonde	günah	zonde		N;MASC+FEM;SG
günah	zonden	günah	zonde		N;PL
günah	sin	günah	sin		N;MASC+FEM;SG
günah	zondigen	günah	zondigen		V;NFIN
günah	zonden	günah	zonde		N;PL
mide	maag	mide	maag		N;MASC+FEM;SG
mide	buik	mide	buik		N;MASC+FEM;SG
parma	parma	parma	parma	PROPN;NOM;SG;3	N;NEUT;SG
mehdi	mehdi	mehdi	mehdi		N;MASC+FEM;SG
denizci	zeelieden	denizci	zeelied		N;PL
denizci	matroos	denizci	matroos		N;MASC+FEM;SG
denizci	sailor	denizci	sailor		N;MASC+FEM;SG
denizci	zeeman	denizci	zeeman		N;MASC+FEM;SG
denizci	zeiler	denizci	zeiler		N;MASC+FEM;SG
denizci	marinier	denizci	marinier		N;MASC+FEM;SG
denizci	matroos	denizci	matroos		N;MASC+FEM;SG
denizci	zeeman	denizci	zeeman		N;MASC+FEM;SG
rika	rika	rika	rika	PROPN;NOM;SG;3	N;MASC+FEM;SG
ömrü	levenscyclus	ömrü	levenscyclus		N;MASC+FEM;SG
joel	joel	joel	joel		N;MASC+FEM;SG
elena	elena	elen	elena		N;MASC+FEM;SG
elena	yelena	elen	yelena		N;MASC+FEM;SG
volga	wolga	volga	wolga		N;MASC+FEM;SG
kanatlı	gevleugelde	kanatlı	vleugelen		V;SG;PST;FIN
vestfalya	westfalen	vestfalya	westfalen	PROPN;NOM;SG;3	N;PL
crystal	kristal	crystal	kristal	PROPN;NOM;SG;3	N;NEUT;SG
crystal	kristallen	crystal	kristal	PROPN;NOM;SG;3	N;PL
crystal	crystal	crystal	crystal	PROPN;NOM;SG;3	N;MASC+FEM;SG
julian	julian	julian	julian		N;MASC+FEM;SG
beklenmedik	onverwachts	bekle	onverwachts	V;PFV;POT;PL;1;NEG;PST	ADV
beklenmedik	onverwacht	bekle	onverwacht	V;PFV;POT;PL;1;NEG;PST	ADJ
beklenmedik	onverwachte	bekle	onverwacht	V;PFV;POT;PL;1;NEG;PST	ADJ
duyarlı	gevoelig	duyarlı	gevoelig		ADJ
duyarlı	gevoelige	duyarlı	gevoelig		ADJ
fritz	fritz	fritz	fritz	PROPN;NOM;SG;3	N;MASC+FEM;SG
caner	caner	caner	caner		N;MASC+FEM;SG
etken	factor	etken	factor		N;MASC+FEM;SG
zincir	ketenen	zincir	ketenen	N;NOM;SG;3	V;NFIN
zincir	kettingen	zincir	ketting	N;NOM;SG;3	N;PL
zincir	ketens	zincir	keten	N;NOM;SG;3	N;PL
zincir	keten	zincir	keten	N;NOM;SG;3	N;PL
mekaniği	monteurs	mekanik	monteur	N;NOM;SG;3	N;PL
depo	entrepot	depo	entrepot		N;MASC+FEM;SG
depo	warenhuis	depo	warenhuis		N;NEUT;SG
depo	magazijn	depo	magazijn		N;NEUT;SG
depo	pakhuis	depo	pakhuis		N;NEUT;SG
depo	opslag	depo	opslag		N;MASC+FEM;SG
depo	repository	depo	repository		N;MASC+FEM;SG
nişan	aim	nişan	aim		
nişan	richten	nişan	richten		V;NFIN
nişan	april	nişan	april		PROPN;MASC+FEM;SG
nişan	engagement	nişan	engagement		N;NEUT;SG
nişan	betrokkenheid	nişan	betrokkenheid		N;MASC+FEM;SG
nişan	verloving	nişan	verloving		N;MASC+FEM;SG
emine	emine	em	emine		N;MASC+FEM;SG
burton	burton	burton	burton		N;MASC+FEM;SG
stanford	stanford	stanford	stanford	PROPN;NOM;SG;3	N;MASC+FEM;SG
hac	bedevaart	hac	bedevaart		N;MASC+FEM;SG
hac	pelgrimstocht	hac	pelgrimstocht		N;MASC+FEM;SG
hac	bedevaart	hac	bedevaart		N;MASC+FEM;SG
planlı	gepland	planlı	plannen		V;V.PTCP
planlı	geplande	planlı	plannen		V;V.PTCP
planlı	ingepland	planlı	inplanden		V;V.PTCP
planlı	gepland	planlı	plannen		V;V.PTCP
planlı	geplande	planlı	plannen		V;V.PTCP
çerçeve	frames	çerçev	frame	N;NOM;SG;3	N;PL
çerçeve	kaders	çerçev	kader	N;NOM;SG;3	N;PL
artı	arti	artı	arti		N;MASC+FEM;SG
artı	plus	artı	plus		ADV
protokol	protocol	protokol	protocol		N;NEUT;SG
edinburgh	edinburgh	edinburgh	edinburgh	PROPN;NOM;SG;3	N;MASC+FEM;SG
tanımlama	definitie	tanımla	definitie	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC+FEM;SG
tanımlama	identificatie	tanımla	identificatie	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC+FEM;SG
tanımlama	beschrijving	tanımla	beschrijving	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC+FEM;SG
tanımlama	signalement	tanımla	signalement	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NEUT;SG
tanımlama	omschrijving	tanımla	omschrijving	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC+FEM;SG
tanımlama	karakterisering	tanımla	karakterisering	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC+FEM;SG
rovers	rovers	rovers	rover		N;PL
yatan	leggen	yat	leggen		V;NFIN
disiplin	disciplinaire	dis	disciplinair	N;NOM;SG;3	ADJ
tutulması	verduisteringen	tut	verduistering	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	N;PL
tutulması	verduistering	tut	verduistering	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	N;MASC+FEM;SG
tutulması	zonsverduistering	tut	zonsverduistering	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	N;MASC+FEM;SG
tutulması	eclips	tut	eclips	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	N;MASC+FEM;SG
jedi	jedi	jedi	jedi		N;MASC+FEM;SG
torres	torres	torres	torres	PROPN;NOM;SG;3	N;PL
kompleks	complexe	kompleks	complex		ADJ
kompleks	complex	kompleks	complex		N;NEUT;SG
kompleks	ingewikkeld	kompleks	ingewikkeld		ADJ
lazio	lazio	lazio	lazio	PROPN;NOM;SG;3	N;MASC+FEM;SG
lazio	latium	lazio	latium	PROPN;NOM;SG;3	N;MASC+FEM;SG
nevada	nevada	neva	nevada	PROPN;NOM;SG;3	N;MASC+FEM;SG
irfan	irfan	irfan	irfan		N;MASC+FEM;SG
eskimo	eskimo	eskimo	eskimo		N;MASC+FEM;SG
eskimo	inuit	eskimo	inuit		N;PL
eskimo	iglo	eskimo	iglo		N;MASC+FEM;SG
ekvador	ecuador	ekvador	ecuador	PROPN;NOM;SG;3	N;MASC+FEM;SG
sankt	sankt	sankt	sanken	PROPN;NOM;SG;3	N;MASC+FEM;SG
çekilmesi	intrekking	çek	intrekking	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	N;MASC+FEM;SG
çekilmesi	terugtrekking	çek	terugtrekking	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	N;MASC+FEM;SG
fosil	fossielen	fosil	fossiel		N;PL
fosil	fossiel	fosil	fossiel		N;NEUT;SG
fosil	fossiele	fosil	fossiel		ADJ
hüsrev	khusro	hüsrev	khusro		N;MASC+FEM;SG
tevrat	thora	tevrat	thora		N;MASC+FEM;SG
silindir	cilinder	sil	cilinder	V;PFV;IND;SG;3;POS;PST;PASS	N;MASC+FEM;SG
silindir	cilinders	sil	cilinder	V;PFV;IND;SG;3;POS;PST;PASS	N;PL
market	markt	market	markt		N;MASC+FEM;SG
milas	milas	milas	milas	PROPN;NOM;SG;3	N;MASC+FEM;SG
chi	chi	chi	chi		N;MASC+FEM;SG
nitelikli	gekwalificeerd	nitelikli	kwalificeren		V;V.PTCP
nitelikli	gekwalificeerde	nitelikli	kwalificeren		V;V.PTCP
şii	sjiitische	şii	sjiitisch		ADJ
azalır	vermindert	azal	verminderen	V;IPFV;IND;SG;3;POS	V;SG;PRS;FIN
nbc	nbc	nbc	nbc		PROPN;NEUT;SG
milyonlarca	miljoenen	milyonlarca	miljoenen	NUM	N;PL
dâhil	inclusief	dâhil	inclusief		ADJ
dâhil	inbegrepen	dâhil	inbegrip		V;V.PTCP
savcı	procureur	savcı	procureur		N;MASC+FEM;SG
savcı	aanklager	savcı	aanklager		N;MASC+FEM;SG
winter	winter	winte	winter	PROPN;NOM;SG;3	N;MASC+FEM;SG
israilli	israëlische	israilli	israëlisch		ADJ
israilli	israëli	israilli	israëli		N;MASC+FEM;SG
israilli	israëlisch	israilli	israëlisch		ADJ
iade	terugbetaling	iade	terugbetaling		N;MASC+FEM;SG
iade	teruggave	iade	teruggave		N;MASC+FEM;SG
iade	restitutie	iade	restitutie		N;MASC+FEM;SG
iade	retourneren	iade	retourneren		V;NFIN
iade	retour	iade	retour		ADJ
iade	geeft	iade	geven		V;SG;PRS;FIN
iade	terugkeer	iade	terugkeer		N;MASC+FEM;SG
iade	retour	iade	retour		ADJ
iade	return	iade	return		
iade	terugkeren	iade	terugkeren		V;NFIN
iade	uitlevering	iade	uitlevering		N;MASC+FEM;SG
iade	uitwijzing	iade	uitwijzing		N;MASC+FEM;SG
sola	linkse	sola	links		ADJ
sola	linker	sola	linker		ADJ
sola	links	sola	links		ADJ
yükselir	stijgt	yüksel	stijgen	V;IPFV;IND;SG;3;POS	V;SG;PRS;FIN
maggie	maggie	maggie	maggie		N;MASC+FEM;SG
bıçak	lemmet	bıçak	lemmet		N;NEUT;SG
bıçak	blade	bıçak	blaad		N;MASC+FEM;SG
bıçak	mes	bıçak	mes		N;NEUT;SG
bıçak	zwaard	bıçak	zwaard		N;NEUT;SG
bıçak	messen	bıçak	mes		N;PL
bıçak	mes	bıçak	mes		N;NEUT;SG
nikola	nicola	nikol	nicola		N;MASC+FEM;SG
nikola	nikola	nikol	nikola		N;MASC+FEM;SG
desteklenen	ondersteunde	destekle	ondersteunen	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PST;FIN
nietzsche	nietzsche	nietzsche	nietzsch		N;MASC+FEM;SG
ntv	ntv	itv	ntv		N;MASC+FEM;SG
komut	opdrachten	komut	opdracht		N;PL
komut	commando	komut	commando		N;NEUT;SG
komut	opdracht	komut	opdracht		N;MASC+FEM;SG
kayalık	rocky	kayalık	rocky		N;MASC+FEM;SG
görüşme	interview	görüşme	interview		N;NEUT;SG
görüşme	sollicitatiegesprek	görüşme	sollicitatiegesprek		N;NEUT;SG
görüşme	sollicitatie	görüşme	sollicitatie		N;MASC+FEM;SG
görüşme	interviewen	görüşme	interviewen		V;NFIN
statik	statische	statik	statisch		ADJ
statik	ruis	statik	ruis		N;MASC+FEM;SG
statik	statisch	statik	statisch		ADJ
lima	lima	lima	lima	PROPN;NOM;SG;3	N;MASC+FEM;SG
baltimore	baltimore	baltimore	baltimore	PROPN;NOM;SG;3	N;MASC+FEM;SG
diferansiyel	differentiële	diferansiyel	differentiel	N;NOM;SG;3	ADJ
aydınlık	lichte	aydınlık	licht	N;NOM;SG;3	ADJ
aydınlık	helder	aydınlık	helder	N;NOM;SG;3	ADJ
aydınlık	fel	aydınlık	fel	N;NOM;SG;3	ADJ
ine	ine	in	ine		N;MASC+FEM;SG
felix	felix	felix	felix		N;MASC+FEM;SG
neolitik	neolithische	neolitik	neolithisch		ADJ
maryland	maryland	marylan	maryland	PROPN;NOM;SG;3	N;NEUT;SG
glory	glorie	glory	glorie		N;MASC+FEM;SG
glory	roem	glory	roem		N;MASC+FEM;SG
glory	heerlijkheid	glory	heerlijkheid		N;MASC+FEM;SG
glory	glory	glory	glory		N;MASC+FEM;SG
sorar	vraagt	sor	vraag		V;SG;PRS;FIN
brad	brad	brad	breden		N;MASC+FEM;SG
randy	randy	randy	randy		N;MASC+FEM;SG
kilit	slot	kilit	slot		N;NEUT;SG
kilit	sluis	kilit	sluis		N;MASC+FEM;SG
kilit	vergrendelen	kilit	vergrendelen		V;NFIN
kilit	vergrendelen	kilit	vergrendelen		V;NFIN
kilit	vergrendeling	kilit	vergrendeling		N;MASC+FEM;SG
kilit	sluizen	kilit	sluis		N;PL
kilit	sloten	kilit	sluiten		V;PL;PST;FIN
kıdemli	anciënniteit	kıdemli	anciënniteit		N;MASC+FEM;SG
kıdemli	senior	kıdemli	senior		N;MASC+FEM;SG
kıdemli	laatstejaars	kıdemli	laatstejaar		ADJ;RL
sektörü	sector	sektör	sector		N;MASC+FEM;SG
igor	igor	igor	igor		N;MASC+FEM;SG
miles	mijl	miles	mijl		N;MASC+FEM;SG
miles	miles	miles	mil		N;PL
miles	mijlen	miles	mijlen		N;PL
miles	kilometers	miles	kilometer		N;PL
hatice	khadija	hatice	khadija		N;MASC+FEM;SG
tecrübeli	ervaren	tecrübeli	ervaren		V;V.PTCP
borç	schulden	borç	schuld		N;PL
borç	lening	borç	lening		N;MASC+FEM;SG
borç	schuld	borç	schuld		N;MASC+FEM;SG
borç	schuldenlast	borç	schuldenlast		N;MASC+FEM;SG
borç	schulden	borç	schuld		N;PL
yönetmenlik	regisseren	yönetmenlik	regisseren	N;NOM;SG;3	V;NFIN
çekme	trekkende	çek	trekken		V;V.PTCP
çekme	slepen	çek	slepen		V;NFIN
viktor	viktor	viktor	viktor		N;MASC+FEM;SG
sincan	xinjiang	sincan	xinjiang	PROPN;NOM;SG;3	N;MASC+FEM;SG
claire	claire	claire	clair		ADJ
étienne	étienne	üt	étienne		N;MASC+FEM;SG
étienne	etienne	üt	etienne		N;MASC+FEM;SG
spurs	sporen	spurs	spoor	PROPN;NOM;SG;3	N;PL
çifti	paar	çift	paar	ADJ;NOM;SG;3	N;NEUT;SG
çifti	pair	çift	pair	ADJ;NOM;SG;3	N;MASC+FEM;SG
çifti	paar	çift	paar	ADJ;NOM;SG;3	N;NEUT;SG
çifti	koppel	çift	koppel	ADJ;NOM;SG;3	N;NEUT;SG
tanık	getuigen	tanık	getuige		N;PL
tanık	getuige	tanık	getuige		N;MASC+FEM;SG
tanık	getuigen	tanık	getuige		N;PL
hafız	hafiz	hafız	hafiz		N;MASC+FEM;SG
belarus	belarus	belarus	belarus	PROPN;NOM;SG;3	N;NEUT;SG
periyodik	periodiek	periyodik	periodiek		ADJ
çömlek	aardewerk	çömlek	aardewerk		N;NEUT;SG
falcon	valk	falcon	valk		N;MASC+FEM;SG
falcon	falcon	falcon	falcon		N;MASC+FEM;SG
jamie	jamie	jamie	jamie		N;MASC+FEM;SG
boğa	stier	boğa	stier		N;MASC+FEM;SG
boğa	taurus	boğa	taurus		N;MASC+FEM;SG
boğa	stier	boğa	stier		N;MASC+FEM;SG
boğa	bull	boğa	bull		N;MASC+FEM;SG
norveçli	noors	norveçli	noors		ADJ
norveçli	noorse	norveçli	noors		ADJ
mutfak	keuken	mutfak	keuken		N;MASC+FEM;SG
eleştirmen	criticus	eleştir	criticus		N;MASC+FEM;SG
gilbert	gilbert	gilbert	gilberen		N;MASC+FEM;SG
spartak	spartak	spartak	spartak		N;MASC+FEM;SG
carolina	carolina	carol	carolina	PROPN;NOM;SG;3	N;MASC+FEM;SG
janet	janet	janet	janet		N;MASC+FEM;SG
okumak	lectuur	oku	lectuur	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC+FEM;SG
okumak	reading	oku	reading	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC+FEM;SG
okumak	lezing	oku	lezing	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC+FEM;SG
ural	oeral	ural	oeral		N;MASC+FEM;SG
sembol	symbool	sembol	symbool		N;NEUT;SG
sembol	chevron	sembol	chevron		N;NEUT;SG
hicaz	hidjaz	hicaz	hidjaz		N;MASC+FEM;SG
christina	christina	christin	christina	PROPN;DAT;SG;3	N;MASC+FEM;SG
mesih	messias	mesih	messias		N;MASC+FEM;SG
keşfi	ontdekking	keşif	ontdekking		N;MASC+FEM;SG
keşfi	ontdekkingen	keşif	ontdekking		N;PL
keşfi	discovery	keşif	discovery		N;MASC+FEM;SG
chaplin	chaplin	chaplin	chaplin		N;MASC+FEM;SG
tay	colt	tay	colt		N;MASC+FEM;SG
tay	veulen	tay	veul		N;NEUT;SG
tay	tay	tay	tay		N;MASC+FEM;SG
johan	johan	johan	johan		N;MASC+FEM;SG
olivier	olivier	olivier	olivier		N;MASC+FEM;SG
çete	bende	çete	bende		N;MASC+FEM;SG
foster	foster	foster	foster	PROPN;NOM;SG;3	N;MASC+FEM;SG
foster	pleegkind	foster	pleegkind	PROPN;NOM;SG;3	N;NEUT;SG
foster	pleeggezin	foster	pleeggezin	PROPN;NOM;SG;3	N;NEUT;SG
fotoğrafçı	fotografe	fotoğrafçı	fotograaf		N;MASC+FEM;SG
fotoğrafçı	fotograaf	fotoğrafçı	fotograaf		N;MASC+FEM;SG
sibel	sibel	sibel	sibel		N;MASC+FEM;SG
grönland	groenland	grönla	groenland		N;NEUT;SG
soykırım	genocide	soykırım	genocide		N;MASC+FEM;SG
soykırım	volkerenmoord	soykırım	volkerenmoord		N;MASC+FEM;SG
soykırım	holocaust	soykırım	holocaust		N;MASC+FEM;SG
ibm	ibm	ibm	ibm		PROPN;NEUT;SG
faith	faith	faith	faith		N;MASC+FEM;SG
faith	geloof	faith	geloven		V;SG;PRS;FIN
faith	vertrouwen	faith	vertrouwen		N;NEUT;SG
key	key	key	key		N;MASC+FEM;SG
key	sleutel	key	sleutel		N;MASC+FEM;SG
key	toets	key	toets		N;MASC+FEM;SG
peri	nimf	peri	nimf		N;MASC+FEM;SG
peri	feeën	peri	feeën		N;PL
peri	fee	peri	fee		N;MASC+FEM;SG
peri	elfje	peri	elfje		N;NEUT;SG
çizim	sketch	çiz	sketch		N;MASC+FEM;SG
çizim	schets	çiz	schets		N;MASC+FEM;SG
çizim	tekenen	çiz	tekenen		V;NFIN
çizim	tekening	çiz	tekening		N;MASC+FEM;SG
ihracat	uitvoer	ihracat	uitvoer		N;MASC+FEM;SG
ihracat	export	ihracat	export		N;MASC+FEM;SG
ihracat	exporteren	ihracat	exporteren		V;NFIN
ihracat	uitvoer	ihracat	uitvoer		N;MASC+FEM;SG
ihracat	export	ihracat	export		N;MASC+FEM;SG
shane	shane	shane	shane		N;MASC+FEM;SG
simetrik	symmetrische	simetrik	symmetrisch		ADJ
simetrik	symmetrisch	simetrik	symmetrisch		ADJ
mah	mah	mah	mah	PROPN;NOM;SG;3	N;MASC+FEM;SG
infaz	uitgevoerd	infaz	uitvoeren		V;V.PTCP
infaz	uitgevoerde	infaz	uitvoeren		V;V.PTCP
infaz	geëxecuteerd	infaz	executeren		V;V.PTCP
infaz	uitvoering	infaz	uitvoering		N;MASC+FEM;SG
infaz	terechtstelling	infaz	terechtstelling		N;MASC+FEM;SG
infaz	executie	infaz	executie		N;MASC+FEM;SG
infaz	executies	infaz	executie		N;PL
infaz	terechtstellingen	infaz	terechtstelling		N;PL
yüzük	ringen	yüzük	ring	N;NOM;SG;3	N;PL
deneyimi	ervaar	deney	ervaar	N;ACC;SG;3	V;SG;PRS;FIN
deneyimi	ervaren	deney	ervaren	N;ACC;SG;3	V;V.PTCP
deneyimi	ervaringen	deney	ervaring	N;ACC;SG;3	N;PL
genişleme	uitbreiding	genişle	uitbreiding	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC+FEM;SG
genişleme	expansie	genişle	expansie	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC+FEM;SG
genişleme	uitbreiding	genişle	uitbreiding	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC+FEM;SG
tekke	tekke	tekke	tekken		N;MASC+FEM;SG
lezbiyen	dijk	lezbiyen	dijk		N;MASC+FEM;SG
lezbiyen	pot	lezbiyen	pot		N;MASC+FEM;SG
lezbiyen	lesbo	lezbiyen	lesbo		N;MASC+FEM;SG
lezbiyen	dyke	lezbiyen	dyk		N;MASC+FEM;SG
lezbiyen	lesbienne	lezbiyen	lesbienne		N;MASC+FEM;SG
lezbiyen	lesbiennes	lezbiyen	lesbienne		N;PL
lezbiyen	lesbisch	lezbiyen	lesbisch		ADJ
lezbiyen	lesbo	lezbiyen	lesbo		N;MASC+FEM;SG
lezbiyen	lesbische	lezbiyen	lesbisch		ADJ
lezbiyen	lesbiennes	lezbiyen	lesbienne		N;PL
tutsak	gevangene	tutsak	vangen		V;V.PTCP
tutsak	gevangenen	tutsak	vangen		V;V.PTCP
tutsak	gevangenschap	tutsak	gevangenschap		N;MASC+FEM;SG
sonsuza	forever	sonsuz	forever	ADJ;DAT;SG;3	N;MASC+FEM;SG
emily	emily	emily	emily		N;MASC+FEM;SG
haiti	haïti	hait	haïti		PROPN;NEUT;SG
haiti	haïtiaanse	hait	haïtiaans		ADJ
üçüncüsü	third	üçüncü	third	ADJ;NOM;SG;3	
buluşma	datum	buluş	datum	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC+FEM;SG
buluşma	ontmoeting	buluş	ontmoeting	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC+FEM;SG
buluşma	vergadering	buluş	vergadering	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC+FEM;SG
buluşma	meeting	buluş	meeting	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC+FEM;SG
buluşma	bijeenkomst	buluş	bijeenkomst	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC+FEM;SG
kazanma	winnende	kazan	winnen		V;V.PTCP
kazanma	winnend	kazan	winnen		V;V.PTCP
kazanma	winning	kazan	winning		N;MASC+FEM;SG
kazanma	winnen	kazan	winnen		V;NFIN
korkut	schrikken	korkut	schrikken		V;NFIN
korkut	schrik	korkut	schrik		N;MASC+FEM;SG
liderlik	leidende	liderlik	leiden	N;NOM;SG;3	V;V.PTCP
liderlik	leidend	liderlik	leiden	N;NOM;SG;3	V;V.PTCP
jimnastik	gymnastiek	jimnastik	gymnastiek		N;MASC+FEM;SG
jimnastik	turnen	jimnastik	turnen		V;NFIN
sağlanan	verstrekte	sağla	verstrekken	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PST;FIN
garcia	garcia	garcia	garcia	PROPN;NOM;SG;3	N;MASC+FEM;SG
sembolik	symbolisch	sembolik	symbolisch		ADJ
sembolik	symbolische	sembolik	symbolisch		ADJ
sembolik	symbolisch	sembolik	symbolisch		ADJ
minimum	minimaal	minim	minimaal	N;NOM;SG;3	ADJ
minimum	minimaal	minim	minimaal	N;NOM;SG;3	ADJ
