que	tuo	que	tuo	CONJ	PRO;NOM;SG
simon	simo	simon	simo	PROPN	PROPN;NOM;SG
anàlisi	analyysit	anàlisi	analyysi	N;FEM;SG	N;NOM;PL
abr	huhtikuu	abr	huhtikuu		N;NOM;SG
abr	huhtikuuta	abr	huhtikuu		N;PRT;SG
abr	huhti	abr	huhti		N;NOM;SG
resposta	vastaa	resposta	vastata	N;FEM;SG	V;IMP;SG;2;FIN;ACT
resposta	vastata	resposta	vastata	N;FEM;SG	V;SG;NFIN;ACT
feta	tehdyt	fet	tehdä	ADJ;FEM;SG;V.PTCP	V;NOM;PL;V.PTCP;PASS
feta	tehty	fet	tehdä	ADJ;FEM;SG;V.PTCP	V;NOM;SG;V.PTCP;PASS
feta	valmistettu	fet	valmistaa	ADJ;FEM;SG;V.PTCP	V;NOM;SG;V.PTCP;PASS
feta	made	fet	made	ADJ;FEM;SG;V.PTCP	
moscou	moskova	moscou	moskova		N;NOM;SG
moscou	moskovassa	moscou	moskova		ADJ;IN+ESS;SG
moscou	moskovan	moscou	moskoa		ADJ;GEN;SG
moscou	moskovaan	moscou	moskoa		ADJ;IN+ALL;SG
festes	loma	festa	loma	N;FEM;PL	N;NOM;SG
festes	lomaa	festa	loma	N;FEM;PL	N;PRT;SG
terreny	maastossa	terreny	maasto		N;IN+ESS;SG
terreny	maasto	terreny	maasto		N;NOM;SG
terreny	maahan	terreny	maa		N;IN+ALL;SG
pirineus	pyreneiden	pirineu	pyreny	ADJ;MASC;PL	N;GEN;PL
internacionals	kansainvälisen	internacional	kansain#välinen	ADJ;PL	ADJ;GEN;SG
internacionals	kansainvälinen	internacional	kansain#välinen	ADJ;PL	ADJ;NOM;SG
blau	sininen	blau	sininen		ADJ;NOM;SG
blau	siniset	blau	sininen		ADJ;NOM;PL
blau	sinistä	blau	sininen		ADJ;PRT;SG
blau	sini	blau	sini		N;NOM;SG
roig	punaiset	roig	punainen	ADJ;MASC;SG	ADJ;NOM;PL
roig	red	roig	red	ADJ;MASC;SG	
difícil	vaikeat	difícil	vaikea	ADJ;SG	ADJ;NOM;PL
històrica	historialliset	històric	historiallinen	ADJ;FEM;SG	ADJ;NOM;PL
dirigit	suunnattu	dirigit	suunnata	ADJ;MASC;SG;V.PTCP	V;NOM;SG;V.PTCP;PASS
dirigit	kohdistettu	dirigit	kohdistaa	ADJ;MASC;SG;V.PTCP	V;NOM;SG;V.PTCP;PASS
dirigit	kohdennettu	dirigit	kohdentaa	ADJ;MASC;SG;V.PTCP	V;NOM;SG;V.PTCP;PASS
cadena	ketjut	cadena	ketju	N;FEM;SG	N;NOM;PL
lletra	sanat	lletra	sana	N;FEM;SG	N;NOM;PL
rafael	raphael	rafael	raphael		N;NOM;SG
rafael	rafael	rafael	rafael		PROPN;NOM;SG
royal	kuninkaalliset	royal	kuninkaallinen		ADJ;NOM;PL
royal	kuninkaallinen	royal	kuninkaallinen		ADJ;NOM;SG
royal	royal	royal	royal		
vist	nähnyt	vist	nähdä	ADJ;MASC;SG;V.PTCP	V;NOM;SG;V.PTCP;ACT
vist	nähty	vist	nähdä	ADJ;MASC;SG;V.PTCP	V;NOM;SG;V.PTCP;PASS
vist	nähneet	vist	nähdä	ADJ;MASC;SG;V.PTCP	V;NOM;PL;V.PTCP;ACT
obertura	avajaiset	obertura	avajaiset	N;FEM;SG	N;NOM;PL
obertura	avataan	obertura	avata	N;FEM;SG	V;IND;PRS;FIN;PASS
premsa	paina	premsa	painaa	N;FEM;SG	V;IMP;SG;2;FIN;ACT
turó	hill	turó	hillemmäk	N;MASC;SG	PROPN;NOM;SG
parella	pari	parella	pari	N;FEM;SG	NUM;NOM;SG
israel	israelin	israel	israeli	ADJ;SG	N;GEN;SG
israel	israel	israel	israel	ADJ;SG	N;NOM;SG
israel	israelista	israel	israelinen	ADJ;SG	N;IN+ABL;SG
israel	israelissa	israel	israeli	ADJ;SG	N;IN+ESS;SG
black	mustat	black	musta		ADJ;NOM;PL
black	black	black	black		
black	musta	black	musta		N;NOM;SG
black	mustaa	black	musta		ADJ;PRT;SG
reforma	uudistukset	reforma	uudistus	N;FEM;SG	N;NOM;PL
simple	yksinkertaiset	simple	yksinkertainen	ADJ;SG	ADJ;NOM;PL
und	und	und	und		PROPN;NOM;SG
ferraris	ferrarit	ferrari	ferrari	ADJ;MASC;PL	N;NOM;PL
excepte	paitsi	excepte	paitsi	ADP	ADV
comunista	kommunistinen	comunista	kommunistinen	N;SG	ADJ;NOM;SG
comunista	kommunistit	comunista	kommunisti	N;SG	N;NOM;PL
reserva	varaus	reservar	varaus	V;IND;SG;3;PRS;FIN	N;NOM;SG
reserva	varaukset	reservar	varaus	V;IND;SG;3;PRS;FIN	N;NOM;PL
reserva	varauksen	reservar	varaus	V;IND;SG;3;PRS;FIN	N;GEN;SG
reserva	varaus	reservar	varaus	V;IND;SG;3;PRS;FIN	N;NOM;SG
reserva	varaa	reservar	vara	V;IND;SG;3;PRS;FIN	N;PRT;SG
oli	öljyn	oli	öljy		N;GEN;SG
oli	öljyä	oli	öljy		N;PRT;SG
oli	öljy	oli	öljy		N;NOM;SG
oli	öljyt	oli	öljy		N;NOM;PL
dedicada	omistautunut	dedicat	omistautua	ADJ;FEM;SG;V.PTCP	V;NOM;SG;V.PTCP;ACT
dedicada	omistettu	dedicat	omistaa	ADJ;FEM;SG;V.PTCP	V;NOM;SG;V.PTCP;PASS
autoritat	valtuudet	autoritat	valtuus	N;FEM;SG	N;NOM;PL
compost	yhdiste	compost	yhdiste	ADJ;MASC;SG;V.PTCP	N;NOM;SG
inicial	alustavat	inicial	alustaa	ADJ;SG	V;PL;3;FIN;ACT
forta	vahvat	fort	vahva	ADJ;FEM;SG	ADJ;NOM;PL
econòmic	taloudelliset	econòmic	taloudellinen	ADJ;MASC;SG	ADJ;NOM;PL
destacats	korostetaan	destacat	korostaa	ADJ;MASC;PL;V.PTCP	V;IND;PRS;FIN;PASS
darrera	last	darrer	last	ADJ;FEM;SG	
darrera	viimeksi	darrer	viimeksi	ADJ;FEM;SG	ADV
accions	toimia	acció	toimia	N;FEM;PL	V;SG;NFIN;ACT
imperial	imperial	imperial	imperial		
càrrega	lataa	càrrega	lata	N;FEM;SG	V;IMP;SG;2;FIN;ACT
càrrega	ladataan	càrrega	ladata	N;FEM;SG	V;IND;PRS;FIN;PASS
henry	henrik	henry	henrik	PROPN	N;NOM;SG
henry	henry	henry	henry	PROPN	N;NOM;SG
feb	helmikuu	feb	helmikuu		N;NOM;SG
dedicat	omistautunut	dedicat	omistautua	ADJ;MASC;SG;V.PTCP	V;NOM;SG;V.PTCP;ACT
dedicat	omistettu	dedicat	omistaa	ADJ;MASC;SG;V.PTCP	V;NOM;SG;V.PTCP;PASS
cavall	hevonen	cavall	hevonen		N;NOM;SG
cavall	hevosella	cavall	hevonen		N;AT+ESS
;SG
cavall	hevosen	cavall	hevonen		N;GEN;SG
rectangular	suorakaiteen	rectangular	suora#kaide		N;GEN;SG
justícia	justice	justícia	justice	N;FEM;SG	
volia	halusi	voler	haluta	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PST;FIN;ACT
luxemburg	luxemburgin	luxemburg	luxemburgi		PROPN;GEN;SG
luxemburg	luxemburgissa	luxemburg	luxemburgi		PROPN;IN+ESS;SG
luxemburg	luxemburg	luxemburg	luxemburg		PROPN;NOM;SG
fernando	fernando	fernando	fernando		
diners	raha	diner	raha	N;MASC;PL	N;NOM;SG
diners	rahaa	diner	raha	N;MASC;PL	N;PRT;SG
béns	tavara	bé	tavara	N;MASC;PL	N;NOM;SG
béns	tavaran	bé	tavara	N;MASC;PL	N;GEN;SG
presa	dam	presa	dam		
presa	pato	presa	pato		N;NOM;SG
presa	saalis	presa	saalis		N;NOM;SG
presa	saalista	presa	saali		N;PRT;SG
populars	suosittu	popular	suosittu	ADJ;PL	ADJ;NOM;SG
populars	suosittua	popular	suosittu	ADJ;PL	ADJ;PRT;SG
completa	täydelliset	complet	täydellinen	ADJ;FEM;SG	ADJ;NOM;PL
completa	täytetään	complet	täyttää	ADJ;FEM;SG	V;IND;PRS;FIN;PASS
branca	oksa	branca	oksa		N;NOM;SG
red	punaiset	red	punainen		ADJ;NOM;PL
red	punainen	red	punainen		ADJ;NOM;SG
red	punaista	red	punainen		ADJ;PRT;SG
red	red	red	red		
paris	pariisiin	pari	pariisi		N;IN+ALL;SG
paris	pariisi	pari	pariisi		N;NOM;SG
paris	pariisin	pari	pariisi		N;GEN;SG
culturals	kulttuurinen	cultural	kulttuurinen	ADJ;PL	ADJ;NOM;SG
daniel	daniel	daniel	daniel		N;NOM;SG
daniel	danielin	daniel	danieli		N;GEN;SG
espanyols	espanjalaisia	espanyol	espanjalainen	ADJ;MASC;PL	N;PRT;PL
espanyols	espanjalaiset	espanyol	espanja#lainen	ADJ;MASC;PL	N;NOM;PL
llobregat	llobregat	llobregat	llob#rega	ADJ;MASC;SG;V.PTCP	
habitual	tavanomaiset	habitual	tavan#omainen	ADJ;SG	ADJ;NOM;PL
fernández	fernandez	fernández	fernandez		N;NOM;SG
fernández	fernández	fernández	fernández		N;NOM;SG
essent	olemisen	ser	oleminen	V;V.MSDR	N;GEN;SG
essent	oleminen	ser	oleminen	V;V.MSDR	N;NOM;SG
solar	auringon	solar	aurinko	ADJ;SG	N;GEN;SG
solar	aurinko	solar	aurinko	ADJ;SG	N;NOM;SG
sabadell	sabadell	sabadell	sabadella		N;NOM;SG
complex	monimutkaiset	complex	monimutkainen	ADJ;MASC;SG	ADJ;NOM;PL
símbol	symbolin	símbol	symboli		N;GEN;SG
símbol	symboli	símbol	symboli		N;NOM;SG
símbol	tunnus	símbol	tunnus		N;NOM;SG
constant	jatkuvasti	constant	jatkuvasti	ADJ;SG	ADV
constant	vakio	constant	vakio	ADJ;SG	N;NOM;SG
matar	tappamista	matar	tappaminen	V;NFIN	N;PRT;SG
matar	tappaminen	matar	tappaminen	V;NFIN	N;NOM;SG
matar	tappo	matar	tappo	V;NFIN	N;NOM;SG
viii	viii	viure	viiri		ADJ
#aaa	#aaa	#aaa	#aaa		N;NOM;SG
àcid	hapan	àcid	happa	N;MASC;SG	ADJ;NOM;SG
crisi	kriisit	crisi	kriisi	N;FEM;SG	N;NOM;PL
jul	heinä	jul	hän		N;NOM;SG
manca	puutetta	mancar	puute	V;IND;SG;3;PRS;FIN	N;PRT;SG
manca	puute	mancar	puute	V;IND;SG;3;PRS;FIN	N;NOM;SG
manca	puuttuminen	mancar	puuttuminen	V;IND;SG;3;PRS;FIN	N;NOM;SG
sants	sants	sant	sants	N;MASC;PL	
ali	alin	ali	alin		N;NOM;SG
ali	ali	ali	ali		N;NOM;SG
ensenyament	opettaa	ensenyament	opettaa	N;MASC;SG	V;IND;SG;3;PRS;FIN;ACT
montserrat	montserrat	montserrar	moni#erra		
baixes	matala	baix	matala	ADJ;FEM;PL	ADJ;NOM;SG
baixes	matalalla	baix	matala	ADJ;FEM;PL	ADJ;AT+ESS
;SG
baixes	vähä	baix	vähän	ADJ;FEM;PL	ADV
baixes	alhainen	baix	alhainen	ADJ;FEM;PL	ADJ;NOM;SG
regional	alueelliset	regional	alueellinen	ADJ;SG	ADJ;NOM;PL
regional	alueellisten	regional	alueellinen	ADJ;SG	ADJ;GEN;PL
necessitat	tarvitaan	necessitat	tarvita	N;FEM;SG	V;IND;PRS;FIN;PASS
necessitat	tarpeen	necessitat	tarpeen	N;FEM;SG	ADV
necessitat	tarvita	necessitat	tarvita	N;FEM;SG	V;IMP;SG;2;FIN;ACT
complet	täydelliset	complet	täydellinen	ADJ;MASC;SG	ADJ;NOM;PL
complet	täytetään	complet	täyttää	ADJ;MASC;SG	V;IND;PRS;FIN;PASS
martínez	martinez	martínez	martinez		N;NOM;SG
martínez	martínez	martínez	martínez		PROPN;NOM;SG
pérez	pérez	pérez	pérez		PROPN;NOM;SG
isabel	isabel	isabel	isabel		PROPN;NOM;SG
die	kuolla	die	kuolla		V;SG;NFIN;ACT
die	kuole	die	kuolla		V;IMP;SG;2;FIN;ACT
bernat	bernard	bernar	bernard	ADJ;MASC;SG;V.PTCP	PROPN;NOM;SG
con	kartio	con	kartio		N;NOM;SG
giovanni	giovanni	giovanni	giovanni		PROPN;NOM;SG
noruega	norjan	noruec	norja	ADJ;FEM;SG	N;GEN;SG
noruega	norja	noruec	norja	ADJ;FEM;SG	PROPN;NOM;SG
famós	kuuluisia	famós	kuuluisa	ADJ;MASC;SG	ADJ;PRT;PL
famós	kuuluisat	famós	kuuluisa	ADJ;MASC;SG	ADJ;NOM;PL
cambridge	cambridge	cambridge	cambridge		PROPN;NOM;SG
donant	antamassa	donar	antaa	V;V.MSDR	V;IN+ESS;SG;NFIN;ACT
donant	antaminen	donar	antaminen	V;V.MSDR	N;NOM;SG
donant	luovuttajan	donar	luovuttaja	V;V.MSDR	N;GEN;SG
donant	luovuttaja	donar	luovuttaja	V;V.MSDR	N;NOM;SG
caiguda	pudota	caiguda	pudota	N;FEM;SG	V;IMP;SG;2;NFIN;ACT
caiguda	kaatuu	caiguda	kaatua	N;FEM;SG	V;IND;SG;3;PRS;FIN;ACT
caiguda	kaadu	caiguda	kaatua	N;FEM;SG	V;IMP;SG;2;FIN;ACT
continua	jatkuu	continuar	jatkua	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
basat	perustuva	basat	perustua	ADJ;MASC;SG;V.PTCP	V;NOM;SG;V.PTCP;ACT
basat	perustuu	basat	perustua	ADJ;MASC;SG;V.PTCP	V;IND;SG;3;PRS;FIN;ACT
basat	perustuvat	basat	perustua	ADJ;MASC;SG;V.PTCP	V;PL;3;PRS;FIN;ACT
din	din	din	din		N;NOM;SG
clara	clara	clar	clara	ADJ;FEM;SG	INTJ
mínim	vähintään	mínim	vähintään	ADJ;MASC;SG	ADV
mínim	minimi	mínim	minimi	ADJ;MASC;SG	N;NOM;SG
estàndard	standardin	estàndard	standardi		N;GEN;SG
estàndard	normi	estàndard	normi		N;NOM;SG
estàndard	standard	estàndard	standard		N;NOM;SG
estàndard	standardi	estàndard	standardi		N;NOM;SG
estàndard	vakio	estàndard	vakio		N;NOM;SG
representant	edustava	representant	edustaa	N;SG	V;NOM;SG;V.PTCP;ACT
roger	roger	roger	roger		PROPN;NOM;SG
laterals	sivusuunnassa	lateral	sivu#suunta	ADJ;PL	N;IN+ESS;SG
international	kansainväliset	international	kansain#välinen	ADJ;SG	ADJ;NOM;PL
passant	tapahtuu	passar	tapahtua	V;V.MSDR	V;IND;SG;3;PRS;FIN;ACT
passant	tapahtumassa	passar	tapahtuma	V;V.MSDR	N;IN+ESS;SG
americans	amerikkalaisia	americà	amerikkalainen	ADJ;MASC;PL	N;PRT;PL
americans	amerikkalaiset	americà	amerikkalainen	ADJ;MASC;PL	N;NOM;PL
americans	yhdysvaltalaiset	americà	yhdys#valtalainen	ADJ;MASC;PL	N;NOM;PL
elegit	valittu	elegit	valita	ADJ;MASC;SG;V.PTCP	V;NOM;SG;V.PTCP;PASS
elegit	valitut	elegit	valita	ADJ;MASC;SG;V.PTCP	V;NOM;PL;V.PTCP;PASS
esteve	stephen	esteve	stephen		
esteve	tapani	esteve	tapa		N;NOM;SG
gira	käännä	girar	kääntää	V;IND;SG;3;PRS;FIN	V;IMP;SG;2;FIN;ACT
gira	kierrä	girar	kierrä	V;IND;SG;3;PRS;FIN	V;IMP;SG;2;FIN;ACT
retorn	palaa	retorn	palata	N;MASC;SG	V;IMP;SG;2;FIN;ACT
retorn	palauta	retorn	palauttaa	N;MASC;SG	V;IMP;SG;2;FIN;ACT
retorn	palata	retorn	palata	N;MASC;SG	V;SG;NFIN;ACT
nostra	nostra	nostre	nostra	DET;FEM;SG;1	
reacció	reagoi	reacció	reagoida	N;FEM;SG	V;IND;SG;2;PRS;FIN;ACT
reacció	reaktiot	reacció	reaktio	N;FEM;SG	N;NOM;PL
golf	golfia	golf	golf		N;PRT;SG
golf	golf	golf	golf		N;NOM;SG
global	global	global	global	ADJ;SG	
global	maailmanlaajuiset	global	maailman#laajuinen	ADJ;SG	ADJ;NOM;PL
directe	suoraan	directe	suoraan		ADV
directe	suorat	directe	suora		ADJ;NOM;PL
directe	suoraa	directe	suora		ADJ;PRT;SG
directe	suora	directe	suora		ADJ;NOM;SG
directe	direct	directe	direct		N;NOM;SG
navarra	navarra	navarra	navarta		N;NOM;SG
rang	arvo	rang	arvo		N;NOM;SG
tractar	herkku	tractar	herkku	V;NFIN	N;NOM;SG
reus	reus	reu	reus		PROPN;NOM;SG
actuals	tämänhetkinen	actual	tämänhetkinen	ADJ;PL	ADJ;NOM;SG
actuals	nykyinen	actual	nykyinen	ADJ;PL	ADJ;NOM;SG
responsable	vastuullinen	responsable	vastuullinen	N;SG	ADJ;NOM;SG
responsable	vastuuntuntoinen	responsable	vastuuntuntoinen	N;SG	ADJ;NOM;SG
gonzález	gonzález	gonzález	gonzález		PROPN;NOM;SG
capaç	kykenee	capaç	kyetä	ADJ;SG	V;IND;SG;3;PRS;FIN;ACT
capaç	kykenevät	capaç	kyetä	ADJ;SG	V;IND;PL;3;PRS;FIN;ACT
capaç	kykenevä	capaç	kyetä	ADJ;SG	V;NOM;SG;V.PTCP;ACT
pacífic	tyyni	pacífic	tyyni	ADJ;MASC;SG	N;NOM;SG
pacífic	tyynenmeren	pacífic	tyyni#meri	ADJ;MASC;SG	N;GEN;SG
pacífic	pacific	pacífic	pacific	ADJ;MASC;SG	
florida	floridassa	florida	florita		N;IN+ESS;SG
florida	floridaan	florida	florita		N;IN+ALL;SG
florida	florida	florida	florida		
florida	floridasta	florida	florida		N;IN+ABL;SG
florida	floridan	florida	florida		N;GEN;SG
propis	oman	propi	oma	ADJ;MASC;PL	ADJ;GEN;SG
propis	oma	propi	oma	ADJ;MASC;PL	ADJ;NOM;SG
llegenda	legendan	llegenda	legenda	V;IND;SG;3;PRS;FIN	N;GEN;SG
llegenda	taru	llegenda	taru	V;IND;SG;3;PRS;FIN	N;NOM;SG
llegenda	legenda	llegenda	legenda	V;IND;SG;3;PRS;FIN	N;NOM;SG
llançament	käynnistää	llançament	käynnistää	N;MASC;SG	V;IND;SG;3;PRS;FIN;ACT
donen	dan	donar	dan	V;IND;PL;3;PRS;FIN	PROPN;NOM;SG
donen	danin	donar	dan	V;IND;PL;3;PRS;FIN	N;GEN;SG
similars	samankaltaista	similar	samankaltainen	ADJ;PL	ADJ;PRT;SG
similars	samanlainen	similar	samanlainen	ADJ;PL	ADJ;NOM;SG
similars	samankaltainen	similar	samankaltainen	ADJ;PL	ADJ;NOM;SG
estrelles	tähteä	estrella	tähteä	N;FEM;PL	N;PRT;SG
enviat	lähetetty	enviat	lähettää	ADJ;MASC;SG;V.PTCP	V;NOM;SG;V.PTCP;PASS
enviat	lähetetyt	enviat	lähettää	ADJ;MASC;SG;V.PTCP	V;NOM;PL;V.PTCP;PASS
enviat	lähetti	enviat	lähettää	ADJ;MASC;SG;V.PTCP	N;NOM;SG
caixa	laatikko	caixa	laatikko	V;IND;SG;3;PRS;FIN	N;NOM;SG
caixa	ruutu	caixa	ruutua	V;IND;SG;3;PRS;FIN	N;NOM;SG
caixa	box	caixa	box	V;IND;SG;3;PRS;FIN	N;NOM;SG
utilitzant	käyttää	utilitzar	käyttää	V;V.MSDR	V;IND;SG;PRS;FIN;ACT
utilitzant	käyttö	utilitzar	käyttö	V;V.MSDR	N;NOM;SG
utilitzant	käyttäen	utilitzar	käyttää	V;V.MSDR	V;INS;SG;NFIN;ACT
utilitzant	käyttämällä	utilitzar	käyttää	V;V.MSDR	V;AT+ESS
;SG;NFIN;ACT
signar	allekirjoitus	signar	allekirjoida	V;NFIN	N;NOM;SG
signar	merkki	signar	merkki	V;NFIN	N;NOM;SG
signar	allekirjoita	signar	allekirja	V;NFIN	N;PRT;PL
femení	naaras	femení	naaras		N;NOM;SG
femení	nainen	femení	nainen		N;NOM;SG
femení	naisten	femení	nainen		N;GEN;PL
survey	tutkimuksen	survey	tutkimus	PROPN	N;GEN;SG
survey	kysely	survey	kysely	PROPN	N;NOM;SG
survey	tutkimus	survey	tutkimus	PROPN	N;NOM;SG
platja	beachin	platja	beach	N;FEM;SG	PROPN;GEN;SG
publicacions	virkaa	publicació	virka	N;FEM;PL	N;PRT;SG
pell	ihon	pell	iho		N;GEN;SG
pell	iho	pell	iho		N;NOM;SG
pell	ihoa	pell	iho		N;PRT;SG
all	valkosipulia	all	valko#sipuli		N;PRT;SG
fao	fao	fer	fao		PROPN;NOM;SG
casat	naimisissa	casat	naimisissa	ADJ;MASC;SG;V.PTCP	ADV
àrabs	arabit	àrab	arabi	ADJ;PL	N;NOM;PL
ago	elokuu	ago	elokuu		N;NOM;SG
deixant	poistuu	deixar	poistua	V;V.MSDR	V;IND;SG;3;PRS;FIN;ACT
deixant	lähdössä	deixar	lähtö	V;V.MSDR	N;IN+ESS;SG
deixant	lähtevät	deixar	lähteä	V;V.MSDR	V;IND;PL;3;PRS;FIN;ACT
andorra	andorran	andorra	andorta		N;GEN;SG
aliats	liittoutuneet	aliat	liittoutua	ADJ;MASC;PL;V.PTCP	V;NOM;PL;V.PTCP;ACT
aliats	liittolaisia	aliat	liitto#lainen	ADJ;MASC;PL;V.PTCP	N;PRT;PL
comptes	tilinpäätös	compte	tilin#päätös		N;NOM;SG
comptes	tilit	compte	tili		N;NOM;PL
comptes	tilejä	compte	tili		N;PRT;PL
comptes	kirjanpito	compte	kirjan#pito		N;NOM;SG
pràcticament	käytännössä	pràcticament	käytäntö	ADV	N;IN+ESS;SG
atenes	ateenassa	atena	ateeta		N;IN+ESS;SG
atenes	ateena	atena	ate		N;NOM;SG
atenes	ateenan	atena	ateetta		N;GEN;SG
terrassa	terassi	terrassa	terassi		N;NOM;SG
terrassa	terassilla	terrassa	terassi		N;AT+ESS
;SG
crist	kristus	crist	kristus		N;NOM;SG
biografia	elämäkerta	biografia	elämä#kerta	V;IND;SG;3;PRS;FIN	N;NOM;SG
ambdues	molemmat	ambdós	molemmat		PRO;NOM;PL
ambdues	molempia	ambdós	molemmat		PRO;PRT;PL
ambdues	kumpikin	ambdós	kumpikin		PRO;NOM;SG
liberal	liberaalit	liberal	liberaali	ADJ;SG	N;NOM;PL
ulls	katse	ull	katse	N;MASC;PL	N;NOM;SG
usa	käyttö	usar	käyttö	V;IND;SG;3;PRS;FIN	N;NOM;SG
usa	käytä	usar	käyttää	V;IND;SG;3;PRS;FIN	V;IMP;SG;2;FIN;ACT
usa	usa	usar	usa	V;IND;SG;3;PRS;FIN	N;NOM;SG
usa	yhdysvaltojen	usar	yhdysvallat	V;IND;SG;3;PRS;FIN	N;GEN;PL
documentació	asiakirjat	documentació	asia#kirja	N;FEM;SG	N;NOM;PL
documentació	dokumentit	documentació	dokumentti	N;FEM;SG	N;NOM;PL
hongria	unkari	hongrir	unkari	ADJ;FEM;SG	PROPN;NOM;SG
hongria	unkarin	hongrir	unkari	ADJ;FEM;SG	N;GEN;SG
aconsegueix	hanki	aconseguir	hankkia	V;IND;SG;3;PRS;FIN	V;IMP;SG;2;FIN;ACT
aconsegueix	saa	aconseguir	saada	V;IND;SG;3;PRS;FIN	V;IND;SG;0;PRS;FIN;ACT
aconsegueix	hae	aconseguir	hakea	V;IND;SG;3;PRS;FIN	V;IMP;SG;2;FIN;ACT
poques	muutaman	poc	muutama	PRO;FEM;PL	PRO;GEN;SG
poques	harva	poc	harva	PRO;FEM;PL	PRO;NOM;SG
poques	muutama	poc	muutama	PRO;FEM;PL	PRO;NOM;SG
experiència	kokemukset	experiència	kokemus	N;FEM;SG	N;NOM;PL
experiència	kokemuksia	experiència	kokemus	N;FEM;SG	N;PRT;PL
xile	chilen	xile	chile		N;GEN;SG
zelanda	seelannin	zelanda	seelanti	ADJ;FEM;SG	N;GEN;SG
zelanda	seelanti	zelanda	seelanti	ADJ;FEM;SG	N;NOM;SG
esmenta	maininnat	esmentar	maininta	V;IND;SG;3;PRS;FIN	N;NOM;PL
curt	curt	curt	curt	ADJ;MASC;SG	PROPN;NOM;SG
curt	lyhyet	curt	lyhyt	ADJ;MASC;SG	ADJ;NOM;PL
retornar	paluu	retornar	paluu	V;NFIN	N;NOM;SG
retornar	palautus	retornar	palautus	V;NFIN	N;NOM;SG
punta	kärki	punta	kärki		N;NOM;SG
punta	vihje	punta	vihje		N;NOM;SG
punta	vinkki	punta	vinkki		N;NOM;SG
man	mies	man	mies		N;NOM;SG
man	äijä	man	äijä		N;NOM;SG
tradicionals	perinteinen	tradicional	perinteinen	ADJ;PL	ADJ;NOM;SG
democràtica	demokraattiset	democràtic	demokraattinen	ADJ;FEM;SG	ADJ;NOM;PL
turquia	kalkkuna	turquia	kalkku	ADJ;FEM;SG	N;NOM;SG
turquia	kalkkunaa	turquia	kalkkuna	ADJ;FEM;SG	N;PRT;SG
turquia	turkin	turquia	turkki	ADJ;FEM;SG	N;GEN;SG
turquia	turkki	turquia	turkki	ADJ;FEM;SG	N;NOM;SG
atlàntic	atlantin	atlàntic	atlantti	ADJ;MASC;SG	N;GEN;SG
atlàntic	atlantic	atlàntic	atlantic	ADJ;MASC;SG	
selva	selva	selva	selva	N;FEM;SG	INTJ
guàrdia	vartioi	guàrdia	vartioida	N;SG	V;IND;SG;3;PRS;FIN;ACT
guàrdia	vartioida	guàrdia	vartioida	N;SG	V;SG;NFIN;ACT
esmentat	mainitsi	esmentat	mainita	ADJ;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN;ACT
esmentat	mainittu	esmentat	mainita	ADJ;MASC;SG;V.PTCP	V;NOM;SG;V.PTCP;PASS
esmentat	mainittiin	esmentat	mainita	ADJ;MASC;SG;V.PTCP	V;IND;PST;FIN;PASS
titular	otsikko	titular	otsikko		N;NOM;SG
titular	haltija	titular	haltija		N;NOM;SG
escrits	kirjoitukset	escrit	kirjoitus	ADJ;MASC;PL;V.PTCP	N;NOM;PL
escrits	kirjoituksia	escrit	kirjoitus	ADJ;MASC;PL;V.PTCP	N;PRT;PL
elèctric	sähköllä	elèctric	sähkö	ADJ;MASC;SG	N;AT+ESS
;SG
elèctric	sähkö	elèctric	sähkö	ADJ;MASC;SG	N;NOM;SG
elèctric	sähköiset	elèctric	sähköinen	ADJ;MASC;SG	ADJ;NOM;PL
fruit	hedelmät	fruit	hedelmä	N;MASC;SG	N;NOM;PL
fruit	hedelmiä	fruit	hedelmä	N;MASC;SG	N;PRT;PL
ucraïna	ukrainassa	ucraí	ukraina	ADJ;FEM;SG	N;IN+ESS;SG
ucraïna	ukraina	ucraí	ukraina	ADJ;FEM;SG	N;NOM;SG
ucraïna	ukrainasta	ucraí	ukraina	ADJ;FEM;SG	N;IN+ABL;SG
ucraïna	ukrainan	ucraí	ukraina	ADJ;FEM;SG	N;GEN;SG
eslovàquia	slovakiassa	eslovàquia	slovakia	ADJ;FEM;SG	N;IN+ESS;SG
eslovàquia	slovakian	eslovàquia	slovakia	ADJ;FEM;SG	N;GEN;SG
eslovàquia	slovakia	eslovàquia	slovakia	ADJ;FEM;SG	PROPN;NOM;SG
primavera	kevättä	primavera	kevät		N;PRT;SG
primavera	kevään	primavera	kevät		N;GEN;SG
primavera	kevät	primavera	kevät		N;NOM;SG
grand	grand	grand	grand		
dinamarca	tanska	dinamarca	tanska		PROPN;NOM;SG
desenvolupat	kehittynyt	desenvolupar	kehittyä	ADJ;MASC;SG;V.PTCP	V;NOM;SG;V.PTCP;ACT
desenvolupat	kehitetty	desenvolupar	kehittää	ADJ;MASC;SG;V.PTCP	V;NOM;SG;V.PTCP;PASS
desenvolupat	kehittyneet	desenvolupar	kehittyä	ADJ;MASC;SG;V.PTCP	V;NOM;PL;V.PTCP;ACT
