obliczu	αντιμετωπίζοντας	oblicze	αντιμετωπίζω	N;DAT;NEUT;SG	V;IPFV;V.CVB;ACT
sprawdzone	επαληθεύεται	sprawdzić	επαληθεύω	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
sprawdzone	επαλήθευση	sprawdzić	επαλήθευση	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	N;NOM;FEM;SG
sprawdzone	επαλήθευσε	sprawdzić	επαληθεύω	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
rzymskie	ρωμαίος	rzymski	ρωμαίος	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG
rzymskie	ρόμαν	rzymski	ρόμα	ADJ;NOM;NEUT;SG	
hampshire	χάμσαϊρ	hampshiry	χάμσαϊρ		
motywy	ρεσιτάλ	motyw	ρεσιτάλ	N;NOM;MASC;PL	
tras	δρομολόγια	tras	δρομολόγιο	N;GEN;FEM;PL	N;NOM;NEUT;PL
tras	διαδρομές	tras	διαδρομή	N;GEN;FEM;PL	N;NOM;FEM;PL
rakieta	πυραύλων	rakieta	πύραυλος	N;NOM;FEM;SG	N;GEN;MASC;PL
hart	χαρτ	hart	χαρτ		
khan	χαν	khana	χαν	PROPN;NOM;MASC;SG	N
khan	καν	khana	καν	PROPN;NOM;MASC;SG	ADV
khan	khan	khana	khan	PROPN;NOM;MASC;SG	
podanie	πάσα	podanie	πάσα	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;ACC;FEM;SG
podanie	περάσει	podanie	περνώ	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;PFV;NFIN;ACT
podanie	πάσο	podanie	πάσο	N;PFV;NOM;NEUT;SG;POS;V.MSDR	
luca	λούκα	luca	λούκα	PROPN;NOM;MASC;SG	
akademickie	ακαδημαϊκά	akademicki	ακαδημαϊκός	ADJ;NOM;NEUT;SG	ADV
akademickie	ακαδημαϊκό	akademicki	ακαδημαϊκός	ADJ;NOM;NEUT;SG	N;NOM;NEUT;SG
szt	τεμ	szt	τεμώ		NUM
dialogi	διαλόγους	dialoga	διάλογος	N;NOM;MASC;PL	N;ACC;MASC;PL
aparatu	φωτογραφική	aparat	φωτογραφικός	N;GEN;MASC;SG	ADJ;NOM;FEM;SG
aparatu	κάμερα	aparat	κάμερα	N;GEN;MASC;SG	N;NOM;FEM;SG
przyszedł	ήρθε	przyjść	έρχομαι	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
przywilej	προνόμιο	przywilej	προνόμιο	N;ACC;MASC;SG	N;NOM;NEUT;SG
przywilej	προνόμια	przywilej	προνόμιο	N;ACC;MASC;SG	N;NOM;NEUT;PL
sri	σρι	srać	σρι	PROPN;NOM;MASC;SG	
lekki	φως	lekki	φως	ADJ;NOM;MASC;SG	N;NOM;NEUT;SG
lekki	light	lekki	light	ADJ;NOM;MASC;SG	
lekki	ελαφρύ	lekki	ελαφρύ	ADJ;NOM;MASC;SG	N;NOM;NEUT;SG
lekki	φώς	lekki	φώς	ADJ;NOM;MASC;SG	N;NOM;NEUT;SG
lekki	ελαφρών	lekki	ελαφρός	ADJ;NOM;MASC;SG	N;GEN;FEM;PL
lekki	ελαφρύς	lekki	ελαφρύς	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
lekki	ελαφρύ	lekki	ελαφρύ	ADJ;NOM;MASC;SG	N;NOM;NEUT;SG
karaibów	καραϊβικής	karaib	καραϊβικός	N;GEN;MASC;PL	ADJ;GEN;FEM;SG
karaibów	καραϊβική	karaib	καραϊβικός	N;GEN;MASC;PL	ADJ;NOM;FEM;SG
konserwatorium	ωδείο	konserwatorium	ωδείο	N;ACC;NEUT;SG	N;NOM;NEUT;SG
łatwiej	ευκολότερο	łatwo	εύκολος	ADV;CMPR	ADJ;NOM;CMPR;NEUT;SG
łatwiej	ευκολότερη	łatwo	εύκολος	ADV;CMPR	ADJ;NOM;CMPR;FEM;SG
roll	roll	roll	roll		
roll	ρολό	roll	ρολός		N;NOM;NEUT;SG
uchodźców	πρόσφυγας	uchodźca	πρόσφυγας	N;ACC;MASC;PL	N;NOM;MASC;SG
uchodźców	πρόσφυγα	uchodźca	πρόσφυγα	N;ACC;MASC;PL	N;ACC;MASC;SG
uchodźców	πρόσφυγες	uchodźca	πρόσφυγας	N;ACC;MASC;PL	N;NOM;MASC;PL
owoc	καρποί	owoc	καρπός	N;NOM;MASC;SG	N;NOM;MASC;PL
owoc	φρούτα	owoc	φρούτα	N;NOM;MASC;SG	N;NOM;NEUT;PL
empire	αυτοκρατορία	empir	αυτοκρατορία		N;NOM;FEM;SG
empire	empire	empir	empire		
empire	εμπάιρ	empir	εμπάιρ		N
pióra	πένες	pióra	πένης	N;ACC;NEUT;PL	N;NOM;FEM;PL
pióra	στυλό	pióra	στυλός	N;ACC;NEUT;PL	N;NOM;NEUT;SG
pióra	πούπουλα	pióra	πούπουλο	N;ACC;NEUT;PL	N;NOM;NEUT;PL
pióra	φτερά	pióra	φτερά	N;ACC;NEUT;PL	N;NOM;NEUT;PL
ski	σκι	skiot	σκι		
okręgów	συνοικίες	okręg	συνοικία	N;GEN;MASC;PL	N;NOM;FEM;PL
regularne	τακτικά	regularny	τακτικός	ADJ;NOM;NEUT;SG	ADV
break	διάλειμμα	break	διάλειμμα		N;NOM;NEUT;SG
break	σπάσε	break	σπάω		V;IPFV;IND;SG;1;PST;FIN;ACT
break	διακοπή	break	διακοπή		N;ACC;FEM;SG
break	σπάσιμο	break	σπάσιμο		N;NOM;NEUT;SG
druku	εκτύπωση	druk	εκτύπωση	N;GEN;MASC;SG	N;NOM;FEM;SG
druku	εκτυπώσεις	druk	εκτύπωση	N;GEN;MASC;SG	N;NOM;FEM;PL
zasoby	πόρο	zasóba	πόρο	N;NOM;MASC;PL	N;ACC;MASC;SG
zasoby	πόρος	zasóba	πόρος	N;NOM;MASC;PL	N;NOM;MASC;SG
zasoby	πόρων	zasóba	πόρος	N;NOM;MASC;PL	N;GEN;MASC;PL
zasoby	απόθεμα	zasóba	απόθεμα	N;NOM;MASC;PL	N;NOM;NEUT;SG
zasoby	στοκ	zasóba	στοκ	N;NOM;MASC;PL	
ran	πληγή	rana	πληγή		N;NOM;FEM;SG
ran	τραύμα	rana	τραύμα		N;NOM;NEUT;SG
ran	πληγές	rana	πληγή		N;NOM;FEM;PL
ran	τραύματα	rana	τραύμα		N;NOM;NEUT;PL
objętości	όγκος	objętość	όγκος	N;GEN;FEM;SG	N;NOM;MASC;SG
objętości	όγκο	objętość	όγκος	N;GEN;FEM;SG	N;ACC;MASC;SG
objętości	τόμος	objętość	τόμος	N;GEN;FEM;SG	N;NOM;MASC;SG
objętości	όγκοι	objętość	όγκος	N;GEN;FEM;SG	N;NOM;MASC;PL
czystości	καθαρότητα	czystość	καθαρότητα	N;GEN;FEM;SG	N;ACC;FEM;SG
czystości	αγνότητα	czystość	αγνότητα	N;GEN;FEM;SG	N;ACC;FEM;SG
oskar	όσκαρ	oskar	όσκαρ	PROPN;NOM;MASC;SG	
oskar	oscar	oskar	oscar	PROPN;NOM;MASC;SG	
oskar	οσκαρ	oskar	οσκαρ	PROPN;NOM;MASC;SG	
oskar	όσκαρ	oskar	όσκαρ	PROPN;NOM;MASC;SG	
oskar	οσκαρ	oskar	οσκαρ	PROPN;NOM;MASC;SG	
szczęścia	τύχη	szczęście	τύχη	N;GEN;NEUT;SG	N;ACC;FEM;SG
szczęścia	ευτυχία	szczęście	ευτυχία	N;GEN;NEUT;SG	N;NOM;FEM;SG
modlitwa	προσεύχεται	modlitwa	προσεύχομαι	N;NOM;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
modlitwa	προσευχές	modlitwa	προσευχής	N;NOM;FEM;SG	N;NOM;FEM;PL
marine	πεζοναύτης	mariny	πεζοναύτης		N;NOM;MASC;SG
marine	θαλάσσια	mariny	θαλάσσιος		ADJ;NOM;FEM;SG
marine	μαρίν	mariny	μαρίν		
marine	πεζοναύτη	mariny	πεζοναύτης		N;NOM;MASC;SG
rasa	αγώνα	rasa	αγώνας	N;NOM;FEM;SG	N;ACC;MASC;SG
rasa	race	rasa	race	N;NOM;FEM;SG	
tymczasowy	προσωρινά	tymczasowy	προσωρινά	ADJ;NOM;MASC;SG	ADV
tymczasowy	προσωρινές	tymczasowy	προσωρινός	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
tymczasowy	ενδιάμεσες	tymczasowy	ενδιάμεσα	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
tymczasowy	ενδιάμεση	tymczasowy	ενδιάμεση	ADJ;NOM;MASC;SG	N;NOM;FEM;SG
tymczasowy	προσωρινά	tymczasowy	προσωρινά	ADJ;NOM;MASC;SG	ADV
tymczasowy	προσωρινού	tymczasowy	προσωρινός	ADJ;NOM;MASC;SG	ADJ;GEN;NEUT;SG
satelita	δορυφόρος	satelita	δορυφόρος	N;NOM;MASC;SG	ADJ;NOM;MASC;SG
satelita	δορυφόρο	satelita	δορυφόρο	N;NOM;MASC;SG	N;ACC;MASC;SG
satelita	δορυφορική	satelita	δορυφορικός	N;NOM;MASC;SG	ADJ;NOM;FEM;SG
przykładów	παραδείγματα	przykład	παράδειγμα	N;GEN;MASC;PL	N;NOM;NEUT;PL
era	εποχή	era	εποχή		N;ACC;FEM;SG
era	εποχή	era	εποχή		N;ACC;FEM;SG
lang	λανγκ	lang	λανγκ		
królowie	βασιλέων	król	βασίλει	N;NOM;MASC;PL	N;GEN;MASC;PL
królowie	κινγκς	król	κινγκς	N;NOM;MASC;PL	
pascal	πασκάλ	pascal	πασκάλ		
szóste	έκτη	szósty	έκτος		NUM;NOM;FEM;SG
szóste	έκτος	szósty	έκτος		N;NOM;MASC;SG
szóste	έκτο	szósty	έκτος		NUM;NOM;NEUT;SG
gridcolor	gridcolor	gridcolor	gridcolor		
teatrów	θέατρα	teatr	θέατρο	N;GEN;MASC;PL	N;NOM;NEUT;PL
teatrów	θέατρα	teatr	θέατρο	N;GEN;MASC;PL	N;NOM;NEUT;PL
dyskografia	δισκογραφία	dyskografia	δισκογραφία	N;NOM;FEM;SG	N;ACC;FEM;SG
koń	ίππος	koń	ίππος	N;NOM;MASC;SG	ADJ;NOM;MASC;SG
pacjenta	ασθενής	pacjent	ασθενής	N;ACC;MASC;SG	ADJ;NOM;MASC;SG
pacjenta	ασθενή	pacjent	ασθενής	N;ACC;MASC;SG	ADJ;NOM;MASC;SG
potrzebna	αναγκη	potrzebny	αναγκη	ADJ;NOM;FEM;SG	N;ACC;FEM;SG
potrzebna	ανάγκη	potrzebny	ανάγκη	ADJ;NOM;FEM;SG	N;ACC;FEM;SG
potrzebna	χρειαζόταν	potrzebny	χρειάζομαι	ADJ;NOM;FEM;SG	V;IPFV;IND;SG;3;PST;FIN;PASS
uderzenie	επίπτωση	uderzenie	επίπτωση	N;NOM;NEUT;SG	N;ACC;FEM;SG
uderzenie	επιπτώσεις	uderzenie	επίπτωση	N;NOM;NEUT;SG	N;NOM;FEM;PL
uderzenie	χτύπησε	uderzenie	χτυπώ	N;NOM;NEUT;SG	V;PFV;IND;SG;3;PST;FIN;ACT
uderzenie	χτύπα	uderzenie	χτύπος	N;NOM;NEUT;SG	V;PFV;IND;SG;1;PST;FIN;ACT
popełnił	δεσμεύτηκε	popełnić	δεσμεύω	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
piaski	σαντς	piasek	σαντς		
piaski	άμμος	piasek	άμμος		N;NOM;FEM;SG
annie	άνι	annie	άνι		
annie	άννυ	annie	άννος		N
annie	annie	annie	annie		
secret	μυστικός	secret	μυστικός		ADJ;NOM;MASC;SG
secret	μυστικό	secret	μυστικός		N;NOM;NEUT;SG
secret	μυστική	secret	μυστικός		ADJ;NOM;FEM;SG
zmniejsza	μειώσεις	zmniejszać	μείωση	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;FEM;PL
zmniejsza	μειώνεται	zmniejszać	μειώνω	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
polecenia	εντολές	polecenie	εντολή	N;NOM;NEUT;SG	N;NOM;FEM;PL
polecenia	διοίκηση	polecenie	διοίκηση	N;NOM;NEUT;SG	N;ACC;FEM;SG
polecenia	εντολή	polecenie	εντολή	N;NOM;NEUT;SG	N;ACC;FEM;SG
fortu	οχυρό	fort	οχυρός	N;GEN;MASC;SG	N;NOM;NEUT;SG
fortu	φορτ	fort	φορτ	N;GEN;MASC;SG	
fortu	fort	fort	fort	N;GEN;MASC;SG	
fortu	φρούριο	fort	φρούριο	N;GEN;MASC;SG	N;NOM;NEUT;SG
aleksandrii	αλεξάνδρεια	aleksandria	αλεξάνδρεια	N;GEN;FEM;SG	N;NOM;FEM;SG
praktyka	πρακτική	praktyka	πρακτικός	N;NOM;FEM;SG	ADJ;NOM;FEM;SG
praktyka	εξάσκηση	praktyka	εξάσκηση	N;NOM;FEM;SG	N;ACC;FEM;SG
praktyka	προπόνηση	praktyka	προπόνηση	N;NOM;FEM;SG	N;ACC;FEM;SG
sainte	sainte	sainty	sainte	V;IPFV;IND;SG;2;PRS;FIN;ACT	
środowisk	περιβάλλοντα	środowisko	περιβάλλον	N;GEN;NEUT;PL	N;NOM;NEUT;PL
ska	σκα	sko	σκα		N
zaangażowany	δεσμεύτηκε	zaangażować	δεσμεύω	ADJ;NOM;MASC;SG	V;PFV;IND;SG;3;PST;FIN;PASS
zaangażowany	διαπράξει	zaangażować	διαπράττω	ADJ;NOM;MASC;SG	V;PFV;NFIN;ACT
zakończony	τερματιστεί	zakończyć	τερματίζω	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NFIN;PASS
zakończony	τερματίστηκε	zakończyć	τερματίζω	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
pomiarów	μετρήσεις	pomiar	μέτρηση	N;GEN;MASC;PL	N;NOM;FEM;PL
renesansu	αναγέννηση	renesans	αναγέννηση	N;GEN;MASC;SG	N;ACC;FEM;SG
częste	κοινές	częsty	κοινός		ADJ;NOM;FEM;PL
częste	κοινή	częsty	κοινός		ADJ;NOM;FEM;SG
częste	κοινός	częsty	κοινός		ADJ;NOM;MASC;SG
częste	συχνές	częsty	συχνή		N;NOM;FEM;PL
jelita	έγκατα	jelita	έγκα		N;NOM;NEUT;PL
jelita	έντερο	jelita	έντερος		N;NOM;NEUT;SG
jelita	σπλάχνα	jelita	σπλάχνω		N;NOM;NEUT;PL
jelita	έντερα	jelita	έντερα		N;NOM;NEUT;PL
jelita	έντερο	jelita	έντερος		N;NOM;NEUT;SG
jelita	εντέρου	jelita	έντερος		N;GEN;NEUT;SG
jelita	έντερο	jelita	έντερος		N;NOM;NEUT;SG
jelita	εντερική	jelita	εντερικός		ADJ;NOM;FEM;SG
jelita	έντερο	jelita	έντερος		N;NOM;NEUT;SG
jelita	έντερα	jelita	έντερα		N;NOM;NEUT;PL
cbs	κτ	cbs	κτ		N
cbs	cbs	cbs	cbs		
partnerem	συνεργάτης	partner	συνεργάτης	N;INS;MASC;SG	N;NOM;MASC;SG
partnerem	σύντροφος	partner	σύντροφος	N;INS;MASC;SG	N;NOM;MASC;SG
partnerem	συνεργάτη	partner	συνεργάτης	N;INS;MASC;SG	N;NOM;NEUT;SG
partnerem	εταίρος	partner	εταίρος	N;INS;MASC;SG	N;NOM;MASC;SG
partnerem	συνέταιρος	partner	συνέταιρος	N;INS;MASC;SG	N;NOM;MASC;SG
przedstawiono	παρουσιάστηκαν	przedstawić	παρουσιάζω	V;PFV;IND;0;PST;FIN;ACT	V;PFV;IND;PL;3;PST;FIN;PASS
przedstawiono	παρουσίασε	przedstawić	παρουσιάζω	V;PFV;IND;0;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
przedstawiono	παρουσιάζεται	przedstawić	παρουσιάζω	V;PFV;IND;0;PST;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
przedstawiono	παρουσιάστηκε	przedstawić	παρουσιάζω	V;PFV;IND;0;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
square	τετράγωνο	squary	τετράγωνος		N;NOM;NEUT;SG
square	πλατεία	squary	πλατεία		N;NOM;FEM;SG
odrębne	ξεχωριστά	odrębny	ξεχωριστώ	ADJ;NOM;NEUT;SG	ADV
odrębne	χωριστά	odrębny	χωριστώ	ADJ;NOM;NEUT;SG	ADV
czaszki	κρανία	czaszki	κρανία	N;ACC;FEM;PL	N;NOM;NEUT;PL
czaszki	κρανίο	czaszki	κρανίο	N;ACC;FEM;PL	N;NOM;NEUT;SG
fischer	fischer	fischer	fischer		
fischer	φίσερ	fischer	φίσερ		
białek	πρωτεΐνες	białek	πρωτεύνα		N;NOM;FEM;PL
publiczny	δημόσιες	publiczny	δημόσιος	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
mail	αλληλογραφία	mail	αλληλογραφία		N;NOM;FEM;SG
mail	ταχυδρομείο	mail	ταχυδρομείο		N;NOM;NEUT;SG
mail	mail	mail	mail		
tronie	θρόνος	trona	θρόνος	N;DAT;MASC;SG	N;NOM;MASC;SG
tronie	θρόνο	trona	θρόνος	N;DAT;MASC;SG	N;ACC;MASC;SG
kogo	ποιος	kto	ποιος	PRO;ACC;MASC;SG	DET;NOM;DEF;MASC;SG
heaven	παράδεισος	heaven	παράδεισος		N;NOM;MASC;SG
heaven	παράδεισο	heaven	παράδεισος		N;ACC;MASC;SG
cen	cen	cen	cen		
rozkładu	αποσύνθεση	rozkład	αποσύνθεση	N;GEN;MASC;SG	N;NOM;FEM;SG
piła	ποτό	pić	ποτό		N;NOM;NEUT;SG
piła	πίνω	pić	πίνω		V;IPFV;IND;SG;1;PRS;FIN;ACT
piła	πίνουμε	pić	πίνω		V;IPFV;IND;PL;1;PRS;FIN;ACT
piła	πίνοντας	pić	πίνω		V;IPFV;V.CVB;ACT
piła	ήπια	pić	ήπιος		ADJ;NOM;FEM;SG
piła	ήπιε	pić	λπίνω		V;PFV;IND;SG;3;PST;FIN;ACT
piła	είδα	pić	είδα		V;PFV;IND;SG;1;PST;FIN;ACT
piła	είδε	pić	βλέπω		V;PFV;IND;SG;3;PST;FIN;ACT
piła	πριόνι	pić	πριόνι		N;NOM;NEUT;SG
śniegu	χιόνι	śnieg	χιόνι	N;GEN;MASC;SG	N;NOM;NEUT;SG
śniegu	σνόου	śnieg	σνόος	N;GEN;MASC;SG	PROPN;NOM;MASC;SG
damian	ντέμιαν	damian	ντέμιαν	PROPN;NOM;MASC;SG	
istoty	όντα	istota	όντα	N;ACC;FEM;SG	N;NOM;NEUT;PL
istoty	πλάσματα	istota	πλάσμα	N;ACC;FEM;SG	N;NOM;NEUT;PL
ołtarzu	βωμό	ołtarz	βωμός	N;INS;MASC;SG	N;ACC;MASC;SG
policjant	αστυνομικός	policjant	αστυνομικός	N;NOM;MASC;SG	ADJ;NOM;MASC;SG
policjant	αστυνομικό	policjant	αστυνομικός	N;NOM;MASC;SG	ADJ;NOM;NEUT;SG
policjant	αστυνομικός	policjant	αστυνομικός	N;NOM;MASC;SG	ADJ;NOM;MASC;SG
toledo	τολέδο	toledo	τολέδο		PROPN;NOM;NEUT;SG
cannes	κάννες	cannes	κάννας		PROPN;NOM;FEM;PL
informacyjny	ενημερωτικά	informacyjny	ενημερωτικά	ADJ;NOM;MASC;SG	ADV
geschichte	geschichte	geschicht	geschichte		
gospodarstwo	farm	gospodarstwo	farm	N;NOM;NEUT;SG	
gospodarstwo	κρατώντας	gospodarstwo	κρατώ	N;NOM;NEUT;SG	V;IPFV;V.CVB;ACT
gospodarstwo	holding	gospodarstwo	holding	N;NOM;NEUT;SG	
czwartego	τέταρτος	czwarty	τέταρτος	ADJ;ACC;MASC;SG	NUM;NOM;MASC;SG
czwartego	τέταρτο	czwarty	τέταρτος	ADJ;ACC;MASC;SG	NUM;NOM;NEUT;SG
czwartego	τέταρτη	czwarty	τέταρτος	ADJ;ACC;MASC;SG	NUM;NOM;FEM;SG
wiosce	χωριο	wioska	χωριο	N;DAT;FEM;SG	N;NOM;NEUT;SG
wiosce	χωριό	wioska	χωριό	N;DAT;FEM;SG	N;NOM;NEUT;SG
ograniczona	limited	ograniczony	limited	ADJ;NOM;FEM;SG	
ograniczona	περιορισμένη	ograniczony	περιορίζω	ADJ;NOM;FEM;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
ograniczona	περιορισμένα	ograniczony	περιορίζω	ADJ;NOM;FEM;SG	ADV
ograniczona	περιορισμένο	ograniczony	περιορίζω	ADJ;NOM;FEM;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
ograniczona	περιορισμένος	ograniczony	περιορισμένος	ADJ;NOM;FEM;SG	V;PFV;NOM;MASC;SG;V.PTCP;PASS
ograniczona	περιορισμένη	ograniczony	περιορίζω	ADJ;NOM;FEM;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
ograniczona	περιορισμένος	ograniczony	περιορισμένος	ADJ;NOM;FEM;SG	V;PFV;NOM;MASC;SG;V.PTCP;PASS
ograniczona	περιορισμένο	ograniczony	περιορίζω	ADJ;NOM;FEM;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
kontynuować	συνέχιση	kontynuować	συνέχιση	V;IPFV;NFIN;ACT	N;ACC;FEM;SG
kontynuować	συνεχίστε	kontynuować	συνεχίζω	V;IPFV;NFIN;ACT	V;PFV;IMP;PL;2;FIN;ACT
kontynuować	συνέχεια	kontynuować	συνέχεια	V;IPFV;NFIN;ACT	N;ACC;FEM;SG
kontynuować	συνέχισε	kontynuować	συνεχίζω	V;IPFV;NFIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
kontynuować	προχωρήστε	kontynuować	προχωρώ	V;IPFV;NFIN;ACT	V;PFV;IND;PL;2;PST;FIN;ACT
dem	dem	dem	dem		
management	διοίκηση	management	διοίκηση		N;ACC;FEM;SG
management	διαχείρισης	management	διαχείριση		N;GEN;FEM;SG
management	διαχείριση	management	διαχείριση		N;NOM;FEM;SG
split	διαχωρισμός	split	διαχωρισμός		N;NOM;MASC;SG
split	διάσπαση	split	διάσπαση		N;NOM;FEM;SG
split	σπλιτ	split	σπλιτ		
split	διαίρεση	split	διαίρεση		N;NOM;FEM;SG
split	μοιρασιά	split	μοιρασία		N;ACC;FEM;SG
kenneth	κένεθ	kenneth	κένεθ	N;NOM;MASC;SG	
przeżył	επέζησαν	przeżyć	επιζώ	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;IND;PL;3;PST;FIN;ACT
sosna	πάιν	sosna	πάιν		
sosna	πεύκο	sosna	πεύκο		N;NOM;NEUT;SG
paragwaju	παραγουάη	paragwaj	παραγουάος	N;GEN;MASC;SG	PROPN;ACC;FEM;SG
pete	pete	pete	pete	PROPN;NOM;MASC;SG	
pete	πητ	pete	πητ	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
pete	πιτ	pete	πιτ	PROPN;NOM;MASC;SG	
suche	ξηρή	suchy	ξηρή		N;NOM;FEM;SG
suche	στεγνά	suchy	στεγνά		ADV
suche	ξηρά	suchy	ξηρά		N;NOM;NEUT;PL
suche	στεγνό	suchy	στεγνό		N;NOM;NEUT;SG
suche	ξηρό	suchy	ξηρός		N;NOM;NEUT;SG
ward	πτέρυγα	warda	πτέρυγα	PROPN;NOM;MASC;SG	N;NOM;FEM;SG
ward	γουόρντ	warda	γουόρντ	PROPN;NOM;MASC;SG	
owłosione	τριχωτό	owłosić	τριχωτός	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	N;NOM;NEUT;SG
promieniowanie	ακτινοβολίες	promieniować	ακτινοβολία	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;PL
struga	στρούγκα	struga	στρούγκα		N;NOM;FEM;SG
eduardo	εντουάρντο	eduardo	εντουάρντος	PROPN;NOM;MASC;SG	
sweet	γλυκό	sweet	γλυκό		N;NOM;NEUT;SG
sweet	γλυκά	sweet	γλυκά		N;NOM;NEUT;PL
sweet	γλυκιά	sweet	γλυκιά		N;NOM;FEM;SG
sweet	γλυκός	sweet	γλυκός		ADJ;NOM;MASC;SG
skierowane	σκηνοθέτησε	skierować	σκηνοθετώ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
skierowane	σκηνοθεσία	skierować	σκηνοθεσία	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	N;ACC;FEM;SG
kolorów	χρωματα	kolor	χρώμα	N;GEN;MASC;PL	N;NOM;NEUT;PL
kolorów	χρώματα	kolor	χρώμα	N;GEN;MASC;PL	N;NOM;NEUT;PL
rycerz	νάιτ	rycerz	νάιτ	N;NOM;MASC;SG	
zapewnienia	διασφάλιση	zapewnić	διασφάλιση	N;GEN;NEUT;SG	N;ACC;FEM;SG
zapewnienia	διαβεβαιώσεις	zapewnić	διαβεβαίωση	N;GEN;NEUT;SG	N;NOM;FEM;PL
watson	γουάτσον	watson	γουάτσον		
watson	γουότσον	watson	γουότσον		
watson	watson	watson	watson		
wprowadzona	εισήχθη	wprowadzić	εισάγω	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
wprowadzona	εισήγαγε	wprowadzić	εισηγάγω	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
wprowadzona	καθιερώθηκε	wprowadzić	καθιερώνω	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
zwrot	επιστροφή	zwrot	επιστροφή	N;NOM;MASC;SG	N;ACC;FEM;SG
zwrot	επιστροφή	zwrot	επιστροφή	N;NOM;MASC;SG	N;ACC;FEM;SG
zwrot	αποπληρωμή	zwrot	αποπληρωμή	N;NOM;MASC;SG	N;ACC;FEM;SG
zwrot	εξόφληση	zwrot	εξόφληση	N;NOM;MASC;SG	N;ACC;FEM;SG
funkcjonowanie	επιχειρηση	funkcjonowanie	επιχειρηση	N;NOM;NEUT;SG	N;ACC;FEM;SG
funkcjonowanie	εγχείρηση	funkcjonowanie	εγχείρηση	N;NOM;NEUT;SG	N;ACC;FEM;SG
funkcjonowanie	λειτουργία	funkcjonowanie	λειτουργία	N;NOM;NEUT;SG	N;ACC;FEM;SG
funkcjonowanie	επιχείρηση	funkcjonowanie	επιχείρηση	N;NOM;NEUT;SG	N;ACC;FEM;SG
białoruś	λευκορωσία	białoruś	λευκορωσία		PROPN;NOM;FEM;SG
socjalistyczna	σοσιαλιστής	socjalistyczny	σοσιαλιστής	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
socjalistyczna	σοσιαλιστικό	socjalistyczny	σοσιαλιστικός	ADJ;NOM;FEM;SG	N;NOM;NEUT;SG
socjalistyczna	σοσιαλιστικής	socjalistyczny	σοσιαλιστικός	ADJ;NOM;FEM;SG	ADJ;GEN;FEM;SG
czołg	τανκ	czołg	τανκ	N;ACC;MASC;SG	
czołg	δεξαμενή	czołg	δεξαμενή	N;ACC;MASC;SG	N;NOM;FEM;SG
zboczach	πλαγιές	zboczyć	πλαγιά	N;GEN;MASC;PL	N;NOM;FEM;PL
słowackiej	σλοβακική	słowacki	σλοβακικός	ADJ;GEN;FEM;SG	ADJ;NOM;FEM;SG
