κβαντική	quantum	κβαντικός	quantum	ADJ;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
γκαμπόν	gabon	γκαμπόν	gabon	PROPN;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
πρόοδος	framsteg	πρόοδος	framsteg	N;NOM;FEM;SG	N;NOM;INDF;NEUT;PL
συγγνώμη	sorry	συγγνώμη	sorry	N;NOM;FEM;SG	V;IMP;FIN;ACT
συγγνώμη	beklagar	συγγνώμη	beklaga	N;NOM;FEM;SG	V;IND;PRS;FIN;ACT
μικτή	blandade	μικτός	blandad	ADJ;NOM;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
εξετάζει	undersöks	εξετάζω	undersöka	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;PASS
μελά	mela	μελώ	mela	PROPN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
γκόγια	goya	γκόγιος	goya	N;NOM;NEUT;PL	PROPN;NOM
σοφοκλή	sofokles	σοφοκλής	sofokles	N;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;SG
κανονισμούς	förordningar	κανονισμός	förordning	N;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;PL
κανονισμούς	föreskrifter	κανονισμός	föreskrift	N;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;PL
κανονισμούς	förordningarna	κανονισμός	förordning	N;ACC;MASC;PL	N;NOM;DEF;MASC+FEM;PL
κέντρων	centra	κέντρο	centrum	N;GEN;NEUT;PL	N;NOM;INDF;NEUT;PL
αναστολή	viloläge	αναστολή	viloläge	N;ACC;FEM;SG	N;NOM;DEF;MASC+FEM;SG
αναστολή	avstängning	αναστολή	avstängning	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
αναστολή	suspension	αναστολή	suspension	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
αναστολή	upphävande	αναστολή	upphävande	N;ACC;FEM;SG	N;NOM;INDF;NEUT;SG
αναστολή	hämning	αναστολή	hämning	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
αναστολή	hämmande	αναστολή	hämma	N;ACC;FEM;SG	ADJ;NOM;PRS;V.PTCP
αναστολή	upphävd	αναστολή	upphävd	N;ACC;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
αναστολή	avstängda	αναστολή	avstängd	N;ACC;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
αναστολή	avstängd	αναστολή	avstängd	N;ACC;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
διέκοψε	avbröts	διακόπτω	avbröta	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;PST;FIN;PASS
διέκοψε	avbruten	διακόπτω	avbruta	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;INDF;MASC+FEM;SG
συνεργάτη	delägare	συνεργάτης	delägare	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
αμυντική	defensiva	αμυντικός	defensiv	ADJ;NOM;FEM;SG	ADJ;NOM;PL
αμυντική	defensiv	αμυντικός	defensiv	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
κίνητρο	motivet	κίνητρο	motiv	N;ACC;NEUT;SG	N;NOM;DEF;NEUT;SG
κίνητρο	motiv	κίνητρο	motiv	N;ACC;NEUT;SG	N;NOM;INDF;NEUT;SG
κίνητρο	motivation	κίνητρο	motivation	N;ACC;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
κίνητρο	motivering	κίνητρο	motivering	N;ACC;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
κίνητρο	motivationen	κίνητρο	motivation	N;ACC;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
κίνητρο	incitament	κίνητρο	incitament	N;ACC;NEUT;SG	N;NOM;INDF;NEUT;PL
χάρολντ	harold	χάρολντ	harold	PROPN;NOM;MASC;SG	PROPN;NOM
απέδωσε	tilldelat	αποδίδω	tilldela	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
απέδωσε	tilldelad	αποδίδω	tilldelad	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
βουδαπέστη	budapest	βουδαπίστομαι	budapest	PROPN;NOM;FEM;SG	PROPN;NOM
ανταρκτική	antarktis	ανταρκτικός	antarktis	ADJ;NOM;FEM;SG	PROPN;NOM
ανταρκτική	antarktis	ανταρκτικός	antarktis	ADJ;NOM;FEM;SG	PROPN;NOM
ορλεάνης	orleans	ορλεάνη	orleans	PROPN;GEN;FEM;SG	PROPN;NOM
διάσωση	räddning	διάσωση	räddning	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
διάσωση	rädda	διάσωση	rädda	N;ACC;FEM;SG	V;IMP;NFIN;ACT
διάσωση	undsättning	διάσωση	undsättning	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
πινακίδες	tecken	πινακίδα	tecken	N;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
γκλεν	glen	γκλεν	gl		PROPN;NOM
γκλεν	glenn	γκλεν	glen		PROPN;NOM
μελωδία	melody	μελωδία	melody	N;NOM;FEM;SG	PROPN;NOM
μελωδία	stäm	μελωδία	stäm	N;NOM;FEM;SG	V;IMP;FIN;ACT
μάνα	mor	μάνας	mor	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
μάνα	moder	μάνας	moder	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
μάνα	mamma	μάνας	mamma	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
μάνα	mother	μάνας	mother	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
γλωσσική	språkliga	γλωσσικός	språklig	ADJ;NOM;FEM;SG	ADJ;NOM;PL
γλωσσική	språkligt	γλωσσικός	språklig	ADJ;NOM;FEM;SG	ADV
τιμά	utmärkelser	τιμά	utmärkelse	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;PL
ουρανός	himmel	ουρανός	himmel	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ουρανός	sky	ουρανός	sky	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ουρανός	himlen	ουρανός	himle	ADJ;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
ουρανός	himmel	ουρανός	himmel	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ουρανός	himlar	ουρανός	himla	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
μειώσει	förminska	μειώνω	förminsk	V;PFV;IND;SG;3;FIN;ACT	V;IMP;NFIN;ACT
μειώσει	minska	μειώνω	minska	V;PFV;IND;SG;3;FIN;ACT	V;IMP;NFIN;ACT
μειώσει	reducera	μειώνω	reducera	V;PFV;IND;SG;3;FIN;ACT	V;IMP;FIN;ACT
μόλυνση	föroreningar	μόλυνση	förorening	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;PL
μόλυνση	infektioner	μόλυνση	infektion	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;PL
δημοσιότητα	publicitet	δημοσιότητα	publicitet	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
δημοσιότητα	offentlighet	δημοσιότητα	offentlighet	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ιατρικό	medicinska	ιατρικός	medicinsk	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
μπουρούντι	burundi	μπουρούντι	burundi	PROPN;NOM;NEUT;SG	PROPN;NOM
ταυτόχρονη	samtidiga	ταυτόχρονος	samtidig	ADJ;NOM;FEM;SG	ADJ;NOM;PL
ταυτόχρονη	samtidiga	ταυτόχρονος	samtidig	ADJ;NOM;FEM;SG	ADJ;NOM;PL
λιθίου	litium	λίθιο	litium	N;GEN;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
τυχαίο	slumpmässiga	τυχαίος	slumpmässig	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
τυχαίο	random	τυχαίος	random	ADJ;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
τυχαίο	slumpmässigt	τυχαίος	slumpmässig	ADJ;NOM;NEUT;SG	ADV
τυχαίο	slumpvis	τυχαίος	slumpvis	ADJ;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
τυχαίο	olyckshändelse	τυχαίος	olyckshändelse	ADJ;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
πολιτισμούς	kulturer	πολιτισμός	kultur	N;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;PL
πολιτισμούς	kulturerna	πολιτισμός	kultur	N;ACC;MASC;PL	N;NOM;DEF;MASC+FEM;PL
λεωνίδα	leonidas	λεωνίδα	leonida	N;VOC;MASC;SG	N;NOM;INDF;MASC+FEM;SG
μαλάουι	malawi	μαλάμαι	malawi	PROPN;NOM;NEUT;SG	PROPN;NOM
επιθετική	aggressivt	επιθετικός	aggressiv	ADJ;NOM;FEM;SG	ADV
επιθετική	aggressiva	επιθετικός	aggressiv	ADJ;NOM;FEM;SG	ADJ;NOM;PL
σιδηροδρόμων	järnväg	σιδηρόδρομα	järnväg	N;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;SG
σιδηροδρόμων	järnvägen	σιδηρόδρομα	järnväg	N;GEN;MASC;PL	N;NOM;DEF;MASC+FEM;SG
σιδηροδρόμων	järnvägar	σιδηρόδρομα	järnväg	N;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;PL
σιδηροδρόμων	järnväg	σιδηρόδρομα	järnväg	N;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;SG
άχρωμο	färglös	άχρωμο	färglös	N;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
άχρωμο	färglösa	άχρωμο	färglös	N;NOM;NEUT;SG	ADJ;NOM;PL
αφρικανική	afrikaner	αφρικάνικος	afrikan	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;PL
αφρικανική	afrikanska	αφρικάνικος	afrikansk	ADJ;NOM;FEM;SG	ADJ;NOM;PL
σπουδαιότητα	betydelse	σπουδαιότητα	betydelse	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
μπάρτον	burton	μπάρτον	burton		PROPN;NOM
μπάρτον	barton	μπάρτον	barton		PROPN;NOM
έντι	eddie	έντι	eddie		N;NOM;INDF;MASC+FEM;SG
έντι	eddy	έντι	eddy		PROPN;NOM
μπουρκίνα	burkina	μπουρκίνα	burkin	PROPN;NOM;FEM;SG	PROPN;NOM
φάσο	faso	φάσο	faso		PROPN;NOM
πορτρέτα	porträtt	πορτρέτα	porträtt	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
κάρτες	kort	κάρτες	kort	N;NOM;FEM;PL	ADV
κάρτες	cards	κάρτες	card	N;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
κάρτες	kortspel	κάρτες	kortspel	N;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
ελίτ	elite	ελίτ	elite	N;NOM;FEM;SG	PROPN;NOM
ναυτικός	sjöman	ναυτικός	sjöma	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ναυτικός	sailor	ναυτικός	saila	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
ναυτικός	sjöman	ναυτικός	sjöma	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ναυτικός	nautiska	ναυτικός	nautisk	ADJ;NOM;MASC;SG	ADJ;NOM;PL
ναυτικός	sjöman	ναυτικός	sjöma	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ναυτικός	sjöfolk	ναυτικός	sjöfolk	ADJ;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
ναυτικός	mariner	ναυτικός	marin	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
τζέρσεϊ	jersey	τζέρω	jersey		N;NOM;INDF;MASC+FEM;SG
ιερή	heliga	ιερός	helig	ADJ;NOM;FEM;SG	ADJ;NOM;PL
μις	saknar	μιος	sakna		V;IND;PRS;FIN;ACT
μις	fröken	μιος	fröka		N;NOM;DEF;MASC+FEM;SG
μις	miss	μιος	miss		N;NOM;INDF;MASC+FEM;SG
μορφοποίησης	formatera	μορφοποίηση	formatera	N;GEN;FEM;SG	V;IMP;FIN;ACT
μορφοποίησης	formatering	μορφοποίηση	formatering	N;GEN;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ουράς	svans	ουρός	svans	N;GEN;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ουράς	stjärt	ουρός	stjärta	N;GEN;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ουράς	svansen	ουρός	svans	N;GEN;FEM;SG	N;NOM;DEF;MASC+FEM;SG
ενώνει	enar	ενώνω	ena	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;PL
μαχητικό	kämpe	μαχητικός	kämpe	ADJ;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
μαχητικό	fighter	μαχητικός	fight	ADJ;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
επίπεδη	platt	επίπεδο	platt	NUM;NOM;FEM;SG	ADV
επίπεδη	platta	επίπεδο	platta	NUM;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
επίπεδη	lägenhet	επίπεδο	lägenhet	NUM;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
επίπεδη	flat	επίπεδο	flat	NUM;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
γιατρό	läkare	γιατρός	läkare	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
πάμπλο	pablo	πάμπλο	pablo		PROPN;NOM
ανδρόνικος	andronikos	ανδρόνικος	andronikos	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
σαντ	sand	σαντ	sand		N;NOM;INDF;MASC+FEM;SG
σαντ	shad	σαντ	shad		N;NOM;INDF;NEUT;SG
τοπικός	lokala	τοπικός	lokal	ADJ;NOM;MASC;SG	ADJ;NOM;PL
τοπικός	lokal	τοπικός	lokal	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
τοπικός	local	τοπικός	local	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
προτιμούν	föredra	προτιμώ	föredra	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;IMP;FIN;ACT
προκλήθηκε	orsakade	προκαλώ	orsaka	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;NOM;PL;PST;V.PTCP
προκλήθηκε	orsakat	προκαλώ	orsaka	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
βίαια	våldsamt	βίαιο	våldsam	ADV	ADJ;NOM;INDF;NEUT;SG
βίαια	våldsamt	βίαιο	våldsam	ADV	ADJ;NOM;INDF;NEUT;SG
βίαια	våldsam	βίαιο	våldsam	ADV	ADJ;NOM;INDF;MASC+FEM;SG
βίαια	våldsamma	βίαιο	våldsam	ADV	ADJ;NOM;PL
επηρεάζεται	påverkade	επηρεάζω	påverka	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;NOM;PL;PST;V.PTCP
επηρεάζεται	påverkad	επηρεάζω	påverka	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
επηρεάζεται	påverkat	επηρεάζω	påverka	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
επηρεάζεται	påverkad	επηρεάζω	påverka	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
επηρεάζεται	påverkade	επηρεάζω	påverka	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;NOM;PL;PST;V.PTCP
επηρεάζεται	berörd	επηρεάζω	berörd	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
επηρεάζεται	drabbad	επηρεάζω	drabba	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
επηρεάζεται	påverkat	επηρεάζω	påverka	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
ξενοδοχεία	hotell	ξενοδοχείο	hotell	N;NOM;NEUT;PL	N;NOM;INDF;NEUT;SG
συγκριτικά	komparativa	συγκριτικά	komparativ	ADV	ADJ;NOM;PL
συγκριτικά	jämförande	συγκριτικά	jämförande	ADV	ADJ;NOM;PRS;V.PTCP
πρώιμο	förtida	πρώιμο	förtida	ADJ;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
αποθήκη	lager	αποθήκη	lag	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;PL
εντέρου	tarm	έντερος	tarm	N;GEN;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
εντέρου	tarmen	έντερος	tarm	N;GEN;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
νιγηρίας	nigerianska	νιγηρία	nigeriansk	PROPN;GEN;FEM;SG	N;NOM;INDF;MASC+FEM;SG
νιγηρίας	nigeria	νιγηρία	nigeri	PROPN;GEN;FEM;SG	PROPN;NOM
λάζαρος	lazarus	λάζαρος	lazarus	PROPN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
σημάδι	underteckna	σημάδι	undertecken	N;NOM;NEUT;SG	V;IMP;FIN;ACT
σημάδι	signera	σημάδι	signera	N;NOM;NEUT;SG	V;IMP;FIN;ACT
μοριακό	molekylär	μοριακός	molekylär	ADJ;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
μοριακό	molekylära	μοριακός	molekylär	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
υπουργών	ministrarna	υπουργός	ministra	N;GEN;MASC;PL	N;NOM;DEF;MASC+FEM;PL
υπουργών	ministrar	υπουργός	ministra	N;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;PL
αποφευχθεί	undvik	αποφεύγω	undvik	V;PFV;NFIN;PASS	V;IMP;FIN;ACT
αποφευχθεί	undvika	αποφεύγω	undvika	V;PFV;NFIN;PASS	V;IMP;NFIN;ACT
αποφευχθεί	undvikit	αποφεύγω	undvika	V;PFV;NFIN;PASS	V;V.CVB;ACT
αποφευχθεί	undvek	αποφεύγω	undvek	V;PFV;NFIN;PASS	V;IND;PST;FIN;ACT
ενδιαφέρεται	intresserad	ενδιαφέρω	intresserad	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ενδιαφέρεται	intresserade	ενδιαφέρω	intresserad	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;NOM;PL;PST;V.PTCP
ώθηση	dragkraft	ώθηση	dragkraft	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ώθηση	marknadsför	ώθηση	marknadsför	N;ACC;FEM;SG	V;IND;FIN;PASS
ώθηση	marknadsföra	ώθηση	marknadsföra	N;ACC;FEM;SG	V;IMP;FIN;ACT
εξασφαλίζοντας	säkerställa	εξασφαλίζω	säkerställa	V;IPFV;V.CVB;ACT	V;IMP;FIN;PASS
λας	las	λος	las	PROPN;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
βικτώρια	victoria	βικτώριο	victoria	N;NOM;FEM;SG	PROPN;NOM
λευκορωσία	vitryssland	λευκορωσία	vitryssland	PROPN;NOM;FEM;SG	PROPN;NOM
πλέγμα	maskor	πλέγμα	maska	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
πλέγμα	raster	πλέγμα	rast	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
λένινγκραντ	leningrad	λένινγκραντ	leningrad		N;NOM;INDF;MASC+FEM;SG
ντιέγκο	diego	ντιέγκο	diego		PROPN;NOM
μάνη	mani	μάνης	mani	PROPN;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
πρώτον	första	πρώτον	en	ADV	ADJ;NOM
ρυθμίσεις	arrangemang	ρύθμιση	arrangemang	N;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
ρυθμίσεις	konfiguration	ρύθμιση	konfiguration	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
ρυθμίσεις	inställning	ρύθμιση	inställning	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
δένδρα	träd	δένδρος	träd	N;NOM;NEUT;PL	N;NOM;INDF;NEUT;SG
δεκτός	accepterade	δεκτός	acceptera	ADJ;NOM;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
δεκτός	accepteras	δεκτός	acceptera	ADJ;NOM;MASC;SG	V;IND;NFIN;PASS
συντρόφους	kompanjoner	σύντροφος	kompanjon	N;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;PL
συντρόφους	följeslagare	σύντροφος	följeslagare	N;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;PL
κολύμβηση	badplats	κολύμβηση	badpla	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
κολύμβηση	badande	κολύμβηση	badande	N;ACC;FEM;SG	ADJ;NOM;PRS;V.PTCP
κολύμβηση	simning	κολύμβηση	simning	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
κολύμβηση	simmar	κολύμβηση	simma	N;ACC;FEM;SG	V;IND;PRS;FIN;ACT
κολύμβηση	simma	κολύμβηση	simma	N;ACC;FEM;SG	V;IMP;FIN;ACT
ανέβηκαν	uppladdade	αναβέκω	uppladdad	V;PFV;IND;PL;3;PST;FIN;PASS	ADJ;NOM;PL;PST;V.PTCP
καλοκαίρια	summers	καλοκαίριο	summer	N;NOM;NEUT;PL	PROPN;NOM
αναλύσεις	analyserar	ανάλυση	analysera	N;NOM;FEM;PL	V;IND;PRS;FIN;ACT
αναλύσεις	analyseras	ανάλυση	analysera	N;NOM;FEM;PL	V;IND;PRS;FIN;PASS
χρέος	skulder	χρέος	skuld	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
μειωμένη	minskat	μειώνω	minska	V;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
μειωμένη	sänkt	μειώνω	sänka	V;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
μειωμένη	minskat	μειώνω	minska	V;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
μειωμένη	minskade	μειώνω	minska	V;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
μειωμένη	minskad	μειώνω	minska	V;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
μειωμένη	reducerad	μειώνω	reducera	V;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
μειωμένη	minskade	μειώνω	minska	V;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
μειωμένη	nedsatt	μειώνω	nedsätta	V;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
μειωμένη	sänkt	μειώνω	sänka	V;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
μειωμένη	reducerat	μειώνω	reducera	V;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
μειωμένη	minskat	μειώνω	minska	V;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
πιτ	pete	πιτ	pete		PROPN;NOM
υπεύθυνοι	ansvarsfullt	υπεύθυνος	ansvarsfull	ADJ;NOM;MASC;PL	ADJ;NOM;INDF;NEUT;SG
υπεύθυνοι	ansvarsfull	υπεύθυνος	ansvarsfull	ADJ;NOM;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
υπεύθυνοι	ansvarig	υπεύθυνος	ansvarig	ADJ;NOM;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
υπεύθυνοι	ansvarigt	υπεύθυνος	ansvarig	ADJ;NOM;MASC;PL	ADJ;NOM;INDF;NEUT;SG
βαυαρία	bayerska	βαυαρία	bayersk	PROPN;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
βαυαρία	bayern	βαυαρία	bay	PROPN;ACC;FEM;SG	N;NOM;DEF;MASC+FEM;SG
νεκρή	döda	νεκρός	död	N;NOM;FEM;SG	ADJ;NOM;PL
νεκρή	dött	νεκρός	döda	N;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
σεβίλλη	sevilla	σεβίλλη	sevill	PROPN;NOM;FEM;SG	PROPN;NOM
σεβίλλη	sevilla	σεβίλλη	sevill	PROPN;NOM;FEM;SG	PROPN;NOM
σιέρα	sierra	σιέρα	sierr	PROPN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
πολωνός	polska	πολωνός	polsk	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
θησαυρός	skatter	θησαυρός	skatt	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
λεπτή	tunna	λεπτό	tun	ADJ;NOM;FEM;SG	ADJ;NOM;PL
λεπτή	ömtåliga	λεπτό	ömtålig	ADJ;NOM;FEM;SG	ADJ;NOM;PL
σουηδός	svensk	σουηδός	svensk	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
σουηδός	svenska	σουηδός	svensk	ADJ;NOM;MASC;SG	ADJ;NOM;PL
σουηδός	svensken	σουηδός	svensk	ADJ;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
σουηδός	svensk	σουηδός	svensk	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
κερύνειας	kyrenia	κερύνεια	kyrenia	PROPN;GEN;FEM;SG	N;NOM;INDF;NEUT;SG
υιοθέτηση	antagande	υιοθέτηση	antagande	N;ACC;FEM;SG	N;NOM;INDF;NEUT;SG
υιοθέτηση	adoption	υιοθέτηση	adoption	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
υιοθέτηση	adoptera	υιοθέτηση	adoptera	N;ACC;FEM;SG	V;IMP;FIN;ACT
σινά	sinai	σινά	sinai	PROPN;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
ηγεμονία	hegemoni	ηγεμονία	hegemoni	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ηγεμονία	herravälde	ηγεμονία	herravälde	N;ACC;FEM;SG	N;NOM;INDF;NEUT;SG
κατάρ	qatar	κατάρ	wata		PROPN;NOM
ευρεσιτεχνίας	patent	ευρεσιτεχνία	patent	N;GEN;FEM;SG	N;NOM;INDF;NEUT;SG
ευρεσιτεχνίας	patentet	ευρεσιτεχνία	patente	N;GEN;FEM;SG	N;NOM;DEF;NEUT;SG
απόσπαση	publicerar	απόσπαση	publicera	N;ACC;FEM;SG	V;IND;PRS;FIN;ACT
μαλαισία	malaysia	μαλαισία	malaysia	PROPN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
