yang	yang	yang	yang	PRO	
keuangan	finanser	keuangan	finanser	N;SG	N;INDF;MASC+FEM;PL
keuangan	finanser	keuangan	finanser	N;SG	N;INDF;MASC+FEM;PL
asing	fremmede	asing	fremmed	ADJ;SG	ADJ;PL
kemungkinan	muligt	kemungkinan	mulig	N;SG	ADJ;INDF;NEUT;SG
kemungkinan	mulige	kemungkinan	mulig	N;SG	ADJ;PL
kemungkinan	mulig	kemungkinan	mulig	N;SG	ADJ;INDF;MASC+FEM;SG
kemungkinan	muligheder	kemungkinan	mulighed	N;SG	N;INDF;MASC+FEM;PL
kemungkinan	mulighederne	kemungkinan	mulighed	N;SG	N;DEF;MASC+FEM;PL
kemungkinan	sandsynlig	kemungkinan	sandsynlig	N;SG	ADJ;INDF;MASC+FEM;SG
kemungkinan	sandsynligt	kemungkinan	sandsynlig	N;SG	ADJ;INDF;NEUT;SG
kemungkinan	sandsynlige	kemungkinan	sandsynlig	N;SG	ADJ;PL
kemungkinan	sandsynligvis	kemungkinan	sandsynligvis	N;SG	ADV
filipina	filippinere	filipina	filippinere	PROPN;SG	N;INDF;MASC+FEM;PL
filipina	filippinerne	filipina	filippin	PROPN;SG	N;DEF;MASC+FEM;PL
filipina	filippinske	filipina	filippinsk	PROPN;SG	ADJ;PL
filipina	filippinske	filipina	filippinsk	PROPN;SG	ADJ;PL
imam	imamer	imam	imame	N;SG	N;INDF;MASC+FEM;PL
imam	præsterne	imam	præst	N;SG	N;DEF;MASC+FEM;PL
imam	præster	imam	præste	N;SG	N;INDF;MASC+FEM;PL
man	mennesket	man	menneske	PROPN	N;DEF;NEUT;SG
man	mand	man	mand	PROPN	N;INDF;MASC+FEM;SG
man	manden	man	mand	PROPN	N;DEF;MASC+FEM;SG
berbentuk	formede	berbentuk	formet	V;SG;ACT	V;PL;PST;V.PTCP
tunggal	singler	tunggal	singel	ADJ;SG	N;INDF;MASC+FEM;PL
tunggal	single	tunggal	single	ADJ;SG	N;INDF;MASC+FEM;SG
tunggal	enlige	tunggal	enlig	ADJ;SG	ADJ;PL
berakhir	slutning	berakhir	slutning	V;SG;ACT	N;INDF;MASC+FEM;SG
latin	latin	latin	latin	N	
latin	latinske	latin	latinsk	N	ADJ;PL
latin	latinsk	latin	latinsk	N	ADJ;INDF;SG
time	tid	time	tid	PROPN	N;INDF;MASC+FEM;SG
time	tidspunkt	time	tidspunkt	PROPN	N;INDF;NEUT;SG
time	gang	time	gang	PROPN	N;INDF;MASC+FEM;SG
time	klokkeslæt	time	klokkeslæt	PROPN	N;INDF;NEUT;SG
time	tiden	time	tid	PROPN	N;DEF;MASC+FEM;SG
kebudayaan	kulturelle	kebudayaan	kulturel	N;SG	ADJ;PL
kebudayaan	kulturel	kebudayaan	kulturel	N;SG	ADJ;INDF;MASC+FEM;SG
kebudayaan	kulturelt	kebudayaan	kulturelt	N;SG	ADV
kemerdekaan	freedom	kemerdekaan	freedom	N;SG	
kemerdekaan	uafhængig	kemerdekaan	uafhængig	N;SG	ADJ;INDF;MASC+FEM;SG
publik	offentligt	publik	offentligt	N	ADV
publik	offentlige	publik	offentlig	N	ADJ;PL
publik	offentlig	publik	offentlig	N	ADJ;INDF;MASC+FEM;SG
publik	offentligt	publik	offentligt	N	ADV
sutradara	instrueret	sutradara	instruere	N;SG	V;INDF;SG;PST;V.PTCP
sutradara	instruktører	sutradara	instruktør	N;SG	N;INDF;MASC+FEM;PL
sutradara	direktører	sutradara	direktør	N;SG	N;INDF;MASC+FEM;PL
grand	storslået	grand	storslå	PROPN	ADJ;INDF;SG
grand	grand	grand	grand	PROPN	
angka	tal	angka	tal	N;SG	N;INDF;NEUT;PL
angka	tallene	angka	tal	N;SG	N;DEF;NEUT;PL
angka	figurer	angka	figur	N;SG	N;INDF;MASC+FEM;PL
angka	tal	angka	tal	N;SG	N;INDF;NEUT;PL
angka	tal	angka	tal	N;SG	N;INDF;NEUT;PL
angka	numre	angka	nummer	N;SG	N;INDF;NEUT;PL
apabila	da	apabila	da	CONJ	ADV
apabila	hvornår	apabila	hvornår	CONJ	ADV
jaya	jaya	jaya	jaya	PROPN;SG	
jurusan	major	jurusan	major	N;SG	
paul	poul	paul	poul	PROPN	PROPN
paul	paulus	paul	paulus	PROPN	N;DEF;MASC+FEM;SG
paul	paul	paul	paul	PROPN	
lembab	fugtige	lembab	fugtig	ADJ;SG	ADJ;PL
lembab	fugtige	lembab	fugtig	ADJ;SG	ADJ;PL
terbang	flyver	terbang	flyve	N;SG;ACT	V;IND;PRS;FIN;ACT
terbang	flyv	terbang	flyv	N;SG;ACT	V;IMP
terbang	flyve	terbang	flyve	N;SG;ACT	V;NFIN;ACT
terbang	flyve	terbang	flyve	N;SG;ACT	V;NFIN;ACT
terbang	flying	terbang	flying	N;SG;ACT	
terbang	flyver	terbang	flyve	N;SG;ACT	V;IND;PRS;FIN;ACT
terbang	flyvende	terbang	flyvende	N;SG;ACT	ADJ
terbang	fløj	terbang	flyve	N;SG;ACT	V;IND;PST;FIN;ACT
konsep	kladder	konsep	kladde	N;SG	N;INDF;MASC+FEM;PL
konsep	koncepter	konsep	koncept	N;SG	N;INDF;MASC+FEM;PL
konsep	begreberne	konsep	begreb	N;SG	N;DEF;NEUT;PL
konsep	begreber	konsep	begreb	N;SG	N;INDF;NEUT;PL
amor	amor	amor	amor	PROPN	
mengembangkan	udviklede	menkembangkan	udvikle	V;SG;ACT	V;PL;PST;V.PTCP
pengurus	administratorer	penurus	administrator	N;SG	N;INDF;MASC+FEM;PL
pengurus	administratorer	penurus	administrator	N;SG	N;INDF;MASC+FEM;PL
merasa	føl	menrasa	føl	V;SG;ACT	N;INDF;NEUT;SG
merasa	feel	menrasa	feel	V;SG;ACT	
merasa	føles	menrasa	føle	V;SG;ACT	V;IND;PRS;FIN;PASS
merasa	fornemmelse	menrasa	fornemmelse	V;SG;ACT	N;INDF;MASC+FEM;SG
merasa	følelse	menrasa	følelse	V;SG;ACT	N;INDF;MASC+FEM;SG
merasa	føltes	menrasa	føle	V;SG;ACT	V;IND;PRS;FIN;PASS
merasa	filt	menrasa	filt	V;SG;ACT	N;INDF;NEUT;SG
kim	kim	kim	kim	PROPN	PROPN
hindia	indianer	hindia	indiane	PROPN	N;INDF;MASC+FEM;SG
hindia	indiske	hindia	indisk	PROPN	ADJ;PL
hindia	inder	hindia	inder	PROPN	ADJ;INDF;MASC+FEM;SG
hindia	indisk	hindia	indisk	PROPN	N;INDF;MASC+FEM;SG
hindia	indian	hindia	indian	PROPN	N;INDF;MASC+FEM;SG
danau	søerne	danau	sø	N;SG	N;DEF;MASC+FEM;PL
danau	søer	danau	søe	N;SG	N;INDF;MASC+FEM;PL
muslim	muslimerne	muslim	muslim	N;SG	N;DEF;MASC+FEM;PL
muslim	muslimer	muslim	muslim	N;SG	N;INDF;MASC+FEM;PL
muslim	muslimske	muslim	muslimsk	N;SG	ADJ;PL
muslim	muslim	muslim	muslim	N;SG	ADJ;INDF;MASC+FEM;SG
muslim	muslimer	muslim	muslim	N;SG	N;INDF;MASC+FEM;PL
muslim	muslimsk	muslim	muslimsk	N;SG	ADJ;INDF;SG
area	områder	area	område	N;SG	N;INDF;NEUT;PL
area	arealer	area	areal	N;SG	N;INDF;NEUT;PL
tahu	tofu	tahu	tofu	V;SG	N;INDF;MASC+FEM;SG
ukuran	størrelser	ukuran	størrelse	N;SG	N;INDF;MASC+FEM;PL
ukuran	str	ukuran	str	N;SG	
pilihan	frivillig	pilihan	frivillig	N;SG	ADJ;INDF;MASC+FEM;SG
pilihan	fakultativ	pilihan	fakultativ	N;SG	
pilihan	frivilligt	pilihan	frivilligt	N;SG	ADV
pilihan	valgfri	pilihan	valgfri	N;SG	V;IMP
pilihan	valgfrit	pilihan	valgfrit	N;SG	ADJ;INDF;NEUT;SG
pilihan	muligheder	pilihan	mulighed	N;SG	N;INDF;MASC+FEM;PL
pilihan	indstillinger	pilihan	indstilling	N;SG	N;INDF;MASC+FEM;PL
pilihan	valgmuligheder	pilihan	valgmulighed	N;SG	N;INDF;MASC+FEM;PL
mirip	lignende	mirip	ligne	ADJ;SG	V;PRS;V.PTCP
dikembangkan	udviklede	dikembangkan	udvikle	V;SG;PASS	V;PL;PST;V.PTCP
asam	syre	asam	syr	PROPN;SG	N;INDF;MASC+FEM;SG
kulit	læder	kulit	læder	N;SG	N;INDF;MASC+FEM;PL
kulit	gø	kulit	gø	N;SG	V;NFIN;ACT
kulit	skin	kulit	skin	N;SG	
kendaraan	køretøjer	kendaraan	køretøj	N;SG	N;INDF;NEUT;PL
kendaraan	motorkøretøjer	kendaraan	motorkøretøj	N;SG	N;INDF;NEUT;PL
charles	charles	charles	charles	PROPN	N;INDF;MASC+FEM;SG
pesan	beskeder	pesan	besked	N;SG	N;INDF;MASC+FEM;PL
pesan	beskeden	pesan	beskeden	N;SG	ADJ;INDF;MASC+FEM;SG
pesan	breve	pesan	brev	N;SG	N;INDF;NEUT;PL
pesan	beskeder	pesan	besked	N;SG	N;INDF;MASC+FEM;PL
pesan	meddelelser	pesan	meddelelse	N;SG	N;INDF;MASC+FEM;PL
pertengahan	midterste	pertengahan	midter	N;SG	ADJ;DEF;RL
pertengahan	mellemste	pertengahan	mellem	N;SG	ADJ;DEF;RL
pertengahan	mid	pertengahan	mid	N;SG	
diangkat	løftet	diangkat	løfte	V;SG;PASS	N;DEF;NEUT;SG
diangkat	løftede	diangkat	løfte	V;SG;PASS	V;IND;PST;FIN;ACT
nabi	profet	nabi	profe	PROPN;SG	N;INDF;MASC+FEM;SG
nabi	profeten	nabi	profet	PROPN;SG	N;DEF;MASC+FEM;SG
nabi	nabi	nabi	nabi	PROPN;SG	
nabi	profeter	nabi	profeter	PROPN;SG	N;INDF;MASC+FEM;PL
tata	tata	tata	tata	N;SG;ACT	
mengalahkan	beat	menkalahkan	beat	V;SG;ACT	N;INDF;NEUT;SG
mengalahkan	nederlag	menkalahkan	nederlag	V;SG;ACT	N;INDF;NEUT;SG
mengalahkan	nederlaget	menkalahkan	nederlag	V;SG;ACT	N;DEF;NEUT;SG
mengalahkan	tæsk	menkalahkan	tæsk	V;SG;ACT	N;INDF;NEUT;SG
menampilkan	fremvisning	mentampilkan	fremvisning	V;SG;ACT	N;INDF;MASC+FEM;SG
menampilkan	fremvisning	mentampilkan	fremvisning	V;SG;ACT	N;INDF;MASC+FEM;SG
menampilkan	shows	mentampilkan	shows	V;SG;ACT	N;INDF;NEUT;SG
are	er	are	være	PROPN	V;IND;PRS;FIN;ACT
pekerjaan	arbejder	pekerjaan	arbejde	N;SG	V;IND;PRS;FIN;ACT
pekerjaan	arbejd	pekerjaan	arbejd	N;SG	V;IMP
pekerjaan	arbejdspladser	pekerjaan	arbejdsplads	N;SG	N;INDF;MASC+FEM;PL
pekerjaan	jobs	pekerjaan	job	N;SG	N;INDF;NEUT;PL
kementerian	ministerierne	kementerian	ministerie	N;SG	N;DEF;NEUT;PL
kementerian	ministerier	kementerian	ministerie	N;SG	N;INDF;NEUT;PL
rencana	planerne	rencana	plan	N;SG	N;DEF;MASC+FEM;PL
rencana	planer	rencana	plan	N;SG	N;INDF;MASC+FEM;PL
black	sort	black	sort	PROPN	ADJ;INDF;SG
black	black	black	black	PROPN	
black	sorte	black	sort	PROPN	ADJ;PL
hong	hong	hong	hong	PROPN	N;INDF;MASC+FEM;SG
era	era	era	era	N	
nationalteam	nationalteam	nationalteam	nationalteam	N	ADJ;PL
online	online	online	onlin	PROPN	N;INDF;NEUT;SG
menyerap	absorberende	menserap	absorbere	V;SG;ACT	ADJ
menyerap	absorberes	menserap	absorbere	V;SG;ACT	V;IND;PRS;NFIN;PASS
menyerap	absorberede	menserap	absorbere	V;SG;ACT	V;PL;PST;V.PTCP
bukit	bukit	bukit	bukit	PROPN;SG	N;INDF;NEUT;SG
bukit	bakken	bukit	bakke	PROPN;SG	N;DEF;MASC+FEM;SG
bukit	bakke	bukit	bakke	PROPN;SG	N;INDF;MASC+FEM;SG
bukit	hill	bukit	hill	PROPN;SG	
bukit	hills	bukit	hills	PROPN;SG	N;INDF;MASC+FEM;SG
bukit	bakker	bukit	bakke	PROPN;SG	V;IND;PRS;FIN;ACT
bukit	bakkerne	bukit	bakke	PROPN;SG	N;DEF;MASC+FEM;PL
tipe	indtast	tipe	indtast	N;SG	V;IMP
tipe	skriv	tipe	skrive	N;SG	V;IMP
tipe	typerne	tipe	type	N;SG	N;DEF;MASC+FEM;PL
tipe	typer	tipe	type	N;SG	N;INDF;MASC+FEM;PL
sri	sri	sri	sri	PROPN	PROPN
menyerang	angrebet	menserang	angreb	V;SG;ACT	N;DEF;NEUT;SG
menyerang	attentater	menserang	attentat	V;SG;ACT	N;INDF;NEUT;PL
menyerang	angriber	menserang	angriber	V;SG;ACT	N;INDF;MASC+FEM;SG
menyerang	angreb	menserang	angreb	V;SG;ACT	N;INDF;NEUT;SG
menyerang	offensiv	menserang	offensiv	V;SG;ACT	N;INDF;MASC+FEM;SG
menyerang	offensiven	menserang	offensiv	V;SG;ACT	N;DEF;MASC+FEM;SG
menyerang	angrebet	menserang	angreb	V;SG;ACT	N;DEF;NEUT;SG
menyerang	angriber	menserang	angriber	V;SG;ACT	N;INDF;MASC+FEM;SG
menyerang	angreb	menserang	angreb	V;SG;ACT	N;INDF;NEUT;SG
menyerang	angriber	menserang	angriber	V;SG;ACT	N;INDF;MASC+FEM;SG
global	globalt	global	global	ADJ	ADV
abdul	abdul	abdul	abdul	PROPN	
california	californiske	california	californisk	PROPN	ADJ;PL
california	californien	california	californi	PROPN	N;DEF;MASC+FEM;SG
california	california	california	california	PROPN	
aliran	genrer	aliran	genre	N;SG	N;INDF;MASC+FEM;PL
aliran	stream	aliran	stream	N;SG	
aliran	strømme	aliran	strømme	N;SG	V;NFIN;ACT
berjalan	walking	berjalan	walking	V;SG;ACT	N;INDF;MASC+FEM;SG
berjalan	gåture	berjalan	gåtur	V;SG;ACT	N;INDF;MASC+FEM;PL
berjalan	gåtur	berjalan	gåtur	V;SG;ACT	N;INDF;MASC+FEM;SG
berjalan	walk	berjalan	walk	V;SG;ACT	
papua	papua	papua	papua	PROPN	N;INDF;MASC+FEM;SG
star	star	star	star	PROPN	
star	stjerne	star	stjer	PROPN	N;INDF;MASC+FEM;SG
star	stjernen	star	stjerne	PROPN	N;DEF;MASC+FEM;SG
penumpang	passagerer	pentumpang	passager	N;SG	N;INDF;MASC+FEM;PL
penumpang	passagererne	pentumpang	passager	N;SG	N;DEF;MASC+FEM;PL
penumpang	passagerer	pentumpang	passager	N;SG	N;INDF;MASC+FEM;PL
penumpang	passagerernes	pentumpang	passager	N;SG	N;GEN;DEF;MASC+FEM;PL
was	var	was	være	PROPN	V;IND;PST;FIN;ACT
was	blev	was	blive	PROPN	V;IND;PST;FIN;ACT
upacara	ceremonier	upacara	ceremoni	N;SG	N;INDF;MASC+FEM;PL
turki	kalkun	turki	kalkun	PROPN;SG	N;INDF;MASC+FEM;SG
turki	tyrkiet	turki	tyrki	PROPN;SG	PROPN
turki	tyrkere	turki	tyrker	PROPN;SG	N;INDF;MASC+FEM;PL
turki	tyrkerne	turki	tyrke	PROPN;SG	N;DEF;MASC+FEM;PL
turki	tyrker	turki	tyrke	PROPN;SG	N;INDF;MASC+FEM;SG
turki	tyrkisk	turki	tyrkisk	PROPN;SG	ADJ;INDF;SG
turki	tyrkiske	turki	tyrkisk	PROPN;SG	ADJ;PL
terkait	tilhørende	terkait	tilhørende	V;SG;PASS	ADJ
terkait	forbundet	terkait	forbund	V;SG;PASS	N;DEF;NEUT;SG
terkait	relaterede	terkait	relatere	V;SG;PASS	V;PL;PST;V.PTCP
lampung	lampung	lampung	lampung	PROPN	
murid	disciple	murid	disciple	N;SG	N;INDF;MASC+FEM;PL
murid	eleverne	murid	elev	N;SG	N;DEF;MASC+FEM;PL
murid	studerende	murid	studere	N;SG	V;PRS;V.PTCP
murid	elever	murid	elev	N;SG	N;INDF;MASC+FEM;PL
murid	studenter	murid	student	N;SG	N;INDF;NEUT;PL
murid	studerende	murid	studere	N;SG	V;PRS;V.PTCP
gas	gasser	gas	gasse	N;SG	N;INDF;MASC+FEM;PL
gas	luftarter	gas	luftart	N;SG	N;INDF;NEUT;PL
tumbuhan	planter	tumbuhan	planter	N;SG	N;INDF;MASC+FEM;PL
makan	spiser	makan	spise	N;SG;ACT	V;IND;PRS;FIN;ACT
makan	spise	makan	spise	N;SG;ACT	V;NFIN;ACT
makan	spis	makan	spise	N;SG;ACT	V;IMP
makan	spiser	makan	spise	N;SG;ACT	V;IND;PRS;FIN;ACT
makan	æd	makan	æd	N;SG;ACT	V;IMP
makan	spise	makan	spise	N;SG;ACT	V;NFIN;ACT
makan	makan	makan	makan	N;SG;ACT	
generasi	generationers	generasi	generation	N;SG	N;GEN;INDF;MASC+FEM;PL
generasi	generationerne	generasi	generation	N;SG	N;DEF;MASC+FEM;PL
generasi	generationer	generasi	generation	N;SG	N;INDF;MASC+FEM;PL
buddha	buddhistiske	buddha	buddhistisk	PROPN	ADJ;PL
buddha	buddha	buddha	buddha	PROPN	N;INDF;MASC+FEM;SG
ternyata	tilsyneladende	ternyata	tilsyneladende	ADV;RL;SG	ADV
ternyata	åbenbart	ternyata	åbenbart	ADV;RL;SG	ADV
mau	mau	mau	mau	ADV	
mau	ønsker	mau	ønske	ADV	V;IND;PRS;FIN;ACT
mau	vil	mau	ville	ADV	V;IND;PRS;FIN;ACT
solo	solo	solo	solo	PROPN;SG	
solo	soloer	solo	soloe	PROPN;SG	N;INDF;MASC+FEM;PL
saluran	kanalerne	saluran	kanal	N;SG	N;DEF;MASC+FEM;PL
saluran	kanaler	saluran	kanal	N;SG	N;INDF;MASC+FEM;PL
saluran	channel	saluran	channel	N;SG	
vokal	vokaler	vokal	vokale	N;SG	N;INDF;MASC+FEM;PL
vokal	vocal	vokal	vocal	N;SG	
keempat	fjerde	keempat	fjerde	NUM	ADJ
year	aars	year	aars	PROPN	N;INDF;MASC+FEM;SG
year	året	year	år	PROPN	N;DEF;NEUT;SG
year	år	year	år	PROPN	N;INDF;NEUT;SG
dimiliki	ejede	dimiliki	eje	V;SG;PASS	V;IND;PST;FIN;ACT
windows	vinduer	windows	vindue	PROPN	N;INDF;NEUT;PL
windows	windows	windows	windows	PROPN	N;INDF;MASC+FEM;SG
windows	vinduerne	windows	vindue	PROPN	N;DEF;NEUT;PL
windows	ruder	windows	ruder	PROPN	N;INDF;MASC+FEM;PL
series	serier	series	serie	PROPN	N;INDF;MASC+FEM;PL
series	serie	series	serie	PROPN	N;INDF;MASC+FEM;SG
series	serien	series	serie	PROPN	N;DEF;MASC+FEM;SG
malang	fattig	malang	fattig	PROPN	ADJ;INDF;MASC+FEM;SG
malang	stakkels	malang	stakkels	PROPN	ADJ
malang	fattige	malang	fattig	PROPN	ADJ;PL
malang	uheldigt	malang	uheldig	PROPN	ADJ;INDF;NEUT;SG
malang	uheldige	malang	uheldig	PROPN	ADJ;PL
malang	uheldig	malang	uheldig	PROPN	ADJ;INDF;MASC+FEM;SG
malang	beklageligt	malang	beklagelig	PROPN	ADJ;INDF;NEUT;SG
akademi	akademier	akademi	akademi	N;SG	N;INDF;MASC+FEM;PL
thomas	thomas	thomas	thomas	PROPN	
pinjaman	låne	pinjaman	lån	N;SG	V;NFIN;ACT
pinjaman	lån	pinjaman	lån	N;SG	N;INDF;NEUT;PL
pinjaman	lån	pinjaman	lån	N;SG	N;INDF;NEUT;PL
metode	metoderne	metode	metoder	N;SG	N;DEF;MASC+FEM;PL
metode	metoder	metode	metoder	N;SG	N;INDF;MASC+FEM;PL
peraturan	regler	peraturan	regel	N;SG	N;INDF;MASC+FEM;PL
peraturan	bestemmelser	peraturan	bestemmelse	N;SG	N;INDF;MASC+FEM;PL
peraturan	forordninger	peraturan	forordning	N;SG	N;INDF;MASC+FEM;PL
peraturan	regulativer	peraturan	regulativ	N;SG	N;INDF;NEUT;PL
pemenang	vinder	penmenang	vinde	N;SG	V;IND;PRS;FIN;ACT
pemenang	vindere	penmenang	vinder	N;SG	N;INDF;MASC+FEM;PL
pemenang	vinderne	penmenang	vinde	N;SG	N;DEF;MASC+FEM;PL
youthyears	youthyears	youthyears	youthyears	PROPN	
cahaya	tænd	cahaya	tænd	N;SG	V;IMP
cahaya	light	cahaya	light	N;SG	
cahaya	let	cahaya	let	N;SG	ADJ;INDF;SG
bergerak	flytning	bergerak	flytning	V;SG;ACT	N;INDF;MASC+FEM;SG
local	lokale	local	lokal	PROPN	ADJ;PL
local	lokalt	local	lokalt	PROPN	ADV
local	lokal	local	lokal	PROPN	ADJ;INDF;MASC+FEM;SG
local	local	local	local	PROPN	
tionghoa	kinesiske	tionghoa	kinesisk	N	ADJ;PL
tionghoa	kinesisk	tionghoa	kinesisk	N	ADJ;INDF;SG
skor	score	skor	score	N;SG	V;NFIN;ACT
skor	score	skor	score	N;SG	V;NFIN;ACT
skor	scorer	skor	score	N;SG	V;IND;PRS;FIN;ACT
miss	savn	miss	savn	PROPN	N;INDF;NEUT;SG
miss	frøken	miss	frøk	PROPN	N;INDF;MASC+FEM;SG
miss	savne	miss	savne	PROPN	V;NFIN;ACT
miss	savner	miss	savne	PROPN	V;IND;PRS;FIN;ACT
pengaruh	påvirkninger	pengaruh	påvirkning	N;SG	N;INDF;MASC+FEM;PL
pengaruh	påvirker	pengaruh	påvirke	N;SG	V;IND;PRS;FIN;ACT
kanan	højre	kanan	højre	N;SG	ADJ
kanan	rigtigt	kanan	rigtigt	N;SG	ADV
kompetisi	konkurrencer	kompetisi	konkurrence	N;SG	N;INDF;MASC+FEM;PL
kong	kong	kong	kong	PROPN	
polisi	panser	polisi	panse	N;SG	N;INDF;MASC+FEM;PL
polisi	betjent	polisi	betjene	N;SG	ADJ;INDF;SG
polisi	betjente	polisi	betjent	N;SG	N;INDF;MASC+FEM;PL
hijau	green	hijau	gre	ADJ;SG	
hijau	grønne	hijau	grøn	ADJ;SG	ADJ;PL
hijau	grønne	hijau	grøn	ADJ;SG	ADJ;PL
kira	kira	kira	kira	ADV;SG;ACT	
kecepatan	speed	kecepatan	speed	N;SG	
kecepatan	hastigheder	kecepatan	hastighed	N;SG	N;INDF;MASC+FEM;PL
live	bor	live	bo	PROPN	V;IND;PRS;FIN;ACT
live	live	live	live	PROPN	
live	leve	live	leve	PROPN	V;NFIN;ACT
live	lev	live	lev	PROPN	N;INDF;NEUT;SG
live	levende	live	levende	PROPN	ADJ
mengetahui	vidende	menketahui	vide	V;SG;ACT	ADJ;SG
selesai	færdig	selesai	færdig	ADV;SG	ADJ;INDF;MASC+FEM;SG
selesai	færdigt	selesai	færdig	ADV;SG	ADJ;INDF;NEUT;SG
selesai	afsluttet	selesai	afslutte	ADV;SG	V;INDF;SG;PST;V.PTCP
selesai	færdige	selesai	færdig	ADV;SG	ADJ;PL
selesai	afsluttede	selesai	afslutte	ADV;SG	V;IND;PST;FIN;ACT
selesai	færdig	selesai	færdig	ADV;SG	ADJ;INDF;MASC+FEM;SG
selesai	udfærdiget	selesai	udfærdige	ADV;SG	V;INDF;SG;PST;V.PTCP
selesai	done	selesai	done	ADV;SG	
selesai	udført	selesai	udføre	ADV;SG	V;INDF;SG;PST;V.PTCP
selesai	gjort	selesai	gøre	ADV;SG	V;INDF;SG;PST;V.PTCP
selesai	gennemført	selesai	gennemføre	ADV;SG	V;INDF;SG;PST;V.PTCP
selesai	afsluttet	selesai	afslutte	ADV;SG	V;INDF;SG;PST;V.PTCP
selesai	udfyldt	selesai	udfylde	ADV;SG	V;INDF;SG;PST;V.PTCP
selesai	afsluttede	selesai	afslutte	ADV;SG	V;IND;PST;FIN;ACT
selesai	fuldført	selesai	fuldføre	ADV;SG	V;INDF;SG;PST;V.PTCP
peter	peter	peter	peter	PROPN	
penguasa	magthavere	penkuasa	magthaver	N;SG	N;INDF;MASC+FEM;PL
penguasa	herskere	penkuasa	herskere	N;SG	N;INDF;MASC+FEM;PL
tewas	dræbte	tewas	dræbe	ADJ;SG	V;PL;PST;V.PTCP
tewas	dræbt	tewas	dræbe	ADJ;SG	V;INDF;SG;PST;V.PTCP
tewas	myrdet	tewas	myrde	ADJ;SG	V;INDF;SG;PST;V.PTCP
tewas	døde	tewas	død	ADJ;SG	ADJ;PL
tewas	død	tewas	død	ADJ;SG	N;INDF;MASC+FEM;SG
tewas	dead	tewas	dead	ADJ;SG	
pasangan	ægtefælles	pasangan	ægtefælle	N;SG	V;NFIN;PASS
lewat	gennem	lewat	gennem	ADP;SG;ACT	ADV
mengubah	forandringer	menubah	forandring	V;SG;ACT	N;INDF;MASC+FEM;PL
mengubah	ændringer	menubah	ændringe	V;SG;ACT	N;INDF;MASC+FEM;PL
mengubah	skift	menubah	skift	V;SG;ACT	N;INDF;NEUT;SG
mengubah	ændring	menubah	ændring	V;SG;ACT	N;INDF;MASC+FEM;SG
mengubah	forandring	menubah	forandring	V;SG;ACT	N;INDF;MASC+FEM;SG
korban	ofre	korban	offer	N;SG	N;INDF;NEUT;PL
korban	ofrene	korban	offer	N;SG	N;DEF;NEUT;PL
korban	ofret	korban	ofre	N;SG	V;INDF;SG;PST;V.PTCP
pelabuhan	harbor	penlabuhan	harbor	N;SG	
pelabuhan	havne	penlabuhan	havne	N;SG	N;INDF;MASC+FEM;PL
pelabuhan	porte	penlabuhan	porte	N;SG	N;INDF;MASC+FEM;PL
pelabuhan	havne	penlabuhan	havne	N;SG	N;INDF;MASC+FEM;PL
pelabuhan	port	penlabuhan	port	N;SG	
agresif	aggressivt	agresif	aggressivt	ADJ;SG	ADV
agresif	aggressive	agresif	aggressive	ADJ;SG	ADJ;PL
agresif	aggressivt	agresif	aggressivt	ADJ;SG	ADV
agresif	regnskabsvæsen	agresif	regnskabsvæse	ADJ;SG	N;INDF;NEUT;SG
agresif	bogholderi	agresif	bogholderi	ADJ;SG	N;INDF;NEUT;SG
agresif	regnskab	agresif	regnskab	ADJ;SG	N;INDF;NEUT;SG
agresif	regnskabsføring	agresif	regnskabsføring	ADJ;SG	N;INDF;MASC+FEM;SG
agresif	regnskabsmæssige	agresif	regnskabsmæssig	ADJ;SG	ADJ;PL
last	sidste	last	sidste	PROPN	ADJ
last	sidst	last	sidst	PROPN	ADV
jembatan	broer	jembatan	bro	N;SG	N;INDF;MASC+FEM;PL
jembatan	broerne	jembatan	bro	N;SG	N;DEF;MASC+FEM;PL
yayasan	fundamenter	yayasan	fundament	N;SG	N;INDF;NEUT;PL
yayasan	fonde	yayasan	fonde	N;SG	N;INDF;MASC+FEM;PL
solid	solid	solid	solid	PROPN	ADJ;INDF;MASC+FEM;SG
solid	solidt	solid	solid	PROPN	ADJ;INDF;NEUT;SG
solid	fast	solid	fast	PROPN	ADV
pendiri	grundlæggere	pendiri	grundlægger	N;SG	N;INDF;MASC+FEM;PL
pendiri	grundlæggerne	pendiri	grundlægge	N;SG	N;DEF;MASC+FEM;PL
pendiri	stifter	pendiri	stift	N;SG	N;INDF;MASC+FEM;PL
gagal	svigt	gagal	svig	V;SG	N;INDF;NEUT;SG
gagal	fiasko	gagal	fiasko	V;SG	N;INDF;MASC+FEM;SG
news	nyheder	news	nyhed		N;INDF;MASC+FEM;PL
news	nyhed	news	nyhed		N;INDF;MASC+FEM;SG
perbedaan	uoverensstemmelser	perbedaan	uoverensstemmelse	N;SG	N;INDF;MASC+FEM;PL
perbedaan	forskelle	perbedaan	forskel	N;SG	N;INDF;MASC+FEM;PL
perbedaan	forskellene	perbedaan	forskel	N;SG	N;DEF;MASC+FEM;PL
pintu	dør	pintu	dø	N;SG	V;IND;PRS;FIN;ACT
pintu	dørene	pintu	dør	N;SG	N;DEF;NEUT;PL
pintu	døre	pintu	dør	N;SG	N;INDF;MASC+FEM;PL
