der	را	der	را	DET;NOM;DEF;MASC;SG	PART
sport	ورزش	sporen	ورزش	PROPN;SG	N;SG
geprägt	شکل	prägen	شکل	V;V.PTCP	N;SG
mittel	وجوه	mittel	وجوه	ADV	N;PL
mittel	متوسط	mittel	متوسط	ADV	ADJ
mittel	منابع	mittel	منبع	ADV	N;PL
verbreitung	گسترده	verbreitung	گسترده	N;NOM;FEM;SG	ADJ
theodor	تئودور	theodor	تئودور	PROPN;NOM;SG	N;SG
sofort	فوری	sofort	فوری	ADV	N;SG
sofort	فوری	sofort	فوری	ADV	N;SG
sofort	فورا	sofort	فورا	ADV	
wissenschaft	علمی	wissenschaft	علمی		N;SG
wissenschaft	علم	wissenschaft	علم		N;SG
wissenschaft	علوم	wissenschaft	علم		N;PL
wissenschaft	sci	wissenschaft	sci		N;SG
wissenschaft	علوم	wissenschaft	علم		N;PL
gesetz	حقوق	gesetz	حق	N;NOM;NEUT;SG	N;PL
journalist	گزارشگر	journalist	None	ADJ	N;SG
journalist	خبرنگار	journalist	خبرنگار	ADJ	N;SG
moskau	مسکو	moskau	None	PROPN;NOM;MASC;SG	N;SG
hamburger	همبرگر	hamburger	همبرگر	PROPN	N;SG
edit	ویرایش	edit	ویرایش		N;SG
verfügt	has	verfügen	has	V;IND;SG;3;PRS;FIN	
stimme	رای	stimmen	None	V;IND;SG;3;PRS;FIN	N;SG
stimme	صدا	stimmen	صدا	V;IND;SG;3;PRS;FIN	N;SG
stimme	صدای	stimmen	صدا	V;IND;SG;3;PRS;FIN	N;SG
stimme	موافقت	stimmen	موافقت	V;IND;SG;3;PRS;FIN	N;SG
stimme	موافق	stimmen	موافق	V;IND;SG;3;PRS;FIN	N;SG
stimme	موافقم	stimmen	مافقمه	V;IND;SG;3;PRS;FIN	N;SG
aufnahme	ضبط	aufnehmen	None		N;SG
aufnahme	پذیرش	aufnehmen	پذیرش		N;SG
aufnahme	شمول	aufnehmen	شمول		N;SG
veröffentlichung	انتشار	veröffentlichung	انتشار	ADJ	N;SG
veröffentlichung	چاپخانه	veröffentlichung	چاپخانه	ADJ	N;SG
veröffentlichung	نشر	veröffentlichung	نشر	ADJ	N;SG
veröffentlichung	انتشار	veröffentlichung	انتشار	ADJ	N;SG
ziemlich	خوشگل	ziemlich	خوشگل	ADV	N;SG
ziemlich	خوشگله	ziemlich	خوشگله	ADV	N;SG
zahlen	تاوان	zahlen	تاوان	V;NFIN	N;SG
zahlen	پرداخت	zahlen	پرداخت	V;NFIN	N;SG
zahlen	شکلها	zahlen	شکل	V;NFIN	N;PL
zahlen	شکلی	zahlen	شکل	V;NFIN	N;SG
zahlen	شکلهای	zahlen	شکل	V;NFIN	N;PL
zahlen	ارقام	zahlen	رقم	V;NFIN	N;PL
zahlen	اعداد	zahlen	اعداد	V;NFIN	N;PL
zahlen	عدد	zahlen	عدد	V;NFIN	N;SG
zahlen	اعدادی	zahlen	اعدادی	V;NFIN	N;PL
verlassen	متروک	verlassen	متروک	V;NFIN	ADJ
verlassen	متروکه	verlassen	متروکه	V;NFIN	N;SG
verlassen	ترک	verlassen	ترک	V;NFIN	N;SG
verlassen	رها	verlassen	رها	V;NFIN	N;SG
verlassen	برار	verlassen	برار	V;NFIN	
verlassen	ترک	verlassen	ترک	V;NFIN	N;SG
verlassen	خروج	verlassen	خروج	V;NFIN	N;SG
aufbau	ساختار	aufbau	ساختار		N;SG
aufbau	سازه	aufbau	سازه		N;SG
öffentliche	همگانی	öffentlich	همگانی	ADJ;NOM;FEM;PL	N;SG
öffentliche	public	öffentlich	public	ADJ;NOM;FEM;PL	N;SG
black	مشکی	black	مشکی	PROPN	N;SG
black	سیاه	black	سیاه	PROPN	ADJ
black	سیاهی	black	سیاهی	PROPN	N;SG
black	بلک	black	بلک	PROPN	N;SG
aufgaben	تکالیف	aufgeben	تکالیف	V;NFIN	N;SG
aufgaben	وظایف	aufgeben	None	V;NFIN	N;PL
aufgaben	تکالیف	aufgeben	تکالیف	V;NFIN	N;SG
fehler	خطاهای	fehler	خطا	ADJ	N;PL
fehler	خطاست	fehler	خطاست	ADJ	N;SG
fehler	خطاها	fehler	خطا	ADJ	N;PL
fehler	حشرات	fehler	حشره	ADJ	N;PL
fehler	اشتباهاتی	fehler	اشتباه	ADJ	N;PL
fehler	اشتباهات	fehler	اشتباه	ADJ	N;PL
fehler	خطای	fehler	خطا	ADJ	N;SG
fehler	خطا	fehler	خطا	ADJ	N;SG
fehler	باگ	fehler	باگ	ADJ	N;SG
fehler	اشکال	fehler	شکل	ADJ	N;SG
fehler	اشتباه	fehler	اشتباه	ADJ	N;SG
filme	فیلمهایی	filmen	فیلم		N;PL
filme	فیلمهای	filmen	فیلم		N;PL
filme	سینما	filmen	سینما		N;SG
filme	فیلمهایی	filmen	فیلم		N;PL
filme	فیلم	filmen	فیلم		N;SG
filme	فیلمها	filmen	فیلم		N;PL
moderne	مدرنیته	modern	مدرنیته	ADJ;NOM;FEM;SG	N;SG
moderne	مدرن	modern	مدرن	ADJ;NOM;FEM;SG	N;SG
moderne	امروزی	modern	امروزی	ADJ;NOM;FEM;SG	N;SG
moderne	modern	modern	modern	ADJ;NOM;FEM;SG	N;SG
moderne	مدرنیسم	modern	مدرنیسم	ADJ;NOM;FEM;SG	N;SG
bekommen	شدن	bekommen	شدن	V;NFIN	N;SG
edition	ورژن	edition	ورژن	PROPN	N;SG
basel	بازل	basel	بازل	PROPN;NOM;SG	N;SG
org	org	org	org	;SG	N;SG
sur	سور	sur	سور	PROPN	N;SG
wagen	ارابه	wagen	ارابه		N;SG
wagen	چرخ	wagen	چرخ		N;SG
wagen	گاری	wagen	گار		N;SG
wagen	خودرو	wagen	خودرو		N;SG
wagen	خودروی	wagen	خودرو		N;SG
wagen	ماشین	wagen	ماشین		N;SG
situation	وضعیت	situation	وضعیت	ADJ	N;SG
situation	موقعیت	situation	موقعیت	ADJ	N;SG
unmittelbar	فوراً	unmittelbar	فوراً	ADJ	ADV
unmittelbar	فورا	unmittelbar	فورا	ADJ	
unmittelbar	بلافاصله	unmittelbar	بلافاصله	ADJ	ADV
unmittelbar	مستقیما	unmittelbar	None	ADJ	ADV
unmittelbar	مستقیماً	unmittelbar	مستقیماً	ADJ	ADV
unmittelbar	فوری	unmittelbar	فوری	ADJ	N;SG
wichtig	مهمند	wichtig	مهمند	ADJ	N;SG
leistung	دستاوردهای	leistung	دستاورد	N;NOM;FEM;SG	N;PL
handbuch	دستی	handbuch	دست		N;SG
handbuch	راهنما	handbuch	None		N;SG
motor	موتور	motor	موتور	PROPN;SG	N;SG
motor	موتوری	motor	موتوری	PROPN;SG	N;SG
motor	موتور	motor	موتور	PROPN;SG	N;SG
offiziell	رسما	offiziell	رسما	ADJ	N;SG
dieter	دیتر	diet	None		N;SG
texte	شعر	texen	شعر	ADV	N;SG
texte	شعرای	texen	شاعر	ADV	N;PL
texte	متن	texen	متن	ADV	N;SG
gott	الهی	gott	الهی	N;NOM;MASC;SG	N;VOC
gott	الله	gott	الله	N;NOM;MASC;SG	
gott	پروردگارا	gott	پروردگار	N;NOM;MASC;SG	V;IMP
jüdischen	یهود	jüdisch	یهود	ADJ;NOM;MASC;SG	N;SG
jüdischen	یهودیان	jüdisch	یهودی	ADJ;NOM;MASC;SG	N;PL
jüdischen	یهودی	jüdisch	یهودی	ADJ;NOM;MASC;SG	N;SG
gesetzt	تنظیم	setzen	تنظیم	V;V.PTCP	N;SG
unabhängig	نامربوط	unabhängig	نامربوط	ADJ	N;SG
villa	عمارت	villa	عمارت		N;SG
villa	ویا	villa	ویا		CONJ
villa	ویلایی	villa	ویلایی		N;SG
villa	ویلا	villa	ویلا		N;SG
villa	ویلای	villa	ویلا		N;SG
dichter	poet	dicht	poet	ADJ	N;SG
dichter	شاعری	dicht	شاعر	ADJ	N;SG
dichter	شاعر	dicht	شاعر	ADJ	N;SG
dichter	شاعران	dicht	شاعر	ADJ	N;PL
helmut	هلموت	helmut	هلموت	PROPN;NOM;MASC;SG	N;SG
nationalen	نشنال	national	نشنال	ADJ;NOM	N;SG
beschäftigt	مشغول	beschäftigen	مشغول	V;V.PTCP	ADJ
beschäftigt	مصروف	beschäftigen	مصروف	V;V.PTCP	ADJ
beschäftigt	اشغال	beschäftigen	اشغال	V;V.PTCP	N;SG
beschäftigt	شلوغ	beschäftigen	شلوغ	V;V.PTCP	ADJ
fotos	عکسها	fotos	عکس		N;PL
fotos	عکس	fotos	عکس		N;SG
sagt	بگویید	sagen	None	V;IND;SG;3;PRS;FIN	V;SBJV;PL;2;PRS
sagt	بگو	sagen	None	V;IND;SG;3;PRS;FIN	V;IMP;SG;2
sagt	گفت	sagen	گفت#گو	V;IND;SG;3;PRS;FIN	V;SG;3;PST
sagt	میگه	sagen	میگه	V;IND;SG;3;PRS;FIN	
gewinnen	برنده	gewinnen	برنده	V;NFIN	N;SG
gewinnen	پیروز	gewinnen	پیروز	V;NFIN	ADJ
gewinnen	منفعت	gewinnen	منفعت	V;NFIN	N;SG
woche	هفته	woch	هفته	ADV	N;SG
woche	هفتۀ	woch	هفتۀ	ADV	N;SG
woche	هفته	woch	هفته	ADV	N;SG
woche	هفتگی	woch	هفتگی	ADV	N;SG
oberen	آپر	ober	آپر	ADJ;NOM;PL	N;SG
oberen	فوقانی	ober	فوقانی	ADJ;NOM;PL	N;SG
schreibt	دریافتی	schreiben	دریافتی	V;IND;SG;3;PRS;FIN	N;SG
information	اطلاعات	information	اطلاع	ADJ	N;PL
information	معلومات	information	معلوم	ADJ	N;PL
erich	اریک	erich	اریک	PROPN;NOM;MASC;SG	N;SG
erich	اریش	erich	اریش	PROPN;NOM;MASC;SG	N;SG
fernsehen	تلویزیون	fernsehen	تلویزیون	V;NFIN	N;SG
fernsehen	تلویزیونی	fernsehen	تلویزیونی	V;NFIN	ADJ
großes	بیگ	groß	بیگ	ADJ;NOM;NEUT;SG	N;SG
großes	b	groß	b	ADJ;NOM;NEUT;SG	N;SG
großes	بزرگی	groß	بزرگی	ADJ;NOM;NEUT;SG	N;SG
schleswig	شلسویگ	Schleswig	شلسویگ	PROPN;NOM;NEUT;SG	N;SG
stein	سنگ	stein	سنگ	PROPN;NOM;MASC;SG	N;SG
stein	استون	stein	استون	PROPN;NOM;MASC;SG	N;SG
stein	سنگی	stein	سنگی	PROPN;NOM;MASC;SG	N;SG
stein	سنگسار	stein	سنگسار	PROPN;NOM;MASC;SG	N;SG
stein	اشتاین	stein	اشتاین	PROPN;NOM;MASC;SG	N;SG
stein	استین	stein	استین	PROPN;NOM;MASC;SG	N;SG
sah	دید	sehen	دید#بین	V;IND;SG;3;PST;FIN	N;SG
grundsätzlich	اساساً	grundsätzlich	اساساً	ADJ	ADV
grundsätzlich	اساسا	grundsätzlich	اساساً	ADJ	ADV
preußen	پروس	preußen	پروس		N;SG
wettbewerb	مسابقه	wettbewerb	مسابقه	ADV	N;SG
wettbewerb	رقابت	wettbewerb	رقابت	ADV	N;SG
wettbewerb	رقابتهای	wettbewerb	رقابت	ADV	N;PL
wettbewerb	رقابتها	wettbewerb	رقابت	ADV	N;PL
wettbewerb	مسابقه	wettbewerb	مسابقه	ADV	N;SG
mio	میلیون	mio	میلیون	;SG	NUM
mio	میلیونی	mio	میلیونی	;SG	N;SG
mio	ملیون	mio	ملیون	;SG	N;SG
mio	میو	mio	میو	;SG	N;SG
natur	سرشت	natur	None		N;SG
natur	طبیعت	natur	طبیعت		N;SG
dienen	خدمت	dienen	خدمت	V;NFIN	N;SG
dienen	خدمت	dienen	خدمت	V;NFIN	N;SG
dienen	سرو	dienen	سرو	V;NFIN	N;SG
braucht	نیاز	brauchen	نیاز	V;IND;SG;3;PRS;FIN	N;SG
kosten	هزینه	kosten	هزینه	V;NFIN	N;SG
kosten	هزینه	kosten	هزینه	V;NFIN	N;SG
gelände	عوارض	gelände	عارضه	N;NOM;NEUT;SG	N;PL
archiv	آرشیو	archiv	آرشیو	N;NOM;NEUT;SG	N;PL
archiv	آرشیو	archiv	آرشیو	N;NOM;NEUT;SG	N;PL
chor	همخوان	chor	همخوان	ADV	N;SG
chor	کورس	chor	کورس	ADV	N;SG
stefan	استفن	stefan	استفن	PROPN;NOM;MASC;SG	N;SG
stefan	اشتفان	stefan	اشتف	PROPN;NOM;MASC;SG	N;SG
stefan	stefan	stefan	None	PROPN;NOM;MASC;SG	N;SG
stefan	استیفن	stefan	استیفن	PROPN;NOM;MASC;SG	N;SG
zustand	وضعیت	zustand	وضعیت		N;SG
zustand	حالت	zustand	حالت		N;SG
zustand	استیت	zustand	استیت		N;SG
zustand	دولت	zustand	دولت		N;SG
zustand	وضعیت	zustand	وضعیت		N;SG
zustand	ایالت	zustand	ایالت		N;SG
zustand	شرط	zustand	شرط		N;SG
zustand	شرایط	zustand	شرایط		N;PL
bach	بروک	bachen	بروک		N;SG
bach	باخ	bachen	باخ		N;SG
polizei	پولیس	polizei	پولیس	ADJ	N;SG
polizei	پلیس	polizei	پلیس	ADJ	N;SG
polizei	کلانتر	polizei	کلان	ADJ	N;SG
jakob	یاکوب	jakob	یاکوب	PROPN;NOM;MASC;SG	N;SG
jakob	یعقوب	jakob	یعقوب	PROPN;NOM;MASC;SG	N;SG
jakob	جیکوب	jakob	جیکوب	PROPN;NOM;MASC;SG	N;SG
jakob	یاکوب	jakob	یاکوب	PROPN;NOM;MASC;SG	N;SG
jakob	جاکوب	jakob	جاکوب	PROPN;NOM;MASC;SG	N;SG
jakob	جیمز	jakob	جیمز	PROPN;NOM;MASC;SG	N;SG
jakob	خامس	jakob	خامس	PROPN;NOM;MASC;SG	N;SG
gebildet	تشکیل	bilden	تشکیل	V;V.PTCP	N;SG
schön	زیباست	schön	زیباست	ADJ	N;SG
schön	خوشگل	schön	خوشگل	ADJ	N;SG
schön	خوبی	schön	خوبی	ADJ	N;SG
schön	قشنگه	schön	قشنگه	ADJ	N;SG
mensch	انسانها	mensch	انسان	N;SG	N;PL
html	html	html	html		N;SG
super	سوپر	super	سوپر	ADJ	N;SG
super	super	super	super	ADJ	N;SG
hall	هال	hall	هال		N;SG
hall	تالار	hall	تالار		N;SG
zeiten	زمان	zeiten	زمان	V;NFIN	N;SG
zeiten	تایم	zeiten	تایم	V;NFIN	N;SG
zeiten	time	zeiten	time	V;NFIN	
zeiten	دوران	zeiten	دوره	V;NFIN	N;SG
zeiten	زمانهای	zeiten	زمان	V;NFIN	N;PL
zeiten	times	zeiten	times	V;NFIN	
zeiten	دفعات	zeiten	دفعه	V;NFIN	N;PL
zeiten	تایمز	zeiten	تایمز	V;NFIN	N;SG
flughafen	فرودگاه	flughafen	فرودگاه		N;SG
flughafen	فرودگاههای	flughafen	فرودگاه		N;PL
flughafen	فرودگاهها	flughafen	فرودگاه		N;PL
europäische	جاده	europäisch	جاده	ADJ;NOM;FEM;PL	N;SG
europäische	اروپایی	europäisch	اروپایی	ADJ;NOM;FEM;PL	N;SG
kreuz	صلیب	kreuz	صلیب	ADJ	N;SG
kreuz	کراس	kreuz	کراس	ADJ	N;SG
kreuz	عبور	kreuz	عبور	ADJ	N;SG
aussage	اظهارنامه	aussagen	اظهارنامه		N;SG
aussage	بیانیه	aussagen	بیانیه		N;SG
aussage	اظهارات	aussagen	اظهار		N;PL
aussage	شهادت	aussagen	شهادت		N;SG
station	پاسگاه	station	پاسگاه		N;SG
station	ایستگاه	station	ایستگاه		N;SG
png	png	png	png		N;SG
länder	سرزمین	land	سرزمین	N;NOM;NEUT;PL	N;SG
länder	کاوشگر	land	کاوشگر	N;NOM;NEUT;PL	N;SG
niemand	هیچکس	niemand	هیچکس	PRO;NOM;INDF;SG	PRO
zukunft	اینده	zukunft	اینده	N	
zukunft	آتی	zukunft	آتی	N	ADJ
änderungen	اصلاحات	änderung	اصلاح	V;NFIN	N;PL
änderungen	تغییرات	änderung	تغییر	V;NFIN	N;PL
tradition	سنت	tradition	سنت	ADJ	N;SG
tradition	رسم	tradition	رسم	ADJ	N;SG
tradition	رسوم	tradition	رسم	ADJ	N;PL
kanada	کانادا	kanada	کانادا	PROPN;NOM;NEUT;SG	N;SG
punkten	نقطه	punken	نقطه	N;NOM;MASC;PL	N;SG
punkten	امتیاز	punken	امتیاز	N;NOM;MASC;PL	N;SG
straßen	بزرگراه	straß	بزرگراه	N;NOM;PL	N;SG
straßen	خیابان	straß	خیابان	N;NOM;PL	N;SG
straßen	استریت	straß	استریت	N;NOM;PL	N;SG
straßen	خیابانی	straß	خیابانی	N;NOM;PL	N;SG
straßen	خیابان	straß	خیابان	N;NOM;PL	N;SG
straßen	خیابون	straß	خیابون	N;NOM;PL	N;SG
architektur	architecture	architektur	architecture	PROPN	N;SG
architektur	معماری	architektur	معماری	PROPN	N;SG
architektur	معماری	architektur	معماری	PROPN	N;SG
arzt	پزشکان	arzen	پزشک	N;SG	N;PL
arzt	پزشکان	arzen	پزشک	N;SG	N;PL
arzt	دکترها	arzen	دکتر	N;SG	N;PL
arzt	پزشکان	arzen	پزشک	N;SG	N;PL
parallel	موازی	parallel	موازی	ADJ	N;SG
mittelalter	mediaeval	mittelalt	mediaeval	ADV	N;SG
medizin	داروها	medizin	دارو	N;NOM;SG	N;PL
praxis	عملی	praxis	عملی	N;NOM;SG	ADJ
angeboten	امانت	anbieten	امانت	V;V.PTCP	N;SG
angeboten	توجیه	anbieten	توجیه	V;V.PTCP	N;SG
zählen	شمارش	zählen	شمارش	V;NFIN	N;SG
zählen	شمردن	zählen	شمردن	V;NFIN	N;SG
zählen	شمارش	zählen	شمارش	V;NFIN	N;SG
rest	باقیمانده	rest	باقیمانده		N;SG
rest	آرامش	rest	آرامش		N;SG
rest	الباقی	rest	الباقی		N;SG
rest	استراحت	rest	استراحت		N;SG
konrad	کنراد	konrad	کنراد	PROPN;NOM;MASC;SG	N;SG
druck	چاپ	druck	چاپ	ADV	N;SG
druck	فشار	druck	فشار	ADV	N;SG
druck	فشاری	druck	فشاری	ADV	N;SG
druck	چاپ	druck	چاپ	ADV	N;SG
freund	دوست	freund	دوست		N;SG
freund	دوستی	freund	دوستی		N;SG
antwort	پاسخگویی	antworen	پاسخگویی		N;SG
antwort	جواب	antworen	جواب		N;SG
antwort	پاسخ	antworen	پاسخ		N;SG
antwort	پاسخ	antworen	پاسخ		N;SG
antwort	پاسخگویی	antworen	پاسخگویی		N;SG
antwort	پاسخ	antworen	پاسخ		N;SG
antwort	واکنش	antworen	واکنش		N;SG
antwort	جوابها	antworen	جواب		N;PL
antwort	پاسخها	antworen	پاسخ		N;PL
antwort	جوابهای	antworen	جواب		N;PL
antwort	پاسخهای	antworen	پاسخ		N;PL
geschlossen	بسته	schließen	بسته	V;V.PTCP	ADJ;SG;3;V.PTCP
love	دوست	love	دوست	PROPN	N;SG
love	عشق	love	عشق	PROPN	N;SG
love	عشقی	love	None	PROPN	N;SG
love	عاشق	love	عاشق	PROPN	N;SG
sowjetunion	شوروی	sowjetunion	شوروی	PROPN;NOM;SG	N;SG
sowjetunion	شوراها	sowjetunion	شورا	PROPN;NOM;SG	N;PL
sowjetunion	شوروی	sowjetunion	شوروی	PROPN;NOM;SG	N;SG
landwirtschaft	کشاورزی	landwirtschaft	کشاورزی	ADJ	N;SG
landwirtschaft	زراعت	landwirtschaft	زراعت	ADJ	N;SG
landwirtschaft	کشاورزی	landwirtschaft	کشاورزی	ADJ	N;SG
entsprechende	متناظر	entsprechend	متناظر	ADJ;NOM;FEM;PL	N;SG
könnten	میتوانست	können	توانست#توان	V;SBJV;PL;3;PST;FIN	V;SG;3;PST
stets	always	stets	always	ADV	
weißen	سفیدها	weiß	سفید	ADJ	N;PL
weißen	سپید	weiß	سپید	ADJ	N;SG
weißen	وایت	weiß	وایت	ADJ	N;SG
salzburg	سالزبورگ	salzburg	سالزبورگ	PROPN	N;SG
tritt	لگد	treten	None	V;IND;SG;3;PRS;FIN	N;SG
tritt	ضربه	treten	ضربه	V;IND;SG;3;PRS;FIN	N;SG
tritt	لگد	treten	None	V;IND;SG;3;PRS;FIN	N;SG
tritt	شوت	treten	شوت	V;IND;SG;3;PRS;FIN	N;SG
erscheinen	ظاهر	erscheinen	ظاهر	V;NFIN	N;SG
erscheinen	ظاهر	erscheinen	ظاهر	V;NFIN	N;SG
wissenschaftlichen	علمی	wissenschaftlich	علمی	ADJ	N;SG
übertragen	انتقال	übertragen	انتقال	V;V.PTCP	N;SG
übertragen	ترانهاده	übertragen	ترانهاده	V;V.PTCP	N;SG
übertragen	پخش	übertragen	پخش	V;V.PTCP	N;SG
übertragen	مخابره	übertragen	None	V;V.PTCP	N;SG
übertragen	ارسالی	übertragen	ارسالی	V;V.PTCP	N;SG
fahrzeuge	غلتان	fahrzeug	غلتان	N;NOM;PL	N;SG
fahrzeuge	رولینگ	fahrzeug	رولینگ	N;NOM;PL	N;SG
portal	پورتال	portal	پورتال		N;SG
schiffe	مجرا	schiff	None	N;NOM;NEUT;PL	N;SG
schiffe	کشتی	schiff	کشتی	N;NOM;NEUT;PL	N;SG
pfarrer	کاهن	pfarr	کاهن	ADJ	N;SG
pfarrer	کشیش	pfarr	کشیش	ADJ	N;SG
pfarrer	کشیشی	pfarr	کشیش	ADJ	N;SG
pfarrer	پاستور	pfarr	پاستور	ADJ	N;SG
schwester	آبجی	schwester	آبجی	ADJ	N;SG
schwester	سیس	schwester	سیس	ADJ	N;SG
schwester	خواهر	schwester	None	ADJ	N;SG
schwester	خواهری	schwester	خواهر	ADJ	N;SG
schwester	خواهرش	schwester	خواهرش	ADJ	N;SG
schwester	nurse	schwester	nurse	ADJ	N;SG
schwester	پرستار	schwester	پرستار	ADJ	N;SG
augen	چشم	augen	چشم	N;NOM;NEUT;PL	N;SG
augen	چشم	augen	چشم	N;NOM;NEUT;PL	N;SG
augen	چشمی	augen	چشم	N;NOM;NEUT;PL	N;SG
min	مین	min	مین		N;SG
min	min	min	min		N;SG
theologe	خداشناس	theolog	خداشناس	ADJ	N;SG
wirkung	تأثیرات	wirkung	تأثیر	N;NOM;FEM;SG	N;PL
wirkung	تاثیرات	wirkung	تاثیر	N;NOM;FEM;SG	N;PL
wirkung	اثرات	wirkung	اثر	N;NOM;FEM;SG	N;PL
wirkung	آثار	wirkung	اثر	N;NOM;FEM;SG	N;PL
notwendig	نیاز	notwendig	نیاز	ADJ	N;SG
notwendig	نیاز	notwendig	نیاز	ADJ	N;SG
notwendig	واجب	notwendig	واجب	ADJ	N;SG
gleiche	برابر	gleich	برابر	ADJ;NOM;FEM;PL	ADP
gleiche	مساوی	gleich	مساوی	ADJ;NOM;FEM;PL	N;SG
gleiche	همون	gleich	همون	ADJ;NOM;FEM;PL	
simon	سیمون	simon	سیمون	PROPN;NOM;MASC;SG	N;SG
simon	سایمن	simon	سایمن	PROPN;NOM;MASC;SG	N;SG
simon	سایمون	simon	سایمون	PROPN;NOM;MASC;SG	N;SG
don	دان	don	آن	PROPN;NOM;MASC;SG	
präsidenten	جمهور	präsident	جمهور	ADJ;PL	N;SG
antrag	شکایتی	antragen	شکایت	ADJ	N;SG
antrag	شکایت	antragen	شکایت	ADJ	N;SG
antrag	درخواست	antragen	درخواست	ADJ	N;SG
julius	جولیوس	julius	جولیوس	PROPN;NOM;MASC;SG	N;SG
julius	ژولیوس	julius	ژولیوس	PROPN;NOM;MASC;SG	N;SG
lieber	عزیز	lieb	عزیز		ADJ
lieber	جانم	lieb	جانم		N;SG
lieber	عزیزم	lieb	عزیزم		INTJ
formel	فرمول	formel	None		N;SG
santa	سانتا	santa	سانتا	PROPN;NOM;SG	N;SG
santa	بابانوئل	santa	بابانوئل	PROPN;NOM;SG	N;SG
santa	santa	santa	santa	PROPN;NOM;SG	N;SG
science	sci	science	sci		N;SG
red	رد	red	رد	PROPN;NOM;MASC;SG	N;SG
red	قرمز	red	قرمز	PROPN;NOM;MASC;SG	N;SG
red	سرخ	red	سرخ	PROPN;NOM;MASC;SG	N;SG
älteste	بزرگان	alt	بزرگ	ADJ;NOM;FEM;PL	N;PL
geburtstag	تولد	geburtstag	تولد	ADJ	N;SG
geburtstag	تولد	geburtstag	تولد	ADJ	N;SG
geburtstag	زادروز	geburtstag	زادروز	ADJ	N;SG
nationale	نشنال	national	نشنال	ADJ;NOM;FEM;PL	N;SG
nationale	ناسیونال	national	ناسیونال	ADJ;NOM;FEM;PL	N;SG
dein	شما	dein	شما	PRO;NOM;MASC;SG	PRO;PL;2
chicago	شیکاگو	chicago	شیکاگو	PROPN;NOM;SG	N;SG
institute	موسسه	institut	None		N;SG
institute	مؤسسه	institut	مؤسسه		N;SG
institute	انستیتو	institut	انستیتو		N;SG
sankt	زانکت	sanken	زانکت		N;SG
formen	شکلها	formen	شکل	V;NFIN	N;PL
formen	شکلهای	formen	شکل	V;NFIN	N;PL
formen	کپک	formen	کپک	V;NFIN	N;SG
orgel	ارگ	orgel	ارگ		N;SG
orgel	ارگان	orgel	ارگان		N;SG
orgel	اندام	orgel	اندام		N;SG
video	ویدئوهای	video	ویدئو	N;NOM;NEUT;SG	N;PL
video	ویدیوها	video	ویدیو	N;NOM;NEUT;SG	N;PL
video	ویدیوهای	video	ویدیو	N;NOM;NEUT;SG	N;PL
wolf	گرگ	wolf	گرگ	;SG	N;SG
wolf	وولف	wolf	وولف	;SG	N;SG
wolf	گرگه	wolf	گرگه	;SG	N;SG
wolf	ولف	wolf	ولف	;SG	N;SG
elf	eleven	elf	None	NUM	N;SG
elf	الف	elf	None	NUM	
aufgelöst	منحل	auflösen	None	V;V.PTCP	ADJ
übersetzt	ترجمه	übersetzen	ترجمه	V;V.PTCP	N;SG
öffentlichkeit	همگانی	öffentlichkeit	همگانی	ADJ	N;SG
öffentlichkeit	public	öffentlichkeit	public	ADJ	N;SG
spanischen	اسپانیا	spanisch	اسپانیا	ADJ;NOM;MASC;PL	N;SG
spanischen	اسپانیایی	spanisch	اسپانیایی	ADJ;NOM;MASC;PL	N;SG
mädchen	دختری	mädchen	None	N;NOM;FEM;PL	N;SG
mädchen	دختر	mädchen	دختر	N;NOM;FEM;PL	N;SG
mädchen	girl	mädchen	girl	N;NOM;FEM;PL	
glaube	ایمانش	glauben	ایمانش		N;SG
glaube	ایمان	glauben	ایمان		N;SG
glaube	ایمانی	glauben	ایمان		N;SG
glaube	باور	glauben	باور		N;SG
glaube	ایمان	glauben	ایمان		N;SG
glaube	اعتقاد	glauben	اعتقاد		N;SG
rote	روته	rot	روته	ADJ;NOM;FEM;PL	N;SG
rote	رد	rot	رد	ADJ;NOM;FEM;PL	N;SG
rote	قرمز	rot	قرمز	ADJ;NOM;FEM;PL	N;SG
rote	سرخ	rot	سرخ	ADJ;NOM;FEM;PL	N;SG
suchen	جستجوهای	suchen	جستجو	V;NFIN	N;PL
suchen	جستجو	suchen	None	V;NFIN	N;SG
suchen	طلب	suchen	طلب	V;NFIN	N;SG
suchen	جستجوی	suchen	جستجوی	V;NFIN	N;SG
suchen	جستجو	suchen	None	V;NFIN	N;SG
suchen	یافتن	suchen	یافتن	V;NFIN	N;SG
wissenschaften	علوم	wissenschaft	علم	ADJ	N;PL
wissenschaften	علمی	wissenschaft	علمی	ADJ	N;SG
wissenschaften	علم	wissenschaft	علم	ADJ	N;SG
wissenschaften	علوم	wissenschaft	علم	ADJ	N;PL
einzigen	تکی	einzig	تکی	ADJ;NOM;PL	N;SG
einzigen	single	einzig	single	ADJ;NOM;PL	N;SG
einzigen	تک	einzig	تک	ADJ;NOM;PL	N;SG
einzigen	تنها	einzig	تنها	ADJ;NOM;PL	ADV
architekten	معمار	architekt	معمار	ADJ	N;SG
architekten	architect	architekt	architect	ADJ	N;SG
architekten	معماران	architekt	معمار	ADJ	N;PL
foto	فتو	foto	فتو		N;SG
foto	photo	foto	photo		N;SG
foto	عکس	foto	عکس		N;SG
