berkeley	berkeley	berkeley	berkeley	PROPN	PROPN
rindu	dor	rindu	dor	PROPN;SG	N;INDF;MASC;SG
rindu	domnisoara	rindu	domnisoara	PROPN;SG	N;DEF;FEM;SG
rindu	domnișoară	rindu	domnișoară	PROPN;SG	N;INDF;FEM;SG
lembar	foi	lembar	foaie	N;SG	N;INDF;FEM;PL
mengarahkan	regie	menkarahkan	regie	V;SG;ACT	N;INDF;FEM;SG
bruno	bruno	bruno	brun	PROPN	PROPN
kelautan	marine	kelautan	marin	N;SG	N;INDF;FEM;PL
bayangan	umbrele	bayangan	umbră	N;SG	N;DEF;FEM;PL
bayangan	umbre	bayangan	umbră	N;SG	N;INDF;FEM;PL
close	închide	close	închide	PROPN	V;IND;SG;3;PRS;FIN
close	inchide	close	inchide	PROPN	V;IND;SG;3;PRS;FIN
eddy	eddy	eddy	eddy	PROPN	N;INDF;MASC;SG
ajax	ajax	ajax	ajax	PROPN	N;INDF;MASC;SG
romeo	romeo	romeo	romeo	PROPN	PROPN
justin	justin	justin	justin	PROPN	
waris	waris	waris	waris	N;SG	
dirasakan	perceput	dirasakan	percepe	V;SG;PASS	ADJ;INDF;MASC;SG
dirasakan	percepută	dirasakan	percepe	V;SG;PASS	ADJ;INDF;FEM;SG
dirasakan	percepute	dirasakan	percepe	V;SG;PASS	ADJ;INDF;FEM;PL
dirasakan	simtit	dirasakan	simți	V;SG;PASS	ADJ;INDF;MASC;SG
dirasakan	simțit	dirasakan	simți	V;SG;PASS	ADJ;INDF;MASC;SG
keterbatasan	limitările	keterbatasan	limitare	N;SG	N;DEF;FEM;PL
keterbatasan	limitări	keterbatasan	limitare	N;SG	N;INDF;FEM;PL
monica	monica	monica	monică	PROPN	N;DEF;FEM;SG
sendirian	singură	sendirian	singur	N;SG	ADJ;INDF;FEM;SG
sendirian	singur	sendirian	singur	N;SG	ADJ;INDF;MASC;SG
sendirian	singuri	sendirian	singur	N;SG	V;IND;PL;2;IPFV;FIN
bio	bio	bio	bio	PROPN	
bio	biografia	bio	biografie	PROPN	N;DEF;FEM;SG
bio	biografie	bio	biografie	PROPN	N;INDF;FEM;SG
ilegal	ilegale	ilegal	ilegal	N;SG	ADJ;INDF;FEM;PL
ilegal	ilegală	ilegal	ilegal	N;SG	ADJ;INDF;FEM;SG
ilegal	ilegal	ilegal	ilegal	N;SG	ADV
berbunyi	bip	berbunyi	bip	V;SG;ACT	N;INDF;MASC;SG
busur	arcuri	busur	arc	N;SG	N;INDF;FEM;PL
busur	bow	busur	bow	N;SG	PROPN
linecolor	linecolor	linecolor	linecolor	PROPN	N;INDF;MASC;SG
joo	joo	joo	joo	PROPN	PROPN
kantong	buzunare	kantong	buzunar	N;SG	N;INDF;FEM;PL
kantong	buzunarele	kantong	buzunar	N;SG	N;DEF;FEM;PL
kantong	pungi	kantong	pungă	N;SG	N;INDF;FEM;PL
kantong	bagajele	kantong	bagaj	N;SG	N;DEF;FEM;PL
kantong	saci	kantong	sac	N;SG	N;INDF;MASC;PL
kantong	genti	kantong	genti	N;SG	N;INDF;FEM;PL
kantong	genți	kantong	geantă	N;SG	N;INDF;FEM;PL
copy	copia	copy	copie	PROPN	N;DEF;FEM;SG
copy	copiere	copy	copiere	PROPN	N;INDF;FEM;SG
copy	copie	copy	copie	PROPN	N;INDF;FEM;SG
copy	copiază	copy	copia	PROPN	V;IND;3;PRS;FIN
fisikawan	fizicieni	fisikawan	fizician	N;MASC;SG	N;INDF;MASC;PL
fisikawan	fizicienii	fisikawan	fizician	N;MASC;SG	N;DEF;MASC;PL
puasa	repede	puasa	repede	PROPN;SG	ADV
puasa	rapid	puasa	rapid	PROPN;SG	ADV
puasa	rapidă	puasa	rapid	PROPN;SG	ADJ;INDF;FEM;SG
dollar	dolari	dollar	dolar	PROPN	N;INDF;MASC;PL
dollar	dolarul	dollar	dolar	PROPN	N;DEF;MASC;SG
dollar	dolar	dollar	dolar	PROPN	N;INDF;MASC;SG
mandala	mandala	mandala	mandala	PROPN	N;DEF;FEM;SG
depresi	deprimată	depresi	deprimat	N;SG	ADJ;INDF;FEM;SG
depresi	depresivă	depresi	depresiv	N;SG	ADJ;INDF;FEM;SG
depresi	deprimat	depresi	deprima	N;SG	ADJ;INDF;MASC;SG
pembaruan	actualizări	penbaruan	actualizare	N;SG	N;INDF;FEM;PL
pembaruan	actualizările	penbaruan	actualizare	N;SG	N;DEF;FEM;PL
pembaruan	actualizează	penbaruan	actualiza	N;SG	V;IND;3;PRS;FIN
pembaruan	update	penbaruan	upda	N;SG	N;INDF;FEM;PL
evans	evans	evans	evans	PROPN	PROPN
rina	rina	rina	rină	PROPN	N;DEF;FEM;SG
moskow	moscova	moskow	moscova	PROPN	PROPN
moskow	moscovei	moskow	moscovă	PROPN	PROPN;DEF;FEM;SG
pengecualian	excepții	pengecualian	excepție	N;SG	N;INDF;FEM;PL
butuh	nevoie	butuh	nevoie	V;SG;ACT	N;INDF;FEM;SG
sandra	sandra	sandra	sandra	PROPN	N;DEF;FEM;SG
keterlibatan	interacțiuni	keterlibatan	interacțiune	N;SG	N;INDF;FEM;PL
andre	andre	andre	andre	PROPN	PROPN
andre	andré	andre	andré	PROPN	PROPN
halo	halo	halo	halo	PROPN	N;INDF;MASC;SG
tendangan	lovituri	tendangan	lovitură	N;SG	N;INDF;FEM;PL
alexandria	alexandria	alexandria	alexandrie	PROPN;SG	PROPN
akira	akira	akira	akira	PROPN	PROPN
sasuke	sasuke	sasuke	sasuke	PROPN	
collins	collins	collins	collins	PROPN	PROPN
sing	cântă	sing	cânta	PROPN	V;IND;SG;3;PST;FIN
sing	canta	sing	cantă	PROPN	V;IND;SG;3;IPFV;FIN
sing	cânta	sing	cânta	PROPN	V;IND;SG;3;IPFV;FIN
dimasak	gătit	dimasak	găti	V;SG;PASS	N;INDF;MASC;SG
dimasak	fierte	dimasak	fiertă	V;SG;PASS	N;INDF;FEM;PL
dimasak	gătită	dimasak	găti	V;SG;PASS	ADJ;INDF;FEM;SG
circle	cercurile	circle	cerc	PROPN	N;DEF;FEM;PL
circle	cercuri	circle	cerc	PROPN	N;INDF;FEM;PL
circle	cercul	circle	cerc	PROPN	N;DEF;MASC;SG
circle	circle	circle	circlu	PROPN	N;INDF;MASC;SG
circle	cerc	circle	cerc	PROPN	N;INDF;MASC;SG
gizi	nutriționale	gizi	nutrițional	PROPN;SG	ADJ;INDF;FEM;PL
gizi	nutrienți	gizi	nutrient	PROPN;SG	N;INDF;MASC;PL
sato	sato	sato	sato	PROPN	V;IND;SG;3;PST;FIN
ditangani	manipulate	ditangani	manipulat	V;SG;PASS	ADJ;INDF;FEM;PL
industrial	industriala	industrial	industrial	PROPN	ADJ;DEF;FEM;SG
industrial	industrială	industrial	industrial	PROPN	ADJ;INDF;FEM;SG
industrial	industrial	industrial	industrial	PROPN	ADJ;INDF;MASC;SG
industrial	industriale	industrial	industrial	PROPN	ADJ;INDF;FEM;PL
kesimpulan	concluziile	kesimpulan	concluzie	N;SG	N;DEF;FEM;PL
kesimpulan	concluzii	kesimpulan	concluzie	N;SG	N;INDF;FEM;PL
kesimpulan	concluzii	kesimpulan	concluzie	N;SG	N;INDF;FEM;PL
penggambaran	reprezentări	pengambaran	reprezentare	N;SG	N;INDF;FEM;PL
nuh	noe	nuh	nou	PROPN	PROPN
nuh	noah	nuh	noah	PROPN	PROPN
menyembuhkan	leac	mensembuhkan	leac	V;SG;ACT	N;INDF;MASC;SG
menyembuhkan	cure	mensembuhkan	cur	V;SG;ACT	N;INDF;FEM;PL
menyembuhkan	cura	mensembuhkan	cură	V;SG;ACT	N;INDF;FEM;SG
eye	ochiul	eye	ochi	PROPN	N;DEF;MASC;SG
eye	ochi	eye	ochi	PROPN	N;INDF;MASC
eye	eye	eye	ey	PROPN	
runtuh	prăbușit	runtuh	prăbuși	;SG	ADJ;INDF;MASC;SG
runtuh	colapsul	runtuh	colaps	;SG	N;DEF;MASC;SG
runtuh	colaps	runtuh	colaps	;SG	N;INDF;MASC;SG
rita	rita	rita	rita	PROPN	N;DEF;FEM;SG
wwe	wwe	wwe	wwe	PROPN	PROPN
maritim	maritimă	maritim	maritim	N	ADJ;INDF;FEM;SG
maritim	maritime	maritim	maritim	N	ADJ;INDF;FEM;PL
maritim	maritim	maritim	maritim	N	ADJ;INDF;MASC;SG
biologis	biologice	biologis	biologic	N;SG	ADJ;INDF;FEM;PL
biologis	biologic	biologis	biologic	N;SG	ADJ;INDF;MASC;SG
biologis	biologică	biologis	biologic	N;SG	ADJ;INDF;FEM;SG
biologis	biologic	biologis	biologic	N;SG	ADJ;INDF;MASC;SG
inside	interior	inside	interior	PROPN	N;INDF;MASC;SG
inside	înăuntru	inside	înăuntru	PROPN	
lie	minciună	lie	minciună	PROPN	N;INDF;FEM;SG
lie	minciuna	lie	minciună	PROPN	N;DEF;FEM;SG
kate	kate	kate	kate	PROPN	
sms	texte	sms	text	PROPN	N;INDF;FEM;PL
sms	sms	sms	sms	PROPN	N;INDF;MASC;SG
sms	text	sms	text	PROPN	N;INDF;MASC;SG
sms	textul	sms	text	PROPN	N;DEF;MASC;SG
kurt	kurt	kurt	kurt	PROPN	PROPN
andré	andré	andré	andré	PROPN	PROPN
dallas	dallas	dallas	dallas	PROPN	PROPN
diperluas	extinse	diperluas	extinde	V;SG;PASS	ADJ;INDF;FEM;PL
diperluas	extins	diperluas	extins	V;SG;PASS	ADJ;INDF;MASC;SG
diperluas	extinsă	diperluas	extins	V;SG;PASS	ADJ;INDF;FEM;SG
diperluas	prelungită	diperluas	prelungit	V;SG;PASS	ADJ;INDF;FEM;SG
diperluas	prelungit	diperluas	prelungi	V;SG;PASS	ADJ;INDF;MASC;SG
diperluas	extins	diperluas	extins	V;SG;PASS	ADJ;INDF;MASC;SG
diperluas	extinsă	diperluas	extins	V;SG;PASS	ADJ;INDF;FEM;SG
terganggu	distras	terganggu	distrage	V;SG;PASS	ADJ;INDF;MASC;SG
terganggu	distrasă	terganggu	distra	V;SG;PASS	ADJ;INDF;FEM;SG
terganggu	întrerupt	terganggu	întrerupt	V;SG;PASS	ADJ;INDF;MASC;SG
terganggu	întreruptă	terganggu	întrerupt	V;SG;PASS	ADJ;INDF;FEM;SG
terganggu	deranjat	terganggu	deranja	V;SG;PASS	ADJ;INDF;MASC;SG
terganggu	deranjat	terganggu	deranja	V;SG;PASS	ADJ;INDF;MASC;SG
terganggu	enervat	terganggu	enervat	V;SG;PASS	ADJ;INDF;MASC;SG
add	adăugare	add	adăugare	PROPN	N;INDF;FEM;SG
add	adaugă	add	adăuga	PROPN	V;IND;3;PRS;FIN
add	add	add	add	PROPN	
add	adauga	add	adauga	PROPN	V;IND;SG;3;IPFV;FIN
perundingan	negocieri	penrundingan	negociere	N;SG	N;INDF;FEM;PL
perundingan	negocierile	penrundingan	negociere	N;SG	N;DEF;FEM;PL
temuan	constatări	temuan	constatare	N;SG	N;INDF;FEM;PL
temuan	constatările	temuan	constatare	N;SG	N;DEF;FEM;PL
temuan	descoperiri	temuan	descoperire	N;SG	N;INDF;FEM;PL
antarmuka	interfețele	antarmuka	interfeț	N;SG	N;DEF;FEM;PL
earl	earl	earl	earl	PROPN	PROPN
aditya	amelia	aditya	amelia	PROPN	PROPN
aditya	aditya	aditya	aditya	PROPN	PROPN
diagram	grafic	diagram	grafic	N;SG	ADV
diagram	diagrame	diagram	diagramă	N;SG	N;INDF;FEM;PL
transfermarkt	transfermarkt	transfermarkt	transfermarkt	PROPN	N;INDF;MASC;SG
elektro	elektro	elektro	elektro	N;SG	
elektro	electrice	elektro	electric	N;SG	ADJ;INDF;FEM;PL
elektro	electric	elektro	electric	N;SG	ADJ;INDF;MASC;SG
elektro	electrică	elektro	electric	N;SG	ADJ;INDF;FEM;SG
sandi	parole	sandi	parol	N;SG	N;INDF;FEM;PL
sandi	parolele	sandi	parol	N;SG	N;DEF;FEM;PL
administrator	administratori	administrator	administrator	N;SG	N;INDF;MASC;PL
administrator	administratorii	administrator	administrator	N;SG	N;DEF;MASC;PL
mewarisi	moștenit	menwarisi	moștenit	V;SG;ACT	ADJ;INDF;MASC;SG
mewarisi	mostenit	menwarisi	mostenit	V;SG;ACT	ADJ;INDF;MASC;SG
lutheran	luterană	lutheran	luteran	N	ADJ;INDF;FEM;SG
iucn	iucn	iucn	iucn	PROPN	N
neil	neil	neil	neil	PROPN	PROPN
susah	greu	susah	greu	ADJ;SG	ADV
susah	tare	susah	tare	ADJ;SG	ADV
susah	dificil	susah	dificil	ADJ;SG	ADV
susah	dificile	susah	dificil	ADJ;SG	ADJ;INDF;FEM;PL
defense	apărarea	defense	apărare	PROPN	N;DEF;FEM;SG
defense	apărare	defense	apărare	PROPN	N;INDF;FEM;SG
defense	aparare	defense	aparare	PROPN	N;INDF;FEM;SG
pena	pen	pena	pen	PROPN;SG	
pena	stilou	pena	stilou	PROPN;SG	N;INDF;MASC;SG
pena	stilouri	pena	stilou	PROPN;SG	N;INDF;FEM;PL
pena	pixuri	pena	pix	PROPN;SG	N;INDF;FEM;PL
pena	pena	pena	pena	PROPN;SG	PROPN
gaza	gaza	gaza	gază	PROPN	PROPN
dilepaskan	lansat	dilepaskan	lansat	V;SG;PASS	ADJ;INDF;MASC;SG
dilepaskan	eliberat	dilepaskan	elibera	V;SG;PASS	ADJ;INDF;MASC;SG
dilepaskan	eliberată	dilepaskan	elibera	V;SG;PASS	ADJ;INDF;FEM;SG
colorado	colorado	colorado	colorado	PROPN	N;INDF;MASC;SG
aston	aston	aston	aston	PROPN	PROPN
mediterania	mediterană	mediterania	mediteran	N;SG	ADJ;INDF;FEM;SG
mediterania	mediteranean	mediterania	mediteranean	N;SG	ADV
amanda	amanda	amanda	amanda	PROPN	PROPN
ketegangan	tensiuni	ketegangan	tensiune	N;SG	N;INDF;FEM;PL
sara	sara	sara	sară	PROPN	N;DEF;FEM;SG
borobudur	borobudur	borobudur	borobudur	PROPN	ADV
buru	buru	buru	buru	PROPN;SG;ACT	PROPN
yuki	yuki	yuki	yuki	PROPN;SG	PROPN
petir	tunete	petir	tunet	N;SG	N;INDF;FEM;PL
petir	fulgere	petir	fulger	N;SG	N;INDF;FEM;PL
petir	fulger	petir	fulger	N;SG	
janeiro	janeiro	janeiro	janeiro	PROPN	N;INDF;MASC;SG
glenn	glenn	glenn	glenn	PROPN	PROPN
movies	filme	movies	film	PROPN	N;INDF;FEM;PL
movies	filmele	movies	filme	PROPN	N;DEF;FEM;PL
eka	eka	eka	eka	PROPN	N;INDF;MASC
menantang	provocare	mentantang	provocare	V;SG;ACT	N;INDF;FEM;SG
menantang	provocarea	mentantang	provocare	V;SG;ACT	N;DEF;FEM;SG
menantang	provocator	mentantang	provocator	V;SG;ACT	ADJ;INDF;MASC;SG
menantang	provocatoare	mentantang	provocator	V;SG;ACT	ADJ;INDF;FEM
menantang	provocat	mentantang	provoca	V;SG;ACT	ADJ;INDF;MASC;SG
menantang	contestat	mentantang	contesta	V;SG;ACT	ADJ;INDF;MASC;SG
alberto	alberto	alberto	alberto	PROPN	PROPN
sex	sexul	sex	sex	PROPN	N;DEF;MASC;SG
sex	sex	sex	sex	PROPN	N;INDF;MASC;SG
edge	marginea	edge	margine	PROPN	N;DEF;FEM;SG
edge	edge	edge	edge	PROPN	N;INDF;MASC;SG
edge	margine	edge	margine	PROPN	N;INDF;FEM;SG
edge	muchie	edge	muchie	PROPN	N;INDF;FEM;SG
wide	larg	wide	larg	PROPN	ADV
wide	largă	wide	larg	PROPN	ADJ;INDF;FEM;SG
beatles	beatles	beatles	beatles	PROPN	PROPN
isaac	isaac	isaac	isaac	PROPN	PROPN
alfonso	alfonso	alfonso	alfonso	PROPN	PROPN
nhk	nhk	nhk	nhk	PROPN	N;INDF;MASC;SG
desainer	designeri	desainer	designere	N;SG	N;INDF;MASC;PL
kecerdasan	inteligent	kecerdasan	inteligent	N;SG	ADJ;INDF;MASC;SG
kecerdasan	inteligentă	kecerdasan	inteligent	N;SG	ADJ;INDF;FEM;SG
talang	jgheaburi	talang	jgheab	PROPN;SG;ACT	N;INDF;FEM;PL
modul	modulele	modul	modul	N;SG	N;DEF;FEM;PL
modul	module	modul	modul	N;SG	N;INDF;FEM;PL
redir	redir	redir	redire	PROPN	
yunus	yunus	yunus	yunus	PROPN	PROPN
yunus	iona	yunus	iona	PROPN	
yunus	jonah	yunus	jonah	PROPN	PROPN
indie	indie	indie	indie	PROPN	
zealand	zeelandă	zealand	zeelandă	PROPN	N;INDF;FEM;SG
bishop	episcop	bishop	episcop	PROPN	N;INDF;MASC;SG
bishop	bishop	bishop	bishop	PROPN	N;INDF;MASC;SG
bishop	episcopul	bishop	episcop	PROPN	N;DEF;MASC;SG
emmy	emmy	emmy	emmy	PROPN	N;INDF;MASC;SG
tinju	pumnii	tinju	pumn	N;SG	N;DEF;MASC;PL
tinju	pumni	tinju	pumn	N;SG	N;INDF;MASC;PL
diwakili	reprezentate	diwakili	reprezentat	V;SG;PASS	ADJ;INDF;FEM;PL
diwakili	reprezentat	diwakili	reprezenta	V;SG;PASS	ADJ;INDF;MASC;SG
diwakili	reprezentată	diwakili	reprezenta	V;SG;PASS	ADJ;INDF;FEM;SG
pns	modestă	pns	modestă	N;SG	ADJ;INDF;FEM;SG
pns	modest	pns	modest	N;SG	ADJ;INDF;MASC;SG
pns	modesta	pns	modest	N;SG	ADJ;DEF;FEM;SG
pns	modeste	pns	modest	N;SG	ADJ;INDF;FEM;PL
facto	facto	facto	facto	PROPN	
fortune	fortune	fortune	fortune	PROPN	
fortune	avere	fortune	avere	PROPN	N;INDF;FEM;SG
saudari	surori	saudari	soră		N;INDF;FEM;PL
saudari	surorilor	saudari	soră		N;DEF;MASC;PL
saudari	surorile	saudari	soră		N;DEF;FEM;PL
saudari	sora	saudari	soră		N;DEF;FEM;SG
saudari	soră	saudari	soră		N;INDF;FEM;SG
yamato	yamato	yamato	yamato	PROPN	PROPN
syah	shah	syah	shah	PROPN	PROPN
syah	sah	syah	sah	PROPN	
potret	portretele	potret	portret	N;SG	N;DEF;FEM;PL
potret	portrete	potret	portret	N;SG	N;INDF;FEM;PL
digabung	fuzionat	digabung	fuziona	V;SG;PASS	ADJ;INDF;MASC;SG
sofia	sofia	sofia	sofie	PROPN	N;DEF;FEM;SG
geng	geng	geng	geng	N;SG	
geng	bandele	geng	bandă	N;SG	N;DEF;FEM;PL
geng	bande	geng	bandă	N;SG	N;INDF;FEM;PL
nana	nana	nana	nană	PROPN	N;DEF;FEM;SG
nana	nanna	nana	nanna	PROPN	
meng	meng	meng	meng		N;INDF;MASC;SG
mengejutkan	surprinzătoare	menkejutkan	surprinzător	V;SG;ACT	ADJ;INDF;FEM
mengejutkan	surprinzator	menkejutkan	surprinzator	V;SG;ACT	ADJ;INDF;MASC;SG
mengejutkan	surprinzător	menkejutkan	surprinzător	V;SG;ACT	ADV
mengejutkan	soc	menkejutkan	soc	V;SG;ACT	N;INDF;MASC;SG
mengejutkan	șoc	menkejutkan	șoc	V;SG;ACT	N;INDF;MASC;SG
memutar	rotativă	menputar	rotativ	V;SG;ACT	ADJ;INDF;FEM;SG
memutar	redarea	menputar	redare	V;SG;ACT	N;DEF;FEM;SG
memutar	redare	menputar	redare	V;SG;ACT	N;INDF;FEM;SG
memutar	rotire	menputar	rotire	V;SG;ACT	N;INDF;FEM;SG
maps	harti	maps	harti	PROPN	N;INDF;FEM;PL
maps	hărți	maps	hartă	PROPN	N;INDF;FEM;PL
beracun	toxic	berracun	toxic	V;SG;ACT	ADJ;INDF;MASC;SG
beracun	toxică	berracun	toxic	V;SG;ACT	ADJ;INDF;FEM;SG
beracun	toxice	berracun	toxic	V;SG;ACT	ADJ;INDF;FEM;PL
beracun	otrăvitor	berracun	otrăvitor	V;SG;ACT	ADJ;INDF;MASC;SG
beracun	otrăvitoare	berracun	otrăvitor	V;SG;ACT	ADJ;INDF;FEM
joon	joon	joon	joon	PROPN	PROPN
kelainan	anomalii	kelainan	anomalie	N;SG	N;INDF;FEM;PL
kiev	kiev	kiev	kiev	PROPN	PROPN
kosta	costa	kosta	costa	PROPN	V;IND;SG;3;IPFV;FIN
kosta	kosta	kosta	kosta	PROPN	N;DEF;FEM;SG
diarahkan	dirijat	diarahkan	dirija	V;SG;PASS	ADJ;INDF;MASC;SG
diarahkan	regizat	diarahkan	regiza	V;SG;PASS	ADJ;INDF;MASC;SG
diarahkan	regia	diarahkan	regie	V;SG;PASS	N;DEF;FEM;SG
bibir	buze	bibir	buză	PROPN;SG	N;INDF;FEM;PL
bibir	buzele	bibir	buză	PROPN;SG	N;DEF;FEM;PL
bibir	buza	bibir	buză	PROPN;SG	N;DEF;FEM;SG
bibir	lip	bibir	lip	PROPN;SG	
bibir	buză	bibir	buză	PROPN;SG	N;INDF;FEM;SG
hamburg	hamburg	hamburg	hamburg	PROPN	PROPN
lada	ardei	lada	ardei	N;SG	
direbut	recucerit	direbut	recuceri	V;SG;PASS	ADJ;INDF;MASC;SG
direbut	capturat	direbut	capturat	V;SG;PASS	ADJ;INDF;MASC;SG
direbut	capturată	direbut	captura	V;SG;PASS	ADJ;INDF;FEM;SG
direbut	capturate	direbut	captura	V;SG;PASS	ADJ;INDF;FEM;PL
agnes	agnes	agnes	agnes	PROPN	PROPN
asyur	asiria	asyur	asiria	PROPN;SG	N;DEF;FEM;SG
ontario	ontario	ontario	ontario	PROPN	PROPN
saka	saka	saka	sakă	PROPN	
genetika	genetic	genetika	genetic	N;SG	ADJ;INDF;MASC;SG
genetika	genetică	genetika	genetic	N;SG	ADJ;INDF;FEM;SG
genetika	genetice	genetika	genetic	N;SG	ADJ;INDF;FEM;PL
genetika	genetică	genetika	genetic	N;SG	ADJ;INDF;FEM;SG
ricardo	ricardo	ricardo	ricardo	PROPN	PROPN
erwin	erwin	erwin	erwin	PROPN	PROPN
spanish	spaniola	spanish	spaniolă	PROPN	N;DEF;FEM;SG
spanish	spanioli	spanish	spaniol	PROPN	ADJ;INDF;MASC;PL
spanish	spaniolă	spanish	spaniolă	PROPN	N;INDF;FEM;SG
spanish	spaniol	spanish	spaniol	PROPN	ADJ;INDF;MASC;SG
dec	dec	dec	dec		N;INDF;MASC
somerset	somerset	somerset	somerset	PROPN	PROPN
hugo	hugo	hugo	hugo	PROPN	PROPN
identifikasi	identifică	identifikasi	identifica	N;SG	V;IND;SG;3;PST;FIN
identifikasi	identifica	identifikasi	identifica	N;SG	V;IND;SG;3;IPFV;FIN
identifikasi	identificate	identifikasi	identificat	N;SG	ADJ;INDF;FEM;PL
identifikasi	identificat	identifikasi	identifica	N;SG	ADJ;INDF;MASC;SG
identifikasi	identificată	identifikasi	identifica	N;SG	ADJ;INDF;FEM;SG
sahara	sahara	sahara	sahara	PROPN;SG	PROPN
rhin	rhin	rhin	rhin	PROPN	N;INDF;MASC;SG
watanabe	watanabe	watanabe	watanabe	PROPN	PROPN
dilatih	antrenat	dilatih	antrenat	V;SG;PASS	ADJ;INDF;MASC;SG
dilatih	dresat	dilatih	dresa	V;SG;PASS	ADJ;INDF;MASC;SG
dilatih	instruit	dilatih	instruit	V;SG;PASS	ADJ;INDF;MASC;SG
dilatih	antrenată	dilatih	antrenat	V;SG;PASS	ADJ;INDF;FEM;SG
vintage	vintage	vintage	vintag	PROPN	
vintage	epocă	vintage	epocă	PROPN	N;INDF;FEM;SG
peti	lăzi	peti	lăzi	N;SG	N;INDF;FEM;PL
terintegrasi	integrate	terintegrasi	integra	V;SG;PASS	ADJ;INDF;FEM;PL
terintegrasi	integrat	terintegrasi	integrat	V;SG;PASS	ADJ;INDF;MASC;SG
terintegrasi	integrată	terintegrasi	integra	V;SG;PASS	ADJ;INDF;FEM;SG
lucas	lucas	lucas	lucas	PROPN	PROPN
beauty	frumusețe	beauty	frumusețe	PROPN	N;INDF;FEM;SG
beauty	frumusete	beauty	frumuset	PROPN	N;INDF;FEM;SG
beauty	frumusețea	beauty	frumusețe	PROPN	N;DEF;FEM;SG
kentang	cartofi	kentang	cartof	N;SG	N;INDF;MASC;PL
kentang	cartofii	kentang	cartof	N;SG	N;DEF;MASC;PL
kentang	cartofi	kentang	cartof	N;SG	N;INDF;MASC;PL
meletus	erupe	menletus	erupă	V;SG;ACT	
meletus	erupe	menletus	erupă	V;SG;ACT	
meeting	intalnire	meeting	intalnire	PROPN	N;INDF;FEM;SG
meeting	întâlnirea	meeting	întâlnire	PROPN	N;DEF;FEM;SG
meeting	întâlnire	meeting	întâlnire	PROPN	N;INDF;FEM;SG
madonna	madonna	madonna	madonna	PROPN	N;DEF;FEM;SG
chu	chu	chu	chu	PROPN	N;INDF;MASC;SG
lotus	lotus	lotus	lotus	PROPN	N;INDF;MASC;SG
warren	warren	warren	warren	PROPN	PROPN
dai	dai	dai	da	PROPN	V;IND;SG;2;PRS;FIN
jual	vând	jual	vinde	N;SG;ACT	V;IND;PL;3;PRS;FIN
jual	vinde	jual	vinde	N;SG;ACT	V;IND;SG;3;PRS;FIN
jual	vand	jual	vand	N;SG;ACT	
jual	vind	jual	vinde	N;SG;ACT	
jual	vând	jual	vinde	N;SG;ACT	V;IND;PL;3;PRS;FIN
jual	vind	jual	vinde	N;SG;ACT	
jual	vand	jual	vand	N;SG;ACT	
canggih	avansată	canggih	avansa	N;SG	ADJ;INDF;FEM;SG
canggih	avansate	canggih	avansat	N;SG	ADJ;INDF;FEM;PL
canggih	avansat	canggih	avansa	N;SG	ADJ;INDF;MASC;SG
canggih	sofisticate	canggih	sofistica	N;SG	ADJ;INDF;FEM;PL
canggih	sofisticat	canggih	sofistica	N;SG	ADJ;INDF;MASC;SG
canggih	sofisticată	canggih	sofistica	N;SG	ADJ;INDF;FEM;SG
sierra	sierra	sierra	sierră	PROPN	PROPN
led	leduri	led	ledură	PROPN	N;INDF;FEM;PL
mao	mao	mao	mao		PROPN
haiti	haiti	haiti	haiti	N	PROPN
resi	rishi	resi	rishi	PROPN	
resi	primire	resi	primire	PROPN	N;INDF;FEM;SG
resi	primirea	resi	primire	PROPN	N;DEF;FEM;SG
olivia	olivia	olivia	olivie	PROPN	N;DEF;FEM;SG
pre	pre	pre	pre	PROPN	
somalia	somalia	somalia	somalie	PROPN	N;DEF;FEM;SG
somalia	somaleze	somalia	somala	PROPN	V;IND;SG;3;PRS;FIN
hasyim	hashim	hasyim	hashim	PROPN	
olympic	olimpice	olympic	olimpic	PROPN	ADJ;INDF;FEM;PL
olympic	olimpic	olympic	olimpic	PROPN	ADJ;INDF;MASC;SG
olympic	olympic	olympic	olympic	PROPN	PROPN
dialihkan	deviat	dialihkan	devia	V;SG;PASS	ADJ;INDF;MASC;SG
ragu	îndoielnic	ragu	îndoielnic	ADJ;SG	ADV
ragu	ezita	ragu	ezita	ADJ;SG	V;IND;SG;3;IPFV;FIN
ragu	îndoiala	ragu	îndoială	ADJ;SG	N;DEF;FEM;SG
ragu	îndoială	ragu	îndoială	ADJ;SG	N;INDF;FEM;SG
ragu	dubii	ragu	dubiu	ADJ;SG	N;INDF;FEM;PL
ragu	îndoieli	ragu	îndoieli	ADJ;SG	N;INDF;FEM;PL
ragu	îndoielile	ragu	îndoieală	ADJ;SG	N;DEF;FEM;PL
menghargai	apreciem	menhargai	aprecie	V;SG;ACT	V;IND;PL;1;PRS;FIN
orkestra	orchestre	orkestra	orchestru	N;SG	N;INDF;FEM;PL
suriname	surinam	suriname	surina	N	PROPN
audi	audi	audi	audi	PROPN	N;INDF;MASC
ang	ang	ang	ang	PROPN	N;INDF;MASC;SG
kapel	chapel	kapel	chapel	N	PROPN
baghdad	bagdad	baghdad	bagdad	PROPN	N;INDF;MASC;SG
bae	bae	bae	bane	PROPN	N;INDF;MASC;SG
driver	sofer	driver	sofer	PROPN	N;INDF;MASC;SG
