ψωμί	pães	ψωμί	pão	N;NOM;NEUT;SG	N;MASC;PL
πρόδρομος	precursores	πρόδρομος	precursor	N;NOM;MASC;SG	N;MASC;PL
παπαδημητρίου	papadimitriou	παπαδημήτριος	papadimitriar	PROPN;NOM;MASC;SG	V;IND;SG;3;PST;FIN
μαρόκου	marrocos	μάροκος	marroco		N;MASC;SG
φόρμα	formar	φόρμα	formar	N;ACC;FEM;SG	V;NFIN
έζησαν	viveu	χάνω	viver	V;PFV;IND;PL;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
έζησαν	vivi	χάνω	viver	V;PFV;IND;PL;3;PST;FIN;ACT	V;IND;SG;1;PST;FIN
έζησαν	morava	χάνω	morar	V;PFV;IND;PL;3;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
έζησαν	vivia	χάνω	viver	V;PFV;IND;PL;3;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
έζησαν	vivido	χάνω	viver	V;PFV;IND;PL;3;PST;FIN;ACT	V;MASC;SG;V.PTCP
έλλη	ellie	έλλος	ellie	PROPN;NOM;FEM;SG	N;FEM;SG
έλλη	elli	έλλος	elli	PROPN;NOM;FEM;SG	N;MASC;SG
μιανμάρ	birmânia	μιανμάρ	birmânia		N;FEM;SG
μιανμάρ	myanmar	μιανμάρ	myanmar		N;MASC;SG
μιανμάρ	mianmar	μιανμάρ	mianmar		N;MASC;SG
προσφέρεται	ofereceu	προσφέρω	oferecer	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;SG;3;PST;FIN
προσφέρεται	oferecidos	προσφέρω	oferecer	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;PL;V.PTCP
κλειστή	fechou	κλειστής	fechar	ADJ;NOM;FEM;SG	V;IND;SG;3;PST;FIN
κλειστή	fechado	κλειστής	fechar	ADJ;NOM;FEM;SG	V;MASC;SG;V.PTCP
κλειστή	fechada	κλειστής	fechar	ADJ;NOM;FEM;SG	V;FEM;SG;V.PTCP
κλειστή	fechados	κλειστής	fechar	ADJ;NOM;FEM;SG	V;MASC;PL;V.PTCP
εκτόξευση	lançando	εκτόξευση	lançar	N;ACC;FEM;SG	V;V.MSDR
εκτόξευση	lançar	εκτόξευση	lançar	N;ACC;FEM;SG	V;NFIN
ταϊλάνδη	tailândia	ταϊλάνδη	tailândia		N;FEM;SG
ρόδος	rhodes	ρόδος	rhode	PROPN;NOM;FEM;SG	N;MASC;SG
ρόδος	rodes	ρόδος	rode	PROPN;NOM;FEM;SG	N;MASC;PL
εκτελέσει	execute	εκτελώ	executar	V;PFV;IND;SG;3;FIN;ACT	V;SBJV;SG;3;PRS;FIN
εκτελέσει	executem	εκτελώ	executar	V;PFV;IND;SG;3;FIN;ACT	V;SBJV;PL;3;PRS;FIN
αιχμάλωτοι	cativos	αιχμάλωτος	cativo	ADJ;NOM;MASC;PL	N;MASC;PL
αιχμάλωτοι	cativas	αιχμάλωτος	cativa	ADJ;NOM;MASC;PL	N;MASC;PL
αιχμάλωτοι	prisioneiras	αιχμάλωτος	prisioneiro	ADJ;NOM;MASC;PL	N;FEM;PL
αιχμάλωτοι	presos	αιχμάλωτος	preso	ADJ;NOM;MASC;PL	N;MASC;PL
αιχμάλωτοι	prisioneiros	αιχμάλωτος	prisioneiro	ADJ;NOM;MASC;PL	N;MASC;PL
χάμιλτον	hamilton	χάμιλτον	hamilton	PROPN;NOM;FEM;SG	N;MASC;SG
όμηρο	reféns	όμηρος	refém	N;ACC;MASC;SG	N;MASC;PL
γυαλί	vidros	γυαλί	vidro	N;NOM;NEUT;SG	N;MASC;PL
κάτοικος	residente	κάτοικος	residente	N;NOM;MASC;SG	ADJ;MASC;SG
κάτοικος	residentes	κάτοικος	residente	N;NOM;MASC;SG	N;MASC;PL
ουδέτερη	neutral	ούδετερος	neutral	ADJ;NOM;FEM;SG	N;MASC;SG
ουδέτερη	neutralidade	ούδετερος	neutralidade	ADJ;NOM;FEM;SG	N;FEM;SG
ουδέτερη	neutros	ούδετερος	neutro	ADJ;NOM;FEM;SG	N;MASC;PL
ευγενής	noble	ευγενής	noble	ADJ;NOM;MASC;SG	N;MASC;SG
ευγενής	nobres	ευγενής	nobre	ADJ;NOM;MASC;SG	N;MASC;PL
ευγενής	nobre	ευγενής	nobre	ADJ;NOM;MASC;SG	N;MASC;SG
τιμόρ	timor	τιμόρ	timor		N;MASC;SG
ορυχεία	mineira	ορυχεία	mineira	N;NOM;NEUT;PL	N;FEM;SG
ορυχεία	mineração	ορυχεία	mineração	N;NOM;NEUT;PL	N;FEM;SG
παράθεση	citar	παράθεση	citar	N;NOM;FEM;SG	V;NFIN
ράιτ	wright	ράιτ	wright		N;MASC;SG
κλασσική	clássica	κλασσικός	clássico	ADJ;NOM;FEM;SG	N;FEM;SG
κλασσική	clássicos	κλασσικός	clássico	ADJ;NOM;FEM;SG	N;MASC;PL
κλασσική	clássicas	κλασσικός	clássico	ADJ;NOM;FEM;SG	N;FEM;PL
κλασσική	clássico	κλασσικός	clássico	ADJ;NOM;FEM;SG	N;MASC;SG
επιδημία	epidemias	επιδημία	epidemia	N;NOM;FEM;SG	N;FEM;PL
πρωσία	prússia	πρωσία	prússia	PROPN;ACC;FEM;SG	N;FEM;SG
σέρρες	serres	σέρρα	serres	PROPN;NOM;FEM;PL	PROPN;MASC;SG
αμφιβολία	duvido	αμφιβολία	duvido	N;NOM;FEM;SG	V;IND;SG;1;PRS;FIN
αμφιβολία	dúvidas	αμφιβολία	dúvida	N;NOM;FEM;SG	N;FEM;PL
αμφιβολία	duvidas	αμφιβολία	duvida	N;NOM;FEM;SG	N;FEM;PL
μπενίν	benim	μπενίν	benim		N;MASC;SG
μπενίν	benin	μπενίν	benin		N;MASC;SG
μέλισσα	abelhas	μέλισσα	abelho	N;NOM;FEM;SG	N;FEM;PL
πορτογαλική	portugueses	πορτογαλικός	português	ADJ;NOM;FEM;SG	N;MASC;PL
πορτογαλική	portugues	πορτογαλικός	portugue	ADJ;NOM;FEM;SG	N;MASC;SG
πορτογαλική	português	πορτογαλικός	português	ADJ;NOM;FEM;SG	N;MASC;SG
πορτογαλική	portuguesa	πορτογαλικός	portuguesa	ADJ;NOM;FEM;SG	N;FEM;SG
στέφαν	estêvão	στέφαν	estêvão		N;MASC;SG
στέφαν	stefan	στέφαν	stefan		N;MASC;SG
στέφαν	stephan	στέφαν	stephan		N;MASC;SG
ινδονησίας	indonésios	ινδονησία	indonésio	PROPN;GEN;FEM;SG	N;MASC;PL
ινδονησίας	indonésio	ινδονησία	indonésio	PROPN;GEN;FEM;SG	N;MASC;SG
ινδονησίας	indonésia	ινδονησία	indonésio	PROPN;GEN;FEM;SG	N;MASC;SG
ινδονησίας	indonésia	ινδονησία	indonésio	PROPN;GEN;FEM;SG	N;MASC;SG
κινηματογράφους	cinemas	κινηματογράφος	cinema	N;ACC;MASC;PL	N;MASC;SG
κάμπελ	campbell	κάμπελ	campbell		N;MASC;SG
χρονος	hora	χρονος	hora	DET;NOM;DEF;MASC;SG	N;FEM;SG
χρονος	horário	χρονος	horário	DET;NOM;DEF;MASC;SG	N;MASC;SG
χρονος	tempo	χρονος	tempo	DET;NOM;DEF;MASC;SG	N;MASC;SG
χρονος	time	χρονος	time	DET;NOM;DEF;MASC;SG	N;MASC;SG
σουηδικά	suecos	σουηδικά	sueco	ADV	N;MASC;PL
σουηδικά	sueco	σουηδικά	sueco	ADV	N;MASC;SG
σουηδικά	sueca	σουηδικά	suecar	ADV	N;FEM;SG
παν	panela	παν	panela		N;FEM;SG
παν	frigideira	παν	frigideira		N;FEM;SG
παν	pan	παν	pan		N;MASC;SG
παν	pã	παν	pã		N;MASC;SG
πες	say	πες	say	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;MASC;SG
πες	digam	πες	dizer	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;SBJV;PL;3;PRS;FIN
πες	diga	πες	dizer	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;SBJV;SG;3;PRS;FIN
πες	diz	πες	dizer	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
πες	conte	πες	conte	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;SBJV;SG;3;PRS;FIN
πες	diz	πες	dizer	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
πες	diga	πες	dizer	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;SBJV;SG;3;PRS;FIN
προγραμματισμός	agendar	προγραμματισμός	agendar	N;NOM;MASC;SG	V;NFIN
έβερτον	everton	έβερτον	everton		N;MASC;SG
κάρτερ	carter	κάρτερ	carter	PROPN;NOM;MASC;SG	N;MASC;SG
κάρτερ	cárter	κάρτερ	cárter	PROPN;NOM;MASC;SG	N;MASC;SG
μπιν	bin	μπιν	bin		N;MASC;SG
μπιν	feijão	μπιν	feijão		N;MASC;SG
μπιν	bean	μπιν	bean		N;MASC;SG
κίνητρα	motivação	κίνητρο	motivação	N;NOM;NEUT;PL	N;FEM;SG
κίνητρα	incentivo	κίνητρο	incentivo	N;NOM;NEUT;PL	N;MASC;SG
ολοκληρωμένο	integrados	ολοκληρώνω	integrar	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;MASC;PL;V.PTCP
ολοκληρωμένο	integradas	ολοκληρώνω	integrar	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;FEM;PL;V.PTCP
νύχτες	nights	νύχτης	night	N;NOM;FEM;PL	N;MASC;SG
ανακωχή	tréguas	ανακωχή	trégua	N;ACC;FEM;SG	N;FEM;PL
δέσποινα	despina	δέσποινα	despinar	PROPN;NOM;FEM;SG	N;MASC;SG
ψηφιακά	digitais	ψηφιακά	digital	ADV	N;MASC;PL
ψηφιακά	digital	ψηφιακά	digital	ADV	N;MASC;SG
νέλσον	nelson	νέλσον	nelson		N;MASC;SG
κλήση	chamada	κλήση	chamar	N;NOM;FEM;SG	V;FEM;SG;V.PTCP
κλήση	ligar	κλήση	ligar	N;NOM;FEM;SG	V;NFIN
κλήση	ligue	κλήση	ligar	N;NOM;FEM;SG	V;SBJV;SG;3;PRS;FIN
κλήση	chama	κλήση	chamar	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
κλήση	chamar	κλήση	chamar	N;NOM;FEM;SG	V;NFIN
κλήση	chamando	κλήση	chamar	N;NOM;FEM;SG	V;V.MSDR
κλήση	ligando	κλήση	ligar	N;NOM;FEM;SG	V;V.MSDR
παντρεμένη	casada	παντρένω	casado	V;PFV;NOM;FEM;SG;V.PTCP;PASS	N;FEM;SG
παντρεμένη	casado	παντρένω	casado	V;PFV;NOM;FEM;SG;V.PTCP;PASS	N;MASC;SG
παντρεμένη	casados	παντρένω	casado	V;PFV;NOM;FEM;SG;V.PTCP;PASS	N;MASC;PL
σχεδιασμένο	concebidos	σχεδιάζω	conceber	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;MASC;PL;V.PTCP
δαπάνες	despesa	δαπάνη	despesa	N;NOM;FEM;PL	N;FEM;SG
μπαχρέιν	barém	μπαχρέιν	barém		N;MASC;SG
μπαχρέιν	bahrein	μπαχρέιν	bahrein		N;MASC;SG
δίδασκε	ensinei	διδίνκω	ensinir	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;1;PST;FIN
δίδασκε	ensinados	διδίνκω	ensinar	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;PL;V.PTCP
έτοιμος	preparados	έτοιμος	preparar	ADJ;NOM;MASC;SG	V;MASC;PL;V.PTCP
έτοιμος	prontos	έτοιμος	pronto	ADJ;NOM;MASC;SG	ADJ;MASC;PL
έτοιμος	preparado	έτοιμος	preparar	ADJ;NOM;MASC;SG	V;MASC;SG;V.PTCP
επικίνδυνο	perigosos	επικίνδυνος	perigoso	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
επικίνδυνο	perigosas	επικίνδυνος	perigoso	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
επικίνδυνο	perigosos	επικίνδυνος	perigoso	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
υπέφερε	sofreram	υποφέρω	sofrer	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;PL;3;FIN
υπέφερε	sofria	υποφέρω	sofrer	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
επιπλοκές	complicação	επιπλοκή	complicação	N;NOM;FEM;PL	N;FEM;SG
ντεπορτίβο	deportivo	ντεπορτίβος	deportivo		N;MASC;SG
έβδομο	sétima	έβδομος	sétimo	NUM;NOM;NEUT;SG	ADJ;FEM;SG
έβδομο	seventh	έβδομος	seventh	NUM;NOM;NEUT;SG	N;MASC;SG
έβδομο	sétimo	έβδομος	sétimo	NUM;NOM;NEUT;SG	ADJ;MASC;SG
οκλαχόμα	oklahoma	οκλαχόμα	oklahoma	PROPN;NOM;FEM;SG	N;MASC;SG
ενεργός	ativos	ενεργός	ativo	ADJ;NOM;MASC;SG	N;MASC;PL
αδύνατη	impossíveis	αδύνατος	impossível	ADJ;NOM;FEM;SG	ADJ;MASC;PL
αερολιμένας	aeroporto	αερολιμένος	aeroporto	ADJ;NOM;MASC;SG	N;MASC;SG
σεξ	sex	σεξ	sexta-feira		N;MASC;SG
σεξ	sexo	σεξ	sexo		N;MASC;SG
εχθρός	inimigas	εχθρός	inimiga	N;NOM;MASC;SG	N;FEM;PL
εχθρός	inimigos	εχθρός	inimigo	N;NOM;MASC;SG	N;MASC;PL
νεολιθική	neolítico	νεολιθικός	neolítico	ADJ;NOM;FEM;SG	N;MASC;SG
γκαμπόν	gabão	γκαμπόν	gabão	PROPN;NOM;MASC;SG	N;MASC;SG
γκαμπόν	gabão	γκαμπόν	gabão	PROPN;NOM;MASC;SG	N;MASC;SG
γκαμπόν	gabonesa	γκαμπόν	gabonesa	PROPN;NOM;MASC;SG	N;FEM;SG
πρόοδος	progressos	πρόοδος	progresso	N;NOM;FEM;SG	N;MASC;PL
συγγνώμη	desculpe	συγγνώμη	desculpar	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
μικτή	mista	μικτός	misturar	ADJ;NOM;FEM;SG	V;FEM;SG;V.PTCP
μικτή	misturados	μικτός	misturar	ADJ;NOM;FEM;SG	V;MASC;PL;V.PTCP
μικτή	misturado	μικτός	misturar	ADJ;NOM;FEM;SG	V;MASC;SG;V.PTCP
μικτή	misto	μικτός	misto	ADJ;NOM;FEM;SG	V;MASC;SG;V.PTCP
μελά	mela	μελώ	mela	PROPN;NOM;MASC;SG	N;MASC;SG
γκόγια	goya	γκόγιος	goya	N;NOM;NEUT;PL	N;MASC;SG
κανονισμούς	regulamentação	κανονισμός	regulamentação	N;ACC;MASC;PL	N;FEM;SG
αναστολή	suspender	αναστολή	suspender	N;ACC;FEM;SG	V;NFIN
αναστολή	suspensa	αναστολή	suspender	N;ACC;FEM;SG	V;FEM;SG;V.PTCP
αναστολή	suspensos	αναστολή	suspender	N;ACC;FEM;SG	V;MASC;PL;V.PTCP
αναστολή	suspenso	αναστολή	suspender	N;ACC;FEM;SG	V;MASC;SG;V.PTCP
διέκοψε	interrompidos	διακόπτω	interromper	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;PL;V.PTCP
αμυντική	defensiva	αμυντικός	defensivo	ADJ;NOM;FEM;SG	N;FEM;SG
αμυντική	defensivos	αμυντικός	defensivo	ADJ;NOM;FEM;SG	N;MASC;PL
κίνητρο	incentivos	κίνητρο	incentivo	N;ACC;NEUT;SG	N;MASC;PL
χάρολντ	harold	χάρολντ	harold	PROPN;NOM;MASC;SG	N;MASC;SG
χάρολντ	haroldo	χάρολντ	haroldo	PROPN;NOM;MASC;SG	N;MASC;SG
απέδωσε	atribuídos	αποδίδω	atribuir	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;PL;V.PTCP
απέδωσε	atribuídas	αποδίδω	atribuir	V;PFV;IND;SG;3;PST;FIN;ACT	V;FEM;PL;V.PTCP
βουδαπέστη	budapeste	βουδαπίστομαι	budapeste	PROPN;NOM;FEM;SG	N;MASC;SG
ανταρκτική	antártica	ανταρκτικός	antártico	ADJ;NOM;FEM;SG	N;FEM;SG
ανταρκτική	antártida	ανταρκτικός	antártido	ADJ;NOM;FEM;SG	N;FEM;SG
ανταρκτική	antártico	ανταρκτικός	antártico	ADJ;NOM;FEM;SG	N;MASC;SG
ανταρκτική	antárctica	ανταρκτικός	antárctico	ADJ;NOM;FEM;SG	N;FEM;SG
ανταρκτική	antárctida	ανταρκτικός	antárctido	ADJ;NOM;FEM;SG	N;FEM;SG
ανταρκτική	antártica	ανταρκτικός	antártico	ADJ;NOM;FEM;SG	N;FEM;SG
ανταρκτική	antártida	ανταρκτικός	antártido	ADJ;NOM;FEM;SG	N;FEM;SG
ανταρκτική	antárctica	ανταρκτικός	antárctico	ADJ;NOM;FEM;SG	N;FEM;SG
ανταρκτική	antárctida	ανταρκτικός	antárctido	ADJ;NOM;FEM;SG	N;FEM;SG
ορλεάνης	orleans	ορλεάνη	orleans	PROPN;GEN;FEM;SG	N;MASC;SG
ορλεάνης	orléans	ορλεάνη	orléan	PROPN;GEN;FEM;SG	N;FEM;SG
ορλεάνης	orleães	ορλεάνη	orleão	PROPN;GEN;FEM;SG	N;FEM;SG
πινακίδες	sinalização	πινακίδα	sinalização	N;NOM;FEM;PL	N;FEM;SG
γκλεν	glen	γκλεν	glen		N;MASC;SG
γκλεν	glenn	γκλεν	glenn		N;MASC;SG
μονάρχης	monarcas	μονάρχης	monarca	N;NOM;MASC;SG	N;MASC;PL
δούλευε	trabalhava	δούλεύω	trabalhar	V;IPFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
δούλευε	trabalhadas	δούλεύω	trabalhar	V;IPFV;IND;SG;3;PST;FIN;ACT	V;FEM;PL;V.PTCP
δούλευε	trabalhados	δούλεύω	trabalhar	V;IPFV;IND;SG;3;PST;FIN;ACT	V;MASC;PL;V.PTCP
μελωδία	melodias	μελωδία	melodia	N;NOM;FEM;SG	N;FEM;PL
μελωδία	sintonizar	μελωδία	sintonizar	N;NOM;FEM;SG	V;NFIN
τοιχογραφία	frescos	τοιχογραφία	fresco	N;NOM;FEM;SG	N;MASC;PL
τοιχογραφία	afrescos	τοιχογραφία	afresco	N;NOM;FEM;SG	N;MASC;PL
γλωσσική	linguística	γλωσσικός	linguística	ADJ;NOM;FEM;SG	N;FEM;SG
τιμά	honras	τιμά	honra	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
ουρανός	ceu	ουρανός	ceu	ADJ;NOM;MASC;SG	N;MASC;SG
ουρανός	sky	ουρανός	sky	ADJ;NOM;MASC;SG	N;MASC;SG
ουρανός	céu	ουρανός	céu	ADJ;NOM;MASC;SG	N;MASC;SG
ουρανός	céus	ουρανός	céu	ADJ;NOM;MASC;SG	N;MASC;PL
μειώσει	reduza	μειώνω	reduzir	V;PFV;IND;SG;3;FIN;ACT	V;SBJV;SG;3;PRS;FIN
μόλυνση	infecções	μόλυνση	infecção	N;NOM;FEM;SG	N;FEM;PL
ιατρικό	médica	ιατρικός	médico	ADJ;NOM;NEUT;SG	N;FEM;SG
ιατρικό	medico	ιατρικός	medico	ADJ;NOM;NEUT;SG	N;MASC;SG
ιατρικό	medicina	ιατρικός	medicina	ADJ;NOM;NEUT;SG	N;FEM;SG
ιατρικό	médicos	ιατρικός	médico	ADJ;NOM;NEUT;SG	N;MASC;PL
μπουρούντι	burundi	μπουρούντι	burundi	PROPN;NOM;NEUT;SG	N;MASC;SG
ταυτόχρονη	concorrente	ταυτόχρονος	concorrente	ADJ;NOM;FEM;SG	N;MASC;SG
ταυτόχρονη	concomitante	ταυτόχρονος	concomitante	ADJ;NOM;FEM;SG	N;MASC;SG
ταυτόχρονη	simultâneas	ταυτόχρονος	simultâneo	ADJ;NOM;FEM;SG	ADJ;FEM;PL
ταυτόχρονη	simultâneos	ταυτόχρονος	simultâneo	ADJ;NOM;FEM;SG	ADJ;MASC;PL
τυχαίο	aleatoriedade	τυχαίος	aleatoriedade	ADJ;NOM;NEUT;SG	N;FEM;SG
τυχαίο	aleatoriamente	τυχαίος	aleatoriamente	ADJ;NOM;NEUT;SG	ADV
τυχαίο	random	τυχαίος	randar	ADJ;NOM;NEUT;SG	N;MASC;SG
τυχαίο	aleatório	τυχαίος	aleatório	ADJ;NOM;NEUT;SG	N;MASC;SG
τυχαίο	aleatórios	τυχαίος	aleatório	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
τυχαίο	acidentais	τυχαίος	acidental	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
λεωνίδα	leonidas	λεωνίδα	leonida	N;VOC;MASC;SG	N;FEM;PL
μαλάουι	malawi	μαλάμαι	malawi	PROPN;NOM;NEUT;SG	N;MASC;SG
επιθετική	agressividade	επιθετικός	agressividade	ADJ;NOM;FEM;SG	N;FEM;SG
επιθετική	agressivas	επιθετικός	agressivo	ADJ;NOM;FEM;SG	ADJ;FEM;PL
επιθετική	agressivos	επιθετικός	agressivo	ADJ;NOM;FEM;SG	ADJ;MASC;PL
σιδηροδρόμων	ferrovia	σιδηρόδρομα	ferrovia	N;GEN;MASC;PL	N;FEM;SG
σιδηροδρόμων	ferroviária	σιδηρόδρομα	ferroviário	N;GEN;MASC;PL	N;FEM;SG
αφρικανική	africana	αφρικάνικος	africano	ADJ;NOM;FEM;SG	N;FEM;SG
αφρικανική	africanos	αφρικάνικος	africano	ADJ;NOM;FEM;SG	N;MASC;PL
αφρικανική	africano	αφρικάνικος	africano	ADJ;NOM;FEM;SG	N;MASC;SG
μπάρτον	burton	μπάρτον	burton		N;MASC;SG
μπάρτον	barton	μπάρτον	barton		N;MASC;SG
έντι	eddie	έντι	eddie		N;MASC;SG
έντι	eddy	έντι	eddy		N;MASC;SG
έντι	eddy	έντι	eddy		N;MASC;SG
τραπεζούντας	trebizonda	τραπεζωύν	trebizondar	V;IPFV;V.CVB;ACT	N;MASC;SG
μπουρκίνα	burkina	μπουρκίνα	burkina	PROPN;NOM;FEM;SG	N;MASC;SG
φάσο	faso	φάσο	faso		V;IND;SG;1;PRS;FIN
ελίτ	elites	ελίτ	elite	N;NOM;FEM;SG	N;FEM;PL
ναυτικός	marinheiro	ναυτικός	marinheiro	ADJ;NOM;MASC;SG	N;MASC;SG
ναυτικός	sailor	ναυτικός	sailor	ADJ;NOM;MASC;SG	N;MASC;SG
ναυτικός	marujo	ναυτικός	marujo	ADJ;NOM;MASC;SG	N;MASC;SG
ναυτικός	marinheiro	ναυτικός	marinheiro	ADJ;NOM;MASC;SG	N;MASC;SG
ναυτικός	náutico	ναυτικός	náutico	ADJ;NOM;MASC;SG	N;MASC;SG
ναυτικός	mariner	ναυτικός	mariner	ADJ;NOM;MASC;SG	N;MASC;SG
ναυτικός	marinheiro	ναυτικός	marinheiro	ADJ;NOM;MASC;SG	N;MASC;SG
τζέρσεϊ	jersey	τζέρω	jersey		N;MASC;SG
ιερή	sagrado	ιερός	sagrado	ADJ;NOM;FEM;SG	N;MASC;SG
ιερή	sagrados	ιερός	sagrado	ADJ;NOM;FEM;SG	N;MASC;PL
ιερή	sagrada	ιερός	sagrada	ADJ;NOM;FEM;SG	N;FEM;SG
μις	saudades	μιος	saudade		N;FEM;PL
μις	menina	μιος	menina		N;FEM;SG
μις	saudade	μιος	saudade		N;FEM;SG
μορφοποίησης	formatar	μορφοποίηση	formatar	N;GEN;FEM;SG	V;NFIN
μαχητικό	lutador	μαχητικός	lutador	ADJ;NOM;NEUT;SG	N;MASC;SG
μαχητικό	combatente	μαχητικός	combatente	ADJ;NOM;NEUT;SG	N;MASC;SG
μαχητικό	lutadora	μαχητικός	lutadora	ADJ;NOM;NEUT;SG	N;FEM;SG
μαχητικό	fighter	μαχητικός	fighter	ADJ;NOM;NEUT;SG	N;MASC;SG
πάμπλο	pablo	πάμπλο	pablo		N;MASC;SG
ανδρόνικος	andrônico	ανδρόνικος	andrônico	ADJ;NOM;MASC;SG	N;MASC;SG
σαντ	areia	σαντ	areiar		N;FEM;SG
σαντ	sant	σαντ	sant		N;MASC;SG
σαντ	shad	σαντ	shad		N;FEM;SG
τοπικός	locais	τοπικός	local	ADJ;NOM;MASC;SG	N;MASC;PL
τοπικός	local	τοπικός	local	ADJ;NOM;MASC;SG	N;MASC;SG
προτιμούν	prefere	προτιμώ	preferir	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
προτιμούν	prefiro	προτιμώ	preferir	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;IND;SG;1;PRS;FIN
προτιμούν	prefira	προτιμώ	preferir	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;SBJV;SG;3;PRS;FIN
προκλήθηκε	causados	προκαλώ	causar	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;V.PTCP
βίαια	violento	βίαιο	violento	ADV	ADJ;MASC;SG
βίαια	violentas	βίαιο	violento	ADV	ADJ;FEM;PL
βίαια	violentos	βίαιο	violento	ADV	N;MASC;PL
βίαια	violenta	βίαιο	violento	ADV	ADJ;FEM;SG
επηρεάζεται	influenciou	επηρεάζω	influenciar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;SG;3;PST;FIN
επηρεάζεται	influenciados	επηρεάζω	influenciar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;PL;V.PTCP
επηρεάζεται	afetadas	επηρεάζω	afetar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;PL;V.PTCP
επηρεάζεται	afectados	επηρεάζω	afectar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;PL;V.PTCP
επηρεάζεται	afetados	επηρεάζω	afetar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;PL;V.PTCP
συγκριτικά	comparativos	συγκριτικά	comparativo	ADV	N;MASC;PL
συγκριτικά	comparativo	συγκριτικά	comparativo	ADV	N;MASC;SG
συγκριτικά	comparativa	συγκριτικά	comparativa	ADV	N;FEM;SG
πρώιμο	prematura	πρώιμο	prematuro	ADJ;NOM;NEUT;SG	N;FEM;SG
πρώιμο	prematuro	πρώιμο	prematuro	ADJ;NOM;NEUT;SG	N;MASC;SG
πρώιμο	prematuros	πρώιμο	prematuro	ADJ;NOM;NEUT;SG	N;MASC;PL
εντέρου	intestinos	έντερος	intestino	N;GEN;NEUT;SG	N;MASC;PL
νιγηρίας	nigeriano	νιγηρία	nigeriano	PROPN;GEN;FEM;SG	N;MASC;SG
νιγηρίας	nigéria	νιγηρία	nigéria	PROPN;GEN;FEM;SG	N;FEM;SG
νιγηρίας	nigerianos	νιγηρία	nigeriano	PROPN;GEN;FEM;SG	N;MASC;PL
νιγηρίας	nigéria	νιγηρία	nigéria	PROPN;GEN;FEM;SG	N;FEM;SG
λάζαρος	lázaro	λάζαρος	lázaro	PROPN;NOM;MASC;SG	N;MASC;SG
λάζαρος	lazarus	λάζαρος	lazar	PROPN;NOM;MASC;SG	N;MASC;SG
ζωές	lives	ζωή	live	N;NOM;FEM;PL	N;MASC;SG
ζωές	mora	ζωή	morar	N;NOM;FEM;PL	V;IND;SG;3;PRS;FIN
ζωές	vive	ζωή	viver	N;NOM;FEM;PL	V;IND;SG;3;PRS;FIN
σημάδι	assine	σημάδι	assine	N;NOM;NEUT;SG	INTJ
σημάδι	assina	σημάδι	assinar	N;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
σημάδι	assinar	σημάδι	assinar	N;NOM;NEUT;SG	V;NFIN
μοριακό	moleculares	μοριακός	molecular	ADJ;NOM;NEUT;SG	N;MASC;PL
