pietro	pietro	pietro	pietro	PROPN;NOM;SG	N;MASC;SG
tiettyjen	ciertas	tietty	cierto	ADJ;GEN;PL	PRO;FEM;PL
kulutus	consumos	kulutus	consumo	N;NOM;SG	N;MASC;PL
ski	esquiar	ski	esquiar	PROPN;NOM;SG	V;NFIN
ski	esqui	ski	esqui	PROPN;NOM;SG	N;MASC;SG
ski	ski	ski	ski	PROPN;NOM;SG	N;MASC
ski	esquí	ski	esquí	PROPN;NOM;SG	N;MASC;SG
ihme	milagrosa	ihme	milagroso	N;NOM;SG	ADJ;FEM;SG
ihme	milagros	ihme	milagro	N;NOM;SG	N;MASC;PL
sega	sega	sega	sega	PROPN;NOM;SG	N;MASC;SG
jimi	jimi	jimi	jimi	PROPN;NOM;SG	N;SG
lasku	declinar	lasku	declinar	N;NOM;SG	V;NFIN
lasku	bill	lasku	bill	N;NOM;SG	PROPN
lasku	disminuir	lasku	disminuir	N;NOM;SG	V;NFIN
lasku	disminuye	lasku	disminuir	N;NOM;SG	V;IND;SG;3;PRS;FIN
lasku	aterrizando	lasku	aterrizar	N;NOM;SG	V;V.MSDR
lasku	aterrizar	lasku	aterrizar	N;NOM;SG	V;NFIN
lou	lou	lou	lou	PROPN;NOM;SG	PROPN
bach	bach	bach	bach	PROPN;NOM;SG	N;FEM;SG
kalastusta	pescar	kalastus	pescar	N;PRT;SG	V;NFIN
kalastusta	pescando	kalastus	pescar	N;PRT;SG	V;V.MSDR
lorenzo	lorenzo	lorenzo	lorenzo		N;MASC;SG
alexandra	alexandra	alexandra	alexandra	PROPN;NOM;SG	N;FEM;SG
alexandra	alejandra	alexandra	alejandra	PROPN;NOM;SG	N;FEM;SG
rikki	rota	rikki	rota	N;NOM;SG	ADJ;FEM;SG;V.PTCP
rikki	rotos	rikki	roto	N;NOM;SG	ADJ;MASC;PL;V.PTCP
rikki	roto	rikki	roto	N;NOM;SG	ADJ;MASC;SG;V.PTCP
rikki	quebrado	rikki	quebrado	N;NOM;SG	ADJ;MASC;SG;V.PTCP
rikki	rompió	rikki	romper	N;NOM;SG	V;IND;SG;3;PST;FIN
rikki	quebrada	rikki	quebrado	N;NOM;SG	ADJ;FEM;SG;V.PTCP
rikki	roto	rikki	roto	N;NOM;SG	ADJ;MASC;SG;V.PTCP
rikki	quebrado	rikki	quebrado	N;NOM;SG	ADJ;MASC;SG;V.PTCP
brooks	arroyos	brooks	arroyo	PROPN;NOM;SG	N;MASC;PL
brooks	brooks	brooks	brook	PROPN;NOM;SG	PROPN
thor	thor	thor	thor	PROPN;NOM;SG	N;MASC;SG
ranger	guardabosques	ranger	guardabosque	N;NOM;SG	N;MASC;PL
tiedemies	científico	tiede#mies	científico	N;NOM;SG	ADJ;MASC;SG
tiedemies	científica	tiede#mies	científico	N;NOM;SG	ADJ;FEM;SG
vartalo	corporal	vartalo	corporal	N;NOM;SG	ADJ;SG
vartalo	carrocería	vartalo	carrocería	N;NOM;SG	V;COND;SG;3;FIN
topi	toby	topi	toby	PROPN;NOM;SG	PROPN
topi	tod	topi	tod	PROPN;NOM;SG	
topi	topi	topi	topi	PROPN;NOM;SG	N;MASC;SG
isäntä	amo	isäntä	amar	N;NOM;SG	V;IND;SG;1;PRS;FIN
suostuu	consiente	suostua	consentir	V;IND;SG;3;PRS;FIN;ACT	V;SBJV;SG;3;PRS;FIN
laajuus	alcances	laajuus	alcanze	N;NOM;SG	N;MASC;PL
rainer	rainer	rainer	rainer	N;NOM;SG	PROPN
sokrates	sócrates	sokrates	sócrate	N;NOM;SG	PROPN
ilmainen	libres	ilmainen	libre	ADJ;NOM;SG	ADJ;PL
ilmainen	gratis	ilmainen	gratis	ADJ;NOM;SG	
ilmainen	free	ilmainen	freer	ADJ;NOM;SG	N
kapinallisten	rebelde	kapinallinen	rebelde	N;GEN;PL	ADJ;SG
palkkaa	alquiler	palkka	alquiler	N;PRT;SG	
palkkaa	contratar	palkka	contratar	N;PRT;SG	V;NFIN
palkkaa	contratando	palkka	contratar	N;PRT;SG	V;V.MSDR
palkkaa	contratar	palkka	contratar	N;PRT;SG	V;NFIN
palkkaa	contrataciones	palkka	contratación	N;PRT;SG	N;FEM;PL
säätää	ajuste	säätää	ajuste	V;SG;NFIN;ACT	N;MASC;SG
vastuuta	responsabilidades	vastuu	responsabilidad	N;PRT;SG	N;FEM;PL
kööpenhaminassa	copenhague	kööpen#hamina	copenhague	N;IN+ESS;SG	PROPN
viite	ref	viite	ref	N;NOM;SG	
viite	referí	viite	referir	N;NOM;SG	V;IND;SG;1;PST;FIN
huumeiden	fármaco	huume	fármaco	N;GEN;PL	N;MASC;SG
huumeiden	droga	huume	droga	N;GEN;PL	N;FEM;SG
huumeiden	medicamento	huume	medicamento	N;GEN;PL	N;MASC;SG
säädetty	promulgadas	säätää	promulgado	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;PL;V.PTCP
säädetty	promulgada	säätää	promulgado	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
säädetty	promulgado	säätää	promulgado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
saavutettu	alcanzada	saavuttaa	alcanzar	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
saavutettu	alcanzadas	saavuttaa	alcanzado	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;PL;V.PTCP
saavutettu	alcanzados	saavuttaa	alcanzado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
saavutettu	alcanzado	saavuttaa	alcanzado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
saavutettu	cumplida	saavuttaa	cumplidar	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
saavutettu	logrado	saavuttaa	logrado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
saavutettu	alcanzada	saavuttaa	alcanzar	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
saavutettu	alcanzados	saavuttaa	alcanzado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
saavutettu	logrado	saavuttaa	logrado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
saavutettu	alcanzado	saavuttaa	alcanzado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
#ei	#no	#ei	#no	N;NOM;SG	
#ei	#no	#ei	#no	N;NOM;SG	
ska	ska	ska	ska	PROPN;NOM;SG	N;MASC;SG
myönnetään	concedida	myöntää	concedido	V;IND;PRS;FIN;PASS	ADJ;FEM;SG;V.PTCP
myönnetään	concedidos	myöntää	concedido	V;IND;PRS;FIN;PASS	ADJ;MASC;PL;V.PTCP
myönnetään	otorgado	myöntää	otorgar	V;IND;PRS;FIN;PASS	ADJ;MASC;SG;V.PTCP
myönnetään	concedido	myöntää	concedido	V;IND;PRS;FIN;PASS	ADJ;MASC;SG;V.PTCP
tuotettu	producidos	tuottaa	producido	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
tuotettu	producido	tuottaa	producido	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
tuotettu	producida	tuottaa	producido	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
tuotettu	generadas	tuottaa	generado	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;PL;V.PTCP
tuotettu	generada	tuottaa	generado	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
tuotettu	generados	tuottaa	generado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
tuotettu	generado	tuottaa	generado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
dokumentin	documentales	dokumentti	documental	N;GEN;SG	N;MASC;PL
dokumentin	documental	dokumentti	documental	N;GEN;SG	ADJ;SG
pysyvän	standing	pysyvä	standing	ADJ;GEN;SG	
pysyvän	parados	pysyvä	parado	ADJ;GEN;SG	N;MASC;PL
pistää	aguijón	pistää	aguijón	V;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
pistää	sting	pistää	sting	V;IND;SG;3;PRS;FIN;ACT	N
pistää	picadura	pistää	picadura	V;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
ilmoitus	notificaciones	ilmoitus	notificación	N;NOM;SG	N;FEM;PL
notre	notre	notre	notre		N;FEM;SG
erin	erin	erin	erin	N;NOM;SG	PROPN
yksityisen	privados	yksityinen	privado	ADJ;GEN;SG	ADJ;MASC;PL;V.PTCP
yksityisen	privadas	yksityinen	privado	ADJ;GEN;SG	ADJ;FEM;PL;V.PTCP
lucy	lucía	lucy	lucir	PROPN;NOM;SG	V;IND;SG;3;IPFV;FIN
lucy	lucy	lucy	lucy	PROPN;NOM;SG	N;FEM;SG
uno	uno	uno	uno	N;NOM;SG	PRO;MASC;SG
akselin	ejes	akseli	eje	N;GEN;SG	N;MASC;PL
akselin	ejes	akseli	eje	N;GEN;SG	N;MASC;PL
venezuelan	venezolana	vene#zuela	venezolano	N;GEN;SG	ADJ;FEM;SG
venezuelan	venezolanos	vene#zuela	venezolano	N;GEN;SG	N;MASC;PL
keskeyttää	suspenda	keskeyttää	suspender	V;IND;SG;PRS;FIN;ACT	V;SBJV;SG;3;FIN
keskeyttää	interrumpa	keskeyttää	interrumpa	V;IND;SG;PRS;FIN;ACT	V;SBJV;SG;3;PRS;FIN
keskeyttää	interrupción	keskeyttää	interrupción	V;IND;SG;PRS;FIN;ACT	N;FEM;SG
keskeyttää	interrupciones	keskeyttää	interrupción	V;IND;SG;PRS;FIN;ACT	N;FEM;PL
erilliset	separada	erillinen	separado	ADJ;NOM;PL	ADJ;FEM;SG;V.PTCP
erilliset	separado	erillinen	separar	ADJ;NOM;PL	ADJ;MASC;SG;V.PTCP
erilliset	separar	erillinen	separar	ADJ;NOM;PL	V;NFIN
tulevaisuuteen	futura	tulevaisuus	futuro	N;IN+ALL;SG	ADJ;FEM;SG
mitata	medida	mitata	medida	V;SG;NFIN;ACT	N;FEM;SG
kesäkuu	june	kesäkuu	june	N;NOM;SG	PROPN
davies	davies	davies	davie	N;NOM;SG	PROPN
kunnia	honorable	kunnia	honorable	N;NOM;SG	ADJ;SG
kunnia	honrada	kunnia	honrada	N;NOM;SG	ADJ;FEM;SG;V.PTCP
kunnia	honrado	kunnia	honrado	N;NOM;SG	ADJ;MASC;SG;V.PTCP
kunnia	honrados	kunnia	honrado	N;NOM;SG	ADJ;MASC;PL;V.PTCP
vaikuttava	impresionantes	vaikuttaa	impresionante	V;NOM;SG;V.PTCP;ACT	ADJ;PL
vaikuttava	impresionante	vaikuttaa	impresionante	V;NOM;SG;V.PTCP;ACT	ADJ;SG
ansaitsi	merecía	ansaita	merecer	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
ansaitsi	merecido	ansaita	merecer	V;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
ansaitsi	merecida	ansaita	merecido	V;IND;SG;3;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
ansaitsi	merecían	ansaita	merecer	V;IND;SG;3;PST;FIN;ACT	V;IND;PL;3;IPFV;FIN
ansaitsi	ganados	ansaita	ganado	V;IND;SG;3;PST;FIN;ACT	ADJ;MASC;PL;V.PTCP
ansaitsi	ganado	ansaita	ganado	V;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
työllistää	emplean	työllistää	emplear	V;IND;SG;3;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
atlantis	atlántida	atlantis	atlántido	N;NOM;SG	ADJ;FEM;SG
osuu	aciertos	osua	acierto	V;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
osuu	hits	osua	hit	V;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
osuu	éxitos	osua	éxito	V;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
osuu	golpeó	osua	golpear	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PST;FIN
osuu	hit	osua	hit	V;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
vastapäätä	opuestos	vasta#pää	opuesto	N;PRT;SG	ADJ;MASC;PL;V.PTCP
vastapäätä	enfrente	vasta#pää	enfrente	N;PRT;SG	ADV
vastapäätä	contrario	vasta#pää	contrario	N;PRT;SG	ADJ;MASC;SG
vastapäätä	opuesto	vasta#pää	opuesto	N;PRT;SG	ADJ;MASC;SG;V.PTCP
lainasi	prestado	lainata	prestado	V;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
lainasi	prestados	lainata	prestado	V;IND;SG;3;PST;FIN;ACT	ADJ;MASC;PL;V.PTCP
jeanne	juana	jeanne	juana		N;FEM;SG
jeanne	jeanne	jeanne	jeanne		N;FEM;SG
spartan	espartano	sparta	espartano	N;GEN;SG	ADJ;MASC;SG
rannan	playas	ranta	playa	N;GEN;SG	N;FEM;PL
nimitetty	nombrado	nimittää	nombrado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
nimitetty	designados	nimittää	designado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
nimitetty	designado	nimittää	designado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
duncan	duncan	duncan	duncar	PROPN;NOM;SG	PROPN
hollannissa	holland	hollanti	holland	N;IN+ESS;SG	N;MASC;PL
gerhard	gerhard	gerhard	gerhard	PROPN;NOM;SG	PROPN
gerhard	gerardo	gerhard	gerardo	PROPN;NOM;SG	PROPN
harva	pocos	harva	poco	PRO;NOM;SG	PRO;MASC;PL
harva	pocas	harva	poco	PRO;NOM;SG	PRO;FEM;PL
kaappasi	secuestrados	kaapata	secuestrar	V;IND;SG;3;PST;FIN;ACT	ADJ;MASC;PL;V.PTCP
kaappasi	secuestrado	kaapata	secuestrado	V;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
felipe	felipe	felipe	felipe	PROPN;NOM;SG	PROPN
suunnitteilla	planeado	suunnitteilla	planeado	ADV	ADJ;MASC;SG;V.PTCP
suunnitteilla	planificado	suunnitteilla	planificado	ADV	ADJ;MASC;SG;V.PTCP
suunnitteilla	previsto	suunnitteilla	previsto	ADV	ADJ;MASC;SG;V.PTCP
suunnitteilla	planificada	suunnitteilla	planificado	ADV	ADJ;FEM;SG;V.PTCP
rajattu	limited	rajata	limited	V;NOM;SG;V.PTCP;PASS	N
rajattu	limitados	rajata	limitado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
rajattu	limitado	rajata	limitado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
rajattu	limitada	rajata	limitado	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
rajattu	limitadas	rajata	limitado	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;PL;V.PTCP
rajattu	delimitada	rajata	delimitado	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
rajattu	delimitado	rajata	delimitado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
rajattu	restringida	rajata	restringido	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
rajattu	restringido	rajata	restringido	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
rajattu	restringidos	rajata	restringido	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
rajattu	demarcadas	rajata	demarcado	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;PL;V.PTCP
rajattu	recortada	rajata	recortado	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
citroën	citroën	citroën	citroën		N;MASC;SG
julkaistut	publicados	julkaista	publicado	V;NOM;PL;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
julkaistut	publicadas	julkaista	publicado	V;NOM;PL;V.PTCP;PASS	ADJ;FEM;PL;V.PTCP
julkaistut	publicada	julkaista	publicado	V;NOM;PL;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
julkaistut	publicado	julkaista	publicado	V;NOM;PL;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
matkustaja	pasajera	matkustaja	pasajero	N;NOM;SG	ADJ;FEM;SG
matkustaja	pasajeros	matkustaja	pasajero	N;NOM;SG	N;MASC;PL
matkustaja	nómada	matkustaja	nómada	N;NOM;SG	ADJ;SG
romanttinen	románticas	romanttinen	romántico	ADJ;NOM;SG	ADJ;FEM;PL
romanttinen	románticos	romanttinen	romántico	ADJ;NOM;SG	N;MASC;PL
tulevaisuus	futura	tulevaisuus	futuro	N;NOM;SG	ADJ;FEM;SG
pyyntö	solicitar	pyyntö	solicitar	N;NOM;SG	V;NFIN
pyyntö	solicite	pyyntö	solicitar	N;NOM;SG	V;IMP;SG;3;FIN
balkanin	balcanes	balkan	balcan	N;GEN;SG	N;MASC;PL
balkanin	balcanes	balkan	balcan	N;GEN;SG	N;MASC;PL
spider	araña	spider	araña		N;FEM;SG
spider	spider	spider	spider		N
spider	arañas	spider	araña		N;FEM;PL
riippuvainen	dependientes	riippuvainen	dependiente	ADJ;NOM;SG	N;PL
riippuvainen	adictos	riippuvainen	adicto	ADJ;NOM;SG	N;MASC;PL
sieni	hongos	sieni	hongo	N;NOM;SG	N;MASC;PL
sieni	esponjas	sieni	esponja	N;NOM;SG	N;FEM;PL
sieni	hongos	sieni	hongo	N;NOM;SG	N;MASC;PL
sieni	setas	sieni	seta	N;NOM;SG	N;FEM;PL
sieni	champiñones	sieni	champiñón	N;NOM;SG	N;MASC;PL
alkoholia	alcoholes	alkoholi	alcohol	N;PRT;SG	N;MASC;PL
leirin	campamentos	leiri	campamento	N;GEN;SG	N;MASC;PL
kuuli	escuchado	kuulla	escuchar	V;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
kuuli	oído	kuulla	oír	V;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
näkymä	vistas	näkymä	visto	N;NOM;SG	ADJ;FEM;PL;V.PTCP
näkymä	vista	näkymä	visto	N;NOM;SG	ADJ;FEM;SG;V.PTCP
näkymä	view	näkymä	view	N;NOM;SG	PROPN
näkymä	ver	näkymä	ver	N;NOM;SG	V;NFIN
liikkeeseen	tirada	liike	tirado	N;IN+ALL;SG	ADJ;FEM;SG;V.PTCP
kilpailivat	compitió	kilpailla	competir	V;IND;PL;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
heinz	heinz	heinz	heinz	PROPN;NOM;SG	N;MASC;SG
vaihtoehtoja	alternativos	vaihto#ehto	alternativo	N;PRT;PL	ADJ;MASC;PL
ylimääräinen	exceso	yli#määräinen	exceso	ADJ;NOM;SG	N;MASC;SG
ylimääräinen	excedente	yli#määräinen	excedente	ADJ;NOM;SG	N;SG
ylimääräinen	excesos	yli#määräinen	exceso	ADJ;NOM;SG	N;MASC;PL
ylimääräinen	extra	yli#määräinen	extra	ADJ;NOM;SG	
mahdoton	imposibles	mahdoton	imposible	ADJ;NOM;SG	ADJ;PL
willie	willie	willie	willie	PROPN;NOM;SG	N;SG
lohikäärme	dragones	lohi#käärme	dragón	N;NOM;SG	N;MASC;PL
audi	audi	audi	audi	PROPN;NOM;SG	N;MASC;SG
katja	katia	katja	katia	PROPN;NOM;SG	N;FEM;SG
katja	katya	katja	katia	PROPN;NOM;SG	N;FEM;SG
katja	katja	katja	katja	PROPN;NOM;SG	N;FEM;SG
verrata	comparación	verrata	comparación	V;SG;NFIN;ACT	N;FEM;SG
menossa	va	meno	ir	N;IN+ESS;SG	V;IND;SG;3;PRS;FIN
menossa	yendo	meno	ir	N;IN+ESS;SG	V;V.MSDR
ajax	ajax	ajax	ajax		N;MASC;SG
rannikko	costera	rannikko	costera	N;NOM;SG	ADJ;FEM;SG
rannikko	costeras	rannikko	costero	N;NOM;SG	ADJ;FEM;PL
rannikko	costero	rannikko	costero	N;NOM;SG	ADJ;MASC;SG
rannikko	costas	rannikko	costa	N;NOM;SG	N;FEM;PL
kysyy	preguntado	kysyä	preguntado	V;IND;SG;3;PRS;FIN;ACT	ADJ;MASC;SG;V.PTCP
som	som	som	ser	INTJ	
ladata	subida	ladata	subida	V;SG;NFIN;ACT	N;FEM;SG
ladata	carga	ladata	carga	V;SG;NFIN;ACT	N;FEM;SG
ladata	descarga	ladata	descarga	V;SG;NFIN;ACT	N;FEM;SG
ladata	descargas	ladata	descarga	V;SG;NFIN;ACT	N;FEM;PL
pelkäsi	temida	pelätä	temido	V;IND;SG;3;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
pelkäsi	temía	pelätä	temer	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
pelkäsi	temido	pelätä	temido	V;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
kaksikymmentä	twenty	kaksi#kymmenen	twenty	NUM;PRT;SG	N
kaksikymmentä	veintiuno	kaksi#kymmenen	veintiuno	NUM;PRT;SG	N;MASC;PL
kaksikymmentä	veinte	kaksi#kymmenen	veinte	NUM;PRT;SG	NUM;PL
metsään	maderas	metsä	madera	N;IN+ALL;SG	N;FEM;PL
metsään	bosques	metsä	bosque	N;IN+ALL;SG	N;MASC;PL
piirretty	dibujado	piirtää	dibujado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
piirretty	caricatura	piirtää	caricatura	V;NOM;SG;V.PTCP;PASS	N;FEM;SG
massaa	masas	massa	masa	N;PRT;SG	N;FEM;PL
massaa	misas	massa	misa	N;PRT;SG	N;FEM;PL
silja	silja	silja	siljar	PROPN;NOM;SG	N;FEM;SG
quest	quest	quest	quest		N
islamilaisen	islámico	islamilainen	islámico	N;GEN;SG	ADJ;MASC;SG
islamilaisen	islámica	islamilainen	islámico	N;GEN;SG	ADJ;FEM;SG
islamilaisen	islámicas	islamilainen	islámico	N;GEN;SG	ADJ;FEM;PL
islamilaisen	islámicos	islamilainen	islámico	N;GEN;SG	ADJ;MASC;PL
ikuisesti	forever	ikuisesti	forever	ADV	N;SG
vatsa	abdominal	vatsa	abdominal	N;NOM;SG	ADJ;SG
vatsa	abdominales	vatsa	abdominal	N;NOM;SG	ADJ;PL
vatsa	estómagos	vatsa	estómago	N;NOM;SG	N;MASC;PL
päätä	decidir	pää	decidir	N;PRT;SG	V;NFIN
päätä	decida	pää	decidir	N;PRT;SG	V;SBJV;SG;3;PRS;FIN
päätä	decidan	pää	decidir	N;PRT;SG	V;IMP;PL;3;FIN
päätä	decide	pää	decidir	N;PRT;SG	V;IND;SG;3;PRS;FIN
päätä	deciden	pää	decidir	N;PRT;SG	V;IND;PL;3;PRS;FIN
ohjataan	reorientación	ohjata	reorientación	V;IND;PRS;FIN;PASS	N;FEM;SG
tasainen	plano	tasainen	plano	ADJ;NOM;SG	N;MASC;SG
tasainen	piso	tasainen	piso	ADJ;NOM;SG	N;MASC;SG
curtis	curtis	curtis	curti	PROPN;NOM;SG	PROPN
arvioita	estimados	arvio	estimado	N;PRT;PL	ADJ;MASC;PL;V.PTCP
tykit	cañón	tykki	cañón	N;NOM;PL	N;MASC;SG
tykit	cañon	tykki	cañon	N;NOM;PL	N;MASC;SG
islamilainen	islámicas	islamilainen	islámico	ADJ;NOM;SG	ADJ;FEM;PL
islamilainen	islámicos	islamilainen	islámico	ADJ;NOM;SG	ADJ;MASC;PL
jyp	jyp	jyp	jyp	PROPN;NOM;SG	N;SG
kiinteää	sólidos	kiinteä	sólido	ADJ;PRT;SG	ADJ;MASC;PL
kiinteää	macizo	kiinteä	macizo	ADJ;PRT;SG	N;MASC;SG
bosnian	bosnios	bosnia	bosnio	N;GEN;SG	N;MASC;PL
bosnian	bosnia	bosnia	bosnia	N;GEN;SG	ADJ;FEM;SG
asunnon	apartamentos	asunto	apartamento	N;GEN;SG	N;MASC;PL
halo	halo	halo	haler		N;MASC;SG
lewisin	lewis	lewisin	lewi	ADJ;GEN;SG	PROPN
circuit	circuitos	circuit	circuito	N;NOM;SG	N;MASC;PL
montana	montana	monta	montana	PRO;NOM;SG	ADJ;FEM;SG
pelaamisen	videojuegos	pelaaminen	videojuego	N;GEN;SG	N;MASC;PL
pelaamisen	juegos	pelaaminen	juego	N;GEN;SG	N;MASC;PL
dei	dei	dei	dei		N;MASC
temple	templos	temple	templo		N;MASC;PL
temple	sien	temple	sien		N;FEM;SG
temple	temple	temple	temple		N;MASC;SG
temple	templo	temple	templo		N;MASC;SG
jalkaa	pié	jalka	pié	N;PRT;SG	
ulkoasu	trazado	ulko#asu	trazado	N;NOM;SG	ADJ;MASC;SG;V.PTCP
today	today	today	today		N
today	hoy	today	hoy		ADV
opel	opel	opel	opel	PROPN;NOM;SG	N;MASC;SG
tuodaan	importación	tuoda	importación	V;IND;PRS;FIN;PASS	N;FEM;SG
tuodaan	importada	tuoda	importado	V;IND;PRS;FIN;PASS	ADJ;FEM;SG;V.PTCP
tuodaan	importadas	tuoda	importado	V;IND;PRS;FIN;PASS	ADJ;FEM;PL;V.PTCP
tuodaan	importados	tuoda	importado	V;IND;PRS;FIN;PASS	ADJ;MASC;PL;V.PTCP
tuodaan	importado	tuoda	importado	V;IND;PRS;FIN;PASS	ADJ;MASC;SG;V.PTCP
luoja	creadora	luoja	creador	N;NOM;SG	ADJ;FEM;SG
mongolian	mongoles	mongolia	mongol	N;GEN;SG	N;MASC;PL
mccartney	mccartney	mccartney	mccartney	PROPN;NOM;SG	N;MASC;SG
milton	milton	milton	milton	PROPN;NOM;SG	N;MASC;SG
brysselin	bruselas	brysseli	brusela	N;GEN;SG	N;FEM;PL
ella	ella	ella	él	N;NOM;SG	PRO;FEM;SG;3
toukokuu	may	toukokuu	maber	N;NOM;SG	
eugene	eugene	eugene	eugene	N;NOM;SG	PROPN
eugene	eugenio	eugene	eugenio	N;NOM;SG	PROPN
yritin	intentado	yrittää	intentar	V;IND;SG;1;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
yritin	probado	yrittää	probado	V;IND;SG;1;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
versailles	versalles	versas	versalle	N;NOM;SG	N;MASC;PL
lukko	candado	lukko	candar	N;NOM;SG	ADJ;MASC;SG;V.PTCP
morsian	novia	morsia	novia	N;PRT;PL	N;FEM;SG
syyttää	culpa	syyttää	culpa	V;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
syyttää	culpas	syyttää	culpa	V;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
syyttää	acuse	syyttää	acusar	V;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
syyttää	acuso	syyttää	acuso	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;1;PRS;FIN
kampanjan	campañas	kampanja	campaña	N;GEN;SG	N;FEM;PL
puhdasta	limpios	puhdas	limpio	ADJ;PRT;SG	ADJ;MASC;PL
puhdasta	limpieza	puhdas	limpieza	ADJ;PRT;SG	N;FEM;SG
puhdasta	limpiar	puhdas	limpiar	ADJ;PRT;SG	V;NFIN
puhdasta	puras	puhdas	puro	ADJ;PRT;SG	ADJ;FEM;PL
puhdasta	puros	puhdas	puro	ADJ;PRT;SG	ADJ;MASC;PL
vahvistettu	confirmadas	vahvistaa	confirmado	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;PL;V.PTCP
vahvistettu	confirmado	vahvistaa	confirmado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
vahvistettu	confirmados	vahvistaa	confirmado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
