loại	type	loại	type	N	
minh	έξυπνη	minh	έξυπνος	N	ADJ;NOM;FEM;SG
minh	smart	minh	smart	N	
minh	έξυπνος	minh	έξυπνος	N	ADJ;NOM;MASC;SG
minh	μινγκ	minh	μινγκ	N	
tác	αυθεντικό	tác	αυθεντικός	N	ADJ;NOM;NEUT;SG
tác	αρχική	tác	αρχικός	N	ADJ;NOM;FEM;SG
tác	αρχικό	tác	αρχικός	N	ADJ;NOM;NEUT;SG
tác	αρχικός	tác	αρχικός	N	ADJ;NOM;MASC;SG
kinh	σούτρα	kinh	σούτρα	V	N;NOM;NEUT;SG
kinh	πεκίνο	kinh	πεκίνο	V	
kinh	πεκίνο	kinh	πεκίνο	V	
biển	ωκεανός	biển	ωκεανός	N	PROPN;NOM;MASC;SG
cứng	σκληρά	cứng	σκληρά	ADJ	ADV
tiếp	επόμενος	tiếp	επόμενος	V	ADJ;NOM;MASC;SG
tiếp	επόμενη	tiếp	επόμενος	V	ADJ;ACC;FEM;SG
tiếp	επόμενο	tiếp	επόμενος	V	ADJ;NOM;NEUT;SG
rằng	αυτό	rằng	αυτός	CONJ	PRO;NOM;NEUT;SG;3
rằng	ότι	rằng	ότι	CONJ	CONJ
rằng	that	rằng	that	CONJ	
đánh	χτύπημα	đánh	χτύπημα	V	N;NOM;NEUT;SG
nhạc	μουσικη	nhạc	μουσίκη	V	N;NOM;FEM;SG
nhạc	μουσική	nhạc	μουσικός	V	ADJ;NOM;FEM;SG
nhạc	μιούζικαλ	nhạc	μιούζικαλ	V	N;NOM;NEUT;SG
nhạc	μουσικές	nhạc	μουσικός	V	ADJ;NOM;FEM;PL
hóa	χημικό	hóa	χημικός		ADJ;NOM;NEUT;SG
hóa	χημική	hóa	χημικός		ADJ;NOM;FEM;SG
hóa	χημικά	hóa	χημικά		ADV
hóa	χημεία	hóa	χημείο		N;NOM;FEM;SG
tranh	ζωγραφική	tranh	ζωγραφικός	N	ADJ;NOM;FEM;SG
gọi	κλήση	gọi	κλήση	V	N;NOM;FEM;SG
gọi	κλήση	gọi	κλήση	V	N;NOM;FEM;SG
gọi	κάλεσμα	gọi	κάλεσμα	V	N;NOM;NEUT;SG
tàu	πλοια	tàu	πλοιο	N	DET;NOM;DEF;NEUT;PL
trang	side	trang	side	N	
trang	page	trang	page	N	
nguyên	γουάν	nguyên	γουάν	N	
nguyên	γιουάν	nguyên	γιουάν	N	
tạo	δημιουργία	tạo	δημιουργία	V	N;ACC;FEM;SG
tạo	δημιουργία	tạo	δημιουργία	V	N;ACC;FEM;SG
tạo	ομαδα	tạo	ομαδα	V	N;NOM;FEM;SG
tạo	ομάδα	tạo	ομάδα	V	N;ACC;FEM;SG
cầu	μπριτζ	cầu	μπριτζ	N	
đặc	στερεά	đặc	στεργώ	N	ADV
đặc	σομαλία	đặc	σομαλία	N	PROPN;NOM;FEM;SG
phương	ζώη	phương	ζώη	N	PROPN;ACC;MASC;SG
phương	zoe	phương	zoe	N	
phương	φανγκ	phương	φανγκ	N	
mới	νεα	mới	νέος		N;NOM;FEM;SG
mới	νέο	mới	νέος		ADJ;ACC;NEUT;SG
mới	νέα	mới	νέος		ADJ;NOM;NEUT;PL
mới	νέος	mới	νέος		ADJ;NOM;MASC;SG
lịch	ημερολογιακό	lịch	ημερολογιακός	N	ADJ;NOM;NEUT;SG
đạo	θρησκευτικά	đạo	θρησκευτικά	N	ADV
đạo	ηθικός	đạo	ηθικός	N	ADJ;NOM;MASC;SG
đạo	ηθική	đạo	ηθικός	N	ADJ;NOM;FEM;SG
bắt	αλιεύματα	bắt	αλίευμα	V	N;NOM;NEUT;PL
bắt	σύλληψη	bắt	σύλληψη	V	N;ACC;FEM;SG
bắt	αιχμαλωσία	bắt	αιχμαλωσία	V	N;NOM;FEM;SG
bắt	λήψη	bắt	λήψη	V	N;ACC;FEM;SG
tinh	jing	tinh	jing	N	
rất	πολυ	rất	πολυ		ADV
rất	πολύ	rất	πολύ		ADV
thức	συνταγή	thức	συνταγή	V	N;NOM;FEM;SG
luận	comment	luận	comment	N	
luận	λογική	luận	λογικός	N	ADJ;NOM;FEM;SG
hải	χάι	hải	χαι	N	
cấp	level	cấp	level	N	
khoảng	περίπου	khoảng	περίπου	ADJ	ADV
khoảng	χώροι	khoảng	χώρος	ADJ	N;NOM;MASC;PL
khoảng	χώρους	khoảng	χώρος	ADJ	N;ACC;MASC;PL
khoảng	γύρω	khoảng	γύρω	ADJ	ADV
khoảng	γυρω	khoảng	γυρω	ADJ	ADV
khoảng	τριγύρω	khoảng	τριγύρω	ADJ	ADV
khoảng	περ	khoảng	περ	ADJ	N
lần	times	lần	times	N	
vương	κράουν	vương	κράω	N	
vương	wang	vương	wang	N	
vương	γουάνγκ	vương	γουάνγκ	N	
vương	πλούσιος	vương	πλούσιος	N	ADJ;NOM;MASC;SG
vương	ριτς	vương	ριτς	N	
vương	πλούσιοι	vương	πλούσιος	N	ADJ;NOM;MASC;PL
vương	πλούσιο	vương	πλούσιο	N	ADJ;NOM;NEUT;SG
vương	πλούσια	vương	πλούσιος	N	ADJ;NOM;FEM;SG
toàn	ολόκληρα	toàn	ολόκληρα	N	ADV
toàn	ολόκληρη	toàn	ολόκληρος	N	ADJ;NOM;FEM;SG
toàn	ολόκληρο	toàn	ολόκληρος	N	ADJ;NOM;NEUT;SG
nhật	γιαπωνέζικα	nhật	γιαπωνέζικος		ADV
nhật	ιαπωνικά	nhật	ιαπωνικά		ADV
nhật	ιάπωνες	nhật	ιάπωνας		N;NOM;MASC;PL
nhật	γιαπωνέζοι	nhật	γιαπωνώζος		N;NOM;MASC;PL
nhật	γιαπωνέζικο	nhật	γιαπωνέζικος		ADJ;NOM;NEUT;SG
viết	εκτυπωτή	viết	εκτυπωτής	V	N;ACC;NEUT;SG
viết	συγγραφή	viết	συγγραφή	V	N;NOM;FEM;SG
viết	γραφή	viết	γραφή	V	N;NOM;FEM;SG
viết	γράψιμο	viết	γράψιμο	V	N;NOM;NEUT;SG
lan	ιαν	lan	ιαν	N	
lan	ίαν	lan	ίαν	N	
lan	ιαν	lan	ιαν	N	
lan	ίαν	lan	ίαν	N	
lan	ian	lan	ian	N	
bảo	bao	bảo	bao	V	
đơn	single	đơn	single	N	
đơn	ενιαία	đơn	ενιαίος	N	ADJ;NOM;FEM;SG
thiên	paradise	thiên	paradise	N	
điện	ηλεκτρικά	điện	ηλεκτρικά	N	ADV
điện	ηλεκτρικές	điện	ηλεκτρικός	N	ADJ;NOM;FEM;PL
điện	ηλεκτρική	điện	ηλεκτρικός	N	ADJ;NOM;FEM;SG
điện	ηλεκτρικός	điện	ηλεκτρικός	N	ADJ;NOM;MASC;SG
điện	ηλεκτρικά	điện	ηλεκτρικά	N	ADV
điện	ηλεκτρικό	điện	ηλεκτρικός	N	ADJ;NOM;NEUT;SG
điện	ηλεκτρική	điện	ηλεκτρικός	N	ADJ;NOM;FEM;SG
điện	ηλεκτρικός	điện	ηλεκτρικός	N	ADJ;NOM;MASC;SG
bao	bao	bao	bao		
bao	ποτέ	bao	ποτέ		ADV
bao	ποτε	bao	ποτε		ADV
bao	σακ	bao	σακ		N
bao	τσουβάλι	bao	τσουβάλι		N;NOM;NEUT;SG
bao	σάκο	bao	σάκος		N;NOM;NEUT;SG
bao	σακί	bao	σακί		N;NOM;NEUT;SG
bao	σάκος	bao	σάκος		N;NOM;MASC;SG
bao	πως	bao	πως		CONJ
bao	πώς	bao	πώς		ADV
truyền	μεταφορά	truyền	μεταφορά	V	N;NOM;FEM;SG
truyền	μετάθεση	truyền	μετάθεση	V	N;ACC;FEM;SG
truyền	μεταβίβαση	truyền	μεταβίβαση	V	N;ACC;FEM;SG
truyền	έγχυση	truyền	έγχυση	V	N;NOM;FEM;SG
truyền	μεταβιβάσεις	truyền	μεταβίβαση	V	N;NOM;FEM;PL
truyền	μεταφορές	truyền	μεταφορά	V	N;NOM;FEM;PL
nghiệp	καημένε	nghiệp	κατμένω	ADJ	V;IPFV;IND;SG;1;PRS;FIN;ACT
nghiệp	φτωχός	nghiệp	φτωχός	ADJ	N;NOM;MASC;SG
nghiệp	φτωχοί	nghiệp	φτωχός	ADJ	N;NOM;MASC;PL
nghiệp	σταδιοδρομία	nghiệp	σταδιοδρομία	ADJ	N;NOM;FEM;SG
nghiệp	καριέρα	nghiệp	καριέρα	ADJ	N;ACC;FEM;SG
fontsize	fontsize	fontsize	fontsize		
nội	εσωτερικές	nội	εσωτερικός	N	ADJ;NOM;FEM;PL
nội	εσωτερική	nội	εσωτερικός	N	ADJ;NOM;FEM;SG
nội	εσωτερικός	nội	εσωτερικός	N	ADJ;NOM;MASC;SG
nội	εσωτερικά	nội	εσωτερικά	N	ADV
thuật	μαγική	thuật	μαγικός	N	ADJ;NOM;FEM;SG
thuật	μαγικά	thuật	μαγικά	N	ADV
thuật	μαγικό	thuật	μαγικός	N	ADJ;NOM;NEUT;SG
tiêu	γκολ	tiêu	γκολ	N	
thiết	απαραίτητος	thiết	απαραίτητος	V	ADJ;NOM;MASC;SG
gian	gian	gian	gian	N	
gian	χρονος	gian	χρονος	N	DET;NOM;DEF;MASC;SG
tướng	γενική	tướng	γενικός	N	ADJ;NOM;FEM;SG
tướng	γενικές	tướng	γενικός	N	ADJ;NOM;FEM;PL
tướng	γενικά	tướng	γενικά	N	ADV
tướng	γενικό	tướng	γενικός	N	ADJ;NOM;NEUT;SG
phong	ντόνατ	phong	ντόνατ	N	
đảo	island	đảo	island	N	
đảo	νήσος	đảo	νήσος	N	PROPN;NOM;FEM;SG
đảo	νήσοι	đảo	νήσος	N	
utc	gmt	utc	gmt	N	NUM
tâm	κέντρο	tâm	κέντρο		N;NOM;NEUT;SG
tâm	κεντρο	tâm	κεντρο		N;NOM;NEUT;SG
tâm	center	tâm	center		
thanh	φωνητικές	thanh	φωνητικός		ADJ;NOM;FEM;PL
thanh	φωνητικά	thanh	φωνητικά		ADV
thanh	φωνητική	thanh	φωνητικός		ADJ;NOM;FEM;SG
thanh	κάγκελα	thanh	κάγκελος		N;NOM;NEUT;PL
thanh	μπαρ	thanh	μπαρ		N;NOM;NEUT;PL
thanh	ράβδοι	thanh	ράβδος		N;NOM;FEM;PL
thanh	μπάρες	thanh	μπάρα		N;NOM;FEM;PL
dùng	χρήση	dùng	χρήση	V	N;ACC;FEM;SG
dùng	χρησιμοποίηση	dùng	χρησιμοποίηση	V	N;ACC;FEM;SG
dùng	χρήστη	dùng	χρήστης	V	N;ACC;NEUT;SG
dùng	χρήστης	dùng	χρήστης	V	N;NOM;MASC;SG
nói	μίλα	nói	μίλος	V	
nói	μίλα	nói	μίλος	V	
latns	latns	latns	latns		
longew	longew	longew	longew		
longd	longd	longd	longd		
latm	latm	latm	latm		
longm	longm	longm	longm		
sông	ρίβερ	sông	ρίβερ	N	
sông	ρίβερς	sông	ρίβη	N	
hoạt	animations	hoạt	animations	V	
giữa	μεση	giữa	μεσος	ADP	N;NOM;FEM;SG
giữa	μεσαία	giữa	μεσαίος	ADP	ADV
giữa	μέση	giữa	μέσο	ADP	N;NOM;FEM;SG
giữa	μεσαίο	giữa	μεσαίος	ADP	N;NOM;NEUT;SG
giữa	ανάμεσα	giữa	ανάμεσα	ADP	ADV
phòng	ρώμη	phòng	ρώμη	N	PROPN;ACC;FEM;SG
phòng	ρώμης	phòng	Ρώμη	N	PROPN;GEN;FEM;SG
đổi	αλλαγή	đổi	αλλαγή	V	N;ACC;FEM;SG
đổi	μεταβολή	đổi	μεταβολή	V	N;NOM;FEM;SG
đổi	ρέστα	đổi	ρέστα	V	N;NOM;NEUT;PL
chuyển	μεταφορά	chuyển	μεταφορά	V	N;NOM;FEM;SG
chuyển	μετάθεση	chuyển	μετάθεση	V	N;ACC;FEM;SG
chuyển	μεταβίβαση	chuyển	μεταβίβαση	V	N;ACC;FEM;SG
chuyển	διακόπτης	chuyển	διακόπτης	V	N;NOM;MASC;SG
chuyển	διακόπτη	chuyển	διακόπτης	V	N;NOM;NEUT;SG
chuyển	εναλλαγή	chuyển	εναλλαγή	V	N;NOM;FEM;SG
chuyển	μετακίνηση	chuyển	μετακίνηση	V	N;ACC;FEM;SG
chuyển	κίνηση	chuyển	κίνηση	V	N;ACC;FEM;SG
nay	σημερα	nay	σημερα	PROPN	N
nay	σήμερα	nay	σήμερα	PROPN	ADV
trọng	σημαντική	trọng	σημαντικός		ADJ;NOM;FEM;SG
trọng	σημαντικο	trọng	σημαντικός		N;NOM;SG
trọng	σημαντικό	trọng	σημαντικός		ADJ;NOM;NEUT;SG
trọng	σημαντικός	trọng	σημαντικός		ADJ;NOM;MASC;SG
dịch	μεταφράσεις	dịch	μεταφράση		N;NOM;FEM;PL
dịch	διερμηνέας	dịch	διερμηνέας		N;NOM;MASC;SG
dịch	μεταφραστής	dịch	μεταφραστής		N;NOM;MASC;SG
dịch	μεταφραστή	dịch	μεταφραστής		N;ACC;MASC;SG
dịch	μετάφραση	dịch	μετάφραση		N;ACC;FEM;SG
dịch	μεταφράσω	dịch	μεταφράζω		V;PFV;IND;SG;1;FIN;ACT
miền	domain	miền	domain	N	
chế	φτιαγμένο	chế	φτιαγμένος	N	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
chế	φτιαγμένα	chế	φτιαγμένα	N	ADJ;NOM;NEUT;PL
chế	φτιαγμένη	chế	φτιαγμένος	N	V;PFV;NOM;FEM;SG;V.PTCP;PASS
chế	έκανε	chế	κάνω	N	V;PFV;IND;SG;3;PST;FIN;ACT
nằm	ψέματα	nằm	ψέμα	V	N;NOM;NEUT;PL
nằm	ψέμματα	nằm	ψέμμα	V	N;NOM;NEUT;PL
chất	καθορισμένη	chất	καθορίζω	N	V;PFV;NOM;FEM;SG;V.PTCP;PASS
chất	καθορισμένο	chất	καθορίζω	N	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
sáng	φωτεινά	sáng	φωτεινά	N	ADV
sáng	φωτεινή	sáng	φωτεινός	N	ADJ;NOM;FEM;SG
sáng	φωτεινό	sáng	φωτεινός	N	ADJ;NOM;NEUT;SG
thân	σωμα	thân	σωμα		N;NOM;NEUT;SG
thân	πτώμα	thân	πτώμα		N;NOM;NEUT;SG
thân	κορμί	thân	κορμί		N;NOM;NEUT;SG
thân	σώμα	thân	σώμα		N;NOM;NEUT;SG
thổ	τούρκους	thổ	τούρκος	N	PROPN;ACC;MASC;PL
thổ	τούρκοι	thổ	τούρκος	N	PROPN;NOM;MASC;PL
cuối	τελευταίο	cuối	τελευταίος	N	ADJ;NOM;NEUT;SG
cuối	τελευταίοι	cuối	τελευταίος	N	ADJ;NOM;MASC;PL
cuối	τελευταίος	cuối	τελευταίος	N	ADJ;NOM;MASC;SG
cuối	τελευταια	cuối	τελευταίος	N	V;IPFV;IND;PL;3;PRS;FIN;PASS
cuối	τελευταία	cuối	τελευταία	N	ADV
tăng	αύξηση	tăng	αύξηση	V	N;NOM;FEM;SG
tăng	τανκ	tăng	τανκ	V	
tăng	δεξαμενή	tăng	δεξαμενή	V	N;NOM;FEM;SG
tăng	τανκ	tăng	τανκ	V	
tăng	τανκς	tăng	τανκς	V	
tăng	άρματα	tăng	άρμα	V	N;NOM;NEUT;PL
tăng	δεξαμενές	tăng	δεξαμενή	V	N;NOM;FEM;PL
tăng	ζενγκ	tăng	ζενγκ	V	N
trưởng	κυβερνήτη	trưởng	κυβερνήτης		N;ACC;MASC;SG
trưởng	καπετάνιος	trưởng	καπετάνιος		ADJ;NOM;MASC;SG
nguyễn	νγκουγιέν	nguyễn	νγκουγιέν	N	
nguyễn	nguyen	nguyễn	nguyen	N	
lưu	λιου	lưu	λιος	V	PROPN;NOM;MASC;SG
lưu	λιού	lưu	λιός	V	
lưu	liu	lưu	liu	V	
lưu	αποθήκευση	lưu	αποθήκευση	V	N;NOM;FEM;SG
lưu	save	lưu	save	V	
lưu	σώσε	lưu	σώσε	V	N
viện	institute	viện	institute	N	
nổi	διάσημο	nổi	διάσημος		N;NOM;NEUT;SG
nổi	διάσημος	nổi	διάσημος		N;NOM;MASC;SG
nổi	διάσημη	nổi	διάσημος		ADJ;NOM;FEM;SG
nổi	διάσημοι	nổi	διάσημος		N;NOM;MASC;PL
nổi	διασημότητα	nổi	διασημότητα		N;ACC;FEM;SG
nổi	διάσημος	nổi	διάσημος		N;NOM;MASC;SG
nổi	διάσημοι	nổi	διάσημος		N;NOM;MASC;PL
nổi	επιπλέουν	nổi	επιπλέω		V;IPFV;IND;PL;3;PRS;FIN;ACT
nổi	άρμα	nổi	άρμα		N;NOM;NEUT;SG
đặt	σετ	đặt	σετ	V	
đặt	επιλογή	đặt	επιλογή	V	N;NOM;FEM;SG
tấn	ton	tấn	ton	N	
dài	μακρύ	dài	μακρύς	ADJ	N;NOM;NEUT;SG
dài	λονγκ	dài	λονγκ	ADJ	
dài	long	dài	long	ADJ	
vua	κινγκ	vua	κινγκ	N	
vua	king	vua	king	N	
vua	κινγκς	vua	κινγκς	N	
phi	φι	phi	φι	N	
phi	αφρική	phi	αφρικός	N	PROPN;NOM;FEM;SG
biệt	αερομεταφερόμενη	biệt	αερομεταφερόμενος		ADJ;NOM;FEM;SG
biến	μεταβλητό	biến	μεταβλητός	V	N;NOM;NEUT;SG
biến	μεταβλητή	biến	μεταβλητής	V	N;NOM;FEM;SG
biến	μεταμόρφωση	biến	μεταμόρφωση	V	N;NOM;FEM;SG
hậu	βασιλισσα	hậu	βασιλισσα		N;NOM;FEM;SG
hậu	queen	hậu	queen		
hậu	βασίλισσα	hậu	βασίλισσα		N;NOM;FEM;SG
hậu	ντάμα	hậu	ντάμα		
thu	πεμ	thu	πεμ	V	
bên	side	bên	side	N	
vẫn	ακόμη	vẫn	ακόμα		ADV
vẫn	ακομα	vẫn	ακομα		ADV
vẫn	ακόμα	vẫn	ακόμα		ADV
nghệ	καλλιτεχνική	nghệ	καλλιτεχνικός	N	ADJ;NOM;FEM;SG
nghệ	καλλιτεχνικό	nghệ	καλλιτεχνικός	N	ADJ;NOM;NEUT;SG
nghệ	καλλιτεχνικές	nghệ	καλλιτεχνικός	N	ADJ;NOM;FEM;PL
nghệ	καλλιτεχνικά	nghệ	καλλιτεχνικά	N	ADV
liệu	έγγραφο	liệu	έγγραφο	V	N;NOM;NEUT;SG
sơn	βαμμένα	sơn	βαμμένα	N	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
sơn	βαμμένη	sơn	βάμμενος	N	V;PFV;NOM;FEM;SG;V.PTCP;PASS
sơn	ζωγράφισε	sơn	ζωγραφίζω	N	V;PFV;IND;SG;3;PST;FIN;ACT
sơn	ζωγραφική	sơn	ζωγραφικός	N	ADJ;NOM;FEM;SG
tìm	αναζήτηση	tìm	αναζήτηση	V	N;NOM;FEM;SG
tìm	finn	tìm	finn	V	
tìm	φιν	tìm	φιν	V	
giao	διεπαφή	giao	διεπαφή	V	N;NOM;FEM;SG
giao	διασύνδεση	giao	διασύνδεση	V	N;ACC;FEM;SG
bạn	εσύ	bạn	εσύ	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
bạn	εσείς	bạn	εγώ	N	PRO;NOM;MASC;PL;2
bạn	εσυ	bạn	εσυ	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
bạn	φιλε	bạn	φίλομαι	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
hữu	ιδιοκτήτη	hữu	ιδιοκτήτης		N;ACC;MASC;SG
hữu	κάτοχος	hữu	κάτοχος		N;NOM;MASC;SG
hữu	ιδιοκτήτρια	hữu	ιδιοκτήτρια		N;NOM;FEM;SG
hữu	ιδιοκτήτης	hữu	ιδιοκτήτης		N;NOM;MASC;SG
thay	αλλαγή	thay	αλλαγή	V	N;ACC;FEM;SG
thay	μεταβολή	thay	μεταβολή	V	N;NOM;FEM;SG
thay	ρέστα	thay	ρέστα	V	N;NOM;NEUT;PL
nhóm	group	nhóm	group	N	
giá	γουόρθ	giá	γουόρθ	N	
giá	αξίζει	giá	αξίζω	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
nhiệt	θερμική	nhiệt	θερμικός	N	ADJ;NOM;FEM;SG
nhiệt	θερμικές	nhiệt	θερμικός	N	ADJ;NOM;FEM;PL
vai	vai	vai	vai	N	
gần	σχεδόν	gần	σχεδόν	ADJ	ADV
gần	σχεδον	gần	σχεδον	ADJ	ADV
gần	κλείσιμο	gần	κλείσιμο	ADJ	N;NOM;NEUT;SG
gần	κοντά	gần	κοντά	ADJ	ADV
gần	κοντά	gần	κοντά	ADJ	ADV
gần	κοντα	gần	κοντα	ADJ	N;NOM;FEM;SG
cứu	αποθήκευση	cứu	αποθήκευση	V	N;NOM;FEM;SG
cứu	save	cứu	save	V	
cứu	σώσε	cứu	σώσε	V	N
cứu	βοηθεια	cứu	βοηθεια	V	N;ACC;FEM;SG
cứu	βοήθεια	cứu	βοήθεια	V	N;ACC;FEM;SG
cứu	διάσωση	cứu	διάσωση	V	N;ACC;FEM;SG
cứu	διάσωσης	cứu	διάσωση	V	N;GEN;FEM;SG
quyết	καθορίζεται	quyết	καθορίζω	N	V;IPFV;IND;SG;3;PRS;FIN;PASS
quyết	αποφασισμένος	quyết	αποφασισμένος	N	ADJ;NOM;MASC;SG
quyết	αποφασισμένοι	quyết	αποφασίζω	N	ADJ;NOM;MASC;PL
quyết	αποφασισμένη	quyết	αποφασίζω	N	V;PFV;NOM;FEM;SG;V.PTCP;PASS
quyết	αποφασίστηκε	quyết	αποφασίζω	N	V;PFV;IND;SG;3;PST;FIN;PASS
quyết	αποφάσισε	quyết	αποφασίζω	N	V;PFV;IND;SG;3;PST;FIN;ACT
quyết	αποφάσισαν	quyết	αποφασίζω	N	V;PFV;IND;PL;3;PST;FIN;ACT
thương	τραυματίες	thương	τραυματίας	V	N;NOM;MASC;PL
thương	τραυματίας	thương	τραυματίας	V	N;NOM;FEM;SG
thương	τραυματίες	thương	τραυματίας	V	N;NOM;MASC;PL
thương	τραυματίας	thương	τραυματίας	V	N;NOM;FEM;SG
hát	τραγούδα	hát	τραγούδα	V	N;NOM;SG
hát	τραγούδι	hát	τραγούδι	V	N;NOM;NEUT;SG
tiền	λεφτά	tiền	λεφτό	N	ADV
triều	κορτ	triều	κορτ	N	
phục	εξυπηρετητής	phục	εξυπηρετητής	V	N;GEN;FEM;SG
phục	εξυπηρετητή	phục	εξυπηρετητής	V	N;NOM;MASC;SG
phục	διακομιστής	phục	διακομιστής	V	N;NOM;MASC;SG
phục	server	phục	server	V	
tuổi	παλαιά	tuổi	παλιός	N	ADV
tuổi	παλιό	tuổi	παλιός	N	ADJ;NOM;NEUT;SG
tuổi	παλαιό	tuổi	παλιός	N	ADJ;NOM;NEUT;SG
tuổi	παλιά	tuổi	παλιός	N	ADV
tân	παρθένο	tân	παρθένος	N	PROPN;NOM;NEUT;SG
tân	παρθένος	tân	παρθένος	N	ADJ;NOM;MASC;SG
đời	life	đời	life	N	
cần	αναγκη	cần	αναγκη	V	N;ACC;FEM;SG
cần	ανάγκη	cần	ανάγκη	V	N;ACC;FEM;SG
hoàn	ήρωας	hoàn	ήρωο		N;NOM;MASC;SG
hoàn	ήρωα	hoàn	ήρωα		N;ACC;MASC;SG
chơi	παιχνίδι	chơi	παιχνίδι	V	N;NOM;NEUT;SG
chơi	play	chơi	play	V	
chơi	παιχνίδι	chơi	παιχνίδι	V	N;NOM;NEUT;SG
chơi	game	chơi	game	V	
chơi	παιχνιδι	chơi	παιχνιδι	V	
chơi	παίξιμο	chơi	παίξιμο	V	N;NOM;NEUT;SG
mùa	σεζον	mùa	σεζον	N	
kim	jin	kim	jin	N	
kim	κιμ	kim	κιμ	N	PROPN;NOM;MASC;SG
kim	k	kim	k	N	
long	μακρύς	long	μακρύς	N	ADJ;NOM;MASC;SG
long	λονγκ	long	λονγκ	N	
long	long	long	long	N	
đưa	δώστε	đưa	δώστε	V	N;ACC;FEM;SG
đóng	κλείσιμο	đóng	κλείσιμο	V	N;NOM;NEUT;SG
đóng	κοντά	đóng	κοντά	V	ADV
đóng	κλείσιμο	đóng	κλείσιμο	V	N;NOM;NEUT;SG
đóng	κλειστό	đóng	κλειστός	V	N;NOM;NEUT;SG
đóng	κλειστο	đóng	κλειστος	V	DET;NOM;DEF;MASC;SG
đóng	κλειστή	đóng	κλειστής	V	ADJ;NOM;FEM;SG
đóng	κλειστά	đóng	κλειστώ	V	ADV
dẫn	μόλυβδο	dẫn	μόλυβδος	V	N;NOM;NEUT;PL
dẫn	μόλυβδος	dẫn	μόλυβδος	V	N;NOM;MASC;SG
thắng	κερδίσει	thắng	κερδίζω	N	V;PFV;NFIN;ACT
thắng	κέρδισε	thắng	κερδίζω	N	V;PFV;IND;SG;3;PST;FIN;ACT
thắng	κερδίζεις	thắng	κερδίζη	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
thắng	κέρδισα	thắng	κέρδισα	N	V;PFV;IND;SG;1;PST;FIN;ACT
thắng	γουόν	thắng	γουόν	N	
thắng	κέρδισε	thắng	κερδίζω	N	V;PFV;IND;SG;3;PST;FIN;ACT
thắng	νικά	thắng	νικά	N	V;PFV;IND;SG;3;PST;FIN;ACT
thắng	κερδίζει	thắng	κερδίζω	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
mang	μανγκ	mang	μανγκ	V	N
giáp	πανοπλία	giáp	πανοπλία	V	N;NOM;FEM;SG
giáp	πανοπλία	giáp	πανοπλία	V	N;NOM;FEM;SG
khí	air	khí	air	N	
thư	mail	thư	mail	N	
tra	tra	tra	tra	V	
tra	επιταγή	tra	επιταγή	V	N;ACC;FEM;SG
tra	έλεγχος	tra	έλεγχος	V	N;NOM;MASC;SG
tra	check	tra	check	V	NUM
tra	τσεκ	tra	τσεκ	V	N
chiếm	κατάληψη	chiếm	κατάληψη	V	N;ACC;FEM;SG
nga	ρωσική	nga	ρωσικός	N	ADJ;NOM;FEM;SG
nga	ρώσικα	nga	ρώσικα	N	ADV
nga	ρωσικά	nga	ρωσικός	N	ADV
nga	ρώσος	nga	ρώσος	N	PROPN;NOM;MASC;SG
nga	ρωσία	nga	ρωσία	N	PROPN;ACC;FEM;SG
nga	ρωσίας	nga	ρωσία	N	PROPN;GEN;FEM;SG
nga	ρώσους	nga	Ρώσος	N	PROPN;ACC;MASC;PL
nga	ρώσοι	nga	Ρώσος	N	PROPN;NOM;MASC;PL
nga	nga	nga	nga	N	
triệu	ζάο	triệu	ζάος	NUM	N
triệu	εκατομμύρια	triệu	εκατομμύριο	NUM	N;NOM;NEUT;PL
triệu	εκατομμύρια	triệu	εκατομμύριο	NUM	N;NOM;NEUT;PL
phép	επιτρέπεται	phép	επιτρέπω	N	V;IPFV;IND;SG;3;PRS;FIN;PASS
phép	επιτρέπονται	phép	επιτρέπω	N	V;IPFV;IND;PL;3;PRS;FIN;PASS
phép	επιτρεπόμενες	phép	επιτρεπόμενος	N	ADJ;NOM;FEM;PL
phép	επιτρεπόμενη	phép	επιτρεπόμενος	N	V;PFV;NOM;FEM;SG;V.PTCP;PASS
new	νεα	new	νέος		N;NOM;FEM;SG
new	νέο	new	νέος		ADJ;ACC;NEUT;SG
new	νέα	new	νέος		ADJ;NOM;NEUT;PL
new	νέος	new	νέος		ADJ;NOM;MASC;SG
yếu	αδύναμη	yếu	αδύναμη	N	ADJ;NOM;FEM;SG
yếu	αδύναμο	yếu	αδύναμο	N	ADJ;NOM;NEUT;SG
yếu	αδύναμοι	yếu	αδύναμος	N	ADJ;NOM;MASC;PL
mật	μυστικός	mật	μυστικός	N	ADJ;NOM;MASC;SG
mật	μυστική	mật	μυστικός	N	ADJ;NOM;FEM;SG
ghi	συγγραφή	ghi	συγγραφή	V	N;NOM;FEM;SG
ghi	γραφή	ghi	γραφή	V	N;NOM;FEM;SG
