til	para	til	para	ADV	ADP
bytes	bytes	byte	byte	N;INDF;MASC+FEM;SG	N;MASC;PL
runde	redondo	runde	redondo	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
runde	redondos	runde	redondo	N;INDF;MASC+FEM;SG	ADJ;MASC;PL
label	etiquetar	label	etiquetar	N;INDF;NEUT;SG	V;NFIN
park	parques	park	parque	N;INDF;MASC+FEM;SG	N;MASC;PL
park	park	park	park	N;INDF;MASC+FEM;SG	PROPN
centrum	céntrico	centrum	céntrico	N;INDF;NEUT;SG	ADJ;MASC;SG
centrum	centrar	centrum	centrar	N;INDF;NEUT;SG	V;NFIN
valgte	escogidos	vælge	escogido	V;IND;PST;FIN;ACT	ADJ;MASC;PL;V.PTCP
valgte	elegido	vælge	elegido	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
valgte	escogido	vælge	escogido	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
valgte	elegida	vælge	elegido	V;IND;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
valgte	escogida	vælge	escogida	V;IND;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
valgte	elegidos	vælge	elegido	V;IND;PST;FIN;ACT	ADJ;MASC;PL;V.PTCP
valgte	seleccionados	vælge	seleccionado	V;IND;PST;FIN;ACT	ADJ;MASC;PL;V.PTCP
valgte	seleccionado	vælge	seleccionado	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
valgte	seleccionada	vælge	seleccionado	V;IND;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
valgte	seleccionadas	vælge	seleccionado	V;IND;PST;FIN;ACT	ADJ;FEM;PL;V.PTCP
valgte	elegidas	vælge	elegido	V;IND;PST;FIN;ACT	ADJ;FEM;PL;V.PTCP
valgte	elegidos	vælge	elegido	V;IND;PST;FIN;ACT	ADJ;MASC;PL;V.PTCP
valgte	electo	vælge	electo	V;IND;PST;FIN;ACT	N;MASC;SG
valgte	elegido	vælge	elegido	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
valgte	elegida	vælge	elegido	V;IND;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
valgte	optado	vælge	optar	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
mor	mami	mor	mami	N;INDF;MASC+FEM;SG	INTJ
fly	aeronaves	fly	aeronave	N;INDF;NEUT;SG	N;FEM;PL
fly	aviones	fly	avión	N;INDF;NEUT;SG	N;MASC;PL
fly	planos	fly	plano	N;INDF;NEUT;SG	N;MASC;PL
fly	aviones	fly	avión	N;INDF;NEUT;SG	N;MASC;PL
klubber	trébol	klub	trébol	N;INDF;MASC+FEM;PL	N;MASC;SG
mulighed	oportunidades	mulighed	oportunidad	N;INDF;MASC+FEM;SG	N;FEM;PL
bedst	best	god	best	ADJ;RL	N;MASC;SG
bedst	mejor	god	mejor	ADJ;RL	ADV
sidst	último	sidst	último	ADV	ADJ;MASC;SG
sidst	last	sidst	last	ADV	N
sidst	últimos	sidst	último	ADV	ADJ;MASC;PL
sidst	última	sidst	último	ADV	ADJ;FEM;SG
bgcolor	bgcolor	bgcolor	bgcolor		
des	des	des	des		
island	islandia	island	islandia		ADJ;FEM;SG
adskillige	varios	adskillig	varios	ADJ;PL	PRO;MASC;PL
adskillige	varias	adskillig	varios	ADJ;PL	PRO;FEM;PL
adskillige	múltiple	adskillig	múltiple	ADJ;PL	ADJ;SG
løber	runner	løbe	runner	V;IND;PRS;FIN;ACT	N;SG
løber	corredor	løbe	corredor	V;IND;PRS;FIN;ACT	N;MASC;SG
løber	running	løbe	running	V;IND;PRS;FIN;ACT	N;MASC;SG
løber	carreras	løbe	carrera	V;IND;PRS;FIN;ACT	N;FEM;PL
løber	alfil	løbe	alfil	V;IND;PRS;FIN;ACT	N;MASC;SG
løber	bishop	løbe	bishop	V;IND;PRS;FIN;ACT	N;MASC;SG
løber	obispo	løbe	obispo	V;IND;PRS;FIN;ACT	N;MASC;SG
stærkt	strong	stærkt	strong	ADV	N
stærkt	fuerte	stærkt	fuerte	ADV	ADJ;SG
stærkt	fuertes	stærkt	fuerte	ADV	ADJ;PL
stærkt	poderosas	stærkt	poderoso	ADV	ADJ;FEM;PL
stærkt	potente	stærkt	potente	ADV	ADJ;SG
stærkt	poderosa	stærkt	poderoso	ADV	ADJ;FEM;SG
stærkt	poderoso	stærkt	poderoso	ADV	ADJ;MASC;SG
stærkt	poderosos	stærkt	poderoso	ADV	ADJ;MASC;PL
viborg	viborg	viborg	viborg		N;MASC;SG
teater	teatros	teater	teatro	N;INDF;NEUT;SG	N;MASC;PL
midten	centrar	midte	centrar	N;DEF;MASC+FEM;SG	V;NFIN
lars	lars	lars	el	PROPN	PROPN
vendte	girado	vende	girado	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
anders	andy	anders	andy		PROPN
anders	anders	anders	anders		PROPN
lykkedes	administrado	lykkes	administrado	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
lykkedes	gestionada	lykkes	gestionado	V;IND;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
lykkedes	gestionado	lykkes	gestionado	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
lykkedes	logrado	lykkes	logrado	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
lykkedes	gestionados	lykkes	gestionado	V;IND;PST;FIN;ACT	ADJ;MASC;PL;V.PTCP
lykkedes	sucedido	lykkes	sucedido	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
forsøg	juicios	forsøg	juicio	N;INDF;NEUT;SG	N;MASC;PL
forsøg	ensayos	forsøg	ensayo	N;INDF;NEUT;SG	N;MASC;PL
forsøg	experimentos	forsøg	experimento	N;INDF;NEUT;SG	N;MASC;PL
forsøg	experimentar	forsøg	experimentar	N;INDF;NEUT;SG	V;NFIN
formål	objetivas	formål	objetivo	N;INDF;NEUT;SG	ADJ;FEM;PL
formål	objetiva	formål	objetivo	N;INDF;NEUT;SG	ADJ;FEM;SG
formål	objetivos	formål	objetivo	N;INDF;NEUT;SG	N;MASC;PL
sankt	santo	sankt	santo	N;INDF;NEUT;SG	
sankt	santa	sankt	santo	N;INDF;NEUT;SG	ADJ;FEM;SG
rige	rico	rig	rico	ADJ;PL	ADJ;MASC;SG
rige	rich	rig	rich	ADJ;PL	PROPN
rige	ricos	rig	rico	ADJ;PL	N;MASC;PL
rige	rica	rig	rico	ADJ;PL	ADJ;FEM;SG
tropper	tropa	troppe	tropa	N;INDF;MASC+FEM;PL	N;FEM;SG
aktiv	activos	aktiv	activo	ADJ;INDF;MASC+FEM;SG	N;MASC;PL
aktiv	activos	aktiv	activo	ADJ;INDF;MASC+FEM;SG	N;MASC;PL
østlige	oriental	østlig	oriental	ADJ;PL	ADJ;SG
østlige	eastern	østlig	eastern	ADJ;PL	N;MASC;SG
højre	derecho	højre	derecho	ADJ	N;MASC;SG
højre	derecha	højre	derecha	ADJ	N;FEM;SG
otte	otte	otte	otte	NUM	
otte	eight	otte	eight	NUM	N
grupper	agrupa	gruppe	agrupar	N;INDF;MASC+FEM;PL	V;IND;SG;3;PRS;FIN
metal	metálico	metal	metálico	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
metal	metálicos	metal	metálico	N;INDF;MASC+FEM;SG	ADJ;MASC;PL
metal	metales	metal	metal	N;INDF;MASC+FEM;SG	N;MASC;PL
metal	metales	metal	metal	N;INDF;MASC+FEM;SG	N;MASC;PL
linje	line	linje	line	N;INDF;MASC+FEM;SG	
fælles	articulación	fælles	articulación	ADJ	N;FEM;SG
fælles	joint	fælles	joint	ADJ	N
fælles	porro	fælles	porro	ADJ	N;MASC;SG
fælles	articulaciones	fælles	articulación	ADJ	N;FEM;PL
fælles	common	fælles	common	ADJ	N
anna	ana	anna	ana		N;FEM;SG
anna	anna	anna	anno		PROPN
www	www	www	www	N;INDF;MASC+FEM;SG	INTJ
und	und	und	und		PROPN
skrive	escritura	skrive	escritura	V;NFIN;ACT	N;FEM;SG
skrive	tipificación	skrive	tipificación	V;NFIN;ACT	N;FEM;SG
skrive	mecanografía	skrive	mecanografía	V;NFIN;ACT	N;FEM;SG
skrive	redacción	skrive	redacción	V;NFIN;ACT	N;FEM;SG
skrive	escritura	skrive	escritura	V;NFIN;ACT	N;FEM;SG
apr	apr	apr	apr	N;INDF;MASC+FEM;SG	
almindelig	comunes	almindelig	común	ADJ;INDF;MASC+FEM;SG	ADJ;PL
almindelig	frecuentes	almindelig	frecuente	ADJ;INDF;MASC+FEM;SG	ADJ;PL
almindelig	common	almindelig	common	ADJ;INDF;MASC+FEM;SG	N
almindelig	generalidades	almindelig	generalidad	ADJ;INDF;MASC+FEM;SG	N;FEM;PL
almindelig	generales	almindelig	general	ADJ;INDF;MASC+FEM;SG	N;MASC;PL
almindelig	general	almindelig	general	ADJ;INDF;MASC+FEM;SG	N;SG
officiel	funcionario	officiel	funcionario	ADJ;INDF;MASC+FEM;SG	N;MASC;SG
officiel	official	officiel	official	ADJ;INDF;MASC+FEM;SG	N
officiel	funcionaria	officiel	funcionaria	ADJ;INDF;MASC+FEM;SG	N;FEM;SG
dannet	constituido	danne	constituido	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
dannet	formado	danne	formado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
dannet	formadas	danne	formado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
dannet	formada	danne	formado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
dannet	formados	danne	formado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
united	united	united	united		N;SG
united	unidos	united	unido		ADJ;MASC;PL;V.PTCP
united	unido	united	unido		ADJ;MASC;SG;V.PTCP
united	unió	united	unir		V;IND;SG;3;PST;FIN
united	unida	united	unido		ADJ;FEM;SG;V.PTCP
problemer	problemática	problem	problemática	N;INDF;NEUT;PL	N;FEM;SG
problemer	problemática	problem	problemática	N;INDF;NEUT;PL	N;FEM;SG
problemer	problema	problem	problema	N;INDF;NEUT;PL	N;MASC;SG
hvide	blanca	hvid	blanco	ADJ;PL	ADJ;FEM;SG
hvide	white	hvid	white	ADJ;PL	N
hvide	blancos	hvid	blanco	ADJ;PL	N;MASC;PL
hvide	blanco	hvid	blanco	ADJ;PL	ADJ;MASC;SG
udviklet	desarrollados	udvikle	desarrollado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
udviklet	desarrollado	udvikle	desarrollado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
udviklet	desarrollada	udvikle	desarrollado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
udviklet	desarrolladas	udvikle	desarrollado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
udviklet	evolucionaron	udvikle	evolucionar	V;INDF;SG;PST;V.PTCP	V;IND;PL;3;PST;FIN
udviklet	evolucionado	udvikle	evolucionar	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
ting	cosa	ting	cosa	N;INDF;MASC+FEM;PL	N;FEM;SG
arbejdet	trabajos	arbejde	trabajo	N;DEF;NEUT;SG	N;MASC;PL
arbejdet	trabaje	arbejde	trabaje	N;DEF;NEUT;SG	V;SBJV;SG;3;PRS;FIN
arbejdet	trabajar	arbejde	trabajar	N;DEF;NEUT;SG	V;NFIN
kaldt	llamados	kalde	llamado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
kaldt	llamado	kalde	llamado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
kaldt	llamada	kalde	llamado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
indflydelse	influir	indflydelse	influir	N;INDF;MASC+FEM;SG	V;NFIN
indflydelse	influencias	indflydelse	influencia	N;INDF;MASC+FEM;SG	N;FEM;PL
indflydelse	influenciar	indflydelse	influenciar	N;INDF;MASC+FEM;SG	V;NFIN
retning	direction	retning	direction	N;INDF;MASC+FEM;SG	N;PL
let	fácilmente	let	fácilmente	ADJ;INDF;SG	ADV
let	facilmente	let	facilmente	ADJ;INDF;SG	ADV
let	easy	let	easy	ADJ;INDF;SG	N
let	light	let	light	ADJ;INDF;SG	N
let	luz	let	luz	ADJ;INDF;SG	N;FEM;SG
bar	bares	bar	bar	N;INDF;MASC+FEM;SG	N;MASC;PL
johannes	juan	johan	juan	N;GEN;INDF;MASC+FEM;SG	PROPN
johannes	john	johan	john	N;GEN;INDF;MASC+FEM;SG	PROPN
tilskuere	espectador	tilskuer	espectador	N;INDF;MASC+FEM;PL	N;MASC;SG
kunst	artes	kunst	arte	N;INDF;MASC+FEM;SG	N;PL
historisk	históricas	historisk	histórico	ADJ;INDF;SG	ADJ;FEM;PL
historisk	históricos	historisk	histórico	ADJ;INDF;SG	ADJ;MASC;PL
historisk	históricamente	historisk	históricamente	ADJ;INDF;SG	ADV
historisk	históricas	historisk	histórico	ADJ;INDF;SG	ADJ;FEM;PL
historisk	históricos	historisk	histórico	ADJ;INDF;SG	ADJ;MASC;PL
historiske	historico	historisk	historico	ADJ;PL	ADJ;MASC;SG
historiske	histórico	historisk	histórico	ADJ;PL	ADJ;MASC;SG
historiske	histórica	historisk	histórico	ADJ;PL	ADJ;FEM;SG
historiske	histórica	historisk	histórico	ADJ;PL	ADJ;FEM;SG
historiske	historico	historisk	historico	ADJ;PL	ADJ;MASC;SG
historiske	histórico	historisk	histórico	ADJ;PL	ADJ;MASC;SG
guld	dorada	guld	dorado	N;INDF;NEUT;SG	ADJ;FEM;SG;V.PTCP
guld	dorado	guld	dorado	N;INDF;NEUT;SG	ADJ;MASC;SG;V.PTCP
visse	ciertos	vis	cierto	ADJ;PL	PRO;MASC;PL
visse	ciertas	vis	cierto	ADJ;PL	PRO;FEM;PL
måneder	mes	måned	mes	N;INDF;MASC+FEM;PL	N;MASC;SG
styrke	reforzar	styrke	reforzar	N;INDF;MASC+FEM;SG	V;NFIN
styrke	fortalecer	styrke	fortalecer	N;INDF;MASC+FEM;SG	V;NFIN
optaget	absorbida	optage	absorbido	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
optaget	absorbidos	optage	absorbido	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
optaget	absorbido	optage	absorbido	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
optaget	ocupada	optage	ocupado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
optaget	ocupado	optage	ocupado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
optaget	ocupadas	optage	ocupado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
optaget	ocupados	optage	ocupado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
optaget	ocupada	optage	ocupado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
optaget	ocupado	optage	ocupado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
optaget	ocupados	optage	ocupado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
optaget	ocupadas	optage	ocupado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
optaget	grabados	optage	grabado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
optaget	registrado	optage	registrado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
optaget	grabado	optage	grabado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
slot	tragamonedas	slå	tragamonedo	N;INDF;NEUT;SG	N;FEM;PL
ansat	empleada	ansætte	empleado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
ansat	empleados	ansætte	empleado	V;INDF;SG;PST;V.PTCP	N;MASC;PL
ansat	trabajador	ansætte	trabajador	V;INDF;SG;PST;V.PTCP	N;MASC;SG
ansat	asalariado	ansætte	asalariado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
ansat	empleado	ansætte	empleado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
ansat	empleada	ansætte	empleado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
ansat	empleadas	ansætte	empleada	V;INDF;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
ansat	contratados	ansætte	contratado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
ansat	contratado	ansætte	contratado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
ansat	contratada	ansætte	contratado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
van	camioneta	van	camioneta		N;FEM;SG
van	van	van	ir		V;IND;PL;3;PRS;FIN
van	furgoneta	van	furgoneta		N;FEM;SG
fortsat	continuar	fortsat	continuar	ADV	V;NFIN
fortsat	continuando	fortsat	continuar	ADV	V;V.MSDR
fortsat	continua	fortsat	continuo	ADV	ADJ;FEM;SG
fortsat	continuo	fortsat	continuo	ADV	ADJ;MASC;SG
fortsat	continuación	fortsat	continuación	ADV	N;FEM;SG
fortsat	continuó	fortsat	continuar	ADV	V;IND;SG;3;PST;FIN
fortsat	continuado	fortsat	continuado	ADV	ADJ;MASC;SG;V.PTCP
centrale	centrale	central	centrale	ADJ;PL	N;MASC;SG
rom	roma	rom	roma	PROPN	N;SG
rom	ron	rom	ron	PROPN	N;MASC;SG
århus	århus	århus	århus	PROPN	N;MASC;SG
århus	aarhus	århus	aarhus	PROPN	N;MASC;SG
finland	finlandia	finland	finlandia		N;FEM;SG
placeret	colocada	placere	colocado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
placeret	colocados	placere	colocado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
placeret	colocado	placere	colocado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
placeret	colocado	placere	colocado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
placeret	localizada	placere	localizado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
placeret	localizado	placere	localizado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
placeret	ubicado	placere	ubicado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
placeret	situado	placere	situado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
hvorfor	porqué	hvorfor	porqué	ADV	
hvorfor	why	hvorfor	why	ADV	
maria	maría	maria	maría		N;FEM;SG
maria	mary	maria	mary		N;FEM;SG
maria	maria	maria	mario		
maria	maría	maria	maría		N;FEM;SG
maria	maria	maria	mario		
gerne	gustar	gerne	gustar	ADV	V;NFIN
gerne	like	gerne	like	ADV	N
gerne	como	gerne	como	ADV	CONJ
roman	romana	roman	romano	N;INDF;MASC+FEM;SG	ADJ;FEM;SG
roman	romanos	roman	romano	N;INDF;MASC+FEM;SG	N;MASC;PL
roman	romano	roman	romano	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
fald	disminuir	fald	disminuir	N;INDF;NEUT;SG	V;NFIN
fald	disminuye	fald	disminuir	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
fald	fall	fald	fall	N;INDF;NEUT;SG	PROPN
begravet	sepultado	begrave	sepultado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
begravet	enterrada	begrave	enterrado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
begravet	enterrados	begrave	enterrar	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
begravet	enterrado	begrave	enterrado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
svg	svg	svg	svg		N;MASC;SG
særligt	especiales	særligt	especial	ADV	ADJ;PL
særligt	especial	særligt	especial	ADV	ADJ;SG
særligt	special	særligt	special	ADV	N
jun	jun	jun	jun		
tour	recorrido	tour	recorrido		N;MASC;SG
tour	tour	tour	tour		N;MASC;SG
tour	gira	tour	gira		N;FEM;SG
indre	interior	indre	interior	ADJ	N;MASC;SG
jul	navidades	jul	navidad	N;INDF;MASC+FEM;SG	N;FEM;PL
larsen	larsen	lars	larsir	N;DEF;MASC+FEM;SG	PROPN
ole	ole	ole	ole	PROPN	N;SG
lignende	parecido	ligne	parecido	V;PRS;V.PTCP	ADJ;MASC;SG;V.PTCP
lignende	similar	ligne	similar	V;PRS;V.PTCP	ADJ;SG
lignende	similares	ligne	similar	V;PRS;V.PTCP	ADJ;PL
lignende	parecidos	ligne	parecido	V;PRS;V.PTCP	ADJ;MASC;PL;V.PTCP
radio	radios	radio	radio	N;INDF;MASC+FEM;SG	N;FEM;PL
holland	holanda	holland	holanda		N;FEM;SG
holland	holanda	holland	holanda		N;FEM;SG
holland	holland	holland	holland		N;MASC;PL
information	informaciones	information	información	N;INDF;MASC+FEM;SG	N;FEM;PL
opnåede	obtenida	opnå	obtenido	V;IND;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
opnåede	obtenidos	opnå	obtenido	V;IND;PST;FIN;ACT	ADJ;MASC;PL;V.PTCP
opnåede	obtenidas	opnå	obtenido	V;IND;PST;FIN;ACT	ADJ;FEM;PL;V.PTCP
opnåede	obtenido	opnå	obtenido	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
opnåede	ganados	opnå	ganado	V;IND;PST;FIN;ACT	ADJ;MASC;PL;V.PTCP
opnåede	ganado	opnå	ganado	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
opnåede	alcanzada	opnå	alcanzar	V;IND;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
opnåede	alcanzados	opnå	alcanzado	V;IND;PST;FIN;ACT	ADJ;MASC;PL;V.PTCP
opnåede	logrado	opnå	logrado	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
opnåede	alcanzado	opnå	alcanzado	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
officielt	oficial	officielt	oficial	ADV	ADJ;SG
officielt	funcionario	officielt	funcionario	ADV	N;MASC;SG
officielt	official	officielt	official	ADV	N
officielt	funcionaria	officielt	funcionaria	ADV	N;FEM;SG
finalen	finales	finale	final	N;DEF;MASC+FEM;SG	N;MASC;PL
snart	soon	snart	soon	ADV	N
politik	políticas	politik	política	N;INDF;MASC+FEM;SG	N;FEM;PL
politik	políticos	politik	político	N;INDF;MASC+FEM;SG	N;MASC;PL
politik	politicas	politik	politico	N;INDF;MASC+FEM;SG	N;FEM;PL
politik	políticas	politik	política	N;INDF;MASC+FEM;SG	N;FEM;PL
politik	pólizas	politik	póliza	N;INDF;MASC+FEM;SG	N;FEM;PL
politik	politicas	politik	politico	N;INDF;MASC+FEM;SG	N;FEM;PL
politik	políticas	politik	política	N;INDF;MASC+FEM;SG	N;FEM;PL
hvem	oms	hvem	oms	PRO;MASC+FEM	N;FEM;SG
hvem	quiénes	hvem	quién	PRO;MASC+FEM	PRO;PL
hvem	quién	hvem	quién	PRO;MASC+FEM	PRO;SG
hvem	quien	hvem	quien	PRO;MASC+FEM	PRO;SG
opkaldt	nombrada	opkalde	nombrado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
opkaldt	nombrado	opkalde	nombrado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
offentlige	público	offentlig	público	ADJ;PL	N;MASC;SG
offentlige	publico	offentlig	publico	ADJ;PL	ADJ;MASC;SG
høje	alto	høj	alto	ADJ;PL	ADJ;MASC;SG
høje	high	høj	high	ADJ;PL	N
høje	elevada	høj	elevado	ADJ;PL	ADJ;FEM;SG;V.PTCP
høje	alta	høj	alto	ADJ;PL	ADJ;FEM;SG
høje	alto	høj	alto	ADJ;PL	ADJ;MASC;SG
vinder	win	vinde	win	V;IND;PRS;FIN;ACT	N
vinder	triunfo	vinde	triunfo	V;IND;PRS;FIN;ACT	N;MASC;SG
vinder	gane	vinde	ganar	V;IND;PRS;FIN;ACT	V;IMP;SG;3;FIN
vinder	ganador	vinde	ganador	V;IND;PRS;FIN;ACT	N;MASC;SG
vinder	vencedor	vinde	vencedor	V;IND;PRS;FIN;ACT	N;MASC;SG
vinder	ganadora	vinde	ganador	V;IND;PRS;FIN;ACT	ADJ;FEM;SG
vinder	victorias	vinde	victoria	V;IND;PRS;FIN;ACT	N;FEM;PL
vinder	gane	vinde	ganar	V;IND;PRS;FIN;ACT	V;IMP;SG;3;FIN
die	die	die	die		PROPN
die	morir	die	morir		V;NFIN
die	mueren	die	morir		V;IND;PL;3;PRS;FIN
die	muera	die	morir		V;IMP;SG;3;FIN
die	muere	die	morir		V;IND;SG;3;PRS;FIN
afholdt	celebrada	afholde	celebrado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
uddannelse	entrenando	uddannelse	entrenar	N;INDF;MASC+FEM;SG	V;V.MSDR
lever	hígados	leve	hígado	V;IND;PRS;FIN;ACT	ADJ;MASC;PL;V.PTCP
lever	hígado	leve	hígado	V;IND;PRS;FIN;ACT	N;MASC;SG
lever	hígados	leve	hígado	V;IND;PRS;FIN;ACT	ADJ;MASC;PL;V.PTCP
single	sencillo	single	sencillo	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
richard	richard	richard	richard		PROPN
richard	ricardo	richard	ricardo		N;MASC;SG
økonomiske	económico	økonomisk	económico	ADJ;PL	ADJ;MASC;SG
økonomiske	economico	økonomisk	economico	ADJ;PL	ADJ;MASC;SG
økonomiske	económica	økonomisk	económico	ADJ;PL	ADJ;FEM;SG
point	puntos	point	punto	N;INDF;NEUT;SG	N;MASC;PL
point	points	point	point	N;INDF;NEUT;SG	N;MASC;PL
hvilken	cuáles	hvilken	cuál	PRO;MASC+FEM;SG	PRO;PL
hvilken	cuál	hvilken	cuál	PRO;MASC+FEM;SG	PRO;SG
hvilken	cual	hvilken	cual	PRO;MASC+FEM;SG	PRO;SG
manuskript	manuscritos	manuskript	manuscrito	N;INDF;NEUT;SG	N;MASC;PL
japanske	japonesa	japansk	japonés	ADJ;PL	ADJ;FEM;SG
japanske	japonés	japansk	japonés	ADJ;PL	N;MASC;SG
japanske	japoneses	japansk	japonés	ADJ;PL	N;MASC;PL
følger	siguiente	følge	siguiente	V;IND;PRS;FIN;ACT	ADJ;SG
følger	siguientes	følge	siguiente	V;IND;PRS;FIN;ACT	ADJ;PL
følger	siga	følge	seguir	V;IND;PRS;FIN;ACT	V;SBJV;SG;3;PRS;FIN
følger	sigan	følge	seguir	V;IND;PRS;FIN;ACT	V;SBJV;PL;3;PRS;FIN
følger	follow	følge	follow	V;IND;PRS;FIN;ACT	
følger	seguidor	følge	seguidor	V;IND;PRS;FIN;ACT	N;MASC;SG
virksomhed	actividades	virksomhed	actividad	N;INDF;MASC+FEM;SG	N;FEM;PL
virksomhed	negocios	virksomhed	negocio	N;INDF;MASC+FEM;SG	N;MASC;PL
brugte	utilizada	bruge	utilizado	V;IND;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
brugte	usada	bruge	usado	V;IND;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
brugte	usado	bruge	usado	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
brugte	utilizado	bruge	utilizado	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
brugte	utilizados	bruge	utilizado	V;IND;PST;FIN;ACT	ADJ;MASC;PL;V.PTCP
