năm	пет	năm	пет	N	NUM;INDF;PL
bắt	улов	bắt	улов	V	N;INDF;MASC;SG
bắt	улавяне	bắt	улавяне	V	N;INDF;NEUT;SG
bắt	залавяне	bắt	залавяне	V	N;INDF;NEUT;SG
bắt	залавянето	bắt	залавяне	V	N;DEF;NEUT;SG
rất	много	rất	много		ADV;INDF;PL
đất	земно	đất	земно	N	ADV
đất	земен	đất	земен	N	ADJ;INDF;MASC;SG
đất	почва	đất	почвам-(се)	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
thức	рецепта	thức	рецепта	V	N;INDF;FEM;SG
thức	рецептата	thức	рецепта	V	N;DEF;FEM;SG
luận	коментирайте	luận	коментирам	N	V;IPFV;IMP;PL;2;FIN
luận	коментирам	luận	коментирам	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
luận	логически	luận	логически	N	ADJ;INDF;MASC;SG
khoảng	относно	khoảng	относно	ADJ	ADP
khoảng	интервали	khoảng	интервам	ADJ	V;IPFV;INDF;PL;PST;V.PTCP;ACT
khoảng	помещения	khoảng	помещение	ADJ	N;INDF;NEUT;PL
khoảng	пространства	khoảng	пространство	ADJ	N;INDF;NEUT;PL
khoảng	около	khoảng	около	ADJ	ADP
khoảng	наоколо	khoảng	наоколо	ADJ	ADV
khoảng	приблизително	khoảng	приблизително	ADJ	ADV
lần	times	lần	times	N	PROPN;INDF;MASC;SG
vương	уанг	vương	уанг	N	PROPN;INDF;MASC;SG
vương	уан	vương	уан	N	PROPN;INDF;MASC;SG
vương	богато	vương	богат	N	ADV
vương	богат	vương	богат	N	ADJ;INDF;MASC;SG
vương	богата	vương	богат	N	ADJ;INDF;FEM;SG
vương	богати	vương	богат	N	ADJ;INDF;PL
toàn	цялата	toàn	цял	N	ADJ;DEF;FEM;SG
toàn	цяла	toàn	цял	N	ADJ;INDF;FEM;SG
toàn	цял	toàn	цял	N	ADJ;INDF;MASC;SG
toàn	цялото	toàn	цял	N	ADJ;DEF;NEUT;SG
nhật	японско	nhật	японски		ADV
nhật	японска	nhật	японски		ADJ;INDF;FEM;SG
nhật	японци	nhật	японец		N;INDF;MASC;PL
nhật	японец	nhật	японец		N;INDF;MASC;SG
nhật	японски	nhật	японски		ADJ;INDF;MASC;SG
viết	принтера	viết	принтер	V	N;DEF;MASC;SG
viết	принтер	viết	принтер	V	N;INDF;MASC;SG
viết	писане	viết	писане	V	N;INDF;NEUT;SG
lan	иън	lan	иън	N	PROPN;INDF;MASC;SG
lan	иън	lan	иън	N	PROPN;INDF;MASC;SG
bảo	саид	bảo	саид	V	N;INDF;MASC;SG
bảo	бао	bảo	бао	V	N;INDF;MASC;SG
đơn	необвързан	đơn	необвързан	N	ADJ;INDF;MASC;SG
đơn	единична	đơn	единичен	N	ADJ;INDF;FEM;SG
đơn	необвързана	đơn	побвържа	N	ADJ;INDF;FEM;SG
đơn	единичен	đơn	единичен	N	ADJ;INDF;MASC;SG
thiên	раят	thiên	рай	N	ADV
điện	електрически	điện	електрически	N	ADJ;INDF;MASC;SG
điện	електрическа	điện	електрически	N	ADJ;INDF;FEM;SG
điện	електрическо	điện	електрически	N	ADV
điện	електрически	điện	електрически	N	ADJ;INDF;MASC;SG
điện	електрическа	điện	електрически	N	ADJ;INDF;FEM;SG
điện	електрическо	điện	електрически	N	ADV
bao	бао	bao	бао		N;INDF;MASC;SG
bao	никога	bao	никога		ADV
bao	сак	bao	сак		N;INDF;MASC;SG
bao	торба	bao	торба		N;INDF;FEM;SG
bao	как	bao	как		ADV
truyền	трансфер	truyền	трансфер	V	N;INDF;MASC;SG
truyền	преместване	truyền	преместване	V	N;INDF;NEUT;SG
truyền	прехвърляне	truyền	прехвърляне	V	N;INDF;NEUT;SG
truyền	вливане	truyền	вливане	V	N;INDF;NEUT;SG
truyền	трансфери	truyền	трансфер	V	N;INDF;MASC;PL
truyền	преводи	truyền	превод	V	N;INDF;MASC;PL
nghiệp	кариера	nghiệp	кариера	ADJ	N;INDF;FEM;SG
fontsize	fontsize	fontsize	fontsize		N;INDF;MASC;SG
nội	вътрешна	nội	вътрешен	N	ADJ;INDF;FEM;SG
nội	вътрешно	nội	вътрешен	N	ADV
nội	вътрешни	nội	вътрешен	N	ADJ;INDF;PL
nội	вътрешен	nội	вътрешен	N	ADJ;INDF;MASC;SG
nội	вътрешна	nội	вътрешен	N	ADJ;INDF;FEM;SG
nội	вътрешно	nội	вътрешен	N	ADV
nội	вътрешни	nội	вътрешен	N	ADJ;INDF;PL
nội	вътрешен	nội	вътрешен	N	ADJ;INDF;MASC;SG
tướng	обща	tướng	общ	N	ADJ;INDF;FEM;SG
tướng	общи	tướng	общ	N	ADJ;INDF;PL
utc	utc	utc	utc	N	PROPN;INDF;MASC;SG
utc	gmt	utc	мос	N	PROPN;INDF;MASC;SG
tâm	център	tâm	център		N;INDF;MASC;SG
thanh	вокал	thanh	вокал		N;INDF;MASC;SG
thanh	гласните	thanh	гласен		N;DEF;FEM;PL
thanh	пръти	thanh	прът		N;INDF;MASC;PL
thanh	барове	thanh	бар		N;INDF;MASC;PL
thanh	решетки	thanh	решетка		N;INDF;FEM;PL
thanh	решетките	thanh	решетка		N;DEF;FEM;PL
dùng	използване	dùng	използване	V	N;INDF;NEUT;SG
dùng	употреба	dùng	употреба	V	N;INDF;FEM;SG
dùng	потребителски	dùng	потребителски	V	ADJ;INDF;MASC;SG
dùng	потребител	dùng	потребител	V	N;INDF;MASC;SG
dùng	ползвател	dùng	ползвател	V	N;INDF;MASC;SG
nói	саид	nói	саид	V	N;INDF;MASC;SG
latns	latns	latns	latns		N;INDF;MASC;SG
longew	longew	longew	longew		PROPN;INDF;MASC;SG
longd	longd	longd	longd		PROPN;INDF;MASC;SG
latd	latd	latd	latd		N;INDF;MASC;SG
latm	latm	latm	latm		N;INDF;MASC;SG
longm	longm	longm	longm		PROPN;INDF;MASC;SG
đang	са	đang	съм		V;IPFV;IND;PL;3;PRS;FIN;ACT
phòng	рим	phòng	рим	N	PROPN;INDF;MASC;SG
đổi	промени	đổi	промяна	V	N;INDF;FEM;PL
đổi	смяна	đổi	смяна	V	N;INDF;FEM;SG
đổi	промяна	đổi	промяна	V	N;INDF;FEM;SG
chuyển	трансфер	chuyển	трансфер	V	N;INDF;MASC;SG
chuyển	преместване	chuyển	преместване	V	N;INDF;NEUT;SG
chuyển	прехвърляне	chuyển	прехвърляне	V	N;INDF;NEUT;SG
chuyển	превключвател	chuyển	превключвател	V	N;INDF;MASC;SG
chuyển	превключване	chuyển	превключване	V	N;INDF;NEUT;SG
chuyển	преместване	chuyển	преместване	V	N;INDF;NEUT;SG
chuyển	движение	chuyển	движение	V	N;INDF;NEUT;SG
nay	днеска	nay	днеска	PROPN	ADV
nay	днес	nay	днес	PROPN	ADV
trọng	важно	trọng	важно		ADV
trọng	важен	trọng	важен		ADJ;INDF;MASC;SG
trọng	важни	trọng	важен		ADJ;INDF;PL
trọng	важна	trọng	важен		ADJ;INDF;FEM;SG
dịch	преводи	dịch	превод		N;INDF;MASC;PL
dịch	преводач	dịch	преводач		N;INDF;MASC;SG
dịch	преводача	dịch	преводач		N;DEF;MASC;SG
dịch	превод	dịch	превод		N;INDF;MASC;SG
dịch	преведа	dịch	преведа		V;PFV;IND;SG;1;PST;FIN;ACT
dịch	преведете	dịch	преведа		V;PFV;IMP;PL;2;FIN
tài	талантливи	tài	талантлив	N	ADJ;INDF;PL
tài	талантлив	tài	талантлив	N	ADJ;INDF;MASC;SG
tài	талантлива	tài	талантлив	N	ADJ;INDF;FEM;SG
chế	направена	chế	направя-(се)	N	V;PFV;INDF;FEM;SG;V.PTCP;PASS
chế	направено	chế	направя-(се)	N	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
chế	направен	chế	направя-(се)	N	V;PFV;INDF;MASC;SG;V.PTCP;PASS
chế	направени	chế	направя-(се)	N	V;PFV;INDF;PL;V.PTCP;PASS
nằm	лъжи	nằm	лъжа	V	N;INDF;FEM;PL
chất	посочен	chất	посоча	N	V;PFV;INDF;MASC;SG;V.PTCP;PASS
chất	посочена	chất	посоча	N	V;PFV;INDF;FEM;SG;V.PTCP;PASS
chất	посочени	chất	посоча	N	V;PFV;INDF;PL;V.PTCP;PASS
chất	уточнени	chất	уточня	N	V;PFV;INDF;PL;V.PTCP;PASS
chất	посочено	chất	посоча	N	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
sáng	светло	sáng	светло	N	ADV
sáng	ярко	sáng	ярко	N	ADV
sáng	светли	sáng	светъл	N	ADJ;INDF;PL
thân	тялото	thân	тяло		N;DEF;NEUT;SG
thân	тяло	thân	тяло		N;INDF;NEUT;SG
thân	телесно	thân	телесно		ADV
cuối	последно	cuối	последно	N	ADV
cuối	последен	cuối	последен	N	ADJ;INDF;MASC;SG
cuối	последни	cuối	последен	N	ADJ;INDF;PL
cuối	последна	cuối	последен	N	ADJ;INDF;FEM;SG
tăng	увеличаване	tăng	увеличаване	V	N;INDF;NEUT;SG
tăng	увеличение	tăng	увеличение	V	N;INDF;NEUT;SG
tăng	повишаване	tăng	повишаване	V	N;INDF;NEUT;SG
tăng	резервоар	tăng	резервоар	V	N;INDF;MASC;SG
tăng	танк	tăng	танк	V	N;INDF;MASC;SG
tăng	цистерна	tăng	цистерна	V	N;INDF;FEM;SG
tăng	резервоари	tăng	резервоар	V	N;INDF;MASC;PL
tăng	танкове	tăng	танк	V	N;INDF;MASC;PL
tăng	цистерни	tăng	цистерн	V	N;INDF;FEM;PL
trưởng	капитане	trưởng	капитане		N;INDF;MASC;SG
lưu	лиу	lưu	лиу	V	PROPN;INDF;FEM;SG
lưu	лю	lưu	лю	V	PROPN;INDF;MASC;SG
lưu	спасяване	lưu	спасяване	V	N;INDF;NEUT;SG
lưu	запис	lưu	запис	V	N;INDF;MASC;SG
sân	ярд	sân	ярд	N	PROPN;INDF;MASC;SG
nổi	прочут	nổi	прочут		ADJ;INDF;MASC;SG
nổi	известни	nổi	известен		ADJ;INDF;PL
nổi	прочута	nổi	прочутам-се		ADJ;INDF;FEM;SG
nổi	известна	nổi	известен		ADJ;INDF;FEM;SG
nổi	известен	nổi	известен		ADJ;INDF;MASC;SG
nổi	знаменитости	nổi	знаменитост		N;INDF;FEM;PL
nổi	знаменитост	nổi	знаменитост		N;INDF;FEM;SG
đặt	задаване	đặt	задаване	V	N;INDF;NEUT;SG
đặt	комплект	đặt	комплект	V	N;INDF;MASC;SG
đặt	набор	đặt	набор	V	N;INDF;MASC;SG
đặt	избор	đặt	избор	V	N;INDF;MASC;SG
đặt	маркиране	đặt	маркиране	V	N;INDF;NEUT;SG
đặt	избиране	đặt	избиране	V	N;INDF;NEUT;SG
chim	бърд	chim	бърд	N	PROPN;INDF;MASC;SG
dài	дълго	dài	дълго	ADJ	ADV
dài	лонг	dài	лонг	ADJ	PROPN;INDF;MASC;SG
biến	променлива	biến	променлив	V	ADJ;INDF;FEM;SG
biến	променливи	biến	променлив	V	ADJ;INDF;PL
biến	променливо	biến	променлив	V	ADV
biến	променлив	biến	променлив	V	ADJ;INDF;MASC;SG
biến	преобразуване	biến	преобразуване	V	N;INDF;NEUT;SG
hậu	кралицата	hậu	кралица		N;DEF;FEM;SG
hậu	царица	hậu	царица		N;INDF;FEM;SG
hậu	кралица	hậu	кралица		N;INDF;FEM;SG
thu	събиране	thu	събиране	V	N;INDF;NEUT;SG
bên	страничен	bên	страничен	N	ADJ;INDF;MASC;SG
vẫn	още	vẫn	още		ADV
nghệ	артистична	nghệ	артистичен	N	ADJ;INDF;FEM;SG
nghệ	художествена	nghệ	художествен	N	ADJ;INDF;FEM;SG
nghệ	артистичен	nghệ	артистичен	N	ADJ;INDF;MASC;SG
nghệ	артистично	nghệ	артистичен	N	ADV
mất	изгубено	mất	изгубя-(се)	V	ADV
mất	изгубени	mất	изгубен	V	ADJ;INDF;PL
mất	изгубена	mất	изгубя-(се)	V	ADJ;INDF;FEM;SG
mất	загубен	mất	загубен	V	N;INDF;MASC;SG
mất	загуби	mất	загуба	V	N;INDF;FEM;PL
mất	изгубен	mất	изгубен	V	ADJ;INDF;MASC;SG
liệu	документа	liệu	документ	V	N;DEF;MASC;SG
liệu	документът	liệu	документ	V	N;DEF;MASC;SG
liệu	документ	liệu	документ	V	N;INDF;MASC;SG
sơn	боядисани	sơn	боядисан	N	V;PFV;INDF;PL;V.PTCP;PASS
sơn	нарисуван	sơn	нарисувам	N	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
sơn	нарисувана	sơn	нарисувам	N	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
sơn	нарисувал	sơn	нарисувам	N	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
sơn	боядисана	sơn	боядишан	N	V;PFV;INDF;FEM;SG;V.PTCP;PASS
tìm	търсене	tìm	търсене	V	N;INDF;NEUT;SG
tìm	намиране	tìm	намиране	V	N;INDF;NEUT;SG
tìm	фин	tìm	фин	V	ADJ;INDF;MASC;SG
giao	интерфейс	giao	интерфейс	V	N;INDF;MASC;SG
giao	интерфейса	giao	интерфейс	V	N;DEF;MASC;SG
tương	сян	tương	сян		PROPN;INDF;MASC;SG
bạn	си	bạn	съм	N	V;IPFV;IND;SG;2;PRS;FIN;ACT
bạn	ти	bạn	аз	N	PRO;NOM;SG;2
bạn	ви	bạn	аз	N	PRO;ACC;SG;2
bạn	приятелю	bạn	приятел	N	INTJ
hữu	собственик	hữu	собственик		N;INDF;MASC;SG
hữu	притежател	hữu	притежател		N;INDF;MASC;SG
hữu	собственика	hữu	собственик		N;DEF;MASC;SG
hữu	притежава	hữu	притежавам		V;IPFV;IND;SG;3;PRS;FIN;ACT
thay	промени	thay	промяна	V	N;INDF;FEM;PL
thay	смяна	thay	смяна	V	N;INDF;FEM;SG
thay	промяна	thay	промяна	V	N;INDF;FEM;SG
nhóm	групово	nhóm	групово	N	ADV
nhóm	групова	nhóm	групов	N	ADJ;INDF;FEM;SG
nhiệt	топлинна	nhiệt	топлинен	N	ADJ;INDF;FEM;SG
gần	почти	gần	почти	ADJ	ADV
gần	затваряне	gần	затваряне	ADJ	N;INDF;NEUT;SG
gần	близко	gần	близък	ADJ	ADV
gần	близо	gần	близо	ADJ	ADV
gần	близко	gần	близък	ADJ	ADV
gần	близо	gần	близо	ADJ	ADV
cứu	спасяване	cứu	спасяване	V	N;INDF;NEUT;SG
cứu	запис	cứu	запис	V	N;INDF;MASC;SG
cứu	помощ	cứu	помощ	V	N;INDF;FEM;SG
cứu	спасяване	cứu	спасяване	V	N;INDF;NEUT;SG
lớp	team	lớp	team	N	PROPN;INDF;MASC;SG
quyết	решително	quyết	решително	N	ADV
quyết	определени	quyết	определя-(се)	N	V;PFV;INDF;PL;V.PTCP;PASS
quyết	решителна	quyết	решителен	N	ADJ;INDF;FEM;SG
quyết	решени	quyết	реша	N	V;PFV;INDF;PL;V.PTCP;PASS
quyết	решителен	quyết	решителен	N	ADJ;INDF;MASC;SG
quyết	решено	quyết	реша	N	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
quyết	решено	quyết	реша	N	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
thương	контузен	thương	контузен	V	N;INDF;MASC;SG
thương	сладко	thương	сладко	V	ADV
thương	сладур	thương	сладур	V	N;INDF;MASC;SG
thương	сладка	thương	сладка	V	ADJ;INDF;FEM;SG
thương	сладък	thương	сладък	V	ADJ;INDF;MASC;SG
hát	пей	hát	пей	V	INTJ
hát	пеенето	hát	пеене	V	N;DEF;NEUT;SG
hát	пеене	hát	пеене	V	N;INDF;NEUT;SG
hát	пеейки	hát	пеейки	V	N;INDF;FEM;PL
phục	сървър	phục	сървър	V	N;INDF;MASC;SG
tuổi	старо	tuổi	стар	N	ADV
tuổi	стари	tuổi	стар	N	ADJ;INDF;PL
tuổi	стар	tuổi	стар	N	ADJ;INDF;MASC;SG
tuổi	стара	tuổi	стар	N	ADJ;INDF;FEM;SG
tân	девствен	tân	девствен	N	ADJ;INDF;MASC;SG
tân	девствена	tân	девствен	N	ADJ;INDF;FEM;SG
đời	life	đời	life	N	PROPN;INDF;MASC;SG
cần	необходимост	cần	необходимост	V	N;INDF;FEM;SG
cần	нужда	cần	нужда	V	N;INDF;FEM;SG
cần	потребност	cần	потребност	V	N;INDF;FEM;SG
hoàn	херо	hoàn	херо		N;INDF;MASC;SG
hoàn	герой	hoàn	герой		N;INDF;MASC;SG
chơi	игра	chơi	игра	V	N;INDF;FEM;SG
chơi	мач	chơi	мач	V	N;INDF;MASC;SG
chơi	гейм	chơi	гейм	V	N;INDF;MASC;SG
chơi	играта	chơi	игра	V	N;DEF;FEM;SG
chơi	игра	chơi	игра	V	N;INDF;FEM;SG
chơi	свирене	chơi	свирене	V	N;INDF;NEUT;SG
kim	джин	kim	джин	N	PROPN;INDF;MASC;SG
kim	ким	kim	ким	N	PROPN;INDF;FEM;SG
long	дълги	long	дълъг	N	ADJ;INDF;PL
long	дълго	long	дълго	N	ADV
long	дълъг	long	дълъг	N	ADJ;INDF;MASC;SG
long	лонг	long	лонг	N	PROPN;INDF;MASC;SG
đóng	затваряне	đóng	затваряне	V	N;INDF;NEUT;SG
đóng	близко	đóng	близък	V	ADV
đóng	близо	đóng	близо	V	ADV
đóng	близки	đóng	близък	V	ADJ;INDF;PL
đóng	затваряне	đóng	затваряне	V	N;INDF;NEUT;SG
đóng	закриване	đóng	закриване	V	N;INDF;NEUT;SG
đóng	затворен	đóng	затворен	V	ADJ;INDF;MASC;SG
dẫn	олово	dẫn	олово	V	N;INDF;NEUT;SG
thắng	печеля	thắng	печеля	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
thắng	спечели	thắng	спечеля	N	V;PFV;IND;SG;3;PST;FIN;ACT
thắng	печелиш	thắng	печеля	N	V;IPFV;IND;SG;2;PRS;FIN;ACT
thắng	печеливш	thắng	печеливш	N	ADJ;INDF;MASC;SG
thắng	спечели	thắng	спечеля	N	V;PFV;IND;SG;3;PST;FIN;ACT
thắng	печели	thắng	печеля	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
mang	носене	mang	носене	V	N;INDF;NEUT;SG
giáp	броня	giáp	броня	V	N;INDF;FEM;SG
giáp	брони	giáp	броня	V	N;INDF;FEM;PL
giáp	броня	giáp	броня	V	N;INDF;FEM;SG
giáp	доспехи	giáp	доспех	V	N;INDF;MASC;PL
khí	въздушно	khí	въздушен	N	ADV
thư	mail	thư	mail	N	PROPN;INDF;MASC;SG
tra	тра	tra	тра	V	N;INDF;MASC;SG
tra	проверка	tra	проверка	V	N;INDF;FEM;SG
nga	руски	nga	руски	N	ADJ;INDF;MASC;SG
nga	руска	nga	руски	N	ADJ;INDF;FEM;SG
nga	руско	nga	руско	N	ADV
nga	русия	nga	русия	N	PROPN;INDF;FEM;SG
triệu	джао	triệu	джао	NUM	PROPN;INDF;MASC;SG
triệu	зао	triệu	зао	NUM	N;INDF;MASC;SG
triệu	милион	triệu	милион	NUM	N;INDF;MASC;SG
triệu	милиони	triệu	милион	NUM	N;INDF;MASC;PL
phép	разрешени	phép	разреша	N	V;PFV;INDF;PL;V.PTCP;PASS
phép	позволено	phép	позволя-(си)	N	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
phép	позволени	phép	позволя-(си)	N	V;PFV;INDF;PL;V.PTCP;PASS
phép	разрешено	phép	разреша	N	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
new	ню	new	ню		PROPN;INDF;MASC;SG
new	ново	new	нов		ADV
new	нов	new	нов		ADJ;INDF;MASC;SG
new	нови	new	нов		ADJ;INDF;PL
new	нова	new	нов		ADJ;INDF;FEM;SG
yếu	слабо	yếu	слабо	N	ADV
yếu	слаби	yếu	слаб	N	ADJ;INDF;PL
yếu	слаб	yếu	слаб	N	ADJ;INDF;MASC;SG
yếu	слаба	yếu	слаб	N	ADJ;INDF;FEM;SG
mật	секретно	mật	секретен	N	ADV
mật	тайно	mật	тайно	N	ADV
mạng	мрежови	mạng	мрежов	N	ADJ;INDF;PL
mạng	мрежова	mạng	мрежов	N	ADJ;INDF;FEM;SG
ghi	писане	ghi	писане	V	N;INDF;NEUT;SG
sao	защо	sao	защо	PROPN	PRO
giả	джия	giả	джия-(се)		N;INDF;FEM;SG
giả	дзя	giả	дзема		N;INDF;MASC;SG
giả	невярно	giả	неверен		ADV
giả	фалшиво	giả	фалшиво		ADV
giả	фалшиви	giả	фалшив		ADJ;INDF;PL
giả	фалшива	giả	фалшив		ADJ;INDF;FEM;SG
giả	менте	giả	менте		N;INDF;NEUT;SG
giả	фалшив	giả	фалшив		ADJ;INDF;MASC;SG
giả	фалшиви	giả	фалшив		ADJ;INDF;PL
giả	фалшиво	giả	фалшиво		ADV
giả	фалшива	giả	фалшив		ADJ;INDF;FEM;SG
cung	поклон	cung	поклон	V	N;INDF;MASC;SG
cung	панделки	cung	панделка	V	N;INDF;FEM;PL
cung	лъкове	cung	лък	V	N;INDF;MASC;PL
đài	radio	đài	radio	N	PROPN;INDF;MASC;SG
chống	смелост	chống	смелост	V	N;INDF;FEM;SG
chống	кураж	chống	кураж	V	N;INDF;MASC;SG
chống	срещу	chống	срещу	V	ADP
chống	против	chống	против	V	ADP
đảng	party	đảng	party	N	ADJ
nhập	входяща	nhập	входящ	V	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
nhập	входящ	nhập	входящ	V	N;INDF;MASC;SG
nhập	въвеждане	nhập	въвеждане	V	N;INDF;NEUT;SG
nhập	вход	nhập	вход	V	N;INDF;MASC;SG
nhập	принос	nhập	принос	V	N;INDF;MASC;SG
nhập	въвеждане	nhập	въвеждане	V	N;INDF;NEUT;SG
nhập	внос	nhập	внос	V	N;INDF;MASC;SG
nhập	внасяне	nhập	внасяне	V	N;INDF;NEUT;SG
nhập	импортиране	nhập	импортиране	V	N;INDF;NEUT;SG
hạt	ядро	hạt	ядро	N	ADV
hạt	ядрото	hạt	ядро	N	ADJ;DEF;NEUT;SG
chết	умри	chết	умра	V	INTJ
chết	смърт	chết	смърт	V	N;INDF;FEM;SG
chết	смъртта	chết	смърт	V	N;DEF;FEM;SG
chết	мъртви	chết	мъртъв	V	ADJ;INDF;PL
chết	мъртва	chết	мъртва	V	ADJ;INDF;FEM;SG
chết	мъртъв	chết	мъртъв	V	N;INDF;MASC;SG
chung	взаимно	chung	взаимно	ADJ	ADV
chung	чунг	chung	чунг	ADJ	N;INDF;MASC;SG
chung	чун	chung	чун	ADJ	N;INDF;MASC;SG
chung	универсално	chung	универсално	ADJ	ADV
chung	генерал	chung	генерал	ADJ	N;INDF;MASC;SG
chung	чести	chung	честя-(се)	ADJ	N;INDF;FEM;PL
màu	цветен	màu	цветен	N	ADJ;INDF;MASC;SG
màu	цветно	màu	цветен	N	ADV
màu	цветна	màu	цветна	N	ADJ;INDF;FEM;SG
màu	цветен	màu	цветен	N	ADJ;INDF;MASC;SG
màu	цветно	màu	цветен	N	ADV
trần	чен	trần	чен	N	PROPN;INDF;MASC;SG
trần	чан	trần	чан	N	PROPN;INDF;MASC;SG
tất	чорап	tất	чорап		N;INDF;MASC;SG
mạnh	мън	mạnh	мън	ADJ	PROPN;INDF;MASC;SG
mạnh	силно	mạnh	силно	ADJ	ADV
trái	ляво	trái	ляв		ADV
trái	ляв	trái	ляв		N;INDF;MASC;SG
trái	наляво	trái	наляво		ADV
từng	някога	từng	някога	PROPN	ADV
bán	продаване	bán	продаване	V	N;INDF;NEUT;SG
bán	продажба	bán	продажба	V	N;INDF;FEM;SG
bán	разпродажба	bán	разпродажба	V	N;INDF;FEM;SG
bán	продажба	bán	продажба	V	N;INDF;FEM;SG
bán	продажби	bán	продажба	V	N;INDF;FEM;PL
bán	продажбите	bán	продажба	V	N;DEF;FEM;PL
rộng	широчина	rộng	широчина	ADJ	N;INDF;FEM;SG
rộng	ширина	rộng	ширина	ADJ	N;INDF;FEM;SG
rộng	широко	rộng	широко	ADJ	ADV
thủy	вещер	thủy	вещер	V	N;INDF;MASC;SG
thủy	вещица	thủy	вещица	V	N;INDF;FEM;SG
thủy	шуй	thủy	шуй	V	N;INDF;MASC;SG
giờ	сега	giờ	сега	N	ADV
mỗi	всяка	mỗi	всеки	NUM	DET;FEM;SG
mỗi	всеки	mỗi	всеки	NUM	PRO;NOM;MASC;SG
mỗi	всяко	mỗi	всеки	NUM	PRO;NOM;NEUT;SG
mỗi	всяка	mỗi	всеки	NUM	DET;FEM;SG
mỗi	всеки	mỗi	всеки	NUM	PRO;NOM;MASC;SG
núi	планински	núi	планински	N	ADJ;INDF;MASC;SG
sang	луксозна	sang	луксозен	V	ADJ;INDF;FEM;SG
sang	луксозно	sang	луксозен	V	ADV
sang	луксозен	sang	луксозен	V	ADJ;INDF;MASC;SG
sang	разкош	sang	разкош	V	N;INDF;MASC;SG
sang	санг	sang	санг	V	N;INDF;NEUT;SG
phản	измяна	phản	измяна	V	N;INDF;FEM;SG
phản	предателство	phản	предателство	V	N;INDF;NEUT;SG
yêu	обич	yêu	обич	V	N;INDF;FEM;SG
yêu	любов	yêu	любов	V	N;INDF;FEM;SG
yêu	любовта	yêu	любов	V	N;DEF;FEM;SG
yêu	лъв	yêu	лъв	V	N;INDF;MASC;SG
yêu	лав	yêu	лав	V	PROPN;INDF;MASC;SG
yêu	любяща	yêu	любящ	V	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
yêu	любящ	yêu	любя	V	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
môi	устни	môi	устна	N	ADJ;INDF;PL
môi	устни	môi	устна	N	ADJ;INDF;PL
kiện	сю	kiện	сю	V	N;INDF;MASC;SG
biên	гранична	biên	граничен	N	ADJ;INDF;FEM;SG
align	подравняване	align	подравняване		N;INDF;NEUT;SG
độc	сам	độc	сам	ADJ	N;INDF;MASC;SG
độc	токсично	độc	токсично	ADJ	ADV
độc	отровена	độc	отровя	ADJ	V;PFV;INDF;FEM;SG;V.PTCP;PASS
hiệp	кръгли	hiệp	кръгъл	N	ADJ;INDF;PL
hiệp	кръгло	hiệp	кръг	N	ADV
giúp	помощ	giúp	помощ	V	N;INDF;FEM;SG
nha	зъболекар	nha	зъболекар		N;INDF;MASC;SG
nha	зъболекарски	nha	зъболекарски		ADJ;INDF;MASC;SG
nha	зъболекар	nha	зъболекар		N;INDF;MASC;SG
phá	прекъсване	phá	прекъсване	V	N;INDF;NEUT;SG
phá	почивка	phá	почивка	V	N;INDF;FEM;SG
phá	чупене	phá	чупене	V	N;INDF;NEUT;SG
phá	разбиване	phá	разбиване	V	N;INDF;NEUT;SG
phổ	пруски	phổ	пруски	N	ADJ;INDF;MASC;SG
hồng	розово	hồng	розово	N	ADV
hồng	розов	hồng	розов	N	ADJ;INDF;MASC;SG
hồng	розова	hồng	розова	N	ADJ;INDF;FEM;SG
hồng	розови	hồng	розов	N	ADJ;INDF;PL
hồng	хун	hồng	хун	N	PROPN;INDF;MASC;SG
rồi	тогава	rồi	тогава	CONJ	ADV
chia	споделяне	chia	споделяне	V	N;INDF;NEUT;SG
chia	дял	chia	дял	V	N;INDF;MASC;SG
chia	сплит	chia	сплит	V	N;INDF;MASC;SG
chia	разделяне	chia	разделяне	V	N;INDF;NEUT;SG
chia	разделение	chia	разделение	V	N;INDF;NEUT;SG
chia	разделяне	chia	разделяне	V	N;INDF;NEUT;SG
tiết	сюе	tiết	сюя	N	PROPN;INDF;FEM;SG
ruồi	лети	ruồi	летя	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
ruồi	лети	ruồi	летя	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
phạm	престъпно	phạm	престъпно	N	ADV
chọn	селекция	chọn	селекция	V	N;INDF;FEM;SG
chọn	подбор	chọn	подбор	V	N;INDF;MASC;SG
