loại	type	loại	type	N	PROPN
trắng	white	trắng	white	N	PROPN
trắng	белый	trắng	белый	N	ADJ;NOM;MASC;SG
trắng	белое	trắng	белый	N	ADJ;NOM;NEUT;SG
đọc	чтения	đọc	чтение	V	N;INAN;NOM;NEUT;PL
đọc	чтение	đọc	чтение	V	N;INAN;NOM;NEUT;SG
đọc	les	đọc	les	V	PROPN
đọc	лес	đọc	лес	V	N;INAN;NOM;MASC;SG
xung	импульс	xung	импульс	V	N;INAN;NOM;MASC;SG
xung	конфликт	xung	конфликт	V	N;INAN;NOM;MASC;SG
xung	конфликты	xung	конфликт	V	N;INAN;NOM;MASC;PL
xung	коллизия	xung	коллизия	V	N;INAN;NOM;FEM;SG
hại	вред	hại	вред	V	N;INAN;NOM;MASC;SG
hại	вреда	hại	вред	V	N;INAN;GEN;MASC;SG
hại	больно	hại	больно	V	ADV
quý	драгоценных	quý	драгоценный	N	ADJ;GEN;PL
quý	драгоценные	quý	драгоценный	N	ADJ;NOM;PL
quý	драгоценный	quý	драгоценный	N	ADJ;NOM;MASC;SG
hưng	повесили	hưng	вешать	N	V;PFV;IND;PL;PST;FIN;ACT
luyện	подготовка	luyện	подготовка	V	N;INAN;NOM;FEM;SG
luyện	подготовки	luyện	подготовка	V	N;INAN;GEN;FEM;SG
luyện	обучение	luyện	обучение	V	N;INAN;NOM;NEUT;SG
luyện	тренинг	luyện	тренинг	V	N;INAN;NOM;MASC;SG
thật	real	thật	real	PART	PROPN
thật	настоящий	thật	настоящий	PART	ADJ;NOM;MASC;SG
thật	настоящие	thật	настоящий	PART	ADJ;NOM;PL
thật	настоящая	thật	настоящий	PART	ADJ;NOM;FEM;SG
thật	реальные	thật	реальный	PART	ADJ;NOM;PL
thật	true	thật	true	PART	PROPN
thật	правда	thật	правда	PART	ADV
thật	истина	thật	истина	PART	N;INAN;NOM;FEM;SG
thật	правда	thật	правда	PART	ADV
thật	правду	thật	правда	PART	N;INAN;ACC;FEM;SG
thật	реально	thật	реально	PART	ADV
thật	действительно	thật	действительно	PART	ADV
kéo	ножницы	kéo	ножницы	V	N;INAN;NOM;FEM;PL
đen	black	đen	black	ADJ	PROPN
xin	пожалуйста	xin	пожалуйста	V	ADV
saint	святой	saint	святой		ADJ;NOM;MASC;SG
saint	сент	saint	сент		N;INAN;NOM;MASC;SG
saint	святая	saint	святой		ADJ;NOM;FEM;SG
trời	sky	trời	sky	N	PROPN
trời	скай	trời	скай	N	INTJ
ngắn	коротко	ngắn	коротко	ADJ	ADV
trả	оплата	trả	оплата	V	N;INAN;NOM;FEM;SG
niệm	сувениры	niệm	сувенир	V	N;INAN;NOM;MASC;PL
lao	лаоса	lao	лаос		N;INAN;NOM;MASC;SG
luôn	всегда	luôn	всегда		ADV
thạch	challenge	thạch	challenge	N	PROPN
thạch	ши	thạch	ши	N	PART
phúc	счастливый	phúc	счастливый	N	ADJ;NOM;MASC;SG
phúc	счастливая	phúc	счастливый	N	ADJ;NOM;FEM;SG
phúc	счастливые	phúc	счастливый	N	ADJ;NOM;PL
phúc	счастлива	phúc	счастливый	N	ADJ;FEM;SG
phúc	счастлив	phúc	счастливый	N	ADJ;MASC;SG
sâu	глубоко	sâu	глубоко	ADJ	ADV
khó	жестко	khó	жестко	ADJ	ADV
cục	президиум	cục	президиум		N;INAN;NOM;MASC;SG
cục	бюро	cục	бюро		N;INAN;NOM;NEUT;SG
cục	фбр	cục	фбраценица		N;INAN;NOM;NEUT;SG
cục	дополнительные	cục	дополнительный		ADJ;NOM;PL
cục	дополнительное	cục	дополнительный		ADJ;NOM;NEUT;SG
cục	дополнительная	cục	дополнительный		ADJ;NOM;FEM;SG
kịch	организовал	kịch	организовывать	N	V;PFV;MASC;IND;SG;PST;FIN;ACT
club	club	club	club		PROPN
club	клуб	club	клуб		N;INAN;NOM;MASC;SG
top	сверху	top	сверху		ADV
top	верх	top	верх		N;INAN;NOM;MASC;SG
top	топ	top	топ		N;INAN;NOM;MASC;SG
top	top	top	top		PROPN
tải	нагрузка	tải	нагрузка	V	N;INAN;NOM;FEM;SG
tải	погрузки	tải	погрузка	V	N;INAN;NOM;FEM;PL
tải	загрузка	tải	загрузка	V	N;INAN;NOM;FEM;SG
wikipedia	википедия	wikipedia	википедия	V	N;INAN;NOM;FEM;SG
wikipedia	википедии	wikipedia	википедия	V	N;INAN;NOM;FEM;PL
phật	бит	phật	бит	N	
phật	победить	phật	победить	N	V;PFV;NFIN;ACT
nghi	подозреваемые	nghi	подозреваемый	V	N;ANIM;NOM;MASC;PL
nghi	подозреваемых	nghi	подозреваемый	V	N;ANIM;GEN;MASC;PL
nghi	сомнительной	nghi	сомнительный	V	ADJ;INS;FEM;SG
nghi	сомнительно	nghi	сомнительный	V	ADJ;NEUT;SG
thừa	остатки	thừa	остатки	ADJ	N;INAN;NOM;MASC;PL
thừa	рено	thừa	рено	ADJ	N;INAN;NOM;MASC;SG
thừa	рино	thừa	рино	ADJ	
thừa	унаследовал	thừa	унаследовать	ADJ	V;IPFV;MASC;IND;SG;PST;FIN;ACT
vốn	capital	vốn	capital	N	PROPN
hùng	сюн	hùng	сюн	N	PART
buộc	усилие	buộc	усилие	V	N;INAN;NOM;NEUT;SG
buộc	силы	buộc	сила	V	N;INAN;NOM;FEM;PL
buộc	сила	buộc	сила	V	N;INAN;NOM;FEM;SG
buộc	force	buộc	force	V	PROPN
buộc	силу	buộc	сила	V	N;INAN;ACC;FEM;SG
đăng	публикация	đăng	публикация	V	N;INAN;NOM;FEM;SG
đăng	post	đăng	post	V	PROPN
đăng	пост	đăng	пост	V	N;INAN;NOM;MASC;SG
đăng	публикация	đăng	публикация	V	N;INAN;NOM;FEM;SG
đăng	размещения	đăng	размещение	V	N;INAN;NOM;NEUT;PL
kiếm	мечи	kiếm	меч	V	N;INAN;NOM;MASC;PL
kiếm	меч	kiếm	меч	V	N;INAN;NOM;MASC;SG
bụng	живот	bụng	живот	ADJ	N;INAN;NOM;MASC;SG
bụng	желудок	bụng	желудок	ADJ	N;INAN;NOM;MASC;SG
bụng	живот	bụng	живот	ADJ	N;INAN;NOM;MASC;SG
bụng	живот	bụng	живот	ADJ	N;INAN;NOM;MASC;SG
nuôi	pet	nuôi	pet	V	PROPN
xóa	удаление	xóa	удаление	V	N;INAN;NOM;NEUT;SG
khá	справедливо	khá	справедливый		ADJ;NEUT;SG
vừa	средняя	vừa	средний		ADJ;NOM;FEM;SG
vừa	средних	vừa	средний		ADJ;GEN;PL
vừa	средний	vừa	средний		ADJ;NOM;MASC;SG
vừa	среднее	vừa	средний		ADJ;NOM;NEUT;SG
vừa	средние	vừa	средний		ADJ;NOM;PL
vừa	умеренных	vừa	умеренный		ADJ;GEN;PL
vừa	умеренные	vừa	умеренный		ADJ;NOM;PL
thử	попытка	thử	попытка	V	N;INAN;NOM;FEM;SG
thử	испытания	thử	испытание	V	N;INAN;NOM;NEUT;PL
thử	проверка	thử	проверка	V	N;INAN;NOM;FEM;SG
thử	тест	thử	тест	V	N;INAN;NOM;MASC;SG
thử	испытание	thử	испытание	V	N;INAN;NOM;NEUT;SG
brasil	brasil	brasil	brasil	N	PROPN
lược	всеобъемлющий	lược	всеобъемлющий	N	ADJ;NOM;MASC;SG
lược	всеобъемлющего	lược	всеобъемлющий	N	ADJ;GEN;MASC;SG
lược	inv	lược	inv	N	PROPN
lược	комбс	lược	комбс	N	
paris	paris	paris	paris		PROPN
paris	париже	paris	париж		N;INAN;ESS;MASC;SG
paris	париж	paris	париж		N;INAN;NOM;MASC;SG
paris	парижский	paris	парижский		ADJ;NOM;MASC;SG
tội	виновны	tội	виновный	N	ADJ;PL
tội	виновен	tội	виновный	N	ADJ;MASC;SG
tội	невинная	tội	невинный	N	ADJ;NOM;FEM;SG
tội	невинный	tội	невинный	N	ADJ;NOM;MASC;SG
tội	невинные	tội	невинный	N	ADJ;NOM;PL
tội	невинных	tội	невинный	N	ADJ;GEN;PL
tầng	level	tầng	level	N	PROPN
liệt	парализован	liệt	парализовать	N	V;PFV;MASC;SG;PST;V.PTCP;PASS
băng	ice	băng	ice	N	PROPN
mua	покупки	mua	покупка	V	N;INAN;NOM;FEM;PL
mua	покупка	mua	покупка	V	N;INAN;NOM;FEM;SG
mua	закупка	mua	закупка	V	N;INAN;NOM;FEM;SG
mua	покупка	mua	покупка	V	N;INAN;NOM;FEM;SG
tái	восстановить	tái	восстановить		V;PFV;NFIN;ACT
tái	перестроить	tái	перестроить		V;PFV;NFIN;ACT
tái	восстанавливать	tái	восстанавливать		V;IPFV;NFIN;ACT
ichneumonidae	ichneumonidae	ichneumonidae	ichneumonidae		PROPN
khối	заблокировать	khối	блокировать	N	V;PFV;NFIN;ACT
khối	блокировать	khối	блокировать	N	V;IPFV;NFIN;ACT
khối	усечённый	khối	усечь	N	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
dấu	пересек	dấu	пересек	N	V;PFV;MASC;IND;SG;PST;FIN;ACT
dấu	пересекли	dấu	пересечь	N	V;PFV;IND;PL;PST;FIN;ACT
hiến	пожертвовал	hiến	жертвовать	N	V;PFV;MASC;IND;SG;PST;FIN;ACT
chiếu	шахматы	chiếu	шахматы	V	N;INAN;NOM;FEM;PL
ist	ist	ist	ist		PROPN
tháp	tower	tháp	tower	N	PROPN
huấn	теоретические	huấn	теоретический	V	ADJ;NOM;PL
huấn	теоретической	huấn	теоретический	V	ADJ;INS;FEM;SG
vườn	garden	vườn	garden	N	PROPN
group	группа	group	группа		N;INAN;NOM;FEM;SG
group	группы	group	группа		N;INAN;NOM;FEM;PL
group	group	group	group		PROPN
loạt	область	loạt	область		N;INAN;NOM;FEM;SG
loạt	регион	loạt	регион		N;INAN;NOM;MASC;SG
loạt	область	loạt	область		N;INAN;NOM;FEM;SG
loạt	район	loạt	район		N;INAN;NOM;MASC;SG
loạt	площадь	loạt	площадь		N;INAN;NOM;FEM;SG
team	команда	team	команда		N;INAN;NOM;FEM;SG
team	team	team	team		PROPN
xanh	синий	xanh	синий	N	ADJ;NOM;MASC;SG
xanh	blue	xanh	blue	N	PROPN
xanh	синие	xanh	синий	N	ADJ;NOM;PL
xanh	голубые	xanh	голубой	N	ADJ;NOM;PL
xanh	голубой	xanh	голубой	N	ADJ;NOM;MASC;SG
khóa	заблокировать	khóa	блокировать	N	V;PFV;NFIN;ACT
khóa	заблокирован	khóa	блокировать	N	V;PFV;MASC;SG;PST;V.PTCP;PASS
khóa	заперта	khóa	запереть	N	V;PFV;FEM;SG;PST;V.PTCP;PASS
khóa	ключевых	khóa	ключевой	N	ADJ;GEN;PL
tehsil	техсил	tehsil	техсить	N	
suy	мысли	suy	мысль	V	N;INAN;NOM;FEM;PL
thiệu	шао	thiệu	шао	V	N;INAN;NOM;MASC;SG
đúng	вправо	đúng	вправо	ADJ	ADV
đúng	true	đúng	true	ADJ	PROPN
đúng	правда	đúng	правда	ADJ	ADV
đúng	исправить	đúng	исправить	ADJ	V;PFV;NFIN;ACT
ngân	bank	ngân	bank	N	PROPN
siêu	super	siêu	super		PROPN
siêu	метаданных	siêu	метаданный		ADJ;GEN;PL
siêu	метаданные	siêu	метаданный		ADJ;NOM;PL
trách	вини	trách	вини	V	INTJ
vây	фин	vây	фина	V	
vây	сопротивления	vây	сопротивление	V	N;INAN;NOM;NEUT;SG
vây	сопротивление	vây	сопротивление	V	N;INAN;NOM;NEUT;SG
van	клапан	van	клапан	V	N;INAN;NOM;MASC;SG
van	van	van	van	V	PROPN
van	ван	van	ван	V	PART
van	фургон	van	фургон	V	N;INAN;NOM;MASC;SG
van	клапаны	van	клапан	V	N;INAN;NOM;MASC;PL
video	video	video	video	N	PROPN
gray	серая	gray	серый		ADJ;NOM;FEM;SG
gray	серого	gray	серый		ADJ;GEN;MASC;SG
gray	серый	gray	серый		ADJ;NOM;MASC;SG
gray	серые	gray	серый		ADJ;NOM;PL
bom	бон	bom	бон	N	
ngựa	пони	ngựa	понь	N	
giác	чувствует	giác	чувствовать	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
giác	чувствуется	giác	чувствоваться	N	V;IPFV;IND;SG;3;PRS;FIN;PASS
vân	бла	vân	бло	N	
tai	ухо	tai	ухо		N;INAN;NOM;NEUT;SG
tai	уха	tai	ухо		N;INAN;NOM;MASC;SG
tai	уши	tai	ухо		N;INAN;NOM;NEUT;PL
bước	шаг	bước	шаг		N;INAN;NOM;MASC;SG
bước	этапы	bước	этап		N;INAN;NOM;MASC;PL
bước	ступеньки	bước	ступенька		N;INAN;NOM;FEM;PL
bước	шаги	bước	шаг		N;INAN;NOM;MASC;PL
séc	чешская	séc	чешский	N	ADJ;NOM;FEM;SG
séc	чешской	séc	чешский	N	ADJ;INS;FEM;SG
séc	чешский	séc	чешский	N	ADJ;NOM;MASC;SG
canada	canada	canada	canada	N	PROPN
vinh	заслуженный	vinh	заслуженный	N	ADJ;NOM;MASC;SG
bác	дядя	bác	дядя		N;ANIM;NOM;MASC;SG
bác	дядюшка	bác	дядюшка		N;ANIM;NOM;MASC;SG
tuyệt	здорово	tuyệt	здорово	ADJ	ADV
tuyệt	отлично	tuyệt	отлично	ADJ	ADV
tuyệt	великолепно	tuyệt	великолепно	ADJ	ADV
hôn	поцелуи	hôn	поцелуй	V	N;INAN;NOM;MASC;PL
hôn	целую	hôn	целый	V	ADJ;ACC;FEM;SG
hôn	поцелуи	hôn	поцелуй	V	N;INAN;NOM;MASC;PL
hôn	поцелуев	hôn	поцелуев	V	N;INAN;GEN;MASC;PL
hôn	поцелуй	hôn	поцелуй	V	N;INAN;NOM;MASC;SG
hôn	kiss	hôn	kiss	V	PROPN
trừ	кроме	trừ	кроме	V	ADP
trừ	минус	trừ	минус	V	N;INAN;NOM;MASC;SG
ship	судно	ship	судно	V	N;INAN;NOM;NEUT;SG
ship	корабль	ship	корабль	V	N;INAN;NOM;MASC;SG
california	калифорния	california	калифорния		N;INAN;NOM;FEM;SG
california	калифорнии	california	калифорния		N;INAN;NOM;FEM;PL
đẹp	красавица	đẹp	красавица	ADJ	N;ANIM;NOM;FEM;SG
đẹp	красиво	đẹp	красиво	ADJ	ADV
đẹp	мило	đẹp	мило	ADJ	ADV
cai	чистые	cai	чистый	N	ADJ;NOM;PL
cai	чистая	cai	чистый	N	ADJ;NOM;FEM;SG
cai	чисто	cai	чисто	N	ADV
cai	чистый	cai	чистый	N	ADJ;NOM;MASC;SG
cai	очистить	cai	очистить	N	V;PFV;NFIN;ACT
cai	чистой	cai	чистый	N	ADJ;INS;FEM;SG
hơi	немного	hơi	немного		ADV
hơi	незначительно	hơi	незначительно		ADV
hơi	слегка	hơi	слегка		ADV
loạn	бунт	loạn	бунт	V	N;INAN;NOM;MASC;SG
loạn	мятеж	loạn	мятеж	V	N;INAN;NOM;MASC;SG
loạn	бунт	loạn	бунт	V	N;INAN;NOM;MASC;SG
loạn	бунт	loạn	бунт	V	N;INAN;NOM;MASC;SG
loạn	восстание	loạn	восстание	V	N;INAN;NOM;NEUT;SG
loạn	мятеж	loạn	мятеж	V	N;INAN;NOM;MASC;SG
svg	svg	svg	svg	N	PROPN
phí	подальше	phí	далеко	N	ADV;CMPR
phí	прочь	phí	прочь	N	ADV
phí	тратить	phí	тратить	N	V;IPFV;NFIN;ACT
khủng	террорист	khủng	террорист	ADJ	N;ANIM;NOM;MASC;SG
cấm	запрет	cấm	запрет	V	N;INAN;NOM;MASC;SG
cấm	бан	cấm	бан	V	N;INAN;NOM;MASC;SG
cấm	запретный	cấm	запретный	V	ADJ;NOM;MASC;SG
ủng	ботинки	ủng	ботинок	V	N;INAN;NOM;MASC;PL
ủng	сапоги	ủng	сапог	V	N;INAN;NOM;MASC;PL
nâng	лифт	nâng	лифт	V	N;INAN;NOM;MASC;SG
nâng	снятие	nâng	снятие	V	N;INAN;NOM;NEUT;SG
nâng	отмены	nâng	отмена	V	N;INAN;NOM;FEM;SG
hủy	отмена	hủy	отмена	V	N;INAN;NOM;FEM;SG
hủy	отмена	hủy	отмена	V	N;INAN;NOM;FEM;SG
hủy	аннулирование	hủy	аннулирование	V	N;INAN;NOM;NEUT;SG
hủy	отмена	hủy	отмена	V	N;INAN;NOM;FEM;SG
hủy	списание	hủy	списание	V	N;INAN;NOM;NEUT;SG
mai	маи	mai	май		N;INAN;NOM;MASC;SG
mai	мэй	mai	мэй		N;ANIM;NOM;FEM;SG
mai	мей	mai	мей		N;INAN;NOM;FEM;SG
mai	завтра	mai	завтра		ADV
tách	чашки	tách	чашка	V	N;INAN;NOM;FEM;PL
tách	стаканы	tách	стакан	V	N;INAN;NOM;MASC;PL
tách	сплит	tách	сплить	V	N;INAN;NOM;MASC;SG
tách	раскол	tách	раскол	V	N;INAN;NOM;MASC;SG
tách	чашка	tách	чашка	V	N;INAN;NOM;FEM;SG
tách	чаша	tách	чаша	V	N;INAN;NOM;FEM;SG
tách	кубок	tách	кубок	V	N;INAN;NOM;MASC;SG
tách	cup	tách	cup	V	PROPN
bạch	белые	bạch	белый	N	ADJ;NOM;PL
bạch	white	bạch	white	N	PROPN
bạch	белый	bạch	белый	N	ADJ;NOM;MASC;SG
bạch	белое	bạch	белый	N	ADJ;NOM;NEUT;SG
bạch	бай	bạch	бай	N	
phê	кофе	phê	кофе		N;INAN;NOM;MASC;SG
liền	сарае	liền	сарай		N;INAN;ESS;MASC;SG
liền	сарай	liền	сарай		N;INAN;NOM;MASC;SG
liền	материке	liền	материк		N;INAN;ESS;MASC;SG
cắt	урожай	cắt	урожай	V	N;INAN;NOM;MASC;SG
bạc	серебряный	bạc	серебряный	N	ADJ;NOM;MASC;SG
trịnh	ченг	trịnh	ченг	N	
http	http	http	http		PROPN
web	net	web	net	N	PROPN
web	чистый	web	чистый	N	ADJ;NOM;MASC;SG
bào	нажмите	bào	нажмить	N	V;PFV;IMP;PL;2;FIN;ACT
bào	press	bào	press	N	PROPN
bào	нажать	bào	нажать	N	V;PFV;NFIN;ACT
chỉnh	тюнинг	chỉnh	тюнинг	V	N;INAN;NOM;MASC;SG
đỉnh	сверху	đỉnh	сверху	N	ADV
đỉnh	top	đỉnh	top	N	PROPN
sur	сюр	sur	сюртить	NUM	N;INAN;NOM;MASC;SG
bày	экран	bày	экран	V	N;INAN;NOM;MASC;SG
voi	слонов	voi	слон		N;ANIM;GEN;MASC;PL
voi	слона	voi	слон		N;ANIM;ACC;MASC;SG
voi	слон	voi	слон		N;ANIM;NOM;MASC;SG
nghĩ	мышление	nghĩ	мышление	V	N;INAN;NOM;NEUT;SG
nghĩ	мысль	nghĩ	мысль	V	N;INAN;NOM;FEM;SG
nguy	опасности	nguy	опасность	V	N;INAN;NOM;FEM;PL
nguy	опасность	nguy	опасность	V	N;INAN;NOM;FEM;SG
nguy	опасный	nguy	опасный	V	ADJ;NOM;MASC;SG
quyển	тетрадь	quyển	тетрадь		N;INAN;NOM;FEM;SG
quyển	блокнот	quyển	блокнот		N;INAN;NOM;MASC;SG
sắt	железный	sắt	железный	N	ADJ;NOM;MASC;SG
thác	оставленные	thác	оставить	N	V;PFV;NOM;PL;PST;V.PTCP;PASS
thác	бросил	thác	бросить	N	V;PFV;MASC;IND;SG;PST;FIN;ACT
thác	сдались	thác	сдаться	N	V;PFV;IND;PL;PST;FIN;MID
thác	сдалась	thác	сдаться	N	V;PFV;FEM;IND;SG;PST;FIN;MID
thác	сдался	thác	сдаться	N	V;PFV;MASC;IND;SG;PST;FIN;MID
thác	падает	thác	падать	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
sung	плагин	sung	плагин	V	N;INAN;NOM;MASC;SG
game	game	game	game	N	PROPN
gửi	отправка	gửi	отправка	V	N;INAN;NOM;FEM;SG
gửi	представление	gửi	представление	V	N;INAN;NOM;NEUT;SG
ngầm	подразумевается	ngầm	подразумевать	N	V;IPFV;IND;SG;3;PRS;FIN;PASS
thụ	избыток	thụ	избыток	V	N;INAN;NOM;MASC;SG
thụ	превышение	thụ	превышение	V	N;INAN;NOM;NEUT;SG
thụ	излишки	thụ	излишек	V	N;INAN;NOM;MASC;PL
cựu	бывший	cựu	бывший	N	ADJ;NOM;MASC;SG
cựu	прежний	cựu	прежний	N	ADJ;NOM;MASC;SG
cựu	бывшей	cựu	бывший	N	ADJ;INS;FEM;SG
cựu	бывшие	cựu	бывший	N	ADJ;NOM;PL
cựu	бывшая	cựu	бывший	N	ADJ;NOM;FEM;SG
com	com	com	com	N	PROPN
nhớ	мисс	nhớ	мисс	V	N;ANIM;NOM;FEM;SG
nhớ	miss	nhớ	miss	V	PROPN
thoát	выход	thoát	выход	V	N;INAN;NOM;MASC;SG
thoát	выезд	thoát	выезд	V	N;INAN;NOM;MASC;SG
thoát	выходы	thoát	выход	V	N;INAN;NOM;MASC;PL
thoát	побег	thoát	побег	V	N;INAN;NOM;MASC;SG
đẩy	push	đẩy	push	V	PROPN
đẩy	толчок	đẩy	толчок	V	N;INAN;NOM;MASC;SG
tùy	зависит	tùy	зависеть	PART	V;IPFV;IND;SG;3;PRS;FIN;ACT
tùy	смотря	tùy	смотреть	PART	V;IPFV;PRS;V.CVB;ACT
vạn	происхождение	vạn	происхождение	ADJ	N;INAN;NOM;NEUT;SG
vạn	происхождения	vạn	происхождение	ADJ	N;INAN;NOM;NEUT;SG
lượt	очередь	lượt	очередь		N;INAN;NOM;FEM;SG
lượt	поворот	lượt	поворот		N;INAN;NOM;MASC;SG
lượt	поездка	lượt	поездка		N;INAN;NOM;FEM;SG
lượt	трип	lượt	трип		N;INAN;NOM;MASC;SG
lượt	путешествие	lượt	путешествие		N;INAN;NOM;NEUT;SG
tan	тан	tan	тан	V	PART
vuông	площадь	vuông	площадь	ADJ	N;INAN;NOM;FEM;SG
vuông	квадрат	vuông	квадрат	ADJ	N;INAN;NOM;MASC;SG
wiki	wiki	wiki	wiki	N	
wiki	вики	wiki	вик	N	V;IPFV;IND;FIN;ACT
nửa	половинки	nửa	половинка	NUM	N;INAN;NOM;FEM;PL
nửa	половины	nửa	половина	NUM	N;INAN;NOM;FEM;PL
nửa	половина	nửa	половина	NUM	N;INAN;NOM;FEM;SG
nửa	половину	nửa	половина	NUM	N;INAN;ACC;FEM;SG
nửa	наполовину	nửa	наполовину	NUM	ADV
đan	шань	đan	шань		N;INAN;NOM;MASC;SG
đan	вязание	đan	вязание		N;INAN;NOM;NEUT;SG
đan	превосходно	đan	превосходно		ADV
united	объединенные	united	объединить	N	V;PFV;NOM;PL;PST;V.PTCP;PASS
united	united	united	united	N	PROPN
hung	повесили	hung	вешать	N	V;PFV;IND;PL;PST;FIN;ACT
hung	венгерский	hung	венгерский	N	ADJ;NOM;MASC;SG
ngụy	вэй	ngụy	вэй	V	N;INAN;NOM;MASC;SG
ngụy	отпущения	ngụy	отпущение	V	N;INAN;NOM;NEUT;PL
sài	саи	sài	саи	N	
sài	сай	sài	сай	N	
phan	кнут	phan	кнут		N;ANIM;NOM;MASC;SG
thẳng	прямо	thẳng	прямо	ADJ	ADV
vịnh	бей	vịnh	бей	N	INTJ
vịnh	bay	vịnh	bay	N	PROPN
kênh	channel	kênh	channel	N	PROPN
cup	cup	cup	cup	N	PROPN
bậc	снизу	bậc	снизу	N	ADV
ngược	назад	ngược	назад	V	ADV
ngược	вспять	ngược	вспять	V	ADV
ngược	обратная	ngược	обратный	V	ADJ;NOM;FEM;SG
ngược	обратный	ngược	обратный	V	ADJ;NOM;MASC;SG
ngược	обратное	ngược	обратный	V	ADJ;NOM;NEUT;SG
ngược	противоположное	ngược	противоположный	V	ADJ;NOM;NEUT;SG
ngược	напротив	ngược	напротив	V	ADV
bánh	пирожные	bánh	пирожное	N	ADJ;NOM;PL
london	лондоне	london	лондон		N;INAN;ESS;MASC;SG
london	london	london	london		PROPN
london	лондон	london	лондон		N;INAN;NOM;MASC;SG
điền	тянь	điền	тянь	V	N;INAN;NOM;MASC;SG
điền	заполнения	điền	заполнение	V	N;INAN;NOM;NEUT;PL
sáu	six	sáu	six	NUM	PROPN
sáu	шестой	sáu	шестой	NUM	ADJ;NOM;MASC;SG
quỹ	foundation	quỹ	foundation	N	PROPN
tặng	подарок	tặng	подарок	V	N;INAN;NOM;MASC;SG
tặng	дар	tặng	дар	V	N;INAN;NOM;MASC;SG
tắc	тик	tắc	тик	V	
dọc	вертикально	dọc	вертикально	N	ADV
dọc	вертикальные	dọc	вертикальный	N	ADJ;NOM;PL
dọc	вертикальной	dọc	вертикальный	N	ADJ;INS;FEM;SG
dọc	вертикально	dọc	вертикально	N	ADV
rgb	rgb	rgb	rgb	N	PROPN
dạy	обучение	dạy	обучение	V	N;INAN;NOM;NEUT;SG
dạy	преподавание	dạy	преподавание	V	N;INAN;NOM;NEUT;SG
dạy	преподавания	dạy	преподавание	V	N;INAN;GEN;NEUT;SG
máu	blood	máu	blood	N	PROPN
tránh	избежание	tránh	избежание	V	N;INAN;NOM;NEUT;SG
sớm	рано	sớm	рано	ADJ	ADV
sớm	вскоре	sớm	вскоре	ADJ	ADV
sớm	скоро	sớm	скоро	ADJ	ADV
mười	десятка	mười	десяток	NUM	N;INAN;NOM;MASC;SG
mười	ten	mười	ten	NUM	PROPN
săn	хант	săn	хант	N	PART
tàng	parc	tàng	parc	N	PROPN
hungary	венгерский	hungary	венгерский	N	ADJ;NOM;MASC;SG
tắt	отключена	tắt	отключить		V;PFV;FEM;SG;PST;V.PTCP;PASS
tắt	отключен	tắt	отключить		V;PFV;MASC;SG;PST;V.PTCP;PASS
tắt	инвалид	tắt	инвалид		N;ANIM;NOM;MASC;SG
tắt	отключить	tắt	отключить		V;PFV;NFIN;ACT
tắt	off	tắt	off		
tắt	офф	tắt	офф		N;INAN;NOM;MASC;SG
tắt	немой	tắt	немой		N;INAN;NOM;MASC;SG
tắt	отключить	tắt	отключить		V;PFV;NFIN;ACT
chấm	точки	chấm	точка	V	N;INAN;NOM;FEM;PL
chấm	точками	chấm	точка	V	N;INAN;INS;FEM;PL
chấm	точка	chấm	точка	V	N;INAN;NOM;FEM;SG
chấm	дот	chấm	дот	V	N;INAN;NOM;MASC;SG
chấm	точка	chấm	точка	V	N;INAN;NOM;FEM;SG
chấm	очко	chấm	очко	V	N;INAN;NOM;NEUT;SG
chấm	point	chấm	point	V	PROPN
gòn	пн	gòn	понобн	N	
gòn	гон	gòn	господин	N	
tĩnh	статических	tĩnh	статический	N	ADJ;GEN;PL
tri	пророк	tri	пророк		N;ANIM;NOM;MASC;SG
tri	пророка	tri	пророк		N;ANIM;ACC;MASC;SG
trích	копирование	trích	копирование	V	N;INAN;NOM;NEUT;SG
trích	копия	trích	копия	V	N;INAN;NOM;FEM;SG
body	body	body	body		PROPN
body	тела	body	тело		N;INAN;NOM;NEUT;PL
body	тело	body	тело		N;INAN;NOM;NEUT;SG
cẩm	звоните	cẩm	звонить	N	V;IPFV;IMP;PL;2;FIN;ACT
cẩm	позвонить	cẩm	звонить	N	V;PFV;NFIN;ACT
hài	смешная	hài	смешной	N	ADJ;NOM;FEM;SG
hài	забавный	hài	забавный	N	ADJ;NOM;MASC;SG
hài	забавно	hài	забавный	N	ADJ;NEUT;SG
hài	смешной	hài	смешной	N	ADJ;NOM;MASC;SG
hài	смешно	hài	смешной	N	ADJ;NEUT;SG
trồng	посадки	trồng	посадка	V	N;INAN;NOM;FEM;PL
trồng	растения	trồng	растение	V	N;INAN;NOM;NEUT;PL
trồng	завод	trồng	завод	V	N;INAN;NOM;MASC;SG
trồng	растение	trồng	растение	V	N;INAN;NOM;NEUT;SG
trồng	растений	trồng	растение	V	N;INAN;GEN;NEUT;PL
increment	прирост	increment	прирост	V	N;INAN;NOM;MASC;SG
increment	прироста	increment	прирост	V	N;INAN;GEN;MASC;SG
ngang	горизонтально	ngang	горизонтально	ADJ	ADV
