que	you	que	you	PRO	N;NOM;SG
crear	loo	crear	lugu	V	N;GEN;SG
crear	loomine	crear	loomine	V	N;NOM;SG
crear	ehitamine	crear	ehitamine	V	N;NOM;SG
crear	make	crear	make	V	N;NOM;SG
chamado	nimetatud	chamar	nimetatud	V	ADJ;PST;V.PTCP;PASS
chamado	nimega	chamar	nimi	V	N;COM;SG
desculpe	kahju	desculpe	kahju	PROPN	N;NOM;SG
desculpe	vabandust	desculpe	vabandus	PROPN	N;PRT;SG
desculpe	andesta	desculpe	andestama	PROPN	V;IMP;SG;2;PRS;FIN;ACT
desculpe	andestada	desculpe	andestama	PROPN	V;NFIN
desculpe	anu	desculpe	anu	PROPN	N;NOM;SG
desculpe	sinu	desculpe	sina	PROPN	PRO;GEN;SG;2
desculpe	teie	desculpe	sina	PROPN	PRO;NOM;PL;2
pobres	vaesed	pobre	vaene	N	ADJ;NOM;PL
pobres	vaene	pobre	vaene	N	ADJ;NOM;SG
pobres	vaesemate	pobre	vaesem	N	ADJ;GEN;CMPR;PL
preocupes	muretse	preocupe	muretsema	ADV	V;IMP;SG;2;PRS;FIN;ACT
preocupes	meel	preocupe	meel	ADV	N;NOM;SG
preocupes	meele	preocupe	meel	ADV	N;GEN;SG
preocupes	mõistus	preocupe	mõistus	ADV	N;NOM;SG
senta	iste	sentar	iste	V	N;NOM;SG
senta	istet	sentar	iste	V	N;PRT;SG
senta	istekoht	sentar	iste_koht	V	N;NOM;SG
senta	alla	sentar	alla	V	ADV
senta	maha	sentar	maha	V	ADV
senta	maas	sentar	maas	V	ADV
miles	tuhanded	mil	tuhat	N	NUM;NOM;PL
miles	tuhandetes	mil	tuhat	N	NUM;IN+ESS;PL
miles	tuhandeid	mil	tuhat	N	NUM;PRT;PL
miles	tuhat	mil	tuhat	N	NUM;NOM;SG
miles	miljardeid	mil	miljard	N	NUM;PRT;PL
movemento	liigu	movemento	liik	N	V;IMP;SG;2;PRS;FIN;ACT
segunda	teine	segundo	teine	ADJ	PRO;NOM;SG
segunda	teiseks	segundo	teiseks	ADJ	ADV
dálle	teda	dálle	tema	V	PRO;PRT;SG;3
mo	sind	mo	sina		PRO;PRT;SG;2
mo	you	mo	you		N;NOM;SG
mo	sina	mo	sina		PRO;NOM;SG;2
mo	ütle	mo	ütlema		V;IMP;SG;2;PRS;FIN;ACT
mo	räägi	mo	rääkima		V;IMP;SG;2;PRS;FIN;ACT
comeza	algus	comezar	algus	V	N;NOM;SG
comeza	start	comezar	start	V	N;NOM;SG
comeza	alustamine	comezar	alustamine	V	N;NOM;SG
comeza	käivitamine	comezar	käivitamine	V	N;NOM;SG
aqueles	kes	aquel	kes	DET	PRO;NOM;SG
aqueles	keda	aquel	kes	DET	PRO;PRT;SG
aqueles	need	aquel	see	DET	PRO;NOM;PL
cantas	kuidas	canto	kuidas	DET	ADV
cantas	paljud	canto	palju	DET	PRO;NOM;PL
cantas	paljusid	canto	palju	DET	PRO;PRT;PL
cantas	palju	canto	palju	DET	ADV
cantas	vähesed	canto	vähene	DET	ADJ;NOM;PL
cantas	sind	canto	sina	DET	PRO;PRT;SG;2
cantas	you	canto	you	DET	N;NOM;SG
cantas	sina	canto	sina	DET	PRO;NOM;SG;2
baixa	alla	baixa	alla	N	ADV
baixa	maha	baixa	maha	N	ADV
baixa	maas	baixa	maas	N	ADV
baixa	madal	baixa	madal	N	ADJ;NOM;SG
baixa	madala	baixa	madal	N	ADJ;GEN;SG
baixa	madalad	baixa	madal	N	ADJ;NOM;PL
baixa	tule	baixa	tulema	N	V;IMP;SG;2;PRS;FIN;ACT
baixa	saa	baixa	saama	N	V;IMP;SG;2;PRS;FIN;ACT
baixa	välja	baixa	välja	N	ADV
baixa	väljas	baixa	väljas	N	ADV
viu	saag	ver	saag	V	N;NOM;SG
viu	sind	ver	sina	V	PRO;PRT;SG;2
viu	you	ver	you	V	N;NOM;SG
viu	sina	ver	sina	V	PRO;NOM;SG;2
público	avalikkus	público	avalikkus	ADJ	N;NOM;SG
público	publik	público	publik	ADJ	N;NOM;SG
americanos	ameerika	americano	ameerika	N	ADJ
cabrón	sind	cabrón	sina	N	PRO;PRT;SG;2
cabrón	sina	cabrón	sina	N	PRO;NOM;SG;2
presente	olevik	presente	olevik	ADJ	N;NOM;SG
presente	kingitus	presente	kingitus	ADJ	N;NOM;SG
presente	siin	presente	siin	ADJ	ADV
deberías	sind	deber	sina	V	PRO;PRT;SG;2
deberías	you	deber	you	V	N;NOM;SG
deberías	sina	deber	sina	V	PRO;NOM;SG;2
deberías	peaksid	deber	pidama	V	V;COND;PL;3;PRS;FIN;ACT
cativos	lapsed	cativo	laps	ADJ	N;NOM;PL
cativos	lapsed	cativo	laps	ADJ	N;NOM;PL
tema	umbes	tema	umbes	N	ADV
cabo	välja	cabo	välja	N	ADV
cabo	väljas	cabo	väljas	N	ADV
cabo	pärast	cabo	pärast	N	ADV
sabedes	tea	sabede	teadma	N	V;IMP;SG;2;PRS;FIN;ACT
sabedes	sind	sabede	sina	N	PRO;PRT;SG;2
sabedes	sina	sabede	sina	N	PRO;NOM;SG;2
chamada	kõne	chamar	kõne	V	N;NOM;SG
chamada	telefoni	chamar	telefon	V	N;PRT;SG
chamada	telefon	chamar	telefon	V	N;NOM;SG
chamada	nimetatud	chamar	nimetatud	V	ADJ;PST;V.PTCP;PASS
chamada	nimega	chamar	nimi	V	N;COM;SG
sala	elav	sala	elav	N	ADJ;NOM;SG;PRS;V.PTCP;ACT
valor	väärt	valor	väärt	N	ADJ
pés	sinu	pés	sina	N	PRO;GEN;SG;2
pés	teie	pés	sina	N	PRO;NOM;PL;2
trata	umbes	tratar	umbes	V	ADV
trata	mitte	tratar	mitte	V	ADV;NEG
trata	ei	tratar	ei	V	ADV
trata	see	tratar	see	V	PRO;NOM;SG
trata	selle	tratar	see	V	PRO;GEN;SG
trata	seda	tratar	see	V	PRO;PRT;SG
trata	proovi	tratar	proov	V	N;PRT;SG
xeitos	igatahes	xeito	iga_tahes	N	ADV
vinte	nägin	vinte	nägema	N	V;IND;SG;1;PST;FIN;ACT
vinte	sind	vinte	sina	N	PRO;PRT;SG;2
vinte	sina	vinte	sina	N	PRO;NOM;SG;2
vinte	kakskümmend	vinte	kaks_kümmend	N	NUM;NOM;SG
digas	sind	dicir	sina	V	PRO;PRT;SG;2
digas	you	dicir	you	V	N;NOM;SG
digas	sina	dicir	sina	V	PRO;NOM;SG;2
digas	doni	dicir	doni	V	ADJ
digas	don	dicir	don	V	N;NOM;SG
comunistas	kommunistliku	comunista	kommunistlik	N	ADJ;GEN;SG
comunistas	kommunistlik	comunista	kommunistlik	N	ADJ;NOM;SG
manter	hoidmine	manter	hoidmine	V	N;NOM;SG
manter	pidamine	manter	pidamine	V	N;NOM;SG
desa	see	dase	see	PROPN	PRO;NOM;SG
desa	seda	dase	see	PROPN	PRO;PRT;SG
desa	see	dase	see	PROPN	PRO;NOM;SG
desa	selle	dase	see	PROPN	PRO;GEN;SG
desa	seda	dase	see	PROPN	PRO;PRT;SG
desa	alates	dase	alates	PROPN	ADV
desa	kellelt	dase	kes	PROPN	PRO;AT+ABL;SG
desa	nagu	dase	nagu	PROPN	CONJ
desa	meeldib	dase	meeldima	PROPN	V;IND;SG;3;PRS;FIN;ACT
sexan	nad	ser	tema	V	PRO;NOM;PL;3
queira	sind	queira	sina	V	PRO;PRT;SG;2
queira	you	queira	you	V	N;NOM;SG
queira	sina	queira	sina	V	PRO;NOM;SG;2
queira	nagu	queira	nagu	V	CONJ
cantidade	kuidas	cantidade	kuidas	N	ADV
cantidade	tundmatu	cantidade	tundmatu	N	ADJ;NOM;SG
cantidade	teadmata	cantidade	teadma	N	V;PRIV;V.CVB;ACT
beber	jooki	beber	jook	V	N;PRT;SG
beber	jook	beber	jook	V	N;NOM;SG
beber	joomine	beber	joomine	V	N;NOM;SG
listo	valmis	listo	valmis	N	ADJ
listo	tark	listo	tark	N	ADJ;NOM;SG
listo	nutikad	listo	nutikas	N	ADJ;NOM;PL
listo	nutikas	listo	nutikas	N	ADJ;NOM;SG
facía	ta	facer	tema	V	PRO;NOM;SG;3
probablemente	tõenäoline	probable	tõe_näoline	ADV	ADJ;NOM;SG
pequenos	little	pequeno	little	ADJ	N;NOM;SG
pequenos	vähe	pequeno	vähe	ADJ	ADV
pequenos	lapsed	pequeno	laps	ADJ	N;NOM;PL
mala	bad	mal	bad	ADJ	N;NOM;SG
cedo	early	cedo	early	ADV	N;NOM;SG
cedo	vara	cedo	vara	ADV	N;NOM;SG
cedo	varajane	cedo	varajane	ADV	ADJ;NOM;SG
cedo	varajased	cedo	varajane	ADV	ADJ;NOM;PL
cedo	varane	cedo	varane	ADV	ADJ;NOM;SG
farei	will	facer	will	V	N;NOM;SG
farei	tahe	facer	tahe	V	N;NOM;SG
farei	make	facer	make	V	N;NOM;SG
farei	võidetud	facer	võidetud	V	ADJ;PST;V.PTCP;PASS
veñen	tulekul	vir	tulek	V	N;AT+ESS
;SG
veñen	nad	vir	tema	V	PRO;NOM;PL;3
veñen	alates	vir	alates	V	ADV
veñen	kellelt	vir	kes	V	PRO;AT+ABL;SG
falo	räägi	falar	rääkima	N	V;IMP;SG;2;PRS;FIN;ACT
falo	umbes	falar	umbes	N	ADV
falo	räägi	falar	rääkima	N	V;IMP;SG;2;PRS;FIN;ACT
falo	rääkides	falar	rääkima	N	V;V.CVB
principio	alusta	principio	alustama	N	V;IMP;SG;2;PRS;FIN;ACT
principio	käivita	principio	käivitama	N	V;IMP;SG;2;PRS;FIN;ACT
principio	kõigepealt	principio	kõige_pealt	N	ADV
principio	esmalt	principio	esmalt	N	ADV
principio	esimene	principio	esimene	N	ADJ;NOM;SG
tedes	sind	tede	sina	V	PRO;PRT;SG;2
tedes	you	tede	you	V	N;NOM;SG
tedes	sina	tede	sina	V	PRO;NOM;SG;2
dereita	paremale	dereita	paremale	N	ADV
dereita	õige	dereita	õige	N	ADJ;NOM;SG
dereita	pööra	dereita	pöörama	N	V;IMP;SG;2;PRS;FIN;ACT
dereita	keera	dereita	keerama	N	V;IMP;SG;2;PRS;FIN;ACT
déixao	jäta	déixao	jätma	PROPN	V;IMP;SG;2;PRS;FIN;ACT
déixao	peatus	déixao	peatus	PROPN	N;NOM;SG
déixao	peata	déixao	pea	PROPN	V;IMP;2;NFIN
déixao	lõpeta	déixao	lõpetama	PROPN	V;IMP;SG;2;PRS;FIN;ACT
déixao	teda	déixao	tema	PROPN	PRO;PRT;SG;3
espectáculo	näidatakse	espectáculo	näitama	N	V;IND;PRS;FIN;PASS
espectáculo	näita	espectáculo	näitama	N	V;IMP;SG;2;PRS;FIN;ACT
cociña	süüa	cociñar	sööma	N	V;NFIN
viva	elus	vivo	elu	ADJ	N;IN+ESS;SG
viva	elusalt	vivo	elusalt	ADJ	ADV
viva	elamine	vivo	elamine	ADJ	N;NOM;SG
viva	live	vivo	live	ADJ	N;NOM;SG
viva	elama	vivo	elama	ADJ	V;IN+ALL;V.CVB;ACT
preguntar	küsimus	preguntar	küsimus	V	N;NOM;SG
preguntar	sind	preguntar	sina	V	PRO;PRT;SG;2
preguntar	you	preguntar	you	V	N;NOM;SG
preguntar	sina	preguntar	sina	V	PRO;NOM;SG;2
haber	seal	haber	seal	V	ADV
fermosa	nice	fermosa	nice	ADJ	N;NOM;SG
fermosa	päris	fermosa	päris	ADJ	ADV
traballa	tööd	traballar	töö	V	N;PRT;SG
traballa	töö	traballar	töö	V	N;NOM;SG
traballa	tööle	traballar	töö	V	N;AT+ALL;SG
traballa	ta	traballar	tema	V	PRO;NOM;SG;3
traballa	töötamine	traballar	töötamine	V	N;NOM;SG
sexas	sind	ser	sina		PRO;PRT;SG;2
sexas	you	ser	you		N;NOM;SG
sexas	sina	ser	sina		PRO;NOM;SG;2
sexas	doni	ser	doni		ADJ
sexas	don	ser	don		N;NOM;SG
falando	rääkimine	falar	rääkimine	V	N;NOM;SG
falando	umbes	falar	umbes	V	ADV
falando	jutt	falar	jutt	V	N;NOM;SG
xeral	kindral	xeral	kindral	ADJ	N;NOM;SG
xeral	üldiselt	xeral	üldiselt	ADJ	ADV
xeral	üldjuhul	xeral	üld_juht	ADJ	N;AT+ESS
;SG
poucos	vähesed	pouco	vähene	DET	ADJ;NOM;PL
pensando	mõtlemine	pensar	mõtlemine	V	N;NOM;SG
pensando	umbes	pensar	umbes	V	ADV
pensando	meel	pensar	meel	V	N;NOM;SG
pensando	meele	pensar	meel	V	N;GEN;SG
pensando	mõistus	pensar	mõistus	V	N;NOM;SG
volveu	tagasi	volver	tagasi	V	ADV
volveu	tuli	volver	tuli	V	N;NOM;SG
volveu	uuesti	volver	uuesti	V	ADV
volveu	taas	volver	taas	V	ADV
volveu	jälle	volver	jälle	V	ADV
volveu	kodu	volver	kodu	V	N;NOM;SG
volveu	koju	volver	kodu	V	N;IN+ALL;LGSPEC1;SG
volveu	kodus	volver	kodu	V	N;IN+ESS;SG
coñeces	sind	coñecer	sina	V	PRO;PRT;SG;2
coñeces	you	coñecer	you	V	N;NOM;SG
coñeces	sina	coñecer	sina	V	PRO;NOM;SG;2
especial	special	especial	special	ADJ	N;NOM;SG
12	twelve	12	twelv	NUM	N;NOM;SG
connosco	meie	connosco	mina	ADV	PRO;NOM;PL;1
estaría	oleks	estar	olema	V	V;COND;PRS;FIN;ACT
vosos	sinu	voso	sina	DET	PRO;GEN;SG;2
vosos	teie	voso	sina	DET	PRO;NOM;PL;2
busca	for	buscar	for	V	N;NOM;SG
busca	jälitamine	buscar	jälitamine	V	N;NOM;SG
busca	tagaajamine	buscar	taga_ajamine	V	N;NOM;SG
busca	otsimine	buscar	otsimine	V	N;NOM;SG
busca	otsing	buscar	otsing	V	N;NOM;SG
necesito	vaja	necesito	vaja	V	ADV
necesito	vajadus	necesito	vajadus	V	N;NOM;SG
xenial	tõesti	xenial	tõesti	ADJ	ADV
xenial	lahe	xenial	laht	ADJ	N;NOM;SG
xenial	cool	xenial	cool	ADJ	N;NOM;SG
andar	kõndimine	andar	kõndimine	V	N;NOM;SG
andar	jalutuskäik	andar	jalutus_käik	V	N;NOM;SG
andar	korrus	andar	korrus	V	N;NOM;SG
andar	põrand	andar	põrand	V	N;NOM;SG
andar	going	andar	going	V	N;NOM;SG
andar	minek	andar	minek	V	N;NOM;SG
parar	peatus	parar	peatus	V	N;NOM;SG
darlle	anda	darlle	andma	ADJ	V;NFIN
darlle	anna	darlle	andma	ADJ	V;IMP;SG;2;PRS;FIN;ACT
darlle	teda	darlle	tema	ADJ	PRO;PRT;SG;3
humana	inimene	humano	inimene	ADJ	N;NOM;SG
control	üle	control	üle	N	ADV
poderiamos	võiks	poder	võima	V	V;COND;PRS;FIN;ACT
pracer	rõõm	pracer	rõõm	V	N;NOM;SG
pracer	nauding	pracer	nauding	V	N;NOM;SG
pracer	sind	pracer	sina	V	PRO;PRT;SG;2
pracer	you	pracer	you	V	N;NOM;SG
pracer	sina	pracer	sina	V	PRO;NOM;SG;2
pracer	mõnus	pracer	mõnus	V	ADJ;NOM;SG
pracer	kena	pracer	kena	V	ADJ;NOM;SG
pracer	nice	pracer	nice	V	N;NOM;SG
europa	euroopa	europa	euroopa	PROPN	N;NOM;SG
europa	europe	europa	europe	PROPN	N;NOM;SG
europa	europa	europa	europa	PROPN	N;NOM;SG
poderías	võiks	poder	võima	V	V;COND;PRS;FIN;ACT
poderías	sind	poder	sina	V	PRO;PRT;SG;2
poderías	you	poder	you	V	N;NOM;SG
poderías	sina	poder	sina	V	PRO;NOM;SG;2
dúbida	kindlasti	dúbida	kindlasti	N	ADV
dúbida	umbes	dúbida	umbes	N	ADV
entendes	sind	entender	sina	V	PRO;PRT;SG;2
entendes	you	entender	you	V	N;NOM;SG
entendes	sina	entender	sina	V	PRO;NOM;SG;2
entendes	mis	entender	mis	V	PRO;NOM;SG
entendes	mida	entender	mis	V	PRO;PRT;SG
costas	taga	costa	taga	N	ADV
costas	tagasi	costa	tagasi	N	ADV
costas	sinu	costa	sina	N	PRO;GEN;SG;2
costas	teie	costa	sina	N	PRO;NOM;PL;2
costas	tema	costa	tema	N	PRO;NOM;SG;3
inimigo	vaenlane	inimigo	vaenlane	ADJ	N;NOM;SG
comezo	kõigepealt	comezo	kõige_pealt	N	ADV
comezo	esmalt	comezo	esmalt	N	ADV
comezo	esimene	comezo	esimene	N	ADJ;NOM;SG
comezo	alusta	comezo	alustama	N	V;IMP;SG;2;PRS;FIN;ACT
comezo	käivita	comezo	käivitama	N	V;IMP;SG;2;PRS;FIN;ACT
doado	kergesti	doado	kergesti	ADJ	ADV
doado	kergelt	doado	kergelt	ADJ	ADV
falamos	rääkimine	falar	rääkimine	V	N;NOM;SG
falamos	umbes	falar	umbes	V	ADV
falamos	jutt	falar	jutt	V	N;NOM;SG
falamos	kõnele	falar	kõne	V	N;AT+ALL;SG
semella	nagu	semellar	nagu	V	CONJ
sentir	tunne	sentir	tunne	V	N;NOM;SG
sentir	sind	sentir	sina	V	PRO;PRT;SG;2
sentir	you	sentir	you	V	N;NOM;SG
sentir	sina	sentir	sina	V	PRO;NOM;SG;2
gustaría	nagu	gustar	nagu	V	CONJ
coñece	sind	coñecer	sina	V	PRO;PRT;SG;2
coñece	you	coñecer	you	V	N;NOM;SG
coñece	sina	coñecer	sina	V	PRO;NOM;SG;2
niso	mõtlemine	niso	mõtlemine	ADV	N;NOM;SG
niso	mõeldes	niso	mõtlema	ADV	V;V.CVB
niso	mõtled	niso	mõtlema	ADV	V;IND;SG;2;PRS;FIN;ACT
niso	mõtleb	niso	mõtlema	ADV	V;IND;SG;3;PRS;FIN;ACT
niso	see	niso	see	ADV	PRO;NOM;SG
niso	seda	niso	see	ADV	PRO;PRT;SG
irei	going	irei	going	V	N;NOM;SG
irei	minek	irei	minek	V	N;NOM;SG
tratar	kokkulepe	tratar	kokku_lepe	V	N;NOM;SG
tratar	tehing	tratar	tehing	V	N;NOM;SG
tratar	proovi	tratar	proov	V	N;PRT;SG
vimos	saag	ver	saag	V	N;NOM;SG
serán	nad	ser	tema	V	PRO;NOM;PL;3
serán	will	ser	will	V	N;NOM;SG
serán	tahe	ser	tahe	V	N;NOM;SG
serán	õhtust	ser	õhtune	V	ADJ;IN+ABL;SG
serán	õhtu	ser	õhtu	V	N;NOM;SG
serán	õhtused	ser	õhtune	V	ADJ;NOM;PL
serán	õhtune	ser	õhtune	V	ADJ;NOM;SG
vellos	vana	vello	vana	N	ADJ;NOM;SG
vellos	vanaks	vello	vana	N	ADJ;TRANS;SG
vellos	vanad	vello	vana	N	ADJ;NOM;PL
rematar	lõpp	rematar	lõpp	V	N;NOM;SG
tola	hull	tola	hull	PROPN	ADJ;NOM;SG
tola	hullud	tola	hull	PROPN	ADJ;NOM;PL
tola	naise	tola	naine	PROPN	N;GEN;SG
tola	naine	tola	naine	PROPN	N;NOM;SG
tola	umbes	tola	umbes	PROPN	ADV
fermoso	nice	fermoso	nice	ADJ	N;NOM;SG
esperar	ootel	esperar	oode	V	N;AT+ESS
;SG
esperar	ootamine	esperar	ootamine	V	N;NOM;SG
esperar	for	esperar	for	V	N;NOM;SG
américa	ameerika	américar	ameerika	PROPN	ADJ
vidas	elab	vida	elama	N	V;IND;SG;3;PRS;FIN;ACT
vidas	nende	vida	tema	N	PRO;GEN;PL
mirade	jälgi	mirade	jälg	V	N;NOM;SG
últimos	minevik	último	minevik	ADJ	N;NOM;SG
traballando	töötamine	traballar	töötamine	V	N;NOM;SG
traballando	tööd	traballar	töö	V	N;PRT;SG
traballando	töö	traballar	töö	V	N;NOM;SG
traballando	tööle	traballar	töö	V	N;AT+ALL;SG
faino	teeb	faino	tegema	N	V;IND;SG;3;PRS;FIN;ACT
agardo	lootus	agardo	lootus	V	N;NOM;SG
quente	kuum	quente	kuum	N	ADJ;NOM;SG
quente	kuumad	quente	kuum	N	ADJ;NOM;PL
quente	palav	quente	palav	N	ADJ;NOM;SG
quente	soojad	quente	soe	N	ADJ;NOM;PL
quente	sooja	quente	soe	N	ADJ;PRT;SG
quente	soe	quente	soe	N	ADJ;NOM;SG
medios	tähendab	medio	tähendama	N	V;IND;SG;3;PRS;FIN;ACT
síntome	tunne	síntome	tunne	V	N;NOM;SG
cabaleiros	härrad	cabaleiro	härr	ADJ	N;NOM;PL
cabaleiros	härrased	cabaleiro	härrane	ADJ	N;NOM;PL
bastardo	sind	bastardo	sina	N	PRO;PRT;SG;2
bastardo	sina	bastardo	sina	N	PRO;NOM;SG;2
iuáns	yuan	iuán	yuan	PROPN	N;NOM;SG
verte	sind	verte	sina	V	PRO;PRT;SG;2
verte	you	verte	you	V	N;NOM;SG
verte	sina	verte	sina	V	PRO;NOM;SG;2
nove	üheksa	nove	üheksa	N	NUM;NOM;SG
puido	võiks	poder	võima	V	V;COND;PRS;FIN;ACT
puido	ta	poder	tema	V	PRO;NOM;SG;3
aquela	see	aquel	see	DET	PRO;NOM;SG
aquela	seda	aquel	see	DET	PRO;PRT;SG
oe	hei	oe	hei	N	INTJ
oe	ütle	oe	ütlema	N	V;IMP;SG;2;PRS;FIN;ACT
oe	nüüd	oe	nüüd	N	ADV
inverno	tulemas	inverno	tulema	N	V;IN+ESS;V.CVB;ACT
inverno	tuleb	inverno	tulema	N	V;IND;SG;3;PRS;FIN;ACT
pra	for	pra	for	PROPN	N;NOM;SG
militar	sõjaväe	militar	sõja_vägi	ADJ	N;NOM;SG
militar	sõjavägi	militar	sõja_vägi	ADJ	N;NOM;SG
teñas	sind	ter	sina	V	PRO;PRT;SG;2
teñas	you	ter	you	V	N;NOM;SG
teñas	sina	ter	sina	V	PRO;NOM;SG;2
teñas	doni	ter	doni	V	ADJ
teñas	don	ter	don	V	N;NOM;SG
poderían	võiks	poder	võima	V	V;COND;PRS;FIN;ACT
poderían	nad	poder	tema	V	PRO;NOM;PL;3
poderían	mai	poder	mai	V	N;NOM;SG
canción	see	canción	see	N	PRO;NOM;SG
canción	selle	canción	see	N	PRO;GEN;SG
canción	seda	canción	see	N	PRO;PRT;SG
nesa	see	neso	see	PROPN	PRO;NOM;SG
nesa	selle	neso	see	PROPN	PRO;GEN;SG
nesa	seda	neso	see	PROPN	PRO;PRT;SG
nesa	see	neso	see	PROPN	PRO;NOM;SG
nesa	seda	neso	see	PROPN	PRO;PRT;SG
vermello	punane	vermello	punane	N	ADJ;NOM;SG
vermello	punased	vermello	punane	N	ADJ;NOM;PL
deixou	vasak	deixar	vasak	V	N;NOM;SG
deixou	vasakule	deixar	vasakule	V	ADV
deixou	vasakul	deixar	vasak	V	ADV
deixou	ta	deixar	tema	V	PRO;NOM;SG;3
sente	alla	sente	alla	V	ADV
sente	maha	sente	maha	V	ADV
sente	maas	sente	maas	V	ADV
sente	iste	sente	iste	V	N;NOM;SG
sente	istet	sente	iste	V	N;PRT;SG
sente	istekoht	sente	iste_koht	V	N;NOM;SG
oficial	ametnik	oficial	ametnik	ADJ	N;NOM;SG
oficial	mate	oficial	mate	ADJ	N;NOM;SG
oficial	politseinik	oficial	politseinik	ADJ	N;NOM;SG
oficial	ohvitser	oficial	ohvitser	ADJ	N;NOM;SG
finalmente	lõppkokkuvõttes	final	lõpp_kokku_võte	ADV	N;IN+ESS;SG
finalmente	viimasena	final	viimane	ADV	ADJ;FRML;SG
finalmente	viimane	final	viimane	ADV	ADJ;NOM;SG
dereitos	paremale	dereito	paremale	N	ADV
dereitos	õige	dereito	õige	N	ADJ;NOM;SG
próxima	next	próximo	next	ADJ	N;NOM;SG
próxima	kellaaeg	próximo	kella_aeg	ADJ	N;NOM;SG
próxima	aeg	próximo	aeg	ADJ	N;NOM;SG
próxima	aja	próximo	aeg	ADJ	N;GEN;SG
próxima	ajas	próximo	aeg	ADJ	N;IN+ESS;SG
próxima	aega	próximo	aeg	ADJ	N;PRT;SG
próxima	sind	próximo	sina	ADJ	PRO;PRT;SG;2
próxima	you	próximo	you	ADJ	N;NOM;SG
próxima	sina	próximo	sina	ADJ	PRO;NOM;SG;2
evitar	peatus	evitar	peatus	V	N;NOM;SG
evitar	abi	evitar	abi	V	N;PRT;SG
evitar	appi	evitar	abi	V	N;IN+ALL;LGSPEC1;SG
nel	teda	nel	tema	PROPN	PRO;PRT;SG;3
rematou	üle	rematar	üle	V	ADV
rematou	lõpetatud	rematar	lõpetama	V	ADJ;PST;V.PTCP;PASS
brancos	valge	branco	valge	N	ADJ;NOM;SG
brancos	valged	branco	valge	N	ADJ;NOM;PL
brancos	valged	branco	valge	N	ADJ;NOM;PL
deberiamos	peaksid	deberir	pidama	V	V;COND;PL;3;PRS;FIN;ACT
milady	daam	milady	daam	PROPN	N;NOM;SG
milady	neiu	milady	neiu	PROPN	N;NOM;SG
milady	leedi	milady	leedima	PROPN	N;NOM;SG
milady	sinu	milady	sina	PROPN	PRO;GEN;SG;2
milady	teie	milady	sina	PROPN	PRO;NOM;PL;2
cento	sada	cento	sada	N	NUM;NOM;SG
pedir	for	pedir	for	V	N;NOM;SG
pedir	sind	pedir	sina	V	PRO;PRT;SG;2
pedir	you	pedir	you	V	N;NOM;SG
pedir	sina	pedir	sina	V	PRO;NOM;SG;2
pequenas	little	pequeno	little	ADJ	N;NOM;SG
pequenas	vähe	pequeno	vähe	ADJ	ADV
idiota	sind	idiota	sina	N	PRO;PRT;SG;2
idiota	sina	idiota	sina	N	PRO;NOM;SG;2
idiota	loll	idiota	loll	N	ADJ;NOM;SG
violencia	vägivaldsed	violencia	vägi_valdne	N	ADJ;NOM;PL
violencia	vägivaldne	violencia	vägi_valdne	N	ADJ;NOM;SG
negros	mustad	negro	must	N	ADJ;NOM;PL
negros	musta	negro	must	N	ADJ;NOM;SG
negros	must	negro	must	N	ADJ;NOM;SG
telo	hoida	telo	hoidma	ADV	V;NFIN
telo	hoia	telo	hoidma	ADV	V;IMP;SG;2;PRS;FIN;ACT
telo	hoian	telo	hoidma	ADV	V;IND;SG;1;PRS;FIN;ACT
telo	sain	telo	saama	ADV	V;IND;SG;1;PST;FIN;ACT
telo	sai	telo	saama	ADV	V;IND;SG;3;PST;FIN;ACT
telo	sind	telo	sina	ADV	PRO;PRT;SG;2
telo	you	telo	you	ADV	N;NOM;SG
telo	sina	telo	sina	ADV	PRO;NOM;SG;2
telo	teda	telo	tema	ADV	PRO;PRT;SG;3
queiras	sind	queira	sina	V	PRO;PRT;SG;2
queiras	you	queira	you	V	N;NOM;SG
queiras	sina	queira	sina	V	PRO;NOM;SG;2
queiras	nagu	queira	nagu	V	CONJ
gusto	nagu	gusto	nagu	N	CONJ
gusto	meeldib	gusto	meeldima	N	V;IND;SG;3;PRS;FIN;ACT
gusto	sind	gusto	sina	N	PRO;PRT;SG;2
gusto	sina	gusto	sina	N	PRO;NOM;SG;2
saíu	välja	saíu	välja	V	ADV
saíu	väljas	saíu	väljas	V	ADV
saíu	out	saíu	out	V	N;NOM;SG
saíu	tuli	saíu	tuli	V	N;NOM;SG
saíu	vasak	saíu	vasak	V	N;NOM;SG
saíu	vasakule	saíu	vasakule	V	ADV
saíu	vasakul	saíu	vasak	V	ADV
saíu	seal	saíu	seal	V	ADV
corte	lõika	corte	lõikama	N	V;IMP;SG;2;PRS;FIN;ACT
corte	lõigatud	corte	lõikama	N	ADJ;PST;V.PTCP;PASS
botar	välja	botar	välja	V	ADV
botar	väljas	botar	väljas	V	ADV
botar	out	botar	out	V	N;NOM;SG
metros	eemal	metro	eemal	N	ADV
metros	eemale	metro	eemale	N	ADV
fuches	sind	fuches	sina	V	PRO;PRT;SG;2
fuches	you	fuches	you	V	N;NOM;SG
fuches	sina	fuches	sina	V	PRO;NOM;SG;2
tocar	puudutatud	tocar	puudutama	V	ADJ;PST;V.PTCP;PASS
tocar	mängimine	tocar	mängimine	V	N;NOM;SG
